molecula|SddssS|n9FaHRing|SssssC|NaasN|nARing|BCUTs-1|SaasN|MATS2c|SRW07|AATSC1s|JGI4|SaaaC|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aRing|MATS1i|MATS1c|n6aHRing|GATS1are|BIC2|SIC2|GATS1pe|nFaHRing|RASA|FNSA5|PBF|FPSA3|PNSA3|RNCS|FNSA4|WPSA3|FNSA2|WNSA3|DPSA5|DPSA3|GeomPetitjeanIndex|PNSA2|MOMI-Z|WNSA4|FPSA1|GeomRadius|GeomDiameter|GRAV|PPSA1|DPSA4|FPSA5|DPSA1|DPSA2|PPSA5|CYP2C9 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Brenk|Molar refractivity|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Molecular Mass|Log S (ESOL)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|Lipinski|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Wavelength (HOMO-LUMO transition) (nm)|Approximated area|Contribuition (max. transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|IC50|pIC50
12k_a36|0.0|0|0.0|0|2|1.297043952|0.0|-0.076124222|5.351858133|-0.063399056|0.039061728|0.0|0.002782748|0.003690005|10.94908765|-0.058284869|1|-0.095253274|-0.4373676689999999|1|0.90500247|0.811903388|0.8647233590000001|0.856135378|0|0.8427704640000001|-0.101946803|0.367754573|0.018067063|-49.87227128|46.79001927|-0.037758075|7.838185977999999|-2.038936068|-32.84907515|78.24529096|61.7723974|0.478908312|-1342.974009|2294.707886|-16.38090333|0.219318299|7.241602627000001|13.89698356|6027.033337|144.457092|31.85663123|0.016847116|-369.7499256|1720.258086|11.0965905|0.0|0.0|2.0|4.89|0.0|-7.01|2.42|69.2|0.0|133.84|1.0|6.0|-4.58|31.0|4.0|407.47|-4.55|2.82e-05|3.45|0.0|-0.0497|5053.0|3.83|3.6631|-1310.3453949999998|-1310.312649|338.46|530.51|0.5249199999999999|-1310.072976|0.0908|-0.15053|-0.20023|0.03274587|-1310.134752|14.0|7.8539
12v_a36|0.0|0|0.0|0|2|1.297043692|0.0|-0.077763989|5.351858133|-0.04314418|0.041767677|0.0|0.00127667|-0.086194201|10.96020642|-0.023932402|1|-0.1430106119999999|-0.401336708|1|0.8913597320000001|0.828393514|0.8792981679999999|0.84179881|0|0.802291339|-0.105200486|0.334379501|0.027145269|-51.4172081|113.7463918|-0.033118671|11.74777471|-1.788408258|-33.82511043|88.07013157|69.27488156|0.461799225|-1176.51481|2328.221818|-14.33290989|0.372344602|8.456596706000001|15.71271745|6065.593390999999|244.9490697|34.71221847|0.02867403|-167.9576969|1874.459798|18.86337805|0.0|0.0|2.0|4.82|0.0|-6.69|1.89|78.43|0.0|130.24|1.0|6.0|-3.95|31.0|5.0|411.46|-4.07|8.499999999999999e-05|2.65|0.0|-0.05219|3.8847|2.65|3.7035|-1347.475543|-1347.442792|334.77|502.83|0.69298|-1347.2000369999998|0.0223|-0.15185|-0.20404|0.03275089|-1347.260743|14.0|7.8539
7_a47|0.0|0|0.0|0|0|1.304326965|0.0|0.00763426|0.0|-0.143650735|0.04030303|1.303301032|-0.0091074509999999|-0.085507035|10.93671034|-0.0781924059999999|0|-0.021071408|-0.46105149|2|0.6995252890000001|0.817389583|0.8755534909999999|0.671549194|1|0.8473227320000001|-0.095957591|0.427432212|0.008915606|-45.82735481|103.5602725|-0.036250645|2.8353037860000003|-1.631279045|-25.84337052|61.47335819|50.85512286|0.405265781|-919.9254234|1968.695833|-11.52827882|0.1830206469999999|6.485224033|10.90440708|5958.904826|103.2106353|25.02240371|0.0130514639999999|-357.5076454|1126.008167|7.36009799|0.0|1.0|2.0|2.96|3.14|-9.45|6.52|58.04|0.0|111.28|1.0|4.0|-6.47|28.0|4.0|393.84|-6.06|8.75e-07|5.49|0.0|-0.05297|3.7203|5.08|3.7203|-1647.996662|-1647.963177|333.26|455.81|0.69314|-1647.7863539999998|0.2144|-0.1544|-0.2073699999999999|0.03348545|-1647.841533|25.0|7.6
13_a15|0.0|0|0.0|0|1|1.4356889940000002|0.0|-0.139434143|0.0|-0.031457366|0.029206349|0.0|0.001806571|-0.031047852|10.95980212|0.005149745|0|-0.173728081|-0.357554652|2|0.843715005|0.729838386|0.7784213259999999|0.796300317|0|0.8854875790000001|-0.098053528|0.708462114|0.016196467|-43.2365883|142.67217639999998|-0.033811561|6.447664726|-1.961070565|-27.279882500000003|72.41636305|53.45565817|0.482317225|-1237.326456|3581.589629|-13.46007201|0.244716567|5.21465994|10.07307988|7196.400881999999|154.4025434|28.24531009|0.01672103|-322.1392954|1638.227985|10.55004024|1.0|0.0|1.0|4.13|4.19|-8.9|6.69|59.51|0.0|138.24|1.0|6.0|-6.32|34.0|4.0|448.52|-6.1|7.970000000000001e-07|5.32|0.0|-0.03946|3942.0|5.04|2.5721|-1450.756042|-1450.727602|482.03|549.33|0.63827|-1450.399387|0.0003|-0.11283|-0.15229|0.02844037|-1450.462642|6.0|8.2218
19b_a38|0.0|0|0.0|0|2|1.297044256|0.0|-0.122009545|5.351858133|-0.115864198|0.044392765|0.0|-0.006877664|-0.1381849369999999|10.96052467|-0.0697981979999999|1|-0.098027247|-0.443325632|1|0.653741315|0.8295290000000001|0.8851623040000001|0.632625562|0|0.7293105670000001|-0.11557289|0.336505882|0.0224393089999999|-53.38447032|120.3048789|-0.041606241|8.643817972|-2.0803120280000003|-33.13317155|84.49751102|67.31146923|0.478948837|-1291.149559|2436.66785|-16.02708787|0.240363041|7.159317935|13.74014387|6518.872269|149.181772|33.99385836|0.020570275|-322.28833010000005|1699.692918|12.76697997|1.0|0.0|3.0|4.82|2.37|-7.12|3.11|81.23|0.0|125.65|1.0|5.0|-4.25|31.0|5.0|419.43|-4.33|4.67e-05|2.88|0.0|-0.05031|5363.0|3.66|3.7509|-1431.414099|-1431.38073|330.55|485.64|0.38952|-1431.18309|0.1945|-0.15414|-0.20445|0.03336932|-1431.2418630000002|12.0|7.9172
3b_a49|0.0|0|0.0|1|1|1.343850026|2.104186262|-0.003115526|5.4161004020000005|-0.055724324|0.034155556|1.844602991|0.000607064|-0.010613212|10.92976559|0.00361222|1|0.000511959|-0.405529602|2|0.7745859279999999|0.794997634|0.845992028|0.749565191|1|0.749104358|-0.0846496|0.482434361|0.013576151|-54.04959517|325.6896751|-0.0276739079999999|5.07982433|-1.439043207|-33.06194987|64.91785551|62.35407961|0.477583842|-880.2577376|1796.6760370000002|-10.35481932|0.3431340539999999|7.236413572000001|13.85181805|5934.158315|209.89391040000004|25.77091035|0.021477952|-191.9087104|1340.087338|13.13798859|1.0|1.0|2.0|3.37|2.43|-7.58|3.2|98.72|0.0|116.94|1.0|6.0|-3.53|30.0|5.0|398.46|-3.59|0.000256|1.84|0.0|-0.06115|4.6669|3.4|3.8418|-1293.3286859999998|-1293.291817|322.72|480.08|0.5798|-1293.048179|0.0759|-0.1587|-0.21985|0.0368692|-1293.106236|25.0|7.6021
11_a1|0.0|0|0.0|0|1|1.430935838|0.0|0.033732316|5.351858133|-0.196819043|0.035620155|0.0|-0.0127744789999999|-0.05257082|10.94957487|-0.044235537|1|-0.07452948|-0.563650254|1|0.823460272|0.747358374|0.8086124090000001|0.7846345840000001|0|0.5955245029999999|-0.126108875|0.2027328789999999|0.034974992|-77.81495049|274.39137789999995|-0.048723884|12.15946748|-2.143850877|-45.88191258|89.80732824|98.43720241|0.47723847|-1264.075578|1885.148133|-16.93943154|0.248121855|7.43666407|14.2257294|5798.645137|146.29971719999998|38.20963621|0.02620284|-297.0290662|1681.223993|15.44994131|1.0|1.0|2.0|3.25|2.31|-7.47|4.23|97.33|0.0|105.71|1.0|4.0|-5.07|29.0|6.0|385.37|-4.66|2.17e-05|3.35|0.0|-0.06546|3.7383|5.26|3.1924|-1312.462371|-1312.4282380000002|388.38|471.76|0.68162|-1312.241032|0.3201|-0.12916|-0.19462|0.03413353|-1312.2963630000002|0.17|6.7696
18b_a30|0.0|0|0.0|0|2|0.604987149|0.0|0.036563014|5.351858133|0.0075638519999999|0.041767677|0.0|0.003099827|0.016709918|10.31163838|-0.051413084|1|-0.049287858|-0.45633339|1|0.80330079|0.822401103|0.8839272779999999|0.760234689|0|0.869340364|-0.09536285|0.413791511|0.019880184|-52.09100293|77.65678625|-0.036237883|8.698138813|-1.811894154|-34.45606603|75.30642440000001|65.24093056|0.424912258|-1198.493811|3057.267112|-15.85509189|0.240284312|7.513189589|13.0644231|6387.715069|158.9382363|31.55111394|0.0184861069999999|-343.5825913|1577.555697|12.22780277|1.0|0.0|1.0|4.78|0.0|-6.7|2.49|105.44|0.0|131.99|1.0|5.0|-5.49|31.0|5.0|423.49|-4.8|1.57e-05|3.59|0.0|-0.06142|3.5256|3.64|3.5256|-1668.034279|-1667.995173|351.66|563.55|0.67715|-1667.788575|0.3576|-0.14385|-0.2052699999999999|0.03910602|-1667.849173|25.0|7.6003
47a_a18|0.0|0|0.0|0|1|0.403918489|0.0|0.018016478|4.844187086|-0.18843247|0.033641026|0.0|-0.005483379|-0.025401815|10.35082811|0.052572636|0|-0.232940071|-0.369841706|0|0.842412605|0.766261502|0.7991211029999999|0.792293789|0|0.778790861|-0.099310031|0.371382587|0.014124484|-67.93456546|100.7293848|-0.036234741|9.49531639|-2.681370849|-55.70051708|93.5899242|79.51543089|0.483193636|-2198.494121|2250.179086|-24.3591435|0.2063806289999999|10.20255289|19.74153879|8405.670404|169.2144153|37.435301|0.014835962|-481.4854016|2770.212274|12.16421601|1.0|1.0|3.0|4.97|0.0|-8.27|3.35|123.06|1.0|158.24|1.0|12.0|-6.74|39.0|5.0|547.67|-5.58|2.62e-06|4.44|1.0|-0.05191|3.1947|8.82|3.1947|-2098.807018|-2098.773074|388.09|813.01|0.69508|2098.280307|0.6094|-131.0|-0.18291|0.0339441|-2098.359766|1.0|9.0
11g_a5|0.0|0|0.0|1|0|1.388236041|1.984996534|-0.204002571|5.209486153|0.009272269|0.020943152|0.0|0.00599982|-0.137618073|10.94877951|-0.007175378|2|-0.137739838|-0.267507083|2|0.777565622|0.814159231|0.8737292720000001|0.73551511|0|0.837943738|-0.076326887|0.396049407|0.023215707|-44.19305139|68.77977167|-0.025442296|10.02633335|-1.297557078|-29.04250676|71.21847290000001|59.4498014|0.485790997|-852.7202582999998|935.4227938|-10.98794595|0.456418686|9.342496899|18.16867625|5817.569415|299.94631180000005|30.75897687|0.03204398|-57.28097817|1568.70782|21.05845771|1.0|1.0|1.0|3.17|2.34|-9.04|4.48|81.51|0.0|118.35|1.0|7.0|-4.12|31.0|5.0|408.46|-4.31|4.88e-05|2.75|0.0|-0.04322|4.5106|2.3|4.2083|-1330.189793|-1330.144218|294.62|542.13|0.56924|-1329.927772|0.2403|-0.1714|-0.2146199999999999|0.04557484|-1329.988893|0.03|7.5229
3d_a32|0.0|1|0.0|0|0|0.609420786|0.0|0.0181036519999999|5.733341277|-0.034290847|0.041161616|2.230648962|0.000655875|-0.113314811|10.31100276|-0.0602430179999999|3|-0.076494363|-0.539652902|0|0.8315372|0.8444218509999999|0.90169022|0.77923808|1|0.892845502|-0.093187219|0.2214902789999999|0.014419776|-37.19367587|62.43434632|-0.02867299|4.22710649|-1.118246623|-20.13777259|59.15151032|45.000975700000005|0.427813496|-605.4522892000001|1855.167124|-8.405385739|0.2794597139999999|6.15119195|10.75032687|4752.534658|151.30787800000002|21.54552351|0.0160633|-238.8142619|840.275417|8.697152881000001|1.0|1.0|1.0|3.34|3.11|-7.29|5.07|110.94|0.0|97.86|1.0|4.0|-6.55|23.0|3.0|340.47|-5.13|7.36e-06|4.5|0.0|-0.05482|3.5105|3.42|3.5105|-1672.758552|-1672.733979|353.18|465.41|0.7035100000000001|-1672.585902|0.5031|-0.14189|-0.19671|0.02457348|-1672.638515|8.0|8.0915
13e_a6|0.0|0|0.0|0|0|1.429020445|0.0|-0.089778965|4.727387819|-0.008507023|0.044021739|1.643912856|-0.003356527|0.0266218529999999|10.95053349|-0.037793156|1|-0.126749697|-0.462344944|2|0.841211811|0.765593573|0.827254552|0.790249345|1|0.861676601|-0.093298845|0.175643236|0.0183790889999999|-49.62570093|66.59852278|-0.032929004|8.211609879|-1.679379203|-33.17101912|75.42629799|61.91072885|0.4442079679999999|-1122.537689|3457.565879|-14.71237941|0.277469482|7.973429837999999|14.346067199999998|6147.8097210000005|185.4673146|30.46313253|0.019543118|-297.4895642|1553.619759|13.06309302|1.0|1.0|2.0|3.51|2.79|-10.18|4.53|103.17|0.0|123.82|0.0|5.0|-5.11|32.0|5.0|417.47|-4.78|1.65e-05|3.27|0.0|-0.07534|5.9885|3.36|3.2475|-1347.297639|-1347.25954|381.78|567.24|0.38609|-1347.014564|0.0104|-0.1327|-0.20804|0.03809808|-1347.074898|12.0|7.9208
1_a3|0.0|0|0.0|0|1|0.6195934120000001|0.0|0.079857077|4.727387819|-0.073036903|0.034166667|2.194605012|-0.006610844|0.038572075|10.33805862|0.032569462|0|0.05038525|-0.486774367|2|1.005427002|0.7905285390000001|0.8457792829999999|0.943582278|1|0.7762512779999999|-0.0925710269999999|0.521474118|0.008036786|-45.44133321|289.8942564|-0.034105115|1.697600903|-1.295994381|-20.88467272|49.05980305|49.13501083|0.4490711529999999|-595.6343396000001|1162.737831|-7.203984013|0.207914282|4.984064981|9.046658216|4510.611026|95.55665364|19.78900457|0.014174378|-268.4830832|751.9821735|6.514493077999999|0.0|1.0|1.0|3.83|0.0|-5.77|1.85|77.1|0.0|91.52|2.0|2.0|-3.07|22.0|4.0|306.38|-3.3|0.000503|1.83|0.0|-53.0|5.8805|2.08|3.8645|-1273.316428|-1273.290432|320.83|316.61|0.30619|-1273.1763970000002|0.0096|-0.1658599999999999|-0.21886|0.02599563|-1273.22339|724.0|6.1403
7c_a8|0.0|0|0.0|1|0|1.400027586|1.4416758790000002|-0.244222944|4.844187086|-0.025233184|0.043533333|0.0|0.00325576|-0.0450662909999999|10.94670214|-0.118915929|1|-0.047874|-0.328286221|1|0.718994164|0.740795639|0.795846675|0.6881348629999999|0|0.848923958|-0.089778346|0.292274414|0.0306012339999999|-50.34151168|49.43944876|-0.03366688|12.03370912|-1.6160102369999998|-31.56868845|76.40286308|69.53125754|0.492823119|-1013.384819|2162.326414|-13.23925183|0.373097855|7.700542366|15.18314943|6013.168519|233.9661552|33.67700028|0.032058696|-159.15828340000002|1616.4960130000002|20.10370648|1.0|1.0|1.0|3.44|3.1|-7.76|3.78|92.93|0.0|112.76|1.0|5.0|-5.0|30.0|5.0|398.41|-4.67|2.14e-05|3.37|0.0|-0.07472|4.6061|5.01|3.1406|-1331.8206369999998|-1331.793312|394.78|579.97|0.62361|-1331.567632|0.1779|-0.1318599999999999|-0.20658|0.02732536|-1331.625743|18.59|4.7307
4a_a49|0.0|0|0.0|1|1|1.343847746|2.085628989|-0.076526919|5.4161004020000005|-0.074495823|0.036555556|1.713107022|-1.8100000000000003e-05|-0.053787795|10.92777282|0.018857363|1|-0.037142108|-0.403194204|2|0.7541604690000001|0.803344301|0.856023531|0.731643066|1|0.7570436159999999|-0.087863033|0.433367368|0.017143497|-57.79201133|313.22432680000003|-0.0292876779999999|6.448709504|-1.4936715669999998|-35.44496163|68.37721704|68.30645049|0.4716382|-916.0977468|1647.61849|-11.01687292|0.349698461|7.934892916|15.01791558|5950.370212|214.47685|27.62211044|0.023624093|-184.3656985|1408.727632|14.48911428|1.0|1.0|2.0|3.35|2.89|-7.36|2.83|92.93|0.0|114.08|1.0|6.0|-3.28|30.0|5.0|399.45|-3.52|0.000305|1.71|0.0|-0.06461|4.7259|3.34|3.7876|-1313.19945|-1313.158118|327.34|504.63|0.35731|-1312.924353|0.0789|-0.1585099999999999|-0.2231199999999999|0.04133192|-1312.98289|32.0|7.4949
12ao_a36|0.0|0|0.0|0|2|1.297043885|0.0|-0.058597382|5.351858133|-0.065314765|0.042739018|0.0|0.002782748|-0.113963585|10.94919858|-0.033032344|1|-0.095253274|-0.435820128|1|0.90500247|0.82626942|0.8800240009999999|0.856135378|0|0.832582759|-0.1019516769999999|0.264688501|0.017784426|-51.52001456|85.17634667|-0.03775988|7.785557064|-2.039033535|-34.08795068|78.51108393|63.28698809|0.462968912|-1349.115973|2298.760179|-16.53028876|0.217901822|8.769931502999999|16.33039817|5943.227395|144.1736112|31.9443643|0.016708791|-373.2975961|1724.9956719999998|11.05528527|0.0|0.0|2.0|4.87|0.0|-7.01|2.42|69.2|0.0|133.84|1.0|6.0|-4.58|31.0|4.0|407.47|-4.55|2.82e-05|3.45|0.0|-0.05455|4.6597|3.83|3.4743|-1310.361099|-1310.328652|356.86|548.59|0.4962|-1310.077853|0.0033|-0.14207|-0.19662|0.03244719|-1310.138396|0.03|7.5229
14q_a23|0.0|1|0.0|2|0|1.19796338|3.292130907|0.141057047|5.351858133|-0.130330047|0.044138322|0.720966302|0.002243702|-0.058543701|10.31321757|-0.056324491|2|-0.017918675|-0.573130981|2|0.77007911|0.808928963|0.871119857|0.7333675390000001|1|0.773194598|-0.096370719|0.227948491|0.02158178|-61.51997721|350.836102|-0.039682061|10.17264683|-2.023785094|-42.23665548|79.42966327|76.3369885|0.472004985|-1389.433443|2213.1193780000003|-18.70427707|0.222659101|8.732265278|16.53853737|6982.066379000001|152.86702240000002|35.04742005|0.01932289|-380.8178266000001|1787.418422|13.26616596|1.0|0.0|2.0|3.52|2.66|-6.96|3.12|148.11|1.0|128.38|1.0|6.0|-5.21|33.0|5.0|454.51|-4.39|4.03e-05|2.46|0.0|-0.08159|3.6431|4.19|3.6431|-1798.645459|-1798.6108739999995|340.33|554.59|0.5949|-1798.3704079999998|0.4943|-0.14854|-0.23013|0.03458552|-1798.433122|16.0|7.8069
3e_a32|0.0|1|0.0|0|0|0.609420788|0.0|0.015619823|5.733341277|-0.058503168|0.044949495|2.220794149|0.000655875|-0.114649277|10.31100276|-0.080731823|3|-0.076494363|-0.551661318|0|0.8315372|0.8046468659999999|0.85921771|0.77923808|1|0.8681696109999999|-0.100056595|0.290874543|0.0124235339999999|-39.56206964|47.09895162|-0.030786645|3.608094688|-1.200679139|-21.32040233|60.86894767|46.25723848|0.4513338939999999|-647.0582188|1732.3689949999998|-8.941186293|0.224744634|5.863649531|10.68709999|4827.877259000001|121.1171726|21.40099522|0.012891628|-296.6758413|834.6388134|6.94742943|1.0|1.0|1.0|3.33|3.04|-6.92|5.24|110.94|0.0|97.86|1.0|3.0|-6.52|23.0|3.0|340.47|-5.18|6.6e-06|4.47|0.0|-0.0534399999999999|3.5589|3.52|3.5589|-1672.748189|-1672.722302|348.38|456.76|0.7025399999999999|-1672.576776|0.2914|-0.14754|-0.20098|0.02588637|-1672.62984|8.0|8.0862
3a_a12|0.0|0|0.0|0|1|1.28383802|0.0|0.13714555|0.0|-0.042445446|0.032544803|0.0|-0.0025830939999999|-0.062973953|10.95455336|-0.0161799839999999|0|-0.072889493|-0.5274624179999999|1|0.943290857|0.7038021990000001|0.759068438|0.8847197109999999|0|0.871985494|-0.090803706|0.241900756|0.009433302|-34.84701355|71.11710277|-0.034924502|2.258466332|-1.362055589|-17.05063286|52.21461165|39.46272532|0.462077145|-666.453375|1050.730179|-8.361421244|0.2189499039999999|5.924949067000001|11.01449587|4230.717811|107.1321197|21.87893986|0.015909241|-275.0354486|853.2786545|7.784386645|1.0|1.0|1.0|3.84|2.74|-7.5|2.49|37.28|0.0|97.52|1.0|3.0|-3.6|23.0|3.0|298.34|-4.06|8.8e-05|3.15|0.0|-0.06829|4.2336|3.33|3.7304|-951.3711872|-951.3480023|332.36|383.08|-0.34688|-951.217594|128.0|-0.15328|-0.22157|0.023184956|-951.264072|194.0|6.7122
14z_a23|0.0|1|0.0|2|0|1.197960872|3.305974434|0.08752343|5.351858133|-0.024897956|0.04314059|0.729326158|0.009174505|-0.0438568409999999|10.31321795|-0.0229244|2|-0.069023218|-0.46459002|2|0.719722236|0.802520527|0.8668730109999999|0.64069202|1|0.925301102|-0.079754981|0.228957475|0.018337664|-40.56245532|40.18308023|-0.03393829|8.895469235|-1.595099623|-28.25118461|66.77741935|53.33438253|0.474697407|-1110.964649|2692.627452|-16.46322104|0.214395551|7.834464959|14.91419434|7285.13008|149.3235124|30.08835522|0.01612263|-397.8390333|1414.152695|11.22918692|1.0|1.0|1.0|3.42|3.67|-8.57|5.32|105.02|1.0|130.3|1.0|5.0|-6.77|32.0|4.0|480.37|-6.13|7.37e-07|4.83|0.0|-0.08503|4032.0|4.73|3.6632|-2549.107748|-2549.0953670000004|338.46|586.28|0.66217|-2548.895003|0.2917|-0.15195|-0.23698|0.01238131|-2548.957384|5.0|8.2941
13h_a6|0.0|0|0.0|0|0|1.424099498|0.0|-0.094781725|4.727387819|0.004767264|0.04393617|1.656132209|-0.002407131|-0.01698365|10.95053423|-0.090944829|1|-0.12414699|-0.468842137|2|0.836982172|0.780222427|0.8391892870000001|0.789769968|1|0.867910741|-0.091977068|0.300800177|0.017441348|-51.85624128|77.20799814|-0.032362302|8.529752344|-1.747564296|-36.26429338|76.78735663|64.05338768|0.461667017|-1222.112956|2829.19698|-15.82689691|0.263081412|9.11292243|16.928040300000003|6302.785260000001|183.9790404|30.71129129|0.017825256|-331.36552|1658.40973|12.4656221|1.0|1.0|2.0|3.64|3.03|-10.57|4.79|103.17|0.0|128.63|0.0|6.0|-5.56|33.0|5.0|431.49|-5.06|8.8e-06|3.7|0.0|-0.07435|4.8701|3.83|3392.0|-1386.613707|-1386.569017|365.52|591.53|0.50716|-1386.302668|0.2121|-0.14097|-0.2153199999999999|0.04469058|-1386.3651|47.0|7.3279
13a_a5|0.0|0|0.0|0|0|1.393002748|0.0|-0.154076582|4.59511985|-0.033436214|0.023989899|0.0|0.002355511|-0.139517787|10.94530369|-0.025324157|1|-0.035005746|-0.367284642|2|0.746303189|0.8045357209999999|0.857293078|0.720100768|0|0.7667501609999999|-0.0839257009999999|0.470564031|0.016739606|-57.31787843|126.2663658|-0.0279752339999999|6.938219155|-1.426736914|-36.90128585|72.13276165|68.09484712|0.460877309|-918.5341141|1314.232685|-11.59515363|0.401208461|8.571729592999999|15.89940424|5628.9694|258.29825730000005|30.07803494|0.02811638|-127.2041084|1533.979782|18.10134317|1.0|1.0|2.0|3.07|2.46|-8.9|3.58|92.79|0.0|114.18|1.0|8.0|-3.77|30.0|5.0|399.45|-3.74|0.000184|2.19|0.0|-0.05534|4.6285|3.81|4.2107|-1313.167422|-1313.126035|294.45|567.51|0.41806|-1312.907813|0.1992|-0.17364|-0.22898|0.04138695|-1312.968936|91.0|7041.0
20a_a10|0.0|0|0.0|1|1|1.343837243|2.113798134|-0.0774974029999999|5.4161004020000005|0.049376168|0.036415094|1.896409603|0.008214031|-0.010695558|10.9296614|0.011011878|1|-0.049146504|-0.281099208|2|0.661219642|0.755429696|0.817646497|0.63495222|1|0.913681336|-0.072821454|0.591835899|0.013618456|-43.19189039|66.52185003|-0.028008251|5.764636687|-1.456429076|-28.10115947|58.1398225|52.05222074|0.452402751|-947.5701424|2021.669282|-11.8557778|0.266548108|8.419180593|15.37476788|6729.996773999999|173.41938059999998|24.84485067|0.016540298|-303.7731758|1291.932235|10.76131538|1.0|1.0|0.0|3.48|3.63|-9.44|5.77|76.62|0.0|126.35|1.0|4.0|-5.68|33.0|5.0|429.47|-5.59|2.56e-06|4.36|0.0|-0.06611|4.7841|3.98|3.8312|-1389.164302|-1389.1321289999998|323.62|524.02|0.50193|-1388.897416|107.0|-0.1613099999999999|-0.2274199999999999|0.03217287|-1388.957848|1.2|5.9208
3b_a32|0.0|1|0.0|0|0|0.609420808|0.0|0.046791596|5.733341277|-0.064476472|0.042528736|2.21541916|-0.001282231|-0.1113575119999999|10.31100281|0.10614163|3|-0.0791178979999999|-0.536470812|0|0.833920105|0.800396027|0.866250192|0.7725667079999999|1|0.8407393809999999|-0.100355499|0.2719741|0.014636992|-35.8437493|74.63320519|-0.033451833|3.522270202|-1.103910485|-17.58323784|56.82775081|43.023961|0.460751087|-541.5259561|1084.520517|-8.049905042|0.2358716619999999|5.765940603|10.69254007|4448.251276|115.707414|21.47528975|0.0154889019999999|-259.1375886|708.6845618|7.59811844|1.0|1.0|1.0|3.11|2.57|-6.5|4.43|110.94|0.0|88.24|1.0|2.0|-5.73|21.0|3.0|312.41|-4.65|2.23e-05|3.71|0.0|-0.05396|3.5545|2.45|3.5545|-1594.121087|-1594.095192|348.81|396.83|0.70257|-1594.0008779999998|0.2905|-0.1474099999999999|-0.20137|0.02589511|-1594.049677|6.0|8.2366
14c_a23|0.0|1|0.0|2|0|1.197962449|3.349976042|0.06596946|5.351858133|-0.024758731|0.043538647|0.743546646|0.010682694|-0.047853455|10.31321813|-0.047410593|2|-0.071484865|-0.4589840189999999|2|0.722187957|0.793551289|0.857184548|0.659570836|1|0.922935039|-0.0800086929999999|0.2273163289999999|0.018842596|-37.73933093|38.43627129|-0.034046252|8.321492112|-1.600173862|-25.07982076|64.05912299|50.26125234|0.459622824|-1063.401832|2379.221378|-15.0359121|0.2165924689999999|7.832948614|14.49533577|6755.962581999999|143.9373772|28.88097191|0.016385474|-376.6791777|1357.40568|10.88903141|1.0|1.0|1.0|3.4|3.6|-7.99|4.67|105.02|1.0|125.29|1.0|5.0|-6.13|31.0|4.0|445.93|-5.55|2.83e-06|4.21|0.0|-0.0795299999999999|3.7031|4.1|3.7031|-2089.523959|-2089.501598|334.81|549.86|0.56781|-2089.293299|356.0|-0.15143|-0.23096|0.02236136|-2089.354057|2.0|8.6253
12aa_a30|0.0|0|0.0|0|2|0.604983643|0.0|-0.101407312|5.351858133|-0.028524865|0.043854875|0.0|0.003529389|0.059360681|10.31162784|-0.007369513|1|-0.12254489|-0.394520145|1|0.8397577820000001|0.809127478|0.855880335|0.794193541|0|0.8126513129999999|-0.101368383|0.418522684|0.030906491|-54.50378741|55.0567406|-0.033789461|15.0745057|-1.925999268|-38.06478415|91.51563481|76.08850600000001|0.4659424379999999|-1345.094532|2455.130164|-16.48066156|0.369240427|8.65813938|16.21199661|6944.511023|257.8730361|37.41227352|0.029670025|-182.6418006|2132.499591|20.72118575|1.0|1.0|1.0|4.86|0.0|-6.83|2.63|100.11|0.0|140.26|1.0|7.0|-5.61|33.0|6.0|458.54|-5.0|9.94e-06|3.81|0.0|-0.04966|5.1925|3.34|3.4642|-1804.818818|-1804.784381|357.9|605.07|0.30341|-1804.516348|0.1506|-0.1472099999999999|-0.19687|0.03443621|-1804.582558|8.0|8.1135
