molecula|SddssS|n9FaHRing|SssssC|NaasN|nARing|BCUTs-1|SaasN|MATS2c|SRW07|AATSC1s|JGI4|SaaaC|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aRing|MATS1i|MATS1c|n6aHRing|GATS1are|BIC2|SIC2|GATS1pe|nFaHRing|RASA|FNSA5|PBF|FPSA3|PNSA3|RNCS|FNSA4|WPSA3|FNSA2|WNSA3|DPSA5|DPSA3|GeomPetitjeanIndex|PNSA2|MOMI-Z|WNSA4|FPSA1|GeomRadius|GeomDiameter|GRAV|PPSA1|DPSA4|FPSA5|DPSA1|DPSA2|PPSA5|CYP2C9 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Brenk|Molar refractivity|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Molecular Mass|Log S (ESOL)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|Lipinski|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Wavelength (HOMO-LUMO transition) (nm)|Approximated area|Contribuition (max. transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|IC50|pIC50
12m_a30|0.0|0|0.0|0|2|0.6049842529999999|0.0|0.096631895|5.351858133|0.024086432|0.040839506|0.0|0.001371944|0.0488832779999999|10.31162838|-0.0547272029999999|1|-0.084317059|-0.5409445629999999|1|0.817497287|0.832758813|0.893689741|0.770326886|0|0.783260049|-0.103359773|0.415971907|0.027352277|-57.96147772|133.774348|-0.0405332439999999|12.59296644|-2.067195455|-39.32844052|83.3641853|76.52074257|0.44976016|-1402.648392|2370.879718|-18.66147291|0.226267233|9.025816604|16.40342255|6658.711303|153.52847759999997|35.54574762|0.019500715|-371.4702679|1812.833129|13.2317657|1.0|0.0|1.0|4.66|0.0|-6.42|2.48|114.67|1.0|133.52|1.0|6.0|-6.0|32.0|6.0|439.49|-5.01|9.71e-06|3.89|0.0|-57.0|5.0617|3.88|3.5496|-1743.215323|-1743.174906|349.29|578.87|0.33392|-1742.965888|0.1615|-0.15042|-0.20742|0.04041755|-1743.030004|31.0|7.5114
6d_a40|0.0|0|0.0|1|2|0.604893491|1.695192271|0.12627602|6.401917197|-0.091548968|0.039160494|0.683786612|-0.005066797|0.086704068|10.30179973|-0.205140551|2|-0.025143559|-0.624951805|0|0.6224555620000001|0.8361555479999999|0.8988141140000001|0.604211552|1|0.663670372|-0.119563634|0.372705643|0.017359149|-73.59650182|192.5638526|-0.050049893|7.108696385|-2.15214542|-47.09642482|85.47607798|84.70509846|0.428134701|-1377.2170210000002|3212.360755|-20.49579149|0.13994759|6.908972922999999|12.08146906|7436.576348|89.55631|37.23994308|0.01400787|-460.8148719|1601.317552|8.964021265|1.0|1.0|1.0|3.98|2.84|-4.31|3.63|173.43|2.0|120.09|2.0|5.0|-7.21|30.0|6.0|460.52|-5.15|7.1e-06|3.87|0.0|-0.09462|2.9559|7.98|2.9559|-2470.82949|-2470.793925|419.45|511.88|0.6624800000000001|-2470.62267|0.3518|-0.11938|-214.0|0.03556489|-2470.684323|1.0|8.9208
15_a3|0.0|0|0.0|0|1|0.619596467|0.0|0.079167398|4.727387819|-0.092127078|0.045993266|1.809035179|-0.006419472|0.126641951|10.33806279|0.021805556|0|-0.022386155|-0.505519936|3|0.968837995|0.813015336|0.866559772|0.911346861|1|0.7789088340000001|-0.107619999|0.451058529|0.007901554|-47.26593592|315.5421792|-0.037667|2.070175472|-1.50667999|-24.19332693|60.30684851|51.31038923|0.461565365|-771.2023653|1433.713715|-9.868603355|0.149672503|5.371119692000001|9.975434973|4617.470007|76.61068671|22.67368656|0.010200078|-358.6340772|906.9474625|5.220965278|0.0|1.0|1.0|4.12|0.0|-5.78|1.56|89.99|0.0|94.29|2.0|2.0|-2.77|23.0|5.0|321.4|-3.02|0.000951|1.28|0.0|-0.06319|6.0077|2.33|3.7072|-1328.688126|-1328.665275|334.44|398.12|0.2843199999999999|-1328.531138|0.0173|-0.1576|-0.22079|0.0228507|-1328.581677|25.0|7.6021
15_a15|0.0|0|0.0|0|1|1.435688991|0.0|-0.132759299|0.0|-0.031457366|0.029814815|0.0|0.001806571|0.000676845|10.95980315|0.0020555079999999|0|-0.173728081|-0.3597407929999999|2|0.843715005|0.724319314|0.7725348679999999|0.796300317|0|0.8972060479999999|-0.091075463|0.7028760070000001|0.020649569|-41.11675625|142.8140301|-0.031405332|9.115534766|-1.821509261|-27.31834743|73.99578515|54.83651811|0.435723718|-1210.227347|2868.890383|-13.86355301|0.297455822|6.673906339|11.8273735|7039.747576999999|197.6323578|29.700607300000005|0.0202953539999999|-269.1443943|1722.635223|13.48441779|1.0|0.0|1.0|4.04|4.34|-8.9|6.69|59.51|0.0|138.24|1.0|6.0|-6.32|34.0|4.0|448.52|-6.1|7.970000000000001e-07|5.32|0.0|-0.03786|3.6968|5.04|2582.0|-1450.7538470000002|-1450.725355|480.19|573.46|0.67524|-1450.398033|0.0066|-0.10964|-0.1475|0.02849263|-1450.462493|109.0|6.9626
12g_a30|0.0|0|0.0|0|2|0.6049842529999999|0.0|0.096186205|5.351858133|0.024086432|0.039951691|0.0|0.001371944|0.007330206|10.31162838|-0.049719762|1|-0.084317059|-0.539112991|1|0.817497287|0.826316772|0.886776351|0.770326886|0|0.783662781|-0.10344931|0.487608738|0.027436565|-58.41940906|133.2169768|-0.040568357|12.60295167|-2.068986201|-39.593913|83.29752441|77.01461557|0.459011202|-1402.261011|2482.668258|-18.63502363|0.225689271|8.694447089|16.07139949|6688.137428|152.961516|35.50940589|0.019453222|-371.8296813|1810.9797|13.18447384|1.0|0.0|1.0|4.67|0.0|-6.42|2.48|114.67|1.0|133.52|1.0|6.0|-6.0|32.0|6.0|439.49|-5.01|9.71e-06|3.89|0.0|-0.0576|5.0703|3.88|3.5592|-1743.214798|-1743.174676|348.35|577.31|0.26238|-1742.965961|0.1613|-0.15077|-0.2083699999999999|0.04012224|-1743.029147|9.0|8.0334
16a_a23|0.0|1|0.0|2|1|1.197962324|3.411338761|-0.0147904689999999|5.351858133|-0.013055633|0.046283951|0.759926978|0.012426121|-0.088255625|10.31321796|-0.071458049|2|-0.181609054|-0.380779155|2|0.765869487|0.8323974470000001|0.890165467|0.7199622309999999|1|0.934837094|-0.07288672|0.181301571|0.021379172|-26.53751114|9.922436905|-0.025724725|8.915071155|-1.311960953|-17.13669862|65.21027197|40.34319246|0.49525751|-847.2037686000001|1801.957216|-10.72715788|0.414079278|8.024409307|15.89802615|6552.801739|267.3932664|28.35168303|0.02809646|-110.9672657|1445.935835|18.14339594|0.0|0.0|1.0|3.94|0.0|-5.27|2.52|108.26|1.0|125.79|2.0|5.0|-4.58|31.0|4.0|427.5|-4.31|4.86e-05|2.66|0.0|-0.0502|1.6239|2.49|1.6239|-1685.913359|-1685.8794469999998|763.49|555.21|0.96307|-1685.580443|0.2066|-0.07625|-0.12645|0.03391189|-1685.6419010000002|39.0|7.4037
12o_a30|0.0|0|0.0|0|2|0.604984133|0.0|0.036331447|5.351858133|-0.028326022|0.040899471|0.0|0.00372838|0.019094532|10.31162888|-0.087019298|1|-0.051371057|-0.465857798|1|0.8264832879999999|0.815003426|0.870930234|0.7463962120000001|0|0.844344883|-0.0975052409999999|0.402022325|0.015460222|-49.48891079|75.15128057|-0.037808155|6.401442327000001|-1.852599578|-31.84483128|71.87393121|59.43716284|0.46964626|-1192.099807|2476.50603|-15.65480256|0.186865502|7.400912529|13.95467208|6542.77337|120.2431068|29.91948755|0.0141914589999999|-402.9878652|1466.05489|9.131836103|1.0|0.0|1.0|4.63|0.0|-7.22|3.27|81.65|0.0|132.29|1.0|5.0|-5.93|30.0|4.0|432.93|-5.44|3.61e-06|4.49|0.0|-0.05085|5.1935|4.45|3.4817|-2035.37262|-2035.338699|356.1|528.25|0.3493699999999999|-2035.139147|149.0|-0.1478799999999999|-0.19873|0.03392126|-2035.199757|16.0|7.8097
14d_a23|0.0|1|0.0|2|0|1.197963465|3.405551724|0.058368697|5.351858133|-0.026530366|0.043538647|0.758207139|0.01269616|-0.019307114|10.313217800000002|-0.054430189|2|-0.074441567|-0.4483522929999999|2|0.725800261|0.772008792|0.829764975|0.6906097959999999|1|0.921694462|-0.078282292|0.213597535|0.018596017|-35.40917327|39.26987634|-0.032878563|8.074501042|-1.6439281280000002|-23.33262837|61.49227899|47.66288948|0.454495683|-1083.255003|2261.37838|-14.27606695|0.209653392|7.832720777|14.358677900000002|6459.554383|138.1496441|27.41215037|0.015037275|-382.6437544|1370.607518|9.908707432|1.0|1.0|1.0|3.52|3.62|-7.78|4.33|105.02|1.0|125.25|1.0|5.0|-5.85|31.0|4.0|425.51|-5.25|5.61e-06|3.94|0.0|-0.0725799999999999|3688.0|3.79|8.1555|-1669.24571|-1669.224874|3688.0|554.84|8.1555|-1668.983743|336.18|-0.14894|-0.22152|0.02083626|-1669.045136|4.0|8.4001
6e_a40|0.0|0|0.0|1|2|0.604892975|1.75595616|0.128035402|6.401917197|-0.074872854|0.039160494|0.744550501|-0.0026177839999999|0.103594243|10.30179954|-0.205140551|2|-0.020200684|-0.6319354389999999|0|0.685858263|0.8361555479999999|0.8988141140000001|0.648802794|1|0.74620476|-0.1164147119999999|0.376602018|0.015875595|-70.52033811|185.1473293|-0.04873174|6.85578763|-2.095464821|-46.34235117|84.95203628|80.95296505|0.441911406|-1377.032062|3854.417113|-21.04453212|0.133008824|6.972949117000001|12.49434084|7585.605268000001|87.40658058|36.93694043|0.012858969|-482.3355765|1588.2884390000002|8.450255075|1.0|1.0|1.0|3.98|3.16|-4.63|3.72|173.43|2.0|125.15|2.0|5.0|-7.76|30.0|5.0|476.98|-5.58|2.6e-06|4.4|0.0|-0.09682|2.9549|8.35|2.9549|-2831.191706|-2831.156883|419.59|537.07|0.67187|-2830.986514|0.3625|-0.1195799999999999|-0.2164|0.03482243|-2831.048968|18.0|7.7447
47l_a18|0.0|0|0.0|0|1|1.251176792|0.0|0.0340353029999999|4.844187086|-0.0603838109999999|0.035308642|0.0|-0.00046896|-0.010426981|10.94702063|-0.056270425|0|-0.103458566|-0.4925232479999999|0|0.7452092359999999|0.7435044540000001|0.781148177|0.733228144|0|0.803473313|-0.083884237|0.2820044969999999|0.009199889|-57.15119372|11.54768766|-0.031456589|4.654446622|-2.0132216990000003|-40.65070014|68.83398609|63.6949231|0.4897655489999999|-1431.971342|1427.032023|-15.91464944|0.203890653|9.423637134|18.46922943|6572.90106|145.02405359999997|28.10487315|0.012890098|-421.235376|1798.711882|9.168513486|0.0|1.0|3.0|4.17|0.0|-9.37|3.19|85.29|1.0|139.63|1.0|9.0|-5.26|34.0|3.0|454.56|-4.84|1.4499999999999998e-05|3.78|0.0|-0.0520399999999999|3.2026|7.71|3.2026|-1455.5758039999998|-1455.5497369999998|387.13|667.5|0.69291|-1455.165122|0.5019|-0.1314|-0.18344|0.02606651|-1455.233431|32.0|7.4949
9r_a24|0.0|0|0.0|0|0|1.353642494|0.0|-0.134192489|4.59511985|0.013567512|0.024179894|0.0|0.007861194|0.064425793|10.96129392|-0.043274854|1|-0.179075526|-0.3018627239999999|3|0.786430472|0.7958149290000001|0.841805128|0.7526889940000001|0|0.8417158379999999|-0.082022572|0.32720212|0.015557618|-41.49802275|71.31566881|-0.025821921|6.992734796000001|-1.394383716|-27.82142546|70.79264457|51.92828155|0.473403843|-934.8335183|958.7578093|-11.60626518|0.384785172|9.672636984|18.36822555|5501.824326|257.9706516|28.13932796|0.02357068|-154.486433|1519.52371|15.80243761|1.0|1.0|1.0|3.53|3.04|-8.66|3.93|79.82|0.0|116.9|1.0|8.0|-4.02|30.0|6.0|400.48|-4.06|8.77e-05|2.69|0.0|-0.04313|4.4722|1.82|4.2877|-1294.486221|-1294.451958|289.16|616.11|0.3398|-1294.201456|0.0029|-0.1676099999999999|-0.21074|0.03426339|-1294.263358|11.0|7.9586
12v_a30|0.0|0|0.0|0|2|0.604983445|0.0|0.037440652|5.351858133|-0.029548782|0.04625323|0.0|0.002431329|0.020607357|10.31162873|-0.04950715|1|-0.0493878409999999|-0.471153275|1|0.8149999040000001|0.83236194|0.889479916|0.711738503|0|0.8501212029999999|-0.0971402169999999|0.404950755|0.015823709|-52.18846092|82.09302037|-0.037666615|7.242869835|-1.845664126|-35.30820865|75.73440678|62.89402328|0.478535287|-1248.687792|2483.120571|-17.2408622|0.193930933|8.114588039|15.56114504|6952.110426|131.2043645|31.6144427|0.014801518|-414.1432908000001|1549.107692|10.01399667|1.0|0.0|1.0|4.62|0.0|-7.8|3.92|81.65|0.0|137.3|1.0|5.0|-6.58|31.0|4.0|467.37|-6.04|9.14e-07|5.12|0.0|-0.0563|3.5507|5.08|3.5507|-2494.963646|-2494.92869|349.18|573.82|0.68405|-2494.739831|0.1601|-0.1505099999999999|-0.20681|0.03495552|-2494.802821|22.0|7.6596
1l_a5|0.0|0|0.0|0|0|1.270375394|0.0|-0.244609612|4.59511985|-0.0052651969999999|0.025672515|0.0|0.008244856|-0.019865028|10.94421389|-0.05139414|1|0.0271820189999999|-0.21108114|2|0.7245669790000001|0.7656671279999999|0.818803517|0.71872376|0|0.890289002|-0.067755283|0.357062421|0.0078543119999999|-38.79937717|167.86839980000002|-0.026512937|2.506287665|-1.219595099|-21.91725365|45.64819758|43.23617395|0.47265823|-688.9330988|903.1631908|-8.460199385|0.230593886|7.401206343999999|14.03493287|4665.793689|130.25942849999998|19.46541135|0.013054186|-304.3678822|895.4089219|7.374136537999999|0.0|1.0|1.0|2.98|2.67|-8.83|5.32|54.46|0.0|105.07|1.0|4.0|-5.04|26.0|3.0|340.42|-4.98|1.04e-05|4.19|0.0|-0.04149|4.6403|3.89|4.3664|-1069.261615|-1069.229786|283.95|486.81|0.45892|-1069.047151|187.0|-0.1779|-0.21939|0.03182983|-1069.101032|32.0|7.4949
12n_a30|0.0|0|0.0|0|2|0.604984682|0.0|0.0304762079999999|5.351858133|-0.064217094|0.040899471|0.0|0.001139238|-0.037209579|10.31162898|-0.087019298|1|-0.0541804029999999|-0.464204099|1|0.669561738|0.815003426|0.870930234|0.64876559|0|0.7781502140000001|-0.10528124|0.390449649|0.017064818|-52.4873066|85.87072848|-0.038674741|6.804436105|-1.895062322|-33.14358793|76.16725916|63.2630417|0.4701566479999999|-1196.654368|2349.172094|-15.42118984|0.200596792|7.385790169|13.93957316|6353.890039|126.6686716|30.54968688|0.0153398069999999|-378.1217671|1496.934657|9.686460958|1.0|0.0|1.0|4.66|0.0|-6.9|3.18|81.65|0.0|127.24|1.0|5.0|-5.39|30.0|5.0|416.47|-5.01|9.71e-06|3.97|0.0|-0.05076|5.1999|4.07|3.4859|-1675.011418|-1674.978015|355.67|506.94|0.27009|-1674.777231|0.1489|-148.0|-0.19876|0.0334036|-1674.83759|0.01|7983.0
47j_a18|0.0|0|0.0|0|1|1.251176464|0.0|0.070097424|4.844187086|-0.068902246|0.033563218|0.0|0.00031105|-0.006923502|10.94702285|0.0033281|0|-0.218974385|-0.48833504|0|0.783538352|0.7444236670000001|0.77844379|0.757001264|0|0.80651845|-0.094744194|0.476575952|0.015967126|-56.816779|95.57657747|-0.033837212|9.661420661|-2.368604851|-44.19607713|86.31641604|69.23713027|0.481373558|-1842.467041|2064.803327|-20.47428768|0.235574938|9.597380968|18.50538303|7316.123159000001|183.246715|34.43235841|0.016220875|-411.3767328|2410.265089|12.6177344|0.0|1.0|3.0|4.54|0.0|-8.79|2.82|97.76|2.0|149.96|1.0|11.0|-5.83|37.0|4.0|499.6|-5.14|7.32e-06|4.07|0.0|-0.04423|3.1054|8.09|3.1054|-1625.445572|-1625.413107|399.25|776.31|0.6983600000000001|-1624.9784550000002|0.5439|-0.1285|-0.17273|0.03246539|1625.053346|35.0|7.4559
9_a10|0.0|0|0.0|1|1|1.377786667|1.998759814|-0.096384071|5.4161004020000005|-0.032199235|0.03590535|1.754798254|0.007316125|-0.1189611519999999|10.92721632|-0.1048161059999999|1|-0.1475423119999999|-0.362724972|2|0.7141481129999999|0.791322552|0.837889476|0.692424727|1|0.8694452140000001|-0.084348428|0.6816795959999999|0.013842683|-40.90513782|86.66800495|-0.028592687|6.959437141|-1.686968561|-29.00379197|71.07688871|50.72029356|0.45291714|-1196.145223|2284.568215|-14.37503199|0.26870822|8.765421221|16.02210901|6606.83687|190.5275895|27.72306267|0.015893979|-327.9949188|1635.660698|11.26962754|1.0|1.0|1.0|4.0|3.2|-7.93|3.68|75.94|0.0|130.71|1.0|7.0|-4.23|33.0|5.0|438.52|-4.44|3.64e-05|2.97|0.0|-0.06118|5.5668|4.51|3.7309|-1410.041793|-1410.005954|332.32|631.5|0.2242|-1409.69933|0.0041|-0.15045|-0.21163|0.03583924|-1409.764013|193.0|6.7144
10_a27|0.0|0|0.0|2|0|1.400533489|3.383341915|0.122016352|4.59511985|-0.044164147|0.040512821|1.296293777|0.00991794|0.034318674|10.93783185|-0.000903965|1|-0.2030237389999999|-0.487435299|2|0.639413469|0.804375252|0.862408925|0.614205449|1|0.8526621529999999|-0.087022238|0.346344305|0.017676458|-32.5969511|6.0140309720000005|-0.031079371|4.998521009|-1.305333567|-17.33405307|55.05868025|41.99674607|0.477162521|-694.1361252|943.2258247|-8.788575695|0.254639309|6.761146212000001|12.9316403|4894.8090170000005|135.40932969999997|22.1732254|0.01651645|-260.9504933|931.2754667000002|8.782938574|1.0|1.0|0.0|3.01|3.15|-6.24|2.97|65.6|0.0|97.39|1.0|3.0|-3.57|25.0|4.0|331.37|-3.92|0.0001189999999999|2.55|0.0|-0.0498|4.1495|4.66|4.1495|-1083.137871|-1083.1151289999998|298.79|450.26|0.63894|-1082.956472|0.4452|-0.16805|-0.21785|0.0227416|-1083.008551|69.0|7.1612
26_a47|0.0|1|0.0|1|0|1.304328272|1.06819297|0.11828578|4.727387819|-0.200192886|0.045681818|0.956774672|-0.0098410169999999|-0.046771537|10.94972213|0.0081426509999999|1|-0.035472095|-0.5899218279999999|2|0.6850994429999999|0.845040087|0.910081385|0.651797437|1|0.7104381999999999|-0.101679756|0.549740398|0.020884606|-57.01987795|9.608109253|-0.038735145|7.0517889060000005|-1.626876095|-33.13315474|73.39007585|69.15552111|0.474969855|-945.3464183|1341.904566|-13.07911017|0.282360823|6.945070057000001|13.22794532|5994.406615|164.0744453|31.36429668|0.024619511|-252.9318822|1317.300461|14.3059247|1.0|1.0|2.0|3.13|2.66|-7.22|4.68|98.72|0.0|104.8|1.0|4.0|-4.86|28.0|5.0|396.81|-4.56|2.77e-05|3.12|0.0|-0.06279|4.7963|4.37|3992.0|-1696.096597|-1696.075481|310.58|443.78|0.50921|-1695.9387359999998|77.0|-0.16642|-0.22921|0.02111593|-1695.993821|13.0|7.9
4m_a46|0.0|0|0.16407746|1|1|1.134637002|2.12888511|-0.245599013|5.587248657999999|0.051308728|0.041865079|0.0|0.011122528|-0.142061192|10.94319657|0.007901235|1|-0.017992096|-0.098201489|1|0.615482006|0.747676221|0.7975218959999999|0.626578283|0|0.948973877|-0.0672468|0.373463876|0.010905551|-35.4774406|6.161736337000001|-0.0224155999999999|3.028720082|-1.008702005|-18.69640205|41.88525631|41.22460182|0.463006576|-531.5800101|1639.260563|-6.225322922999999|0.266763619|5.329061873000001|9.923886653|4750.325312|140.5828543|16.11061509|0.012232753|-245.828396|724.9776792|6.446588969|1.0|1.0|0.0|3.59|2.9|-6.88|4.63|54.5|0.0|98.69|1.0|2.0|-4.52|25.0|3.0|328.41|-4.57|2.68e-05|3.69|0.0|-0.04808|6.0419|3.45|4.3476|-1031.138426|-1031.109224|285.18|468.63|0.38389|-1030.929791|0.1557|-0.18308|-0.23116|0.02920209|-1030.980844|1288.0|5.8901
5f_a40|0.0|0|0.0|1|1|0.60491326|1.656591081|-0.004886759|6.167516491000001|-0.0468504759999999|0.042936508|0.769837491|0.000663516|0.166865076|10.31198329|0.062183277|2|0.100535344|-0.4644854879999999|0|0.7039183109999999|0.811339477|875.0|0.680674762|1|0.7414714309999999|-0.10969397|0.0528268609999999|0.020236763|-52.44868801|222.1847349|-0.041135239|4.319700326|-1.316327637|-24.23209217|57.61052946|61.79838068|0.484099946|-608.163404|599.1117195|-8.780648419|0.185606315|5.780627322000001|11.20493646|3963.475837|85.75294257|23.33651|0.015000038|-290.5093357|746.7683199|6.930245797|0.0|1.0|1.0|3.08|2.05|-3.69|2.68|101.52|2.0|78.56|3.0|3.0|-3.97|20.0|3.0|284.34|-3.31|0.000491|2.2|0.0|-0.06227|3.8036|3.5|3.0611|-1232.983157|-1232.959261|405.03|361.03|0.56507|-1232.851443|0.0415|-0.13057|-0.19284|0.02389588|-1232.898044|112.0|6.9508
3i_a32|0.0|1|-4.547725143|0|0|0.6094207970000001|0.0|-0.157360524|5.733341277|-0.363243817|0.05052381|1.711001131|-0.0131506889999999|-0.26785886|10.3110028|0.022524712|3|-0.054335108|-0.537667101|0|0.565740817|0.833699527|0.902293804|0.54844677|1|0.893827987|-0.1132851459999999|0.259644227|0.015296821|-49.17963359|60.99385995|-0.044627482|4.252042736|-1.472706897|-25.92886531|71.27609889|57.24454122|0.422644726|-776.4518766|2141.3084710000003|-12.4050588|0.22927653|5.826629089|10.09193014|5656.349227000001|120.8809386|30.52825775|0.021905206|-285.465827|1007.432506|11.54903146|1.0|1.0|1.0|3.1|2.49|-6.96|6.29|110.94|0.0|88.28|1.0|3.0|-6.27|24.0|6.0|366.38|-5.16|6.85e-06|4.23|0.0|-0.06518|3642.0|3.38|3642.0|-1891.833327|-1891.811327|340.43|418.24|0.70322|-1891.738614|0.4765|-0.1476|-0.21278|0.02199999|-1891.790935|6.0|8.2366
38_a18|0.0|0|0.0|0|2|1.251175383|0.0|0.059724697|4.844187086|-0.009006798|0.035478927|0.0|0.000520558|-0.020056674|10.94702086|-0.003893067|0|-0.074661643|-0.498932552|0|0.745084567|0.719168079|0.751875124|0.7400818459999999|0|0.8310704529999999|-0.082256123|0.423402315|0.00838904|-61.25359673|100.7046282|-0.0322355079999999|5.3122971560000005|-2.385427574|-48.74349112|71.15832778|67.92930461|0.4666657999999999|-1898.240658|1855.157022|-20.41289434|0.119072105|10.98254153|20.5922319|7261.130718|94.75345803|29.11918324|0.007165119|-606.2584549|2154.819559|5.701753365|0.0|1.0|3.0|4.53|0.0|-10.33|4.13|85.29|1.0|160.66|0.0|10.0|-6.98|38.0|3.0|508.65|-6.11|7.85e-07|5.43|1.0|-0.0483699999999999|3.2241|8.95|3.2241|-1611.630281|-1611.60375|384.55|734.93|0.69235|-1611.133158|0.5147|-0.13229|-0.18066|0.02653109|-1611.206669|91.0|7041.0
5_a18 (BIBF0775)|0.0|0|0.0|0|2|1.251175715|0.0|0.0160123|4.844187086|-0.015946718|0.035478927|0.0|0.002526619|0.0002403959999999|10.94702058|-0.022817602|0|-0.144352593|-0.453086741|0|0.7140745620000001|0.7395978390000001|0.774859029|0.7061155790000001|0|0.8432358679999999|-0.078246932|0.420002762|0.008501088|-52.09190866|10.36586529|-0.029755876|4.846666751|-2.112667176|-39.33277643|67.25977848|58.5107823|0.483962172|-1595.201018|1645.395714|-16.96451322|0.184058942|9.798677372|18.98829281|7221.114573000001|138.97646310000002|27.535837|0.010831199|-477.1120625|1955.044427|8.178259299999999|0.0|1.0|2.0|4.42|0.0|-9.21|3.69|76.5|1.0|155.95|1.0|8.0|-6.07|37.0|3.0|494.63|-5.72|1.91e-06|4.73|0.0|-0.04938|3.2027|8.45|3.2027|-1572.313227|-1572.290174|378.13|691.68|0.69298|-1571.843719|0.4825|-0.13154|-0.18092|0.02305362|-1571.914419|34.0|7.4685
3a_a49|0.0|0|0.0|1|1|1.343850114|2.09865947|-0.05210989|5.4161004020000005|-0.072328354|0.0355787039999999|1.819785|-0.000349523|-0.060613765|10.92976559|0.00497674|1|0.002357097|-0.421478185|2|0.775818577|0.8145214209999999|0.8704151529999999|0.7476073409999999|1|0.72890527|-0.088484274|0.526915193|0.016205613|-55.30832478|107.4001347|-0.030698626|5.558553447|-1.504232653|-32.39206742|64.2037853|64.79936082|0.474653816|-880.9741697000001|1793.526571|-10.52968207|0.310225187|6.566343333|12.49907878|5792.106924000001|181.6875706|26.06512204|0.021141449|-222.2883651|1277.19098|12.38177532|0.0|1.0|2.0|3.25|2.11|-7.19|2.81|98.72|0.0|112.14|1.0|5.0|-3.06|29.0|5.0|384.43|-3.3|0.000503|1.38|0.0|-0.05732|5.1647|3.16|3874.0|-1254.012043|-1253.973708|320.04|449.68|0.53794|-1253.756918|0.0793|-0.15978|-0.2171|0.03833529|-1253.8126619999998|64.0|7.1938
4f_a49|0.0|0|0.0|1|1|1.343848013|2.066693174|0.010266272|5.4161004020000005|-0.087045007|0.038839506|1.5830545580000002|0.001532832|-0.064058097|10.92775957|0.0705130559999999|1|-0.015845165|-0.46436755|2|0.69044503|0.7927086309999999|0.8557769120000001|0.670594896|1|0.7370618040000001|-0.089955514|0.480786546|0.016591015|-55.88123394|193.615884|-0.033471819|4.89045046|-1.439288231|-30.33918719|60.18871783|64.88887164|0.437355335|-781.4221699|1629.651745|-9.866320682|0.2816937089999999|6.302023735|11.20071713|5422.650822|152.9378926|25.29924744|0.020905063|-237.0468572|1087.86764|11.34983222|1.0|0.0|1.0|3.07|2.35|-6.54|3.8|80.9|0.0|102.08|1.0|3.0|-3.99|27.0|5.0|356.38|-4.09|8.120000000000001e-05|2.64|0.0|-0.06954|4.6249|4.07|3.7098|-1179.23587|-1179.201105|334.21|411.94|0.39584|-1179.029099|0.0579999999999999|-0.15517|-0.22471|0.03476467|-1179.080799|0.04|7.3979
14p_a23|0.0|1|0.0|2|0|1.197963748|3.3252287430000003|0.044380583|5.351858133|0.006191846|0.045165485|0.733042138|0.009895793|-0.060144819|10.31321773|-0.053921569|2|-0.0686282459999999|-0.4510651779999999|2|0.708395022|0.799506006|0.8683808959999999|0.669357479|1|0.923455749|-0.080784473|0.223758613|0.0221104079999999|-42.52653933|40.58186569|-0.033660197|10.06403753|-1.615689464|-28.69113861|67.36602512|57.44364296|0.464933687|-1090.0480289999998|2170.5738260000003|-15.32117727|0.248361701|9.014073839|16.84664803|6696.264498|167.5607773|30.21311441|0.0190667019999999|-339.5427625|1450.229492|12.86362369|1.0|1.0|1.0|3.48|3.28|-7.47|3.89|128.81|1.0|125.0|1.0|5.0|-5.68|32.0|5.0|436.49|-4.9|1.27e-05|3.3|0.0|-0.09046|3.5752|3.29|3.5752|-1722.181612|-1722.152257|346.79|573.24|0.6816|-1721.933314|0.3802|-0.14774|-0.2382|0.02935511|-1721.994023|3.0|8.5302
