molecula|SddssS|NaaNH|n9FaRing|SaaNH|SssssC|NaasN|SRW09|nAHRing|nARing|BCUTs-1|SaasN|MATS2c|SRW07|AATSC1s|SaaaC|ATSC1c|AATSC1are|MATS8i|BCUTi-1|n5aHRing|AATSC1pe|MATS1i|MATS1c|GATS1are|MATS8s|SIC2|nFaHRing|PBF|FPSA3|PNSA5|PPSA3|RNCS|RPSA|TPSA_x|FNSA4|WPSA3|RPCS|FNSA1|WNSA3|DPSA5|PNSA4|DPSA3|GRAVp|TASA|MOMI-Z|WNSA4|FPSA1|GeomShapeIndex|PPSA1|WNSA2|DPSA4|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP3A4 inhibitor|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Log Po/w MLOGP|Brenk|Molar refractivity|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Molecular Mass|BBB|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mol/l)|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|pIC50
13b_a6|0.0|1|0|3.423777636|0.0|0|7.412764017000001|1|1|1.430640379|0.0|-0.0411179|5.351858133|-0.0265090529999999|0.0|-0.6051312529999999|-0.00460563|-0.104663349|10.95129557|1|-0.00194781|-0.10896749|-0.490758329|0.850080948|-0.029988734|0.8370824240000001|0|0.202093555|0.032036214|-74.04643339|21.00828557|154.7847961|0.2242827939999999|147.0772097|-0.0406496879999999|13.77653618|554.4007331|0.757233678|-40.04664055|87.39962829999999|-26.65671602|82.07670290000002|2821.72831|508.6895893|2587.000662|-17.48058934|0.2427663219999999|0.69141956|159.1980937|-874.0294667999999|35.20276076|1760.1380379999998|627.4287311|13.35319491|1.0|1.0|3.56|2.85|0.12|23.0|-9.01|4.98|4.32|1.29|0.0|116.79|1.0|5.0|-5.51|31.0|5.0|409.44|0.0|1.0|3.45|3.11e-06|1.02e-05|0.0|0.0|4e-07|4.8494|-1350.061187|694.33|1167.21|255.67|0.58026|0.7006600000000001|-1349.837661|-0.14898|0.02920955|-1349.898848|13.5746|6.7595
19e_a38|0.0|1|0|3.376977671|0.0|0|7.412764017000001|2|2|1.297043576|0.0|-0.082311936|5.351858133|-0.10490608|0.0|-0.4379521229999999|-0.001197042|-0.104569193|10.94917392|1|0.000347207|-0.091460175|-0.436305701|0.723755855|0.04818471|0.89459881|0|0.552393659|0.02118651|-68.82539051|14.27562164|118.734325|0.223437407|150.553721|-0.03783113|9.619015829|16.39385667|0.749190974|-37.96637911|82.37885703|-25.49088538|70.62168376|2920.436229|523.2534216|3426.997928|-17.17594064|0.250809026|0.871249918|168.99691289999998|-927.5007945|34.02454948|1837.325672|696.3887025|13.55346651|1.0|1.0|4.96|3.08|0.12|17.0|-7.28|4.03|3.09|2.75|0.0|135.78|1.0|6.0|-4.94|32.0|4.0|427.48|0.0|1.0|3.3|1.15e-05|1.89e-05|0.0|0.0|2.25e-05|5.2322|-1409.547647|685.34|1183.12|236.96|0.41961|0.58509|-1409.315831|-0.15584|0.03483011|-1409.37733|8.0952|8.0083
17g_a50|0.0|0|1|0.0|0.0|2|7.934155233999999|2|2|1.320916184|4.377239517|-0.185924266|5.82008293|0.052557574|2.236579664|-0.13328325|0.012079|-0.022378911|10.94501702|2|0.01245647|-0.200725906|-0.213708251|0.754575205|-0.10642733|0.7787714459999999|1|0.442201795|0.014550016|-47.17463902|9.710172008|10.60268439|0.079336825|52.94662161|-0.025918901|6.48022912|85.51402581|0.749948388|-21.45417373|56.28102287|-17.29736764|41.85775712|2821.3922|614.4183967|1975.996014|-11.54365807|0.250051612|0.879688945|166.8756987|-692.6194843|23.06474408|1383.884645|829.3813984|9.106383854|0.0|1.0|4.04|3.66|0.35|20.0|-6.96|3.71|4.37|2.71|0.0|133.03|1.0|6.0|-4.46|32.0|4.0|424.54|1.0|0.0|3.63|3.4899999999999995e-05|1.39e-05|0.0|0.0|4.6500000000000005e-05|4.0458|-1335.946919|725.92|1259.05|306.45|0.6623600000000001|0.6623600000000001|-1335.631756|-0.16699|0.02957267|-1335.693266|9.1706|6.6091
9i_a24|0.0|1|0|2.9199957480000003|0.0|1|7.153833802|0|0|1.4281889280000002|1.865102513|-0.113620183|5.209486153|2.01e-05|0.0|-0.190487553|0.004814196|-0.087363979|10.96661275|2|0.005891639|-0.1818753839999999|-0.32068769|0.783500303|0.139004845|0.898194715|0|0.379687415|0.025118046|-33.00219474|11.87389334|10.13249376|0.173910636|82.21166337|-0.024639839|5.613069697999999|1.634015079|0.499238289|-14.44881966|51.05832236|-11.64783344|42.43894111|2061.729154|390.5119445|761.9885477000001|-5.506205845|0.500761711|0.8806627109999999|236.7218826|-187.2109987|23.33121014|793.2611447|295.8603625|18.05612763|1.0|1.0|2.76|1.36|0.0|22.0|-6.05|2.42|2.72|0.67|0.0|82.17|1.0|3.0|-2.6|22.0|4.0|288.31|1.0|0.0|1.73|0.00248|0.000791|0.0|0.0|0.000258|4.6212|-945.2626532|501.48|825.7|268.3|0.58977|0.6755800000000001|-945.174716|-0.17204|0.0239838|-945.222448|9.2818|7.0555
20b_a10|0.0|0|0|0.0|0.0|1|7.535296702|1|1|1.343837209|2.103422978|0.048567614|5.4161004020000005|-0.073703704|1.854149459|-0.447804373|0.001965496|-0.042013549|10.92966143|1|0.002637529|0.019531637|-0.450145946|0.725009545|0.052265135|0.817426568|1|0.6741049840000001|0.013038163|-56.53849503|8.331370518|81.39248686|0.24740823|158.09355980000004|-0.033783202|5.323735696|91.02309592|0.7616213270000001|-38.78052212|67.46831286|-21.58742537|69.02087825|3085.433676|480.905232|2257.777328|-13.79433873|0.238378673|0.8317951020000001|152.3236842|-758.6886304|28.34404003|1558.922202|769.1246171|10.92981783|1.0|1.0|3.54|3.15|0.11|27.0|-8.93|4.23|5.0|2.41|0.0|129.73|1.0|5.0|-5.22|34.0|5.0|447.49|0.0|1.0|3.66|6.05e-06|8.13e-06|0.0|0.0|5.26e-07|5.9354|-1465.587932|687.84|1218.74|208.89|0.3246|669.0|-1465.333983|-0.16388|0.03930765|-1465.395231|7.7954|5.9586
37_a18|0.0|0|0|0.0|0.0|0|7.03438793|2|2|1.251176176|0.0|-0.0013530679999999|4.844187086|-0.018808538|0.0|-0.385273662|0.002300582|-0.034593342|10.94702064|0|0.003512954|-0.1483628609999999|-0.44541772|0.7100921609999999|0.020848396|0.761336899|0|0.385121249|0.009098426|-54.7389628|6.653112344|12.63119843|0.168216253|123.0060763|-0.0286221589999999|4.865006968|60.1335413|0.7648766029999999|-36.62790634|65.15554136|-20.92960342|56.74339533|3055.795406|608.2316837999999|1571.7484060000002|-15.30451633|0.2351233969999999|0.954530133|171.9311063|-1040.70711|27.36337253|1860.709332|1056.535856|10.41657856|0.0|1.0|4.31|0.0|0.3|18.0|-8.82|3.68|3.3|3.33|1.0|151.14|1.0|7.0|-5.68|36.0|3.0|480.6|1.0|0.0|2.93|2.08e-06|3.35e-06|0.0|0.0|7.27e-07|3.2127|-1532.974371|794.5|1395.35|385.91|0.69305|0.69305|-1532.553949|-0.13194|0.02274574|-1532.622404|3.0375|7.4559
19_a20|0.0|1|0|3.423603867|0.0|0|6.842683282|0|0|1.4009239059999998|0.0|0.071176085|4.727387819|-0.130949446|1.622562232|-0.539158264|-0.006620594|0.077469518|10.94899558|1|-0.004654742|-0.049177437|-0.5838248970000001|0.811128636|-0.143992458|0.8193003000000001|1|0.25624423|0.013643765|-65.49811346|8.964643162|339.8339889|0.245547466|161.33709|-0.038340404|5.890223441|88.19441661|0.796070588|-39.5992891|75.98477124|-25.1915821|69.23289949|2849.084477|495.7134289|1818.518838|-16.55214209|0.203929412|0.935398401|133.9919257|-860.7113887|31.64490997|1645.535318|684.5377542|10.48665779|1.0|1.0|3.49|2.49|0.08|27.0|-9.63|4.97|4.08|1.33|0.0|122.86|1.0|5.0|-4.89|32.0|5.0|420.47|0.0|1.0|3.16|1.29e-05|2.6600000000000003e-05|0.0|0.0|9.86e-08|3.3616|-1368.378274|687.79|1190.68|368.83|0.6987399999999999|0.6987399999999999|-1368.129074|-0.13903|0.03487615|-1368.190746|6.3327|5585.0
12ag_a36|0.0|1|0|3.408828027|0.0|0|7.412764017000001|2|2|1.297044434|0.0|-0.042092217|5.351858133|-0.084341564|0.0|-0.436614203|-0.002526241|0.0070889269999999|10.96052849|1|-0.000673716|-0.101303149|-0.445549431|0.724208473|0.124298337|0.8910146309999999|0|0.26896187|0.020136392|-68.21579593|12.70005599|85.84609192|0.253169906|159.6746787|-0.038937089|8.009946323|0.0|0.758897371|-32.81436052|80.40643223|-24.55768654|64.72839664|2773.9654530000003|471.0269757|2305.164626|-15.48857353|0.2411026289999999|0.927847116|152.06382680000002|-774.4286762999999|32.35969377|1617.984688|595.8790650000001|12.1906363|1.0|0.0|4.72|0.0|0.14|17.0|-6.86|3.13|2.44|2.4|0.0|123.71|1.0|5.0|-3.89|30.0|5.0|399.42|1.0|0.0|2.15|0.000129|6.96e-05|0.0|0.0|5.58e-05|3.8893|-1332.151245|658.68|1112.68|318.79|0.69204|0.7024699999999999|-1331.9454449999998|-0.15227|0.03415856|-1332.003616|7.5405|7.7696
17_a12|0.0|0|0|0.0|0.0|0|6.823286122000001|1|1|0.610029543|0.0|0.132275232|4.727387819|-0.058347964|0.0|-0.38018419|-0.002523977|-0.072956553|10.31157659|1|-0.000651751|-0.113649923|-0.559137213|0.918713011|-0.043392747|0.87653892|0|0.318309599|0.011226177|-50.13411606|5.849860887999999|69.36398419|0.141880635|73.93273708|-0.035198739|3.048310481|0.0|0.786701219|-18.89085387|57.97616997|-18.34174978|42.10235809|2246.161353|447.1583691000001|1470.257187|-9.557722681|0.213298781|0.8728564259999999|111.1480977|-391.8666299|23.31475957|955.9051425|431.5987143|7.842053909|1.0|1.0|4.13|2.97|0.17|17.0|-7.16|4.51|2.56|2.47|0.0|103.12|1.0|3.0|-4.51|24.0|4.0|333.41|1.0|1.0|3.14|3.1e-05|5.7100000000000006e-05|0.0|0.0|2.32e-05|4.4014|-1366.776169|560.09|933.62|281.69|0.39539|0.62783|-1366.638303|-0.15459|0.02800938|-1366.689546|2.9806|7.7959
12_a1|0.0|1|0|3.3894574360000003|0.0|0|7.423568444|1|1|1.430936075|0.0|-0.0455890429999999|5.351858133|-0.02164054|0.0|-0.516204114|-0.0038943009999999|-0.0811332759999999|10.94945122|1|-0.001416381|-0.104622651|-0.487073772|0.8016064479999999|-0.045776997|0.817998205|0|0.210514881|0.033770552|-60.78517756|19.60151089|133.6600817|0.234878615|136.3310784|-0.039894864|11.37734536|477.1158679|0.724666653|-32.50125347|74.99749378|-23.15625812|75.59644237|2592.245875|444.1009824|1825.150911|-13.44063462|0.275333347|0.867391557|159.81230209999998|-564.5066541|31.95435864|1342.083063|473.040639|14.21231622|1.0|1.0|3.29|2.72|0.05|23.0|-8.2|4.87|4.41|1.67|0.0|103.47|1.0|3.0|-4.98|28.0|5.0|366.37|0.0|1.0|3.44|1.04e-05|1.77e-05|0.0|0.0|2.3e-06|3734.0|-1216.099134|607.42|1018.84|332.04|0.69114|0.69763|-1215.922313|-0.12874|0.0296752|-1215.975876|10.1801|5.5302
19a_a22|0.0|0|0|0.0|0.0|1|6.842683282|0|0|1.422917238|1.572240489|-0.000989685|4.727387819|-0.144269652|1.545757986|-0.548716971|-0.002607064|-0.011513343|10.9464374|1|-0.001355145|-0.035723406|-0.496053375|0.72808001|-0.155892259|0.834033833|1|0.51561501|0.024839714|-69.91748544|18.53458775|373.8201781|0.255645265|190.7541925|-0.035138299|13.82990734|106.645364|0.684706189|-50.18975739|89.23486638|-26.21905704|85.79797858|3167.140147|555.4133255|2607.322873|-19.56380872|0.315293811|0.76919701|235.2620007|-1095.573288|38.29242013|2144.375527|781.8210659|19.31738094|1.0|1.0|3.61|2.27|0.08|27.0|-8.76|3.08|3.41|0.98|0.0|132.15|1.0|7.0|-4.38|35.0|6.0|463.49|0.0|0.0|2.36|4.16e-05|7.69e-05|0.0|0.0|8e-07|5.0397|-1537.0241640000002|740.07|1277.14|246.01|0.34556|0.66605|-1536.756515|-0.1508|0.04718381|-1536.823574|6.5658|7.3188
15_a15|0.0|0|0|0.0|0.0|0|0.0|1|1|1.435688991|0.0|-0.132759299|0.0|-0.031457366|0.0|-0.395472407|0.001806571|0.000676845|10.95980315|0|0.003766915|-0.173728081|-0.3597407929999999|0.843715005|0.007958332|0.7725348679999999|0|0.7028760070000001|0.020649569|-60.51136736|13.71976186|142.8140301|0.102793952|68.29723829999999|-0.031405332|9.115534766|4.306196778|0.702544178|-27.31834743|73.99578515|-20.86598874|54.83651811|3027.719888|596.1118717|2868.890383|-13.86355301|0.297455822|0.772181523|197.6323578|-804.0860746000001|29.700607300000005|1722.635223|830.7967967000001|13.48441779|1.0|0.0|4.04|4.34|0.07|24.0|-8.9|4.33|6.69|2.52|0.0|138.24|1.0|6.0|-6.32|34.0|4.0|448.52|0.0|0.0|4.64|4.77e-07|7.970000000000001e-07|0.0|0.0|5.7e-07|3.6968|-1450.725355|700.82|1265.55|335.38|0.67524|0.70572|-1450.398033|-0.10964|0.02849263|-1450.462493|2.9566|6.9626
1n_a5|0.0|1|0|2.91912867|0.0|0|6.605297921|0|0|1.427557749|0.0|-0.1387762669999999|4.59511985|-0.0533837329999999|0.0|-0.3365350029999999|0.004367323|-0.150600424|10.94528897|1|0.004754079|-0.00966135|-0.393928416|0.6805709409999999|-0.013686011|0.8402078140000001|0|0.428980979|0.023129277|-47.04056285|13.27640087|63.58796786|0.214789986|123.2912732|-0.030493391|7.620766672|55.29041202|0.627751746|-27.07741706|63.57058627|-17.50346525|60.44890447|2437.279452|450.71720610000006|889.4388375|-10.04713747|0.372248254|0.937489579|213.67365440000003|-432.02691110000006|27.88278228|1198.959638|467.1194103|16.53002342|1.0|1.0|2.88|2.67|0.05|23.0|-8.07|4.41|3.99|1.72|0.0|101.77|1.0|5.0|-4.27|27.0|5.0|356.38|0.0|1.0|3.14|5.41e-05|6.56e-05|0.0|0.0|3.01e-06|4.3838|-1179.169527|607.15|1017.23|282.82|0.44786|0.44786|-1179.018429|-0.17092|0.03956123|-1179.073189|0.7104|7.5686
19f_a38|0.0|1|0|3.3320764830000003|0.0|0|7.412764017000001|2|2|1.297044434|0.0|-0.036714749|5.351858133|-0.084341564|0.0|-0.4228801179999999|-0.002526241|0.035480177|10.96083376|1|-0.000673716|-0.101303149|-0.4288343429999999|0.724208473|-0.075025988|0.8741648479999999|0|0.488059925|0.02107583|-71.10679028|13.4639011|125.7493111|0.249124013|159.14822980000002|-0.037844587|8.601162122|12.14075726|0.734437553|-34.81887413|84.35196967|-24.1763087|67.96791709|2776.145209|479.6831205|2846.860803|-15.44458393|0.265562447|0.8313685409999999|169.6496169|-772.2291966|32.91812709|1645.906354|595.8790650000001|13.24517938|1.0|1.0|4.82|2.48|0.14|17.0|-6.86|3.13|2.55|2.4|0.0|125.69|1.0|5.0|-4.14|30.0|4.0|401.44|0.0|1.0|2.67|7.209999999999999e-05|6.77e-05|0.0|0.0|5.610000000000001e-05|5.3197|-1332.160846|653.22|1105.62|233.07|0.38086|0.7056100000000001|-1331.945195|-0.14369|0.02936908|-1332.004601|7.1655|7.1397
