molecula|SddssS|n9FaHRing|NaasN|nARing|SaasN|MATS2c|SRW07|JGI4|MATS7i|SaaaC|ATSC1c|AATSC1are|MATS8i|AATSC8d|n5aRing|n5aHRing|AATSC7i|MATS1i|n6aHRing|GATS1are|BIC2|MATS8s|GATS1pe|nFaHRing|RASA|FNSA3|FNSA5|PBF|FPSA3|PPSA3|RNCS|TPSA_x|FNSA4|WPSA3|WNSA3|PNSA4|DPSA3|GRAVp|TASA|MOMI-Z|WNSA4|FPSA1|GeomRadius|GeomDiameter|GRAV|PPSA1|DPSA4|FPSA5|DPSA2|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Molecular Mass|CYP1A2 inhibitor|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|log P|Total Energy (water) (Hartree)|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|Highest Occupied Molecular Orbital Energy|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
12as_a36|0.0|0|0|2|0.0|-0.051208473|5.351858133|0.041728395|0.096454203|0.0|-0.452697599|0.000584134|-0.114290948|-0.025398105|1|1|0.162571317|-0.098698552|1|0.8058720979999999|0.817372883|-0.0389138329999999|0.770400825|0|0.77043791|-0.082748367|-0.109492809|0.291030086|0.019229943|12.95780416|88.17694537|154.6869148|-0.037824788|8.731418812000001|-37.57216725|-25.48765709|68.71652969|2904.092809|519.1478419|2365.632846|-17.17446921|0.231874606|8.768282531|16.08155469|6224.698969|156.2451686|33.18163581|0.017444469|1824.98997|1.0|0.0|0.0|1.0|2.0|0.0|0.17|-6.89|2.09|86.27|1.59|0.0|133.95|0.0|1.0|6.0|32.0|5.0|423.47|0.0|0.000154|0.0476|2.36|0.0|1.29e-07|5.4600000000000006e-05|4.5202|4.84|-1385.601917|321.96|0.5902|274.29|568.52|0.53815|-1385.322633|0.2402|-0.21419|-1385.384524|6.8556|59.0|7.2291|7.2291
4h_a46|-3.74433321|0|1|1|2.134072222|0.128214845|5.587248657999999|0.040890805|-0.057256598|0.0|-0.404500343|-0.0008161889999999|-0.021951549|-0.09922757|1|1|-0.0932537609999999|-0.030014575|2|0.739180305|0.7543177040000001|0.075704004|0.6947264059999999|0|0.767244275|-0.083155747|-0.083997524|0.659584488|0.010068754|7.900037181|105.2773797|182.6222935|-0.0305445539999999|6.198442205|-51.19164773|-23.9655397|73.14480467|3472.1185880000003|601.9869510999999|3180.526173|-18.803584|0.194493895|8.138240742999999|15.85230406|7808.347937|152.6017078|29.75215152|0.011589523|1963642.0|1.0|0.0|0.0|1.0|2.0|2.99|0.3|-9.2|6.18|124.17|2.27|0.0|142.08|0.0|1.0|6.0|36.0|6.0|502.63|0.0|2.97e-07|0.00104|4.21|0.0|6.38e-10|3.210000000000001e-07|4.2444|8.5|-1923.926093|296.62|0.5451|292.11|682.14|0.55428|-1923.543349|291.0|-0.21008|-1923.611784|2.9086|229.0|6.6402|6.6402
34_a20|0.0|0|1|0|1.877209467|0.0305860929999999|4.727387819|0.0396875|0.199191385|1.991704333|-0.328567476|0.003085806|-0.046356705|-0.054458882|1|1|0.327535029|0.0346782989999999|2|0.7071284179999999|0.74801464|-0.101401966|0.690530489|1|0.7966571459999999|-0.0851907119999999|-0.085459595|0.408491116|0.0130295999999999|8.766605631000001|297.5548445|136.81360859999998|-0.032248904|5.898367836|-38.56497154|-21.69778179|66.0848174|2825.042137|536.0086996|2319.742032|-14.59875162|0.223585914|7.940146766|14.7802149|6211.26199|150.43359099999998|27.94614651|0.01491516|1481.145765|1.0|1.0|1.0|1.0|1.0|2.92|0.08|-9.18|4.62|86.69|2.47|0.0|125.0|0.0|1.0|5.0|32.0|4.0|419.48|1.0|7.27e-06|0.00399|3.63|0.0|6.64e-10|2.780000000000001e-07|5.4132|4.97|-1352.31921|320.38|0.4388|229.04|544.93|0.38519|-1352.041015|0.0766|-0.21284|-1352.102407|5.4994|61.0|7.2147|7.2147
9_a27|0.0|0|1|0|1.830911754|0.164227115|4.727387819|0.042847222|-0.152086653|1.233610009|-0.331842668|0.00611794|-0.051160217|-0.0447599329999999|1|1|-0.2559122789999999|-0.101933162|2|0.677253824|0.8214321609999999|0.017503266|0.654138816|1|0.7988644709999999|-0.078270599|-0.088404481|0.36853691|0.019589991|10.10030794|128.27738490000002|103.702486|-0.033677898|5.20756849|-20.80651808|-17.36382286|50.45546414|2256.4955670000004|411.8826346|1463.168883|-8.952528705|0.210719846|5.03925321|9.442988795|4962.727436|108.6440173|21.99956856|0.014524299|923.9818797|1.0|0.0|1.0|0.0|1.0|2.62|0.16|-7.06|3.04|76.46|2.66|0.0|97.46|0.0|1.0|3.0|25.0|4.0|331.37|1.0|8.66e-05|0.0274|2.8|0.0|8.69e-08|2.88e-05|5.5421|4.67|-1083.143348|297.52|0.1982|223.71|425.08|0.35593|-1082.965434|134.0|-0.2187|-1083.017359|4.0436|2.0|8699.0|8699.0
14ae_a23|0.0|1|2|0|3.338149829|-0.033049777|5.351858133|0.042903564|0.026913008|0.7338690390000001|-0.4448081789999999|0.008996289|-0.0174992419999999|0.0289586779999999|2|2|0.047563299|-0.143336826|2|0.7763406840000001|0.7830067820000001|0.107765697|0.7317531540000001|1|0.872362051|-0.065169397|-0.087074783|0.202342743|0.03467374|24.84237243|111.4422142|91.4475768|-0.0269140239999999|17.79858399|-33.45249142|-19.28284095|71.53368511|3212.850883|625.0131414|2575.36078|-13.81539807|0.46959234|8.123993885|15.59484379|7308.981869|336.444465|36.35475577|0.034488074|1999.511567|0.0|0.0|1.0|1.0|1.0|3.76|0.12|-7.6|4.03|123.48|2.42|1.0|133.27|0.0|1.0|7.0|34.0|6.0|471.53|0.0|1.6e-06|0.0038799999999999|3.52|0.0|2.49e-08|1.17e-05|3.6036|2.99|-1858.967022|344.06|0.3205|344.06|627.57|0.58144|-1858.675325|0.3205|-0.21659|-1858.7404850000005|9.5944|2.0|8.6038|8.6038
14l_a23|0.0|1|2|0|3.402752757|0.060717916|5.351858133|0.046283951|0.042748013|0.758109562|-0.288615723|0.01269616|-0.060692376|-0.061788679|2|2|0.07815878|-0.074441567|2|0.725800261|0.778602826|0.156652778|0.6906097959999999|1|0.921267667|-0.053549434|-0.078204688|0.215920645|0.018669073|12.31633167|40.34135162|51.94117061|-0.0328459689999999|8.125310915|-23.306234600000003|-21.66909079|47.64388017|2879.181064|607.777253|2176.038061|-14.29549842|0.210373806|8.006380163|15.78926563|6444.7098240000005|138.7874759|27.44221375|0.01508774|1372.110688|0.0|0.0|1.0|1.0|1.0|3.52|0.09|-7.78|4.33|105.02|3.24|1.0|125.25|0.0|1.0|5.0|31.0|4.0|425.51|0.0|1.43e-06|0.0023899999999999|3.94|0.0|1.65e-08|7.03e-06|3.6274|3.79|-1669.2363289999998|341.8|0.4239|341.8|560.51|0.67242|-1668.983787|0.4239|-0.2183|-1669.04569|8.2422|7.0|8.1798|8.1798
12p_a36|0.0|0|0|2|0.0|-0.0494658159999999|5.351858133|0.042804233|0.114716581|0.0|-0.432950771|-0.002526241|-0.084846674|-0.0433009009999999|1|1|0.2461794139999999|-0.101303149|1|0.724208473|0.828371596|-0.035871448|0.698414933|0|0.748438833|-0.082569108|-0.108380023|0.315548061|0.020202133|12.71795723|83.24921731|158.3666517|-0.039016808|8.006403882999999|-32.72335782|-24.56246081|64.698131|2774.926334|471.1687161|2308.958924|-15.4629378|0.240873847|7.546742977|14.3885803|5922.775161|151.63860559999998|32.35623052|0.019344052|1617.811526|1.0|0.0|0.0|1.0|2.0|0.0|0.14|-6.86|2.44|69.2|2.4|0.0|123.71|0.0|1.0|5.0|30.0|5.0|399.42|0.0|0.000129|0.0278|2.78|0.0|1.4e-07|5.58e-05|5.3413|3.41|-1332.182868|323.11|0.3015|232.12|506.89|0.30159|-1331.947748|0.1841|-0.21131|-1332.006106|6.7199|9.0|8.0458|8.0458
11e_a5|0.0|0|0|1|0.0|-0.2114441819999999|5.209486153|0.020943152|-0.07965|0.0|-0.192538515|0.008268901|-0.16669151|-0.010236262|1|1|-0.127225457|-0.0924814769999999|2|0.77509232|0.775794895|-0.048843135|0.747366251|0|0.876758791|-0.062865536|-0.0790189759999999|0.372098505|0.0120552589999999|7.986070113999999|62.84782002|81.64179149|-0.0282210629999999|5.290414418|-27.58835281|-18.69519243|49.63167715|2721.416353|580.8135016|960.0428704|-12.38472918|0.27836484|9.387474824|18.17739133|5675.693973|184.4042616|25.90670947|0.016933845|1450.77573|0.0|1.0|1.0|1.0|1.0|3.43|0.24|-8.95|4.29|66.93|1.83|0.0|125.71|0.0|1.0|7.0|31.0|5.0|411.5|0.0|2.23e-05|0.00782|3.56|0.0|1.13e-09|4.64e-07|4.4179|2.91|-1316.547103|302.14|0.5347|280.64|571.06|0.66478|-1316.239803|0.2125|-0.20559|-1316.301553|2.8694|0.04|7.3979|7.3979
13b_a30|0.0|0|0|2|0.0|0.112353041|5.351858133|0.041728395|-0.035340334|0.0|-0.627919307|-0.003436924|0.042845487|-0.0463169629999999|1|1|-0.062905093|0.003429114|1|0.841060094|0.836520136|-0.045844862|0.802578397|0|0.694101802|-0.109962789|-0.113554975|0.3529073379999999|0.018555474|12.52854078|385.2420923|206.54056530000005|-0.042850934|8.459192992|-50.13056864|-28.93268471|86.77473353|3002.926824|468.6532296|2319.48655|-19.53516918|0.1997091339999999|8.804739699999999|16.1428924|6627.406474|134.8423681|36.15271139|0.017174033|1916.093704|1.0|0.0|0.0|1.0|2.0|0.0|0.13|-6.19|1.72|124.74|2.06|0.0|135.37|0.0|1.0|6.0|32.0|5.0|441.51|0.0|9.68e-06|0.0221|2.74|0.0|6.520000000000001e-07|0.000288|5.0501|4.54|-1744.492044|353.68|0.2783|245.51|544.04|0.32563|-1744.2179010000002|0.1415|-0.20313|-1744.281763|5.3762|26.0|7.5901|7.5901
galu_a46|0.0|0|1|1|2.082220175|0.048375705|5.4161004020000005|0.039550827|-0.090581301|1.721297609|-0.327651527|0.002865697|-0.094815394|-0.1121767259999999|1|1|-0.150645957|0.028964355|2|0.702976795|0.81708619|0.044184467|0.6848692759999999|1|0.7637964079999999|-0.0910072869999999|-0.089050651|0.5235416979999999|0.01235603|6.915480101|261.2602893|132.199522|-0.03220981|3.870487977|-28.50774993|-18.02733582|57.85086047|2501.785113|427.4851161|1755.2047|-10.08962292|0.2167824069999999|6.445819025|12.12170938|5641.451892|121.3297832|23.01702105|0.013967104|1081.799989|0.0|1.0|1.0|1.0|1.0|2.75|0.18|-7.13|3.51|86.69|1.84|0.0|108.18|0.0|1.0|3.0|28.0|4.0|369.42|1.0|0.0001409999999999|0.0375|2.39|0.0|7.45e-08|2.75e-05||||||||||||||51.0|7.2924|7.2924
5b_a40|0.0|0|1|1|1.616656116|-0.067567502|6.167516491000001|0.044946237|-0.096549823|0.7222376540000001|-0.163148971|0.008515162|0.179058252|0.020344828|2|2|-0.164084255|0.007986879|0|0.537115914|0.817071232|-0.400500595|0.503365018|1|0.881264402|-0.077031845|-0.091267779|0.313503463|0.019116586|9.59023102|169.18694230000003|59.56617021|-0.036507111|4.811137897|-19.38687321|-18.31454812|48.2348504|2126.9310920000003|442.1045286|764.9528181|-9.187872156|0.1709818139999999|6.521443259|12.47657231|4813.179854|85.77656597|22.09185326|0.012549086|662.7555978999999|1.0|0.0|1.0|0.0|0.0|2.82|0.21|-5.25|4.39|75.5|2.89|1.0|84.17|0.0|2.0|3.0|21.0|3.0|338.21|1.0|3.69e-06|0.00488|4.14|0.0|5.65e-06|0.00191|3.9759|5.62|-2096.782087|311.84|0.3005|311.84|411.1|0.59928|-2096.707754|0.3005|-0.23068|-2096.757832|9.3069|64.0|7.1938|7.1938
21_a4|0.0|0|1|1|2.026698554|-0.164057585|5.4161004020000005|0.042924837|0.019346682|0.0|-0.131928225|0.012362563|-0.2897937889999999|-0.104638158|1|1|0.030586117|-0.063064908|1|0.6952936|0.777866961|0.090847781|0.674434042|0|0.932146735|-0.0571545999999999|-0.076470465|0.239652988|0.020173071|10.23237244|63.37635587|34.4171635|-0.028676424|5.190159022|-14.70482428|-14.54552243|39.22285963|2045.488184|472.812128|1584.866567|-7.377915035|0.276832377|5.961506745|9.956436217|4277.396118|140.4174905|20.11362507|0.017563978|804.5450027|1.0|1.0|1.0|1.0|0.0|2.92|0.16|-5.94|3.85|39.94|2.32|0.0|91.59|0.0|2.0|3.0|23.0|3.0|303.36|1.0|0.000133|0.0197|3.36|0.0|1.16e-06|0.000352|5.1623|3.31|-973.5683008|308.08|0.2016|240.17|446.0|0.5260600000000001|-973.400097|0.1457|-0.19588|-973.449892|2.9409|121.0|6.9172|6.9172
4_a18 (SD-208)|0.0|0|0|2|0.0|0.055002235|0.0|0.040864198|-0.020226647|0.0|-0.498304229|-0.018723101|-0.009648044|-0.056245435|0|0|-0.047745689|-0.15379315|1|0.773173718|0.83508768|-0.058455902|0.721664823|0|0.77909674|-0.077885485|-0.099573708|0.115284206|0.0211761979999999|10.90456851|103.6318511|113.7529353|-0.034985357|5.615248385|-20.652731600000003|-18.01551972|51.01127638|2395.526727|401.1916387|1822.914738|-9.276994128|0.397970979|6.239898178|11.42979655|5348.394288|204.9329964|29.9246699|0.035654206|1107.212786|0.0|1.0|1.0|1.0|1.0|2.54|0.0|-8.15|4.44|76.48|2.02|0.0|92.87|0.0|1.0|3.0|25.0|6.0|352.75|1.0|5.12e-05|0.0146|3.02|0.0|7.06e-09|2.49e-06|5.1755|2.58|-1542.296276|378.26|0.2761|239.56|396.17|0.4646|-1542.15786|0.2316|-0.2358|-1542.207472|5.2085|0.08|7.0969|7.0969
1_a6 (SB-431542)|0.0|0|0|1|0.0|0.043282217|5.351858133|0.035620155|0.1008839219999999|0.0|-0.766207981|-0.011639964|-0.029658865|-0.0492229479999999|1|1|0.164429684|-0.020716495|1|0.838928085|0.7462411859999999|-0.08530265|0.795744863|0|0.5940412860000001|-0.126408788|-0.122555709|0.210050443|0.033020439|19.58668728|160.410387|240.8019609|-0.0462988229999999|11.61820782|-44.47680367|-27.46300805|94.56841061|2678.823231|352.3666367|1890.228713|-16.29019397|0.2468003389999999|7.523839331|14.26172029|5748.417262|146.3942108|36.46179023|0.02438148|1640.78056|1.0|1.0|1.0|1.0|2.0|2.35|0.05|-7.69|3.63|103.12|1.54|0.0|106.85|0.0|1.0|4.0|29.0|5.0|384.39|1.0|3.03e-05|0.0218|2.7|0.0|2.03e-08|7.81e-06|3.8208|4.57|-1292.588032|376.28|0.5765|324.5|464.07|0.55256|-1292.358966|0.3346|-193.0|-1292.41452|8.8611|1542.0|5.8119|5.8119
12a_a50|0.0|1|2|1|4.075037557|-0.199881787|5.82008293|0.034845679|-0.111689174|2.112397566|-0.126263256|0.01164808|0.014596049|-0.122912558|2|2|-0.193999688|-0.168032508|1|0.699597776|0.795582575|-0.030758487|0.660148928|1|0.904119689|-0.05075501|-0.0663902|0.29507467|0.021013336|10.58650394|7.457998037999999|48.30443297|-0.02383238|5.333473207|-12.88231829|-12.00673599|36.15684209|2223.666558|455.4948605000001|1462.827156|-6.048985111|0.4247810279999999|5.116970861|9.648744341|4665.239724|214.004382|20.873331|0.027455156|814.0599092|1.0|1.0|0.0|1.0|0.0|2.21|0.11|-5.49|3.42|48.53|2.02|0.0|94.69|0.0|2.0|2.0|24.0|3.0|313.36|1.0|0.000685|45.0|2.5|0.0|3.22e-06|0.00101|4.0783|2.47|-1006.659456|304.01|0.1807|304.01|394.52|0.65267|-1006.498352|0.1807|-0.20172|-1006.546706|7.9123|75.0|7.1249|7.1249
12ba_a36|0.0|0|0|2|0.0|-0.090865777|5.351858133|0.040566449|0.087201747|0.0|-0.423472625|-0.002123045|0.003750685|-0.011949092|1|1|0.159880159|-0.091676619|1|0.844641715|0.8256014690000001|0.041478447|0.796093405|0|0.849738126|-0.083210415|-0.108410153|0.330220757|0.0246090489999999|16.57882744|100.798163|101.229662|-0.037526591|11.16896162|-37.76553687|-25.28122447|72.63670824|3035.390784|572.4586103999999|2492.5731100000003|-17.03166444|0.293104216|7.409667253999999|14.59456478|6722.60947|197.4608731|35.76372225|0.023797439|1859.713557|1.0|0.0|1.0|1.0|2.0|0.0|0.12|-6.72|1.63|116.78|0.74|0.0|133.18|0.0|1.0|5.0|33.0|6.0|431.45|0.0|1.6800000000000002e-05|0.0244|2.67|0.0|1.91e-07|8.240000000000001e-05|5.2506|2.79|-1417.454721|411.71|0.7436|236.13|547.82|0.3989999999999999|-1417.187763|0.0009|-0.21033|-1417.249741|4.5448|21.0|7.6778|7.6778
47o_a18|0.0|0|0|1|0.0|0.052875948|4.844187086|0.037484277|-0.006238734|0.0|-0.4339284229999999|-0.00046896|0.011121222|-0.038296569|0|0|-0.009467295|-0.103458566|0|0.7452092359999999|0.7435044540000001|0.001673737|0.733228144|0|0.806872998|-0.077288013|-0.088436375|0.261785105|0.008692675|6.313168526|77.37089184|140.2610102|-0.034545459|4.585021184|-40.76618466|-25.08909125|62.44459815|2857.120021|586.0020642999999|1393.529823|-18.22128055|0.127246923|9.808930716|19.35260972|6462.6049570000005|92.41474142|28.74706708|0.008265369|1839.812293|1.0|1.0|0.0|1.0|3.0|0.0|0.25|-9.37|3.0|85.29|2.94|1.0|139.63|0.0|1.0|9.0|34.0|3.0|454.56|1.0|2.19e-06|0.00381|4.16|0.0|4.26e-10|1.93e-07|3.22|7.62|-1455.574672|385.04|0.5065|385.04|706.49|0.69248|-1455.162559|0.5065|-0.18223|-1455.231246|2.8284|47.0|7.3279|7.3279
12g_a30|0.0|0|0|2|0.0|0.096186205|5.351858133|0.039951691|-0.037395048|0.0|-0.574592016|0.001371944|0.007330206|-0.049719762|1|1|-0.067792064|-0.084317059|1|0.817497287|0.826316772|-0.0430471959999999|0.770326886|0|0.783662781|-0.086195758|-0.10344931|0.487608738|0.027436565|18.59520651|133.2169768|146.623137|-0.040568357|12.60295167|-39.593913|-27.49531395|77.01461557|3058.2873170000003|531.1295763|2482.668258|-18.63502363|0.225689271|8.694447089|16.07139949|6688.137428|152.961516|35.50940589|0.019453222|1810.9797|1.0|0.0|1.0|1.0|1.0|0.0|0.13|-6.42|2.48|114.67|2.06|1.0|133.52|0.0|1.0|6.0|32.0|6.0|439.49|0.0|1.01e-06|0.00427|3.89|0.0|3.7600000000000003e-07|0.000165|5.0703|3.88|-1743.214798|348.35|0.2449|244.53|577.31|0.26238|-1742.965961|0.1613|-0.2083699999999999|-1743.029147|5.3027|9.0|8.0334|8.0334
15d_a10|0.0|0|1|2|2.147544195|-0.233802395|5.4161004020000005|0.031742919|-0.059217023|2.04092658|-0.184039927|0.010215823|-0.140487312|0.007032164|1|1|-0.092884337|-0.1786649189999999|2|0.74726683|0.745184875|0.02497303|0.71456262|1|0.87609771|-0.057588609|-0.070612242|0.565801561|0.02281891|15.37766538|67.59624856|83.49776405|-0.018829931|10.36301002|-26.15336742|-12.68949225|54.18663419|2967.522813|590.402322|2036.192049|-8.551449923|0.5280998339999999|8.429169102000001|16.02072769|6511.656447|355.8865234|26.89020509|0.028735133|1613.412305|0.0|1.0|1.0|1.0|0.0|4.01|0.35|-7.82|3.44|65.3|1.54|0.0|131.43|0.0|1.0|6.0|33.0|6.0|441.52|0.0|0.000167|0.0182|2.75|0.0|1.5e-08|6.62e-06|5.6004|2.05|-1430.8144619999998|321.28|312.0|221.39|565.91|0.3685|-1430.733658|0.0856|-0.20918|-1430.795367|3.8163|69.0|7.1612|7.1612
18c_a22|0.0|0|1|0|1.804590026|-0.191807441|4.727387819|0.038137255|-0.044828537|1.642882533|-0.213698903|0.005449965|0.009519672|0.006275578|1|1|-0.081550274|-0.078828791|2|0.7290394929999999|0.7669483559999999|-0.032031791|0.6922232890000001|1|0.931073539|-0.057956428|-0.076388478|0.5003904610000001|0.019843706|13.72808419|30.63947336|47.68404831|-0.028825841|9.49723261|-27.73804808|-19.94201893|53.82294919|3090.601885|644.1264387|2574.178324|-13.79609783|0.317309976|7.332936064|14.04085897|7101.057047|219.5183688|29.21094233|0.0215181079999999|1548.179944|1.0|1.0|1.0|1.0|1.0|3.3|0.08|-9.46|4.98|124.4|1.47|1.0|136.36|0.0|1.0|6.0|34.0|5.0|461.54|1.0|1.6e-06|0.0036799999999999|3.5|0.0|3.4299999999999995e-10|1.58e-07|5655.0|3.5|-1783.562578|333.1|0.2996|219.25|583.88|0.4609|-1783.277296|0.0817|-0.22365|-1783.340519|1.0733|26.0|7585.0|7585.0
12m_a30|0.0|0|0|2|0.0|0.096631895|5.351858133|0.040839506|-0.1305457069999999|0.0|-0.57615692|0.001371944|0.0488832779999999|-0.0547272029999999|1|1|-0.236661357|-0.084317059|1|0.817497287|0.832758813|-0.036924662|0.770326886|0|0.783260049|-0.085422479|-0.103359773|0.415971907|0.027352277|18.55926485|133.774348|147.06395700000002|-0.0405332439999999|12.59296644|-39.32844052|-27.50290965|76.52074257|3058.3084710000003|531.4632661|2370.879718|-18.66147291|0.226267233|9.025816604|16.40342255|6658.711303|153.52847759999997|35.54574762|0.019500715|1812.833129|1.0|0.0|1.0|1.0|1.0|0.0|0.13|-6.42|2.48|114.67|2.06|1.0|133.52|0.0|1.0|6.0|32.0|6.0|439.49|0.0|1.01e-06|0.00427|3.89|0.0|3.7600000000000003e-07|0.000165|5.0617|3.88|-1743.215323|349.29|255.0|244.95|578.87|0.33392|-1742.965888|0.1615|-0.20742|-1743.030004|5.1279|31.0|7.5114|7.5114
20_a4|0.0|0|1|1|2.017439295|-0.203359312|5.4161004020000005|0.039635417|-0.061689675|0.0|-0.124135414|0.012265062|-0.1473674569999999|-0.059498265|1|1|-0.098992154|-0.064248765|1|0.691307598|0.7797803109999999|0.246357638|0.665774148|0|0.918147288|-0.060595472|-0.072188305|0.210083785|0.022933651|11.03865532|63.27373076|39.3981702|-0.0273144939999999|5.313236547|-14.03867522|-13.14728679|40.20507689|1982.961908|441.9318823|1379.418733|-6.32818424|0.356414753|5.543543957000001|9.58599918|4085.683488|171.5531319|20.4281979|0.024334176|755.8433223999999|1.0|1.0|1.0|1.0|0.0|3.06|0.11|-5.55|3.54|39.94|2.09|0.0|86.62|0.0|2.0|3.0|22.0|3.0|289.33|1.0|0.000346|0.0388|2.96|0.0|2.79e-06|0.000806|5.1778|2.73|-934.2489802|306.74|0.2364|239.45|402.27|0.5152|-934.103809|0.1415|-0.19747|-934.150871|5.5779|646.0|6.1898|6.1898
11d_a31|0.0|0|0|1|0.0|0.064475882|5.733341277|0.0388738739999999|0.016799834|0.0|-0.848545873|-0.009496378|-0.092360393|-0.078235092|2|2|0.026806221|-0.096447723|0|0.819298311|0.822077662|-0.057505249|0.78396996|0|0.585212816|-0.134031221|-0.134048091|0.197166451|0.034417775|21.07078977|296.2476128|253.9354598|-0.040797245|12.89967697|-50.23449218|-24.97634343|103.1255906|2532.447962|358.2711594|2039.207676|-15.29068277|0.318229459|7.885647873|15.21323794|5420.356537|194.8221811|36.63453013|0.027374162|1685.188386|1.0|1.0|1.0|1.0|2.0|2.83|0.32|-6.23|4.03|125.57|1.26|0.0|102.13|0.0|1.0|7.0|27.0|6.0|385.44|1.0|3.33e-06|0.0241|3.17|0.0|5.83e-07|0.000225|3.8009|4.87|-1598.7152199999998|326.2|0.2642|326.2|551.86|703.0|-1598.4848980000002|0.2642|-0.19226|-1598.546288|4.6622|0.03|7.5229|7.5229
13_a12|0.0|0|0|0|0.0|0.202052156|0.0|0.037948718|-0.21832579|0.0|-0.272508888|0.000830398|-0.083760082|0.021322992|0|0|-0.362308767|-0.169387652|2|0.845823047|0.6809340620000001|-0.226526433|0.804066411|0|0.90006391|-0.058167326|-0.092483398|0.122164874|0.008188151|4.01385817|64.74666684|48.98899535|-0.034993718|1.96760628|-13.97756285|-17.15403411|32.52766981|1812.788134|441.2142447|664.9830294|-8.408963103|0.117007826|6.06407675|11.36787272|3647.657976|57.35761558|19.42716439|0.0074597119999999|718.8050825|1.0|1.0|0.0|0.0|1.0|2.64|0.12|-7.14|3.9|50.7|2.42|0.0|84.74|0.0|1.0|3.0|21.0|3.0|276.34|1.0|5.520000000000001e-05|0.0174|3.51|0.0|7.26e-08|2.01e-05|4.5363|3.83|-876.3661620999999|315.25|0.6528|273.31|437.91|0.6622399999999999|-876.209109|0.0155|-0.20903|-876.258343|1.5686|93.0|7.0315|7.0315
14z_a23|0.0|1|2|0|3.305974434|0.08752343|5.351858133|0.04314059|0.038811869|0.729326158|-0.30053593|0.009174505|-0.0438568409999999|-0.0229244|2|2|0.0708381429999999|-0.069023218|2|0.719722236|0.802520527|0.10796308|0.64069202|1|0.925301102|-0.0582387179999999|-0.079754981|0.228957475|0.018337664|12.77192721|40.18308023|52.02674091|-0.03393829|8.895469235|-28.25118461|-23.63754572|53.33438253|3094.698027|644.4593172|2692.627452|-16.46322104|0.214395551|7.834464959|14.91419434|7285.13008|149.3235124|30.08835522|0.01612263|1414.152695|0.0|0.0|1.0|0.0|1.0|3.67|0.05|-8.57|5.32|105.02|3.99|1.0|130.3|0.0|1.0|5.0|32.0|4.0|480.37|0.0|1.7e-07|0.000354|4.83|0.0|2.6899999999999996e-09|1.29e-06|4032.0|4.73|-2549.107748|338.46|0.3201|307.5|586.28|0.66217|-2548.895003|0.2917|-0.23698|-2548.957384|7.9877|5.0|8.2941|8.2941
10_a32|0.0|1|0|0|0.0|0.153272514|5.733341277|0.03995614|-0.020186906|2.067772926|-0.771023817|-0.0064007569999999|-0.028431775|-0.047619048|3|3|-0.03673326|-0.1260956869999999|0|0.809370315|0.8607827790000001|0.012125768|0.764217655|1|0.7622839570000001|-0.088310158|-0.1223816869999999|0.266552538|0.02575778|15.91131724|57.97512956|146.8439966|-0.038939628|9.828875607|-33.69815077|-24.0541214|70.46302679|2649.882742|470.8845962|2980.525719|-14.85891856|0.305365257|7.079344111|12.86809583|5842.926058|188.6328503|34.62844557|0.025106509|1523.651605|1.0|0.0|1.0|1.0|2.0|3.12|0.22|-6.99|4.21|149.27|0.88|0.0|107.14|1.0|1.0|7.0|27.0|5.0|399.49|1.0|9.17e-07|0.0155|3.23|0.0|1.0300000000000001e-07|4.13e-05|3.6441|4.12|-1916.668776|340.24|0.2983|340.24|533.89|0.70228|-1916.460049|0.2983|-0.2052199999999999|-1916.519894|3.2297|7.0|8.1427|8.1427
