molecula|SddssS|n9FaHRing|NaasN|nARing|SaasN|MATS2c|SRW07|JGI4|MATS7i|SaaaC|ATSC1c|AATSC1are|MATS8i|AATSC8d|n5aRing|n5aHRing|AATSC7i|MATS1i|n6aHRing|GATS1are|BIC2|MATS8s|GATS1pe|nFaHRing|RASA|FNSA3|FNSA5|PBF|FPSA3|PPSA3|RNCS|TPSA_x|FNSA4|WPSA3|WNSA3|PNSA4|DPSA3|GRAVp|TASA|MOMI-Z|WNSA4|FPSA1|GeomRadius|GeomDiameter|GRAV|PPSA1|DPSA4|FPSA5|DPSA2|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Molecular Mass|CYP1A2 inhibitor|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|log P|Total Energy (water) (Hartree)|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|Highest Occupied Molecular Orbital Energy|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
40_a47|0.0|1|1|0|1.715145925|-0.246203395|4.727387819|0.041396825|-0.056839794|1.566109469|-0.179798097|0.002212256|-0.038143308|0.056362705|1|1|-0.130213023|-0.147591116|3|0.63155995|0.836942961|0.018609507|0.607650682|1|0.812233678|-0.060416547|-0.083237511|0.237173658|0.02047837|11.04737121|54.11003524|101.2934265|-0.027052191|5.959674083|-17.58259718|-14.59371996|43.64000551|2313.85811|438.171933|868.5333132000001|-7.872806386000001|0.426343267|7.042383142|12.98034048|4862.524893|229.9974239|25.43981292|0.029785575|1017.592517|0.0|1.0|1.0|1.0|1.0|2.91|0.11|-7.08|4.04|68.52|1.52|0.0|94.28|0.0|1.0|3.0|25.0|5.0|334.35|1.0|0.000546|0.0643|2.19|0.0|8.339999999999999e-08|2.79e-05|4.0176|2.06|-1123.174467|332.97|271.0|308.6|444.47|0.67615|-1122.9968210000002|0.2612|-0.20317|-1123.049869|6.5995|4.0|8.4|8.4
5b_a50|0.0|1|2|1|4.190114953|-0.253064589|5.82008293|0.034845679|-0.052494624|2.473508677|-0.062071259|0.012641727|-0.137595558|-0.113846154|2|2|-0.0873662269999999|-0.1052449509999999|1|0.693611382|0.791163321|0.019856551|0.6642694929999999|1|0.958606481|-0.041157676|-0.061164973|0.271653991|0.012204641|6.200250541|6.656963127999999|21.02890062|-0.02140774|3.149876031|-10.62231784|-10.87564575|27.10933752|2183.545404|486.9950914|1452.442728|-5.525088972000001|0.411250953|5.543302677000001|10.01036188|4577.809819|208.925351|18.47246431|0.023005632|738.8985723999999|1.0|1.0|0.0|1.0|0.0|2.91|0.1|-5.86|4.02|35.64|2.4|0.0|96.89|0.0|2.0|2.0|24.0|2.0|312.37|1.0|0.000335|0.0202|3.06|0.0|1.37e-06|0.0004269999999999|5.6332|2.81|-990.6114185|308.25|0.2749|220.09|411.9|0.4270899999999999|-990.43875|0.1094|-0.19252|-990.487545|6.1284|12.23|4.9126|4.9126
8_a1 (SB-202620)|0.0|0|0|0|0.0|0.106916453|4.727387819|0.037578348|-0.0443137679999999|0.0|-0.606562911|-0.012672753|-0.1402198369999999|0.037553634|1|1|-0.095271547|-0.019835038|1|0.674381582|0.743088715|-0.042789124|0.658433571|0|0.648967503|-0.117682533|-0.105271458|0.174628594|0.015526845|8.809217494|208.2071465|199.1596945|-0.041081545|4.997944864|-37.88089785|-23.30777912|75.57687443|2431.842132|368.1943149|1736.664204|-13.22376193|0.225760413|7.432247389|13.67402758|5170.286136|128.0860757|30.104091200000003|0.019645498|1234.267739|1.0|1.0|0.0|1.0|2.0|2.21|0.0|-8.02|5.06|78.87|2.78|0.0|99.61|0.0|1.0|4.0|27.0|5.0|359.35|1.0|1.14e-05|0.00713|3.6|0.0|9.53e-09|3.42e-06|3.4052|5.32|-1223.279021|364.11|0.5339|364.11|460.4|0.7026600000000001|-1222.9606720000002|0.5339|-0.2105199999999999|-1223.014114|5.5005|0.4|6.3979|6.3979
3a_a32|0.0|1|0|0|0.0|-0.0505635059999999|5.6869753560000005|0.03382716|-0.014365682|2.211368234|-0.250406908|-0.002794182|0.102212031|0.125185185|3|3|-0.028290955|-0.079652285|0|0.84134255|0.844272053|-0.045516432|0.7757299320000001|1|0.817070968|-0.080607266|-0.0970820759999999|0.30031978|0.0224684379999999|10.39727075|87.55216606|84.65041685|-0.032360692|4.811337463|-17.261046399999998|-14.97491147|47.69828617|2028.93875|378.0996237|812.930125|-6.929640892|0.327690097|5.755284924|10.67859439|4249.04624|151.63860559999998|22.27382254|0.0236593529999999|668.2146761|0.0|1.0|1.0|1.0|1.0|2.21|0.07|-6.12|4.12|110.94|1.19|0.0|83.28|0.0|1.0|2.0|20.0|3.0|298.39|1.0|4.83e-06|0.0134|3.31|0.0|7.66e-07|0.0002279999999999|3.6308|2.17|-1554.796165|341.48|0.2719|341.48|355.48|0.70229|-1554.7020630000002|0.2719|-0.20638|-1554.748543|5.7916|3.0|8.5686|8.5686
10_a1|0.0|0|0|0|0.0|0.0883621719999999|4.727387819|0.037578348|0.049971022|0.0|-0.621976404|-0.012672753|-0.020225596|0.010430299|1|1|0.107434253|-0.019835038|1|0.674381582|0.7227844929999999|-0.0369911079999999|0.658433571|0|0.669963758|-0.116648443|-0.10949971|0.126889306|0.014751098|8.34295348|212.8090837|186.6625065|-0.045402319|4.718623023|-37.31383317|-25.67872721|74.31719486|2432.447088|378.9193385|1768.2330920000002|-14.52342192|0.165903744|7.376231317999999|13.65143394|5192.858899|93.83214542|30.78628757|0.015427326|1262.237791|1.0|1.0|0.0|1.0|2.0|2.18|0.0|-8.02|5.06|78.87|2.78|0.0|99.61|0.0|1.0|4.0|27.0|5.0|359.35|1.0|1.04e-05|0.00673|3.64|0.0|9.53e-09|3.42e-06|3.4067|5.81|-1223.159954|363.94|0.6754|363.94|464.77|0.70345|-1222.969096|0.6754|-0.20378|-1223.022387|7807.0|1.5|5.8239|5.8239
16d_a32|0.0|1|0|0|0.0|0.170838661|5.733341277|0.0421759259999999|0.0115077539999999|2.07416189|-0.7589895790000001|-0.00839148|-0.134892903|-0.0517549079999999|3|3|0.021406827|-0.128753933|0|0.816581223|0.8575664540000001|0.107238939|0.7689748270000001|1|0.7554930740000001|-0.091212351|-0.11491796|0.41654798|0.032003415|18.67986534|115.2070109|142.7146582|-0.036437402|10.90312918|-31.07481011|-21.26791022|71.91900971|2588.214866|440.9688416|3152.666302|-12.41372827|0.384250302|6.221435089|11.16880283|5768.495166|224.2805611|34.53986301|0.0332953229999999|1416.134383|1.0|0.0|1.0|1.0|2.0|3.01|0.18|-6.59|3.82|149.27|0.65|0.0|102.33|1.0|1.0|6.0|26.0|5.0|385.46|1.0|2.22e-06|0.0257|2.86|0.0|2.55e-07|9.84e-05|3.6271|3.78|-1877.360551|341.83|0.2915|341.83|489.97|0.70217|-1877.185022|0.2915|-0.20077|-1877.241687|3.8853|8.0|8.1135|8.1135
6c_a31|0.0|0|0|1|0.0|0.047405064|5.733341277|0.038901235|0.137523742|0.0|-0.790027307|-0.009477764|-0.00219333|-0.107687565|2|2|0.2301743489999999|-0.0055763209999999|0|0.831901219|0.790900932|-0.078059285|0.7905201209999999|0|0.641197273|-0.120905075|-0.126324613|0.138124296|0.03173578|20.09112958|163.6316745|227.1490414|-0.044739967|12.71919216|-48.45681657|-28.32375523|96.63311186|2837.949799|405.9259734|2357.829685|-17.93106176|0.234676081|8.102804662|14.63492011|6283.091868|148.5675636|37.00884624|0.0212421629999999|1776.424619|1.0|1.0|1.0|1.0|2.0|3.13|0.14|-7.72|4.26|131.36|1.58|0.0|114.5|0.0|1.0|5.0|30.0|5.0|418.47|1.0|8.179999999999999e-07|0.0048|3.64|0.0|1.89e-08|7.9e-06|3.2974|5.08|-1691.984862|376.01|0.5028|376.01|524.56|0.7014699999999999|-1691.734564|0.5028|-0.19169|-1691.794585|8.8847|0.34|6.4685|6.4685
1e_a5|0.0|0|0|0|0.0|-0.260066152|4.59511985|0.027873016|-0.080321049|0.0|-0.084933308|0.008031558|-0.1197834419999999|-0.040441176|1|1|-0.133677441|0.034752304|2|0.71274658|0.771487328|0.045376705|0.6977404359999999|0|0.8805795|-0.06795194|-0.069725333|0.373935381|0.008587563|4.461204261000001|159.537038|62.03846573|-0.0278901329999999|2.317577542|-18.33860051|-14.48881117|39.76196174|2107.092939|457.4574833|827.4861275000001|-7.526878708|0.2526063739999999|6.41473183|12.39753333|4342.827698|131.2279879|19.38578369|0.0157106539999999|775.4313476|1.0|1.0|0.0|1.0|1.0|2.17|0.05|-8.41|4.51|54.46|2.13|0.0|95.45|0.0|1.0|3.0|24.0|3.0|312.37|1.0|5.5700000000000005e-05|0.0111|3.43|0.0|3.87e-09|1.21e-06|4746.0|3.17|-990.6320386|279.92|0.5156|261.24|427.87|0.56258|-990.471803|0.1355|-0.22291|-990.522307|3.0386|191.0|6719.0|6719.0
12ag_a36|0.0|0|0|2|0.0|-0.042092217|5.351858133|0.043848238|0.063109409|0.0|-0.436614203|-0.002526241|0.0070889269999999|-0.050147748|1|1|0.135431487|-0.101303149|1|0.724208473|0.835013502|0.124298337|0.698414933|0|0.7468300940000001|-0.082492792|-0.1081585809999999|0.26896187|0.020136392|12.70005599|85.84609192|159.6746787|-0.038937089|8.009946323|-32.81436052|-24.55768654|64.72839664|2773.9654530000003|471.0269757|2305.164626|-15.48857353|0.2411026289999999|7.849377942|15.13240062|5906.879919|152.06382680000002|32.35969377|0.019328689|1617.984688|1.0|0.0|0.0|1.0|2.0|0.0|0.14|-6.86|2.44|69.2|2.4|0.0|123.71|0.0|1.0|5.0|30.0|5.0|399.42|0.0|0.000129|0.0278|2.78|0.0|1.4e-07|5.58e-05|3.8893|3.41|-1332.185403|334.04|0.4286|318.79|507.72|0.69204|-1331.9454449999998|0.0191|-0.20713|-1332.003616|7.5405|17.0|7.7696|7.7696
12_a3|0.0|0|0|0|0.0|0.167987916|4.727387819|0.042795699|-0.120694579|2.07135708|-0.336455156|-0.006049098|-0.045382017|-0.069857022|1|1|-0.218774634|0.017902469|2|0.899733837|0.718481325|-0.039834906|0.841871246|1|0.829399708|-0.092838926|-0.096133903|0.101891875|0.011076075|5.258353635|239.2266101|80.99228663|-0.039584548|2.496397166|-20.92463497|-18.79271742|49.333524|2056.502939|393.75653|1064.221958|-8.921820355|0.169581355|5.6343192|10.50748861|4400.493202000001|80.50854774|22.63041363|0.01374218|769.4340634|1.0|1.0|1.0|1.0|1.0|2.17|0.0|-6.89|4.01|92.93|1.6|0.0|90.49|0.0|1.0|2.0|22.0|3.0|304.37|1.0|2.07e-06|0.0044|4.03|0.0|1.3e-07|3.9500000000000005e-05|3263.0|2.94|-1272.152002|379.97|0.5056|379.97|361.95|0.69784|-1272.010995|0.5056|-0.19514|-1272.058487|3.1979|3548.0|5.45|5.45
32_a47|0.0|1|1|1|1.998170616|-0.1746026239999999|4.727387819|0.035568182|-0.013510009|1.6507707980000002|-0.2037028839999999|0.001861676|-0.026022099|-0.044598914|1|1|-0.0274939029999999|-0.077485193|2|0.6636125860000001|0.810444864|-0.0094137619999999|0.634406338|1|0.851627782|-0.05770007|-0.0726950079999999|0.266433793|0.019295804|13.90468487|28.55112477|106.9180086|-0.026060474|10.01980854|-29.9621436|-18.77935151|55.48373932|2808.210157|613.6886524|2255.632049|-13.53252578|0.35883878|8.656942728999999|15.53902041|6235.398576|258.5816152|29.28959351|0.022735861|1552.348456|1.0|1.0|0.0|1.0|2.0|3.67|0.26|-8.82|5.07|67.66|3.11|0.0|125.17|0.0|1.0|5.0|31.0|5.0|436.91|1.0|1.5399999999999998e-05|0.0038799999999999|3.7|0.0|1.5e-09|6.55e-07|4.9046|2.97|-1778.127634|336.65|0.2969|252.79|548.86|0.48011|-1777.843462|0.2839|-0.20778|-1777.90286|6.3139|0.1|7.0|7.0
AKLKII_a46|0.0|0|0|0|0.0|-0.206312209|4.59511985|0.0386379929999999|-0.008897473|1.744747103|-0.129865138|0.006821053|0.156485495|0.036226415|1|1|-0.015805561|-0.037291767|3|0.718266758|0.758995484|-0.0150769919999999|0.687139108|1|0.837641394|-0.071827497|-0.089369278|0.271156366|0.010384859|4.924591245|160.85204040000002|76.99187522|-0.033194303|2.335284369|-16.15213359|-15.74102977|38.98582025|2000.353437|397.2168972|792.7439217|-7.464534402999999|0.2278604669999999|5.83938898|11.22955511|4110.764451|108.05343229999998|20.38625028|0.015584114|713.5187596|1.0|1.0|0.0|1.0|1.0|1.6|0.06|-7.21|3.39|67.35|1.18|0.0|85.32|0.0|1.0|2.0|22.0|4.0|287.32|1.0|0.000578|0.0764|2.19|0.0|6.18e-08|1.7800000000000002e-05||||||||||||||181.0|6.7423|6.7423
6f_a40|0.0|0|1|2|1.750582483|0.134099184|6.401917197|0.038309179|-0.122783873|0.737582436|-0.8287570679999999|-0.009302776|0.075227997|-0.190617284|2|2|-0.233222505|0.048543494|0|0.7710013309999999|0.836826225|-0.032826285|0.742681934|1|0.655786513|-0.134203859|-0.130571562|0.363785804|0.015998475|10.2782635|207.7174501|221.1408856|-0.052228625|6.6032981820000005|-55.39203581|-33.55442128|96.49789556|3021.330686|421.31181889999993|3072.581297|-21.5571287|0.137191276|6.993991456|11.87042702|7328.308886|88.13890599|38.88975659|0.013841059|1750.039046|1.0|0.0|1.0|0.0|2.0|2.53|0.21|-3.67|2.66|199.45|1.1|3.0|124.54|1.0|3.0|5.0|30.0|5.0|457.55|0.0|1.13e-07|0.0105|3.09|1.0|0.0002109999999999|0.0967|3.5741|6.96|-2426.972609|482.43|0.2362|346.89|507.64|0.66642|-2426.725129|0.0158|-203.0|-2426.787111|8.7269|42.0|7.3768|7.3768
15_a10|0.0|0|1|1|2.124460476|-0.166303336|5.4161004020000005|0.0353864729999999|-0.0729795729999999|1.981569297|-0.142251304|0.009882584|-0.055918786|-0.05940848|1|1|-0.1157120169999999|-0.085979341|2|0.682616223|0.808676284|-0.079744227|0.635064845|1|0.915526801|-0.059234364|-0.074144604|0.710970489|0.018614889|11.09373722|33.67392858|50.34268476|-0.025240716|6.61142847|-21.03820054|-15.04246823|46.39507481|2549.580207|545.6177511|2288.954984|-8.964715924|0.353587352|6.35937164|11.23924661|5769.347123|210.7240726|23.27068984|0.020932674|1093.722422|1.0|1.0|1.0|1.0|0.0|3.31|0.23|-8.3|4.72|52.83|2.53|1.0|111.21|0.0|1.0|5.0|28.0|4.0|390.87|1.0|3.32e-05|0.0061|3.68|0.0|5.01e-09|1.96e-06|5.7922|3.12|-1604.08794|326.3|0.4553|214.05|484.05|0.41458|-1603.851644|0.1647|-0.20983|-1603.907391|6.1563|33.0|7.4815|7.4815
3t_a32|0.0|1|0|0|0.0|0.028840888|5.733341277|0.03995614|0.028527045|2.141978747|-0.304466646|9.83e-05|0.012069208|-0.086478322|3|3|0.049606573|-0.070331512|0|0.710773544|0.822076702|0.0466380209999999|0.687253845|1|0.828676243|-0.080203824|-0.0974995|0.217914628|0.014242899|8.995863948|97.01046154|108.2086749|-0.026967947|5.681818647999999|-31.99514268|-17.03304802|59.65287508|2530.60497|523.3947687|2241.507646|-10.75813179|0.315525518|8.107111779|15.64252992|5525.861115|199.2870037|24.88485469|0.017184783|1169.58817|1.0|1.0|1.0|1.0|1.0|3.41|0.3|-8.01|5.42|128.01|1.74|0.0|112.48|0.0|1.0|7.0|27.0|4.0|396.53|1.0|3.28e-07|0.00462|4.09|0.0|9.86e-09|3.91e-06|3.5487|5.5|-1864.708995|349.38|0.2906|349.38|575.45|0.70286|-1864.472646|0.2906|-0.20246|-1864.534478|2.7003|9.0|8.0458|8.0458
8e_a8|0.0|0|1|0|1.311619189|-0.018155171|4.844187086|0.0427891159999999|-0.000766016|0.0|-0.539547088|-0.005310149|-0.102167262|-0.051339286|1|1|-0.0015448089999999|0.090898585|0|0.650073857|0.7233950809999999|0.02023118|0.636205913|0|0.661490276|-0.115572516|-0.105450888|0.280304418|0.0211004739999999|12.87136047|106.0087621|206.4920729|-0.04393787|7.851573274|-43.00500847|-26.80224874|83.37098475|2692.975753|403.5112981|2080.07805|-16.34946208|0.196692764|7.50719734|14.52755918|6095.6213210000005|119.9832494|33.36487904|0.0184428869999999|1601.514194|0.0|0.0|1.0|0.0|2.0|2.98|0.04|-7.78|4.17|90.11|3.4|0.0|111.81|0.0|1.0|5.0|30.0|4.0|403.41|0.0|5.34e-06|0.00504|3.69|0.0|1.6399999999999998e-08|6.63e-06|4.6303|7.22|-1376.957298|378.73|0.3731|267.77|526.86|0.50055|-1376.708067|0.1671|-0.19972|-1376.766245|7.7951|19.89|4.7014|4.7014
12aa_a36|0.0|0|0|2|0.0|0.033952382|5.351858133|0.042560386|0.03597264|0.0|-0.672129428|-0.006653538|0.010538281|-0.013898809|1|1|0.0620143779999999|-0.052743904|1|0.892815402|0.833911317|0.156337925|0.849217847|0|0.688945241|-0.1066659309999999|-0.117270578|0.4679233379999999|0.023617545|16.1504726|132.3194611|212.7097172|-0.04126187|11.04423694|-49.88002793|-28.21625599|89.09222754|2928.7759760000004|471.12395210000005|2418.848273|-19.29522587|0.2686642589999999|8.05947774|14.60824604|6438.603019|183.7216658|38.58180913|0.023386634|2083.417693|0.0|0.0|0.0|1.0|3.0|0.0|0.13|-6.14|0.98|112.29|1.28|0.0|131.85|0.0|1.0|6.0|32.0|5.0|424.46|0.0|0.000304|152.0|1.55|0.0|7.19e-07|0.000305|3.8899|3.88|-1401.662677|318.73|0.4446|318.73|520.19|0.6931|-1401.389257|0.4446|-0.20829|-1401.45065|4.7433|9.0|8.0458|8.0458
1h_a5|0.0|0|0|0|0.0|-0.259241577|4.59511985|0.026339869|-0.02598568|0.0|-0.085074391|0.008031558|-0.1197834419999999|-0.044117647|1|1|-0.043247682|0.034752304|2|0.71274658|0.780175595|0.070628165|0.6977404359999999|0|0.8806402259999999|-0.067599619|-0.069496749|0.39793593|0.008798715|4.588992214|160.0744187|62.25239147|-0.027798699|2.393400474|-18.38824808|-14.49848188|39.84574434|2107.271793|459.3001331|819.6979313999999|-7.561719827|0.2549450239999999|6.711386288|13.14687756|4334.547353|132.96722079999998|19.45961351|0.01585373|778.3845404|1.0|1.0|0.0|1.0|1.0|2.07|0.05|-8.41|4.51|54.46|2.13|0.0|95.45|0.0|1.0|3.0|24.0|3.0|312.37|1.0|5.5700000000000005e-05|0.0111|3.43|0.0|3.87e-09|1.21e-06|4652.0|3.17|-990.6346565|284.03|0.3333|266.52|430.83|0.4112699999999999|-990.472129|0.1754|-0.21921|-990.523098|3.3752|28.0|7.5528|7.5528
16g_a32|0.0|1|0|0|0.0|0.1739995319999999|5.733341277|0.03898374|-0.049658216|2.084553994|-0.771439265|-0.002456725|-0.029193403|0.004735761|3|3|-0.085591073|-0.117577419|0|0.79965447|0.83902731|-0.026098259|0.762429418|1|0.8206422409999999|-0.078387439|-0.105500574|0.542303725|0.023959586|17.659402|90.88837862|132.1955522|-0.033839807|13.01585399|-42.58335004|-24.94161377|75.43482709|2833.521937|604.8539801|3497.469035|-18.38320476|0.313667656|9.3963701|15.58880229|6372.261243999999|231.1885989|36.34043182|0.02276861|1926.042887|1.0|1.0|1.0|1.0|2.0|3.42|0.33|-8.16|5.38|149.27|1.57|0.0|121.56|1.0|1.0|10.0|30.0|5.0|441.57|1.0|3.08e-08|0.00213|4.65|0.0|6.890000000000001e-09|3.04e-06|3.6161|5.38|-2034.621991|342.86|0.2879|342.86|639.49|0.70222|-2034.342619|0.2879|-0.19968|-2034.408165|4.3204|11.0|7.9586|7.9586
18a_a22|0.0|0|1|0|1.854982521|-0.197348157|4.727387819|0.038167849|0.033735832|1.6891461019999998|-0.19538364|0.007066388|-0.021976395|-0.015194063|1|1|0.059645624|-0.0835538409999999|2|0.760537197|0.7329701259999999|-0.042139855|0.722009212|1|0.926535704|-0.050645213|-0.076119803|0.573315195|0.01713283|11.62443251|29.59800426|49.84469832|-0.029276847|7.887046626|-23.31437056|-19.86401135|45.98663929|2898.068989|628.6440468999999|2213.859172|-13.47750813|0.289532802|7.037677899|13.72951861|6630.646100999999|196.4447473|27.95908297|0.0193879289999999|1453.872315|1.0|1.0|1.0|1.0|1.0|3.17|0.08|-9.4|5.11|100.61|2.13|1.0|131.64|0.0|1.0|6.0|32.0|4.0|436.53|1.0|2.59e-06|0.00305|3.78|0.0|3.95e-10|1.73e-07|5.0214|3.69|-1691.3151059999998|355.95|0.3174|246.91|531.16|0.35107|-1691.036502|0.0354|-0.21148|-1691.097989|5.3946|13.0|7.8861|7.8861
3b_a49|0.0|0|1|1|2.104186262|-0.003115526|5.4161004020000005|0.034155556|-0.090939066|1.844602991|-0.322592863|0.000607064|-0.010613212|0.00361222|1|1|-0.151131362|0.000511959|2|0.7745859279999999|0.794997634|0.021506499|0.749565191|1|0.749104358|-0.0883601469999999|-0.0846496|0.482434361|0.013576151|8.304484449|325.6896751|153.4719941|-0.0276739079999999|5.07982433|-33.06194987|-16.92803342|62.35407961|2660.339607|458.224537|1796.6760370000002|-10.35481932|0.3431340539999999|7.236413572000001|13.85181805|5934.158315|209.89391040000004|25.77091035|0.021477952|1340.087338|1.0|1.0|1.0|1.0|2.0|2.43|0.22|-7.58|3.2|98.72|1.25|0.0|116.94|0.0|1.0|6.0|30.0|5.0|398.46|1.0|0.000293|102.0|1.84|0.0|2.64e-08|1.05e-05|4.6669|3.4|-1293.3286859999998|322.72|0.1978|265.67|480.08|0.5798|-1293.048179|0.0759|-0.21985|-1293.106236|3.1637|25.0|7.6021|7.6021
28_a34|0.0|0|1|1|1.767685185|0.000561166|5.351858133|0.04515873|-0.201047053|0.0|-0.6946578940000001|-0.012039484|-0.15803127|-0.0500053959999999|1|1|-0.33032879|-0.189821204|1|0.8318609690000001|0.798057295|0.092890802|0.7829667309999999|0|0.545935562|-0.1306693569999999|-0.140864841|0.316156689|0.03768308|19.29162755|144.3404619|232.4555747|-0.048190604|9.876233397|-34.24669822|-24.6708914|86.18702382|2252.098123|279.4884473|1689.357471|-12.63011537|0.270129894|5.613534285|10.28760365|4803.256974|138.2913845|33.80175623|0.0271102189999999|1284.466737|0.0|1.0|1.0|1.0|1.0|2.55|0.12|-4.78|2.07|92.26|0.88|0.0|85.92|0.0|2.0|3.0|24.0|5.0|322.32|1.0|0.000533|182.0|1.72|0.0|1.66e-05|0.00535|4.2857|4.11|-1100.797628|289.3|0.2043|289.3|417.28|0.69263|-1100.6525880000002|0.2043|-0.21698|-1100.704833|8.5886|3.82|5.4179|5.4179
EW7203_a60|0.0|0|0|2|0.0|0.025672274|5.351858133|0.041767677|-0.092774356|0.0|-0.377182982|0.003099827|0.03824498|-0.051413084|1|1|-0.1696249719999999|-0.049287858|1|0.80330079|0.822401103|0.002441966|0.760234689|0|0.8860751579999999|-0.076068195|-0.096226348|0.345488097|0.020156795|13.03554647|80.48638339|73.67602619|-0.036566012|8.430183|-31.81402579|-23.64750675|62.22940284|2913.880231|573.0312689|1660.077477|-15.29301513|0.233162923|8.310125852|16.53092404|6403.777228|150.7881632|30.83771958|0.01793256|1541.885979|1.0|0.0|1.0|1.0|2.0|3.21|0.13|-6.7|2.6|117.47|2.17|0.0|133.97|0.0|1.0|5.0|31.0|4.0|425.51|0.0|1.81e-06|0.0065|3.59|0.0|2e-07|8.51e-05|5.0166|3.64|-1668.025575|352.3|0.2385|247.15|546.85|0.40883|-1667.78681|0.0448|-0.20654|-1667.848192|2.5159|9.0|8.0334|8.0334
12w_a30|0.0|0|0|2|0.0|0.063514061|5.351858133|0.044197531|-0.0999572419999999|0.0|-0.372029919|0.002431329|0.028815747|-0.04950715|1|1|-0.173643543|-0.0493878409999999|1|0.8149999040000001|0.83236194|-0.032835151|0.711738503|0|0.8522163970000001|-0.076611264|-0.096032733|0.4274948739999999|0.015446225|10.59162334|82.06520565|101.3366249|-0.037237182|7.262777048999999|-36.02242934|-25.53389062|63.12469722|2999.810425|584.3729039|2783.769563|-17.50883211|0.192202301|8.063690539|14.70077638|6888.291006999999|131.7949495|31.60926388|0.014471302|1548.85393|1.0|0.0|1.0|1.0|1.0|0.0|0.14|-7.8|3.92|81.65|3.79|0.0|137.3|0.0|1.0|5.0|31.0|4.0|467.37|1.0|2.64e-07|0.0004269999999999|5.12|0.0|1.58e-08|7.39e-06|5.0632|5.08|-2494.966575|348.42|0.2639|244.87|577.06|0.31353|-2494.743475|0.1614|-0.20755|-2494.807027|3.0068|15.0|7821.0|7821.0
9d_a40|0.0|0|1|0|1.839557351|0.007834411|5.4161004020000005|0.045555556|0.153818743|0.89023715|-0.146575228|0.011823978|0.15723868|-0.137738587|2|2|0.259969752|0.0116099239999999|0|0.601831605|0.7572844040000001|-0.3969541689999999|0.55759121|1|0.941627612|-0.060319196|-0.071656839|0.002088915|0.010749826|5.539796446|108.1468558|30.08152399|-0.031613312|2.854868966|-16.01918037|-16.29154841|36.6245851|2109.570685|485.2567189|336.6614768|-8.395657932|0.133579429|8.023385851|15.06105494|4401.742338|68.83858806|18.80327978|0.0087217999999999|639.3115126|1.0|0.0|1.0|0.0|0.0|3.63|0.06|-7.0|5.09|58.43|4.07|0.0|91.71|0.0|1.0|2.0|22.0|2.0|325.82|1.0|7.37e-07|0.000727|5.16|0.0|1.01e-07|3.3e-05|4.6073|4.7|-1677.551678|370.51|0.4888|269.1|446.84|0.4557199999999999|-1677.429981|0.4025|-0.20781|-1677.48058|7.9502|107.0|6.9706|6.9706
7c_a8|0.0|0|1|0|1.4416758790000002|-0.244222944|4.844187086|0.043533333|0.0493777859999999|0.0|-0.382994379|0.00325576|-0.0450662909999999|-0.118915929|1|1|0.079425146|-0.047874|1|0.718994164|0.740795639|0.0092411059999999|0.6881348629999999|0|0.848923958|-0.080277893|-0.089778346|0.292274414|0.0306012339999999|19.18974586|49.43944876|94.73836511|-0.03366688|12.03370912|-31.56868845|-21.11218373|69.53125754|2716.5013510000003|532.3522286|2162.326414|-13.23925183|0.373097855|7.700542366|15.18314943|6013.168519|233.9661552|33.67700028|0.032058696|1616.4960130000002|0.0|1.0|1.0|0.0|1.0|3.1|0.09|-7.76|3.78|92.93|1.82|0.0|112.76|0.0|1.0|5.0|30.0|5.0|398.41|0.0|1e-05|0.00851|3.37|0.0|1.73e-08|6.91e-06|4.6061|5.01|-1331.8206369999998|394.78|275.0|269.17|579.97|0.62361|-1331.567632|0.1779|-0.20658|-1331.625743|15.7056|18.59|4.7307|4.7307
