molecula|SddssS|NaaNH|n9FaHRing|SaaNH|SssssC|NaasN|SRW09|BCUTs-1|SRW07|AATSC1s|n6HRing|JGI4|AATSC1are|BCUTi-1|AATSC8d|n5aHRing|AATSC7i|MATS1i|AATSC1i|GATS1are|BIC2|MATS8s|SIC2|nFaHRing|RASA|FNSA3|PBF|FPSA3|PPSA3|TPSA_x|WPSA3|FNSA2|WNSA3|DPSA5|DPSA3|GeomPetitjeanIndex|TASA|PNSA2|WNSA4|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|WNSA2|DPSA4|DPSA1|DPSA2|Mor01p|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Num. of Aromatic heavy atoms|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Molar refractivity|Veber filter|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Molecular Mass|BBB|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|log P|Total Energy (water) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Gibbs Free Energy|Dipole (water)|pIC50
4g_a49|0.0|0|0|0.0|0.0|2|8.228176896|1.343847279|6.107022888|-0.008414823|4|0.036761229|0.007953069|10.92777048|0.08591712|2|-0.146265064|-0.038698906|-0.066023903|0.651833607|0.7559263270000001|-0.027032199|0.81242269|2|0.8601878270000001|-0.061465364|0.736530693|0.018944337|18.87757641|139.3194688|18.81105094|-2.000259924|-61.03291321|90.11923831|80.12633309|0.48934952|857.1564845|-1993.210915|-24.82733433|9.28937554|18.19125978|0.958286615|11516.07629|-1986.186746|39.71443299|-253.8168226|3177.154639|1714.878736|0.0|0.0|1.0|0.0|1.0|4.36|42.0|6.09|7.56|116.3|198.32|0.0|7.0|-7.47|51.0|7.0|663.73|0.0|5.23|3.3700000000000004e-08|2.24e-05|2.47e-05|5.28|0.0|1.0|2.13e-14|1.4199999999999998e-11|6.35|-2147.721319|985.89|1766.47|341.84|0.1389|287.56|0.33449|0.69238|-2147.217543|0.0265|-0.15087|3.4099|-2147.295787|4.5147|6.9747
21_a47|0.0|0|1|0.0|0.0|1|6.86171134|1.408713027|4.727387819|-0.13650463|2|0.037801932|-0.006808306|10.95058272|0.057225853|1|-0.090969103|-0.1049885469999999|-0.277479519|0.612295986|0.826796636|-0.080213904|0.8856299320000001|1|0.70582155|-0.082614966|0.3188717339999999|0.022739546|12.83540744|166.049938|7.244985517000001|-1.5239986980000002|-26.32173133|70.10126935|59.46768095|0.463113582|398.4031618|-860.2257893999999|-10.79015808|7.071346534|13.17102891|0.862591353|6103.311635|-485.55711339999993|29.64451905|-163.5167523|1334.003357|482.9384172|1.0|1.0|1.0|1.0|2.0|3.32|21.0|2.94|4.93|84.73|104.49|0.0|6.0|-4.44|29.0|6.0|394.38|0.0|3.43|3.6e-05|0.0142|0.0191|3.0|0.0|0.0|1.98e-08|7.8e-06|4.43|-1375.061089|583.37|1014.33|316.53|0.2249|316.53|0.68296|0.68296|-1374.858663|0.2249|-0.16158|3.6767|-1374.914223|4.9172|8.3
4b_a46|0.0|0|0|0.0|0.206072846|1|7.825245291|1.1346370890000002|5.587248657999999|-0.022119857|2|0.047736111|0.012332859|10.96200942|-0.111103941|1|-0.128843936|-0.079238184|-0.123416853|0.6901151990000001|0.7306307590000001|-0.263387881|0.768651645|0|0.935245062|-0.0524080009999999|0.27128814|0.007568202|4.127907383|35.31914031|2.251475261|-1.123779397|-15.59093155|42.65239101|32.7126858|0.428987199|510.1086157|-612.9404746|-6.822749952000001|5.76401157|10.09436488|0.751274223|4681.895329999999|-334.31474760000003|15.43427855|-338.6757579|756.2796491|538.4165208|0.0|0.0|1.0|1.0|0.0|3.03|17.0|4.69|4.77|43.6|101.7|0.0|2.0|-4.35|25.0|3.0|332.44|1.0|3.76|4.49e-05|0.0149|0.00782|3.74|0.0|0.0|6.38e-08|2.12e-05|3.98|-1033.556797|588.79|1020.9|272.4|0.1784|272.4|0.68682|0.68682|-1033.3243619999998|0.1784|-0.19082|3127.0|-1033.378455|3.7571|6.2612
13a_a6|0.0|1|0|3.417162147|0.0|0|7.412764017000001|1.430639975|5.351858133|-0.0265090529999999|1|0.041767677|-0.00460563|10.95129557|-0.0525259259999999|1|0.05269025|-0.10896749|-0.180339002|0.850080948|0.7722228729999999|0.090839165|0.8299950709999999|0|0.77450544|-0.094081761|0.22670695|0.031866842|20.83876732|147.4582473|13.62714959|-2.042034827|-40.23198232|87.37044493|82.36189896|0.467070451|506.474367|-1335.353173|-17.46461983|8.038453162|15.08351934|0.8764206290000001|6019.922535|-873.2309916000002|35.14492428|-339.9303794|1757.246214|627.4287311|1.0|1.0|1.0|1.0|2.0|3.2|23.0|4.98|4.32|95.85|116.79|0.0|5.0|-5.51|31.0|5.0|409.44|0.0|3.52|3.11e-06|0.0012699999999999|0.00417|3.8|0.0|0.0|9.77e-10|4e-07|4.04|-1350.085889|695.29|1166.79|339.59|0.5352|206.87|0.4816|0.70072|-1349.834826|0.2697|-0.14969|7.7145|-1349.895534|9.2157|7.3372
13f_a6|0.0|1|0|3.440154557|0.0|0|6.842683282|1.429020649|4.727387819|-0.008507023|2|45.0|-0.003356527|10.95053349|-0.049928822|1|0.079490516|-0.126749697|-0.223618825|0.841211811|0.77199166|-0.028317736|0.834167942|1|0.863222493|-0.073352505|0.176745407|0.018554018|12.46087045|91.85971442|8.368715213|-1.672913351|-33.08535238|75.61173794|61.72438096|0.401838426|579.7398537|-1123.527884|-14.79531062|9.050440345|15.13042752|0.6717890999999999|6128.208571|-754.5608419|30.56694343|-296.4599736|1558.914115|676.2770877|1.0|1.0|1.0|1.0|2.0|2.21|27.0|5.01|4.53|103.17|123.82|0.0|5.0|-5.11|32.0|5.0|417.47|0.0|3.19|7.74e-06|0.00323|0.00688|3.27|0.0|0.0|6.59e-11|2.75e-08|3.36|-1347.301285|711.29|1202.78|394.98|901.0|256.1|0.49643|0.70541|-1347.018087|0.0048|-0.12805|10.8469|-1347.0794119999998|13.9612|7.3768
12u_a36|0.0|1|0|3.508898495|0.0|0|7.412764017000001|1.270259304|5.351858133|-0.0407717229999999|2|0.042560386|0.0042553209999999|10.95266014|-0.010669561|1|0.055588998|-0.099596099|-0.163978382|0.901715152|0.8101678720000001|0.080270195|0.855176759|0|0.842227829|-0.07260571|0.3765068079999999|0.017639065|12.27663887|109.8080843|8.544435884|-2.036750221|-35.17050511|78.06218646|62.80959338|0.486156325|586.1833819|-1417.5607730000002|-16.72220679|7.65672775|14.90088936|0.946117173|6127.402572|-986.6102007|30.82735404|-388.9026034|1818.813889|799.5563855|0.0|1.0|1.0|1.0|2.0|0.0|17.0|3.85|3.01|69.2|138.33|0.0|6.0|-4.95|32.0|4.0|423.51|1.0|2.66|1.13e-05|0.0047799999999999|0.00589|3.8|0.0|0.0|4.2e-08|1.7800000000000002e-05|4.21|-1350.8981130000002|739.12|1254.5|337.37|0.4267|319.16|0.69258|0.70272|-1350.575382|0.0176|-0.15109|5.8702|-1350.638138|7.8877|7.7959
40_a47|0.0|0|1|0.0|0.0|1|6.823286122000001|1.420389717|4.727387819|-0.0934645509999999|3|0.041396825|0.002212256|10.98214138|0.056362705|1|-0.130213023|-0.147591116|-0.338113214|0.63155995|0.836942961|0.018609507|0.900790582|1|0.812233678|-0.060416547|0.237173658|0.02047837|11.04737121|101.2934265|5.959674083|-1.082087641|-17.58259718|60.97203959|43.64000551|0.4574577489999999|438.171933|-583.7487984|-7.872806386000001|7.042383142|12.98034048|0.843174422|4862.524893|-314.91225539999994|25.43981292|-79.47051169|1017.592517|388.178924|1.0|1.0|1.0|1.0|1.0|2.91|21.0|2.96|4.04|68.52|94.28|0.0|3.0|-3.26|25.0|5.0|334.35|1.0|2.72|0.000546|183.0|0.0643|2.19|0.0|0.0|8.339999999999999e-08|2.79e-05|2.06|-1123.174467|571.5|947.27|332.97|271.0|308.6|0.67615|0.68492|-1122.9968210000002|0.2612|-0.15231|4.7542|-1123.049869|6.5995|8.4
12h_a30|0.0|0|0|0.0|0.0|0|7.412764017000001|0.604984682|5.351858133|-0.06631353|2|0.043848238|0.001139238|10.31162898|-0.072247675|1|-0.166613751|-0.0541804029999999|-0.120380857|0.669561738|0.831176513|0.008644634|0.888213143|0|0.763568404|-0.083127678|0.353607682|0.017389133|11.06352871|150.42542849999998|7.038974807000001|-1.882439244|-33.64938551|73.14241438|63.95204629|0.468446216|485.8069155|-1197.668733|-15.55093031|8.066818026|15.1759206|0.881277172|6252.192213|-761.9955851|30.63031164|-379.1625034|1500.88527|618.6004214|0.0|1.0|1.0|0.0|1.0|0.0|17.0|4.25|3.18|81.65|127.24|0.0|5.0|-5.39|30.0|5.0|416.47|0.0|2.92|4.12e-06|0.00171|0.00405|3.97|0.0|0.0|1.26e-07|5.260000000000001e-05|4.07|-1675.011389|672.54|1132.06|353.22|0.1878|246.54|-0.26697|0.68543|-1674.777786|155.0|-0.14889|2.9684|-1674.838376|3.4138|8065.0
15_a4|0.0|0|0|0.0|0.0|1|7.535296702|1.399867493|5.4161004020000005|-0.061469545|1|0.044357639|0.009823083|10.94611612|0.022446689|1|0.097046535|-0.017259078|-0.038707204|0.5118792910000001|0.772721853|0.095534883|0.8347553529999999|0|0.867716376|-0.062151785|0.2517542889999999|0.010893057|5.223809291|63.43714456|2.505098786|-1.106078158|-14.29317436|40.03406565|35.02894809|0.437696617|416.1168833|-530.4242358|-7.065752187|5.459799482|9.709704127|0.7783994009999999|4134.603400999999|-254.3670787|17.45960235|-329.8289177|628.5456843999999|324.5687005|0.0|0.0|1.0|0.0|0.0|3.01|17.0|4.09|4.4|30.71|85.06|0.0|2.0|-3.82|22.0|3.0|291.32|1.0|3.61|0.000152|0.0443|0.0151|3.49|0.0|0.0|8.070000000000001e-07|0.000235|3.8|-958.270023|512.65|848.47|294.16|0.1996|275.22|0.4778699999999999|0.56413|-958.147682|0.0969999999999999|-0.17373|2.1603|-958.195344|3.0091|6757.0
10_a15|0.0|0|0|0.0|0.0|0|0.0|1.4356889780000002|0.0|-0.0435725659999999|2|0.037209302|0.001740635|10.95972828|0.010152859|0|-0.132759909|-0.120626133|-0.184255041|0.8310685940000001|0.713794823|0.0107135269999999|0.7585998270000001|0|0.933136945|-0.052826735|0.640780603|0.010485777|6.101312009|38.90530741|3.550143186|-1.928396745|-17.88541558|65.80736417|36.83936823|0.449323734|542.9602292000001|-1122.067607|-12.31872585|5.555044294|10.08767698|0.815948972|6204.37804|-652.8924702|25.50202895|-384.2321709|1351.607534|673.7288405|1.0|1.0|1.0|1.0|1.0|3.64|24.0|5.32|6.3|56.27|119.95|0.0|6.0|-6.22|30.0|4.0|397.47|0.0|4.69|5.99e-07|0.0002379999999999|0.000584|5.29|0.0|0.0|1.51e-10|5.99e-08|5.16|-1281.088565|631.2|1136.48|340.17|0.1412|277.48|0.66799|0.70313|-1280.804272|0.0042|-0.15377|1.6654|-1280.862627|3.1460000000000004|8.1549
8a_a8|0.0|1|0|3.150966553|0.0|1|7.535296702|1.400027874|5.4161004020000005|-0.1950388569999999|1|0.040243056|-0.0075336219999999|10.94671414|-0.0298924089999999|1|0.044579097|0.055198015|0.089375589|0.76592324|0.762577159|0.089031731|0.8220300859999999|0|0.550829475|-0.131795179|0.22299265|0.034374791|20.58762475|269.0155755|12.33026525|-2.256502762|-47.27503672|86.57328508|99.52191337|0.481294455|329.9007832|-1351.456417|-17.59585557|7.533378788999999|14.52342059|0.927876056|6193.891189|-809.4093564|38.44444383|-316.4749864|1768.444416|529.053307|0.0|1.0|1.0|0.0|2.0|2.64|23.0|3.13|2.72|112.23|109.21|0.0|4.0|-4.4|30.0|5.0|400.39|0.0|2.56|3.99e-05|16.0|0.0292|2.4|0.0|0.0|1.74e-07|6.96e-05|6.1|-1367.776863|620.68|1061.5|399.45|0.2035|269.43|0.4927399999999999|0.7036899999999999|-1367.539526|0.1729|-0.13015|5.4201|-1367.595683|6.8427|4.9454
17b_a25|0.0|0|0|0.0|0.0|1|6.842683282|1.3732004619999998|4.727387819|-0.002108117|2|0.042843137|0.005120507|10.93106294|0.016982601|1|-0.044260194|-0.044156525|-0.073994564|0.653180996|0.780221059|0.068812225|0.838260077|1|0.882170399|-0.068207754|0.410780725|0.015879547|12.04068508|89.34443096|9.129863339|-1.6672437880000002|-39.21569422|73.52844745|63.75929319|0.476276266|668.9067217|-1264.189524|-16.81707305|9.700133933|18.52147096|0.909403632|6674.061446|-958.573164|30.59704545|-341.0100868|1744.031591|832.226697|1.0|1.0|1.0|1.0|1.0|3.25|27.0|4.88|5.18|96.49|135.78|0.0|7.0|-5.32|35.0|5.0|458.51|0.0|3.78|4.75e-06|0.00218|0.00394|3.61|0.0|0.0|9.08e-11|4.16e-08|5.89|-1483.873254|781.08|1329.35|313.02|0.4635|228.6|0.31395|0.6594800000000001|-1483.563965|0.1741|-0.16408|3.5074|-1483.630939|5.2142|6.9957
14a_a3|0.0|0|0|0.0|0.0|0|6.823286122000001|0.6050202020000001|4.727387819|-0.1160619169999999|3|0.043464052|-0.00603969|10.3116301|-0.172643335|1|-0.267665193|-0.050943323|-0.094863591|0.882394075|0.7574238740000001|0.164994144|0.822587422|1|0.790894937|-0.091731577|0.21389849|0.0140376889999999|6.904918591|102.8554977|3.396421044|-1.324537874|-22.1944701|55.84414456|52.02624107|0.481997259|389.0288018|-651.519384|-8.902004327|5.308770254|10.24853699|0.930491715|4716.423352000001|-320.4721558|23.78539971|-256.6424807|856.2743893999999|358.3503513|1.0|1.0|1.0|1.0|1.0|2.2|21.0|4.28|3.71|105.82|93.25|0.0|2.0|-4.45|23.0|4.0|319.38|0.0|2.76|3.54e-05|0.0113|0.0327|2.58|0.0|0.0|1.28e-07|4.08e-05|2.44|-1327.513792|528.91|822.33|383.1|0.4524|383.1|0.69708|0.69708|-1327.354384|0.4524|-0.1321|3.5358|-1327.403067|4.6689|7.5229
12_a1|0.0|1|0|3.3894574360000003|0.0|0|7.423568444|1.430936075|5.351858133|-0.02164054|1|0.036382114|-0.0038943009999999|10.94945122|-0.051772288|1|0.127560614|-0.104622651|-0.173618873|0.8016064479999999|0.749817035|-0.045776997|0.817998205|0|0.765121385|-0.0964711209999999|0.210514881|0.033770552|19.60151089|136.3310784|11.37734536|-1.675584287|-32.50125347|74.99749378|75.59644237|0.46449367|444.1009824|-972.562841|-13.44063462|7.679719277999999|14.34104294|0.867391557|5468.378562|-564.5066541|31.95435864|-260.8074567|1342.083063|473.040639|1.0|1.0|1.0|1.0|1.0|2.72|23.0|4.87|4.41|83.82|103.47|0.0|3.0|-4.98|28.0|5.0|366.37|0.0|3.44|1.04e-05|0.00379|0.00649|3.54|0.0|0.0|6.28e-09|2.3e-06|3.67|-1216.12881|607.42|1018.84|390.57|0.5867|332.04|0.69114|0.69763|-1215.922313|0.2821|-0.12874|7.7454|-1215.975876|10.1801|5.5302
18b_a30|0.0|0|0|0.0|0.0|0|7.412764017000001|0.604987149|5.351858133|0.0075638519999999|2|0.041767677|0.003099827|10.31163838|-0.051413084|1|-0.072825879|-0.049287858|-0.090115975|0.80330079|0.822401103|0.022695194|0.8839272779999999|0|0.869340364|-0.078751666|0.413791511|0.019880184|13.14992762|86.42600053|8.698138813|-1.811894154|-34.45606603|75.30642440000001|65.24093056|0.424912258|575.0330633|-1198.493811|-15.85509189|7.513189589|13.0644231|0.7388650920000001|6387.715069|-792.7545943|31.55111394|-343.5825913|1577.555697|666.0036144999999|0.0|1.0|1.0|0.0|1.0|0.0|17.0|3.87|2.49|105.44|131.99|0.0|5.0|-5.49|31.0|5.0|423.49|0.0|2.42|3.23e-06|0.00137|0.0066599999999999|3.59|0.0|0.0|2e-07|8.47e-05|3.64|-1668.034279|697.37|1178.08|351.66|0.3576|351.66|0.67715|0.67715|-1667.788575|0.3576|-0.14385|4.8198|-1667.849173|6.5037|7.6003
12a_a50|0.0|0|1|0.0|0.0|2|7.927685046000001|1.397770359|5.82008293|-0.0016330379999999|1|0.034845679|0.01164808|10.94501645|-0.122912558|2|-0.193999688|-0.168032508|-0.291865836|0.699597776|0.795582575|-0.030758487|0.862192416|1|0.904119689|-0.05075501|0.29507467|0.021013336|10.58650394|48.30443297|5.333473207|-0.929462803|-12.88231829|47.2792242|36.15684209|0.469674946|455.4948605000001|-468.2627037|-6.048985111|5.116970861|9.648744341|0.885635975|4665.239724|-235.9104193|20.873331|-75.79052945|814.0599092|388.171611|1.0|0.0|1.0|1.0|0.0|2.21|20.0|2.59|3.42|48.53|94.69|0.0|2.0|-3.16|24.0|3.0|313.36|1.0|2.55|0.000685|215.0|45.0|2.5|0.0|0.0|3.22e-06|0.00101|2.47|-1006.659456|545.54|908.22|304.01|0.1807|304.01|0.65267|0.65267|-1006.498352|0.1807|-0.16806|5.7662|-1006.546706|7.9123|7.1249
1m_a5|0.0|1|0|2.934162514|0.0|0|6.605297921|1.3047206409999998|4.59511985|-0.005518104|2|0.026339869|0.006422789|10.94856032|-0.011848312|1|-0.118494698|0.042813643|0.07132816|0.691858366|0.7824502320000001|0.077347244|0.851987765|0|0.8823955520000001|-0.070959368|0.429612762|0.009030414|4.7571353730000006|61.95289543|2.506013299|-1.072182971|-19.69180207|46.74648368|42.13785007|0.482646195|464.8375158|-564.8157081|-8.041608085|6.911100301|13.35855701|0.932913201|4584.808374|-297.5394992|20.67140479|-251.2513491|764.8419772000001|383.4128238|1.0|0.0|1.0|1.0|1.0|2.11|23.0|5.11|4.85|54.46|95.5|0.0|3.0|-4.52|24.0|3.0|332.79|1.0|3.63|2.99e-05|0.00996|0.00607|3.69|0.0|0.0|2.35e-09|7.82e-07|3.48|-1410.912452|553.42|926.13|281.89|0.5497|265.61|0.4527899999999999|0.45426|-1410.783167|0.2373|-0.1778|1939.0|-1410.833395|2.4582|7.3665
13_a4|0.0|0|0|0.0|0.0|1|7.535296702|1.399843898|5.4161004020000005|-0.019846488|1|0.044357639|0.012994083|10.94205723|-0.0963182119999999|1|-0.094404255|-0.0161529719999999|-0.025714912|0.645708528|0.744134785|-0.215746851|0.7986239909999999|0|0.970027005|-0.050017793|0.229685203|0.008746805|4.282589756|14.67530603|2.096831328|-1.091992764|-11.99053523|37.12083496|28.77218157|0.4289448289999999|474.9422962|-534.6588788|-6.7122666220000005|5.663493161|9.917593683|0.751144285|3983.972795|-261.7783983|15.89399858|-355.01146810000006|619.8659446|373.9073307|0.0|0.0|1.0|0.0|0.0|2.87|17.0|4.18|4.15|30.71|90.06|0.0|2.0|-4.09|22.0|2.0|287.36|1.0|3.57|8.18e-05|0.0235|0.0108|3.75|0.0|0.0|6.28e-07|0.00018|3.87|-898.3562912999998|536.09|893.0|297.09|0.2133|276.68|0.53815|0.59537|-898.2009630000001|0.1282|-0.17204|2471.0|-898.2503529999999|3.7228|5.3979
8a_a32|0.0|1|1|3.217128449|0.0|0|7.773594467000001|0.609420757|5.733341277|-0.056633919|0|0.04008547|-0.003484915|10.31100269|-0.128684642|3|-0.050766252|-0.0852122769999999|-0.1534110109999999|0.788133615|0.845443342|-0.184419911|0.8966299409999999|1|0.814553726|-0.083474428|0.221908108|0.018321589|11.48993376|116.298071|7.205629442999999|-1.641192863|-32.82934751|79.73671389|63.83886888|0.480024324|510.8273411|-1029.23375|-14.03170956|7.420041446|14.26997798|0.923166883|5659.295213|-645.4586397|29.86932167|-312.4144752|1373.988797|557.1050635|1.0|1.0|1.0|1.0|2.0|3.67|19.0|6.49|4.65|140.04|110.69|1.0|7.0|-6.82|27.0|4.0|397.52|0.0|4.07|1.5199999999999998e-07|6.03e-05|0.00406|4.17|0.0|0.0|2.23e-08|8.86e-06|4.98|-1880.767206|667.29|1110.23|348.07|0.4315|348.07|0.70316|0.70316|-1880.536478|0.4315|-0.1445|4.8933|-1880.595748|7.6703|7.3468
17a_a50|0.0|0|1|0.0|0.0|2|7.934155233999999|1.349854788|5.82008293|0.009691515|1|0.034142512|0.012510153|10.94500663|-0.131632653|2|-0.178162528|-0.239713023|-0.3891730779999999|0.762224122|0.784570118|-0.204032723|0.828062407|1|0.92300665|-0.045404408|0.4062532579999999|0.013784807|8.977762705|50.14419437|5.847033234|-1.570517366|-19.25896309|58.69900789|38.54872522|0.486855438|601.1353533|-1022.84584|-11.89568886|8.087984548|15.76161018|0.948768582|5718.782531|-666.1585759999999|23.12299308|-377.6260803|1294.887612|719.3470265|1.0|1.0|1.0|1.0|0.0|3.29|20.0|3.39|4.14|51.77|121.78|0.0|6.0|-3.99|30.0|4.0|398.5|1.0|3.27|0.000102|0.0408|0.0144|3.23|0.0|0.0|1.75e-07|6.97e-05|3.08|-1258.566007|705.96|1204.79|306.31|0.1817|291.88|0.6244|0.66046|-1258.260865|0.1754|-0.16724|6.2113|-1258.322582|8.2991|7.0706
8m_a46|0.0|0|0|0.0|0.2148468989999999|1|7.727094485|1.160371261|5.533389489|-0.085284636|1|0.047345679|0.0063680119999999|10.94650201|-0.064176245|1|-0.206020062|0.010184776|0.015631887|0.783187801|0.7699708959999999|-0.084989948|0.8142050040000001|0|0.876210355|-0.0911455|0.280198209|0.007059399|3.742817678|65.63194084|1.984401749|-1.448483903|-25.62105988|48.72163155|52.0671834|0.425802465|464.5573228999999|-767.9706141|-9.04821721|5.684332261000001|9.899611044|0.7415609409999999|4439.758321|-407.1697745|19.27296714|-408.7649869|867.2835213999999|463.1469765|1.0|0.0|1.0|1.0|1.0|2.92|17.0|4.16|4.21|50.94|96.16|0.0|2.0|-4.48|24.0|3.0|319.4|1.0|3.53|3.3e-05|0.0105|0.0088799999999999|3.72|0.0|0.0|3.5e-07|0.000112|4.12|-1014.126693|570.72|970.82|289.14|0.3905|233.66|0.43001|0.6997800000000001|-1013.91158|0.1441|-0.17897|2.0174|-1013.962913|3.1675|6.6402
25d_a34|0.0|0|0|0.0|0.0|1|7.412764017000001|1.433689841|5.351858133|-0.089654563|1|0.041037037|-0.005017781|10.95957635|0.00670464|1|-0.263924686|-0.211368416|-0.342090037|0.8265507809999999|0.7498681140000001|0.14554928|0.799694715|0|0.674282353|-0.100582621|0.631894475|0.0292772039999999|19.36462983|215.4372954|12.8082206|-2.358118108|-44.00298587|95.24066462|85.89233572|0.478308897|445.9861716|-1559.714654|-19.46475234|6.933980884|13.29135354|0.916843118|6513.063805|-1031.631874|37.86469665|-366.6979266|2006.828923|673.8038326000001|1.0|1.0|1.0|1.0|2.0|3.76|23.0|3.05|3.95|90.3|119.81|0.0|7.0|-4.61|32.0|5.0|427.46|0.0|3.21|2.44e-05|0.0104|0.0141|3.05|0.0|0.0|8.26e-09|3.53e-06|6.05|-1426.496796|706.21|1198.19|290.15|0.2106|290.15|0.6764600000000001|0.6764600000000001|-1426.243341|0.2106|-0.1771299999999999|6.1995|-1426.307095|8.0068|6.0223
14a_a5|0.0|1|0|2.948727373|0.0|0|6.605297921|1.226142247|4.59511985|-0.005002101|3|0.027375887|0.002956745|10.9488747|0.024793388|1|-0.213526163|-0.010147323|-0.016337128|0.7333482170000001|0.79661948|0.144729708|0.847379958|0|0.7909255559999999|-0.080875277|0.4398855029999999|0.0173669719999999|11.74431806|141.38542919999998|7.942029745|-1.494946644|-36.98479273|69.71575554|66.43577392|0.470085022|534.8590069|-1010.949351|-12.42997952|8.424031251|15.89694877|0.88709518|6177.303329|-683.6488737000001|29.18606491|-175.53051609999997|1605.23357|723.0631751|1.0|1.0|1.0|1.0|2.0|2.41|23.0|4.56|4.38|92.79|123.0|0.0|6.0|-4.15|32.0|5.0|425.48|0.0|3.05|7.15e-05|0.0304|0.0256|2.55|0.0|0.0|1.45e-09|6.16e-07|4.3|-1390.592722|692.8|1195.01|298.75|0.5853|298.75|0.65789|0.65789|-1390.29207|0.5853|-0.1676|2.7115|-1390.352729|2.8163|6.9508
33_a20|0.0|0|0|0.0|0.0|1|6.842683282|1.4175014119999998|4.727387819|0.023539095|2|0.0388043479999999|0.009265667|10.93244905|-0.062750442|1|0.248715569|-0.036258691|-0.060582944|0.616352201|0.74131936|-0.0854333469999999|0.802353442|1|0.9493896|-0.058927252|0.399354817|0.012738882|8.340767701|33.13709773|5.46110745|-1.326927921|-25.26187502|54.60811436|46.92331405|0.465855239|621.611679|-868.8044333999999|-11.3769728|8.062843544|15.094865900000002|0.8721516570000001|5916.443448|-568.84864|22.88265911|-339.6262863|1144.132956|664.4562602999999|0.0|1.0|1.0|1.0|0.0|3.59|27.0|5.33|5.39|67.39|121.62|0.0|4.0|-5.6|31.0|4.0|401.46|0.0|4.28|2.48e-06|0.000997|0.0012|4.47|0.0|0.0|2.04e-10|8.199999999999999e-08|4.07|-1275.852801|689.51|1174.95|318.99|0.6157|227.79|0.27375|0.6129|-1275.602977|0.0463|-0.15959|3.5714|-1275.662457|5.0369|7.4685
12y_a30|0.0|0|0|0.0|0.0|0|7.412764017000001|0.604984019|5.351858133|-0.037335306|2|0.044197531|0.00604028|10.31162818|-0.058184644|1|-0.153680104|-0.053700437|-0.0922059569999999|0.842068099|0.768409873|-0.05346283|0.8146529229999999|0|0.8489185109999999|-0.070903795|0.374181804|0.0149823289999999|10.05775555|101.4221952|6.751850651|-1.91621895|-31.95309886|69.55490151|57.65603256|0.445723724|569.8856940000001|-1286.372898|-15.70095045|8.067590558|14.55517927|0.804154433|6301.067405|-863.552275|28.51891948|-429.782246|1568.540572|754.3941655|0.0|1.0|1.0|0.0|1.0|0.0|17.0|4.87|3.23|81.65|137.21|0.0|5.0|-6.04|31.0|4.0|426.54|0.0|3.19|9.14e-07|0.00039|0.00148|4.6|0.0|0.0|4.12e-08|1.76e-05|4.45|-1654.41361|728.75|1227.82|357.11|0.2173|238.56|0.30617|0.6864399999999999|-1654.125015|0.1489|-0.1475|4.7043|-1654.190369|5.1209|7.6576
12e_a36|0.0|1|0|3.490984269|0.0|0|7.412764017000001|1.29704412|5.351858133|-0.043085717|2|0.040899471|0.002951176|10.95346131|-0.084051264|1|0.244642918|-0.104118159|-0.1763783589999999|0.90414347|0.7975411790000001|-0.010494913|0.847602953|0|0.838086387|-0.07049439|0.4347714629999999|0.019063245|12.12502373|102.9838531|7.71202397|-1.918786459|-28.51846223|75.50154216|56.96241436|0.466721981|533.058116|-1220.428718|-14.64611103|6.767371321000001|12.69013737|0.875194483|5929.071389|-776.2438847|30.25577504|-332.11111980000004|1603.556077|662.0530478999999|0.0|0.0|1.0|0.0|2.0|0.0|17.0|3.24|2.19|69.2|128.72|0.0|5.0|-4.16|30.0|4.0|395.46|1.0|2.14|6.929999999999999e-05|0.0274|0.02|3.04|0.0|0.0|1.08e-07|4.270000000000001e-05|3.48|-1272.2668210000002|673.57|1142.19|337.84|0.4537|323.18|0.6814600000000001|0.70007|-1271.999945|0.0006|-0.15189|6.5974|-1272.0579810000002|8735.0|7.8539
