molecula|SddssS|NaaNH|n9FaRing|SaaNH|NaasN|SRW09|nARing|BCUTs-1|SaasN|MATS2c|AATSC1c|SRW07|AATSC1s|n6HRing|MATS7i|SaaaC|ATSC1c|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aRing|AATSC1i|MATS1c|n6aHRing|GATS1are|BIC2|MATS8s|MATS8d|SIC2|GATS1pe|FNSA3|FNSA5|FPSA3|PNSA3|PNSA5|PPSA3|RPSA|TPSA_x|WPSA3|RPCS|FNSA2|DPSA5|PNSA4|GeomPetitjeanIndex|GRAVp|GeomRadius|GeomDiameter|GeomShapeIndex|PPSA1|DPSA4|FPSA5|DPSA2|Mor01p|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|TPSA_y|Log Po/w MLOGP|Molar refractivity|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Egan filter|BBB|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Area (grid)|Volume|Oscillator Force (max. Transition)|Approximated area|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Gibbs Free Energy|Dipole (water)|IC50|pIC50
13g_a6|0.0|1|0|3.457632039|0|6.842683282|0|1.424099171|0.0|-0.0961994219999999|-0.006574579|4.727387819|0.004767264|2|0.03536788|1.648997541|-0.381325604|-0.002407131|0.073394284|10.95053423|-0.080022038|1|-0.215607882|-0.46487852|2|0.836982172|0.774238891|0.095969451|-0.144664763|0.832753533|0.789769968|-0.074216821|-0.091949419|0.017637229|-51.67543048|-64.02222283|12.28038897|0.128027951|89.14285747|8.550546653|0.0|-1.747038966|76.50577593|-22.52633766|0.444443571|2929.039254|7.968172425|14.34268783|0.7999971709999999|184.0026638|30.61752948|0.017929016|1653.346592|744.1359788|1.0|1.0|1.0|1.0|2.0|3.61|0.12|-10.57|5.41|103.17|1.13|128.63|0.0|6.0|-5.56|33.0|5.0|0.0|0.0|1.0|-5.06|0.0012|8.8e-06|0.0038|0.0|2.67e-11|1.15e-08|-0.07536|5.9869|3.83|739.55|1253.71|0.8442|592.49|0.7034100000000001|0.0105|-0.1327|10.1708|-1386.364067|13.3225|119.0|6.9245
7c_a8|0.0|1|0|3.17138259|1|7.05012252|0|1.400027586|1.4416758790000002|-0.244222944|-0.007509694|4.844187086|-0.025233184|1|0.0493777859999999|0.0|-0.382994379|0.00325576|-0.0450662909999999|10.94670214|-0.118915929|1|-0.077006275|-0.328286221|1|0.718994164|0.740795639|0.0092411059999999|-0.196826366|0.795846675|0.6881348629999999|-0.080277893|-0.089778346|0.0306012339999999|-50.34151168|-56.2991566|19.18974586|0.151076042|94.73836511|12.03370912|75.43825735|-1.6160102369999998|76.40286308|-21.11218373|0.492823119|2716.5013510000003|7.700542366|15.18314943|0.971698707|233.9661552|33.67700028|0.032058696|1616.4960130000002|572.8089095|0.0|1.0|1.0|1.0|1.0|3.44|0.09|-7.76|4.22|92.93|1.82|112.76|1.0|5.0|-5.0|30.0|5.0|0.0|0.0|0.0|-4.67|0.00399|2.14e-05|0.00851|0.0|1.73e-08|6.91e-06|-0.07472|4.6061|5.01|662.05|1116.53|275.0|579.97|0.70321|0.1779|-0.1318599999999999|12.0073|-1331.625743|15.7056|18.59|4.7307
19_a4|-3.21497177|0|0|0.0|1|7.535296702|1|0.29641517|1.943606348|-0.121320311|-0.0023503029999999|5.4161004020000005|-0.3929802189999999|1|-0.052325802|0.0|-0.105763614|0.006243904|-0.211341677|10.30966825|-0.136621315|1|-0.042058265|-0.245630631|1|0.55269662|0.774746438|0.152550043|-0.190513834|0.834377354|0.514505012|-0.070677568|-0.0759826109999999|0.013022539|-38.9063534|-41.82665583|7.168604362000001|0.1792349369999999|98.66465411|3.946149569|13.25878373|-1.215721775|49.73882261|-15.93396412|0.460486754|2558.336814|5.9448291|11.01887515|0.85352261|129.4279389|20.83197214|0.0143733|874.9428297000001|450.6848883|1.0|0.0|1.0|1.0|0.0|3.46|0.16|-6.09|2.97|73.23|2.16|98.19|1.0|3.0|-3.81|25.0|4.0|0.0|1.0|1.0|-3.97|0.0547|0.000106|0.0373|0.0|8.070000000000001e-07|0.0002839999999999|-0.05294|4.1858|6.67|583.39|983.4|0.3806|500.34|0.67535|0.3806|-0.17004|5.8295|-1446.813896|7.1079|19.5|4.71
4r_a46|0.0|0|0|0.0|1|7.832410927000001|1|1.13129629|2.051582577|-0.173617329|-0.002826188|5.587248657999999|-0.074041799|2|-0.15196733|0.0|-0.141309389|0.006236535|-0.1129698999999999|10.96363493|-0.048758575|1|-0.086905208|-0.246070691|2|0.7794598220000001|0.810646641|-0.077483502|-0.070397185|0.8549242340000001|0.76719475|-0.079297367|-0.081339886|0.011446215|-42.06465252|-43.14814202|6.071841742999999|0.152180218|80.72661483|3.220912917|0.0|-1.220098292|51.22472631|-13.77068362|0.456487948|2137.47734|5.81085807|10.69131411|0.839885604|151.3787482|19.26963463|0.015225417|905.6728276|496.0386301|0.0|1.0|0.0|1.0|1.0|3.82|0.35|-6.25|3.56|63.83|1.52|97.9|1.0|3.0|-3.09|25.0|4.0|0.0|1.0|0.0|-3.55|271.0|0.000279|0.0933|0.0|5.64e-07|0.000188|-0.03073|4.5209|2.3|571.75|986.04|0.1404|467.85|0.69085|0.1404|-0.18999|2.6630000000000003|-1069.284137|3.5979|1413.0|5.8499
1n_a5|0.0|1|0|2.91912867|0|6.605297921|0|1.427557749|0.0|-0.1387762669999999|-0.007315978|4.59511985|-0.0533837329999999|2|0.002508727|0.0|-0.3365350029999999|0.004367323|-0.150600424|10.94528897|-0.047910067|1|-0.015850084|-0.393928416|2|0.6805709409999999|0.77828693|-0.013686011|-0.087019366|0.8402078140000001|0.656280207|-0.082180848|-0.081950989|0.023129277|-47.1725036|-47.04056285|13.27640087|0.214789986|123.2912732|7.620766672|55.29041202|-1.311215832|63.57058627|-17.50346525|0.483868192|2437.279452|7.881746117|15.27080096|0.937489579|213.67365440000003|27.88278228|0.028797525|1198.959638|467.1194103|1.0|1.0|1.0|1.0|1.0|2.88|0.05|-8.07|4.41|80.76|1.72|101.77|1.0|5.0|-4.27|27.0|5.0|0.0|0.0|1.0|-4.18|0.0193|6.56e-05|0.0234|0.0|8.43e-09|3.01e-06|-0.06186|4.3838|4.19|607.15|1017.23|0.3789|481.06|0.44786|0.3789|-0.17092|0.6234|-1179.073189|0.7104|27.0|7.5686
14a_a3|0.0|0|0|0.0|0|6.823286122000001|0|0.6050202020000001|0.0|0.111575338|-0.009312773|4.727387819|-0.1160619169999999|3|-0.143740653|1.772745969|-0.363198151|-0.00603969|-0.039177314|10.3116301|-0.172643335|1|-0.094863591|-0.582572884|3|0.882394075|0.7574238740000001|0.164994144|-0.287221775|0.822587422|0.8255789570000001|-0.091731577|-0.094609848|0.0140376889999999|-45.12132248|-46.53709886|6.904918591|0.209105063|102.8554977|3.396421044|83.70773843|-1.324537874|55.84414456|-18.09776067|0.481997259|2160.698862|5.308770254|10.24853699|0.930491715|117.6209094|23.78539971|0.0189212089999999|856.2743893999999|358.3503513|0.0|1.0|1.0|1.0|1.0|3.27|0.06|-6.89|4.28|105.82|1.04|93.25|1.0|2.0|-4.45|23.0|4.0|0.0|0.0|1.0|-3.99|0.0113|0.000103|0.0327|0.0|1.28e-07|4.08e-05|-0.06736|3.2363|2.44|528.91|822.33|0.4524|373.85|0.69708|0.4524|-0.1321|3.5358|-1327.403067|4.6689|0.03|7.5229
3a_a49|0.0|0|0|0.0|1|7.535296702|1|1.343850114|2.09865947|-0.05210989|-0.006374689|5.4161004020000005|-0.072328354|2|-0.044367345|1.819785|-0.337858497|-0.000349523|-0.060613765|10.92976559|0.00497674|1|0.003978478|-0.421478185|2|0.775818577|0.8145214209999999|0.012813604|0.008391259|0.8704151529999999|0.7476073409999999|-0.094437035|-0.088484274|0.016205613|-55.30832478|-51.82200998|9.491036042|0.27109473|158.77029040000002|5.558553447|59.40691577|-1.504232653|64.2037853|-17.97906469|0.474653816|2599.121578|6.566343333|12.49907878|0.903506738|181.6875706|26.06512204|0.021141449|1277.19098|578.2841135|0.0|1.0|0.0|1.0|2.0|3.25|0.18|-7.19|2.77|98.72|1.04|112.14|1.0|5.0|-3.06|29.0|5.0|0.0|0.0|1.0|-3.3|0.3379999999999999|0.000503|193.0|0.0|6.52e-08|2.51e-05|-0.05732|5.1647|3.16|635.89|1082.21|0.3467|449.68|0.66614|0.0793|-0.15978|3801.0|-1253.8126619999998|4.2593|64.0|7.1938
6_a3|0.0|0|0|0.0|0|6.823286122000001|0|0.605016564|0.0|0.155665791|-0.008934536|4.727387819|-0.106234254|2|-0.025021661|2.000787282|-0.330577816|-0.007540435|0.05584062|10.3116226|0.032782484|1|0.036673175|-0.594308852|2|0.881253042|0.790667152|-0.155862559|0.055002252|0.8632654590000001|0.773152968|-0.1042506469999999|-0.098669224|0.010921391|-52.01903278|-49.23401228|5.449560482000001|0.216677977|108.118071|2.7192240510000003|77.06094911|-1.282699916|56.71997588|-18.8247694|0.387883362|2196.107822|5.498222293|8.982311462|0.633675574|98.39146166|23.4484528|0.0150025189999999|797.2473951000001|353.7528308|1.0|1.0|1.0|1.0|1.0|3.05|0.0|-7.48|4.96|92.93|2.11|95.5|1.0|2.0|-5.44|23.0|3.0|0.0|0.0|1.0|-4.87|0.00124|1.34e-05|0.00455|0.0|3.28e-08|1.11e-05|-0.06529|5.8279|3.09|524.88|884.88|0.1997|366.93|0.69323|129.0|-0.1465|2.8131|-1731.6508010000002|3.7185|1778.0|5.7501
16j_a32|0.0|1|1|3.359912013|0|7.765993078999999|0|0.609420735|0.0|0.175152442|-0.0139074189999999|5.733341277|-0.086195934|0|-0.0667943999999999|2.076106145|-0.778815477|-0.002456725|-0.135618491|10.31100263|0.021997616|3|-0.202656848|-0.704356423|0|0.79965447|0.798237393|0.168000908|0.032797932|0.839271289|0.762429418|-0.07651119|-0.106897203|0.023266265|-54.71915795|-76.45058155|16.63953228|0.174011588|124.4493461|11.90023573|45.81893652|-1.817252458|91.93816239|-24.52188465|0.442735754|2830.682695|7.357962381|13.20372234|0.7944808170000001|214.7033741|35.04175088|0.021655546|1857.212797|701.9321161|1.0|0.0|1.0|1.0|2.0|3.86|0.33|-7.77|6.49|149.27|1.57|121.3|1.0|8.0|-7.45|30.0|5.0|1.0|0.0|0.0|-5.41|1.57e-05|3.89e-06|0.00172|0.0|1.7e-08|7.5e-06|-0.05016|3629.0|5.5|729.78|1225.27|0.2907|631.34|0.70207|0.2907|-0.15012|3.4656|-2034.408854|4.0992|9.0|8.0315
5f_a40|0.0|0|0|0.0|1|8.149890544|1|0.60491326|1.656591081|-0.004886759|-0.008387329|6.167516491000001|-0.0468504759999999|0|-0.085493191|0.769837491|-0.293556526|0.000663516|0.166865076|10.31198329|0.062183277|2|0.18254908|-0.4644854879999999|0|0.7039183109999999|0.811339477|-0.465573352|0.095322868|875.0|0.680674762|-0.113521559|-0.10969397|0.020236763|-52.44868801|-50.68028366|9.349692674|0.258528569|119.4441339|4.319700326|63.48466425|-1.316327637|57.61052946|-19.00510637|0.484099946|1932.388838|5.780627322000001|11.20493646|0.938359946|85.75294257|23.33651|0.015000038|746.7683199|269.0442248|1.0|0.0|0.0|1.0|1.0|3.08|0.21|-3.69|2.94|101.52|1.29|78.56|3.0|3.0|-3.97|20.0|3.0|0.0|0.0|1.0|-3.31|0.0307|0.000491|0.14|0.0|0.000207|0.0587|-0.06227|3.8036|3.5|487.57|793.54|0.2747|361.03|0.69727|0.0415|-0.13057|5.5961|-1232.898044|7.6183|112.0|6.9508
3c_a12|0.0|0|0|0.0|0|6.555356892000001|1|0.610140703|0.0|0.06235058|-0.009252756|4.59511985|-0.058516436|2|-0.14679559|0.0|-0.379362977|-0.003879878|-0.008931246|10.3117069|-0.056537396|1|-0.211367878|-0.545592465|1|0.923855679|0.826033688|-0.0461654159999999|-0.10295082|0.888353608|0.859899236|-0.071719601|-0.099327724|0.013219706|-36.28720467|-50.25579322|6.688634392000001|0.156144506|79.00277721|3.384177297|0.0|-1.291260406|61.16334136|-17.19277136|0.427357986|2186.344105|6.231995392999999|10.88288188|0.746291708|148.9927848|24.36878988|0.02155815|926.0140155|380.2468615|1.0|1.0|1.0|1.0|1.0|3.94|0.12|-6.78|4.01|78.41|1.82|98.16|1.0|3.0|-4.22|23.0|4.0|0.0|0.0|1.0|-4.0|0.0194|9.940000000000002e-05|0.0318|0.0|1.67e-07|5.3200000000000006e-05|-0.07463|3.9848|2.56|544.65|894.36|0.4687|399.38|0.68067|0.1193|-0.14572|1.6035|-1327.4004710000002|2.3061|0.02|7699.0
9g_a40|0.0|0|0|0.0|1|7.515889085|0|0.604992427|1.849105962|-0.058811055|-0.0054957819999999|5.4161004020000005|-0.0220464379999999|0|0.07954859|0.895670535|-0.225327061|0.011921308|0.139758613|10.31197177|-0.145879501|2|-0.062672355|-0.383703998|0|0.694156166|0.764275277|-0.384131901|-0.242405063|0.821935848|0.665414608|-0.063539055|-0.079033043|0.021367335|-33.47455057|-41.63731423|11.25704374|0.09545843|50.29077056|5.930596229|64.08637519|-1.185495647|51.16627179|-16.43578193|0.476386801|2169.234651|8.180261533|15.62271835|0.909806709|136.8503571|22.20330888|0.018087202|843.7257374|384.6422631|0.0|1.0|0.0|1.0|1.0|2.8|0.06|-6.43|2.91|72.28|0.64|87.53|1.0|3.0|-2.49|23.0|4.0|0.0|1.0|0.0|-3.09|977.0|0.0008179999999999|247.0|0.0|3.720000000000001e-07|0.000113|-0.0624|3.0778|3.83|559.04|923.42|0.3563|469.6|0.70233|0.3563|-0.12765|3.4787|-1332.369643|5063.0|3548.0|5.45
15_a31|0.0|1|0|3.155574452|0|7.765993078999999|1|0.610137926|0.0|0.1893807519999999|-0.018913735|5.733341277|-0.134784483|0|-0.0302581979999999|0.0|-0.775463115|-0.011797858|-0.070065105|10.31169996|-0.074455342|2|-0.272545088|-0.6215974160000001|0|0.8314086070000001|0.8022000659999999|-0.0869591359999999|-0.116356616|0.8582665429999999|0.782925607|-0.116196194|-0.131697567|0.038524836|-61.76522754|-70.00513464|20.47825449|0.4328912239999999|230.1075793|10.88541717|514.6215199|-1.58037081|88.05886218|-22.10688462|0.466164359|2351.566145|6.148947296|11.51842782|0.873235738|190.5463457|34.45943505|0.03396368|1309.458532|363.593507|0.0|1.0|1.0|1.0|2.0|3.31|0.19|-5.66|4.12|117.37|0.41|90.47|2.0|4.0|-4.28|24.0|5.0|0.0|0.0|1.0|-3.57|18.0|0.000272|0.0931|0.0|2.19e-06|0.000749|-0.04192|4569.0|3.9|556.68|925.93|348.0|452.98|0.5241899999999999|348.0|-0.15202|5.5793|-1460.790873|7.5831|1.1|5.9586
12ab_a36|0.0|1|0|3.458948649|0|7.412764017000001|2|1.297042596|0.0|-0.064515677|-0.007034881|5.351858133|0.000258844|2|0.035377607|0.0|-0.408023082|0.000939229|-0.032623802|10.9540584|-0.029080933|1|-0.169341326|-0.4186639029999999|1|0.86559137|0.831136366|-0.0852411419999999|-0.051707317|0.888163057|0.8196353679999999|-0.079202413|-0.095025338|0.024102201|-54.63243106|-65.54680623|16.62527454|0.158944244|109.6369437|11.46782191|15.55386871|-1.805481415|82.3666474|-23.06276515|0.484987413|2902.39241|7.821826146|15.18764075|0.941700118|221.4026852|33.96451406|0.024384271|1834.083759|708.5476357999999|1.0|0.0|0.0|0.0|2.0|4.86|0.17|-7.05|3.14|92.99|1.59|133.27|1.0|6.0|-3.92|32.0|5.0|0.0|0.0|0.0|-3.91|0.0503|0.000122|0.0515|0.0|8.95e-08|3.76e-05|-0.0523799999999999|3.8845|3.23|712.73|1201.64|0.4451|564.58|0.69294|0.4451|-0.15699|3.6976|-1364.300531|5.3228|11.0|7.9586
2_a1|0.0|0|0|0.0|1|7.535296702|1|1.348828131|2.233384354|-0.049975995|-0.004621682|5.4161004020000005|-0.014296455|1|-0.1056298369999999|0.0|-0.175623923|0.001576763|-0.0619710709999999|10.9520472|0.101798469|1|-0.326716897|-0.422863867|1|0.571324013|0.795932678|0.079586368|0.1766333219999999|0.8571146190000001|0.5574897879999999|-0.0622285999999999|-0.077270452|0.011282631|-28.32386891|-35.17029414|5.135384136|0.191789935|87.29479691|2.337413146|84.54541681|-0.927245426|43.24570924|-12.05838656|0.39830426|1884.85038|5.2823820260000005|8.779158091000001|0.6619695520000001|139.0945801|17.36508791|0.017741989|607.7780769999999|299.6692382|1.0|1.0|0.0|1.0|0.0|2.91|0.18|-6.18|4.0|30.71|2.49|79.77|1.0|2.0|-3.06|21.0|3.0|0.0|1.0|1.0|-3.78|243.0|0.000167|0.0466|0.0|6.64e-07|0.000185|-0.02966|4.0877|3.31|489.42|807.98|0.2991|355.79|0.7007899999999999|0.2991|-0.1686|3.5853|-920.123726|5.2754|5.8|5.2366
19i_a38|0.0|1|0|3.169368622|0|7.412764017000001|2|1.297043925|0.0|-0.125335237|-0.008447598|5.351858133|-0.115864198|2|0.08414367|0.0|-0.4561702689999999|-0.006877664|-0.074033381|10.96052467|-0.053762162|1|-0.250781298|-0.430016467|1|0.653741315|0.836170906|-0.040954326|-0.087904124|0.892249657|0.632625562|-0.08347616|-0.113250303|0.022576308|-51.15830416|-69.40536597|13.83587388|0.252841593|154.953787|8.479305267|10.71501217|-2.038505453|82.98550237|-24.98593175|0.444551315|2896.470706|6.690507557999999|12.04523072|0.800346329|158.161786|33.67721904|0.022159015|1683.860952|593.6088758|1.0|1.0|1.0|1.0|3.0|4.8|0.14|-7.12|3.55|81.23|2.78|125.65|1.0|5.0|-4.25|31.0|5.0|0.0|0.0|1.0|-4.33|0.0238|4.67e-05|0.0196|0.0|7.599999999999999e-08|3.19e-05|-0.0564799999999999|5.7041|3.66|641.31|1101.03|0.2156|457.26|0.69267|0.1886|-0.14872|6.6636|-1431.239177|8.6365|13.0|7.9031
3b_a12|0.0|0|0|0.0|0|0.0|1|1.283824445|0.0|0.156777705|-0.007916598|0.0|-0.043495794|2|-0.1215705419999999|0.0|-0.332497127|-0.004028952|-0.065558712|10.9540388|-0.003968827|0|-0.116772665|-0.547002361|1|0.914614654|0.768772928|-0.008328578|-0.007397776|0.82914101|0.802482465|-0.064393592|-0.088443201|0.0103611969999999|-33.57216667|-46.11064215|5.401901357000001|0.096795301|50.46508298|2.816328871|0.0|-1.326648015|54.77629766|-17.73486237|0.390744506|2186.64676|6.6333156660000006|10.88757628|0.64134753|120.5265876|23.06757345|0.0166212889999999|899.6353646|406.0361621|1.0|1.0|1.0|1.0|1.0|3.82|0.05|-8.1|4.05|37.28|3.99|102.53|1.0|3.0|-4.26|24.0|3.0|0.0|1.0|1.0|-4.64|0.0184|2.28e-05|0.00759|0.0|7.91e-09|2.63e-06|-0.07091|4.2092|3.96|548.05|915.37|0.5013|426.66|0.6654800000000001|0.2418|-0.15229|5.9551|-1410.8759220000002|8.5678|49.0|7.3098
20_a31|0.0|1|1|3.3852303|0|7.765993078999999|0|0.609420757|0.0|0.0469387759999999|-0.009722467|5.733341277|-0.057200812|0|-0.013040402|2.114008068|-0.476400874|-0.003484915|-0.020082435|10.31100269|-0.078213611|3|-0.1534110109999999|-0.594513619|0|0.788133615|0.8602874540000001|0.028036914|-0.131662689|0.912372776|0.7507116140000001|-0.085849869|-0.110195543|0.019334605|-53.79798102|-69.0542431|12.1160662|0.2045729339999999|128.1960117|7.592555532|75.10345696|-1.542737604|81.35171021|-21.01650877|0.464597945|2576.1287230000003|8.289864307|15.48343758|0.86775525|181.2859728|29.5712685|0.019624081|1360.278351|557.1050635|1.0|1.0|1.0|1.0|2.0|3.46|0.26|-7.65|6.49|140.04|1.1|110.47|1.0|7.0|-5.91|27.0|4.0|1.0|0.0|1.0|-4.44|0.000493|3.66e-05|0.0146|0.0|2.23e-08|8.86e-06|-0.06065|3.5381|4.78|666.67|1113.19|0.2011|560.67|0.7036600000000001|0.2011|-0.1483|3.7403|-1880.599777|4.9218|8.0|8.0862
6d_a40|0.0|0|0|0.0|1|8.421342866|2|0.604893491|1.695192271|0.12627602|-0.015362927|6.401917197|-0.091548968|0|-0.104206961|0.683786612|-0.722057579|-0.005066797|0.086704068|10.30179973|-0.205140551|2|-0.0603134|-0.624951805|0|0.6224555620000001|0.8361555479999999|-0.039077432|-0.289988439|0.8988141140000001|0.604211552|-0.115007564|-0.119563634|0.017359149|-73.59650182|-76.51205671|11.10859664|0.336329628|215.22657540000003|7.108696385|38.04267542|-2.15214542|85.47607798|-32.02830281|0.428134701|3063.227702|6.908972922999999|12.08146906|0.7486635420000001|89.55631|37.23994308|0.01400787|1601.317552|555.2010623|1.0|0.0|1.0|1.0|1.0|3.98|0.21|-4.31|4.8|173.43|2.01|120.09|2.0|5.0|-7.21|30.0|6.0|1.0|0.0|1.0|-5.15|2.85e-05|7.1e-06|0.00327|1.0|4.9e-05|0.0226|-0.09462|2.9559|7.98|656.5|1111.69|0.3518|511.88|0.6624800000000001|0.3518|-0.11938|7.8884|-2470.684323|10.9021|1.0|8.9208
14u_a23|0.0|0|1|0.0|2|7.423568444|0|1.197962732|3.357982471|-0.066969083|-0.007017844|5.351858133|-0.025360103|2|0.050530143|0.743634137|-0.385981432|0.010561248|-0.026062012|10.31321759|-0.0569153009999999|2|-0.199540201|-0.4086345999999999|2|0.756252127|0.787538583|-0.001778422|-0.094773814|0.845160857|0.71381683|-0.055259924|-0.086465795|0.0254134689999999|-36.90928915|-57.75236052|16.97420126|0.090245088|60.27663131|11.3374334|50.47632596|-1.729315897|73.50348823|-22.64798452|0.47648509|3015.478095|7.392527755|14.12094979|0.910165272|198.4601847|32.2221994|0.023582305|1643.332169|683.7405759|0.0|0.0|1.0|1.0|1.0|3.59|0.09|-7.51|3.42|114.25|2.72|126.78|1.0|6.0|-5.63|32.0|5.0|0.0|0.0|0.0|-5.02|0.0010199999999999|9.57e-06|0.0042299999999999|0.0|3.11e-08|1.3699999999999998e-05|-0.0618299999999999|4.0409|3.23|712.54|1214.4|0.2253|549.0|0.6703100000000001|0.0008|-0.1543|5.9743|-1744.2405670000005|8.1549|6.0|8.2449
13b_a50|0.0|0|1|0.0|2|7.934155233999999|2|1.267593379|4.253030728|-0.067327798|-0.003876697|5.82008293|0.010464577|2|-0.0204949039999999|2.117002752|-0.263615417|0.010435712|-0.042022102|10.94500743|-0.054716607|2|-0.269353185|-0.319215353|1|0.749187803|0.788327682|-0.041506802|-0.097736369|0.828965118|0.71935296|-0.051509874|-0.080785633|0.019899348|-36.81915624|-57.74541064|14.22401427|0.093835987|67.07377798|10.16729727|150.45293569999998|-1.696498291|70.09526468|-19.24847021|0.4321103879999999|3036.874979|9.514897025|16.75483549|0.7609056040000001|214.1461224|27.48170624|0.017277404|1731.347493|900.2031356000001|1.0|1.0|1.0|1.0|0.0|4.78|0.37|-7.23|4.24|66.99|2.52|133.36|1.0|7.0|-5.02|34.0|5.0|0.0|0.0|0.0|-5.1|0.0044|7.92e-06|0.00361|0.0|5.87e-08|2.68e-05|-0.02606|4.2315|3.63|780.4|1339.39|0.1589|617.26|0.63872|0.1553|-0.1701599999999999|5.5271|1470.104535|7.1645|1.83|5.7375
17g_a50|0.0|0|1|0.0|2|7.934155233999999|2|1.320916184|4.377239517|-0.185924266|-0.002050512|5.82008293|0.052557574|2|-0.05611228|2.236579664|-0.13328325|0.012079|-0.022378911|10.94501702|-0.1155555559999999|2|-0.323333765|-0.213708251|1|0.754575205|0.738521694|-0.10642733|-0.2126789369999999|0.7787714459999999|0.7276268779999999|-0.048170917|-0.0706879109999999|0.014550016|-32.14758511|-47.17463902|9.710172008|0.079336825|52.94662161|6.48022912|85.51402581|-1.555134042|56.28102287|-17.29736764|0.467997084|2821.3922|8.130878433|15.28352231|0.879688945|166.8756987|23.06474408|0.013645282|1383.884645|829.3813984|0.0|1.0|1.0|1.0|0.0|4.04|0.35|-6.96|3.71|51.77|2.71|133.03|1.0|6.0|-4.46|32.0|4.0|0.0|1.0|0.0|-4.86|0.0148|1.39e-05|0.0059|0.0|1.1e-07|4.6500000000000005e-05|-0.0323|4.0458|3.22|725.92|1259.05|0.1795|559.45|0.6623600000000001|0.1795|-0.16699|7.0584|-1335.693266|9.1706|246.0|6.6091
16_a31|0.0|1|0|3.096824452|0|7.758333467000001|1|0.61013894|0.0|0.152128735|-0.020181753|5.733341277|-0.186617888|0|-0.050076586|0.0|-0.726543099|-0.017017891|-0.00795845|10.31170095|0.06214876|2|-0.09530799|-0.60894688|0|0.951830892|0.8318419909999999|-0.038841601|0.0980869569999999|0.8948140790000001|0.8944757390000001|-0.142079397|-0.150315165|0.0374314139999999|-66.9420327|-70.82239128|17.63615984|0.4535498739999999|213.694252|8.309441139|467.7901274|-1.653466811|83.86629191|-23.60746376|0.427771627|2071.962924|5.521618837|9.649327262|0.747554032|126.8340354|32.30339751|0.027684692|1066.012118|280.39844320000003|0.0|1.0|0.0|1.0|2.0|3.2|0.14|-4.94|3.8|114.29|0.78|80.57|2.0|2.0|-4.36|21.0|4.0|0.0|0.0|1.0|-3.6|0.0131|0.000254|0.0762|0.0|1.16e-05|0.00347|-0.0318899999999999|3.6596|1.7|503.18|818.1|0.2534|369.73|0.70108|0.2534|-0.15231|3.7419|-1308.161433|5.5943|0.09|7.0458
17d_a50|0.0|0|1|0.0|2|8.105609402|2|1.338814635|4.380250483|-0.152030219|-0.002166617|6.042632834|0.03538699|1|0.006071856|2.234730384|-0.140830095|0.012079|-0.136180713|10.94500663|-0.125540541|2|-0.323333765|-0.2294807539999999|1|0.754575205|0.748516466|-0.1921395789999999|-0.2177003589999999|0.789310938|0.7276268779999999|-0.044172353|-0.069790853|0.0152123589999999|-30.63468215|-48.40178147|10.55016861|0.070113177|48.62532158|7.31681784|86.38197811|-1.535398758|57.5414543|-17.74731987|0.445708152|2824.70142|6.996105516|12.62170017|0.8041037459999999|170.5678813|23.53577933|0.013178555|1412.14676|829.3813984|0.0|1.0|1.0|1.0|0.0|4.07|0.35|-7.07|4.0|51.77|2.71|133.19|1.0|6.0|-4.5|32.0|4.0|0.0|1.0|0.0|-4.88|0.0135|1.31e-05|0.00557|0.0|8.55e-08|3.63e-05|-0.03251|4.0506|3.41|727.15|1263.22|0.1819|579.45|0.66103|0.1819|-0.16716|5.6557|-1335.713194|7.9942|74.0|7.1308
