molecula|SddssS|NaaNH|n9FaRing|SaaNH|NaasN|SRW09|nARing|BCUTs-1|SaasN|MATS2c|AATSC1c|SRW07|AATSC1s|n6HRing|MATS7i|SaaaC|ATSC1c|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aRing|AATSC1i|MATS1c|n6aHRing|GATS1are|BIC2|MATS8s|MATS8d|SIC2|GATS1pe|FNSA3|FNSA5|FPSA3|PNSA3|PNSA5|PPSA3|RPSA|TPSA_x|WPSA3|RPCS|FNSA2|DPSA5|PNSA4|GeomPetitjeanIndex|GRAVp|GeomRadius|GeomDiameter|GeomShapeIndex|PPSA1|DPSA4|FPSA5|DPSA2|Mor01p|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|TPSA_y|Log Po/w MLOGP|Molar refractivity|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Egan filter|BBB|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Area (grid)|Volume|Oscillator Force (max. Transition)|Approximated area|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Gibbs Free Energy|Dipole (water)|IC50|pIC50
8j_a46|0.0|0|0|0.0|1|7.727094485|1|1.160371125|2.1279894180000003|-0.13040237|-0.0017688329999999|5.533389489|-0.008523199|2|-0.129276363|0.0|-0.081366324|0.011852046|-0.174853546|10.96391738|-0.053618988|1|-0.133413527|-0.229679821|2|0.645146311|0.789844634|-0.223292257|-0.074207717|0.837678812|0.6109926379999999|-0.054707287|-0.068971544|0.008672342|-29.38737046|-37.04976799|4.658562801|0.065351579|35.10521457|2.5024620580000003|64.83187221|-1.103544698|41.80044861|-13.78596018|0.427798746|2121.846387|5.617748211|9.817783823|0.747636856|95.55665364|16.76894569|0.008843828|721.0646647000001|453.1959065|1.0|0.0|1.0|1.0|0.0|3.23|0.32|-7.26|4.71|43.6|2.62|96.94|1.0|2.0|-4.59|24.0|3.0|0.0|1.0|1.0|-4.83|0.00878|1.47e-05|0.00497|0.0|5.46e-08|1.85e-05|-0.04068|4.9636|3.78|576.48|978.4|0.1728|493.89|0.70121|0.1427|-0.18531|5.2361|-1414.402087|6.4463|1228.0|5.9108
14e_a23|0.0|0|1|0.0|2|7.423568444|0|1.197957573|3.052208981|0.059967018|-0.008865361|5.351858133|-0.272389934|2|0.023369734|0.650989437|-0.4787294729999999|0.001027627|0.021081733|10.3132176|-0.009871698|2|-0.226146643|-0.5232404310000001|2|0.560094237|0.791790895|0.133270225|-0.014216155|0.8510270329999999|0.5415996160000001|-0.073376247|-0.089453046|0.018022127|-51.07141556|-62.2612068|12.5437807|0.074607942|51.92870134|8.73073591|0.5612316039999999|-1.96796702|74.75779594|-27.39493099|0.49543439|3255.313968|8.020794334|15.89643482|0.981902808|141.6222839|34.39302091|0.017954325|1719.6510460000002|658.8108151|0.0|0.0|1.0|1.0|1.0|3.54|0.09|-8.23|4.42|105.02|3.82|125.29|1.0|6.0|-6.38|34.0|7.0|1.0|0.0|0.0|-5.79|0.000198|1.61e-06|0.000773|0.0|5.94e-09|2.85e-06|-0.08122|3.7033|4.2|706.39|1209.58|0.3178|571.39|0.63922|0.3178|-153.0|3.7696|-1966.785007|5.5469|3.0|8.5214
12aj_a36|0.0|1|0|3.482902101|0|7.412764017000001|2|1.29704406|0.0|-0.056210607|-0.00706023|5.351858133|-0.045035034|2|0.064171987|0.0|-0.402433117|0.002951176|-0.103202936|10.95354213|-0.042227364|1|-0.1763783589999999|-0.43462267|1|0.90414347|0.812278823|0.091113865|-0.072770961|0.8632656809999999|0.856274847|-0.073002742|-0.10279655|0.018305468|-46.79363201|-65.89100364|11.73352271|0.173013687|110.89910559999998|7.521007149|0.0|-1.953134451|76.5855549|-23.62130319|0.47532973|2710.647462|8.056502837|15.35536375|0.905958957|144.26810480000003|30.48195872|0.016684569|1615.543812|662.0530478999999|1.0|0.0|0.0|0.0|2.0|4.84|0.17|-6.97|3.24|69.2|2.24|128.72|1.0|5.0|-4.16|30.0|4.0|0.0|1.0|0.0|-4.3|0.0274|5.05e-05|0.02|0.0|1.08e-07|4.270000000000001e-05|-0.05275|5.2301|3.48|682.84|1157.64|0.5616|539.55|0.70423|0.0082|-0.14818|5.8554|-1272.060325|7.8393|17.0|7.7696
8g_a12|0.0|1|1|2.897921027|0|6.580639137|1|1.28383574|0.0|0.10205033|-0.0084227909999999|4.59511985|-0.029907264|2|-0.038463841|1.714060666|-0.40429396|0.005898773|-0.094550033|10.95472263|-0.040257632|1|0.122649613|-0.532504083|1|0.804158158|0.7475224290000001|-0.04981165|-0.070405398|0.80546986|0.7714487940000001|-0.076856227|-0.1045061519999999|0.008910823|-42.39297373|-57.6443411|4.915102972|0.142374631|78.53214058|2.7111119089999995|0.0|-1.881110729|61.99654413|-23.58177591|0.463772637|2506.427441|6.882798206|12.83559677|0.864880588|54.23932676|26.15353224|0.007890315|1150.7554189999998|480.0590283|0.0|1.0|1.0|1.0|2.0|4.07|0.1|-8.0|3.31|78.85|2.89|109.93|1.0|3.0|-4.38|27.0|5.0|0.0|0.0|0.0|-4.34|0.0146|4.61e-05|0.0163|0.0|9.98e-09|3.53e-06|-0.06432|4.2057|3.68|590.93|989.66|0.3786|418.41|0.55027|0.1601|-0.1520099999999999|2.9986|-1154.173831|4.2131|3715.0|5.43
1j_a5|0.0|1|0|2.9426852410000004|0|6.605297921|0|1.427567371|0.0|-0.2031633169999999|-0.003981454|4.59511985|-0.010620031|2|-0.115553003|0.0|-0.175183967|0.00683534|-0.07622096|10.9487794|-0.032333695|1|-0.0178558139999999|-0.2470489089999999|2|0.74740095|0.7862755770000001|-0.084090414|-0.0614852279999999|0.848473695|0.717355058|-0.073803258|-0.074505844|0.019690225|-39.64241895|-40.01980349|10.57633738|0.152836128|82.09385267|5.680936139|1.471030887|-1.117587665|54.3827755|-14.64139152|0.469085779|2242.805131|7.328149934|13.80288876|0.883543443|205.997426|23.74961767|0.026739895|973.7343247|422.96706330000006|1.0|1.0|1.0|1.0|1.0|2.76|0.05|-8.14|4.5|63.69|1.57|96.98|1.0|4.0|-4.03|25.0|4.0|0.0|1.0|1.0|-4.2|0.0304|6.29e-05|0.0206|0.0|7.190000000000001e-09|2.36e-06|-0.03832|4.4331|2.61|572.47|959.39|0.5115|445.81|0.6449|0.1644|-0.16813|2.2503|-1065.723417|3.0364|24.0|7.6198
1e_a5|0.0|1|0|2.953259375|0|6.605297921|0|1.427503886|0.0|-0.260066152|-0.001975193|4.59511985|-0.009075016|2|-0.080321049|0.0|-0.084933308|0.008031558|-0.1197834419999999|10.94440038|-0.040441176|1|0.0578378779999999|-0.201027861|2|0.71274658|0.771487328|0.045376705|-0.075239398|0.834250802|0.6977404359999999|-0.06795194|-0.069725333|0.008587563|-35.30075748|-36.22202792|4.461204261000001|0.1194205|62.03846573|2.317577542|0.0|-1.115605324|44.38364879|-14.48881117|0.482579989|2107.092939|6.41473183|12.39753333|0.932665879|131.2279879|19.38578369|0.0157106539999999|775.4313476|409.0289917|1.0|1.0|0.0|1.0|1.0|2.83|0.05|-8.41|4.99|54.46|2.13|95.45|1.0|3.0|-4.25|24.0|3.0|0.0|1.0|1.0|-4.45|0.0174|3.5600000000000005e-05|0.0111|0.0|3.87e-09|1.21e-06|-0.04186|4746.0|3.17|560.58|935.47|0.5156|427.87|0.51802|0.1355|-0.18105|1916.0|-990.522307|3.0386|191.0|6719.0
1l_a5|0.0|1|0|2.964063799|0|6.605297921|0|1.270375394|0.0|-0.244609612|-0.00183668|4.59511985|-0.0052651969999999|2|-0.111303801|0.0|-0.089997343|0.008244856|-0.019865028|10.94421389|-0.05139414|1|0.043915678|-0.21108114|2|0.7245669790000001|0.7656671279999999|-0.174469948|-0.091849662|0.818803517|0.71872376|-0.068685233|-0.067755283|0.0078543119999999|-38.79937717|-38.27406105|4.43679678|0.109710998|61.974288|2.506287665|0.0|-1.219595099|45.64819758|-14.9768065|0.47265823|2227.730859|7.401206343999999|14.03493287|0.896303416|130.25942849999998|19.46541135|0.013054186|895.4089219|518.5792364|1.0|1.0|0.0|1.0|1.0|2.98|0.14|-8.83|5.56|54.46|2.57|105.07|1.0|4.0|-5.04|26.0|3.0|0.0|1.0|1.0|-4.98|0.00308|1.04e-05|0.00356|0.0|1.4800000000000003e-09|5.02e-07|-0.04149|4.6403|3.89|609.85|1033.47|0.4921|486.81|0.57392|187.0|-0.1779|2.1987|-1069.101032|3.3694|32.0|7.4949
19e_a38|0.0|1|0|3.376977671|0|7.412764017000001|2|1.297043576|0.0|-0.082311936|-0.007550899|5.351858133|-0.10490608|2|0.021678225|0.0|-0.4379521229999999|-0.001197042|-0.104569193|10.94917392|-0.038386106|1|-0.191751024|-0.436305701|1|0.723755855|0.839953955|0.04818471|-0.064035403|0.89459881|0.700181525|-0.083623427|-0.10214405|0.02118651|-56.34606212|-68.82539051|14.27562164|0.223437407|150.553721|9.619015829|16.39385667|-2.042881001|82.37885703|-25.49088538|0.4655978389999999|2920.436229|6.596408983|12.34352977|0.871249918|168.99691289999998|34.02454948|0.020114756|1837.325672|696.3887025|1.0|0.0|1.0|1.0|3.0|4.96|0.12|-7.28|4.03|81.23|2.75|135.78|1.0|6.0|-4.94|32.0|4.0|0.0|0.0|1.0|-4.72|0.0049|1.89e-05|0.00807|0.0|5.27e-08|2.25e-05|-0.05139|5.2322|4.08|685.34|1183.12|0.3948|532.67|0.58509|0.3738|-0.15584|5.8426|-1409.37733|8.0952|0.01|8.0083
14z_a23|0.0|0|1|0.0|2|7.423568444|0|1.197960872|3.305974434|0.08752343|-0.005892861|5.351858133|-0.024897956|2|0.038811869|0.729326158|-0.30053593|0.009174505|-0.0438568409999999|10.31321795|-0.0229244|2|-0.125978901|-0.46459002|2|0.719722236|0.802520527|0.10796308|-0.035965909|0.8668730109999999|0.64069202|-0.0582387179999999|-0.079754981|0.018337664|-40.56245532|-55.54823244|12.77192721|0.074698898|52.02674091|8.895469235|79.960755|-1.595099623|66.77741935|-23.63754572|0.474697407|3094.698027|7.834464959|14.91419434|0.903664694|149.3235124|30.08835522|0.01612263|1414.152695|665.6233736|0.0|0.0|1.0|1.0|1.0|3.42|0.05|-8.57|4.64|105.02|3.99|130.3|1.0|5.0|-6.77|32.0|4.0|0.0|0.0|0.0|-6.13|8.18e-05|7.37e-07|0.000354|0.0|2.6899999999999996e-09|1.29e-06|-0.08503|4032.0|4.73|715.41|1221.92|0.3201|586.28|0.69913|0.2917|-0.15195|5.9301|-2548.957384|7.9877|5.0|8.2941
1a_a18 (SB-431542)|0.0|1|0|3.3674017380000003|0|7.423568444|1|1.430935835|0.0|0.043282217|-0.015636898|5.351858133|-0.175408303|1|0.1008839219999999|0.0|-0.766207981|-0.011639964|-0.029658865|10.94959842|-0.0492229479999999|1|-0.033765606|-0.567791164|1|0.838928085|0.7462411859999999|-0.08530265|-0.083341531|0.805877431|0.795744863|-0.126408788|-0.122555709|0.033020439|-74.98172333|-72.69619778|19.58668728|0.405958714|240.8019609|11.61820782|105.3125675|-2.083447046|87.15852628|-27.46300805|0.472443977|2678.82389|7.52384981|14.26170773|0.895533283|146.3942108|36.46179023|0.02438148|1640.78056|513.4628663999999|1.0|1.0|1.0|1.0|2.0|3.25|0.05|-7.69|4.04|103.12|1.54|106.85|1.0|4.0|-4.52|29.0|5.0|0.0|0.0|1.0|-4.25|0.0116|5.660000000000001e-05|0.0218|0.0|2.03e-08|7.81e-06|-0.05971|3.8208|4.57|620.23|1048.7|0.5767|464.08|0.69868|0.3347|-0.13329|5.9926|-1292.414518|8.8609|125.0|6.9031
17a_a22|0.0|0|0|0.0|1|6.842683282|0|1.2689202|1.866510299|-0.0422459529999999|-0.005149751|4.727387819|-0.092107225|2|-0.054347074|1.67348685|-0.314134834|0.00220634|-0.094996254|10.94643739|-0.005724389|1|-0.126659773|-0.3626566539999999|2|0.830653242|0.7562495659999999|0.155547571|-0.010355535|0.805071997|0.7994946709999999|-0.072161482|-0.08790445|0.0140462319999999|-49.30541729|-60.0620365|9.597299109|0.140522986|96.01444244|6.55749888|0.0|-1.758088991|73.26110471|-21.07439877|0.485943988|2910.035347|8.549622191000001|16.63169381|0.945313306|197.4916253|29.64221498|0.01931764|1689.6062539999998|784.2697099|1.0|1.0|0.0|1.0|1.0|4.02|0.15|-9.13|3.93|68.52|2.01|128.29|1.0|7.0|-4.75|33.0|5.0|0.0|1.0|0.0|-4.96|0.0078099999999999|1.09e-05|0.00473|0.0|7.41e-10|3.23e-07|-0.15124|4.8502|5.13|731.19|1253.39|185.0|577.52|0.71303|0.0085|-0.06214|3.0156|-1407.935792|2268.0|82.0|7.0862
9_a1|0.0|1|0|3.358585365|0|6.86171134|0|1.432397289|0.0|0.020428974|-0.00614716|4.727387819|-0.1075163359999999|1|-0.110185988|0.0|-0.282769361|-0.00314411|-0.079063236|10.94877277|0.016589221|1|-0.093062585|-0.483335578|1|0.582499378|0.737794643|-0.053460262|0.02778394|0.7964939409999999|0.572272366|-0.080888063|-0.085722429|0.011266799|-46.63553015|-49.42275468|6.495805626|0.244723542|141.093898|3.745117974|0.0|-1.371558857|57.60218193|-18.38986221|0.452572261|2387.143654|7.61577077|13.91191974|0.826725116|125.865476|23.52578164|0.014186995|1011.608611|472.9447227|1.0|1.0|1.0|1.0|1.0|2.78|0.05|-8.98|5.86|58.64|2.74|102.84|1.0|4.0|-4.68|27.0|4.0|0.0|0.0|1.0|-4.79|0.00739|1.62e-05|0.0057799999999999|0.0|1.04e-09|3.7100000000000003e-07|-0.07602|3343.0|5.6|600.6|1007.04|0.5409|487.19|0.70296|0.5409|-0.13413|4.1623|-1187.065335|6.4447|6.0|5.2218
21b_a23|0.0|0|1|0.0|2|7.525639975|0|1.197963051|3.351726269|0.094654108|-0.005936474|5.4161004020000005|-0.008526338|2|0.057405955|0.745297595|-0.326506055|0.01055698|-0.103470358|10.31321725|-0.0490623259999999|2|-0.130528352|-0.481470603|2|0.7038407329999999|0.7717839409999999|0.131951284|-0.078097375|0.8339434929999999|0.668547062|-0.0596425779999999|-0.083105261|0.014481931|-41.81114831|-58.25915868|10.15224639|0.0692712809999999|48.56114386|7.117014296|86.65837165|-1.745210489|67.68046598|-23.98906534|0.458461834|3074.083057|8.773746105|16.20152864|0.846591917|131.5587155|29.53101081|0.013439264|1506.081551|712.6737861|0.0|0.0|1.0|1.0|1.0|3.59|0.08|-7.84|3.92|128.81|2.6|129.97|1.0|5.0|-6.1|33.0|5.0|0.0|0.0|0.0|-5.22|0.000361|6.06e-06|0.00273|0.0|1.43e-08|6.45e-06|-0.08401|4.0023|3.57|735.65|1247.38|0.2607|611.6|0.70139|0.2333|-0.15033|9.5312|-1761.294175|13.2567|85.0|7.0691
12u_a36|0.0|1|0|3.508898495|0|7.412764017000001|2|1.270259304|0.0|-0.054501792|-0.006461999|5.351858133|-0.0407717229999999|2|0.033763276|0.0|-0.407105926|0.0042553209999999|-0.063855309|10.95266014|-0.010669561|1|-0.163978382|-0.438988314|1|0.901715152|0.8101678720000001|0.080270195|-0.018047007|0.855176759|0.860667615|-0.07260571|-0.0969881059999999|0.017639065|-50.53295452|-67.50289394|12.27663887|0.157772171|109.8080843|8.544435884|5.944854912|-2.036750221|78.06218646|-24.02645378|0.486156325|2831.106839|7.65672775|14.90088936|0.946117173|153.5444314|30.82735404|0.015171583|1818.813889|799.5563855|1.0|0.0|1.0|1.0|2.0|5.05|0.24|-7.38|3.85|69.2|2.66|138.33|1.0|6.0|-4.95|32.0|4.0|0.0|1.0|1.0|-4.86|0.0047799999999999|1.39e-05|0.00589|0.0|4.2e-08|1.7800000000000002e-05|-53.0|3.8847|4.21|739.12|1254.5|0.4267|590.18|0.70272|0.0176|-0.15109|5.8702|-1350.638138|7.8877|16.0|7.7959
27b_a34|0.0|0|0|0.0|1|7.412764017000001|1|1.4335271040000002|2.013418486|-0.056026127|-0.010183855|5.351858133|-0.016803292|1|-0.106245942|0.0|-0.549928192|-0.001438963|-0.029622037|10.95430634|-0.027175221|1|-0.322091086|-0.463926296|1|0.820914556|0.7722228729999999|0.00102838|-0.047542374|0.8299950709999999|0.770240631|-0.08757938|-0.109683855|0.031021066|-57.66200309|-72.21552354|20.42417736|0.2165682119999999|142.58786569999998|13.44721755|540.9533124|-1.864625537|87.24055613|-24.553278|0.4072752529999999|2835.31543|9.124440695|15.39406063|0.687123753|189.4124225|34.46979951|0.022820627|1723.489976|627.4287311|1.0|1.0|1.0|1.0|1.0|3.54|0.12|-8.19|3.94|84.99|1.83|116.33|1.0|5.0|-5.23|31.0|5.0|0.0|0.0|1.0|-4.96|0.00243|1.1e-05|0.00449|0.0|6.53e-09|2.67e-06|-0.04121|4.8168|4.33|691.97|1174.68|0.3621|577.39|0.70001|0.0252|-0.1652799999999999|11.8546|-1349.873325|15.2147|0.65|6.1871
13b_a5|0.0|1|0|2.948625157|0|7.153833802|1|1.338814635|0.0|-0.142746146|-0.004573365|5.209486153|0.011339656|2|-0.006314305|0.0|-0.251535058|0.0064510459999999|-0.104404004|10.94530329|-0.017963913|1|-0.091464693|-0.357011244|2|0.6700114770000001|0.765309977|0.03431921|-0.0330907489999999|0.8184221559999999|0.653356347|-0.0694958329999999|-0.074710354|0.0138892369999999|-44.93506461|-48.3067033|8.980592802|0.168442764|108.9128108|5.806729729|46.77748445|-1.344786367|62.24204745|-17.04942469|0.455921715|2661.597781|8.427551282000001|15.48959317|0.837970799|223.6695238|26.06641209|0.021552174|1329.387016|638.8437454|0.0|1.0|1.0|1.0|1.0|2.97|0.17|-8.36|4.64|74.77|1.96|119.8|1.0|5.0|-4.24|30.0|4.0|0.0|1.0|1.0|-4.43|0.0225|3.75e-05|0.0148|0.0|4.36e-09|1.72e-06|-0.05177|4.6733|4.66|672.43|1138.73|0.5528|503.93|0.57482|0.3064|-0.17274|3.5881|-1275.865034|4.7964|0.11|6.9586
3_a47|0.0|0|0|0.0|0|0.0|0|1.304465159|0.0|0.013076203|-0.008740449|0.0|-0.130414103|2|-0.013350303|1.416887578|-0.367098851|-0.008828261|0.103847816|10.93671092|0.013073797|0|-0.024240921|-0.457330633|2|0.900251233|0.720319618|0.104873188|0.022804181|0.780628097|0.815682427|-0.083129079|-0.0948001|0.008609292|-43.59237092|-49.71258151|4.514659074|0.145272519|76.18000386|2.367459086|1.139378223|-1.422001494|58.22383723|-19.12022366|0.403777634|2243.894237|6.46319354|10.84023999|0.67722658|112.7606591|24.35791949|0.016230658|949.95886|418.022895|1.0|1.0|0.0|1.0|2.0|2.59|0.0|-8.42|4.32|58.04|2.88|101.55|1.0|3.0|-5.54|25.0|3.0|0.0|1.0|1.0|-5.35|0.000995|4.49e-06|0.00156|0.0|3.829999999999999e-09|1.33e-06|-0.05717|5.6998|4.12|556.65|941.44|0.2342|402.58|0.69138|0.2182|-0.15473|4.0226|-1470.0192869999998|5.3274|316.0|6.5
12ac_a36|0.0|1|0|3.4419617660000004|0|7.412764017000001|2|1.297043188|0.0|-0.050997272|-0.007639626|5.351858133|-0.073735973|2|0.03586247|0.0|-0.450737917|0.000584134|-0.046730704|10.95345846|-0.0121300989999999|1|-0.166354116|-0.433636165|1|0.8058720979999999|0.811459853|0.135371136|-0.020272679|0.863165958|0.770400825|-0.080202334|-0.104391657|0.021508835|-55.68500110000001|-72.4798052|14.93372351|0.220326632|152.9742102|10.36858115|20.70356046|-1.98344149|86.51036063|-25.03847816|0.44477577|2902.588755|8.126831024|14.63702516|0.801074136|186.3198219|34.22211444|0.020208014|1882.216294|716.9974499|1.0|0.0|0.0|0.0|2.0|4.86|0.17|-6.89|3.16|86.27|1.59|133.95|1.0|6.0|-3.81|32.0|5.0|0.0|0.0|0.0|-3.95|0.0653|0.000112|0.0476|0.0|1.29e-07|5.4600000000000006e-05|-0.0527399999999999|3.8843|4.84|711.77|1200.61|0.3302|554.84|0.56357|0.0249|-0.15675|4.0208|-1385.382927|5.4387|13.0|7.8861
7b_a8|0.0|1|0|3.213855584|1|7.535296702|1|1.395658671|1.4628217119999998|-0.119760914|-0.009659873|5.4161004020000005|-0.038810124|1|-0.024156447|0.0|-0.4829936279999999|0.002074537|-0.052309137|10.9465091|-0.0254956129999999|1|-0.035044152|-0.415894017|1|0.710658316|0.7812177770000001|0.048462902|-0.040994467|0.8453887859999999|0.677544268|-0.101439013|-0.1000685009999999|0.033167971|-60.75943432|-59.93853201|19.86678613|0.277652387|166.30684230000003|11.89970852|75.93423425|-1.901301524|73.70461365|-24.75721974|0.4787988|2776.185773|7.698000901|14.76972982|0.918644854|147.3863936|32.83731114|0.022982731|1510.516312|545.9267515|0.0|0.0|1.0|1.0|1.0|3.49|0.09|-7.65|4.48|92.93|2.23|110.8|1.0|3.0|-5.25|30.0|5.0|0.0|0.0|1.0|-4.94|0.00224|1.14e-05|0.00454|0.0|2.25e-08|8.94e-06|-0.06833|4.5945|5.51|621.4|1067.73|0.2517|506.21|0.7025100000000001|139.0|-0.13639|9.9463|-1330.448193|12.7344|13.53|4.8687
13h_a6|0.0|1|0|3.464247528|0|6.842683282|0|1.424099498|0.0|-0.094781725|-0.006619944|4.727387819|0.004767264|2|0.060987639|1.656132209|-0.3839567379999999|-0.002407131|-0.01698365|10.95053423|-0.090944829|1|-0.215607882|-0.468842137|2|0.836982172|0.780222427|-0.0256002129999999|-0.164411111|0.8391892870000001|0.789769968|-0.074151997|-0.091977068|0.017441348|-51.85624128|-64.32173453|12.1971464|0.132089259|92.37313621|8.529752344|0.0|-1.747564296|76.78735663|-22.63172141|0.461667017|2926.745635|9.11292243|16.928040300000003|0.8575863490000001|183.9790404|30.71129129|0.017825256|1658.40973|744.1359788|1.0|1.0|1.0|1.0|2.0|3.64|0.12|-10.57|5.41|103.17|1.13|128.63|0.0|6.0|-5.56|33.0|5.0|0.0|0.0|1.0|-5.06|0.0012|8.8e-06|0.0038|0.0|2.67e-11|1.15e-08|-0.07435|4.8701|3.83|738.61|1253.92|1.0978|591.53|0.69001|0.2121|-0.14097|7.2872|-1386.3651|10.0322|47.0|7.3279
12a_a30|0.0|0|0|0.0|0|7.412764017000001|2|0.604984824|0.0|0.033691224|-0.006711725|5.351858133|-0.02919335|2|-0.096804291|0.0|-0.3557214489999999|0.005050384|0.009586623|10.31162903|-0.094932667|1|-0.094526372|-0.454270252|1|0.8421237309999999|0.7885597609999999|-0.031179517|-0.171895425|0.842671963|0.7961424690000001|-0.07699057|-0.097138462|0.016292604|-47.73588073|-60.22802588|10.10177981|0.163785284|101.5505506|6.263330101|0.0|-1.845630786|69.45678454|-23.35372432|0.469799116|2722.217443|7.362386058999999|13.88603128|0.88607758|120.786445|29.00398472|0.014884556|1421.195251|620.9195447000001|1.0|0.0|1.0|0.0|1.0|4.65|0.14|-6.64|3.84|81.65|2.82|127.28|1.0|5.0|-5.28|29.0|4.0|0.0|0.0|0.0|-4.85|0.00208|1.4e-05|0.0056|0.0|2.3100000000000002e-07|9.21e-05|-0.05184|5045.0|3.82|668.81|1122.01|0.1866|507.17|0.68599|0.1511|-0.1481|4.1875|-1575.597759|4.7368|11.0|7.9469
2_a49|0.0|0|0|0.0|1|7.535296702|1|1.3438506419999998|2.12788659|-0.084499704|-0.004112807|5.4161004020000005|-0.03981057|2|-0.100166139|1.999073077|-0.189189114|0.004524556|-0.041202373|10.92973199|0.005918367|1|0.055400364|-0.320124905|2|0.802447754|0.79056501|0.084099874|0.00991453|0.851413454|0.7701578720000001|-0.08647612|-0.079176085|0.01105681|-44.066695|-40.34672657|5.634353797999999|0.18651986|95.04720801|2.871166625|0.0|-1.187641272|49.26352575|-14.409545199999998|0.454163307|2244.518609|5.667936413|10.38394173|0.8320497920000001|145.02405359999997|20.14177325|0.017498253|845.9544764000001|439.9973344|0.0|1.0|0.0|1.0|1.0|3.09|0.15|-6.82|3.28|69.62|1.88|99.52|1.0|2.0|-3.53|25.0|3.0|0.0|1.0|1.0|-3.89|0.0955|0.000129|0.0421|0.0|1.51e-07|4.94e-05|-0.04372|5.4614|1.79|553.52|941.6|0.2988|371.96|0.68172|0.0572|-0.1555099999999999|4.8986|-1045.8595810000002|6.7117|59.0|7.2291
13a_a30|0.0|0|0|0.0|0|7.412764017000001|2|0.604984129|0.0|0.113424769|-0.011002918|5.351858133|-0.118776867|2|-0.036541822|0.0|-0.627166322|-0.003436924|0.0317047379999999|10.31162842|-0.0351777|1|0.006103754|-0.5640209589999999|1|0.841060094|0.8303425640000001|0.019603815|-0.058608635|0.885516463|0.802578397|-0.109682335|-0.113507021|0.01856512|-74.02777574|-76.60916637|12.53013554|0.303605444|204.9120824|8.456950359|102.6479456|-2.27014041|88.22659517|-28.90911938|0.4661332179999999|3002.811441|8.066980235|15.1104742|0.873126469|135.07860209999998|36.14261279|0.017212819|1915.558478|713.7769663|1.0|0.0|0.0|0.0|2.0|4.76|0.13|-6.19|3.04|124.74|2.06|135.37|1.0|6.0|-5.01|32.0|5.0|0.0|0.0|0.0|-4.3|0.00427|5e-05|0.0221|0.0|6.520000000000001e-07|0.000288|-0.0555|5.0535|4.54|721.66|1211.54|0.1788|541.59|0.6845600000000001|0.1603|-0.14953|0.7158|-1744.281248|1.4855|14.0|7.8665
12m_a36|0.0|1|0|3.40403699|0|7.412764017000001|2|1.297043522|0.0|0.013543656|-0.011502861|5.351858133|-0.133854569|2|0.14264424|0.0|-0.667165917|-0.006653538|-0.025127218|10.95440733|-0.038386106|1|-0.090926893|-0.52644768|1|0.892815402|0.825587924|-0.075712087|-0.064035403|0.8792981679999999|0.849217847|-0.10031651|-0.121074678|0.022725561|-67.27772044|-81.19927925|15.24099981|0.288038572|193.174369|10.22144534|107.233999|-2.300418875|96.11918789|-28.57011677|0.465323422|2925.315028|7.312794835|13.67704354|0.8702895190000001|169.596372|38.24042793|0.0222467879999999|2064.983108|689.2886595|0.0|0.0|0.0|0.0|3.0|4.83|0.13|-6.14|1.92|112.29|1.28|131.85|1.0|6.0|-4.1|32.0|5.0|0.0|0.0|0.0|-3.8|0.0338|0.000159|0.0676|0.0|7.19e-07|0.000305|-0.05114|3.8658|3.88|692.4|1177.15|0.4718|505.51|0.69382|0.4718|-0.15879|6.5789|-1401.446557|9.1003|0.03|7.5229
