molecula|n9FaHRing|n9FaRing|SssssC|SRW09|nAHRing|BCUTs-1|MATS2c|SRW07|AATSC1s|n6HRing|SaaaC|ATSC1c|MATS8i|n5aRing|AATSC1pe|AATSC7i|MATS1i|MATS1c|GATS1are|BIC2|MATS8s|MATS8d|SIC2|nFaHRing|FNSA3|FNSA5|PBF|PNSA3|RNCS|RPSA|TPSA_x|WNSA5|RPCS|WNSA3|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|WNSA4|FPSA1|GeomDiameter|GRAV|DPSA4|FPSA5|DPSA1|Mor01p|PPSA5|CYP2C19 inhibitor|P-gp substrate|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|CYP1A2 inhibitor|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Area (grid)|Volume|Wavelength (max. Transition) (nm)|Contribution (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|pIC50|pIC50
47o_a18|0|0|0.0|7.03438793|1|1.251177005|0.052875948|4.844187086|-0.055408687|0|0.0|-0.4339284229999999|0.011121222|0|0.000787517|-0.009467295|-0.103458566|-0.490807196|0.7452092359999999|0.7435044540000001|0.001673737|-0.066242713|0.781148177|0|-0.077288013|-0.088436375|0.261785105|-56.13142962|77.37089184|0.193127002|140.2610102|-46.6464782|82.54478365|-40.76618466|-25.08909125|62.44459815|0.493146875|2857.120021|-18.22128055|0.127246923|19.35260972|6462.6049570000005|28.74706708|0.008265369|-541.4335917000001|931.8364349|6.002832126|1.0|1.0|3.0|4.17|18.0|-9.37|3.69|3.0|85.29|2.94|3.0|1.0|9.0|-5.66|34.0|-6.12|454.56|0.0|0.0|1.0|2.19e-06|0.000996|8.38e-06|0.00381|4.16|0.0|0.0|1.93e-07|3.22|3.22|-1455.574672|783.22|1352.29|385.04|0.69248|-0.13203|2.2316|-0.18223|0.02736851|-1455.231246|7.3279|7.3279
27b_a34|0|0|0.0|7.412764017000001|1|1.4335271040000002|-0.056026127|5.351858133|-0.016803292|1|0.0|-0.549928192|-0.029622037|1|0.001228116|-0.175834895|-0.194619338|-0.463926296|0.820914556|0.7722228729999999|0.00102838|-0.047542374|0.8299950709999999|0|-0.08757938|-0.109683855|0.3307451819999999|-57.66200309|150.83624440000003|0.2165682119999999|142.58786569999998|-47.54648562|540.9533124|-37.9644911|-24.553278|78.08618045|0.4072752529999999|2835.31543|-16.16580511|0.287687241|15.39406063|6032.666081|34.46979951|0.022820627|-279.5721769|627.4287311|15.02503259|1.0|1.0|1.0|3.54|23.0|-8.19|3.94|4.11|84.99|1.83|2.0|1.0|5.0|-5.23|31.0|-6.14|409.44|0.0|0.0|1.0|5.92e-06|0.00243|1.1e-05|0.00449|3.75|0.0|0.0|2.67e-06|4.8168|4.0935|-1350.055377|691.97|1174.68|257.4|0.70001|-0.1652799999999999|11.8546|-0.20649|0.03640275|-1349.873325|6.1871|6.1871
12a_a36|0|0|0.0|7.412764017000001|2|1.297044783|-0.0632801509999999|5.351858133|-0.0427777779999999|2|0.0|-0.403468978|-0.070252245|1|0.003199301|0.134423193|-0.1063550619999999|-0.432975237|0.907322874|0.7934042040000001|-0.012112722|-0.119322074|0.846614758|0|-0.076154312|-0.104828755|0.436020272|-46.76212019|109.9069212|0.179315373|110.1075804|-39.52572284|5.277117996|-28.71401279|-23.17301945|58.79461567|0.470444928|2647.835699|-14.22926022|0.244684566|12.464492300000002|5710.355735|30.67992313|0.019102103|-313.5499672|598.1535763999999|11.72953701|1.0|1.0|2.0|4.75|17.0|-6.59|2.72|1.88|69.2|2.02|1.0|1.0|5.0|-3.79|29.0|-6.72|381.43|0.0|1.0|0.0|0.000164|0.0625|0.000101|0.0384|2.68|0.0|0.0|9.78e-05|3.8343|3.6682|-1232.951968|653.94|1096.31|323.35|0.6997|-0.1519299999999999|6.3637|-0.20139|0.03544528|-1232.764108|7.8861|7.8861
19_a4|0|0|0.0|7.535296702|1|0.29641517|-0.121320311|5.4161004020000005|-0.3929802189999999|1|0.0|-0.105763614|-0.211341677|1|0.009687676|-0.086166959|-0.0255403279999999|-0.245630631|0.55269662|0.774746438|0.152550043|-0.190513834|0.834377354|0|-0.070677568|-0.0759826109999999|0.285282038|-38.9063534|15.411502800000004|0.1792349369999999|98.66465411|-23.02459887|13.25878373|-21.41704046|-15.93396412|46.07495776|0.460486754|2558.336814|-8.771275759|0.235119747|11.01887515|5232.561157|20.83197214|0.0143733|-291.6208078|450.6848883|7.912166787999999|1.0|0.0|0.0|3.46|17.0|-6.09|2.97|4.32|73.23|2.16|1.0|1.0|3.0|-3.81|25.0|-6.58|351.42|0.0|1.0|1.0|0.000156|0.0547|0.000106|0.0373|2.62|0.0|0.0|0.0002839999999999|4.1858|4.1858|-1446.939719|583.39|983.4|296.2|0.67535|-0.17004|5.8295|-0.22298|0.02985188|-1446.813896|4.71|4.71
12c_a31|0|0|0.0|7.765993078999999|1|0.6101358029999999|0.046986783|5.733341277|-0.055520387|0|0.0|-0.690412101|-0.094991098|2|-0.000813398|-0.048694677|-0.138799714|-0.54466023|0.8083148840000001|0.842823186|0.066071056|-0.098452311|0.8856644770000001|0|-0.104643824|-0.129736755|0.343619017|-66.41224264|153.400467|0.334536497|212.313715|-52.25551342|553.8695417|-42.14855504|-23.05449459|85.79638585|0.448512808|2592.4503010000003|-14.63154376|0.3182913|14.67172662|5676.394271|33.81868912|0.023556702|-230.6429907|583.9691392000001|14.95027019|1.0|1.0|2.0|3.69|16.0|-7.24|5.64|3.7|117.37|1.08|2.0|1.0|8.0|-5.23|28.0|-6.53|398.48|0.0|0.0|1.0|5.85e-06|0.00233|6.94e-05|0.0277|3.1|0.0|0.0|2.31e-05|3.8328|3.8328|-1618.1530810000002|679.71|1138.89|323.48|0.7007399999999999|-0.15904|1.6786|-0.19288|0.04023903|-1617.951882|6.4202|6.4202
18_a34|0|0|0.0|7.423568444|1|1.4547811819999998|-0.063113846|5.351858133|-0.101546926|1|0.0|-0.677741618|-0.141332289|1|0.002183342|-0.155197864|-0.3102088839999999|-0.493450778|0.759292258|0.805756513|0.0468829359999999|-0.224951558|0.8584852479999999|0|-0.090328365|-0.129784908|0.295523326|-49.86847383|66.6880793|0.31018528|171.24705480000003|-39.55742812|54.26737825|-27.53138148|-23.32844015|72.41862911|0.441058733|2424.18137|-12.87916264|0.304150055|11.23989749|5296.289007|33.52510165|0.027385869|-216.2496321|428.6241319|15.11918774|1.0|0.0|0.0|3.28|17.0|-5.65|3.13|3.15|75.47|1.49|1.0|2.0|5.0|-4.32|26.0|-6.26|351.36|0.0|1.0|1.0|4.77e-05|0.0167|7.829999999999999e-05|0.0275|3.07|0.0|0.0|0.000781|4.4335|4.1234|-1199.288654|592.04|991.93|279.66|0.60488|-0.17549|5.0935|-0.21474|0.02902032|-1199.158044|5.6144|5.6144
15_a31|0|0|0.0|7.765993078999999|1|0.610137926|0.1893807519999999|5.733341277|-0.134784483|0|0.0|-0.775463115|-0.070065105|2|-0.007631228|-0.052339921|-0.157560864|-0.6215974160000001|0.8314086070000001|0.8022000659999999|-0.0869591359999999|-0.116356616|0.8582665429999999|0|-0.116196194|-0.131697567|0.287991212|-61.76522754|141.1489667|0.4328912239999999|230.1075793|-37.21191643|514.6215199|-32.83191294|-22.10688462|82.24348203|0.466164359|2351.566145|-11.75113151|0.358466423|11.51842782|5087.628096|34.45943505|0.03396368|-150.46712390000002|363.593507|18.05372755|0.0|1.0|2.0|3.31|16.0|-5.66|4.12|3.0|117.37|0.41|0.0|2.0|4.0|-4.28|24.0|-6.84|342.37|0.0|0.0|1.0|5.27e-05|18.0|0.000272|0.0931|2.18|0.0|0.0|0.000749|4569.0|4569.0|-1460.900291|556.68|925.93|271.36|0.5241899999999999|-0.15202|5.5793|-0.19394|0.03843988|-1460.790873|5.9586|5.9586
12_a15|0|0|0.0|0.0|0|1.435689014|-0.071096525|0.0|-0.0455566929999999|2|0.0|-0.370766171|-0.106061273|0|0.0034254209999999|-0.054575504|-0.120626133|-0.380490701|0.8310685940000001|0.723852961|0.049877871|-0.019064393|0.769289315|0|-0.061084417|-0.094209248|0.738437971|-39.00359933|72.18361893|0.10362709|66.16793071|-38.40979933|4.192089814|-24.90456371|-20.42981445|48.59303169|0.476419838|2613.57759|-13.04483751|0.253510603|10.40571107|5897.820841|27.36785616|0.016453962|-314.7766363|673.7288405|10.50617745|1.0|1.0|1.0|3.56|24.0|-9.82|5.32|6.3|56.27|2.87|2.0|1.0|6.0|-6.22|30.0|-4.97|397.47|1.0|0.0|1.0|5.99e-07|0.0002379999999999|1.47e-06|0.000584|5.29|0.0|0.0|5.99e-08|4.4819|3.8538|-1281.087109|688.91|1177.81|276.63|0.70444|-0.15858|4.3338|-0.19054|0.02694613|-1280.871722|8.3979|8.3979
12g_a31|0|0|0.0|7.765993078999999|1|0.6101363000000001|0.0716209459999999|5.733341277|-0.1044685569999999|0|0.0|-0.7501734859999999|-0.0733026079999999|2|-0.0054114869999999|0.074878295|-0.0497478109999999|-0.57758443|0.837044054|0.819234772|-0.076150332|-0.1386819869999999|0.8639814490000001|0|-0.1284353869999999|-0.131126805|0.325789284|-78.87508829|152.7424573|0.41728907|256.26669530000004|-49.45404266|548.1594997999999|-48.43898314|-23.98704875|97.88920296|0.470244801|2514.363249|-14.73099143|0.311351131|15.28679013|5398.678971|34.8320455|0.02515117|-231.70711040000003|524.0230338|15.44590447|1.0|1.0|2.0|3.61|16.0|-6.45|5.19|3.44|131.36|0.86|1.0|1.0|7.0|-4.92|27.0|-6.86|384.45|0.0|0.0|1.0|1.19e-05|0.00457|0.0001629999999999|0.0627|2.52|0.0|0.0|0.000136|3.8349|3.8349|-1578.846191|664.44|1090.41|323.3|0.70068|-0.15917|1.6279|-0.19241|0.04532186|-1578.66792|6.9586|6.9586
1_a3|0|0|0.0|6.823286122000001|1|0.6195934120000001|0.079857077|4.727387819|-0.073036903|2|2.194605012|-0.248199745|0.038572075|0|-0.005006707|-0.007705076|0.05038525|-0.486774367|1.005427002|0.7905285390000001|-0.126299711|0.057919092|0.8457792829999999|1|-0.098872259|-0.0925710269999999|0.521474118|-45.44133321|289.8942564|0.2237487219999999|102.8341051|-19.55367089|0.0|-20.88467272|-15.67458788|49.13501083|0.4490711529999999|2012.9704|-7.203984013|0.207914282|9.046658216|4510.611026|19.78900457|0.014174378|-268.4830832|373.1494221|6.514493077999999|1.0|1.0|1.0|3.83|16.0|-5.77|2.28|1.85|77.1|1.52|0.0|2.0|2.0|-3.07|22.0|-6.87|306.38|0.0|0.0|0.0|0.0008529999999999|261.0|0.000503|154.0|1.83|0.0|0.0|0.000518|5.8805|3.8645|-1273.316428|496.09|845.2|210.84|0.68912|-0.1658599999999999|2.2332|-0.21886|0.02599563|-1273.22339|6.1403|6.1403
12d_a31|0|0|0.0|7.765993078999999|1|0.61013528|0.039097757|5.733341277|-0.043220149|0|0.0|-0.697102094|-0.085780934|2|0.000127275|-0.067477864|-0.134504227|-0.550805937|0.8066174070000001|0.8343242820000001|-0.00658148|-0.057226679|0.873955169|0|-0.0938723509999999|-0.11498416|0.3996192999999999|-66.58534562|157.30671669999998|0.294550252|208.9297871|-57.85220856|557.514503|-47.23018217|-23.08311261|87.64629597|0.389382761|2653.867767|-16.37326657|0.361635149|15.46841054|5753.290126|36.15974873|0.02571268|-196.2893506|647.1500428999999|18.23846616|1.0|1.0|2.0|3.76|16.0|-7.63|6.04|4.09|117.37|1.31|2.0|1.0|9.0|-5.61|29.0|-6.36|412.51|0.0|0.0|1.0|2.48e-06|0.0010199999999999|4.06e-05|0.0167|3.46|0.0|0.0|9.69e-06|3.8477|3.8477|-1657.471849|730.86|1201.63|322.23|0.7006600000000001|-0.15968|2.4186|-0.19096|0.04338158|-1657.245177|6.2924|6.2924
7f_a8|0|0|0.0|7.05012252|0|1.394802504|-0.139912829|4.844187086|-0.073219554|0|0.0|-0.234880498|-0.087673259|1|0.00084936|0.09329746|0.052081992|-0.381574707|0.515235986|0.7051689170000001|-0.048917705|0.041366689|0.7677336090000001|0|-0.091890536|-0.08790841|0.3155671539999999|-52.28313554|53.09327646|0.229770733|130.7330978|-28.45850692|55.49953831|-29.74763659|-23.17880348|60.14140162|0.4513917389999999|2534.956113|-13.18808857|0.119077775|14.04331892|5662.145174|26.31197491|0.010262531|-433.4681077|446.5544107|5.839092213|1.0|0.0|1.0|3.14|23.0|-8.46|5.52|5.49|61.58|4.27|2.0|1.0|3.0|-5.68|28.0|-5.27|373.35|0.0|0.0|1.0|2.09e-06|0.00078|3.16e-06|0.00118|4.66|0.0|1.0|1.31e-06|3.8187|3.4810000000000003|-1285.196168|584.99|991.61|324.68|0.6987399999999999|-0.14506|8.7098|-0.21998|0.02809022|-1285.071664|4.4479|4.4479
4b_a49|0|0|0.0|7.535296702|1|1.343847828|-0.109946885|5.4161004020000005|-0.077626337|2|1.645329244|-0.402986655|-0.033486358|1|0.002557204|-0.10158752|-0.0563571629999999|-0.390006034|0.720824193|0.798826417|0.005818676|0.049923437|0.852400617|1|-0.091725536|-0.090284437|0.438784865|-56.45224362|41.97072627|0.241850733|148.84640819999998|-34.19753462|64.87087098|-34.74338731|-18.89220999|71.30114509|0.477868186|2708.998101|-11.62716177|0.354669161|14.53457293|6025.790417|29.27523192|0.02556165|-178.8869784|600.3287567000001|15.73185141|1.0|1.0|1.0|3.37|21.0|-7.05|3.71|3.26|90.13|1.66|1.0|1.0|6.0|-3.81|30.0|-7.12|400.43|0.0|0.0|1.0|0.000155|62.0|0.000132|0.0527|2.28|0.0|0.0|3.570000000000001e-05|4.6422|3.7413|-1333.063439|664.86|1121.45|267.08|0.68242|-0.15635|1.8265|-0.22366|0.03702033|-1332.8586269999998|7.1024|7.1024
12b_a40|0|0|0.0|7.515889085|0|0.604989475|0.084915315|5.4161004020000005|-0.011794908|0|0.747253086|-0.158107422|0.107454819|2|0.004452418|0.279216571|0.023952313|-0.513870527|0.58925219|0.7137941109999999|0.026452642|-0.227384615|0.7818091140000001|1|-0.065048707|-0.074921647|0.2160572999999999|-37.05091872|80.72126798|0.044352844|25.26281742|-24.3068084|48.17000329|-21.10373336|-19.27231874|43.22826564|0.494842289|2462.878448|-10.97726831|0.143170283|16.09989085|5933.385347|22.49258909|0.010309671|-406.4913617|370.3261123|5.872257692000001|0.0|1.0|0.0|3.26|20.0|-8.39|6.58|6.74|58.43|5.07|2.0|1.0|2.0|-7.71|24.0|-4.09|415.12|1.0|0.0|1.0|1.95e-08|8.09e-06|7.82e-08|3.2500000000000004e-05|6.68|0.0|1.0|1.7e-06|3407.0|3407.0|-3016.999329|576.38|960.94|363.91|0.69476|-0.14267|4.5528|-0.22546|0.01251873|-3016.980996|7.3979|7.3979
4R4k_a46|0|0|0.173180233|7.825245291|1|1.134637098|-0.050636784|5.587248657999999|-0.088084767|1|0.0|-0.252970193|-0.1149361969999999|1|0.006050983|-0.158788415|0.008544799|-0.3860697829999999|0.78837943|0.7477594870000001|-0.003017362|-0.141706595|0.787615341|0|-0.089699228|-0.085931818|0.237621572|-47.73036108|173.3171354|0.109374836|58.20005971|-24.33134018|0.0|-25.39807111|-16.19450581|51.92513282|0.465590034|2105.035168|-8.617349646000001|0.133318901|10.33328154|4711.736397|18.68565706|0.007248925|-390.2334878|519.5743695|3.857266463|1.0|1.0|1.0|3.8|17.0|-6.61|4.26|4.77|50.94|2.84|1.0|1.0|2.0|-4.82|25.0|-5.46|333.43|0.0|1.0|1.0|1.5e-05|5.0|1.4800000000000002e-05|0.0049299999999999|4.05|0.0|0.0|8.28e-05|5.2965|4.1392|-1053.439174|565.94|994.13|234.09|0.68404|-0.17484|1.8559|-0.19529|0.0257622|-1053.254911|7.0132|7.0132
47c_a18|0|0|0.0|7.03438793|1|1.251176227|0.02368001|4.844187086|-0.048726885|0|0.0|-0.537230966|-0.058748345|0|0.002674691|0.071793992|-0.212991596|-0.455055055|0.784328127|0.758269842|-0.027873485|0.050944273|0.7912974190000001|0|-0.0715759629999999|-0.094000037|0.246894346|-57.54296759|67.68084951|0.1871383589999999|150.4485025|-60.75445536|103.416376|-46.26124419|-25.88035487|70.29678191|0.489290189|3228.879782|-20.80632033|0.251001849|18.73268473|7527.530240999999|34.55329606|0.016406766|-400.3604527|1167.054827|13.19009806|1.0|1.0|3.0|4.61|18.0|-9.18|2.84|2.87|97.76|2.41|3.0|1.0|12.0|-5.73|38.0|-6.61|513.63|0.0|0.0|0.0|1.84e-06|0.000947|8.12e-06|0.00417|3.98|1.0|1.0|3.42e-07|3.1096|3.1096|-1664.753129|850.89|1505.09|398.71|0.6983199999999999|-0.12841|3.3075|-0.17331|0.03115159|-1664.277127|8.5229|8.5229
3j_a32|1|1|0.0|8.234564993|0|0.609420782|0.0053427669999999|6.3044488020000005|-0.017889768|0|2.248764828|-0.269814716|-0.086191775|3|0.001173363|-0.055211759|-0.052818794|-0.528541012|0.812195122|0.824282683|-0.020129489|-0.084553991|0.8884057059999999|1|-0.070289671|-0.095013178|0.27811778|-37.33051857|47.55031019|0.134898055|71.64373163|-26.79963418|0.0|-19.82606536|-16.36574867|44.64569478|0.4482615029999999|2282.569698|-8.691773249|0.251226|10.69497519|4866.613493|21.85672669|0.015301673|-264.245436|398.2788055|8.126647477|1.0|1.0|1.0|3.27|19.0|-6.69|6.68|4.93|110.94|1.94|1.0|1.0|3.0|-5.92|23.0|-5.6|338.45|0.0|0.0|1.0|1.21e-06|0.0004089999999999|1.58e-05|0.00533|3.89|0.0|0.0|6.86e-05|3.4982|3.4982|-1671.507439|564.55|934.19|354.42|0.7028|-0.14498|3.6238|-0.19859|0.02833407|-1671.402462|8.0969|8.0969
3m_a32|1|1|0.0|7.773594467000001|0|0.609420748|0.013867955|5.733341277|-0.017268778|0|2.175099216|-0.3082152019999999|-0.084132138|3|0.000822186|-0.065422345|-0.04918838|-0.49476131|0.6943636479999999|0.817967125|-0.0067207069999999|-0.126422018|0.872498916|1|-0.084626325|-0.09390309|0.317009723|-50.60363458|92.61088121|0.201976727|120.7751424|-33.57626169|0.0|-30.25923462|-16.22134838|58.63348955|0.4687361229999999|2588.590536|-9.699808932|0.325531778|13.31775015|5724.714257|24.05057475|0.018412178|-208.6520032|554.9424306|11.00984957|1.0|1.0|1.0|3.51|19.0|-7.38|7.02|5.35|128.01|1.74|2.0|1.0|3.0|-5.94|27.0|-6.17|394.51|0.0|0.0|1.0|1.14e-06|0.000449|1.39e-05|0.00547|3.57|0.0|0.0|1.65e-05|3.5749|3.5749|-1863.502681|641.52|1073.31|346.82|0.7026600000000001|-0.14835|5082.0|-0.2056599999999999|0.0339106999999999|-1863.337677|7.6383|7.6383
11d_a31|0|0|0.0|7.765993078999999|1|0.610136352|0.064475882|5.733341277|-0.116385886|0|0.0|-0.848545873|-0.092360393|2|-0.006496772|0.026806221|-0.096447723|-0.574318121|0.819298311|0.822077662|-0.057505249|-0.13169885|0.868115289|0|-0.134031221|-0.134048091|0.197166451|-82.05480081|296.2476128|0.414787184|253.9354598|-50.24081482|91.25756269|-50.23449218|-24.97634343|103.1255906|0.4816588089999999|2532.447962|-15.29068277|0.318229459|15.21323794|5420.356537|36.63453013|0.027374162|-222.5622569|505.4234462|16.75864338|1.0|1.0|2.0|3.6|16.0|-6.23|5.43|4.03|125.57|1.26|1.0|1.0|7.0|-5.48|27.0|-6.4|385.44|0.0|0.0|1.0|3.33e-06|0.00128|6.26e-05|0.0241|3.17|0.0|0.0|0.000225|3.8009|3.8009|-1598.7152199999998|650.64|1077.69|326.2|703.0|-0.15822|3.1919|-0.19226|0.04390452|-1598.546288|7.5229|7.5229
7h_a8|0|0|0.0|7.05012252|0|1.391840221|-0.118981425|4.844187086|-0.073219554|0|0.0|-0.23505152|-0.0873792009999999|1|0.00084936|-0.043606497|0.052081992|-0.382578949|0.515235986|0.7051689170000001|0.095758228|0.041366689|0.7677336090000001|0|-0.093181899|-0.0934764819999999|0.314190914|-53.71230941|70.28953528|0.228988973|131.9948047|-31.05895923|47.81104825|-30.96107949|-23.65556243|60.42608164|0.4346108389999999|2534.324886|-13.63564064|0.107169655|13.42380338|5657.402114|26.49502512|0.00878112|-452.8739011|446.5544107|5.061650885|1.0|0.0|1.0|3.12|23.0|-8.46|5.52|5.49|61.58|4.27|2.0|1.0|3.0|-5.68|28.0|-5.27|373.35|0.0|0.0|1.0|2.09e-06|0.00078|3.16e-06|0.00118|4.66|0.0|1.0|1.31e-06|3.9282|3.9282|-1285.182226|593.53|999.62|315.62|0.6963199999999999|-0.16076|7.0847|-0.22875|0.03092828|-1285.0707960000002|4.9788|4.9788
12az_a36|0|0|0.0|7.412764017000001|2|1.297042831|-0.196183836|5.351858133|-0.040156368|2|0.0|-0.593399474|-0.024018255|1|0.002872872|0.129156742|-0.176729938|-0.387734368|0.884226781|0.812921349|-0.061924322|-0.021825174|0.858971809|0|-0.071762413|-0.10786263|0.411597359|-50.28669997|60.11023222|0.180836387|126.71905359999998|-52.96429617|8.104966044|-35.23783652|-23.45695404|74.65245915|0.462897841|3039.528467|-16.43719536|0.416134994|15.73229538|6700.839465|40.17530387|0.034594361|-117.53490990000002|766.4854363|24.24160725|1.0|1.0|2.0|4.96|17.0|-6.79|2.83|1.9|87.66|1.42|1.0|1.0|7.0|-4.11|33.0|-7.13|441.49|0.0|0.0|0.0|7.75e-05|0.0342|7.13e-05|0.0315|2.62|0.0|0.0|7.11e-05|3.8863|3.6095|-1461.990465|737.12|1252.18|319.03|0.70333|-0.14879|6.3778|-0.19846|0.02800521|-1461.750394|7.2366|7.2366
19g_a38|0|0|0.0|7.412764017000001|2|1.297044182|-0.077355838|5.351858133|-0.117921811|2|0.0|-0.458841138|-0.009881824|1|-0.004358975|-0.096139701|-0.098027247|-0.438254637|0.653741315|0.836170906|-0.063110203|-0.076414544|0.892249657|0|-0.086314802|-0.114243258|0.5322242429999999|-54.62049927|137.56612280000002|0.279993731|177.181631|-45.74791999|18.41027014|-34.56416368|-24.57988703|69.14572278|0.455443492|2897.384301|-15.5542928|0.280058007|11.62016299|6631.17356|34.14148263|0.0228937029999999|-278.3610963|593.6088758|14.48726605|1.0|1.0|3.0|4.82|17.0|-7.12|3.55|3.11|81.23|2.78|1.0|1.0|5.0|-4.25|31.0|-6.81|419.43|0.0|0.0|1.0|5.68e-05|0.0238|4.67e-05|0.0196|2.88|0.0|0.0|3.19e-05|5.2766|3.6887|-1431.419426|638.82|1104.29|234.97|0.69982|-0.15269|5.0677|-0.20748|0.03244515|-1431.244906|7.3778|7.3778
4g_a49|0|0|0.0|8.228176896|2|1.343847279|-0.087219006|6.107022888|-0.008414823|4|3.4246879480000003|-0.328081947|0.003456679|2|0.007845545|-0.146265064|-0.038698906|-0.311927917|0.651833607|0.7559263270000001|-0.027032199|0.144740607|0.81242269|2|-0.061465364|-0.0666753309999999|0.736530693|-61.24875669|151.0705543|0.139812173|139.3194688|-66.20622488|74.95505057|-61.03291321|-24.91513644|80.12633309|0.48934952|4706.348867000001|-24.82733433|0.372642776|18.19125978|11516.07629|39.71443299|0.023762615|-253.8168226|1714.878736|23.67887448|0.0|1.0|1.0|4.83|42.0|-13.67|6.09|7.56|116.3|2.87|2.0|0.0|7.0|-7.47|51.0|-6.6|663.73|1.0|0.0|0.0|3.3700000000000004e-08|2.24e-05|3.72e-08|2.47e-05|5.28|0.0|1.0|1.4199999999999998e-11|4.3116|3.6269|-2147.721319|985.89|1766.47|287.56|0.69238|-0.15087|3.4099|-0.21545|0.05838924|-2147.295787|6.9747|6.9747
17_a20|0|0|0.0|6.842683282|0|1.4012598180000002|-0.064380628|4.727387819|0.00038506|3|1.652760156|-0.28924577|0.038629586|1|0.000922796|0.1134578219999999|-0.116922879|-0.456415963|0.760575852|0.7494736590000001|-0.131511077|-0.127696675|0.812578598|1|-0.063665681|-0.081404237|0.3874475579999999|-41.75129828|66.47074027|0.0879464559999999|57.67438055|-35.00871763|10.50834496|-27.38007162|-20.699942|51.60929807|0.455285305|2761.976599|-13.57480888|0.24569612|15.05121151|6012.640572|27.44244402|0.016793117|-333.5397332|637.7803874|11.012753300000002|0.0|1.0|1.0|3.5|27.0|-10.14|5.8|4.85|91.14|1.45|2.0|0.0|4.0|-5.36|31.0|-6.09|402.45|0.0|0.0|1.0|4.4e-06|0.0017699999999999|8.35e-06|0.00336|3.75|0.0|0.0|2.9e-08|3.3926|3.3926|-1291.949041|673.68|1157.26|365.45|0.69839|-0.14021|3.9703|-0.21089|0.03030655|-1291.752049|5.6478|5.6478
14p_a23|1|1|0.0|7.423568444|0|1.197963748|0.044380583|5.351858133|0.006191846|2|0.733042138|-0.310730878|-0.060144819|2|0.009266617|0.080581604|-0.0686282459999999|-0.4510651779999999|0.708395022|0.799506006|0.099883916|-0.090287278|0.8683808959999999|1|-0.063033628|-0.080784473|0.223758613|-42.52653933|40.58186569|0.076544251|51.64167457|-36.77082544|84.65359899|-28.69113861|-22.70933393|57.44364296|0.464933687|3010.721939|-15.32117727|0.248361701|16.84664803|6696.264498|30.21311441|0.0190667019999999|-339.5427625|646.2584547|12.86362369|0.0|1.0|1.0|3.48|26.0|-7.47|3.4|3.89|128.81|2.39|1.0|1.0|5.0|-5.68|32.0|-6.62|436.49|0.0|0.0|0.0|2.09e-06|0.0009109999999999|1.27e-05|0.00554|3.3|0.0|0.0|1.4800000000000002e-05|3.5752|3.5752|-1722.181612|699.61|1191.08|346.79|0.6816|-0.14774|7.4033|-0.2382|0.02935511|-1721.994023|8.5302|8.5302
13p_a6|0|0|0.0|6.842683282|0|1.424099253|0.024837222|4.727387819|-0.1144898999999999|2|1.633493259|-0.634109842|-0.014153926|1|-0.005708558|0.123575608|-0.068532678|-0.573014008|0.865935935|0.784414352|-0.059663359|-0.125636943|0.837659336|1|-0.099405155|-0.107371897|0.196002517|-70.52421289|80.30786544|0.273479442|194.0233618|-54.04422654|107.5669533|-50.03427239|-26.72853188|82.79893305|0.412828992|3016.078786|-18.9628865|0.23994258|14.91957306|6590.216479|35.16646396|0.018322293|-369.0018868|794.5462391|12.99897644|1.0|1.0|3.0|3.64|27.0|-10.06|4.58|4.01|122.47|1.01|1.0|0.0|7.0|-5.09|34.0|-7.01|449.51|0.0|0.0|1.0|8.11e-06|0.00365|2.79e-05|0.0125|2.86|0.0|0.0|3.92e-08|4.7973|2.9837|-1463.08132|752.82|1283.98|258.45|0.7056600000000001|-0.12251|9.0546|-0.1971099999999999|0.03807447|-1462.804694|7.0362|7.0362
