molecula|n9FaHRing|n9FaRing|SssssC|SRW09|nAHRing|BCUTs-1|MATS2c|SRW07|AATSC1s|n6HRing|SaaaC|ATSC1c|MATS8i|n5aRing|AATSC1pe|AATSC7i|MATS1i|MATS1c|GATS1are|BIC2|MATS8s|MATS8d|SIC2|nFaHRing|FNSA3|FNSA5|PBF|PNSA3|RNCS|RPSA|TPSA_x|WNSA5|RPCS|WNSA3|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|WNSA4|FPSA1|GeomDiameter|GRAV|DPSA4|FPSA5|DPSA1|Mor01p|PPSA5|CYP2C19 inhibitor|P-gp substrate|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|CYP1A2 inhibitor|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Area (grid)|Volume|Wavelength (max. Transition) (nm)|Contribution (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|pIC50|pIC50
14g_a23|1|1|-4.794439428|7.423568444|0|1.197957711|0.180361525|5.351858133|-0.301504331|2|0.653317181|-0.803522236|-0.031968899|2|-0.0004039459999999|0.179219801|-0.0962526|-0.648987099|0.598213287|0.796412133|0.010202051|-0.044895912|0.854683662|1|-0.072819606|-0.096288005|0.297855753|-51.82254036|95.64648102|0.092665527|65.94601775|-48.76552945|1.5679977319999998|-36.87984398|-29.55936307|64.87554405|0.461846955|3400.464046|-21.03611074|0.219684185|16.32997765|8005.353973|37.88128151|0.020564836|-398.9771038|676.4530574|14.63509796|0.0|0.0|1.0|3.61|26.0|-7.95|3.97|6.18|114.25|3.04|2.0|1.0|7.0|-6.89|35.0|-5.94|495.48|1.0|0.0|0.0|1.29e-07|6.38e-05|1e-06|0.0004969999999999|4.76|0.0|0.0|5.57e-06|3.7042|3.7042|-2042.1835260000005|730.13|1233.48|334.71|0.56658|-0.1519|7.2913|-0.23201|0.0221162|-2042.000034|8.0|8.0
4h_a46|0|0|0.090767245|7.825245291|1|0.3002050539999999|0.128214845|5.587248657999999|-0.346835467|2|0.0|-0.404500343|-0.021951549|1|0.003087227|-0.0932537609999999|-0.030014575|-0.516344924|0.739180305|0.7543177040000001|0.075704004|-0.134568896|0.7955809979999999|0|-0.083155747|-0.083997524|0.659584488|-65.24476749|105.2773797|0.232755725|182.6222935|-51.70985599|19.09455432|-51.19164773|-23.9655397|73.14480467|0.4866209529999999|3472.1185880000003|-18.803584|0.194493895|15.85230406|7808.347937|29.75215152|0.011589523|-479.405829|1021.999374|9.093247153|1.0|1.0|2.0|4.63|23.0|-9.2|3.46|6.18|124.17|2.27|2.0|1.0|6.0|-6.53|36.0|-6.38|502.63|1.0|0.0|0.0|2.97e-07|0.000149|2.06e-06|0.00104|4.21|0.0|1.0|3.210000000000001e-07|4.2444|4.18|-1923.926093|792.61|1397.46|292.11|0.54445|-0.1711599999999999|1.7601|-0.21008|0.04729184|-1923.611784|6.6402|6.6402
3e_a32|1|1|0.0|7.773594467000001|0|0.609420788|0.015619823|5.733341277|-0.058503168|0|2.220794149|-0.275255791|-0.114649277|3|0.002004382|-0.1046390059999999|-0.076494363|-0.551661318|0.8315372|0.8046468659999999|-0.061561535|-0.12378337|0.85921771|1|-0.073411249|-0.100056595|0.290874543|-39.56206964|47.09895162|0.131830389|71.04473954|-29.05885545|0.0|-21.32040233|-16.59123638|46.25723848|0.4513338939999999|2212.661182|-8.941186293|0.224744634|10.68709999|4827.877259000001|21.40099522|0.012891628|-296.6758413|421.3548777|6.94742943|1.0|1.0|1.0|3.33|19.0|-6.92|6.8|5.24|110.94|1.94|1.0|1.0|3.0|-6.52|23.0|-5.2|340.47|0.0|0.0|1.0|3.02e-07|0.000103|6.6e-06|0.00225|4.47|0.0|0.0|4.13e-05|3.5589|3.5589|-1672.748189|578.77|956.67|348.38|0.7025399999999999|-0.14754|3.4537|-0.20098|0.02588637|-1672.62984|8.0862|8.0862
14a_a25|0|0|0.0|6.842683282|0|1.420015394|-0.092005241|4.727387819|-0.05112778|2|1.975771616|-0.255585831|-0.046802062|1|0.006158124|0.085350921|-0.0469914379999999|-0.365062041|0.6716839040000001|0.7385460309999999|-0.085643386|-0.035531959|0.792935475|1|-0.069657015|-0.084207356|0.326595394|-45.72658614|107.22698590000002|0.149573695|98.18816423|-36.28756839|58.18995584|-30.017374100000005|-21.90268583|54.17569023|0.492236681|2844.993903|-14.37809314|0.193247006|14.55676745|6315.975408|27.14918443|0.01323706|-402.7381076|712.1606951|8.689513304|1.0|1.0|1.0|3.43|27.0|-9.59|4.44|4.92|72.7|2.47|2.0|1.0|6.0|-5.39|32.0|-5.91|419.48|0.0|0.0|1.0|4.03e-06|0.0016899999999999|5.13e-06|0.00215|4.16|0.0|0.0|1.08e-07|5.3631|3.9479|-1352.298438|689.55|1202.13|231.18|0.6714|-0.16347|3.0824|-0.2143|0.03250632|-1352.086073|6684.0|6684.0
3b_a12|0|0|0.0|0.0|1|1.283824445|0.156777705|0.0|-0.043495794|2|0.0|-0.332497127|-0.065558712|0|-0.003019113|-0.19952566|-0.071149325|-0.547002361|0.914614654|0.768772928|-0.008328578|-0.007397776|0.82914101|0|-0.064393592|-0.088443201|0.073824142|-33.57216667|41.13468455|0.096795301|50.46508298|-24.04018959|0.0|-17.50314491|-17.73486237|38.97406803|0.390744506|2186.64676|-9.246226764|0.2311778089999999|10.88757628|4665.346939|23.06757345|0.0166212889999999|-280.3056362|406.0361621|8.665655511|1.0|0.0|1.0|3.82|18.0|-8.1|4.05|3.14|37.28|3.99|1.0|1.0|3.0|-4.26|24.0|-5.65|332.79|0.0|1.0|1.0|5.539999999999999e-05|0.0184|2.28e-05|0.00759|3.78|0.0|0.0|2.63e-06|4.2092|3.7741|-1410.971864|548.05|915.37|294.55|0.6654800000000001|-0.15229|5.9551|-0.2232|0.02444371|-1410.8759220000002|7.3098|7.3098
13_a47|1|1|0.0|6.605297921|0|1.417757826|-0.174238791|4.59511985|-0.0777650159999999|2|1.5940801480000002|-0.20197533|0.003874205|1|-0.000211465|-0.108780879|-0.0101047869999999|-0.316563793|0.6427334020000001|0.794037882|0.030290722|0.065869272|0.8582665429999999|1|-0.081148294|-0.088128939|0.244975411|-41.79730418|63.12660940000001|0.2183244369999999|112.453046|-23.38063458|0.0|-21.52866736|-16.72368034|50.9329486|0.472007922|2190.316257|-8.613918003|0.311738758|13.33103985|4542.479565|24.29844849|0.023284817|-193.936606|359.12161539999994|11.99338291|1.0|1.0|2.0|2.9|21.0|-7.9|4.06|4.63|66.49|2.34|0.0|1.0|3.0|-4.24|24.0|-6.0|319.34|0.0|1.0|1.0|5.79e-05|0.0185|5.41e-05|0.0173|3.17|0.0|0.0|4.04e-06|4.0302|4.0302|-1067.820961|542.62|895.21|307.63|0.67466|-166.0|3.5455|-0.22065|0.03639189|-1067.71601|7.8|7.8
17_a15|0|0|0.0|0.0|0|1.43568899|-0.046866421|0.0|-0.071708785|2|0.0|-0.442454151|-0.032903349|0|0.0032452509999999|-0.052628162|-0.170008473|-0.461493931|0.769376831|0.721188086|0.001376853|-0.023779626|0.76362781|0|-0.052869016|-0.079844675|0.605886597|-40.50376584|34.35335309|0.119540765|91.58201681|-46.86345493|58.47512431|-31.03055741|-20.73567196|50.37922222|0.474165158|2852.085573|-15.88591693|0.346792631|15.15194163|6352.266784|31.74439379|0.0217385279999999|-234.74904|822.8625688|16.654220199999997|1.0|1.0|1.0|3.63|24.0|-9.72|4.89|6.0|67.35|2.53|2.0|1.0|7.0|-5.93|33.0|-5.58|438.52|1.0|0.0|1.0|1.19e-06|0.00052|2.26e-06|0.00099|4.78|0.0|0.0|8.43e-08|4.1461|3.8006|-1413.897695|752.08|1298.37|299.04|0.7045100000000001|-0.15573|5.1268|-0.19509|0.04051306|-1413.624817|7.9208|7.9208
3c_a12|0|0|0.0|6.555356892000001|1|0.610140703|0.06235058|4.59511985|-0.058516436|2|0.0|-0.379362977|-0.008931246|1|-0.001825446|-0.267255164|-0.116098308|-0.545592465|0.923855679|0.826033688|-0.0461654159999999|-0.10295082|0.888353608|0|-0.071719601|-0.099327724|0.242114395|-36.28720467|73.9854678|0.156144506|79.00277721|-25.42738988|0.0|-18.35985151|-17.19277136|42.97583906|0.427357986|2186.344105|-8.698843907999999|0.2944757839999999|10.88288188|4629.005722|24.36878988|0.02155815|-207.9738085|380.2468615|10.90754815|1.0|0.0|1.0|3.94|17.0|-6.78|4.01|2.25|78.41|1.82|0.0|1.0|3.0|-4.22|23.0|-6.18|319.38|0.0|0.0|1.0|6.06e-05|0.0194|9.940000000000002e-05|0.0318|2.91|0.0|0.0|5.3200000000000006e-05|3.9848|3.5862|-1327.498519|544.65|894.36|311.14|0.68067|-0.14572|1.6035|-0.22035|0.02665687|-1327.4004710000002|7699.0|7699.0
12ab_a36|0|0|0.0|7.412764017000001|2|1.297042596|-0.064515677|5.351858133|0.000258844|2|0.0|-0.408023082|-0.032623802|1|0.002112069|0.0618552579999999|-0.096853381|-0.4186639029999999|0.86559137|0.831136366|-0.0852411419999999|-0.051707317|0.888163057|0|-0.079202413|-0.095025338|0.452078227|-54.63243106|116.6804416|0.158944244|109.6369437|-45.21303385|15.55386871|-37.68448987|-23.06276515|71.2577056|0.484987413|2902.39241|-15.90828969|0.320974676|15.18764075|6314.697413|33.96451406|0.024384271|-246.9770378|708.5476357999999|16.81984117|1.0|1.0|2.0|4.86|17.0|-7.05|3.14|1.95|92.99|1.59|1.0|1.0|6.0|-3.92|32.0|-7.21|420.47|0.0|0.0|0.0|0.0001199999999999|0.0503|0.000122|0.0515|2.33|0.0|0.0|3.76e-05|3.8845|3.8845|-1364.509957|712.73|1201.64|319.17|0.69294|-0.15699|3.6976|-0.2093699999999999|0.04167456|-1364.300531|7.9586|7.9586
11_a1|0|0|0.0|7.423568444|1|1.430935838|0.033732316|5.351858133|-0.196819043|1|0.0|-0.867849442|-0.05257082|1|-0.009578125|0.126722854|-0.07452948|-0.563650254|0.823460272|0.747358374|-0.069193862|-0.075188762|0.8086124090000001|0|-0.131972845|-0.126108875|0.2027328789999999|-77.81495049|274.39137789999995|0.404475497|238.4902806|-43.84323456|84.40380304|-45.88191258|-28.7289904|98.43720241|0.47723847|2697.640232|-16.93943154|0.248121855|14.2257294|5798.645137|38.20963621|0.02620284|-297.0290662|495.0560271000001|15.44994131|1.0|1.0|2.0|3.25|23.0|-7.47|4.28|4.23|97.33|1.95|1.0|1.0|4.0|-5.07|29.0|-6.27|385.37|0.0|0.0|1.0|8.48e-06|0.00327|2.17e-05|0.00838|3.35|0.0|0.0|1.29e-05|3.7383|3.1924|-1312.462371|614.86|1036.18|331.66|0.69914|-0.12916|5.0526|-0.19462|0.03413353|-1312.2963630000002|6.7696|6.7696
11_a15|0|0|0.0|0.0|1|1.435688956|-0.1758968389999999|0.0|-0.029665252|3|0.0|-0.402711212|-0.0856783419999999|0|0.003766915|-0.056500144|-0.173728081|-0.363940085|0.843715005|0.718800243|0.0234789439999999|0.0432314409999999|0.76664841|0|-0.064429158|-0.0974577669999999|0.632319408|-44.15161868|143.8088883|0.105461874|72.27026771|-45.76619542|0.0|-30.25595097|-23.02940065|56.84224275|0.470042906|3022.859488|-15.7814467|0.260684316|11.76226306|7002.915718000001|31.14961732|0.018086221|-327.9935744|830.7967967000001|12.39401492|1.0|0.0|1.0|4.1|24.0|-8.9|4.33|6.69|59.51|2.52|2.0|1.0|6.0|-6.32|34.0|-5.26|448.52|1.0|0.0|0.0|4.77e-07|0.000214|7.970000000000001e-07|0.000357|5.32|0.0|0.0|5.7e-07|4.7106|2.9595|-1450.740771|739.57|1284.85|263.2|0.70577|-0.12134|812.0|-0.16011|0.03503399|-1450.457814|6.1314|6.1314
12i _a30|0|0|0.0|7.412764017000001|2|0.604984133|0.04580336|5.351858133|-0.030422458|2|0.0|-0.366470081|0.0109710489999999|1|0.003603419|-0.172434349|-0.051371057|-0.469854551|0.8264832879999999|0.831176513|-0.029080032|-0.1240820219999999|0.888213143|0|-0.076575246|-0.096489393|0.356921662|-50.00086637|84.78576301|0.156570866|102.235113|-41.13938837|0.0|-32.64875738|-24.43015511|60.32320054|0.479900127|2860.704198|-15.95200773|0.193700903|15.56818082|6362.153853|30.29912252|0.014680721|-400.0044646|652.8825454|9.585980094|1.0|1.0|1.0|4.62|17.0|-7.22|4.47|3.27|81.65|3.31|2.0|1.0|5.0|-5.93|30.0|-5.75|432.93|0.0|0.0|1.0|1.19e-06|0.0005139999999999|3.61e-06|0.00156|4.49|0.0|0.0|2.61e-05|5.0358|3.5242|-2035.373964|691.59|1167.27|246.2|0.68497|-0.14945|2.5397|-0.2041|0.03436093|-2035.203042|7.8013|7.8013
23_a10|0|0|0.0|7.535296702|1|1.34383709|-0.12979844|5.4161004020000005|0.012558932|2|1.981673861|-0.17741132|-0.000458688|1|0.010662507|-0.0502296329999999|-0.130679|-0.233801237|0.7338945809999999|0.754150918|-0.149057824|-0.043248272|0.800727358|1|-0.049653973|-0.072395864|0.535680357|-35.17017083|72.17779806|0.084791355|60.05816353|-36.32074126|53.00900704|-24.91121732|-19.02262196|41.98112956|0.485561757|3103.831885|-13.47382337|0.238800348|17.02048484|7034.375112000001|24.9903188|0.013394095|-370.018179|930.6293092|9.487107794|1.0|1.0|0.0|3.8|27.0|-9.84|5.11|5.81|56.07|2.99|2.0|1.0|6.0|-5.38|35.0|-5.93|461.56|0.0|0.0|1.0|4.19e-06|0.00193|2e-06|0.000923|4.48|0.0|0.0|6.66e-08|3.8034|3.8034|-1470.1960279999998|768.3|1336.11|325.98|0.67647|-0.15858|3.8115|-0.21158|0.02986448|-1469.902562|6.1249|6.1249
3h_a32|1|1|0.0|7.765993078999999|0|0.609420752|0.01077056|5.733341277|-0.008243901|0|2.243113495|-0.269379119|-0.003152613|3|0.003284804|0.025035542|-0.071193103|-0.531669815|0.84279263|0.7926338540000001|-0.169197453|-0.2|0.834881529|1|-0.07183387|-0.0882883959999999|0.30907784|-44.97387528|76.38838542|0.12119737|75.87946135|-34.60714056|0.0|-28.15732254|-17.27367301|51.95714963|0.4089962629999999|2398.020434|-10.81473143|0.226505997|13.71739929|5187.525619|22.33200639|0.011751781|-342.4592076|593.0848817000001|7.357575822|1.0|1.0|1.0|3.65|19.0|-8.47|8.11|6.24|110.94|2.64|2.0|1.0|7.0|-8.23|26.0|-4.29|382.55|1.0|0.0|1.0|5.8700000000000014e-09|2.24e-06|7.140000000000001e-07|0.000273|6.12|0.0|0.0|1.29e-06|3.5552|3.5552|-1790.6908030000002|676.22|1127.45|348.74|0.70257|-0.1474099999999999|3.5952|-0.20059|0.02690554|-1790.5004850000005|8.1549|8.1549
19h_a38|0|0|0.0|7.412764017000001|2|1.297044177|-0.088176988|5.351858133|-0.082283951|2|0.0|-0.420209249|-0.043452674|1|-0.000673716|0.303981987|-0.101303149|-0.420225236|0.724208473|0.819222745|-0.054149342|-0.121374121|0.8741648479999999|0|-0.082211319|-0.109986804|0.3263113569999999|-48.43313101|136.81322659999998|0.225371198|132.7728693|-38.17354026|0.0|-28.533396600000003|-23.32673803|60.94327866|0.47459722|2774.611523|-13.74247449|0.24620669|12.98143834|6253.901215|30.94580137|0.020207411|-299.0343596|595.8790650000001|11.90478646|1.0|1.0|3.0|4.8|17.0|-6.86|3.13|2.55|81.23|2.4|1.0|1.0|5.0|-4.14|30.0|-6.77|401.44|0.0|0.0|1.0|7.209999999999999e-05|29.0|6.77e-05|0.0272|2.78|0.0|0.0|5.610000000000001e-05|3.7384|3.5358|-1332.187847|626.65|1092.17|331.65|0.69012|-0.1467099999999999|6.9749|-0.20379|0.03396934|-1331.999352|8.0348|8.0348
4c_a46|0|0|0.139403726|7.825245291|1|1.134637091|-0.068543882|5.587248657999999|-0.048990529|1|0.0|-0.300069396|-0.051150771|1|0.010040825|-0.165951544|-0.056422062|-0.421467037|0.649753668|0.726862617|0.072412685|-0.0976963169999999|0.761921603|0|-0.063644365|-0.087503927|0.305199509|-40.22007179|35.22734468|0.109222605|69.02325225|-34.9456654|53.13410852|-25.41708422|-18.76186479|49.01980408|0.450883931|2455.604167|-11.85656505|0.159246215|13.06174141|5571.088357|22.31552819|0.008510983|-430.6788754|696.2528933|5.378517586|1.0|1.0|0.0|4.09|17.0|-7.62|5.11|5.24|57.01|3.4|2.0|1.0|5.0|-5.55|29.0|-5.39|389.49|0.0|1.0|0.0|2.8e-06|0.00109|5.3e-06|0.00207|4.63|0.0|0.0|9.32e-06|5.4579|4.1026|-1245.4159619999998|683.75|1176.07|227.16|0.6986600000000001|-0.17085|4.1039|-0.21466|0.02299741|-1245.176359|5.6972|5.6972
27a_a34|0|0|0.0|7.412764017000001|1|0.300206665|0.0257175079999999|5.351858133|-0.456594848|1|0.0|-0.7320090459999999|-0.026428049|1|-0.005234221|-0.13716603|-0.158932197|-0.53047808|0.8186389829999999|0.779284547|-0.07177581|-0.012251785|0.832753533|0|-0.106669294|-0.123191967|0.4305370679999999|-74.78290605|176.4623026|0.3990357329999999|279.75296960000003|-60.54917431|22.69787432|-52.42823715|-30.38821209|93.41277507|0.436895447|3394.470264|-21.30433911|0.235078289|15.91204178|7104.26596|39.72721867|0.020552444|-371.4586403|718.5861133999999|14.40875302|1.0|1.0|2.0|3.66|23.0|-7.61|2.01|3.97|129.74|1.06|1.0|1.0|6.0|-4.96|33.0|-7.29|463.51|0.0|0.0|0.0|1.09e-05|0.00504|3.43e-05|0.0159|2.59|0.0|0.0|1.13e-05|5.0012|4.1228|-1861.741982|737.7|1247.85|247.91|0.69818|-0.16691|10.8591|-0.20615|0.04629882|-1861.534743|6.6198|6.6198
2_a27|0|0|0.0|6.605297921|0|1.402655014|0.09890645|4.59511985|-0.0609613559999999|2|1.267636369|-0.276758209|0.11675125|1|0.00988756|-0.337316432|-0.21066171|-0.475677812|0.639024713|0.796022385|0.137868605|0.027777778|0.8585302370000001|1|-0.058444848|-0.081513931|0.408120957|-29.42169804|9.194894069|0.153130039|77.08713259|-20.65736087|53.58106492|-14.81116546|-14.73047548|39.39404027|0.4424192289999999|2210.487938|-7.415462877|0.331537817|9.527176544|4774.521748|22.03636323|0.022639983|-169.6109632|373.9912084|11.39718489|0.0|0.0|0.0|2.9|21.0|-5.84|2.43|2.49|65.6|2.42|0.0|2.0|2.0|-3.19|24.0|-6.69|317.34|0.0|1.0|1.0|0.000644|204.0|0.0002009999999999|0.0638|2.18|0.0|0.0|0.0004599999999999|4.1624|4.1624|-1043.821085|538.57|906.48|297.87|0.55857|-0.16769|4.7049|-0.21702|0.02268519|-1043.715364|7.8861|7.8861
8f_a8|0|0|0.0|7.05012252|0|1.394802091|0.024051247|4.844187086|-0.249095464|0|0.0|-0.485102985|-0.08540947|1|-0.007036544|0.152294451|0.09830823|-0.5373378529999999|0.578166105|0.6971223040000001|-0.016217844|0.010682683|0.751162751|0|-0.122135295|-0.1064257719999999|0.308621017|-71.22071405|317.0847898|0.403186031|235.1097364|-36.18904175|67.99102163|-41.53091131|-28.20910228|79.13157981|0.456995667|2622.044457|-16.44956443|0.09422952|13.81994609|5948.547713|31.14376424|0.009226445|-473.23361|485.8626377000001|5.380213594|0.0|0.0|2.0|3.14|23.0|-7.95|4.69|4.72|80.88|4.11|2.0|1.0|4.0|-5.21|29.0|-5.98|391.37|0.0|0.0|0.0|6.11e-06|0.0023899999999999|1.01e-05|0.00395|3.82|0.0|0.0|4.43e-06|4.7027|3.4876|-1361.658484|602.63|1022.89|263.65|0.69925|-0.14532|5.8283|-0.21285|0.03173623|-1361.510739|4.6428|4.6428
7s_a46|0|0|0.218897825|7.727094485|1|1.160371307|-0.0778653109999999|5.533389489|-0.076841616|1|0.0|-0.240797051|-0.005405515|1|0.005577925|-0.327656845|0.012197837|-0.3638523629999999|0.778692012|0.770312275|-0.036284605|-0.030371026|0.8182543959999999|0|-0.096723151|-0.083011849|0.249893305|-48.61321955|166.3052939|0.141211538|70.97315818|-20.9694955|0.0|-24.43308641|-15.894055599999998|53.07188519|0.433822088|1982.695462|-7.988379237|0.1801125439999999|9.829721631|4245.390306|19.38565529|0.01122216|-321.55195330000004|409.9543818|5.640276426000001|0.0|1.0|1.0|3.08|17.0|-6.08|3.65|3.9|50.94|2.39|0.0|1.0|2.0|-4.07|23.0|-5.81|305.37|0.0|1.0|1.0|8.590000000000001e-05|0.0262|5.76e-05|0.0176|3.32|0.0|0.0|0.000256|5.2972|4293.0|-974.8067569|539.99|916.7|234.06|0.69976|-0.17923|2.4286|-0.19947|0.036050328|-974.664103|5.7022|5.7022
12aj_a36|0|0|0.0|7.412764017000001|2|1.29704406|-0.056210607|5.351858133|-0.045035034|2|0.0|-0.402433117|-0.103202936|1|0.003962098|0.1087087|-0.104118159|-0.43462267|0.90414347|0.812278823|0.091113865|-0.072770961|0.8632656809999999|0|-0.073002742|-0.10279655|0.251263868|-46.79363201|82.34300699|0.173013687|110.89910559999998|-42.23511741|0.0|-29.99399664|-23.62130319|58.52715472|0.47532973|2710.647462|-15.14089115|0.22507266|15.35536375|5763.333098|30.48195872|0.016684569|-352.4483722|662.0530478999999|10.69455126|1.0|1.0|2.0|4.84|17.0|-6.97|3.24|2.19|69.2|2.24|1.0|1.0|5.0|-4.16|30.0|-6.55|395.46|0.0|1.0|0.0|6.929999999999999e-05|0.0274|5.05e-05|0.02|3.04|0.0|0.0|4.270000000000001e-05|5.2301|3.6017|-1272.27339|682.84|1157.64|237.06|0.70423|-0.14818|5.8554|-0.20093|0.03225532|-1272.060325|7.7696|7.7696
13b_a5|0|0|0.0|7.153833802|1|1.338814635|-0.142746146|5.209486153|0.011339656|2|0.0|-0.251535058|-0.104404004|1|0.0066003869999999|-0.010368468|-0.055701188|-0.357011244|0.6700114770000001|0.765309977|0.03431921|-0.0330907489999999|0.8184221559999999|0|-0.0694958329999999|-0.074710354|0.468748106|-44.93506461|14.41650822|0.168442764|108.9128108|-31.23446039|46.77748445|-29.05440446|-17.04942469|53.91565742|0.455921715|2661.597781|-11.0239272|0.345923611|15.48959317|5678.380299|26.06641209|0.021552174|-199.2474147|638.8437454|13.93534415|0.0|1.0|1.0|2.97|23.0|-8.36|4.64|4.06|74.77|1.96|1.0|1.0|5.0|-4.24|30.0|-6.58|395.46|0.0|1.0|1.0|5.69e-05|0.0225|3.75e-05|0.0148|3.01|0.0|0.0|1.72e-06|4.6733|4.1793|-1276.066049|672.43|1138.73|265.31|0.57482|-0.17274|3.5881|-0.22451|0.035153|-1275.865034|6.9586|6.9586
14e_a23|1|1|-4.45581912|7.423568444|0|1.197957573|0.059967018|5.351858133|-0.272389934|2|0.650989437|-0.4787294729999999|0.021081733|2|0.001951778|0.072830644|-0.07256543|-0.5232404310000001|0.560094237|0.791790895|0.133270225|-0.014216155|0.8510270329999999|1|-0.073376247|-0.089453046|0.267882223|-51.07141556|48.244071000000005|0.074607942|51.92870134|-43.33511299|0.5612316039999999|-35.54678231|-27.39493099|63.61519626|0.49543439|3255.313968|-19.06744972|0.203474128|15.89643482|7663.17288|34.39302091|0.017954325|-412.7765217|658.8108151|12.49658915|0.0|1.0|1.0|3.54|26.0|-8.23|4.42|6.19|105.02|3.82|2.0|1.0|6.0|-6.38|34.0|-6.06|479.48|1.0|0.0|0.0|4.1200000000000004e-07|0.000198|1.61e-06|0.000773|4.46|0.0|0.0|2.85e-06|3.7033|3.7033|-1966.96594|706.39|1209.58|334.8|0.63922|-153.0|3.7696|-0.2342199999999999|0.02250947|-1966.785007|8.5214|8.5214
12u_a36|0|0|0.0|7.412764017000001|2|1.270259304|-0.054501792|5.351858133|-0.0407717229999999|2|0.0|-0.407105926|-0.063855309|1|0.005035022|0.055588998|-0.099596099|-0.438988314|0.901715152|0.8101678720000001|0.080270195|-0.018047007|0.855176759|0|-0.07260571|-0.0969881059999999|0.3765068079999999|-50.53295452|86.1184622|0.157772171|109.8080843|-46.98143813|5.944854912|-35.17050511|-24.02645378|62.80959338|0.486156325|2831.106839|-16.72220679|0.22061252|14.90088936|6127.402572|30.82735404|0.015171583|-388.9026034|799.5563855|10.55929252|1.0|1.0|2.0|5.05|17.0|-7.38|3.85|3.01|69.2|2.66|2.0|1.0|6.0|-4.95|32.0|-6.19|423.51|0.0|1.0|1.0|1.13e-05|0.0047799999999999|1.39e-05|0.00589|3.8|0.0|0.0|1.7800000000000002e-05|3.8847|3675.0|-1350.8981130000002|739.12|1254.5|319.16|0.70272|-0.15109|5.8702|-0.20409|0.03260752|-1350.638138|7.7959|7.7959
47p_a18|0|0|0.0|7.03438793|1|1.25117677|-0.001819106|4.844187086|-0.04760181|0|0.0|-0.3775970529999999|-0.015960677|0|0.003537135|0.037961877|-0.1736074389999999|-0.441700685|0.72025564|0.726294118|0.030970815|-0.082977829|0.7611910209999999|0|-0.06909945|-0.082580968|0.278332428|-51.14496913|10.25627035|0.1670454519999999|123.6411353|-45.24146169|48.48855261|-37.85569728|-22.80728054|57.05881288|0.488811071|2933.069245|-16.88114242|0.181540558|19.41290064|6726.61969|27.86610962|0.01090303|-471.4248324|1011.163774|8.070036862|1.0|1.0|2.0|4.29|18.0|-9.03|3.65|3.34|76.5|3.13|3.0|1.0|9.0|-5.67|35.0|-6.07|468.59|0.0|1.0|0.0|2.13e-06|0.000998|5.34e-06|0.0025|4.35|0.0|0.0|4.38e-07|3.2036|3.2036|-1493.759811|795.43|1391.71|387.01|0.6937800000000001|-0.13118|3.6452|-0.18746|0.02843634|-1493.407248|7.1938|7.1938
7_a15|0|0|0.0|0.0|0|1.419941457|-0.2269896539999999|0.0|-0.038088878|1|0.0|-0.494898891|0.038636783|0|0.002150323|0.213947987|-0.211522056|-0.335491052|0.857287135|0.70084115|0.154068618|0.00364345|0.740089344|0|-0.074406877|-0.110819329|0.403524276|-41.29775265|103.8062879|0.158599673|88.02694557|-34.13832456|56.30310755|-22.92132733|-14.70834175|61.6121151|0.396557391|2330.667514|-8.163512395|0.551335598|9.971755103|5097.868552|32.78250222|0.042799094|56.98518567|474.9756287|23.75461091|1.0|0.0|1.0|3.16|18.0|-7.19|3.38|4.64|61.84|1.74|2.0|1.0|7.0|-4.83|26.0|-5.72|352.38|0.0|1.0|1.0|1.46e-05|0.00516|3.2e-05|0.0113|3.84|0.0|0.0|2.26e-05|4.4386|3.7495|-1184.385377|580.73|1000.95|279.33|0.70497|-0.15605|1.1115|-0.18454|0.01827873|-1184.224637|6644.0|6644.0
