molecula|SddssS|n9FaHRing|SaaNH|SssssC|NaasN|SRW09|nAHRing|nARing|BCUTs-1|AATSC1c|n6HRing|MATS7i|SaaaC|ATSC1c|AATSC1are|BCUTi-1|n5aRing|n5aHRing|AATSC1pe|n6aHRing|BIC2|MATS8s|MATS8d|SIC2|RASA|FNSA3|PNSA5|RNCS|FNSA4|WPSA3|RPCS|FNSA1|WNSA3|DPSA5|DPSA3|GRAVp|TASA|PNSA2|MOMI-Z|GeomRadius|GeomDiameter|GRAV|PPSA1|WNSA2|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Leadlikeness|Brenk|Molar refractivity|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Egan filter|BBB|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Volume|Oscillator Force (max. Transition)|Approximated area|Contribution (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|Gibbs Free Energy|Dipole (water)|pIC50|pIC50
12ba_a36|0.0|0|3.389685532|0.0|0|7.412764017000001|2|2|1.297043659|-0.0075620109999999|2|0.087201747|0.0|-0.423472625|-0.002123045|10.9478512|1|1|-0.000621302|1|0.8256014690000001|0.041478447|-0.0202572689999999|0.890675195|0.849738126|-0.083210415|-73.03464847|100.798163|-0.037526591|11.16896162|16.1479891|0.7068957840000001|-37.76553687|89.06670390000001|72.63670824|3035.390784|572.4586103999999|-1314.6236720000002|2492.5731100000003|7.409667253999999|14.59456478|6722.60947|197.4608731|-885.6465508|1859.713557|688.1986357999999|16.03205543|1.0|1.0|1.0|0.0|2.0|4.8|0.12|17.0|-6.72|2.79|1.63|116.78|1.0|0.0|133.18|5.0|-4.77|33.0|6.0|-7.04|0.0|0.0|0.0|-4.25|1.91e-07|8.240000000000001e-05|3.0114|-1417.454721|-1417.426327|1187.56|0.7436|547.82|0.70432|-0.12587|3.1996|-0.21033|-1417.249741|4.5448|7.6778|7.6778
25c_a34|0.0|0|0.0|0.0|1|7.412764017000001|2|2|1.377881974|-0.014384932|2|-0.16034464|0.0|-0.834326082|-0.002827527|10.95957635|1|1|0.001433865|1|0.80135608|0.118901861|-0.072907053|0.844690266|0.683231623|-0.088513496|-75.6298008|183.6812574|-0.031498055|19.49130854|93.28638171|0.537428437|-39.37521522|100.6665476|88.25954175|2884.104654|455.6954382|-1134.447012|2439.174137|7.484891117|13.26192888|6306.980593|308.52165519999994|-756.6428589|2110.880136|648.0187526000001|25.03674677|0.0|1.0|1.0|1.0|1.0|3.64|0.32|17.0|-5.71|2.18|1.98|90.74|1.0|0.0|116.0|6.0|-2.81|31.0|6.0|-7.95|0.0|0.0|0.0|-3.28|1.97e-06|0.0008289999999999|4.2095|-1426.704645|-1426.666471|1180.85|0.2239999999999999|561.29|0.69247|-0.17424|7.12|-0.2069599999999999|-1426.48597|9.8087|5.7496|5.7496
9i_a24|0.0|0|2.9199957480000003|0.0|1|7.153833802|0|0|1.4281889280000002|-0.005148312|2|-0.076024544|0.0|-0.190487553|0.004814196|10.96661275|2|2|0.005891639|2|0.822658951|0.139004845|-0.0106944439999999|0.898194715|0.8260893640000001|-0.064657333|-33.00219474|10.13249376|-0.024639839|5.613069697999999|1.634015079|0.499238289|-14.44881966|51.05832236|42.43894111|2061.729154|390.5119445|-396.0263368|761.9885477000001|5.946747117|11.18382556|4155.922671|236.7218826|-187.2109987|793.2611447|295.8603625|18.05612763|1.0|0.0|1.0|1.0|1.0|2.76|0.0|22.0|-6.05|2.42|2.72|72.28|0.0|0.0|82.17|3.0|-2.6|22.0|4.0|-7.01|0.0|1.0|0.0|-3.1|8.95e-07|0.000258|4.1459|-945.286637|-945.2626532|825.7|0.2373|363.15|0.6755800000000001|-0.17204|7.1135|-0.21943|-945.222448|9.2818|7.0555|7.0555
18c_a22|0.0|0|0.0|0.0|1|6.842683282|0|0|1.194229067|-0.003749104|2|-0.044828537|1.642882533|-0.213698903|0.005449965|10.31286086|1|1|0.005597023|2|0.7669483559999999|-0.032031791|0.010828071|0.8287956870000001|0.931073539|-0.057956428|-52.84635017|30.63947336|-0.028825841|9.49723261|15.22791009|0.682690024|-27.73804808|67.73280290000001|53.82294919|3090.601885|644.1264387|-1056.927003|2574.178324|7.332936064|14.04085897|7101.057047|219.5183688|-731.1931848999999|1548.179944|779.8043336000001|14.88645273|1.0|1.0|1.0|1.0|1.0|3.56|0.08|27.0|-9.46|5.36|4.98|124.4|1.0|1.0|136.36|6.0|-5.8|34.0|5.0|-6.63|0.0|0.0|1.0|-5.1|3.4299999999999995e-10|1.58e-07|3.7222|-1783.562578|-1783.5397829999995|1249.84|0.2996|583.88|0.60449|-0.15158|1.2938|-0.22365|-1783.340519|1.0733|7585.0|7585.0
IN1233_a59|0.0|0|3.463603867|0.0|0|6.842683282|0|0|1.400923654|-0.008841844|2|0.163548857|1.983673343|-0.5039851160000001|-0.005614194|10.93301779|1|1|-0.004071701|2|0.74801464|-0.107446431|-0.090732503|0.80310139|0.7613246490000001|-0.092761756|-63.36348363|318.5587088|-0.035929742|4.79704394|83.1557517|0.810795898|-41.08157616|72.32484741|68.94000009|2809.840422|506.6510632|-1267.269673|1822.396842|8.011984402000001|15.51626497|6206.818668|125.91272279999998|-843.3505049|1562.994677|712.1606951|8.961363774|1.0|1.0|1.0|1.0|2.0|3.48|0.08|27.0|-10.0|5.54|4.69|97.55|2.0|0.0|125.07|5.0|-5.59|32.0|4.0|-6.13|0.0|0.0|1.0|-5.16|9.93e-11|4.17e-08|3.5355|-1352.351584|-1352.326849|1204.16|0.2623|531.14|0.6953699999999999|-0.14684|5.4004|-0.20289|-1352.135303|7.6059|7.4685|7.4685
14c_a22|0.0|0|0.0|0.0|1|6.842683282|0|0|1.42291727|-0.005236206|2|-0.026986769|1.568396937|-0.298463715|0.003784292|10.9464374|1|1|0.004362505|2|0.773044788|-0.096749121|0.010828071|0.8353837409999999|0.866576459|-0.067475189|-57.64986681|36.22825261|-0.030217952|12.73426132|78.22334636|0.66168729|-34.9718749|75.5139152|66.26540251|3079.4894480000003|623.8702703|-1152.997336|2092.7515510000003|8.626337592|16.03849168|6882.45|243.5598613|-830.0718911|1742.5109329999998|731.8178649|17.86404838|0.0|1.0|1.0|1.0|1.0|3.49|0.08|27.0|-9.28|3.9|4.18|109.38|1.0|0.0|128.77|6.0|-4.86|34.0|6.0|-6.96|0.0|0.0|0.0|-4.62|5.269999999999997e-10|2.35e-07|3.6741|-1460.602657|-1460.571156|1241.55|0.5079|575.8|0.69113|-0.15408|7.3824|-0.22807|-1460.38772|9.04|6.8153|6.8153
1o_a5|0.0|0|2.923171926|0.0|0|6.605297921|0|0|1.427566509|-0.002633927|2|-0.033273504|0.0|-0.1079910069999999|0.0057302559999999|10.94518594|1|1|0.0051989459999999|2|0.78144982|-0.003561205|-0.016408975|0.85693939|0.88430372|-0.079346457|-39.1638643|167.3051756|-0.028770932|3.827177229|1.01402588|0.699913551|-22.90899675|50.11479279|49.75766514|2238.291862|475.1609233|-587.4579645|833.537568|7.522366517000001|14.20898333|4572.818263|161.2447749|-315.657463|839.3293197999999|393.5487205|10.95092849|1.0|1.0|1.0|1.0|1.0|2.81|0.0|23.0|-8.11|4.48|4.07|78.25|0.0|0.0|95.2|3.0|-4.08|25.0|4.0|-6.3|0.0|0.0|1.0|-4.08|7.85e-09|2.54e-06|4.1692|-1043.577386|-1043.536121|938.37|0.3966|443.88|0.5492100000000001|-0.1693599999999999|4.7435|-0.23973|-1043.472984|5.4919|7.4559|7.4559
1b_a5|0.0|0|2.881451247|0.0|0|6.605297921|0|0|1.4258024619999998|-0.00279809|2|-0.095857885|0.0|-0.111923619|0.003886035|10.94890233|1|1|0.003708988|2|0.759794937|0.122747292|-0.054153474|0.827319059|0.808828623|-0.07823203|-38.87394276|168.30518769999998|-0.031306145|2.737713392|0.769931305|0.7324812509999999|-19.82538668|48.55415504|44.82086533|2171.716467|407.1693177|-583.1091414|919.9167129|6.11909445|11.64312636|4577.125071|134.6705884|-293.5407385|796.0738116|357.34245360000006|9.680212283|1.0|0.0|1.0|1.0|1.0|2.75|0.0|23.0|-8.3|4.88|4.76|54.46|0.0|0.0|90.44|3.0|-3.97|24.0|4.0|-5.99|0.0|1.0|1.0|-4.3|4.99e-09|1.58e-06|4.6481|-1050.538976|-1050.506509|892.61|0.3101|388.58|0.43728|-0.1892|2891.0|-0.23055|-1050.462425|4.3687|7.2291|7.2291
12c_a30|0.0|0|0.0|0.0|0|7.412764017000001|2|2|0.604984133|-0.006900253|2|-0.0983590219999999|0.0|-0.3657134279999999|0.00372838|10.31162888|1|1|0.003603419|1|0.824373792|-0.031986012|-0.1240820219999999|0.880943609|0.8439327120000001|-0.076777688|-62.99109515|82.07537640000001|-0.037411484|6.768942632999999|0.0|0.8061287690000001|-32.72642202|72.5855533|60.4942895|2860.640481|550.9847369|-1196.830808|2456.062146|7.652098812999999|13.9883503|6403.739746|126.574178|-781.3839879|1484.664552|652.8825454|9.594458155|1.0|1.0|1.0|0.0|1.0|4.62|0.14|17.0|-7.22|4.47|3.27|81.65|2.0|0.0|132.29|5.0|-5.93|30.0|4.0|-5.75|0.0|0.0|1.0|-5.44|6.03e-08|2.61e-05|3.5286|-2035.373591|-2035.339256|1168.62|0.2155|541.39|0.68457|-0.1496299999999999|3.7377|-0.2038599999999999|-2035.202565|4.7893|7.9914|7.9914
12b_a32|0.0|1|3.477905329|0.0|0|7.765993078999999|0|0|0.609420757|-0.009432679|0|-0.044307211|2.153718992|-0.462201267|-0.003484915|10.31100269|3|3|-0.001662219|0|0.838021287|-0.0533240309999999|-0.090027803|0.8887585240000001|0.782593|-0.081450418|-60.93328667|90.57560878|-0.027561517|6.356098747000001|65.29222164|0.60420609|-31.79562339|76.65746734|61.06285882|2573.006963|488.9595947|-792.1327267000001|3148.185476|7.076348793999999|12.42841652|5653.268811|247.2897528|-494.9199607|1311.0306890000002|557.1050635|15.72418067|1.0|1.0|1.0|1.0|2.0|3.47|0.26|19.0|-7.65|6.49|4.19|140.04|1.0|0.0|110.47|7.0|-5.9|27.0|4.0|-6.4|1.0|0.0|1.0|-4.43|2.23e-08|8.86e-06|3.5703|-1880.770588|-1880.732075|1109.93|0.2865|541.49|0.70258|-0.14803|3208.0|-0.19976|-1880.599158|4.1080000000000005|7585.0|7585.0
28_a20|0.0|0|0.0|0.0|1|6.842683282|0|0|1.417203216|-0.006492092|3|0.091462964|1.650185059|-0.363557127|0.002234763|10.94963925|1|1|0.002695258|3|0.755701837|-0.104458316|-0.06654421|0.812553182|0.7817507370000001|-0.086299346|-60.85602167|318.7453661|-0.035068957|6.540604536|88.39175809|0.773641727|-38.44343857|71.98460956|67.39863895|2865.917291|521.7658603|-1217.120433|2449.815677|7.587188177000001|14.28413212|6348.941881000001|151.0788711|-812.3457521|1573.2352460000002|684.5377542|11.12858789|0.0|1.0|1.0|1.0|1.0|3.45|0.08|27.0|-8.8|3.93|4.01|99.58|1.0|0.0|122.8|5.0|-4.42|32.0|5.0|-6.96|0.0|0.0|1.0|-4.43|1.57e-09|6.590000000000001e-07|3.5798|-1368.363151|-1368.32781|1198.32|0.2354|531.85|0.4701899999999999|-0.15572|3.5284|-0.21814|-1368.146882|4.7428|6.5935|6.5935
1e_a5|0.0|0|2.953259375|0.0|0|6.605297921|0|0|1.427503886|-0.001975193|2|-0.080321049|0.0|-0.084933308|0.008031558|10.94440038|1|1|0.007357977|2|0.771487328|0.045376705|-0.075239398|0.834250802|0.8805795|-0.06795194|-36.22202792|159.537038|-0.0278901329999999|2.317577542|0.0|0.7473936259999999|-18.33860051|44.38364879|39.76196174|2107.092939|457.4574833|-579.5524467|827.4861275000001|6.41473183|12.39753333|4342.827698|131.2279879|-301.0751483|775.4313476|409.0289917|8.161620868|1.0|0.0|1.0|1.0|1.0|2.83|0.05|23.0|-8.41|4.99|4.51|54.46|0.0|0.0|95.45|3.0|-4.25|24.0|3.0|-5.77|0.0|1.0|1.0|-4.45|3.87e-09|1.21e-06|4.4292|-990.6320386|-990.6006645|935.47|0.5156|427.87|0.51802|-0.18105|1916.0|-0.22291|-990.522307|3.0386|6719.0|6719.0
4r_a46|0.0|0|0.0|-0.03033057|1|7.832410927000001|1|1|1.13129629|-0.002826188|2|-0.15196733|0.0|-0.141309389|0.006236535|10.96363493|1|1|0.0061041|2|0.810646641|-0.077483502|-0.070397185|0.8549242340000001|0.8478197820000001|-0.079297367|-43.14814202|176.18445569999997|-0.0259595379999999|3.220912917|0.0|0.7146312779999999|-22.31391864|51.22472631|48.13649426|2137.47734|449.7405899|-647.2221302999999|1451.6122289999998|5.81085807|10.69131411|4775.760774|151.3787482|-343.3301143|905.6728276|496.0386301|8.076584289|0.0|0.0|1.0|1.0|1.0|3.82|0.35|17.0|-6.25|3.56|3.43|63.83|0.0|0.0|97.9|3.0|-3.09|25.0|4.0|-6.83|0.0|1.0|0.0|-3.55|5.64e-07|0.000188|4.5209|-1069.447946|-1069.419677|986.04|0.1404|467.85|0.69085|-0.18999|2.6630000000000003|-0.2207199999999999|-1069.284137|3.5979|5.8499|5.8499
1a_a18 (SB-431542)|0.0|0|3.3674017380000003|0.0|0|7.423568444|1|1|1.430935835|-0.015636898|1|0.1008839219999999|0.0|-0.766207981|-0.011639964|10.94959842|1|1|-0.008385698|1|0.7462411859999999|-0.08530265|-0.083341531|0.805877431|0.5940412860000001|-0.126408788|-72.69619778|160.410387|-0.0462988229999999|11.61820782|105.3125675|0.7531996609999999|-44.47680367|87.15852628|94.56841061|2678.82389|352.3666367|-1235.8353619999998|1890.195809|7.52384981|14.26170773|5748.422847|146.3942108|-733.0587287000001|1640.78056|513.4628663999999|14.4623285|1.0|1.0|1.0|1.0|2.0|3.25|0.05|23.0|-7.69|4.04|3.63|103.12|1.0|0.0|106.85|4.0|-4.52|29.0|5.0|-6.73|0.0|0.0|1.0|-4.25|2.03e-08|7.81e-06|3295.0|-1292.588031|-1292.553086|1048.7|0.5767|464.08|0.69868|-0.13329|5.9926|-193.0|-1292.414518|8.8609|6.9031|6.9031
