molecula|n9FaHRing|n9FaRing|SssssC|NaasN|nAHRing|nARing|SaasN|AATSC1c|n6HRing|MATS7i|ATSC1c|AATSC1are|n5aHRing|AATSC1pe|AATSC7i|MATS1i|AATSC1i|n6aHRing|GATS1are|MATS8s|nFaHRing|FNSA3|PBF|FPSA3|PNSA3|PNSA5|RPSA|FNSA4|WNSA5|WPSA3|RPCS|FNSA1|FNSA2|WNSA3|PNSA4|GeomPetitjeanIndex|WNSA4|GeomShapeIndex|GRAV|PPSA1|FPSA5|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2C9 inhibitor|P-gp substrate|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Log Po/w WLOGP|TPSA_y|Leadlikeness|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Egan filter|BBB|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
3c_a12|0|0|0.0|0|1|1|0.0|-0.009252756|2|-0.14679559|-0.379362977|-0.003879878|1|-0.001825446|-0.267255164|-0.116098308|-0.211367878|1|0.923855679|-0.0461654159999999|0|-0.071719601|0.242114395|0.013219706|-36.28720467|-50.25579322|0.156144506|-0.033980537|-25.42738988|3.384177297|0.0|0.7055242159999999|-1.291260406|-18.35985151|-17.19277136|0.427357986|-8.698843907999999|0.746291708|4629.005722|148.9927848|0.02155815|926.0140155|380.2468615|10.90754815|1.0|1.0|0.0|1.0|2.78|2.25|78.41|0.0|98.16|0.0|1.0|23.0|4.0|-6.18|0.0|0.0|-4.0|6.06e-05|2.91|0.0|0.0|1.67e-07|5.3200000000000006e-05|2.56|3.5862|-1327.498519|-1327.471862|544.65|894.36|345.72|0.43415|0.68067|-1327.351991|0.1193|-0.14572|1.6035|-0.22035|0.02665687|-1327.4004710000002|2.3061|0.02|7699.0|7699.0
12bg_a36|0|0|0.0|0|2|2|0.0|-0.0076819|2|0.057879142|-0.414822602|-0.001012333|1|-0.00097037|0.097928606|-0.101451485|-0.1716508239999999|1|0.884841888|-0.023460562|0|-0.075439837|0.543472602|0.019606406|-51.74990566|-70.42534258|0.159389648|-0.036959207|-48.31008346|9.22604612|14.85588272|0.747867728|-1.847960372|-35.49918495|-25.35312333|0.46245521|-17.39163005|0.860310096|6753.439903|172.9566471|0.01946912|1695.0272350000002|661.6709012|13.35534589|1.0|1.0|1.0|2.0|0.0|3.19|69.2|2.0|133.77|0.0|1.0|31.0|4.0|-6.26|0.0|1.0|-5.18|8.27e-06|3.93|0.0|0.0|1.74e-08|7.83e-06|4.42|3.8944|-2152.13793|-2152.104584|703.94|1186.75|318.36|0.69395|0.69395|-2151.914954|0.4409|-0.15743|6.6844|-0.21166|0.03334656|-2151.975577|9.3601|15.0|7.8239|7.8239
12a_a5|0|0|0.0|0|1|1|0.0|-0.00166971|2|-0.0036987359999999|-0.09350376|0.00873078|1|0.008649556|-0.006024869|-0.057691345|-0.093973419|2|0.762866363|0.1121034509999999|0|-0.058605038|0.337539208|0.0081891369999999|-36.01436435|-41.59124655|0.105409104|-0.026030816|-25.55893402|3.0925714930000003|0.0|0.746785093|-1.353602454|-22.13179066|-15.99663329|0.457755771|-9.830359239|0.844187448|5294.775577|155.6073368|0.014342828|1113.8745800000002|650.3600841|8.814051518|0.0|1.0|1.0|1.0|2.96|4.26|57.7|1.0|119.38|0.0|1.0|29.0|4.0|-6.23|0.0|1.0|-4.59|5.37e-05|3.38|0.0|0.0|1.4800000000000003e-09|5.660000000000001e-07|2.91|4.1610000000000005|-1202.02622|-1201.990542|667.31|1140.24|297.97|0.50831|0.67169|-1201.750315|0.0296|-0.17152|2.5642|-0.21228|0.03567816|-1201.8082029999998|3.9457|19.0|7.7212|7.7212
34_a20|0|0|0.0|1|0|0|1.877209467|-0.0057643419999999|2|0.199191385|-0.328567476|0.003085806|1|0.003149352|0.327535029|0.0346782989999999|0.057022334|2|0.7071284179999999|-0.101401966|1|-0.0851907119999999|0.408491116|0.0130295999999999|-57.31821177|-57.49912174|0.203342854|-0.032248904|-38.68669181|5.898367836|80.66541842|0.776414086|-1.709191893|-38.56497154|-21.69778179|0.462785432|-14.59875162|0.8614536140000001|6211.26199|150.43359099999998|0.01491516|1481.145765|712.1606951|10.03525243|1.0|1.0|1.0|1.0|2.92|4.62|86.69|2.0|125.0|0.0|1.0|32.0|4.0|-6.28|0.0|0.0|-5.02|7.27e-06|3.63|0.0|0.0|6.64e-10|2.780000000000001e-07|4.97|3.8699|-1352.31921|-1352.2836220000002|711.19|1205.64|320.38|0.38519|0.68845|-1352.041015|0.0766|-0.16103|3.8519|-0.21284|0.03558836|-1352.102407|5.4994|61.0|7.2147|7.2147
4_a3|0|0|0.0|0|0|0|0.0|-0.008561428|1|-0.08769805|-0.325334256|-0.008407895|1|-0.007022144|-0.208888686|0.053425134|0.127253753|1|0.640351067|-0.028924747|1|-0.110345083|0.5842630360000001|0.008006786|-52.4583525|-46.9200748|0.25946603|-0.039478171|-22.30593113|1.809595554|77.51574252|0.866976271|-1.381735991|-24.93884341|-18.76802992|0.415852758|-8.922372453|0.711897153|4885.093366|63.23984222|0.0100954959999999|757.6690029|347.9532383|4.799426464|1.0|0.0|1.0|1.0|2.6|5.17|80.04|1.0|92.65|0.0|1.0|23.0|3.0|-5.21|0.0|0.0|-5.09|2.02e-06|4.3|0.0|0.0|2.950000000000001e-08|9.48e-06|3.53|3.4771|-1355.332318|-1355.303098|504.29|858.45|356.58|0.3809|0.6896|-1355.192416|119.0|-0.14983|2.3542|-0.20826|0.02921941|-1355.239905|3.1409|1259.0|5.9|5.9
7f_a10|0|0|-4.8022906380000006|1|1|1|1.924772416|-0.011104817|2|-0.104120245|-0.5663456689999999|0.00189949|1|0.0030999659999999|-0.309622111|-0.058093287|-0.172751862|2|0.5371733989999999|-0.009545801|1|-0.064238302|0.7359022890000001|0.00797443|-35.78096407|-53.02456669|0.068226214|-0.03645808|-29.53487321|2.474090768|0.3440879|0.8217865520000001|-1.713529756|-19.93012491|-20.30728086|0.402568457|-11.31122804|0.6738319429999999|7070.755931000001|99.26552746|0.012813716|1161.423484|527.8079877|7.137285626000001|1.0|1.0|1.0|0.0|2.97|6.57|52.83|2.0|106.77|0.0|1.0|30.0|7.0|-5.47|1.0|0.0|-5.6|2.9e-06|4.7|0.0|0.0|7.38e-09|3.03e-06|4.93|3.6256|-1442.216293|-1442.200124|597.28|1034.38|341.96|0.34467|0.6833600000000001|-1442.001311|0.0191|-0.15627|2.2631|-0.2175699999999999|0.01616879|-1442.058773|3.2524|141.0|6.8508|6.8508
16_a15|0|0|0.0|0|0|0|0.0|-0.008593957|2|-0.003882928|-0.4898555739999999|-0.009769916|0|-0.00379317|-0.006331105|-0.046871961|-0.0764246109999999|2|0.787100127|0.080837546|0|-0.08870471|0.7427725270000001|0.0070920509999999|-60.63825695|-69.38556779999999|0.276402595|-0.039472502|-47.4317527|3.31414791|17.68542055|0.868460507|-2.131515106|-41.45211893|-26.98327637|0.419910645|-18.44568161|0.7238723509999999|6931.531554000001|89.91997762|0.009783192|1677.792959|728.353441|6.687758643|1.0|1.0|0.0|2.0|2.93|6.02|115.58|2.0|124.45|0.0|1.0|32.0|6.0|-6.27|1.0|0.0|-5.21|9.89e-07|3.88|0.0|0.0|6.1e-10|2.72e-07|8.26|4.1295|-1770.509465|-1770.448668|716.79|1229.58|300.24|0.6541100000000001|0.66615|-1770.217907|0.1409|-0.16871|8.0361|-0.20953|0.06079704|-1770.281427|11.7447|21.0|7.6778|7.6778
12s_a30|0|0|0.0|0|2|2|0.0|-0.007621736|2|-0.0601024909999999|-0.403952011|-0.002544958|1|-0.001131023|-0.1597740919999999|-0.0546637159999999|-0.145315868|1|0.609043558|0.006789196|0|-0.090733404|0.404041243|0.019324097|-58.75255278|-67.11451776|0.2932862089999999|-0.040189672|-43.45862792|8.102485674|0.0|0.790481833|-1.969293912|-38.04400919|-26.02399668|0.467381416|-16.8513047|0.877516163|6639.7334200000005|135.66918710000002|0.017398791|1613.162737|616.2856203|11.26623|1.0|1.0|1.0|1.0|0.0|3.74|81.65|2.0|127.19|0.0|1.0|31.0|6.0|-6.06|0.0|0.0|-5.17|3.24e-06|4.07|0.0|0.0|6.900000000000002e-08|3e-05|4.32|3.5348|-1774.236634|-1774.202623|677.35|1140.1|350.75|0.43338|0.68458|-1774.01033|0.1576|-0.14985|3.0335|-0.20495|0.03401064|-1774.072418|3.9579|7.0|8129.0|8129.0
18d_a30|0|0|0.0|0|2|2|0.0|-0.0072724869999999|2|-0.071608958|-0.385441836|0.001139238|1|0.002064369|-0.159104532|-0.0541804029999999|-0.120380857|1|0.669561738|-0.001699165|0|-0.07812727|0.346980269|0.017843227|-49.44608411|-65.3088221|0.196719738|-0.037906966|-41.33339749|7.147133584|0.0|0.783284395|-1.85744132|-31.29400567|-23.99099587|0.443774287|-15.18369704|0.797831306|6367.958933|137.15746130000002|0.016577694|1500.807121|618.6004214|10.49188139|1.0|1.0|1.0|1.0|0.0|3.18|81.65|2.0|127.24|0.0|1.0|30.0|5.0|-6.02|0.0|0.0|-5.01|4.12e-06|3.97|0.0|0.0|1.26e-07|5.260000000000001e-05|4.07|3.4682|-1675.020297|-1674.987709|669.66|1129.46|357.49|0.4325|0.69017|-1674.785879|0.3788|-0.14167|5.0115|-0.19673|0.03258724|-1674.8453470000002|6.2946|21.0|7.6737|7.6737
6b_a31|0|0|0.0|0|1|1|0.0|-0.016070861|0|0.11647286|-0.787472195|-0.011483229|2|-0.008439437|0.1978523089999999|-0.002840672|-0.004825446|0|0.838789705|-0.068433069|0|-0.12081047|0.146652651|0.032992761|-73.70779766|-78.37648097|0.372146926|-0.045675611|-47.81835367|12.28107483|101.4993391|0.7459204140000001|-2.055402513|-44.96993859|-27.86719323|0.4807018779999999|-17.0020813|0.925676135|6099.567787|155.0167518|0.024142162|1681.1762649999998|536.6368656000001|14.72939894|1.0|1.0|1.0|2.0|2.73|4.0|131.36|1.0|109.69|0.0|1.0|29.0|5.0|-6.5|0.0|0.0|-4.66|2.34e-06|3.2|0.0|0.0|4.67e-08|1.89e-05|4.61|3.2949|-1652.671944|-1652.635711|637.06|1077.19|376.29|0.7013199999999999|0.7013199999999999|-1652.44739|0.4967|-0.13345|5.9085|-0.1918|0.03623358|-1652.505041|8.8379|54.0|7.2676|7.2676
47j_a18|0|0|0.0|0|1|1|0.0|-0.007807275|0|-0.048528478|-0.569931053|0.00031105|0|0.002317206|-0.073551529|-0.218974385|-0.331885553|0|0.783538352|-0.002262399|0|-0.073041469|0.476575952|0.015967126|-56.816779|-73.69868165|0.19348155|-0.033837212|-57.32800549|9.661420661|99.50526447|0.764425062|-2.368604851|-44.19607713|-26.32095773|0.481373558|-20.47428768|0.928170101|7316.123159000001|183.246715|0.016220875|2410.265089|1081.726154|12.6177344|1.0|0.0|1.0|3.0|0.0|2.82|97.76|3.0|149.96|1.0|1.0|37.0|4.0|-6.46|0.0|0.0|-5.14|1.49e-06|4.07|1.0|0.0|1.63e-09|8.159999999999999e-07|8.09|3.1054|-1625.445572|-1625.413107|839.37|1459.55|399.25|0.6983600000000001|0.6983600000000001|-1624.9784550000002|0.5439|-0.1285|4.1619|-0.17273|0.03246539|1625.053346|5.2118|35.0|7.4559|7.4559
12u_a30|0|0|0.0|0|2|2|0.0|-0.006935447|2|-0.091507428|-0.367578706|0.002431329|1|0.001805829|-0.15896471|-0.0493878409999999|-0.0857954809999999|1|0.8149999040000001|-0.055829439|0|-0.0773921259999999|0.477056017|0.015562896|-51.83732031|-65.55148142|0.15055905|-0.03794847|-43.90644499|6.982033926000001|0.0|0.810462868|-1.859475018|-34.72068676|-25.41792137|0.443167712|-17.02494806|0.7958728709999999|7133.515802|126.9521524|0.014495402|1536.749179|685.6665849999999|9.709034401|1.0|1.0|1.0|1.0|0.0|3.92|81.65|2.0|137.3|0.0|1.0|31.0|4.0|-5.52|0.0|0.0|-6.04|2.64e-07|5.12|0.0|0.0|1.58e-08|7.39e-06|5.08|3.5003|-2494.962309|-2494.927579|705.15|1202.06|354.21|0.6847|0.6847|-2494.736802|0.1502|-0.1486299999999999|5.3020000000000005|-0.20146|0.03472994|-2494.7995530000003|7.0553|34.0|7.4647|7.4647
14a_a3|0|0|0.0|0|0|0|0.0|-0.009312773|3|-0.143740653|-0.363198151|-0.00603969|1|-0.004161699|-0.267665193|-0.050943323|-0.094863591|3|0.882394075|0.164994144|1|-0.091731577|0.21389849|0.0140376889999999|-45.12132248|-46.53709886|0.209105063|-0.036792719|-22.89086827|3.396421044|83.70773843|0.7608768779999999|-1.324537874|-22.1944701|-18.09776067|0.481997259|-8.902004327|0.930491715|4716.423352000001|117.6209094|0.0189212089999999|856.2743893999999|358.3503513|9.307045698|0.0|1.0|1.0|1.0|2.2|3.71|105.82|0.0|93.25|0.0|1.0|23.0|4.0|-6.42|0.0|0.0|-3.99|3.54e-05|2.58|0.0|0.0|1.28e-07|4.08e-05|2.44|3.2363|-1327.513792|-1327.485188|528.91|822.33|383.1|0.69708|0.69708|-1327.354384|0.4524|-0.1321|3.5358|-0.19946|0.02860456|-1327.403067|4.6689|0.03|7.5229|7.5229
12b_a32|1|1|0.0|0|0|0|0.0|-0.009432679|0|-0.044307211|-0.462201267|-0.003484915|3|-0.001662219|-0.079768013|-0.0852122769999999|-0.1534110109999999|0|0.788133615|-0.0533240309999999|1|-0.081450418|0.2996018789999999|0.016282332|-50.88975159|-60.93328667|0.217407|-0.027561517|-38.07076621|6.356098747000001|65.29222164|0.60420609|-1.267829764|-31.79562339|-17.22027667|0.430631506|-10.75912958|0.756331814|5653.268811|247.2897528|0.025166975|1311.0306890000002|557.1050635|15.72418067|1.0|1.0|1.0|2.0|2.9|4.19|140.04|1.0|110.47|1.0|1.0|27.0|4.0|-6.4|1.0|0.0|-4.43|1.27e-06|3.28|0.0|0.0|2.23e-08|8.86e-06|4.12|3.5703|-1880.770588|-1880.732075|663.89|1109.93|347.27|0.70258|0.70258|-1880.537231|0.2865|-0.14803|3208.0|-0.19976|0.0385132|-1880.599158|4.1080000000000005|26.0|7585.0|7585.0
9i_a24|0|0|0.0|1|0|0|1.865102513|-0.005148312|2|-0.076024544|-0.190487553|0.004814196|2|0.005891639|-0.140841749|-0.1818753839999999|-0.336939175|2|0.783500303|0.139004845|0|-0.064657333|0.379687415|0.025118046|-30.56504777|-33.00219474|0.173910636|-0.024639839|-15.60091656|5.613069697999999|1.634015079|0.499238289|-0.837754515|-14.44881966|-11.64783344|0.468272544|-5.506205845|0.8806627109999999|4155.922671|236.7218826|0.038195951|793.2611447|295.8603625|18.05612763|1.0|0.0|1.0|1.0|1.36|2.72|72.28|0.0|82.17|0.0|1.0|22.0|4.0|-7.01|0.0|1.0|-3.1|0.00248|1.48|0.0|0.0|8.95e-07|0.000258|1.13|4.1459|-945.286637|-945.2626532|501.48|825.7|299.06|0.58977|0.6755800000000001|-945.174716|0.0029|-0.17204|7.1135|-0.21943|0.0239838|-945.222448|9.2818|88.0|7.0555|7.0555
47r_a18|0|0|0.0|0|1|1|0.0|-0.0058631659999999|0|0.041686585|-0.40455848|-0.005176133|0|-0.0001597829999999|0.0646283159999999|-0.233665901|-0.362261236|0|0.806477847|0.017110504|0|-0.083915825|0.26560995|0.0155038689999999|-62.75220741|-65.12700692|0.230421778|-0.031669652|-48.70193962|8.669825595|60.66168882|0.688074851|-2.090197013|-46.92606587|-23.68254797|0.49394971|-17.70979622|0.976088187|7727.455993|233.2574532|0.0225607039999999|2271.625192|1005.982493|16.87088158|1.0|1.0|1.0|2.0|0.0|3.76|111.03|3.0|145.82|0.0|1.0|36.0|4.0|-6.12|0.0|0.0|-5.64|2.26e-07|4.59|0.0|1.0|3.48e-08|1.76e-05|9.2|3.1705|-1964.841529|-1964.813473|790.57|1387.23|391.06|0.69545|0.69545|-1964.443758|0.6007|-0.13021|2.3873|-0.18249|0.02805567|-1964.516246|3.2001|231.0|6.6364|6.6364
6_a3|0|0|0.0|0|0|0|0.0|-0.008934536|2|-0.025021661|-0.330577816|-0.007540435|1|-0.006696449|-0.0445675709999999|0.020589494|0.036673175|2|0.881253042|-0.155862559|1|-0.1042506469999999|0.556539611|0.010921391|-52.01903278|-49.23401228|0.216677977|-0.037726468|-24.56680878|2.7192240510000003|77.06094911|0.80281499|-1.282699916|-25.95647951|-18.8247694|0.387883362|-9.393191593|0.633675574|4992.54948|98.39146166|0.0150025189999999|797.2473951000001|353.7528308|7.485963593999999|1.0|1.0|1.0|1.0|2.65|4.66|92.93|1.0|95.5|0.0|1.0|23.0|3.0|-5.68|0.0|0.0|-4.87|3.67e-06|3.79|0.0|0.0|3.28e-08|1.11e-05|3.09|3.3963|-1731.735113|-1731.7043199999998|524.88|884.88|365.05|0.3369|0.69323|-1731.602363|129.0|-0.1465|2.8131|-0.21179|0.03079258|-1731.6508010000002|3.7185|1778.0|5.7501|5.7501
16h_a32|1|1|0.0|0|0|0|0.0|-0.015656019|0|-0.069213021|-0.7828009570000001|-0.0048042729999999|3|-0.002310082|-0.1234671109999999|-0.123297852|-0.219947482|0|0.804503712|-0.003188883|1|-0.081151869|0.44308098|0.02096013|-51.56009529|-77.17316899|0.200808492|-0.038765425|-49.03221545|8.461051377999999|35.90298920000001|0.7359051059999999|-1.821974989|-32.75886858|-24.62973479|0.459750275|-15.6485794|0.850995852|6151.056721|167.7935207|0.020432929|1573.02555|573.3529948|12.98212548|1.0|1.0|1.0|2.0|3.45|4.6|149.27|2.0|111.95|1.0|1.0|28.0|5.0|-6.22|1.0|0.0|-4.75|3.28e-07|3.66|0.0|0.0|9.89e-08|4.09e-05|4.54|3.6182|-1955.99895|-1955.970762|679.82|1130.4|342.67|0.70219|0.70219|-1955.772465|0.2914|-0.14972|3516.0|-0.2|0.02818755|-1955.832545|4.2275|9.0|8.0655|8.0655
1_a15|0|0|0.0|0|0|0|0.0|-0.0084598019999999|2|0.06459652|-0.541427319|0.001244652|0|0.003816011|0.096086011|-0.1816819589999999|-0.270248221|2|0.836466114|0.101406325|0|-0.068077117|0.7100707390000001|0.026214985|-44.01415991|-72.24770503|0.124276535|-0.031142386|-46.71058649|10.95802135|63.14412039|0.605927517|-1.899685524|-28.45664402|-20.13460632|0.437969049|-13.01770443|0.77926144|7284.337537|254.7811976|0.0280791829999999|2026.993248|851.7423982|18.15414234|1.0|1.0|1.0|1.0|4.18|6.32|74.73|3.0|132.94|0.0|0.0|34.0|6.0|-5.38|1.0|0.0|-5.97|2.830000000000001e-07|5.23|0.0|0.0|9.53e-11|4.36e-08|4.68|3.2188|-1510.136281|-1510.117336|697.35|1271.06|385.18|0.64662|0.70553|-1509.785098|0.0061|-0.1365|1.2218|-0.17792|0.01894559|-1509.851127|2.3261|44.0|7.3565|7.3565
7b_a10|0|0|0.0|0|2|2|0.0|-0.001621737|2|-0.060829392|-0.07459988|0.011041815|0|0.010068964|-0.0982988509999999|-0.051052176|-0.082499103|2|0.624866343|-0.108464916|1|-0.0590666679999999|0.5113525529999999|0.009734392|-30.71062112|-37.45675757|0.07558334|-0.027444463|-19.47494818|2.6314862480000003|56.22969776|0.781045839|-1.152667458|-15.96741933|-14.26924098|0.446575367|-7.419027879|0.8069307729999999|5212.568172|113.8411654|0.012428175|767.3149142000001|459.0250226|6.46179973|1.0|1.0|1.0|0.0|0.0|3.03|41.38|1.0|105.44|0.0|1.0|25.0|3.0|-5.09|0.0|1.0|-5.28|5.29e-06|4.68|0.0|0.0|1.0200000000000001e-07|3.54e-05|3.44|3.6426|-1450.09312|-1450.06366|562.31|951.55|340.37|0.4195399999999999|0.66228|-1450.075119|0.0899|-0.1584799999999999|4.2068|-0.21225|0.02946054|-1450.124551|5.6147|19.8|4.7033|4.7033
8a_a32|1|1|0.0|0|0|0|0.0|-0.010151321|0|-0.0281981579999999|-0.497414715|-0.003484915|3|-0.001662219|-0.050766252|-0.0852122769999999|-0.1534110109999999|0|0.788133615|-0.184419911|1|-0.083474428|0.221908108|0.018321589|-52.34893512|-68.61558335|0.185446274|-0.035678106|-43.03057598|7.205629442999999|66.81560596|0.7490845290000001|-1.641192863|-32.82934751|-22.37464674|0.480024324|-14.03170956|0.923166883|5659.295213|157.3554684|0.017733503|1373.988797|557.1050635|11.12113054|1.0|1.0|1.0|2.0|3.67|4.65|140.04|2.0|110.69|1.0|1.0|27.0|4.0|-5.76|1.0|0.0|-4.99|1.5199999999999998e-07|4.17|0.0|0.0|2.23e-08|8.86e-06|4.98|3562.0|-1880.767206|-1880.732222|667.29|1110.23|348.07|0.70316|0.70316|-1880.536478|0.4315|-0.1445|4.8933|-0.2061599999999999|0.03498398|-1880.595748|7.6703|45.0|7.3468|7.3468
4m_a46|0|0|0.16407746|1|1|1|2.12888511|-0.000686578|1|-0.302054595|-0.0329557579999999|0.011122528|1|0.010359417|-0.487230027|-0.017992096|-0.029022201|1|0.615482006|-0.099662698|0|-0.067320375|0.373463876|0.010905551|-35.4774406|-35.43866734|0.051026123|-0.0224155999999999|-18.67596877|3.028720082|35.77391986|0.733236381|-1.008702005|-18.69640205|-11.81288911|0.463006576|-6.225322922999999|0.8622201970000001|4750.325312|140.5828543|0.012232753|724.9776792|486.9589609|6.446588969|1.0|1.0|1.0|0.0|2.9|4.63|54.5|1.0|98.69|0.0|1.0|25.0|3.0|-5.68|0.0|1.0|-4.57|2.99e-05|3.69|0.0|0.0|1.31e-07|4.31e-05|3.45|4.3476|-1031.138426|-1031.109224|558.63|975.72|285.18|0.38389|0.68505|-1030.929791|0.1557|-0.18308|3.9226|-0.23116|0.02920209|-1030.980844|5.2326|1288.0|5.8901|5.8901
9g_a24|0|0|0.0|1|0|0|1.7647373919999998|-0.00106361|2|-0.162313932|-0.0425444|0.0144065739999999|2|0.013119312|-0.292600863|-0.0273623029999999|-0.049325609|2|0.683676657|0.13372961|0|-0.064835725|0.383340003|0.01876163|-32.080056199999994|-32.49188065|0.132863247|-0.021297745|-16.07665151|4.593165278|0.0|0.4819264479999999|-0.788016565|-15.87288497|-10.53790724|0.427531635|-5.214049137|0.746821416|4355.725609|256.3375151|0.033884884|809.0499476|341.3207334|16.76589519|0.0|0.0|1.0|1.0|1.78|2.93|72.28|0.0|87.53|0.0|1.0|23.0|4.0|-7.17|0.0|1.0|-3.09|0.00323|1.37|0.0|0.0|3.720000000000001e-07|0.000113|0.75|4.2802|-984.5891383|-984.5565078|524.03|879.99|289.67|0.4227399999999999|0.64993|-984.447764|0.1023|-0.17806|2.9691|-0.21391|0.032630457|-984.497752|4.4131|68.0|7.1675|7.1675
12az_a36|0|0|0.0|0|2|2|0.0|-0.009570959|2|0.078817323|-0.593399474|0.000482522|1|0.002872872|0.129156742|-0.176729938|-0.289604649|1|0.884226781|-0.061924322|0|-0.071762413|0.411597359|0.034771534|-50.28669997|-75.58351856|0.180836387|-0.033474609|-52.96429617|17.0740303|8.104966044|0.583865006|-1.941527339|-35.23783652|-23.45695404|0.462897841|-16.43719536|0.861843195|6700.839465|291.60189260000004|0.034594361|2330.167624|766.4854363|24.24160725|1.0|0.0|1.0|2.0|0.0|1.9|87.66|1.0|136.74|0.0|1.0|33.0|6.0|-7.13|0.0|0.0|-4.15|7.75e-05|2.62|0.0|0.0|1.6100000000000005e-07|7.11e-05|2.68|3.6095|-1461.990465|-1461.962459|737.12|1252.18|343.5|0.69385|0.70333|-1461.686269|0.0146|-0.14879|6.3778|-0.19846|0.02800521|-1461.750394|7.821000000000001|58.0|7.2366|7.2366
17a_a50|1|1|0.0|2|1|1|4.319202937|-0.002225436|1|-0.109740063|-0.133526134|0.012510153|2|0.012893333|-0.178162528|-0.239713023|-0.3891730779999999|1|0.762224122|-0.204032723|1|-0.045404408|0.4062532579999999|0.013784807|-29.57096251|-51.14229199|0.07699335|-0.0280449529999999|-33.3079288|5.847033234|84.34722313|0.7899109000000001|-1.570517366|-19.25896309|-18.26510428|0.486855438|-11.89568886|0.948768582|5718.782531|136.82673369999998|0.011602876|1294.887612|719.3470265|7.556715901|1.0|1.0|1.0|0.0|3.29|4.14|51.77|1.0|121.78|0.0|1.0|30.0|4.0|-6.44|0.0|1.0|-4.44|0.000102|3.23|0.0|0.0|1.75e-07|6.97e-05|3.08|4.0477|-1258.566007|-1258.540058|705.96|1204.79|306.31|0.6244|0.66046|-1258.260865|0.1754|-0.16724|6.2113|-0.1992|0.02594911|-1258.322582|8.2991|85.0|7.0706|7.0706
33_a20|0|0|0.0|1|0|0|1.915285809|-0.00145476|2|0.148855442|-0.078557022|0.009265667|1|0.008780074|0.248715569|-0.036258691|-0.060582944|2|0.616352201|-0.0854333469999999|1|-0.058927252|0.399354817|0.012738882|-38.58254635|-45.72654913|0.0506104|-0.0265385579999999|-29.9394021|5.46110745|64.93395624|0.759356182|-1.326927921|-25.26187502|-17.37608867|0.465855239|-11.3769728|0.8721516570000001|5916.443448|157.56124519999997|0.013564844|1144.132956|664.4562602999999|8.881565237|1.0|1.0|1.0|0.0|3.59|5.39|67.39|2.0|121.62|0.0|1.0|31.0|4.0|-5.58|0.0|0.0|-5.53|2.48e-06|4.47|0.0|0.0|2.04e-10|8.199999999999999e-08|4.07|3.8867|-1275.852801|-1275.823229|689.51|1174.95|318.99|0.27375|0.6129|-1275.602977|0.0463|-0.15959|3.5714|-0.21788|0.02957286|-1275.662457|5.0369|34.0|7.4685|7.4685
12g_a36|0|0|0.0|0|2|2|0.0|-0.006495469|2|0.078990142|-0.409214521|0.0042553209999999|1|0.005035022|0.130052038|-0.099596099|-0.163978382|1|0.901715152|-0.19532883|0|-0.069292341|0.374686587|0.017738779|-47.63457647|-66.72829531|0.1457615119999999|-0.034549379|-45.87193951|8.382969151000001|5.097410387|0.779745318|-2.038413337|-32.74608471|-23.75074918|0.473274545|-16.3273005|0.898522257|6223.658545|151.41267150000002|0.015152386|1797.1178149999998|799.5563855|10.41641087|1.0|1.0|1.0|2.0|0.0|3.01|69.2|2.0|138.33|0.0|1.0|32.0|4.0|-6.19|0.0|1.0|-4.86|1.13e-05|3.8|0.0|0.0|4.2e-08|1.7800000000000002e-05|4.21|3714.0|-1350.887005|-1350.861445|724.32|1241.66|333.83|0.38165|0.70097|-1350.571683|45.0|-0.15236|5.912000000000001|-0.20288|0.0255597|-1350.633209|7.8537|14.0|7.8539|7.8539
