molecula|n9FaHRing|n9FaRing|SssssC|NaasN|nAHRing|nARing|SaasN|AATSC1c|n6HRing|MATS7i|ATSC1c|AATSC1are|n5aHRing|AATSC1pe|AATSC7i|MATS1i|AATSC1i|n6aHRing|GATS1are|MATS8s|nFaHRing|FNSA3|PBF|FPSA3|PNSA3|PNSA5|RPSA|FNSA4|WNSA5|WPSA3|RPCS|FNSA1|FNSA2|WNSA3|PNSA4|GeomPetitjeanIndex|WNSA4|GeomShapeIndex|GRAV|PPSA1|FPSA5|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2C9 inhibitor|P-gp substrate|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Log Po/w WLOGP|TPSA_y|Leadlikeness|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Egan filter|BBB|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
7c_a10|0|0|0.0|1|1|1|2.1219657030000003|-0.00375251|2|-0.1122332619999999|-0.206388032|0.01006918|1|0.0107756969999999|-0.176560297|-0.12177839|-0.191576261|2|0.725146704|-0.087063341|1|-0.05074318|0.487148112|0.027436939|-29.66615908|-51.2378943|0.093723511|-0.0223398779999999|-29.95538587|9.377842892|58.07647902|0.52630639|-1.139333798|-17.34382833|-13.06063972|0.4675549639999999|-7.635686595|0.8781281320000001|6034.895823|276.93712|0.0269852389999999|1265.598592|611.4957509|15.7764728|1.0|1.0|1.0|0.0|3.49|4.43|62.06|1.0|113.07|0.0|1.0|29.0|5.0|-6.2|0.0|1.0|-4.69|3.59e-05|3.46|0.0|0.0|1.66e-08|6.4e-06|2.76|3.8357|-1259.011598|-1258.985004|635.47|1102.43|323.24|0.41348|0.68708|-1258.744382|0.0921|-0.16055|3.9465|-0.20059|0.02659395|-1258.801509|5.0714|3.81|5.4191|5.4191
13b_a30|0|0|0.0|0|2|2|0.0|-0.011016128|2|-0.035340334|-0.627919307|-0.003436924|1|-0.002215642|-0.062905093|0.003429114|0.006103754|1|0.841060094|-0.045844862|0|-0.109962789|0.3529073379999999|0.018555474|-74.24619275|-76.67161447|0.305898198|-0.042850934|-51.76819834|8.459192992|105.341977|0.800290866|-2.271099499|-50.13056864|-28.93268471|0.454574838|-19.53516918|0.8334321|6627.406474|134.8423681|0.017174033|1916.093704|713.7769663|11.59580043|1.0|0.0|1.0|2.0|0.0|1.72|124.74|1.0|135.37|0.0|1.0|32.0|5.0|-7.05|0.0|0.0|-4.3|9.68e-06|2.74|0.0|0.0|6.520000000000001e-07|0.000288|4.54|3.5056|-1744.492044|-1744.446479|721.48|1210.94|353.68|0.32563|0.6862699999999999|-1744.2179010000002|0.1415|-0.14879|3.8495|-0.20313|0.0455651|-1744.281763|5.3762|26.0|7.5901|7.5901
14i_a23|1|1|0.0|2|0|0|3.2692375460000003|-0.010148243|2|0.040408197|-0.558153376|0.002243702|2|0.002496501|0.075401108|-0.017918675|-0.033435987|2|0.77007911|0.158023239|1|-0.0889593869999999|0.266320368|0.0214262489999999|-60.8283953|-66.02703063|0.222047267|-0.039760909|-45.14777443|10.01786784|93.48624142|0.7780956840000001|-2.027806362|-41.59306642|-27.18760085|0.478050606|-18.59026006|0.915894552|7030.347905|151.7330992|0.019276934|1782.001457|693.3423458|13.18112713|0.0|1.0|1.0|2.0|2.64|3.12|148.11|1.0|128.38|1.0|1.0|33.0|5.0|-7.33|1.0|0.0|-4.39|6.11e-06|2.46|0.0|0.0|1.11e-07|5.03e-05|4.64|3.6931|-1798.64228|-1798.608335|715.68|1224.02|335.72|0.55606|0.55606|-1798.371346|0.3639|-0.1509599999999999|5.9563|-0.23121|0.03394466|-1798.434186|8.3755|3.0|8.4622|8.4622
1n_a5|0|0|0.0|0|0|0|0.0|-0.007315978|2|0.002508727|-0.3365350029999999|0.004367323|1|0.004754079|0.004115733|-0.00966135|-0.015850084|2|0.6805709409999999|-0.013686011|0|-0.082180848|0.428980979|0.023129277|-47.1725036|-47.04056285|0.214789986|-0.030493391|-27.00168194|7.620766672|55.29041202|0.627751746|-1.311215832|-27.07741706|-17.50346525|0.483868192|-10.04713747|0.937489579|5101.31614|213.67365440000003|0.028797525|1198.959638|467.1194103|16.53002342|1.0|1.0|1.0|1.0|2.67|3.99|80.76|1.0|101.77|0.0|1.0|27.0|5.0|-6.41|0.0|0.0|-4.18|5.41e-05|2.91|0.0|0.0|8.43e-09|3.01e-06|4.19|4.3838|-1179.209088|-1179.169527|607.15|1017.23|282.82|0.44786|0.44786|-1179.018429|0.3789|-0.17092|0.6234|-0.23278|0.03956123|-1179.073189|0.7104|27.0|7.5686|7.5686
1o_a5|0|0|0.0|0|0|0|0.0|-0.002633927|2|-0.033273504|-0.1079910069999999|0.0057302559999999|1|0.0051989459999999|-0.05876042|0.038275248|0.06759341|2|0.670787375|-0.003561205|0|-0.079346457|0.447318682|0.01325562|-42.63505279|-39.1638643|0.11569628|-0.028770932|-21.04383087|3.827177229|1.01402588|0.699913551|-1.093295425|-22.90899675|-15.45942012|0.470590799|-8.306775343|0.8888980340000001|4572.818263|161.2447749|0.020380352|839.3293197999999|393.5487205|10.95092849|1.0|1.0|1.0|1.0|2.2|4.07|78.25|0.0|95.2|0.0|1.0|25.0|4.0|-6.3|0.0|0.0|-4.08|8.329999999999999e-05|2.78|0.0|0.0|7.85e-09|2.54e-06|2.66|4.1692|-1043.577386|-1043.536121|561.04|938.37|297.38|0.4988899999999999|0.5492100000000001|-1043.422345|0.0071|-0.1693599999999999|4.7435|-0.23973|0.04126499|-1043.472984|5.4919|35.0|7.4559|7.4559
1m_a5|0|0|0.0|0|0|0|0.0|-0.002410445|2|-0.07112464|-0.096417794|0.006422789|1|0.00520748|-0.118494698|0.042813643|0.07132816|2|0.691858366|0.077347244|0|-0.070959368|0.429612762|0.009030414|-37.380714700000006|-37.65438054|0.117604448|-0.028977918|-19.83596661|2.506013299|0.235629561|0.73847373|-1.072182971|-19.69180207|-15.26528941|0.482646195|-8.041608085|0.932913201|4584.808374|137.7695311|0.0172594319999999|764.8419772000001|383.4128238|9.092103139|1.0|0.0|1.0|1.0|2.11|4.85|54.46|1.0|95.5|0.0|1.0|24.0|3.0|-5.71|0.0|1.0|-4.74|2.99e-05|3.69|0.0|0.0|2.35e-09|7.82e-07|3.48|4.3983|-1410.912452|-1410.88022|553.42|926.13|281.89|0.4527899999999999|0.45426|-1410.783167|0.2373|-0.1778|1939.0|-0.22857|0.03223201|-1410.833395|2.4582|43.0|7.3665|7.3665
15a_a10|0|0|0.0|1|1|1|2.141907675|-0.00244937|2|-0.125297206|-0.144512841|0.011418154|1|0.01192767|-0.19937094|-0.179723568|-0.285973309|2|0.7408341359999999|-0.0232534929999999|1|-0.0458501609999999|0.754451037|0.0156991769999999|-29.50952422|-49.47045259|0.084862776|-0.025155581|-31.83957238|6.503087289|122.7715002|0.676473201|-1.3835569680000002|-18.99256188|-16.19032994|0.407638879|-10.42022369|0.68815941|5929.563906|208.2243923|0.017883602|1316.339132|697.5493042|11.51002664|0.0|1.0|1.0|0.0|3.58|4.05|56.07|1.0|118.92|0.0|1.0|30.0|5.0|-6.52|0.0|1.0|-4.4|0.000108|3.12|0.0|0.0|1.63e-08|6.51e-06|2.4|3.7639|-1278.452284|-1278.4225210000002|687.57|1179.28|329.41|0.47484|0.68863|-1278.141052|0.1583|-0.1559299999999999|4.7512|-0.20335|0.02976259|-1278.200428|6.1108|24.0|7.6198|7.6198
7l_a46|0|0|0.256706467|1|1|1|2.1525548|-0.00090473|2|-0.203375108|-0.038903382|0.013150047|1|0.0125870169999999|-0.331246137|-0.087877164|-0.143129469|2|0.659888413|-0.1237456669999999|0|-0.0565894359999999|0.253138137|0.011594057|-27.30136533|-30.34397256|0.092851886|-0.022013621|-14.63933792|2.698568452|51.39110437|0.67467081|-0.880544835|-13.17144326|-10.620390400000002|0.46327253|-5.1237682730000005|0.863142947|4046.614178|156.9538706|0.016330867|629.6635476|375.721552|7.878766604|1.0|0.0|1.0|0.0|2.64|3.59|43.6|0.0|86.96|0.0|1.0|22.0|3.0|-6.22|0.0|1.0|-3.72|0.000668|2.61|0.0|0.0|5.19e-07|0.000151|2.42|4.5464|-915.6081232|-915.5830363|517.29|879.87|272.71|0.68834|0.68834|-915.446686|0.2024|-0.18993|3.3119|-0.2231699999999999|0.025086919|-915.493986|3.9009|1.94|5.7122|5.7122
15a_a22|0|0|0.0|1|0|0|1.646649187|-0.0050042229999999|2|0.021482585|-0.280236463|0.005288335|1|0.005757758|0.036467904|-0.097476465|-0.165471815|2|0.6819423609999999|-0.09744639|1|-0.061755825|0.410151945|0.02126757|-41.92018177|-55.4621036|0.13335968|-0.031425179|-37.6479704|9.799599501|65.53409434|0.702735071|-1.634109304|-28.45564196|-21.33157831|0.444668211|-14.47998862|0.800725296|6322.278103000001|201.7850124|0.0216014629999999|1578.4640869999998|684.5377542|14.66318798|1.0|1.0|1.0|1.0|2.86|4.31|85.59|1.0|124.05|0.0|1.0|32.0|5.0|-6.61|0.0|0.0|-4.68|2.25e-05|3.18|0.0|0.0|6.1e-10|2.56e-07|4.98|3.6496|-1368.35331|-1368.321775|696.57|1189.31|339.72|0.41078|0.69076|-1368.0755869999998|0.0955|-0.15281|5.2588|-0.21285|0.03153544|-1368.1368730000002|6.8666|143.0|6.8447|6.8447
9b_a31|0|0|0.0|0|1|1|0.0|-0.0141390689999999|0|-0.045938305|-0.706953442|-0.0050444109999999|2|-0.001981487|-0.075191042|-0.143280211|-0.2345186269999999|0|0.811212624|0.01752821|0|-0.103937658|0.241728566|0.034595809|-63.73317225|-80.40427495|0.330879448|-0.039058603|-49.30281875|13.00794571|552.0968813|0.689175183|-1.835754351|-39.08032306|-23.95020956|0.469546953|-14.68594601|0.88518099|5524.468603|190.5935925|0.025089192|1633.343563|524.0230338|15.38435497|1.0|1.0|1.0|2.0|2.76|3.5|117.37|1.0|103.36|0.0|1.0|27.0|5.0|-6.77|0.0|0.0|-3.86|1.76e-05|2.64|0.0|0.0|1.44e-07|5.520000000000001e-05|4.69|3.8435|-1578.839267|-1578.801576|663.06|1091.21|322.58|0.41622|0.70102|-1578.604164|0.2627|-0.15907|5.2851|-0.2013599999999999|0.03769117|-1578.665571|6.8028|63.0|7.2007|7.2007
11a_a5|0|0|0.0|0|0|1|0.0|-0.002894726|2|-0.052944925|-0.185262487|0.007993132|1|0.007955512|-0.081506|0.003975818|0.006120569|2|0.7505403709999999|-0.037220974|0|-0.064565402|0.369563711|0.011860803|-46.13206353|-51.09940261|0.10656566|-0.026223112|-36.51058972|6.055083705|14.47576249|0.740865275|-1.573386716|-32.96141947|-18.73644762|0.466436596|-13.38721623|0.874191508|5756.783268|185.1520983|0.014482324|1517.39715|835.912531|10.34763929|0.0|0.0|1.0|1.0|3.68|6.55|63.69|2.0|128.51|0.0|1.0|32.0|4.0|-4.54|1.0|0.0|-6.4|5.63e-08|6.13|0.0|0.0|1.18e-10|5.019999999999999e-08|4.83|4.0938|-1339.8362619999998|-1339.802852|739.79|1272.7|302.86|0.6735|0.65363|-1339.493223|0.1838|-0.16735|2.8611|-0.20429|0.03340977|-1339.555805|3.6525|81.0|7.0915|7.0915
20_a31|1|1|0.0|0|0|0|0.0|-0.009722467|0|-0.013040402|-0.476400874|-0.003484915|3|-0.001662219|-0.023477148|-0.0852122769999999|-0.1534110109999999|0|0.788133615|0.028036914|1|-0.085849869|0.246878555|0.019334605|-53.79798102|-69.0542431|0.2045729339999999|-0.033537774|-43.27297051|7.592555532|75.10345696|0.710707042|-1.542737604|-33.71260536|-21.01650877|0.464597945|-13.1700345|0.86775525|5678.167489|181.2859728|0.019624081|1360.278351|557.1050635|12.29746712|1.0|1.0|1.0|2.0|2.74|4.38|140.04|1.0|110.47|1.0|1.0|27.0|4.0|-6.39|1.0|0.0|-4.44|1.24e-06|3.29|0.0|0.0|2.23e-08|8.86e-06|4.78|3.5381|-1880.768349|-1880.734655|666.67|1113.19|350.43|0.7036600000000001|0.7036600000000001|-1880.538664|0.2011|-0.1483|3.7403|-0.20895|0.0336943|-1880.599777|4.9218|8.0|8.0862|8.0862
7a_a8|0|0|0.0|1|1|1|1.4494883790000002|-0.010269971|1|-0.017706371|-0.482688615|0.000736369|1|0.002028046|-0.02923588|-0.019499132|-0.032195997|1|0.7168594159999999|0.033708575|0|-0.102174163|0.238462711|0.035405618|-60.00793116|-59.83546383|0.281589625|-0.042647654|-35.14198015|12.2125771|71.85980901|0.733884399|-1.833849114|-35.24327197|-25.04740346|0.477611327|-14.71059634|0.914283468|5907.9340090000005|156.2924154|0.0265990589999999|1467.585836|488.0169522|15.62189947|0.0|1.0|1.0|1.0|3.06|3.49|92.93|1.0|105.83|0.0|1.0|29.0|5.0|-6.33|0.0|0.0|-4.64|1.36e-05|3.24|0.0|0.0|5.3600000000000004e-08|2.05e-05|5.2|3.0704|-1291.313963|-1291.287017|605.72|1031.61|403.8|0.61257|0.70367|-1291.10235|0.1575|-0.12889|9.9646|-0.20505|0.0269461|-1291.156661|12.8748|24.73|4.6068|4.6068
7h_a8|0|0|0.0|1|0|0|1.2793830309999998|-0.00534208|0|-0.016074683|-0.23505152|0.00112124|1|0.00084936|-0.043606497|0.052081992|0.141285105|0|0.515235986|0.095758228|0|-0.093181899|0.314190914|0.011647275|-53.71230941|-53.88211443|0.228988973|-0.041038456|-31.05895923|3.86998135|47.81104825|0.892830345|-1.6825766830000002|-30.96107949|-23.65556243|0.4346108389999999|-13.63564064|0.768693264|5657.402114|61.77519141|0.00878112|1086.29603|446.5544107|5.061650885|1.0|1.0|0.0|1.0|3.2|5.49|61.58|2.0|101.89|0.0|1.0|28.0|4.0|-5.27|0.0|0.0|-5.5|2.09e-06|4.66|0.0|1.0|3.5e-09|1.31e-06|6.81|3.9282|-1285.182226|-1285.151298|593.53|999.62|315.62|0.6963199999999999|0.6963199999999999|-1285.017252|0.3885|-0.16076|7.0847|-0.22875|0.03092828|-1285.0707960000002|9.1188|10.5|4.9788|4.9788
8_a10|0|0|0.0|1|1|1|2.071128354|-0.00560152|2|-0.000315856|-0.296880569|0.0087730469999999|1|0.009056935|-0.000504277|-0.082893697|-0.132343104|2|0.6357042860000001|-0.015871527|1|-0.059655303|0.597912185|0.015758182|-32.63117642|-47.16908772|0.125156018|-0.029917593|-25.80127401|4.714910465|9.35593124|0.722649449|-1.465962037|-17.849103399999997|-16.36478554|0.431797417|-8.951462413|0.7599356820000001|6289.86818|151.7094758|0.017582236|1109.631361|583.7217118|9.617402178|0.0|1.0|1.0|0.0|3.27|4.2|69.9|1.0|111.36|0.0|1.0|29.0|5.0|-6.25|0.0|1.0|-4.62|3.05e-05|3.37|0.0|0.0|2.49e-08|9.59e-06|4.58|3684.0|-1257.84172|-1257.819281|594.63|1047.58|336.55|0.41583|0.68815|-1257.59269|0.0916|-0.15556|1.2052|-0.21789|0.02243902|-1257.648047|1.5482|526.0|6279.0|6279.0
3t_a32|1|1|0.0|0|0|0|0.0|-0.006089333|0|0.028527045|-0.304466646|9.83e-05|3|0.00139283|0.049606573|-0.070331512|-0.122301673|0|0.710773544|0.0466380209999999|1|-0.080203824|0.217914628|0.014242899|-50.65701113|-61.58101978|0.171323757|-0.026967947|-38.89478416|5.681818647999999|0.0|0.684474482|-1.267493496|-31.99514268|-17.03304802|0.481726305|-10.75813179|0.929482453|5525.861115|199.2870037|0.017184783|1169.58817|582.0730423|10.85396804|1.0|1.0|1.0|1.0|3.41|5.42|128.01|2.0|112.48|0.0|1.0|27.0|4.0|-5.81|0.0|0.0|-4.93|3.28e-07|4.09|0.0|0.0|9.86e-09|3.91e-06|5.5|3.5487|-1864.708995|-1864.678788|677.16|1129.24|349.38|0.70286|0.70286|-1864.472646|0.2906|-0.14739|1.2641|-0.20246|0.03020622|-1864.534478|2.7003|9.0|8.0458|8.0458
9_a4|0|0|0.0|1|1|1|2.130445484|-0.00136737|2|-0.019160308|-0.064266379|0.010709527|1|0.009731833|-0.030976753|-0.0475186259999999|-0.076824065|2|0.625717993|-0.151437311|1|-0.052625548|0.472497372|0.009037784|-28.63837014|-37.85762102|0.062897208|-0.025885299|-20.60179129|2.676487872|45.21212204|0.792890434|-1.113067849|-15.58475436|-14.08655666|0.43745176|-7.665782805|0.777625327|5387.230364999999|112.7072422|0.010768243|763.9415367|489.7528555|5.859985199|1.0|1.0|1.0|0.0|3.37|5.07|43.6|2.0|105.09|0.0|1.0|26.0|3.0|-5.56|0.0|1.0|-5.15|1.73e-05|4.14|0.0|0.0|6.9e-09|2.49e-06|3.87|4.0137|-1489.554198|-1489.533032|586.24|999.93|308.91|0.5182100000000001|0.6464|-1489.36688|0.0584|-0.16948|4.4343|-0.22204|0.02116575|-1489.41872|5.4739|48.0|7.3188|7.3188
2_a27|0|0|0.0|2|0|0|3.250529415|-0.0065894809999999|2|-0.196529806|-0.276758209|0.009338889|1|0.00988756|-0.337316432|-0.21066171|-0.361571905|2|0.639024713|0.137868605|1|-0.058444848|0.408120957|0.019809599|-29.42169804|-41.03489597|0.153130039|-0.029261411|-20.65736087|5.020172886|53.58106492|0.6684621829999999|-1.141195033|-14.81116546|-14.73047548|0.4424192289999999|-7.415462877|0.7934621359999999|4774.521748|166.89932209999998|0.022639983|859.4181658|373.9912084|11.39718489|0.0|1.0|0.0|0.0|3.06|2.49|65.6|0.0|92.58|0.0|2.0|24.0|4.0|-6.69|0.0|1.0|-3.7|0.000644|2.18|0.0|0.0|1.45e-06|0.0004599999999999|4.32|4.1624|-1043.821085|-1043.7984|538.57|906.48|297.87|0.55857|0.55857|-1043.665151|0.3217|-0.16769|4.7049|-0.21702|0.02268519|-1043.715364|6.8854|13.0|7.8861|7.8861
3a_a12|0|0|0.0|0|1|1|0.0|-0.007671441|2|-0.1231529169999999|-0.322200517|-0.0025830939999999|0|-0.001011111|-0.205054123|-0.072889493|-0.1213636769999999|1|0.943290857|-0.021522321|0|-0.07121814|0.241900756|0.009433302|-34.84701355|-44.430225|0.128014506|-0.034924502|-21.73969523|2.258466332|0.0|0.781050096|-1.362055589|-17.05063286|-17.08854808|0.462077145|-8.361421244|0.859002624|4230.717811|107.1321197|0.015909241|853.2786545|381.0058252|7.784386645|1.0|1.0|0.0|1.0|2.74|2.49|37.28|0.0|97.52|0.0|1.0|23.0|3.0|-5.88|0.0|1.0|-4.06|0.00025|3.15|0.0|0.0|3.13e-08|9.33e-06|3.33|3.7304|-951.3711872|-951.3480023|528.84|875.71|332.36|-0.34688|0.66895|-951.217594|128.0|-0.15328|1.3824|-0.22157|0.023184956|-951.264072|1.9332|194.0|6.7122|6.7122
3j_a32|1|1|0.0|0|0|1|0.0|-0.006580847|0|-0.029763115|-0.269814716|-0.000202965|3|0.001173363|-0.055211759|-0.052818794|-0.097980957|0|0.812195122|-0.020129489|1|-0.070289671|0.27811778|0.013773753|-37.33051857|-50.46105839|0.134898055|-0.030815085|-26.79963418|3.885056172|0.0|0.7487739999999999|-1.140158136|-19.82606536|-16.36574867|0.4482615029999999|-8.691773249|0.812452828|4866.613493|133.42496409999998|0.015301673|808.6988876|398.2788055|8.126647477|1.0|1.0|1.0|1.0|3.0|4.93|110.94|1.0|95.74|0.0|1.0|23.0|3.0|-5.6|0.0|0.0|-4.8|1.21e-06|3.89|0.0|0.0|2.03e-07|6.86e-05|3.02|3.4982|-1671.507439|-1671.479105|564.55|934.19|354.42|0.7028|0.7028|-1671.351322|0.3005|-0.14498|3.6238|-0.19859|0.02833407|-1671.402462|5.9266|8.0|8.0969|8.0969
12ab_a36|0|0|0.0|0|2|2|0.0|-0.007034881|2|0.035377607|-0.408023082|0.000939229|1|0.002112069|0.0618552579999999|-0.096853381|-0.169341326|1|0.86559137|-0.0852411419999999|0|-0.079202413|0.452078227|0.024102201|-54.63243106|-65.54680623|0.158944244|-0.033434841|-45.21303385|11.46782191|15.55386871|0.679025324|-1.805481415|-37.68448987|-23.06276515|0.484987413|-15.90828969|0.941700118|6314.697413|221.4026852|0.024384271|1834.083759|708.5476357999999|16.81984117|1.0|0.0|1.0|2.0|0.0|1.95|92.99|1.0|133.27|0.0|1.0|32.0|5.0|-7.21|0.0|0.0|-3.91|0.0001199999999999|2.33|0.0|0.0|8.95e-08|3.76e-05|3.23|3.8845|-1364.509957|-1364.468283|712.73|1201.64|319.17|0.69294|0.69294|-1364.236757|0.4451|-0.15699|3.6976|-0.2093699999999999|0.04167456|-1364.300531|5.3228|11.0|7.9586|7.9586
12g_a30|0|0|0.0|0|2|2|0.0|-0.010447128|2|-0.037395048|-0.574592016|0.001371944|1|0.0026474159999999|-0.067792064|-0.084317059|-0.152855196|1|0.817497287|-0.0430471959999999|0|-0.086195758|0.487608738|0.027436565|-58.41940906|-70.11305057|0.216337219|-0.040568357|-47.51931027|12.60295167|237.7754135|0.7743107290000001|-2.068986201|-39.593913|-27.49531395|0.459011202|-18.63502363|0.8484671109999999|6688.137428|152.961516|0.019453222|1810.9797|683.7405759|13.18447384|1.0|1.0|1.0|1.0|0.0|2.48|114.67|2.0|133.52|0.0|1.0|32.0|6.0|-6.22|0.0|0.0|-5.01|1.01e-06|3.89|0.0|0.0|3.7600000000000003e-07|0.000165|3.88|3.5592|-1743.214798|-1743.174676|717.55|1206.02|348.35|0.26238|0.68366|-1742.965961|0.1613|-0.15077|3875.0|-0.2083699999999999|0.04012224|-1743.029147|5.3027|9.0|8.0334|8.0334
12ay_a36|0|0|0.0|0|2|2|0.0|-0.006733838|2|0.1012005419999999|-0.404030255|0.003676818|1|0.0045625|0.1689021819999999|-0.101854847|-0.169994208|1|0.902377067|-0.109624825|0|-0.074251203|0.419950383|0.018016934|-48.12939044|-64.13591431|0.170593592|-0.035337546|-41.57269314|7.569978132|8.677627506|0.778164805|-1.978902589|-31.1973159|-22.90568368|0.4530143439999999|-14.84739041|0.828201506|6204.216872999999|143.79285900000002|0.015670425|1648.388976|729.1873176|10.15751916|1.0|0.0|1.0|2.0|0.0|2.5|69.2|1.0|133.68|0.0|1.0|31.0|4.0|-6.38|0.0|1.0|-4.6|2.8600000000000004e-05|3.41|0.0|0.0|4.55e-08|1.86e-05|3.79|3.6561|-1311.576473|-1311.547668|674.33|1184.45|339.12|0.6727|0.6914|-1311.282556|0.1464|-0.15056|6.2579|-0.2031599999999999|0.02880431|-1311.343228|9.1844|18.0|7.7447|7.7447
10_a3|0|0|0.0|0|0|0|0.0|-0.010609861|3|0.017396832|-0.381954986|-0.008037672|1|-0.005959152|0.033279122|-0.0495219879999999|-0.0947326669999999|3|0.8947911009999999|-0.140523767|1|-0.1007256719999999|0.518341632|0.014615264|-46.64544572|-45.8148076|0.252593682|-0.0359752729999999|-21.21655855|3.134330682|80.37219813|0.7066293240000001|-1.187184014|-21.60122201|-16.65993003|0.41220272|-7.715112198|0.701266803|4600.496436|135.8581743|0.023470578|778.0284121000001|311.6695405|10.86908195|0.0|0.0|1.0|1.0|1.78|3.41|105.82|0.0|88.28|0.0|1.0|22.0|4.0|-6.44|0.0|0.0|-3.84|5.07e-05|2.43|0.0|0.0|3.06e-07|9.35e-05|1.64|3.4217|-1288.190838|-1288.150029|498.67|830.63|362.35|0.41894|0.68995|-1288.050987|0.0463|-0.15011|6.7458|-0.21249|0.04080931|-1288.097561|9.3381|7943.0|5.1|5.1
12bd_a36|0|0|0.0|0|2|2|0.0|-0.006695407|2|0.025649557|-0.4017244129999999|0.003676818|1|0.0045625|0.042808724|-0.101854847|-0.169994208|1|0.902377067|-0.011529973|0|-0.071083327|0.279020022|0.0177487689999999|-46.92083391|-65.65179884|0.167521907|-0.035521445|-43.33557909|7.733288012999999|0.0|0.78244124|-1.989200921|-30.9716039|-23.44707102|0.475272043|-15.47699253|0.905749421|5957.939097|143.6066496|0.015363883|1678.127264|729.1873176|10.14142465|1.0|0.0|1.0|2.0|0.0|2.5|69.2|1.0|133.68|0.0|1.0|31.0|4.0|-6.38|0.0|1.0|-4.6|2.8600000000000004e-05|3.41|0.0|0.0|4.55e-08|1.86e-05|3.79|3544.0|-1311.591775|-1311.560669|706.26|1200.23|349.84|0.69411|0.7044100000000001|-1311.291779|0.0058|-0.1459|5.7533|-0.19826|0.03110617|-1311.352257|7.6908|17.0|7.7696|7.7696
12ax_a36|0|0|0.0|0|2|2|0.0|-0.007681676|2|0.075802407|-0.414810497|-0.001012333|1|-0.00097037|0.128253871|-0.101451485|-0.1716508239999999|1|0.884841888|-0.0394369539999999|0|-0.073739612|0.375647684|0.019128091|-49.32384393|-72.11700812|0.153162279|-0.038813619|-48.23849712|8.558226304|1.236876307|0.7648530440000001|-1.940680931|-32.99232962|-25.96212292|0.488501696|-17.36585896|0.955040697|6741.969187999999|157.28794140000002|0.018645135|1697.196809|661.6709012|12.47158322|1.0|1.0|1.0|2.0|0.0|3.19|69.2|2.0|133.77|0.0|1.0|31.0|4.0|-6.26|0.0|1.0|-5.18|8.27e-06|3.93|0.0|0.0|1.74e-08|7.83e-06|4.42|3.8889|-2152.130959|-2152.100515|699.67|1182.31|318.82|0.39564|0.69348|-2151.910753|0.4167|-0.15728|4.5001|-0.21324|0.03044421|-2151.971761|6.0402|12.0|7.9208|7.9208
16_a4|0|0|0.0|1|1|1|1.843196334|-0.00228637|1|0.007101649|-0.089168424|0.0067511459999999|1|0.006466406|0.020218035|-0.018051608|-0.0513920109999999|1|0.490768328|-0.0894138519999999|0|-0.073335635|0.292255386|0.013727656|-36.11951685|-39.44800181|0.210153891|-0.033372358|-19.42906425|3.330045338|74.430775|0.832461695|-1.201404885|-17.789707500000002|-16.43666742|0.455802506|-8.095443438|0.837568182|4520.2597670000005|82.51653675|0.0115138339999999|710.807513|322.8922084|5.67083266|1.0|0.0|1.0|0.0|3.08|4.96|30.71|1.0|85.02|0.0|1.0|23.0|4.0|-5.64|0.0|1.0|-4.43|0.0001199999999999|3.59|0.0|0.0|4.33e-07|0.000134|4.05|4.2257|-1057.494456|-1057.478071|515.68|856.55|293.41|0.51149|0.54061|-1057.3808390000002|0.1006|-0.17375|1863.0|-0.2134|0.01638524|-1057.429593|1.9873|343.0|6.4647|6.4647
A8301_a51|0|0|0.0|1|0|0|1.700610355|-0.00449765|2|0.078523314|-0.242873103|0.00740124|1|0.007083041|0.135886548|-0.0357324579999999|-0.0618359079999999|2|0.7595189840000001|-0.013846396|1|-0.055295165|0.339244706|0.008152073|-35.90764428|-50.67621589|0.065260105|-0.032775831|-32.90818536|3.437697042|78.46116212|0.854959635|-1.6387915469999998|-23.3177516|-21.28401067|0.4799553379999999|-13.82143785|0.922911768|6401.6494600000005|94.18649643|0.009586697|1244.737752|690.8826121000001|6.225421319|1.0|1.0|1.0|1.0|3.5|5.52|87.72|2.0|129.04|0.0|1.0|31.0|3.0|-5.31|0.0|0.0|-5.93|2.5e-07|5.02|0.0|0.0|4.12e-10|1.74e-07||||||||||||||||||12.0|7.9208|7.9208
