molecula|n9FaRing|SssssC|NaasN|SRW09|nAHRing|nARing|BCUTs-1|SaasN|AATSC1c|SRW07|AATSC1s|n6HRing|MATS7i|SaaaC|ATSC1c|AATSC1are|BCUTi-1|AATSC8d|AATSC1pe|AATSC7i|MATS1i|MATS1c|n6aHRing|BIC2|MATS8s|MATS8d|GATS1pe|nFaHRing|RASA|FNSA3|FNSA5|PNSA3|PNSA5|PPSA3|RPSA|TPSA_x|FNSA4|WNSA5|WPSA3|RPCS|FNSA1|FNSA2|WNSA3|DPSA3|GRAVp|TASA|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|WNSA2|DPSA1|DPSA2|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Leadlikeness|Brenk|Veber filter|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|BBB|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Area (grid)|Volume|Wavelength (max. Transition) (nm)|Contribution (HOMO-LUMO transition)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Dipole (water)|IC50|pIC50|pIC50
13k_a6|0|0.0|0|7.412764017000001|1|1|1.42421381|0.0|-0.014257799|5.351858133|-0.132667824|1|0.051404465|0.0|-0.8554679409999999|-0.009326562|10.95129637|-0.072504783|-0.006280295|0.08217847|-0.045794891|-0.5627624379999999|1|0.7908110340000001|0.1373649019999999|-0.123105035|0.827754203|0|0.641032542|-0.11937574|-0.127178105|-82.8774254|-88.29427104|20.6185734|0.3589674579999999|249.215618|-0.045420752|-61.29890279999999|14.31458589|113.5526088|0.7971316940000001|-2.543562101|-57.53822059|103.4959988|2966.890288|445.0412356000001|8.370126134|14.58291125|0.7422570490000001|6492.211639|140.8427117|-1225.9780560000002|-412.5714301|2215.299472|1.0|1.0|1.0|1.0|3.0|3.68|-8.89|3.8|115.15|1.0|0.0|0.0|-5.49|5.0|-6.59|0.0|1.0|-4.77|1.7100000000000002e-05|0.0075599999999999|0.0|0.0|1.29e-09|5.7e-07|5112.0|3.5476|731.25|1246.69|242.53|0.70536|-1465.557346|-0.14589|-0.1944|0.0308324|10.5079|46.0|7.3372|7.3372
14_a4|0|0.0|1|7.535296702|1|1|1.399909181|1.947126795|-0.001935612|5.4161004020000005|-0.04986736|1|-0.0135414919999999|0.0|-0.069682036|0.009588001|10.94612798|0.117232935|0.008943549|-0.031578333|-0.016862096|-0.199315317|1|0.77505994|0.158051825|0.204594017|0.500893739|0|0.8510382459999999|-0.065776751|-0.071074269|-29.91067393|-32.31961528|5.933038407000001|0.148961754|67.73740575|-0.03015272|-14.69670456|2.697931638|85.72299913|0.768457211|-0.995039765|-13.60128622|35.84371234|1911.448021|386.9927769|5.304461808|8.859498364|0.6701974079999999|3944.638539|105.2894945|-205.7538638|-244.1511936|588.8091192|1.0|0.0|0.0|1.0|0.0|3.14|-5.71|4.09|30.71|0.0|0.0|0.0|-3.4|3.0|-5.8|1.0|1.0|-3.97|0.000106|0.0295|0.0|0.0|1.95e-06|0.000539|4.5233|4.2312|475.32|794.51|274.1|0.55975|-918.851356|-0.17381|-0.2102|0.020300099|3.3312|1.32|5.8794|5.8794
12be_a36|0|0.0|0|7.412764017000001|2|2|1.297042758|0.0|-0.009368126|5.351858133|-0.0419484829999999|2|0.118420241|0.0|-0.580823835|0.000482522|10.95957887|0.00430921|0.002872872|0.19405344|-0.176729938|-0.3825349939999999|1|0.812921349|0.132962547|0.00734728|0.8350231859999999|0|0.798015877|-0.0780531429999999|-0.108962668|-54.15309606|-75.59805505|23.42501577|0.201984123|140.1361326|-0.031937334|-52.44976141|16.25222352|0.0|0.5660743979999999|-1.852365352|-37.57129686|77.57811183|3039.9167260000004|553.6616295|8.773114043|16.14074295|0.839796323|6592.168374|301.05661160000005|-891.645944|-91.68453892|2270.314539|1.0|0.0|0.0|1.0|2.0|4.96|-6.79|1.9|87.66|1.0|0.0|0.0|-4.11|6.0|-7.13|0.0|0.0|-4.15|7.13e-05|0.0315|1.0|0.0|1.6100000000000005e-07|7.11e-05|5.2184|3.3487|739.48|1256.67|237.59|0.70465|-1461.68274|-0.13781|-0.18969|0.03245204|10.3044|44.0|7.3565|7.3565
47t_a18|0|0.0|0|7.03438793|1|1|1.25117758|0.0|-0.0128248239999999|4.844187086|-0.161517185|0|0.018018036|0.0|-0.756664598|-0.006573438|10.94702032|-0.04785474|-0.004985656|0.027313444|-0.068787175|-0.600890268|0|0.750103977|0.005590928|-0.074774521|0.688453085|0|0.67203319|-0.119202068|-0.103295568|-79.78154029|-69.13537385|9.415011332|0.32796681|219.5070758|-0.040580402|-46.27207168|6.301435212|78.43695402|0.804531523|-2.272502492|-53.39751484|89.19655162|2872.533415|449.789539|8.780037801|17.48280476|0.991199259|6603.597038|130.8263901|-1017.985577|-407.6438346000001|1890.514146|0.0|0.0|0.0|1.0|3.0|3.86|-7.51|2.93|110.56|2.0|1.0|0.0|-5.58|4.0|-6.46|0.0|0.0|-4.77|1.7100000000000002e-05|0.0075299999999999|0.0|0.0|3.09e-08|1.36e-05|3.1164|3.1164|703.76|1218.95|397.84|0.6895100000000001|-1470.528808|-0.12692|-0.19514|0.03767603|9.6938|782.0|6.1068|6.1068
19l_a38|0|0.0|0|7.412764017000001|2|2|1.297043246|0.0|-0.007360265|5.351858133|-0.10490608|2|0.103904811|0.0|-0.426895387|-0.001197042|10.94917392|-0.032264281|0.000347207|0.217841852|-0.091460175|-0.4224000739999999|1|0.839953955|-0.032569307|-0.053823023|0.700181525|0|0.799611189|-0.079681862|-0.100870929|-51.6277901|-65.35669452|14.19254029|0.200388811|129.8367176|-0.037359603|-42.34617024|9.195687319|19.55998015|0.7374102309999999|-2.017418574|-33.45088372|65.82033039|2921.048554|518.0872716|6.568874137999999|11.52660233|0.754730276|6705.993411|170.13821069999997|-846.9234048000001|-307.64756780000005|1772.6006989999998|1.0|0.0|1.0|1.0|3.0|4.94|-7.28|3.09|81.23|2.0|0.0|0.0|-4.94|4.0|-6.39|0.0|1.0|-4.72|1.89e-05|0.00807|0.0|0.0|5.27e-08|2.25e-05|3.6709|3354.0|660.04|1164.34|337.75|0.7044|-1409.309206|-0.13977|-0.2001|0.02856649|9026.0|14.0|7.8633|7.8633
26_a47|1|0.0|1|6.86171134|0|0|1.304328272|1.06819297|-0.012090143|4.727387819|-0.200192886|2|-0.110530752|0.956774672|-0.544056455|-0.0098410169999999|10.94972213|0.0081426509999999|-0.008325552|-0.24731748|-0.035472095|-0.5899218279999999|2|0.845040087|-0.11288313|0.0120097289999999|0.651797437|1|0.7104381999999999|-0.098127284|-0.101679756|-57.01987795|-59.08415114|12.13564316|0.2895618|168.2587945|-0.038735145|-34.3326642|7.0517889060000005|60.07342336|0.717639177|-1.626876095|-33.13315474|69.15552111|2625.572598|412.8219782|6.945070057000001|13.22794532|0.90465254|5994.406615|164.0744453|-549.3226272|-252.9318822|1317.300461|0.0|1.0|1.0|0.0|2.0|3.13|-7.22|4.68|98.72|1.0|0.0|0.0|-4.86|5.0|-6.51|0.0|1.0|-4.56|2.77e-05|11.0|0.0|0.0|5.97e-08|2.37e-05|4.7963|3992.0|592.84|1006.59|258.5|0.68707|-1695.9387359999998|-0.16642|-0.22921|0.02111593|4.8242|13.0|7.9|7.9
12a_a5|0|0.0|0|7.139660336|1|1|1.338814635|0.0|-0.00166971|5.209486153|0.043132749|2|-0.0036987359999999|0.0|-0.09350376|0.00873078|10.94553751|-0.032601907|0.008649556|-0.006024869|-0.057691345|-0.175245466|2|0.779533861|0.1121034509999999|-0.063558439|0.741588813|0|0.894590896|-0.058605038|-0.067680123|-36.01436435|-41.59124655|5.032443973|0.105409104|64.77671525|-0.026030816|-25.55893402|3.0925714930000003|0.0|0.746785093|-1.353602454|-22.13179066|41.04680832|2524.410428|549.7500455|8.741980056000001|16.12184989|0.844187448|5294.775577|155.6073368|-511.1786804|-303.31208710000004|1113.8745800000002|0.0|1.0|1.0|1.0|1.0|3.06|-8.83|4.26|57.7|1.0|0.0|0.0|-4.27|4.0|-6.23|1.0|0.0|-4.59|2.56e-05|0.00977|0.0|0.0|1.4800000000000003e-09|5.660000000000001e-07|4.6865|4.1610000000000005|667.31|1140.24|264.55|0.67169|-1201.750315|-0.17152|-0.21228|0.03567816|3.9457|19.0|7.7212|7.7212
17a_a25|0|0.0|1|6.842683282|0|0|1.373200859|1.826085128|-0.004137083|4.727387819|-0.036457743|2|-0.017081614|2.008884939|-0.248224991|0.0063846319999999|10.93106298|0.006360768|0.006423059|-0.02776212|-0.047099434|-0.362222339|2|0.748718056|0.168247187|0.0114970419999999|0.659740852|1|0.874586929|-0.06234901|-0.079378741|-44.46905084|-56.61512986|9.033070252|0.125413071|89.44809639|-0.0297670279999999|-40.379488|6.442637379|80.30332825|0.755980502|-1.666953566|-31.71656603|53.50212109|2907.309477|623.7797651000001|8.996672966|16.93624014|0.882500365|6250.571217000001|174.0415044|-847.969248|-365.1448527|1572.683056|1.0|1.0|1.0|1.0|1.0|3.48|-9.98|5.31|72.7|2.0|0.0|0.0|-5.12|4.0|-6.18|0.0|1.0|-5.13|7.44e-06|0.00323|0.0|0.0|1.05e-10|4.54e-08|5.2683|3.9347|747.06|1271.9|235.34|0.6722|-1391.321455|-0.16304|-0.21559|0.0362293|5.1401|25.0|7.6021|7.6021
4_a38 (LY-2157299)|0|0.0|1|7.535296702|1|1|1.343847059|2.0959524330000003|-0.00638266|5.4161004020000005|-0.080432741|2|-0.0501467259999999|1.721297609|-0.325515636|0.002865697|10.9277672|-0.020954339|0.003107816|-0.083399128|0.028964355|-0.463575124|2|0.8099394329999999|-0.041794304|-0.032369326|0.6848692759999999|1|0.754313773|-0.092570349|-0.089446059|-52.90108631|-51.11565158|7.104736984|0.2456862269999999|140.40206619999998|-0.03235283|-29.21101111|4.060137052|71.22674185|0.7861170609999999|-1.520583011|-30.23133173|60.00582329|2501.945802|431.0669496|6.54753874|12.76426621|0.949475478|5566.495502000001|122.2274724|-496.5871888|-327.0140711|1105.390176|0.0|1.0|1.0|1.0|1.0|3.27|-7.13|3.51|86.69|1.0|0.0|0.0|-3.85|4.0|-6.86|0.0|1.0|-3.99|0.000102|0.0375|0.0|0.0|7.45e-08|2.75e-05|4.65|3.78|617.61|1048.31|266.68|0.68|-1198.442536|-0.16|-0.22|0.03652312|7.6529|69.0|7.1586|7.1586
12a_a36|0|0.0|0|7.412764017000001|2|2|1.297044783|0.0|-0.007471648|5.351858133|-0.0427777779999999|2|0.078063311|0.0|-0.403468978|0.002039107|10.96083376|-0.065913514|0.003199301|0.134423193|-0.1063550619999999|-0.432975237|1|0.7934042040000001|-0.012112722|-0.119322074|0.855821486|0|0.820684627|-0.076154312|-0.104828755|-46.76212019|-64.36949846|12.03249549|0.179315373|110.1075804|-0.037738352|-39.52572284|7.388485123|5.277117996|0.755315434|-1.886917597|-28.71401279|58.79461567|2647.835699|503.9367075|6.600635115|12.464492300000002|0.888377722|5710.355735|150.24716030000002|-711.4630111|-313.5499672|1533.996157|1.0|0.0|0.0|1.0|2.0|4.75|-6.59|1.88|69.2|1.0|0.0|0.0|-3.79|4.0|-6.72|1.0|0.0|-4.0|0.000101|0.0384|0.0|0.0|2.56e-07|9.78e-05|3.8343|3.6682|653.94|1096.31|323.35|0.6997|-1232.707754|-0.1519299999999999|-0.20139|0.03544528|8.5603|13.0|7.8861|7.8861
14a_a23|1|0.0|2|7.423568444|0|0|1.197964042|3.39397765|-0.0056795759999999|5.351858133|-0.0246126279999999|2|0.0446402609999999|0.757767133|-0.289658385|0.012219066|10.31321831|-0.071842463|0.011363191|0.083206288|-0.073893976|-0.446724057|2|0.7556436440000001|0.114693804|-0.123790952|0.6888154959999999|1|0.918677038|-0.055677662|-0.08032517|-35.20994211|-50.79675604|12.33442989|0.081322962|51.42774883|-0.0341809229999999|-32.12331106|7.800158102999999|80.54176247|0.7807587890000001|-1.606503401|-22.26638099|47.54437201|2816.527785|580.9612768999999|7.668841725|14.2658736|0.8602383659999999|6269.28943|138.6457355|-642.4662212000001|-355.0975547|1301.215093|1.0|0.0|1.0|1.0|1.0|3.41|-7.41|4.02|105.02|2.0|1.0|0.0|-5.47|4.0|-6.27|0.0|0.0|-4.96|1.1e-05|0.0045299999999999|0.0|0.0|3.92e-08|1.6100000000000002e-05|3.7119|3.7119|665.5|1134.02|334.02|0.6289100000000001|-1629.690316|-0.15002|-0.2238099999999999|0.0216412|8.3962|3.0|8.5498|8.5498
IN1166_a11|0|0.0|0|6.842683282|0|0|1.429020445|0.0|-0.006882528|4.727387819|-0.008507023|2|0.018376555|1.643912856|-0.378539035|-0.003356527|10.95053349|-0.037793156|-0.001446486|0.032420935|-0.126749697|-0.462344944|2|0.765593573|0.102257199|-0.067328767|0.790249345|1|0.863273559|-0.073965061|-0.0896538619999999|-51.07061499|-61.90325275|13.82641888|0.136726441|94.40543077|-0.031642539|-42.74230509|9.546719887|20.83871871|0.694302821|-1.6137695069999998|-35.26269962|64.89703387|2865.055175|596.0640225999999|6.777827685|12.63334911|0.8639230290000001|6310.825439|211.0745642|-769.3614916|-268.3203251|1604.859603|1.0|1.0|1.0|1.0|2.0|3.51|-10.18|4.53|103.17|1.0|0.0|0.0|-5.11|5.0|-6.52|0.0|1.0|-4.78|1.65e-05|0.00688|0.0|0.0|6.59e-11|2.75e-08|4.9857|3.2827|704.48|1198.36|248.68|0.6998300000000001|-1347.012407|-0.13823|-0.21098|0.04189898|4.3481|12.0|7.9318|7.9318
1m_a5|0|0.0|0|6.605297921|0|0|1.3047206409999998|0.0|-0.002410445|4.59511985|-0.005518104|2|-0.07112464|0.0|-0.096417794|0.006422789|10.94856032|-0.011848312|0.00520748|-0.118494698|0.042813643|-0.2274929269999999|2|0.7824502320000001|0.077347244|-0.022280685|0.63664685|0|0.8823955520000001|-0.070959368|-0.071478865|-37.380714700000006|-37.65438054|4.7571353730000006|0.117604448|61.95289543|-0.028977918|-19.83596661|2.506013299|0.235629561|0.73847373|-1.072182971|-19.69180207|42.13785007|2183.167528|464.8375158|6.911100301|13.35855701|0.932913201|4584.808374|137.7695311|-297.5394992|-251.2513491|764.8419772000001|1.0|1.0|0.0|1.0|1.0|2.69|-8.63|4.85|54.46|1.0|0.0|0.0|-4.52|3.0|-5.71|1.0|1.0|-4.74|1.82e-05|0.00607|0.0|0.0|2.35e-09|7.82e-07|4.6678|4.3983|553.42|926.13|265.61|0.45426|-1410.783167|-0.1778|-0.22857|0.03223201|2.4582|43.0|7.3665|7.3665
3q_a32|1|0.0|0|7.765993078999999|0|0|0.609420748|0.0|-0.008072705|5.733341277|-0.04718311|0|0.02785755|2.120544848|-0.419780649|0.000773658|10.31100266|-0.098400506|0.002487149|0.0492355779999999|-0.167040501|-0.5448044360000001|0|0.853737093|0.010109949|-0.1585635|0.716172604|1|0.84993799|-0.067604132|-0.097961799|-41.72706804|-60.46462749|11.43581616|0.15006201|92.62226328|-0.027989085|-37.3203761|7.058489861|53.27315741|0.6349739010000001|-1.371465184|-25.7550561|53.16288420000001|2649.276311|524.6043311000001|6.428518903|11.93494358|0.856561949|6079.482066|225.3038157|-522.4852655000001|-166.61896299999998|1333.133193|1.0|0.0|1.0|1.0|1.0|3.57|-7.31|4.72|131.25|1.0|0.0|0.0|-5.91|4.0|-6.35|0.0|1.0|-4.62|2.4100000000000003e-05|0.00992|0.0|0.0|4.88e-08|2.01e-05|3.6236|3.6236|666.16|1136.46|342.16|0.70216|-1919.821707|-0.15001|-0.19969|0.02381444|5.2657|28.0|7.5528|7.5528
12am_a36|0|-4.723487246|0|7.412764017000001|2|2|1.240140551|0.0|-0.015884751|5.351858133|-0.297354748|2|0.122824831|0.0|-0.921315581|-0.011700732|10.9602097|-0.037654321|-0.007897954|0.345949079|-0.1187503719999999|-0.6080522279999999|1|0.8344566859999999|-0.0147665219999999|-0.05754717|0.624142499|0|0.814986544|-0.091472759|-0.118101664|-63.19394154|-81.59051640000001|12.15249658|0.185013456|127.81651770000002|-0.045928425|-56.3667958|8.395550408|1.038361162|0.788334835|-2.480134939|-43.65752487|75.34643812|3230.6292780000003|563.0333297999999|8.772646622|17.01968794|0.940085891|7238.033439|146.228847|-1183.702712|-398.3921535|2173.44302|1.0|0.0|1.0|1.0|2.0|4.81|-7.14|4.04|78.43|2.0|0.0|0.0|-5.2|8.0|-6.4|0.0|0.0|-5.07|8.6e-06|4.0|1.0|0.0|7.24e-08|3.37e-05|5.2317|3.8606|714.21|1206.77|236.99|0.6805100000000001|-1644.952145|-0.15658|-0.21356|0.03550681|8.0872|0.06|7.2218|7.2218
13e_a6|0|0.0|0|6.842683282|0|0|1.429020445|0.0|-0.006882528|4.727387819|-0.008507023|2|0.018376555|1.643912856|-0.378539035|-0.003356527|10.95053349|-0.037793156|-0.001446486|0.032420935|-0.126749697|-0.462344944|2|0.765593573|0.102257199|-0.067328767|0.790249345|1|0.861676601|-0.074242826|-0.093298845|-49.62570093|-62.36320497|12.28502792|0.138323399|92.4587065|-0.032929004|-41.68507499|8.211609879|0.0|0.722530518|-1.679379203|-33.17101912|61.91072885|2868.489025|575.965487|7.973429837999999|14.346067199999998|0.799234143|6147.8097210000005|185.4673146|-750.3313497|-297.4895642|1553.619759|1.0|1.0|1.0|1.0|2.0|3.51|-10.18|4.53|103.17|1.0|0.0|0.0|-5.11|5.0|-6.52|0.0|1.0|-4.78|1.65e-05|0.00688|0.0|0.0|6.59e-11|2.75e-08|5.9885|3.2475|713.3|1202.5|207.04|0.7034199999999999|-1347.014564|-0.1327|-0.20804|0.03809808|13.2999|12.0|7.9208|7.9208
47s_a18|0|0.0|0|7.03438793|1|1|1.251176205|0.0|-0.0054038509999999|4.844187086|-0.045792331|0|-0.026883417|0.0|-0.394481152|0.002573931|10.94702059|-0.031515152|0.003686393|-0.040169986|-0.168728915|-0.46304239|0|0.712629555|0.0109557919999999|-0.0540701129999999|0.716761234|0|0.84543779|-0.070258863|-0.08106112|-53.18668656|-61.36410696|6.394119331000001|0.15456221|117.0051929|-0.030108416|-46.45326408|4.840414512|51.05656345|0.820470855|-2.107589125|-40.26287221|59.58080589|2992.734821|640.0051571|9.811856136|18.65422248|0.901192009|6968.705069|135.90542109999998|-1207.784866|-485.1995077|1944.574596|1.0|1.0|0.0|1.0|2.0|4.41|-9.42|3.93|76.5|3.0|1.0|0.0|-5.95|3.0|-5.96|1.0|0.0|-5.45|3.53e-06|0.0017|0.0|0.0|3.8199999999999997e-10|1.84e-07|3218.0|3218.0|809.4|1435.42|385.29|0.6926800000000001|-1533.737579|-0.13195|-0.18109|0.02195039|2.9991|616.0|6.2104|6.2104
12bh_a36|0|0.0|0|7.412764017000001|2|2|1.297043258|0.0|-0.006687484|5.351858133|-0.047482048|2|0.001012669|0.0|-0.401249012|0.003676818|10.94728093|-0.035747988|0.0045625|0.0016901289999999|-0.101854847|-0.43574839|1|0.78699829|-0.211972014|-0.0591586759999999|0.857993338|0|0.833491953|-0.070687668|-0.09959401|-47.04367494|-66.28126709|11.73109101|0.166508047|110.81353529999998|-0.035569289|-44.11115058|7.807212275|0.0|0.783294222|-1.991880197|-31.30825225|58.77476595|2773.193279|554.7010591|7.545637217999999|14.56834609|0.930697921|5957.443236|144.22085800000002|-882.2230117|-377.0728785|1692.3721690000002|1.0|0.0|0.0|1.0|2.0|4.95|-7.34|2.5|69.2|1.0|0.0|0.0|-4.54|4.0|-6.38|1.0|1.0|-4.6|2.5e-05|0.0102|0.0|0.0|4.55e-08|1.86e-05|3.8811|3.6255|715.94|1208.61|319.46|0.7039|-1311.293683|-0.14915|-0.20168|0.03071385|7.7975|14.0|7.8539|7.8539
12w_a36|0|-4.750262163|0|7.412764017000001|2|2|1.24014105|0.0|-0.015825416|5.351858133|-0.297354748|2|0.041058884|0.0|-0.917874106|-0.011700732|10.96020797|-0.010726574|-0.007897954|0.115646674|-0.1187503719999999|-0.604676196|1|0.828393514|-0.098657593|-0.016393443|0.624142499|0|0.828363244|-0.086826396|-0.111267166|-62.34080876|-79.88912835|15.15285952|0.171636756|123.23411609999998|-0.041210062|-57.35989379|10.87965823|0.780959767|0.70536279|-2.225343322|-44.76031023|77.49366829|3230.870697|594.7596206000001|8.365472166|15.701847400000002|0.8769828040000001|7418.252264|211.5476713|-1147.197876|-294.8983941|2265.1925920000003|1.0|0.0|1.0|1.0|2.0|4.82|-7.14|4.04|78.43|2.0|0.0|0.0|-5.2|8.0|-6.4|0.0|0.0|-5.07|8.6e-06|4.0|0.0|0.0|7.24e-08|3.37e-05|3.8881|3.8881|712.88|1198.72|318.88|0.69466|-1644.953222|-0.15708|-0.21034|0.0328886|7.0746|23.0|7.6383|7.6383
19_a34|0|0.0|1|7.412764017000001|1|1|1.438829424|1.898101852|-0.013066507|5.351858133|-0.169170251|1|-0.189862762|0.0|-0.5357267960000001|-0.00802652|10.95957634|-0.014196676|-0.0042364759999999|-0.29861864|-0.255220734|-0.469568766|1|0.8022000659999999|0.08178394|-0.0235903339999999|0.818710955|0|0.6399024520000001|-0.112877411|-0.1255804019999999|-56.30608209|-62.64265252|19.74799697|0.360097548|179.6256831|-0.039656969|-31.24772528|9.850795895|470.4453529|0.662289492|-1.506964829|-28.08688512|76.05407906|2127.363207|319.1993829|5.495780422|10.31797048|0.877434994|4496.516479|168.4584665|-374.9727034|-161.90813300000002|1135.020017|0.0|1.0|0.0|1.0|1.0|3.07|-5.03|2.31|69.4|0.0|0.0|0.0|-2.73|5.0|-7.01|1.0|1.0|-3.15|0.000704|218.0|0.0|0.0|9.42e-06|0.00291|4.1721|4.1721|538.96|882.87|297.18|0.6897300000000001|-1046.458335|-0.1735|-0.20251|0.03168624|5.0441|0.99|6.0044|6.0044
9_a1|0|0.0|0|6.86171134|0|0|1.432397289|0.0|-0.00614716|4.727387819|-0.1075163359999999|1|-0.110185988|0.0|-0.282769361|-0.00314411|10.94877277|0.016589221|-0.0018191779999999|-0.232860777|-0.044035724|-0.483335578|1|0.737794643|-0.053460262|0.02778394|0.572272366|0|0.755276458|-0.080888063|-0.085722429|-46.63553015|-49.42275468|6.495805626|0.244723542|141.093898|-0.031896718|-28.49439431|3.745117974|0.0|0.7816897429999999|-1.371558857|-26.88743664|53.13133578|2387.143654|435.4501351|7.61577077|13.91191974|0.826725116|5063.330971|125.865476|-455.910309|-324.81308110000003|1011.608611|1.0|1.0|1.0|1.0|1.0|2.78|-8.98|5.57|58.64|2.0|0.0|0.0|-4.68|4.0|-5.81|0.0|1.0|-4.79|1.62e-05|0.0057799999999999|0.0|0.0|1.04e-09|3.7100000000000003e-07|3343.0|3343.0|600.6|1007.04|370.88|0.70296|-1187.011122|-0.13413|-0.21015|0.03294951|6.4447|6.0|5.2218|5.2218
4l_a46|0|0.171853072|1|7.825245291|1|1|1.134637095|2.155247543|-0.004736212|5.587248657999999|-0.075241716|1|-0.067419714|0.0|-0.255755434|0.0066560469999999|10.94631401|-0.161358058|0.006162668|-0.1012114369999999|0.0071939419999999|-0.3888343979999999|1|0.726535412|-0.001318857|-0.229089688|0.7936534740000001|0|0.892158627|-0.09094885|-0.085194597|-51.45056667|-48.19533497|3.721888783|0.107841373|61.00681586|-0.030068681|-27.26452605|2.10550531|0.0|0.883450801|-1.533502748|-29.10603933|55.17245545|2165.620022|504.7020036|5.80829255|9.833034117|0.692930243|4865.794981|65.93290984|-490.7614689|-433.8429998|981.9630347|1.0|1.0|1.0|1.0|1.0|3.92|-7.0|5.02|50.94|1.0|0.0|0.0|-5.28|3.0|-5.23|1.0|1.0|-5.11|7.78e-06|0.0027|0.0|0.0|9.980000000000001e-08|3.47e-05|5.4011|4.4542|612.39|1057.06|229.55|0.68584|-1092.484863|-0.18567|-0.20351|0.03506136|3.7624|98.0|7.0088|7.0088
17b_a50|1|0.0|2|7.934155233999999|1|1|1.348984601|4.35392516|-0.002181823|5.82008293|0.013050204|1|0.035558152|2.206759705|-0.144000296|0.012409091|10.94500663|-0.15040528|0.012686493|0.05636897|-0.2252068689999999|-0.237489143|1|0.7621727979999999|-0.1585336269999999|-0.257646121|0.748900413|1|0.931849183|-0.047785496|-0.07555585|-33.25475672|-52.58062823|8.976922737999999|0.068150817|47.42733742|-0.02681014|-36.59177249|6.247196459|86.9549829|0.803386523|-1.662228695|-23.14256283|42.23167946|2765.537065|648.4900322000001|8.324966952|16.11918162|0.936245718|6059.076348|136.82673369999998|-805.0189948|-422.2639022|1439.872076|1.0|1.0|1.0|1.0|0.0|4.17|-7.54|4.92|51.77|3.0|0.0|0.0|-4.75|4.0|-6.09|1.0|0.0|-4.91|1.22e-05|0.0052|0.0|0.0|2.87e-08|1.22e-05|4.2447|4.0418|752.09|1300.3|292.09|0.66195|-1336.833957|-0.16699|-0.19879|0.02640483|8.4096|122.0|6.9136|6.9136
12au_a36|0|0.0|0|7.412764017000001|2|2|0.2992539489999999|0.0|-0.009897048|5.351858133|-0.351827031|2|0.075815782|0.0|-0.613616984|-0.006862238|10.31810353|-0.03802163|-0.001160331|0.1320241419999999|-0.15024383|-0.515924985|1|0.825565083|-0.021932444|-0.058671909|0.750657639|0|0.698996981|-0.090166553|-0.110305773|-64.86748076|-79.35600767|15.51748637|0.301003019|216.5471227|-0.038036474|-57.09017539|11.16356587|26.04051569|0.7160586109999999|-2.206115469|-46.66686194|80.38496714|3484.987058|502.8713191000001|8.963940512999999|17.67586495|0.97188557|7239.100414|204.2726719|-1141.803508|-310.873098|2216.466823|0.0|0.0|0.0|1.0|3.0|5.0|-6.87|2.15|123.75|1.0|0.0|0.0|-3.85|6.0|-8.03|0.0|0.0|-3.72|0.0001889999999999|0.0897|0.0|0.0|1.36e-07|6.45e-05|5.1307|3.7105|752.27|1283.4|241.65|0.70395|-1875.89525|-0.15162|-0.2087099999999999|0.05174058|8.0814|47.0|7.3279|7.3279
14a_a25|0|0.0|1|6.842683282|0|0|1.420015394|1.667057351|-0.004483962|4.727387819|-0.05112778|2|0.051906412|1.975771616|-0.255585831|0.006085806|10.93106303|-0.019985937|0.006158124|0.085350921|-0.0469914379999999|-0.365062041|2|0.7385460309999999|-0.085643386|-0.035531959|0.653818362|1|0.850426305|-0.069657015|-0.084207356|-45.72658614|-55.27820709|8.449104086|0.149573695|98.18816423|-0.033365179|-36.28756839|5.546443318|58.18995584|0.8067529940000001|-1.76835447|-30.017374100000005|54.17569023|2844.993903|558.2652611000001|7.39139255|14.55676745|0.969421506|6315.975408|126.8576588|-762.0389362000001|-402.7381076|1438.906775|1.0|1.0|1.0|1.0|1.0|3.43|-9.59|4.92|72.7|2.0|0.0|0.0|-5.39|4.0|-5.91|0.0|1.0|-5.29|5.13e-06|0.00215|0.0|0.0|2.58e-10|1.08e-07|5.3631|3.9479|689.55|1202.13|231.18|0.6714|-1352.024616|-0.16347|-0.2143|0.03250632|4.1656|207.0|6684.0|6684.0
