molecula|n9FaRing|SssssC|NaasN|SRW09|nAHRing|nARing|BCUTs-1|SaasN|AATSC1c|SRW07|AATSC1s|n6HRing|MATS7i|SaaaC|ATSC1c|AATSC1are|BCUTi-1|AATSC8d|AATSC1pe|AATSC7i|MATS1i|MATS1c|n6aHRing|BIC2|MATS8s|MATS8d|GATS1pe|nFaHRing|RASA|FNSA3|FNSA5|PNSA3|PNSA5|PPSA3|RPSA|TPSA_x|FNSA4|WNSA5|WPSA3|RPCS|FNSA1|FNSA2|WNSA3|DPSA3|GRAVp|TASA|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|WNSA2|DPSA1|DPSA2|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Leadlikeness|Brenk|Veber filter|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|BBB|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Area (grid)|Volume|Wavelength (max. Transition) (nm)|Contribution (HOMO-LUMO transition)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Dipole (water)|IC50|pIC50|pIC50
16a_a23|1|0.0|2|7.423568444|1|1|1.197962324|3.411338761|-0.0054940769999999|5.351858133|-0.013055633|3|0.062601621|0.759926978|-0.302174246|0.012426121|10.31321796|-0.071458049|0.01226642|0.115499047|-0.181609054|-0.380779155|2|0.8323974470000001|0.154144584|-0.116894582|0.7199622309999999|1|0.934837094|-0.041095401|-0.07288672|-26.53751114|-47.06687604|13.80568132|0.0651629059999999|42.07919382|-0.025724725|-30.39361398|8.915071155|91.92609822|0.585920722|-1.311960953|-17.13669862|40.34319246|2924.629647|603.6746046|8.024409307|15.89802615|0.981208279|6552.801739|267.3932664|-547.0850515999999|-110.9672657|1445.935835|1.0|0.0|0.0|1.0|1.0|3.94|-5.27|2.52|108.26|1.0|1.0|0.0|-4.58|4.0|-7.02|0.0|0.0|-4.31|4.86e-05|0.0208|0.0|0.0|5.38e-06|0.0023|1.6239|1.6239|670.04|1172.0|763.49|0.96307|-1685.580443|-0.07625|-0.12645|0.03391189|18.4446|39.0|7.4037|7.4037
8c_a12|0|0.0|0|0.0|1|1|1.283851303|0.0|-0.0104125509999999|0.0|-0.055163114|3|-0.106633503|0.0|-0.447739674|-0.004211843|10.95472932|-0.07003012|-0.00160589|-0.1876771789999999|-0.210669119|-0.606245231|2|0.782864175|-0.10899871|-0.130288596|0.845077891|0|0.840397446|-0.067004282|-0.101988384|-34.19075142|-52.04233846|10.00357546|0.159602554|81.4415307|-0.038245644|-26.55601426|5.104595615|0.0|0.764449832|-1.529825767|-17.44675795|44.19432689|2190.852814|428.8355831|5.670223821|10.74930819|0.8957467170000001|4610.945152|120.19586|-398.3402139|-269.8853937|1021.17241|0.0|1.0|0.0|0.0|1.0|3.91|-7.14|1.59|63.06|0.0|0.0|0.0|-3.47|5.0|-6.44|1.0|1.0|-3.72|0.0001899999999999|0.0598|0.0|0.0|7.24e-08|2.28e-05|4.3598|3.8341|551.66|909.19|284.38|0.67318|-1022.613451|-0.15571|-0.2227699999999999|0.02263772|2.4806|0.04|7.3979|7.3979
7f_a8|0|0.0|1|7.05012252|0|0|1.394802504|1.2793830309999998|-0.005338193|4.844187086|-0.073219554|0|0.034392285|0.0|-0.234880498|0.00112124|10.94343485|0.0260356679999999|0.00084936|0.09329746|0.052081992|-0.381574707|0|0.7051689170000001|-0.048917705|0.041366689|0.507325475|0|0.770229267|-0.091890536|-0.08790841|-52.28313554|-50.01741803|7.858266077000001|0.229770733|130.7330978|-0.040738044|-28.45850692|4.471132824|55.49953831|0.880922225|-1.670259798|-29.74763659|60.14140162|2534.956113|438.23883319999993|7.704280774|14.04331892|0.822794279|5662.145174|67.75191165|-540.7116315000001|-433.4681077|1078.790971|1.0|0.0|1.0|0.0|1.0|3.14|-8.46|5.49|61.58|2.0|0.0|0.0|-5.68|4.0|-5.27|0.0|1.0|-5.5|3.16e-06|0.00118|0.0|1.0|3.5e-09|1.31e-06|3.8187|3.4810000000000003|584.99|991.61|324.68|0.6987399999999999|-1285.017838|-0.14506|-0.21998|0.02809022|11.6137|35.65|4.4479|4.4479
17e_a50|1|0.0|2|7.934155233999999|2|2|1.320916122|4.3906140030000005|-0.0020746479999999|5.82008293|0.038322942|2|-0.011278897|2.2384546640000003|-0.141076059|0.012036705|10.94500663|-0.114420412|0.012372059|-0.017965698|-0.1949741189999999|-0.229030473|1|0.7409645029999999|-0.1710526319999999|-0.202197068|0.736221185|1|0.930108205|-0.046347299|-0.073011385|-32.24487658|-50.7956915|8.950665784|0.069891795|48.62532158|-0.02665495|-35.33972521|6.227183052000001|86.98647608|0.803671114|-1.67926185|-22.43349867|41.19554236|2883.936138|647.0975667|8.52101688|16.70124474|0.960006062|6301.28046|136.5904997|-812.8136797000001|-422.5418889|1453.705234|0.0|1.0|1.0|1.0|0.0|4.18|-7.33|4.68|51.77|2.0|0.0|0.0|-4.87|4.0|-6.08|1.0|0.0|-5.18|6.58e-06|0.00288|0.0|0.0|4.63e-08|2.03e-05|4.2373|4.0298|757.34|1312.91|292.6|0.66478|-1374.927998|-0.16649|-0.19805|0.02761851|8.8326|155.0|6.8097|6.8097
28_a34|0|0.0|1|7.423568444|1|1|1.454781307|1.767685185|-0.016942875|5.351858133|-0.206909349|1|-0.201047053|0.0|-0.6946578940000001|-0.012039484|10.9595763|-0.0500053959999999|-0.007544188|-0.33032879|-0.189821204|-0.5437894289999999|1|0.798057295|0.092890802|-0.078146961|0.7829667309999999|0|0.545935562|-0.1306693569999999|-0.140864841|-66.89539627|-72.11491331|19.29162755|0.4540644379999999|232.4555747|-0.048190604|-36.91879876|9.876233397|88.32197602|0.7298701059999999|-1.831242935|-34.24669822|86.18702382|2252.098123|279.4884473|5.613534285|10.28760365|0.832642882|4803.256974|138.2913845|-479.9443839|-235.3612529|1284.466737|0.0|1.0|1.0|1.0|1.0|3.02|-4.78|2.07|92.26|0.0|0.0|0.0|-3.27|5.0|-7.04|0.0|1.0|-3.25|0.000565|182.0|0.0|0.0|1.66e-05|0.00535|4.2857|4.2857|544.24|896.02|289.3|0.69263|-1100.6525880000002|-0.17802|-0.21698|0.03680411|8.5886|3.82|5.4179|5.4179
9_a4|0|0.0|1|7.535296702|1|1|1.300485838|2.130445484|-0.00136737|5.4161004020000005|0.016639331|2|-0.019160308|2.137757657|-0.064266379|0.010709527|10.92992723|-0.0454860859999999|0.009731833|-0.030976753|-0.0475186259999999|-0.172904817|2|0.801082857|-0.151437311|-0.072130166|0.58669472|1|0.937102792|-0.052625548|-0.069566741|-28.63837014|-37.85762102|4.918284148|0.062897208|34.22811902|-0.025885299|-20.60179129|2.676487872|45.21212204|0.792890434|-1.113067849|-15.58475436|33.55665428|2359.945586|509.9632679|5.744374392999999|10.21134541|0.777625327|5387.230364999999|112.7072422|-329.6286606|-318.7769026|763.9415367|1.0|0.0|1.0|1.0|0.0|3.18|-8.16|5.07|43.6|2.0|0.0|0.0|-4.76|3.0|-5.56|1.0|1.0|-5.15|7.06e-06|0.00255|0.0|0.0|6.9e-09|2.49e-06|4.7284|4.0137|586.24|999.93|262.21|0.6464|-1489.36688|-0.16948|-0.22204|0.02116575|5.4739|48.0|7.3188|7.3188
14c_a22|0|0.0|1|6.842683282|0|0|1.42291727|1.596256692|-0.005236206|4.727387819|-0.018518519|2|-0.026986769|1.568396937|-0.298463715|0.003784292|10.9464374|0.006275578|0.004362505|-0.047249795|-0.0917078119999999|-0.364626967|2|0.773044788|-0.096749121|0.010828071|0.639264982|1|0.866576459|-0.067475189|-0.080077573|-48.57709197|-57.64986681|17.68831053|0.133423541|96.05497587|-0.030217952|-41.50359456|12.73426132|78.22334636|0.66168729|-1.60155147|-34.9718749|66.26540251|3079.4894480000003|623.8702703|8.626337592|16.03849168|0.8592469290000001|6882.45|243.5598613|-830.0718911|-232.8055235|1742.5109329999998|0.0|1.0|1.0|1.0|1.0|3.49|-9.28|4.18|109.38|1.0|0.0|0.0|-4.86|6.0|-6.96|0.0|0.0|-4.62|2.4e-05|0.0107|0.0|0.0|5.269999999999997e-10|2.35e-07|5.7361|3.6741|715.52|1241.55|216.15|0.69113|-1460.324494|-0.15408|-0.22807|0.03150011|9.04|153.0|6.8153|6.8153
8f_a12|1|0.0|0|6.580639137|1|1|0.609895166|0.0|-0.008295703|4.59511985|-0.062406088|2|-0.013400998|2.177023629|-0.3981937339999999|-0.002596875|10.31134658|-0.024023866|-0.00094279|-0.023769395|-0.070713228|-0.560548116|1|0.7475224290000001|-0.13747286|-0.042014638|0.8409290840000001|1|0.869823177|-0.072634742|-0.098932601|-41.27611074|-56.220383|7.550959323|0.130176823|73.97552223|-0.03822396|-31.9483307|4.290980116|0.0|0.8381234340000001|-1.6818542230000002|-23.45595611|48.82707007|2541.921472|494.2940092|7.016225129|13.00131176|0.853035146|5481.952981|91.98952021|-543.1216218999999|-384.290491|1140.340995|1.0|1.0|1.0|1.0|1.0|4.09|-8.42|3.41|78.41|2.0|0.0|0.0|-5.7|4.0|-5.47|1.0|1.0|-5.24|5.72e-06|0.00211|0.0|0.0|3.79e-09|1.4e-06|4.1744|3.6536|606.97|1020.81|297.01|0.65098|-1480.955408|-0.15061|-0.2124|0.03056355|1.4701|646.0|6.1898|6.1898
4_a27|0|0.0|2|6.823286122000001|0|0|1.4008954130000002|3.294369174|-0.006181204|4.727387819|-0.058641975|2|-0.273119343|1.274166982|-0.278154179|0.00991794|10.93736915|-0.01660383|0.010329671|-0.459570857|-0.2030237389999999|-0.480852615|2|0.7853766809999999|-0.07759915|-0.024800302|0.614205449|1|0.852604338|-0.057748369|-0.078787867|-29.89961815|-40.79296366|10.43112657|0.1473956619999999|76.31512503|-0.0281385239999999|-21.12083948|5.40078803|58.27512057|0.682485674|-1.181818|-15.48073439|40.33074472|2273.715366|441.4418013|6.01592535|10.82331334|0.799110312|4988.6278600000005|164.3952417|-316.8125922|-188.9664429|896.5674718|0.0|0.0|1.0|0.0|0.0|3.11|-6.22|2.8|65.6|0.0|0.0|0.0|-3.57|4.0|-6.51|1.0|1.0|-3.99|0.000102|0.0339|0.0|0.0|6.04e-07|0.0002|5.5485|4.1288|555.75|946.77|223.46|0.6089899999999999|-1082.963712|-0.17034|-0.21533|0.01877181|3.9202|4.0|8.3979|8.3979
12ad_a36|0|0.0|0|7.412764017000001|2|2|1.297042846|0.0|-0.01083262|5.351858133|-0.073048351|2|0.046496301|0.0|-0.649957196|-0.001148437|10.95445455|0.010723827|0.000906224|0.077659878|-0.136151085|-0.478461478|1|0.832674224|0.1563642469999999|0.018207862|0.7767870459999999|0|0.760267769|-0.082404548|-0.107772644|-58.34300549|-76.30379737|21.78471426|0.239732231|169.7321223|-0.0365657189999999|-54.02363038|15.4237324|81.68309557|0.656407461|-2.047680239|-41.30726219|80.12771975|3041.082692|538.2749789|8.770308295|16.772513699999998|0.912420081|6569.653402|243.2659577|-1026.448977|-221.4751857|2208.646667|1.0|0.0|0.0|1.0|2.0|4.9|-6.62|1.67|95.5|1.0|0.0|0.0|-4.18|6.0|-7.18|0.0|0.0|-4.08|8.36e-05|0.0367|0.0|0.0|2.42e-07|0.000106|5733.0|3.8512|737.53|1236.64|216.26|0.67215|-1460.5468529999998|-0.15638|-0.21044|0.03648828|6.8996|17.0|7.7696|7.7696
17_a47|1|0.0|0|6.605297921|0|0|1.4168589319999998|0.0|-0.003764469|4.59511985|-0.019259259|3|-0.105849578|1.699575434|-0.2032813319999999|0.0042378929999999|10.9385382|-0.006331624|0.004477366|-0.180898239|-0.0184347939999999|-0.3004189439999999|3|0.75807704|-0.034891905|-0.010871607|0.7666613659999999|1|0.852282407|-0.07185129|-0.082994667|-43.82821253|-50.62550618|7.87914003|0.147717593|90.10552332|-0.02987808|-30.88080199|4.806157636|0.0|0.7457517659999999|-1.493904005|-26.73455447|51.70735256|2672.497352|519.8795281|7.055517075|13.10144249|0.8569074879999999|5854.9736840000005|155.087622|-555.8544359|-299.80980739999995|1221.9335609999998|1.0|1.0|0.0|1.0|2.0|3.44|-10.1|5.44|79.38|2.0|0.0|0.0|-5.4|4.0|-5.83|0.0|1.0|-5.21|6.11e-06|0.0024|0.0|0.0|7.96e-11|3.12e-08|4.2784|4.2784|656.78|1127.7|289.79|0.6844100000000001|-1254.737546|-0.17606|-0.22479|0.04130125|5.6949|5.0|8.3|8.3
12az_a36|0|0.0|0|7.412764017000001|2|2|1.297042831|0.0|-0.009570959|5.351858133|-0.040156368|2|0.078817323|0.0|-0.593399474|0.000482522|10.95957115|-0.012800556|0.002872872|0.129156742|-0.176729938|-0.387734368|1|0.812921349|-0.061924322|-0.021825174|0.8350231859999999|0|0.819163613|-0.071762413|-0.10786263|-50.28669997|-75.58351856|24.36575918|0.180836387|126.71905359999998|-0.033474609|-52.96429617|17.0740303|8.104966044|0.583865006|-1.941527339|-35.23783652|74.65245915|3039.528467|574.0196415|8.449849817|15.73229538|0.861843195|6700.839465|291.60189260000004|-953.3573311|-117.53490990000002|2330.167624|1.0|0.0|0.0|1.0|2.0|4.96|-6.79|1.9|87.66|1.0|0.0|0.0|-4.11|6.0|-7.13|0.0|0.0|-4.15|7.13e-05|0.0315|0.0|0.0|1.6100000000000005e-07|7.11e-05|3.8863|3.6095|737.12|1252.18|319.03|0.70333|-1461.686269|-0.14879|-0.19846|0.02800521|7.821000000000001|58.0|7.2366|7.2366
12f_a40|0|0.0|1|7.515889085|0|0|0.604990261|1.768354671|-0.006206277|5.4161004020000005|-0.015621373|0|0.070099257|0.807254372|-0.235838511|0.008525796|10.31197207|-0.172869148|0.006841832|0.115814835|-0.033224348|-0.397377446|0|0.777316288|-0.160218113|-0.271493213|0.605644757|1|0.909993912|-0.067004323|-0.082198664|-37.02024147|-45.41519509|11.90644165|0.090006088|49.72883796|-0.032879466|-25.09213464|6.57837176|61.55859085|0.7314440520000001|-1.150781297|-20.45387851|48.92668311|2383.68369|502.7764322|8.404802652999999|16.49362536|0.962404834|5326.217734000001|148.3785764|-351.2898849|-255.7481174|869.2568204|1.0|0.0|1.0|0.0|0.0|3.24|-7.32|5.44|67.66|2.0|0.0|0.0|-6.58|3.0|-4.76|0.0|1.0|-5.99|1.02e-06|0.0003819999999999|0.0|0.0|4.81e-08|1.8100000000000003e-05|4.3313|2.8374|572.63|951.55|286.25|0.7029|-2212.222254|-0.11765|-0.19526|0.01077929|4.8562|0.38|6.4202|6.4202
3m_a32|1|0.0|0|7.773594467000001|0|1|0.609420748|0.0|-0.006290106|5.733341277|-0.017268778|0|-0.0370712179999999|2.175099216|-0.3082152019999999|-0.000514191|10.31100268|-0.078038283|0.000822186|-0.065422345|-0.04918838|-0.49476131|0|0.817967125|-0.0067207069999999|-0.126422018|0.6672533589999999|1|0.798023273|-0.084626325|-0.09390309|-50.60363458|-56.15082133|8.029854976000001|0.201976727|120.7751424|-0.027127559|-33.57626169|4.801577352|0.0|0.674468222|-1.220740175|-30.25923462|58.63348955|2588.590536|477.1904954|7.0752395770000005|13.31775015|0.882303773|5724.714257|194.65681730000003|-436.4914018999999|-208.6520032|1082.275864|1.0|0.0|1.0|1.0|1.0|3.51|-7.38|5.35|128.01|2.0|0.0|0.0|-5.94|4.0|-6.17|0.0|1.0|-4.86|1.39e-05|0.00547|0.0|0.0|4.190000000000001e-08|1.65e-05|3.5749|3.5749|641.52|1073.31|346.82|0.7026600000000001|-1863.279862|-0.14835|-0.2056599999999999|0.0339106999999999|8.0755|23.0|7.6383|7.6383
12j_a30|0|0.0|0|7.412764017000001|2|2|0.604984421|0.0|-0.006336585|5.351858133|-0.033312179|2|-0.02473642|0.0|-0.354848778|0.005613018|10.31162861|-0.075816941|0.005965451|-0.0431311459999999|-0.053644471|-0.456342646|1|0.795446883|0.0060012969999999|-0.130412856|0.7991060659999999|0|0.842199041|-0.073909106|-0.094132698|-47.76354083|-60.832977500000005|10.09017681|0.157800959|101.9784021|-0.036204884|-39.31313154|6.520746879|0.0|0.8134611009999999|-1.882653966|-30.8670468|57.85371764|2784.7999170000003|544.2686362000001|8.067697897|15.41574553|0.91079856|6105.3402670000005|120.550211|-786.2626307999999|-405.1466163|1495.657934|1.0|0.0|1.0|1.0|1.0|4.76|-7.01|2.93|81.65|2.0|0.0|0.0|-5.66|4.0|-5.81|0.0|1.0|-5.15|7.05e-06|0.00291|0.0|0.0|9.75e-08|4.02e-05|5.1971|3.4788|695.8|1175.75|238.56|0.68625|-1614.831741|-0.14772|-0.1987799999999999|0.03201935|5.1081|9.0|8058.0|8058.0
15_a10|0|0.0|1|7.535296702|1|1|1.277647202|2.124460476|-0.0027892409999999|5.4161004020000005|0.035396617|2|-0.0729795729999999|1.981569297|-0.142251304|0.009882584|10.92966702|-0.05940848|0.009514122|-0.1157120169999999|-0.085979341|-0.208590561|2|0.808676284|-0.079744227|-0.105662909|0.635064845|1|0.915526801|-0.059234364|-0.074144604|-35.30133759|-44.18725043|11.09373722|0.084473199|50.34268476|-0.025240716|-26.33385303|6.61142847|108.7226878|0.646412648|-1.186313662|-21.03820054|46.39507481|2549.580207|545.6177511|6.35937164|11.23924661|0.767351752|5769.347123|210.7240726|-421.3416484|-174.5122907|1093.722422|1.0|1.0|1.0|1.0|0.0|3.29|-8.3|4.72|52.83|2.0|1.0|0.0|-4.48|4.0|-6.07|1.0|1.0|-4.81|1.56e-05|0.0061|0.0|0.0|5.01e-09|1.96e-06|5.7922|3.7997|641.98|1086.19|214.05|0.68543|-1603.851644|-0.1574|-0.20983|0.03039798|6.1563|33.0|7.4815|7.4815
14c_a23|1|0.0|2|7.423568444|0|0|1.197962449|3.349976042|-0.005822256|5.351858133|-0.024758731|2|0.04174584|0.743546646|-0.296935034|0.010682694|10.31321813|-0.047410593|0.009263715|0.077009731|-0.071484865|-0.4589840189999999|2|0.793551289|0.1114214519999999|-0.077808321|0.659570836|1|0.922935039|-0.0567889659999999|-0.0800086929999999|-37.73933093|-53.17009158|12.52192141|0.077064961|51.21382308|-0.034046252|-35.33439343|8.321492112|81.41541733|0.7834075309999999|-1.600173862|-25.07982076|50.26125234|2955.304496|613.3401089|7.832948614|14.49533577|0.8505592829999999|6755.962581999999|143.9373772|-706.6878684999999|-376.6791777|1357.40568|0.0|0.0|1.0|0.0|1.0|3.4|-7.99|4.67|105.02|2.0|1.0|0.0|-6.13|4.0|-6.03|0.0|0.0|-5.55|2.83e-06|0.00126|0.0|0.0|1.02e-08|4.55e-06|3.7031|3.7031|693.64|1177.63|334.81|0.56781|-2089.293299|-0.15143|-0.23096|0.02236136|10.369000000000002|2.0|8.6253|8.6253
12k_a30|0|0.0|0|7.412764017000001|2|2|0.604984231|0.0|-0.007818038|5.351858133|-0.029595542|2|-0.13882907|0.0|-0.44562817|0.0043261129999999|10.31162844|-0.038714845|0.0053380919999999|-0.240110949|-0.089279071|-0.4186541|1|0.830875659|0.001281277|-0.067714819|0.7933543279999999|0|0.815083558|-0.079026221|-0.098188266|-52.35426525|-65.04897323|16.01752015|0.184916442|122.5057244|-0.035199567|-43.09444587|10.61148425|0.0|0.7081361979999999|-1.865577056|-34.68429919|68.37178540000001|2920.279667|539.9866061|8.416930701|15.93977881|0.893775698|6393.133321|193.3575303|-818.7944715|-275.77726980000006|1745.328787|1.0|0.0|1.0|1.0|1.0|4.72|-6.74|2.63|90.88|2.0|0.0|0.0|-5.44|5.0|-6.19|0.0|0.0|-4.93|1.19e-05|0.0050799999999999|0.0|0.0|1.84e-07|7.87e-05|5.1958|3.4715|710.82|1200.31|238.62|0.6864899999999999|-1690.031103|-0.14743|-0.19798|0.03357755|5.0736|24.0|7.6144|7.6144
8a_a50|1|0.0|1|7.860570786|1|1|1.39826105|2.03117465|-0.00439531|5.777652323|-0.021959577|1|-0.0224366579999999|1.99158738|-0.188998337|0.007671336|10.94501357|-0.058014797|0.007801731|-0.038971589|-0.065546446|-0.352654037|1|0.804535572|-0.188882361|-0.095292123|0.7135713840000001|1|0.860876738|-0.069208148|-0.08230347|-34.88425666|-41.48493288|9.480859015|0.139123262|70.12485884|-0.031655181|-20.91041439|4.778811898|0.0|0.751415713|-1.234552044|-17.58335405|44.36511568|2206.356773|433.9235497|5.754657432|10.69309012|0.858162757|4638.284496|125.2985144|-313.6562159|-253.4513797|828.1354551|1.0|1.0|0.0|1.0|1.0|3.34|-6.32|3.71|59.39|0.0|0.0|0.0|-3.86|3.0|-6.12|1.0|1.0|-4.13|7.48e-05|0.0234|0.0|0.0|4.82e-07|0.000151|5.622000000000001|4.1738|548.47|912.7|220.53|0.60625|-1006.508913|-0.17244|-0.20051|0.03479985|5.5319|47.0|7.3279|7.3279
8a_a31|0|0.0|0|7.765993078999999|1|1|0.610138387|0.0|-0.015034136|5.733341277|-0.158899731|0|-0.1480271209999999|0.0|-0.586331322|-0.013230176|10.31170053|-0.01861065|-0.009293513|-0.258538098|-0.054025775|-0.520051508|0|0.837862749|0.0502030679999999|-0.030149254|0.883113019|0|0.594139864|-0.122293189|-0.136459435|-60.46233433|-67.46619355|18.56711239|0.405860136|200.6591816|-0.0416959379999999|-33.35560699|9.179668678|465.4559302|0.666437359|-1.501053781|-29.89286568|79.02944672|2128.209198|293.7455749|5.83708559|10.63792161|0.822471411|4538.505909|164.9149565|-366.9116769|-164.57484340000002|1113.575221|0.0|1.0|0.0|1.0|2.0|3.34|-5.33|2.54|114.29|0.0|0.0|0.0|-3.57|5.0|-7.11|0.0|1.0|-3.11|0.000773|243.0|0.0|0.0|4.62e-06|0.00145|3.8097|3.8097|538.75|872.11|325.45|0.7027100000000001|-1347.3959220000002|-0.1587599999999999|-0.18869|0.03432763|5.3042|0.79|6.1024|6.1024
34_a47|1|0.0|1|6.842683282|0|0|1.40499556|1.883479676|-0.004157676|4.727387819|-0.064842466|3|-0.094313757|1.741433543|-0.191253079|0.003530307|10.98214103|0.078153957|0.0047106|-0.208989427|-0.1430639269999999|-0.2829549719999999|3|0.833786184|0.046668352|0.128336294|0.609110565|1|0.8260556609999999|-0.061957581|-0.090141168|-34.3104683|-49.91779281|10.92238452|0.1739443389999999|96.32577107|-0.029348287|-27.64315244|6.048527453999999|0.0|0.653993216|-1.261976347|-19.00022922|45.23285281|2371.236125|457.4477611|7.066583143|12.96364153|0.834499257|5105.274301|191.6093987|-387.0041342|-170.55473480000003|1068.587688|1.0|1.0|1.0|1.0|1.0|3.19|-7.47|4.52|68.52|0.0|0.0|0.0|-3.57|5.0|-6.66|1.0|1.0|-3.9|0.000125|0.0436|0.0|0.0|3.36e-08|1.17e-05|4.2077|3.8892|585.79|980.02|294.66|0.69314|-1162.283641|-0.16086|-0.21536|0.03084502|6.2235|2.0|8.7|8.7
15a_a22|0|0.0|1|6.842683282|0|0|1.4229176680000002|1.646649187|-0.0050042229999999|4.727387819|-0.052476637|2|0.021482585|1.614660505|-0.280236463|0.005288335|10.9464374|-0.015194063|0.005757758|0.036467904|-0.097476465|-0.360663314|2|0.7392451729999999|-0.09744639|-0.027029438|0.655865336|1|0.86664032|-0.061755825|-0.081705465|-41.92018177|-55.4621036|14.43653926|0.13335968|90.52525878|-0.031425179|-37.6479704|9.799599501|65.53409434|0.702735071|-1.634109304|-28.45564196|56.35672103|2884.815511|588.2800507999999|8.157552588|14.6895113|0.800725296|6322.278103000001|201.7850124|-752.9594081|-275.2352849|1578.4640869999998|1.0|1.0|1.0|1.0|1.0|3.42|-9.21|4.31|85.59|1.0|0.0|0.0|-4.65|5.0|-6.61|0.0|1.0|-4.68|2.1e-05|0.00881|0.0|0.0|6.1e-10|2.56e-07|5.0577|3.6496|696.57|1189.31|245.14|0.69076|-1368.0755869999998|-0.15281|-0.21285|0.03153544|6.8666|143.0|6.8447|6.8447
6_a15|0|0.0|0|0.0|0|0|1.419941278|0.0|-0.00951284|0.0|-0.048804012|1|0.106485923|0.0|-0.513693384|0.001080419|10.95880677|-0.009025163|0.003942615|0.153430865|-0.195267558|-0.35221474|1|0.691316481|0.0371776429999999|-0.015484797|0.810779115|0|0.859308431|-0.07051817|-0.123000073|-41.14459066|-71.76572566|17.20414198|0.140691569|82.0880213|-0.0307500179999999|-41.87249058|10.03794313|55.65697829|0.581974721|-1.599000943|-24.00625743|58.34873264|2454.904173|501.3728188|6.110075236|10.02135591|0.640136254|5589.043165|243.9013805|-544.3423775|-95.65807914|1603.08412|1.0|1.0|1.0|0.0|1.0|3.29|-7.95|5.26|61.84|2.0|0.0|0.0|-5.66|5.0|-5.33|1.0|1.0|-5.14|7.32e-06|0.00278|0.0|0.0|1.13e-08|4.3e-06|4.3423|3.7696|612.22|1092.02|285.52|0.70554|-1262.75978|-0.15714|-0.18133|0.01711539|1.9421|35.0|7.4559|7.4559
7g_a8|0|0.0|1|7.535296702|1|1|1.39137419|1.336155045|-0.01002363|5.4161004020000005|-0.067360394|0|-0.030968098|0.0|-0.481134236|-0.00087806|10.9431888|-0.027717137|0.0002620309999999|-0.065174707|0.021974492|-0.418049442|0|0.7363841520000001|0.098510683|-0.044866536|0.606087461|0|0.699376143|-0.107714754|-0.1122315669999999|-64.55562181|-67.26263865|19.08352484|0.300623857|180.1699331|-0.045912914|-40.31185423|11.43714084|56.75323443|0.806738465|-2.020168201|-38.68948451|83.63914665|2802.2242920000003|419.1502102|7.588498875|14.3346384|0.8889952590000001|6293.364606|115.825531|-725.6133762000001|-367.6690814|1500.768277|1.0|0.0|1.0|1.0|1.0|3.29|-7.91|4.66|80.04|2.0|0.0|0.0|-5.78|5.0|-5.63|0.0|1.0|-5.44|3.59e-06|0.00143|0.0|0.0|1.23e-08|4.92e-06|3.7874|3.7874|620.67|1053.9|327.36|0.62073|-1374.291597|-0.15508|-0.22129|0.03974865|12.9547|21.03|4.6772|4.6772
12u_a36|0|0.0|0|7.412764017000001|2|2|1.270259304|0.0|-0.006461999|5.351858133|-0.0407717229999999|2|0.033763276|0.0|-0.407105926|0.0042553209999999|10.95266014|-0.010669561|0.005035022|0.055588998|-0.099596099|-0.438988314|1|0.8101678720000001|0.080270195|-0.018047007|0.860667615|0|0.842227829|-0.07260571|-0.0969881059999999|-50.53295452|-67.50289394|12.27663887|0.157772171|109.8080843|-0.03452119|-46.98143813|8.544435884|5.944854912|0.77938748|-2.036750221|-35.17050511|62.80959338|2831.106839|586.1833819|7.65672775|14.90088936|0.946117173|6127.402572|153.5444314|-986.6102007|-388.9026034|1818.813889|1.0|0.0|1.0|1.0|2.0|5.05|-7.38|3.01|69.2|2.0|0.0|0.0|-4.95|4.0|-6.19|1.0|1.0|-4.86|1.39e-05|0.00589|0.0|0.0|4.2e-08|1.7800000000000002e-05|3.8847|3675.0|739.12|1254.5|319.16|0.70272|-1350.575382|-0.15109|-0.20409|0.03260752|7.8877|16.0|7.7959|7.7959
