molecula|NaaNH|n9FaHRing|SssssC|NaasN|SRW09|nARing|BCUTs-1|SaasN|MATS2c|AATSC1c|AATSC1s|JGI4|MATS8i|BCUTi-1|n5aRing|n5aHRing|AATSC1pe|AATSC7i|MATS1i|MATS1c|n6aHRing|BIC2|MATS8s|MATS8d|GATS1pe|nFaHRing|RASA|FNSA3|PBF|FPSA3|PNSA3|PNSA5|PPSA3|FNSA4|RPCS|WNSA3|DPSA5|GeomPetitjeanIndex|TASA|MOMI-Z|WNSA4|FPSA1|GeomRadius|GeomDiameter|GRAV|PPSA1|DPSA4|DPSA2|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Brenk|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|BBB|CYP1A2 inhibitor|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Area (grid)|Volume|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribution (HOMO-LUMO transition)|Zero Point Energy|Highest Occupied Molecular Orbital Energy|Dipole (water)|IC50|pIC50|pIC50
7a_a8|1|0|0.0|1|7.535296702|1|1.4000287219999998|1.4494883790000002|-0.11821781|-0.010269971|-0.0407248439999999|0.041123188|0.004607684|10.94671402|1|1|0.002028046|-0.02923588|-0.019499132|-0.412963751|1|0.764224152|0.033708575|-0.032562221|0.681200974|0|0.718410375|-0.102174163|0.238462711|0.035405618|-60.00793116|-59.83546383|20.79408196|-0.042647654|71.85980901|-35.24327197|75.4573633|0.477611327|421.9297638000001|1702.719465|-14.71059634|0.266115601|7.699041907000001|14.73814865|5907.9340090000005|156.2924154|34.12990316|1467.585836|0.0|1.0|1.0|1.0|3.34|3.06|0.05|-7.27|3.49|92.93|0.0|0.0|1.0|3.0|-4.86|29.0|5.0|-6.33|382.37|0.0|1.0|1.36e-05|2.29e-05|0.00874|3.24|0.0|5.3600000000000004e-08|2.05e-05|-0.07616|4.5808|3.0704|-1291.313963|605.72|1031.61|315.0|270.66|494.48|0.70367|-1291.10235|-0.20505|12.8748|24.73|4.6068|4.6068
12ax_a36|1|0|0.0|0|7.412764017000001|2|1.280791885|0.0|-0.0943348109999999|-0.007681676|-0.040458296|0.043383838|-0.057017299|10.958822|1|1|-0.00097037|0.128253871|-0.101451485|-0.440372791|1|0.836170906|-0.0394369539999999|-0.056676035|0.771220556|0|0.846837721|-0.073739612|0.375647684|0.019128091|-49.32384393|-72.11700812|12.79462904|-0.038813619|1.236876307|-32.99232962|84.58859134|0.488501696|566.4430628|2471.295987|-17.36585896|0.235146956|7.563197245|14.78635841|6741.969187999999|157.28794140000002|33.94393618|1697.196809|0.0|1.0|1.0|0.0|4.74|0.0|0.14|-7.76|3.19|69.2|0.0|0.0|1.0|5.0|-5.08|31.0|4.0|-6.26|450.32|1.0|1.0|8.27e-06|6.55e-06|0.00295|3.93|0.0|1.74e-08|7.83e-06|-0.05596|5.2372|3.8889|-2152.130959|699.67|1182.31|0.5236|236.74|552.0|0.69348|-2151.910753|-0.21324|6.0402|12.0|7.9208|7.9208
IN1233_a59|1|0|0.0|0|6.842683282|0|1.400923654|0.0|0.1160337319999999|-0.008841844|-0.12050413|0.0396875|-0.011236836|10.93301779|1|1|-0.004071701|0.268927191|0.001996439|-0.597167441|2|0.74801464|-0.107446431|-0.090732503|0.778639593|1|0.7613246490000001|-0.092761756|0.356444983|0.010831674|-61.73167061|-63.36348363|7.208329477|-0.035929742|83.1557517|-41.08157616|72.32484741|0.483639625|506.6510632|1822.396842|-15.91227368|0.1892041019999999|8.011984402000001|15.51626497|6206.818668|125.91272279999998|29.49046561|1562.994677|1.0|1.0|1.0|1.0|3.48|2.76|0.08|-10.0|4.69|97.55|0.0|0.0|0.0|5.0|-5.59|32.0|4.0|-6.13|419.48|0.0|1.0|2.54e-06|6.91e-06|0.0029|3.85|0.0|9.93e-11|4.17e-08|-0.05605|5.2194|3.5355|-1352.351584|703.47|1204.16|0.2623|237.54|531.14|0.6953699999999999|-1352.073755|-0.20289|7.6059|34.0|7.4685|7.4685
8g_a8|1|0|0.0|1|7.535296702|1|1.39137364|1.298078704|-0.000475415|-0.014340328|-0.222784884|0.0438779959999999|-0.025002199|10.94318883|1|1|-0.007047583|0.001970629|0.0794962979999999|-0.508072694|0|0.734188081|0.121495775|-0.0571942009999999|0.656457444|0|0.533935495|-0.136742629|0.298992226|0.031118325|-83.78686741|-79.46906035|19.06725815|-0.052430233|67.54104396|-51.33906829|90.27531534|0.479218966|327.1604688|2148.49832|-19.68456628|0.166939179|7.440878437999999|14.28792131|6581.432140999999|102.2893227|38.56355928|1812.487286|0.0|1.0|1.0|0.0|3.31|2.96|0.04|-7.4|3.89|99.34|0.0|0.0|1.0|4.0|-5.3|31.0|5.0|-6.34|417.39|0.0|0.0|5.01e-06|1.16e-05|0.00483|3.53|0.0|4.01e-08|1.67e-05|-0.05849|3.7495|3.7495|-1450.9549470000002|635.27|1083.78|0.3904|330.67|489.97|0.69221|-1450.728709|-0.21391|7.5762|4.2|5.3768|5.3768
10_a1|1|0|0.0|0|6.86171134|0|1.435871163|0.0|0.0883621719999999|-0.014135827|-0.23385288|0.037578348|-0.020225596|10.94957578|1|1|-0.0106277489999999|0.107434253|-0.019835038|-0.623957903|1|0.7227844929999999|-0.0369911079999999|0.017498337|0.658433571|0|0.669963758|-0.116648443|0.126889306|0.014751098|-65.97424138|-61.93104798|8.34295348|-0.045402319|64.49041745|-37.31383317|70.6564636|0.459673515|378.9193385|1768.2330920000002|-14.52342192|0.165903744|7.376231317999999|13.65143394|5192.858899|93.83214542|30.78628757|1262.237791|1.0|0.0|1.0|0.0|3.0|2.18|0.0|-8.02|5.06|78.87|0.0|0.0|1.0|4.0|-4.98|27.0|5.0|-5.91|359.35|0.0|1.0|1.04e-05|1.87e-05|0.00673|3.64|0.0|9.53e-09|3.42e-06|-0.06802|3.4067|3.4067|-1223.159954|585.51|979.35|0.6754|363.94|464.77|0.70345|-1222.969096|-0.20378|7807.0|1.5|5.8239|5.8239
9_a3|0|0|0.0|0|6.823286122000001|0|0.605017128|0.0|0.187952252|-0.007847313|-0.100592457|0.034166667|0.065373003|10.31162238|1|1|-0.003863265|-0.216450234|0.083014843|-0.614170287|1|0.6729843740000001|-0.260349706|0.042154567|0.865283439|0|0.84649775|-0.095161413|0.506753484|0.007377805|-44.74600478|-39.28853824|3.469130065|-0.038196575|72.50764604|-21.04009269|43.50933802|0.413418346|398.0331029|1383.145159|-8.445224386|0.1131403219999999|5.004834198999999|8.532203772|4430.929894|53.19989715|20.25176593|708.8118076000001|1.0|1.0|1.0|1.0|3.1|2.44|0.0|-7.26|4.62|80.04|0.0|0.0|1.0|2.0|-5.53|22.0|2.0|-5.21|303.38|0.0|1.0|2.96e-06|1.25e-05|0.00379|4.14|0.0|5.5e-08|1.67e-05|-0.03999|5.8185|3.7356|-1256.087705|512.44|857.36|0.2069|213.09|350.27|0.6724600000000001|-1255.9558029999998|-0.19833|2.6661|10965.0|4.96|4.96
8f_a8|1|0|0.0|1|7.05012252|0|1.394802091|1.241306689|0.024051247|-0.01032134|-0.249095464|0.043758865|-0.08540947|10.94343488|1|1|-0.007036544|0.152294451|0.09830823|-0.5373378529999999|0|0.6971223040000001|-0.016217844|0.010682683|0.56916135|0|0.5968139689999999|-0.122135295|0.308621017|0.013566221|-71.22071405|-62.06002501|7.91086576|-0.048375351|67.99102163|-41.53091131|67.4402386|0.456995667|348.0199311|1892.066521|-16.44956443|0.09422952|7.504290616|13.81994609|5948.547713|54.94802877|31.14376424|1370.325626|0.0|0.0|0.0|0.0|3.14|2.85|0.0|-7.95|4.72|80.88|0.0|0.0|1.0|4.0|-5.21|29.0|4.0|-5.98|391.37|0.0|0.0|6.11e-06|1.01e-05|0.00395|3.82|0.0|1.13e-08|4.43e-06|-0.0675299999999999|4.7027|3.4876|-1361.658484|602.63|1022.89|0.3188|263.65|477.92|0.69925|-1361.455053|-0.21285|7.8014|22.76|4.6428|4.6428
12p_a36|1|0|0.0|0|7.412764017000001|2|1.297044387|0.0|-0.0494658159999999|-0.008017607|-0.084341564|0.042804233|-0.084846674|10.96052769|1|1|-0.000673716|0.2461794139999999|-0.101303149|-0.440709431|1|0.828371596|-0.035871448|-0.074349074|0.698414933|0|0.748438833|-0.082569108|0.315548061|0.020202133|-51.98017377|-68.22905781|12.71795723|-0.039016808|0.0|-32.72335782|80.40682298|0.475504684|471.1687161|2308.958924|-15.4629378|0.240873847|7.546742977|14.3885803|5922.775161|151.63860559999998|32.35623052|1617.811526|0.0|0.0|1.0|0.0|4.72|0.0|0.14|-6.86|2.44|69.2|0.0|0.0|1.0|5.0|-3.89|30.0|5.0|-6.76|399.42|1.0|0.0|0.000129|6.96e-05|0.0278|2.78|0.0|1.4e-07|5.58e-05|-0.0552299999999999|5.3413|3.8372|-1332.182868|660.71|1113.05|0.3015|232.12|506.89|0.66559|-1331.947748|-0.21131|6.7199|9.0|8.0458|8.0458
12b_a30|0|0|0.0|0|7.412764017000001|2|0.604984682|0.0|0.047132642|-0.007353271|-0.06631353|0.042804233|-0.037209579|10.31162898|1|1|0.002064369|-0.165287712|-0.0541804029999999|-0.468842459|1|0.824373792|-0.009146339|-0.1240820219999999|0.64876559|0|0.764737577|-0.08354129|0.383979687|0.017341789|-53.05077947|-62.96700664|11.01246349|-0.038448551|0.0|-33.68855323|73.02913136|0.4676268939999999|485.6272203|2347.979099|-15.50462119|0.201479318|7.393647884|13.88809428|6275.380072|127.9443353|30.57626261|1498.236868|0.0|1.0|1.0|0.0|4.63|0.0|0.14|-6.9|3.18|81.65|0.0|0.0|1.0|5.0|-5.39|30.0|5.0|-6.02|416.47|0.0|0.0|4.12e-06|9.71e-06|0.00405|3.97|0.0|1.26e-07|5.260000000000001e-05|-0.05351|5.0567|3.5207|-1675.0107779999998|673.18|1130.68|0.2079|245.19|516.78|0.68496|-1674.7778119999998|-0.20289|4.5545|7.0|8.1543|8.1543
16b_a23|0|1|0.0|2|7.423568444|1|1.197960988|3.418247774|0.031073244|-0.005139233|-0.013240238|0.037664609|-0.068280331|10.31321583|2|2|0.011266252|0.099244509|-0.123524943|-0.401493392|2|0.7740962779999999|0.14319927|-0.09063701|0.711576167|1|0.928579764|-0.050637391|0.2256448969999999|0.018614978|-37.52431601|-58.69232154|13.79443768|-0.031407956|100.0262487|-27.80700713|72.31582904|0.4870072789999999|688.1144512|2256.698672|-17.24735864|0.261023|9.472884487|18.46592377|7575.784511|193.4284005|31.49562341|1826.746158|0.0|1.0|1.0|0.0|4.19|0.0|0.07|-7.33|4.1|108.26|1.0|0.0|1.0|6.0|-6.19|36.0|4.0|-6.3|489.57|0.0|0.0|6.41e-07|2.16e-06|0.00106|4.21|0.0|4.6200000000000003e-08|2.26e-05|-0.07352|1.6041|1.6041|-1877.655481|772.84|1340.35|0.3456|772.92|607.92|0.95419|-1877.270284|-0.21093|14.8849|96.0|7.0191|7.0191
GW6604_a52|1|0|0.0|0|6.605297921|0|1.427583999|0.0|-0.277102285|-0.002149879|-0.005328809|0.021346801|-0.118272803|10.94914378|1|1|0.0070554269999999|-0.131886693|0.039867344|-0.201462112|2|0.693399445|0.074868979|-0.057466653|0.689009112|0|0.87346455|-0.071850787|0.38374044|0.009021088|-35.51891876|-35.62691523|4.459510077|-0.029217264|0.2386028039999999|-17.55852148|44.37166117|0.4597869779999999|431.7909048|799.8313017999999|-7.13996301|0.26470494|6.2973559020000005|11.6571716|4168.525878|130.8549791|19.64292268|726.7881391|1.0|0.0|1.0|1.0|2.68|1.76|0.0|-8.03|4.2|54.46|0.0|0.0|1.0|3.0|-3.87|23.0|3.0|-5.95|298.34|1.0|1.0|0.000135|6.929999999999999e-05|0.0207|3.06|0.0|9.31e-09|2.78e-06||||||||||||||107.0|6.9706|6.9706
47n_a18|0|0|0.0|0|7.03438793|1|1.251175627|0.0|0.0487694459999999|-0.007614955|-0.057061805|0.032169312|-0.003276575|10.94702025|0|0|0.001705837|0.026244774|-0.172015161|-0.529441732|0|0.696612213|-0.09714337|-0.083719099|0.711628292|0|0.792429396|-0.079299822|0.288989992|0.0106152389999999|-65.43887366|-75.24728669|8.759783644|-0.031974244|47.476904100000006|-54.00070374|86.44740177|0.482565384|653.9193397999999|2052.393389|-21.77346199|0.216078071|10.43689152|20.17045476|7909.580851999999|178.30942439999998|33.65821422|2591.682495|1.0|0.0|1.0|1.0|4.69|0.0|0.31|-9.76|3.31|105.6|1.0|1.0|1.0|13.0|-6.02|40.0|4.0|-6.68|539.67|0.0|0.0|9.48e-07|5.7e-06|0.00308|4.1|1.0|1.7500000000000002e-10|9.44e-08|-0.0525299999999999|3.2028|3.2028|-1743.3283440000002|879.92|1565.37|0.5056|387.11|799.02|0.6914600000000001|-1740.5852670000002|-0.18391|3.3568|64.0|7.1938|7.1938
galu_a46|0|0|0.0|1|7.535296702|1|1.343828866|2.082220175|0.048375705|-0.00642454|-0.080432741|0.039550827|-0.094815394|10.92740177|1|1|0.003107816|-0.150645957|0.028964355|-0.4671565689999999|2|0.81708619|0.044184467|-0.173285585|0.6848692759999999|1|0.7637964079999999|-0.0910072869999999|0.5235416979999999|0.01235603|-50.93538037|-49.84028137|6.915480101|-0.03220981|68.43088526|-28.50774993|57.65745491|0.468241745|427.4851161|1755.2047|-10.08962292|0.2167824069999999|6.445819025|12.12170938|5641.451892|121.3297832|23.01702105|1081.799989|1.0|1.0|1.0|1.0|3.27|2.75|0.18|-7.13|3.51|86.69|0.0|0.0|1.0|3.0|-3.85|28.0|4.0|-6.86|369.42|0.0|1.0|0.0001409999999999|0.000102|0.0375|2.39|0.0|7.45e-08|2.75e-05||||||||||||||51.0|7.2924|7.2924
14_a15|0|0|0.0|0|0.0|0|1.43568901|0.0|-0.058775738|-0.006678826|-0.0455566929999999|0.037073171|-0.053931584|10.9597359|0|0|0.0034254209999999|-0.051908601|-0.120626133|-0.3848940629999999|2|0.719993769|-0.021648026|-0.028227917|0.7933685340000001|0|0.8870890459999999|-0.063809873|0.7461324029999999|0.014672137|-40.89540491|-58.79722871|9.403293601|-0.032888795|2.923143027|-26.20964538|68.59458198|0.406717767|568.5306056|2731.841165|-13.50893838|0.229690275|6.040010666000001|10.18067005|5861.387612|147.2072638|27.36334635|1450.257357|1.0|0.0|1.0|1.0|3.56|3.72|0.12|-9.82|6.3|56.27|0.0|0.0|1.0|6.0|-6.22|30.0|4.0|-4.97|397.47|0.0|1.0|5.99e-07|1.47e-06|0.000584|5.29|0.0|1.51e-10|5.99e-08|-0.0338199999999999|4.4518|3.6209|-1281.105795|689.8|1177.14|0.3131|278.5|584.18|0.7055899999999999|-1280.809256|-0.18379|5.0894|0.03|7.5229|7.5229
3c_a49|0|0|0.0|1|7.535296702|1|1.343850149|2.108416128|0.034009672|-0.004876919|-0.016347266|0.036335697|-0.05815918|10.92976555|1|1|0.006470561|-0.0780996759999999|-0.0612829229999999|-0.384874446|2|0.802792677|0.005559828|0.0211518929999999|0.64702083|1|0.7963363840000001|-0.071786669|0.501887054|0.0148240689999999|-41.0524769|-42.3959176|8.477406111|-0.0252377479999999|77.29181095|-23.47658531|54.85343388|0.4791465279999999|455.3990518|1667.1178220000002|-8.253567879|0.362777444|6.567311051|12.60874968|5544.351498|207.4607002|22.64931248|1064.517686|1.0|1.0|1.0|1.0|3.18|2.67|0.18|-7.54|3.87|72.7|0.0|0.0|1.0|4.0|-3.45|28.0|4.0|-6.93|369.42|1.0|1.0|0.0003509999999999|0.000137|0.0505|2.29|0.0|2.89e-08|1.07e-05|-0.0606|5.1584|3842.0|-1198.668772|613.33|1046.53|0.4321|240.36|456.22|0.6692100000000001|-1198.430306|-0.21913|3.7789|87.0|7.0605|7.0605
16_a4|0|0|0.0|1|7.535296702|1|1.398650725|1.843196334|-0.219944434|-0.00228637|-0.095499301|0.04501634|-0.148022089|10.94592242|1|1|0.006466406|0.020218035|-0.018051608|-0.214481956|1|0.774455255|-0.0894138519999999|0.0293772029999999|0.482473457|0|0.7898461090000001|-0.073335635|0.292255386|0.013727656|-36.11951685|-39.44800181|6.761192037000001|-0.033372358|74.430775|-17.789707500000002|45.11883447|0.455802506|389.0176968|1522.164774|-8.095443438|0.167538305|5.548106463|10.19502391|4520.2597670000005|82.51653675|19.74465314|710.807513|0.0|0.0|1.0|0.0|3.26|3.08|0.11|-6.36|4.96|30.71|0.0|0.0|1.0|2.0|-3.92|23.0|4.0|-5.64|309.31|1.0|1.0|0.0001199999999999|3.68e-05|0.0114|3.59|0.0|4.33e-07|0.000134|-0.03965|4511.0|4.2257|-1057.494456|515.68|856.55|0.2213|274.85|407.99|0.54061|-1057.3808390000002|-0.2134|1.9873|343.0|6.4647|6.4647
14r_a23|0|1|0.0|2|7.423568444|0|1.197963203|3.201732471|-0.009140243|-0.006323791|-0.06921746|0.045277778|-0.079935667|10.31321824|2|2|0.0075222369999999|0.033038452|-0.073945564|-0.454010253|2|0.7837821840000001|0.03753491|-0.1050445769999999|0.5935522360000001|1|0.8662226190000001|-0.062618931|0.375360556|0.019185345|-40.32463891|-55.30494931|12.35476415|-0.03654528|55.62948521|-25.96781003|66.31173073|0.4661909429999999|557.8203557999999|2306.754114|-15.15517566|0.211777163|7.555307147000001|14.15357616|6744.848704999999|136.37788909999998|29.85706563|1403.282085|0.0|1.0|1.0|0.0|3.47|3.06|0.05|-7.67|4.58|105.02|1.0|0.0|1.0|5.0|-5.58|31.0|5.0|-6.31|429.47|0.0|0.0|2.66e-06|7.73e-06|0.00332|3.68|0.0|2.14e-08|9.18e-06|-0.06842|5.9406|3.1797|-1729.1556449999998|678.08|1145.51|0.2346|208.71|513.71|0.68115|-1728.924789|-0.22378|8.8722|5.0|8.2684|8.2684
4R4k_a46|0|0|0.173180233|1|7.825245291|1|1.134637098|2.145043462|-0.050636784|-0.0049602|-0.088084767|0.0510113959999999|-0.1149361969999999|10.94631314|1|1|0.006050983|-0.158788415|0.008544799|-0.3860697829999999|1|0.7477594870000001|-0.003017362|-0.141706595|0.784722915|0|0.890625164|-0.089699228|0.237621572|0.007883196|-47.73036108|-45.72566346|4.194771739|-0.030434186|0.0|-25.39807111|49.58292992|0.465590034|473.9155694|1767.850427|-8.617349646000001|0.133318901|5.522208638|10.33328154|4711.736397|70.94107067|18.68565706|896.9115391|1.0|0.0|1.0|1.0|3.8|3.12|0.33|-6.61|4.77|50.94|0.0|0.0|1.0|2.0|-4.82|25.0|3.0|-5.46|333.43|1.0|1.0|1.5e-05|1.4800000000000002e-05|0.0049299999999999|4.05|0.0|2.48e-07|8.28e-05|-0.02045|5.2965|4.1392|-1053.439174|565.94|994.13|0.2896|234.09|490.83|0.68404|-1053.202129|-0.19529|1.9753|97.0|7.0132|7.0132
12bc_a36|1|0|0.0|0|7.412764017000001|2|1.284647662|0.0|-0.058020733|-0.007661816|-0.042515909|0.04625323|-0.079009683|10.95883416|1|1|-0.00097037|0.115647623|-0.101451485|-0.442519304|1|0.836170906|0.006621918|-0.045186455|0.771220556|0|0.834305498|-0.077192869|0.326764696|0.01824287|-51.87437401|-71.97763346|12.2593899|-0.038558877|0.0|-34.8600941|83.97121855|0.467645467|560.6615736|2623.395239|-17.41308622|0.22853193|8.273766079|15.54183457|6587.689277|153.57572439999998|33.5878425|1679.392125|0.0|1.0|1.0|0.0|4.73|0.0|0.14|-7.76|3.19|69.2|0.0|0.0|1.0|5.0|-5.08|31.0|4.0|-6.26|450.32|1.0|1.0|8.27e-06|6.55e-06|0.00295|3.93|0.0|1.74e-08|7.83e-06|-0.05828|5.2189|3.8696|-2152.134749|705.12|1188.37|0.7456|237.57|563.76|0.69094|-2151.9100780000003|-0.21499|9.2445|8.0|8.0969|8.0969
5a_a40|0|0|0.0|1|8.149890544|1|0.604913477|1.688148148|-0.116583806|-0.004609716|0.059258947|0.0388888889999999|0.180125135|10.31198338|2|2|0.010425818|-0.191663433|0.004130836|-0.363338726|0|0.756882266|-0.442215721|-0.0395444479999999|0.5263598389999999|1|0.8531783270000001|-0.078132307|0.04987082|0.020641204|-34.5789643|-40.27003217|9.135164355|-0.036396585|52.43850484|-15.30358975|46.06507254|0.4889874279999999|377.5905776|508.8362301|-7.128912782|0.177534728|5.507689573|10.7779923|3736.248815|78.57142892|19.58503709|587.5511127|0.0|1.0|0.0|1.0|3.04|2.49|0.21|-4.05|3.08|75.5|1.0|0.0|2.0|3.0|-4.13|19.0|3.0|-5.9|269.32|1.0|1.0|7.49e-05|0.000213|0.0574|2.88|0.0|8.950000000000001e-05|0.0241|-0.0657799999999999|3.7921|3.7921|-1177.598691|466.79|757.45|0.4461|326.96|353.51|0.69499|-1177.51016|-0.21644|7.6003|81.0|7.0915|7.0915
12k_a36|1|0|0.0|0|7.412764017000001|2|1.297043952|0.0|-0.076124222|-0.0071232019999999|-0.063399056|0.039061728|0.003690005|10.94908765|1|1|0.003724542|0.163804836|-0.095253274|-0.4373676689999999|1|0.811903388|-0.09344781|-0.102077284|0.856135378|0|0.8427704640000001|-0.075717305|0.367754573|0.018067063|-49.87227128|-67.14870046|11.90012613|-0.037758075|0.0|-32.84907515|78.24529096|0.478908312|555.1026569|2294.707886|-16.38090333|0.219318299|7.241602627000001|13.89698356|6027.033337|144.457092|31.85663123|1720.258086|0.0|0.0|1.0|0.0|4.89|0.0|0.12|-7.01|2.42|69.2|0.0|0.0|1.0|6.0|-4.58|31.0|4.0|-6.34|407.47|1.0|0.0|2.6e-05|2.82e-05|0.0115|3.45|0.0|9.66e-08|3.94e-05|-0.0497|5053.0|3.6631|-1310.3453949999998|697.92|1186.08|0.3116|245.37|530.51|0.70031|-1310.072976|-0.20023|7.3988|14.0|7.8539|7.8539
12be_a36|1|0|0.0|0|7.412764017000001|2|1.297042758|0.0|-0.148313814|-0.009368126|-0.0419484829999999|0.043854875|-0.08981965|10.95957887|1|1|0.002872872|0.19405344|-0.176729938|-0.3825349939999999|1|0.812921349|0.132962547|0.00734728|0.8350231859999999|0|0.798015877|-0.0780531429999999|0.330453338|0.033763464|-54.15309606|-75.59805505|23.42501577|-0.031937334|0.0|-37.57129686|99.62604537|0.4564615729999999|553.6616295|2552.721046|-15.37320593|0.433925602|8.773114043|16.14074295|6592.168374|301.05661160000005|39.14335412|2270.314539|0.0|0.0|1.0|1.0|4.96|0.0|0.21|-6.79|1.9|87.66|0.0|0.0|1.0|7.0|-4.11|33.0|6.0|-7.13|441.49|0.0|0.0|7.75e-05|7.13e-05|0.0315|2.62|0.0|1.6100000000000005e-07|7.11e-05|-0.0518799999999999|5.2184|3.3487|-1462.0007349999998|739.48|1256.67|0.7034|237.59|594.44|0.70465|-1461.68274|-0.18969|10.3044|44.0|7.3565|7.3565
12ab_a36|1|0|0.0|0|7.412764017000001|2|1.297042596|0.0|-0.064515677|-0.007034881|0.000258844|0.039951691|-0.032623802|10.9540584|1|1|0.002112069|0.0618552579999999|-0.096853381|-0.4186639029999999|1|0.831136366|-0.0852411419999999|-0.051707317|0.8196353679999999|0|0.8410557559999999|-0.079202413|0.452078227|0.024102201|-54.63243106|-65.54680623|16.62527454|-0.033434841|15.55386871|-37.68448987|82.3666474|0.484987413|580.1454645|2390.849902|-15.90828969|0.320974676|7.821826146|15.18764075|6314.697413|221.4026852|33.96451406|1834.083759|0.0|0.0|1.0|0.0|4.86|0.0|0.17|-7.05|1.95|92.99|0.0|0.0|1.0|6.0|-3.92|32.0|5.0|-7.21|420.47|0.0|0.0|0.0001199999999999|0.000122|0.0515|2.33|0.0|8.95e-08|3.76e-05|-0.0523799999999999|3.8845|3.8845|-1364.509957|712.73|1201.64|0.4451|319.17|564.58|0.69294|-1364.236757|-0.2093699999999999|5.3228|11.0|7.9586|7.9586
9_a27|1|0|0.0|1|6.842683282|0|1.391067068|1.830911754|0.164227115|-0.0073742819999999|-0.050617284|0.042847222|-0.051160217|10.93740461|1|1|0.00651856|-0.2559122789999999|-0.101933162|-0.541535578|2|0.8214321609999999|0.017503266|-0.071974951|0.654138816|1|0.7988644709999999|-0.078270599|0.36853691|0.019589991|-40.3551562|-45.58003501|10.10030794|-0.033677898|65.12542467|-20.80651808|53.0685473|0.466349763|411.8826346|1463.168883|-8.952528705|0.210719846|5.03925321|9.442988795|4962.727436|108.6440173|21.99956856|923.9818797|0.0|1.0|0.0|1.0|3.12|2.62|0.16|-7.06|3.04|76.46|0.0|0.0|1.0|3.0|-4.06|25.0|4.0|-6.33|331.37|1.0|1.0|8.66e-05|8.28e-05|0.0274|2.8|0.0|8.69e-08|2.88e-05|-0.0471|5.5421|4.1673|-1083.143348|549.64|945.35|0.1982|223.71|425.08|0.59444|-1082.965434|-0.2187|4.0436|2.0|8699.0|8699.0
16g_a32|1|1|0.0|0|7.765993078999999|0|0.609420729|0.0|0.1739995319999999|-0.013775701|-0.0429252429999999|0.03898374|-0.029193403|10.31100263|3|3|-0.00030659|-0.085591073|-0.117577419|-0.696926204|0|0.83902731|-0.026098259|0.008494733|0.762429418|1|0.8206422409999999|-0.078387439|0.542303725|0.023959586|-57.77542509|-77.75914881|17.659402|-0.033839807|43.37912747|-42.58335004|94.54074206|0.3972359179999999|604.8539801|3497.469035|-18.38320476|0.313667656|9.3963701|15.58880229|6372.261243999999|231.1885989|36.34043182|1926.042887|1.0|1.0|1.0|1.0|3.87|3.42|0.33|-8.16|5.38|149.27|0.0|1.0|1.0|10.0|-7.51|30.0|5.0|-5.69|441.57|0.0|1.0|3.08e-08|4.83e-06|0.00213|4.65|0.0|6.890000000000001e-09|3.04e-06|-0.05|3.6161|3.6161|-2034.621991|752.29|1245.25|0.2879|342.86|639.49|0.70222|-2034.342619|-0.19968|4.3204|11.0|7.9586|7.9586
4b_a46|0|0|0.206072846|1|7.825245291|1|1.1346370890000002|2.189591837|-0.155670183|-0.00113356|-0.022119857|0.047736111|-0.135121207|10.96200942|1|1|0.011806162|-0.128843936|-0.079238184|-0.16915334|2|0.7306307590000001|-0.263387881|-0.153841155|0.69830739|0|0.935245062|-0.0524080009999999|0.27128814|0.007568202|-28.58477842|-38.30877966|4.127907383|-0.0229342729999999|56.7922535|-15.59093155|42.65239101|0.428987199|510.1086157|1750.333702|-6.822749952000001|0.189531974|5.76401157|10.09436488|4681.895329999999|103.3759991|15.43427855|756.2796491|0.0|0.0|1.0|1.0|3.9|3.03|0.38|-7.2|4.77|43.6|0.0|0.0|1.0|2.0|-4.35|25.0|3.0|-5.67|332.44|1.0|1.0|4.49e-05|2.35e-05|0.00782|3.74|0.0|6.38e-08|2.12e-05|-0.02729|4.5515|4.5515|-1033.556797|588.79|1020.9|0.1784|272.4|508.79|0.68682|-1033.3243619999998|-0.21811|3.7571|548.0|6.2612|6.2612
