molecula|SddssS|NaaNH|n9FaHRing|SaaNH|SssssC|nARing|MATS2c|AATSC1c|AATSC1s|JGI4|SaaaC|MATS8i|BCUTi-1|n5aHRing|AATSC7i|MATS1i|GATS1are|BIC2|MATS8d|SIC2|GATS1pe|PBF|FPSA3|PNSA3|PNSA5|PPSA3|FNSA4|WNSA5|RPCS|FNSA2|PNSA4|DPSA3|PNSA2|FPSA1|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|WNSA2|DPSA4|DPSA1|DPSA2|Mor01p|PPSA5|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Synthetic Accessibility|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Leadlikeness|Brenk|Class [Log S (SILICOS-IT)]|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|Consensus Log P|Solubility [Log S (Ali)] (mg/ml)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (HOMO-LUMO transition) (eV)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|pIC50|pIC50
4e_a46|-3.742323661|0|0|0.0|0.092094405|1|0.1369980459999999|-0.005995748|-0.370202917|0.041636905|0.0|-0.058626723|10.31928077|1|-0.135489528|-0.030065705|0.738134189|0.77019676|-0.076733489|0.8146060740000001|0.69063113|0.68427144|0.010671173|-63.39469142|-64.33855433|8.098142567|-0.030951758|-48.825259|20.27041189|-1.949960781|-23.48867857|71.49283399|-1479.78675|0.204892146|7.906917146|15.06943449|0.905854609|7615.063066|-1122.980957|29.54149986|-447.9030518999999|1861.114491|942.2127953|9.533193534|0.0|0.0|1.0|1.0|4.5|0.27|-8.81|3.05|2.0|0.0|1.0|6.0|-6.6|488.6|1.0|0.0|3.5|0.000405|3.78|0.0|1.56e-09|7.64e-07|4.1773|757.1|1343.97|296.81|0.4814|292.1|655.69|0.5745600000000001|0.56481|-1884.255802|0.3109|-0.17112|1.9941|-0.21005|0.04805633|6.8125|6.8125
8c_a32|0.0|1|1|3.46252244|0.0|0|0.080016722|-0.0093793719999999|-0.04699673|0.036711712|2.143746338|-0.026048985|10.31100269|3|-0.047650724|-0.0852122769999999|0.788133615|0.845443342|-0.11492754|0.8966299409999999|0.7507116140000001|0.263222951|0.016240436|-46.47597924|-58.93213925|9.818219446|-0.027548799|-35.6276568|78.19443734|-1.267244762|-16.654735000000002|56.29419869|-766.1178102000001|0.399315117|7.079719717000001|12.81496717|0.8100952690000001|5773.240734|-463.1595384|27.72624296|-121.7388847|1275.407176|557.1050635|15.43301109|1.0|1.0|1.0|1.0|3.46|0.26|-7.65|6.49|1.0|0.0|1.0|4.0|-6.45|397.52|1.0|0.0|3.56|0.000597|3.21|0.0|2.23e-08|8.86e-06|3.5673|646.97|1090.0|347.56|0.3272|347.56|516.78|0.70135|0.70135|-1880.537558|0.3272|-0.14712|8.4922|-0.18873|0.03115673|7.4318|7.4318
5e_a40|0.0|0|0|0.0|0.0|1|-0.091305805|-0.004925115|0.0601021459999999|0.044526749|0.7768055559999999|0.158430496|10.31198323|2|-0.184667138|0.005996234|0.535506399|0.8092726020000001|0.0451110059999999|0.877722972|0.5087199929999999|0.0499188609999999|0.019851304|-36.56222854|-42.66853738|9.440323938|-0.035889706|-20.29110082|51.7148695|-1.076691165|-17.06741495|46.00255248|-512.0224486000001|0.177640532|6.533857846|12.51197289|0.914944155|4158.984115|-243.4932098|20.75420252|-306.597267|622.6260756|264.9899736|6.144645946|0.0|1.0|0.0|0.0|3.03|0.21|-4.65|4.3|1.0|1.0|2.0|3.0|-5.66|303.77|0.0|1.0|3.33|0.00505|3.51|0.0|2.23e-05|0.00678|3.7138|493.19|802.38|333.85|0.5262|333.85|390.33|0.69675|0.69675|-1637.115238|0.5262|-0.14786|7.87|-0.2201699999999999|0.01659566|7.6021|7.6021
12m_a30|0.0|0|0|0.0|0.0|2|0.096631895|-0.01047558|0.024086432|0.040839506|0.0|0.0488832779999999|10.31162838|1|-0.236661357|-0.084317059|0.817497287|0.832758813|-0.0974968869999999|0.893689741|0.770326886|0.415971907|0.027352277|-57.96147772|-70.1324196|18.55926485|-0.0405332439999999|-47.58675592|237.0982213|-2.067195455|-27.50290965|76.52074257|-1402.648392|0.226267233|9.025816604|16.40342255|0.8173893040000001|6658.711303|-951.7351184|35.54574762|-371.4702679|1812.833129|683.7405759|13.2317657|0.0|1.0|1.0|0.0|4.66|0.13|-6.42|3.4|2.0|1.0|1.0|6.0|-6.22|439.49|0.0|0.0|2.36|0.000444|3.89|0.0|3.7600000000000003e-07|0.000165|3.5496|714.92|1204.39|349.29|255.0|244.95|578.87|0.33392|0.68404|-1742.965888|0.1615|-0.15042|3.6891|-0.20742|0.04041755|7.5114|7.5114
12a_a50|0.0|0|1|0.0|0.0|1|-0.199881787|-0.002936355|-0.0016330379999999|0.034845679|2.112397566|0.014596049|10.94501645|2|-0.193999688|-0.168032508|0.699597776|0.795582575|-0.2018898489999999|0.862192416|0.660148928|0.29507467|0.021013336|-25.57033815|-33.44733598|10.58650394|-0.02383238|-16.85074424|69.83817338|-0.929462803|-12.00673599|36.15684209|-468.2627037|0.4247810279999999|5.116970861|9.648744341|0.885635975|4665.239724|-235.9104193|20.873331|-75.79052945|814.0599092|388.171611|13.83188822|1.0|0.0|1.0|1.0|3.3|0.11|-5.49|2.59|0.0|0.0|2.0|3.0|-6.44|313.36|0.0|1.0|2.55|215.0|2.5|0.0|3.22e-06|0.00101|4.0783|545.54|908.22|304.01|0.1807|304.01|394.52|0.65267|0.65267|-1006.498352|0.1807|-0.16806|5.7662|-0.20172|0.02648238|7.1249|7.1249
12d_a30|0.0|0|0|0.0|0.0|2|0.041181359|-0.006335328|-0.033312179|0.042804233|0.0|0.036688757|10.31162861|1|-0.162129948|-0.053644471|0.8414737059999999|0.8017873000000001|-0.130412856|0.8532172109999999|0.7991060659999999|0.366319099|0.015567102|-47.69710881|-60.88281322|10.05700314|-0.036246039|-39.33285959|0.0|-1.884794029|-23.41646662|57.75411196|-1217.656264|0.185610786|7.557073995|13.92427286|0.84254817|6120.329513000001|-786.6571918999999|28.75340957|-406.2173266|1495.177298|686.039456|8.672532296|0.0|1.0|1.0|0.0|4.75|0.17|-7.01|4.35|2.0|0.0|1.0|4.0|-5.81|412.51|0.0|0.0|2.91|0.0009119999999999|4.23|0.0|9.75e-08|4.02e-05|3.4821|695.57|1176.22|356.06|149.0|356.06|545.94|0.68608|0.68608|-1614.831682|149.0|-0.1479099999999999|4434.0|-0.1991|0.03187624|7.9508|7.9508
16c_a32|0.0|1|1|3.329674745|0.0|0|0.191088217|-0.01639019|-0.087497559|0.03995614|2.077479142|-0.031087095|10.31100271|3|-0.057356214|-0.1260956869999999|0.809370315|0.8607827790000001|-0.061904762|0.915639476|0.764217655|0.367322508|0.025791147|-53.00702241|-71.59058881|15.38819548|-0.038178095|-42.71426897|37.0285246|-1.679836163|-22.77882371|68.39521789|-1002.268243|0.3153632939999999|6.313526111|11.77670717|0.8653137670000001|5979.891916|-597.9997655000001|33.27140293|-220.3256617|1463.941729|513.9156315|15.38911619|0.0|1.0|1.0|1.0|3.5|0.22|-6.99|5.64|1.0|0.0|1.0|5.0|-6.44|399.49|1.0|0.0|3.41|0.000366|3.23|0.0|1.0300000000000001e-07|4.13e-05|3.6264|639.66|1069.28|341.89|0.2955|341.89|508.43|0.70198|0.70198|-1916.478107|0.2955|-0.14997|4.0551|-0.20047|0.02806787|8.3468|8.3468
3n_a32|0.0|1|1|3.616639267|0.0|1|-0.0376583329999999|-0.00615216|-0.01504795|0.035643275|2.22272854|-0.1006122119999999|10.3110027|3|-0.100681119|-0.086764744|0.810658423|0.816774665|-0.121627423|0.868826775|0.762657782|0.287402381|0.01889769|-42.83673428|-53.32184118|10.86481886|-0.027401986|-30.65624207|0.0|-1.205687365|-15.75418035|53.70155314|-693.1839353999999|0.351066886|6.369579712999999|11.72372261|0.840580248|5553.014016|-398.5311469|24.27704797|-171.25176130000003|1068.190111|522.1674161999999|12.0969734|0.0|1.0|1.0|1.0|3.51|0.32|-6.96|6.71|2.0|0.0|1.0|4.0|-5.98|382.5|0.0|0.0|4.07|0.000424|3.74|0.0|1.1e-07|4.19e-05|3.5459|614.67|1036.75|349.65|0.2839|349.65|464.67|0.7028399999999999|0.7028399999999999|-1825.163542|0.2839|-0.1472099999999999|3.5849|-0.20256|0.02901944|7.6778|7.6778
14g_a23|0.0|0|1|0.0|-4.794439428|0|0.180361525|-0.014609495|-0.301504331|0.0422736629999999|0.653317181|-0.031968899|10.3132174|2|0.179219801|-0.0962526|0.598213287|0.796412133|-0.044895912|0.854683662|0.575188253|0.297855753|0.018341721|-51.82254036|-68.52397802|13.05300369|-0.041536002|-48.76552945|1.5679977319999998|-2.118336119|-29.55936307|64.87554405|-1507.527516|0.219684185|8.788027188|16.32997765|0.8582074559999999|8005.353973|-1072.841648|37.88128151|-398.9771038|1931.945357|676.4530574|14.63509796|0.0|1.0|0.0|1.0|3.61|0.09|-7.95|3.97|2.0|1.0|1.0|8.0|-5.94|495.48|1.0|0.0|4.35|6.38e-05|4.76|0.0|1.12e-08|5.57e-06|3.7042|730.13|1233.48|334.71|0.3478|334.71|583.38|0.56658|0.56658|-2041.934312|0.3478|-0.1519|7.2913|-0.23201|0.0221162|8.0|8.0
16g_a32|0.0|1|1|3.363965155|0.0|0|0.1739995319999999|-0.013775701|-0.0429252429999999|0.03898374|2.084553994|-0.029193403|10.31100263|3|-0.085591073|-0.117577419|0.79965447|0.83902731|0.008494733|0.8821580379999999|0.762429418|0.542303725|0.023959586|-57.77542509|-77.75914881|17.659402|-0.033839807|-57.31234426|43.37912747|-1.79350976|-24.94161377|75.43482709|-1321.90553|0.313667656|9.3963701|15.58880229|0.65902387|6372.261243999999|-974.3098525|36.34043182|-274.67233460000006|1926.042887|701.9321161|16.78159325|1.0|1.0|1.0|1.0|3.87|0.33|-8.16|6.81|3.0|0.0|1.0|5.0|-5.69|441.57|1.0|0.0|4.37|1.36e-05|4.65|0.0|6.890000000000001e-09|3.04e-06|3.6161|752.29|1245.25|342.86|0.2879|342.86|639.49|0.70222|0.70222|-2034.342619|0.2879|-0.14968|3.7346|-0.19968|0.02895494|7.9586|7.9586
1_a6 (SB-431542)|0.0|1|0|3.3674017380000003|0.0|1|0.043282217|-0.015636898|-0.175408303|0.035620155|0.0|-0.029658865|10.94959842|1|0.164429684|-0.020716495|0.838928085|0.7462411859999999|-0.083341531|0.805877431|0.795744863|0.210050443|0.033020439|-74.98172333|-72.69619778|19.58668728|-0.0462988229999999|-43.12110169|105.3125675|-2.083447046|-27.46300805|94.56841061|-1235.8353619999998|0.2468003389999999|7.523839331|14.26172029|0.895537592|5748.417262|-733.0587287000001|36.46179023|-300.3801761|1640.78056|513.4628663999999|14.4623285|1.0|1.0|1.0|1.0|3.25|0.05|-7.69|4.04|1.0|0.0|1.0|5.0|-6.73|384.39|0.0|0.0|2.85|0.0116|2.7|0.0|2.03e-08|7.81e-06|3295.0|619.92|1049.69|376.28|0.5765|324.5|464.07|0.55256|0.69868|-1292.358966|0.3346|-0.13329|6.0113|-193.0|0.03494577|5.8119|5.8119
7_a15|0.0|0|0|0.0|0.0|0|-0.2269896539999999|-0.010310394|-0.038088878|0.035075075|0.0|0.038636783|10.95880715|0|0.213947987|-0.211522056|0.857287135|0.70084115|0.00364345|0.740089344|0.8115121240000001|0.403524276|0.036600739|-41.29775265|-61.50761094|20.31436245|-0.026500274|-34.13832456|56.30310755|-1.2190126140000002|-14.70834175|61.6121151|-676.5837204|0.551335598|6.01738192|9.971755103|0.657158418|5097.868552|-375.5215702|32.78250222|56.98518567|1507.995102|474.9756287|23.75461091|1.0|1.0|0.0|1.0|3.16|0.15|-7.19|3.38|2.0|0.0|1.0|5.0|-5.72|352.38|0.0|1.0|3.35|0.00516|3.84|0.0|6.41e-08|2.26e-05|3.7495|580.73|1000.95|330.67|0.3463|279.33|499.86|0.64652|0.70497|-1184.168094|0.0169|-0.15605|1.1115|-0.18454|0.01827873|6644.0|6644.0
25c_a34|0.0|0|0|0.0|0.0|2|0.024837617|-0.014384932|-0.047513652|0.037424242|0.0|-0.056443595|10.95957635|1|-0.250299211|-0.3609280379999999|0.809687672|0.80135608|-0.072907053|0.844690266|0.760055383|0.478421157|0.043815478|-59.0359041|-75.6298008|29.22363765|-0.031498055|-50.44285726|93.28638171|-1.7008949569999998|-21.008278|88.25954175|-1134.447012|0.4625715629999999|7.484891117|13.26192888|0.77182656|6306.980593|-756.6428589|39.09037289|-49.9273377|2110.880136|648.0187526000001|25.03674677|1.0|1.0|1.0|1.0|3.64|0.32|-5.71|2.18|1.0|0.0|2.0|6.0|-7.95|421.45|0.0|0.0|1.93|659.0|1.3|0.0|1.97e-06|0.0008289999999999|4.2095|704.43|1180.85|294.54|0.2239999999999999|294.54|561.29|0.69247|0.69247|-1426.421463|0.2239999999999999|-0.17424|7.12|-0.2069599999999999|0.03817361|5.7496|5.7496
8e_a8|0.0|1|0|3.01599663|0.0|0|-0.018155171|-0.010579355|-0.205927741|0.0427891159999999|0.0|-0.102167262|10.94332438|1|-0.0015448089999999|0.090898585|0.650073857|0.7233950809999999|-0.079493088|0.7742101929999999|0.636205913|0.280304418|0.0211004739999999|-70.49962428|-64.32539698|12.87136047|-0.04393787|-39.238709|76.40535608|-2.109017754|-26.80224874|83.37098475|-1286.50794|0.196692764|7.50719734|14.52755918|0.935150832|6095.6213210000005|-784.77418|33.36487904|-370.0368722|1601.514194|561.882658|11.25022336|0.0|1.0|0.0|0.0|3.2|0.04|-7.78|4.33|2.0|0.0|1.0|4.0|-6.14|403.41|0.0|0.0|3.71|0.00215|3.69|0.0|1.6399999999999998e-08|6.63e-06|3.2737|639.38|1090.07|378.73|0.3731|267.77|526.86|0.50055|0.7013|-1376.708067|0.1671|-0.13719|6.1505|-0.19972|0.03298991|4.7014|4.7014
4R4k_a46|0.0|0|0|0.0|0.173180233|1|-0.050636784|-0.0049602|-0.088084767|0.0510113959999999|0.0|-0.1149361969999999|10.94631314|1|-0.158788415|0.008544799|0.78837943|0.7477594870000001|-0.141706595|0.787615341|0.784722915|0.237621572|0.007883196|-47.73036108|-45.72566346|4.194771739|-0.030434186|-24.33134018|0.0|-1.4608409080000002|-16.19450581|51.92513282|-777.3362788|0.133318901|5.522208638|10.33328154|0.871222588|4711.736397|-413.632783|18.68565706|-390.2334878|896.9115391|519.5743695|3.857266463|1.0|0.0|1.0|1.0|3.8|0.33|-6.61|4.26|1.0|0.0|1.0|3.0|-5.46|333.43|0.0|1.0|3.81|5.0|4.05|0.0|2.48e-07|8.28e-05|4.1392|565.94|994.13|299.53|0.2896|234.09|490.83|0.54119|0.68404|-1053.202129|0.1008|-0.17484|1.8559|-0.19529|0.0257622|7.0132|7.0132
4_a3|0.0|0|0|0.0|0.0|0|0.2122551539999999|-0.008561428|-0.161259999|0.035345345|1.882124381|0.057349653|10.31162267|1|-0.208888686|0.053425134|0.640351067|0.721302096|0.041477445|0.785381728|0.628171026|0.5842630360000001|0.008006786|-52.4583525|-46.9200748|3.806447632|-0.039478171|-22.30593113|77.51574252|-1.381735991|-18.76802992|56.26480013|-656.8810472|0.133023729|5.05182773|8.648209506|0.711897153|4885.093366|-312.2830359|21.6476858|-348.9230345|757.6690029|347.9532383|4.799426464|1.0|0.0|1.0|1.0|2.94|0.0|-7.53|5.3|1.0|0.0|1.0|3.0|-5.21|321.37|0.0|0.0|4.09|0.00065|4.3|0.0|2.950000000000001e-08|9.48e-06|3.4771|504.29|858.45|356.58|0.1776|208.93|338.33|0.3809|0.6896|-1355.192416|119.0|-0.14983|2.3542|-0.20826|0.02921941|5.9|5.9
2_a1|0.0|0|0|0.0|0.0|1|-0.049975995|-0.004621682|-0.014296455|0.0409444439999999|0.0|-0.0619710709999999|10.9520472|1|-0.237981258|-0.145015842|0.571324013|0.795932678|0.1766333219999999|0.8571146190000001|0.5574897879999999|0.220315042|0.011282631|-28.32386891|-35.17029414|5.135384136|-0.026492726|-16.00805425|84.54541681|-0.927245426|-12.05838656|33.45925305|-422.0435297|0.305595997|5.2823820260000005|8.779158091000001|0.6619695520000001|3920.383175|-192.096651|17.36508791|-176.9692239|607.7780769999999|299.6692382|8.075415099999999|1.0|0.0|1.0|1.0|2.91|0.18|-6.18|4.0|0.0|0.0|1.0|3.0|-6.04|279.31|0.0|1.0|3.21|243.0|2.76|0.0|6.64e-07|0.000185|4.0877|489.42|807.98|303.31|0.2991|303.31|355.79|0.7007899999999999|0.7007899999999999|-920.078239|0.2991|-0.1686|3.5853|-0.19826|0.024658671|5.2366|5.2366
14n_a23|0.0|0|1|0.0|0.0|0|0.009802461|-0.0068536419999999|-0.027380305|0.045165485|0.747533142|-0.049694913|10.3132176|2|0.144230149|-0.110069159|0.756252127|0.802854174|-0.099694124|0.861597051|0.71381683|0.209387766|0.027028617|-39.82324087|-55.70499288|18.26553926|-0.032325501|-37.64460956|97.39429807|-1.648600566|-21.84509525|58.08878013|-1114.099858|0.313179459|8.662092555|16.33144958|0.885393105|6740.54932|-752.8921912999999|31.80611809|-252.5011125|1622.112023|683.7405759|16.3874892|0.0|1.0|1.0|1.0|3.53|0.09|-7.51|3.42|2.0|1.0|1.0|5.0|-6.47|441.51|0.0|0.0|3.48|0.0010199999999999|3.55|0.0|3.11e-08|1.3699999999999998e-05|3.4217|710.48|1209.95|362.35|0.4229|362.35|575.71|0.6955|0.6955|-1744.1828670000002|0.4229|-0.1382|5.2196|-0.2077099999999999|0.02300614|9.2441|9.2441
27a_a34|-3.727789|0|0|0.0|0.0|1|0.0257175079999999|-0.012620846|-0.456594848|0.0408037829999999|0.0|-0.026428049|10.319282|1|-0.13716603|-0.158932197|0.8186389829999999|0.779284547|-0.012251785|0.832753533|0.749941528|0.4305370679999999|0.026573385|-74.78290605|-86.36649751|18.62986903|-0.043345322|-60.54917431|22.69787432|-2.340647376|-30.38821209|93.41277507|-1640.9634529999998|0.235078289|8.960143164|15.91204178|0.7758691440000001|7104.26596|-1150.434312|39.72721867|-371.4586403|2145.269808|718.5861133999999|14.40875302|1.0|1.0|1.0|1.0|3.66|0.13|-7.61|2.01|1.0|0.0|1.0|7.0|-7.29|463.51|0.0|0.0|2.44|0.00504|2.59|0.0|2.44e-08|1.13e-05|4.1228|737.7|1247.85|300.73|0.2896|247.91|598.18|0.40378|0.69818|-1861.468024|0.0203|-0.16691|10.8591|-0.20615|0.04629882|6.6198|6.6198
LY364947_a10|0.0|1|0|2.949609552|0.0|0|-0.278922508|-0.00235945|-0.00390904|0.0273958329999999|2.084955541|0.010202602|10.9303125|1|0.1625645369999999|0.04209715|0.706034038|0.711607778|-0.012096774|0.7792035190000001|0.681525895|0.449473391|0.009678082|-34.01613475|-33.26705198|4.275500834|-0.029665114|-14.69643595|0.0|-0.978948758|-13.10520229|38.29163558|-432.4716757000001|0.276515344|4.702575386|9.161732895|0.948237326|3903.496845|-191.05366730000003|18.1140017|-197.4583104|597.7620559999999|287.99188260000005|8.264519015|1.0|0.0|1.0|1.0|2.46|0.0|-7.2|3.97|0.0|0.0|1.0|3.0|-6.02|272.3|0.0|1.0|2.8|0.0789|2.74|0.0|6.31e-08|1.7199999999999998e-05||||||||||||||||7.2291|7.2291
12b_a32|0.0|1|1|3.477905329|0.0|0|0.115940697|-0.009432679|-0.055500132|0.0388738739999999|2.153718992|-0.031446256|10.31100269|3|-0.079768013|-0.0852122769999999|0.788133615|0.838021287|-0.090027803|0.8887585240000001|0.7507116140000001|0.2996018789999999|0.016282332|-50.88975159|-60.93328667|10.17310723|-0.027561517|-38.07076621|65.29222164|-1.267829764|-17.22027667|61.06285882|-792.1327267000001|0.39579391|7.076348793999999|12.42841652|0.756331814|5653.268811|-494.9199607|28.50066715|-130.2147289|1311.0306890000002|557.1050635|15.72418067|1.0|1.0|1.0|1.0|3.47|0.26|-7.65|6.49|1.0|0.0|1.0|4.0|-6.4|397.52|1.0|0.0|3.59|0.000505|3.28|0.0|2.23e-08|8.86e-06|3.5703|663.89|1109.93|347.27|0.2865|347.27|541.49|0.70258|0.70258|-1880.537231|0.2865|-0.14803|3208.0|-0.19976|0.0385132|7585.0|7585.0
43_a18|0.0|0|0|0.0|0.0|2|0.032999679|-0.005099385|-0.01369899|0.033734062|0.0|0.031746165|10.94702053|0|-0.079184068|-0.140532044|0.718255592|0.713379703|-0.0579590709999999|0.7458234990000001|0.712848727|0.3439906129999999|0.006890688|-54.49271386|-63.87648583|5.35147222|-0.0311212229999999|-49.60799696|21.60709738|-2.302970476|-24.16948112|59.84418608|-1788.541603|0.125626651|10.01438533|19.33108376|0.930331529|7428.282915000001|-1389.023915|27.64206062|-581.4944803999999|2045.512486|1228.492038|5.5863235410000005|1.0|0.0|1.0|1.0|4.54|0.34|-9.6|4.5|3.0|1.0|1.0|3.0|-5.78|508.65|0.0|0.0|3.48|0.00018|5.1|0.0|2.52e-10|1.28e-07|3.2233|843.1|1493.25|384.65|0.5429|384.65|702.4|0.6926800000000001|0.6926800000000001|-1611.126246|0.5429|-0.13196|3.0482|-0.18145|0.02315412|6.2041|6.2041
5a_a50|0.0|0|1|0.0|0.0|1|-0.203248487|-0.00148647|-0.017108794|0.038040936|2.475383677|-0.256097122|10.93256969|2|0.028229556|-0.102607753|0.699970832|0.788709546|-0.203436041|0.847812674|0.6759066159999999|0.2814514|0.010185297|-20.77548565|-34.7974024|5.435098605|-0.022747617|-18.56865899|60.04351409|-0.978147545|-12.13862875|26.21058426|-521.9610361|0.33472483|5.892775027000001|10.76914508|0.8275167520000001|4770.917486|-278.5298849|18.24602704|-176.38892919999998|784.5791628|462.1867149|9.379218813|0.0|1.0|1.0|1.0|3.5|0.14|-6.24|3.66|0.0|0.0|1.0|2.0|-5.83|326.39|0.0|1.0|3.47|42.0|3.46|0.0|5.7e-07|0.000186|4.0159|582.98|976.41|308.73|0.2735|220.82|455.34|0.39948|0.6725399999999999|-1029.734933|0.1156|-0.16659|3.9843|-0.19146|0.02452028|5.3872|5.3872
6d_a40|0.0|0|0|0.0|0.0|2|0.12627602|-0.015362927|-0.091548968|0.039160494|0.683786612|0.086704068|10.30179973|2|-0.249967637|-0.025143559|0.6224555620000001|0.8361555479999999|-0.289988439|0.8988141140000001|0.604211552|0.372705643|0.017359149|-73.59650182|-76.51205671|11.10859664|-0.050049893|-48.96216855|38.04267542|-2.15214542|-32.02830281|84.70509846|-1377.2170210000002|0.13994759|6.908972922999999|12.08146906|0.7486635420000001|7436.576348|-881.3190339|37.23994308|-460.8148719|1601.317552|555.2010623|8.964021265|0.0|1.0|0.0|1.0|3.98|0.21|-4.31|4.8|2.0|2.0|2.0|6.0|-6.36|460.52|1.0|0.0|3.43|2.85e-05|3.87|1.0|4.9e-05|0.0226|2.9559|656.5|1111.69|419.45|0.3518|419.45|511.88|0.6624800000000001|0.6624800000000001|-2470.62267|0.3518|-0.11938|7.8884|-214.0|0.03556489|8.9208|8.9208
21_a47|0.0|0|1|0.0|0.0|0|0.072733799|-0.010650348|-0.13650463|0.037801932|1.028199909|-0.004063946|10.95058272|1|-0.090969103|-0.1049885469999999|0.612295986|0.826796636|0.0927058819999999|0.8856299320000001|0.591185263|0.3188717339999999|0.022739546|-46.63227351|-53.76411184|12.83540744|-0.033866638|-30.34731959|47.95893876|-1.5239986980000002|-19.11612865|59.46768095|-860.2257893999999|0.355154704|7.071346534|13.17102891|0.862591353|6103.311635|-485.55711339999993|29.64451905|-163.5167523|1334.003357|482.9384172|16.33715751|1.0|1.0|1.0|1.0|3.29|0.1|-7.7|2.94|1.0|0.0|1.0|6.0|-6.58|394.38|0.0|0.0|3.43|0.0142|3.0|0.0|1.98e-08|7.8e-06|3917.0|583.37|1014.33|316.53|0.2249|316.53|441.93|0.68296|0.68296|-1374.858663|0.2249|-0.16158|3.6767|-0.2249699999999999|0.03299607|8.3|8.3
9g_a40|0.0|0|0|0.0|0.0|0|-0.058811055|-0.0054957819999999|-0.0220464379999999|0.043730159|0.895670535|0.139758613|10.31197177|2|0.133954053|-0.037217966|0.694156166|0.764275277|-0.242405063|0.821935848|0.665414608|0.002717414|0.021367335|-33.47455057|-41.63731423|11.25704374|-0.031197254|-21.93596333|64.08637519|-1.185495647|-16.43578193|44.73159432|-624.5597134|0.259759794|8.180261533|15.62271835|0.909806709|4435.743087|-329.0394499|22.20330888|-253.1335385|843.7257374|384.6422631|9.528957565|1.0|0.0|1.0|1.0|2.8|0.06|-6.43|2.91|0.0|0.0|1.0|4.0|-7.17|302.33|0.0|1.0|1.93|977.0|1.37|0.0|3.720000000000001e-07|0.000113|3.0778|559.04|923.42|402.84|0.3563|402.84|469.6|0.70233|0.70233|-1332.31775|0.3563|-0.12765|3.4787|-0.19005|0.01134289|5.45|5.45
4d_a46|0.0|0|0|0.0|0.173086735|1|-0.1397563859999999|-0.001749881|-0.017469934|0.047736111|0.0|-0.111025108|10.96333164|1|-0.206000242|-0.0814707009999999|0.6535171|0.764741337|-0.103199079|0.8075680409999999|0.623144956|0.290035518|0.008652238|-30.95621863|-38.85529917|4.750218646|-0.024616555|-21.33218735|74.62074724|-1.132361533|-13.51488667|35.70643728|-621.6847867|0.186572035|5.757075209|10.30138878|0.7893441379999999|4993.774007|-341.3149976|16.6147308|-344.15403910000003|764.2776167999999|509.0572545|4.753094337|0.0|1.0|1.0|1.0|3.78|0.35|-7.41|4.81|2.0|1.0|1.0|3.0|-5.4|352.86|0.0|1.0|4.11|0.00416|4.3|0.0|3.88e-08|1.3699999999999998e-05|4.4265|588.18|1009.78|280.09|0.1313|280.09|503.76|0.69884|0.69884|-1453.635434|0.1313|-0.18639|3.5318|-0.22603|0.02292966|6.2865|6.2865
13k_a6|0.0|1|0|3.423411754|0.0|1|0.031525207|-0.014257799|-0.132667824|0.04162037|0.0|0.0809333929999999|10.95129637|1|0.08217847|-0.045794891|0.8694295409999999|0.7908110340000001|-0.123105035|0.84018367|0.827754203|0.212093198|0.0296987679999999|-82.8774254|-88.29427104|20.6185734|-0.045420752|-61.29890279999999|113.5526088|-2.543562101|-31.53366823|103.4959988|-1765.8854210000002|0.202868306|8.370126134|14.58291125|0.7422570490000001|6492.211639|-1225.9780560000002|39.55891914|-412.5714301|2215.299472|741.5222707|12.48372364|1.0|1.0|1.0|1.0|3.68|0.16|-8.89|4.55|1.0|0.0|1.0|5.0|-6.59|441.48|0.0|0.0|3.18|0.00144|3.39|0.0|1.29e-09|5.7e-07|3.5476|731.25|1246.69|349.49|0.3971|242.53|577.68|0.4547|0.70536|-1465.557346|0.0137|-0.14589|8.1639|-0.1944|0.0308324|7.3372|7.3372
