molecula|NaaNH|n9FaHRing|n9FaRing|SssssC|NaasN|nARing|SaasN|MATS2c|AATSC1c|n6HRing|SaaaC|ATSC1c|AATSC1are|MATS8i|AATSC8d|n5aRing|n5aHRing|AATSC7i|MATS1i|AATSC1i|MATS1c|n6aHRing|BIC2|GATS1pe|nFaHRing|RASA|FPSA3|PNSA3|PPSA3|RNCS|RPSA|FNSA4|WNSA5|RPCS|FNSA1|FNSA2|WNSA3|PNSA4|DPSA3|GeomPetitjeanIndex|PNSA2|MOMI-Z|FPSA1|GeomRadius|GeomDiameter|GRAV|PPSA1|WNSA2|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|Synthetic Accessibility|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Molar refractivity|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Egan filter|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|E solv. Water  (Hartree)|Gibbs Free Energy|IC50|pIC50
47i_a18|0|0|0|0.0|0|1|0.0|0.053794607|-0.006882626|0|0.0|-0.440488042|-0.000919158|0.073977454|-0.040514277|0|0|-0.057689282|-0.106018078|-0.162274487|-0.499939719|0|0.744472118|0.727767462|0|0.8030751740000001|0.009745543|-54.34379065|6.787641686000001|72.81110823|0.196924826|-0.035256027|-43.46880696|82.81385171|0.8608685909999999|-2.150617629|-37.84973202|-24.55535669|61.13143233|0.487446923|-1497.876758|1333.332089|0.139131409|9.573882864|18.67881257|6353.6617320000005|96.90318745|-1043.251367|1739.959818|855.7438937000001|6.542785417999999|1.0|1.0|0.0|4.05|18.0|-8.98|2.8|85.29|2.74|134.83|-5.18|33.0|3.0|-6.36|0.0|1.0|2.5|-4.78|6.58e-06|0.0029|0.00735|3.7|0.0|0.0|1.04e-09|4.6e-07|-0.05062|7.37|3.2321|383.61|0.5085|383.61|664.78|0.69175|-0.13237|2.7749|0.02671774|-1415.944522|19.0|7.7212
5_a15|0|0|0|0.0|0|0|0.0|-0.222657379|-0.008878343|2|0.0|-0.54157893|0.000420839|-0.0156037999999999|0.0118220069999999|0|0|0.1093187759999999|-0.187421793|-0.28098676|-0.340979744|2|0.704479781|0.7950674740000001|0|0.8740541479999999|0.032616864|-45.57134103|24.25353664|119.95308020000002|0.125945852|-0.0273088679999999|-54.73655332|64.12413387|0.5089899720000001|-1.583914356|-33.88634094|-20.30656983|69.82487767|0.486150431|-1177.78105|2179.757502|0.491010028|7.795174584|15.1701491|6656.720346|365.1095806|-875.7848531999999|2313.9572780000003|779.0599798999999|27.05181494|1.0|1.0|1.0|3.79|24.0|-9.65|6.01|74.73|2.0|127.97|-6.16|33.0|6.0|-5.55|1.0|1.0|4.29|-5.66|6.86e-07|0.000304|0.000967|4.86|0.0|0.0|2.25e-10|9.970000000000001e-08|-0.03714|4.36|3.6257|341.96|291.0|286.35|629.67|0.62664|-0.14839|4.3576|0.03640044|-1470.55517|13.0|7.8861
3a_a49|0|0|0|0.0|1|1|2.09865947|-0.05210989|-0.006374689|2|1.819785|-0.337858497|-0.000349523|-0.060613765|0.00497674|1|1|-0.074886415|0.002357097|0.003978478|-0.421478185|2|0.8145214209999999|0.7476073409999999|1|0.72890527|0.016205613|-55.30832478|9.491036042|107.4001347|0.27109473|-0.030698626|-30.35026007|59.40691577|0.689774813|-1.504232653|-32.39206742|-17.97906469|64.79936082|0.474653816|-880.9741697000001|1793.526571|0.310225187|6.566343333|12.49907878|5792.106924000001|181.6875706|-515.9544212000001|1277.19098|578.2841135|12.38177532|0.0|1.0|0.0|3.25|21.0|-7.19|2.81|98.72|1.04|112.14|-3.06|29.0|5.0|-7.67|0.0|1.0|2.02|-3.3|0.000878|0.3379999999999999|193.0|1.38|0.0|0.0|6.52e-08|2.51e-05|-0.05732|3.16|3874.0|320.04|0.3467|240.06|449.68|0.53794|-0.15978|3801.0|0.03833529|-1253.8126619999998|64.0|7.1938
12b_a36 (EW-7197)|1|0|0|0.0|0|2|0.0|-0.104514139|-0.008137593|2|0.0|-0.439429998|-0.002526241|-0.098032695|-0.056994595|1|1|0.059005046|-0.101303149|-0.217394466|-0.442656599|1|0.819222745|0.698414933|0|0.7635183720000001|0.021439664|-50.90136206|13.41367899|81.63796416|0.236481628|-0.039120289|-42.53627024|5.958751634|0.746747352|-1.956014468|-31.84632538|-24.47552312|64.31504105|0.45988432|-1223.776156|2338.370858|0.253252648|6.764872303|12.52485821|6096.459089|158.4469629|-765.6528642999999|1638.808832|595.8790650000001|12.96977113|||||||||||||||||||||||||||-0.04975|3.41|3.7725|328.66|0.4491|322.25|486.64|0.6824899999999999|-0.15571|5432.0|0.03202977|-1332.005651|7.0|8.1549
12a_a40|0|0|0|0.0|1|0|1.784989449|0.021610099|-0.00431394|0|0.8332127109999999|-0.14667395|0.01039129|0.100414476|-0.226763788|2|2|0.298197213|0.018655637|0.031326603|-0.4764003679999999|0|0.718281767|0.525051106|1|0.940879765|0.011766311|-32.81611621|6.001293955|107.5277007|0.059120235|-0.033799|-19.46913691|49.24750281|0.85136964|-1.047769006|-16.73754566|-17.23885621|38.81741016|0.476055146|-534.4045424999999|600.1247016|0.14863036|7.563170499|14.43505064|4873.458436|75.8074911|-272.5679167|627.699788|323.26151960000004|5.487955617999999|1.0|0.0|1.0|3.2|20.0|-7.21|5.43|58.43|4.34|91.76|-6.41|22.0|2.0|-4.56|0.0|1.0|4.78|-5.95|3.86e-07|0.000134|0.00039|5.43|0.0|1.0|6.15e-08|2.13e-05|-0.08015|5.01|3.0966|400.39|0.3701|400.39|429.21|0.6998800000000001|-0.12895|2491.0|0.0104658999999999|-2097.779499|1778.0|5.7501
19e_a38|1|0|0|0.0|0|2|0.0|-0.082311936|-0.007550899|2|0.0|-0.4379521229999999|-0.001197042|-0.104569193|-0.038386106|1|1|0.045449529|-0.091460175|-0.191751024|-0.436305701|1|0.839953955|0.700181525|0|0.776562593|0.02118651|-56.34606212|14.27562164|118.734325|0.223437407|-0.03783113|-46.37503972|16.39385667|0.749190974|-2.042881001|-37.96637911|-25.49088538|70.62168376|0.4655978389999999|-1376.50781|3426.997928|0.250809026|6.596408983|12.34352977|6531.762734|168.99691289999998|-927.5007945|1837.325672|696.3887025|13.55346651|1.0|0.0|1.0|4.96|17.0|-7.28|3.09|81.23|2.75|135.78|-4.94|32.0|4.0|-6.39|0.0|1.0|3.3|-4.72|1.15e-05|0.0049|0.00807|3.55|0.0|0.0|5.27e-08|2.25e-05|-0.05139|4.08|3.8587|321.31|0.3948|236.96|532.67|0.41961|-0.15584|5.8426|0.03483011|-1409.37733|0.01|8.0083
12w_a36|1|0|0|-4.750262163|0|2|0.0|0.081390556|-0.015825416|2|0.0|-0.917874106|-0.011700732|-0.041402825|-0.010726574|1|1|0.115646674|-0.1187503719999999|-0.3344729369999999|-0.604676196|1|0.828393514|0.624142499|0|0.828363244|0.021104445|-62.34080876|15.15285952|112.947763|0.171636756|-0.041210062|-57.35989379|0.780959767|0.70536279|-2.225343322|-44.76031023|-29.58856606|77.49366829|0.4672300679999999|-1597.782567|2602.5207|0.29463721|8.365472166|15.701847400000002|7418.252264|211.5476713|-1147.197876|2265.1925920000003|672.4630346|19.62970663|1.0|0.0|1.0|4.82|17.0|-7.14|4.04|78.43|2.04|130.43|-5.2|34.0|8.0|-6.4|0.0|0.0|2.65|-5.07|6.26e-06|0.00291|4.0|3.86|0.0|0.0|7.24e-08|3.37e-05|-0.05326|4.86|3.8881|318.88|0.4508|318.88|552.55|0.69466|-0.15708|5043.0|0.0328886|-1645.017691|23.0|7.6383
4_a38 (LY-2157299)|0|0|0|0.0|1|1|2.0959524330000003|0.050460026|-0.00638266|2|1.721297609|-0.325515636|0.002865697|-0.159241692|-0.020954339|1|1|-0.083399128|0.028964355|0.0481706809999999|-0.463575124|2|0.8099394329999999|0.6848692759999999|1|0.754313773|0.01243241|-52.90108631|7.104736984|260.7739337|0.2456862269999999|-0.03235283|-29.21101111|71.22674185|0.7861170609999999|-1.520583011|-30.23133173|-18.48863993|60.00582329|0.487041509|-868.9660769|1686.693134|0.213882939|6.54753874|12.76426621|5566.495502000001|122.2274724|-496.5871888|1105.390176|542.7276591|7.880803302999999|0.0|1.0|1.0|3.27|21.0|-7.13|3.51|86.69|1.84|108.18|-3.85|28.0|4.0|-6.86|0.0|1.0|2.81|-3.99|0.0001409999999999|52.0|0.0375|2.39|0.0|0.0|7.45e-08|2.75e-05|-0.06|3.95|3.78|327.69|0.2|266.68|449.44|0.4|-0.16|5.9043|0.03652312|-1198.49738|69.0|7.1586
7e_a8|1|0|0|0.0|1|0|1.3496955309999998|-0.150447714|-0.006027596|0|0.0|-0.289324602|0.0024398329999999|-0.11032771|-0.0446343779999999|1|1|-0.075638618|0.034227147|0.07125309|-0.341022848|0|0.732001738|0.577394732|0|0.8291560379999999|0.0215993429999999|-51.4880895|12.91806855|86.03149870000001|0.170843962|-0.037446454|-31.72369068|63.5628736|0.776001552|-1.6850904519999998|-30.79383811|-22.39586026|64.40615805|0.4742828629999999|-1007.813711|2032.501296|0.223998448|7.70387217|14.654025199999998|5808.479788000001|133.9683023|-602.7501229|1298.726412|519.5762494|11.18895001|1.0|0.0|1.0|3.2|23.0|-8.29|4.94|70.81|3.54|108.43|-5.75|29.0|4.0|-5.43|0.0|1.0|4.31|-5.41|1.78e-06|0.000686|0.00149|4.54|0.0|0.0|5.07e-09|1.95e-06|-0.0697|6.32|3.2363|383.1|0.3461|325.06|544.55|0.6998300000000001|-0.13577|9.0006|0.02845071|-1300.327213|35.1|4.4547
8c_a12|0|0|0|0.0|0|1|0.0|0.1948786139999999|-0.0104125509999999|3|0.0|-0.447739674|-0.004211843|-0.036504737|-0.07003012|0|0|-0.1876771789999999|-0.210669119|-0.370782022|-0.606245231|2|0.782864175|0.845077891|0|0.840397446|0.019604202|-34.19075142|10.00357546|83.24714315|0.159602554|-0.038245644|-26.55601426|0.0|0.764449832|-1.529825767|-17.44675795|-19.51587692|44.19432689|0.472503372|-780.6350769|1245.6132289999998|0.235550168|5.670223821|10.74930819|4610.945152|120.19586|-398.3402139|1021.17241|390.0159026|9.621493319|0.0|1.0|0.0|3.91|18.0|-7.14|1.59|63.06|2.02|98.07|-3.47|24.0|5.0|-6.44|0.0|1.0|2.23|-3.72|0.000339|107.0|0.0598|2.5|0.0|0.0|7.24e-08|2.28e-05|-0.06706|2.76|3.8341|323.37|466.0|284.38|402.43|0.53657|-0.15571|1.7305|0.02263772|-1022.663298|0.04|7.3979
5a_a50|0|1|1|0.0|2|1|4.202707546|-0.203248487|-0.00148647|1|2.475383677|-0.06986407|0.012640587|-0.256097122|-0.130929632|2|2|0.028229556|-0.102607753|-0.168135655|-0.161169418|1|0.788709546|0.6759066159999999|1|0.969892876|0.010185297|-20.77548565|5.435098605|6.819160781|0.030107124|-0.022747617|-18.56865899|60.04351409|0.66527517|-0.978147545|-11.08625592|-12.13862875|26.21058426|0.4528093929999999|-521.9610361|1605.985157|0.33472483|5.892775027000001|10.76914508|4770.917486|178.61652859999998|-278.5298849|784.5791628|462.1867149|9.379218813|1.0|0.0|1.0|3.5|20.0|-6.24|4.33|35.64|2.62|101.86|-3.89|25.0|2.0|-5.83|0.0|1.0|3.47|-4.5|0.000129|42.0|0.0102|3.46|0.0|0.0|5.7e-07|0.000186|-0.02487|3.39|4.0159|308.73|0.2735|220.82|455.34|0.39948|-0.16659|3.9843|0.02452028|-1029.786489|4.1|5.3872
12c_a5|1|0|0|0.0|0|1|0.0|-0.212798523|-0.002685954|3|0.0|-0.16115723|0.0054189009999999|-0.096073591|0.0072946769999999|1|1|-0.1386392109999999|-0.01261147|-0.020144382|-0.223631474|2|0.797601178|0.782051277|0|0.841092921|0.016374249|-46.62294305|10.77147171|143.44655559999998|0.158907079|-0.022421317|-28.59715492|13.26856229|0.583585895|-1.25559373|-30.6699685|-14.74941369|57.39441476|0.4609383929999999|-825.9671665|2045.184304|0.416414105|7.293547043999999|13.53008071|5877.765289|273.9296719|-543.3459436|1415.330929|735.3048881|15.92875034|0.0|1.0|0.0|3.27|23.0|-9.31|4.32|75.72|1.57|121.26|-4.09|31.0|5.0|-6.79|0.0|0.0|3.31|-4.33|8.159999999999999e-05|0.0336|0.0191|2.84|0.0|0.0|4.93e-10|2.03e-07|-0.04565|2.06|4.0116|309.06|0.1513|265.66|519.21|0.52074|-0.16563|3.0135|0.02242648|-1316.305277|47.0|7.3279
7f_a8|1|0|0|0.0|1|0|1.2793830309999998|-0.139912829|-0.005338193|0|0.0|-0.234880498|0.00112124|-0.087673259|0.0260356679999999|1|1|0.09329746|0.052081992|0.141285105|-0.381574707|0|0.7051689170000001|0.507325475|0|0.770229267|0.0138113419999999|-52.28313554|7.858266077000001|53.09327646|0.229770733|-0.040738044|-28.45850692|55.49953831|0.880922225|-1.670259798|-29.74763659|-23.17880348|60.14140162|0.4513917389999999|-950.3309426|1854.738581|0.119077775|7.704280774|14.04331892|5662.145174|67.75191165|-540.7116315000001|1078.790971|446.5544107|5.839092213|1.0|0.0|1.0|3.14|23.0|-8.46|5.49|61.58|4.27|101.89|-5.68|28.0|4.0|-5.27|0.0|1.0|4.63|-5.5|2.09e-06|0.00078|0.00118|4.66|0.0|1.0|3.5e-09|1.31e-06|-0.07492|6.81|3.4810000000000003|356.17|0.3536|324.68|495.55|0.7024199999999999|-0.14506|8.7098|0.02809022|-1285.071664|35.65|4.4479
15_a4|0|0|0|0.0|1|1|1.956386054|-0.159419214|-0.001986535|1|0.0|-0.077474847|0.009823083|-0.1979518539999999|0.022446689|1|1|0.097046535|-0.017259078|-0.038707204|-0.226703465|1|0.772721853|0.509447294|0|0.867716376|0.010893057|-29.80513879|5.223809291|12.70877085|0.132283624|-0.030724393|-16.95780525|86.01453643|0.8438913020000001|-1.106078158|-14.29317436|-14.73400655|35.02894809|0.437696617|-530.4242358|1495.715718|0.156108698|5.459799482|9.709704127|4134.603400999999|74.8625551|-254.3670787|628.5456843999999|324.5687005|4.672449937|1.0|0.0|0.0|3.28|17.0|-6.09|4.4|30.71|3.05|85.06|-3.82|22.0|3.0|-5.6|0.0|1.0|3.61|-4.28|0.000152|0.0443|0.0151|3.49|0.0|0.0|8.070000000000001e-07|0.000235|-0.03539|3.8|4.2148|294.16|0.1996|275.22|396.58|0.4778699999999999|-0.17373|2.1603|0.018092091|-958.195344|175.0|6757.0
2_a49|0|0|0|0.0|1|1|2.12788659|-0.084499704|-0.004112807|2|1.999073077|-0.189189114|0.004524556|-0.041202373|0.005918367|1|1|-0.170631119|0.032521855|0.055400364|-0.320124905|2|0.79056501|0.7701578720000001|1|0.81348014|0.01105681|-44.066695|5.634353797999999|226.4450566|0.18651986|-0.028277173|-20.55997527|0.0|0.7154059890000001|-1.187641272|-22.45560511|-14.409545199999998|49.7010488|0.454163307|-605.2008985|1550.010086|0.284594011|5.667936413|10.38394173|4874.364109|145.02405359999997|-308.399629|845.9544764000001|439.9973344|8.91679918|0.0|1.0|0.0|3.09|21.0|-6.82|3.7|69.62|1.88|99.52|-3.53|25.0|3.0|-6.57|0.0|1.0|2.76|-3.89|0.000292|0.0955|0.0421|2.43|0.0|0.0|1.51e-07|4.94e-05|-0.04372|1.79|3743.0|331.24|0.2988|227.02|371.96|0.34449|-0.1555099999999999|4.8986|0.0366366999999999|-1045.8595810000002|59.0|7.2291
11g_a5|1|0|0|0.0|1|0|1.984996534|-0.204002571|-0.004593347|2|0.0|-0.252634073|0.00599982|-0.137618073|-0.007175378|2|2|-0.14133011|-0.137739838|-0.233590516|-0.267507083|2|0.814159231|0.73551511|0|0.837943738|0.023215707|-44.19305139|15.25675|68.77977167|0.1620562619999999|-0.025442296|-32.96383785|0.0|0.543581314|-1.297557078|-29.04250676|-16.72000506|59.4498014|0.485790997|-852.7202582999998|935.4227938|0.456418686|9.342496899|18.16867625|5817.569415|299.94631180000005|-560.3852433999999|1568.70782|648.1198739|21.05845771|1.0|1.0|1.0|3.17|28.0|-9.04|4.48|81.51|1.06|118.35|-4.12|31.0|5.0|-6.84|0.0|0.0|2.96|-4.31|7.65e-05|0.0312|0.0199|2.75|0.0|0.0|9.229999999999999e-10|3.770000000000001e-07|-0.04322|2.3|4.2083|294.62|0.4609|274.87|542.13|0.56924|-0.1714|3.2282|0.04557484|-1329.988893|0.03|7.5229
11a_a31|1|0|0|0.0|0|1|0.0|-0.045290366|-0.02376325|0|0.0|-0.8792402579999999|-0.022093578|-0.1217573119999999|-0.019865299|2|2|-0.149933348|-0.1068420919999999|-0.1829166189999999|-0.563537536|0|0.8433024170000001|0.819138461|0|0.486754956|0.041435152|-76.64827023|20.91187076|258.8577775|0.513245044|-0.056833284|-41.01552988|71.03772901|0.735254945|-1.932331673|-38.68354874|-28.68314085|97.560141|0.451795285|-975.2267888|1769.346573|0.264745055|5.791411901|10.5643234|4940.657452|133.6139513|-492.1863586|1326.379096|302.14325319999995|15.96146849|0.0|0.0|1.0|3.26|16.0|-4.65|2.94|125.57|0.57|83.12|-4.81|23.0|6.0|-6.51|0.0|1.0|2.42|-3.79|1.5399999999999998e-05|0.00506|0.0531|2.53|0.0|0.0|2.22e-05|0.00731|-0.05074|3.97|3.8042|325.92|0.2797|325.92|407.76|0.69222|-0.15515|6.4691|0.04099365|-1441.37897|0.19|6.7212
47d_a18|0|0|0|0.0|0|1|0.0|-0.017398129|-0.006087337|0|0.0|-0.480899596|0.003376831|-0.07722825|0.016324953|0|0|0.104380139|-0.272202025|-0.406388629|-0.417659275|0|0.7430748709999999|0.741366815|0|0.836999127|0.015270278|-52.14267013|12.45251265|64.92967228|0.163000873|-0.028722356|-58.06490563|58.93717545|0.69814381|-2.182899066|-42.52098397|-23.42233034|64.59518279|0.481311892|-1780.097106|1947.023498|0.30185619|9.940531282|19.16475647|7780.945962999999|246.1558296|-1451.622641|2549.757058|1255.618298|15.0913716|1.0|1.0|0.0|4.73|18.0|-8.83|3.21|88.97|2.6|159.67|-5.74|39.0|4.0|-6.57|0.0|0.0|2.56|-5.28|1.83e-06|0.000968|0.00276|4.16|1.0|1.0|1.4800000000000003e-09|7.790000000000001e-07|-0.04561|8.08|3.1079|398.94|0.5820000000000001|398.94|817.06|0.69905|-0.12844|3.7605|0.02826074|-1703.622959|8.0|8.0969
11_a1|1|0|0|0.0|0|1|0.0|0.033732316|-0.018080197|1|0.0|-0.867849442|-0.0127744789999999|-0.05257082|-0.044235537|1|1|0.126722854|-0.07452948|-0.117419838|-0.563650254|1|0.747358374|0.7846345840000001|0|0.5955245029999999|0.034974992|-77.81495049|20.62225192|274.39137789999995|0.404475497|-0.048723884|-43.84323456|84.40380304|0.751878145|-2.143850877|-45.88191258|-28.7289904|98.43720241|0.47723847|-1264.075578|1885.148133|0.248121855|7.43666407|14.2257294|5798.645137|146.29971719999998|-745.3349875|1681.223993|495.0560271000001|15.44994131|1.0|1.0|1.0|3.25|23.0|-7.47|4.23|97.33|1.95|105.71|-5.07|29.0|6.0|-6.27|0.0|1.0|3.22|-4.66|8.48e-06|0.00327|0.00838|3.35|0.0|0.0|3.35e-08|1.29e-05|-0.06546|5.26|3.1924|388.38|0.5573|331.66|471.76|0.68162|-0.12916|5.0526|0.03413353|-1312.2963630000002|0.17|6.7696
8_a15|0|0|0|0.0|0|0|0.0|-0.208657545|-0.009853404|1|0.0|-0.5025236129999999|1.7800000000000002e-05|-0.010146469|-0.014489333|0|0|0.225620047|-0.203104439|-0.295062413|-0.342749125|1|0.7059441040000001|0.8105478740000001|0|0.853896482|0.0336657729999999|-41.7821007|19.65860939|104.8781037|0.146103518|-0.028969856|-40.33569847|55.99586988|0.519427411|-1.419522941|-24.39801408|-16.91650111|61.44071008|0.389723411|-828.9085544|1919.535904|0.480572589|6.093505548|9.984825987|5306.2234530000005|280.62296039999995|-484.0283816000001|1595.8121130000002|532.0914339999999|20.72712321|1.0|1.0|1.0|3.14|18.0|-7.57|4.95|61.84|1.96|104.74|-5.25|27.0|5.0|-5.52|0.0|1.0|3.76|-4.81|5.63e-06|0.00206|0.00562|4.24|0.0|0.0|2.69e-08|9.86e-06|-0.02723|3.36|3.7426|331.28|251.0|279.58|538.51|0.5128|-0.1558|1.1415|0.01719864|-1223.523393|108.0|6.9666
12bi_a36|1|0|0|0.0|0|2|0.0|-0.088734077|-0.00902707|2|0.0|-0.559678363|0.000482522|-0.067142264|0.041834838|1|1|0.056936052|-0.176729938|-0.289604649|-0.37220074|1|0.812921349|0.8350231859999999|0|0.7850011179999999|0.034602166|-57.89562053|24.16125901|129.685076|0.214998882|-0.027831043|-52.46851415|0.0|0.4996603229999999|-1.614200516|-40.42611289999999|-19.43326441|82.05687954|0.461975362|-1127.129336|2660.0547690000003|0.500339677|8.454426643|15.71382803|6572.410403|349.3664649|-787.0277122|2255.791153|766.4854363|26.24794923|1.0|0.0|0.0|4.97|17.0|-6.79|1.9|87.66|1.42|136.74|-4.11|33.0|6.0|-7.13|0.0|0.0|1.75|-4.15|7.75e-05|0.0342|0.0315|2.62|0.0|0.0|1.6100000000000005e-07|7.11e-05|-0.0510199999999999|2.68|3.6851|336.45|0.4214|319.1|603.92|0.68181|-0.15078|7.0514|0.0318395999999999|-1461.75632|14.0|7.8539
3c_a32|1|1|1|0.0|0|0|0.0|0.025890116|-0.006923974|0|2.224112182|-0.270034997|-0.00017094|-0.113334836|-0.01180891|3|3|-0.097512832|-0.0779821129999999|-0.145525719|-0.5427297289999999|0|0.839409251|0.774363061|1|0.888766719|0.015118975|-34.91603827|7.772301225|59.72163595|0.1112332809999999|-0.0288417079999999|-24.94510426|0.0|0.693952122|-1.038301506|-17.94949454|-14.82682786|42.68833949|0.423167668|-533.7658031000001|1393.156794|0.306047878|5.605165488|9.717148607|4598.027604999999|157.331845|-274.3961469|769.1680542|370.5811396|9.416090047|1.0|1.0|1.0|3.22|19.0|-6.89|4.68|110.94|1.7|93.05|-6.18|22.0|3.0|-5.35|0.0|1.0|4.02|-4.91|6.65e-07|0.000217|0.00399|4.14|0.0|0.0|1.28e-07|4.18e-05|-0.05487|3.02|3.5169|352.54|0.5017|352.54|425.74|0.7034600000000001|-0.14219|3123.0|0.02415856|-1633.348356|9.0|8.0458
7_a47|0|0|0|0.0|0|0|0.0|0.00763426|-0.008206422|2|1.303301032|-0.3939082339999999|-0.0091074509999999|-0.085507035|-0.0781924059999999|0|0|-0.262805289|-0.021071408|-0.04311702|-0.46105149|2|0.817389583|0.671549194|1|0.8473227320000001|0.008915606|-45.82735481|5.027768049|103.5602725|0.152677268|-0.036250645|-30.51603217|0.0|0.816979353|-1.631279045|-25.84337052|-20.44278719|50.85512286|0.405265781|-919.9254234|1968.695833|0.1830206469999999|6.485224033|10.90440708|5958.904826|103.2106353|-518.7725468|1126.008167|526.6144628999999|7.36009799|1.0|1.0|0.0|2.96|22.0|-9.45|6.52|58.04|3.69|111.28|-6.47|28.0|4.0|-4.8|1.0|1.0|4.89|-6.06|3.41e-07|0.000134|0.000345|5.49|0.0|0.0|3.52e-10|1.3900000000000001e-07|-0.05297|5.08|3.7203|333.26|0.2144|333.26|455.81|0.69314|-0.1544|3406.0|0.03348545|-1647.841533|25.0|7.6
1k_a5|1|0|0|0.0|0|0|0.0|-0.216088148|-0.0030192829999999|2|0.0|-0.120771321|0.003886035|-0.145151027|-0.011848312|1|1|-0.220946861|0.019611905|0.045204303|-0.254495542|2|0.7824502320000001|0.558485747|0|0.7836926809999999|0.010892351|-40.40908188|5.571869083999999|165.11680719999998|0.216307319|-0.0301207529999999|-19.44172742|0.498979532|0.724954458|-1.114467843|-20.67084672|-15.40795854|45.98095096|0.48165588|-570.0944662|824.0133397999999|0.275045542|6.710535795|12.9461019|4479.484358|140.69669409999997|-291.6259112|786.3865923|357.34245360000006|9.83146028|1.0|1.0|0.0|2.71|23.0|-8.3|4.76|54.46|2.29|90.44|-3.97|24.0|4.0|-5.99|0.0|1.0|3.42|-4.3|0.000106|0.0336|0.0157|3.16|0.0|0.0|4.99e-09|1.58e-06|-0.04516|3.1|4.4063|281.38|0.6242|262.56|398.63|0.53086|-0.1798799999999999|1.5911|0.03133456|-1050.468159|48.0|7.3188
34_a47|0|1|1|0.0|1|0|1.883479676|-0.210257395|-0.004157676|3|1.741433543|-0.191253079|0.003530307|-0.043634386|0.078153957|1|1|-0.208989427|-0.1430639269999999|-0.317014709|-0.2829549719999999|3|0.833786184|0.609110565|1|0.8260556609999999|0.019723558|-34.3104683|10.92238452|31.17423189|0.1739443389999999|-0.029348287|-27.64315244|0.0|0.653993216|-1.261976347|-19.00022922|-16.25230464|45.23285281|0.45489212|-698.8490993|918.6458674|0.346006784|7.066583143|12.96364153|5105.274301|191.6093987|-387.0041342|1068.587688|439.9906467|12.74960652|1.0|1.0|1.0|3.19|21.0|-7.47|4.52|68.52|1.75|99.09|-3.57|26.0|5.0|-6.66|0.0|1.0|3.02|-3.9|0.000267|0.0929|0.0436|2.49|0.0|0.0|3.36e-08|1.17e-05|-0.0545|2.41|3.8892|318.79|0.2309|294.66|436.88|0.6602399999999999|-0.16086|4.4605|0.03084502|-1162.33788|2.0|8.7
41_a18|0|0|0|0.0|0|2|0.0|0.115127295|-0.007587553|1|0.0|-0.500778516|-0.0034878|0.022493846|0.0212700929999999|0|0|-0.137860739|-0.005930813|-0.0091068809999999|-0.5421253970000001|0|0.733589101|0.745631286|0|0.7349388459999999|0.009550224|-69.94639412|6.547189171|347.42621339999994|0.2650611539999999|-0.037381065|-41.89408289|93.99687836|0.903239484|-2.317626057|-47.95199341|-25.62671923|76.49358329|0.487248278|-1588.856592|1491.296991|0.0967605159999999|8.787657952|17.13823195|6605.095612|66.33450764|-1089.246155|1759.064589|897.5188662|4.727999916|1.0|1.0|0.0|4.07|18.0|-8.38|2.7|99.28|2.94|141.34|-5.56|34.0|3.0|-6.38|0.0|1.0|2.53|-5.02|2.76e-06|0.00125|0.0042899999999999|3.78|0.0|0.0|4.18e-09|1.89e-06|-0.04956|7.34|3.2123|385.97|482.0|385.97|576.83|0.69308|-0.1319|2.0934|0.0280471999999999|-1454.045308|369.0|6433.0
13e_a6|1|0|0|0.0|0|0|0.0|-0.089778965|-0.006882528|2|1.643912856|-0.378539035|-0.003356527|0.0266218529999999|-0.037793156|1|1|0.032420935|-0.126749697|-0.223618825|-0.462344944|2|0.765593573|0.790249345|1|0.861676601|0.0183790889999999|-49.62570093|12.28502792|66.59852278|0.138323399|-0.032929004|-41.68507499|0.0|0.722530518|-1.679379203|-33.17101912|-22.01054293|61.91072885|0.4442079679999999|-1122.537689|3457.565879|0.277469482|7.973429837999999|14.346067199999998|6147.8097210000005|185.4673146|-750.3313497|1553.619759|676.2770877|13.06309302|1.0|1.0|1.0|3.51|27.0|-10.18|4.53|103.17|0.92|123.82|-5.11|32.0|5.0|-6.52|0.0|1.0|3.31|-4.78|7.74e-06|0.00323|0.00688|3.27|0.0|0.0|6.59e-11|2.75e-08|-0.07534|3.36|3.2475|381.78|0.8312|207.04|567.24|0.38609|-0.1327|10.1884|0.03809808|-1347.074898|12.0|7.9208
