molecula|NaaNH|n9FaHRing|n9FaRing|SssssC|NaasN|nARing|SaasN|MATS2c|AATSC1c|n6HRing|SaaaC|ATSC1c|AATSC1are|MATS8i|AATSC8d|n5aRing|n5aHRing|AATSC7i|MATS1i|AATSC1i|MATS1c|n6aHRing|BIC2|GATS1pe|nFaHRing|RASA|FPSA3|PNSA3|PPSA3|RNCS|RPSA|FNSA4|WNSA5|RPCS|FNSA1|FNSA2|WNSA3|PNSA4|DPSA3|GeomPetitjeanIndex|PNSA2|MOMI-Z|FPSA1|GeomRadius|GeomDiameter|GRAV|PPSA1|WNSA2|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|Synthetic Accessibility|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Molar refractivity|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Egan filter|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|E solv. Water  (Hartree)|Gibbs Free Energy|IC50|pIC50
4_a4|0|0|0|0.0|1|1|2.156628874|-0.183963421|-0.001234337|2|2.183056868|-0.058013858|0.011760626|-0.110597574|-0.037623601|1|1|-0.035166634|-0.048056862|-0.078747188|-0.157959343|2|0.77276149|0.636572383|1|0.933276024|0.008570112|-25.64211031|4.4155367960000005|13.70182982|0.0667239759999999|-0.0255766729999999|-18.24679326|42.42341622|0.793717973|-1.099796957|-13.21145879|-13.17774406|30.05764711|0.398500394|-566.6429946000001|1883.42405|0.2062820269999999|5.326452915|8.855289118|4878.070704|106.2816773|-291.9486922|713.9097433|462.1867149|5.454324025|1.0|1.0|0.0|3.15|21.0|-7.57|4.41|43.6|2.66|100.08|-4.12|25.0|3.0|-5.79|0.0|1.0|3.64|-4.57|7.59e-05|0.0248|0.00877|3.52|0.0|0.0|2.71e-08|8.85e-06|-0.04865|3.24|4.0261|307.95|0.1106|230.37|394.06|0.55032|-0.1696599999999999|2.6814|0.02323788|-1029.813844|78.0|7.1079
16e_a32|1|1|1|0.0|0|0|0.0|0.180914799|-0.0154404319999999|0|2.080236877|-0.772021601|-0.0048042729999999|-0.070351839|-0.01320745|3|3|-0.079817994|-0.123297852|-0.219947482|-0.698621582|0|0.86370575|0.7619492790000001|1|0.7903051590000001|0.024145309|-55.957388|15.50894749|105.4021155|0.209694841|-0.037448344|-48.41036206|39.27920316|0.702226562|-1.760072163|-35.94239328|-24.05371573|71.46633549|0.458956284|-1130.524639|3376.1299740000004|0.297773438|6.573687662|12.15001203|6142.277629|191.2650034|-726.1554308999999|1609.914378|573.3529948|14.98092934|1.0|0.0|1.0|3.64|19.0|-7.38|4.6|149.27|1.12|111.95|-6.59|28.0|5.0|-6.15|1.0|1.0|3.77|-4.75|2.58e-07|0.000107|0.0074099999999999|3.76|0.0|0.0|4.18e-08|1.73e-05|-0.0505899999999999|4.59|3.6214|342.37|0.2858|342.37|552.79|0.7022|-0.14991|3.2372|0.02792775|-1955.827194|7.0|8.1367
11f_a5|1|0|0|0.0|0|1|0.0|-0.251797205|-0.0037371509999999|3|0.0|-0.227966183|0.00722997|-0.178881726|-0.0080939669999999|1|1|-0.1323098|-0.128153787|-0.203228986|-0.230681941|2|0.756843253|0.750555185|0|0.847356138|0.0221464629999999|-47.57801621|15.41338844|70.39517801|0.152643862|-0.022252743|-36.14073513|13.29510896|0.5109475960000001|-1.268406334|-33.11311829|-15.48735657|62.99140465|0.463183664|-882.7793242999999|1125.122028|0.489052404|9.683662007|18.03905985|5969.213977|340.3683339|-614.3924972|1727.7296760000002|753.9168511|21.12375879|0.0|1.0|1.0|3.35|23.0|-8.67|3.53|76.16|1.03|126.79|-3.95|32.0|6.0|-6.99|0.0|0.0|2.95|-4.26|0.000112|0.0477|0.0234|2.7|0.0|0.0|2.12e-09|9.06e-07|-0.03862|2.25|4.1356|299.8|0.5834|278.47|579.1|0.6593600000000001|-0.1691|2.1313|0.03804804|-1391.50739|12.0|7.9208
18b_a30|0|0|0|0.0|0|2|0.0|0.036563014|-0.006947027|2|0.0|-0.375139476|0.003099827|0.016709918|-0.051413084|1|1|-0.072825879|-0.049287858|-0.090115975|-0.45633339|1|0.822401103|0.760234689|0|0.869340364|0.019880184|-52.09100293|13.14992762|77.65678625|0.130659636|-0.036237883|-41.72392601|0.0|0.759715688|-1.811894154|-34.45606603|-23.96987622|65.24093056|0.424912258|-1198.493811|3057.267112|0.240284312|7.513189589|13.0644231|6387.715069|158.9382363|-792.7545943|1577.555697|666.0036144999999|12.22780277|1.0|0.0|1.0|4.78|17.0|-6.7|2.49|105.44|2.17|131.99|-5.49|31.0|5.0|-6.33|0.0|0.0|2.42|-4.8|3.23e-06|0.00137|0.0066599999999999|3.59|0.0|0.0|2e-07|8.47e-05|-0.06142|3.64|3.5256|351.66|0.3576|351.66|563.55|0.67715|-0.14385|4.8198|0.03910602|-1667.849173|25.0|7.6003
7_a15|0|0|0|0.0|0|0|0.0|-0.2269896539999999|-0.010310394|1|0.0|-0.494898891|-0.0013239329999999|0.038636783|0.0019353679999999|0|0|0.213947987|-0.211522056|-0.310081401|-0.335491052|1|0.70084115|0.8115121240000001|0|0.841400327|0.036600739|-41.29775265|20.31436245|103.8062879|0.158599673|-0.026500274|-34.13832456|56.30310755|0.448664402|-1.2190126140000002|-22.92132733|-14.70834175|61.6121151|0.396557391|-676.5837204|1624.468817|0.551335598|6.01738192|9.971755103|5097.868552|306.0056033|-375.5215702|1507.995102|474.9756287|23.75461091|1.0|1.0|1.0|3.16|18.0|-7.19|4.64|61.84|1.74|99.77|-4.83|26.0|5.0|-5.72|0.0|1.0|3.35|-4.49|1.46e-05|0.00516|0.0113|3.84|0.0|0.0|6.41e-08|2.26e-05|-0.0284899999999999|2.78|3.7495|330.67|0.3463|279.33|499.86|0.64652|-0.15605|1.1115|0.01827873|-1184.224637|227.0|6644.0
47a_a18|0|0|0|0.0|0|1|0.0|0.018016478|-0.006027559|0|0.0|-0.464122017|-0.005483379|-0.025401815|0.052572636|0|0|0.066507683|-0.232940071|-0.358939392|-0.369841706|0|0.766261502|0.792293789|0|0.778790861|0.014124484|-67.93456546|11.58086543|100.7293848|0.2212091389999999|-0.036234741|-66.76209701|110.0917322|0.7936193709999999|-2.681370849|-55.70051708|-29.70938001|79.51543089|0.483193636|-2198.494121|2250.179086|0.2063806289999999|10.20255289|19.74153879|8405.670404|169.2144153|-1802.576619|2770.212274|1225.939287|12.16421601|1.0|1.0|1.0|4.97|18.0|-8.27|3.35|123.06|1.85|158.24|-6.74|39.0|5.0|-6.49|0.0|0.0|2.02|-5.58|1.8100000000000002e-07|9.9e-05|0.00143|4.44|0.0|1.0|5.4e-09|2.95e-06|-0.05191|8.82|3.1947|388.09|0.6094|388.09|813.01|0.69508|-131.0|2.6271|0.0339441|-2098.359766|1.0|9.0
13_a12|0|0|0|0.0|0|0|0.0|0.202052156|-0.0069874069999999|2|0.0|-0.272508888|0.000830398|-0.083760082|0.021322992|0|0|-0.362308767|-0.169387652|-0.281096572|-0.595629719|2|0.6809340620000001|0.804066411|0|0.90006391|0.008188151|-28.51381164|4.01385817|64.74666684|0.09993609|-0.034993718|-22.2236882|66.2289548|0.8829921740000001|-1.2947675790000002|-13.97756285|-17.15403411|32.52766981|0.466560112|-634.6992622|664.9830294|0.117007826|6.06407675|11.36787272|3647.657976|57.35761558|-311.13163480000003|718.8050825|327.9594923|3.656774794|1.0|1.0|0.0|2.7|18.0|-7.14|3.9|50.7|2.42|84.74|-4.26|21.0|3.0|-5.49|0.0|1.0|3.22|-4.2|5.520000000000001e-05|0.0152|0.0174|3.51|0.0|0.0|7.26e-08|2.01e-05|-0.04445|3.83|3.9329|315.25|0.6528|273.31|437.91|0.6622399999999999|-0.16458|1.3023|0.0290811829999999|-876.258343|93.0|7.0315
12a_a30|0|0|0|0.0|0|2|0.0|0.033691224|-0.006711725|2|0.0|-0.3557214489999999|0.005050384|0.009586623|-0.094932667|1|1|-0.171649606|-0.053309522|-0.094526372|-0.454270252|1|0.7885597609999999|0.7961424690000001|0|0.836214716|0.016292604|-47.73588073|10.10177981|85.47365107|0.163785284|-0.037665934|-37.34272719|0.0|0.805190202|-1.845630786|-29.59731695|-23.35372432|57.83766054|0.469799116|-1144.332492|2256.680391|0.194809798|7.362386058999999|13.88603128|5936.682602000001|120.786445|-709.5118166|1421.195251|620.9195447000001|9.228758655|1.0|0.0|1.0|4.65|17.0|-6.64|2.62|81.65|2.82|127.28|-5.28|29.0|4.0|-5.98|0.0|0.0|2.63|-4.85|5.23e-06|0.00208|0.0056|3.87|0.0|0.0|2.3100000000000002e-07|9.21e-05|-0.05184|3.82|3.4885|355.41|0.1866|245.76|507.17|0.35338|-0.1481|4.1875|0.03289568|-1575.597759|11.0|7.9469
14n_a23|0|1|1|0.0|2|0|3.3716621960000004|0.009802461|-0.0068536419999999|2|0.747533142|-0.376950283|0.010561248|-0.049694913|-0.059870135|2|2|0.144230149|-0.110069159|-0.199540201|-0.404569286|2|0.802854174|0.71381683|1|0.89327435|0.027028617|-39.82324087|18.26553926|97.93357279|0.10672565|-0.032325501|-37.64460956|97.39429807|0.6868205409999999|-1.648600566|-26.91195666|-21.84509525|58.08878013|0.469606631|-1114.099858|2195.877777|0.313179459|8.662092555|16.33144958|6740.54932|211.642042|-752.8921912999999|1622.112023|683.7405759|16.3874892|0.0|0.0|1.0|3.53|26.0|-7.51|4.03|114.25|2.72|126.78|-5.63|32.0|5.0|-6.47|0.0|0.0|3.48|-5.02|2.32e-06|0.0010199999999999|0.0042299999999999|3.55|0.0|0.0|3.11e-08|1.3699999999999998e-05|-0.06951|3.23|3.4217|362.35|0.4229|362.35|575.71|0.6955|-0.1382|5.2196|0.02300614|-1744.244532|1.0|9.2441
1d_a5|1|0|0|-4.455320158|0|0|0.0|-0.133500214|-0.006252818|2|0.0|-0.2688711589999999|-0.0012491689999999|-0.2261588939999999|-0.010183824|1|1|-0.389011185|0.001493879|0.004923698|-0.38633065|2|0.7595197290000001|0.513260607|0|0.8965037640000001|0.007937625|-47.76176205|4.288788702|204.4506579|0.1034962359999999|-0.036640804|-25.16889922|0.0|0.770504115|-1.465632167|-25.80622135|-19.79744178|52.05055075|0.471074204|-791.897671|1172.890724|0.229495885|6.116537519|11.5640749|5717.438103|123.9992274|-427.8712868|1027.76566|403.396385|10.25512997|1.0|1.0|0.0|2.92|23.0|-8.88|6.37|54.46|2.73|95.49|-4.79|27.0|6.0|-5.73|1.0|1.0|4.15|-4.97|1.6100000000000002e-05|0.00589|0.00396|3.95|0.0|0.0|1.3300000000000002e-09|4.86e-07|-0.04528|3.58|4.6112|268.88|0.2805|254.46|414.59|0.41781|-0.18991|3.7798|0.03392008|-1288.253849|9333.0|5.03
14k_a23|0|1|1|0.0|2|0|3.358995671|0.070940371|-0.005866159|2|0.74561778|-0.299174093|0.010682694|-0.055500851|-0.055708465|2|2|0.082632648|-0.071484865|-0.13187015|-0.463402169|2|0.800643488|0.659570836|1|0.922397728|0.018829201|-37.43135588|12.53019305|38.76597615|0.077602272|-0.033999976|-35.38329134|80.31548917|0.783562394|-1.597998852|-24.9092952|-22.62582822|49.96154892|0.486654314|-1063.413926|2174.886074|0.216437606|8.21201115|15.99703938|6715.186162999999|144.0318708|-707.6658267999999|1357.152837|633.3278634|10.87921891|0.0|0.0|1.0|3.39|26.0|-7.99|4.67|105.02|3.51|125.29|-6.13|31.0|4.0|-6.03|0.0|0.0|3.99|-5.55|7.49e-07|0.000334|0.00126|4.21|0.0|0.0|1.02e-08|4.55e-06|-0.07933|4.1|3.6421|340.42|0.4694|340.42|552.65|0.63765|-0.14784|5.8718|0.02271117|-2089.354026|4.0|8.4123
14w_a23|0|1|1|0.0|2|0|3.132012648|0.013971812|-0.006481882|2|0.6813799420000001|-0.330575965|0.003379755|-0.042151195|-0.031435038|2|2|0.126238077|-0.073958723|-0.206574435|-0.427696371|2|0.802520527|0.558482531|1|0.7880718659999999|0.022440155|-46.76570273|14.84036772|43.30287556|0.211928134|-0.035779855|-38.70975831|90.15900589|0.743451788|-1.681653166|-30.92760432|-23.66232347|61.60607046|0.4972095239999999|-1112.129203|2283.383402|0.256548212|7.833745658|15.58053709|6998.078982999999|169.6632599|-735.4854078|1495.89956|597.2903597999999|13.70608418|0.0|0.0|1.0|3.42|26.0|-7.93|5.14|105.02|3.78|120.2|-5.68|32.0|6.0|-6.35|0.0|0.0|4.05|-5.27|2.09e-06|0.0009369999999999|0.00242|3.78|0.0|0.0|1.17e-08|5.23e-06|-0.0798|3.97|3.6632|338.46|0.3855|338.46|535.54|0.6219399999999999|-0.14844|7.0157|0.02204118|-1828.222578|2.0|8.6737
12h_a40|0|0|0|0.0|1|0|1.760542171|0.104392974|-0.008044548|0|0.803557099|-0.289603712|-0.000134504|0.189869851|-0.21893421|2|2|0.367928263|0.127299624|0.224167029|-0.556229094|0|0.7769829840000001|0.6948809659999999|1|0.839481749|0.0117142839999999|-50.45378559|6.193088525|208.6717565|0.160518251|-0.038796498|-25.56004046|59.68939644|0.844008584|-1.280284432|-26.67382585|-20.51086984|56.64687411|0.4958138139999999|-676.8587047999999|603.6697997|0.155991416|7.989299324|15.84593062|5087.343024|82.46928995|-357.8405665|801.957134|350.9435025|6.584127851|1.0|0.0|1.0|3.19|20.0|-6.84|5.02|84.45|3.76|96.16|-6.25|23.0|2.0|-5.13|0.0|1.0|4.22|-5.58|5.58e-07|0.0002009999999999|0.000942|4.75|0.0|0.0|1.44e-07|5.2e-05|-0.07512|4.14|2.6436|469.0|0.3985|298.7|435.95|0.6503899999999999|-0.1092|2.5573|0.02044063|-2153.123274|823.0|6.0846
9_a47|0|0|0|0.0|0|0|0.0|0.00410268|-0.008501246|2|1.323246814|-0.382556052|-0.009607222|0.022031244|0.045804989|0|0|-0.091848897|-0.021556658|-0.045757939|-0.4477815529999999|2|0.792070785|0.689770023|1|0.805149969|0.009540986|-44.13640712|4.991260197|107.3271659|0.194850031|-0.036925422|-26.52703503|0.0|0.790651977|-1.550867715|-23.08946904|-19.3171225|49.12766732|0.482896681|-811.319145|1333.091472|0.209348023|5.653392499|10.93281031|5212.504394|109.5180831|-424.4325604|1026.1394|442.7664664|8.262317504|1.0|1.0|0.0|2.87|22.0|-8.47|5.61|58.04|2.99|101.46|-5.37|26.0|4.0|-5.26|0.0|1.0|4.09|-5.2|4.29e-06|0.00148|0.00218|4.43|0.0|0.0|3.4000000000000003e-09|1.17e-06|-0.05037|4.06|3.7183|333.44|0.2294|215.89|406.35|0.3885099999999999|-0.1545099999999999|2.2966|0.03463008|-1148.949486|25.0|7.6
17b_a6|1|0|0|0.0|0|1|0.0|0.1012747369999999|-0.01272079|1|0.0|-0.6869226490000001|-0.00460563|-0.0385646|-0.0791229359999999|1|1|0.231025646|-0.10896749|-0.180339002|-0.563310199|1|0.7788169070000001|0.8013954109999999|0|0.753949098|0.03122461|-62.63196368|20.48861696|155.8689396|0.246050902|-0.041494349|-47.0150166|557.7093661|0.7706671740000001|-2.074717455|-41.0971443|-27.2272998|83.12058064|0.4548818979999999|-1361.36499|2207.972178|0.229332826|8.974770742|16.46390151|5985.963521|150.48105900000002|-893.2853154999999|1766.4758989999998|627.4287311|13.06809384|1.0|1.0|1.0|3.53|23.0|-9.01|4.32|95.85|1.7|116.79|-5.81|31.0|5.0|-5.89|0.0|1.0|3.6|-5.17|1.56e-06|0.000637|0.00274|4.09|0.0|0.0|9.77e-10|4e-07|-0.05736|4.04|2.9964|413.78|0.3949|349.8|575.2|0.69615|-0.12545|5.3385|0.02458322|-1349.892156|153.0|6.8153
18_a31|1|0|0|0.0|0|0|0.0|0.0690370959999999|-0.013634202|0|0.0|-0.640807491|-0.009923585|-0.001973566|-0.096301845|2|2|-0.084218532|-0.065041042|-0.107017926|-0.604728055|0|0.8595579409999999|0.838968212|0|0.72588713|0.014467496|-69.19879619|8.49194438|238.9516432|0.27411287|-0.040279446|-44.60622732|0.0|0.7774768320000001|-1.81257508|-40.61741697|-23.64270989|77.69074057|0.4492048839999999|-1063.9219449999998|1935.374782|0.222523168|7.076684189|12.84812443|4856.251645|130.6137795|-624.4871824|1368.42913|477.1857166|9.822812434|1.0|1.0|1.0|3.41|16.0|-6.54|3.48|119.14|0.75|99.32|-4.62|25.0|4.0|-6.72|0.0|1.0|2.89|-3.62|2.42e-05|0.00862|86.0|2.47|0.0|0.0|2.9e-07|0.000104|-0.03702|4.81|3.9105|317.05|444.0|247.51|541.33|0.51842|-0.16212|3.0607|0.04825999|-1465.359325|0.13|6.8861
9r_a24|1|0|0|0.0|0|0|0.0|-0.134192489|-0.004640179|3|0.0|-0.264490176|0.007861194|0.064425793|-0.043274854|1|1|-0.29065818|-0.179075526|-0.2920573039999999|-0.3018627239999999|3|0.7958149290000001|0.7526889940000001|0|0.8417158379999999|0.015557618|-41.49802275|10.4302588|71.31566881|0.158284162|-0.025821921|-36.86695997|89.36724924|0.6152148279999999|-1.394383716|-27.82142546|-17.31173182|51.92828155|0.473403843|-934.8335183|958.7578093|0.384785172|9.672636984|18.36822555|5501.824326|257.9706516|-626.7383196000001|1519.52371|670.2247423|15.80243761|1.0|1.0|1.0|3.53|23.0|-8.66|3.93|79.82|1.02|116.9|-4.02|30.0|6.0|-6.83|0.0|0.0|2.98|-4.06|9.58e-05|0.0383|0.0351|2.69|0.0|0.0|2.21e-09|8.84e-07|-0.04313|1.82|4.2877|289.16|0.3398|277.23|616.11|0.3398|-0.1676099999999999|1.9698|0.03426339|-1294.263358|11.0|7.9586
3n_a32|1|1|1|0.0|0|1|0.0|-0.0376583329999999|-0.00615216|1|2.22272854|-0.295303659|0.000609539|-0.1006122119999999|-0.0711168609999999|3|3|-0.100681119|-0.086764744|-0.153506065|-0.435658951|0|0.816774665|0.762657782|1|0.840041782|0.01889769|-42.83673428|10.86481886|121.6040686|0.159958218|-0.027401986|-30.65624207|0.0|0.648933114|-1.205687365|-24.62805609|-15.75418035|53.70155314|0.456693072|-693.1839353999999|2426.73803|0.351066886|6.369579712999999|11.72372261|5553.014016|201.8383309|-398.5311469|1068.190111|522.1674161999999|12.0969734|1.0|0.0|1.0|3.51|19.0|-6.96|5.01|120.17|1.58|106.44|-5.96|26.0|4.0|-5.98|0.0|1.0|4.07|-4.91|1.11e-06|0.000424|0.0047|3.74|0.0|0.0|1.1e-07|4.19e-05|-0.05535|2.57|3.5459|349.65|0.2839|349.65|464.67|0.7028399999999999|-0.1472099999999999|3.5849|0.02901944|-1825.218291|21.0|7.6778
16a_a23|0|1|1|0.0|2|1|3.411338761|-0.0147904689999999|-0.0054940769999999|3|0.759926978|-0.302174246|0.012426121|-0.088255625|-0.071458049|2|2|0.115499047|-0.181609054|-0.335065967|-0.380779155|2|0.8323974470000001|0.7199622309999999|1|0.934837094|0.021379172|-26.53751114|13.80568132|9.922436905|0.0651629059999999|-0.025724725|-30.39361398|91.92609822|0.585920722|-1.311960953|-17.13669862|-16.6118386|40.34319246|0.49525751|-847.2037686000001|1801.957216|0.414079278|8.024409307|15.89802615|6552.801739|267.3932664|-547.0850515999999|1445.935835|668.3493171|18.14339594|1.0|0.0|0.0|3.94|20.0|-5.27|2.52|108.26|2.04|125.79|-4.58|31.0|4.0|-7.02|0.0|0.0|1.85|-4.31|2.6e-05|0.0111|0.0208|2.66|0.0|0.0|5.38e-06|0.0023|-0.0502|2.49|1.6239|763.49|0.2066|763.49|555.21|0.96307|-0.07625|11.6254|0.03391189|-1685.6419010000002|39.0|7.4037
13n_a6|1|0|0|0.0|0|0|0.0|0.030890422|-0.010884884|2|1.628408574|-0.631323273|-0.0093684169999999|-0.06507689|-0.033224059|1|1|0.100294804|-0.068956229|-0.118693789|-0.57091314|2|0.7767360059999999|0.82642394|1|0.70890216|0.017758385|-68.88015714|12.18768927|90.97854097|0.29109784|-0.038490115|-51.52585133|103.012404|0.748967057|-2.078466222|-47.27287681|-26.41600355|81.06784641|0.47066442|-1426.464192|2535.307313|0.251032943|8.872063579|16.76075427|6386.381394|172.28545730000002|-978.9911754|1904.575345|724.3873672999999|13.66031867|1.0|1.0|1.0|3.55|27.0|-9.67|3.76|122.47|0.81|127.2|-4.64|33.0|5.0|-7.23|0.0|1.0|2.62|-4.28|2.27e-05|0.00987|0.0228|2.43|0.0|0.0|2.1499999999999998e-10|9.35e-08|-0.07131|4.27|3.3510000000000004|369.99|0.9117|257.31|548.09|0.55028|-0.13863|7.1946|0.05026727|-1423.514154|75.0|7.1249
18a_a30|0|0|0|0.0|0|2|0.0|0.045071414|-0.006673169|2|0.0|-0.353677943|0.005050384|-0.01286191|-0.094932667|1|1|-0.073280844|-0.053309522|-0.094526372|-0.452377064|1|0.7885597609999999|0.7961424690000001|0|0.85918121|0.017060045|-45.11907802|10.62073502|79.18861306|0.14081879|-0.036990859|-36.97308547|0.0|0.7904991659999999|-1.812552105|-28.08889239|-23.02866795|55.73981304|0.445995681|-1128.40473|2814.429655|0.209500834|7.050626413|12.72666325|5942.293347|130.4247923|-702.4886239|1427.458469|620.9195447000001|9.968457988|1.0|0.0|1.0|4.75|17.0|-6.64|2.62|81.65|2.82|127.28|-5.28|29.0|4.0|-5.98|0.0|0.0|2.63|-4.85|5.23e-06|0.00208|0.0056|3.87|0.0|0.0|2.3100000000000002e-07|9.21e-05|-0.05605|3.82|3.4712|357.18|0.3781|357.18|508.08|0.69033|-0.1418|4.2514|0.03180853|-1575.604922|25.0|7.6108
14g_a23|0|1|1|-4.794439428|2|0|3.0793867980000003|0.180361525|-0.014609495|2|0.653317181|-0.803522236|-0.002390707|-0.031968899|-0.030586527|2|2|0.179219801|-0.0962526|-0.2952674819999999|-0.648987099|2|0.796412133|0.575188253|1|0.907334473|0.018341721|-51.82254036|13.05300369|95.64648102|0.092665527|-0.041536002|-48.76552945|1.5679977319999998|0.780315815|-2.118336119|-36.87984398|-29.55936307|64.87554405|0.461846955|-1507.527516|2531.8503170000004|0.219684185|8.788027188|16.32997765|8005.353973|156.3396622|-1072.841648|1931.945357|676.4530574|14.63509796|0.0|0.0|1.0|3.61|26.0|-7.95|6.18|114.25|3.04|126.97|-6.89|35.0|8.0|-5.94|1.0|0.0|4.35|-6.0|1.29e-07|6.38e-05|0.0004969999999999|4.76|0.0|0.0|1.12e-08|5.57e-06|-0.08011|5.17|3.7042|334.71|0.3478|334.71|583.38|0.56658|-0.1519|7.2913|0.0221162|-2042.000034|0.01|8.0
8_a10|0|0|0|0.0|1|1|2.071128354|-0.075368755|-0.00560152|2|1.546251312|-0.296880569|0.0087730469999999|-0.15615298|-0.106100115|1|1|-0.000504277|-0.082893697|-0.132343104|-0.368590322|2|0.809386132|0.616731847|1|0.874843982|0.015758182|-32.63117642|8.619652859|32.98071169999999|0.125156018|-0.029917593|-25.80127401|9.35593124|0.722649449|-1.465962037|-17.849103399999997|-16.36478554|41.25082928|0.431797417|-801.8744912000001|1899.542278|0.277350551|6.112185271|10.75705296|6289.86818|151.7094758|-438.6216583|1109.631361|583.7217118|9.617402178|0.0|0.0|1.0|3.42|21.0|-7.6|4.2|69.9|2.46|111.36|-4.52|29.0|5.0|-6.25|0.0|1.0|3.55|-4.62|3.05e-05|0.0117|0.00926|3.37|0.0|0.0|2.49e-08|9.59e-06|-0.0623299999999999|4.58|3684.0|336.55|0.1596|264.0|416.69|0.41583|-0.15556|1.2052|0.02243902|-1257.648047|526.0|6279.0
12b_a5|0|0|0|0.0|0|2|0.0|-0.297319874|-0.001991527|3|0.0|-0.1214831359999999|0.0068803119999999|-0.119503073|-0.016614746|0|0|-0.033279992|-0.070406884|-0.110182753|-0.1708042239999999|2|0.779793078|0.8121510009999999|0|0.827613693|0.016556707|-41.76622313|10.44150403|138.67264319999998|0.172386307|-0.020455699|-27.27837078|0.0|0.530379611|-1.165974822|-26.33991037|-12.90040679|52.20772716|0.480419002|-735.3231872|1071.500538|0.4696203889999999|8.398709622|16.16438947|5501.255679|296.16656780000005|-463.7323032|1386.409228|727.8586176|16.27715102|0.0|1.0|0.0|4.05|18.0|-7.67|0.72|50.28|1.54|123.46|-2.3|30.0|6.0|-7.57|0.0|0.0|1.44|-3.45|0.00503|2.0|143.0|1.63|0.0|0.0|2.14e-08|8.5e-06|-0.10395|2.24|1.4454|857.76|0.2345|268.62|505.16|0.42949|-0.06212|5.7174|0.03447919|-1276.9984029999998|42.0|7.3768
3a_a32|1|1|1|0.0|0|0|0.0|-0.0505635059999999|-0.007588088|0|2.211368234|-0.250406908|-0.002794182|0.102212031|0.125185185|3|3|-0.028290955|-0.079652285|-0.1568626659999999|-0.491457345|0|0.844272053|0.7757299320000001|1|0.817070968|0.0224684379999999|-37.30101542|10.39727075|87.55216606|0.182929032|-0.032360692|-20.78892268|0.0|0.6723099029999999|-0.970820756|-17.261046399999998|-14.97491147|47.69828617|0.461044711|-449.2473442|812.930125|0.327690097|5.755284924|10.67859439|4249.04624|151.63860559999998|-207.8892268|668.2146761|278.73805810000005|10.9483666|0.0|1.0|1.0|2.96|19.0|-6.12|4.12|110.94|1.19|83.28|-5.32|20.0|3.0|-5.77|0.0|1.0|3.32|-4.35|4.83e-06|0.00144|0.0134|3.31|0.0|0.0|7.66e-07|0.0002279999999999|-0.0558|2.17|3.6308|341.48|0.2719|341.48|355.48|0.70229|-0.15058|3.6178|0.02744024|-1554.748543|3.0|8.5686
18_a47|1|1|1|0.0|0|0|0.0|-0.141396999|-0.004337918|3|1.5913490630000002|-0.2342475789999999|0.0008454789999999|0.018164141|-0.016728205|1|1|-0.056674151|-0.02470455|-0.053119347|-0.322800033|3|0.792196273|0.630969651|1|0.777824025|0.014741763|-49.44908758|9.234746417|70.55642796|0.222175975|-0.0303894239999999|-33.12615721|3.684585007|0.7327484470000001|-1.5194711930000002|-30.97660579|-19.03697822|58.68383399|0.432077184|-951.8489108|2184.962887|0.267251553|7.018342267|12.35791568|6261.441874|167.41554630000002|-596.2708299|1299.011844|628.5247532999999|10.84884165|1.0|1.0|0.0|3.47|27.0|-10.36|6.0|79.38|2.63|119.78|-5.5|31.0|5.0|-5.87|1.0|1.0|4.16|-5.37|3.13e-06|0.00129|0.00176|4.13|0.0|0.0|4.34e-11|1.78e-08|-0.04964|3.32|4.2222|293.65|0.4335|290.58|487.81|0.4659|-0.17349|3.4464|0.04031146|-1354.037606|3.0|8.6
