molecula|n9FaRing|SRW09|nAHRing|SaasN|MATS2c|AATSC1c|AATSC1s|n6HRing|MATS7i|ATSC1c|AATSC1are|AATSC8d|n5aHRing|AATSC7i|AATSC1i|MATS1c|n6aHRing|MATS8d|SIC2|GATS1pe|nFaHRing|FNSA5|PBF|FPSA3|PNSA5|RNCS|RPSA|FNSA4|WNSA5|FNSA2|WNSA3|DPSA5|DPSA3|TASA|PNSA2|WNSA4|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|DPSA2|Mor01p|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Leadlikeness|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Molecular Mass|Egan filter|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
6a_a31|0|7.703007682000001|1|0.0|0.038376178|-0.01694403|-0.181987023|0|0.08881108|-0.779425376|-0.013930701|-0.026103465|2|0.1533239019999999|0.001117583|-0.568500407|0|-0.0436046509999999|0.848080284|0.803505125|0|-0.126430958|0.259133072|0.034212524|-74.23718620000001|157.9971748|0.42783832|-0.045153913|-43.59027182|-1.896464366|-45.56491046|92.52963742|97.68889243|335.9594356|-1113.557793|-15.56795422|7.516549303|14.408653400000002|0.916923952|5908.282843|1607.453976|479.200937|1.0|1.0|1.0|1.0|2.0|3.42|22.0|-6.96|4.68|3.69|131.36|1.0|104.73|0.0|1.0|4.0|-5.22|5.0|390.42|0.0|1.0|-4.34|0.00238|0.0178|2.8|0.0|0.0|4.3200000000000007e-05|-0.05563|4.03|3.5428|-1613.295461|349.96|0.6404|349.96|447.66|0.70416|0.70416|0.6404|-0.1428|-1613.198178|11.2387|1.1|5.9586|5.9586
14j_a23|1|7.423568444|0|3.278390512|0.074424082|-0.006327927|-0.071396109|2|0.037350515|-0.322724299|0.007671236|-0.055708465|2|0.087218599|-0.17267308|-0.463194548|2|-0.091426449|0.864845456|0.5935522360000001|1|-0.082226482|0.226990358|0.020485263|-53.34139172|40.38957571|0.154547838|-0.034989992|-34.60325668|-1.644529644|-26.17681598|64.88069411|53.64097592|548.455847|-1066.827834|-14.72479008|7.83426417|15.57933561|0.988615047|6597.039681|1378.388999|599.5697147999999|0.0|1.0|1.0|1.0|1.0|3.39|26.0|-7.67|3.78|4.58|105.02|2.0|120.24|0.0|1.0|5.0|-5.58|5.0|429.47|0.0|0.0|-5.11|0.00114|0.00332|3.68|0.0|0.0|9.18e-06|-0.07581|3.72|3.6671|-1729.1379190000002|338.1|0.3886|338.1|528.18|0.65128|0.65128|0.3886|-0.14816|-1728.988797|8.3233|4.0|8.3883|8.3883
12p_a36|0|7.412764017000001|2|0.0|-0.0494658159999999|-0.008017607|-0.084341564|2|0.114716581|-0.432950771|-0.002526241|-0.0433009009999999|1|0.2461794139999999|-0.217394466|-0.440709431|1|-0.074349074|0.8839272779999999|0.698414933|0|-0.108380023|0.315548061|0.020202133|-68.22905781|83.24921731|0.251561167|-0.039016808|-42.95260501|-1.950840419|-32.72335782|80.40682298|64.698131|471.1687161|-1228.123041|-15.4629378|7.546742977|14.3885803|0.906594718|5922.775161|1617.811526|595.8790650000001|0.0|0.0|1.0|0.0|2.0|4.72|17.0|-6.86|3.13|2.44|69.2|1.0|123.71|0.0|1.0|5.0|-3.89|5.0|399.42|0.0|0.0|-4.16|0.0515|0.0278|2.78|0.0|0.0|5.58e-05|-0.0552299999999999|3.41|3.8372|-1332.148901|323.11|0.3015|232.12|506.89|0.30159|0.66559|0.1841|-0.15608|-1332.006106|6.7199|9.0|8.0458|8.0458
8a_a31|0|7.765993078999999|1|0.0|-0.039027368|-0.015034136|-0.158899731|0|-0.1480271209999999|-0.586331322|-0.013230176|-0.01861065|2|-0.258538098|-0.094359203|-0.520051508|0|-0.030149254|0.895174844|0.883113019|0|-0.136459435|0.272259026|0.0375544779999999|-67.46619355|131.2406629|0.405860136|-0.0416959379999999|-33.35560699|-1.501053781|-29.89286568|82.32407724|79.02944672|293.7455749|-742.1281291|-10.19199103|5.83708559|10.63792161|0.822471411|4538.505909|1113.575221|324.7430642|1.0|0.0|1.0|1.0|2.0|3.34|16.0|-5.33|4.16|2.54|114.29|0.0|83.83|0.0|2.0|3.0|-3.57|5.0|314.36|0.0|1.0|-3.11|0.0846|243.0|1.56|0.0|0.0|0.00145|-0.02993|1.53|3.8097|-1347.507102|325.45|0.2604|325.45|396.15|0.7027100000000001|0.7027100000000001|0.2604|-0.1587599999999999|-1347.446223|5.3042|0.79|6.1024|6.1024
4S4k_a46|0|7.825245291|1|2.145043462|-0.050636784|-0.0049602|-0.088084767|1|-0.104665424|-0.252970193|0.006550513|-0.1032662209999999|1|-0.158788415|0.012963356|-0.3860697829999999|1|-0.141706595|0.787615341|0.784722915|0|-0.0860536609999999|0.199356973|0.007749296|-45.61628327|172.7607401|0.1082655419999999|-0.030477338|-24.18078772|-1.46291223|-25.17446332|49.42345536|51.59865384|472.7005375|-775.4768155|-8.564028983|5.523352655|10.26616763|0.858684076|4719.2906570000005|893.4991504000001|519.5743695|1.0|0.0|1.0|1.0|1.0|3.8|17.0|-6.61|4.26|4.77|50.94|1.0|100.96|0.0|1.0|2.0|-4.82|3.0|333.43|0.0|1.0|-4.83|5.0|0.0049299999999999|4.05|0.0|0.0|8.28e-05|-0.02074|4.52|4.0774|-1053.415665|304.07|0.2623|234.58|487.43|0.5716|0.67893|0.0654|-0.17396|-1053.255345|2.5693|197.0|6.7055|6.7055
19j_a38|0|7.412764017000001|2|0.0|-0.089207643|-0.007976154|-0.04575843|2|0.105682345|-0.438688445|-0.004442319|-0.036248822|1|0.23209815|-0.20848518|-0.42133715|1|-0.060360554|0.908721232|0.6885713729999999|0|-0.108006563|0.625966089|0.0250587|-73.92901683|131.29876370000002|0.192823617|-0.038119963|-50.60340201|-1.944118135|-39.565701700000005|90.05233553|74.95583121|552.5012068|-1330.722303|-17.86002424|7.506210369|12.69084117|0.6907121629999999|6704.612831|1862.79182|640.025745|0.0|1.0|1.0|1.0|3.0|4.81|17.0|-6.92|3.17|2.42|105.02|1.0|130.41|0.0|1.0|5.0|-4.35|5.0|426.45|0.0|0.0|-4.12|19.0|0.0322|2.5|0.0|0.0|5.14e-05|-0.06447|3.23|3.6886|-1424.390074|336.13|354.0|205.41|533.97|0.30419|0.69435|0.2625|-0.15182|-1424.24494|14.4895|8.0|8.1146|8.1146
17a_a10|0|7.535296702|2|2.118111229|-0.218519541|-0.004333189|0.021150127|3|-0.082914437|-0.2946568739999999|0.009206558|0.031632653|1|-0.132166258|-0.360142554|-0.275154041|2|0.054069767|0.8044827790000001|0.673253555|1|-0.082689376|0.463842217|0.020088947|-58.46202420000001|51.96456548|0.146175016|-0.023625536|-41.33310046|-1.488408763|-27.70403316|76.48633670000001|53.38795048|603.6608262999999|-1052.3164359999998|-11.80945728|8.621193279|16.96492079|0.967815851|7078.918870999999|1863.410498|911.2106544|1.0|1.0|1.0|1.0|0.0|3.8|21.0|-7.32|3.31|2.5|76.38|1.0|142.16|0.0|1.0|6.0|-3.68|6.0|468.55|0.0|0.0|-4.32|0.0986|0.0222|2.43|0.0|0.0|2.22e-05|-0.04641|3.95|3.9887|-1524.52012|310.84|0.2142|224.26|603.73|0.32889|0.67671|0.0867|-0.16562|-1524.252023|5.3803|49.0|7.3098|7.3098
12_a15|0|0.0|0|0.0|-0.071096525|-0.006620824|-0.0455566929999999|2|-0.035728911|-0.370766171|0.001740635|-0.01062828|0|-0.054575504|-0.184255041|-0.380490701|2|-0.019064393|0.769289315|0.7933685340000001|0|-0.094209248|0.738437971|0.015018226|-60.15445365|72.18361893|0.10362709|-0.031995594|-38.40979933|-1.695766456|-24.90456371|70.6606311|48.59303169|572.3516967|-1082.780166|-13.04483751|5.448223888999999|10.40571107|0.909927213|5897.820841|1450.496376|673.7288405|1.0|0.0|1.0|1.0|1.0|3.56|24.0|-9.82|5.32|6.3|56.27|2.0|119.95|0.0|1.0|6.0|-6.22|4.0|397.47|1.0|1.0|-5.83|0.0002379999999999|0.000584|5.29|0.0|0.0|5.99e-08|-0.03196|5.16|3.8538|-1281.060163|321.72|0.1374|276.63|585.26|0.50595|0.70444|0.0093|-0.15858|-1280.871722|6.0547|4.0|8.3979|8.3979
16_a47|1|6.605297921|0|0.0|-0.134455235|-0.0056780519999999|-0.1246612469999999|2|-0.08282926|-0.23280014|-0.005688938|0.0506476009999999|1|-0.236994128|-0.0574194159999999|-0.3379683979999999|2|0.081171071|0.87782381|0.57616624|1|-0.092995116|0.421094692|0.0186711289999999|-48.19609034|63.13219447|0.308139547|-0.034261359|-24.97833451|-1.301931629|-25.03540372|60.36423869|57.9827944|358.566882|-674.7452647999999|-9.202544293|6.855429069|13.01476838|0.898461533|4952.972679|966.7808252999998|357.35851410000004|1.0|0.0|1.0|1.0|2.0|2.93|21.0|-8.17|4.47|5.19|66.49|0.0|91.55|0.0|1.0|3.0|-4.34|5.0|337.33|0.0|1.0|-4.42|0.0154|13.0|3.27|0.0|0.0|2.3e-06|-0.05717|2.95|4.0806|-1167.0124560000002|303.84|0.3182|279.29|395.28|0.59209|0.6743899999999999|0.0909|-0.16851|-1166.951551|3.8601|1.0|9.0|9.0
3o_a32|1|7.773594467000001|1|0.0|-0.022603806|-0.006253394|-0.014299905|1|-0.064818511|-0.306416317|-0.001411347|-0.090297882|3|-0.117744493|-0.11221537|-0.483580522|0|-0.154436834|0.872498916|0.840991936|1|-0.095457829|0.252703854|0.012519666|-55.03672286|62.67187821|0.162219176|-0.031819276|-31.73171751|-1.4318674340000002|-24.51306152|62.56936516|49.73468603|483.0270239|-825.5508427999999|-10.57723917|6.392329273|11.73098001|0.835165165|5488.777096|1051.530112|541.0877621000001|1.0|1.0|1.0|1.0|2.0|3.47|19.0|-7.27|6.39|4.2|122.97|1.0|112.07|0.0|1.0|3.0|-5.72|4.0|381.52|0.0|1.0|-4.73|0.00072|0.00714|3.46|0.0|0.0|2.04e-05|-0.05413|2.35|3.5333|-1805.473626|350.9|0.2851|350.9|464.85|0.70216|0.70216|0.2851|-0.14652|-1805.333039|5.8476|0.24|6.6198|6.6198
14d_a23|1|7.423568444|0|3.405551724|0.058368697|-0.005343003|-0.026530366|2|0.03253552|-0.288522152|0.01269616|-0.054430189|2|0.059486662|-0.136106024|-0.4483522929999999|2|-0.088996384|0.829764975|0.6906097959999999|1|-0.078282292|0.213597535|0.018596017|-51.58357156|39.26987634|0.078305538|-0.032878563|-33.99063559|-1.6439281280000002|-23.33262837|61.49227899|47.66288948|607.3441532|-1083.255003|-14.27606695|7.832720777|14.358677900000002|0.833166062|6459.554383|1370.607518|666.0036144999999|0.0|1.0|1.0|1.0|1.0|3.52|26.0|-7.78|3.88|4.33|105.02|2.0|125.25|0.0|1.0|5.0|-5.85|4.0|425.51|0.0|0.0|-5.25|0.000608|0.0023899999999999|3.94|0.0|0.0|7.03e-06|-0.0725799999999999|3.79|8.1555|-1669.224874|3688.0|0.3807|336.18|554.84|8.1555|8.1555|336.18|-0.14894|-1669.045136|8.1555|4.0|8.4001|8.4001
14c_a23|1|7.423568444|0|3.349976042|0.06596946|-0.005822256|-0.024758731|2|0.04174584|-0.296935034|0.010682694|-0.047410593|2|0.077009731|-0.13187015|-0.4589840189999999|2|-0.077808321|0.857184548|0.659570836|1|-0.0800086929999999|0.2273163289999999|0.018842596|-53.17009158|38.43627129|0.077064961|-0.034046252|-35.33439343|-1.600173862|-25.07982076|64.05912299|50.26125234|613.3401089|-1063.401832|-15.0359121|7.832948614|14.49533577|0.8505592829999999|6755.962581999999|1357.40568|633.3278634|0.0|1.0|0.0|1.0|1.0|3.4|26.0|-7.99|4.0|4.67|105.02|2.0|125.29|0.0|1.0|5.0|-6.13|4.0|445.93|0.0|0.0|-5.55|0.000334|0.00126|4.21|0.0|0.0|4.55e-06|-0.0795299999999999|4.1|3.7031|-2089.501598|334.81|356.0|334.81|549.86|0.56781|0.56781|356.0|-0.15143|-2089.354057|10.369000000000002|2.0|8.6253|8.6253
6_a15|0|0.0|0|0.0|-0.199979249|-0.00951284|-0.048804012|1|0.106485923|-0.513693384|0.001080419|-0.009025163|0|0.153430865|-0.281352401|-0.35221474|1|-0.015484797|0.7248900659999999|0.810779115|0|-0.123000073|0.398681391|0.02948637|-71.76572566|105.4415725|0.140691569|-0.0307500179999999|-41.87249058|-1.599000943|-24.00625743|88.94853813|58.34873264|501.3728188|-932.9544335|-10.46812265|6.110075236|10.02135591|0.640136254|5589.043165|1603.08412|592.4420375|1.0|1.0|0.0|1.0|1.0|3.29|18.0|-7.95|4.43|5.26|61.84|2.0|109.7|0.0|1.0|7.0|-5.66|5.0|380.44|0.0|1.0|-5.14|0.000823|0.00278|4.64|0.0|0.0|4.3e-06|-0.02419|3.94|3.7696|-1263.0072300000002|328.9|0.2616|285.52|545.21|0.65191|0.70554|0.0113|-0.15714|-1262.820532|1.9421|35.0|7.4559|7.4559
12n_a36|0|7.412764017000001|2|0.0|0.039596635|-0.0099988159999999|-0.350034917|2|0.027627601|-0.619926573|-0.006862238|-0.000273044|1|0.048110172|-0.261631709|-0.5181211520000001|1|-0.000421339|0.869718963|0.750657639|0|-0.115872034|0.239018516|0.0211044289999999|-78.42650015|67.52548352|0.279888857|-0.039955874|-53.08197085|-2.317440678|-40.89805687|92.79755725|74.70951411|487.397992|-1568.530003|-18.30412788|6.863551112000001|12.58209967|0.833176363|7657.057548000001|2114.630173|805.2286932|0.0|0.0|1.0|0.0|3.0|5.03|17.0|-6.87|1.28|2.15|123.75|1.0|142.02|0.0|1.0|7.0|-3.85|6.0|474.54|0.0|0.0|-3.72|0.0668|0.0897|1.64|0.0|0.0|6.45e-05|-0.05056|6.24|3.6382|-1876.168847|340.78|0.3921|231.43|566.87|0.32172|0.7046600000000001|0.0155|-0.14928|-1875.961945|14.3562|15.0|7.8239|7.8239
12ab_a30|0|7.412764017000001|2|0.0|-0.026189286|-0.008528077|-0.030346359|2|0.018023992|-0.520212725|0.003529389|0.01563558|1|0.03046828|-0.207153446|-0.384942092|1|0.026596859|0.855880335|0.794193541|0|-0.1008879709999999|0.4605456229999999|0.031588146|-71.0035788|119.79740259999998|0.200246511|-0.031859359|-49.97135112|-1.815983471|-40.9825333|92.49334877|80.46280277|562.8556061|-1278.064418|-15.78042667|8.44310703|15.6704374|0.856003642|6918.884105|2116.165447|792.3440337000001|0.0|1.0|1.0|1.0|1.0|4.87|17.0|-6.83|3.94|2.63|100.11|2.0|140.26|0.0|1.0|7.0|-5.61|6.0|458.54|0.0|0.0|-5.0|0.00113|0.00456|3.81|0.0|0.0|6.720000000000001e-05|-49.0|3.34|3.4919|-1804.79081|355.06|0.1957|258.2|613.7|0.46561|0.68324|0.1511|-0.14772|-1804.589076|7.4968|17.0|7.7825|7.7825
21a_a23|1|7.525639975|0|3.43622302|0.1049806919999999|-0.005708466|-0.038876045|2|0.071115216|-0.3082571839999999|0.01269616|-0.083864151|2|0.130024255|-0.136106024|-0.484404194|2|-0.137122549|0.79188323|0.6906097959999999|1|-0.082341001|0.224766417|0.011564247|-54.35891011|39.56172507|0.073461531|-0.03458322|-35.88602363|-1.729161021|-22.45408125|61.73864319|41.64701536|611.67123|-1141.537112|-15.07212993|7.950891003|15.66066298|0.969673962|6464.524241|1355.5493720000002|666.0036144999999|0.0|1.0|1.0|1.0|1.0|3.53|26.0|-7.78|3.88|4.33|105.02|2.0|125.25|0.0|1.0|5.0|-5.89|4.0|425.51|0.0|0.0|-5.28|0.000552|0.00225|3.98|0.0|0.0|7.03e-06|-0.07243|3.75|3.6993|-1669.23053|335.16|0.3692|335.16|558.61|0.60824|0.60824|0.3692|-0.15024|-1669.0502720000002|7.9309|102.0|6.9914|6.9914
13b_a30|0|7.412764017000001|2|0.0|0.112353041|-0.011016128|-0.118776867|2|-0.035340334|-0.627919307|-0.003436924|-0.0463169629999999|1|-0.062905093|0.006103754|-0.564815317|1|-0.0771674659999999|0.892104517|0.802578397|0|-0.113554975|0.3529073379999999|0.018555474|-76.67161447|385.2420923|0.305898198|-0.042850934|-51.76819834|-2.271099499|-50.13056864|88.26741491|86.77473353|468.6532296|-1533.432289|-19.53516918|8.804739699999999|16.1428924|0.8334321|6627.406474|1916.093704|713.7769663|0.0|0.0|1.0|0.0|2.0|4.76|17.0|-6.19|3.04|1.72|124.74|1.0|135.37|0.0|1.0|6.0|-5.01|5.0|441.51|0.0|0.0|-4.3|0.00427|0.0221|2.74|0.0|0.0|0.000288|-0.05434|4.54|3.5056|-1744.446479|353.68|0.2783|245.51|544.04|0.32563|0.6862699999999999|0.1415|-0.14879|-1744.281763|5.3762|26.0|7.5901|7.5901
12j_a30|0|7.412764017000001|2|0.0|0.04148877|-0.006336585|-0.033312179|2|-0.02473642|-0.354848778|0.005613018|-0.075816941|1|-0.0431311459999999|-0.09353607|-0.456342646|1|-0.130412856|0.846470093|0.7991060659999999|0|-0.094132698|0.328405591|0.015613498|-60.832977500000005|88.51817261|0.157800959|-0.036204884|-39.31313154|-1.882653966|-30.8670468|69.55167701|57.85371764|544.2686362000001|-1216.65955|-15.12043521|8.067697897|15.41574553|0.91079856|6105.3402670000005|1495.657934|686.039456|0.0|1.0|1.0|0.0|1.0|4.76|17.0|-7.01|4.35|2.93|81.65|2.0|132.24|0.0|1.0|5.0|-5.66|4.0|412.51|0.0|1.0|-5.15|0.0009119999999999|0.00291|4.23|0.0|0.0|4.02e-05|-0.05106|4.14|3.4788|-1615.064152|356.4|0.2163|238.56|549.64|0.3087|0.68625|0.1516|-0.14772|-1614.894278|5.1081|9.0|8058.0|8058.0
4r_a46|0|7.832410927000001|1|2.051582577|-0.173617329|-0.002826188|-0.074041799|2|-0.15196733|-0.141309389|0.006236535|-0.048758575|1|-0.237647432|-0.086905208|-0.246070691|2|-0.070397185|0.8549242340000001|0.76719475|0|-0.081339886|0.261414008|0.011446215|-43.14814202|176.18445569999997|0.152180218|-0.0259595379999999|-22.88867429|-1.220098292|-22.31391864|51.22472631|48.13649426|449.7405899|-647.2221302999999|-7.304896049|5.81085807|10.69131411|0.839885604|4775.760774|905.6728276|496.0386301|1.0|0.0|1.0|1.0|1.0|3.82|17.0|-6.25|3.56|3.43|63.83|0.0|97.9|0.0|1.0|3.0|-3.09|4.0|334.41|0.0|0.0|-3.55|271.0|0.0933|2.12|0.0|0.0|0.000188|-0.03073|2.3|4.5209|-1069.419677|274.25|0.1404|274.25|467.85|0.69085|0.69085|0.1404|-0.18999|-1069.284137|3.5979|1413.0|5.8499|5.8499
18b_a30|0|7.412764017000001|2|0.0|0.036563014|-0.006947027|0.0075638519999999|2|-0.039831247|-0.375139476|0.003099827|-0.051413084|1|-0.072825879|-0.090115975|-0.45633339|1|-0.089945913|0.8839272779999999|0.760234689|0|-0.09536285|0.413791511|0.019880184|-63.07862164|77.65678625|0.130659636|-0.036237883|-41.72392601|-1.811894154|-34.45606603|75.30642440000001|65.24093056|575.0330633|-1198.493811|-15.85509189|7.513189589|13.0644231|0.7388650920000001|6387.715069|1577.555697|666.0036144999999|0.0|1.0|1.0|0.0|1.0|4.78|17.0|-6.7|3.87|2.49|105.44|2.0|131.99|0.0|1.0|5.0|-5.49|5.0|423.49|0.0|0.0|-4.8|0.00137|0.0066599999999999|3.59|0.0|0.0|8.47e-05|-0.06142|3.64|3.5256|-1667.995173|351.66|0.3576|351.66|563.55|0.67715|0.67715|0.3576|-0.14385|-1667.849173|6.5037|25.0|7.6003|7.6003
9g_a40|0|7.515889085|0|1.849105962|-0.058811055|-0.0054957819999999|-0.0220464379999999|0|0.07954859|-0.225327061|0.011921308|-0.145879501|2|0.133954053|-0.062672355|-0.383703998|0|-0.242405063|0.821935848|0.665414608|1|-0.079033043|0.002717414|0.021367335|-41.63731423|65.74631496|0.09545843|-0.031197254|-21.93596333|-1.185495647|-17.63553984|51.16627179|44.73159432|476.5434822|-624.5597134|-8.658932892000001|8.180261533|15.62271835|0.909806709|4435.743087|843.7257374|384.6422631|1.0|0.0|1.0|1.0|1.0|2.8|22.0|-6.43|2.91|2.93|72.28|0.0|87.53|0.0|1.0|3.0|-2.49|4.0|302.33|0.0|0.0|-3.09|977.0|247.0|1.37|0.0|0.0|0.000113|-0.0624|3.83|3.0778|-1332.476347|402.84|0.3563|402.84|469.6|0.70233|0.70233|0.3563|-0.12765|-1332.369643|5063.0|3548.0|5.45|5.45
7_a47|0|0.0|0|0.0|0.00763426|-0.008206422|-0.143650735|2|-0.128433676|-0.3939082339999999|-0.0091074509999999|-0.0781924059999999|0|-0.262805289|-0.04311702|-0.46105149|2|-0.124285418|0.8755534909999999|0.671549194|1|-0.095957591|0.427432212|0.008915606|-54.113260200000006|103.5602725|0.152677268|-0.036250645|-30.51603217|-1.631279045|-25.84337052|61.47335819|50.85512286|477.8297898|-919.9254234|-11.52827882|6.485224033|10.90440708|0.681423344|5958.904826|1126.008167|526.6144628999999|1.0|0.0|1.0|1.0|2.0|2.96|22.0|-9.45|5.63|6.52|58.04|2.0|111.28|0.0|1.0|4.0|-6.47|4.0|393.84|1.0|1.0|-6.06|0.000134|0.000345|5.49|0.0|0.0|1.3900000000000001e-07|-0.05297|5.08|3.7203|-1647.963177|333.26|0.2144|333.26|455.81|0.69314|0.69314|0.2144|-0.1544|-1647.841533|4.4255|25.0|7.6|7.6
17_a4|0|7.535296702|1|1.690442177|-0.188642713|-0.006491052|-0.319716072|1|-0.01849014|-0.25315101|0.001892883|-0.094767116|1|-0.073733221|-0.07155304|-0.392770755|1|-0.12969185|0.8347553529999999|0.484393047|0|-0.08932566|0.332034943|0.01061251|-46.06264282|17.08736223|0.111208775|-0.042181562|-23.75316417|-1.5185362180000002|-23.59250328|52.67753395|51.22364842|458.3237652|-783.0649279|-11.21677197|5.923504372999999|10.65499029|0.798764653|5322.773303|908.7478594|319.5521911|0.0|0.0|1.0|0.0|0.0|3.31|17.0|-6.56|4.59|6.26|30.71|1.0|85.09|0.0|1.0|3.0|-4.36|6.0|345.29|1.0|1.0|-4.81|0.0152|0.00532|4.01|0.0|0.0|9.44e-05|-0.04186|4.44|4.3363|-1255.968357|285.92|0.2045|285.92|413.28|0.47353|0.47353|0.2045|-0.17559|-1255.932407|6.3221|877.0|6057.0|6057.0
12au_a36|0|7.412764017000001|2|0.0|0.074839187|-0.009897048|-0.351827031|2|0.075815782|-0.613616984|-0.006862238|-0.03802163|1|0.1320241419999999|-0.261631709|-0.515924985|1|-0.058671909|0.877827228|0.750657639|0|-0.110305773|0.284342092|0.021569487|-79.35600767|102.3999102|0.301003019|-0.038036474|-57.09017539|-2.206115469|-46.66686194|95.91776213|80.38496714|502.8713191000001|-1587.1201529999998|-19.68626738|8.963940512999999|17.67586495|0.97188557|7239.100414|2216.466823|805.2286932|0.0|0.0|1.0|0.0|3.0|5.0|17.0|-6.87|1.28|2.15|123.75|1.0|142.02|0.0|1.0|7.0|-3.85|6.0|474.54|0.0|0.0|-3.72|0.0668|0.0897|1.64|0.0|0.0|6.45e-05|-0.0570899999999999|6.24|3.7105|-1876.156196|334.15|809.0|241.65|618.65|0.58518|0.70395|0.0158|-0.15162|-1875.960827|8.0814|47.0|7.3279|7.3279
16h_a32|1|7.765993078999999|0|0.0|0.217139852|-0.015656019|-0.098975084|0|-0.069213021|-0.7828009570000001|-0.0048042729999999|-0.022634676|3|-0.1234671109999999|-0.219947482|-0.71364354|0|-0.03617945|0.881181048|0.7619492790000001|1|-0.121464999|0.44308098|0.02096013|-77.17316899|70.02855767|0.200808492|-0.038765425|-49.03221545|-1.821974989|-32.75886858|90.15529448|64.87717961|507.7688359|-1157.597535|-15.6485794|6.710057805|12.42028916|0.850995852|6151.056721|1573.02555|573.3529948|0.0|1.0|1.0|1.0|2.0|3.61|19.0|-7.0|5.86|4.6|149.27|2.0|111.95|1.0|1.0|7.0|-6.48|5.0|413.52|1.0|1.0|-4.75|0.000136|0.0073599999999999|3.66|0.0|0.0|4.09e-05|-0.05028|4.54|3.6182|-1955.970762|342.67|0.2914|342.67|556.05|0.70219|0.70219|0.2914|-0.14972|-1955.832545|4.2275|9.0|8.0655|8.0655
14y_a23|1|7.423568444|0|3.3149940630000003|0.0600764409999999|-0.005875443|-0.022719307|2|0.041892637|-0.2996475999999999|0.009174505|-0.031435038|2|0.07646106|-0.125978901|-0.4598871539999999|2|-0.049318182|0.8668730109999999|0.64069202|1|-0.080613242|0.2271539169999999|0.018804822|-55.74067298|39.66769923|0.074747068|-0.034303507|-38.54233552|-1.612264842|-27.63946733|67.16839951|52.97547894|639.7735629|-1114.8134599999998|-16.40099384|8.213390641|16.00209862|0.948293868|7320.809595999999|1423.362076|665.6233736|0.0|1.0|0.0|1.0|1.0|3.41|26.0|-8.57|4.64|5.32|105.02|2.0|130.3|0.0|1.0|5.0|-6.77|4.0|480.37|0.0|0.0|-6.13|8.18e-05|0.000354|4.83|0.0|0.0|1.29e-06|-0.08374|4.73|3.6413|-2549.091817|340.49|444.0|340.49|585.2|0.61338|0.61338|444.0|-0.14942|-2548.953933|6.5205|4.0|8.4225|8.4225
47n_a18|0|7.03438793|1|0.0|0.0487694459999999|-0.007614955|-0.057061805|0|0.017491759|-0.609196374|0.000271488|-0.048404296|0|0.026244774|-0.258092915|-0.529441732|0|-0.083719099|0.726888951|0.711628292|0|-0.091185806|0.288989992|0.0106152389999999|-75.24728669|61.29571241|0.207570604|-0.031974244|-62.09468789|-2.4620167580000003|-54.00070374|86.44740177|74.19865731|653.9193397999999|-2031.676741|-21.77346199|10.43689152|20.17045476|0.932611327|7909.580851999999|2591.682495|1306.125688|1.0|0.0|1.0|1.0|3.0|4.69|18.0|-9.76|3.67|3.31|105.6|3.0|162.18|1.0|1.0|13.0|-6.02|4.0|539.67|0.0|0.0|-5.24|0.000511|0.00308|4.1|0.0|1.0|9.44e-08|-0.0525299999999999|9.78|3.2028|-1743.299948|387.11|0.5056|387.11|799.02|0.6914600000000001|0.6914600000000001|0.5056|-0.13138|-1740.663577|3.3568|64.0|7.1938|7.1938
