molecula|Oscillator Force (max. Transition)|Class [Log S (SILICOS-IT)]|FPSA5|PNSA3|pIC50|JGI4|PAINS|WPSA3|MATS8i|CYP3A4 inhibitor|DPSA5|AATSC1pe|Total Energy (gas phase) (Hartree)|pIC50
12l_a36|0.4524|1.0|0.02088234|-52.05361632|7699.0|0.039061728|0.0|9.330278191|-0.05158636|0.0|83.76912404|0.001194592|-1325.15957|7699.0
14m_a23|0.3335|1.0|0.017997351|-50.63012925|8.5171|0.0431917209999999|0.0|8.703631619|-0.034213923|1.0|74.61692699|0.001951778|-1966.945041|8.5171
14e_a23|0.3178|1.0|0.017954325|-51.07141556|8.5214|0.044241453|0.0|8.73073591|0.021081733|1.0|74.75779594|0.001951778|-1966.943431|8.5214
14b_a25|0.3614|1.0|0.015746299|-52.75064158|7.6576|0.038137255|0.0|7.678174472999999|-0.012989126|1.0|69.2012501|0.004892038|-1444.505985|7.6576
12a_a40|0.3701|1.0|0.010759845|-32.81611621|5.7501|0.036587302|0.0|3.060902482|0.100414476|0.0|43.65970865|0.007890601|-2097.8163050000003|5.7501
LY364947_a10||1.0|0.018707677|-34.01613475|7.2291|0.0273958329999999|0.0|1.88879448|0.010202602|1.0|41.53157099|0.006909045||7.2291
16b_a23|0.3456|1.0|0.018384316|-37.52431601|7.0191|0.037664609|0.0|10.22222569|-0.068280331|0.0|72.31582904|0.011266252|-1877.615701|7.0191
4a_a49|0.1935|1.0|0.023624093|-57.79201133|7.4949|0.036555556|0.0|6.448709504|-0.053787795|1.0|68.37721704|0.000660956|-1313.158118|7.4949
11c_a5|0.5327|1.0|0.021214793|-47.99592739|7.6021|0.027388889|0.0|6.604499968|-0.059682527|1.0|66.02857181|0.005383056|-1218.454079|7.6021
galu_a46||1.0|0.013967104|-50.93538037|7.2924|0.039550827|0.0|3.870487977|-0.094815394|1.0|57.65745491|0.003107816||7.2924
12ax_a36|0.5236|1.0|0.018645135|-49.32384393|7.9208|0.043383838|0.0|8.558226304|-0.057017299|0.0|84.58859134|-0.00097037|-2152.100515|7.9208
25d_a34|0.2106|1.0|0.019881997|-66.52770588|6.0223|0.041037037|0.0|12.8082206|-0.1266965|1.0|95.24066462|-0.001685762|-1426.468726|6.0223
6e_a40|0.3625|2.0|0.012858969|-70.52033811|7.7447|0.039160494|1.0|6.85578763|0.103594243|1.0|84.95203628|-0.002992481|-2831.156883|7.7447
12aa_a30|0.1667|1.0|0.029670025|-54.50378741|8.1135|0.043854875|0.0|15.0745057|0.059360681|1.0|91.51563481|0.005111479|-1804.784381|8.1135
7l_a46|0.2024|1.0|0.016330867|-27.30136533|5.7122|0.04006734|0.0|2.698568452|-0.074511843|1.0|38.22273917|0.0125870169999999|-915.5830363|5.7122
9d_a31|0.2611|1.0|0.023927395|-66.96024848|6.2218|0.0359583329999999|0.0|13.49577391|-0.0938310919999999|1.0|97.84665015|0.000127275|-1657.428165|6.2218
4_a4|0.1106|1.0|0.010586293|-25.64211031|7.1079|0.036775068|0.0|2.274995377|-0.110597574|1.0|40.86951119|0.0112367389999999|-1029.93716|7.1079
17a_a10|0.2142|1.0|0.0254938|-39.18491085|7.3098|0.036545455|0.0|10.04165819|-0.093735748|1.0|76.48633670000001|0.01029375|-1524.52012|7.3098
15a_a10|0.3558|1.0|0.017883602|-29.50952422|7.6198|0.033912037|0.0|6.503087289|-0.060539141|1.0|60.98047923|0.01192767|-1278.4225210000002|7.6198
4_a18 (SD-208)|0.2761|1.0|0.035654206|-40.10670787|7.0969|0.040864198|0.0|5.615248385|-0.009648044|1.0|69.63488061|-0.015153358|-1542.276332|7.0969
26_a47|0.3197|1.0|0.024619511|-57.01987795|7.9|0.045681818|0.0|7.0517889060000005|-0.046771537|1.0|73.39007585|-0.008325552|-1696.075481|7.9
13b_a50|0.1589|1.0|0.017277404|-36.81915624|5.7375|0.032833333|0.0|10.16729727|-0.042022102|1.0|70.09526468|0.011379776|-1470.3699789999998|5.7375
19_a20|0.2998|1.0|0.0159602|-60.26825633|5585.0|0.0396875|0.0|5.890223441|0.077469518|1.0|75.98477124|-0.004654742|-1368.378274|5585.0
12g_a30|0.2449|1.0|0.019453222|-58.41940906|8.0334|0.039951691|0.0|12.60295167|0.007330206|0.0|83.29752441|0.0026474159999999|-1743.174676|8.0334
9g_a40|0.3563|1.0|0.018087202|-33.47455057|5.45|0.043730159|0.0|5.930596229|0.139758613|1.0|51.16627179|0.0115573539999999|-1332.476347|5.45
47i_a18|0.5085|1.0|0.009393984|-54.34379065|7.7212|0.037484277|0.0|4.727502734|0.073977454|1.0|68.954317|0.000427479|-1416.233978|7.7212
5b_a49|0.4653|1.0|0.025332565|-41.03213895|7.5528|0.034466231|0.0|7.020013952999999|-0.0695402359999999|1.0|59.85065205|0.006696215|-1292.100239|7.5528
38_a18|0.5147|0.0|0.007165119|-61.25359673|7041.0|0.035478927|0.0|5.3122971560000005|-0.020056674|1.0|71.15832778|0.001602741|-1611.60375|7041.0
12d_a31|0.2566|1.0|0.02571268|-66.58534562|6.2924|0.0359583329999999|0.0|14.93891054|-0.085780934|1.0|99.79879739|0.000127275|-1657.428467|6.2924
12k_a30|0.2257|1.0|0.0226150579999999|-52.35426525|7.6144|0.042739018|0.0|10.61148425|0.067265077|1.0|80.03127603|0.0053380919999999|-1690.269144|7.6144
5_a15|291.0|1.0|0.036380071|-45.57134103|7.8861|0.035982906|0.0|18.03465935|-0.0156037999999999|1.0|100.6631306|0.003194793|-1470.779775|7.8861
13b_a5|0.5528|1.0|0.021552174|-44.93506461|6.9586|0.02468599|0.0|5.806729729|-0.104404004|1.0|62.24204745|0.0066003869999999|-1276.030896|6.9586
12bi_a36|0.4214|1.0|0.037590587|-57.89562053|7.8539|0.043854875|0.0|16.87080604|-0.067142264|1.0|101.3899049|0.002872872|-1461.966152|7.8539
4d_a46|0.1313|1.0|0.0086574759999999|-30.95621863|6.2865|0.047736111|0.0|2.607946825|-0.111025108|1.0|43.60839351|0.010756749|-1453.817782|6.2865
14a_a10|0.2835|1.0|0.0219172279999999|-32.23041637|7.1308|0.035660377|0.0|7.140714112|-0.045759336|1.0|67.14248252|0.012272222|-1489.803158|7.1308
12y_a30|0.2173|1.0|0.012362508|-47.598277|7.6576|0.044197531|0.0|6.751850651|0.061944378|0.0|69.55490151|0.006346396|-1654.382468|7.6576
12ak_a36|0.4514|1.0|0.018055095|-49.87483724|7.3372|0.041728395|0.0|10.36054668|-0.116440196|1.0|79.17567486|0.005035022|-1350.865407|7.3372
18c_a30|0.3879|1.0|0.018410634|-71.31647561|7.9208|0.042560386|0.0|8.826997739|0.0119521719999999|0.0|87.76550537|-0.002215642|-1744.455795|7.9208
8_a1 (SB-202620)|0.5339|1.0|0.019645498|-66.76765693|6.3979|0.037578348|0.0|4.997944864|-0.1402198369999999|0.0|70.8721358|-0.0106277489999999|-1223.117248|6.3979
14_a1|0.4442|1.0|0.0243658979999999|-74.96297518|7.0269|0.035620155|0.0|11.59015807|-0.029658865|1.0|87.02320758|-0.008385698|-1292.55322|7.0269
16_a4|0.2213|1.0|0.0115138339999999|-36.11951685|6.4647|0.04501634|0.0|3.330045338|-0.148022089|0.0|45.11883447|0.006466406|-1057.478071|6.4647
17_a20|0.2977|0.0|0.016793117|-41.75129828|5.6478|0.0388043479999999|0.0|6.4647747870000005|0.038629586|1.0|64.39681425|0.000922796|-1291.918735|5.6478
8k_a46|0.1354|1.0|0.0112621819999999|-61.98124174|6.8327|0.038616352|0.0|4.860695117|-0.114070359|1.0|70.036452|0.002202734|-1845.257085|6.8327
8a_a31|0.2604|2.0|0.030052065|-60.46233433|6.1024|0.043817204|0.0|9.179668678|-0.135144546|1.0|82.32407724|-0.009293513|-1347.507102|6.1024
4b_a46|0.1784|1.0|0.007963679|-28.58477842|6.2612|0.047736111|0.0|2.251475261|-0.135121207|1.0|42.65239101|0.011806162|-1033.535029|6.2612
14i_a23|0.3639|1.0|0.019276934|-60.8283953|8.4622|0.0432555559999999|0.0|10.01786784|-0.018541856|0.0|79.20815775|0.002496501|-1798.608335|8.4622
13k_a6|0.3971|1.0|0.017981419|-82.8774254|7.3372|0.04162037|0.0|14.31458589|0.0809333929999999|1.0|100.7779947|-0.006280295|-1465.83213|7.3372
17e_a50|0.1809|1.0|0.010255676|-32.24487658|6.8097|0.031870748|0.0|6.227183052000001|-0.086639125|1.0|57.93079973|0.012372059|-1375.268259|6.8097
4_a3|0.1776|1.0|0.0100954959999999|-52.4583525|5.9|0.035345345|0.0|1.809595554|0.057349653|1.0|51.71950126|-0.007022144|-1355.303098|5.9
11f_a5|0.5834|1.0|0.030351311|-47.57801621|7.9208|0.021060606|0.0|10.72733576|-0.178881726|1.0|73.05195434|0.008309782|-1391.722248|7.9208
8c_a31|0.2597|1.0|0.021986076|-64.57121646|6.0915|0.03995098|0.0|9.027343766|-0.1903992189999999|1.0|82.77037329|-0.004832959|-1426.129055|6.0915
11_a33|0.5408|1.0|0.035341374|-34.4118011|8.3188|0.034984568|0.0|7.95236684|0.143981643|1.0|68.11455221|-0.00103193|-1669.304085|8.3188
7_a3|0.1926|1.0|0.0149999089999999|-51.18177092|5.9901|0.03757716|0.0|2.377557323|0.054347129|1.0|55.15105143|-0.006696449|-1731.703107|5.9901
14x_a23|0.3184|1.0|0.0219879679999999|-46.97594633|8.4949|0.04314059|0.0|9.704599953|-0.075184011|0.0|70.40248829|0.003906274|-1828.371718|8.4949
13b_a6|0.7846|1.0|0.0203627189999999|-61.06841733|6.7595|0.042739018|0.0|13.77653618|-0.104663349|1.0|87.39962829999999|-0.00194781|-1350.061187|6.7595
14s_a23|0.3669|1.0|0.017330177|-35.30692476|8.5482|0.045277778|0.0|8.218681552|-0.044305947|1.0|62.75905983|0.009263715|-2089.500101|8.5482
12m_a36|0.4718|1.0|0.0222467879999999|-67.27772044|7.5229|0.03912037|0.0|10.22144534|-0.025127218|0.0|96.11918789|-0.004569485|-1401.6158890000002|7.5229
12bc_a36|0.7456|1.0|0.017847333|-51.87437401|8.0969|0.04625323|0.0|8.238431664|-0.079009683|0.0|83.97121855|-0.00097037|-2152.100551|8.0969
13_a12|0.6528|1.0|0.0074597119999999|-28.51381164|7.0315|0.037948718|0.0|1.96760628|-0.083760082|1.0|48.99243638|0.002279068|-876.3370809|7.0315
12f_a30|0.2166|1.0|0.01752821|-63.81176255|7.7144|0.041555556|0.0|7.815328055|-0.008663584|0.0|89.21786458|-0.004395528|-1987.998635|7.7144
22_a47|0.3367|1.0|0.031534452|-47.64347429|9.0|0.043695652|0.0|7.713126784|-0.075111395|1.0|71.28682035|-0.004332497|-1375.021925|9.0
27b_a34|0.3621|1.0|0.022820627|-57.66200309|6.1871|0.042739018|0.0|13.44721755|-0.029622037|1.0|87.24055613|0.001228116|-1350.018975|6.1871
21_a12|0.3665|1.0|0.017360942|-34.60932333|7.6576|0.037992832|0.0|3.097071518|-0.01367083|1.0|59.10840872|-0.001825446|-1327.451966|7.6576
14k_a23|0.4694|1.0|0.016348271|-37.43135588|8.4123|0.046283951|0.0|8.338417622|-0.055500851|1.0|64.04991522|0.009263715|-2089.501786|8.4123
9b_a31|0.2732|1.0|0.025089192|-63.73317225|7.2007|0.03995614|0.0|13.00794571|0.014628521|1.0|95.78862992|-0.001981487|-1578.801576|7.2007
8_a27|0.2336|1.0|0.019394143|-37.50265703|8.2218|0.039673203|0.0|4.960882344|0.093450172|0.0|53.20197882|0.004801929|-1004.489001|8.2218
4o_a46|0.1598|1.0|0.0108913189999999|-35.54402423|6.7905|0.043320988|0.0|2.9243708|-0.203025042|1.0|42.00638612|0.010144781|-1070.428722|6.7905
3_a4|0.1415|1.0|0.015358792|-25.5405205|6983.0|0.033760684|0.0|2.493716402|-0.010537082|1.0|39.38579676|0.011276682|-990.6149055|6983.0
11_a4|151.0|1.0|0.011937709|-31.35942689|6.9586|0.03617284|0.0|3.118219598|-0.073554945|1.0|44.63993001|0.010782511|-1467.440475|6.9586
8f_a8|0.3188|1.0|0.009226445|-71.22071405|4.6428|0.043758865|0.0|4.613060521|-0.08540947|0.0|67.4402386|-0.007036544|-1361.626748|4.6428
4_a47|0.2304|1.0|0.013656479|-42.46254967|7.5|0.038479532|0.0|2.300808176|0.0687047279999999|1.0|57.78603076|-0.006506051|-1509.4201369999998|7.5
14p_a23|0.3802|1.0|0.0190667019999999|-42.52653933|8.5302|0.045165485|0.0|10.06403753|-0.060144819|1.0|67.36602512|0.009266617|-1722.152257|8.5302
3_a20 (SB-525334)|367.0|1.0|0.0117802769999999|-34.52869143|6.7905|0.0526353279999999|0.0|3.934338039|-0.175513234|1.0|58.45718743|0.0033523629999999|-1086.56485|6.7905
5a_a49|795.0|1.0|0.0270848489999999|-42.1802818|7.3665|0.034466231|0.0|9.77851757|-0.046327135|1.0|61.89135559|0.008623164|-1311.960542|7.3665
12u_a30|0.1502|1.0|0.014495402|-51.83732031|7.4647|0.043383838|0.0|6.982033926000001|0.028815747|0.0|75.26051582|0.001805829|-2494.927579|7.4647
14_a47|0.2452|1.0|0.028057496|-47.18187618|8.1|0.036632997|0.0|5.113919242|-0.01670074|1.0|61.62381153|-0.006335783|-1127.700693|8.1
9a_a31|0.7028|1.0|0.0239033229999999|-64.75697831|6.8239|0.036891534|0.0|13.69193237|0.03406986|1.0|94.03540892|-0.0033853629999999|-1691.9137670000002|6.8239
3c_a12|0.4687|1.0|0.02155815|-36.28720467|7699.0|0.039605735|0.0|3.384177297|-0.008931246|1.0|61.16334136|-0.001825446|-1327.471862|7699.0
13_a4|0.2133|1.0|0.007566425|-24.48959182|5.3979|0.044357639|0.0|2.096831328|-0.14818661|0.0|37.12083496|0.012019888|-898.3381672|5.3979
12bf_a36|0.4518|1.0|0.02371294|-58.26326838|8.2218|0.044197531|0.0|9.026978489|-0.096665166|0.0|86.28460578|-0.004358975|-1431.380702|8.2218
13b_a30|0.2783|1.0|0.017174033|-74.24619275|7.5901|0.041728395|0.0|8.459192992|0.042845487|0.0|88.26741491|-0.002215642|-1744.446479|7.5901
8g_a8|0.3904|1.0|0.017636126|-83.78686741|5.3768|0.0438779959999999|0.0|11.68315869|-0.025002199|0.0|90.27531534|-0.007047583|-1450.913472|5.3768
43_a18|0.5429|1.0|0.007193089|-54.49271386|6.2041|0.033734062|0.0|4.156080507|0.031746165|1.0|69.46280937|0.003801459|-1611.598032|6.2041
4r_a46|0.1404|1.0|0.015225417|-42.06465252|5.8499|0.044728682|0.0|3.220912917|-0.1129698999999999|1.0|51.22472631|0.0061041|-1069.419677|5.8499
6_a1|0.3399|1.0|0.025250885|-27.63847818|5.2924|0.039635417|0.0|4.905211525|-0.00983397|1.0|49.61122373|0.006851583|-935.4750982|5.2924
9d_a40|0.4888|1.0|0.0087217999999999|-31.08478865|6.9706|0.045555556|0.0|2.854868966|0.15723868|0.0|41.42218692|0.010101686|-1677.540538|6.9706
13e_a6|0.8312|0.0|0.019543118|-49.62570093|7.9208|0.044021739|0.0|8.211609879|0.0266218529999999|1.0|75.42629799|-0.001446486|-1347.25954|7.9208
27c_a34|0.2385|1.0|0.022975949|-76.84420762|6.0969|0.041728395|0.0|13.79934071|-0.028344637|1.0|100.1948155|-0.004694534|-1426.482676|6.0969
9o_a24|0.1409|1.0|0.026064002|-51.29122728|6.3507|0.028472222|0.0|6.1994599720000005|-0.097596429|1.0|66.24061038|0.002019902|-1388.094657|6.3507
24_a20|0.2495|1.0|0.013436544|-38.76683848|6.4976|0.03625|0.0|5.102023479|-0.060940703|1.0|51.30386873|0.008780074|-1291.867578|6.4976
13p_a6|0.4132|0.0|0.018322293|-70.52421289|7.0362|0.042959184|0.0|8.708451561|-0.014153926|1.0|89.17529231|-0.005708558|-1463.0432449999998|7.0362
15b_a50|0.1796|2.0|0.024313507|-47.20879251|7.1024|0.032843915|0.0|6.564219549|-0.06083723|1.0|60.03646705|0.005203263|-1160.463663|7.1024
14c_a23|356.0|1.0|0.016385474|-37.73933093|8.6253|0.043538647|0.0|8.321492112|-0.047853455|1.0|64.05912299|0.009263715|-2089.501598|8.6253
8b_a31|0.2643|2.0|0.02483711|-63.04219151|5.6576|0.041161616|0.0|8.823644775|-0.211457443|1.0|82.21438954|-0.006785954|-1386.815519|5.6576
19_a31|0.3205|1.0|0.0152483439999999|-53.25742146|5.7447|0.0427124179999999|0.0|5.035230173|-0.040386271|1.0|75.31824576|-0.0038998559999999|-1489.4951640000002|5.7447
20a_a10|0.2738|1.0|0.016540298|-43.19189039|5.9208|0.036415094|0.0|5.764636687|-0.010695558|1.0|58.1398225|0.008297595|-1389.1321289999998|5.9208
14e_a25|0.2409|1.0|0.015154859|-73.99302943|7.1249|0.0389622639999999|0.0|8.046143033|0.002856489|1.0|84.60373462|-0.0005394919999999|-1520.964156|7.1249
15_a3|0.4107|2.0|0.010200078|-47.26593592|7.6021|0.045993266|0.0|2.070175472|0.126641951|1.0|60.30684851|-0.004459728|-1328.665275|7.6021
GW6604_a52||1.0|0.01768964|-35.51891876|6.9706|0.021346801|0.0|2.204526664|-0.118272803|1.0|44.37166117|0.0070554269999999||6.9706
9a_a36|0.4811|1.0|0.019513779|-45.04449811|7.8861|0.040166667|0.0|8.847677483|-0.078488872|0.0|78.37175688|0.00484375|-1252.77514|7.8861
10_a1|0.6754|1.0|0.015427326|-65.97424138|5.8239|0.037578348|0.0|4.718623023|-0.020225596|0.0|70.6564636|-0.0106277489999999|-1223.125689|5.8239
24_a47|0.2618|1.0|0.032103375|-42.71324947|8.5|0.039520202|0.0|6.81713713|-0.063708635|1.0|69.27912772|-0.004514441|-1696.071577|8.5
3e_a32|0.2914|1.0|0.012891628|-39.56206964|8.0862|0.044949495|0.0|3.608094688|-0.114649277|1.0|60.86894767|0.002004382|-1672.722302|8.0862
1o_a5|0.3966|1.0|0.020380352|-42.63505279|7.4559|0.025987654|0.0|3.827177229|-0.102739602|1.0|50.11479279|0.0051989459999999|-1043.536121|7.4559
21b_a23|0.2607|1.0|0.013439264|-41.81114831|7.0691|0.042455556|0.0|7.117014296|-0.103470358|1.0|67.68046598|0.009872313|-1761.4722969999998|7.0691
3h_a32|0.2926|1.0|0.011751781|-44.97387528|8.1549|0.037731481|0.0|4.372100625|-0.003152613|1.0|62.63332945|0.003284804|-1790.663897|8.1549
7a_a8|315.0|1.0|0.0265990589999999|-60.00793116|4.6068|0.041123188|0.0|12.2125771|0.004607684|1.0|75.4573633|0.002028046|-1291.287017|4.6068
10_a3|0.2124|1.0|0.023470578|-46.64544572|5.1|0.034166667|0.0|3.134330682|0.018484177|1.0|56.68388955|-0.005959152|-1288.150029|5.1
14ac_a23|0.3209|1.0|0.019122137|-66.72452104|8.3851|0.048351548|0.0|9.597200637|0.0518788009999999|1.0|87.75911516|-0.004445662|-2303.9786940000004|8.3851
1a_a18 (SB-431542)|0.5767|1.0|0.02438148|-74.98172333|6.9031|0.035620155|0.0|11.61820782|-0.029658865|1.0|87.15852628|-0.008385698|-1292.553086|6.9031
