molecula|Oscillator Force (max. Transition)|Class [Log S (SILICOS-IT)]|FPSA5|PNSA3|pIC50|JGI4|PAINS|WPSA3|MATS8i|CYP3A4 inhibitor|DPSA5|AATSC1pe|Total Energy (gas phase) (Hartree)|pIC50
4c_a46|0.2296|1.0|0.008510983|-40.22007179|5.6972|0.0440307329999999|0.0|5.56099297|-0.051150771|1.0|60.67664538|0.010040825|-1245.392965|5.6972
12v_a36|0.4247|1.0|0.02867403|-51.4172081|7.8539|0.041767677|0.0|11.74777471|-0.086194201|0.0|88.07013157|0.003077071|-1347.442792|7.8539
8b_a50|0.1717|2.0|0.024280552|-34.79187329|7.1675|0.035718954|0.0|4.93661461|-0.009441452|1.0|49.02840043|0.007057361|-967.3160428|7.1675
5b_a50|0.2749|2.0|0.023005632|-20.90908698|4.9126|0.034845679|0.0|3.149876031|-0.137595558|1.0|42.76068675|0.012290091|-990.5849031|4.9126
47p_a18|595.0|1.0|0.01090303|-51.14496913|7.1938|0.037575758|0.0|4.377217987|-0.015960677|1.0|69.19354871|0.003537135|-1493.731375|7.1938
3b_a49|0.1978|1.0|0.021477952|-54.04959517|7.6021|0.034155556|0.0|5.07982433|-0.010613212|1.0|64.91785551|0.001356445|-1293.291817|7.6021
2_a20 (SB-505124)|0.3267|1.0|0.011470204|-45.98170774|6.7721|0.05042042|0.0|8.648749117000001|-0.177905025|1.0|70.87109323|0.003789399|-1089.358727|6.7721
12g_a40|0.3539|1.0|0.013442698|-49.94706785|6.1403|0.036630824|0.0|3.501413627|0.075327376|0.0|59.29860462|-0.003205145|-2173.0224510000003|6.1403
13h_a6|1.0978|0.0|0.017825256|-51.85624128|7.3279|0.04393617|0.0|8.529752344|-0.01698365|1.0|76.78735663|-0.000644109|-1386.569017|7.3279
21c _a23|0.3329999999999999|1.0|0.013451712|-59.46209153|7.1752|0.043130342|0.0|7.09164338|-0.092608459|1.0|79.71722579|0.0035741379999999|-1837.932192|7.1752
2_a33|0.2911|1.0|0.019430318|-49.13901703|8.2596|0.039958333|0.0|6.889294995|0.070526947|1.0|75.44970552|-0.000810928|-1920.049452|8.2596
11a_a5|0.5473|1.0|0.014482324|-46.13206353|7.0915|0.021060606|0.0|6.055083705|-0.1301505359999999|1.0|61.4470419|0.007955512|-1339.802852|7.0915
12b_a32|0.2865|1.0|0.025166975|-50.88975159|7585.0|0.0388738739999999|0.0|6.356098747000001|-0.031446256|1.0|76.65746734|-0.001662219|-1880.732075|7585.0
47a_a18|0.6094|1.0|0.014835962|-67.93456546|9.0|0.033641026|0.0|9.49531639|-0.025401815|1.0|93.5899242|-0.000633273|-2098.773074|9.0
12af_a36|427.0|1.0|0.0259433429999999|-57.32748365|7.8239|0.039953704|0.0|10.57220682|-0.074383486|0.0|91.25505794|-0.000472698|-1440.954069|7.8239
1m_a5|0.5497|1.0|0.0172594319999999|-37.380714700000006|7.3665|0.026339869|0.0|2.506013299|-0.10797859|1.0|46.74648368|0.00520748|-1410.88022|7.3665
41_a18|482.0|1.0|0.006896617|-69.94639412|6433.0|0.038034188|0.0|4.488448275|0.022493846|1.0|65.83786886|-0.002136837|-1454.3467460000002|6433.0
12am_a36|0.4894|1.0|0.020179019|-63.19394154|7.2218|0.044036281|1.0|8.395550408|-0.050505733|0.0|95.53118838|-0.007897954|-1645.169789|7.2218
4g_a46|0.1294|1.0|0.007803902|-32.64186634|5.5615|0.046415344|0.0|2.638545451|-0.055084605|1.0|44.72726697|0.010608122|-1493.132001|5.5615
47s_a18|0.5203|1.0|0.010481057|-53.18668656|6.2104|0.035632184|0.0|4.840414512|0.0134295589999999|1.0|69.29837549|0.003686393|-1534.174077|6.2104
18_a15|0.2686|1.0|0.008781964|-41.31992544|6.8894|0.037948718|0.0|2.672871589|-0.066226471|1.0|60.86009645|0.000539978|-1265.770242|6.8894
18a_a22|0.3174|1.0|0.0193879289999999|-34.36220678|7.8861|0.038167849|0.0|7.887046626|-0.021976395|1.0|64.80092090000001|0.007079018|-1691.2957760000002|7.8861
16_a31|0.2534|2.0|0.027684692|-66.9420327|7.0458|0.042528736|0.0|8.309441139|-0.00795845|1.0|83.86629191|-0.0125582419999999|-1308.202828|7.0458
3d_a32|0.5031|1.0|0.0160633|-37.19367587|8.0915|0.041161616|0.0|4.22710649|-0.113314811|1.0|59.15151032|0.002004382|-1672.733979|8.0915
1e_a5|0.5156|1.0|0.0157106539999999|-35.30075748|6719.0|0.027873016|0.0|2.317577542|-0.1197834419999999|1.0|44.38364879|0.007357977|-990.6006645|6719.0
7c_a8|275.0|1.0|0.032058696|-50.34151168|4.7307|0.043533333|0.0|12.03370912|-0.0450662909999999|1.0|76.40286308|0.004301963|-1331.793312|4.7307
3m_a32|0.2952|1.0|0.018412178|-50.60363458|7.6383|0.03962963|0.0|4.801577352|-0.084132138|1.0|67.1606709|0.000822186|-1863.46877|7.6383
14a_a23|0.3764|1.0|0.016707951|-35.20994211|8.5498|0.042992424|0.0|7.800158102999999|-0.0518554529999999|1.0|61.36268093|0.011363191|-1629.90669|8.5498
12b_a36 (EW-7197)|0.4491||0.020730147|-50.90136206|8.1549|0.040899471||8.392238798|-0.098032695||80.95733534|-0.000673716|-1332.147999|8.1549
7_a15|0.3463|1.0|0.042799094|-41.29775265|6644.0|0.035075075|0.0|11.27499976|0.038636783|1.0|85.26222186|0.002150323|-1184.367098|6644.0
16a_a10|0.3843|1.0|0.014796066|-36.408063|7.3279|0.0334858389999999|0.0|6.652715932|0.014886502|1.0|63.53441386|0.011558506|-1395.13019|7.3279
12h_a40|0.3985|1.0|0.012453938|-50.45378559|6.0846|0.041915709|0.0|3.274152035|0.189869851|1.0|54.9311782|-0.002126898|-2153.186757|6.0846
3a_a49|0.3467|1.0|0.021141449|-55.30832478|7.1938|0.0355787039999999|0.0|5.558553447|-0.060613765|1.0|64.2037853|0.000521532|-1253.973708|7.1938
17a_a50|0.1817|1.0|0.011602876|-29.57096251|7.0706|0.034142512|0.0|5.847033234|-0.0979202769999999|1.0|58.69900789|0.012893333|-1258.540058|7.0706
18d_a30|0.3856|1.0|0.016577694|-49.44608411|7.6737|0.040899471|0.0|7.147133584|-0.053728319|0.0|75.80070349|0.002064369|-1674.987709|7.6737
19_a34|0.2189|2.0|0.029554695|-56.30608209|6.0044|0.044107744|0.0|9.850795895|-0.143343425|1.0|77.38527508|-0.0042364759999999|-1046.5747720000002|6.0044
12ap_a36|0.8819|1.0|0.020575639|-54.21070432|7.4949|0.042739018|0.0|9.36249036|-0.105824575|0.0|83.16347311|0.001194592|-1325.159466|7.4949
18c_a25|0.3558|0.0|0.014546814|-31.96445203|7.0555|0.043274232|0.0|4.140476673999999|-0.038865826|1.0|56.83666555|0.007488918|-1714.5777670000002|7.0555
12b_a40|306.0|1.0|0.010309671|-37.05091872|7.3979|0.04020202|0.0|3.518538455|0.107454819|0.0|48.54667776|0.004452418|-3016.9868100000003|7.3979
11c_a31|0.2627|2.0|0.029155542|-80.82023592|6.8861|0.037731481|0.0|11.74927853|-0.137912959|1.0|99.31985763|-0.008375297|-1559.353434|6.8861
15d_a10|312.0|1.0|0.028735133|-38.80896881|7.1612|0.031742919|0.0|10.36301002|-0.140487312|1.0|66.95020436|0.011249462|-1431.051425|7.1612
18_a20|0.2991|0.0|0.013457694|-61.73239771|7.4685|0.0396875|0.0|4.787695004|-0.011236836|1.0|72.31812218|-0.004071701|-1352.32685|7.4685
12f_a40|0.4348|1.0|0.0201199619999999|-37.02024147|6.4202|0.040501792|0.0|6.57837176|0.108909202|0.0|56.53158029|0.006841832|-2212.348599|6.4202
12_a47|0.2306|1.0|0.025457205|-44.18983348|8.2|0.036632997|0.0|4.886454935|-0.018573056|1.0|61.09751253|-0.004332024|-1488.064043|8.2
19a_a22|0.2218|1.0|0.025888799|-67.26339083|7.3188|0.0389622639999999|0.0|13.82990734|-0.011513343|1.0|89.23486638|-0.001355145|-1537.0241640000002|7.3188
4R4l_a46|0.1678|1.0|0.006401537|-49.12015477|6.8633|0.049498645|0.0|2.086777505|-0.060895366|1.0|49.44228224|0.006162668|-1092.728268|6.8633
SB431542_a8||1.0|0.025179219|-76.82006387|4.1019|0.041909722|0.0|12.44282236|-0.029382296|0.0|89.64885355|-0.005306541||4.1019
18c_a22|0.2996|1.0|0.0215181079999999|-40.094865000000006|7585.0|0.038137255|0.0|9.49723261|0.009519672|1.0|67.73280290000001|0.005597023|-1783.5397829999995|7585.0
16g_a32|0.2879|1.0|0.02276861|-57.77542509|7.9586|0.03898374|0.0|13.01585399|-0.029193403|1.0|94.54074206|-0.00030659|-2034.593036|7.9586
7d_a10|0.2593|1.0|0.014078094|-31.47566249|6.0325|0.041369509|0.0|2.9540236560000004|-0.071185424|1.0|45.08492005|0.008513576|-1129.175857|6.0325
12f_a31|0.2664|1.0|0.021559868|-68.14417693|6.8861|0.03703252|0.0|13.44201623|-0.0944165219999999|1.0|97.53070764|0.000889251|-1696.741889|6.8861
8e_a8|0.3731|1.0|0.0184428869999999|-70.49962428|4.7014|0.0427891159999999|0.0|7.851573274|-0.102167262|0.0|75.57562034|-0.004224671|-1376.924308|4.7014
6_a15|0.2616|1.0|0.029449813|-41.14459066|7.4559|0.042926829|0.0|10.03794313|0.011857945|1.0|88.94853813|0.003942615|-1263.0072300000002|7.4559
13j_a6|0.2857|1.0|0.0199201689999999|-80.33128667|6.5817|0.041728395|0.0|13.89184843|-0.0951246069999999|1.0|99.85109065|-0.007703306|-1426.520775|6.5817
5_a27|0.2448|1.0|0.016479312|-29.50048722|8.5229|0.048947368|0.0|4.709432444|-0.125237927|1.0|53.51978325|0.010329671|-1083.124207|8.5229
17f_a50|0.1708|1.0|0.01617809|-29.10566644|6.4001|0.03135101|0.0|6.206439227000001|-0.028989535|1.0|55.9791334|0.0129274519999999|-1219.220465|6.4001
14t_a23|0.2061|1.0|0.014352462|-36.09926385|8.3979|0.045277778|0.0|7.404291213|-0.041339801|1.0|61.0040156|0.01180744|-1669.21916|8.3979
25_a12|0.4483|1.0|0.005118351|-28.517955|7.6576|0.038787879|0.0|1.3444869730000002|-0.025245046|1.0|44.42528172|0.001783739|-974.6328337|7.6576
8d_a32|0.3018|1.0|0.019788058|-68.88621406|8.0809|0.0388738739999999|0.0|6.291941176|-0.044765977|1.0|81.54594837|-0.005162219|-1880.733071|8.0809
3l_a32|0.2876|1.0|0.011493763|-40.30321333|7.9208|0.035643275|0.0|4.141107366|-0.09393062|1.0|58.10243176|0.002942329|-1789.4501510000002|7.9208
3o_a32|0.2851|1.0|0.0130649069999999|-42.51640563|6.6198|0.035643275|0.0|4.161738248|-0.117781901|1.0|62.56936516|0.000243592|-1805.473626|6.6198
8f_a12|312.0|1.0|0.012030968|-41.27611074|6.1898|0.038347953|0.0|4.290980116|0.028505422|1.0|63.05721575|-0.00094279|-1481.115891|6.1898
9b_a36|0.5392|1.0|0.015872498|-46.58565720000001|7.6778|0.040166667|0.0|6.707514535|-0.077361324|0.0|71.70079424|0.005458948|-1575.751975|7.6778
8a_a12|0.2486|1.0|0.014012546|-30.69873711|6.7011|0.0420317459999999|0.0|2.773166902|-0.050603335|1.0|55.45388635|0.000249868|-1046.0210880000002|6.7011
17_a4|0.2045|1.0|0.012827738|-45.75108579|6057.0|0.043084795|0.0|2.822041259|-0.3948966229999999|0.0|52.67753395|0.002155864|-1255.968357|6057.0
12bh_a36|0.4386|1.0|0.015307571|-47.04367494|7.8539|0.044197531|0.0|7.807212275|0.075747971|0.0|76.46867897|0.0045625|-1311.558898|7.8539
6_a47|0.2536|1.0|0.0154005|-43.43026699|7.9|0.042276423|0.0|2.885749555|0.051455447|1.0|60.76103606|-0.0094242819999999|-1608.652005|7.9
47o_a18|0.5065|1.0|0.008265369|-56.13142962|7.3279|0.037484277|0.0|4.585021184|0.011121222|1.0|70.23090572|0.000787517|-1455.547304|7.3279
12l_a30|0.2294|1.0|0.016896687|-63.31694493|7.2154|0.044036281|0.0|7.548024079|0.154540315|0.0|88.64610824|-0.004395528|-1987.998976|7.2154
12d_a40|0.2584|1.0|0.01245259|-50.68561427|7.7212|0.043185185|0.0|3.286773518|0.087954209|1.0|55.13932669|-0.002126898|-2153.180821|7.7212
AKLKII_a46||1.0|0.015584114|-34.061229|6.7423|0.0386379929999999|0.0|2.335284369|0.156485495|1.0|49.76981906|0.006731579||6.7423
3b_a32|0.2905|1.0|0.0154889019999999|-35.8437493|8.2366|0.042528736|0.0|3.522270202|-0.1113575119999999|1.0|56.82775081|0.00020567|-1594.095192|8.2366
12h_a30|0.1878|1.0|0.015886049|-52.88851758|8065.0|0.043848238|0.0|7.038974807000001|0.001698966|0.0|73.14241438|0.002064369|-1674.977665|8065.0
12c_a5|0.1513|1.0|0.024214085|-46.62294305|7.3279|0.0252713179999999|0.0|7.085796743|-0.096073591|1.0|59.40070647|0.00586291|-1316.5202869999998|7.3279
9n_a24|0.2522|1.0|0.021951174|-35.21502941|7.7212|0.024179894|0.0|8.042526681|-0.036651001|1.0|67.36550766|0.008809179|-1239.095611|7.7212
13i_a6|0.2903|1.0|0.019989461|-80.75190740000001|7.6778|0.042560386|0.0|14.01186473|0.034304189|1.0|100.2320567|-0.007703306|-1426.518007|7.6778
12aq_a36|0.4988|1.0|0.020701483|-73.0277723|7.2596|0.041728395|0.0|9.548598682|-0.1031859869999999|0.0|95.39676382|-0.004569485|-1401.637414|7.2596
12az_a36|0.4383|1.0|0.034594361|-50.28669997|7.2366|0.040566449|0.0|17.0740303|-0.024018255|1.0|99.82512582|0.002872872|-1461.962459|7.2366
12e_a30|0.2055|1.0|0.022696477|-52.50202674|7.9431|0.041767677|0.0|10.6725953|0.005418617|1.0|80.10232244|0.0053380919999999|-1690.2687170000002|7.9431
21_a47|0.2249|1.0|0.028943339|-46.63227351|8.3|0.037801932|0.0|7.244985517000001|-0.004063946|1.0|70.10126935|-0.004332497|-1375.028093|8.3
3_a3|0.2383|1.0|0.023287455|-48.91675544|5.93|0.034259259|0.0|2.623868963|0.0483259979999999|1.0|55.67251784|-0.006362643|-1592.873593|5.93
25c_a34|0.2239999999999999|2.0|0.037538004|-59.0359041|5.7496|0.037424242|0.0|19.49130854|-0.056443595|1.0|100.6665476|0.001433865|-1426.666471|5.7496
14aa_a23|0.4157|1.0|0.013786041|-35.51947393|8451.0|0.046678487|0.0|8.355923226|-0.029037128|1.0|61.21989213|0.012103325|-1708.5422620000002|8451.0
30_a47|0.3566|1.0|0.028122734|-64.94243028|7.9|0.038387534|0.0|8.190002019|-0.008774855|1.0|81.25550675|-0.008325552|-1696.078047|7.9
22_a20|0.2636|1.0|0.01345209|-39.00017609|6.6364|0.0388043479999999|0.0|5.21001405|-0.066832578|1.0|52.90592556|0.008780074|-1275.816275|6.6364
12e_a31|0.3831|1.0|0.020841203|-68.32948993|6.7696|0.037098765|0.0|14.09603901|-0.107630327|1.0|95.1187282|-0.000231353|-1809.85374|6.7696
8e_a46|0.2162|1.0|0.011830243|-27.16690715|6.3915|0.043238095|0.0|2.482871976|-0.184317354|1.0|39.62167507|0.0123581919999999|-954.9056294|6.3915
3d_a12|0.3336|1.0|0.01611886|-34.34601551|7.6021|0.038787879|0.0|2.9374091630000003|-0.002185753|1.0|57.52228251|-0.000643935|-1006.704001|7.6021
19c_a38|0.2961|1.0|0.023120664|-57.79749770000001|8.0348|0.04508642|0.0|9.638658988|-0.0725602509999999|1.0|82.74311399|-0.002443797|-1424.3899310000002|8.0348
5g_a40|261.0|3.0|0.025660198|-72.93994279|6.9101|0.044946237|0.0|5.616992201|0.122088541|0.0|80.22859145|-0.012008571|-1328.015099|6.9101
16d_a32|0.2915|1.0|0.0332953229999999|-53.23914436|8.1135|0.0421759259999999|0.0|10.90312918|-0.134892903|1.0|86.50964771|-0.005427254|-1877.332369|8.1135
4S4l_a46|0.2586|1.0|0.006420439|-49.45536962|6.5834|0.049498645|0.0|2.117940478|-0.060895366|1.0|49.6055056|0.006162668|-1092.727031|6.5834
15_a4|0.1996|1.0|0.009743323|-29.80513879|6757.0|0.044357639|0.0|2.505098786|-0.1979518539999999|0.0|40.03406565|0.00918585|-958.251931|6757.0
14c_a22|0.5079|1.0|0.024813755|-48.57709197|6.8153|0.038137255|0.0|12.73426132|-0.023927419|1.0|75.5139152|0.004362505|-1460.571156|6.8153
7b_a10|0.1488|1.0|0.012428175|-30.71062112|4.7033|0.037804233|0.0|2.6314862480000003|-0.01808249|0.0|43.9185573|0.010068964|-1450.06366|4.7033
14ae_a23|0.3205|1.0|0.034488074|-46.69131269|8.6038|0.042903564|0.0|17.79858399|-0.0174992419999999|1.0|87.09501229|0.009675528|-1858.952529|8.6038
9i_a40|0.5012|1.0|0.010372658|-46.80087537|5.9031|0.045555556|0.0|2.795536563|0.201624407|1.0|49.81256531|0.004019925|-1273.31399|5.9031
14z_a23|0.3201|1.0|0.01612263|-40.56245532|8.2941|0.04314059|0.0|8.895469235|-0.0438568409999999|1.0|66.77741935|0.007229683|-2549.0953670000004|8.2941
6_a3|0.1997|1.0|0.0150025189999999|-52.01903278|5.7501|0.038650794|0.0|2.7192240510000003|0.05584062|1.0|56.71997588|-0.006696449|-1731.7043199999998|5.7501
13m_a6|275.0|1.0|0.020928405|-68.97140339|8.0|0.0446875|0.0|9.035018118|0.054340057|1.0|89.65257305|-0.00687003|-1423.712909|8.0
19h_a38|0.2355|1.0|0.020207411|-48.43313101|8.0348|0.042622739|0.0|7.370099699|-0.043452674|1.0|76.70128100000001|-0.000673716|-1332.1538779999998|8.0348
8b_a12|0.3179|1.0|0.009361504|-60.97837482|6.58|0.03977208|0.0|3.769098814|-0.036536396|1.0|72.85978933|-0.007926474|-1159.365835|6.58
16f_a32|0.2931|1.0|0.022983292|-56.53102601|8041.0|0.039958333|0.0|11.7022626|-0.081644236|1.0|92.82839829|-0.001202032|-1995.278839|8041.0
17g_a50|0.1795|1.0|0.013645282|-32.14758511|6.6091|0.029160757|0.0|6.48022912|-0.022378911|1.0|56.28102287|0.01245647|-1335.946919|6.6091
34_a47|0.2309|1.0|0.023023142|-34.3104683|8.7|0.03522792|0.0|6.048527453999999|-0.043634386|1.0|62.66739933|0.0047106|-1162.450678|8.7
14ab_a23|0.3893|1.0|0.013710439|-35.59605095|8.4012|0.04314059|0.0|8.431109267|0.010803172|1.0|61.60741239|0.012103325|-1708.543268|8.4012
6c_a31|0.5028|1.0|0.0212421629999999|-76.54198229|6.4685|0.038901235|0.0|12.71919216|-0.00219333|1.0|93.4208388|-0.00668344|-1691.948653|6.4685
12p_a36|0.3015|1.0|0.019344052|-51.98017377|8.0458|0.042804233|0.0|8.006403882999999|-0.084846674|0.0|80.40682298|-0.000673716|-1332.148901|8.0458
5_a47|0.2108|1.0|0.017501741|-46.33853208|7.7|0.037492877|0.0|2.770107005|-0.002627182|1.0|62.14504725|-0.011237954|-1569.333281|7.7
47f_a18|0.5741|1.0|0.016581683|-54.18475173|8.0458|0.031179487|1.0|9.979328976|0.033759227|1.0|86.11217859|0.00531392|-1743.346389|8.0458
14v_a23|348.0|1.0|0.020908947|-44.4776373|8.4001|0.047323232|0.0|8.64241561|0.017156562|1.0|76.42257099|-0.0004039459999999|-2042.161744|8.4001
13c_a6|0.5471|1.0|0.018354398|-63.73961873|7.1367|0.040821256|0.0|14.15496611|0.054910284|1.0|88.21184769|-0.000899678|-1389.371325|7.1367
17b_a25|0.4635|0.0|0.0175785369999999|-51.71860811|6.9957|0.042843137|0.0|9.129863339|-0.100018134|1.0|73.52844745|0.005244553|-1483.830524|6.9957
15_a10|0.4553|1.0|0.020932674|-35.30133759|7.4815|0.0353864729999999|0.0|6.61142847|-0.055918786|1.0|56.66229609|0.009514122|-1604.057542|7.4815
12t_a30|0.2094|1.0|0.020029588|-58.89093185|8.0496|0.044197531|0.0|7.981057356|-0.0682882559999999|0.0|78.8278828|-0.001131023|-1774.208418|8.0496
13d_a6|0.7905|1.0|0.018542644|-63.04181168|6.4437|0.041728395|0.0|14.27820079|-0.042531782|1.0|88.02705449|-0.000899678|-1389.374844|6.4437
17b_a6|0.3949|1.0|0.019915748|-62.63196368|6.8153|0.042739018|0.0|13.44399246|-0.0385646|1.0|84.71888279|-0.00194781|-1350.078181|6.8153
11_a1|0.5573|1.0|0.02620284|-77.81495049|6.7696|0.035620155|0.0|12.15946748|-0.05257082|1.0|89.80732824|-0.009578125|-1312.4282380000002|6.7696
3q_a32|0.2897|1.0|0.022526037|-41.72706804|7.5528|0.03898374|0.0|7.058489861|-0.022925245|1.0|74.3682963|0.002487149|-1920.042674|7.5528
36_a18|0.4674|1.0|0.0123136069999999|-55.38202488|7.4949|0.036625514|0.0|4.786442152|-0.0077246719999999|1.0|65.59412783|0.000825855|-1493.661092|7.4949
11g_a5|0.4609|1.0|0.03204398|-44.19305139|7.5229|0.020943152|0.0|10.02633335|-0.137618073|1.0|71.21847290000001|0.006964153|-1330.144218|7.5229
12r_a30|0.1908|1.0|0.016970201|-58.32042638|7.5317|0.043383838|0.0|7.995393191000001|-0.0682882559999999|0.0|82.06195604|-0.001131023|-1774.2026670000002|7.5317
1n_a5|0.3789|1.0|0.028797525|-47.1725036|7.5686|0.024388889|0.0|7.620766672|-0.150600424|1.0|63.57058627|0.004754079|-1179.169527|7.5686
8h_a8|0.3011|1.0|0.00764059|-72.14530885|4.9359|0.046205674|0.0|3.871662077|-0.085125857|0.0|70.94463092|-0.007036544|-1361.618499|4.9359
12bb_a36|0.4172|1.0|0.022984922|-58.19935506|8.0|0.04625323|0.0|9.094955748|-0.018516159|0.0|88.14984373|-0.004358975|-1431.374881|8.0
12ad_a36|0.6073|1.0|0.028968808|-58.34300549|7.7696|0.040787037|0.0|15.4237324|-0.0072527669999999|0.0|96.81391944|0.000906224|-1460.794632|7.7696
12a_a50|0.1807|2.0|0.027455156|-25.57033815|7.1249|0.034845679|0.0|5.333473207|0.014596049|1.0|47.2792242|0.011790103|-1006.632973|7.1249
12ah_a36|0.6729|1.0|0.017909528|-49.0084977|7.9586|0.043848238|0.0|7.714903458999999|-0.083956827|0.0|80.02464883|0.0010871589999999|-1692.512868|7.9586
11_a15|0.2657|1.0|0.018086221|-44.15161868|6.1314|0.02962963|0.0|8.696553172|-0.0856783419999999|0.0|79.1792768|0.003766915|-1450.705737|6.1314
12al_a36|0.4466|1.0|0.025956027|-51.22331485|7.3188|0.042739018|1.0|11.65999569|-0.074215038|0.0|86.77628559|0.003077071|-1347.445127|7.3188
9c_a31|0.2554|1.0|0.024456662|-65.84728287|6.3768|0.03482906|0.0|12.30439782|-0.1047269419999999|1.0|97.22026028|-0.000813398|-1618.115927|6.3768
1k_a5|0.6242|1.0|0.019219352|-40.40908188|7.3188|0.026339869|0.0|2.850231839|-0.145151027|1.0|47.83775802|0.003708988|-1050.51717|7.3188
18a_a30|0.3781|1.0|0.016012295|-45.11907802|7.6108|0.040166667|0.0|6.611941026|-0.01286191|0.0|69.35818061|0.005458948|-1575.755101|7.6108
18_a4|0.2083|2.0|0.0175331289999999|-46.48874223|5.5817|0.042924837|0.0|4.306590617|-0.200683549|0.0|50.98777224|0.00042|-1033.454769|5.5817
15c_a10|0.3939999999999999|1.0|0.023432886|-32.5870313|7.0|0.034807692|0.0|7.077912953999999|-0.1036030219999999|1.0|66.5866765|0.012271987|-1450.500669|7.0
8a_a32|0.4315|1.0|0.017733503|-52.34893512|7.3468|0.04008547|0.0|7.205629442999999|-0.020716518|1.0|79.73671389|-0.001662219|-1880.732222|7.3468
13n_a6|0.9117|1.0|0.019904118|-68.88015714|7.1249|0.04393617|0.0|8.36448634|-0.06507689|1.0|88.73738138|-0.00687003|-1423.714738|7.1249
13_a10|0.3905|1.0|0.018979132|-47.88975806|6.7959|0.038726287|0.0|3.118282386|-0.002128014|1.0|51.21590298|0.003791547|-1065.839441|6.7959
6d_a40|0.3518|2.0|0.01400787|-73.59650182|8.9208|0.039160494|1.0|7.108696385|0.086704068|1.0|85.47607798|-0.00448098|-2470.793925|8.9208
16i_a32|0.2857|1.0|0.021112022|-56.03343427|8.2596|0.0439583329999999|0.0|9.540239197|-0.104899053|1.0|88.80827938|-0.001202032|-1995.279632|8.2596
3n_a32|0.2839|1.0|0.0210408339999999|-42.83673428|7.6778|0.035643275|0.0|6.246493173999999|-0.1006122119999999|1.0|65.41881458|0.002379137|-1825.349557|7.6778
1g_a5|0.1769|1.0|0.02697793|-37.59983870000001|6.9393|0.027447447|0.0|5.8729303|-0.132678208|1.0|54.34919851|0.006957291|-1065.818889|6.9393
28_a20|0.2354|1.0|0.016673728|-57.59898971|6.5935|0.0396875|0.0|6.540604536|0.0313932529999999|1.0|71.98460956|0.002695258|-1368.32781|6.5935
8d_a12|0.2871|1.0|0.012525773|-43.27410838|7.6021|0.038347953|0.0|3.507952014|-0.065870394|1.0|64.53435462|0.001575111|-1138.256361|7.6021
12o_a36|0.4075|1.0|0.026586303|-59.0895896|7.3979|0.040770975|0.0|12.13767506|-0.059733192|0.0|95.66406176|-0.000472698|-1440.926241|7.3979
11a_a50|0.1761|2.0|0.020887781|-25.48858279|7.2291|0.038040936|0.0|5.167341939|-0.108592708|1.0|48.67321197|0.012037198|-1045.954278|7.2291
1f_a5|0.6959|1.0|0.01983997|-50.98614411|6.6198|0.029105691|0.0|2.614237829|-0.174016111|1.0|57.83835135|-0.000700145|-1288.3196369999998|6.6198
14j_a23|0.3886|1.0|0.017787992|-40.35191855|8.3883|0.046283951|0.0|8.620784882999999|-0.026319216|1.0|64.88069411|0.0075222369999999|-1729.1379190000002|8.3883
17_a47|0.4308|0.0|0.0159160889999999|-43.82821253|8.3|0.031802469|0.0|4.806157636|0.075303828|1.0|60.33408274|0.004477366|-1254.943823|8.3
19l_a38|0.2883|1.0|0.021129331|-51.6277901|7.8633|0.04391253|0.0|9.195687319|-0.02967593|1.0|79.04689476|0.000347207|-1409.557954|7.8633
A8301_a51||1.0|0.009586697|-35.90764428|7.9208|0.039058957|0.0|3.437697042|-0.012770742|1.0|56.90163721|0.007083041||7.9208
12a_a30|0.1866|1.0|0.014884556|-47.73588073|7.9469|0.040166667|0.0|6.263330101|0.009586623|0.0|69.45678454|0.005458948|-1575.745502|7.9469
21_a4|0.2016|2.0|0.017563978|-28.99048719|6.9172|0.042924837|0.0|5.190159022|-0.2897937889999999|1.0|47.69702403|0.012094249|-973.5481197|6.9172
8d_a8|0.3|1.0|0.029166961|-69.95878302|4.7303|0.042323232|0.0|11.92454747|-0.077977198|1.0|86.29065071|-0.001038264|-1447.559429|4.7303
14b_a50|0.1637|1.0|0.021820402|-33.02344264|5.1818|0.030219907|0.0|9.64109526|0.037777505|1.0|64.58491917|0.011249462|-1431.037684|5.1818
6f_a40|0.2362|3.0|0.013841059|-86.21963207|7.3768|0.038309179|1.0|6.6032981820000005|0.075227997|1.0|92.77827871|-0.008368734|-2426.924155|7.3768
12_a15|0.1374|1.0|0.016453962|-39.00359933|8.3979|0.034285714|0.0|6.123040777999999|-0.106061273|1.0|70.6606311|0.0034254209999999|-1281.060163|8.3979
13a_a30|0.1788|1.0|0.017212819|-74.02777574|7.8665|0.042560386|0.0|8.456950359|0.0317047379999999|0.0|88.22659517|-0.002215642|-1744.4457100000002|7.8665
11_a27|0.3492|1.0|0.012694323|-42.27430065|8301.0|0.042533875|0.0|4.524597532|-0.0864111069999999|0.0|56.8702158|0.005111147|-1122.433411|8301.0
22_a10|0.2624|1.0|0.026340252|-41.96631248|5.9586|0.036101695|0.0|10.14325785|0.01204992|1.0|71.13124588|0.008903905|-1544.203968|5.9586
1c_a5|271.0|1.0|0.0153811389999999|-34.82350689|5.4|0.0248765429999999|0.0|2.185709046|-0.228971551|1.0|43.86175561|0.007357977|-990.5931502|5.4
