molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SaaNH|SssssC|SRW09|nARing|SaasN|MATS2c|AATSC1c|AATSC1s|n6HRing|SaaaC|ATSC1c|MATS8i|BCUTi-1|n5aRing|AATSC1pe|AATSC1i|GATS1are|BIC2|MATS8s|MATS8d|SIC2|RASA|FNSA3|FNSA5|PNSA3|PPSA3|FNSA4|WNSA5|RPCS|FNSA1|FNSA2|PNSA4|DPSA3|GeomPetitjeanIndex|PNSA2|MOMI-Z|WNSA4|FPSA1|GeomDiameter|GeomShapeIndex|WNSA2|DPSA4|FPSA5|DPSA1|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Synthetic Accessibility|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Egan filter|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Dipole (water)|pIC50
7_a4|0.0|0|0|0|0.0|0.0|7.535296702|1|2.060422336|-0.237954652|-0.001729561|-0.003297033|2|2.048170299|-0.076100699|-0.125778587|10.92992954|1|0.008242591|-0.094000778|0.527072036|0.8046449179999999|0.022270259|0.0707653759999999|0.87010589|0.825830607|-0.0650223009999999|-0.071288428|-32.72992462|7.402610584|-0.026733161|-18.06277106|79.08210981|0.7179916670000001|-1.06932642|-13.45652664|40.13253521|0.437317462|-538.2610657|1915.566579|-6.773539148999999|0.282008333|9.797542165|0.7772010559999999|-270.9415659|18.74189807|0.016800137|-219.4585767|407.1471338|8.456594282000001|1.0|0.0|1.0|3.05|0.15|-7.46|4.42|4.67|43.6|95.07|0.0|1.0|2.0|-3.81|25.0|4.0|-6.03|0.0|1.0|3.56|-4.41|0.000156|0.0514|3.92e-05|3.22|0.0|0.0|1.15e-05|-0.05217|4.0379|2.91|4.0379|-1089.870249|-1089.847072|538.92|915.46|307.05|0.0697|307.05|365.73|0.59702|0.0697|-0.16975|-0.2219199999999999|0.02317758|4926.0|6821.0
14_a15|0.0|0|0|0|0.0|0.0|0.0|0|0.0|-0.058775738|-0.006678826|-0.0455566929999999|2|0.0|-0.374014235|-0.053931584|10.9597359|0|0.0034254209999999|-0.184255041|0.8310685940000001|0.719993769|-0.021648026|-0.028227917|0.7651878809999999|0.8870890459999999|-0.063809873|-0.0917424269999999|-40.89540491|9.403293601|-0.032888795|-37.68282812|2.923143027|0.770309725|-1.743106111|-21.0782518|50.29869851|0.406717767|-1117.1473460000002|2731.841165|-13.50893838|0.229690275|10.18067005|0.685538423|-715.9737342999999|27.36334635|0.015286995|-346.4801021|673.7288405|9.797353271|1.0|0.0|1.0|3.56|0.12|-9.82|5.32|6.3|56.27|119.95|0.0|1.0|6.0|-6.22|30.0|4.0|-4.97|1.0|1.0|4.7|-5.83|5.99e-07|0.0002379999999999|1.47e-06|5.29|0.0|0.0|5.99e-08|-0.0338199999999999|4.4518|5.16|3.6209|-1281.105795|-1281.0669369999998|689.8|1177.14|342.41|0.3131|278.5|584.18|0.7055899999999999|0.0054|-0.14997|-0.18379|0.03885834|5.0894|7.5229
9_a27|0.0|1|0|0|2.627701427|0.0|6.842683282|0|1.830911754|0.164227115|-0.0073742819999999|-0.050617284|2|1.233610009|-0.331842668|-0.051160217|10.93740461|1|0.00651856|-0.171520296|0.677253824|0.8214321609999999|0.017503266|-0.071974951|0.8806964490000001|0.7988644709999999|-0.078270599|-0.088404481|-40.3551562|10.10030794|-0.033677898|-23.50038785|65.12542467|0.7892801540000001|-1.414471696|-17.36382286|50.45546414|0.466349763|-729.2805601|1463.168883|-8.952528705|0.210719846|9.442988795|0.873886547|-376.0062056|21.99956856|0.014524299|-298.297086|424.8821143|7.488512291|1.0|1.0|1.0|3.12|0.16|-7.06|3.85|3.04|76.46|97.46|0.0|1.0|3.0|-4.06|25.0|4.0|-6.33|0.0|1.0|2.99|-4.08|8.66e-05|0.0287|8.28e-05|2.8|0.0|0.0|2.88e-05|-0.0471|5.5421|4.67|4.1673|-1083.143348|-1083.118736|549.64|945.35|297.52|0.1982|223.71|425.08|0.59444|134.0|-0.1716|-0.2187|0.02461151|4.0436|8699.0
6_a27|0.0|1|0|0|2.6137160880000003|0.0|6.823286122000001|0|1.7996617540000002|0.1718757239999999|-0.007874167|-0.072298665|2|1.221528093|-0.330715016|0.075248207|10.93737136|1|0.0058042269999999|-0.179319226|0.678057835|0.787663648|-0.1322552659999999|0.1272522519999999|0.849515128|0.785047616|-0.0786267609999999|-0.090025109|-38.92545695|10.17466399|-0.034625042|-22.06430895|61.10118428|0.774820398|-1.35037664|-17.14169035|49.10012093|0.47262982|-668.5259238|1193.992326|-8.486272674|0.2251796019999999|9.500048379|0.896201262|-330.96463430000006|22.12343713|0.01635203|-272.1086175|373.9912084|8.095338503999999|0.0|0.0|0.0|3.0|0.11|-6.67|3.48|2.79|76.46|92.65|0.0|1.0|2.0|-3.62|24.0|4.0|-6.55|0.0|1.0|2.71|-3.82|0.000242|0.0768|0.000153|2.37|0.0|0.0|6.86e-05|-0.04793|5.5447|4.27|4.1391|-1043.831559|-1043.806618|526.9|896.68|299.55|0.1915|223.61|401.49|0.61083|163.0|-0.17007|-218.0|0.02494141|4.0597|9.0
4_a27|0.0|0|0|0|0.0|0.0|6.823286122000001|0|3.294369174|0.082486268|-0.006181204|-0.058641975|2|1.274166982|-0.278154179|0.13397347|10.93736915|1|0.010329671|-0.341622797|0.639413469|0.7853766809999999|-0.07759915|-0.024800302|0.842039655|0.852604338|-0.057748369|-0.078787867|-29.89961815|10.43112657|-0.0281385239999999|-21.12083948|58.27512057|0.682485674|-1.181818|-14.56891559|40.33074472|0.444169714|-611.8944548999999|1213.060761|-7.543156957000001|0.317514326|10.82331334|0.799110312|-316.8125922|21.34684457|0.020363697|-188.9664429|424.8821143|10.54344507|0.0|1.0|1.0|3.11|0.16|-6.22|2.94|2.8|65.6|97.55|0.0|1.0|2.0|-3.57|25.0|4.0|-6.51|0.0|1.0|2.8|-3.99|0.000266|0.0882|0.000102|2.55|0.0|0.0|0.0002|-0.0449899999999999|5.5485|4.63|4.1288|-1083.138303|-1083.119531|555.75|946.77|300.29|0.2002|223.46|445.65|0.6089899999999999|0.1741|-0.17034|-0.21533|0.01877181|3.9202|8.3979
12ar_a36|0.0|1|0|0|3.46014932|0.0|7.412764017000001|2|0.0|-0.064363806|-0.007046017|0.000258844|2|0.0|-0.40866901|-0.1073795209999999|10.95407427|1|0.002112069|-0.169341326|0.86559137|0.8371588959999999|-0.017348015|-0.064014394|0.89459881|0.8365428659999999|-0.080760277|-0.098732471|-54.80317647|15.19305207|-0.0347392029999999|-45.46486105|0.0|0.705591187|-1.875916952|-23.57370143|69.99622854|0.4743067589999999|-1272.979877|2404.999137|-15.99689556|0.294408813|16.68371115|0.902250063|-863.83236|33.4098581|0.0223636779999999|-279.0245523|708.5476357999999|15.17578458|1.0|0.0|0.0|4.86|0.17|-7.05|3.14|1.95|92.99|133.27|0.0|1.0|6.0|-3.92|32.0|5.0|-7.21|0.0|0.0|1.8|-3.91|0.0001199999999999|0.0503|0.000122|2.33|0.0|0.0|3.76e-05|-0.0566|5225.0|3.23|3.8489|-1364.511244|-1364.467971|717.19|1211.1|322.13|0.5586|237.29|580.53|0.67174|0.2372|-0.15631|-0.21291|0.04327285|8.7322|7.6021
21_a47|0.0|0|1|1|0.0|0.0|6.86171134|0|1.2247108|0.072733799|-0.010650348|-0.13650463|2|1.028199909|-0.511216716|-0.004063946|10.95058272|1|-0.004332497|-0.277479519|0.612295986|0.826796636|-0.080213904|0.0927058819999999|0.8856299320000001|0.70582155|-0.082614966|-0.095249919|-46.63227351|12.83540744|-0.033866638|-30.34731959|47.95893876|0.6448452960000001|-1.5239986980000002|-19.11612865|59.46768095|0.463113582|-860.2257893999999|1402.202743|-10.79015808|0.355154704|13.17102891|0.862591353|-485.55711339999993|29.64451905|0.028943339|-163.5167523|482.9384172|16.33715751|0.0|1.0|1.0|3.29|0.1|-7.7|2.94|4.93|84.73|104.49|0.0|1.0|6.0|-4.44|29.0|6.0|-6.58|0.0|1.0|3.43|-4.32|3.6e-05|0.0142|4.84e-05|3.0|0.0|0.0|7.8e-06|-0.06339|3917.0|4.43|3917.0|-1375.061089|-1375.028093|583.37|1014.33|316.53|0.2249|316.53|441.93|0.68296|0.2249|-0.16158|-0.2249699999999999|0.03299607|4.9172|8.3
17b_a50|0.0|0|1|1|0.0|0.0|7.934155233999999|1|4.35392516|-0.145258626|-0.002181823|0.013050204|1|2.206759705|-0.144000296|-0.152660972|10.94500663|2|0.012686493|-0.357011777|0.7715057479999999|0.7621727979999999|-0.1585336269999999|-0.257646121|0.799772151|0.931849183|-0.047785496|-0.07555585|-33.25475672|8.976922737999999|-0.02681014|-36.59177249|86.9549829|0.803386523|-1.662228695|-18.65764227|42.23167946|0.4835366239999999|-1156.773821|1948.148592|-12.98417734|0.1966134769999999|16.11918162|0.936245718|-805.0189948|23.22374317|0.010169967|-422.2639022|862.3868512|7.077456382|1.0|1.0|1.0|4.17|0.35|-7.54|4.18|4.92|51.77|131.39|0.0|1.0|8.0|-4.75|32.0|4.0|-6.09|0.0|0.0|3.87|-4.91|1.7899999999999998e-05|0.00763|1.22e-05|3.96|0.0|0.0|1.22e-05|-0.0318|4.2447|3.77|4.0418|-1337.1910779999998|-1337.164673|752.09|1300.3|306.75|0.1817|292.09|647.75|0.66195|0.1758|-0.16699|-0.19879|0.02640483|8.4096|6.9136
47a_a18|0.0|0|0|0|0.0|0.0|7.03438793|1|0.0|0.018016478|-0.006027559|-0.18843247|0|0.0|-0.464122017|-0.025401815|10.35082811|0|-0.000633273|-0.358939392|0.842412605|0.766261502|-0.008965701|0.089156939|0.7991211029999999|0.778790861|-0.082855697|-0.099310031|-67.93456546|11.58086543|-0.036234741|-66.76209701|110.0917322|0.7936193709999999|-2.681370849|-29.70938001|79.51543089|0.483193636|-2198.494121|2250.179086|-24.3591435|0.2063806289999999|19.74153879|0.934960691|-1802.576619|37.435301|0.014835962|-481.4854016|1225.939287|12.16421601|1.0|1.0|1.0|4.97|0.28|-8.27|0.48|3.35|123.06|158.24|1.0|1.0|12.0|-6.74|39.0|5.0|-6.49|0.0|0.0|2.02|-5.58|1.8100000000000002e-07|9.9e-05|2.62e-06|4.44|0.0|1.0|2.95e-06|-0.05191|3.1947|8.82|3.1947|-2098.807018|-2098.773074|874.47|1536.87|388.09|0.6094|388.09|813.01|0.69508|0.6094|-131.0|-0.18291|0.0339441|3.0133|9.0
22_a47|0.0|0|1|1|0.0|0.0|6.86171134|0|1.202720059|0.048272293|-0.010579222|-0.150248628|2|1.016903613|-0.507802654|-0.075111395|10.95023117|1|-0.004332497|-0.277479519|0.612295986|0.831122912|-0.077787113|0.004104478|0.890264057|0.698649132|-0.080744803|-0.089280419|-47.64347429|13.07198749|-0.031744149|-31.08378631|54.21581266|0.6096864479999999|-1.42848671|-18.73063655|60.71546178|0.4614909829999999|-842.8786448999999|1494.441201|-11.05201291|0.390313552|12.91589555|0.8569791179999999|-497.3405809|30.72175314|0.031534452|-129.440987|482.9384172|18.60690504|0.0|1.0|1.0|3.31|0.1|-7.69|3.07|4.85|84.73|104.64|0.0|1.0|5.0|-4.44|29.0|6.0|-6.58|0.0|1.0|3.41|-4.38|3.6e-05|0.0142|4.16e-05|3.0|0.0|0.0|8.11e-06|-0.0612399999999999|4.7954|4.4|4017.0|-1375.05033|-1375.021925|605.12|1027.32|308.65|0.3367|258.55|466.95|0.68312|0.0799|-0.16704|-0.22828|0.02840507|5.7009|9.0
3d_a32|0.0|1|1|1|3.503398526|0.0|7.765993078999999|0|0.0|0.0181036519999999|-0.006420365|-0.034290847|0|2.230648962|-0.269655316|-0.113314811|10.31100276|3|0.002004382|-0.1395294259999999|0.8315372|0.8444218509999999|-0.069007775|-0.100251236|0.90169022|0.892845502|-0.06869526|-0.093187219|-37.19367587|7.807299836|-0.02867299|-27.31750365|0.0|0.720540286|-1.118246623|-15.52441767|45.000975700000005|0.427813496|-605.4522892000001|1855.167124|-8.405385739|0.2794597139999999|10.75032687|0.747681906|-327.8100438|21.54552351|0.0160633|-238.8142619|421.3548777|8.697152881000001|1.0|1.0|1.0|3.34|0.24|-7.29|6.97|5.07|110.94|97.86|0.0|1.0|4.0|-6.55|23.0|3.0|-5.18|0.0|1.0|4.32|-5.13|2.81e-07|9.58e-05|7.36e-06|4.5|0.0|0.0|1.75e-05|-0.05482|3.5105|3.42|3.5105|-1672.758552|-1672.733979|569.29|959.11|353.18|0.5031|353.18|465.41|0.7035100000000001|0.5031|-0.14189|-0.19671|0.02457348|5.1728|8.0915
12aq_a36|0.0|1|0|0|3.427017327|0.0|7.412764017000001|2|0.0|0.0332421529999999|-0.0116333169999999|-0.135770278|2|0.0|-0.674732412|-0.1031859869999999|10.95447882|1|-0.004569485|-0.090926893|0.892815402|0.839953955|-0.0606936879999999|-0.047695595|0.89459881|0.681470612|-0.1093001919999999|-0.122078233|-73.0277723|14.29132551|-0.042953452|-54.49698711|112.415579|0.7619767479999999|-2.319486422|-28.69889692|87.31909781|0.426481765|-1549.740434|2906.024504|-19.17486584|0.238023252|14.98931431|0.743623723|-1035.442755|37.66374367|0.020701483|-350.0740123|689.2886595|13.83147784|0.0|0.0|0.0|4.83|0.13|-6.14|1.92|0.98|112.29|131.85|0.0|1.0|6.0|-3.52|32.0|5.0|-7.79|0.0|0.0|1.15|-3.45|0.000304|129.0|0.000359|1.55|0.0|0.0|0.000305|-0.06059|3.9049|3.88|3.3759|-1401.669694|-1401.637414|703.04|1190.22|367.26|0.4988|317.51|534.96|0.7058300000000001|0.0059|-0.13908|-0.19967|0.03228003|8671.0|7.2596
13p_a6|0.0|1|0|0|3.449535594|0.0|6.842683282|0|0.0|0.024837222|-0.010395243|-0.1144898999999999|2|1.633493259|-0.634109842|-0.014153926|10.95053423|1|-0.005708558|-0.116250572|0.865935935|0.784414352|-0.059663359|-0.125636943|0.837659336|0.7265205579999999|-0.099405155|-0.107371897|-70.52421289|12.27472016|-0.03767435|-54.04422654|107.5669533|0.76005742|-2.14743793|-26.72853188|82.79893305|0.412828992|-1523.526317|3833.042283|-18.9628865|0.23994258|14.91957306|0.703081362|-1080.8845310000002|35.16646396|0.018322293|-369.0018868|794.5462391|12.99897644|1.0|1.0|1.0|3.64|0.12|-10.06|4.58|4.01|122.47|132.01|0.0|0.0|7.0|-5.09|34.0|5.0|-7.01|0.0|1.0|2.96|-4.55|8.11e-06|0.00365|2.79e-05|2.86|0.0|0.0|3.92e-08|-0.0746|4.7973|4.73|2.9837|-1463.08132|-1463.0432449999998|752.82|1283.98|415.53|0.4132|258.45|573.39|0.7056600000000001|0.0029|-0.12251|-0.1971099999999999|0.03807447|12163.0|7.0362
17a_a25|0.0|0|0|0|0.0|0.0|6.842683282|0|1.826085128|0.0055894319999999|-0.004137083|-0.036457743|2|2.008884939|-0.248224991|-0.0688716509999999|10.93106298|1|0.006423059|-0.07654898|0.6741827509999999|0.748718056|0.168247187|0.0114970419999999|0.8005589320000001|0.874586929|-0.06234901|-0.079378741|-44.46905084|9.033070252|-0.0297670279999999|-40.379488|80.30332825|0.755980502|-1.666953566|-21.2306737|53.50212109|0.468791604|-1188.917727|2432.071525|-15.142307999999998|0.244019498|16.93624014|0.882500365|-847.969248|28.08362601|0.015373381|-365.1448527|781.7487682|10.96472369|1.0|1.0|1.0|3.48|0.11|-9.98|4.83|5.31|72.7|131.06|0.0|1.0|7.0|-5.12|33.0|4.0|-6.18|0.0|1.0|4.04|-5.13|7.5e-06|0.00325|7.44e-06|3.9|0.0|0.0|4.54e-08|-0.05255|5.2683|6.04|3.9347|-1391.625102|-1391.588873|747.06|1271.9|315.11|0.4076|235.34|598.67|0.6722|0.1735|-0.16304|-0.21559|0.0362293|5.1401|7.6021
14d_a23|0.0|0|1|1|0.0|0.0|7.423568444|0|3.405551724|0.058368697|-0.005343003|-0.026530366|2|0.758207139|-0.288522152|-0.019307114|10.313217800000002|2|0.01180744|-0.136106024|0.725800261|0.772008792|0.006563565|-0.088996384|0.829764975|0.921694462|-0.053736319|-0.078282292|-35.40917327|12.25371621|-0.032878563|-33.99063559|83.40396369|0.790346608|-1.6439281280000002|-21.66510006|47.66288948|0.454495683|-1083.255003|2261.37838|-14.27606695|0.209653392|14.358677900000002|0.833166062|-713.8033475|27.41215037|0.015037275|-382.6437544|666.0036144999999|9.908707432|0.0|1.0|1.0|3.52|0.09|-7.78|3.88|4.33|105.02|125.25|0.0|1.0|5.0|-5.85|31.0|4.0|-6.1|0.0|0.0|3.8|-5.25|1.43e-06|0.000608|5.61e-06|3.94|0.0|0.0|7.03e-06|-0.0725799999999999|3688.0|3.79|8.1555|-1669.24571|-1669.224874|696.21|1186.17|3688.0|0.3807|336.18|554.84|8.1555|336.18|-0.14894|-0.22152|0.02083626|8.1555|8.4001
18_a3|0.0|1|0|0|2.897754472|0.0|6.605297921|0|0.0|-0.256375952|-0.003487792|-0.021283637|3|1.742872103|-0.122072724|0.042606196|10.96965878|1|0.005799063|-0.064953613|0.7226687409999999|0.714658751|0.0355413979999999|-0.051083228|0.784960175|0.8419576209999999|-0.069839069|-0.0846755|-31.07331853|6.1383958|-0.031753312|-16.76239841|0.0|0.682492203|-1.016105994|-14.12792012|37.21171433|0.483376636|-452.0934439|703.8534116000001|-6.285899403999999|0.317507797|10.24658906|0.935646099|-201.1487809|20.70048575|0.02363555|-162.3915791|270.539096|10.51610501|0.0|0.0|1.0|2.62|0.0|-6.83|3.42|3.08|67.35|80.35|0.0|1.0|2.0|-2.82|21.0|4.0|-6.7|0.0|1.0|2.21|-3.27|0.0015|411.0|0.000537|1.79|0.0|0.0|4.07e-05|-0.05769|3.9765|1.85|3.9765|-889.9619321|-889.9402005000001|482.41|784.04|311.79|0.3326|311.79|330.54|0.6671699999999999|0.3326|-0.1641099999999999|-0.2218|0.02173162|3.3664|7.5229
14o_a23|0.0|0|1|1|0.0|-4.758526534|7.423568444|0|3.133942289|0.18835477|-0.014680137|-0.301504331|2|0.6669152279999999|-0.807407518|-0.029012777|10.3132174|2|-0.0004039459999999|-0.2952674819999999|0.598213287|0.802854174|0.000891427|-0.072078004|0.861597051|0.904077943|-0.072435569|-0.094138958|-51.49843925|12.835973699999998|-0.042454824|-47.58321438|0.8929505459999999|0.800301554|-2.165196042|-30.18347529|64.33441296|0.48945652|-1539.35724|2297.392496|-21.45909668|0.199698446|17.66041891|0.958697036|-1094.413931|37.71512766|0.019295686|-427.001863|676.4530574|13.71836682|0.0|1.0|1.0|3.55|0.09|-7.95|3.97|6.18|114.25|126.97|0.0|1.0|7.0|-6.89|35.0|8.0|-5.94|1.0|0.0|4.31|-6.0|1.29e-07|6.38e-05|1e-06|4.76|0.0|0.0|5.57e-06|-0.08059|3.6989|5.17|3.6989|-2042.184285|-2042.161288|729.11|1236.72|335.19|385.0|335.19|582.89|0.58581|385.0|-0.1517|-0.23229|0.02299729|8.3591|8.4815
12w_a30|0.0|0|0|0|0.0|0.0|7.412764017000001|2|0.0|0.063514061|-0.007019432|-0.0316452179999999|2|0.0|-0.372029919|0.028815747|10.31162873|1|0.001805829|-0.0857954809999999|0.8149999040000001|0.83236194|-0.032835151|-0.080971844|0.889479916|0.8522163970000001|-0.076611264|-0.096032733|-52.53307388|10.59162334|-0.037237182|-45.15435649|0.0|0.8077976990000001|-1.824621925|-25.53389062|63.12469722|0.451478593|-1251.160641|2783.769563|-17.50883211|0.192202301|14.70077638|0.8230829059999999|-857.9327732|31.60926388|0.014471302|-422.1196298|685.6665849999999|9.923109661|1.0|1.0|0.0|4.63|0.14|-7.8|5.11|3.92|81.65|137.3|0.0|1.0|5.0|-6.58|31.0|4.0|-5.52|0.0|1.0|3.59|-6.04|2.64e-07|0.000123|9.14e-07|5.12|0.0|0.0|7.39e-06|-0.05682|5.0632|5.08|3.5585|-2494.966575|-2494.932002|716.83|1211.28|348.42|0.2639|244.87|577.06|0.68423|0.1614|-0.15073|-0.20755|0.0345723|3.0068|7821.0
47r_a18|0.0|0|0|0|0.0|0.0|7.03438793|1|0.0|0.029358241|-0.0058631659999999|-0.216996268|0|0.0|-0.40455848|-0.02952923|10.35082951|0|-0.0001597829999999|-0.362261236|0.806477847|0.7698681909999999|0.017110504|-0.048143486|0.8075001|0.769578222|-0.083915825|-0.087091542|-62.75220741|11.59378448|-0.031669652|-48.70193962|60.66168882|0.688074851|-2.090197013|-23.68254797|74.34599189|0.49394971|-1563.048166|1504.28892|-17.70979622|0.311925149|19.40516312|0.976088187|-1168.846551|34.41856352|0.0225607039999999|-281.2845386|1005.982493|16.87088158|1.0|1.0|1.0|4.55|0.22|-7.46|0.43|3.76|111.03|145.82|0.0|1.0|9.0|-6.65|36.0|4.0|-6.12|0.0|0.0|2.2|-5.64|2.26e-07|0.0001139999999999|2.31e-06|4.59|0.0|1.0|1.76e-05|-0.0522799999999999|3.1705|9.2|3.1705|-1964.841529|-1964.813473|790.57|1387.23|391.06|0.6007|391.06|729.75|0.69545|0.6007|-0.13021|-0.18249|0.02805567|3.2001|6.6364
12ab_a36|0.0|1|0|0|3.458948649|0.0|7.412764017000001|2|0.0|-0.064515677|-0.007034881|0.000258844|2|0.0|-0.408023082|-0.032623802|10.9540584|1|0.002112069|-0.169341326|0.86559137|0.831136366|-0.0852411419999999|-0.051707317|0.888163057|0.8410557559999999|-0.079202413|-0.095025338|-54.63243106|16.62527454|-0.033434841|-45.21303385|15.55386871|0.679025324|-1.805481415|-23.06276515|71.2577056|0.484987413|-1245.389318|2390.849902|-15.90828969|0.320974676|15.18764075|0.941700118|-859.0476432|33.96451406|0.024384271|-246.9770378|708.5476357999999|16.81984117|1.0|0.0|0.0|4.86|0.17|-7.05|3.14|1.95|92.99|133.27|0.0|1.0|6.0|-3.92|32.0|5.0|-7.21|0.0|0.0|1.8|-3.91|0.0001199999999999|0.0503|0.000122|2.33|0.0|0.0|3.76e-05|-0.0523799999999999|3.8845|3.23|3.8845|-1364.509957|-1364.468283|712.73|1201.64|319.17|0.4451|319.17|564.58|0.69294|0.4451|-0.15699|-0.2093699999999999|0.04167456|5.3228|7.9586
17a_a10|0.0|0|0|0|0.0|0.0|7.535296702|2|2.118111229|-0.218519541|-0.004333189|0.021150127|3|1.863045777|-0.2946568739999999|-0.093735748|10.92970797|1|0.01029375|-0.360142554|0.7019075779999999|0.76281504|0.029106767|0.054069767|0.8044827790000001|0.8538249840000001|-0.055423599|-0.082689376|-39.18491085|14.20303963|-0.023625536|-41.33310046|87.61514901|0.564726042|-1.488408763|-16.70343549|53.38795048|0.4918223679999999|-1052.3164359999998|1855.293376|-11.80945728|0.4352739579999999|16.96492079|0.967815851|-743.9958084|29.57794442|0.0254938|-91.52361858|911.2106544|18.02431251|0.0|1.0|1.0|3.8|0.33|-7.32|3.31|2.5|76.38|142.16|0.0|1.0|6.0|-3.68|35.0|6.0|-7.43|0.0|0.0|2.64|-4.32|0.00021|0.0986|4.74e-05|2.43|0.0|0.0|2.22e-05|-0.04641|5.5285|3.95|3.9887|-1524.557372|-1524.52012|767.6|1326.24|310.84|0.2142|224.26|603.73|0.67671|0.0867|-0.16562|-0.21203|0.03725238|5.3803|7.3098
13l_a6|0.0|1|0|0|3.433158672|0.0|7.412764017000001|1|0.0|0.03093879|-0.0143011819999999|-0.132667824|1|0.0|-0.858070925|-0.037558466|10.95129637|1|-0.006280295|-0.073210645|0.8694295409999999|0.7908110340000001|-0.058931734|-0.1470289659999999|0.84018367|0.643098986|-0.118071236|-0.126521431|-82.24617981|20.90615311|-0.0451862259999999|-61.3913735|118.3485042|0.793671137|-2.53042863|-31.47586631|103.1523329|0.4257335779999999|-1762.648513|3127.831037|-21.92549054|0.206328863|15.34147837|0.7413520309999999|-1227.82747|39.65857501|0.018273048|-409.1314702|741.5222707|12.72865798|1.0|1.0|1.0|3.64|0.16|-8.89|4.55|3.8|115.15|124.98|0.0|1.0|7.0|-5.49|33.0|5.0|-6.59|0.0|1.0|3.07|-4.77|3.26e-06|0.00144|1.7100000000000002e-05|3.39|0.0|0.0|5.7e-07|-0.04885|3.6675|5.41|3.5499|-1465.865882|-1465.834958|735.52|1249.13|349.26|0.3115|338.07|578.91|0.70515|0.0165|-0.14562|-0.19447|0.03092407|8.9893|6.4145
13_a12|0.0|0|0|0|0.0|0.0|0.0|0|0.0|0.202052156|-0.0069874069999999|-0.0619247109999999|2|0.0|-0.272508888|-0.083760082|10.96083169|0|0.002279068|-0.281096572|0.845823047|0.6809340620000001|-0.226526433|0.039235452|0.7300173240000001|0.90006391|-0.058167326|-0.092483398|-28.51381164|4.01385817|-0.034993718|-22.2236882|66.2289548|0.8829921740000001|-1.2947675790000002|-17.15403411|32.52766981|0.466560112|-634.6992622|664.9830294|-8.408963103|0.117007826|11.36787272|0.874625469|-311.13163480000003|19.42716439|0.0074597119999999|-375.4880089|327.9594923|3.656774794|1.0|0.0|1.0|2.7|0.12|-7.14|3.63|3.9|50.7|84.74|0.0|1.0|3.0|-4.26|21.0|3.0|-5.49|0.0|1.0|3.22|-4.2|5.520000000000001e-05|0.0152|6.3e-05|3.51|0.0|0.0|2.01e-05|-0.04445|4.5363|3.83|3.9329|-876.3661620999999|-876.3370809|532.86|867.79|315.25|0.6528|273.31|437.91|0.64974|0.0155|-0.16458|-0.20903|0.0290811829999999|1.5686|7.0315
9n_a24|0.0|1|0|0|2.961528903|0.0|6.605297921|0|0.0|-0.2452954769999999|-0.003323852|0.001099755|2|0.0|-0.182811885|-0.036651001|10.94875265|1|0.008809179|-0.200646773|0.786587307|0.7584388259999999|0.048359202|-0.058520736|0.804201677|0.904556598|-0.052106597|-0.0777274979999999|-35.21502941|11.90027964|-0.026905672|-35.50139138|24.72120326|0.652126509|-1.399094961|-18.18357165|47.11530904|0.4331595789999999|-945.545726|1361.307012|-12.28894317|0.347873491|14.52410167|0.764164944|-639.0250449|27.88350328|0.021951174|-205.6223122|631.9206508|14.83518955|1.0|1.0|1.0|3.17|0.17|-8.64|4.41|4.14|66.93|114.29|0.0|1.0|7.0|-4.14|29.0|5.0|-6.47|0.0|0.0|3.13|-4.29|7.2e-05|0.0278|5.14e-05|3.07|0.0|0.0|8.909999999999999e-07|-0.03818|4.9139|2.59|4.1028|-1239.1274939999998|-1239.095611|686.19|1155.03|302.2|0.2522|252.31|587.05|0.63085|0.0334|-0.1658099999999999|-0.20399|0.03188309|4.8123|7.7212
