molecula|SddssS|NaaNH|n9FaRing|SaaNH|SssssC|NaasN|nARing|BCUTs-1|SRW07|AATSC1s|n6HRing|MATS7i|ATSC1c|AATSC1are|AATSC8d|AATSC1pe|MATS1i|MATS1c|n6aHRing|MATS8s|MATS8d|SIC2|GATS1pe|nFaHRing|FNSA3|FNSA5|FPSA3|PNSA5|PPSA3|RNCS|RPSA|TPSA_x|WPSA3|FNSA2|DPSA5|PNSA4|GeomPetitjeanIndex|GRAVp|TASA|WNSA4|FPSA1|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|WNSA2|DPSA4|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Veber filter|Class [Log S (SILICOS-IT)]|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|BBB|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Dipole (water)|IC50|pIC50
10_a47|0.0|0|0|0.0|0.0|0|0|1.381868067|0.0|-0.166367455|2|-0.169242585|-0.384667159|-0.008120645|0.007193585|-0.0065562469999999|-0.021926603|-0.45272733|2|-0.138304661|0.011239977|0.8077565520000001|0.6913602740000001|1|-0.076311525|-0.0936757959999999|0.00951788|-50.08559665|5.088920549|103.41137940000002|0.158929034|84.97451737|2.720890925|-1.592488524|57.59863288|-18.9212254|0.411647394|2355.515804|449.6950454|-10.11660331|0.198117368|6.277122171|10.66897998|0.699661037|5482.319019|-455.247149|23.5960035|2.0|3.02|2.97|0.09|-8.85|5.12|5.92|58.04|3.21|2.0|0.0|0.0|1.0|4.0|-5.08|0.0|-5.5|1.77e-06|0.000638|0.00114|4.8|0.0|0.0|1.4199999999999999e-09|5.110000000000001e-07|-0.0486399999999999|3.7236|-1188.405988|-1188.3744|579.86|997.16|332.97|231.0|0.53909|0.69212|-1188.1907199999998|0.2175|-0.15445|1.9281|-0.20309|0.03158831|2.8795|13.0|7.9
9d_a31|0.0|1|0|3.456767212|0.0|0|1|0.61013528|5.733341277|-0.043220149|0|-0.057650507|-0.696763933|-0.002456634|-0.021171445|0.000127275|-0.134504227|-0.550392027|0|-0.030275712|-0.0375445629999999|0.873955169|0.771222772|0|-0.098210975|-0.11958484|0.029032453|-81.53295088|19.79432796|154.8767865|0.305664196|208.401866|13.49577391|-1.793772606|97.84665015|-23.07536346|0.457506946|2654.377004|473.3981899|-15.732784099999998|0.336380477|9.436176796|17.39409698|0.8433415740000001|5748.743284|-833.8375571|34.77197803|2.0|3.8|3.35|0.38|-7.63|6.04|4.09|117.37|1.31|2.0|0.0|0.0|1.0|5.0|-6.36|0.0|-4.39|2.48e-06|0.0010199999999999|0.0167|3.46|0.0|0.0|2.3500000000000002e-08|9.69e-06|-0.03457|3.8478|-1657.471475|-1657.428165|727.27|1202.79|322.22|0.2611|0.7006899999999999|0.7006899999999999|-1657.1791449999998|0.2611|-0.15969|2.6311|-0.19426|0.04331056|3.5077|0.6|6.2218
12r_a30|0.0|0|0|0.0|0.0|0|2|0.604984545|5.351858133|-0.093024002|2|-0.093079817|-0.400352091|-0.002544958|-0.0646674999999999|-0.001131023|-0.0546637159999999|-0.44083509|1|-0.007140234|-0.105767484|0.889479916|0.591758164|0|-0.090229387|-0.109990462|0.019137908|-71.0931422|12.36992712|90.4724548|0.27927255|180.5098625|7.995393191000001|-1.979828309|82.06195604|-26.11584816|0.464481911|2976.944611|465.8474777|-16.88017015|0.209934663|7.467190577999999|13.94386247|0.867350555|6735.090739|-827.1283373|33.05530181|1.0|4.66|0.0|0.14|-7.16|4.67|3.74|81.65|3.58|2.0|0.0|0.0|1.0|6.0|-6.06|0.0|-5.17|3.24e-06|0.00141|0.00291|4.07|0.0|0.0|6.900000000000002e-08|3e-05|-0.05244|3.5111|-1774.236548|-1774.2026670000002|679.64|1141.54|353.12|0.1908|0.32409|0.68476|-1774.009422|0.1522|-0.14894|5.2021|-0.20138|0.03388131|6.5511|29.0|7.5317
IN1166_a11|0.0|1|0|3.433539068|0.0|0|0|1.429020445|4.727387819|-0.008507023|2|0.018376555|-0.378539035|-0.003356527|-0.037793156|-0.001446486|-0.126749697|-0.462344944|2|0.102257199|-0.067328767|0.827254552|0.790249345|1|-0.073965061|-0.0896538619999999|0.0200246639999999|-61.90325275|13.82641888|112.0066065|0.136726441|94.40543077|9.546719887|-1.6137695069999998|76.76995134|-21.84820685|0.463497159|2865.055175|596.0640225999999|-15.08551944|0.305697179|6.777827685|12.63334911|0.8639230290000001|6310.825439|-769.3614916|31.46783535|2.0|3.51|2.79|0.08|-10.18|5.01|4.53|103.17|0.92|1.0|0.0|0.0|0.0|5.0|-6.52|0.0|-4.78|7.74e-06|0.00323|0.00688|3.27|0.0|0.0|6.59e-11|2.75e-08|-0.07275|3.2827|-1347.298558|-1347.256659|704.48|1198.36|377.7|0.3425|0.4358399999999999|0.6998300000000001|-1347.012407|0.1239|-0.13823|3365.0|-0.21098|0.04189898|4.3481|12.0|7.9318
8g_a12|0.0|1|1|2.897921027|0.0|0|1|1.28383574|4.59511985|-0.029907264|2|-0.038463841|-0.40429396|0.005898773|-0.040257632|0.005405355|0.068559367|-0.532504083|1|-0.04981165|-0.070405398|0.80546986|0.7714487940000001|1|-0.076856227|-0.1045061519999999|0.008910823|-57.6443411|4.915102972|84.95000993|0.142374631|78.53214058|2.7111119089999995|-1.881110729|61.99654413|-23.58177591|0.463772637|2506.427441|473.055878|-13.00742505|0.09833304|6.882798206|12.83559677|0.864880588|5327.736626|-572.326702|26.15353224|2.0|4.07|2.51|0.1|-8.0|3.31|2.07|78.85|2.89|1.0|0.0|0.0|1.0|5.0|-6.28|0.0|-4.34|4.15e-05|0.0146|0.0163|3.06|0.0|0.0|9.98e-09|3.53e-06|-0.06432|3731.0|-1154.321531|-1154.281986|590.93|989.66|332.31|0.3786|462.0|0.55027|-1154.121362|0.1601|-0.1520099999999999|2.9986|-0.21633|0.03954539|4.2131|3715.0|5.43
12d_a40|0.0|0|0|0.0|0.0|1|0|0.60499064|5.4161004020000005|-0.107711573|0|0.209157499|-0.288158151|-0.000134504|-0.166080871|-0.002126898|0.127299624|-0.552689736|0|-0.0065648919999999|-0.254735308|0.845904643|0.6948809659999999|1|-0.095675903|-0.091630294|0.01171131|-48.54239742|6.204226377|207.39648|0.159568585|84.53363343|3.286773518|-1.282824111|55.13932669|-20.59374436|0.470893531|2270.596857|445.2300015|-10.90981687|0.155716451|7.877041626|14.88744155|0.8899787840000001|5101.479206|-360.0239567|24.39197636|1.0|3.23|2.94|0.0|-6.84|4.59|5.02|84.45|3.76|2.0|1.0|0.0|1.0|2.0|-5.13|0.0|-5.58|5.58e-07|0.0002009999999999|0.000942|4.75|0.0|0.0|1.44e-07|5.2e-05|-0.07765|2.7962|-2153.197255|-2153.180821|552.57|910.58|443.4|0.2584|0.55983|0.70435|-2153.071733|115.0|-0.11604|1.2683|-0.19369|0.0164339|1.9961|19.0|7.7212
19_a34|0.0|0|0|0.0|0.0|1|1|1.438829424|5.351858133|-0.169170251|1|-0.189862762|-0.5357267960000001|-0.00802652|-0.014196676|-0.0042364759999999|-0.255220734|-0.469568766|1|0.08178394|-0.0235903339999999|0.8582665429999999|0.818710955|0|-0.112877411|-0.1255804019999999|0.039589023|-62.64265252|19.74799697|131.5318459|0.360097548|179.6256831|9.850795895|-1.506964829|77.38527508|-19.78189027|0.467358389|2127.363207|319.1993829|-9.86770272|0.3377105079999999|5.495780422|10.31797048|0.877434994|4496.516479|-374.9727034|29.86894781|1.0|3.07|2.77|0.18|-5.03|2.69|2.31|69.4|1.08|0.0|0.0|0.0|2.0|5.0|-7.01|1.0|-3.15|0.00186|574.0|218.0|1.66|0.0|0.0|9.42e-06|0.00291|-0.02901|4.1721|-1046.606458|-1046.5747720000002|538.96|882.87|297.18|0.2189|0.6897300000000001|0.6897300000000001|-1046.458335|0.2189|-0.1735|3.4272|-0.20251|0.03168624|5.0441|0.99|6.0044
18d_a25|0.0|0|0|0.0|0.0|1|0|1.193723212|4.727387819|0.024310576|2|-0.031867489|-0.180590503|0.006452854|0.016982601|0.0062422|-0.035684977|-0.292727912|2|-0.03671629|0.029728702|0.838260077|0.696372329|1|-0.061527513|-0.076328248|0.011158458|-57.45144813|8.39885106|70.58850837|0.062186295|46.80695276|6.3217245360000005|-1.602893201|68.15463481|-21.166323|0.476833495|3113.122552|705.8822532|-15.93166285|0.24206301|9.479218984|18.11893325|0.911437354|6876.316137000001|-908.1047824|27.92623037|1.0|3.66|3.57|0.11|-10.23|6.33|5.98|111.51|2.4|2.0|1.0|0.0|0.0|4.0|-6.21|0.0|-5.54|5.47e-07|0.00026|0.0013599999999999|4.21|0.0|0.0|5.92e-11|2.81e-08|-0.07287|3.6392|-1806.848384|-1806.812778|792.79|1358.25|340.69|0.3986|0.41694|0.6823899999999999|-1806.514606|0.0389|-0.14723|3.2353|-0.2201|0.03560672|4.3658|232.0|6.6345
18d_a30|0.0|0|0|0.0|0.0|0|2|0.6049874|5.351858133|-0.064217094|2|-0.071608958|-0.385441836|0.001139238|-0.087019298|0.002064369|-0.0541804029999999|-0.4624430539999999|1|-0.001699165|-0.149451598|0.870930234|0.64876559|0|-0.07812727|-0.103191184|0.017843227|-65.3088221|11.29282624|78.23108693|0.196719738|124.5022473|7.147133584|-1.85744132|75.80070349|-23.99099587|0.443774287|2848.574353|508.389239|-15.18369704|0.216715605|7.063141946|12.69833771|0.797831306|6367.958933|-744.0011548|30.62871675|1.0|4.75|0.0|0.14|-6.9|4.25|3.18|81.65|3.2|2.0|0.0|0.0|1.0|5.0|-6.02|0.0|-5.01|4.12e-06|0.00171|0.00405|3.97|0.0|0.0|1.26e-07|5.260000000000001e-05|-0.05506|3.4682|-1675.020297|-1674.987709|669.66|1129.46|357.49|0.3856|0.4325|0.69017|-1674.785879|0.3788|-0.14167|5.0115|-0.19673|0.03258724|6.2946|21.0|7.6737
4h_a46|-3.74433321|0|0|0.0|0.090767245|1|1|0.3002050539999999|5.587248657999999|-0.346835467|2|-0.057256598|-0.404500343|-0.0008161889999999|-0.09922757|0.003087227|-0.030014575|-0.516344924|2|0.075704004|-0.134568896|0.7955809979999999|0.6947264059999999|0|-0.083155747|-0.083997524|0.010068754|-65.90523417|7.900037181|105.2773797|0.232755725|182.6222935|6.198442205|-2.015940586|74.99848132|-23.9655397|0.4866209529999999|3472.1185880000003|601.9869510999999|-18.803584|0.194493895|8.138240742999999|15.85230406|0.947878486|7808.347937|-1241.036544|29.75215152|2.0|4.63|2.99|0.3|-9.2|3.46|6.18|124.17|2.27|2.0|0.0|0.0|1.0|6.0|-6.38|0.0|-5.69|2.97e-07|0.000149|0.00104|4.21|0.0|1.0|6.38e-10|3.210000000000001e-07|-0.0389199999999999|4.18|-1923.926093|-1923.878801|792.61|1397.46|296.62|0.5451|0.55428|0.54445|-1923.543349|291.0|-0.1711599999999999|1.7601|-0.21008|0.04729184|2.9086|229.0|6.6402
1h_a5|0.0|1|0|2.9516097130000003|0.0|0|0|1.427564094|4.59511985|-0.009075016|2|-0.02598568|-0.085074391|0.008031558|-0.044117647|0.007357977|0.034752304|-0.20140246|2|0.070628165|-0.082079343|0.8436458929999999|0.6977404359999999|0|-0.067599619|-0.069496749|0.008798715|-36.2462047|4.588992214|160.0744187|0.119359774|62.25239147|2.393400474|-1.111947978|44.51475742|-14.49848188|0.489507204|2107.271793|459.3001331|-7.561719827|0.2549450239999999|6.711386288|13.14687756|0.958891501|4334.547353|-302.4687931|19.45961351|1.0|2.8|2.07|0.05|-8.41|4.99|4.51|54.46|2.13|0.0|0.0|0.0|1.0|3.0|-5.77|1.0|-4.45|5.5700000000000005e-05|0.0174|0.0111|3.43|0.0|0.0|3.87e-09|1.21e-06|-0.04124|4.3651|-990.6346565|-990.6032645|556.57|934.7|284.03|0.3333|0.4112699999999999|0.57155|-990.472129|0.1754|-0.17797|2.2396|-0.21921|0.031392033|3.3752|28.0|7.5528
3b_a12|0.0|0|0|0.0|0.0|0|1|1.283824445|0.0|-0.043495794|2|-0.1215705419999999|-0.332497127|-0.004028952|-0.003968827|-0.003019113|-0.071149325|-0.547002361|1|-0.008328578|-0.007397776|0.82914101|0.802482465|0|-0.064393592|-0.088443201|0.0103611969999999|-46.11064215|5.401901357000001|41.13468455|0.096795301|50.46508298|2.816328871|-1.326648015|54.77629766|-17.73486237|0.390744506|2186.64676|470.8937285|-9.246226764|0.2311778089999999|6.6333156660000006|10.88757628|0.64134753|4665.346939|-360.6028438|23.06757345|1.0|3.82|2.98|0.05|-8.1|4.05|3.14|37.28|3.99|1.0|0.0|0.0|1.0|3.0|-5.65|1.0|-4.64|5.539999999999999e-05|0.0184|0.00759|3.78|0.0|0.0|7.91e-09|2.63e-06|-0.07091|3.7741|-1410.971864|-1410.947421|548.05|915.37|328.51|0.5013|0.53738|0.6654800000000001|-1410.826913|0.2418|-0.15229|5.9551|-0.2232|0.02444371|8.5678|49.0|7.3098
4f_a49|0.0|0|0|0.0|0.0|1|1|1.343848013|5.4161004020000005|-0.087045007|2|-0.087861524|-0.418450768|0.001532832|0.0705130559999999|0.001714014|-0.015845165|-0.46436755|2|-0.00953448|0.114367229|0.8557769120000001|0.670594896|1|-0.102926696|-0.089955514|0.016591015|-48.83888562|9.007637695|193.615884|0.262938196|142.7551002|4.89045046|-1.439288231|60.18871783|-18.1726086|0.437355335|2458.261097|400.1675422|-9.866320682|0.2816937089999999|6.302023735|11.20071713|0.7773206840000001|5422.650822|-424.2517893|25.29924744|1.0|3.07|2.35|0.14|-6.54|3.42|3.8|80.9|2.03|1.0|0.0|0.0|1.0|5.0|-6.6|0.0|-4.09|0.000102|0.0365|0.0289|2.64|0.0|0.0|2.92e-07|0.000104|-0.06954|3.7098|-1179.23587|-1179.201105|575.01|982.46|334.21|0.2368|0.39584|0.68474|-1179.029099|0.0579999999999999|-0.15517|1.7833|-0.22471|0.03476467|1.8254|0.04|7.3979
11_a4|0.0|0|0|0.0|0.0|1|1|0.626711769|5.4161004020000005|0.032861655|2|-0.017835936|-0.056016567|0.011277653|-0.0043410079999999|0.010782511|-0.0278843589999999|-0.145254541|2|-0.163623353|-0.007574475|0.875868891|0.647727179|1|-0.054262142|-0.06530408|0.009336075|-37.74083422|5.395547437|12.88007087|0.069886591|40.38918044|3.118219598|-1.110169356|44.63993001|-13.65094004|0.480360734|2452.527871|537.5354202000001|-7.889214068999999|0.243908684|6.850305797000001|13.18281017|0.924411925|5425.1341090000005|-370.7930613|18.0546182|0.0|3.31|3.49|0.23|-8.05|4.97|5.22|68.9|3.15|2.0|0.0|0.0|1.0|3.0|-5.74|0.0|-4.97|7.27e-06|0.00271|0.00395|3.99|0.0|0.0|8.89e-09|3.31e-06|-0.05582|3.78|-1467.463842|-1467.440475|630.04|1071.03|328.0|151.0|0.4444|0.65942|-1467.20045|0.0403|-0.15885|4187.0|-0.2146699999999999|0.02336674|5.3012|0.11|6.9586
14i_a23|0.0|0|1|0.0|0.0|2|0|1.197963212|5.351858133|-0.130330047|2|0.040408197|-0.558153376|0.002243702|-0.026731172|0.002496501|-0.017918675|-0.569707595|2|0.158023239|-0.04255066|0.864206467|0.7333675390000001|1|-0.0889593869999999|-0.096562208|0.0214262489999999|-66.02703063|14.65077903|324.811841|0.222047267|151.83084580000002|10.01786784|-2.027806362|79.20815775|-27.18760085|0.478050606|3097.406945|531.9462982|-18.59026006|0.221904316|8.107659819|15.53342127|0.915894552|7030.347905|-948.103263|34.94120504|2.0|3.56|2.64|0.04|-6.96|2.57|3.12|148.11|2.28|1.0|1.0|1.0|1.0|5.0|-7.33|0.0|-4.39|6.11e-06|0.00278|0.0183|2.46|0.0|0.0|1.11e-07|5.03e-05|-0.08025|3.6931|-1798.64228|-1798.608335|715.68|1224.02|335.72|0.3639|0.55606|0.55606|-1798.371346|0.3639|-0.1509599999999999|5.9563|-0.23121|0.03394466|8.3755|3.0|8.4622
7b_a8|0.0|1|0|3.213855584|0.0|1|1|1.395658671|5.4161004020000005|-0.038810124|1|-0.024156447|-0.4829936279999999|0.002074537|-0.0254956129999999|0.003191529|-0.021509048|-0.415894017|1|0.048462902|-0.040994467|0.8453887859999999|0.677544268|0|-0.101439013|-0.1000685009999999|0.033167971|-59.93853201|19.86678613|145.0783004|0.277652387|166.30684230000003|11.89970852|-1.901301524|73.70461365|-24.75721974|0.4787988|2776.185773|432.6681725|-14.82895606|0.246064343|7.698000901|14.76972982|0.918644854|6185.0105140000005|-682.1319788|32.83731114|1.0|3.49|3.37|0.09|-7.65|4.48|3.8|92.93|2.23|2.0|0.0|0.0|1.0|5.0|-6.15|0.0|-4.94|5.64e-06|0.00224|0.00454|3.61|0.0|0.0|2.25e-08|8.94e-06|-0.06833|3.26|-1330.622441|-1330.595067|621.4|1067.73|380.32|0.2517|0.44725|0.7025100000000001|-1330.392289|139.0|-0.13639|9.9463|-0.20472|0.0273745|12.7344|13.53|4.8687
6d_a40|0.0|0|0|0.0|0.0|1|2|0.604893491|6.401917197|-0.091548968|0|-0.104206961|-0.722057579|-0.005066797|-0.205140551|-0.00448098|-0.025143559|-0.624951805|0|-0.039077432|-0.289988439|0.8988141140000001|0.604211552|1|-0.115007564|-0.119563634|0.017359149|-76.51205671|11.10859664|192.5638526|0.336329628|215.22657540000003|7.108696385|-2.15214542|85.47607798|-32.02830281|0.428134701|3063.227702|424.7009165|-20.49579149|0.13994759|6.908972922999999|12.08146906|0.7486635420000001|7436.576348|-881.3190339|37.23994308|1.0|3.98|2.84|0.21|-4.31|4.8|3.63|173.43|2.01|2.0|2.0|1.0|2.0|6.0|-6.36|0.0|-5.15|6.18e-08|2.85e-05|0.00327|3.87|1.0|0.0|4.9e-05|0.0226|-0.09462|2.9559|-2470.82949|-2470.793925|656.5|1111.69|419.45|0.3518|0.6624800000000001|0.6624800000000001|-2470.62267|0.3518|-0.11938|7.8884|-214.0|0.03556489|10.9021|1.0|8.9208
1_a1 (SKF-104365)|0.0|0|0|0.0|0.0|1|1|0.626769342|5.4161004020000005|-0.01959813|1|-0.091086986|-0.218014497|0.000663414|0.11172918|0.002250781|-0.123703409|-0.505981356|1|-0.015406451|0.194988905|0.857919181|0.551667506|0|-0.067997692|-0.081192283|0.0133681239999999|-37.55389489|6.18316314|6.658828587|0.186844249|86.42113499|2.859900586|-0.9743074|46.32985169|-13.65596178|0.416807085|1997.193006|376.1092109|-6.316296726|0.290255081|5.2735884010000005|9.042613965|0.71469847|4225.4765640000005|-208.4377919|19.24066156|0.0|2.97|2.68|0.12|-6.0|3.93|4.28|56.01|2.52|0.0|0.0|0.0|1.0|3.0|-6.01|1.0|-4.02|0.000159|0.0472|0.0287|2.96|0.0|0.0|9.93e-07|0.000295|-0.03482|3.8901|-1279.084677|-1279.060907|491.18|809.96|318.72|0.2178|0.70081|0.70081|-1278.971649|0.2178|-0.16142|4.5773|-0.19624|0.02377006|6.9338|1.6|5.7959
14v_a23|0.0|0|1|0.0|-4.844615416|2|0|1.1979575059999998|5.351858133|-0.299484129|2|0.055572317|-0.8122700340000001|-0.002390707|-0.015149431|-0.0004039459999999|-0.0962526|-0.650246427|2|0.132882353|-0.022236834|0.845160857|0.575188253|1|-0.067342061|-0.09479984|0.019811827|-62.61276875|13.08518422|78.86310829|0.083394725|55.07999434|8.64241561|-2.180396311|76.42257099|-28.23713101|0.457213347|3399.4261450000004|605.3933675|-18.64987284|0.211671341|7.743452839|14.26610767|0.84234449|8458.789829000001|-951.143515|35.81898321|1.0|3.62|3.46|0.09|-7.95|3.97|6.18|114.25|3.04|2.0|1.0|0.0|1.0|8.0|-5.94|0.0|-6.0|1.29e-07|6.38e-05|0.0004969999999999|4.76|0.0|0.0|1.12e-08|5.57e-06|-0.07843|3694.0|-2042.182282|-2042.161744|679.5|1206.02|335.64|348.0|0.6017100000000001|0.6017100000000001|-2041.93452|348.0|-0.1524299999999999|4.5506|-0.2308599999999999|0.02053833|6.3758|4.0|8.4001
8d_a12|0.0|1|1|2.976279182|0.0|0|1|1.283835213|4.59511985|-0.048642535|2|0.0276482139999999|-0.376778003|0.000925796|-0.046326855|0.001575111|0.00930483|-0.484923957|1|-0.091036025|-0.080872311|0.8078610759999999|0.8405406040000001|1|-0.077834742|-0.103548595|0.011348654|-57.57034769|6.309558958999999|90.34024296|0.141289888|78.55353315|3.507952014|-1.760326118|64.53435462|-21.74879802|0.465113852|2466.513191|477.4206699|-12.09177064|0.166136296|6.93584319|12.96695233|0.8695567329999999|5255.11762|-544.129679|26.08195789|2.0|4.06|2.23|0.1|-8.37|3.87|2.67|65.96|2.83|2.0|0.0|0.0|1.0|4.0|-5.96|1.0|-4.61|2.64e-05|0.0093|0.0085799999999999|3.51|0.0|0.0|4.23e-09|1.49e-06|-0.05488|3.7397|-1138.296407|-1138.256361|600.2|1007.85|331.53|0.2871|0.6661|0.4997399999999999|-1138.086709|0.0853|-0.15306|2.1281|-0.20794|0.04004678|3.0277|25.0|7.6021
11_a1|0.0|1|0|3.3361517380000003|0.0|0|1|1.430935838|5.351858133|-0.196819043|1|0.08043435|-0.867849442|-0.0127744789999999|-0.044235537|-0.009578125|-0.07452948|-0.563650254|1|-0.069193862|-0.075188762|0.8086124090000001|0.7846345840000001|0|-0.131972845|-0.126108875|0.034974992|-74.35738693|20.62225192|274.39137789999995|0.404475497|238.4902806|12.15946748|-2.143850877|89.80732824|-28.7289904|0.47723847|2697.640232|351.1382199|-16.93943154|0.248121855|7.43666407|14.2257294|0.912918113|5798.645137|-745.3349875|38.20963621|2.0|3.25|2.31|0.05|-7.47|4.28|4.23|97.33|1.95|1.0|0.0|0.0|1.0|6.0|-6.27|0.0|-4.66|8.48e-06|0.00327|0.00838|3.35|0.0|0.0|3.35e-08|1.29e-05|-0.06546|3.1924|-1312.462371|-1312.4282380000002|614.86|1036.18|388.38|0.5573|0.68162|0.69914|-1312.241032|0.3201|-0.12916|5.0526|-0.19462|0.03413353|7.1743|0.17|6.7696
9_a4|0.0|0|0|0.0|0.0|1|1|1.300485838|5.4161004020000005|0.016639331|2|-0.019160308|-0.064266379|0.010709527|-0.0454860859999999|0.009731833|-0.0475186259999999|-0.172904817|2|-0.151437311|-0.072130166|0.861113198|0.58669472|1|-0.052625548|-0.069566741|0.009037784|-37.85762102|4.918284148|13.6577411|0.062897208|34.22811902|2.676487872|-1.113067849|43.71760622|-14.08655666|0.43745176|2359.945586|509.9632679|-7.665782805|0.207109566|5.744374392999999|10.21134541|0.777625327|5387.230364999999|-329.6286606|17.76608225|0.0|3.18|3.37|0.19|-8.16|5.14|5.07|43.6|3.15|2.0|0.0|0.0|1.0|3.0|-5.56|1.0|-5.15|1.73e-05|0.0062299999999999|0.00255|4.14|0.0|0.0|6.9e-09|2.49e-06|-0.05256|4.0137|-1489.554198|-1489.533032|586.24|999.93|308.91|0.1217|0.5182100000000001|0.6464|-1489.36688|0.0584|-0.16948|4.4343|-0.22204|0.02116575|5.4739|48.0|7.3188
4k_a46|0.0|0|0|0.0|0.173180233|1|1|1.134637098|5.587248657999999|-0.088084767|1|-0.104665424|-0.252970193|0.006550513|-0.1032662209999999|0.006050983|0.008544799|-0.3860697829999999|1|-0.003017362|-0.141706595|0.787615341|0.784722915|0|-0.091943864|-0.086581945|0.007038271|-46.76051618|3.801175594|171.92614719999997|0.121088629|65.39662252|2.052909907|-1.471893066|50.48291318|-16.56101615|0.417368922|2104.876032|474.67574630000007|-8.94414722|0.126761926|5.726809252000001|9.829220349|0.7163519709999999|4685.0322320000005|-429.3190666|18.96506421|1.0|3.8|3.03|0.33|-6.61|4.26|4.77|50.94|2.84|1.0|0.0|0.0|1.0|3.0|-5.46|1.0|-4.83|1.5e-05|5.0|0.0049299999999999|4.05|0.0|0.0|2.48e-07|8.28e-05|-0.01712|4.4485|-1053.433249|-1053.396715|582.84|1001.96|278.71|0.2259|0.39943|0.68553|-1053.196897|0.1505|-0.18542|4.0015|-0.20254|0.03653474|5.7714|0.08|7.0969
15c_a22|0.0|0|0|0.0|0.0|1|0|1.42291727|4.727387819|-0.018518519|2|-0.026986769|-0.298463715|0.003784292|0.006275578|0.004362505|-0.0917078119999999|-0.364626967|2|-0.096749121|0.010828071|0.8353837409999999|0.639264982|1|-0.067475429|-0.080088202|0.024561528|-57.66130245|17.68362419|36.22825261|0.133414786|96.05497587|12.731723|-1.60176404|75.52188549|-21.75898206|0.462157867|3079.491787|623.9175171|-15.66586856|0.338224886|8.626398368|16.03890406|0.859281634|6882.442370999999|-830.2910335|32.87972244|1.0|3.49|2.85|0.08|-9.28|3.9|4.18|109.38|1.08|1.0|0.0|0.0|1.0|6.0|-6.96|0.0|-4.62|1.39e-05|0.00618|0.0107|2.9|0.0|0.0|5.269999999999997e-10|2.35e-07|-0.07399|3674.0|-1460.602657|-1460.571156|715.42|1241.07|337.46|0.5082|0.30831|0.69113|-1460.324493|0.0694|-0.15408|7.382000000000001|-0.22807|0.03150096|9.0393|737.0|6.1325
14a_a22|0.0|0|0|0.0|0.0|1|0|1.4229176680000002|4.727387819|-0.052476637|2|0.021482585|-0.280236463|0.005288335|-0.015194063|0.005757758|-0.097476465|-0.360663314|2|-0.09744639|-0.027029438|0.794858486|0.655865336|1|-0.062215607|-0.081479363|0.021268761|-55.51601021|14.49148204|93.21042936|0.135922381|92.61079081|9.873779458|-1.629587269|70.33046351|-21.35231162|0.446584227|2885.858295|588.739773|-14.54840956|0.299209593|8.052850876|14.55117701|0.8069597009999999|6348.976909|-756.5172972|30.46889826|1.0|3.42|2.86|0.08|-9.21|3.87|4.31|85.59|1.73|1.0|0.0|0.0|1.0|5.0|-6.61|0.0|-4.68|2.25e-05|0.00945|0.00881|3.18|0.0|0.0|6.1e-10|2.56e-07|-0.06145|3.5707|-1368.35698|-1368.321586|695.62|1191.81|347.23|0.3051|0.45928|0.63156|-1368.075682|0.0578|-0.15029|4.9775|-0.21174|0.03539365|6603.0|38.0|7.4202
