molecula|SddssS|NaaNH|SssssC|SRW09|nAHRing|BCUTs-1|SaasN|AATSC1s|n6HRing|MATS7i|AATSC1are|AATSC8d|n5aRing|n5aHRing|MATS1i|MATS1c|n6aHRing|BIC2|MATS8d|SIC2|GATS1pe|nFaHRing|FNSA5|FPSA3|PNSA3|PNSA5|PPSA3|RNCS|TPSA_x|FNSA4|WPSA3|RPCS|FNSA1|FNSA2|PNSA4|DPSA3|GRAVp|PNSA2|MOMI-Z|WNSA4|GRAV|PPSA1|WNSA2|DPSA1|DPSA2|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Num. of Aromatic heavy atoms|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Log Po/w MLOGP|Leadlikeness|Molar refractivity|Veber filter|Num. of Rotatable bonds|Log S (Ali)|Log Kp (cm/s)|Molecular Mass|Egan filter|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
11d_a5|0.0|1|0.0|6.605297921|0|1.388848584|0.0|0.001099755|2|-0.125546291|0.008307337|0.01948342|1|1|-0.12451554|-0.22897714|2|0.783891527|0.036918829|0.831190148|0.755793189|0|-0.0847408619999999|0.012828514|-40.04753555|-53.84338206|8.151092424|61.45330587|82.02685783|-0.029333375|5.179111638|0.0|0.712305422|-1.525335513|-18.63809379|48.19862797|2540.78984|-969.1808771|900.3825317|-11.84243331|5283.02167|182.7978704|-615.8065323|-269.7929124|1360.625438|11.51307533|1.0|1.0|1.0|1.0|1.0|3.13|3.37|23.0|4.41|4.14|1.42|1.0|114.29|0.0|7.0|-4.14|-6.47|385.46|0.0|3.28|7.2e-05|0.0278|0.0198|3.07|0.0|0.0|2.31e-09|8.909999999999999e-07|2.59|4107.0|-1239.127458|-1239.093739|682.09|301.89|507.0|280.66|594.45|-1238.855022|0.2068|2.8731|-0.20529|0.03371838|-1238.914819|3.7008|15.0|7.8239|7.8239
6_a3|0.0|0|0.0|6.823286122000001|0|0.605016564|0.0|-0.106234254|2|-0.025021661|-0.007540435|0.032782484|1|1|0.020589494|-0.594308852|2|0.790667152|0.055002252|0.8632654590000001|0.773152968|1|-0.098669224|0.010921391|-52.01903278|-49.23401228|5.449560482000001|236.2008316|108.118071|-0.037726468|2.7192240510000003|77.06094911|0.80281499|-1.282699916|-18.8247694|57.46859326|2196.107822|-640.0421597|1899.385061|-9.393191593|4992.54948|98.39146166|-319.3685142|-302.19751|797.2473951000001|7.485963593999999|1.0|1.0|1.0|1.0|1.0|3.05|2.65|21.0|4.96|4.66|2.11|1.0|95.5|0.0|2.0|-5.44|-5.68|338.81|0.0|3.63|3.67e-06|0.00124|0.00455|3.79|0.0|0.0|3.28e-08|1.11e-05|3.09|3.3963|-1731.735113|-1731.7043199999998|524.88|365.05|0.1997|212.74|366.93|-1731.602363|129.0|2.8131|-0.21179|0.03079258|-1731.6508010000002|3.7185|1778.0|5.7501|5.7501
13d_a5 (GW788388)|0.0|1|0.0|6.605297921|1|1.236844097|0.0|-0.009710199|3|-0.092509033|0.002956745|0.024793388|1|1|-0.010147323|-0.3706975529999999|2|0.78479342|0.047169811|0.834800344|0.71006207|0|-0.0844793|0.014571846|-57.42492153|-55.87383979|9.637686167|151.3669372|149.40573999999998|-0.0291837579999999|6.374277851|44.69922692|0.669182121|-1.605106706|-19.30187193|67.0626077|2834.036315|-1061.602956|1377.863026|-12.76608229|6122.792779|218.7999323|-702.1345259999999|-223.7910275|1586.418589|14.57821204|0.0|1.0|1.0|1.0|2.0|3.21|2.74|23.0|4.56|4.11|1.37|1.0|121.68|0.0|6.0|-4.35|-6.94|425.48|0.0|3.11|4.429999999999999e-05|0.0189|0.0192|2.75|0.0|0.0|1.45e-09|6.16e-07|3.81|4.1706|-1390.589662|-1390.548362|707.09|297.28|0.5251|269.0|532.01|-1390.294368|0.1549|2.4867|-0.22841|0.04130059|-1390.355751|3355.0|18.0|7.7447|7.7447
19g_a38|0.0|1|0.0|7.412764017000001|2|1.297044182|0.0|-0.117921811|2|-0.037579797|-0.006877664|-0.046735135|1|1|-0.098027247|-0.438254637|1|0.836170906|-0.076414544|0.892249657|0.632625562|0|-0.114243258|0.022953686|-54.62049927|-72.29378538|14.52522351|137.56612280000002|177.181631|-0.038842708|9.191644336|18.41027014|0.719941993|-1.942135378|-24.57988703|69.14572278|2897.384301|-1228.994351|2506.378649|-15.5542928|6631.17356|177.2223055|-777.7146399000001|-278.3610963|1707.074131|14.48726605|1.0|1.0|1.0|1.0|3.0|4.82|2.52|17.0|3.55|3.11|2.78|1.0|125.65|0.0|5.0|-4.25|-6.81|419.43|0.0|2.97|5.68e-05|0.0238|0.0196|2.88|0.0|0.0|7.599999999999999e-08|3.19e-05|3.66|3.6887|-1431.419426|-1431.386981|638.82|336.12|0.2285|234.97|475.84|-1431.186566|0.0962|5.0677|-0.20748|0.03244515|-1431.244906|6.1765|42.0|7.3778|7.3778
8_a47|0.0|0|0.0|7.252053952000001|0|1.24688044|0.0|-0.099564745|2|-0.087101663|-0.008756|-0.14203855|0|0|-0.00158075|-0.4497577479999999|2|0.7847248109999999|-0.223459904|0.842571655|0.659210804|1|-0.091482011|0.008687692|-44.09728708|-53.11155658|5.043798869|90.32612351|87.2263982|-0.035797309|2.928269795|0.0|0.819702033|-1.646676195|-20.78278301|49.14108595|2621.772106|-956.0080185|2217.264922|-12.06582525|6219.278078|104.6752861|-555.0279614|-371.2177396|1166.287236|7.509972037000001|1.0|1.0|0.0|1.0|2.0|3.02|3.21|22.0|5.67|6.77|3.9|2.0|113.97|0.0|4.0|-6.59|-4.79|405.85|1.0|5.03|2.56e-07|0.000104|0.000263|5.61|0.0|0.0|5.62e-10|2.28e-07|4.91|3.6696|-1686.068471|-1686.0356350000002|621.06|337.87|0.2249|337.87|433.38|-1685.8518170000002|0.2249|3585.0|-0.2085199999999999|0.03283575|-1685.908004|4.6281|0.05|7.3|7.3
12y_a36|0.0|1|0.0|7.412764017000001|2|1.29704385|0.0|-0.065314765|2|0.036174187|0.002782748|-0.028440975|1|1|-0.095253274|-0.434990282|1|0.820226782|-0.0498101409999999|0.873588247|0.856135378|0|-0.098532865|0.019404665|-51.48548385|-66.24017399|13.04507243|114.430624|109.55137340000002|-0.036493654|8.769742642|14.40618351|0.755735734|-1.970657299|-24.53339777|64.53055627|2793.629988|-1324.80348|2304.463084|-16.49293906|6082.16777|164.2102614|-890.6187094000001|-343.8442493|1752.9983309999998|12.59396622|1.0|0.0|0.0|0.0|2.0|4.88|0.0|17.0|3.62|2.42|2.38|1.0|133.84|0.0|6.0|-4.58|-6.34|407.47|0.0|2.37|2.6e-05|0.0106|0.0115|3.45|0.0|0.0|9.66e-08|3.94e-05|3.83|3.8794|-1310.350902|-1310.315063|702.38|319.6|0.4358|319.6|532.91|-1310.077567|0.4358|6.1376|-0.20673|0.03583863|-1310.137888|8249.0|12.0|7.9208|7.9208
7_a4|0.0|0|0.0|7.535296702|1|1.343865525|2.060422336|-0.003297033|2|-0.07290303|0.008409909|0.04206117|1|1|-0.042220092|-0.174410426|2|0.8046449179999999|0.0707653759999999|0.87010589|0.518356619|1|-0.071288428|0.01470626|-32.72992462|-35.88407105|7.402610584|14.01468959|87.67070691|-0.026733161|3.726212114|79.08210981|0.7179916670000001|-1.06932642|-13.45652664|40.13253521|2286.169166|-538.2610657|1915.566579|-6.773539148999999|5022.496714|141.9530115|-270.9415659|-219.4585767|749.6759227000001|8.456594282000001|1.0|1.0|0.0|1.0|0.0|3.05|2.7|21.0|4.42|4.67|2.82|0.0|95.07|0.0|2.0|-3.81|-6.03|330.36|0.0|3.56|0.000156|0.0514|13.0|3.22|0.0|0.0|3.49e-08|1.15e-05|2.91|4.0379|-1089.870249|-1089.847072|538.92|307.05|0.0697|307.05|365.73|-1089705.0|0.0697|3.9832|-0.2219199999999999|0.02317758|-1089.753885|4926.0|151.0|6821.0|6821.0
14a_a3|0.0|0|0.0|6.823286122000001|0|0.6050202020000001|0.0|-0.1160619169999999|3|-0.143740653|-0.00603969|-0.172643335|1|1|-0.050943323|-0.582572884|3|0.7574238740000001|-0.287221775|0.822587422|0.8255789570000001|1|-0.094609848|0.0140376889999999|-45.12132248|-46.53709886|6.904918591|256.5548327|102.8554977|-0.036792719|3.396421044|83.70773843|0.7608768779999999|-1.324537874|-18.09776067|52.02624107|2160.698862|-651.519384|1186.412113|-8.902004327|4716.423352000001|117.6209094|-320.4721558|-256.6424807|856.2743893999999|9.307045698|0.0|1.0|1.0|1.0|1.0|3.27|2.2|21.0|4.28|3.71|1.04|0.0|93.25|0.0|2.0|-4.45|-6.42|319.38|0.0|2.76|3.54e-05|0.0113|0.0327|2.58|0.0|0.0|1.28e-07|4.08e-05|2.44|3.2363|-1327.513792|-1327.485188|528.91|383.1|0.4524|383.1|373.85|-1327.354384|0.4524|3.5358|-0.19946|0.02860456|-1327.403067|4.6689|0.03|7.5229|7.5229
47u_a18|0.0|0|0.0|7.03438793|1|1.251177393|0.0|-0.0872206669999999|0|0.008108241|-0.000829573|-0.033209663|0|0|-0.126628013|-0.539738821|0|0.7517870059999999|-0.053126304|0.7960273840000001|0.646724968|0|-0.092271172|0.02068926|-62.99873374|-64.32800179|14.42377665|86.37253771|180.5187465|-0.0344062|10.0557163|77.59162925|0.721837463|-2.029965788|-23.98671253|77.42251040000001|2965.254516|-1415.216039|1415.590236|-16.72263667|6837.350959|193.9244919|-986.6355633|-309.31352410000005|1960.574384|14.73941472|0.0|0.0|1.0|0.0|2.0|3.98|0.0|18.0|3.15|3.02|2.95|3.0|133.53|0.0|8.0|-5.69|-6.31|455.51|0.0|2.6|2.05e-06|0.000932|0.00472|3.9|0.0|0.0|6.34e-09|2.89e-06|9.34|3.1186|-1510.182477|-1510.153552|738.53|397.57|0.5849|397.57|646.45|-1509.771642|0.5849|4.4624|-0.19109|0.02892505|-1509.839543|5.8058|1.97|5.7055|5.7055
2_a4|0.0|0|0.0|6.605297921|1|1.189716144|0.0|-0.103346554|1|0.08246129|-0.001386521|0.076479666|0|0|0.147657684|-0.3881618|1|0.802438682|0.1355918559999999|0.847373823|0.912872667|0|-0.105102755|0.006330673|-49.45826819|-44.27948986|2.667094277|166.102249|108.4760726|-0.0379537729999999|1.123639184|0.0|0.843107708|-1.366335816|-15.98981578|52.12536246|1623.668791|-575.6333682|910.3327882|-6.736463618999999|3396.86527|66.09827364|-242.5126903|-289.1005902|682.7518749|4.657326379|0.0|1.0|0.0|0.0|2.0|3.33|0.0|12.0|2.12|0.83|1.63|0.0|79.59|0.0|2.0|-2.18|-6.69|253.3|0.0|1.24|0.0066|1.67|434.0|1.62|0.0|0.0|1.4800000000000002e-05|0.00374|2.46|3.2230000000000003|-819.9326497000001|-819.8996124|458.73|384.69|0.1315|210.28|333.36|-819.771754|0.0008|1.7717|-0.16226|0.033037353|-819.8174190000001|3.0946|31.0|7.5086|7.5086
12q_a30|0.0|0|-4.76444841|7.412764017000001|2|0.60498366|0.0|-0.27228842|2|-0.016509571|-0.00695299|-0.021542639|1|1|-0.077457998|-0.636798458|1|0.816138015|-0.032887649|0.867367115|0.593245722|0|-0.115589613|0.014790072|-59.52322773|-78.7683329|10.07866809|82.72757145|105.1162273|-0.045799658|6.868090132000001|0.732186841|0.820640722|-2.427381881|-31.21009417|69.60189582|3305.289025|-1654.134991|2844.418547|-21.2680622|7990.060758|122.2240555|-1127.2072970000002|-437.0000797|2015.662819|11.29774462|1.0|0.0|1.0|0.0|1.0|4.73|0.0|17.0|4.43|4.78|2.82|2.0|133.96|0.0|7.0|-6.7|-5.66|482.48|0.0|3.42|1.99e-07|9.63e-05|0.000579|5.05|0.0|0.0|6.61e-08|3.19e-05|5.52|3.4834|-1988.033527|-1987.999444|713.16|355.93|0.1817|245.16|537.96|-1987.781386|0.1515|5.5755|-0.19897|0.03408298|-1987.847256|6.821000000000001|36.0|7.4449|7.4449
12_a4|-3.2834578760000004|0|0.0|7.535296702|1|0.295190368|2.070952433|-0.271149771|2|-0.0334644329999999|0.005795666|0.028152112|1|1|-0.051501982|-0.220286906|2|0.8157155359999999|0.04172421|0.8749408470000001|0.531333552|1|-0.074699711|0.01168879|-41.69390404|-44.33087544|6.936764267999999|15.80191019|115.5823166|-0.025916226|4.116653575|7.519189887|0.717772573|-1.269895089|-15.38009964|48.6306683|2927.48584|-753.6248824|1962.933988|-9.127388465|6390.233612|167.4891205|-447.2420348|-258.476202|1049.9494|9.260141177|1.0|0.0|1.0|1.0|0.0|3.41|2.94|21.0|3.69|4.98|2.17|1.0|113.02|0.0|4.0|-4.18|-6.84|404.48|0.0|3.3|6.57e-05|0.0266|0.0188|2.72|0.0|0.0|1.45e-08|5.85e-06|6.12|3.8083|-1617.861623|-1617.826064|640.67|325.57|0.1194|255.16|503.28|-1617.57796|0.0464|7.8701|-0.2312199999999999|0.03555871|-1617.634733|10.1971|9.29|5032.0|5032.0
17a_a50|0.0|0|0.0|7.934155233999999|1|1.349854788|4.319202937|0.009691515|1|-0.109740063|0.012510153|-0.131632653|2|2|-0.239713023|-0.220088198|1|0.784570118|-0.215448852|0.828062407|0.732114362|1|-0.078525868|0.013784807|-29.57096251|-51.14229199|8.977762705|10.03717565|50.14419437|-0.0280449529999999|5.847033234|84.34722313|0.7899109000000001|-1.570517366|-18.26510428|38.54872522|2644.4486420000003|-1022.84584|1799.721631|-11.89568886|5718.782531|136.82673369999998|-666.1585759999999|-377.6260803|1294.887612|7.556715901|1.0|1.0|1.0|1.0|0.0|3.95|3.29|20.0|3.39|4.14|2.3|1.0|121.78|0.0|6.0|-3.99|-6.44|398.5|0.0|3.27|0.000102|0.0408|0.0144|3.23|0.0|0.0|1.75e-07|6.97e-05|3.08|4.0477|-1258.566007|-1258.540058|705.96|306.31|0.1817|291.88|616.93|-1258.260865|0.1754|6.2113|-0.1992|0.02594911|-1258.322582|8.2991|85.0|7.0706|7.0706
34_a47|0.0|0|0.0|6.842683282|0|1.40499556|1.883479676|-0.064842466|3|-0.094313757|0.003530307|0.078153957|1|1|-0.1430639269999999|-0.2829549719999999|3|0.833786184|0.128336294|0.89234354|0.609110565|1|-0.090141168|0.019723558|-34.3104683|-49.91779281|10.92238452|31.17423189|96.32577107|-0.029348287|6.048527453999999|0.0|0.653993216|-1.261976347|-16.25230464|45.23285281|2371.236125|-698.8490993|918.6458674|-9.000096143|5105.274301|191.6093987|-387.0041342|-170.55473480000003|1068.587688|12.74960652|1.0|1.0|1.0|1.0|1.0|3.19|3.0|21.0|3.34|4.52|1.75|0.0|99.09|0.0|4.0|-3.57|-6.66|348.38|0.0|3.02|0.000267|0.0929|0.0436|2.49|0.0|0.0|3.36e-08|1.17e-05|2.41|3.8892|-1162.4815230000002|-1162.450678|585.79|318.79|0.2309|294.66|436.88|-1162.283641|0.1718|4.4605|-0.21536|0.03084502|-1162.33788|6.2235|2.0|8.7|8.7
14i_a23|0.0|0|0.0|7.423568444|0|1.197963212|3.2692375460000003|-0.130330047|2|0.040408197|0.002243702|-0.026731172|2|2|-0.017918675|-0.569707595|2|0.8025091329999999|-0.04255066|0.864206467|0.7333675390000001|1|-0.096562208|0.0214262489999999|-60.8283953|-66.02703063|14.65077903|324.811841|151.83084580000002|-0.039760909|10.01786784|93.48624142|0.7780956840000001|-2.027806362|-27.18760085|75.47917433|3097.406945|-1386.567643|2447.1741030000003|-18.59026006|7030.347905|151.7330992|-948.103263|-380.3109456|1782.001457|13.18112713|0.0|0.0|1.0|0.0|2.0|3.56|2.64|26.0|2.57|3.12|2.28|1.0|128.38|1.0|6.0|-5.21|-7.33|454.51|1.0|2.61|6.11e-06|0.00278|0.0183|2.46|0.0|0.0|1.11e-07|5.03e-05|4.64|3.6931|-1798.64228|-1798.608335|715.68|335.72|0.3639|335.72|580.74|-1798.371346|0.3639|5.9563|-0.23121|0.03394466|-1798.434186|8.3755|3.0|8.4622|8.4622
8c_a32|0.0|1|0.0|7.765993078999999|0|0.609420757|0.0|-0.04699673|0|-0.026467635|-0.003484915|-0.0682721729999999|3|3|-0.0852122769999999|-0.578242111|0|0.845443342|-0.11492754|0.8966299409999999|0.7507116140000001|1|-0.097480366|0.016240436|-46.47597924|-58.93213925|9.818219446|126.6561213|119.85432240000002|-0.027548799|5.935643221|78.19443734|0.600684883|-1.267244762|-16.654735000000002|56.29419869|2571.62241|-766.1178102000001|3038.837633|-10.06868562|5773.240734|241.4075262|-463.1595384|-121.7388847|1275.407176|15.43301109|1.0|1.0|1.0|1.0|2.0|3.46|2.82|19.0|6.49|4.19|1.1|1.0|110.47|1.0|7.0|-5.82|-6.45|397.52|1.0|3.56|1.5e-06|0.000597|0.0164|3.21|0.0|0.0|2.23e-08|8.86e-06|4.28|3.5673|-1880.764533|-1880.733377|646.97|347.56|0.3272|347.56|516.78|-1880.537558|0.3272|8.4922|-0.18873|0.03115673|-1880.597039|10.2656|37.0|7.4318|7.4318
21_a10|0.0|0|0.0|7.535296702|1|1.343837211|2.093218896|-0.085463279|2|-0.032405474|0.001533145|-0.003554514|1|1|-0.0236638829999999|-0.4636733179999999|2|0.7620337359999999|-0.005970601|0.81962595|0.68876002|1|-0.084654798|0.018892889|-64.32920271|-59.80834512|13.34776629|240.7558768|159.11338909999998|-0.03292131|9.430154402|74.3822498|0.704106635|-1.777750751|-23.25880088|77.676969|3104.255496|-1255.975247|2701.142106|-16.4322688|7048.414464|209.0477207|-887.342515|-288.401376|1783.785559|15.99425187|1.0|1.0|1.0|0.0|1.0|3.5|3.17|27.0|4.47|5.6|2.81|2.0|128.59|0.0|5.0|-5.77|-6.07|448.47|0.0|4.04|1.69e-06|0.0007599999999999|0.0014|4.17|0.0|0.0|1.94e-09|8.68e-07|5.57|3.8599|-1485.499561|-1485.461532|716.1|321.21|0.2574|208.04|517.44|-1485.216871|0.1489|1.5138|-0.2226|0.03802869|-1485.278495|1.1872|4.8|5.3188|5.3188
21_a34|0.0|0|0.0|8.002694162000001|2|1.425532331|1.88614418|-0.091664226|1|-0.125881566|-0.001643445|-0.009996155|1|1|-0.254686357|-0.514364527|1|0.740092842|-0.015568862|0.796991578|0.660871869|0|-0.117789944|0.034163186|-63.96857813|-79.03896823|22.9240533|168.9671187|217.1470086|-0.041572921|15.38241267|77.34839362|0.728260094|-2.120218984|-27.89610644|86.89263143|3115.110331|-1422.701428|2429.6035|-18.7187412|7048.305909000001|182.341897|-954.6558014|-306.332473|1953.562249|16.08669155|0.0|0.0|1.0|1.0|0.0|3.43|3.52|23.0|3.64|3.23|1.72|1.0|122.59|0.0|4.0|-4.5|-6.83|438.43|0.0|3.03|3.14e-05|0.0138|0.0085|3.02|0.0|0.0|2.07e-08|9.06e-06|7.78|3091.0|-1483.3359380000002|-1483.305698|698.17|401.11|0.2174|288.26|530.93|-1483.057743|0.0002|5.3432|-0.20872|0.03023936|-1483.12009|7.9399|3.36|5.4737|5.4737
14ae_a23|0.0|0|0.0|7.423568444|0|1.1979624290000002|3.338149829|-0.029948314|2|0.026913008|0.008996289|0.0289586779999999|2|2|-0.143336826|-0.363230717|2|0.7830067820000001|0.0469453379999999|0.8356326820000001|0.7317531540000001|1|-0.087074783|0.03467374|-46.69131269|-62.38566188|24.84237243|111.4422142|91.4475768|-0.0269140239999999|17.79858399|110.5716332|0.53040766|-1.480271319|-19.28284095|71.53368511|3212.850883|-1060.556252|2575.36078|-13.81539807|7308.981869|336.444465|-759.846894|-43.57178809|1999.511567|24.70935041|0.0|0.0|1.0|1.0|1.0|3.74|3.76|26.0|3.48|4.03|2.42|2.0|133.27|0.0|7.0|-5.8|-6.68|471.53|0.0|3.44|1.6e-06|0.000753|0.0038799999999999|3.52|0.0|0.0|2.49e-08|1.17e-05|2.99|3.6036|-1858.967022|-1858.952529|751.57|344.06|0.3205|344.06|627.57|-1858.675325|0.3205|7.0211|-0.21659|0.01449323|-1858.7404850000005|9.5944|2.0|8.6038|8.6038
17g_a50|0.0|0|0.0|7.934155233999999|2|1.320916184|4.377239517|0.052557574|2|-0.05611228|0.012079|-0.1155555559999999|2|2|-0.200725906|-0.213708251|1|0.738521694|-0.2126789369999999|0.7787714459999999|0.7276268779999999|1|-0.0706879109999999|0.014550016|-32.14758511|-47.17463902|9.710172008|10.60268439|52.94662161|-0.025918901|6.48022912|85.51402581|0.749948388|-1.555134042|-17.29736764|41.85775712|2821.3922|-1037.842058|1975.996014|-11.54365807|6102.424958|166.8756987|-692.6194843|-333.6136209|1383.884645|9.106383854|0.0|1.0|1.0|1.0|0.0|4.04|3.66|20.0|3.71|4.37|2.71|2.0|133.03|0.0|6.0|-4.46|-6.28|424.54|0.0|3.63|3.4899999999999995e-05|0.0148|0.0059|3.68|0.0|0.0|1.1e-07|4.6500000000000005e-05|3.22|4.0458|-1335.976491|-1335.946919|725.92|306.45|0.1795|306.45|559.45|-1335.631756|0.1795|7.0584|-0.19929|0.02957267|-1335.693266|9.1706|246.0|6.6091|6.6091
12c_a36|0.0|1|0.0|7.412764017000001|2|1.29696741|0.0|-0.04162109|2|0.085843909|0.0005016269999999|-0.056994595|1|1|-0.103922055|-0.4423430339999999|1|0.819222745|-0.097861598|0.8741648479999999|0.8065052890000001|0|-0.105624703|0.019582215|-47.12722334|-67.84435546|12.5779546|60.79111287|102.2992907|-0.038024893|8.079011794|6.546878962999999|0.75500974|-1.901244658|-24.42396797|59.70517794|2785.47514|-1221.198398|2365.641348|-15.68788659|6256.172329|157.3609748|-784.3943293|-327.5932797|1617.460455|12.38318928|1.0|0.0|0.0|0.0|2.0|4.74|0.0|17.0|3.35|2.54|2.51|1.0|128.76|0.0|5.0|-4.44|-6.49|415.88|0.0|2.34|3.64e-05|0.0151|0.0106|3.31|0.0|0.0|6.65e-08|2.77e-05|3.79|3.8436|-1692.540795|-1692.511019|672.74|322.58|0.3927|322.58|509.61|-1692.312906|0.3927|4.9812|-0.2082699999999999|0.02977602|-1692.3713309999998|6.6973|9.0|8.0458|8.0458
7_a47|0.0|0|0.0|0.0|0|1.304326965|0.0|-0.143650735|2|-0.128433676|-0.0091074509999999|-0.0781924059999999|0|0|-0.021071408|-0.46105149|2|0.817389583|-0.124285418|0.8755534909999999|0.671549194|1|-0.095957591|0.008915606|-45.82735481|-54.113260200000006|5.027768049|103.5602725|86.09912617|-0.036250645|2.8353037860000003|0.0|0.816979353|-1.631279045|-20.44278719|50.85512286|2491.885862|-919.9254234|1968.695833|-11.52827882|5958.904826|103.2106353|-518.7725468|-357.5076454|1126.008167|7.36009799|1.0|1.0|0.0|1.0|2.0|2.96|3.14|22.0|5.63|6.52|3.69|2.0|111.28|0.0|4.0|-6.47|-4.8|393.84|1.0|4.89|3.41e-07|0.000134|0.000345|5.49|0.0|0.0|3.52e-10|1.3900000000000001e-07|5.08|3.7203|-1647.996662|-1647.963177|604.84|333.26|0.2144|333.26|455.81|-1647.7863539999998|0.2144|3406.0|-0.2073699999999999|0.03348545|-1647.841533|4.4255|25.0|7.6|7.6
5_a15|0.0|0|0.0|0.0|0|1.419941043|0.0|-0.044921287|2|0.0729170329999999|0.000420839|0.0118220069999999|0|0|-0.187421793|-0.340979744|2|0.704479781|0.020920163|0.74438723|0.7950674740000001|0|-0.0989946469999999|0.032616864|-45.57134103|-73.61131563|24.25353664|119.95308020000002|93.65193084|-0.0273088679999999|18.03465935|64.12413387|0.5089899720000001|-1.583914356|-20.30656983|69.82487767|2940.77098|-1177.78105|2179.757502|-15.09973885|6656.720346|365.1095806|-875.7848531999999|-13.36968593|2313.9572780000003|27.05181494|1.0|1.0|1.0|1.0|1.0|3.79|3.68|24.0|4.92|6.01|2.0|3.0|127.97|0.0|8.0|-6.16|-5.55|443.49|1.0|4.29|6.86e-07|0.000304|0.000967|4.86|0.0|0.0|2.25e-10|9.970000000000001e-08|4.36|3.6257|-1470.816175|-1470.779775|737.16|341.96|291.0|286.35|629.67|-1470.487858|0.0199|4.3576|-0.18553|0.03640044|-1470.55517|6.35|13.0|7.8861|7.8861
5_a4|0.0|0|0.0|7.535296702|1|1.343864516|2.166832955|0.02257929|2|0.012532807|0.011630756|-0.134215501|1|1|-0.0471580309999999|-0.164263889|2|0.767615203|-0.229773463|0.820886786|0.650346601|1|-0.0681917309999999|0.008047242|-27.26045038|-36.64215945|4.324106888|13.96974087|30.54859623|-0.025201292|2.323516519|46.53110402|0.807351587|-1.159259431|-13.54166762|31.58455727|2282.291204|-622.9167106000001|1896.178084|-7.276482574|5059.243919|103.5177395|-334.71819839999995|-330.3047347|771.5556899000001|5.125482045|1.0|1.0|1.0|1.0|0.0|3.27|3.08|21.0|4.89|4.67|2.88|1.0|104.89|0.0|3.0|-4.57|-5.57|340.42|0.0|3.89|2.72e-05|0.00925|0.0049299999999999|3.95|0.0|0.0|1.09e-08|3.71e-06|3.71|4.0239|-1069.27374|-1069.251223|595.55|308.12|0.1106|255.2|421.24|-1069.051141|67.0|2.7859|-0.21857|0.02251645|-1069.102899|3.1619|71.0|7.1487|7.1487
12ah_a36|0.0|1|0.0|7.412764017000001|2|1.297013411|0.0|-0.043678703|2|0.078459408|0.0005016269999999|-0.050147748|1|1|-0.103922055|-0.444563583|1|0.835013502|-0.0861053359999999|0.8910146309999999|0.8065052890000001|0|-0.1059368909999999|0.0184777819999999|-49.0084977|-68.45222166|11.93961081|82.70705743|110.8777131|-0.038137281|7.714903458999999|0.0|0.768906425|-1.906864035|-24.6427998|60.9481085|2786.56479|-1232.13999|2334.380591|-15.92320089|6015.129321|149.3235124|-796.1600443|-347.5133554|1602.457659|11.57242717|1.0|0.0|0.0|0.0|2.0|4.73|0.0|17.0|3.35|2.54|2.51|1.0|128.76|0.0|5.0|-4.44|-6.49|415.88|0.0|2.34|3.64e-05|0.0151|0.0106|3.31|0.0|0.0|6.65e-08|2.77e-05|3.79|3.7792|-1692.545871|-1692.512868|682.21|328.07|0.6729|237.25|532.36|-1692.3109559999998|0.0485|5.4979|-0.2107099999999999|0.03300341|-1692.369929|7.6265|11.0|7.9586|7.9586
