molecula|SddssS|NaaNH|SssssC|SRW09|nAHRing|BCUTs-1|SaasN|AATSC1s|n6HRing|MATS7i|AATSC1are|AATSC8d|n5aRing|n5aHRing|MATS1i|MATS1c|n6aHRing|BIC2|MATS8d|SIC2|GATS1pe|nFaHRing|FNSA5|FPSA3|PNSA3|PNSA5|PPSA3|RNCS|TPSA_x|FNSA4|WPSA3|RPCS|FNSA1|FNSA2|PNSA4|DPSA3|GRAVp|PNSA2|MOMI-Z|WNSA4|GRAV|PPSA1|WNSA2|DPSA1|DPSA2|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Num. of Aromatic heavy atoms|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Log Po/w MLOGP|Leadlikeness|Molar refractivity|Veber filter|Num. of Rotatable bonds|Log S (Ali)|Log Kp (cm/s)|Molecular Mass|Egan filter|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
7c_a10|0.0|0|0.0|7.535296702|1|1.343178184|2.1219657030000003|0.012145872|2|-0.1122332619999999|0.01006918|-0.066271289|1|1|-0.12177839|-0.215874011|2|0.7928588059999999|-0.105104647|0.84177174|0.6952665379999999|1|-0.0876410609999999|0.027436939|-29.66615908|-51.2378943|16.04055193|87.99694927|54.79389751|-0.0223398779999999|9.377842892|58.07647902|0.52630639|-1.139333798|-13.06063972|45.70671102|2616.8970870000003|-666.0926258|1881.379304|-7.635686595|6034.895823|276.93712|-389.4200163|-30.75918962|1265.598592|15.7764728|1.0|1.0|1.0|1.0|0.0|3.48|3.49|21.0|4.59|4.43|1.99|1.0|113.07|0.0|4.0|-4.44|-6.2|386.45|0.0|3.59|3.59e-05|0.0139|0.00793|3.46|0.0|0.0|1.66e-08|6.4e-06|2.76|3.8357|-1259.011598|-1258.985004|635.47|323.24|0.4049|228.47|488.89|-1258.744382|0.0921|3.9465|-0.20059|0.02659395|-1258.801509|5.0714|3.81|5.4191|5.4191
3_a20 (SB-525334)|0.0|1|-0.08980269|6.880384082000001|0|1.183765089|0.0|-0.053897691|2|0.001821898|0.001924142|-0.119584218|1|1|-0.169090412|-0.500412918|2|0.7186587|-0.17447922|0.76423988|0.7835436240000001|1|-0.0917096759999999|0.0123308269999999|-34.52869143|-51.80299691|6.965173618|43.70154849|70.23182172|-0.029269046|3.934338039|0.0|0.784910502|-1.375645142|-16.53287135|41.49386505|2243.481559|-777.0449536|1782.992456|-9.33873414|4905.195832|121.495147|-438.9205046|-321.8682802|989.9790502999998|6.654190521|1.0|1.0|1.0|1.0|1.0|3.37|2.82|21.0|5.2|4.69|1.69|1.0|104.59|0.0|3.0|-4.85|-5.74|343.42|0.0|3.63|1.42e-05|0.00489|0.00647|3.74|0.0|0.0|4.07e-09|1.4e-06|3.9|3.1728|-1086.585811|-1086.56485|605.71|390.77|367.0|248.86|498.74|-1086.329436|0.1171|3.7291|-0.20131|0.02096048|-1086.383308|4.8164|162.0|6.7905|6.7905
IN1166_a11|0.0|1|0.0|6.842683282|0|1.429020445|0.0|-0.008507023|2|0.018376555|-0.003356527|-0.037793156|1|1|-0.126749697|-0.462344944|2|0.765593573|-0.067328767|0.827254552|0.790249345|1|-0.0896538619999999|0.0200246639999999|-51.07061499|-61.90325275|13.82641888|112.0066065|94.40543077|-0.031642539|9.546719887|20.83871871|0.694302821|-1.6137695069999998|-21.84820685|64.89703387|2865.055175|-1114.258549|2953.475057|-15.08551944|6310.825439|211.0745642|-769.3614916|-268.3203251|1604.859603|14.86669859|1.0|1.0|1.0|1.0|2.0|3.51|2.79|27.0|5.01|4.53|0.92|1.0|123.82|0.0|5.0|-5.11|-6.52|417.47|0.0|3.31|7.74e-06|0.00323|0.00688|3.27|0.0|0.0|6.59e-11|2.75e-08|3.36|3.2827|-1347.298558|-1347.256659|704.48|377.7|0.3425|248.68|554.63|-1347.012407|0.1239|3365.0|-0.21098|0.04189898|-1347.073528|4.3481|12.0|7.9318|7.9318
5b_a50|0.0|0|0.0|7.927685046000001|1|1.397278957|4.190114953|-0.003549558|1|-0.052494624|0.012641727|-0.113846154|2|2|-0.1052449509999999|-0.140506919|1|0.791163321|-0.1866330389999999|0.855527513|0.6642694929999999|1|-0.061164973|0.012204641|-20.90908698|-31.07327358|6.200250541|6.656963127999999|21.02890062|-0.02140774|3.149876031|60.5565203|0.5887490470000001|-0.8563096170000001|-10.87564575|27.10933752|2183.545404|-435.0258302|1452.442728|-5.525088972000001|4577.809819|208.925351|-221.0035589|-90.17329003|738.8985723999999|11.68741316|1.0|1.0|0.0|1.0|0.0|3.37|2.91|20.0|3.15|4.02|2.4|0.0|96.89|0.0|2.0|-3.48|-6.03|312.37|0.0|3.11|0.000335|105.0|0.0202|3.06|0.0|0.0|1.37e-06|0.0004269999999999|2.81|4.0222|-990.6114185|-990.5849031|547.35|308.25|0.2749|220.09|411.9|-990.43875|0.1094|4.4181|-0.19252|0.02651535|-990.487545|6.1284|12.23|4.9126|4.9126
27a_a34|-3.727789|0|0.0|7.412764017000001|1|0.300206665|1.963136117|-0.456594848|1|-0.082271189|-0.012495918|-0.008138446|1|1|-0.158932197|-0.53047808|1|0.779284547|-0.012251785|0.832753533|0.749941528|0|-0.123191967|0.026573385|-74.78290605|-86.36649751|18.62986903|176.4623026|279.75296960000003|-0.043345322|13.06088842|22.69787432|0.764921711|-2.340647376|-30.38821209|93.41277507|3394.470264|-1640.9634529999998|2252.433058|-21.30433911|7104.26596|164.80691819999998|-1150.434312|-371.4586403|2145.269808|14.40875302|1.0|1.0|1.0|1.0|2.0|3.66|2.58|23.0|2.01|3.97|1.06|1.0|122.61|0.0|6.0|-4.96|-7.29|463.51|0.0|2.44|1.09e-05|0.00504|0.0159|2.59|0.0|0.0|2.44e-08|1.13e-05|7.38|4.1228|-1861.741982|-1861.695683|737.7|300.73|0.2896|247.91|598.18|-1861.468024|0.0203|10.8591|-0.20615|0.04629882|-1861.534743|13.9023|0.24|6.6198|6.6198
7h_a8|0.0|1|0.0|7.05012252|0|1.391840221|1.2793830309999998|-0.073219554|0|-0.016074683|0.00112124|0.0260356679999999|1|1|0.052081992|-0.382578949|0|0.7051689170000001|0.041366689|0.7677336090000001|0.507325475|0|-0.0934764819999999|0.011647275|-53.71230941|-53.88211443|6.71377223|70.28953528|131.9948047|-0.041038456|3.86998135|47.81104825|0.892830345|-1.6825766830000002|-23.65556243|60.42608164|2534.324886|-969.8780597|1919.19991|-13.63564064|5657.402114|61.77519141|-559.0612661|-452.8739011|1086.29603|5.061650885|1.0|0.0|1.0|0.0|1.0|3.12|3.2|23.0|5.52|5.49|4.27|2.0|101.89|0.0|3.0|-5.68|-5.27|373.35|0.0|4.63|2.09e-06|0.00078|0.00118|4.66|0.0|1.0|3.5e-09|1.31e-06|6.81|3.9282|-1285.182226|-1285.151298|593.53|315.62|0.3885|315.62|500.94|-1285.017252|0.3885|7.0847|-0.22875|0.03092828|-1285.0707960000002|9.1188|10.5|4.9788|4.9788
8a_a31|0.0|1|0.0|7.765993078999999|1|0.610138387|0.0|-0.158899731|0|-0.1480271209999999|-0.013230176|-0.01861065|2|2|-0.054025775|-0.520051508|0|0.837862749|-0.030149254|0.895174844|0.883113019|0|-0.136459435|0.0375544779999999|-60.46233433|-67.46619355|18.56711239|131.2406629|200.6591816|-0.0416959379999999|9.179668678|465.4559302|0.666437359|-1.501053781|-20.61467025|79.02944672|2128.209198|-742.1281291|1443.955093|-10.19199103|4538.505909|164.9149565|-366.9116769|-164.57484340000002|1113.575221|14.85788369|0.0|1.0|0.0|1.0|2.0|3.34|2.05|16.0|4.16|2.54|0.36|0.0|83.83|0.0|3.0|-3.57|-7.11|314.36|0.0|2.13|0.000269|0.0846|243.0|1.56|0.0|0.0|4.62e-06|0.00145|1.53|3.8097|-1347.541429|-1347.507102|538.75|325.45|0.2604|325.45|396.15|-1347.3959220000002|0.2604|3.7141|-0.18869|0.03432763|-1347.446223|5.3042|0.79|6.1024|6.1024
16d_a32|0.0|1|0.0|7.765993078999999|0|0.609420775|0.0|-0.087123461|0|0.0115077539999999|-0.00839148|-0.0517549079999999|3|3|-0.128753933|-0.68301199|0|0.8575664540000001|-0.0847953219999999|0.916850163|0.7689748270000001|1|-0.11491796|0.032003415|-53.23914436|-67.07571683|18.67986534|115.2070109|142.7146582|-0.036437402|10.90312918|48.61700321|0.615749698|-1.493933474|-21.26791022|71.91900971|2588.214866|-871.9843187999999|3152.666302|-12.41372827|5768.495166|224.2805611|-508.962859|-135.1223777|1416.134383|19.43393087|1.0|0.0|1.0|1.0|2.0|3.35|3.01|19.0|5.26|3.82|0.65|1.0|102.33|1.0|6.0|-5.65|-6.62|385.46|1.0|3.12|2.22e-06|0.000856|0.0257|2.86|0.0|0.0|2.55e-07|9.84e-05|3.78|3.6271|-1877.360551|-1877.332369|621.59|341.83|0.2915|341.83|489.97|-1877.185022|0.2915|3.2048|-0.20077|0.02818209|-1877.241687|3.8853|8.0|8.1135|8.1135
10_a15|0.0|0|0.0|0.0|0|1.4356889780000002|0.0|-0.0435725659999999|2|-0.0869138469999999|0.001740635|0.010152859|0|0|-0.120626133|-0.391156537|2|0.713794823|0.018211609|0.7585998270000001|0.7933685340000001|0|-0.101494566|0.010485777|-30.73805622|-59.05618983|6.101312009|6.497096666|38.90530741|-0.036384844|3.550143186|0.0|0.8301726490000001|-1.928396745|-21.17108692|36.83936823|2605.82709|-1122.067607|2305.991259|-12.31872585|6204.37804|98.81668286|-652.8924702|-384.2321709|1351.607534|6.751174337|1.0|1.0|1.0|1.0|1.0|3.58|3.64|24.0|5.32|6.3|2.87|2.0|119.95|0.0|6.0|-6.22|-4.97|397.47|1.0|4.69|5.99e-07|0.0002379999999999|0.000584|5.29|0.0|0.0|1.51e-10|5.99e-08|5.16|3.6448|-1281.088565|-1281.061184|631.2|340.17|0.1412|277.48|487.16|-1280.804272|0.0042|1.6654|-0.18958|0.02738146|-1280.862627|3.1460000000000004|7.0|8.1549|8.1549
47t_a18|0.0|0|0.0|7.03438793|1|1.25117758|0.0|-0.161517185|0|0.018018036|-0.006573438|-0.04785474|0|0|-0.068787175|-0.600890268|0|0.750103977|-0.074774521|0.796935152|0.688453085|0|-0.103295568|0.014067024|-79.78154029|-69.13537385|9.415011332|280.622476|219.5070758|-0.040580402|6.301435212|78.43695402|0.804531523|-2.272502492|-27.16032544|89.19655162|2872.533415|-1520.978225|1326.524873|-18.17831387|6603.597038|130.8263901|-1017.985577|-407.6438346000001|1890.514146|10.86870356|0.0|0.0|0.0|0.0|3.0|3.86|0.0|18.0|2.6|2.93|1.64|2.0|129.21|0.0|7.0|-5.58|-6.46|441.48|0.0|2.15|2.65e-06|0.00117|0.0075299999999999|3.57|0.0|0.0|3.09e-08|1.36e-05|9.4|3.1164|-1470.873743|-1470.836067|703.76|397.84|0.5502|397.84|601.36|-1470.528808|0.5502|7.7656|-0.19514|0.03767603|-1470.593659|9.6938|782.0|6.1068|6.1068
4m_a46|0.0|0|0.16407746|7.825245291|1|1.134637002|2.12888511|0.051308728|1|-0.302054595|0.011122528|0.007901235|1|1|-0.017992096|-0.098201489|1|0.747676221|0.011235955|0.7975218959999999|0.626578283|0|-0.0672468|0.010905551|-35.4774406|-35.43866734|5.74716122|6.161736337000001|26.89046601|-0.0224155999999999|3.028720082|35.77391986|0.733236381|-1.008702005|-11.81288911|41.22460182|2133.331634|-531.5800101|1639.260563|-6.225322922999999|4750.325312|140.5828543|-280.1395315|-245.828396|724.9776792|6.446588969|1.0|0.0|1.0|1.0|0.0|3.59|2.9|17.0|4.25|4.63|2.5|1.0|98.69|0.0|2.0|-4.52|-5.68|328.41|0.0|3.59|2.99e-05|0.00981|0.0088|3.69|0.0|0.0|1.31e-07|4.31e-05|3.45|4.3476|-1031.138426|-1031.109224|558.63|285.18|0.2465|205.21|468.63|-1030.929791|0.1557|3.9226|-0.23116|0.02920209|-1030.980844|5.2326|1288.0|5.8901|5.8901
17a_a6|0.0|1|0.0|7.412764017000001|1|1.424257628|0.0|-0.0265090529999999|1|0.04129257|-0.00460563|-0.060774312|1|1|-0.10896749|-0.5624663560000001|1|0.7722228729999999|-0.106323149|0.8299950709999999|0.8013954109999999|0|-0.109388399|0.031147305|-63.02857512|-71.75703418|20.43213226|157.13173490000003|161.9738174|-0.041567592|13.40315088|554.1936506|0.77193498|-2.078379577|-27.26767299|83.46070738|2816.084228|-1363.383649|2217.333474|-17.887155899999996|5996.580489|149.60699319999998|-894.3577948999999|-356.769966|1766.18975|12.99374518|1.0|1.0|1.0|1.0|2.0|3.52|2.88|23.0|4.98|4.32|1.7|2.0|116.79|0.0|5.0|-5.81|-5.89|409.44|0.0|3.59|1.56e-06|0.000637|0.00274|4.09|0.0|0.0|9.77e-10|4e-07|4.04|2.9753|-1350.102634|-1350.078838|696.96|416.71|0.3933|350.03|574.02|-1349.830672|0.0101|4.1627|-0.18178|0.02379552|-1349.892285|5604.0|24.0|7.6198|7.6198
18d_a30|0.0|0|0.0|7.412764017000001|2|0.6049874|0.0|-0.064217094|2|-0.071608958|0.001139238|-0.087019298|1|1|-0.0541804029999999|-0.4624430539999999|1|0.815003426|-0.149451598|0.870930234|0.64876559|0|-0.103191184|0.017843227|-49.44608411|-65.3088221|11.29282624|78.23108693|124.5022473|-0.037906966|7.147133584|0.0|0.783284395|-1.85744132|-23.99099587|60.73891035|2848.574353|-1175.558798|2894.162522|-15.18369704|6367.958933|137.15746130000002|-744.0011548|-358.5765637|1500.807121|10.49188139|1.0|0.0|1.0|0.0|1.0|4.75|0.0|17.0|4.25|3.18|3.2|2.0|127.24|0.0|5.0|-5.39|-6.02|416.47|0.0|2.92|4.12e-06|0.00171|0.00405|3.97|0.0|0.0|1.26e-07|5.260000000000001e-05|4.07|3.4682|-1675.020297|-1674.987709|669.66|357.49|0.3856|247.35|508.7|-1674.785879|0.3788|5.0115|-0.19673|0.03258724|-1674.8453470000002|6.2946|21.0|7.6737|7.6737
18c_a22|0.0|0|0.0|6.842683282|0|1.194229067|1.804590026|0.013131848|2|-0.044828537|0.005449965|0.006275578|1|1|-0.078828791|-0.305378181|2|0.7669483559999999|0.010828071|0.8287956870000001|0.6922232890000001|1|-0.076388478|0.019843706|-40.094865000000006|-52.84635017|13.72808419|30.63947336|47.68404831|-0.028825841|9.49723261|15.22791009|0.682690024|-1.52776956|-19.94201893|53.82294919|3090.601885|-1056.927003|2574.178324|-13.79609783|7101.057047|219.5183688|-731.1931848999999|-252.7737494|1548.179944|14.88645273|1.0|1.0|1.0|1.0|1.0|3.56|3.3|27.0|5.36|4.98|1.47|1.0|136.36|0.0|6.0|-5.8|-6.63|461.54|0.0|3.72|1.6e-06|0.000739|0.0036799999999999|3.5|0.0|0.0|3.4299999999999995e-10|1.58e-07|3.5|3.7222|-1783.562578|-1783.5397829999995|707.08|333.1|0.2996|219.25|583.88|-1783.277296|0.0817|1.2938|-0.22365|0.02279458|-1783.340519|1.0733|26.0|7585.0|7585.0
5a_a50|0.0|0|0.0|7.927685046000001|1|1.3972442980000002|4.202707546|-0.017108794|1|0.017227585|0.012640587|-0.130929632|2|2|-0.102607753|-0.161169418|1|0.788709546|-0.203436041|0.847812674|0.6759066159999999|1|-0.065209836|0.010185297|-20.77548565|-34.7974024|5.435098605|6.819160781|16.06582337|-0.022747617|2.900288114|60.04351409|0.66527517|-0.978147545|-12.13862875|26.21058426|2246.106104|-521.9610361|1605.985157|-6.477439183|4770.917486|178.61652859999998|-278.5298849|-176.38892919999998|784.5791628|9.379218813|1.0|0.0|1.0|1.0|0.0|3.5|3.28|20.0|3.66|4.33|2.62|0.0|101.86|0.0|2.0|-3.89|-5.83|326.39|0.0|3.47|0.000129|42.0|0.0102|3.46|0.0|0.0|5.7e-07|0.000186|3.39|4.0159|-1029.930364|-1029.905844|582.98|308.73|0.2735|220.82|455.34|-1029.734933|0.1156|3.9843|-0.19146|0.02452028|-1029.786489|5649.0|4.1|5.3872|5.3872
14ac_a23|0.0|0|-9.994971573|7.423568444|0|1.1979507740000002|2.7104403130000003|-0.4422550999999999|2|0.016532702|-0.0066006519999999|0.043387326|2|2|-0.069765112|-0.562985112|2|0.7797862459999999|0.054652466|0.834426845|0.537271445|1|-0.097100967|0.016832361|-66.72452104|-73.32014595|12.70997824|57.45545019|51.99287907|-0.043970249|9.597200637|0.327656318|0.8077820920000001|-2.330423202|-33.20157553|79.43449928|3695.344378|-1759.6835030000002|3417.45156|-25.07023818|9203.543798|145.1421706|-1328.722623|-464.8074813999999|2178.41361|14.43896921|1.0|0.0|1.0|1.0|1.0|3.69|3.34|26.0|5.52|8.36|4.6|2.0|130.29|0.0|7.0|-7.31|-5.84|547.48|1.0|5.43|4.92e-08|2.69e-05|0.000123|5.35|0.0|2.0|9.25e-10|5.06e-07|4.93|3.6325|-2304.001319|-2303.9786940000004|751.54|341.32|0.3209|309.85|627.76|-2303.749331|0.2391|6.3004|-0.23868|0.02262555|-2303.819891|8.6341|4.0|8.3851|8.3851
4_a4|0.0|0|0.0|7.535296702|1|1.343865392|2.156628874|0.0159331539999999|2|-0.0214610589999999|0.011760626|-0.037623601|1|1|-0.048056862|-0.157959343|2|0.77276149|-0.063012715|0.8306695270000001|0.636572383|1|-0.06873731|0.008570112|-25.64211031|-35.41518716|4.4155367960000005|13.70182982|34.37786704|-0.0255766729999999|2.274995377|42.42341622|0.793717973|-1.099796957|-13.17774406|30.05764711|2221.6122010000004|-566.6429946000001|1883.42405|-6.78950447|4878.070704|106.2816773|-291.9486922|-302.661743|713.9097433|5.454324025|1.0|1.0|0.0|1.0|0.0|3.15|3.09|21.0|4.52|4.41|2.66|1.0|100.08|0.0|2.0|-4.12|-5.79|326.39|0.0|3.64|7.59e-05|0.0248|0.00877|3.52|0.0|0.0|2.71e-08|8.85e-06|3.24|4.0261|-1029.960398|-1029.93716|566.84|307.95|0.1106|230.37|394.06|-1029.763465|67.0|2.6814|-0.21831|0.02323788|-1029.813844|3.1195|78.0|7.1079|7.1079
18c_a30|0.0|0|0.0|7.412764017000001|2|0.604986846|0.0|-0.118776867|2|0.011887112|-0.003436924|-0.0351777|1|1|0.003429114|-0.562807327|1|0.8303425640000001|-0.058608635|0.885516463|0.802578397|0|-0.1115683|0.019360263|-71.31647561|-75.33411705|13.07260474|384.391404|191.0545887|-0.042101245|8.826997739|103.215593|0.7859920029999999|-2.2313660090000003|-28.4279687|84.38908035|3002.59061|-1506.682341|3094.729399|-19.19537998|6685.737642|144.5043388|-1017.355139|-386.2200097|1916.918155|12.43138832|1.0|0.0|0.0|0.0|2.0|4.85|0.0|17.0|3.04|1.72|2.06|1.0|135.37|0.0|6.0|-5.01|-7.05|441.51|0.0|1.91|9.68e-06|0.00427|0.0221|2.74|0.0|0.0|6.520000000000001e-07|0.000288|4.54|3.4848|-1744.500825|-1744.455795|711.56|355.78|0.3879|355.78|543.46|-1744.2261030000002|0.3879|6.6462|-198.0|0.04503016|-1744.28923|8.64|12.0|7.9208|7.9208
14z_a23|0.0|0|0.0|7.423568444|0|1.197960872|3.305974434|-0.024897956|2|0.038811869|0.009174505|-0.0229244|2|2|-0.069023218|-0.46459002|2|0.802520527|-0.035965909|0.8668730109999999|0.64069202|1|-0.079754981|0.018337664|-40.56245532|-55.54823244|12.77192721|40.18308023|52.02674091|-0.03393829|8.895469235|79.960755|0.785604449|-1.595099623|-23.63754572|53.33438253|3094.698027|-1110.964649|2692.627452|-16.46322104|7285.13008|149.3235124|-773.7713888999999|-397.8390333|1414.152695|11.22918692|0.0|0.0|1.0|1.0|1.0|3.42|3.67|26.0|4.64|5.32|3.99|2.0|130.3|0.0|5.0|-6.77|-5.8|480.37|0.0|4.49|1.7e-07|8.18e-05|0.000354|4.83|0.0|0.0|2.6899999999999996e-09|1.29e-06|4.73|3.6632|-2549.107748|-2549.0953670000004|715.41|338.46|0.3201|307.5|586.28|-2548.895003|0.2917|5.9301|-0.23698|0.01238131|-2548.957384|7.9877|5.0|8.2941|8.2941
31_a47|0.0|0|0.0|6.842683282|0|1.304326813|1.441825189|-0.171198936|2|-0.086842911|-0.007525849|0.001073537|1|1|-0.035190699|-0.441642572|2|0.856640117|0.001622323|0.917597019|0.6463892179999999|1|-0.1056956209999999|0.021401336|-66.4670426|-65.56344002|13.27533898|355.5321928|188.5600536|-0.037580665|8.234748813|81.01707367|0.70664003|-1.691129939|-23.31144534|79.74238158|2689.159869|-1049.01504|1322.82831|-14.46018796|6019.5391740000005|181.972428|-650.7084581|-256.3593656|1484.511202|15.01710904|1.0|1.0|1.0|1.0|2.0|3.18|2.38|21.0|3.23|4.24|2.0|1.0|109.21|0.0|5.0|-4.59|-6.78|410.83|0.0|2.94|2.56e-05|0.0105|0.0166|2.86|0.0|0.0|2.42e-08|9.95e-06|4.2|3.6369|-1735.435432|-1735.400941|642.11|340.91|0.3264|311.96|508.69|-1735.225703|83.0|6.4248|-0.20463|0.03449081|-1735.284957|8.6244|16.0|7.8|7.8
19h_a38|0.0|1|0.0|7.412764017000001|2|1.297044177|0.0|-0.082283951|2|0.14165187|-0.002526241|-0.070688288|1|1|-0.101303149|-0.420225236|1|0.819222745|-0.121374121|0.8741648479999999|0.698414933|0|-0.109986804|0.021234963|-48.43313101|-64.79649453|12.51014765|136.81322659999998|132.7728693|-0.03959525|7.370099699|0.0|0.75379331|-1.979762478|-23.32673803|60.94327866|2774.611523|-1166.336902|1839.424968|-13.74247449|6253.901215|145.047677|-687.1237247|-299.0343596|1547.290068|11.90478646|1.0|1.0|1.0|1.0|3.0|4.8|2.43|17.0|3.13|2.55|2.4|1.0|125.69|0.0|5.0|-4.14|-6.77|401.44|0.0|2.66|7.209999999999999e-05|29.0|0.0272|2.78|0.0|0.0|1.4e-07|5.610000000000001e-05|3.41|3.5358|-1332.187847|-1332.1538779999998|626.65|350.65|0.2355|331.65|452.01|-1331.941646|88.0|6.9749|-0.20379|0.03396934|-1331.999352|9.0777|9.0|8.0348|8.0348
12ba_a36|0.0|1|0.0|7.412764017000001|2|1.297043659|0.0|0.026411489|2|0.087201747|-0.002123045|-0.011949092|1|1|-0.091676619|-0.410941182|1|0.8256014690000001|-0.0202572689999999|0.890675195|0.796093405|0|-0.108410153|0.0246090489999999|-56.0578808|-73.03464847|16.57882744|100.798163|101.229662|-0.037526591|11.16896162|16.1479891|0.7068957840000001|-1.951382748|-25.28122447|72.63670824|3035.390784|-1314.6236720000002|2492.5731100000003|-17.03166444|6722.60947|197.4608731|-885.6465508|-278.7665262|1859.713557|16.03205543|1.0|0.0|1.0|0.0|2.0|4.8|0.0|17.0|2.79|1.63|0.74|1.0|133.18|0.0|5.0|-4.77|-7.04|431.45|0.0|1.57|1.6800000000000002e-05|0.0072599999999999|0.0244|2.67|0.0|0.0|1.91e-07|8.240000000000001e-05|2.79|3.0114|-1417.454721|-1417.426327|687.23|411.71|0.7436|236.13|547.82|-1417.187763|0.0009|3.1996|-0.21033|0.02839417|-1417.249741|4.5448|21.0|7.6778|7.6778
7_a1|0.0|0|0.0|7.860570786|2|1.348826331|2.307091837|0.001018628|1|-0.048878707|0.0021597079999999|-0.024096172|1|1|-0.245732751|-0.441054548|1|0.801577133|-0.042175602|0.862051935|0.729621031|0|-0.098295453|0.035937867|-40.16416679|-47.35863598|17.31482297|111.9204437|139.2595474|-0.031040669|8.342261787|404.7836105|0.603382856|-1.179545431|-14.95535873|57.47898976|2150.215999|-568.3036318|1466.924404|-7.205474633|4519.238270000001|191.0896839|-273.8080361|-99.61948195|941.8624118|14.36764539|0.0|1.0|0.0|1.0|0.0|3.09|2.83|17.0|3.43|3.29|1.6|0.0|85.88|0.0|2.0|-3.16|-6.4|305.33|0.0|2.72|0.000696|213.0|0.0595|2.48|0.0|0.0|2.29e-06|0.000698|2.76|4.0504|-1009.509475|-1009.48087|515.2|306.1|0.2961|306.1|365.53|-1009.350293|0.2961|4575.0|-0.19167|0.02860499|-1009.398029|6.5936|0.46|6.3372|6.3372
19a_a22|0.0|0|0.0|6.842683282|0|1.422917238|1.572240489|-0.144269652|2|-0.020553065|-0.002607064|0.016501913|1|1|-0.035723406|-0.496053375|2|0.777600172|0.0271939039999999|0.834033833|0.699744887|1|-0.09370213|0.024839714|-67.26339083|-69.91748544|18.53458775|373.8201781|190.7541925|-0.035138299|13.82990734|106.645364|0.684706189|-1.967744721|-26.21905704|85.79797858|3167.140147|-1468.267194|2607.322873|-19.56380872|7095.27723|235.2620007|-1095.573288|-275.6435167|2144.375527|19.31738094|1.0|1.0|1.0|1.0|2.0|3.61|2.27|27.0|3.08|3.41|0.98|1.0|132.15|0.0|7.0|-4.38|-7.67|463.49|0.0|2.36|4.16e-05|0.0193|0.0356|2.05|0.0|0.0|1.73e-09|8e-07|5.69|3.5809|-1537.071348|-1537.0241640000002|740.07|346.24|0.2218|246.01|567.03|-1536.756515|0.0623|4.5288|-0.21478|0.04718381|-1536.823574|6.5658|48.0|7.3188|7.3188
4c_a46|0.0|0|0.139403726|7.825245291|1|1.134637091|2.137504882|-0.048990529|1|-0.111750026|0.010177371|-0.068256579|1|1|-0.056422062|-0.421467037|1|0.726862617|-0.0976963169999999|0.761921603|0.65145414|0|-0.087503927|0.013924723|-40.22007179|-55.2981278|8.799732282999999|35.22734468|69.02325225|-0.029688832|5.56099297|53.13410852|0.840753785|-1.662574604|-18.76186479|49.01980408|2455.604167|-1050.664428|2487.942529|-11.85656505|5571.088357|100.6356847|-663.9676426|-430.6788754|1249.669579|5.378517586|1.0|0.0|1.0|1.0|0.0|4.09|3.8|17.0|5.11|5.24|3.4|2.0|115.03|0.0|5.0|-5.55|-5.39|389.49|0.0|4.44|2.8e-06|0.00109|0.00207|4.63|0.0|0.0|2.39e-08|9.32e-06|6.38|4.1026|-1245.4159619999998|-1245.392965|683.75|302.21|0.2296|227.16|617.56|-1245.114575|0.2083|4.1039|-0.21466|0.02299741|-1245.176359|5.4491|2008.0|5.6972|5.6972
19_a47|0.0|0|0.0|6.842683282|0|1.402889494|1.445775615|-0.227538423|2|0.027033021|-0.013020816|0.0604168609999999|1|1|-0.046265509|-0.439165562|2|0.823945134|0.095841135|0.8873627890000001|0.614975047|1|-0.104459947|0.026805875|-58.28861174|-57.87554797|14.85167037|335.10989930000005|199.6541807|-0.037307124|8.228498913|66.13355777|0.637832605|-1.566899206|-20.66983856|73.14028211|2612.978054|-868.1332196000001|1238.799875|-11.45202794|5846.960345|200.6571609|-480.9851737|-152.7310283|1361.067484|18.25682461|0.0|1.0|1.0|1.0|2.0|3.13|1.72|21.0|2.49|3.84|1.67|1.0|99.2|0.0|5.0|-3.67|-7.22|380.35|0.0|2.34|0.000214|0.0816|0.0824|1.97|0.0|0.0|1.2099999999999998e-07|4.59e-05|3.51|3.8423|-1335.75742|-1335.725639|571.23|322.68|0.3243|322.68|412.31|-1335.580357|0.3243|5.1151|-0.2117099999999999|0.03178118|-1335.634976|6.3247|0.05|7.3|7.3
