molecula|SddssS|n9FaHRing|n9FaRing|SaaNH|SssssC|nAHRing|nARing|BCUTs-1|SaasN|MATS2c|AATSC1c|SRW07|JGI4|MATS7i|ATSC1c|AATSC1are|MATS8i|AATSC8d|n5aRing|AATSC1i|MATS1c|n6aHRing|GATS1are|BIC2|MATS8s|GATS1pe|RASA|FNSA3|FNSA5|PBF|PNSA3|PNSA5|PPSA3|RNCS|RPSA|TPSA_x|WPSA3|WNSA3|DPSA5|DPSA3|GeomPetitjeanIndex|TASA|PNSA2|FPSA1|GeomRadius|GeomShapeIndex|GRAV|PPSA1|WNSA2|DPSA4|FPSA5|DPSA1|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|BBB|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Approximated area|Contribution (HOMO-LUMO transition)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|Gibbs Free Energy|Dipole (water)|IC50|pIC50
18_a15|0.0|0|0|0.0|0.0|0|0|1.435689019|0.0|-0.020185809|-0.006149666|0.0|0.037948718|-0.094812415|-0.319782642|-0.001044324|-0.066226471|0.002685285|0|-0.145790726|-0.431836192|2|0.660075777|0.7162974740000001|-0.0374132629999999|0.645117465|0.8362289070000001|-0.067562078|-0.090730185|0.819442071|-41.31992544|-55.48918283|4.370403779|40.37881101|0.163771093|100.159876|2.672871589|-25.27062952|60.86009645|45.69032922|0.415796832|511.4247108|-1054.294474|0.132569119|5.990767063|0.711733271|5705.360332|81.07723009|-644.79025|24.80452821|0.008781964|-449.4301265|1215.421882|590.2470602999999|5.370913621000001|1.0|1.0|3.37|5.68|6.86|3.6|2.0|0.0|113.42|0.0|1.0|5.0|29.0|4.0|-4.8|385.43|0.0|5.06|-5.93|6.86e-07|1.18e-06|0.0004559999999999|0.0|1.0399999999999999e-10|-0.03581|4543.0|-1265.810138|-1265.770242|324.29|272.91|535.02|0.70427|-1265.556558|-0.1579|4.2476|-0.19371|-1265.614679|6.5864|129.0|6.8894
12u_a36|0.0|0|0|3.508898495|0.0|2|2|1.270259304|0.0|-0.054501792|-0.006461999|5.351858133|0.042560386|0.033763276|-0.407105926|0.0042553209999999|-0.063855309|-0.010669561|1|-0.163978382|-0.438988314|1|0.901715152|0.8101678720000001|0.080270195|0.860667615|0.842227829|-0.07260571|-0.0969881059999999|0.3765068079999999|-50.53295452|-67.50289394|12.27663887|86.1184622|0.157772171|109.8080843|8.544435884|-35.17050511|78.06218646|62.80959338|0.486156325|586.1833819|-1417.5607730000002|0.22061252|7.65672775|0.946117173|6127.402572|153.5444314|-986.6102007|30.82735404|0.015171583|-388.9026034|1818.813889|799.5563855|10.55929252|1.0|2.0|5.05|3.85|3.01|2.66|2.0|0.0|138.33|0.0|1.0|6.0|32.0|4.0|-6.19|423.51|1.0|2.66|-4.86|1.13e-05|1.39e-05|0.00589|0.0|4.2e-08|-53.0|3.8847|-1350.8981130000002|-1350.865506|337.37|319.16|590.18|0.70272|-1350.575382|-0.15109|5.8702|-0.20409|-1350.638138|7.8877|16.0|7.7959
1j_a5|0.0|0|0|2.9426852410000004|0.0|0|0|1.427567371|0.0|-0.2031633169999999|-0.003981454|4.59511985|0.025987654|-0.115553003|-0.175183967|0.00683534|-0.07622096|-0.032333695|1|-0.0178558139999999|-0.2470489089999999|2|0.74740095|0.7862755770000001|-0.084090414|0.717355058|0.847163872|-0.073803258|-0.074505844|0.35883584|-39.64241895|-40.01980349|10.57633738|73.73338699|0.152836128|82.09385267|5.680936139|-21.29338752|54.3827755|50.21875634|0.469085779|455.0425806|-600.2970524|0.383510433|7.328149934|0.883543443|4618.562904|205.997426|-322.4414176|23.74961767|0.026739895|-125.1415813|973.7343247|422.96706330000006|14.36297201|1.0|1.0|2.76|4.5|4.21|1.57|0.0|0.0|96.98|0.0|1.0|4.0|25.0|4.0|-6.15|328.37|1.0|3.19|-4.2|9.27e-05|6.29e-05|0.0206|0.0|7.190000000000001e-09|-0.03832|4.4331|-1065.849941|-1065.817476|300.89|279.68|445.81|0.6449|-1065.671975|-0.16813|2.2503|-0.20645|-1065.723417|3.0364|24.0|7.6198
13n_a6|0.0|0|0|3.425442623|0.0|0|0|1.4290206230000002|0.0|0.030890422|-0.010884884|4.727387819|0.04393617|0.058267173|-0.631323273|-0.0093684169999999|-0.06507689|-0.033224059|1|-0.118693789|-0.57091314|2|0.870730542|0.7767360059999999|-0.064779873|0.82642394|0.70890216|-0.100363599|-0.109392959|0.307384948|-68.88015714|-75.07706271|12.18768927|90.97854097|0.29109784|199.7822434|8.36448634|-47.27287681|88.73738138|81.06784641|0.47066442|486.5239262|-1426.464192|0.251032943|8.872063579|0.889160748|6386.381394|172.28545730000002|-978.9911754|35.2699138|0.019904118|-341.7352549|1904.575345|724.3873672999999|13.66031867|1.0|3.0|3.55|4.19|3.76|0.81|1.0|0.0|127.2|0.0|1.0|6.0|33.0|5.0|-7.23|435.48|0.0|2.62|-4.28|2.27e-05|5.24e-05|0.0228|0.0|2.1499999999999998e-10|-0.07131|4.8185|-1423.765005|-1423.714738|369.99|257.31|548.09|0.64027|-1423.451366|-0.13863|7.1946|-0.20994|-1423.514154|10.1967|75.0|7.1249
17a_a6|0.0|0|0|3.3685510360000004|0.0|1|1|1.424257628|0.0|0.101940358|-0.012704951|5.351858133|0.041767677|0.04129257|-0.686067347|-0.00460563|0.078798543|-0.060774312|1|-0.180339002|-0.5624663560000001|1|0.850080948|0.7722228729999999|0.08716369|0.8013954109999999|0.753082653|-0.096082495|-0.109388399|0.350977745|-63.02857512|-71.75703418|20.43213226|157.13173490000003|0.2469173469999999|161.9738174|13.40315088|-41.34573382|84.75077935|83.46070738|0.483320982|494.010135|-1363.383649|0.22806502|8.337470517|0.935437602|5996.580489|149.60699319999998|-894.3577948999999|35.323795000000004|0.019808023|-356.769966|1766.18975|627.4287311|12.99374518|1.0|2.0|3.52|4.98|4.32|1.7|2.0|0.0|116.79|0.0|1.0|5.0|31.0|5.0|-5.89|409.44|0.0|3.59|-5.17|1.56e-06|6.69e-06|0.00274|0.0|9.77e-10|-0.05753|3.5421|-1350.102634|-1350.078838|416.71|350.03|574.02|0.7024|-1349.830672|-0.12425|4.1627|-0.18178|-1349.892285|5604.0|24.0|7.6198
12o_a30|0.0|0|0|0.0|0.0|2|2|0.604984133|0.0|0.036331447|-0.0068750669999999|5.351858133|0.040899471|-0.089996613|-0.364378536|0.00372838|0.019094532|-0.087019298|1|-0.090173435|-0.465857798|1|0.8264832879999999|0.815003426|-0.054392357|0.7463962120000001|0.844344883|-0.076908942|-0.0975052409999999|0.402022325|-49.48891079|-62.74209511|9.948252054|75.15128057|0.1556551169999999|100.1600333|6.401442327000001|-31.84483128|71.87393121|59.43716284|0.46964626|543.3140456|-1192.099807|0.186865502|7.400912529|0.885533983|6542.77337|120.2431068|-767.0853252|29.91948755|0.0141914589999999|-402.9878652|1466.05489|652.8825454|9.131836103|1.0|1.0|4.63|4.47|3.27|3.31|2.0|0.0|132.29|0.0|1.0|5.0|30.0|4.0|-5.75|432.93|0.0|3.11|-5.44|1.19e-06|3.61e-06|0.00156|0.0|6.03e-08|-0.05085|5.1935|-2035.37262|-2035.338699|356.1|238.73|528.25|0.6854399999999999|-2035.139147|-0.1478799999999999|5559.0|-0.19873|-2035.199757|6.8632|16.0|7.8097
12f_a36|0.0|0|0|3.50900085|0.0|2|2|1.297042537|0.0|-0.066269699|-0.006773586|5.351858133|0.039061728|0.10938259|-0.40641518|0.003676818|0.012286423|-0.06756661|1|-0.169994208|-0.438198895|1|0.902377067|0.821599443|-0.109793154|0.857993338|0.8435569079999999|-0.071035495|-0.100276611|0.3416917479999999|-46.86832019|-66.16123807|11.77610852|43.53853176|0.156443092|103.2191714|7.769727312|-30.92312428|76.51015325|58.64442871|0.464240353|556.5681681|-1323.224761|0.219698129|7.416874811|0.8665086190000001|6000.985822|144.9540437|-873.0469447999999|30.28188764|0.015685228|-369.879252|1695.785708|729.1873176|10.34891518|1.0|2.0|4.94|3.62|2.45|2.45|1.0|0.0|133.52|0.0|1.0|6.0|31.0|4.0|-6.33|409.49|1.0|2.4|-4.57|2.48e-05|2.6600000000000003e-05|0.0109|0.0|4.38e-08|-0.05035|5.2106|-1311.57896|-1311.550167|339.27|237.95|545.55|0.70126|-1311.285102|-0.15011|5.9228|-0.20046|-1311.345557|7.8454|11.0|7.9586
13a_a5|0.0|0|0|2.931642415|0.0|0|0|1.393002748|0.0|-0.154076582|-0.006081807|4.59511985|0.023989899|-0.007871499|-0.328417593|0.002355511|-0.139517787|-0.025324157|1|-0.0569177229999999|-0.367284642|2|0.746303189|0.8045357209999999|-0.048584084|0.720100768|0.7667501609999999|-0.08903048|-0.0839257009999999|0.470564031|-57.31787843|-54.03141848|10.77696869|126.2663658|0.233249839|150.1663914|6.938219155|-36.90128585|72.13276165|68.09484712|0.460877309|493.6342317|-918.5341141|0.401208461|8.571729592999999|0.854865353|5628.9694|258.29825730000005|-591.3528349999999|30.07803494|0.02811638|-127.2041084|1533.979782|620.5697596|18.10134317|1.0|2.0|3.07|4.39|3.58|0.95|2.0|0.0|114.18|0.0|1.0|8.0|30.0|5.0|-7.18|399.45|0.0|2.71|-3.74|0.000169|0.000184|0.0734|0.0|1.26e-09|-0.05534|4.6285|-1313.167422|-1313.126035|294.45|267.87|567.51|0.50037|-1312.907813|-0.17364|3.3414|-0.22898|-1312.968936|4.1671|91.0|7041.0
11b_a5|0.0|0|0|2.943854668|0.0|0|0|1.277648917|0.0|-0.2023158669999999|-0.003900104|4.59511985|0.023988604|-0.067519041|-0.1833048739999999|0.006121601|-0.118167947|-0.0536971829999999|1|-0.017658026|-0.252164213|2|0.735954089|0.805760343|-0.0497097529999999|0.682032125|0.8737310509999999|-0.07633373|-0.080664777|0.378154801|-45.82509318|-48.42513182|9.829471091|55.25128526|0.126268949|75.80248447|5.900883275|-27.50997723|62.16286481|55.65456427|0.456131351|524.5231302|-774.8021092|0.33175528|8.936258446|0.83867925|5107.577902|199.1611925|-465.13355250000006|26.35133256|0.0228838029999999|-202.0032297|1159.458633|504.9898148|13.73773299|1.0|1.0|2.99|5.38|4.82|2.01|2.0|1.0|106.58|0.0|1.0|6.0|27.0|4.0|-6.03|376.84|1.0|3.68|-4.69|2.26e-05|2.04e-05|0.00767|0.0|7.109999999999997e-10|-0.0418399999999999|4.4995|-1564.761898|-1564.72614|295.32|275.55|511.28|0.6284|-1564.56504|-0.17107|1.9569|-0.21291|-1564.621301|2.8531|19.0|7.7212
12aa_a36|0.0|0|0|3.4172704080000003|0.0|2|2|1.297043479|0.0|0.033952382|-0.011588438|5.351858133|0.042560386|0.03597264|-0.672129428|-0.006653538|0.010538281|-0.013898809|1|-0.090926893|-0.53315493|1|0.892815402|0.833911317|0.156337925|0.849217847|0.688945241|-0.1066659309999999|-0.117270578|0.4679233379999999|-72.94175494|-80.19356964|16.1504726|132.3194611|0.3110547589999999|212.7097172|11.04423694|-49.88002793|96.18613736|89.09222754|0.44829258|471.12395210000005|-1523.677823|0.2686642589999999|8.05947774|0.812554922|6438.603019|183.7216658|-1041.942197|38.58180913|0.023386634|-316.3903377|2083.417693|689.2886595|15.99256772|0.0|3.0|4.83|1.92|0.98|1.28|1.0|0.0|131.85|0.0|1.0|6.0|32.0|5.0|-7.79|424.46|0.0|1.15|-3.45|0.000304|0.000359|152.0|0.0|7.19e-07|-0.05111|3.8899|-1401.662677|-1401.617177|318.73|318.73|520.19|0.6931|-1401.389257|-0.15718|3.5904|-0.20829|-1401.45065|4.7433|9.0|8.0458
7a_a8|0.0|0|0|3.1730222510000003|0.0|1|1|1.4000287219999998|1.4494883790000002|-0.11821781|-0.010269971|5.4161004020000005|0.041123188|-0.017706371|-0.482688615|0.000736369|0.004607684|-0.019054799|1|-0.032195997|-0.412963751|1|0.7168594159999999|0.764224152|0.033708575|0.681200974|0.718410375|-0.102174163|-0.101880506|0.238462711|-60.00793116|-59.83546383|20.79408196|145.3710976|0.281589625|165.38046830000002|12.2125771|-35.24327197|75.4573633|80.80201312|0.477611327|421.9297638000001|-1077.038349|0.266115601|7.699041907000001|0.914283468|5907.9340090000005|156.2924154|-632.5556427|34.12990316|0.0265990589999999|-274.7254012|1467.585836|488.0169522|15.62189947|0.0|1.0|3.34|3.96|3.49|2.01|1.0|0.0|105.83|0.0|1.0|3.0|29.0|5.0|-6.33|382.37|0.0|3.15|-4.64|1.36e-05|2.29e-05|0.00874|0.0|5.3600000000000004e-08|-0.07616|4.5808|-1291.313963|-1291.287017|403.8|270.66|494.48|0.70367|-1291.10235|-0.12889|9.9646|-0.20505|-1291.156661|12.8748|24.73|4.6068
17_a15|0.0|0|0|0.0|0.0|0|0|1.43568899|0.0|-0.046866421|-0.0071363569999999|0.0|0.036595745|-0.033968088|-0.442454151|0.0016674189999999|-0.032903349|-0.0141953639999999|0|-0.263401148|-0.461493931|2|0.769376831|0.721188086|0.001376853|0.740986227|0.880459235|-0.052869016|-0.079844675|0.605886597|-40.50376584|-61.17023228|9.875456386|34.35335309|0.119540765|91.58201681|7.56573889|-31.03055741|77.82445248|50.37922222|0.474165158|674.5333498|-1223.4046460000002|0.346792631|7.967418828|0.90173781|6352.266784|265.6831633|-937.2690986|31.74439379|0.0217385279999999|-234.74904|1872.919233|822.8625688|16.654220199999997|1.0|1.0|3.63|4.89|6.0|2.53|2.0|0.0|131.36|0.0|1.0|7.0|33.0|4.0|-5.58|438.52|0.0|4.44|-5.65|1.19e-06|2.26e-06|0.00099|0.0|1.9199999999999998e-10|-0.03936|4.1461|-1413.897695|-1413.857182|326.22|299.04|663.81|0.7045100000000001|-1413.559128|-0.15573|5.1268|-0.19509|-1413.624817|7.1743|12.0|7.9208
16b_a23|0.0|1|1|0.0|0.0|1|1|1.197960988|3.418247774|0.031073244|-0.005139233|5.351858133|0.037664609|0.054655144|-0.3237716519999999|0.0116350769999999|-0.068280331|-0.05237763|2|-0.224300431|-0.401493392|2|0.75524548|0.7740962779999999|0.14319927|0.711576167|0.928579764|-0.050637391|-0.07920267|0.2256448969999999|-37.52431601|-58.69232154|13.79443768|7.971529518|0.071420236|52.92522904|10.22222569|-27.80700713|72.31582904|51.31875369|0.4870072789999999|688.1144512|-1349.923395|0.261023|9.472884487|0.949345397|7575.784511|193.4284005|-1000.346801|31.49562341|0.018384316|-354.1828792|1826.746158|896.9989312000001|13.6235075|1.0|1.0|4.19|3.02|4.1|3.14|2.0|1.0|146.03|0.0|1.0|6.0|36.0|4.0|-6.3|489.57|0.0|2.9|-5.67|6.41e-07|2.16e-06|0.00106|0.0|4.6200000000000003e-08|-0.07352|1.6041|-1877.655481|-1877.615701|772.92|772.92|607.92|0.95419|-1877.270284|-0.13741|9.2317|-0.21093|-1877.335869|14.8849|96.0|7.0191
4g_a46|0.0|0|0|0.0|0.171759574|1|1|1.134637064|2.156712018|-0.153373738|-0.001702489|5.587248657999999|0.046415344|-0.093447672|-0.088529411|0.011488768|-0.055084605|-0.138341481|1|-0.121452903|-0.2455749539999999|2|0.662386484|0.74106323|-0.200628401|0.635494818|0.946829733|-0.056893316|-0.070153728|0.318162858|-32.64186634|-40.24987057|4.598866947|7.38470955|0.053170267|30.50581108|2.638545451|-18.72788427|44.72726697|37.24073329|0.448462961|543.2323468999999|-684.2477996|0.1731389069999999|5.8466355000000005|0.8131148579999999|5176.321714|99.33639766|-392.5790722|16.88825479|0.007803902|-375.0653627|827.5244845|568.1534007|4.477396402|1.0|0.0|3.9|5.19|5.37|3.06|2.0|1.0|106.55|0.0|1.0|3.0|26.0|3.0|-5.18|366.89|1.0|4.39|-5.38|4.22e-06|4.16e-06|0.00153|0.0|1.57e-08|-0.03985|4.4163|-1493.154666|-1493.132001|280.74|280.74|530.39|0.6983199999999999|-1492.923098|-0.18602|3.5526|-0.22587|-1492.979142|3.7113|2745.0|5.5615
12b_a32|0.0|1|1|3.477905329|0.0|0|0|0.609420757|0.0|0.115940697|-0.009432679|5.733341277|0.0388738739999999|-0.044307211|-0.462201267|-0.003484915|-0.031446256|-0.053480599|3|-0.1534110109999999|-0.584995111|0|0.788133615|0.838021287|-0.0533240309999999|0.7507116140000001|0.782593|-0.081450418|-0.097525366|0.2996018789999999|-50.88975159|-60.93328667|10.17310723|90.57560878|0.217407|135.83463989999998|6.356098747000001|-31.79562339|76.65746734|61.06285882|0.430631506|488.9595947|-792.1327267000001|0.39579391|7.076348793999999|0.756331814|5653.268811|247.2897528|-494.9199607|28.50066715|0.025166975|-130.2147289|1311.0306890000002|557.1050635|15.72418067|1.0|2.0|3.47|6.49|4.19|1.1|1.0|0.0|110.47|1.0|1.0|7.0|27.0|4.0|-6.4|397.52|0.0|3.59|-4.43|1.27e-06|3.72e-05|0.0148|0.0|2.23e-08|-0.05173|3.5703|-1880.770588|-1880.732075|347.27|347.27|541.49|0.70258|-1880.537231|-0.14803|3208.0|-0.19976|-1880.599158|4.1080000000000005|26.0|7585.0
21a_a23|0.0|1|1|0.0|0.0|0|0|1.197963603|3.43622302|0.1049806919999999|-0.005708466|5.4161004020000005|0.042862319|0.071115216|-0.3082571839999999|0.01269616|-0.133417036|-0.083864151|2|-0.136106024|-0.484404194|2|0.725800261|0.7367638240000001|0.1022509819999999|0.6906097959999999|0.926538469|-0.051521215|-0.082341001|0.224766417|-34.01266735|-54.35891011|7.634348008|39.56172507|0.073461531|48.49696614|5.039953753|-22.45408125|61.73864319|41.64701536|0.492301762|611.67123|-1141.537112|0.157878617|7.950891003|0.969673962|6464.524241|104.2264415|-753.6064963|27.11098744|0.011178565|-451.7153132|1355.5493720000002|666.0036144999999|7.379733085|0.0|1.0|3.53|3.88|4.33|3.24|2.0|1.0|125.25|0.0|1.0|5.0|31.0|4.0|-6.07|425.51|0.0|3.78|-5.28|1.3e-06|5.29e-06|0.00225|0.0|1.65e-08|-0.07243|3.6993|-1669.250866|-1669.23053|335.16|335.16|558.61|0.60824|-1668.989671|-0.15024|5.3733|-0.2226699999999999|-1669.0502720000002|7.9309|102.0|6.9914
12ac_a36|0.0|0|0|3.4419617660000004|0.0|2|2|1.297043188|0.0|-0.050997272|-0.007639626|5.351858133|0.042560386|0.03586247|-0.450737917|0.000584134|-0.046730704|-0.0121300989999999|1|-0.166354116|-0.433636165|1|0.8058720979999999|0.811459853|0.135371136|0.770400825|0.779673368|-0.080202334|-0.104391657|0.4712820929999999|-55.68500110000001|-72.4798052|14.93372351|118.0445703|0.220326632|152.9742102|10.36858115|-38.66245764|86.51036063|70.61872461|0.44477577|541.3322795|-1377.116299|0.268353853|8.126831024|0.801074136|6378.288017|186.3198219|-956.1407834|34.22211444|0.020208014|-321.66684580000003|1882.216294|716.9974499|14.03055543|1.0|2.0|4.86|3.16|2.09|1.59|1.0|0.0|133.95|0.0|1.0|6.0|32.0|5.0|-7.21|423.47|0.0|1.84|-3.95|0.000154|0.000112|0.0476|0.0|1.29e-07|-0.0527399999999999|3.8843|-1385.606133|-1385.566143|321.25|319.2|554.84|0.56357|-1385.3211789999998|-0.15675|4.0208|-0.20949|-1385.382927|5.4387|13.0|7.8861
4n_a46|0.0|0|0|0.0|0.126268818|1|1|1.13463699|2.093595994|-0.061148449|-0.004696854|5.587248657999999|0.045335917|-0.2264394139999999|-0.234842682|0.004988019|-0.144852516|-0.064683066|1|0.109017734|-0.369211845|0|0.741742667|0.722331115|-0.06655165|0.7427183759999999|0.903145407|-0.103381106|-0.085838139|0.371438024|-56.80797266|-47.16810275|4.629240193|172.8490949|0.096854593|53.22165035|2.543769935|-31.21601103|51.4039205|61.43721285|0.428896538|496.2788787|-801.8577467|0.136796337|5.666371466|0.750996215|4955.374473|75.1696593|-440.621256|19.76451658|0.0077084869999999|-399.1612105|928.9322794|525.8291956999999|4.235817757|1.0|1.0|3.75|4.33|4.94|2.99|1.0|0.0|102.92|0.0|1.0|2.0|26.0|3.0|-5.26|343.42|1.0|3.9|-5.1|3.75e-06|7.95e-06|0.00273|0.0|2.14e-07|-0.04044|5.7448|-1090.343872|-1090.302556|313.65|215.82|502.02|0.7025|-1090.098769|-0.16641|6.2318|-0.20685|-1090.151267|8773.0|5194.0|5.2845
12j_a30|0.0|0|0|0.0|0.0|2|2|0.604984421|0.0|0.04148877|-0.006336585|5.351858133|0.043848238|-0.02473642|-0.354848778|0.005613018|0.0074730759999999|-0.075816941|1|-0.09353607|-0.456342646|1|0.8414737059999999|0.795446883|0.0060012969999999|0.7991060659999999|0.842199041|-0.073909106|-0.094132698|0.328405591|-47.76354083|-60.832977500000005|10.09017681|88.51817261|0.157800959|101.9784021|6.520746879|-30.8670468|69.55167701|57.85371764|0.476658597|544.2686362000001|-1216.65955|0.1865388989999999|8.067697897|0.91079856|6105.3402670000005|120.550211|-786.2626307999999|28.76265258|0.01349128|-405.1466163|1495.657934|686.039456|8.71869951|1.0|1.0|4.76|4.35|2.93|3.04|2.0|0.0|132.24|0.0|1.0|5.0|30.0|4.0|-5.81|412.51|0.0|2.91|-5.15|2.21e-06|7.05e-06|0.00291|0.0|9.75e-08|-0.05106|5.1971|-1615.096172|-1615.064152|356.4|238.56|549.64|0.68625|-1614.831741|-0.14772|4.6727|-0.1987799999999999|-1614.894278|5.1081|9.0|8058.0
11_a27|0.0|0|0|2.680511093|0.0|1|2|1.1606177359999998|0.0|0.100091619|-0.0067474069999999|5.4161004020000005|0.042533875|-0.080272515|-0.344117757|0.004538653|-0.0864111069999999|-0.027287578|0|-0.067428705|-0.488734846|2|0.734834532|0.814843016|-0.0357410779999999|0.7146215429999999|0.7645505|-0.079921166|-0.094820973|0.349764196|-42.27430065|-50.15555389|8.553922917000001|143.3238715|0.2354494999999999|124.5410133|4.524597532|-22.36099135|56.8702158|50.82822357|0.4528656239999999|404.4089873|-852.6444161000001|0.1911041289999999|5.231762955|0.82770457|5186.240841|101.0845293|-451.0062644|22.42732497|0.012694323|-326.780942|1054.084273|504.209846|6.714661907000001|1.0|1.0|3.95|2.72|1.67|3.06|0.0|0.0|106.33|0.0|1.0|2.0|26.0|4.0|-6.47|345.4|1.0|2.04|-4.02|0.000207|9.45e-05|0.0326|0.0|8.2e-07|-0.05985|3.3426|-1122.456105|-1122.433411|499.21|370.92|415.32|0.59222|-1122.190727|-0.1022|3.1278|-0.16205|-1122.242519|4.2894|5.0|8301.0
1n_a5|0.0|0|0|2.91912867|0.0|0|0|1.427557749|0.0|-0.1387762669999999|-0.007315978|4.59511985|0.024388889|0.002508727|-0.3365350029999999|0.004367323|-0.150600424|-0.047910067|1|-0.015850084|-0.393928416|2|0.6805709409999999|0.77828693|-0.013686011|0.656280207|0.785210014|-0.082180848|-0.081950989|0.428980979|-47.1725036|-47.04056285|13.27640087|63.58796786|0.214789986|123.2912732|7.620766672|-27.07741706|63.57058627|60.44890447|0.483868192|450.71720610000006|-752.6490056|0.372248254|7.881746117|0.937489579|5101.31614|213.67365440000003|-432.02691110000006|27.88278228|0.028797525|-146.6611704|1198.959638|467.1194103|16.53002342|1.0|1.0|2.88|4.41|3.99|1.72|1.0|0.0|101.77|0.0|1.0|5.0|27.0|5.0|-6.41|356.38|0.0|3.14|-4.18|5.41e-05|6.56e-05|0.0234|0.0|8.43e-09|-0.06186|4.3838|-1179.209088|-1179.169527|282.82|282.82|481.06|0.44786|-1179.018429|-0.17092|0.6234|-0.23278|-1179.073189|0.7104|27.0|7.5686
17_a3|0.0|0|0|0.0|0.0|0|0|0.605019885|0.0|0.188373421|-0.009450704|4.727387819|0.047430556|-0.015463451|-0.349676046|-0.007540435|-0.041723219|-0.0510707059999999|1|0.036673175|-0.633373061|2|0.881253042|0.767641592|0.1789147639999999|0.773152968|0.803075623|-0.098658557|-0.096067661|0.225087454|-50.20132919|-48.88298017|5.251911643|234.4907116|0.1969243769999999|100.2028184|2.672377884|-25.54439812|55.39769571|55.45324083|0.4383349039999999|408.6362608|-684.3617224|0.159937821|6.2477303310000005|0.780420408|4839.543958|81.38261354|-348.2299886|23.96047156|0.012803096|-346.0738521|814.6560331000001|353.7528308|6.514715538|1.0|1.0|3.13|4.96|4.66|2.37|1.0|0.0|95.5|0.0|1.0|2.0|23.0|3.0|-5.61|338.81|0.0|3.71|-4.93|2.96e-06|1.18e-05|0.00399|0.0|3.28e-08|-0.0720399999999999|3.2102|-1731.75233|-1731.72355|386.22|386.22|393.58|0.69481|-1731.6147670000005|-0.13155|3.8077|-0.20359|-1731.663157|4.8815|23.0|7.6383
4r_a46|0.0|0|0|0.0|-0.03033057|1|1|1.13129629|2.051582577|-0.173617329|-0.002826188|5.587248657999999|0.044728682|-0.15196733|-0.141309389|0.006236535|-0.1129698999999999|-0.048758575|1|-0.086905208|-0.246070691|2|0.7794598220000001|0.810646641|-0.077483502|0.76719475|0.8478197820000001|-0.079297367|-0.081339886|0.261414008|-42.06465252|-43.14814202|6.071841742999999|176.18445569999997|0.152180218|80.72661483|3.220912917|-22.31391864|51.22472631|48.13649426|0.456487948|449.7405899|-647.2221302999999|0.285368722|5.81085807|0.839885604|4775.760774|151.3787482|-343.3301143|19.26963463|0.015225417|-227.7097083|905.6728276|496.0386301|8.076584289|0.0|1.0|3.82|3.56|3.43|1.52|0.0|0.0|97.9|0.0|1.0|3.0|25.0|4.0|-6.83|334.41|1.0|2.7|-3.55|0.00081|0.000279|0.0933|0.0|5.64e-07|-0.03073|4.5209|-1069.447946|-1069.419677|274.25|274.25|467.85|0.69085|-1069.231407|-0.18999|2.6630000000000003|-0.2207199999999999|-1069.284137|3.5979|1413.0|5.8499
14k_a23|0.0|1|1|0.0|0.0|0|0|1.1979621459999998|3.358995671|0.070940371|-0.005866159|5.351858133|0.046283951|0.04479394|-0.299174093|0.010682694|-0.055500851|-0.055708465|2|-0.13187015|-0.463402169|2|0.722187957|0.800643488|0.140087361|0.659570836|0.922397728|-0.0562483359999999|-0.079899943|0.226547411|-37.43135588|-53.17069631|12.53019305|38.76597615|0.077602272|51.64167457|8.338417622|-24.9092952|64.04991522|49.96154892|0.486654314|613.8243395|-1063.413926|0.216437606|8.21201115|0.948005074|6715.186162999999|144.0318708|-707.6658267999999|28.87559227|0.016348271|-377.4022725|1357.152837|633.3278634|10.87921891|0.0|1.0|3.39|4.0|4.67|3.51|2.0|1.0|125.29|0.0|1.0|5.0|31.0|4.0|-6.03|445.93|0.0|3.99|-5.55|7.49e-07|2.83e-06|0.00126|0.0|1.02e-08|-0.07933|3.6421|-2089.524497|-2089.501786|340.42|340.42|552.65|0.63765|-2089.293765|-0.14784|5.8718|-0.2271699999999999|-2089.354026|8.3627|4.0|8.4123
