molecula|SddssS|n9FaRing|SRW09|nAHRing|nARing|SaasN|AATSC1c|SRW07|AATSC1s|SaaaC|ATSC1c|AATSC8d|n5aHRing|AATSC1pe|MATS1i|AATSC1i|n6aHRing|GATS1are|BIC2|MATS8s|MATS8d|SIC2|GATS1pe|nFaHRing|FNSA5|PBF|PNSA5|PPSA3|RNCS|TPSA_x|FNSA4|WNSA5|WPSA3|RPCS|FNSA1|FNSA2|WNSA3|DPSA5|PNSA4|GeomPetitjeanIndex|GRAVp|PNSA2|MOMI-Z|WNSA4|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|DPSA4|DPSA2|PPSA5|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Synthetic Accessibility|Log Po/w iLOGP|Log S (SILICOS-IT)|Log Po/w WLOGP|Leadlikeness|Molar refractivity|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log Kp (cm/s)|Molecular Mass|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Approximated area|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|Highest Occupied Molecular Orbital Energy|Dipole (water)|IC50|pIC50|pIC50
47i_a18|0.0|0|7.03438793|1|1|0.0|-0.006882626|4.844187086|-0.066917145|0.0|-0.440488042|-0.040514277|0|0.000427479|-0.106018078|-0.162274487|0|0.742536498|0.744472118|-0.064085904|-0.068524374|0.7842882870000001|0.727767462|0|-0.089609068|0.279553995|-62.41153158|6.787641686000001|72.81110823|137.1555392|-0.035256027|-43.46880696|4.727502734|82.81385171|0.8608685909999999|-2.150617629|-37.84973202|68.954317|-24.55535669|0.487446923|2795.907966|-1497.876758|1333.332089|-17.10248143|9.573882864|18.67881257|0.951017454|6353.6617320000005|96.90318745|28.52393145|1739.959818|6.542785417999999|1.0|0.0|1.0|1.0|4.05|0.0|-8.98|2.8|3.0|134.83|1.0|8.0|-6.36|440.54|2.5|-4.78|6.58e-06|3.7|0.0|0.0|1.04e-09|4.6e-07|3.2321|7.37|3.2321|-1416.260696|744.95|1297.7|383.61|664.78|0.69175|-1415.875678|0.5085|-0.18299|3.5235|19.0|7.7212|7.7212
8m_a46|0.0|0|7.727094485|1|1|2.126524943|-0.00517896|5.533389489|-0.085284636|0.0|-0.248590088|-0.064176245|1|0.005865049|0.010184776|0.015631887|1|0.783187801|0.7699708959999999|-0.084989948|-0.090247845|0.8142050040000001|0.77612204|0|-0.085204935|0.280198209|-45.17474201|3.742817678|166.8508795|65.63194084|-0.032188531|-23.9511632|1.984401749|0.0|0.8854896870000001|-1.448483903|-25.62105988|48.72163155|-17.06601365|0.425802465|2045.330306|-767.9706141|1913.813025|-9.04821721|5.684332261000001|9.899611044|0.7415609409999999|4439.758321|60.71213839999999|19.27296714|867.2835213999999|3.546889545|1.0|0.0|1.0|1.0|3.24|2.92|-6.46|4.21|1.0|96.16|1.0|2.0|-5.61|319.4|3.53|-4.56|3.3e-05|3.72|0.0|0.0|3.5e-07|0.000112|5.3062|4.12|4.2881|-1014.126693|570.72|970.82|289.14|489.57|0.6997800000000001|-1013.91158|0.1441|-0.19715|3.1675|229.0|6.6402|6.6402
7d_a10|0.0|0|7.535296702|1|1|2.087763133|-0.00179944|5.4161004020000005|-0.017919404|1.591760572|-0.0845736919999999|-0.0325418129999999|1|0.008513576|-0.041520889|-0.089622042|2|0.531023495|0.809056885|0.0658971929999999|-0.051603612|0.869684772|0.525816226|1|-0.070901708|0.421731106|-37.61597161|5.567989142999999|12.32220006|84.32774259|-0.024733154|-19.95666068|2.9540236560000004|89.87999909999999|0.729585423|-1.063525614|-16.69900016|45.08492005|-13.12185056|0.484115691|2348.343588|-564.2395741|1597.531619|-6.961625817000001|6.100927672|11.82615475|0.938419104|5174.981962|143.4649092|17.98535187|773.3701306|7.468948447000001|1.0|1.0|1.0|1.0|3.21|3.21|-7.83|4.97|1.0|100.04|1.0|2.0|-5.83|344.38|3.95|-4.72|5.98e-05|3.62|0.0|0.0|1.46e-08|5.04e-06|5.8433|3.49|3.8856|-1129.198363|574.87|970.29|319.09|417.68|0.68393|-1129.003694|0.0941|-0.21965|3.4695|928.0|6.0325|6.0325
12al_a36|0.0|0|7.412764017000001|2|2|0.0|-0.008463062|5.351858133|-0.04314418|0.0|-0.4908576189999999|-0.031635802|1|0.003077071|-0.1430106119999999|-0.239932418|1|0.8913597320000001|0.8344566859999999|0.125005134|-0.055405405|0.885733922|0.84179881|0|-0.105915949|0.2689491989999999|-69.69632923|17.71943397|114.2305891|130.8308989|-0.035305316|-45.86257662|11.65999569|0.0|0.671084645|-1.906487074|-33.70669917|86.77628559|-23.23210974|0.456856406|2843.740855|-1254.533926|2244.88081|-15.28752554|8.774664332|16.15533063|0.841133748|6049.668466|216.4375922|34.61874732|1869.412355|17.07995636|0.0|0.0|1.0|0.0|4.81|0.0|-6.69|1.89|1.0|130.24|1.0|6.0|-6.93|411.46|1.81|-4.07|0.000113|2.65|1.0|0.0|2.03e-07|8.340000000000001e-05|3878.0|2.92|3.5511|-1347.479819|702.95|1181.84|349.14|554.23|0.70417|-1347.196501|0.0095|-0.1955599999999999|8.1781|48.0|7.3188|7.3188
19_a47|0.0|1|6.842683282|0|0|1.445775615|-0.00973456|4.727387819|-0.227538423|1.174354482|-0.4380552029999999|0.0604168609999999|1|-0.010153352|-0.046265509|-0.126992366|2|0.635684951|0.823945134|-0.024256505|0.095841135|0.8873627890000001|0.614975047|1|-0.104459947|0.270767873|-57.87554797|14.85167037|335.10989930000005|199.6541807|-0.037307124|-32.06567824|8.228498913|66.13355777|0.637832605|-1.566899206|-32.2945343|76.13237258|-20.66983856|0.463378097|2612.978054|-868.1332196000001|1238.799875|-11.45202794|7.06969105|13.17443625|0.8635094740000001|5846.960345|200.6571609|32.40636867|1361.067484|18.25682461|1.0|1.0|1.0|1.0|3.13|1.72|-6.92|3.84|1.0|99.2|1.0|5.0|-7.22|380.35|2.34|-3.66|0.000214|1.97|0.0|0.0|1.2099999999999998e-07|4.59e-05|3.8423|3.51|3.8423|-1335.75742|571.23|974.59|322.68|412.31|0.68924|-1335.580357|0.3243|-0.2117099999999999|6.3247|0.05|7.3|7.3
27a_a34|-3.727789|0|7.412764017000001|1|1|1.963136117|-0.012620846|5.351858133|-0.456594848|0.0|-0.7320090459999999|-0.008138446|1|-0.005234221|-0.158932197|-0.264978526|1|0.8186389829999999|0.779284547|-0.07177581|-0.012251785|0.832753533|0.749941528|0|-0.123191967|0.4305370679999999|-86.36649751|18.62986903|176.4623026|279.75296960000003|-0.043345322|-60.54917431|13.06088842|22.69787432|0.764921711|-2.340647376|-52.42823715|100.7752505|-30.38821209|0.436895447|3394.470264|-1640.9634529999998|2252.433058|-21.30433911|8.960143164|15.91204178|0.7758691440000001|7104.26596|164.80691819999998|39.72721867|2145.269808|14.40875302|1.0|1.0|1.0|1.0|3.66|2.58|-7.61|3.97|1.0|122.61|1.0|6.0|-7.29|463.51|2.44|-4.47|1.09e-05|2.59|0.0|0.0|2.44e-08|1.13e-05|5.0012|7.38|4.1228|-1861.741982|737.7|1247.85|300.73|598.18|0.69818|-1861.468024|0.0203|-0.20615|13.9023|0.24|6.6198|6.6198
8j_a46|0.0|0|7.727094485|1|1|2.1279894180000003|-0.0017688329999999|5.533389489|-0.008523199|0.0|-0.081366324|-0.053618988|1|0.0108603019999999|-0.084266433|-0.133413527|2|0.645146311|0.789844634|-0.223292257|-0.074207717|0.837678812|0.6109926379999999|0|-0.068971544|0.308052557|-37.04976799|4.658562801|7.723448142|35.10521457|-0.02566383|-19.90219786|2.5024620580000003|64.83187221|0.822112519|-1.103544698|-15.7861518|41.80044861|-13.78596018|0.427798746|2121.846387|-592.7962878|1888.679875|-7.405468973|5.617748211|9.817783823|0.747636856|4759.107832|95.55665364|16.76894569|721.0646647000001|4.750680627|0.0|1.0|1.0|1.0|3.23|3.25|-7.26|4.55|1.0|96.94|1.0|2.0|-5.55|338.83|3.82|-4.83|2.59e-05|3.97|0.0|0.0|5.46e-08|1.85e-05|4.9636|3.78|4.4107|-1414.53151|576.48|978.4|281.1|493.89|0.70121|-1414.349865|0.1427|-0.22599|6.4463|1228.0|5.9108|5.9108
12f_a31|0.0|0|7.765993078999999|1|1|0.0|-0.011835152|5.733341277|-0.033056721|0.0|-0.698273995|-0.0164221939999999|2|0.000889251|-0.130400541|-0.205011573|0|0.805862937|0.8167107029999999|-0.021938988|-0.029803241|0.8530975000000001|0.7730604259999999|0|-0.118239376|0.262896936|-82.48950216|19.26761061|159.84734269999998|208.6022728|-0.0337826789999999|-57.54866283|13.44201623|569.7325277000001|0.686882955|-1.891830012|-47.54067074|97.53070764|-23.56842919|0.482666192|2710.311963|-1319.832035|1805.921786|-16.44247509|9.859605078|19.05849748|0.932987917|5845.744358|218.4455813|34.31214739|1921.480254|15.04120547|1.0|1.0|1.0|1.0|3.86|3.78|-8.02|4.48|3.0|117.78|1.0|10.0|-6.19|426.53|4.01|-4.63|1.05e-06|3.82|0.0|0.0|9.53e-09|4.06e-06|3.8305|5.39|3.8305|-1696.785527|755.33|1258.6|323.68|665.22|0.7006600000000001|-1696.466804|0.2664|-0.19211|3.3538|0.13|6.8861|6.8861
4g_a46|0.0|0|7.825245291|1|1|2.156712018|-0.001702489|5.587248657999999|-0.010706405|0.0|-0.088529411|-0.138341481|1|0.010608122|-0.078780402|-0.121452903|2|0.662386484|0.74106323|-0.200628401|-0.193115055|0.7796270059999999|0.635494818|0|-0.070153728|0.318162858|-40.24987057|4.598866947|7.38470955|30.50581108|-0.024339048|-23.0928866|2.638545451|72.82863401|0.826861093|-1.192613373|-18.72788427|44.72726697|-13.96424081|0.448462961|2242.010126|-684.2477996|2285.43285|-8.0118178|5.8466355000000005|10.60062169|0.8131148579999999|5176.321714|99.33639766|16.88825479|827.5244845|4.477396402|0.0|1.0|1.0|1.0|3.9|3.61|-7.8|5.37|2.0|106.55|1.0|3.0|-5.18|366.89|4.39|-5.38|4.22e-06|4.73|0.0|0.0|1.57e-08|5.75e-06|4.4163|4.65|4.4163|-1493.154666|615.33|1064.92|280.74|530.39|0.6983199999999999|-1492.923098|0.1294|-0.22587|3.7113|2745.0|5.5615|5.5615
11e_a5|0.0|0|7.139660336|1|1|0.0|-0.003208975|5.209486153|0.038643235|0.0|-0.192538515|-0.010236262|1|0.008721244|-0.0924814769999999|-0.147721258|2|0.77509232|0.775794895|-0.048843135|-0.02059071|0.8215345|0.747366251|0|-0.0790189759999999|0.372098505|-52.34653881|7.986070113999999|62.84782002|81.64179149|-0.0282210629999999|-34.67724171|5.290414418|0.0|0.72163516|-1.580379517|-27.58835281|63.5644542|-18.69519243|0.483563144|2721.416353|-1046.930776|960.0428704|-12.38472918|9.387474824|18.17739133|0.936345148|5675.693973|184.4042616|25.90670947|1450.77573|11.21791539|1.0|1.0|1.0|1.0|3.22|3.43|-8.95|4.29|2.0|125.71|1.0|7.0|-6.28|411.5|3.63|-4.72|2.23e-05|3.56|0.0|0.0|1.13e-09|4.64e-07|4.4179|2.91|4.1036|-1316.547103|717.76|1220.1|302.14|571.06|0.6505|-1316.239803|0.2125|-0.20559|2.8694|0.04|7.3979|7.3979
EW7203_a60|0.0|0|7.412764017000001|2|2|0.0|-0.00698487|5.351858133|0.0075638519999999|0.0|-0.377182982|-0.051413084|1|0.0036417359999999|-0.049287858|-0.090115975|1|0.80330079|0.822401103|0.002441966|-0.089945913|0.8839272779999999|0.760234689|0|-0.096226348|0.345488097|-62.23028092|13.03554647|80.48638339|73.67602619|-0.036566012|-40.24477665|8.430183|0.0|0.766837077|-1.828300603|-31.81402579|73.82739839|-23.64750675|0.497298165|2913.880231|-1182.375337|1660.077477|-15.29301513|8.310125852|16.53092404|0.989250745|6403.777228|150.7881632|30.83771958|1541.885979|11.59711747|0.0|1.0|1.0|1.0|4.75|3.21|-6.7|2.6|2.0|133.97|1.0|5.0|-6.35|425.51|3.09|-4.82|1.81e-06|3.59|0.0|0.0|2e-07|8.51e-05|5.0166|3.64|3.5192|-1668.025575|678.83|1166.44|352.3|546.85|0.69857|-1667.78681|0.0448|-0.20654|2.5159|9.0|8.0334|8.0334
3n_a32|0.0|1|7.773594467000001|1|1|0.0|-0.00615216|5.733341277|-0.01504795|2.22272854|-0.295303659|-0.0711168609999999|3|0.002379137|-0.086764744|-0.153506065|0|0.810658423|0.816774665|-0.018016496|-0.121627423|0.868826775|0.762657782|1|-0.092745182|0.287402381|-53.32184118|10.86481886|121.6040686|91.96452611|-0.027401986|-30.65624207|6.246493173999999|0.0|0.648933114|-1.205687365|-24.62805609|65.41881458|-15.75418035|0.456693072|2526.071154|-693.1839353999999|2426.73803|-9.057526067|6.369579712999999|11.72372261|0.840580248|5553.014016|201.8383309|24.27704797|1068.190111|12.0969734|0.0|1.0|1.0|1.0|3.51|3.29|-6.96|5.01|2.0|106.44|1.0|3.0|-5.98|382.5|4.07|-4.91|1.11e-06|3.74|0.0|0.0|1.1e-07|4.19e-05|3.5459|2.57|3.5459|-1825.378576|614.67|1036.75|349.65|464.67|0.7028399999999999|-1825.163542|0.2839|-0.20256|6.2667|21.0|7.6778|7.6778
11b_a5|0.0|0|6.605297921|0|0|0.0|-0.003900104|4.59511985|0.008093965|0.0|-0.1833048739999999|-0.0536971829999999|1|0.005685558|-0.0109928619999999|-0.017658026|2|0.735954089|0.805760343|-0.0497097529999999|-0.106187688|0.8645824520000001|0.682032125|0|-0.080664777|0.378154801|-48.42513182|9.829471091|55.25128526|75.80248447|-0.029332646|-29.07084703|5.900883275|1.880682804|0.66824472|-1.290636432|-27.50997723|62.16286481|-17.60913884|0.456131351|2434.505303|-774.8021092|913.0178976|-10.5712171|8.936258446|16.43091298|0.83867925|5107.577902|199.1611925|26.35133256|1159.458633|13.73773299|1.0|1.0|1.0|1.0|2.99|2.55|-9.15|4.82|2.0|106.58|1.0|6.0|-6.03|376.84|3.68|-4.69|2.26e-05|3.62|0.0|0.0|7.109999999999997e-10|2.68e-07|4.4995|3.31|4.1982|-1564.761898|635.55|1063.35|295.32|511.28|0.6284|-1564.56504|0.2013|-0.21291|2.8531|19.0|7.7212|7.7212
12y_a30|0.0|0|7.412764017000001|2|2|0.0|-0.005996863|5.351858133|-0.037335306|0.0|-0.353814891|-0.058184644|1|0.006346396|-0.053700437|-0.0922059569999999|1|0.842068099|0.768409873|-0.05346283|-0.095969764|0.8146529229999999|0.803183654|0|-0.091248521|0.374181804|-61.25585229|10.05775555|85.17057711|101.4221952|-0.034840345|-41.1215369|6.751850651|0.0|0.820108145|-1.91621895|-31.95309886|69.55490151|-23.38859815|0.445723724|2847.362782|-1286.372898|2411.415644|-15.70095045|8.067590558|14.55517927|0.804154433|6301.067405|120.7628216|28.51891948|1568.540572|8.299049218|0.0|1.0|1.0|0.0|4.86|0.0|-7.38|3.23|2.0|137.21|1.0|5.0|-5.64|426.54|3.19|-5.46|9.14e-07|4.6|0.0|0.0|4.12e-08|1.76e-05|5.1973|4.45|3.4718|-1654.41361|728.75|1227.82|357.11|585.59|0.6864399999999999|-1654.125015|0.1489|-0.19815|5.1209|22.0|7.6576|7.6576
12v_a36|0.0|0|7.412764017000001|2|2|0.0|-0.008411281|5.351858133|-0.04314418|0.0|-0.487854327|-0.023932402|1|0.003077071|-0.1430106119999999|-0.239932418|1|0.8913597320000001|0.828393514|0.024751559|-0.041914045|0.8792981679999999|0.84179881|0|-0.105200486|0.334379501|-69.20675352|17.85767346|113.7463918|130.0637965|-0.033118671|-45.52806671|11.74777471|0.462992841|0.6276553979999999|-1.788408258|-33.82511043|88.07013157|-21.78731129|0.461799225|2846.057239|-1176.51481|2328.221818|-14.33290989|8.456596706000001|15.71271745|0.8580426609999999|6065.593390999999|244.9490697|34.71221847|1874.459798|18.86337805|0.0|0.0|1.0|0.0|4.82|0.0|-6.69|1.89|1.0|130.24|1.0|6.0|-6.93|411.46|1.81|-4.07|0.000113|2.65|0.0|0.0|2.03e-07|8.340000000000001e-05|3.8847|2.65|3.7035|-1347.475543|671.56|1150.38|334.77|502.83|0.7016100000000001|-1347.2000369999998|0.0223|-0.20404|7.9237|14.0|7.8539|7.8539
12t_a30|0.0|0|7.412764017000001|2|2|0.0|-0.007755575|5.351858133|-0.097216874|0.0|-0.411045472|-0.04950715|1|-0.001131023|-0.0546637159999999|-0.145315868|1|0.609043558|0.83236194|-0.003937967|-0.080971844|0.889479916|0.591758164|0|-0.1011561919999999|0.408290036|-65.79920855|12.26965165|88.42093081|197.4742794|-0.037159417|-42.80050261|7.981057356|0.0|0.745705883|-1.82081145|-38.30686627|78.8278828|-24.17113783|0.445760296|2976.648597|-1184.385754|2479.787504|-15.72263361|7.957774504|14.358001500000002|0.804273481|6617.834146|165.4110479|32.41376848|1588.274656|13.02867425|0.0|1.0|1.0|0.0|4.63|0.0|-7.16|3.74|2.0|127.19|1.0|5.0|-6.06|434.46|3.21|-5.17|3.24e-06|4.07|0.0|0.0|6.900000000000002e-08|3e-05|5.0693|4.32|3.5457|-1774.2421780000002|677.85|1139.2|349.67|527.87|0.6842600000000001|-1774.0165149999998|0.1561|-0.20571|3.2145|9.0|8.0496|8.0496
3e_a32|0.0|1|7.773594467000001|0|0|0.0|-0.006553709|5.733341277|-0.058503168|2.220794149|-0.275255791|-0.080731823|3|0.002004382|-0.076494363|-0.1395294259999999|0|0.8315372|0.8046468659999999|-0.061561535|-0.12378337|0.85921771|0.77923808|1|-0.100056595|0.290874543|-53.92151824|6.69516884|47.09895162|71.04473954|-0.030786645|-29.05885545|3.608094688|0.0|0.7752553659999999|-1.200679139|-21.32040233|60.86894767|-16.59123638|0.4513338939999999|2212.661182|-647.0582188|1732.3689949999998|-8.941186293|5.863649531|10.68709999|0.822602107|4827.877259000001|121.1171726|21.40099522|834.6388134|6.94742943|1.0|1.0|1.0|1.0|3.33|3.04|-6.92|5.24|1.0|97.86|1.0|3.0|-5.2|340.47|4.3|-5.18|3.02e-07|4.47|0.0|0.0|1.2099999999999998e-07|4.13e-05|3.5589|3.52|3.5589|-1672.748189|578.77|956.67|348.38|456.76|0.7025399999999999|-1672.576776|0.2914|-0.20098|5.6928|8.0|8.0862|8.0862
12i _a30|0.0|0|7.412764017000001|2|2|0.0|-0.00691453|5.351858133|-0.030422458|0.0|-0.366470081|-0.072247675|1|0.003603419|-0.051371057|-0.090173435|1|0.8264832879999999|0.831176513|-0.029080032|-0.1240820219999999|0.888213143|0.7463962120000001|0|-0.096489393|0.356921662|-63.00408424|10.32233418|84.78576301|102.235113|-0.037414255|-41.13938837|6.740110893|0.0|0.806299097|-1.833298476|-32.64875738|72.59006433|-24.43015511|0.479900127|2860.704198|-1197.077601|2280.31966|-15.95200773|8.097008872|15.56818082|0.92270764|6362.153853|126.4796844|30.29912252|1484.657003|9.585980094|0.0|1.0|1.0|0.0|4.62|0.0|-7.22|3.27|2.0|132.29|1.0|5.0|-5.75|432.93|3.11|-5.44|1.19e-06|4.49|0.0|0.0|6.03e-08|2.61e-05|5.0358|4.45|3.5242|-2035.373964|691.59|1167.27|351.81|542.74|0.68497|-2035.141693|0.1577|-0.2041|3.0033|16.0|7.8013|7.8013
21_a10|0.0|0|7.535296702|1|1|2.093218896|-0.009308076|5.4161004020000005|-0.085463279|1.817620533|-0.549176498|-0.003554514|1|0.002099681|-0.0236638829999999|-0.03765494|2|0.7135035209999999|0.7620337359999999|0.057775125|-0.005970601|0.81962595|0.68876002|1|-0.084654798|0.8663152820000001|-59.80834512|13.34776629|240.7558768|159.11338909999998|-0.03292131|-42.25440548|9.430154402|74.3822498|0.704106635|-1.777750751|-45.44837698|75.80259699|-23.25880088|0.391384102|3104.255496|-1255.975247|2701.142106|-16.4322688|8.388036625|13.78215169|0.643072426|7048.414464|209.0477207|33.03306591|1783.785559|15.99425187|1.0|1.0|1.0|0.0|3.5|3.17|-8.71|5.6|2.0|128.59|1.0|5.0|-6.07|448.47|4.04|-5.51|1.69e-06|4.17|0.0|0.0|1.94e-09|8.68e-07|5.9596|5.57|3.8599|-1485.499561|716.1|1225.01|321.21|517.44|0.68165|-1485.216871|0.1489|-0.2226|1.1872|4.8|5.3188|5.3188
14l_a23|0.0|1|7.423568444|0|0|3.402752757|-0.005344736|5.351858133|-0.026530366|0.758109562|-0.288615723|-0.061788679|2|0.01180744|-0.074441567|-0.136106024|2|0.725800261|0.778602826|0.156652778|-0.1010279259999999|0.836852328|0.6906097959999999|1|-0.078204688|0.215920645|-51.59307331|12.31633167|40.34135162|51.94117061|-0.0328459689999999|-34.03690099|8.125310915|81.90812552|0.7896261940000001|-1.642298442|-23.306234600000003|61.54673359|-21.66909079|0.492922575|2879.181064|-1083.45454|2176.038061|-14.29549842|8.006380163|15.78926563|0.972085426|6444.7098240000005|138.7874759|27.44221375|1372.110688|9.953660282|0.0|1.0|1.0|1.0|3.51|3.52|-7.78|4.33|2.0|125.25|1.0|5.0|-6.1|425.51|3.78|-5.25|1.43e-06|3.94|0.0|0.0|1.65e-08|7.03e-06|3.6274|3.79|3.6274|-1669.2363289999998|694.65|1185.79|341.8|560.51|0.67242|-1668.983787|0.4239|-0.2183|8.2422|7.0|8.1798|8.1798
35_a18|0.0|0|7.03438793|2|2|0.0|-0.00622005|4.844187086|-0.020425504|0.0|-0.44784362|-0.0098863069999999|0|0.00113101|-0.078001173|-0.117857059|0|0.737701788|0.737094825|-0.032017257|-0.017913121|0.774007861|0.7277482059999999|0|-0.084219749|0.3888901179999999|-62.06945887|6.525195505|118.7214377|146.8343246|-0.033440195|-45.74482543|4.809030636|74.92670772|0.874573807|-2.273933228|-44.44264921|67.9315105|-24.64522632|0.465531336|3038.429834|-1675.875389|1761.858479|-18.16338657|9.184536969|17.18442554|0.87101708|6995.248058|92.43836482|28.17969862|1916.219506|5.862051629|1.0|0.0|1.0|1.0|4.3|0.0|-9.55|3.35|3.0|151.05|1.0|8.0|-6.0|480.6|3.07|-5.53|8.629999999999999e-07|4.55|0.0|0.0|2.81e-10|1.35e-07|3.2146|8.09|3.2146|-1533.002975|796.47|1400.62|385.69|657.07|0.69279|-1532.557542|0.4981|-0.18079|2.7788|24.0|7.6198|7.6198
20_a4|0.0|0|7.535296702|1|1|2.017439295|-0.003103385|5.4161004020000005|-0.00123671|0.0|-0.124135414|-0.059498265|1|0.012025268|-0.064248765|-0.103098674|1|0.691307598|0.7797803109999999|0.246357638|-0.105783279|0.8404413829999999|0.665774148|0|-0.072188305|0.210083785|-34.74640079|11.03865532|63.27373076|39.3981702|-0.0273144939999999|-16.72448692|5.313236547|68.49419443|0.6435852470000001|-1.010636274|-14.03867522|46.45917085|-13.14728679|0.421704107|1982.961908|-486.4496111|1379.418733|-6.32818424|5.543543957000001|9.58599918|0.729218575|4085.683488|171.5531319|20.4281979|755.8433223999999|11.71277006|1.0|1.0|1.0|1.0|3.23|3.06|-5.55|3.54|0.0|86.62|2.0|3.0|-5.96|289.33|2.97|-3.87|0.000346|2.96|0.0|0.0|2.79e-06|0.000806|5.1778|2.73|4.0419|-934.2489802|517.72|861.05|306.74|402.27|0.66028|-934.103809|0.1415|-0.19747|5.5779|646.0|6.1898|6.1898
41_a18|0.0|0|7.03438793|2|2|0.0|-0.007587553|4.844187086|-0.059936864|0.0|-0.500778516|0.0212700929999999|0|-0.002136837|-0.005930813|-0.0091068809999999|0|0.759941674|0.733589101|-0.032217299|0.037097204|0.774395455|0.745631286|0|-0.089139464|0.3888308139999999|-61.10986894|6.547189171|347.42621339999994|181.7135945|-0.037381065|-41.89408289|4.488448275|93.99687836|0.903239484|-2.317626057|-47.95199341|65.83786886|-25.62671923|0.487248278|2899.29167|-1588.856592|1491.296991|-17.56848637|8.787657952|17.13823195|0.950261611|6605.095612|66.33450764|28.37200951|1759.064589|4.727999916|1.0|0.0|1.0|1.0|4.07|0.0|-8.38|2.7|2.0|141.34|1.0|6.0|-6.38|452.55|2.53|-5.02|2.76e-06|3.78|0.0|0.0|4.18e-09|1.89e-06|3.2123|7.34|3.2123|-1454.374793|736.59|1294.52|385.97|576.83|0.69308|-1453.980175|482.0|-0.1814599999999999|2721.0|369.0|6433.0|6433.0
19b_a38|0.0|0|7.412764017000001|2|2|0.0|-0.008652352|5.351858133|-0.115864198|0.0|-0.467227005|-0.0697981979999999|1|-0.004358975|-0.098027247|-0.250781298|1|0.653741315|0.8295290000000001|0.019437461|-0.114123934|0.8851623040000001|0.632625562|0|-0.11557289|0.336505882|-71.73053105|13.92699891|120.3048789|168.00390359999997|-0.041606241|-44.51968852|8.643817972|0.0|0.7596369590000001|-2.0803120280000003|-33.13317155|84.49751102|-25.82299118|0.478948837|2897.652112|-1291.149559|2436.66785|-16.02708787|7.159317935|13.74014387|0.91919733|6518.872269|149.181772|33.99385836|1699.692918|12.76697997|0.0|1.0|1.0|0.0|4.82|2.37|-7.12|3.11|1.0|125.65|1.0|5.0|-6.81|419.43|2.94|-4.33|5.68e-05|2.88|0.0|0.0|7.599999999999999e-08|3.19e-05|5363.0|3.66|3.7509|-1431.414099|646.81|1111.29|330.55|485.64|0.69411|-1431.18309|0.1945|-0.20445|6.3396|12.0|7.9172|7.9172
13c_a6|0.0|0|7.412764017000001|1|1|0.0|-0.010619065|5.351858133|-0.0122495089999999|0.0|-0.605286688|-0.0942387559999999|1|-0.000899678|-0.106686991|-0.174259072|1|0.845481322|0.780680481|0.085414885|-0.167542194|0.8353837409999999|0.7995080809999999|0|-0.111231609|0.22875443|-75.71763296|20.79409503|157.60887419999997|145.12291069999998|-0.039875482|-51.54254258|14.15496611|567.1031411|0.772032541|-2.11340057|-43.38886312|88.21184769|-27.1440571|0.466844407|2880.850692|-1438.635026|3135.546462|-18.47751526|8.038175951|15.07660437|0.875625075|6204.855629|155.1821156|35.15921372|1863.438327|12.49421473|1.0|1.0|1.0|1.0|3.61|2.53|-9.4|4.57|2.0|121.6|1.0|6.0|-5.88|423.47|3.64|-5.27|1.11e-06|4.23|0.0|0.0|3.96e-10|1.68e-07|5.992000000000001|4.5|3.6519|-1389.39897|719.8|1217.77|339.5|596.15|0.7008800000000001|-1389.122252|0.28|-0.1999|9.2467|73.0|7.1367|7.1367
46_a18|0.0|0|7.03438793|2|2|0.0|-0.005378956|4.844187086|-0.018808538|0.0|-0.3872848129999999|-0.052591109|0|0.003512954|-0.1483628609999999|-0.224171123|0|0.7100921609999999|0.729629263|-0.015124585|-0.090469229|0.76616843|0.699483099|0|-0.076485888|0.30524999|-54.33831169|6.376289807000001|0.946462387|123.2289237|-0.029244604|-38.60388092|4.5299444310000005|58.66827342|0.782232748|-1.988633091|-35.20023815|63.70285871|-20.77641329|0.4548138479999999|3052.94234|-1412.796104|1848.661552|-14.76030741|8.980343774|16.47206875|0.8342358790000001|7150.333139|154.7096476|26.56039822|1806.107079|9.36454702|1.0|0.0|1.0|1.0|4.27|0.0|-8.82|3.3|2.0|151.14|1.0|7.0|-6.14|480.6|2.93|-5.47|2.08e-06|4.36|0.0|0.0|1.51e-09|7.27e-07|3225.0|8.11|3225.0|-1532.992457|765.33|1380.79|384.45|635.89|0.69181|-1532.493789|0.4249|-0.18219|3.2533|186.0|6.7305|6.7305
