molecula|SddssS|n9FaHRing|SaaNH|SssssC|SRW09|nAHRing|nARing|MATS2c|AATSC1c|SRW07|AATSC1s|n6HRing|SaaaC|ATSC1c|AATSC1are|MATS8i|BCUTi-1|n5aHRing|MATS1i|AATSC1i|MATS1c|GATS1are|BIC2|MATS8s|SIC2|RASA|PBF|FPSA3|PNSA3|PNSA5|RPSA|TPSA_x|FNSA4|WNSA5|WPSA3|WNSA3|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|TASA|PNSA2|WNSA4|FPSA1|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|WNSA2|DPSA4|FPSA5|DPSA1|DPSA2|Mor01p|CYP2D6 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log Po/w Silicos-IT Log P|TPSA_y|Log Po/w MLOGP|Leadlikeness|Molar refractivity|Veber filter|Heavy atom count|Log Kp (cm/s)|Molecular Mass|BBB|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mg/ml)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Dipole (gas phase)|pIC50|pIC50
43_a18|0.0|0|0.0|0.0|7.03438793|2|2|0.032999679|-0.005099385|4.844187086|-0.01369899|1|0.0|-0.397752066|0.002712865|0.031746165|10.94702053|0|-0.140532044|-0.2093696189999999|-0.460675034|0.718255592|0.713379703|-0.023109314|0.7458234990000001|0.852344887|0.3439906129999999|0.006890688|-54.49271386|-63.87648583|0.147655113|114.6724699|-0.0311212229999999|-49.60799696|4.156080507|-42.32033664|69.46280937|-24.16948112|59.84418608|0.481954273|661.9512957999999|-1788.541603|-18.77059344|0.125626651|10.01438533|19.33108376|0.930331529|7428.282915000001|97.56464265|-1389.023915|27.64206062|0.007193089|-581.4944803999999|2045.512486|1228.492038|1.0|0.0|1.0|2.0|0.0|0.34|18.0|4.5|76.5|3.7|3.0|160.76|0.0|38.0|-5.78|508.65|0.0|0.0|3.48|-5.96|1.09e-06|0.000554|5.1|0.0|1.28e-07|8.79|3.2233|-1611.621186|-1611.598032|1493.25|384.65|384.65|702.4|0.6926800000000001|0.6926800000000001|-1611.126246|3.0482|6.2041|6.2041
18a_a25|0.0|0|0.0|0.0|6.842683282|0|0|-0.151473962|-0.0029953159999999|4.727387819|-0.019008377|2|2.050257213|-0.170732995|0.007643634|-0.018419483|10.31286118|1|-0.037072518|-0.06333068|-0.2936794219999999|0.761417363|0.7385460309999999|-0.039007784|0.792935475|0.931628386|0.341320954|0.0095281269999999|-37.07961488|-51.83514755|0.068371614|45.33086513|-0.03097773|-34.36707071|4.188358905|-24.58404782|59.45091020000001|-20.53845469|43.39683067|0.493301255|617.676232|-1088.538099|-13.61714122|0.182927961|7.39539242|14.59524518|0.973559258|6523.923911999999|121.2825364|-721.7084848|25.136651|0.011486699|-420.4420243|1332.242503|759.4953883|1.0|1.0|1.0|1.0|3.43|0.08|27.0|5.89|87.72|2.88|2.0|133.85|0.0|32.0|-5.58|435.54|0.0|1.0|4.53|-5.77|1.71e-06|0.000744|4.76|0.0|7.28e-08|4.51|3.1711|-1675.274716|-1675.2501519999998|1229.09|390.98|225.57|556.26|0.2834|0.5274399999999999|-1674.982248|3.1313|7.0269|7.0269
5_a15|0.0|0|0.0|0.0|0.0|0|0|-0.222657379|-0.008878343|0.0|-0.044921287|2|0.0|-0.54157893|0.000420839|-0.0156037999999999|10.95880662|0|-0.187421793|-0.28098676|-0.340979744|0.8384601770000001|0.704479781|0.092692253|0.74438723|0.8740541479999999|0.743577162|0.032616864|-45.57134103|-73.61131563|0.125945852|93.65193084|-0.0273088679999999|-54.73655332|18.03465935|-33.88634094|100.6631306|-20.30656983|69.82487767|0.486150431|649.9369163|-1177.78105|-15.09973885|0.491010028|7.795174584|15.1701491|0.946094849|6656.720346|365.1095806|-875.7848531999999|39.89581513|0.036380071|-13.36968593|2313.9572780000003|779.0599798999999|1.0|1.0|1.0|1.0|3.68|0.15|24.0|4.92|74.73|2.0|3.0|127.97|0.0|33.0|-5.55|443.49|0.0|1.0|4.29|-5.66|2.18e-06|0.000967|4.86|0.0|9.970000000000001e-08|4.36|3.6257|-1470.816175|-1470.779775|1272.84|341.96|286.35|629.67|0.62664|0.70244|-1470.487858|4.3576|7.8861|7.8861
3d_a32|0.0|1|3.503398526|0.0|7.765993078999999|0|0|0.0181036519999999|-0.006420365|5.733341277|-0.034290847|0|2.230648962|-0.269655316|0.000655875|-0.113314811|10.31100276|3|-0.076494363|-0.1395294259999999|-0.539652902|0.8315372|0.8444218509999999|-0.069007775|0.90169022|0.892845502|0.2214902789999999|0.014419776|-37.19367587|-50.45435743|0.107154498|58.01666174|-0.02867299|-27.31750365|4.22710649|-20.13777259|59.15151032|-15.52441767|45.000975700000005|0.427813496|483.4133562|-605.4522892000001|-8.405385739|0.2794597139999999|6.15119195|10.75032687|0.747681906|4752.534658|151.30787800000002|-327.8100438|21.54552351|0.0160633|-238.8142619|840.275417|421.3548777|1.0|1.0|1.0|1.0|3.11|0.24|19.0|6.97|110.94|1.94|1.0|97.86|0.0|23.0|-5.18|340.47|0.0|1.0|4.32|-5.13|7.36e-06|0.00251|4.5|0.0|1.75e-05|3.42|3.5105|-1672.758552|-1672.733979|959.11|353.18|353.18|465.41|0.7035100000000001|0.7035100000000001|-1672.585902|3.2094|8.0915|8.0915
3t_a32|0.0|1|3.4477303|0.0|7.765993078999999|0|0|0.028840888|-0.006089333|5.733341277|-0.0338714389999999|0|2.141978747|-0.304466646|9.83e-05|0.012069208|10.31100267|3|-0.070331512|-0.122301673|-0.496165036|0.710773544|0.822076702|0.0466380209999999|0.870628579|0.828676243|0.217914628|0.014242899|-50.65701113|-61.58101978|0.171323757|108.2086749|-0.026967947|-38.89478416|5.681818647999999|-31.99514268|72.43498782|-17.03304802|59.65287508|0.481726305|523.3947687|-800.5532571|-10.75813179|0.315525518|8.107111779|15.64252992|0.929482453|5525.861115|199.2870037|-505.632194|24.88485469|0.017184783|-233.0294362|1169.58817|582.0730423|1.0|1.0|1.0|1.0|3.41|0.3|19.0|7.65|128.01|1.74|2.0|112.48|0.0|27.0|-5.81|396.53|0.0|1.0|4.46|-4.93|1.16e-05|0.00462|4.09|0.0|3.91e-06|5.5|3.5487|-1864.708995|-1864.678788|1129.24|349.38|349.38|575.45|0.70286|0.70286|-1864.472646|1.2641|8.0458|8.0458
13g_a6|0.0|0|3.457632039|0.0|6.842683282|0|0|-0.0961994219999999|-0.006574579|4.727387819|0.004767264|2|1.648997541|-0.381325604|-0.002407131|0.073394284|10.95053423|1|-0.12414699|-0.215607882|-0.46487852|0.836982172|0.774238891|0.095969451|0.832753533|0.871972049|0.2141642839999999|0.017637229|-51.67543048|-64.02222283|0.128027951|89.14285747|-0.0323525729999999|-44.57717132|8.550546653|-35.98038956|76.50577593|-22.52633766|63.95581946|0.444443571|607.1336751|-1216.422234|-15.68456028|0.264266646|7.968172425|14.34268783|0.7999971709999999|6332.20768|184.0026638|-846.9662551000001|30.61752948|0.017929016|-328.2712049|1653.346592|744.1359788|1.0|1.0|1.0|2.0|2.34|0.12|27.0|5.41|103.17|1.13|2.0|128.63|0.0|33.0|-6.31|431.49|0.0|1.0|3.47|-5.06|8.8e-06|0.0038|3.7|0.0|1.15e-08|3.83|3.2472|-1386.611265|-1386.573241|1253.71|381.82|207.09|592.49|0.38325|0.7034100000000001|-1386.3020800000002|10.1708|6.9245|6.9245
11_a4|0.0|0|0.0|0.0|7.535296702|1|1|-0.20567828|-0.001098364|5.4161004020000005|0.032861655|2|2.216390726|-0.056016567|0.011277653|-0.073554945|10.33765061|1|-0.0278843589999999|-0.046906237|-0.145254541|0.6575743310000001|0.820318166|-0.163623353|0.875868891|0.930113409|0.4523305489999999|0.009336075|-31.35942689|-37.74083422|0.069886591|40.38918044|-0.023620625|-21.81135655|3.118219598|-18.12338426|44.63993001|-13.65094004|36.75497433|0.480360734|537.5354202000001|-641.5941818|-7.889214068999999|0.243908684|6.850305797000001|13.18281017|0.924411925|5425.1341090000005|140.96082869999998|-370.7930613|18.0546182|0.011937709|-296.0029432|848.5670554999999|575.2252237|1.0|1.0|1.0|0.0|3.49|0.23|21.0|4.97|68.9|3.15|2.0|111.64|0.0|27.0|-5.74|372.49|0.0|1.0|4.16|-4.97|1.06e-05|0.00395|3.99|0.0|3.31e-06|3.2|3.78|-1467.463842|-1467.440475|1071.03|328.0|252.67|479.99|0.4444|0.65942|-1467.20045|4187.0|6.9586|6.9586
16_a15|-3.726252327|0|0.0|0.0|0.0|0|0|0.072882981|-0.008593957|0.0|-0.463771194|2|0.0|-0.4898555739999999|-0.009769916|-0.109386268|10.31928197|0|-0.046871961|-0.0764246109999999|-0.528097878|0.787100127|0.729432583|0.080837546|0.77948108|0.723597405|0.7427725270000001|0.0070920509999999|-60.63825695|-69.38556779999999|0.276402595|188.9479321|-0.039472502|-47.4317527|3.31414791|-41.45211893|76.07332645|-26.98327637|65.48636021|0.419910645|494.6488764|-1457.096924|-18.44568161|0.131539493|6.798937229|11.720499900000002|0.7238723509999999|6931.531554000001|89.91997762|-996.0668068|31.07023998|0.009783192|-503.7568532|1677.792959|728.353441|1.0|1.0|1.0|2.0|2.93|0.08|24.0|3.37|115.58|1.72|2.0|124.45|0.0|32.0|-6.27|446.52|0.0|1.0|3.59|-5.21|6.14e-06|0.00274|3.88|0.0|2.72e-07|8.26|4.1295|-1770.509465|-1770.448668|1229.58|300.24|297.1|600.98|0.6541100000000001|0.66615|-1770.217907|8.0361|7.6778|7.6778
15_a4|0.0|0|0.0|0.0|7.535296702|1|1|-0.159419214|-0.001986535|5.4161004020000005|-0.061469545|1|0.0|-0.077474847|0.009823083|-0.1979518539999999|10.94611612|1|-0.017259078|-0.038707204|-0.226703465|0.5118792910000001|0.772721853|0.095534883|0.8347553529999999|0.867716376|0.2517542889999999|0.010893057|-29.80513879|-35.36161572|0.132283624|63.43714456|-0.030724393|-16.95780525|2.505098786|-14.29317436|40.03406565|-14.73400655|35.02894809|0.437696617|416.1168833|-530.4242358|-7.065752187|0.156108698|5.459799482|9.709704127|0.7783994009999999|4134.603400999999|74.8625551|-254.3670787|17.45960235|0.009743323|-329.8289177|628.5456843999999|324.5687005|0.0|0.0|0.0|0.0|3.01|0.11|17.0|4.09|30.71|3.05|0.0|85.06|0.0|22.0|-5.6|291.32|1.0|1.0|3.61|-4.28|5.19e-05|0.0151|3.49|0.0|0.000235|3.8|4.2148|-958.270023|-958.251931|848.47|294.16|275.22|396.58|0.4778699999999999|0.56413|-958.147682|2.1603|6757.0|6757.0
3c_a12|0.0|0|0.0|0.0|6.555356892000001|1|1|0.06235058|-0.009252756|4.59511985|-0.058516436|2|0.0|-0.379362977|-0.003879878|-0.008931246|10.3117069|1|-0.116098308|-0.211367878|-0.545592465|0.923855679|0.826033688|-0.0461654159999999|0.888353608|0.843855494|0.242114395|0.013219706|-36.28720467|-50.25579322|0.156144506|79.00277721|-0.033980537|-25.42738988|3.384177297|-18.35985151|61.16334136|-17.19277136|42.97583906|0.427357986|426.9566009|-653.3253118|-8.698843907999999|0.2944757839999999|6.231995392999999|10.88288188|0.746291708|4629.005722|148.9927848|-330.5560685|24.36878988|0.02155815|-207.9738085|926.0140155|380.2468615|1.0|1.0|1.0|1.0|2.78|0.12|17.0|4.01|78.41|1.82|0.0|98.16|0.0|23.0|-6.18|319.38|0.0|1.0|2.76|-4.0|9.940000000000002e-05|0.0318|2.91|0.0|5.3200000000000006e-05|2.56|3.5862|-1327.498519|-1327.471862|894.36|345.72|311.14|399.38|0.43415|0.68067|-1327.351991|1.6035|7699.0|7699.0
1d_a5|0.0|0|2.79978458|-4.455320158|6.605297921|0|0|-0.133500214|-0.006252818|4.59511985|-0.308010841|2|0.0|-0.2688711589999999|-0.0012491689999999|-0.2261588939999999|10.94437658|1|0.001493879|0.004923698|-0.38633065|0.525406088|0.7595197290000001|-0.058872605|0.821309592|0.8965037640000001|0.6271150670000001|0.007937625|-47.76176205|-46.58221594|0.1034962359999999|55.92018945|-0.036640804|-25.16889922|2.317281143|-25.80622135|56.83734591|-19.79744178|52.05055075|0.471074204|484.3911442|-791.897671|-10.69678217|0.229495885|6.116537519|11.5640749|0.89062437|5717.438103|123.9992274|-427.8712868|25.69414151|0.018980039|-292.3128788|1027.76566|403.396385|1.0|0.0|1.0|1.0|2.19|0.05|23.0|5.48|54.46|2.73|2.0|95.49|0.0|27.0|-5.73|366.34|0.0|1.0|4.15|-4.97|1.0800000000000002e-05|0.00396|3.95|0.0|4.86e-07|3.58|4.6112|-1288.340378|-1288.306458|951.63|268.88|254.46|414.59|0.41781|0.5764600000000001|-1288.201219|3.7798|5.03|5.03
19_a20|0.0|0|3.423603867|0.0|6.842683282|0|0|0.071176085|-0.0096278259999999|4.727387819|-0.130949446|3|1.622562232|-0.539158264|-0.006620594|0.077469518|10.94899558|1|-0.049177437|-0.083481481|-0.5838248970000001|0.811128636|0.7619768840000001|-0.143992458|0.8193003000000001|0.754452534|0.25624423|0.013643765|-60.26825633|-65.49811346|0.245547466|161.33709|-0.038340404|-43.03556944|5.890223441|-39.5992891|75.98477124|-25.1915821|69.23289949|0.483310517|495.7134289|-1309.962269|-16.55214209|0.203929412|7.950138729|15.38668579|0.935398401|6325.747732|133.9919257|-860.7113887|31.64490997|0.0159602|-389.0666676|1645.535318|684.5377542|1.0|1.0|1.0|2.0|2.49|0.08|27.0|4.97|110.44|1.33|1.0|122.86|0.0|32.0|-6.8|420.47|0.0|1.0|3.16|-4.57|2.6600000000000003e-05|0.0112|2.91|0.0|9.86e-08|5.01|3.3616|-1368.413151|-1368.378274|1190.68|368.83|368.83|519.34|0.6987399999999999|0.6987399999999999|-1368.129074|4.2507|5585.0|5585.0
12t_a36|0.0|0|3.500121488|0.0|7.412764017000001|2|2|-0.058770337|-0.00673635|5.351858133|-0.034194893|2|0.0|-0.404180985|0.003676818|-0.030990165|10.95395385|1|-0.101854847|-0.169994208|-0.436022708|0.902377067|0.829598864|-0.009662203|0.878510663|0.8337556420000001|0.318666358|0.017627553|-48.97252784|-67.01551397|0.166244358|110.727965|-0.035934112|-44.63604995|7.820109571000001|-32.61842026|77.32343502|-23.93411213|60.71345614|0.48189543|555.3275093999999|-1340.3102789999998|-15.94144641|0.21683192|7.960344391|15.36435856|0.930112292|5936.009091|144.422087|-892.7209991000001|30.56063281|0.01547607|-377.2113003|1711.395437|729.1873176|0.0|0.0|0.0|2.0|0.0|0.21|17.0|3.62|69.2|2.45|1.0|133.52|0.0|31.0|-6.33|409.49|1.0|0.0|2.4|-4.57|2.6600000000000003e-05|0.0109|3.47|0.0|1.7899999999999998e-05|3.87|3.6694|-1311.585049|-1311.552739|1208.04|337.89|319.18|562.72|0.69297|0.70313|-1311.287803|5.9081|8.0969|8.0969
18c_a25|0.0|0|0.0|0.0|6.842683282|0|0|-0.087958541|-0.002704524|4.727387819|-0.008080236|2|2.069766482|-0.162271435|0.007804726|-0.038865826|10.31285373|1|-0.038006869|-0.064145547|-0.282103688|0.7644072209999999|0.748718056|0.084188427|0.8005589320000001|0.94801724|0.385593349|0.009585904|-31.96445203|-47.27625541|0.05198276|34.1639413|-0.026975264|-31.07074762|4.140476673999999|-21.00757374|56.83666555|-17.72859578|38.26446885|0.484730247|623.0528232|-992.8013635|-11.65153036|0.2520795489999999|7.553051762000001|14.65844196|0.940731034|6736.25597|165.67090530000002|-652.4856999|23.70385212|0.014546814|-325.8749539|1327.415719|831.3429628|1.0|1.0|1.0|1.0|3.89|0.11|27.0|6.29|87.72|3.08|2.0|138.65|0.0|33.0|-5.85|449.57|0.0|1.0|4.77|-5.6|2.51e-06|0.00113|4.49|0.0|3.0499999999999995e-08|4.75|3.3396|-1714.597797|-1714.5777670000002|1243.76|371.26|226.01|547.87|0.31993|0.70516|-1714.280779|6.1775|7.0555|7.0555
14w_a23|0.0|1|0.0|0.0|7.423568444|0|0|0.013971812|-0.006481882|5.351858133|-0.109136569|2|0.6813799420000001|-0.330575965|0.003379755|-0.042151195|10.31321817|2|-0.073958723|-0.206574435|-0.427696371|0.5788469970000001|0.802520527|0.059273664|0.8668730109999999|0.7880718659999999|0.228641034|0.022440155|-46.76570273|-58.53311596|0.211928134|140.15462380000002|-0.035779855|-38.70975831|9.814393755|-30.92760432|72.23920014|-23.66232347|61.60607046|0.4972095239999999|521.1762769999999|-1112.129203|-15.648625699999998|0.256548212|7.833745658|15.58053709|0.988900044|6998.078982999999|169.6632599|-735.4854078|31.82765022|0.020725002|-322.004381|1495.89956|597.2903597999999|0.0|1.0|0.0|1.0|3.35|0.05|26.0|4.2|105.02|3.78|2.0|120.2|0.0|32.0|-6.35|447.46|0.0|0.0|4.05|-5.27|5.41e-06|0.00242|3.78|0.0|5.23e-06|3.97|3.6632|-1828.385903|-1828.363862|1150.31|338.46|338.46|535.54|0.6219399999999999|0.6219399999999999|-1828.161957|7.0157|8.6737|8.6737
15a_a50|0.0|1|0.0|0.0|7.934155233999999|1|1|-0.113976703|-0.004429392|5.82008293|-0.06317118|1|2.020652006|-0.234757789|0.005366038|-0.15010386|10.94500663|2|-0.128070491|-0.209259615|-0.325638639|0.797917311|0.821868651|-0.051676609|0.8749408470000001|0.837789896|0.4349386739999999|0.018014615|-46.91098865|-50.56454577|0.162210104|97.06405493|-0.029316925|-30.25705388|6.450390922|-28.07082095|61.78266878|-17.54280159|57.69065967|0.4476230879999999|501.3207109|-859.5972780999999|-10.49734522|0.294589405|8.095541483|14.65582885|0.8103580690000001|5401.219537|176.277812|-514.369916|24.86892274|0.018747341|-245.8291419|1218.577214|569.5267957000001|1.0|1.0|1.0|1.0|2.63|0.23|20.0|3.23|68.76|1.87|1.0|110.43|0.0|28.0|-6.78|371.44|1.0|1.0|2.76|-3.92|0.0001189999999999|0.0444|2.51|0.0|0.0003|2.66|4.0408|-1199.818129|-1199.784983|1091.64|306.83|306.83|519.38|0.66132|0.66132|-1199.572081|6.6307|7.3872|7.3872
12x_a36|0.0|0|3.494913155|0.0|7.412764017000001|2|2|-0.058295476|-0.007008724|5.351858133|-0.046532211|2|0.0|-0.40650598|0.00285431|-0.054184069|10.33556641|1|-0.07550872|-0.133106642|-0.4331246039999999|0.906423012|0.828393514|0.056034339|0.8792981679999999|0.836402835|0.3403819629999999|0.017625524|-49.60929169|-70.20305027|0.163597165|110.0434027|-0.036722107|-47.22198284|7.974776509|-33.36962015|81.1499815|-24.70107324|61.46507585|0.458792701|562.6051882|-1333.8579550000002|-16.61514211|0.223146459|8.770758009|16.20591229|0.847720832|6193.10485|150.09915149999998|-897.2176739|31.79630645|0.016274369|-372.4502879|1717.000548|725.9470896|0.0|1.0|1.0|2.0|0.0|0.17|17.0|3.33|94.5|2.51|1.0|135.47|0.0|31.0|-6.64|427.52|0.0|0.0|2.33|-4.51|3.09e-05|0.0132|3.19|0.0|3.83e-05|3.37|3.7364|-1670.452834|-1670.419519|1209.23|331.83|319.74|569.01|0.6853600000000001|0.68112|-1670.182026|5.6653|8.1549|8.1549
4m_a46|0.0|0|0.0|0.16407746|7.825245291|1|1|-0.245599013|-0.000686578|5.587248657999999|0.051308728|1|0.0|-0.0329557579999999|0.011122528|-0.142061192|10.94319657|1|-0.017992096|-0.029022201|-0.098201489|0.615482006|0.747676221|-0.099662698|0.7975218959999999|0.948973877|0.373463876|0.010905551|-35.4774406|-35.43866734|0.051026123|26.89046601|-0.0224155999999999|-18.67596877|3.028720082|-18.69640205|41.88525631|-11.81288911|41.22460182|0.463006576|500.1036387|-531.5800101|-6.225322922999999|0.266763619|5.329061873000001|9.923886653|0.8622201970000001|4750.325312|140.5828543|-280.1395315|16.11061509|0.012232753|-245.828396|724.9776792|486.9589609|0.0|1.0|1.0|0.0|2.9|0.29|17.0|4.25|54.5|2.5|1.0|98.69|0.0|25.0|-5.68|328.41|1.0|1.0|3.59|-4.57|2.68e-05|0.0088|3.69|0.0|4.31e-05|3.45|4.3476|-1031.138426|-1031.109224|975.72|285.18|205.21|468.63|0.38389|0.68505|-1030.929791|3.9226|5.8901|5.8901
3c_a49|0.0|0|0.0|0.0|7.535296702|1|1|0.034009672|-0.004876919|5.4161004020000005|-0.016347266|2|1.879769411|-0.248722888|0.006218639|-0.05815918|10.92976555|1|-0.0612829229999999|-0.101919761|-0.384874446|0.666785606|0.802792677|0.005559828|0.8605470759999999|0.7963363840000001|0.501887054|0.0148240689999999|-41.0524769|-42.3959176|0.203663616|116.4686425|-0.0252377479999999|-24.24485565|4.8479546860000005|-23.47658531|54.85343388|-14.4326528|49.52988301|0.4791465279999999|455.3990518|-678.3346816000001|-8.253567879|0.362777444|6.567311051|12.60874968|0.919925763|5544.351498|207.4607002|-387.9176903|22.64931248|0.021783913|-156.9462939|1064.517686|542.7276591|1.0|1.0|1.0|1.0|2.67|0.18|21.0|3.63|72.7|1.84|1.0|109.43|0.0|28.0|-6.93|369.42|1.0|1.0|2.86|-3.86|0.000137|0.0505|2.29|0.0|1.07e-05|3.99|3842.0|-1198.668772|-1198.634822|1046.53|322.71|240.36|456.22|0.32539|0.6692100000000001|-1198.430306|3.6122|7.0605|7.0605
12a_a36|0.0|0|3.4715209280000003|0.0|7.412764017000001|2|2|-0.0632801509999999|-0.007471648|5.351858133|-0.0427777779999999|2|0.0|-0.403468978|0.002039107|-0.070252245|10.96083376|1|-0.1063550619999999|-0.183140926|-0.432975237|0.907322874|0.7934042040000001|-0.012112722|0.846614758|0.820684627|0.436020272|0.019595485|-46.76212019|-64.36949846|0.179315373|110.1075804|-0.037738352|-39.52572284|7.388485123|-28.71401279|76.09903547|-23.17301945|58.79461567|0.470444928|503.9367075|-1158.650972|-14.22926022|0.244684566|6.600635115|12.464492300000002|0.888377722|5710.355735|150.24716030000002|-711.4630111|30.67992313|0.019102103|-313.5499672|1533.996157|598.1535763999999|0.0|0.0|0.0|2.0|0.0|0.14|17.0|2.72|69.2|2.02|1.0|123.75|0.0|29.0|-6.72|381.43|1.0|0.0|1.86|-4.0|0.000101|0.0384|2.68|0.0|9.78e-05|3.16|3.6682|-1232.951968|-1232.916523|1096.31|338.0|323.35|481.98|0.67869|0.6997|-1232.707754|6.3637|7.8861|7.8861
24_a20|0.0|0|0.0|0.0|6.842683282|0|0|-0.217098257|-0.001547029|4.727387819|0.029711934|2|2.041494094|-0.083539572|0.009265667|-0.060940703|10.93106245|1|-0.036258691|-0.060582944|-0.188335708|0.616352201|0.74131936|0.070857143|0.802353442|0.952027295|0.531656762|0.012814211|-38.76683848|-42.82548904|0.047972705|30.27049276|-0.02714795|-27.02262995|5.102023479|-24.46164548|51.30386873|-17.13019562|46.85253003|0.457794721|600.7235847000001|-856.5097809|-10.80905198|0.228967757|6.852820269|12.63879297|0.844319927|6109.1040920000005|144.47729840000002|-540.4525990000001|22.21722343|0.013436544|-342.0394805|1110.861171|664.4562602999999|1.0|1.0|1.0|0.0|3.21|0.08|27.0|4.76|80.28|1.86|2.0|119.42|0.0|31.0|-6.26|402.45|0.0|1.0|3.63|-4.93|1.17e-05|0.00469|3.52|0.0|1.94e-07|3.74|3.5876|-1291.896802|-1291.867578|1169.35|345.59|232.2|551.25|0.46668|0.44916|-1291.647083|3.6107|6.4976|6.4976
47i_a18|0.0|0|0.0|0.0|7.03438793|1|1|0.053794607|-0.006882626|4.844187086|-0.066917145|0|0.0|-0.440488042|-0.000919158|0.073977454|10.94702091|0|-0.106018078|-0.162274487|-0.499939719|0.742536498|0.744472118|-0.064085904|0.7842882870000001|0.8030751740000001|0.279553995|0.009745543|-54.34379065|-62.41153158|0.196924826|137.1555392|-0.035256027|-43.46880696|4.727502734|-37.84973202|68.954317|-24.55535669|61.13143233|0.487446923|559.3312455|-1497.876758|-17.10248143|0.139131409|9.573882864|18.67881257|0.951017454|6353.6617320000005|96.90318745|-1043.251367|28.52393145|0.009393984|-502.6804099|1739.959818|855.7438937000001|1.0|0.0|1.0|3.0|0.0|0.22|18.0|3.28|85.29|2.74|3.0|134.83|0.0|33.0|-6.36|440.54|0.0|1.0|2.5|-4.78|1.67e-05|0.00735|3.7|0.0|4.6e-07|7.37|3.2321|-1416.260696|-1416.233978|1297.7|383.61|383.61|664.78|0.69175|0.69175|-1415.875678|2.7749|7.7212|7.7212
14t_a23|0.0|1|0.0|0.0|7.423568444|0|0|0.04919958|-0.005383494|5.351858133|-0.024472753|2|0.758345646|-0.290708696|0.01269616|-0.041339801|10.31321779|2|-0.074441567|-0.136106024|-0.4515027279999999|0.725800261|0.7629258809999999|0.113493155|0.820002545|0.920956836|0.361071229|0.017433037|-36.09926385|-51.65035498|0.079043164|51.51331913|-0.033286443|-33.66111722|7.404291213|-23.52629623|61.0040156|-21.69314909|47.46057034|0.465981891|600.1979272000001|-1084.657455|-14.13766923|0.2000541589999999|7.55064865|14.13931199|0.872595673|6523.656379|130.3775455|-706.8834616|27.11827225|0.014352462|-390.9561553|1355.9136119999998|666.0036144999999|0.0|1.0|1.0|1.0|3.49|0.09|26.0|3.88|105.02|3.24|2.0|125.25|0.0|31.0|-6.1|425.51|0.0|0.0|3.78|-5.25|5.61e-06|0.0023899999999999|3.94|0.0|7.03e-06|3.79|3.2060000000000004|-1669.240512|-1669.21916|1184.43|386.72|311.09|534.86|0.5824199999999999|0.68886|-1668.980578|5.8672|8.3979|8.3979
14a_a10|0.0|0|0.0|0.0|7.535296702|2|2|-0.2090476269999999|-0.002047597|5.4161004020000005|0.0437538159999999|3|2.070512208|-0.147427016|0.011509975|-0.045759336|10.92970798|1|-0.220250238|-0.344811314|-0.168193178|0.76857495|0.7348225290000001|-0.011977878|0.770129205|0.911549451|0.43555903|0.0135610389999999|-32.23041637|-51.23835032|0.088450549|64.18371923|-0.018970051|-37.18086445|7.140714112|-23.38784787|67.14248252|-13.76552695|42.07091945|0.469029865|661.4615097|-922.2903058|-9.988888957|0.457984122|10.0292632|18.88856367|0.8833450959999999|6754.660977|332.3339934|-669.2555601|25.39690722|0.0219172279999999|-60.97724212|1701.592784|1003.968547|1.0|1.0|1.0|0.0|4.4|0.39|21.0|4.16|59.31|1.94|1.0|146.76|0.0|35.0|-6.82|468.59|1.0|0.0|3.43|-4.8|1.58e-05|0.00743|3.29|0.0|3.07e-06|2.25|3802.0|-1489.655581|-1489.803158|1380.89|326.1|222.16|645.26|0.34245|0.7047100000000001|-1489.42155|3.1205|7.1308|7.1308
