molecula|SddssS|n9FaHRing|SaaNH|SssssC|SRW09|nAHRing|nARing|MATS2c|AATSC1c|SRW07|AATSC1s|n6HRing|SaaaC|ATSC1c|AATSC1are|MATS8i|BCUTi-1|n5aHRing|MATS1i|AATSC1i|MATS1c|GATS1are|BIC2|MATS8s|SIC2|RASA|PBF|FPSA3|PNSA3|PNSA5|RPSA|TPSA_x|FNSA4|WNSA5|WPSA3|WNSA3|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|TASA|PNSA2|WNSA4|FPSA1|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|WNSA2|DPSA4|FPSA5|DPSA1|DPSA2|Mor01p|CYP2D6 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log Po/w Silicos-IT Log P|TPSA_y|Log Po/w MLOGP|Leadlikeness|Molar refractivity|Veber filter|Heavy atom count|Log Kp (cm/s)|Molecular Mass|BBB|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mg/ml)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Dipole (gas phase)|pIC50|pIC50
17_a15|0.0|0|0.0|0.0|0.0|0|0|-0.046866421|-0.0071363569999999|0.0|-0.071708785|2|0.0|-0.442454151|0.0016674189999999|-0.032903349|10.9544604|0|-0.170008473|-0.263401148|-0.461493931|0.769376831|0.721188086|0.001376853|0.76362781|0.880459235|0.605886597|0.012890299|-40.50376584|-61.17023228|0.119540765|91.58201681|-0.027065991|-46.86345493|7.56573889|-31.03055741|77.82445248|-20.73567196|50.37922222|0.474165158|674.5333498|-1223.4046460000002|-15.88591693|0.346792631|7.967418828|15.15194163|0.90173781|6352.266784|265.6831633|-937.2690986|31.74439379|0.0217385279999999|-234.74904|1872.919233|822.8625688|1.0|1.0|1.0|1.0|3.99|0.15|24.0|4.89|67.35|2.53|2.0|131.36|0.0|33.0|-5.58|438.52|0.0|1.0|4.44|-5.65|2.26e-06|0.00099|4.78|0.0|8.43e-08|6.89|3.8006|-1413.897695|-1413.857182|1298.37|326.22|299.04|663.81|0.68787|0.7045100000000001|-1413.559128|5.1268|7.9208|7.9208
14c_a23|0.0|1|0.0|0.0|7.423568444|0|0|0.06596946|-0.005822256|5.351858133|-0.024758731|2|0.743546646|-0.296935034|0.010682694|-0.047853455|10.31321813|2|-0.071484865|-0.13187015|-0.4589840189999999|0.722187957|0.793551289|0.1114214519999999|0.857184548|0.922935039|0.2273163289999999|0.018842596|-37.73933093|-53.17009158|0.077064961|51.21382308|-0.034046252|-35.33439343|8.321492112|-25.07982076|64.05912299|-22.62557089|50.26125234|0.459622824|613.3401089|-1063.401832|-15.0359121|0.2165924689999999|7.832948614|14.49533577|0.8505592829999999|6755.962581999999|143.9373772|-706.6878684999999|28.88097191|0.016385474|-376.6791777|1357.40568|633.3278634|0.0|1.0|1.0|1.0|3.6|0.05|26.0|4.0|105.02|3.51|2.0|125.29|0.0|31.0|-6.03|445.93|0.0|0.0|4.0|-5.55|2.83e-06|0.00126|4.21|0.0|4.55e-06|4.1|3.7031|-2089.523959|-2089.501598|1177.63|334.81|334.81|549.86|0.56781|0.56781|-2089.293299|7.2704|8.6253|8.6253
13j_a6|0.0|0|3.409065702|0.0|7.412764017000001|1|1|0.0353600779999999|-0.015004989|5.351858133|-0.154502515|1|0.0|-0.855284356|-0.011017781|-0.0951246069999999|10.95129557|1|-0.045418125|-0.073507141|-0.562698347|0.8744720490000001|0.783333463|-0.063948098|0.8353837409999999|0.6229641429999999|0.205764388|0.03111288|-80.33128667|-86.54032868|0.377035857|251.937353|-0.046428683|-57.82670518|13.89184843|-53.67779048|99.85109065|-31.02389141|101.1210779|0.433600896|416.2679342|-1644.266245|-20.73032827|0.215833159|8.741405506|15.43329684|0.765539515|6276.316063|144.22085800000002|-1098.707398|39.56287079|0.0199201689999999|-379.7635712|2096.832152|673.8038326000001|1.0|1.0|1.0|3.0|2.26|0.12|23.0|4.16|115.15|1.18|1.0|120.17|0.0|32.0|-6.81|427.46|0.0|1.0|2.82|-4.48|3.28e-05|14.0|2.95|0.0|1.36e-06|4.94|3.5599|-1426.5532050000002|-1426.520775|1196.6|348.28|339.64|555.0|0.69993|0.7045100000000001|-1426.272674|8.3187|6.5817|6.5817
13i_a6|0.0|0|3.399318783|0.0|7.412764017000001|1|1|0.0359494989999999|-0.0149593219999999|5.351858133|-0.154502515|1|0.0|-0.852681372|-0.011017781|0.034304189|10.95129557|1|-0.045418125|-0.073507141|-0.560601136|0.8744720490000001|0.7771558909999999|0.145878803|0.8287956870000001|0.624046118|0.221116773|0.031178586|-80.75190740000001|-86.83156133|0.375953882|252.0312146|-0.046433945|-58.20996912|14.01186473|-54.13430283|100.2320567|-31.12829557|101.6533459|0.429711323|418.3467934|-1649.799665|-20.86772478|0.216402237|8.294136887|14.54375165|0.753497905|6306.951561999999|145.07130039999998|-1105.989413|39.72483975|0.019989461|-380.2354072|2105.416507|673.8038326000001|1.0|1.0|1.0|3.0|2.7|0.12|23.0|4.16|115.15|1.18|1.0|120.17|0.0|32.0|-6.81|427.46|0.0|1.0|2.91|-4.48|3.28e-05|14.0|2.95|0.0|1.36e-06|4.94|3.5614|-1426.549926|-1426.518007|1196.21|348.14|338.12|553.67|0.7004600000000001|0.70517|-1426.269916|7.8342|7.6778|7.6778
16_a20|0.0|0|3.485659565|0.0|6.842683282|0|0|-0.014660441|-0.004705049|4.727387819|0.00695144|2|2.013871268|-0.254072625|8.23e-05|-0.061975089|10.93301779|1|-0.070208458|-0.117308016|-0.458484451|0.7582110409999999|0.7478675859999999|-0.085041518|0.809440795|0.915005572|0.382481746|0.011604018|-43.51359744|-51.18223058|0.084994428|55.92018945|-0.029561375|-33.67420774|5.023018225|-28.6288015|60.02453683|-19.44924762|51.14820251|0.464473378|602.0075202|-972.4623811|-12.79619894|0.219891897|8.166385503999999|15.24926152|0.8673208|5896.394536|144.672972|-639.8099471|24.9314775|0.013439632|-368.5817657|1246.573875|664.4562602999999|1.0|1.0|1.0|1.0|3.13|0.08|27.0|6.38|78.25|2.2|2.0|121.69|0.0|31.0|-5.42|401.46|0.0|1.0|4.37|-5.66|2.17e-06|0.0008699999999999|4.69|0.0|1.22e-08|4.45|3.5704|-1275.900951|-1275.8670960000002|1174.61|347.26|207.2|554.41|0.32553|0.69524|-1275.636924|4.7315|7585.0|7585.0
4_a3|0.0|0|0.0|0.0|6.823286122000001|0|0|0.2122551539999999|-0.008561428|4.727387819|-0.161259999|1|1.882124381|-0.325334256|-0.008407895|0.057349653|10.31162267|1|0.053425134|0.127253753|-0.607238634|0.640351067|0.721302096|-0.028924747|0.785381728|0.74053397|0.5842630360000001|0.008006786|-52.4583525|-46.9200748|0.25946603|123.350856|-0.039478171|-22.30593113|1.809595554|-24.93884341|51.71950126|-18.76802992|56.26480013|0.415852758|352.05186289999995|-656.8810472|-8.922372453|0.133023729|5.05182773|8.648209506|0.711897153|4885.093366|63.23984222|-312.2830359|21.6476858|0.0100954959999999|-348.9230345|757.6690029|347.9532383|1.0|0.0|1.0|1.0|2.6|0.0|21.0|5.3|80.04|3.07|1.0|92.65|0.0|23.0|-5.21|321.37|0.0|1.0|4.09|-5.09|8.22e-06|0.00264|4.3|0.0|9.48e-06|3.53|3.4771|-1355.332318|-1355.303098|858.45|356.58|208.93|338.33|0.3809|0.6896|-1355.192416|2.3542|5.9|5.9
12s_a30|0.0|0|0.0|0.0|7.412764017000001|2|2|-0.00019297|-0.007621736|5.351858133|-0.095120438|2|0.0|-0.403952011|-0.002544958|-0.035768573|10.31162892|1|-0.0546637159999999|-0.145315868|-0.446807335|0.609043558|0.83236194|0.006789196|0.889479916|0.706713791|0.404041243|0.019324097|-58.75255278|-67.11451776|0.2932862089999999|189.9114627|-0.040189672|-43.45862792|8.102485674|-38.04400919|78.38074776|-26.02399668|71.26547471|0.467381416|457.6180044|-1275.175837|-16.8513047|0.209518167|8.066744794|15.14544373|0.877516163|6639.7334200000005|135.66918710000002|-825.7139305|32.92168852|0.017398791|-376.1910929|1613.162737|616.2856203|0.0|1.0|0.0|1.0|0.0|0.14|17.0|4.67|81.65|3.58|2.0|127.19|0.0|31.0|-6.06|434.46|0.0|0.0|3.21|-5.17|6.71e-06|0.00291|4.07|0.0|3e-05|4.32|3.5348|-1774.236634|-1774.202623|1140.1|350.75|245.81|526.07|0.43338|0.68458|-1774.01033|3.0335|8129.0|8129.0
14l_a23|0.0|1|0.0|0.0|7.423568444|0|0|0.060717916|-0.005344736|5.351858133|-0.026530366|2|0.758109562|-0.288615723|0.01269616|-0.060692376|10.313217800000002|2|-0.074441567|-0.136106024|-0.448622017|0.725800261|0.778602826|0.156652778|0.836852328|0.921267667|0.215920645|0.018669073|-35.3275485|-51.59307331|0.078732333|51.94117061|-0.0328459689999999|-34.03690099|8.125310915|-23.306234600000003|61.54673359|-21.66909079|47.64388017|0.492922575|607.777253|-1083.45454|-14.29549842|0.210373806|8.006380163|15.78926563|0.972085426|6444.7098240000005|138.7874759|-714.7749208|27.44221375|0.01508774|-382.1434717|1372.110688|666.0036144999999|0.0|1.0|1.0|1.0|3.52|0.09|26.0|3.88|105.02|3.24|2.0|125.25|0.0|31.0|-6.1|425.51|0.0|0.0|3.78|-5.25|5.61e-06|0.0023899999999999|3.94|0.0|7.03e-06|3.79|3.6274|-1669.2363289999998|-1669.224647|1185.79|341.8|341.8|560.51|0.67242|0.67242|-1668.983787|6.0563|8.1798|8.1798
1_a15|0.0|0|0.0|0.0|0.0|0|0|-0.22215316|-0.0084598019999999|0.0|-0.043374667|2|0.0|-0.541427319|0.001244652|-0.068297833|10.95880609|0|-0.1816819589999999|-0.270248221|-0.34192045|0.836466114|0.705825714|0.101406325|0.74357498|0.875723465|0.7100707390000001|0.026214985|-44.01415991|-72.24770503|0.124276535|80.34898605|-0.031142386|-46.71058649|10.95802135|-28.45664402|90.40184737|-20.13460632|60.96303497|0.437969049|566.1848585|-1228.210985|-13.01770443|0.394072483|6.580146251|11.7078005|0.77926144|7284.337537|254.7811976|-794.0799704|33.22939752|0.0280791829999999|-136.9714493|2026.993248|851.7423982|1.0|1.0|1.0|1.0|4.18|0.19|24.0|5.46|74.73|2.2|3.0|132.94|0.0|34.0|-5.38|457.52|0.0|0.0|4.68|-5.97|1.08e-06|0.000495|5.23|0.0|4.36e-08|4.68|3.2188|-1510.136281|-1510.117336|1271.06|385.18|282.85|598.34|0.64662|0.70553|-1509.785098|1.2218|7.3565|7.3565
5b_a50|0.0|1|0.0|0.0|7.927685046000001|1|1|-0.253064589|-0.00141071|5.82008293|-0.003549558|1|2.473508677|-0.062071259|0.012641727|-0.137595558|10.9325725|2|-0.1052449509999999|-0.175158017|-0.140506919|0.693611382|0.791163321|0.019856551|0.855527513|0.958606481|0.271653991|0.012204641|-20.90908698|-31.07327358|0.041393519|21.02890062|-0.02140774|-15.78596849|3.149876031|-10.62231784|42.76068675|-10.87564575|27.10933752|0.4462435279999999|486.9950914|-435.0258302|-5.525088972000001|0.411250953|5.543302677000001|10.01036188|0.8058479690000001|4577.809819|208.925351|-221.0035589|18.47246431|0.023005632|-90.17329003|738.8985723999999|409.0289917|1.0|0.0|1.0|0.0|2.91|0.1|20.0|3.15|35.64|2.4|0.0|96.89|0.0|24.0|-6.03|312.37|1.0|1.0|3.11|-4.19|6.47e-05|0.0202|3.06|0.0|0.0004269999999999|2.81|4.0222|-990.6114185|-990.5849031|922.49|308.25|220.09|411.9|0.4270899999999999|0.66968|-990.43875|4.4181|4.9126|4.9126
19_a15|-3.694652026|0|0.0|0.0|0.0|0|0|0.156105985|-0.009832375|0.0|-0.558905888|1|0.0|-0.4621216379999999|-0.012350591|-0.04003124|10.31928434|0|-0.0283109839999999|-0.045543362|-0.571686169|0.7981860159999999|0.722297906|0.042424078|0.770451673|0.691069123|0.355677322|0.00527267|-54.70558911|-64.78818183|0.308930877|178.5363184|-0.042351319|-37.44217335|1.761006946|-31.61527447|68.10965742|-24.47553536|57.75275299|0.405429114|399.3803987|-1101.399091|-14.14482104|0.077864438|6.10227122|10.26331993|0.681885245|5417.777463|44.99916039|-636.516947|26.54223128|0.005747326|-487.9183964|1194.400408|490.1808545|1.0|1.0|1.0|2.0|2.17|0.11|18.0|2.36|102.69|1.64|1.0|101.22|0.0|26.0|-6.22|369.44|0.0|1.0|2.88|-4.39|4.1200000000000005e-05|0.0152|3.29|0.0|2.69e-05|7.53|4.1742|-1523.404372|-1523.361214|1030.77|297.03|297.03|519.04|0.68945|0.68945|-1523.196562|6.7515|7.1427|7.1427
10_a1|0.0|0|3.261363142|0.0|6.86171134|0|0|0.0883621719999999|-0.014135827|4.727387819|-0.23385288|1|0.0|-0.621976404|-0.012672753|-0.020225596|10.94957578|1|-0.019835038|-0.042643966|-0.623957903|0.674381582|0.7227844929999999|-0.0369911079999999|0.783467165|0.669963758|0.126889306|0.014751098|-65.97424138|-61.93104798|0.330036242|186.6625065|-0.045402319|-35.02707638|4.718623023|-37.31383317|70.6564636|-25.67872721|74.31719486|0.459673515|378.9193385|-1052.827816|-14.52342192|0.165903744|7.376231317999999|13.65143394|0.850732895|5192.858899|93.83214542|-595.4602985|30.78628757|0.015427326|-377.9175542|1262.237791|433.2550452|1.0|0.0|0.0|2.0|2.18|0.0|23.0|4.86|78.87|2.78|2.0|99.61|0.0|27.0|-5.91|359.35|0.0|1.0|3.7|-4.73|1.87e-05|0.00673|3.64|0.0|3.42e-06|5.81|3.4067|-1223.159954|-1223.125689|979.35|363.94|363.94|464.77|0.70345|0.70345|-1222.969096|5.3861|5.8239|5.8239
5_a18 (BIBF0775)|0.0|0|0.0|0.0|7.03438793|2|2|0.0160123|-0.005220163|4.844187086|-0.015946718|1|0.0|-0.391512249|0.002526619|0.0002403959999999|10.94702058|0|-0.144352593|-0.216531385|-0.453086741|0.7140745620000001|0.7395978390000001|-0.001626287|0.774859029|0.8432358679999999|0.420002762|0.008501088|-52.09190866|-59.08151918|0.156764132|118.3671077|-0.029755876|-44.61038661|4.846666751|-39.33277643|67.25977848|-22.46761997|58.5107823|0.483962172|636.6978809999999|-1595.201018|-16.96451322|0.184058942|9.798677372|18.98829281|0.937842434|7221.114573000001|138.97646310000002|-1204.480438|27.535837|0.010831199|-477.1120625|1955.044427|1140.896548|1.0|0.0|1.0|2.0|0.0|0.32|18.0|4.09|76.5|3.52|3.0|155.95|0.0|37.0|-5.96|494.63|1.0|0.0|3.2|-5.72|1.91e-06|0.000946|4.73|0.0|3.06e-07|8.45|3.2027|-1572.313227|-1572.290174|1446.02|378.13|378.13|691.68|0.69298|0.69298|-1571.843719|2.3389|7.4685|7.4685
3d_a12|0.0|0|0.0|0.0|0.0|1|1|0.092417272|-0.008186708|0.0|-0.053022041|3|0.0|-0.360215148|-0.00259095|-0.002185753|10.95472859|0|-0.1394967999999999|-0.237203828|-0.532019854|0.91670178|0.7697403429999999|-0.097468573|0.82682708|0.8547246829999999|0.2443206489999999|0.011128076|-34.34601551|-49.24083018|0.145275317|74.63869204|-0.035063929|-25.2986621|2.9374091630000003|-17.64609244|57.52228251|-18.01493787|40.06333231|0.472404561|439.1353855|-738.6124526000001|-9.255608086|0.22571647|5.786006004|10.96674758|0.89539167|4509.417998|115.96727140000002|-379.4799315|23.26659057|0.01611886|-281.8395348|953.9302134|410.9162081|1.0|1.0|1.0|1.0|2.71|0.11|18.0|3.37|50.17|2.26|0.0|100.28|0.0|24.0|-6.22|313.36|1.0|1.0|2.67|-3.91|0.000123|0.0385|2.81|0.0|9.64e-06|3.1|3.7719|-1006.727999|-1006.704001|918.3|328.71|294.4|411.35|0.53114|0.6572100000000001|-1006.556654|2.2068|7.6021|7.6021
4_a18 (SD-208)|0.0|0|0.0|0.0|0.0|2|2|0.055002235|-0.012457606|0.0|-0.113324634|3|0.0|-0.498304229|-0.018723101|-0.009648044|10.95382003|0|-0.15379315|-0.3630339729999999|-0.564165402|0.773173718|0.83508768|-0.058455902|0.904723479|0.77909674|0.115284206|0.0211761979999999|-40.10670787|-51.27494074|0.22090326|113.7529353|-0.034985357|-26.40375252|5.615248385|-20.652731600000003|69.63488061|-18.01551972|51.01127638|0.454067432|401.1916387|-666.5742296|-9.276994128|0.397970979|6.239898178|11.42979655|0.831728055|5348.394288|204.9329964|-343.2487827|29.9246699|0.035654206|-105.0785813|1107.212786|363.2306414|1.0|1.0|1.0|1.0|2.54|0.0|22.0|3.54|76.48|2.02|1.0|92.87|0.0|25.0|-6.31|352.75|0.0|1.0|3.11|-4.38|4.14e-05|0.0146|3.02|0.0|2.49e-06|2.58|3.2777|-1542.296276|-1542.276332|895.83|378.26|239.56|396.17|0.4646|0.69028|-1542.15786|3.4629|7.0969|7.0969
14ae_a23|0.0|1|0.0|0.0|7.423568444|0|0|-0.033049777|-0.007539122|5.351858133|-0.029948314|2|0.7338690390000001|-0.4448081789999999|0.008996289|-0.0174992419999999|10.31321689|2|-0.143336826|-0.253318853|-0.363230717|0.7763406840000001|0.7830067820000001|0.107765697|0.8356326820000001|0.872362051|0.202342743|0.03467374|-46.69131269|-62.38566188|0.127637949|91.4475768|-0.0269140239999999|-44.69687612|17.79858399|-33.45249142|87.09501229|-19.28284095|71.53368511|0.479058976|625.0131414|-1060.556252|-13.81539807|0.46959234|8.123993885|15.59484379|0.919603093|7308.981869|336.444465|-759.846894|36.35475577|0.034488074|-43.57178809|1999.511567|770.8206617000001|0.0|1.0|1.0|1.0|3.76|0.12|26.0|3.48|123.48|2.42|2.0|133.27|0.0|34.0|-6.68|471.53|0.0|0.0|3.44|-5.08|8.22e-06|0.0038799999999999|3.52|0.0|1.17e-05|2.99|3.6036|-1858.967022|-1858.952529|1285.52|344.06|344.06|627.57|0.58144|0.58144|-1858.675325|7.0211|8.6038|8.6038
46_a18|0.0|0|0.0|0.0|7.03438793|2|2|-0.001181461|-0.005378956|4.844187086|-0.018808538|1|0.0|-0.3872848129999999|0.002300582|-0.0669031009999999|10.94680484|0|-0.1483628609999999|-0.224171123|-0.448177615|0.7100921609999999|0.729629263|-0.015124585|0.76616843|0.8265445990000001|0.30524999|0.008975181|-49.54738918|-54.33831169|0.173455401|123.2289237|-0.029244604|-38.60388092|4.5299444310000005|-35.20023815|63.70285871|-20.77641329|55.92367899|0.4548138479999999|587.2068577|-1412.796104|-14.76030741|0.217767252|8.980343774|16.47206875|0.8342358790000001|7150.333139|154.7096476|-1003.700904|26.56039822|0.013181412|-401.0164861|1806.107079|1056.535856|1.0|0.0|1.0|2.0|0.0|0.3|18.0|3.68|76.5|3.33|2.0|151.14|0.0|36.0|-6.14|480.6|1.0|0.0|2.93|-5.47|3.35e-06|0.00161|4.36|0.0|7.27e-07|8.11|3225.0|-1532.992457|-1532.968527|1380.79|384.45|384.45|635.89|0.69181|0.69181|-1532.493789|2656.0|6.7305|6.7305
A7701_a51|0.0|0|2.9690728930000003|0.0|6.605297921|0|0|-0.221071791|-0.002377784|4.59511985|-0.0162614089999999|2|2.087643036|-0.0927335619999999|0.008062393|0.058290286|10.93031118|1|0.036217274|0.061434294|-0.22798944|0.7078647990000001|0.7451039290000001|0.00552665|0.8092075540000001|0.865114773|0.514530959|0.007404204|-32.97926236|-36.09660744|0.134885227|62.31656919|-0.030384547|-16.67652408|1.580362387|-15.23632002|41.87351682|-14.03756956|36.39998243|0.420350923|399.6804233|-505.3525041|-6.485314917999999|0.200953608|5.137516673|8.863149921|0.7251817340000001|4153.310077|92.83996262|-233.4713371|17.56790307|0.012504214|-276.3170672|632.4445105000001|332.8814548|1.0|0.0|1.0|1.0|2.05|0.06|21.0|4.46|54.46|1.98|0.0|87.52|0.0|22.0|-5.82|286.33|1.0|1.0|3.12|-4.17|6.790000000000001e-05|0.0195|3.14|0.0|7.5e-06|||||||||||||7.6021|7.6021
17c_a50|0.0|1|0.0|0.0|7.934155233999999|2|2|-0.212075666|-0.002676029|5.82008293|0.024219848|2|2.193763306|-0.1766179239999999|0.01130519|-0.144763835|10.94500663|2|-0.233451925|-0.373205592|-0.2256811219999999|0.762883243|0.774994313|-0.139943634|0.816442883|0.89719894|0.446454378|0.021675174|-35.70979598|-50.69922125|0.10280106|70.72462009999998|-0.021745577|-34.87982686|10.25908547|-24.567468100000003|66.7258111|-14.96042594|50.6217864|0.49503436|617.2509739|-912.5859825|-10.29240792|0.430249571|8.310163601000001|16.45688922|0.98033276|6438.380804|296.00120400000003|-627.8368834|26.25785813|0.0232952879999999|-95.97318605|1601.729346|849.1345426000001|1.0|1.0|1.0|0.0|3.61|0.35|20.0|3.59|61.0|1.91|1.0|134.28|0.0|33.0|-6.96|440.54|1.0|0.0|3.1|-4.43|3.75e-05|0.0165|2.86|0.0|7.08e-05|2.74|4.0432|-1411.187392|-1411.157813|1289.05|306.65|292.44|596.23|0.63122|0.66213|-1410.838844|6.3989|7.1612|7.1612
17a_a50|0.0|1|0.0|0.0|7.934155233999999|1|1|-0.186084687|-0.002225436|5.82008293|0.009691515|1|2.189373662|-0.133526134|0.012510153|-0.0979202769999999|10.94500663|2|-0.239713023|-0.3891730779999999|-0.220088198|0.762224122|0.784570118|-0.204032723|0.828062407|0.92300665|0.4062532579999999|0.013784807|-29.57096251|-51.14229199|0.07699335|50.14419437|-0.0280449529999999|-33.3079288|5.847033234|-19.25896309|58.69900789|-18.26510428|38.54872522|0.486855438|601.1353533|-1022.84584|-11.89568886|0.2100891|8.087984548|15.76161018|0.948768582|5718.782531|136.82673369999998|-666.1585759999999|23.12299308|0.011602876|-377.6260803|1294.887612|719.3470265|1.0|1.0|1.0|0.0|3.29|0.29|20.0|3.39|51.77|2.3|1.0|121.78|0.0|30.0|-6.44|398.5|1.0|0.0|3.27|-4.44|3.61e-05|0.0144|3.23|0.0|6.97e-05|3.08|4.0477|-1258.566007|-1258.540058|1204.79|306.31|291.88|616.93|0.6244|0.66046|-1258.260865|6.2113|7.0706|7.0706
6_a3|0.0|0|0.0|0.0|6.823286122000001|0|0|0.155665791|-0.008934536|4.727387819|-0.106234254|2|2.000787282|-0.330577816|-0.007540435|0.05584062|10.3116226|1|0.020589494|0.036673175|-0.594308852|0.881253042|0.790667152|-0.155862559|0.8632654590000001|0.783322023|0.556539611|0.010921391|-52.01903278|-49.23401228|0.216677977|108.118071|-0.037726468|-24.56680878|2.7192240510000003|-25.95647951|56.71997588|-18.8247694|57.46859326|0.387883362|390.8623623|-640.0421597|-9.393191593|0.19718501|5.498222293|8.982311462|0.633675574|4992.54948|98.39146166|-319.3685142|23.4484528|0.0150025189999999|-302.19751|797.2473951000001|353.7528308|1.0|1.0|1.0|1.0|2.65|0.0|21.0|4.96|92.93|2.11|1.0|95.5|0.0|23.0|-5.68|338.81|0.0|1.0|3.63|-4.87|1.34e-05|0.00455|3.79|0.0|1.11e-05|3.09|3.3963|-1731.735113|-1731.7043199999998|884.88|365.05|212.74|366.93|0.3369|0.69323|-1731.602363|2.8131|5.7501|5.7501
4S4k_a46|0.0|0|0.0|0.173180233|7.825245291|1|1|-0.050636784|-0.0049602|5.587248657999999|-0.088084767|1|0.0|-0.252970193|0.006550513|-0.1149361969999999|10.94631314|1|0.008544799|0.012963356|-0.3860697829999999|0.78837943|0.7477594870000001|-0.003017362|0.787615341|0.891734458|0.199356973|0.007749296|-47.49082053|-45.61628327|0.1082655419999999|57.39060501|-0.030477338|-24.18078772|2.177526049|-25.17446332|49.42345536|-16.15576699|51.59865384|0.461984953|472.7005375|-775.4768155|-8.564028983|0.132090036|5.523352655|10.26616763|0.858684076|4719.2906570000005|70.01975807|-411.0733912|18.61456563|0.007182108|-390.0516264|893.4991504000001|519.5743695|1.0|0.0|1.0|1.0|3.03|0.33|17.0|4.26|50.94|2.84|1.0|100.96|0.0|25.0|-5.46|333.43|1.0|1.0|3.79|-4.83|1.4800000000000002e-05|0.0049299999999999|4.05|0.0|8.28e-05|4.52|4.0774|-1053.441953|-1053.415665|997.07|304.07|234.58|487.43|0.5716|0.67893|-1053.202208|2.2655|6.7055|6.7055
9i_a40|0.0|0|0.0|0.0|7.515889085|0|0|0.074116257|-0.0071562119999999|5.4161004020000005|-0.105556952|0|0.891973262|-0.279092262|0.004532692|0.201624407|10.31197226|2|0.105172175|0.187399127|-0.542471361|0.831946443|0.762774506|-0.154977678|0.824009442|0.830980762|0.006324687|0.011010661|-46.80087537|-44.58600513|0.169019238|85.16517222|-0.036869006|-22.46593254|2.795536563|-23.58195819|49.81256531|-18.57750214|52.34891159|0.477626156|418.7133986|-668.7900768999999|-9.360805225|0.140977546|7.700852478|14.74203307|0.91433781|4201.058793|71.03556427|-336.98898810000003|21.62632891|0.010372658|-361.8074422|778.5478408|351.4600612|1.0|1.0|1.0|1.0|2.9|0.06|20.0|3.84|84.45|2.99|1.0|91.11|0.0|22.0|-5.44|306.38|0.0|1.0|3.52|-4.71|1.97e-05|0.00603|3.85|0.0|0.000285|3.2|2.8936|-1273.334714|-1273.31399|883.84|428.48|284.3|417.75|0.56118|0.70339|-1273.167389|2.0895|5.9031|5.9031
47p_a18|0.0|0|0.0|0.0|7.03438793|1|1|-0.001819106|-0.005394244|4.844187086|-0.04760181|0|0.0|-0.3775970529999999|0.00235332|-0.015960677|10.94701988|0|-0.1736074389999999|-0.261349889|-0.441700685|0.72025564|0.726294118|0.030970815|0.7611910209999999|0.832954548|0.278332428|0.007989903|-51.14496913|-61.12351185|0.1670454519999999|123.6411353|-0.030813794|-45.24146169|4.377217987|-37.85569728|69.19354871|-22.80728054|57.05881288|0.488811071|616.5234972999999|-1528.087796|-16.88114242|0.181540558|9.923659881|19.41290064|0.956223901|6726.61969|134.3699001|-1131.036542|27.86610962|0.01090303|-471.4248324|1867.029344|1011.163774|1.0|0.0|1.0|2.0|0.0|0.28|18.0|3.65|76.5|3.13|3.0|144.53|0.0|35.0|-6.07|468.59|1.0|0.0|2.9|-5.27|5.34e-06|0.0025|4.35|0.0|4.38e-07|7.98|3.2036|-1493.759811|-1493.731375|1391.71|387.01|387.01|732.84|0.6937800000000001|0.6937800000000001|-1493.338659|3.6452|7.1938|7.1938
4r_a46|0.0|0|0.0|-0.03033057|7.832410927000001|1|1|-0.173617329|-0.002826188|5.587248657999999|-0.074041799|2|0.0|-0.141309389|0.006236535|-0.1129698999999999|10.96363493|1|-0.055572881|-0.086905208|-0.246070691|0.7794598220000001|0.810646641|-0.077483502|0.8549242340000001|0.8478197820000001|0.261414008|0.011446215|-42.06465252|-43.14814202|0.152180218|80.72661483|-0.0259595379999999|-22.88867429|3.220912917|-22.31391864|51.22472631|-13.77068362|48.13649426|0.456487948|449.7405899|-647.2221302999999|-7.304896049|0.285368722|5.81085807|10.69131411|0.839885604|4775.760774|151.3787482|-343.3301143|19.26963463|0.015225417|-227.7097083|905.6728276|496.0386301|1.0|0.0|1.0|1.0|2.89|0.35|17.0|3.56|63.83|1.52|0.0|97.9|0.0|25.0|-6.83|334.41|1.0|0.0|2.7|-3.55|0.000279|0.0933|2.12|0.0|0.000188|2.3|4.5209|-1069.447946|-1069.419677|986.04|274.25|274.25|467.85|0.69085|0.69085|-1069.231407|2.6630000000000003|5.8499|5.8499
