molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SaaNH|SssssC|NaasN|SRW09|SaasN|AATSC1c|SRW07|AATSC1s|n6HRing|SaaaC|AATSC1are|BCUTi-1|n5aHRing|AATSC7i|n6aHRing|BIC2|MATS8s|MATS8d|SIC2|GATS1pe|RASA|FNSA3|FNSA5|PBF|PNSA3|PNSA5|RNCS|FNSA4|WNSA5|WPSA3|FNSA2|WNSA3|DPSA5|PNSA4|GeomPetitjeanIndex|GRAVp|MOMI-Z|FPSA1|GeomDiameter|PPSA1|WNSA2|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|Synthetic Accessibility|Log Po/w iLOGP|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Leadlikeness|Brenk|Veber filter|Class [Log S (SILICOS-IT)]|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Egan filter|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Area (grid)|Volume|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|pIC50|pIC50
18c_a22|0.0|0|0|0|0.0|0.0|1|6.842683282|1.804590026|-0.003749104|4.727387819|0.013131848|2|1.642882533|0.005449965|10.31286086|1|-0.081550274|2|0.7669483559999999|-0.032031791|0.010828071|0.8287956870000001|0.6922232890000001|0.931073539|-0.057956428|-0.076388478|0.5003904610000001|-40.094865000000006|-52.84635017|30.63947336|-0.028825841|-36.55965924|9.49723261|-1.52776956|-27.73804808|67.73280290000001|-19.94201893|0.4777430589999999|3090.601885|2574.178324|0.317309976|14.04085897|219.5183688|-731.1931848999999|14.88645273|1.0|1.0|1.0|1.0|3.56|3.3|-9.46|5.36|4.98|124.4|1.0|1.0|0.0|1.0|-5.8|5.0|0.0|-5.1|1.6e-06|7.98e-06|0.0036799999999999|3.5|0.0|3.4299999999999995e-10|1.58e-07|5655.0|3.5|3.7222|-1783.562578|707.08|1249.84|583.88|0.4609|0.60449|0.0817|1.2938|-0.22365|0.02279458|7585.0|7585.0
6b_a31|0.0|1|0|0|3.404988662|0.0|0|7.773594467000001|0.0|-0.016070861|5.733341277|-0.178758575|0|0.0|-0.011483229|10.31169819|2|0.1978523089999999|0|0.78240875|-0.068433069|-0.084489161|0.841537966|0.795570315|0.627853074|-0.12081047|-0.1284626569999999|0.146652651|-73.70779766|-78.37648097|159.79549319999998|-0.045675611|-47.81835367|12.28107483|-2.055402513|-44.96993859|93.1058799|-27.86719323|0.4807018779999999|2776.92804|2063.736075|0.254079586|14.46878435|155.0167518|-765.0936586|14.72939894|1.0|1.0|1.0|1.0|3.55|2.73|-7.33|5.19|4.0|131.36|1.0|0.0|0.0|1.0|-5.63|5.0|0.0|-4.66|2.34e-06|2.18e-05|0.00883|3.2|0.0|4.67e-08|1.89e-05|3.2949|4.61|3.2949|-1652.671944|637.06|1077.19|492.36|0.7013199999999999|0.7013199999999999|0.4967|5.9085|-0.1918|0.03623358|7.2676|7.2676
27c_a34|0.0|0|0|0|0.0|0.0|1|7.412764017000001|1.996958431|-0.014036512|5.351858133|-0.1450543259999999|1|0.0|-0.008017781|10.95447877|1|-0.132026575|1|0.783333463|-0.0360159139999999|-0.0239323839999999|0.8353837409999999|0.804740647|0.631065353|-0.114233896|-0.12597014|0.32643486|-76.84420762|-84.73908278|176.7076265|-0.042782312|-57.00328784|13.79934071|-2.26746252|-51.69246989|100.1948155|-28.77931113|0.424716257|2921.328444|2477.818875|0.261802571|15.31184469|176.1124482|-1026.059181|15.45573273|1.0|1.0|1.0|1.0|3.55|3.11|-7.67|3.11|3.34|104.29|1.0|0.0|0.0|1.0|-4.75|5.0|0.0|-4.45|1.7800000000000002e-05|3.52e-05|0.0151|2.9|0.0|2.13e-08|9.1e-06|4277.0|5.23|3.9186|-1426.521813|709.72|1203.69|558.04|0.68683|0.70336|0.0093|7.6204|-0.19682|0.03913684|6.0969|6.0969
17a_a22|0.0|0|0|0|0.0|0.0|1|6.842683282|1.866510299|-0.005149751|4.727387819|-0.092107225|2|1.67348685|0.00220634|10.94643739|1|-0.089641194|2|0.7562495659999999|0.155547571|-0.010355535|0.805071997|0.7994946709999999|0.8594770140000001|-0.072161482|-0.08790445|0.345497724|-49.30541729|-60.0620365|286.3611391|-0.030843667|-41.03828927|6.55749888|-1.758088991|-33.68866751|73.26110471|-21.07439877|0.485943988|2910.035347|1934.881271|0.289041025|16.63169381|197.4916253|-820.7657853999999|13.19906822|1.0|1.0|0.0|1.0|4.02|-3.24|-9.13|3.93|4.93|68.52|2.0|1.0|0.0|1.0|-4.75|5.0|0.0|-4.96|1.7899999999999998e-05|1.09e-05|0.00473|3.62|0.0|7.41e-10|3.23e-07|4.8502|5.13|1.3971|-1408.300966|731.19|1253.39|577.52|0.46268|0.71303|0.0085|3.0156|-0.21338|0.02170866|7.0862|7.0862
4c_a49|0.0|0|0|0|0.0|0.0|1|7.535296702|2.102052126|-0.0057600559999999|5.4161004020000005|-0.044371138|2|1.78683516|0.001379959|10.92777281|1|-0.163476035|2|0.7796063109999999|-0.052237757|0.010868461|0.826523164|0.752601535|0.76159824|-0.087753156|-0.086290519|0.407675441|-56.5385923|-55.59622798|82.02101639|-0.029809452|-35.82016427|5.014223225|-1.639519861|-36.42732137|66.77901229|-19.20596967|0.473304159|2719.702873|1683.872161|0.275946172|16.089682800000002|177.78970959999998|-680.5831211|11.182784300000002|1.0|1.0|1.0|1.0|3.49|2.97|-7.97|3.55|3.19|98.72|1.0|0.0|0.0|1.0|-3.5|5.0|0.0|-3.58|0.000314|0.000265|109.0|1.81|0.0|1.07e-08|4.4e-06|5.74|3.04|3.8067|-1332.647233|705.55|1199.04|533.87|0.4164199999999999|0.67789|0.0821|3.4931|-0.22158|0.03969431|6.5935|6.5935
4_a4|0.0|0|0|0|0.0|0.0|1|7.535296702|2.156628874|-0.001234337|5.4161004020000005|0.0159331539999999|2|2.183056868|0.011760626|10.92992837|1|-0.035166634|2|0.77276149|-0.168712277|-0.063012715|0.8306695270000001|0.636572383|0.933276024|-0.049768752|-0.06873731|0.456474074|-25.64211031|-35.41518716|13.70182982|-0.0255766729999999|-18.24679326|2.274995377|-1.099796957|-13.21145879|40.86951119|-13.17774406|0.398500394|2221.6122010000004|1883.42405|0.2062820269999999|8.855289118|106.2816773|-291.9486922|5.454324025|1.0|1.0|0.0|1.0|3.15|3.09|-7.57|4.52|4.41|43.6|1.0|0.0|0.0|1.0|-4.12|3.0|0.0|-4.57|7.59e-05|2.69e-05|0.00877|3.52|0.0|2.71e-08|8.85e-06|5.382000000000001|3.24|4.0261|-1029.960398|566.84|960.45|394.06|0.55032|0.6010800000000001|67.0|2.6814|-0.21831|0.02323788|7.1079|7.1079
4_a47|0.0|0|0|0|0.0|0.0|0|0.0|0.0|-0.008204735|0.0|-0.121159855|2|1.42341819|-0.007295208|10.93671044|0|-0.247195952|2|0.783871003|-0.095209424|0.019305509|0.84420422|0.8124901999999999|0.874200878|-0.07804769|-0.092556319|0.444849947|-42.46254967|-50.35610033|96.20929041|-0.03525955|-27.39669054|2.300808176|-1.48090111|-23.10213311|57.78603076|-19.18327632|0.402148382|2306.463316|1528.797085|0.193395607|10.818777699999998|105.2186243|-438.3470487|7.429930428|1.0|1.0|0.0|1.0|2.75|3.01|-8.79|4.83|5.71|58.04|2.0|0.0|0.0|1.0|-5.92|3.0|0.0|-5.64|1.21e-06|2.31e-06|0.0008359999999999|4.96|0.0|1.61e-09|5.81e-07|5.7708|4.44|3.73|-1509.453558|576.9|988.42|432.89|0.45947|0.69157|0.2221|4.2607|-0.21076|0.03342033|7.5|7.5
19e_a38|0.0|1|0|0|3.376977671|0.0|0|7.412764017000001|0.0|-0.007550899|5.351858133|-0.10490608|2|0.0|-0.001197042|10.94917392|1|0.045449529|1|0.839953955|0.04818471|-0.064035403|0.89459881|0.700181525|0.776562593|-0.083623427|-0.10214405|0.552393659|-56.34606212|-68.82539051|118.734325|-0.03783113|-46.37503972|9.619015829|-2.042881001|-37.96637911|82.37885703|-25.49088538|0.4655978389999999|2920.436229|3426.997928|0.250809026|12.34352977|168.99691289999998|-927.5007945|13.55346651|1.0|0.0|1.0|1.0|4.96|3.08|-7.28|4.03|3.09|81.23|2.0|0.0|0.0|1.0|-4.94|4.0|0.0|-4.72|1.15e-05|1.89e-05|0.00807|3.55|0.0|5.27e-08|2.25e-05|5.2322|4.08|3.8587|-1409.582478|685.34|1183.12|532.67|0.41961|0.58509|0.3738|5.8426|-0.20723|0.03483011|8.0083|8.0083
3a_a49|0.0|0|0|0|0.0|0.0|1|7.535296702|2.09865947|-0.006374689|5.4161004020000005|-0.072328354|2|1.819785|-0.000349523|10.92976559|1|-0.074886415|2|0.8145214209999999|0.012813604|0.008391259|0.8704151529999999|0.7476073409999999|0.72890527|-0.094437035|-0.088484274|0.526915193|-55.30832478|-51.82200998|107.4001347|-0.030698626|-30.35026007|5.558553447|-1.504232653|-32.39206742|64.2037853|-17.97906469|0.474653816|2599.121578|1793.526571|0.310225187|12.49907878|181.6875706|-515.9544212000001|12.38177532|0.0|1.0|0.0|1.0|3.25|2.11|-7.19|2.77|2.81|98.72|1.0|0.0|0.0|1.0|-3.06|5.0|0.0|-3.3|0.000878|0.000503|193.0|1.38|0.0|6.52e-08|2.51e-05|5.1647|3.16|3874.0|-1254.012043|635.89|1082.21|449.68|0.53794|0.66614|0.0793|3801.0|-0.2171|0.03833529|7.1938|7.1938
15c_a10|0.0|0|0|0|0.0|0.0|1|7.535296702|2.154210861|-0.002218445|5.4161004020000005|0.040869377|3|2.063253638|0.01143745|10.92970798|1|-0.101214571|2|0.7351096359999999|-0.03167553|0.022187689|0.772328328|0.733973277|0.904458517|-0.046967376|-0.072537853|0.418835517|-32.5870313|-50.32840842|65.41494073|-0.019267867|-34.91899195|7.077912953999999|-1.233143495|-22.60962187|66.5866765|-13.36848349|0.449308156|3012.018586|1817.047455|0.471771585|15.6886947|327.3258326|-593.6228632|16.25826809|0.0|1.0|1.0|1.0|3.85|4.09|-7.79|3.77|2.97|59.31|1.0|0.0|0.0|1.0|-3.85|6.0|0.0|-4.57|0.0001419999999999|2.68e-05|0.0122|2.94|0.0|1.6100000000000002e-08|7.3e-06|5.5913|2.2|3.6709|-1450.241475|762.21|1318.35|595.63|-0.26999|0.70511|0.0|2.4256|-0.19463|-0.25919486|7.0|7.0
12i_a36|0.0|1|0|0|3.27619957|-4.787087299|0|7.412764017000001|0.0|-0.016027043|5.351858133|-0.29543904|2|0.0|-0.011700732|10.96020192|1|0.135587069|1|0.820041835|0.141564781|-0.01509434|0.87043328|0.624142499|0.830964232|-0.0850745409999999|-0.117424873|0.332782117|-54.81607619|-75.66036485|108.3973956|-0.045665229|-48.75024044|8.195085212|-2.46592234|-35.3196406|90.11282843|-29.42347522|0.460246812|3231.030388|2351.232652|0.230870141|13.98728916|148.7565508|-1023.755049|14.45246358|1.0|0.0|1.0|1.0|4.8|0.0|-7.14|3.31|4.04|78.43|2.0|0.0|0.0|1.0|-5.2|8.0|0.0|-5.07|6.26e-06|8.6e-06|4.0|3.86|0.0|7.24e-08|3.37e-05|5.2297|4.86|3.7496|-1645.2030949999998|666.79|1172.5|504.47|0.34255|0.70134|0.1516|5.1836|-0.20475|0.03165678|7.9208|7.9208
12i _a30|0.0|0|0|0|0.0|0.0|0|7.412764017000001|0.0|-0.00691453|5.351858133|-0.030422458|2|0.0|0.00372838|10.31162888|1|-0.172434349|1|0.831176513|-0.029080032|-0.1240820219999999|0.888213143|0.7463962120000001|0.8434291340000001|-0.076575246|-0.096489393|0.356921662|-50.00086637|-63.00408424|84.78576301|-0.037414255|-41.13938837|6.740110893|-1.833298476|-32.64875738|72.59006433|-24.43015511|0.479900127|2860.704198|2280.31966|0.193700903|15.56818082|126.4796844|-781.648379|9.585980094|1.0|0.0|1.0|1.0|4.62|0.0|-7.22|4.47|3.27|81.65|2.0|0.0|0.0|1.0|-5.93|4.0|0.0|-5.44|1.19e-06|3.61e-06|0.00156|4.49|0.0|6.03e-08|2.61e-05|5.0358|4.45|3.5242|-2035.373964|691.59|1167.27|542.74|0.43157|0.68497|0.1577|2.5397|-0.2041|0.03436093|7.8013|7.8013
13a_a5|0.0|1|0|0|2.931642415|0.0|0|6.605297921|0.0|-0.006081807|4.59511985|-0.033436214|2|0.0|0.002355511|10.94530369|1|-0.012798693|2|0.8045357209999999|-0.048584084|-0.048575318|0.857293078|0.720100768|0.7667501609999999|-0.08903048|-0.0839257009999999|0.470564031|-57.31787843|-54.03141848|126.2663658|-0.0279752339999999|-34.78546088|6.938219155|-1.426736914|-36.90128585|72.13276165|-18.01047283|0.460877309|2657.14588|1314.232685|0.401208461|15.89940424|258.29825730000005|-591.3528349999999|18.10134317|1.0|1.0|1.0|1.0|3.07|2.46|-8.9|4.39|3.58|92.79|2.0|0.0|0.0|1.0|-3.77|5.0|0.0|-3.74|0.000169|0.000184|0.0734|2.19|0.0|1.26e-09|5.02e-07|4.6285|3.81|4.2107|-1313.167422|688.18|1160.81|567.51|0.41806|0.50037|0.1992|3.3414|-0.22898|0.04138695|7041.0|7041.0
14_a47|0.0|1|1|1|2.871076328|0.0|0|6.605297921|0.0|-0.006070958|4.59511985|-0.136491228|2|1.484493371|-0.008212621|10.95058279|1|0.05124606|2|0.777675668|-0.085385518|0.050943962|0.8467634620000001|0.579833096|0.681598464|-0.093553938|-0.094132436|0.2662137639999999|-47.18187618|-47.47362906|64.60629385|-0.034963476|-23.9422834|5.113919242|-1.223721666|-23.79514424|61.62381153|-17.63306222|0.474828277|2254.664317|670.2518865000001|0.335290281|13.15643085|169.0962983|-311.2496842|14.15018248|1.0|1.0|0.0|1.0|2.78|1.53|-7.79|3.97|4.88|66.49|0.0|0.0|0.0|1.0|-3.97|5.0|0.0|-4.13|0.000108|7.46e-05|0.0241|2.91|0.0|1.63e-08|5.27e-06|3.9671|2.64|3.9671|-1127.737484|519.55|849.76|375.43|0.68345|0.68345|0.2452|2.2485|-0.22434|0.03679054|8.1|8.1
15_a31|0.0|1|0|0|3.155574452|0.0|0|7.765993078999999|0.0|-0.018913735|5.733341277|-0.134784483|0|0.0|-0.011797858|10.31169996|2|-0.052339921|0|0.8022000659999999|-0.0869591359999999|-0.116356616|0.8582665429999999|0.782925607|0.567108776|-0.116196194|-0.131697567|0.287991212|-61.76522754|-70.00513464|141.1489667|-0.041588706|-37.21191643|10.88541717|-1.58037081|-32.83191294|88.05886218|-22.10688462|0.466164359|2351.566145|1675.977147|0.358466423|11.51842782|190.5463457|-446.5429972|18.05372755|0.0|1.0|1.0|1.0|3.31|1.64|-5.66|4.12|3.0|117.37|0.0|0.0|0.0|2.0|-4.28|5.0|0.0|-3.57|5.27e-05|0.000272|0.0931|2.18|0.0|2.19e-06|0.000749|4569.0|3.9|4569.0|-1460.900291|556.68|925.93|452.98|0.5241899999999999|0.5241899999999999|348.0|5.5793|-0.19394|0.03843988|5.9586|5.9586
8a_a12|0.0|0|0|0|0.0|0.0|0|0.0|0.0|-0.00771093|0.0|-0.052287869|3|0.0|-0.001510006|10.95472846|0|-0.3422915179999999|2|0.763500863|-0.1261547959999999|-0.146966854|0.8157289759999999|0.862306783|0.892656426|-0.05926895|-0.093050281|0.221703535|-30.69873711|-48.195997|46.32568673|-0.033836466|-24.96342938|2.773166902|-1.4888045019999998|-15.90061008|55.45388635|-17.52581709|0.46777503|2212.38965|2093.2274030000003|0.208569274|9.607296424|108.02980890000002|-399.41487|7.257889351|1.0|1.0|1.0|0.0|4.06|3.06|-7.89|3.87|2.5|50.17|0.0|0.0|0.0|1.0|-3.9|4.0|0.0|-4.21|0.000125|6.19e-05|0.0203|3.18|0.0|1.28e-08|4.2e-06|3.9091|3.41|3.9091|-1046.0428949999998|556.3|952.71|424.14|0.6309100000000001|0.6309100000000001|0.2486|3.6588|-0.2194199999999999|0.02180654|6.7011|6.7011
8g_a8|0.0|1|0|0|3.073183107|0.0|1|7.535296702|1.298078704|-0.014340328|5.4161004020000005|-0.222784884|0|0.0|-0.009140059|10.94318883|1|0.001970629|0|0.734188081|0.121495775|-0.0571942009999999|0.790058057|0.656457444|0.533935495|-0.136742629|-0.129695841|0.298992226|-83.78686741|-79.46906035|171.26571059999998|-0.052430233|-48.6934008|11.68315869|-2.464220973|-51.33906829|90.27531534|-32.12579035|0.479218966|2889.141422|2148.49832|0.166939179|14.28792131|102.2893227|-925.1746152|10.80625499|0.0|0.0|1.0|1.0|3.31|2.96|-7.4|4.11|3.89|99.34|2.0|0.0|0.0|1.0|-5.3|5.0|0.0|-4.94|5.01e-06|1.16e-05|0.00483|3.53|0.0|4.01e-08|1.67e-05|3.7495|7.17|3.7495|-1450.9549470000002|635.27|1083.78|489.97|0.69221|0.69221|0.3904|6.0697|-0.21391|0.04147516|5.3768|5.3768
12z_a36|0.0|1|0|0|3.435113772|0.0|0|7.412764017000001|0.0|-0.007671785|5.351858133|-0.010732275|2|0.0|-0.000143196|10.95429182|1|0.066366917|1|0.826316772|0.103551178|-0.0533649729999999|0.886776351|0.8212311840000001|0.834790405|-0.081592361|-0.102674964|0.492335362|-54.11489962|-68.09761735|114.3931487|-0.036238222|-45.16471514|10.28066212|-1.848149347|-35.89088901|83.07227002|-24.03445318|0.4577848329999999|2841.692299|2451.657399|0.287317638|14.78435842|190.5590792|-812.9648725|14.97465267|1.0|0.0|0.0|1.0|4.76|0.0|-6.66|2.75|1.76|92.99|1.0|0.0|0.0|1.0|-3.99|5.0|0.0|-3.95|0.000101|0.000113|0.0458|2.4|0.0|2.21e-07|8.97e-05|3.8969|2.98|3.8969|-1325.195958|686.33|1153.7|539.36|0.69397|0.69397|0.4423|4814.0|-0.2139199999999999|0.03845474|8301.0|8301.0
4a_a49|0.0|0|0|0|0.0|0.0|1|7.535296702|2.085628989|-0.006602016|5.4161004020000005|-0.074495823|2|1.713107022|-1.8100000000000003e-05|10.92777282|1|-0.130491035|2|0.803344301|0.0063958109999999|0.032396301|0.856023531|0.731643066|0.7570436159999999|-0.094228246|-0.087863033|0.433367368|-57.79201133|-53.88810275|313.22432680000003|-0.0292876779999999|-33.05061877|6.448709504|-1.4936715669999998|-35.44496163|68.37721704|-17.96270092|0.4716382|2675.628678|1647.61849|0.349698461|15.01791558|214.47685|-561.8605190000001|14.48911428|0.0|1.0|1.0|1.0|3.35|2.89|-7.36|3.4|2.83|92.93|1.0|0.0|0.0|1.0|-3.28|5.0|0.0|-3.52|0.000528|0.000305|122.0|1.71|0.0|4.35e-08|1.74e-05|4.7259|3.34|3.7876|-1313.19945|660.19|1128.22|504.63|0.35731|0.68042|0.0789|3.9716|-0.2231199999999999|0.04133192|7.4949|7.4949
31_a47|0.0|0|1|1|0.0|0.0|1|6.842683282|1.441825189|-0.00869363|4.727387819|-0.171198936|2|1.198626524|-0.007525849|10.9497221|1|-0.188419195|2|0.856640117|-0.1978980839999999|0.001622323|0.917597019|0.6463892179999999|0.696020038|-0.10715233|-0.1056956209999999|0.486720182|-66.4670426|-65.56344002|355.5321928|-0.037580665|-40.66927863|8.234748813|-1.691129939|-41.22978713|80.58054906|-23.31144534|0.4741051329999999|2689.159869|1322.82831|0.29335997|15.6194341|181.972428|-650.7084581|15.01710904|1.0|1.0|1.0|1.0|3.18|2.38|-7.62|3.23|4.24|98.72|1.0|0.0|0.0|1.0|-4.59|5.0|0.0|-4.39|2.56e-05|4.03e-05|0.0166|2.86|0.0|2.42e-08|9.95e-06|3.9744|4.2|3.6369|-1735.435432|642.11|1079.4|508.69|0.68276|0.69894|83.0|6.4248|-0.20463|0.03449081|7.8|7.8
11d_a31|0.0|1|0|0|3.39688681|0.0|0|7.765993078999999|0.0|-0.017317263|5.733341277|-0.116385886|0|0.0|-0.009496378|10.31169874|2|0.026806221|0|0.822077662|-0.057505249|-0.13169885|0.868115289|0.78396996|0.585212816|-0.134031221|-0.134048091|0.197166451|-82.05480081|-82.06512842|296.2476128|-0.040797245|-50.24081482|12.89967697|-1.87667327|-50.23449218|98.8237718|-24.97634343|0.4816588089999999|2532.447962|2039.207676|0.318229459|15.21323794|194.8221811|-703.3714074|16.75864338|1.0|1.0|1.0|1.0|3.6|2.83|-6.23|5.43|4.03|125.57|1.0|0.0|0.0|1.0|-5.48|6.0|0.0|-4.2|3.33e-06|6.26e-05|0.0241|3.17|0.0|5.83e-07|0.000225|3.8009|4.87|3.8009|-1598.7152199999998|650.64|1077.69|551.86|703.0|703.0|0.2642|3.1919|-0.19226|0.04390452|7.5229|7.5229
18_a10|0.0|0|0|0|0.0|0.0|1|7.78113851|2.142254323|-0.00309846|5.733341277|0.0307177839999999|2|2.026949641|0.009941402|10.92966688|1|-0.144233311|2|0.785539083|0.048377088|-0.0507442929999999|0.832812971|0.6886547670000001|0.885552955|-0.0575419659999999|-0.076052353|0.656664457|-36.52271591|-48.27152552|40.99617452|-0.024889861|-30.63863373|7.692822451|-1.368942347|-23.18149476|61.38857307|-15.79795381|0.4670293179999999|2788.499133|2137.914113|0.358384456|13.51828833|227.471785|-551.4954071000001|13.11704755|0.0|1.0|1.0|1.0|4.07|3.41|-7.88|4.65|4.66|62.06|1.0|0.0|0.0|1.0|-4.48|5.0|0.0|-4.77|3.34e-05|1.7100000000000002e-05|0.00705|3.49|0.0|1.32e-08|5.44e-06|5.7687|2.65|3.7977|-1336.433782|687.19|1181.5|504.61|0.37729|0.6866300000000001|0.1637|4.7596|-0.20692|0.02974086|6.8861|6.8861
7g_a8|0.0|1|0|0|3.095238804|0.0|1|7.535296702|1.336155045|-0.01002363|5.4161004020000005|-0.067360394|0|0.0|-0.00087806|10.9431888|1|-0.065174707|0|0.7363841520000001|0.098510683|-0.044866536|0.79995525|0.606087461|0.699376143|-0.107714754|-0.1122315669999999|0.306360885|-64.55562181|-67.26263865|144.290464|-0.045912914|-40.31185423|11.43714084|-2.020168201|-38.68948451|78.41805331|-27.51653399|0.470618047|2802.2242920000003|2079.55195|0.193261535|14.3346384|115.825531|-725.6133762000001|11.15541466|1.0|0.0|1.0|1.0|3.29|3.32|-7.91|4.94|4.66|80.04|2.0|0.0|0.0|1.0|-5.78|5.0|0.0|-5.44|1.67e-06|3.59e-06|0.00143|4.38|0.0|1.23e-08|4.92e-06|3.7874|6.26|3.7874|-1374.493069|620.67|1053.9|507.78|0.62073|0.62073|0.5165|10.1546|-0.22129|0.03974865|4.6772|4.6772
20a_a10|0.0|0|0|0|0.0|0.0|1|7.535296702|2.113798134|-0.0034618129999999|5.4161004020000005|0.049376168|2|1.896409603|0.008214031|10.9296614|1|-0.058994157|2|0.755429696|0.036092601|0.019448804|0.817646497|0.63495222|0.913681336|-0.066386563|-0.072821454|0.591835899|-43.19189039|-47.37850712|66.52185003|-0.028008251|-30.82502228|5.764636687|-1.456429076|-28.10115947|58.1398225|-18.22250274|0.452402751|2998.608651|2021.669282|0.266548108|15.37476788|173.41938059999998|-616.5004457|10.76131538|1.0|0.0|1.0|1.0|3.48|3.63|-9.44|5.06|5.77|76.62|2.0|0.0|0.0|1.0|-5.68|5.0|0.0|-5.59|2.07e-06|2.56e-06|0.0011|4.36|0.0|3.61e-10|1.55e-07|4.7841|3.98|3.8312|-1389.164302|696.63|1200.92|524.02|0.50193|0.6864600000000001|107.0|2.9429|-0.2274199999999999|0.03217287|5.9208|5.9208
18_a3|0.0|1|0|0|2.897754472|0.0|0|6.605297921|0.0|-0.003487792|4.59511985|-0.021283637|3|1.742872103|0.0057881999999999|10.96965878|1|0.150826737|3|0.714658751|0.0355413979999999|-0.051083228|0.784960175|0.6858831809999999|0.8419576209999999|-0.069839069|-0.0846755|0.217881538|-31.07331853|-37.67445366|160.9514039|-0.031753312|-16.76239841|2.73114076|-1.016105994|-13.82537222|48.19055867|-14.12792012|0.483376636|1938.093995|703.8534116000001|0.317507797|10.24658906|141.2679329|-201.1487809|10.51610501|0.0|1.0|0.0|1.0|2.62|1.81|-6.83|3.42|3.08|67.35|0.0|0.0|0.0|1.0|-2.82|4.0|0.0|-3.27|0.0015|0.000537|147.0|1.79|0.0|1.49e-07|4.07e-05|3.9765|1.85|3.9765|-889.9619321|482.41|784.04|330.54|0.6671699999999999|0.6671699999999999|0.3326|2.6366|-0.2218|0.02173162|7.5229|7.5229
14y_a23|0.0|0|1|1|0.0|0.0|2|7.423568444|3.3149940630000003|-0.005875443|5.351858133|-0.022719307|2|0.731397292|0.009174505|10.31321795|2|0.07646106|2|0.802520527|0.137426346|-0.049318182|0.8668730109999999|0.64069202|0.925252932|-0.057809342|-0.080613242|0.2271539169999999|-39.9727336|-55.74067298|39.66769923|-0.034303507|-38.54233552|8.990852582999999|-1.612264842|-27.63946733|67.16839951|-23.71943531|0.486730407|3096.562257|2336.815247|0.21677451|16.00209862|149.890474|-770.8467102999999|11.42772654|0.0|0.0|1.0|0.0|3.41|3.49|-8.57|4.64|5.32|105.02|2.0|1.0|0.0|1.0|-6.77|4.0|0.0|-6.13|1.7e-07|7.37e-07|0.000354|4.83|0.0|2.6899999999999996e-09|1.29e-06|3.6413|4.73|3.6413|-2549.104894|713.1|1217.48|585.2|0.61338|0.61338|444.0|4.8799|-0.2331599999999999|0.01307741|8.4225|8.4225
18a_a22|0.0|0|0|0|0.0|0.0|1|6.842683282|1.854982521|-0.003488994|4.727387819|-0.018344659|2|1.6891461019999998|0.007066388|10.31286146|1|0.059645624|2|0.7329701259999999|-0.042139855|-0.027029438|0.7881113679999999|0.722009212|0.926535704|-0.050645213|-0.076119803|0.573315195|-34.36220678|-51.6464295|29.59800426|-0.029276847|-35.04152115|7.887046626|-1.5223960559999998|-23.31437056|64.80092090000001|-19.86401135|0.487405342|2898.068989|2213.859172|0.289532802|13.72951861|196.4447473|-700.830423|13.15449139|1.0|1.0|1.0|1.0|3.49|3.17|-9.4|5.32|5.11|100.61|2.0|1.0|0.0|1.0|-5.59|4.0|0.0|-5.16|2.59e-06|6.98e-06|0.00305|3.78|0.0|3.95e-10|1.73e-07|5.0214|3.69|3.4832|-1691.3151059999998|695.35|1211.84|531.16|0.35107|0.68577|0.0354|3851.0|-0.21148|0.01932946|7.8861|7.8861
5b_a49|0.0|0|0|0|0.0|0.0|1|7.853604813|2.119588967|-0.007610481|5.777652323|0.006327273|2|1.926253727|0.005836378|10.9297646|1|-0.12209302|2|0.7843021|-0.006962617|0.099724518|0.839963111|0.666573331|0.7969332440000001|-0.0698098759999999|-0.076494119|0.615864196|-41.03213895|-44.96093486|170.0796998|-0.026008|-26.42668087|7.020013952999999|-1.300400018|-24.11745318|59.85065205|-15.28671785|0.475192312|2764.188493|1956.050085|0.3913052589999999|11.94760614|229.9974239|-449.2535747|14.88971719|0.0|1.0|1.0|1.0|3.34|2.9|-7.24|2.98|2.87|75.94|1.0|0.0|0.0|1.0|-3.3|4.0|0.0|-3.93|0.000496|0.000118|0.0468|2.08|0.0|5.79e-08|2.3e-05|5.1653|3.92|3.9209|-1292.139616|633.92|1093.32|451.32|0.39241|0.65269|0.0747|4.3767|-0.20701|0.03937634|7.5528|7.5528
