molecula|SddssS|NaaNH|n9FaRing|SaaNH|SRW09|nAHRing|SaasN|MATS2c|AATSC1c|SRW07|AATSC1s|n6HRing|MATS7i|SaaaC|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aHRing|AATSC1pe|MATS1i|MATS1c|n6aHRing|GATS1are|MATS8s|MATS8d|GATS1pe|nFaHRing|FPSA3|PNSA3|PNSA5|RNCS|RPSA|FNSA4|WNSA5|FNSA2|WNSA3|PNSA4|GeomPetitjeanIndex|TASA|PNSA2|FPSA1|GeomRadius|GeomShapeIndex|GRAV|PPSA1|WNSA2|DPSA4|FPSA5|DPSA1|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|P-gp substrate|CYP3A4 inhibitor|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Egan filter|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (Ali)] (mg/ml)|Log Po/w XLOGP3|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribution (HOMO-LUMO transition)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
8b_a31|0.0|1|0|3.37710223|7.765993078999999|1|0.0|-0.01883655|-0.013629145|5.733341277|-0.12841288|0|-0.130371116|0.0|-0.010300564|-0.211457443|10.31170011|-0.069423138|2|-0.006785954|-0.05421947|-0.510259793|0|0.928940547|-0.058494079|-0.1155280009999999|0.8761979520000001|0|0.03234629|-63.04219151|-69.24221375|129.8921115|0.392380774|-0.040792077|-36.1645207|-1.590890986|-32.92631065|-21.30529654|0.479278|317.3534883|-830.906565|0.296530645|6.142377144|0.920410507|4696.728592|154.8750114|-433.9742484|30.28603362|0.02483711|-212.5400476|1181.155311|372.3224834|12.97217579|0.0|1.0|1.0|0.25|-5.73|4.52|2.74|114.29|0.61|0.0|0.0|2.0|4.0|-4.05|5.0|-6.87|0.0|1.0|2.52|0.0294|2.02|0.0|1.86e-06|0.00061|-0.0325|3.8582|1.77|566.18|321.36|0.2643|321.36|439.96|0.70036|-1386.681003|-0.16015|3.6945|-1386.734257|5.6001|2.2|5.6576|5.6576
10_a27|0.0|0|0|0.0|6.605297921|0|3.383341915|0.122016352|-0.006285923|4.59511985|-0.044164147|2|-0.184068581|1.296293777|0.00991794|0.034318674|10.93783185|-0.000903965|1|0.010329671|-0.2030237389999999|-0.487435299|2|0.639413469|0.129719095|-0.001453596|0.614205449|1|0.017676458|-32.5969511|-46.27574168|6.0140309720000005|0.147337847|-0.031079371|-24.60801194|-1.305333567|-17.33405307|-16.5270506|0.477162521|453.4194305|-694.1361252|0.254639309|6.761146212000001|0.912640238|4894.8090170000005|135.40932969999997|-369.1201792|22.1732254|0.01651645|-260.9504933|931.2754667000002|424.8821143|8.782938574|1.0|0.0|1.0|0.16|-6.24|2.81|2.97|65.6|2.25|0.0|0.0|1.0|3.0|-3.57|4.0|-6.51|0.0|1.0|2.74|0.0882|2.55|0.0|5.81e-07|0.000192|-0.0498|4.1495|4.66|573.31|298.79|0.4452|298.79|450.26|0.63894|-1082.956472|-0.16805|4.6684|-1083.008551|6.9456|69.0|7.1612|7.1612
11a_a5|0.0|1|0|2.9781886010000003|6.605297921|0|0.0|-0.165418719|-0.002894726|4.59511985|0.052217882|2|-0.052944925|0.0|0.007993132|-0.1301505359999999|10.94877942|-0.02394636|1|0.007955512|0.003975818|-0.254944026|2|0.7505403709999999|-0.037220974|-0.0489811909999999|0.7410766209999999|0|0.011860803|-46.13206353|-51.09940261|61.32301293|0.10656566|-0.026223112|-36.51058972|-1.573386716|-32.96141947|-18.73644762|0.466436596|638.3599998999999|-1124.186857|0.259134725|9.740948724|0.874191508|5756.783268|185.1520983|-803.2329738|25.28995251|0.014482324|-344.1971057|1517.39715|835.912531|10.34763929|0.0|1.0|1.0|0.3|-9.93|6.38|6.55|63.69|3.05|2.0|0.0|1.0|7.0|-7.25|4.0|-4.54|1.0|1.0|5.16|2.39e-05|6.13|0.0|1.18e-10|5.019999999999999e-08|-0.03694|4.4033|4.83|739.79|302.86|0.5473|281.57|578.8|0.65363|-1339.493223|-0.16735|2.8611|-1339.555805|3.6525|81.0|7.0915|7.0915
4b_a49|0.0|0|0|0.0|7.535296702|1|2.075628989|-0.109946885|-0.0074627159999999|5.4161004020000005|-0.077626337|2|-0.064060521|1.645329244|0.001769804|-0.033486358|10.92776533|0.02907541|1|0.002557204|-0.0563571629999999|-0.390006034|2|0.720824193|0.005818676|0.049923437|0.6967593559999999|1|0.0241270029999999|-56.45224362|-55.5653235|41.97072627|0.241850733|-0.030696709|-34.19753462|-1.534835437|-34.74338731|-18.89220999|0.477868186|466.6010051|-944.6104994|0.354669161|7.588962922|0.915225186|6025.790417|218.2802175|-581.3580885|29.27523192|0.02556165|-178.8869784|1463.761596|600.3287567000001|15.73185141|1.0|1.0|1.0|0.22|-7.05|3.71|3.26|90.13|1.66|1.0|0.0|1.0|6.0|-3.81|6.0|-7.12|0.0|1.0|2.8|62.0|2.28|0.0|8.91e-08|3.570000000000001e-05|-0.06731|4.6422|3.56|664.86|331.39|0.2856|267.08|509.78|0.68242|-1332.800229|-0.15635|1.8265|-1332.8586269999998|2.2306|79.0|7.1024|7.1024
9b_a36|0.0|1|0|3.513187594|7.412764017000001|2|0.0|-0.053019801|-0.0058276019999999|5.351858133|-0.023369916|2|0.082806042|0.0|0.005050384|-0.077361324|10.33767255|-0.06502499|1|0.005458948|-0.053309522|-0.4060950789999999|1|0.8421237309999999|-0.034830997|-0.1177413269999999|0.7961424690000001|0|0.017007854|-46.58565720000001|-61.73294817|67.12293326|0.154620539|-0.036110824|-38.76797062|-1.769430355|-29.25555061|-22.67740953|0.453252346|530.8939077|-1111.193067|0.21757783|7.549264797|0.828997331|5838.085413000001|136.63774650000002|-697.8234711|28.98359786|0.015872498|-354.7193098|1420.196295|620.9195447000001|9.967846072|1.0|1.0|0.0|0.14|-6.64|3.6|2.76|82.47|2.82|1.0|0.0|1.0|5.0|-4.6|4.0|-6.46|0.0|0.0|2.48|0.00992|3.2|0.0|2.3100000000000002e-07|9.21e-05|-0.05146|3.8535|3.82|666.01|321.74|0.5392|321.74|514.45|0.69763|-1575.557248|-0.15833|6.2846|-1575.616432|8.4288|21.0|7.6778|7.6778
7d_a10|0.0|0|0|0.0|7.535296702|1|2.087763133|-0.117302383|-0.00179944|5.4161004020000005|-0.017919404|2|-0.042667459|1.591760572|0.00870171|-0.071185424|10.929819300000002|-0.0325418129999999|1|0.008513576|-0.041520889|-0.2018053139999999|2|0.531023495|0.0658971929999999|-0.051603612|0.525816226|1|0.010495008|-31.47566249|-37.61597161|12.32220006|0.158947933|-0.024733154|-19.95666068|-1.063525614|-16.69900016|-13.12185056|0.484115691|446.2091497|-564.2395741|0.270414577|6.100927672|0.938419104|5174.981962|143.4649092|-299.34991010000005|17.98535187|0.014078094|-243.607074|773.3701306|460.1866123|7.468948447000001|1.0|1.0|1.0|0.19|-7.83|4.92|4.97|43.6|3.04|1.0|0.0|1.0|2.0|-4.22|4.0|-5.83|0.0|1.0|3.95|0.0206|3.62|0.0|1.46e-08|5.04e-06|-0.05634|5.8433|3.49|574.87|319.09|0.2593|212.18|417.68|0.68393|-1129.003694|-0.1633099999999999|3.0178|-1129.0552810000002|3.4695|928.0|6.0325|6.0325
12a_a32|0.0|1|1|3.442930603|7.765993078999999|0|0.0|0.087371302|-0.009460484|5.733341277|-0.057200812|0|-0.0134169989999999|2.136609567|-0.003484915|-0.031249617|10.31100269|-0.074344282|3|-0.001662219|-0.0852122769999999|-0.583507277|0|0.788133615|-0.018578911|-0.125149165|0.7507116140000001|1|0.016535497|-53.20970382|-68.06885478|111.9735444|0.211297677|-0.0308471429999999|-42.44899997|-1.4189685719999998|-33.18255791|-19.23685026|0.456641145|491.8493928|-884.8951120999999|0.332293625|7.083688576|0.840404348|5656.0082|207.2244662|-551.8369996|28.81034388|0.021399091|-209.1696096|1325.275819|557.1050635|13.34486989|1.0|1.0|1.0|0.26|-7.65|6.49|4.19|140.04|1.1|1.0|1.0|1.0|7.0|-6.01|4.0|-6.32|1.0|1.0|3.6|0.000389|3.39|0.0|2.23e-08|8.86e-06|-0.05222|3576.0|4.63|667.68|346.71|0.2908|346.71|548.66|0.7025600000000001|-1880.539078|-0.14827|3.0517|-1880.600043|4.2371|25.0|7.6021|7.6021
37_a18|0.0|0|0|0.0|7.03438793|2|0.0|-0.0013530679999999|-0.005351023|4.844187086|-0.018808538|1|-0.018268775|0.0|0.002300582|-0.034593342|10.94702064|-0.011713125|0|0.003512954|-0.1483628609999999|-0.44541772|0|0.7100921609999999|0.020848396|-0.020149364|0.699483099|0|0.009098426|-50.09028298|-54.7389628|12.63119843|0.168216253|-0.0286221589999999|-40.02719655|-1.946306811|-36.62790634|-20.92960342|0.488368082|608.2316837999999|-1423.213033|0.2351233969999999|9.460456975|0.954530133|7035.839448000001|171.9311063|-1040.70711|27.36337253|0.0142451319999999|-387.3755475|1860.709332|1056.535856|10.41657856|0.0|1.0|1.0|0.3|-8.82|3.68|3.3|76.5|3.33|2.0|0.0|1.0|7.0|-5.68|3.0|-6.14|0.0|0.0|2.93|0.000999|4.36|0.0|1.51e-09|7.27e-07|-0.04925|3.2127|8.11|794.5|385.91|499.0|385.91|673.45|0.69305|-1532.553949|-0.13194|2.2872|-1532.622404|3.0375|35.0|7.4559|7.4559
21_a4|0.0|0|0|0.0|7.535296702|1|2.026698554|-0.164057585|-0.003068098|5.4161004020000005|-0.014982235|1|0.019346682|0.0|0.012362563|-0.2897937889999999|10.94593332|-0.104638158|1|0.012094249|-0.063064908|-0.228430899|1|0.6952936|0.090847781|-0.174578783|0.674434042|0|0.020173071|-28.99048719|-38.7880598|63.37635587|0.067853265|-0.028676424|-19.67444009|-1.147056976|-14.70482428|-14.54552243|0.401240904|472.812128|-581.8208971|0.276832377|5.961506745|0.670120767|4277.396118|140.4174905|-295.1166014|20.11362507|0.017563978|-226.3943104|804.5450027|387.240586|8.908964226|1.0|1.0|1.0|0.16|-5.94|3.7|3.85|39.94|2.32|0.0|0.0|2.0|3.0|-3.88|3.0|-5.76|0.0|1.0|3.23|0.0403|3.36|0.0|1.16e-06|0.000352|-0.02956|5.1623|3.31|549.71|308.08|0.2016|240.17|446.0|0.66476|-973.400097|-0.16632|2.0282|-973.449892|2.9409|121.0|6.9172|6.9172
7e_a8|0.0|1|0|3.038052327|7.05012252|0|1.3496955309999998|-0.150447714|-0.006027596|4.844187086|-0.052939815|0|-0.03633378|0.0|0.0024398329999999|-0.11032771|10.94332434|-0.0446343779999999|1|0.002669179|0.034227147|-0.341022848|0|0.5897105770000001|-0.023521398|-0.072307692|0.577394732|0|0.0215993429999999|-51.4880895|-53.04282692|86.03149870000001|0.170843962|-0.037446454|-31.72369068|-1.6850904519999998|-30.79383811|-22.39586026|0.4742828629999999|495.8990914|-1007.813711|0.223998448|7.70387217|0.902163597|5808.479788000001|133.9683023|-602.7501229|28.86058693|0.018708212|-330.14031780000005|1298.726412|519.5762494|11.18895001|1.0|0.0|0.0|0.04|-8.29|5.16|4.94|70.81|3.54|2.0|0.0|1.0|4.0|-5.75|4.0|-5.43|0.0|1.0|4.31|0.000686|4.54|0.0|5.07e-09|1.95e-06|-0.0697|3.8142|6.32|622.23|383.1|0.3461|325.06|544.55|0.70177|-1300.271093|-0.13577|9.0006|-1300.327213|11.4436|35.1|4.4547|4.4547
14ad_a23|0.0|0|1|0.0|7.423568444|0|3.3437482860000003|-0.1101542319999999|-0.00790478|5.351858133|-0.028065075|2|0.118047355|0.735584095|0.008996289|-0.05348283|10.31321689|-0.031279567|2|0.009675528|-0.143336826|-0.376350719|2|0.7763406840000001|0.165157698|-0.050707765|0.7317531540000001|1|0.033831691|-42.29008971|-61.35364811|52.63180108|0.112868365|-0.029653934|-43.85199724|-1.630966366|-30.226481300000003|-21.19489662|0.46995189|634.0697778|-1165.7193140000002|0.424119041|8.661363236|0.8866211979999999|7308.229822|303.1354708|-833.1879476|36.80430179|0.033365494|-108.4705382|2024.236598|770.8206617000001|23.84770234|0.0|1.0|1.0|0.12|-7.6|3.48|4.03|123.48|2.42|2.0|0.0|1.0|7.0|-5.8|6.0|-6.68|0.0|0.0|3.39|0.000753|3.52|0.0|2.49e-08|1.17e-05|-0.06925|3.3867|2.99|747.83|366.09|0.4106|366.09|618.01|0.6956600000000001|-1858.668058|-0.13734|5.2331|-1858.733603|6.7584|4.0|8.3595|8.3595
12bg_a36|0.0|1|0|3.434779148|7.412764017000001|2|0.0|-0.040957653|-0.0076819|5.351858133|-0.044573523|2|0.057879142|0.0|-0.001012333|-0.060117593|10.95885259|-0.0206090089999999|1|-0.00097037|-0.101451485|-0.4459167329999999|1|0.884841888|-0.023460562|-0.033696875|0.771220556|0|0.019606406|-51.74990566|-70.42534258|107.3347739|0.159389648|-0.036959207|-48.31008346|-1.847960372|-35.49918495|-25.35312333|0.46245521|576.6383913|-1267.656166|0.252132272|7.549463377|0.860310096|6753.439903|172.9566471|-869.5815023|33.900544700000005|0.01946912|-340.0625449|1695.0272350000002|661.6709012|13.35534589|1.0|1.0|0.0|0.14|-7.76|3.99|3.19|69.2|2.99|2.0|0.0|1.0|5.0|-5.08|4.0|-6.26|0.0|1.0|2.82|0.00372|3.93|0.0|1.74e-08|7.83e-06|-0.0542299999999999|3.8944|4.42|703.94|318.36|0.4409|318.36|554.7|0.69395|-2151.914954|-0.15743|6.6844|-2151.975577|9.3601|15.0|7.8239|7.8239
7_a3|0.0|0|0|0.0|6.823286122000001|0|0.0|0.198126776|-0.008855374|4.727387819|-0.106234254|2|-0.047419994|1.989724777|-0.007540435|0.054347129|10.3116226|0.030246987|1|-0.006696449|0.020589494|-0.592753801|2|0.881253042|-0.224253635|0.0507482109999999|0.773152968|1|0.009708941|-51.18177092|-47.72824381|230.9407974|0.217705402|-0.036877402|-23.61864737|-1.253831681|-25.32764885|-18.2490344|0.3987206729999999|387.1238241|-620.4671695000001|0.2007853889999999|5.198046584|0.663120542|5055.700186|99.36002106|-307.0424158|22.83370969|0.0149999089999999|-296.13678660000005|776.3461295|353.7528308|7.422807617|1.0|1.0|1.0|0.0|-7.48|4.96|4.66|92.93|2.11|1.0|0.0|1.0|2.0|-5.44|3.0|-5.68|0.0|1.0|3.63|0.00124|3.79|0.0|3.28e-08|1.11e-05|-0.0640299999999999|5.8849|3.09|522.73|360.06|0.1926|210.68|362.61|0.69224|-1731.602893|-0.14816|3.1299|-1731.651178|3.9813|1023.0|5.9901|5.9901
14q_a23|0.0|0|1|0.0|7.423568444|0|3.292130907|0.141057047|-0.0101981219999999|5.351858133|-0.130330047|2|0.064903564|0.720966302|0.002243702|-0.058543701|10.31321757|-0.056324491|2|0.002496501|-0.017918675|-0.573130981|2|0.77007911|0.067394607|-0.089657283|0.7333675390000001|1|0.02158178|-61.51997721|-66.16349731|350.836102|0.226805402|-0.039682061|-45.42467289|-2.023785094|-42.23665548|-27.24379301|0.472004985|530.8381985000001|-1389.433443|0.222659101|8.732265278|0.893957277|6982.066379000001|152.86702240000002|-953.9181308|35.04742005|0.01932289|-380.8178266000001|1787.418422|693.3423458|13.26616596|0.0|1.0|0.0|0.04|-6.96|2.57|3.12|148.11|2.28|1.0|1.0|1.0|6.0|-5.21|5.0|-7.33|1.0|0.0|2.62|0.00278|2.46|0.0|1.11e-07|5.03e-05|-0.08159|3.6431|4.19|714.22|340.33|0.4943|340.33|554.59|0.5949|-1798.3704079999998|-0.14854|8375.0|-1798.433122|12.0503|16.0|7.8069|7.8069
1n_a5|0.0|1|0|2.91912867|6.605297921|0|0.0|-0.1387762669999999|-0.007315978|4.59511985|-0.0533837329999999|2|0.002508727|0.0|0.004367323|-0.150600424|10.94528897|-0.047910067|1|0.004754079|-0.00966135|-0.393928416|2|0.6805709409999999|-0.013686011|-0.087019366|0.656280207|0|0.023129277|-47.1725036|-47.04056285|63.58796786|0.214789986|-0.030493391|-27.00168194|-1.311215832|-27.07741706|-17.50346525|0.483868192|450.71720610000006|-752.6490056|0.372248254|7.881746117|0.937489579|5101.31614|213.67365440000003|-432.02691110000006|27.88278228|0.028797525|-146.6611704|1198.959638|467.1194103|16.53002342|1.0|1.0|1.0|0.05|-8.07|4.41|3.99|80.76|1.72|1.0|0.0|1.0|5.0|-4.27|5.0|-6.41|0.0|1.0|3.14|0.0193|2.91|0.0|8.43e-09|3.01e-06|-0.06186|4.3838|4.19|607.15|282.82|0.3789|282.82|481.06|0.44786|-1179.018429|-0.17092|0.6234|-1179.073189|0.7104|27.0|7.5686|7.5686
4f_a46|0.0|0|0|0.0|7.825245291|1|2.190536659|-0.2265364489999999|-0.001035775|5.587248657999999|-0.001868546|2|-0.099507167|0.0|0.012332859|-0.056114865|10.96352592|-0.115631645|1|0.011806162|-0.079238184|-0.150189733|2|0.6901151990000001|-0.2076648489999999|-0.1697014539999999|0.69830739|0|0.008734825|-30.29079362|-36.60887321|7.730129301|0.065026794|-0.022035297|-19.85993046|-1.079729539|-16.43243843|-11.95391778|0.424708366|507.213176|-585.7419712999999|0.240157725|5.654067072999999|0.7382488140000001|4661.569032|130.2830519|-317.7588874|15.73210412|0.010341277|-281.9234274|770.8731021000001|538.4165208|5.6100342670000005|1.0|1.0|1.0|0.38|-7.21|4.56|4.71|43.6|2.58|1.0|0.0|1.0|3.0|-4.38|3.0|-5.65|0.0|1.0|3.76|0.0139|3.77|0.0|6.12e-08|2.04e-05|-0.02947|4548.0|3.87|591.51|272.61|0.1719|272.61|493.53|0.69208|-1033.315821|-0.19079|3.2783|-1033.36869|3.7419|183.0|6.7375|6.7375
12p_a36|0.0|1|0|3.392386149|7.412764017000001|2|0.0|-0.0494658159999999|-0.008017607|5.351858133|-0.084341564|2|0.114716581|0.0|-0.002526241|-0.084846674|10.96052769|-0.0433009009999999|1|-0.000673716|-0.101303149|-0.440709431|1|0.724208473|-0.035871448|-0.074349074|0.698414933|0|0.020202133|-51.98017377|-68.22905781|83.24921731|0.251561167|-0.039016808|-42.95260501|-1.950840419|-32.72335782|-24.56246081|0.475504684|471.1687161|-1228.123041|0.240873847|7.546742977|0.906594718|5922.775161|151.63860559999998|-773.1468902|32.35623052|0.019344052|-326.2581567|1617.811526|595.8790650000001|12.17776516|1.0|1.0|0.0|0.14|-6.86|3.13|2.44|69.2|2.4|1.0|0.0|1.0|5.0|-3.89|5.0|-6.76|0.0|0.0|2.15|0.0515|2.78|0.0|1.4e-07|5.58e-05|-0.0552299999999999|5.3413|3.41|660.71|323.11|0.3015|232.12|506.89|0.66559|-1331.947748|-0.15608|4.8805|-1332.006106|6.7199|9.0|8.0458|8.0458
8d_a8|0.0|1|0|3.190160226|7.05012252|0|1.41693287|-0.12349902|-0.0111144189999999|4.844187086|-0.155313194|1|0.071729931|0.0|-0.00267541|-0.077977198|10.94649761|-0.117111249|1|-0.001038264|0.016471091|-0.4385133129999999|1|0.76211539|0.0780635059999999|-0.179357354|0.734212688|0|0.028038295|-69.95878302|-67.26951954|57.93693239|0.306707511|-0.03820405|-43.86958028|-2.063018716|-45.62337399|-24.91463687|0.483207744|452.1282556|-1345.390391|0.324640122|7.507839835|0.935013517|6596.888351|211.7129122|-877.3916055999999|36.89090464|0.029166961|-228.7206541|1992.108851|682.0472537|19.02113117|0.0|1.0|1.0|0.12|-7.62|3.93|3.32|112.23|1.92|1.0|0.0|1.0|6.0|-4.91|5.0|-6.87|0.0|0.0|3.0|0.00533|2.89|0.0|2.38e-08|1.03e-05|-0.0600299999999999|4.6765|6.22|690.78|376.13|0.3|265.12|572.21|0.70165|-1447.2928029999998|-0.13754|6.0111|-1447.354662|7.5674|18.61|4.7303|4.7303
14_a4|0.0|0|0|0.0|7.535296702|1|1.947126795|-0.2248919089999999|-0.001935612|5.4161004020000005|-0.04986736|1|-0.0135414919999999|0.0|0.009588001|-0.08389836|10.94612798|0.117232935|1|0.008943549|-0.016862096|-0.199315317|1|0.507307223|0.158051825|0.204594017|0.500893739|0|0.013047382|-29.91067393|-32.31961528|12.12963775|0.148961754|-0.03015272|-14.69670456|-0.995039765|-13.60128622|-13.71135194|0.40126838|386.9927769|-452.4746139|0.231542789|5.304461808|0.6701974079999999|3944.638539|105.2894945|-205.7538638|17.84270058|0.015779688|-244.1511936|588.8091192|280.2639278|7.175500282000001|1.0|1.0|0.0|0.06|-5.71|3.59|4.09|30.71|2.82|0.0|0.0|2.0|2.0|-3.4|3.0|-5.8|0.0|1.0|3.2|0.11|3.09|0.0|1.95e-06|0.000539|-0.03639|4.5233|3.22|475.32|293.02|0.1864|274.1|353.16|0.55975|-918.851356|-0.17381|2.3797|-918.896242|3.3312|1.32|5.8794|5.8794
13_a10|0.0|0|0|0.0|7.535296702|1|2.091672336|-0.059862024|-0.0057715859999999|5.4161004020000005|-0.055497169|2|-0.093280469|1.794073077|0.00384732|-0.002128014|10.9296146|-0.001592366|1|0.003791547|-0.017015286|-0.345108701|2|0.761923976|0.00746881|-0.002671425|0.736686715|1|0.0122005|-47.88975806|-41.62089688|174.7319717|0.181972309|-0.030119651|-21.04167667|-1.234905671|-24.21093442|-15.22715739|0.449563457|413.5584641|-624.3134531000001|0.285505651|5.069505473|0.816739845|4941.066161|144.338975|-315.62515|21.31179541|0.018979132|-216.8776303|873.7836118999999|422.96706330000006|9.595006108|1.0|1.0|1.0|0.15|-6.6|3.52|3.81|63.83|1.88|0.0|0.0|1.0|2.0|-3.76|4.0|-6.34|0.0|1.0|2.91|0.0576|2.76|0.0|2.49e-07|8.170000000000001e-05|-0.05022|5.8308|2.48|550.83|322.72|0.3905|212.63|376.77|0.68386|-1065.68351|-0.15937|3.6904|-1065.732389|5.3726|0.16|6.7959|6.7959
15_a4|0.0|0|0|0.0|7.535296702|1|1.956386054|-0.159419214|-0.001986535|5.4161004020000005|-0.061469545|1|0.0432718859999999|0.0|0.009823083|-0.1979518539999999|10.94611612|0.022446689|1|0.00918585|-0.017259078|-0.226703465|1|0.5118792910000001|0.095534883|0.036363636|0.509447294|0|0.010893057|-29.80513879|-35.36161572|12.70877085|0.132283624|-0.030724393|-16.95780525|-1.106078158|-14.29317436|-14.73400655|0.437696617|416.1168833|-530.4242358|0.156108698|5.459799482|0.7783994009999999|4134.603400999999|74.8625551|-254.3670787|17.45960235|0.009743323|-329.8289177|628.5456843999999|324.5687005|4.672449937|1.0|1.0|0.0|0.11|-6.09|4.09|4.4|30.71|3.05|0.0|0.0|1.0|2.0|-3.82|3.0|-5.6|0.0|1.0|3.61|0.0443|3.49|0.0|8.070000000000001e-07|0.000235|-0.03539|4.5048|3.8|512.65|294.16|0.1996|275.22|396.58|0.56413|-958.147682|-0.17373|2.1603|-958.195344|3.0091|175.0|6757.0|6757.0
12a_a30|0.0|0|0|0.0|7.412764017000001|2|0.0|0.033691224|-0.006711725|5.351858133|-0.02919335|2|-0.096804291|0.0|0.005050384|0.009586623|10.31162903|-0.094932667|1|0.005458948|-0.053309522|-0.454270252|1|0.8421237309999999|-0.031179517|-0.171895425|0.7961424690000001|0|0.016292604|-47.73588073|-60.22802588|85.47365107|0.163785284|-0.037665934|-37.34272719|-1.845630786|-29.59731695|-23.35372432|0.469799116|518.4718832|-1144.332492|0.194809798|7.362386058999999|0.88607758|5936.682602000001|120.786445|-709.5118166|29.00398472|0.014884556|-378.4495438|1421.195251|620.9195447000001|9.228758655|1.0|1.0|0.0|0.14|-6.64|3.84|2.62|81.65|2.82|2.0|0.0|1.0|5.0|-5.28|4.0|-5.98|0.0|0.0|2.63|0.00208|3.87|0.0|2.3100000000000002e-07|9.21e-05|-0.05184|5045.0|3.82|668.81|355.41|0.1866|245.76|507.17|0.68599|-1575.538241|-0.1481|4.1875|-1575.597759|4.7368|11.0|7.9469|7.9469
12m_a30|0.0|0|0|0.0|7.412764017000001|2|0.0|0.096631895|-0.01047558|5.351858133|0.024086432|2|-0.1305457069999999|0.0|0.001371944|0.0488832779999999|10.31162838|-0.0547272029999999|1|0.0026474159999999|-0.084317059|-0.5409445629999999|1|0.817497287|-0.036924662|-0.0974968869999999|0.770326886|0|0.027352277|-57.96147772|-70.1324196|133.774348|0.216739951|-0.0405332439999999|-47.58675592|-2.067195455|-39.32844052|-27.50290965|0.44976016|531.4632661|-1402.648392|0.226267233|9.025816604|0.8173893040000001|6658.711303|153.52847759999997|-951.7351184|35.54574762|0.019500715|-371.4702679|1812.833129|683.7405759|13.2317657|1.0|1.0|0.0|0.13|-6.42|3.4|2.48|114.67|2.06|2.0|0.0|1.0|6.0|-6.0|6.0|-6.22|0.0|0.0|2.36|0.000444|3.89|0.0|3.7600000000000003e-07|0.000165|-57.0|5.0617|3.88|714.92|349.29|255.0|244.95|578.87|0.68404|-1742.965888|-0.15042|3.6891|-1743.030004|5.1279|31.0|7.5114|7.5114
16i_a32|0.0|1|1|3.352437091|7.765993078999999|0|0.0|0.175604846|-0.0146198339999999|5.733341277|-0.075706124|0|-0.056414399|2.078707411|-0.003511776|-0.104899053|10.31100265|0.006037736|3|-0.001202032|-0.120440534|-0.700853898|0|0.801401734|0.134577711|0.009897928|0.761506727|1|0.022335011|-56.03343427|-75.01027196|90.08098301|0.198505292|-0.036726892|-49.02383532|-1.836344582|-36.62130242|-24.00328703|0.455596751|523.8261846|-1200.164351|0.281035887|6.848009314|0.836873682|6355.471589|183.6742715|-784.3813651|33.38593207|0.021112022|-286.2130831|1669.296604|636.0251562999999|13.79800742|1.0|1.0|1.0|0.3|-7.4|6.25|4.85|149.27|1.34|3.0|1.0|1.0|8.0|-7.03|5.0|-5.93|1.0|0.0|3.96|3.96e-05|4.19|0.0|4.01e-08|1.7100000000000002e-05|-0.05044|3.6176|4.99|692.96|342.72|0.2857|342.72|573.38|0.70222|-1995.055356|-0.14976|3353.0|-1995.11813|4.0568|6.0|8.2596|8.2596
7_a47|0.0|0|0|0.0|0.0|0|0.0|0.00763426|-0.008206422|0.0|-0.143650735|2|-0.128433676|1.303301032|-0.0091074509999999|-0.085507035|10.93671034|-0.0781924059999999|0|-0.00794321|-0.021071408|-0.46105149|2|0.6995252890000001|-0.04402021|-0.124285418|0.671549194|1|0.008915606|-45.82735481|-54.113260200000006|103.5602725|0.152677268|-0.036250645|-30.51603217|-1.631279045|-25.84337052|-20.44278719|0.405265781|477.8297898|-919.9254234|0.1830206469999999|6.485224033|0.681423344|5958.904826|103.2106353|-518.7725468|25.02240371|0.0130514639999999|-357.5076454|1126.008167|526.6144628999999|7.36009799|1.0|1.0|1.0|0.09|-9.45|5.63|6.52|58.04|3.69|2.0|0.0|1.0|4.0|-6.47|4.0|-4.8|1.0|1.0|4.89|0.000134|5.49|0.0|3.52e-10|1.3900000000000001e-07|-0.05297|3.7203|5.08|604.84|333.26|0.2144|333.26|455.81|0.69314|-1647.7863539999998|-0.1544|3406.0|-1647.841533|4.4255|25.0|7.6|7.6
