molecula|SddssS|NaaNH|n9FaRing|SaaNH|SRW09|nAHRing|SaasN|MATS2c|AATSC1c|SRW07|AATSC1s|n6HRing|MATS7i|SaaaC|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aHRing|AATSC1pe|MATS1i|MATS1c|n6aHRing|GATS1are|MATS8s|MATS8d|GATS1pe|nFaHRing|FPSA3|PNSA3|PNSA5|RNCS|RPSA|FNSA4|WNSA5|FNSA2|WNSA3|PNSA4|GeomPetitjeanIndex|TASA|PNSA2|FPSA1|GeomRadius|GeomShapeIndex|GRAV|PPSA1|WNSA2|DPSA4|FPSA5|DPSA1|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|P-gp substrate|CYP3A4 inhibitor|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Egan filter|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (Ali)] (mg/ml)|Log Po/w XLOGP3|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribution (HOMO-LUMO transition)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
3_a4|0.0|0|0|0.0|7.535296702|1|2.147369615|-0.241609351|-0.001141383|5.4161004020000005|0.03287721|2|-0.07806942|2.180369373|0.011825591|-0.010537082|10.92992985|0.050638298|1|0.011276682|-0.048796855|-0.133874898|2|0.637819558|-0.0862461019999999|0.0904255319999999|0.623172012|1|0.010568144|-25.5405205|-31.92506825|12.23442244|0.080195284|-0.024645574|-15.5080075|-0.985822953|-12.40663231|-11.97190059|0.430553837|446.8068266|-478.8760237|0.280312336|4.832514477|0.7560922609999999|4677.30755|136.1652785|-232.6201124|16.63485592|0.015358792|-213.4321476|665.3942366|409.0289917|7.460728516|1.0|1.0|1.0|0.15|-7.19|4.02|4.11|43.6|2.44|0.0|0.0|1.0|2.0|-3.7|3.0|-5.99|0.0|1.0|3.31|0.0617|3.12|0.0|6.49e-08|2.03e-05|-0.04964|4.9088|2.66|535.44|305.09|0.1415|252.57|350.36|0.58615|-990.467184|-0.17005|2681.0|-990.514888|3205.0|104.0|6983.0|6983.0
4i_a46|0.0|0|0|0.0|7.825245291|1|2.184105962|-0.167244168|-0.002360192|5.587248657999999|-0.018872727|1|-0.088884176|0.0|0.012211602|-0.160741899|10.94638684|-0.125773054|1|0.011931187|-0.060809732|-0.22302552|1|0.7204791309999999|-0.0656636|-0.17856753|0.7172344890000001|0|0.015663081|-33.08099617|-42.48203383|67.51603424|0.0592195629999999|-0.025069479|-23.99628633|-1.278543436|-18.68604171|-14.16067794|0.406629719|531.4066842|-722.1945751000001|0.2361682219999999|6.218233741000001|0.685288314|4893.587424|133.40134070000002|-407.9368676|18.53900079|0.011626803|-298.0546045|945.4890404|579.2365607|6.567484272000001|1.0|1.0|1.0|0.36|-7.3|4.79|5.07|39.94|3.06|1.0|0.0|1.0|3.0|-4.94|3.0|-5.31|0.0|1.0|4.16|0.00403|4.38|0.0|5.04e-08|1.75e-05|-0.01646|5.3987|4.46|611.74|280.31|0.2805|229.66|546.24|0.69035|-1092.473422|-0.18438|2.8538|-1092.528145|3.8696|612.0|6.2132|6.2132
8k_a46|-3.737070812|0|0|0.0|7.727094485|1|2.105349622|0.1436554669999999|-0.006208399|5.533389489|-0.380857136|2|-0.061030265|0.0|-0.002099764|-0.114070359|10.31928125|-0.038125|1|0.002202734|-0.030019362|-0.510222233|2|0.73768327|0.095179795|-0.051289238|0.687020939|0|0.009441365|-61.98124174|-61.95565276|104.0919365|0.261823161|-0.033099828|-44.45419269|-1.985989657|-44.4725532|-23.74966689|0.4938768979999999|529.6539372999999|-1424.980013|0.173430886|8.070811215|0.975803904|7352.280688|124.4394929|-1022.446432|28.73282642|0.0112621819999999|-468.6373459|1723.969585|865.6610153999999|8.080799245|1.0|1.0|1.0|0.24|-8.66|2.94|5.37|124.17|1.86|1.0|0.0|1.0|5.0|-5.74|6.0|-6.75|0.0|0.0|3.29|0.000866|3.45|0.0|2.17e-09|1.03e-06|-0.0398699999999999|5.0379|7.63|742.04|302.15|0.1354|246.1|642.39|0.5577300000000001|-1844.970617|-0.16967|3.4118|-1845.037411|3.8107|147.0|6.8327|6.8327
16c_a32|0.0|1|1|3.329674745|7.765993078999999|0|0.0|0.191088217|-0.01639019|5.733341277|-0.087497559|0|-0.03152033|2.077479142|-0.0064007569999999|-0.031087095|10.31100271|-0.036931818|3|-0.00369116|-0.1260956869999999|-0.697601261|0|0.809370315|0.0482801729999999|-0.061904762|0.764217655|1|0.025791147|-53.00702241|-71.59058881|102.2022233|0.226956794|-0.038178095|-42.71426897|-1.679836163|-31.62645048|-22.77882371|0.463897164|461.2334662|-1002.268243|0.3153632939999999|6.313526111|0.8653137670000001|5979.891916|188.1603823|-597.9997655000001|33.27140293|0.02579269|-220.3256617|1463.941729|513.9156315|15.38911619|1.0|1.0|1.0|0.22|-6.99|5.64|4.21|149.27|0.88|1.0|1.0|1.0|7.0|-6.04|5.0|-6.44|1.0|1.0|3.41|0.000366|3.23|0.0|1.0300000000000001e-07|4.13e-05|-0.0505|3.6264|4.12|639.66|341.89|0.2955|341.89|508.43|0.70198|-1916.478107|-0.14997|4.0551|-1916.536967|5.3459|5.0|8.3468|8.3468
17e_a50|0.0|0|1|0.0|7.934155233999999|2|4.3906140030000005|-0.153175103|-0.0020746479999999|5.82008293|0.038322942|2|-0.011278897|2.2384546640000003|0.012036705|-0.086639125|10.94500663|-0.114420412|2|0.012372059|-0.1949741189999999|-0.229030473|1|0.7596299459999999|-0.1710526319999999|-0.202197068|0.736221185|1|0.012865274|-32.24487658|-50.7956915|10.68364489|0.069891795|-0.02665495|-35.33972521|-1.67926185|-22.43349867|-18.5444588|0.489797496|647.0975667|-1168.300905|0.196328886|8.52101688|0.960006062|6301.28046|136.5904997|-812.8136797000001|23.07468625|0.010255676|-422.5418889|1453.705234|904.3172644|7.135108233|0.0|1.0|1.0|0.37|-7.33|4.23|4.68|51.77|2.91|2.0|0.0|1.0|6.0|-4.87|4.0|-6.08|0.0|0.0|4.03|0.00589|4.08|0.0|4.63e-08|2.03e-05|-0.03156|4.2373|3.8|757.34|307.67|0.1809|292.6|602.89|0.66478|-1374.927998|-0.16649|6.7175|-1374.992422|8.8326|155.0|6.8097|6.8097
21_a10|0.0|0|0|0.0|7.535296702|1|2.093218896|0.036507898|-0.009308076|5.4161004020000005|-0.085463279|2|-0.032405474|1.817620533|0.001533145|-0.023060773|10.92966143|-0.003554514|1|0.002099681|-0.0236638829999999|-0.4636733179999999|2|0.7135035209999999|0.057775125|-0.005970601|0.68876002|1|0.018892889|-64.32920271|-59.80834512|240.7558768|0.225214587|-0.03292131|-42.25440548|-1.777750751|-45.44837698|-23.25880088|0.391384102|547.3834282|-1255.975247|0.295893365|8.388036625|0.643072426|7048.414464|209.0477207|-887.342515|33.03306591|0.022638817|-288.401376|1783.785559|746.5727327999999|15.99425187|1.0|1.0|0.0|0.11|-8.71|4.47|5.6|90.13|2.81|2.0|0.0|1.0|5.0|-5.77|6.0|-6.07|0.0|0.0|4.04|0.0007599999999999|4.17|0.0|1.94e-09|8.68e-07|-0.06082|5.9596|5.57|716.1|321.21|0.2574|208.04|517.44|0.68165|-1485.216871|-0.16178|1.5138|-1485.278495|1.1872|4.8|5.3188|5.3188
12g_a30|0.0|0|0|0.0|7.412764017000001|2|0.0|0.096186205|-0.010447128|5.351858133|0.024086432|2|-0.037395048|0.0|0.001371944|0.007330206|10.31162838|-0.049719762|1|0.0026474159999999|-0.084317059|-0.539112991|1|0.817497287|-0.0430471959999999|-0.0885760969999999|0.770326886|0|0.027436565|-58.41940906|-70.11305057|133.2169768|0.216337219|-0.040568357|-47.51931027|-2.068986201|-39.593913|-27.49531395|0.459011202|531.1295763|-1402.261011|0.225689271|8.694447089|0.8484671109999999|6688.137428|152.961516|-950.3862054|35.50940589|0.019453222|-371.8296813|1810.9797|683.7405759|13.18447384|1.0|1.0|0.0|0.13|-6.42|3.4|2.48|114.67|2.06|2.0|0.0|1.0|6.0|-6.0|6.0|-6.22|0.0|0.0|2.36|0.000444|3.89|0.0|3.7600000000000003e-07|0.000165|-0.0576|5.0703|3.88|717.55|348.35|0.2449|244.53|577.31|0.68366|-1742.965961|-0.15077|3875.0|-1743.029147|5.3027|9.0|8.0334|8.0334
12n_a36|-3.404662145|1|0|3.400581499|7.412764017000001|2|0.0|0.039596635|-0.0099988159999999|5.351858133|-0.350034917|2|0.027627601|0.0|-0.006862238|-0.035989956|10.31810354|-0.000273044|1|-0.001160331|-0.15024383|-0.5181211520000001|1|0.8183043390000001|0.162338703|-0.000421339|0.750657639|0|0.0211044289999999|-60.42525197|-78.42650015|67.52548352|0.279888857|-0.039955874|-53.08197085|-2.317440678|-40.89805687|-27.04362074|0.454498749|487.397992|-1568.530003|0.258248547|6.863551112000001|0.833176363|7657.057548000001|174.79221719999998|-1061.639417|36.45914091|0.021232665|-327.25274110000004|2114.630173|805.2286932|14.3710571|0.0|1.0|0.0|0.17|-6.87|1.28|2.15|123.75|0.84|1.0|0.0|1.0|7.0|-3.85|6.0|-8.03|0.0|0.0|1.18|0.0668|1.64|0.0|1.36e-07|6.45e-05|-0.05056|5.3573|6.24|714.14|340.78|0.3921|231.43|566.87|0.7046600000000001|-1875.89723|-0.14928|10.8395|-1875.961945|14.3562|15.0|7.8239|7.8239
5_a15|0.0|0|0|0.0|0.0|0|0.0|-0.222657379|-0.008878343|0.0|-0.044921287|2|0.0729170329999999|0.0|0.000420839|-0.0156037999999999|10.95880662|0.0118220069999999|0|0.003194793|-0.187421793|-0.340979744|2|0.8384601770000001|0.092692253|0.020920163|0.7950674740000001|0|0.032616864|-45.57134103|-73.61131563|119.95308020000002|0.125945852|-0.0273088679999999|-54.73655332|-1.583914356|-33.88634094|-20.30656983|0.486150431|649.9369163|-1177.78105|0.491010028|7.795174584|0.946094849|6656.720346|365.1095806|-875.7848531999999|39.89581513|0.036380071|-13.36968593|2313.9572780000003|779.0599798999999|27.05181494|1.0|1.0|1.0|0.15|-9.65|4.92|6.01|74.73|2.0|3.0|0.0|1.0|8.0|-6.16|6.0|-5.55|1.0|1.0|4.29|0.000304|4.86|0.0|2.25e-10|9.970000000000001e-08|-0.03714|4.3299|4.36|737.16|341.96|291.0|286.35|629.67|0.70244|-1470.487858|-0.14839|4.3576|-1470.55517|6.35|13.0|7.8861|7.8861
17a_a6|0.0|1|0|3.3685510360000004|7.412764017000001|1|0.0|0.101940358|-0.012704951|5.351858133|-0.0265090529999999|1|0.04129257|0.0|-0.00460563|0.078798543|10.94948984|-0.060774312|1|-0.00194781|-0.10896749|-0.5624663560000001|1|0.850080948|0.08716369|-0.106323149|0.8013954109999999|0|0.031147305|-63.02857512|-71.75703418|157.13173490000003|0.2469173469999999|-0.041567592|-47.07146289|-2.078379577|-41.34573382|-27.26767299|0.483320982|494.010135|-1363.383649|0.22806502|8.337470517|0.935437602|5996.580489|149.60699319999998|-894.3577948999999|35.323795000000004|0.019808023|-356.769966|1766.18975|627.4287311|12.99374518|1.0|1.0|1.0|0.12|-9.01|4.98|4.32|95.85|1.7|2.0|0.0|1.0|5.0|-5.81|5.0|-5.89|0.0|1.0|3.59|0.000637|4.09|0.0|9.77e-10|4e-07|-0.05753|3.5421|4.04|696.96|416.71|0.3933|350.03|574.02|0.7024|-1349.830672|-0.12425|4.1627|-1349.892285|5604.0|24.0|7.6198|7.6198
12g_a40|0.0|0|0|0.0|7.515889085|0|1.687211672|0.037440516|-0.01011728|5.4161004020000005|-0.129331216|0|0.167050952|0.726175674|-0.001011175|0.075327376|10.31197254|-0.211162861|2|-0.003205145|0.063401514|-0.512657141|0|0.777835705|0.020185301|-0.326139923|0.6941475490000001|1|0.012706769|-49.94706785|-52.24208444|130.7472028|0.129798543|-0.0435406|-27.42361099|-1.393299206|-26.21888031|-22.85591194|0.465725912|456.7977427|-731.3891821000001|0.147968773|7.692740528|0.871698484|5211.675486|77.67373972|-383.9305539|26.82520454|0.013442698|-369.5858437|858.4065454|335.7078145|7.056520179|1.0|0.0|0.0|0.0|-6.63|4.83|5.14|78.66|3.76|2.0|0.0|1.0|2.0|-6.46|3.0|-4.91|0.0|1.0|4.4|0.000124|5.07|0.0|2.37e-07|8.57e-05|-0.07424|4.0224|4.84|540.25|392.64|0.3539|308.23|429.31|0.6988|-2172.9382|-0.13191|1.9175|-2172.988604|2.7075|724.0|6.1403|6.1403
8e_a12|0.0|0|1|0.0|6.803505258|1|1.873617728|0.050021617|-0.006350143|4.727387819|-0.049397555|2|0.0661362779999999|2.197856963|0.005196034|-0.087658302|10.94458094|-0.0309579439999999|1|0.005744805|-0.079913108|-0.448676455|1|0.83954453|-0.036433876|-0.051240735|0.797199175|1|0.0155147339999999|-29.79080011|-50.273571200000006|51.38557748|0.060372083|-0.031094185|-28.78776717|-1.492520871|-17.05887601|-17.80522313|0.45384745|538.051884|-854.6507103|0.2887421289999999|6.446557205|0.830990262|5490.975165|165.34017769999997|-489.392042|25.03342862|0.019545275|-241.94192880000003|1201.604574|561.9859171|11.19206011|1.0|1.0|1.0|0.14|-7.93|3.34|2.68|55.1|3.05|2.0|0.0|1.0|3.0|-4.37|4.0|-6.03|0.0|1.0|3.12|0.0156|3.53|0.0|1.19e-08|4.34e-06|-0.05739|5.247999999999999|3.45|612.59|375.21|0.2341|236.25|481.04|0.6954899999999999|-1177.380602|-0.13599|1.0295|-1177.436953|1.9327|588.0|6.2306|6.2306
12ab_a36|0.0|1|0|3.458948649|7.412764017000001|2|0.0|-0.064515677|-0.007034881|5.351858133|0.000258844|2|0.035377607|0.0|0.000939229|-0.032623802|10.9540584|-0.029080933|1|0.002112069|-0.096853381|-0.4186639029999999|1|0.86559137|-0.0852411419999999|-0.051707317|0.8196353679999999|0|0.024102201|-54.63243106|-65.54680623|116.6804416|0.158944244|-0.033434841|-45.21303385|-1.805481415|-37.68448987|-23.06276515|0.484987413|580.1454645|-1245.389318|0.320974676|7.821826146|0.941700118|6314.697413|221.4026852|-859.0476432|33.96451406|0.024384271|-246.9770378|1834.083759|708.5476357999999|16.81984117|1.0|1.0|0.0|0.17|-7.05|3.14|1.95|92.99|1.59|1.0|0.0|1.0|6.0|-3.92|5.0|-7.21|0.0|0.0|1.8|0.0503|2.33|0.0|8.95e-08|3.76e-05|-0.0523799999999999|3.8845|3.23|712.73|319.17|0.4451|319.17|564.58|0.69294|-1364.236757|-0.15699|3.6976|-1364.300531|5.3228|11.0|7.9586|7.9586
47i_a18|0.0|0|0|0.0|7.03438793|1|0.0|0.053794607|-0.006882626|4.844187086|-0.066917145|0|-0.037689885|0.0|-0.000919158|0.073977454|10.94702091|-0.040514277|0|0.000427479|-0.106018078|-0.499939719|0|0.742536498|-0.064085904|-0.068524374|0.727767462|0|0.009745543|-54.34379065|-62.41153158|72.81110823|0.196924826|-0.035256027|-43.46880696|-2.150617629|-37.84973202|-24.55535669|0.487446923|559.3312455|-1497.876758|0.139131409|9.573882864|0.951017454|6353.6617320000005|96.90318745|-1043.251367|28.52393145|0.009393984|-502.6804099|1739.959818|855.7438937000001|6.542785417999999|1.0|1.0|1.0|0.22|-8.98|3.28|2.8|85.29|2.74|3.0|0.0|1.0|8.0|-5.18|3.0|-6.36|0.0|1.0|2.5|0.0029|3.7|0.0|1.04e-09|4.6e-07|-0.05062|3.2321|7.37|744.95|383.61|0.5085|383.61|664.78|0.69175|-1415.875678|-0.13237|2.7749|-1415.944522|3.5235|19.0|7.7212|7.7212
12x_a36|0.0|1|0|3.494913155|7.412764017000001|2|0.0|-0.058295476|-0.007008724|5.351858133|-0.046532211|2|0.021670322|0.0|0.00285431|-0.054184069|10.33556641|-0.023932402|1|0.003710345|-0.07550872|-0.4331246039999999|1|0.906423012|0.056034339|-0.041914045|0.855081905|0|0.017625524|-49.60929169|-70.20305027|81.81168174|0.163597165|-0.036722107|-47.22198284|-1.982993755|-33.36962015|-24.70107324|0.458792701|562.6051882|-1333.8579550000002|0.223146459|8.770758009|0.847720832|6193.10485|150.09915149999998|-897.2176739|31.79630645|0.016274369|-372.4502879|1717.000548|725.9470896|10.94693123|1.0|1.0|1.0|0.17|-7.05|3.33|2.61|94.5|2.51|1.0|0.0|1.0|6.0|-4.85|4.0|-6.64|0.0|0.0|2.33|0.0061|3.19|0.0|8.95e-08|3.83e-05|-0.05311|3.8776|3.37|719.63|331.83|0.3901|319.74|569.01|0.68112|-1670.182026|-0.1517099999999999|5.6653|-1670.244307|7.2812|7.0|8.1549|8.1549
12j_a30|0.0|0|0|0.0|7.412764017000001|2|0.0|0.04148877|-0.006336585|5.351858133|-0.033312179|2|-0.02473642|0.0|0.005613018|0.0074730759999999|10.31162861|-0.075816941|1|0.005965451|-0.053644471|-0.456342646|1|0.8414737059999999|0.0060012969999999|-0.130412856|0.7991060659999999|0|0.015613498|-47.76354083|-60.832977500000005|88.51817261|0.157800959|-0.036204884|-39.31313154|-1.882653966|-30.8670468|-23.39729904|0.476658597|544.2686362000001|-1216.65955|0.1865388989999999|8.067697897|0.91079856|6105.3402670000005|120.550211|-786.2626307999999|28.76265258|0.01349128|-405.1466163|1495.657934|686.039456|8.71869951|1.0|1.0|0.0|0.17|-7.01|4.35|2.93|81.65|3.04|2.0|0.0|1.0|5.0|-5.66|4.0|-5.81|0.0|1.0|2.91|0.0009119999999999|4.23|0.0|9.75e-08|4.02e-05|-0.05106|5.1971|4.14|695.8|356.4|0.2163|238.56|549.64|0.68625|-1614.831741|-0.14772|4.6727|-1614.894278|5.1081|9.0|8058.0|8058.0
12at_a36|0.0|1|0|3.4361495580000003|7.412764017000001|2|0.0|-0.04229234|-0.010886502|5.351858133|-0.073048351|2|0.054794728|0.0|-0.001148437|-0.076129505|10.95446888|-0.037590959|1|0.000906224|-0.136151085|-0.48127276|1|0.817851296|-0.08859337|-0.063825255|0.7767870459999999|0|0.029516069|-58.66704838|-76.61315774|95.16663336|0.248143308|-0.037537878|-53.05210062|-2.102121151|-40.6250081|-25.99374995|0.49342323|520.6361161|-1455.649997|0.325557803|8.837213274|0.974034457|6537.399158|225.4381077|-1007.989912|38.54110857|0.027424543|-241.591008|2158.30208|735.3783268|18.99059683|1.0|1.0|0.0|0.17|-6.62|2.7|1.67|95.5|1.89|1.0|0.0|1.0|7.0|-4.18|6.0|-7.18|0.0|0.0|1.76|0.0289|2.53|0.0|2.42e-07|0.000106|-0.05703|4.7133|4.5|733.29|322.81|0.4765|263.05|589.75|0.6802600000000001|-1460.549244|-0.15607|6.4676|-1460.61293|8.9532|78.0|7.1079|7.1079
12an_a36|0.0|1|0|3.489959714|7.412764017000001|2|0.0|-0.05423417|-0.0070293469999999|5.351858133|-0.046532211|2|0.0966393909999999|0.0|0.00285431|-0.131674913|10.33556631|-0.031635802|1|0.003710345|-0.07550872|-0.434819796|1|0.906423012|-0.009636347|-0.055405405|0.855081905|0|0.0173118669999999|-49.67568778|-71.0446809|82.43567331|0.163559846|-0.036995649|-48.0034364|-1.997765039|-33.56484523|-24.99720254|0.44576647|565.1654879|-1349.848937|0.216487385|8.773001855|0.8042935809999999|6162.848939|146.2760938|-912.0652916|31.9040205|0.015771136|-383.1273396|1722.817107|725.9470896|10.65623343|1.0|1.0|1.0|0.17|-7.05|3.33|2.61|94.5|2.51|1.0|0.0|1.0|6.0|-4.85|4.0|-6.64|0.0|0.0|2.33|0.0061|3.19|0.0|8.95e-08|3.83e-05|-0.05561|5.1771|3.37|718.98|327.38|0.6702|239.49|571.76|0.69094|-1670.182102|-0.15474|4.3963|-1670.244686|6.2182|0.04|7.3979|7.3979
12a_a50|0.0|0|1|0.0|7.927685046000001|1|4.075037557|-0.199881787|-0.002936355|5.82008293|-0.0016330379999999|1|-0.111689174|2.112397566|0.01164808|0.014596049|10.94501645|-0.122912558|2|0.011790103|-0.168032508|-0.247407423|1|0.699597776|-0.030758487|-0.2018898489999999|0.660148928|1|0.021013336|-25.57033815|-33.44733598|7.457998037999999|0.095880311|-0.02383238|-16.85074424|-0.929462803|-12.88231829|-12.00673599|0.469674946|455.4948605000001|-468.2627037|0.4247810279999999|5.116970861|0.885635975|4665.239724|214.004382|-235.9104193|20.873331|0.027455156|-75.79052945|814.0599092|388.171611|13.83188822|1.0|1.0|1.0|0.11|-5.49|2.59|3.42|48.53|2.02|0.0|0.0|2.0|2.0|-3.16|3.0|-6.44|0.0|1.0|2.55|215.0|2.5|0.0|3.22e-06|0.00101|-0.03366|4.0783|2.47|545.54|304.01|0.1807|304.01|394.52|0.65267|-1006.498352|-0.16806|5.7662|-1006.546706|7.9123|75.0|7.1249|7.1249
33_a47|0.0|0|1|0.0|6.823286122000001|0|1.758479676|-0.229935275|-0.004263267|4.727387819|-0.085712613|3|-0.11544858|1.688794654|0.002212256|-0.033554816|10.98214099|0.0741098479999999|1|0.003634698|-0.147591116|-0.270498605|3|0.63155995|0.065468525|0.1186944519999999|0.607650682|1|0.022346992|-32.1568697|-44.81989209|30.94680001|0.1802998689999999|-0.0272154529999999|-23.98884914|-1.088618103|-17.2112484|-14.56646493|0.4607629339999999|438.726241|-582.6585971|0.42318652|6.979305126|0.854471925|4889.09585|226.5011607|-311.85503880000005|25.25333652|0.029580684|-82.22540944|1010.133461|388.178924|15.83240237|0.0|1.0|1.0|0.11|-7.08|2.96|4.04|68.52|1.52|0.0|0.0|1.0|3.0|-3.26|5.0|-6.78|0.0|1.0|2.69|183.0|2.19|0.0|8.339999999999999e-08|2.79e-05|-0.05462|4.1869|2.06|566.29|296.13|0.2566|296.13|423.52|0.67508|-1122.992964|-0.15985|4.5647|-1123.04547|6.2284|4.0|8.4|8.4
14k_a23|0.0|0|1|0.0|7.423568444|0|3.358995671|0.070940371|-0.005866159|5.351858133|-0.024758731|2|0.04479394|0.74561778|0.010682694|-0.055500851|10.31321813|-0.055708465|2|0.009263715|-0.071484865|-0.463402169|2|0.722187957|0.140087361|-0.091426449|0.659570836|1|0.018829201|-37.43135588|-53.17069631|38.76597615|0.077602272|-0.033999976|-35.38329134|-1.597998852|-24.9092952|-22.62582822|0.486654314|613.8243395|-1063.413926|0.216437606|8.21201115|0.948005074|6715.186162999999|144.0318708|-707.6658267999999|28.87559227|0.016348271|-377.4022725|1357.152837|633.3278634|10.87921891|0.0|0.0|1.0|0.05|-7.99|4.0|4.67|105.02|3.51|2.0|0.0|1.0|5.0|-6.13|4.0|-6.03|0.0|0.0|3.99|0.000334|4.21|0.0|1.02e-08|4.55e-06|-0.07933|3.6421|4.1|691.9|340.42|0.4694|340.42|552.65|0.63765|-2089.293765|-0.14784|5.8718|-2089.354026|8.3627|4.0|8.4123|8.4123
47g_a18|0.0|0|0|0.0|7.03438793|1|0.0|-0.005500039|-0.005817448|4.844187086|-0.034211867|0|-0.048472184|0.0|0.0036509859999999|0.033759227|10.94702253|-0.008224928|0|0.00531392|-0.264839041|-0.4138670829999999|0|0.765824398|-0.009917608|-0.014370598|0.745431271|0|0.013404131|-55.35188184|-72.53379954|111.5517627|0.165575846|-0.029212072|-61.55384106|-2.307753726|-46.97287277|-24.79003275|0.4913566339999999|708.1114197|-1958.412588|0.268129223|10.33698377|0.966014041|7870.887027|227.5405903|-1661.953709|33.87214455|0.016259076|-393.5416883|2675.8994190000003|1347.416568|13.79782369|1.0|1.0|1.0|0.34|-9.22|3.22|3.6|88.97|2.79|3.0|1.0|1.0|13.0|-6.11|4.0|-6.4|0.0|0.0|2.83|0.000421|4.52|1.0|6.04e-10|3.27e-07|-0.04413|3.0965|8.13|905.71|400.4|0.5955|400.4|874.26|0.69828|-1742.7686640000002|-0.12789|4966.0|-1742.847918|5.9864|9.0|8.0458|8.0458
30_a47|0.0|0|1|0.0|6.842683282|0|1.435022468|-0.069449687|-0.0092264759999999|4.727387819|-0.184735553|2|0.013114301|1.192095911|-0.0098410169999999|-0.008774855|10.95005723|0.0467853809999999|1|-0.008325552|-0.035472095|-0.4370608039999999|2|0.6850994429999999|-0.1340278869999999|0.074217097|0.651797437|1|0.022747897|-64.94243028|-64.38108459|350.5257774|0.32103267|-0.0383202979999999|-38.63044093|-1.609452527|-38.96726396|-22.9932445|0.4680850139999999|407.3992771|-965.7162688|0.320552431|6.886726437999999|0.879999675|5852.817155|192.3403721|-579.456614|33.84108731|0.028122734|-215.3470619|1421.325667|457.1122177|16.87442216|1.0|1.0|1.0|0.05|-7.24|2.71|3.93|98.72|1.78|1.0|0.0|1.0|5.0|-4.22|5.0|-6.95|0.0|1.0|2.61|24.0|2.5|0.0|5.74e-08|2.28e-05|-0.0564299999999999|3.7159|3.89|615.85|333.66|0.3566|333.66|478.04|0.6944899999999999|-1695.931037|-0.1517|2.7493|-1695.9887|3.6487|13.0|7.9|7.9
4d_a46|0.0|0|0|0.0|7.825245291|1|2.146507937|-0.1397563859999999|-0.001749881|5.587248657999999|-0.017469934|2|-0.131948546|0.0|0.0116902869999999|-0.111025108|10.96333164|-0.076521434|1|0.010756749|-0.0814707009999999|-0.240143042|2|0.6535171|-0.213089038|-0.103199079|0.623144956|0|0.008652238|-30.95621863|-38.85529917|8.241078584|0.063942042|-0.024616555|-21.33218735|-1.132361533|-16.99546444|-13.51488667|0.441136013|513.9109507000001|-621.6847867|0.186572035|5.757075209|0.7893441379999999|4993.774007|102.4310631|-341.3149976|16.6147308|0.0086574759999999|-344.15403910000003|764.2776167999999|509.0572545|4.753094337|1.0|1.0|1.0|0.35|-7.41|4.81|5.11|43.6|2.84|2.0|0.0|1.0|2.0|-4.93|3.0|-5.4|0.0|1.0|4.11|0.00416|4.3|0.0|3.88e-08|1.3699999999999998e-05|-0.0396399999999999|4.4265|4.18|588.18|280.09|0.1313|280.09|503.76|0.69884|-1453.635434|-0.18639|3.5318|-1453.688943|3.7104|517.0|6.2865|6.2865
16g_a32|0.0|1|1|3.363965155|7.765993078999999|0|0.0|0.1739995319999999|-0.013775701|5.733341277|-0.0429252429999999|0|-0.049658216|2.084553994|-0.002456725|-0.029193403|10.31100263|0.004735761|3|-0.00030659|-0.117577419|-0.696926204|0|0.79965447|-0.026098259|0.008494733|0.762429418|1|0.023959586|-57.77542509|-77.75914881|90.88837862|0.1793577589999999|-0.033839807|-57.31234426|-1.79350976|-42.58335004|-24.94161377|0.3972359179999999|604.8539801|-1321.90553|0.313667656|9.3963701|0.65902387|6372.261243999999|231.1885989|-974.3098525|36.34043182|0.02276861|-274.67233460000006|1926.042887|701.9321161|16.78159325|1.0|1.0|1.0|0.33|-8.16|6.81|5.38|149.27|1.57|3.0|1.0|1.0|10.0|-7.51|5.0|-5.69|1.0|1.0|4.37|1.36e-05|4.65|0.0|6.890000000000001e-09|3.04e-06|-0.05|3.6161|5.38|752.29|342.86|0.2879|342.86|639.49|0.70222|-2034.342619|-0.14968|3.7346|-2034.408165|4.3204|11.0|7.9586|7.9586
