molecula|SddssS|NaaNH|n9FaHRing|SaaNH|SssssC|NaasN|BCUTs-1|MATS2c|AATSC1c|SRW07|n6HRing|MATS7i|SaaaC|AATSC1are|BCUTi-1|AATSC8d|n5aRing|AATSC1pe|MATS1i|AATSC1i|MATS1c|n6aHRing|MATS8s|MATS8d|GATS1pe|nFaHRing|PBF|FPSA3|PPSA3|RNCS|TPSA_x|FNSA4|FNSA2|WNSA3|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|MOMI-Z|WNSA4|FPSA1|GeomShapeIndex|GRAV|PPSA1|WNSA2|DPSA4|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|P-gp substrate|CYP3A4 inhibitor|Log Po/w iLOGP|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Class [Log S (SILICOS-IT)]|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|BBB|Consensus Log P|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Lowest Unoccupied Molecular Orbital Energy|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Area (grid)|Volume|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|pIC50
12q_a36|0.0|1|0|3.453150038|0.0|0|1.29701394|-0.0543475329999999|-0.00761082|5.351858133|2|0.068040097|0.0|0.0005016269999999|10.9598352|-0.0433009009999999|1|0.0010871589999999|-0.103922055|-0.177407665|-0.441747876|1|-0.017640538|-0.074349074|0.8065052890000001|0|0.324924033|0.018562763|12.00048565|82.68142965|110.4712541|-0.038175515|-1.908775752|-31.79544084|-24.67976947|61.18276554|0.486620426|2786.514757|2380.245597|-15.95501778|0.231307611|0.947876484|6040.52496|149.536123|-797.7508892000001|32.10617123|11.60375275|1.0|0.0|1.0|0.0|0.0|0.14|-7.18|3.35|69.2|2.51|1.0|0.0|128.76|1.0|30.0|4.0|-6.49|1.0|2.34|0.0151|2.55e-05|0.0106|0.0|0.0|6.65e-08|-0.05602|3.79|3.8653|-1692.544456|683.51|1148.35|0.4239|236.72|531.58|0.39919|0.6863199999999999|-1692.3116350000005|0.3419|-0.1566|-0.2126199999999999|0.03415678|-1692.370918|8.2218
8g_a12|0.0|1|1|2.897921027|0.0|0|1.28383574|0.10205033|-0.0084227909999999|4.59511985|2|-0.038463841|1.714060666|0.005898773|10.95472263|-0.040257632|1|0.005405355|0.068559367|0.122649613|-0.532504083|1|-0.04981165|-0.070405398|0.7714487940000001|1|0.274352085|0.008910823|4.915102972|84.95000993|78.53214058|-0.042752517|-1.881110729|-23.38345638|-23.58177591|47.30807670000001|0.463772637|2506.427441|1356.883205|-13.00742505|0.09833304|0.864880588|5327.736626|54.23932676|-572.326702|26.15353224|4.352203029|0.0|1.0|1.0|1.0|2.51|0.1|-8.0|3.31|78.85|2.89|1.0|0.0|109.93|1.0|27.0|5.0|-6.28|0.0|2.77|0.0146|4.61e-05|0.0163|0.0|0.0|9.98e-09|-0.06432|3.68|3731.0|-1154.321531|590.93|989.66|0.3786|294.8|418.41|462.0|0.55027|-1154.121362|0.1601|-0.1520099999999999|-0.21633|0.03954539|-1154.173831|5.43
11_a4|0.0|0|0|0.0|0.0|1|0.626711769|-0.20567828|-0.001098364|5.4161004020000005|2|-0.017835936|2.216390726|0.011277653|10.33765061|-0.0043410079999999|1|0.010782511|-0.0278843589999999|-0.046906237|-0.145254541|2|-0.163623353|-0.007574475|0.647727179|1|0.4523305489999999|0.009336075|5.395547437|12.88007087|40.38918044|-0.023620625|-1.110169356|-18.12338426|-13.65094004|36.75497433|0.480360734|2452.527871|1640.559148|-7.889214068999999|0.243908684|0.924411925|5425.1341090000005|140.96082869999998|-370.7930613|18.0546182|6.89909579|1.0|1.0|1.0|1.0|3.49|0.23|-8.05|4.97|68.9|3.15|2.0|0.0|111.64|1.0|27.0|3.0|-5.74|0.0|4.16|0.00271|1.06e-05|0.00395|0.0|0.0|8.89e-09|-0.05582|3.2|3.78|-1467.463842|630.04|1071.03|151.0|252.67|479.99|0.4444|0.65942|-1467.20045|0.0403|-0.15885|-0.2146699999999999|0.02336674|-1467.255521|6.9586
46_a18|0.0|0|0|0.0|0.0|0|1.251088279|-0.001181461|-0.005378956|4.844187086|1|-0.046124025|0.0|0.002300582|10.94680484|-0.052591109|0|0.003512954|-0.1483628609999999|-0.224171123|-0.448177615|0|-0.015124585|-0.090469229|0.699483099|0|0.30524999|0.008975181|6.376289807000001|0.946462387|123.2289237|-0.029244604|-1.988633091|-35.20023815|-20.77641329|55.92367899|0.4548138479999999|3052.94234|1848.661552|-14.76030741|0.217767252|0.8342358790000001|7150.333139|154.7096476|-1003.700904|26.56039822|9.36454702|0.0|1.0|1.0|1.0|0.0|0.3|-8.82|3.68|76.5|3.33|2.0|1.0|151.14|1.0|36.0|3.0|-6.14|1.0|2.93|0.000999|3.35e-06|0.00161|0.0|0.0|1.51e-09|-0.04995|8.11|3225.0|-1532.992457|765.33|1380.79|0.4249|384.45|635.89|0.69181|0.69181|-1532.493789|0.4249|-0.13224|-0.18219|0.0239301|-1532.562476|6.7305
12s_a30|0.0|0|0|0.0|0.0|0|0.604984545|-0.00019297|-0.007621736|5.351858133|2|-0.0601024909999999|0.0|-0.002544958|10.31162892|-0.04950715|1|-0.001131023|-0.0546637159999999|-0.145315868|-0.446807335|1|0.006789196|-0.080971844|0.591758164|0|0.404041243|0.019324097|12.51292194|89.91581294|189.9114627|-0.040189672|-1.969293912|-38.04400919|-26.02399668|71.26547471|0.467381416|2977.11642|2368.4646620000003|-16.8513047|0.209518167|0.877516163|6639.7334200000005|135.66918710000002|-825.7139305|32.92168852|11.26623|1.0|0.0|1.0|0.0|0.0|0.14|-7.16|4.67|81.65|3.58|2.0|0.0|127.19|1.0|31.0|6.0|-6.06|0.0|3.21|0.00141|6.71e-06|0.00291|0.0|0.0|6.900000000000002e-08|-0.0551|4.32|3.5348|-1774.236634|677.35|1140.1|0.2148|245.81|526.07|0.43338|0.68458|-1774.01033|0.1576|-0.14985|-0.20495|0.03401064|-1774.072418|8129.0
24_a20|0.0|0|0|0.0|0.0|1|1.40648755|-0.217098257|-0.001547029|4.727387819|2|0.087887688|2.041494094|0.009265667|10.93106245|-0.04104|1|0.008780074|-0.036258691|-0.060582944|-0.188335708|2|0.070857143|-0.07179846|0.607038752|1|0.531656762|0.012814211|8.085691548|12.83518119|30.27049276|-0.02714795|-1.357397496|-24.46164548|-17.13019562|46.85253003|0.457794721|2736.601949|1961.887639|-10.80905198|0.228967757|0.844319927|6109.1040920000005|144.47729840000002|-540.4525990000001|22.21722343|8.478379683|1.0|1.0|1.0|1.0|3.21|0.08|-9.32|4.76|80.28|1.86|2.0|0.0|119.42|1.0|31.0|5.0|-6.26|0.0|3.63|0.00519|1.17e-05|0.00469|0.0|0.0|4.82e-10|-0.06748|3.74|3.5876|-1291.896802|685.66|1169.35|0.2495|232.2|551.25|0.46668|0.44916|-1291.647083|0.0108|-0.15687|-0.22435|0.02922392|-1291.706729|6.4976
8_a27|0.0|1|0|2.599100867|0.0|1|1.406757715|0.188762686|-0.008444078|4.59511985|2|-0.14212377|1.21499748|0.0040883959999999|10.93783465|0.067074515|1|0.004801929|-0.106814855|-0.187486926|-0.535352745|2|0.141900468|0.11158995|0.64927069|1|0.3608031339999999|0.021852066|10.41179748|122.0597403|106.5457267|-0.035880862|-1.291711016|-17.86879446|-17.09606174|47.91445451|0.479730655|2132.9321670000004|989.0070768|-8.145716531|0.248298166|0.92208134|4522.989286999999|118.305988|-293.2457951|22.74314225|9.240677197|0.0|0.0|0.0|0.0|2.28|0.06|-6.28|2.98|76.46|2.19|0.0|0.0|87.68|1.0|23.0|4.0|-6.73|1.0|2.38|178.0|0.000299|0.0907|0.0|0.0|5.2e-07|-0.05015|3.96|4.1276|-1004.515654|507.76|848.58|0.2336|300.38|374.88|0.64893|0.64893|-1004.385302|0.2336|-0.16958|-0.21973|0.02665292|-1004.432889|8.2218
3f_a32|0.0|1|1|3.553167045|0.0|0|0.6094207770000001|0.0067550119999999|-0.00611496|5.733341277|0|-0.062954205|2.227330929|0.001276735|10.31100273|-0.110286539|3|0.002565215|-0.074808287|-0.133675401|-0.5487283829999999|0|-0.110248899|-0.1743238839999999|0.786074011|1|0.3217719189999999|0.011897886|6.707989266|47.97543149|71.02334697|-0.030139709|-1.265867765|-23.34192893|-16.99267001|48.1093075|0.435176082|2273.466801|2130.756016|-9.580412233|0.21080172|0.770463268|4993.667711|118.8493262|-402.3773138|21.53155987|6.573564628|1.0|1.0|1.0|1.0|3.31|0.28|-7.31|7.18|110.94|2.18|2.0|0.0|102.66|1.0|24.0|3.0|-5.03|0.0|4.63|4.53e-05|3.96e-06|0.0014|0.0|0.0|4.89e-08|-0.05315|3.92|3.5569|-1712.0610190000002|604.9|1006.92|293.0|348.58|488.74|0.70255|0.70255|-1711.863611|293.0|-0.1474599999999999|-0.2006099999999999|0.02606687|-1711.9193289999998|8.0458
12a_a30|0.0|0|0|0.0|0.0|0|0.604984824|0.033691224|-0.006711725|5.351858133|2|-0.096804291|0.0|0.005050384|10.31162903|-0.094932667|1|0.005458948|-0.053309522|-0.094526372|-0.454270252|1|-0.031179517|-0.171895425|0.7961424690000001|0|0.337975309|0.016292604|10.10177981|85.47365107|101.5505506|-0.037665934|-1.845630786|-29.59731695|-23.35372432|57.83766054|0.469799116|2722.217443|2256.680391|-14.47983299|0.194809798|0.88607758|5936.682602000001|120.786445|-709.5118166|29.00398472|9.228758655|1.0|0.0|1.0|0.0|0.0|0.14|-6.64|3.84|81.65|2.82|2.0|0.0|127.28|1.0|29.0|4.0|-5.98|0.0|2.63|0.00208|1.4e-05|0.0056|0.0|0.0|2.3100000000000002e-07|-0.05184|3.82|3.4885|-1575.7783980000002|668.81|1122.01|0.1866|245.76|507.17|0.35338|0.68599|-1575.538241|0.1511|-0.1481|-0.19994|0.03289568|-1575.597759|7.9469
2_a33|0.0|1|1|3.396444161|0.0|0|0.609420748|0.047294725|-0.009168933|5.733341277|0|-0.049900189|2.112255684|-0.002514803|10.31100266|-0.05997501|3|-0.000810928|-0.083752249|-0.148024156|-0.593915758|0|-0.0212158239999999|-0.096644295|0.753434785|1|0.411881091|0.018451635|11.27469555|103.5201191|110.28338390000002|-0.031851158|-1.56070672|-30.02592687|-19.46234551|60.41371259|0.4699986339999999|2632.195388|3245.244678|-11.89228027|0.297402265|0.8867875909999999|6067.635829|181.7248125|-582.7217333|27.70055258|11.8727102|1.0|0.0|1.0|1.0|3.51|0.3|-7.67|6.7|140.04|1.33|2.0|0.0|115.28|1.0|28.0|4.0|-6.17|0.0|3.98|0.000183|1.6800000000000002e-05|0.0069|0.0|0.0|2.13e-08|-0.04967|5.11|3.6281|-1920.079174|655.74|1128.98|0.2911|341.74|525.38|0.70205|0.70205|-1919.830424|0.2911|-0.15012|-0.19979|0.02972182|-1919.890628|8.2596
16d_a32|0.0|1|1|3.311658163|0.0|0|0.609420775|0.170838661|-0.017249763|5.733341277|0|0.0115077539999999|2.07416189|-0.00839148|10.31100273|-0.0517549079999999|3|-0.005427254|-0.128753933|-0.239509216|-0.68301199|0|0.107238939|-0.0847953219999999|0.7689748270000001|1|0.41654798|0.032003415|18.67986534|115.2070109|142.7146582|-0.036437402|-1.493933474|-31.07481011|-21.26791022|71.91900971|0.4429631189999999|2588.214866|3152.666302|-12.41372827|0.384250302|0.79521327|5768.495166|224.2805611|-508.962859|34.53986301|19.43393087|1.0|0.0|1.0|1.0|3.01|0.18|-6.59|5.26|149.27|0.65|1.0|0.0|102.33|1.0|26.0|5.0|-6.62|0.0|3.12|0.000856|6.659999999999999e-05|0.0257|0.0|0.0|2.55e-07|-0.05068|3.78|3.6271|-1877.360551|621.59|1023.44|0.2915|341.83|489.97|0.70217|0.70217|-1877.185022|0.2915|-0.15009|-0.20077|0.02818209|-1877.241687|8.1135
17b_a6|0.0|1|0|3.375166525|0.0|0|1.425925343|0.1012747369999999|-0.01272079|5.351858133|1|0.139594234|0.0|-0.00460563|10.949638|-0.0791229359999999|1|-0.00194781|-0.10896749|-0.180339002|-0.563310199|1|0.002947625|-0.138423611|0.8013954109999999|0|0.318652397|0.03122461|20.48861696|155.8689396|161.4509401|-0.041494349|-2.074717455|-41.0971443|-27.2272998|83.12058064|0.4548818979999999|2816.0632920000003|2207.972178|-17.86570631|0.229332826|0.834464855|5985.963521|150.48105900000002|-893.2853154999999|35.32951798|13.06809384|1.0|1.0|1.0|1.0|2.89|0.12|-9.01|4.98|95.85|1.7|2.0|0.0|116.79|1.0|31.0|5.0|-5.89|0.0|3.6|0.000637|6.69e-06|0.00274|0.0|0.0|9.77e-10|-0.05736|4.04|2.9964|-1350.102764|690.98|1168.62|0.3949|349.8|575.2|0.69615|0.7016100000000001|-1349.830814|0.0033|-0.12545|-0.18281|0.02458322|-1349.892156|6.8153
30_a47|0.0|0|1|0.0|0.0|1|1.304327883|-0.069449687|-0.0092264759999999|4.727387819|2|0.013114301|1.192095911|-0.0098410169999999|10.95005723|0.0467853809999999|1|-0.008325552|-0.035472095|-0.079370393|-0.4370608039999999|2|-0.1340278869999999|0.074217097|0.651797437|1|0.384732322|0.022747897|13.64937081|350.5257774|192.6285289|-0.0383202979999999|-1.609452527|-38.96726396|-22.9932445|78.59180109|0.4680850139999999|2626.927627|1558.731067|-13.79658605|0.320552431|0.879999675|5852.817155|192.3403721|-579.456614|33.84108731|16.87442216|1.0|1.0|1.0|1.0|2.12|0.05|-7.24|2.71|98.72|1.78|1.0|0.0|104.25|1.0|28.0|5.0|-6.95|0.0|2.61|24.0|7.94e-05|0.0315|0.0|0.0|5.74e-08|-0.0564299999999999|3.89|3.7159|-1696.12008|615.85|1032.35|0.3566|333.66|478.04|0.6944899999999999|0.6944899999999999|-1695.931037|0.3566|-0.1517|-0.20813|0.0420327|-1695.9887|7.9
14n_a23|0.0|0|1|0.0|0.0|2|1.197963531|0.009802461|-0.0068536419999999|5.351858133|2|0.079559363|0.747533142|0.010561248|10.3132176|-0.059870135|2|0.010508236|-0.110069159|-0.199540201|-0.404569286|2|0.219354173|-0.099694124|0.71381683|1|0.209387766|0.027028617|18.26553926|97.93357279|72.12361433|-0.032325501|-1.648600566|-26.91195666|-21.84509525|58.08878013|0.469606631|3014.591033|2195.877777|-14.76259199|0.313179459|0.885393105|6740.54932|211.642042|-752.8921912999999|31.80611809|16.3874892|0.0|0.0|1.0|1.0|3.66|0.09|-7.51|3.42|114.25|2.72|2.0|1.0|126.78|1.0|32.0|5.0|-6.47|0.0|3.48|0.0010199999999999|9.57e-06|0.0042299999999999|0.0|0.0|3.11e-08|-0.06951|3.23|3.4217|-1744.450916|710.48|1209.95|0.4229|362.35|575.71|0.6955|0.6955|-1744.1828670000002|0.4229|-0.1382|-0.2077099999999999|0.02300614|-1744.244532|9.2441
12h_a36|0.0|1|0|3.468184524|0.0|0|1.297043828|-0.128701804|-0.0086750619999999|5.351858133|2|0.059920602|0.0|0.00127667|10.96020037|-0.051080247|1|0.003077071|-0.1430106119999999|-0.239932418|-0.410826531|1|-0.10861416|-0.089459459|0.84179881|0|0.3726296|0.027905055|18.27258858|82.11195464|118.1187282|-0.035734517|-1.929663894|-31.5465515|-23.39942087|66.44902736|0.464544951|2845.467486|2391.856014|-15.32224162|0.3347454589999999|0.8675704009999999|6159.17335|219.1956304|-827.4010477|35.1736357|17.66132225|1.0|0.0|1.0|0.0|0.0|0.17|-6.69|2.77|78.43|1.72|1.0|0.0|130.24|1.0|31.0|5.0|-6.93|0.0|1.81|0.0464|8.499999999999999e-05|35.0|1.0|0.0|2.03e-07|-0.05013|2.92|3.4554|-1347.481013|697.29|1177.89|0.5756|238.44|535.67|0.34589|0.7014600000000001|-1347.199963|0.0056|-0.14247|-0.1926|0.02925492|-1347.260478|7.8539
12ah_a36|0.0|1|0|3.456839001|0.0|0|1.297013411|-0.050415481|-0.007648622|5.351858133|2|0.078459408|0.0|0.0005016269999999|10.95983779|-0.050147748|1|0.0010871589999999|-0.103922055|-0.177407665|-0.444563583|1|0.011674455|-0.0861053359999999|0.8065052890000001|0|0.271553945|0.0184777819999999|11.93961081|82.70705743|110.8777131|-0.038137281|-1.906864035|-31.66734951|-24.6427998|60.9481085|0.468162246|2786.56479|2334.380591|-15.92320089|0.231093575|0.8802726820000001|6015.129321|149.3235124|-796.1600443|32.04915319|11.57242717|1.0|0.0|1.0|0.0|0.0|0.14|-7.18|3.35|69.2|2.51|1.0|0.0|128.76|1.0|30.0|4.0|-6.49|1.0|2.34|0.0151|2.55e-05|0.0106|0.0|0.0|6.65e-08|-0.05637|3.79|3.7792|-1692.545871|682.21|1148.39|0.6729|237.25|532.36|0.40051|0.6970000000000001|-1692.3109559999998|0.0485|-0.15434|-0.2107099999999999|0.03300341|-1692.369929|7.9586
11g_a5|0.0|1|0|2.9590700880000003|0.0|1|1.388236041|-0.204002571|-0.004593347|5.209486153|2|-0.083337229|0.0|0.00599982|10.94877951|-0.007175378|2|0.006964153|-0.137739838|-0.233590516|-0.267507083|2|-0.075382189|-0.01453517|0.73551511|0|0.396049407|0.023215707|15.25675|68.77977167|106.4990972|-0.025442296|-1.297557078|-29.04250676|-16.72000506|59.4498014|0.485790997|2823.738452|935.4227938|-10.98794595|0.456418686|0.944734523|5817.569415|299.94631180000005|-560.3852433999999|30.75897687|21.05845771|1.0|1.0|1.0|1.0|2.34|0.08|-9.04|4.17|81.51|1.06|1.0|0.0|118.35|1.0|31.0|5.0|-6.84|0.0|2.96|0.0312|4.88e-05|0.0199|0.0|0.0|9.229999999999999e-10|-0.04322|2.3|4.2083|-1330.189793|693.48|1180.25|0.4609|274.87|542.13|0.56924|0.63081|-1329.927772|0.2403|-0.1714|-0.2146199999999999|0.04557484|-1329.988893|7.5229
3_a4|0.0|0|0|0.0|0.0|1|1.343866299|-0.241609351|-0.001141383|5.4161004020000005|2|-0.07806942|2.180369373|0.011825591|10.92992985|0.050638298|1|0.011276682|-0.048796855|-0.08121207|-0.133874898|2|-0.0862461019999999|0.0904255319999999|0.623172012|1|0.462670692|0.010568144|5.133610255|12.23442244|38.95587796|-0.024645574|-0.985822953|-12.40663231|-11.97190059|30.67413075|0.430553837|2159.04913|1602.411021|-5.815502811|0.280312336|0.7560922609999999|4677.30755|136.1652785|-232.6201124|16.63485592|7.460728516|1.0|1.0|1.0|1.0|2.86|0.15|-7.19|4.02|43.6|2.44|0.0|0.0|95.12|1.0|24.0|3.0|-5.99|1.0|3.31|0.0617|5.520000000000001e-05|0.0173|0.0|0.0|6.49e-08|-0.04964|2.66|4.0639|-990.6395508|535.44|905.23|0.1415|252.57|350.36|0.58445|0.58615|-990.467184|0.0871|-0.17005|-0.21969|0.024645265|-990.514888|6983.0
11d_a5|0.0|1|0|2.9590700880000003|0.0|0|1.388848584|-0.245058546|-0.003373937|4.59511985|2|-0.125546291|0.0|0.008307337|10.94877952|0.01948342|1|0.008809179|-0.12451554|-0.200646773|-0.22897714|2|-0.018747485|0.036918829|0.755793189|0|0.359644732|0.012828514|8.151092424|61.45330587|82.02685783|-0.029333375|-1.525335513|-25.44574968|-18.63809379|48.19862797|0.49396568|2540.78984|900.3825317|-11.84243331|0.287694578|0.976150552|5283.02167|182.7978704|-615.8065323|26.16587381|11.51307533|1.0|1.0|1.0|1.0|3.37|0.17|-8.64|4.41|66.93|1.42|1.0|0.0|114.29|1.0|29.0|5.0|-6.47|1.0|3.28|0.0278|5.14e-05|0.0198|0.0|0.0|2.31e-09|-0.03767|2.59|4107.0|-1239.127458|682.09|1154.67|507.0|280.66|594.45|0.66686|0.6533399999999999|-1238.855022|0.2068|-0.16762|-0.20529|0.03371838|-1238.914819|7.8239
9a_a40|0.0|0|0|0.0|0.0|1|0.604993021|-0.028285975|-0.003680068|5.4161004020000005|0|0.168990628|0.921628874|0.01310675|10.31197235|-0.1720337089999999|2|0.011966382|0.009844552|0.016958188|-0.449508498|0|-0.394662853|-0.2990540869999999|0.61091688|1|0.002467659|0.011033601|5.334966331|109.9916614|30.17155594|-0.032156295|-1.093314022|-14.03449109|-15.54821024|34.36063715|0.493941591|1971.148912|336.39741360000005|-7.51786994|0.131523409|0.976056482|3991.317015|63.59419322|-255.607578|17.90285474|4.213574358|1.0|0.0|0.0|1.0|3.28|0.06|-6.4|4.58|58.43|3.57|1.0|0.0|86.7|1.0|21.0|2.0|-4.85|1.0|4.08|0.000944|8.33e-06|0.00243|0.0|0.0|4.02e-07|-0.06495|4.07|3.3192|-1217.955997|515.96|847.69|0.4746|263.42|411.01|0.47831|0.69958|-1217.825264|0.3483|-0.13808|-0.20303|0.01109672|-1217.873686|6.6696
6f_a40|0.0|0|0|0.0|0.0|1|0.604893424|0.134099184|-0.01691341|6.401917197|0|-0.122783873|0.737582436|-0.009302776|10.30179966|-0.190617284|2|-0.008368734|0.048543494|0.092206207|-0.628934821|0|-0.032826285|-0.268802228|0.742681934|1|0.363785804|0.015998475|10.2782635|207.7174501|221.1408856|-0.052228625|-2.350288117|-55.39203581|-33.55442128|96.49789556|0.410805404|3021.330686|3072.581297|-21.5571287|0.137191276|0.69723213|7328.308886|88.13890599|-970.0707913999998|38.88975659|8.892225517|1.0|0.0|0.0|1.0|2.53|0.21|-3.67|3.66|199.45|1.1|1.0|3.0|124.54|3.0|30.0|5.0|-6.9|0.0|2.61|5.18e-05|2.3e-05|0.0105|1.0|0.0|0.0002109999999999|-0.08982|6.96|2.57|-2426.972609|668.95|1139.55|0.2362|346.89|507.64|0.66642|0.69911|-2426.725129|0.0158|-0.1131799999999999|-203.0|0.04845403|-2426.787111|7.3768
12e_a40|0.0|0|0|0.0|0.0|1|0.604990524|0.061944605|-0.015461694|5.4161004020000005|0|0.174870826|0.665270062|-0.013162335|10.31197242|-0.192362496|2|-0.014780739|0.103406816|0.172778196|-0.520457262|0|0.047011204|-0.279310345|0.8096582170000001|1|0.284429447|0.015096495|8.195398107|206.0119599|119.4966772|-0.048387621|-1.596791495|-38.96782748|-26.26807189|79.97685498|0.491465612|2391.0322170000004|694.2415706|-14.26008524|0.209181178|0.966435355|5478.52313|113.5576846|-470.5828129|33.21629575|11.46456937|1.0|0.0|0.0|0.0|3.05|0.0|-6.04|4.34|98.89|2.93|2.0|0.0|95.8|1.0|24.0|4.0|-5.26|0.0|3.98|0.000113|2.27e-06|0.00086|0.0|0.0|9.14e-07|-0.07296|4.66|3.0253|-2248.276958|552.91|918.38|0.4494|286.76|445.12|0.6826|0.70157|-2248.154966|284.0|-0.12616|-0.19912|0.03272669|-2248.206714|5.9318
12aa_a30|0.0|0|0|0.0|0.0|0|0.604983643|-0.101407312|-0.008848121|5.351858133|2|-0.014017531|0.0|0.003529389|10.31162784|-0.007369513|1|0.005111479|-0.12254489|-0.207153446|-0.394520145|1|0.024991407|-0.012535889|0.794193541|0|0.418522684|0.030906491|21.58471858|55.0567406|130.84205079999998|-0.033789461|-1.925999268|-38.06478415|-23.59814969|76.08850600000001|0.4659424379999999|3115.249471|2455.130164|-16.48066156|0.369240427|0.872457337|6944.511023|257.8730361|-939.3977091|37.41227352|20.72118575|1.0|0.0|1.0|1.0|0.0|0.21|-6.83|3.94|100.11|2.2|2.0|0.0|140.26|1.0|33.0|6.0|-6.39|0.0|2.52|0.00113|9.94e-06|0.00456|0.0|0.0|1.47e-07|-0.04966|3.34|3.4642|-1804.818818|748.78|1275.73|0.1667|238.78|605.07|0.30341|0.68642|-1804.516348|0.1506|-0.1472099999999999|-0.19687|0.03443621|-1804.582558|8.1135
14l_a23|0.0|0|1|0.0|0.0|2|1.1979636809999998|0.060717916|-0.005344736|5.351858133|2|0.042748013|0.758109562|0.01269616|10.313217800000002|-0.061788679|2|0.01180744|-0.074441567|-0.136106024|-0.448622017|2|0.156652778|-0.1010279259999999|0.6906097959999999|1|0.215920645|0.018669073|12.31633167|40.34135162|51.94117061|-0.0328459689999999|-1.642298442|-23.306234600000003|-21.66909079|47.64388017|0.492922575|2879.181064|2176.038061|-14.29549842|0.210373806|0.972085426|6444.7098240000005|138.7874759|-714.7749208|27.44221375|9.953660282|0.0|0.0|1.0|1.0|3.52|0.09|-7.78|3.88|105.02|3.24|2.0|1.0|125.25|1.0|31.0|4.0|-6.1|0.0|3.78|0.000608|5.61e-06|0.0023899999999999|0.0|0.0|1.65e-08|-0.07191|3.79|3.6274|-1669.2363289999998|694.65|1185.79|0.4239|341.8|560.51|0.67242|0.67242|-1668.983787|0.4239|-0.14639|-0.2183|0.01168219|-1669.04569|8.1798
15a_a22|0.0|0|0|0.0|0.0|1|1.4229176680000002|-0.136588366|-0.0050042229999999|4.727387819|2|0.021482585|1.614660505|0.005288335|10.9464374|-0.015194063|1|0.005757758|-0.097476465|-0.165471815|-0.360663314|2|-0.09744639|-0.027029438|0.655865336|1|0.410151945|0.02126757|14.43653926|96.58317516|90.52525878|-0.031425179|-1.634109304|-28.45564196|-21.33157831|56.35672103|0.444668211|2884.815511|2169.226845|-14.47998862|0.297264929|0.800725296|6322.278103000001|201.7850124|-752.9594081|30.3550786|14.66318798|1.0|1.0|1.0|1.0|2.86|0.08|-9.21|3.87|85.59|1.73|1.0|0.0|124.05|1.0|32.0|5.0|-6.61|0.0|3.19|0.00945|2.1e-05|0.00881|0.0|0.0|6.1e-10|-0.0600399999999999|4.98|3.6496|-1368.35331|696.57|1189.31|312.0|245.14|541.27|0.41078|0.69076|-1368.0755869999998|0.0955|-0.15281|-0.21285|0.03153544|-1368.1368730000002|6.8447
8h_a8|0.0|1|0|2.975382653|0.0|1|1.3918396709999998|0.038482973|-0.010324979|4.844187086|0|0.008138299|0.0|-0.007796225|10.94341368|0.007079485|1|-0.007036544|0.09830823|0.254819201|-0.53822084|0|0.111824921|0.010682683|0.56916135|0|0.273425421|0.0111998669999999|6.58499063|316.4918269|233.7669182|-0.048805507|-2.147442322|-42.41801879|-28.69532281|78.73029948|0.451435543|2623.688756|2019.780061|-16.87148841|0.081684095|0.822939833|5956.417906000001|48.02637252|-742.3454901|31.2477685|4.492304417|0.0|0.0|0.0|0.0|2.73|0.0|-7.95|4.69|80.88|4.11|2.0|0.0|105.27|1.0|29.0|4.0|-5.98|0.0|4.01|0.0023899999999999|1.01e-05|0.00395|0.0|0.0|1.13e-08|-0.06344|7.71|3.7327|-1361.651799|608.39|1029.51|0.3011|258.25|480.09|0.56196|0.69844|-1361.455676|272.0|-0.15475|-0.21819|0.03330037|-1361.5113789999998|4.9359
