molecula|SddssS|NaaNH|n9FaHRing|SaaNH|SssssC|NaasN|BCUTs-1|MATS2c|AATSC1c|SRW07|n6HRing|MATS7i|SaaaC|AATSC1are|BCUTi-1|AATSC8d|n5aRing|AATSC1pe|MATS1i|AATSC1i|MATS1c|n6aHRing|MATS8s|MATS8d|GATS1pe|nFaHRing|PBF|FPSA3|PPSA3|RNCS|TPSA_x|FNSA4|FNSA2|WNSA3|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|MOMI-Z|WNSA4|FPSA1|GeomShapeIndex|GRAV|PPSA1|WNSA2|DPSA4|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|P-gp substrate|CYP3A4 inhibitor|Log Po/w iLOGP|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Class [Log S (SILICOS-IT)]|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|BBB|Consensus Log P|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Lowest Unoccupied Molecular Orbital Energy|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Area (grid)|Volume|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|pIC50
8j_a46|0.0|0|0|0.0|0.214753401|1|1.160371125|-0.13040237|-0.0017688329999999|5.533389489|2|-0.129276363|0.0|0.011852046|10.96391738|-0.053618988|1|0.0108603019999999|-0.084266433|-0.133413527|-0.229679821|2|-0.223292257|-0.074207717|0.6109926379999999|0|0.308052557|0.008672342|4.658562801|7.723448142|35.10521457|-0.02566383|-1.103544698|-15.7861518|-13.78596018|34.04593326|0.427798746|2121.846387|1888.679875|-7.405468973|0.177887481|0.747636856|4759.107832|95.55665364|-318.43516580000005|16.76894569|4.750680627|1.0|0.0|1.0|1.0|3.25|0.32|-7.26|4.71|43.6|2.62|1.0|1.0|96.94|1.0|24.0|3.0|-5.55|1.0|3.82|0.00878|1.47e-05|0.00497|0.0|0.0|5.46e-08|-0.04068|3.78|4.4107|-1414.53151|576.48|978.4|0.1728|249.79|493.89|0.50703|0.70121|-1414.349865|0.1427|-0.18531|-0.22599|0.02408052|-1414.402087|5.9108
12at_a36|0.0|1|0|3.4361495580000003|0.0|0|1.297042863|-0.04229234|-0.010886502|5.351858133|2|0.054794728|0.0|-0.001148437|10.95446888|-0.037590959|1|0.000906224|-0.136151085|-0.227404687|-0.48127276|1|-0.08859337|-0.063825255|0.7767870459999999|0|0.301423347|0.029516069|20.43891035|95.16663336|171.8311073|-0.037537878|-2.102121151|-40.6250081|-25.99374995|79.10595873|0.49342323|3041.832389|2388.600265|-17.99981985|0.325557803|0.974034457|6537.399158|225.4381077|-1007.989912|38.54110857|18.99059683|1.0|0.0|1.0|0.0|0.0|0.17|-6.62|2.7|95.5|1.89|1.0|0.0|135.03|1.0|33.0|6.0|-7.18|0.0|1.76|0.0289|8.36e-05|0.0367|0.0|0.0|2.42e-07|-0.05703|4.5|3.8408|-1460.833958|733.29|1238.61|0.4765|263.05|589.75|0.42968|0.6802600000000001|-1460.549244|0.2076|-0.15607|-0.2131|0.03651452|-1460.61293|7.1079
17a_a50|0.0|0|1|0.0|0.0|2|1.349854788|-0.186084687|-0.002225436|5.82008293|1|-0.109740063|2.189373662|0.012510153|10.94500663|-0.131632653|2|0.012893333|-0.239713023|-0.3891730779999999|-0.220088198|1|-0.204032723|-0.215448852|0.732114362|1|0.4062532579999999|0.013784807|8.977762705|10.03717565|50.14419437|-0.0280449529999999|-1.570517366|-19.25896309|-18.26510428|38.54872522|0.486855438|2644.4486420000003|1799.721631|-11.89568886|0.2100891|0.948768582|5718.782531|136.82673369999998|-666.1585759999999|23.12299308|7.556715901|1.0|1.0|1.0|1.0|3.29|0.29|-6.76|3.39|51.77|2.3|1.0|0.0|121.78|1.0|30.0|4.0|-6.44|1.0|3.27|0.0408|3.61e-05|0.0144|0.0|0.0|1.75e-07|-0.03196|3.08|4.0477|-1258.566007|705.96|1204.79|0.1817|291.88|616.93|0.6244|0.66046|-1258.260865|0.1754|-0.16724|-0.1992|0.02594911|-1258.322582|7.0706
12a_a50|0.0|0|1|0.0|0.0|2|1.397770359|-0.199881787|-0.002936355|5.82008293|1|-0.111689174|2.112397566|0.01164808|10.94501645|-0.122912558|2|0.011790103|-0.168032508|-0.291865836|-0.247407423|1|-0.030758487|-0.2018898489999999|0.660148928|1|0.29507467|0.021013336|10.58650394|7.457998037999999|48.30443297|-0.02383238|-0.929462803|-12.88231829|-12.00673599|36.15684209|0.469674946|2223.666558|1462.827156|-6.048985111|0.4247810279999999|0.885635975|4665.239724|214.004382|-235.9104193|20.873331|13.83188822|1.0|1.0|1.0|1.0|2.21|0.11|-5.49|2.59|48.53|2.02|0.0|0.0|94.69|2.0|24.0|3.0|-6.44|1.0|2.55|215.0|0.000144|45.0|0.0|0.0|3.22e-06|-0.03366|2.47|4.0783|-1006.659456|545.54|908.22|0.1807|304.01|394.52|0.65267|0.65267|-1006.498352|0.1807|-0.16806|-0.20172|0.02648238|-1006.546706|7.1249
12be_a36|0.0|1|0|3.466734143|0.0|0|1.297042758|-0.148313814|-0.009368126|5.351858133|2|0.118420241|0.0|0.000482522|10.95957887|0.00430921|1|0.002872872|-0.176729938|-0.289604649|-0.3825349939999999|1|0.132962547|0.00734728|0.8350231859999999|0|0.330453338|0.033763464|23.42501577|63.31681179|140.1361326|-0.031937334|-1.852365352|-37.57129686|-22.15805062|77.57811183|0.4564615729999999|3039.9167260000004|2552.721046|-15.37320593|0.433925602|0.839796323|6592.168374|301.05661160000005|-891.645944|39.14335412|24.02799032|1.0|0.0|1.0|1.0|0.0|0.21|-6.79|2.83|87.66|1.42|1.0|0.0|136.74|1.0|33.0|6.0|-7.13|0.0|1.75|0.0342|7.13e-05|0.0315|1.0|0.0|1.6100000000000005e-07|-0.0518799999999999|2.68|3.3487|-1462.0007349999998|739.48|1256.67|0.7034|237.59|594.44|0.40844|0.70465|-1461.68274|0.0018|-0.13781|-0.18969|0.03245204|-1461.747501|7.3565
16a_a32|0.0|1|1|3.357452523|0.0|0|0.6094207620000001|0.205693867|-0.014399612|5.733341277|0|-0.053745649|2.095743605|-0.008098765|10.31100271|-0.058518519|3|-0.005552127|-0.107321286|-0.199563743|-0.707456102|0|0.039965071|-0.098258706|0.81143469|1|0.283324612|0.020664867|12.86051026|92.00611646|151.5123947|-0.037168908|-1.6726008419999998|-35.00816569|-23.13158502|69.11326055|0.450892763|2615.514164|2992.60858|-14.39564033|0.303179963|0.8211379000000001|5746.082161|188.6800971|-647.803815|33.19592405|14.6095244|1.0|0.0|1.0|1.0|2.66|0.22|-7.3|5.32|152.07|0.88|1.0|0.0|108.86|1.0|27.0|4.0|-6.85|0.0|3.06|0.00128|9.14e-05|0.0364|0.0|0.0|5.04e-08|-0.0567299999999999|3.9|3.6314|-1896.81177|664.67|1096.48|0.2859|341.42|535.63|0.70245|0.70245|-1896.589348|0.2859|-0.15045|-0.20718|0.04088655|-1896.649286|7.9586
14v_a23|0.0|0|1|0.0|-4.844615416|2|1.1979575059999998|0.135774541|-0.014768546|5.351858133|2|0.055572317|0.636416435|-0.002390707|10.3132174|-0.015149431|2|-0.0004039459999999|-0.0962526|-0.2952674819999999|-0.650246427|2|0.132882353|-0.022236834|0.575188253|1|0.31419322|0.019811827|13.08518422|78.86310829|55.07999434|-0.042752869|-2.180396311|-29.37629463|-28.23713101|57.56282152|0.457213347|3399.4261450000004|2679.111279|-18.64987284|0.211671341|0.84234449|8458.789829000001|139.8032821|-951.143515|35.81898321|13.80980223|0.0|0.0|0.0|1.0|3.46|0.09|-7.95|3.97|114.25|3.04|2.0|1.0|126.97|1.0|35.0|8.0|-5.94|0.0|4.28|6.38e-05|1e-06|0.0004969999999999|0.0|0.0|1.12e-08|-0.07843|5.17|3694.0|-2042.182282|679.5|1206.02|348.0|335.64|533.44|0.6017100000000001|0.6017100000000001|-2041.93452|348.0|-0.1524299999999999|-0.2308599999999999|0.02053833|-2041.998955|8.4001
25_a12|0.0|0|0|0.0|0.0|0|1.404967476|0.00700113|-0.004103693|0.0|2|-0.089297664|2.050456822|0.000864238|10.93676625|-0.11195017|0|0.001783739|-0.0542354559999999|-0.0861945369999999|-0.4288076329999999|2|-0.2430098439999999|-0.208172827|0.806844014|1|0.120087607|0.004952762|2.580489093|37.96125329|27.12578432|-0.03323193|-1.362509125|-14.85843094|-17.31450713|31.09844409|0.448858246|2067.69985|1907.027255|-9.021208163|0.082701363|0.814415245|4329.321091|43.08908189|-369.8695347|18.87554002|2.666764531|1.0|1.0|1.0|1.0|3.43|0.05|-8.78|4.7|37.81|3.2|1.0|0.0|99.48|1.0|24.0|2.0|-4.82|1.0|4.29|0.00162|5.63e-06|0.00175|0.0|0.0|1.6399999999999995e-09|-0.05352|4.73|3.4532|-974.6569575|560.14|945.73|0.4483|290.68|442.64|0.63284|0.69029|-974.458128|0.1897|-0.14303|-0.19655|0.024123749|-974.508059|7.6576
17a_a6|0.0|1|0|3.3685510360000004|0.0|0|1.424257628|0.101940358|-0.012704951|5.351858133|1|0.04129257|0.0|-0.00460563|10.94948984|-0.060774312|1|-0.00194781|-0.10896749|-0.180339002|-0.5624663560000001|1|0.08716369|-0.106323149|0.8013954109999999|0|0.350977745|0.031147305|20.43213226|157.13173490000003|161.9738174|-0.041567592|-2.078379577|-41.34573382|-27.26767299|83.46070738|0.483320982|2816.084228|2217.333474|-17.887155899999996|0.22806502|0.935437602|5996.580489|149.60699319999998|-894.3577948999999|35.323795000000004|12.99374518|1.0|1.0|1.0|1.0|2.88|0.12|-9.01|4.98|95.85|1.7|2.0|0.0|116.79|1.0|31.0|5.0|-5.89|0.0|3.59|0.000637|6.69e-06|0.00274|0.0|0.0|9.77e-10|-0.05753|4.04|2.9753|-1350.102634|696.96|1167.16|0.3933|350.03|574.02|0.69627|0.7024|-1349.830672|0.0101|-0.12425|-0.18178|0.02379552|-1349.892285|7.6198
12h_a40|0.0|0|0|0.0|0.0|1|0.60499064|0.104392974|-0.008044548|5.4161004020000005|0|0.208938531|0.803557099|-0.000134504|10.31197256|-0.21893421|2|-0.002126898|0.127299624|0.224167029|-0.556229094|0|0.116873629|-0.335801908|0.6948809659999999|1|0.006997021|0.0117142839999999|6.193088525|208.6717565|84.86252967|-0.038796498|-1.280284432|-26.67382585|-20.51086984|56.64687411|0.4958138139999999|2270.834041|603.6697997|-10.84365353|0.155991416|0.983394285|5087.343024|82.46928995|-357.8405665|24.30173133|6.584127851|1.0|0.0|1.0|1.0|3.0|0.0|-6.84|4.59|84.45|3.76|2.0|1.0|96.16|1.0|23.0|2.0|-5.13|0.0|4.22|0.0002009999999999|2.61e-06|0.000942|0.0|0.0|1.44e-07|-0.07512|4.14|2.6436|-2153.207198|548.82|910.77|0.3985|298.7|435.95|0.6503899999999999|0.7041|-2153.072091|0.3693|-0.1092|-0.18432|0.02044063|-2153.123274|6.0846
1i_a5|0.0|1|0|2.843224727|-4.358943904|0|1.219028472|-0.145964178|-0.006494891|4.59511985|2|0.018196138|0.0|-0.0012491689999999|10.94550053|-0.003198529|1|-0.000700145|0.001493879|0.004923698|-0.403861432|2|-0.058385936|-0.00496377|0.513260607|0|0.4729402929999999|0.008291428|4.621144795|201.1526326|62.64191946|-0.03570792|-1.428316788|-28.32266298|-19.90145306|55.43870932|0.4697279689999999|2482.831286|942.1618767|-11.09187646|0.240540403|0.8858245220000001|5432.586961|134.0627959|-443.6750585|26.20475553|10.96226516|1.0|1.0|1.0|1.0|2.04|0.05|-8.88|5.48|54.46|2.73|2.0|0.0|95.49|1.0|27.0|6.0|-5.73|0.0|4.12|0.00589|1.0800000000000002e-05|0.00396|0.0|0.0|1.3300000000000002e-09|-0.05729|3.58|4.3799|-1288.356212|569.42|957.58|0.7585|262.44|443.05|0.4571199999999999|0.50107|-1288.210207|0.0207|-0.17945|-0.23674|0.03383899|-1288.264271|7.6198
8a_a50|0.0|1|1|3.139870661|0.0|1|1.39826105|-0.0737162059999999|-0.00439531|5.777652323|1|-0.0224366579999999|1.99158738|0.007671336|10.94501357|-0.058014797|2|0.007801731|-0.065546446|-0.11385159|-0.352654037|1|-0.188882361|-0.095292123|0.7135713840000001|1|0.278028663|0.018809422|9.480859015|133.8183888|70.12485884|-0.031655181|-1.234552044|-17.58335405|-15.95574341|44.36511568|0.46183401|2206.356773|1503.563342|-8.042467074|0.248584287|0.858162757|4638.284496|125.2985144|-313.6562159|21.23424244|8.577560914|1.0|1.0|1.0|1.0|2.01|0.11|-6.32|3.63|59.39|2.02|0.0|0.0|94.75|1.0|24.0|3.0|-6.12|1.0|2.87|0.0433|7.48e-05|0.0234|0.0|0.0|4.82e-07|-0.0280699999999999|2.69|4.1738|-1006.671867|548.47|912.7|0.18|220.53|396.63|0.3462199999999999|0.60625|-1006.508913|0.1217|-0.17244|-0.20051|0.03479985|-1006.557694|7.3279
12k_a36|0.0|1|0|3.483171769|0.0|0|1.297043952|-0.076124222|-0.0071232019999999|5.351858133|2|0.096315593|0.0|0.002782748|10.94908765|-0.058284869|1|0.003724542|-0.095253274|-0.1619981409999999|-0.4373676689999999|1|-0.09344781|-0.102077284|0.856135378|0|0.367754573|0.018067063|11.90012613|46.79001927|103.5614526|-0.037758075|-2.038936068|-32.84907515|-24.86988906|61.7723974|0.478908312|2792.202559|2294.707886|-16.38090333|0.219318299|0.919048073|6027.033337|144.457092|-884.5687799000001|31.85663123|11.0965905|1.0|0.0|1.0|0.0|0.0|0.12|-7.01|3.62|69.2|2.38|1.0|0.0|133.84|1.0|31.0|4.0|-6.34|1.0|2.37|0.0106|2.82e-05|0.0115|0.0|0.0|9.66e-08|-0.0497|3.83|3.6631|-1310.3453949999998|697.92|1186.08|0.3116|245.37|530.51|0.5249199999999999|0.70031|-1310.072976|0.0908|-0.15053|-0.20023|0.03274587|-1310.134752|7.8539
8_a20 (IN-1130)|0.0|1|0|3.443195704|0.0|0|1.400923668|0.063195236|-0.009430196|4.727387819|2|0.1728459339999999|1.622562232|-0.006620594|10.94899447|-0.0574882679999999|1|-0.004654742|-0.049177437|-0.083481481|-0.573278819|2|-0.1221465319999999|-0.0957193819999999|0.7741509329999999|1|0.354945501|0.0158089389999999|10.46873389|336.574332|180.4986934|-0.035730972|-1.858010535|-42.20109173|-23.66117267|74.19702161|0.4824986429999999|2849.395895|1829.419484|-15.66851008|0.251893628|0.932362084|6291.586155|166.8048285|-814.7625241000001|31.628086|12.55392404|1.0|1.0|1.0|1.0|2.43|0.08|-9.63|4.97|110.44|1.33|1.0|0.0|122.86|1.0|32.0|5.0|-6.83|0.0|3.14|0.00596|2.82e-05|0.0119|0.0|0.0|2.34e-10|-0.07014|4.53|3.2329|-1368.412748|696.06|1192.01|0.3782|248.98|517.94|0.4377|0.7007399999999999|-1368.118751|0.1361|-0.13622|-0.20636|0.04004011|-1368.180121|7.4437
7c_a8|0.0|1|0|3.17138259|0.0|1|1.400027586|-0.244222944|-0.007509694|4.844187086|1|0.0493777859999999|0.0|0.00325576|10.94670214|-0.118915929|1|0.004301963|-0.047874|-0.077006275|-0.328286221|1|0.0092411059999999|-0.196826366|0.6881348629999999|0|0.292274414|0.0306012339999999|19.18974586|49.43944876|94.73836511|-0.03366688|-1.6160102369999998|-31.56868845|-21.11218373|69.53125754|0.492823119|2716.5013510000003|2162.326414|-13.23925183|0.373097855|0.971698707|6013.168519|233.9661552|-635.4840877|33.67700028|20.10370648|0.0|1.0|0.0|1.0|3.1|0.09|-7.76|4.22|92.93|1.82|1.0|0.0|112.76|1.0|30.0|5.0|-6.34|0.0|3.26|0.00399|2.14e-05|0.00851|0.0|0.0|1.73e-08|-0.07472|5.01|3.1406|-1331.8206369999998|662.05|1116.53|275.0|269.17|579.97|0.62361|0.70321|-1331.567632|0.1779|-0.1318599999999999|-0.20658|0.02732536|-1331.625743|4.7307
11_a15|0.0|0|0|0.0|0.0|0|1.435688956|-0.1758968389999999|-0.0064953419999999|0.0|3|-0.036023137|0.0|0.001806571|10.95979791|0.023543401|0|0.003766915|-0.173728081|-0.272482143|-0.363940085|2|0.0234789439999999|0.0432314409999999|0.796300317|0|0.632319408|0.018519054|12.69062406|143.8088883|72.27026771|-0.033606127|-1.949155337|-30.25595097|-23.02940065|56.84224275|0.470042906|3022.859488|2565.707165|-15.7814467|0.260684316|0.8869452090000001|7002.915718000001|178.640152|-915.3239085|31.14961732|12.39401492|1.0|1.0|0.0|0.0|4.25|0.07|-8.9|4.33|59.51|2.52|2.0|0.0|138.24|1.0|34.0|4.0|-5.26|0.0|4.62|0.000214|7.970000000000001e-07|0.000357|0.0|0.0|1.27e-09|-0.03877|5.04|2.9595|-1450.740771|739.57|1284.85|0.2657|263.2|568.22|0.58935|0.70577|-1450.39211|0.0011|-0.12134|-0.16011|0.03503399|-1450.457814|6.1314
17_a12|0.0|0|0|0.0|0.0|0|0.610029543|0.132275232|-0.00864055|4.727387819|3|-0.210594127|0.0|-0.002523977|10.31157659|-0.070249784|1|-0.000651751|-0.113649923|-0.202276514|-0.559137213|2|-0.043392747|-0.11976662|0.859088647|0|0.318309599|0.011226177|5.849860887999999|69.36398419|73.93273708|-0.035198739|-1.443148294|-18.89085387|-18.34174978|42.10235809|0.466056241|2246.161353|1470.257187|-9.557722681|0.213298781|0.8728564259999999|4866.339908|111.1480977|-391.8666299|23.31475957|7.842053909|1.0|1.0|0.0|1.0|2.97|0.17|-7.16|4.51|78.41|2.47|0.0|0.0|103.12|1.0|24.0|4.0|-6.07|1.0|3.14|0.0103|5.7100000000000006e-05|0.0191|0.0|0.0|6.97e-08|-0.06322|2.87|3.7723|-1366.804178|560.09|933.62|0.2213|281.69|419.49|0.39539|0.62783|-1366.638303|148.0|-0.15459|-0.21781|0.02800938|-1366.689546|7.7959
6e_a40|0.0|0|0|0.0|0.0|1|0.604892975|0.128035402|-0.0148450439999999|6.401917197|0|-0.15110197|0.744550501|-0.0026177839999999|10.30179954|-0.205140551|2|-0.002992481|-0.020200684|-0.037027769|-0.6319354389999999|0|-0.011405885|-0.289988439|0.648802794|1|0.376602018|0.015875595|10.43262695|185.1473293|166.7812216|-0.04873174|-2.095464821|-46.34235117|-32.02400144|80.95296505|0.441911406|3075.060648|3854.417113|-21.04453212|0.133008824|0.791830204|7585.605268000001|87.40658058|-904.9148811|36.93694043|8.450255075|1.0|0.0|0.0|1.0|3.16|0.21|-4.63|5.02|173.43|2.12|2.0|2.0|125.15|2.0|30.0|5.0|-6.09|0.0|3.68|8.31e-06|2.6e-06|0.00124|1.0|0.0|2.35e-05|-0.09682|8.35|2.9549|-2831.191706|671.95|1149.77|0.3625|419.59|537.07|0.67187|0.67187|-2830.986514|0.3625|-0.1195799999999999|-0.2164|0.03482243|-2831.048968|7.7447
9_a15|0.0|0|0|0.0|0.0|0|1.419941378|-0.217598467|-0.009923019|0.0|1|0.096418279|0.0|1.7800000000000002e-05|10.95880687|0.005692073|0|0.003160815|-0.203104439|-0.295062413|-0.344978312|1|0.088615068|0.010183805|0.8105478740000001|0|0.416635119|0.032464905|18.10574464|105.5304352|85.79894134|-0.028575549|-1.400201879|-22.92354152|-15.93664265|59.20930631|0.4517825079999999|2392.3164920000004|1689.926339|-8.88789863|0.48742253|0.8240935659999999|5375.400861|271.83655510000006|-435.5070329|31.09118831|20.06953345|1.0|1.0|0.0|1.0|3.37|0.19|-7.57|3.9|61.84|1.96|2.0|0.0|104.74|1.0|27.0|5.0|-5.52|1.0|3.69|0.00206|1.53e-05|0.00562|0.0|0.0|2.69e-08|-0.0258899999999999|3.36|3.7487|-1223.705126|588.55|1042.17|0.2693|285.37|507.33|0.6512399999999999|0.70552|-1223.463757|0.0115|-0.1565099999999999|-0.1824|0.01773342|-1223.522216|6.9706
14w_a23|0.0|0|1|0.0|0.0|2|1.197963556|0.013971812|-0.006481882|5.351858133|2|0.045196333|0.6813799420000001|0.003379755|10.31321817|-0.031435038|2|0.003906274|-0.073958723|-0.206574435|-0.427696371|2|0.059273664|-0.049318182|0.558482531|1|0.228641034|0.022440155|14.84036772|43.30287556|140.15462380000002|-0.035779855|-1.681653166|-30.92760432|-23.66232347|61.60607046|0.4972095239999999|3071.908367|2283.383402|-15.648625699999998|0.256548212|0.988900044|6998.078982999999|169.6632599|-735.4854078|31.82765022|13.70608418|0.0|0.0|1.0|0.0|3.35|0.05|-7.93|4.2|105.02|3.78|2.0|1.0|120.2|1.0|32.0|6.0|-6.35|0.0|4.05|0.0009369999999999|5.41e-06|0.00242|0.0|0.0|1.17e-08|-0.0798|3.97|3.6632|-1828.385903|676.92|1150.31|0.3855|338.46|535.54|0.6219399999999999|0.6219399999999999|-1828.161957|0.3855|-0.14844|-0.22824|0.02204118|-1828.222578|8.6737
36_a18|0.0|0|0|0.0|0.0|0|1.25117638|0.050448408|-0.006407141|4.844187086|1|-0.05224259|0.0|-0.000451777|10.94702093|0.003321395|0|0.000825855|-0.079721028|-0.12139648|-0.493920601|0|-0.010091893|0.0059061|0.721836103|0|0.3847791889999999|0.009440278|6.722004572|110.8288932|139.3536816|-0.031922305|-2.074949798|-39.43509046|-22.73046122|62.10402945|0.4751830729999999|2979.013751|1547.485543|-16.1853561|0.187943933|0.905426346|6799.65027|133.8265619|-1052.048147|27.99124609|8.767974776|1.0|1.0|1.0|1.0|0.0|0.28|-9.16|3.73|85.29|3.13|2.0|1.0|146.24|1.0|35.0|3.0|-6.18|0.0|2.8|0.000975|5.19e-06|0.00242|0.0|0.0|6.87e-10|-0.04991|7.75|3.1908|-1493.686737|769.73|1350.57|0.4674|388.57|636.33|0.69372|0.69372|-1493.266344|0.4674|-0.13133|-0.18124|0.02564498|-1493.333297|7.4949
4a_a49|0.0|0|0|0.0|0.0|1|1.343847746|-0.076526919|-0.006602016|5.4161004020000005|2|-0.080255074|1.713107022|-1.8100000000000003e-05|10.92777282|0.018857363|1|0.000660956|-0.037142108|-0.060391347|-0.403194204|2|0.0063958109999999|0.032396301|0.731643066|1|0.433367368|0.017143497|10.51443916|313.22432680000003|149.0098632|-0.0292876779999999|-1.4936715669999998|-35.44496163|-17.96270092|68.30645049|0.4716382|2675.628678|1647.61849|-11.01687292|0.349698461|0.8926425020000001|5950.370212|214.47685|-561.8605190000001|27.62211044|14.48911428|0.0|1.0|1.0|1.0|2.89|0.22|-7.36|3.4|92.93|1.25|1.0|0.0|114.08|1.0|30.0|5.0|-7.52|0.0|2.42|211.0|0.000305|122.0|0.0|0.0|4.35e-08|-0.06461|3.34|3.7876|-1313.19945|660.19|1128.22|0.1935|262.35|504.63|0.35731|0.68042|-1312.924353|0.0789|-0.1585099999999999|-0.2231199999999999|0.04133192|-1312.98289|7.4949
27c_a34|0.0|0|0|0.0|0.0|1|1.4335249819999998|0.02583752|-0.014036512|5.351858133|1|-0.08157574|0.0|-0.008017781|10.95447877|-0.014364543|1|-0.004694534|-0.128393271|-0.2077985889999999|-0.543350914|1|-0.0360159139999999|-0.0239323839999999|0.804740647|0|0.32643486|0.0304948179999999|20.51361454|176.7076265|248.17931940000005|-0.042782312|-2.26746252|-51.69246989|-28.77931113|97.35782216|0.424716257|2921.328444|2477.818875|-19.35960719|0.261802571|0.738272657|6308.331369|176.1124482|-1026.059181|38.98592708|15.45573273|1.0|1.0|1.0|1.0|3.11|0.12|-7.67|3.11|104.29|1.71|1.0|0.0|119.71|1.0|32.0|5.0|-6.85|0.0|2.83|0.00759|3.52e-05|0.0151|0.0|0.0|2.13e-08|-0.03792|5.23|3.9186|-1426.521813|709.72|1203.69|0.2385|289.89|558.04|0.68683|0.70336|-1426.246896|0.0093|-0.1589|-0.19682|0.03913684|-1426.31053|6.0969
18b_a25|0.0|0|0|0.0|0.0|1|1.194228955|-0.147813831|-0.003259453|4.727387819|2|-0.018632104|2.003993644|0.006181503|10.31286058|0.0009956189999999|1|0.00598031|-0.034703635|-0.061048368|-0.303383008|2|-0.026045966|0.001715854|0.6915652390000001|1|0.348987182|0.01278627|8.972372556|80.36582704|44.73187305|-0.0305838929999999|-1.6515302369999998|-31.08693686|-21.46130777|53.27347337|0.493622561|3051.645565|2327.4502850000003|-15.05981357|0.215220531|0.974811521|6973.180791|151.02439719999998|-813.229933|27.34692815|9.631015182|1.0|1.0|1.0|1.0|3.56|0.07|-9.84|5.93|111.51|2.2|2.0|1.0|138.56|1.0|34.0|4.0|-5.93|0.0|4.35|0.000132|1.95e-06|0.000899|0.0|0.0|1.4500000000000002e-10|-0.07066|4.32|3.6826|-1767.52411|728.12|1284.89|0.2658|223.65|612.24|0.36733|0.54166|-1767.2232149999998|0.0468|-0.15079|-0.22145|0.03002332|-1767.286778|7.2924
AKLKII_a46|0.0|1|0|2.917217813|0.0|0|1.4316666480000002|-0.206312209|-0.003417504|4.59511985|3|-0.008897473|1.744747103|0.006821053|10.96959256|0.036226415|1|0.006731579|-0.037291767|-0.066245471|-0.270506095|3|-0.0150769919999999|0.064690027|0.687139108|1|0.271156366|0.010384859|4.924591245|160.85204040000002|76.99187522|-0.033194303|-1.161800612|-16.15213359|-15.74102977|38.98582025|0.47999819|2000.353437|792.7439217|-7.464534402999999|0.2278604669999999|0.92307023|4110.764451|108.05343229999998|-261.2587041|20.38625028|7.390123534|1.0|1.0|1.0|1.0|1.6|0.06|-7.21|3.9|67.35|1.18|0.0|0.0|85.32|1.0|22.0|4.0|-6.5|1.0|2.45|166.0|0.000266|0.0764|0.0|0.0|6.18e-08||||||||||||||||||6.7423
12a_a5|0.0|1|0|2.981252568|0.0|0|1.338814635|-0.256282289|-0.00166971|5.209486153|2|-0.0036987359999999|0.0|0.00873078|10.94553751|-0.032601907|1|0.008649556|-0.057691345|-0.093973419|-0.175245466|2|0.1121034509999999|-0.063558439|0.741588813|0|0.337539208|0.0081891369999999|5.032443973|13.74268646|64.77671525|-0.026030816|-1.353602454|-22.13179066|-15.99663329|41.04680832|0.457755771|2524.410428|899.5599904|-9.830359239|0.253214907|0.844187448|5294.775577|155.6073368|-511.1786804|21.42066499|8.814051518|0.0|1.0|1.0|1.0|2.96|0.21|-8.83|5.12|57.7|2.17|1.0|0.0|119.38|1.0|29.0|4.0|-6.23|1.0|3.58|0.0205|2.56e-05|0.00977|0.0|0.0|1.4800000000000003e-09|-0.04076|2.91|4.1610000000000005|-1202.02622|667.31|1140.24|0.4794|264.55|508.81|0.50831|0.67169|-1201.750315|0.0296|-0.17152|-0.21228|0.03567816|-1201.8082029999998|7.7212
