molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SssssC|nAHRing|SaasN|SRW07|AATSC1s|n6HRing|MATS7i|SaaaC|ATSC1c|BCUTi-1|AATSC8d|n5aRing|n5aHRing|AATSC1pe|AATSC7i|AATSC1i|GATS1are|BIC2|MATS8d|GATS1pe|nFaHRing|FPSA3|PNSA5|PPSA3|RPSA|WNSA5|WPSA3|RPCS|FNSA1|WNSA3|DPSA5|PNSA4|GeomPetitjeanIndex|GRAVp|TASA|PNSA2|MOMI-Z|FPSA1|GeomRadius|GeomDiameter|GRAV|PPSA1|WNSA2|DPSA4|FPSA5|DPSA1|DPSA2|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Num. of Aromatic heavy atoms|Log Po/w Silicos-IT Log P|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Veber filter|Num. of Rotatable bonds|Molecular Mass|Egan filter|BBB|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|pIC50|pIC50
14l_a23|0.0|0|1|1|0.0|0|3.402752757|5.351858133|-0.026530366|2|0.042748013|0.758109562|-0.288615723|10.313217800000002|-0.061788679|2|2|0.01180744|0.07815878|-0.136106024|0.725800261|0.778602826|-0.1010279259999999|0.6906097959999999|1|0.018669073|-51.59307331|12.31633167|0.078732333|-34.03690099|8.125310915|81.90812552|0.7896261940000001|-23.306234600000003|61.54673359|-21.66909079|0.492922575|2879.181064|607.777253|-1083.45454|2176.038061|0.210373806|8.006380163|15.78926563|6444.7098240000005|138.7874759|-714.7749208|27.44221375|0.01508774|-382.1434717|1372.110688|9.953660282|0.0|0.0|1.0|1.0|3.51|26.0|3.88|3.24|2.0|1.0|125.25|0.0|5.0|425.51|0.0|0.0|0.000608|5.61e-06|3.94|1.65e-08|7.03e-06|-0.07191|3.6274|3.79|3.6274|-1669.2363289999998|-1669.224647|694.65|1185.79|341.8|341.8|560.51|0.67242|-1668.983787|0.4239|6.0563|-0.2183|0.01168219|-1669.04569|8.1798|8.1798
12a_a50|0.0|0|1|1|0.0|1|4.075037557|5.82008293|-0.0016330379999999|1|-0.111689174|2.112397566|-0.126263256|10.94501645|-0.122912558|2|2|0.011790103|-0.193999688|-0.291865836|0.699597776|0.795582575|-0.2018898489999999|0.660148928|1|0.021013336|-33.44733598|10.58650394|0.095880311|-16.85074424|5.333473207|69.83817338|0.575218972|-12.88231829|47.2792242|-12.00673599|0.469674946|2223.666558|455.4948605000001|-468.2627037|1462.827156|0.4247810279999999|5.116970861|9.648744341|4665.239724|214.004382|-235.9104193|20.873331|0.027455156|-75.79052945|814.0599092|13.83188822|1.0|1.0|1.0|0.0|3.3|20.0|2.59|2.02|0.0|0.0|94.69|0.0|2.0|313.36|0.0|1.0|215.0|0.000144|2.5|3.22e-06|0.00101|-0.03366|4.0783|2.47|4.0783|-1006.659456|-1006.632973|545.54|908.22|304.01|304.01|394.52|0.65267|-1006.498352|0.1807|5.7662|-0.20172|0.02648238|-1006.546706|7.1249|7.1249
13i_a6|0.0|1|0|0|0.0|1|0.0|5.351858133|-0.154502515|1|0.035242754|0.0|-0.852681372|10.95129557|-0.032549318|1|1|-0.007703306|0.057038772|-0.073507141|0.8744720490000001|0.7771558909999999|-0.054229558|0.830577798|0|0.031178586|-86.83156133|20.90143854|0.375953882|-58.20996912|14.01186473|116.5456632|0.783597763|-54.13430283|100.2320567|-31.12829557|0.429711323|2906.257489|418.3467934|-1649.799665|2880.134143|0.216402237|8.294136887|14.54375165|6306.951561999999|145.07130039999998|-1105.989413|39.72483975|0.019989461|-380.2354072|2105.416507|13.40049533|1.0|1.0|1.0|3.0|3.59|23.0|4.16|1.18|1.0|0.0|120.17|0.0|6.0|427.46|0.0|0.0|0.00398|3.28e-05|2.95|3.18e-09|1.36e-06|-0.0481399999999999|3.6668|4.94|3.5614|-1426.549926|-1426.518007|703.43|1196.21|348.14|338.12|553.67|0.7004600000000001|-1426.269916|19.0|7.8342|-0.19454|0.03191957|-1426.332492|7.6778|7.6778
EW7203_a60|0.0|0|0|0|0.0|2|0.0|5.351858133|0.0075638519999999|2|-0.092774356|0.0|-0.377182982|10.31162855|-0.051413084|1|1|0.0036417359999999|-0.1696249719999999|-0.090115975|0.80330079|0.822401103|-0.089945913|0.760234689|0|0.020156795|-62.23028092|13.03554647|0.113924842|-40.24477665|8.430183|0.0|0.766837077|-31.81402579|73.82739839|-23.64750675|0.497298165|2913.880231|573.0312689|-1182.375337|1660.077477|0.233162923|8.310125852|16.53092404|6403.777228|150.7881632|-764.6507562999999|30.83771958|0.01793256|-345.1309687|1541.885979|11.59711747|1.0|0.0|1.0|2.0|4.75|17.0|3.87|2.17|2.0|0.0|133.97|0.0|5.0|425.51|0.0|0.0|0.000768|1.53e-05|3.59|2e-07|8.51e-05|-0.06188|5.0166|3.64|3.5192|-1668.025575|-1667.993536|678.83|1166.44|352.3|247.15|546.85|0.40883|-1667.78681|0.0448|1.7676|-0.20654|0.03203878|-1667.848192|8.0334|8.0334
14v_a23|0.0|0|1|1|-4.844615416|0|3.004639728|5.351858133|-0.299484129|2|0.055572317|0.636416435|-0.8122700340000001|10.3132174|-0.015149431|2|2|-0.0004039459999999|0.170475376|-0.2952674819999999|0.598213287|0.787538583|-0.022236834|0.575188253|1|0.019811827|-62.61276875|13.08518422|0.083394725|-41.35406587|8.64241561|0.912757854|0.788328659|-29.37629463|76.42257099|-28.23713101|0.457213347|3399.4261450000004|605.3933675|-1440.093681|2679.111279|0.211671341|7.743452839|14.26610767|8458.789829000001|139.8032821|-951.143515|35.81898321|0.020908947|-380.8667976|1826.768144|13.80980223|0.0|0.0|1.0|1.0|3.62|26.0|3.97|3.04|2.0|1.0|126.97|0.0|7.0|495.48|1.0|0.0|6.38e-05|1e-06|4.76|1.12e-08|5.57e-06|-0.07843|3694.0|5.17|3694.0|-2042.182282|-2042.161744|679.5|1206.02|335.64|335.64|533.44|0.6017100000000001|-2041.93452|348.0|4.5506|-0.2308599999999999|0.02053833|-2041.998955|8.4001|8.4001
13n_a6|0.0|1|0|0|0.0|0|0.0|4.727387819|-0.135152403|2|0.058267173|1.628408574|-0.631323273|10.95053349|-0.033224059|1|1|-0.00687003|0.100294804|-0.118693789|0.870730542|0.7767360059999999|-0.056293641|0.82642394|1|0.017758385|-75.07706271|12.18768927|0.29109784|-51.52585133|8.36448634|103.012404|0.748967057|-47.27287681|88.73738138|-26.41600355|0.47066442|2952.259627|486.5239262|-1426.464192|2535.307313|0.251032943|8.872063579|16.76075427|6386.381394|172.28545730000002|-978.9911754|35.2699138|0.019904118|-341.7352549|1904.575345|13.66031867|1.0|1.0|1.0|3.0|3.55|27.0|4.19|0.81|1.0|0.0|127.2|0.0|6.0|435.48|0.0|0.0|0.00987|5.24e-05|2.43|2.1499999999999998e-10|9.35e-08|-0.07131|4.8185|4.27|3.3510000000000004|-1423.765005|-1423.714738|727.69|1232.6|369.99|257.31|548.09|0.55028|-1423.451366|0.1945|7.1946|-0.20994|0.05026727|-1423.514154|7.1249|7.1249
12as_a36|0.0|1|0|0|0.0|2|0.0|5.351858133|-0.073735973|2|0.096454203|0.0|-0.452697599|10.95347588|-0.025398105|1|1|0.0018565629999999|0.162571317|-0.166354116|0.8058720979999999|0.817372883|-0.04244711|0.770400825|0|0.019229943|-73.78005999|12.95780416|0.22956209|-49.71556877|8.731418812000001|0.0|0.768125394|-37.57216725|85.53474971|-25.48765709|0.454761514|2904.092809|519.1478419|-1401.82114|2365.632846|0.231874606|8.768282531|16.08155469|6224.698969|156.2451686|-944.5958066|33.18163581|0.017444469|-361.3444194|1824.98997|11.75468972|1.0|0.0|0.0|2.0|4.86|17.0|3.16|1.59|1.0|0.0|133.95|0.0|6.0|423.47|0.0|0.0|0.0653|0.000112|2.36|1.29e-07|5.4600000000000006e-05|-0.05789|4.5202|4.84|3851.0|-1385.601917|-1385.5651710000002|712.04|1207.35|321.96|274.29|568.52|0.53815|-1385.322633|0.2402|4.8580000000000005|-0.21419|0.03674596|-1385.384524|7.2291|7.2291
4_a3|0.0|0|0|0|0.0|0|0.0|4.727387819|-0.161259999|1|-0.08769805|1.882124381|-0.325334256|10.31162267|0.0248526079999999|1|1|-0.007022144|-0.208888686|0.127253753|0.640351067|0.721302096|0.041477445|0.628171026|1|0.008006786|-46.9200748|3.806447632|0.25946603|-22.30593113|1.809595554|77.51574252|0.866976271|-24.93884341|51.71950126|-18.76802992|0.415852758|2142.972568|352.05186289999995|-656.8810472|1548.626215|0.133023729|5.05182773|8.648209506|4885.093366|63.23984222|-312.2830359|21.6476858|0.0100954959999999|-348.9230345|757.6690029|4.799426464|1.0|1.0|1.0|1.0|2.94|21.0|5.3|3.07|1.0|0.0|92.65|0.0|2.0|321.37|0.0|0.0|0.00065|8.22e-06|4.3|2.950000000000001e-08|9.48e-06|-0.0584299999999999|5.9341|3.53|3.4771|-1355.332318|-1355.303098|504.29|858.45|356.58|208.93|338.33|0.3809|-1355.192416|119.0|2.3542|-0.20826|0.02921941|-1355.239905|5.9|5.9
12_a15|0.0|0|0|0|0.0|0|0.0|0.0|-0.0455566929999999|2|-0.035728911|0.0|-0.370766171|10.95973444|-0.01062828|0|0|0.0034254209999999|-0.054575504|-0.184255041|0.8310685940000001|0.723852961|-0.019064393|0.7933685340000001|0|0.015018226|-60.15445365|9.58943236|0.10362709|-38.40979933|6.123040777999999|4.192089814|0.746489397|-24.90456371|70.6606311|-20.42981445|0.476419838|2613.57759|572.3516967|-1082.780166|2661.728915|0.253510603|5.448223888999999|10.40571107|5897.820841|161.8714956|-691.376388|27.36785616|0.016453962|-314.7766363|1450.496376|10.50617745|1.0|1.0|1.0|1.0|3.56|24.0|5.32|2.87|2.0|0.0|119.95|0.0|6.0|397.47|1.0|0.0|0.0002379999999999|1.47e-06|5.29|1.51e-10|5.99e-08|-0.03196|4.4819|5.16|3.8538|-1281.087109|-1281.060163|688.91|1177.81|321.72|276.63|585.26|0.50595|-1280.810963|0.0093|4.3338|-0.19054|0.02694613|-1280.871722|8.3979|8.3979
25c_a34|0.0|0|0|0|0.0|2|1.958290974|5.351858133|-0.047513652|2|-0.16034464|0.0|-0.834326082|10.95957635|-0.041629027|1|1|0.001433865|-0.250299211|-0.563411433|0.809687672|0.80135608|-0.072907053|0.760055383|0|0.043815478|-75.6298008|29.22363765|0.316768377|-50.44285726|19.49130854|93.28638171|0.537428437|-39.37521522|100.6665476|-21.008278|0.4356106729999999|2884.104654|455.6954382|-1134.447012|2439.174137|0.4625715629999999|7.484891117|13.26192888|6306.980593|308.52165519999994|-756.6428589|39.09037289|0.037538004|-49.9273377|2110.880136|25.03674677|0.0|1.0|1.0|1.0|3.64|17.0|2.18|1.0|1.0|0.0|116.0|0.0|6.0|421.45|0.0|0.0|659.0|0.000523|1.3|1.97e-06|0.0008289999999999|-0.03272|4.2095|4.32|4.2095|-1426.704645|-1426.666471|704.43|1180.85|294.54|294.54|561.29|0.69247|-1426.421463|0.2239999999999999|7.12|-0.2069599999999999|0.03817361|-1426.48597|5.7496|5.7496
14k_a23|0.0|0|1|1|0.0|0|3.358995671|5.351858133|-0.024758731|2|0.04479394|0.74561778|-0.299174093|10.31321813|-0.055708465|2|2|0.009263715|0.082632648|-0.13187015|0.722187957|0.800643488|-0.091426449|0.659570836|1|0.018829201|-53.17069631|12.53019305|0.077602272|-35.38329134|8.338417622|80.31548917|0.783562394|-24.9092952|64.04991522|-22.62582822|0.486654314|2955.4566170000003|613.8243395|-1063.413926|2174.886074|0.216437606|8.21201115|15.99703938|6715.186162999999|144.0318708|-707.6658267999999|28.87559227|0.016348271|-377.4022725|1357.152837|10.87921891|0.0|0.0|1.0|1.0|3.39|26.0|4.0|3.51|2.0|1.0|125.29|0.0|5.0|445.93|0.0|0.0|0.000334|2.83e-06|4.21|1.02e-08|4.55e-06|-0.07933|3.6421|4.1|3.6421|-2089.524497|-2089.501786|691.9|1179.17|340.42|340.42|552.65|0.63765|-2089.293765|0.4694|5.8718|-0.2271699999999999|0.02271117|-2089.354026|8.4123|8.4123
3l_a32|0.0|1|1|1|0.0|0|0.0|5.733341277|0.0043645509999999|0|-0.039331295|2.259257465|-0.270019992|10.31100268|-0.107818594|3|3|0.002942329|-0.068876714|-0.087213805|0.820540279|0.751853889|-0.184582641|0.776480242|1|0.012244965|-51.41835077|7.120934925|0.114441512|-29.90181954|4.141107366|0.0|0.788236719|-23.43792428|58.10243176|-16.76685351|0.453630671|2453.759435|514.9875423000001|-771.2752615|2415.340446|0.211763281|6.414825717|11.74082324|5429.531532999999|123.148785|-448.5272931|21.27134288|0.011493763|-335.2422712|978.4817724|6.6840809960000005|1.0|0.0|1.0|1.0|3.58|19.0|7.34|2.64|2.0|0.0|110.16|0.0|3.0|380.53|1.0|0.0|9.59e-06|9.7e-07|5.51|3.16e-08|1.2e-05|-0.0529799999999999|3.5319|4.21|3.5319|-1789.475625|-1789.4501510000002|629.26|1062.47|351.04|351.04|468.81|0.70282|-1789.242839|0.2876|3.3955|-0.19962|0.02547484|-1789.298086|7.9208|7.9208
25_a12|0.0|0|0|0|0.0|0|0.0|0.0|-0.045725323|2|-0.089297664|2.050456822|-0.180562493|10.93676625|-0.11195017|0|0|0.001783739|-0.141917694|-0.0861945369999999|0.8472746290000001|0.638255008|-0.208172827|0.806844014|1|0.004952762|-41.75851719|2.580489093|0.052062825|-21.75703145|1.3444869730000002|0.0|0.917298637|-14.85843094|44.42528172|-17.31450713|0.448858246|2067.69985|493.8944271000001|-709.8947922|1907.027255|0.082701363|5.34703037|9.70173342|4329.321091|43.08908189|-369.8695347|18.87554002|0.005118351|-434.8420476|773.8971409|2.666764531|1.0|1.0|1.0|1.0|2.81|22.0|4.7|3.2|1.0|0.0|99.48|0.0|3.0|311.38|0.0|1.0|0.00162|5.63e-06|4.76|1.6399999999999995e-09|5.12e-07|-0.05352|4.2653|4.73|3.4532|-974.6569575|-974.6328337|560.14|945.73|359.04|290.68|442.64|0.63284|-974.458128|0.1897|1.2494|-0.19655|0.024123749|-974.508059|7.6576|7.6576
12u_a36|0.0|1|0|0|0.0|2|0.0|5.351858133|-0.0407717229999999|2|0.033763276|0.0|-0.407105926|10.95266014|-0.010669561|1|1|0.005035022|0.055588998|-0.163978382|0.901715152|0.8101678720000001|-0.018047007|0.860667615|0|0.017639065|-67.50289394|12.27663887|0.157772171|-46.98143813|8.544435884|5.944854912|0.77938748|-35.17050511|78.06218646|-24.02645378|0.486156325|2831.106839|586.1833819|-1417.5607730000002|2455.7556010000003|0.22061252|7.65672775|14.90088936|6127.402572|153.5444314|-986.6102007|30.82735404|0.015171583|-388.9026034|1818.813889|10.55929252|1.0|0.0|1.0|2.0|5.05|17.0|3.85|2.66|2.0|0.0|138.33|0.0|6.0|423.51|0.0|1.0|0.0047799999999999|1.39e-05|3.8|4.2e-08|1.7800000000000002e-05|-53.0|3.8847|4.21|3675.0|-1350.8981130000002|-1350.865506|739.12|1254.5|337.37|319.16|590.18|0.69258|-1350.575382|0.0176|5.8702|-0.20409|0.03260752|-1350.638138|7.7959|7.7959
6a_a31|0.0|1|0|0|0.0|1|0.0|5.6869753560000005|-0.181987023|0|0.08881108|0.0|-0.779425376|10.31170939|-0.026103465|2|2|-0.010591881|0.1533239019999999|0.001117583|0.848282918|0.784022685|-0.0436046509999999|0.803505125|0|0.034212524|-74.23718620000001|20.08876284|0.42783832|-43.59027182|11.79563339|98.49408082|0.6927462990000001|-45.56491046|92.52963742|-26.51328079|0.478330896|2713.694431|335.9594356|-1113.557793|1671.917893|0.307253701|7.516549303|14.408653400000002|5908.282843|180.411907|-653.8540772999999|38.27271371|0.031153284|-226.3518866|1607.453976|18.29245122|1.0|1.0|1.0|2.0|3.42|22.0|4.68|1.13|1.0|0.0|104.73|0.0|4.0|390.42|0.0|0.0|0.00238|4.55e-05|2.8|1.11e-07|4.3200000000000007e-05|-0.05563|3.5428|4.03|3.5428|-1613.34153|-1613.295461|607.79|1028.95|349.96|349.96|447.66|0.70416|-1613.1416|0.6404|7.7514|-0.19843|0.04606915|-1613.198178|5.9586|5.9586
19_a20|0.0|1|0|0|0.0|0|0.0|4.727387819|-0.130949446|3|0.103271147|1.622562232|-0.539158264|10.94899558|-0.063133522|1|1|-0.004654742|0.175308615|-0.083481481|0.811128636|0.7619768840000001|-0.105118869|0.7741509329999999|1|0.013643765|-65.49811346|8.964643162|0.245547466|-43.03556944|5.890223441|88.19441661|0.796070588|-39.5992891|75.98477124|-25.1915821|0.483310517|2849.084477|495.7134289|-1309.962269|1818.518838|0.203929412|7.950138729|15.38668579|6325.747732|133.9919257|-860.7113887|31.64490997|0.0159602|-389.0666676|1645.535318|10.48665779|1.0|1.0|1.0|2.0|3.49|27.0|4.97|1.33|1.0|0.0|122.86|0.0|5.0|420.47|0.0|0.0|0.00541|2.6600000000000003e-05|2.91|2.34e-10|9.86e-08|-0.06767|3.3616|5.01|3.3616|-1368.413151|-1368.378274|687.79|1190.68|368.83|368.83|519.34|0.6987399999999999|-1368.129074|0.2998|4.2507|-0.2067|0.03487615|-1368.190746|5585.0|5585.0
12an_a36|0.0|1|0|0|0.0|2|0.0|5.351858133|-0.046532211|2|0.0966393909999999|0.0|-0.407702102|10.33556631|-0.031635802|1|1|0.003710345|0.170355752|-0.133106642|0.906423012|0.8344566859999999|-0.055405405|0.855081905|0|0.0173118669999999|-71.0446809|11.69727417|0.163559846|-48.0034364|7.903608682000001|0.0|0.783512615|-33.56484523|81.70091433|-24.99720254|0.44576647|2881.978785|565.1654879|-1349.848937|2399.367452|0.216487385|8.773001855|15.82907093|6162.848939|146.2760938|-912.0652916|31.9040205|0.015771136|-383.1273396|1722.817107|10.65623343|1.0|0.0|1.0|2.0|4.85|17.0|3.33|2.51|1.0|0.0|135.47|0.0|6.0|427.52|0.0|0.0|0.0061|3.09e-05|3.19|8.95e-08|3.83e-05|-0.05561|5.1771|3.37|3.7872|-1670.452238|-1670.417726|718.98|1215.98|327.38|239.49|571.76|0.44822|-1670.182102|0.0644|4.3963|-0.21035|0.0345115999999999|-1670.244686|7.3979|7.3979
16j_a32|0.0|1|1|1|-0.082980188|0|0.0|5.733341277|-0.086195934|0|-0.0667943999999999|2.076106145|-0.778815477|10.31100263|0.021997616|3|3|-0.00030659|-0.11512706|-0.202656848|0.79965447|0.798237393|0.032797932|0.762429418|1|0.023266265|-76.45058155|16.63953228|0.174011588|-54.6758122|11.90023573|45.81893652|0.699790508|-39.13396528|91.93816239|-24.52188465|0.442735754|2830.682695|590.7291534|-1299.659886|3448.428146|0.3002094919999999|7.357962381|13.20372234|6507.757122|214.7033741|-929.4888072999998|35.04175088|0.021655546|-285.7717513|1857.212797|15.48758085|1.0|0.0|1.0|2.0|3.86|19.0|6.49|1.57|3.0|0.0|121.3|1.0|8.0|441.57|1.0|0.0|1.57e-05|3.89e-06|4.59|1.7e-08|7.5e-06|-0.05016|3629.0|5.5|3629.0|-2034.621888|-2034.593521|729.78|1225.27|341.65|341.65|631.34|0.70207|-2034.344833|0.2907|3.4656|-0.2002799999999999|0.0283671|-2034.408854|8.0315|8.0315
5_a4|0.0|0|0|0|0.0|1|2.166832955|5.4161004020000005|0.02257929|2|0.012532807|2.189593648|-0.0607990979999999|10.92992834|-0.134215501|1|1|0.0111310589999999|0.0202481919999999|-0.076189222|0.655087104|0.767615203|-0.229773463|0.650346601|1|0.008047242|-36.64215945|4.324106888|0.056851498|-19.68930579|2.323516519|46.53110402|0.807351587|-14.64813624|41.76764149|-13.54166762|0.413773331|2282.291204|506.7916175|-622.9167106000001|1896.178084|0.192648413|5.758733969|9.823391314|5059.243919|103.5177395|-334.71819839999995|16.77294978|0.009538616|-330.3047347|771.5556899000001|5.125482045|1.0|1.0|1.0|0.0|3.27|21.0|4.89|2.88|1.0|0.0|104.89|0.0|3.0|340.42|0.0|1.0|0.00925|1.4499999999999998e-05|3.95|1.09e-08|3.71e-06|-0.04892|4.8582|3.71|4.0239|-1069.27374|-1069.251223|595.55|1013.0|308.12|255.2|421.24|0.60407|-1069.051141|67.0|2.7859|-0.21857|0.02251645|-1069.102899|7.1487|7.1487
47f_a18|0.0|0|0|0|0.0|1|0.0|4.844187086|-0.034211867|0|-0.048472184|0.0|-0.477030713|10.94702253|-0.008224928|0|0|0.00531392|-0.071877686|-0.3927204379999999|0.765824398|0.750610215|-0.014370598|0.745431271|0|0.0138461289999999|-72.03501774|11.75478965|0.161843119|-61.15474298|9.979328976|58.84834254|0.726550657|-46.00060733|86.11217859|-24.61956302|0.483843526|3367.7324700000004|711.5604361000001|-1944.945479|2343.062749|0.273449343|10.55465562|20.44855806|7870.103594|232.14715330000004|-1651.17806|33.88554232|0.016581683|-384.6642262|2676.957843|14.07716085|1.0|1.0|1.0|2.0|4.87|18.0|3.22|2.79|3.0|2.0|164.47|1.0|13.0|541.68|0.0|0.0|0.000421|3.01e-06|4.52|6.04e-10|3.27e-07|-0.04439|3.0964|8.13|3.0964|-1743.375413|-1743.346389|908.66|1602.99|400.42|400.42|874.24|0.6984600000000001|-1741.724929|0.5741|3.8532|-0.1724099999999999|0.02902413|-1741.802171|8.0458|8.0458
8d_a32|0.0|1|1|1|0.0|0|0.0|5.733341277|-0.089662873|0|0.062782795|2.146260246|-0.519620595|10.31100269|-0.0682721729999999|3|3|-0.005162219|0.113030335|0.002805572|0.825020753|0.825978584|-0.11492754|0.789198712|1|0.01593079|-69.11005922|10.01177286|0.2892958439999999|-43.43251025|6.291941176|89.20994250000001|0.708567136|-43.2918338|81.54594837|-21.03349629|0.47012654|2556.198518|446.6450457|-967.5408291|2371.595484|0.2914328639999999|8.106843676|15.29958432|5523.492436|183.1522214|-608.0551435|29.684549600000004|0.019788058|-262.14980440000005|1365.489282|12.43588915|1.0|0.0|1.0|2.0|3.5|19.0|6.42|1.1|1.0|0.0|110.38|1.0|7.0|397.52|1.0|0.0|0.000334|4.36e-05|3.17|5.51e-08|2.19e-05|-0.0535|3.5588|4.26|3.5588|-1880.773727|-1880.733071|671.71|111.16|348.39|348.39|540.98|0.7026100000000001|-1880.540067|0.3018|1.0269|-0.20115|0.04065536|-1880.602038|8.0809|8.0809
8c_a12|0.0|0|0|0|0.0|1|0.0|0.0|-0.055163114|3|-0.106633503|0.0|-0.447739674|10.95472932|-0.07003012|0|0|-0.00160589|-0.1876771789999999|-0.370782022|0.905486734|0.782864175|-0.130288596|0.845077891|0|0.019604202|-52.04233846|10.00357546|0.159602554|-26.55601426|5.104595615|0.0|0.764449832|-17.44675795|61.66383178|-19.51587692|0.472503372|2190.852814|428.8355831|-780.6350769|1245.6132289999998|0.235550168|5.670223821|10.74930819|4610.945152|120.19586|-398.3402139|25.52931025|0.018855428|-269.8853937|1021.17241|9.621493319|0.0|1.0|1.0|1.0|3.91|18.0|2.81|2.02|0.0|0.0|98.07|0.0|3.0|314.34|0.0|1.0|107.0|0.0001899999999999|2.5|7.24e-08|2.28e-05|-0.06706|4.3598|2.76|3.8341|-1022.77302|-1022.750382|551.66|909.19|323.37|284.38|402.43|0.53657|-1022.613451|0.1355|1.7305|-0.2227699999999999|0.02263772|-1022.663298|7.3979|7.3979
2_a33|0.0|1|1|1|0.0|0|0.0|5.733341277|-0.064926835|0|-0.049900189|2.112255684|-0.476784502|10.31100266|-0.05997501|3|3|-0.000810928|-0.0881938509999999|-0.148024156|0.787714775|0.833090592|-0.096644295|0.753434785|1|0.018451635|-63.57699532|11.27469555|0.1804845889999999|-38.84811555|6.889294995|44.34034244|0.702597735|-30.02592687|75.44970552|-19.46234551|0.4699986339999999|2632.195388|500.7570617|-953.6549298|3245.244678|0.297402265|6.152818143999999|11.60906093|6067.635829|181.7248125|-582.7217333|27.70055258|0.019430318|-247.5908207|1357.327077|11.8727102|1.0|0.0|1.0|2.0|3.57|19.0|6.7|1.33|2.0|0.0|115.28|1.0|7.0|411.54|1.0|0.0|0.000183|1.6800000000000002e-05|3.72|2.13e-08|8.78e-06|-0.04967|3.6281|5.11|3.6281|-1920.079174|-1920.049452|655.74|1128.98|341.74|341.74|525.38|0.70205|-1919.830424|0.2911|4.2519|-0.19979|0.02972182|-1919.890628|8.2596|8.2596
12at_a36|0.0|1|0|0|0.0|2|0.0|5.351858133|-0.073048351|2|0.054794728|0.0|-0.653190113|10.95446888|-0.037590959|1|1|0.000906224|0.091520225|-0.227404687|0.817851296|0.8384626709999999|-0.063825255|0.7767870459999999|0|0.029516069|-76.61315774|20.43891035|0.248143308|-53.05210062|14.1532755|80.75773169|0.6744421970000001|-40.6250081|95.60375457|-25.99374995|0.49342323|3041.832389|520.6361161|-1455.649997|2388.600265|0.325557803|8.837213274|17.44496351|6537.399158|225.4381077|-1007.989912|38.54110857|0.027424543|-241.591008|2158.30208|18.99059683|1.0|0.0|0.0|2.0|4.9|17.0|2.7|1.89|1.0|0.0|135.03|0.0|7.0|439.47|0.0|0.0|0.0289|8.36e-05|2.53|2.42e-07|0.000106|-0.05703|4.7133|4.5|3.8408|-1460.833958|-1460.797444|733.29|1238.61|322.81|263.05|589.75|0.42968|-1460.549244|0.2076|6.4676|-0.2131|0.03651452|-1460.61293|7.1079|7.1079
11_a47|0.0|0|0|0|0.0|0|0.0|0.0|-0.156077888|3|-0.0586047379999999|1.311097861|-0.427212659|10.93671007|0.046339015|0|0|-0.00580273|-0.120383371|-0.079543257|0.702719047|0.715054643|0.07716247|0.686454722|1|0.008462682|-59.10798423|5.184267117|0.203136607|-36.20974614|3.175899139|1.882633323|0.816608795|-30.64032829|66.9895812|-22.02062158|0.4686568239999999|2842.168734|488.1611434|-1123.0517|2201.328597|0.183391205|5.966142027|11.22841564|6736.717611|112.34605729999998|-687.9851765999999|26.96593732|0.0128657439999999|-387.9111844|1375.2628029999998|7.881596968999999|1.0|1.0|1.0|2.0|3.28|28.0|5.58|3.0|2.0|0.0|124.7|0.0|4.0|422.45|1.0|0.0|0.000216|9.32e-07|5.06|2.81e-11|1.19e-08|-0.05094|3.7253|4.84|3.7253|-1396.184699|-1396.145101|654.49|1146.42|332.82|332.82|549.52|0.6915399999999999|-1395.922861|0.2321|2.9142|-0.20554|0.03959805|-1395.980918|7.4|7.4
