molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SssssC|nAHRing|SaasN|SRW07|AATSC1s|n6HRing|MATS7i|SaaaC|ATSC1c|BCUTi-1|AATSC8d|n5aRing|n5aHRing|AATSC1pe|AATSC7i|AATSC1i|GATS1are|BIC2|MATS8d|GATS1pe|nFaHRing|FPSA3|PNSA5|PPSA3|RPSA|WNSA5|WPSA3|RPCS|FNSA1|WNSA3|DPSA5|PNSA4|GeomPetitjeanIndex|GRAVp|TASA|PNSA2|MOMI-Z|FPSA1|GeomRadius|GeomDiameter|GRAV|PPSA1|WNSA2|DPSA4|FPSA5|DPSA1|DPSA2|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Num. of Aromatic heavy atoms|Log Po/w Silicos-IT Log P|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Veber filter|Num. of Rotatable bonds|Molecular Mass|Egan filter|BBB|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|pIC50|pIC50
14q_a23|0.0|0|1|1|0.0|0|3.292130907|5.351858133|-0.130330047|2|0.064903564|0.720966302|-0.5608967029999999|10.31321757|-0.056324491|2|2|0.002496501|0.121109106|-0.033435987|0.77007911|0.808928963|-0.089657283|0.7333675390000001|1|0.02158178|-66.16349731|14.81701129|0.226805402|-45.42467289|10.17264683|97.13675614|0.777340899|-42.23665548|79.42966327|-27.24379301|0.472004985|3097.399651|530.8381985000001|-1389.433443|2213.1193780000003|0.222659101|8.732265278|16.53853737|6982.066379000001|152.86702240000002|-953.9181308|35.04742005|0.01932289|-380.8178266000001|1787.418422|13.26616596|0.0|0.0|0.0|2.0|3.52|26.0|2.57|2.28|1.0|1.0|128.38|1.0|6.0|454.51|1.0|0.0|0.00278|4.03e-05|2.46|1.11e-07|5.03e-05|-0.08159|3.6431|4.19|3.6431|-1798.645459|-1798.6108739999995|714.22|1222.17|340.33|340.33|554.59|0.5949|-1798.3704079999998|0.4943|8375.0|-0.23013|0.03458552|-1798.433122|7.8069|7.8069
16a_a10|0.0|0|0|0|0.0|1|2.041062372|5.4161004020000005|0.023926176|2|-0.085711535|2.009832665|-0.152205915|10.92947902|-0.0048530629999999|1|1|0.011558506|-0.133979603|-0.254024476|0.748039584|0.772481675|-0.008879187|0.72613292|1|0.013872737|-53.28817038|9.606840334|0.083851314|-36.90194151|6.652715932|99.81657855|0.7270593190000001|-25.21250404|63.53441386|-18.049219|0.4629532229999999|2862.681038|634.4309626|-1119.0515779999998|1823.310808|0.272940681|8.531706024|15.88633689|6366.0631060000005|189.0108247|-774.9407716|24.82496066|0.014796066|-314.4761648|1539.147561|10.24624348|1.0|1.0|1.0|0.0|4.11|21.0|4.73|2.47|3.0|0.0|133.66|0.0|9.0|439.55|0.0|1.0|0.00264|6.76e-06|4.33|3.18e-09|1.4e-06|-0.04647|5.6019|3.46|3.8718|-1395.158387|-1395.13019|760.0|1310.44|320.22|221.33|629.65|332.0|-1394.797092|0.0841|3.8323|-0.20697|0.02819643|-1394.861824|7.3279|7.3279
IN1233_a59|0.0|1|0|0|0.0|0|0.0|4.727387819|-0.12050413|2|0.163548857|1.983673343|-0.5039851160000001|10.93301779|-0.054458882|1|1|-0.004071701|0.268927191|0.003282792|0.809917509|0.74801464|-0.090732503|0.778639593|1|0.010831674|-63.36348363|7.208329477|0.238675351|-42.16752524|4.79704394|83.1557517|0.810795898|-41.08157616|72.32484741|-23.91074854|0.483639625|2809.840422|506.6510632|-1267.269673|1822.396842|0.1892041019999999|8.011984402000001|15.51626497|6206.818668|125.91272279999998|-843.3505049|29.49046561|0.0134658889999999|-413.6607749|1562.994677|8.961363774|1.0|1.0|1.0|2.0|3.48|27.0|5.54|2.06|2.0|0.0|125.07|0.0|5.0|419.48|0.0|0.0|0.00107|6.91e-06|3.85|9.93e-11|4.17e-08|-0.05605|5.2194|5.35|3.5355|-1352.351584|-1352.326849|703.47|1204.16|350.69|237.54|531.14|0.51285|-1352.073755|0.2011|5.4004|-0.20289|0.02473496|-1352.135303|7.4685|7.4685
17_a15|0.0|0|0|0|0.0|0|0.0|0.0|-0.071708785|2|-0.033968088|0.0|-0.442454151|10.9544604|-0.0141953639999999|0|0|0.0032452509999999|-0.052628162|-0.263401148|0.769376831|0.721188086|-0.023779626|0.740986227|0|0.012890299|-61.17023228|9.875456386|0.119540765|-46.86345493|7.56573889|58.47512431|0.653207369|-31.03055741|77.82445248|-20.73567196|0.474165158|2852.085573|674.5333498|-1223.4046460000002|2104.883413|0.346792631|7.967418828|15.15194163|6352.266784|265.6831633|-937.2690986|31.74439379|0.0217385279999999|-234.74904|1872.919233|16.654220199999997|1.0|1.0|1.0|1.0|3.63|24.0|4.89|2.53|2.0|0.0|131.36|0.0|7.0|438.52|1.0|0.0|0.00052|2.26e-06|4.78|1.9199999999999998e-10|8.43e-08|-0.03936|4.1461|6.89|3.8006|-1413.897695|-1413.857182|752.08|1298.37|326.22|299.04|663.81|0.68787|-1413.559128|0.0377|5.1268|-0.19509|0.04051306|-1413.624817|7.9208|7.9208
8_a10|0.0|0|0|0|0.0|1|2.071128354|5.4161004020000005|-0.012055162|2|-0.000315856|1.546251312|-0.296880569|10.92578782|-0.106100115|1|1|0.009056935|-0.000504277|-0.132343104|0.6357042860000001|0.809386132|-0.167376069|0.616731847|1|0.015758182|-47.16908772|8.619652859|0.125156018|-25.80127401|4.714910465|9.35593124|0.722649449|-17.849103399999997|56.7864899|-16.36478554|0.431797417|2612.274447|478.5356341|-801.8744912000001|1899.542278|0.277350551|6.112185271|10.75705296|6289.86818|151.7094758|-438.6216583|22.64553798|0.017582236|-243.5764486|1109.631361|9.617402178|0.0|0.0|1.0|0.0|3.42|21.0|4.46|2.46|1.0|0.0|111.36|0.0|4.0|384.43|0.0|1.0|0.0117|2.4100000000000003e-05|3.37|2.49e-08|9.59e-06|-0.0623299999999999|4.6964|4.58|3684.0|-1257.84172|-1257.819281|594.63|1047.58|336.55|264.0|416.69|0.41583|-1257.59269|0.0916|1.2052|-0.21789|0.02243902|-1257.648047|6279.0|6279.0
18b_a25|0.0|0|0|0|0.0|0|1.824998189|4.727387819|0.0131826839999999|2|-0.018632104|2.003993644|-0.189048258|10.31286058|0.0009956189999999|1|1|0.00598031|-0.032776381|-0.061048368|0.721100414|0.7723870909999999|0.001715854|0.6915652390000001|1|0.01278627|-55.18621997|8.972372556|0.063746107|-38.7252349|6.296086869|0.0|0.7847794690000001|-31.08693686|64.81723515|-21.46130777|0.493622561|3051.645565|656.9874135|-1158.910619|2327.4502850000003|0.215220531|8.654596906|17.09119768|6973.180791|151.02439719999998|-813.229933|27.34692815|0.013724883|-399.6704921|1476.7341199999998|9.631015182|1.0|1.0|1.0|1.0|3.58|27.0|5.93|2.2|2.0|1.0|138.56|0.0|6.0|460.55|0.0|0.0|0.000132|1.95e-06|4.48|1.4500000000000002e-10|6.690000000000001e-08|-0.07066|5.5437|4.32|3.6826|-1767.52411|-1767.494087|728.12|1284.89|336.67|223.65|612.24|0.36733|-1767.2232149999998|0.0468|2.8141|-0.22145|0.03002332|-1767.286778|7.2924|7.2924
12ab_a30|0.0|0|0|0|0.0|2|0.0|5.351858133|-0.030346359|2|0.018023992|0.0|-0.520212725|10.31162784|0.01563558|1|1|0.005111479|0.03046828|-0.207153446|0.8397577820000001|0.809127478|0.026596859|0.794193541|0|0.031588146|-71.0035788|22.23130678|0.200246511|-49.97135112|15.64609074|0.0|0.603952976|-40.9825333|92.49334877|-22.42218278|0.461207954|3118.431712|562.8556061|-1278.064418|2618.234172|0.3960470239999999|8.44310703|15.6704374|6918.884105|278.7324985|-899.4843201|37.1257096|0.030534507|-146.321375|2116.165447|21.48976996|1.0|0.0|1.0|1.0|4.87|17.0|3.94|2.2|2.0|0.0|140.26|0.0|7.0|458.54|0.0|0.0|0.00113|9.94e-06|3.81|1.47e-07|6.720000000000001e-05|-49.0|4.8018|3.34|3.4919|-1804.824495|-1804.79081|753.75|1275.19|355.06|258.2|613.7|0.46561|-1804.523449|0.1511|6.9089|-0.19672|0.03368522|-1804.589076|7.7825|7.7825
9_a47|0.0|0|0|0|0.0|0|0.0|0.0|-0.1789147139999999|2|-0.043270202|1.323246814|-0.382556052|10.93671087|0.045804989|0|0|-0.007880155|-0.091848897|-0.045757939|0.7033922579999999|0.792070785|0.075092937|0.689770023|1|0.009540986|-50.70744657|4.991260197|0.194850031|-26.52703503|2.611122094|0.0|0.790651977|-23.08946904|58.96976407|-19.3171225|0.482896681|2292.652212|421.2052248|-811.319145|1333.091472|0.209348023|5.653392499|10.93281031|5212.504394|109.5180831|-424.4325604|24.43189048|0.015793737|-304.1026787|1026.1394|8.262317504|1.0|1.0|1.0|2.0|2.87|22.0|4.61|2.99|1.0|0.0|101.46|0.0|3.0|345.37|0.0|0.0|0.00148|6.3e-06|4.43|3.4000000000000003e-09|1.17e-06|-0.05037|5.7429|4.06|3.7183|-1149.090086|-1149.055456|566.1|959.59|333.44|215.89|406.35|0.3885099999999999|-1148.896866|0.2208|2.2966|-0.20488|0.03463008|-1148.949486|7.6|7.6
12d_a30|0.0|0|0|0|0.0|2|0.0|5.351858133|-0.033312179|2|-0.092984185|0.0|-0.354778373|10.31162861|-0.075816941|1|1|0.005965451|-0.162129948|-0.09353607|0.8414737059999999|0.8017873000000001|-0.130412856|0.7991060659999999|0|0.015567102|-60.88281322|10.05700314|0.156990075|-39.33285959|6.497247279|0.0|0.8143892140000001|-30.81433963|69.55534551|-23.41646662|0.4572733479999999|2784.836855|544.6198897999999|-1217.656264|2323.480646|0.185610786|7.557073995|13.92427286|6120.329513000001|119.91237920000002|-786.6571918999999|28.75340957|0.013424098|-406.2173266|1495.177298|8.672532296|1.0|0.0|0.0|1.0|4.75|17.0|4.35|3.04|2.0|0.0|132.24|0.0|5.0|412.51|0.0|0.0|0.0009119999999999|7.05e-06|4.23|9.75e-08|4.02e-05|-0.05119|3.4821|4.14|3.4821|-1615.095823|-1615.063947|695.57|1176.22|356.06|356.06|545.94|0.68608|-1614.831682|149.0|4434.0|-0.1991|0.03187624|-1614.894406|7.9508|7.9508
12e_a30|0.0|0|0|0|0.0|2|0.0|5.351858133|-0.029595542|2|-0.010682095|0.0|-0.444243861|10.31162844|-0.055954785|1|1|0.0053380919999999|-0.018475151|-0.154412059|0.838579475|0.8246767140000001|-0.097868612|0.7933543279999999|0|0.024254701|-65.04681137|16.08914569|0.183296295|-43.14823836|10.6725953|0.0|0.7071208529999999|-34.82676424|80.10232244|-23.31866823|0.46715936|2920.484542|541.7533217|-1235.889416|2392.685958|0.292879147|8.069355055|15.14403079|6421.289402|194.2788429|-819.8165288|32.97692061|0.022696477|-274.7836441|1747.776792|15.05551106|1.0|0.0|1.0|1.0|4.72|17.0|3.89|2.51|2.0|0.0|133.77|0.0|6.0|428.51|0.0|0.0|0.00154|1.19e-05|3.84|1.84e-07|7.87e-05|-0.05044|5.0412|3.58|3.4747|-1690.3021629999998|-1690.2687170000002|709.98|1201.05|356.82|245.94|562.76|0.3304|-1690.030824|151.0|5551.0|-0.19804|0.03344515|-1690.092998|7.9431|7.9431
11_a15|0.0|0|0|0|0.0|1|0.0|0.0|-0.029665252|3|-0.036023137|0.0|-0.402711212|10.95979791|0.023543401|0|0|0.003766915|-0.056500144|-0.272482143|0.843715005|0.718800243|0.0432314409999999|0.796300317|0|0.018519054|-66.78526188|12.69062406|0.105461874|-45.76619542|8.696553172|0.0|0.739315684|-30.25595097|79.1792768|-23.02940065|0.470042906|3022.859488|613.0036107000001|-1335.705238|2565.707165|0.260684316|6.233494755|11.76226306|7002.915718000001|178.640152|-915.3239085|31.14961732|0.018086221|-327.9935744|1806.677804|12.39401492|1.0|1.0|0.0|1.0|4.1|24.0|4.33|2.52|2.0|0.0|138.24|0.0|6.0|448.52|1.0|0.0|0.000214|7.970000000000001e-07|5.32|1.27e-09|5.7e-07|-0.03877|4.7106|5.04|2.9595|-1450.740771|-1450.705737|739.57|1284.85|418.94|263.2|568.22|0.58935|-1450.39211|0.0011|812.0|-0.16011|0.03503399|-1450.457814|6.1314|6.1314
3b_a32|0.0|1|1|1|0.0|0|0.0|5.733341277|-0.064476472|0|-0.0411430079999999|2.21541916|-0.265971895|10.31100281|0.10614163|3|3|0.00020567|-0.078754696|-0.151445075|0.833920105|0.800396027|0.167519182|0.7725667079999999|1|0.014636992|-49.22963237|7.180211702|0.159260619|-24.14971513|3.522270202|0.0|0.764128338|-17.58323784|56.82775081|-16.40987746|0.460751087|2092.213643|412.4267349|-541.5259561|1084.520517|0.2358716619999999|5.765940603|10.69254007|4448.251276|115.707414|-265.6468664|21.47528975|0.0154889019999999|-259.1375886|708.6845618|7.59811844|1.0|1.0|1.0|1.0|3.11|19.0|6.25|1.45|1.0|0.0|88.24|0.0|2.0|312.41|0.0|0.0|0.0005809999999999|2.23e-05|3.71|3.19e-07|9.97e-05|-0.05396|3.5545|2.45|3.5545|-1594.121087|-1594.095192|524.46|857.0|348.81|348.81|396.83|0.70257|-1594.0008779999998|0.2905|3.5719|-0.20137|0.02589511|-1594.049677|8.2366|8.2366
12h_a40|0.0|0|0|0|0.0|0|1.760542171|5.4161004020000005|-0.107711573|0|0.208938531|0.803557099|-0.289603712|10.31197256|-0.21893421|2|2|-0.002126898|0.367928263|0.224167029|0.809398262|0.7769829840000001|-0.335801908|0.6948809659999999|1|0.0117142839999999|-48.34705035|6.193088525|0.160518251|-25.56004046|3.274152035|59.68939644|0.844008584|-26.67382585|54.9311782|-20.51086984|0.4958138139999999|2270.834041|443.8158546|-676.8587047999999|603.6697997|0.155991416|7.989299324|15.84593062|5087.343024|82.46928995|-357.8405665|24.30173133|0.012453938|-363.7398044|801.957134|6.584127851|1.0|0.0|1.0|1.0|3.19|20.0|4.59|3.76|2.0|1.0|96.16|0.0|2.0|361.25|0.0|0.0|0.0002009999999999|2.61e-06|4.75|1.44e-07|5.2e-05|-0.07512|4.1508|4.14|2.6436|-2153.207198|-2153.186757|548.82|910.77|469.0|298.7|435.95|0.6503899999999999|-2153.072091|0.3693|2.5573|-0.18432|0.02044063|-2153.123274|6.0846|6.0846
22_a47|0.0|0|1|1|0.0|0|1.202720059|4.727387819|-0.150248628|2|-0.029311184|1.016903613|-0.507802654|10.95023117|0.002716049|1|1|-0.004332497|-0.077468004|-0.277479519|0.612295986|0.831122912|0.004104478|0.591185263|1|0.022154032|-52.67991531|13.07198749|0.301350868|-31.08378631|7.713126784|54.21581266|0.6096864479999999|-28.11203407|71.28682035|-18.73063655|0.4614909829999999|2692.510471|412.2379505|-842.8786448999999|1494.441201|0.390313552|6.9553262170000005|12.91589555|6107.923371|230.3045281|-497.3405809|30.72175314|0.031534452|-129.440987|1382.478891|18.60690504|0.0|1.0|1.0|2.0|3.31|21.0|3.07|2.97|1.0|0.0|104.64|0.0|5.0|394.38|0.0|0.0|0.0142|4.16e-05|3.0|2.06e-08|8.11e-06|-0.0612399999999999|4.7954|4.4|4017.0|-1375.05033|-1375.021925|605.12|1027.32|308.65|258.55|466.95|0.50316|-1374.857521|0.0799|4.2485|-0.22828|0.02840507|-1374.914437|9.0|9.0
6_a1|0.0|0|0|0|0.0|1|2.325221088|5.4161004020000005|0.021203156|1|-0.114683042|0.0|-0.230035376|10.95180041|-0.0538497079999999|1|1|0.006851583|-0.180874123|-0.3632559589999999|0.781885145|0.798346291|-0.095907969|0.741035199|0|0.021009352|-37.41011914|10.15161645|0.121740384|-18.076387|4.905211525|95.13138767|0.576759436|-13.35477777|49.61122373|-11.51080589|0.4218263379999999|1956.144556|424.3707604|-448.9214297|1383.161829|0.423240564|5.555887839|9.609375529|4061.042516|204.5077752|-216.916644|19.95772445|0.025250885|-74.17956941|778.3512535|12.20110458|1.0|1.0|1.0|0.0|2.94|17.0|3.61|1.75|0.0|0.0|86.31|0.0|3.0|291.35|0.0|1.0|221.0|0.00021|2.63|9.51e-07|0.000277|-0.02214|4.0635|2.81|4.0635|-935.5024827|-935.4750982|527.41|875.29|305.12|305.12|405.23|0.69818|-935.330989|0.3399|5.8386|-0.1899799999999999|0.027384499|-935.378591|5.2924|5.2924
14y_a23|0.0|0|1|1|0.0|0|3.3149940630000003|5.351858133|-0.022719307|2|0.041892637|0.731397292|-0.2996475999999999|10.31321795|-0.031435038|2|2|0.007229683|0.07646106|-0.125978901|0.719722236|0.802520527|-0.049318182|0.64069202|1|0.018804822|-55.74067298|13.00274534|0.074747068|-38.54233552|8.990852582999999|82.29531392|0.78322549|-27.63946733|67.16839951|-23.71943531|0.486730407|3096.562257|639.7735629|-1114.8134599999998|2336.815247|0.21677451|8.213390641|16.00209862|7320.809595999999|149.890474|-770.8467102999999|30.28429949|0.016527|-391.6770747|1423.362076|11.42772654|0.0|0.0|1.0|1.0|3.41|26.0|4.64|3.99|2.0|1.0|130.3|0.0|5.0|480.37|0.0|0.0|8.18e-05|7.37e-07|4.83|2.6899999999999996e-09|1.29e-06|-0.08374|3.6413|4.73|3.6413|-2549.104894|-2549.091817|713.1|1217.48|340.49|340.49|585.2|0.61338|-2548.8917260000003|444.0|4.8799|-0.2331599999999999|0.01307741|-2548.953933|8.4225|8.4225
14r_a23|0.0|0|1|1|0.0|0|3.201732471|5.351858133|-0.06921746|2|0.014148395|0.7087588690000001|-0.322513347|10.31321824|-0.064006338|2|2|0.0075222369999999|0.033038452|-0.17267308|0.616699629|0.7837821840000001|-0.1050445769999999|0.5935522360000001|1|0.019185345|-55.30494931|12.35476415|0.133777381|-35.61466281|7.956082857|55.62948521|0.7882228370000001|-25.96781003|66.31173073|-23.53402098|0.4661909429999999|2945.137191|557.8203557999999|-1106.098986|2306.754114|0.211777163|7.555307147000001|14.15357616|6744.848704999999|136.37788909999998|-712.2932561000001|29.85706563|0.017092103|-371.2130393|1403.282085|11.00678143|0.0|0.0|0.0|1.0|3.47|26.0|3.78|3.4|2.0|1.0|120.24|0.0|5.0|429.47|0.0|0.0|0.00114|7.73e-06|3.68|2.14e-08|9.18e-06|-0.06842|5.9406|3.72|3.1797|-1729.1556449999998|-1729.1326809999998|678.08|1145.51|389.92|208.71|513.71|0.30482|-1728.924789|0.0008|6.2620000000000005|-0.22378|0.02296354|-1728.98403|8.2684|8.2684
8b_a31|0.0|1|0|0|0.0|1|0.0|5.733341277|-0.12841288|0|-0.130371116|0.0|-0.57242407|10.31170011|-0.069423138|2|2|-0.006785954|-0.222667869|-0.092604362|0.928940547|0.843119174|-0.1155280009999999|0.8761979520000001|0|0.03234629|-69.24221375|16.89414614|0.392380774|-36.1645207|8.823644775|472.8995873|0.703469355|-32.92631065|82.21438954|-21.30529654|0.479278|2189.617009|317.3534883|-830.906565|1587.743824|0.296530645|6.142377144|11.79588561|4696.728592|154.8750114|-433.9742484|30.28603362|0.02483711|-212.5400476|1181.155311|12.97217579|0.0|1.0|1.0|2.0|3.4|16.0|4.52|0.61|0.0|0.0|88.64|0.0|4.0|328.39|0.0|0.0|0.0294|0.000399|2.02|1.86e-06|0.00061|-0.0325|3.8582|1.77|3.8582|-1386.852117|-1386.815519|566.18|927.61|321.36|321.36|439.96|0.70036|-1386.681003|0.2643|3.6945|-0.19265|0.03659821|-1386.734257|5.6576|5.6576
27a_a34|-3.727789|0|0|0|0.0|1|1.963136117|5.351858133|-0.456594848|1|-0.082271189|0.0|-0.7320090459999999|10.319282|-0.008138446|1|1|-0.005234221|-0.13716603|-0.264978526|0.8186389829999999|0.779284547|-0.012251785|0.749941528|0|0.026573385|-86.36649751|18.62986903|0.3990357329999999|-60.54917431|13.06088842|22.69787432|0.764921711|-52.42823715|100.7752505|-30.38821209|0.436895447|3394.470264|421.319507|-1640.9634529999998|2252.433058|0.235078289|8.960143164|15.91204178|7104.26596|164.80691819999998|-1150.434312|39.72721867|0.020552444|-371.4586403|2145.269808|14.40875302|1.0|1.0|1.0|2.0|3.66|23.0|2.01|1.06|1.0|0.0|122.61|0.0|6.0|463.51|0.0|0.0|0.00504|3.43e-05|2.59|2.44e-08|1.13e-05|-0.03924|5.0012|7.38|4.1228|-1861.741982|-1861.695683|737.7|1247.85|300.73|247.91|598.18|0.40378|-1861.468024|0.0203|10.8591|-0.20615|0.04629882|-1861.534743|6.6198|6.6198
IN1166_a11|0.0|1|0|0|0.0|0|0.0|4.727387819|-0.008507023|2|0.018376555|1.643912856|-0.378539035|10.95053349|-0.037793156|1|1|-0.001446486|0.032420935|-0.223618825|0.841211811|0.765593573|-0.067328767|0.790249345|1|0.0200246639999999|-61.90325275|13.82641888|0.136726441|-42.74230509|9.546719887|20.83871871|0.694302821|-35.26269962|76.76995134|-21.84820685|0.463497159|2865.055175|596.0640225999999|-1114.258549|2953.475057|0.305697179|6.777827685|12.63334911|6310.825439|211.0745642|-769.3614916|31.46783535|0.021531291|-268.3203251|1604.859603|14.86669859|1.0|1.0|1.0|2.0|3.51|27.0|5.01|0.92|1.0|0.0|123.82|0.0|5.0|417.47|0.0|0.0|0.00323|1.65e-05|3.27|6.59e-11|2.75e-08|-0.07275|4.9857|3.36|3.2827|-1347.298558|-1347.256659|704.48|1198.36|377.7|248.68|554.63|0.4358399999999999|-1347.012407|0.1239|3365.0|-0.21098|0.04189898|-1347.073528|7.9318|7.9318
16_a31|0.0|1|0|0|0.0|1|0.0|5.733341277|-0.186617888|0|-0.050076586|0.0|-0.726543099|10.31170095|0.06214876|2|2|-0.0125582419999999|-0.0897217219999999|-0.09530799|0.951830892|0.8318419909999999|0.0980869569999999|0.8944757390000001|0|0.0374314139999999|-70.82239128|17.63615984|0.4535498739999999|-33.36862997|8.309441139|467.7901274|0.73080436|-31.54036284|83.86629191|-23.60746376|0.427771627|2071.962924|257.4650715|-779.0463041|1212.615438|0.26919564|5.521618837|9.649327262|4387.049328|126.8340354|-367.0549296|32.30339751|0.027684692|-217.4912527|1066.012118|13.04390063|0.0|1.0|1.0|2.0|3.2|16.0|3.8|0.78|0.0|0.0|80.57|0.0|2.0|300.34|0.0|0.0|0.0131|0.000254|2.32|1.16e-05|0.00347|-0.0318899999999999|3.6596|1.7|3.6596|-1308.242314|-1308.202828|503.18|818.1|338.79|338.79|369.73|0.70108|-1308.113026|0.2534|3.7419|-0.1842|0.03948619|-1308.161433|7.0458|7.0458
15d_a10|0.0|0|0|0|0.0|2|2.147544195|5.4161004020000005|0.0370874879999999|3|-0.059217023|2.04092658|-0.184039927|10.92970801|0.007032164|1|1|0.011249462|-0.092884337|-0.280243276|0.74726683|0.745184875|0.0131101969999999|0.71456262|1|0.02281891|-47.58559595|15.37766538|0.12390229|-32.06793721|10.36301002|141.0919598|0.471900166|-26.15336742|66.95020436|-12.68949225|0.473858537|2967.522813|590.402322|-761.3695352999999|2036.192049|0.5280998339999999|8.429169102000001|16.02072769|6511.656447|355.8865234|-513.0869954|26.89020509|0.028735133|37.87296065|1613.412305|19.36460841|0.0|1.0|1.0|0.0|3.71|21.0|4.14|1.54|1.0|0.0|131.43|0.0|6.0|441.52|0.0|1.0|0.0739|4.1200000000000005e-05|2.75|1.5e-08|6.62e-06|-0.05002|5.6004|2.05|3.8591|-1430.8144619999998|-1431.051425|737.09|1266.87|321.28|221.39|565.91|0.3685|-1430.733658|0.0856|3.3831|-0.20918|-0.23696253|-1430.795367|7.1612|7.1612
1j_a5|0.0|1|0|0|0.0|0|0.0|4.59511985|-0.010620031|2|-0.115553003|0.0|-0.175183967|10.9487794|-0.032333695|1|1|0.006957291|-0.190920568|-0.0178558139999999|0.74740095|0.7862755770000001|-0.0614852279999999|0.717355058|0|0.019690225|-40.01980349|10.57633738|0.152836128|-21.49609451|5.680936139|1.471030887|0.616489567|-21.29338752|54.3827755|-14.64139152|0.469085779|2242.805131|455.0425806|-600.2970524|847.5275797|0.383510433|7.328149934|13.80288876|4618.562904|205.997426|-322.4414176|23.74961767|0.026739895|-125.1415813|973.7343247|14.36297201|1.0|1.0|1.0|1.0|2.76|23.0|4.5|1.57|0.0|0.0|96.98|0.0|4.0|328.37|0.0|1.0|0.0304|6.29e-05|3.03|7.190000000000001e-09|2.36e-06|-0.03832|4.4331|2.61|4.1205|-1065.849941|-1065.817476|572.47|959.39|300.89|279.68|445.81|0.66182|-1065.671975|0.1644|2.2503|-0.20645|0.03246499|-1065.723417|7.6198|7.6198
4_a47|0.0|0|0|0|0.0|0|0.0|0.0|-0.121159855|2|-0.158636969|1.42341819|-0.3692130839999999|10.93671044|0.011775922|0|0|-0.006506051|-0.247195952|-0.027355932|0.893350891|0.783871003|0.019305509|0.8124901999999999|1|0.007772995|-50.35610033|4.22896799|0.1257991219999999|-27.39669054|2.300808176|0.0|0.806604393|-23.10213311|57.78603076|-19.18327632|0.402148382|2306.463316|475.6168721|-805.6976052|1528.797085|0.193395607|6.468023748999999|10.818777699999998|5254.939281|105.2186243|-438.3470487|23.78275706|0.013656479|-333.62177030000004|998.8757964|7.429930428|1.0|1.0|1.0|2.0|2.75|22.0|4.83|3.1|2.0|0.0|106.52|0.0|3.0|361.82|0.0|0.0|0.0004379999999999|2.31e-06|4.96|1.61e-09|5.81e-07|-0.05606|5.7708|4.44|3.73|-1509.453558|-1509.4201369999998|576.9|988.42|332.4|214.85|432.89|0.45947|-1509.262887|0.2221|4.2607|-0.21076|0.03342033|-1509.3147789999998|7.5|7.5
27b_a34|0.0|0|0|0|0.0|1|2.013418486|5.351858133|-0.016803292|1|-0.106245942|0.0|-0.549928192|10.95430634|-0.027175221|1|1|0.001228116|-0.175834895|-0.322091086|0.820914556|0.7722228729999999|-0.047542374|0.770240631|0|0.031021066|-72.21552354|20.42417736|0.2165682119999999|-47.54648562|13.44721755|540.9533124|0.712312759|-37.9644911|87.24055613|-24.553278|0.4072752529999999|2835.31543|515.8091561000001|-1227.6639|2431.595232|0.287687241|9.124440695|15.39406063|6032.666081|189.4124225|-808.2902556|34.46979951|0.022820627|-279.5721769|1723.489976|15.02503259|1.0|1.0|1.0|1.0|3.54|23.0|3.94|1.83|2.0|0.0|116.33|0.0|5.0|409.44|0.0|0.0|0.00243|1.1e-05|3.75|6.53e-09|2.67e-06|-0.04121|4.8168|4.33|4.0935|-1350.055377|-1350.018975|691.97|1174.68|302.88|257.4|577.39|0.47412|-1349.811401|0.0252|11.8546|-0.20649|0.03640275|-1349.873325|6.1871|6.1871
