molecula|SddssS|NaaNH|SaaNH|SssssC|SRW09|BCUTs-1|SaasN|MATS2c|SRW07|AATSC1s|n6HRing|JGI4|MATS7i|SaaaC|ATSC1c|AATSC1are|BCUTi-1|n5aHRing|AATSC1pe|MATS1i|AATSC1i|MATS1c|n6aHRing|GATS1are|MATS8d|GATS1pe|FNSA3|FNSA5|PBF|FPSA3|PNSA5|PPSA3|RNCS|FNSA4|WNSA5|WPSA3|FNSA1|FNSA2|WNSA3|DPSA5|PNSA4|DPSA3|PNSA2|GeomRadius|GeomShapeIndex|PPSA1|WNSA2|DPSA4|FPSA5|DPSA2|CYP2D6 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Leadlikeness|Brenk|Veber filter|Num. of Rotatable bonds|Log S (Ali)|Molecular Mass|Egan filter|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Volume|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|Dipole (water)|IC50|pIC50|pIC50
25d_a34|0.0|0|0.0|0.0|7.412764017000001|1.433689841|1.940324546|0.128783829|5.351858133|-0.089654563|1|0.041037037|-0.163072107|0.0|-0.8576484190000001|-0.005017781|10.95957635|1|-0.001685762|-0.211368416|-0.342090037|-0.605891389|1|0.8265507809999999|0.011919831|0.778903495|-0.100582621|-0.124111479|0.631894475|0.0292772039999999|-82.09024497|19.36462983|174.9700398|-0.044492794|-54.29641443|12.8082206|0.7772035959999999|-2.358118108|-44.00298587|95.24066462|-29.42857839|85.89233572|-1559.714654|6.933980884|0.916843118|147.36277019999997|-1031.631874|37.86469665|0.019881997|2006.828923|1.0|1.0|2.0|3.58|0.12|23.0|-8.08|3.05|1.0|0.0|0.0|7.0|-4.61|427.46|0.0|3.21|2.44e-05|3.3e-05|0.0141|3.05|0.0|8.26e-09|3.53e-06|4.2732|4.2732|-1426.496796|1198.19|0.2106|290.15|554.05|0.6764600000000001|-1426.243341|0.2106|-0.1771299999999999|6.1995|-0.21234|8.0068|0.95|6.0223|6.0223
12i_a36|0.0|1|3.27619957|-4.787087299|7.412764017000001|1.2401347459999998|0.0|0.043792895|5.351858133|-0.29543904|2|0.0438779959999999|0.048138468|0.0|-0.929568494|-0.011700732|10.96020192|1|-0.007897954|-0.1187503719999999|-0.3344729369999999|-0.608318386|1|0.647732719|-0.01509434|0.624142499|-0.0850745409999999|-0.117424873|0.332782117|0.01973953|-75.66036485|12.71877085|108.3973956|-0.045665229|-48.75024044|8.195085212|0.7691298590000001|-2.46592234|-35.3196406|90.11282843|-29.42347522|67.53484704|-1588.867662|7.549683919|0.8526986440000001|148.7565508|-1023.755049|38.2555363|0.022430221|2065.79896|0.0|0.0|2.0|4.8|0.17|17.0|-7.14|3.31|2.0|0.0|0.0|7.0|-5.2|465.43|0.0|2.65|6.26e-06|8.6e-06|4.0|3.86|0.0|7.24e-08|3.37e-05|5.2297|3.7496|-1645.2030949999998|1172.5|0.5402|237.08|504.47|0.70134|-1644.954647|0.1516|-0.1541|5.1836|-0.20475|6.6124|12.0|7.9208|7.9208
20a_a10|0.0|0|0.0|0.0|7.535296702|1.343837243|2.113798134|-0.0774974029999999|5.4161004020000005|0.049376168|2|0.036415094|-0.035536682|1.896409603|-0.197323337|0.008214031|10.9296614|1|0.008297595|-0.049146504|-0.081587712|-0.281099208|2|0.661219642|0.019448804|0.63495222|-0.066386563|-0.072821454|0.591835899|0.013618456|-47.37850712|8.860330345|66.52185003|-0.028008251|-30.82502228|5.764636687|0.733451892|-1.456429076|-28.10115947|58.1398225|-18.22250274|52.05222074|-947.5701424|8.419180593|0.826159649|173.41938059999998|-616.5004457|24.84485067|0.016540298|1291.932235|0.0|1.0|0.0|3.48|0.11|27.0|-9.44|5.06|2.0|0.0|0.0|4.0|-5.68|429.47|0.0|4.27|2.07e-06|2.56e-06|0.0011|4.36|0.0|3.61e-10|1.55e-07|4.7841|3.8312|-1389.164302|1200.92|0.2738|259.16|524.02|0.6864600000000001|-1388.897416|107.0|-0.1613099999999999|2.9429|-0.2274199999999999|3.2116|1.2|5.9208|5.9208
3k_a32|0.0|1|3.644417045|0.0|7.97831097|0.609420759|0.0|-0.001009768|5.973809612|-0.001250803|0|0.0381981979999999|-0.047167919|2.256213388|-0.270019022|0.001221534|10.31100271|3|0.002509816|-0.050938823|-0.090775221|-0.5265375529999999|0|0.816196288|-0.129124455|0.7681279190000001|-0.0711378679999999|-0.090839907|0.31016741|0.0123637989999999|-51.21653025|6.970844822|80.0971996|-0.029575784|-28.87643819|3.930238317|0.78057227|-1.271758703|-22.61349991|58.16707081|-16.67514938|47.07915023|-717.0314235000001|6.153598893|0.89626209|123.7157466|-404.2701347|21.36272325|0.012327787|918.5970998|1.0|1.0|1.0|3.47|0.32|19.0|-7.23|7.12|2.0|0.0|0.0|3.0|-7.04|366.5|0.0|4.75|9.16e-08|2.47e-06|0.000904|4.97|0.0|5.86e-08|2.15e-05|3.5363|3.5363|-1750.164914|1022.89|0.3082|350.6|452.36|0.70268|-1749.957584|0.3082|-0.14667|3.2233|-0.19988|5689.0|9.0|8.0605|8.0605
47f_a18|0.0|0|0.0|0.0|7.03438793|1.251175676|0.0|-0.005500039|4.844187086|-0.034211867|0|0.031179487|-0.048472184|0.0|-0.477030713|0.0036509859999999|10.94702253|0|0.00531392|-0.264839041|-0.3927204379999999|-0.4138670829999999|0|0.765824398|-0.014370598|0.745431271|-0.063824969|-0.084851044|0.375218907|0.0138461289999999|-72.03501774|11.75478965|111.1889928|-0.0289997239999999|-61.15474298|9.979328976|0.726550657|-2.290978185|-46.00060733|86.11217859|-24.61956302|65.93954138|-1944.945479|10.55465562|0.937396993|232.14715330000004|-1651.17806|33.88554232|0.016581683|2676.957843|1.0|1.0|2.0|4.87|0.34|18.0|-9.22|3.22|3.0|2.0|1.0|13.0|-6.11|541.68|0.0|2.83|7.76e-07|3.01e-06|0.00163|4.52|1.0|6.04e-10|3.27e-07|3.0964|3.0964|-1743.375413|1602.99|0.5741|400.42|874.24|0.6984600000000001|-1741.724929|0.5741|-0.12802|3.8532|-0.1724099999999999|4.4861|9.0|8.0458|8.0458
16d_a32|0.0|1|3.311658163|0.0|7.765993078999999|0.609420775|0.0|0.170838661|5.733341277|-0.087123461|0|0.0421759259999999|0.0115077539999999|2.07416189|-0.7589895790000001|-0.00839148|10.31100273|3|-0.005427254|-0.128753933|-0.239509216|-0.68301199|0|0.816581223|-0.0847953219999999|0.7689748270000001|-0.091212351|-0.11491796|0.41654798|0.032003415|-67.07571683|18.67986534|115.2070109|-0.036437402|-39.15098916|10.90312918|0.615749698|-1.493933474|-31.07481011|86.50964771|-21.26791022|71.91900971|-871.9843187999999|6.221435089|0.79521327|224.2805611|-508.962859|34.53986301|0.0332953229999999|1416.134383|0.0|1.0|2.0|3.35|0.18|19.0|-6.59|5.26|1.0|0.0|1.0|6.0|-5.65|385.46|1.0|3.12|2.22e-06|6.659999999999999e-05|0.0257|2.86|0.0|2.55e-07|9.84e-05|3.6271|3.6271|-1877.360551|1023.44|0.2915|341.83|489.97|0.70217|-1877.185022|0.2915|-0.15009|3.2048|-0.20077|3.8853|8.0|8.1135|8.1135
16a_a10|0.0|0|0.0|0.0|7.535296702|1.325756911|2.041062372|-0.187414728|5.4161004020000005|0.023926176|2|0.0334858389999999|-0.085711535|2.009832665|-0.152205915|0.011207938|10.92947902|1|0.011558506|-0.162508526|-0.254024476|-0.1948324069999999|2|0.748039584|-0.008879187|0.72613292|-0.052574986|-0.076950669|0.3637074329999999|0.013872737|-53.28817038|9.606840334|77.68598956|-0.026063936|-36.90194151|6.652715932|0.7270593190000001|-1.615964058|-25.21250404|63.53441386|-18.049219|46.01490333|-1119.0515779999998|8.531706024|0.862035195|189.0108247|-774.9407716|24.82496066|0.014796066|1539.147561|1.0|1.0|0.0|4.11|0.3|21.0|-8.5|4.73|3.0|0.0|0.0|9.0|-5.22|439.55|0.0|4.24|6e-06|6.76e-06|0.00297|4.33|0.0|3.18e-09|1.4e-06|5.6019|3.8718|-1395.158387|1310.44|0.3843|221.33|629.65|0.6852199999999999|-1394.797092|0.0841|-0.1605|3.8323|-0.20697|4.6574|47.0|7.3279|7.3279
2_a4|0.0|0|0.0|0.0|6.605297921|1.189716144|0.0|-0.072708147|4.59511985|-0.103346554|1|0.037777778|0.08246129|0.0|-0.269140683|-0.001386521|10.95268469|0|-0.0016168089999999|0.147657684|0.228655117|-0.3881618|1|0.930871261|0.1355918559999999|0.912872667|-0.117395215|-0.105102755|0.442778552|0.006330673|-44.27948986|2.667094277|166.102249|-0.0379537729999999|-18.65482233|1.123639184|0.843107708|-1.366335816|-20.83662681|48.93681624|-15.98981578|52.12536246|-575.6333682|4.710383035|0.656126301|66.09827364|-242.5126903|18.96532986|0.011054731|682.7518749|1.0|0.0|2.0|3.33|0.27|12.0|-4.83|2.12|0.0|0.0|0.0|2.0|-2.18|253.3|0.0|1.24|0.0066|0.00171|434.0|1.62|0.0|1.4800000000000002e-05|0.00374|5.8961|3.2230000000000003|-819.9326497000001|764.77|0.1315|210.28|333.36|0.6885600000000001|-819.771754|0.0008|-0.14614|1.7717|-0.16226|3.0946|31.0|7.5086|7.5086
47n_a18|0.0|0|0.0|0.0|7.03438793|1.251175627|0.0|0.0487694459999999|4.844187086|-0.057061805|0|0.032169312|0.017491759|0.0|-0.609196374|0.000271488|10.94702025|0|0.001705837|-0.172015161|-0.258092915|-0.529441732|0|0.722991132|-0.083719099|0.711628292|-0.079299822|-0.091185806|0.288989992|0.0106152389999999|-75.24728669|8.759783644|61.29571241|-0.031974244|-62.09468789|7.228646444|0.783921929|-2.4620167580000003|-54.00070374|86.44740177|-26.38541222|74.19865731|-2031.676741|10.43689152|0.932611327|178.30942439999998|-1676.556573|33.65821422|0.01357247|2591.682495|1.0|1.0|3.0|4.69|0.31|18.0|-9.76|3.67|3.0|1.0|1.0|13.0|-6.02|539.67|0.0|2.76|9.48e-07|5.7e-06|0.00308|4.1|0.0|1.7500000000000002e-10|9.44e-08|3.2028|3.2028|-1743.3283440000002|1565.37|0.5056|387.11|799.02|0.6914600000000001|-1740.5852670000002|0.5056|-0.13138|2.4754|-0.18391|3.3568|64.0|7.1938|7.1938
12o_a36|0.0|1|3.444418304|0.0|7.412764017000001|1.297042837|0.0|0.01340619|5.351858133|-0.079716275|2|0.040770975|0.03842353|0.0|-0.613501857|-0.00233752|10.96036596|1|-0.000472698|-0.126068378|-0.213993335|-0.5110239679999999|1|0.859938421|-0.01854899|0.817582774|-0.082048664|-0.10624773|0.514457955|0.023402195|-76.51720886|16.85373064|55.47133795|-0.03541591|-55.10596064|12.13767506|0.666462845|-2.018706878|-42.554984000000005|95.66406176|-25.50573629|75.94332024|-1453.826968|7.322888607|0.885724665|240.2059039|-1047.013252|38.27030489|0.026586303|2181.407379|0.0|0.0|3.0|4.97|0.17|17.0|-6.93|2.38|1.0|0.0|0.0|7.0|-3.54|438.48|0.0|1.47|0.000292|0.000227|0.0997|1.85|0.0|1.1800000000000001e-07|5.18e-05|5.1927|3.8726|-1440.969954|1240.51|0.4075|238.77|560.88|0.67273|-1440.671057|0.2888|-0.15695|4.9237|-0.21151|6.6471|0.04|7.3979|7.3979
16_a4|0.0|0|0.0|0.0|7.535296702|1.398650725|1.843196334|-0.219944434|5.4161004020000005|-0.095499301|1|0.04501634|0.007101649|0.0|-0.089168424|0.0067511459999999|10.94592242|1|0.006466406|-0.018051608|-0.0513920109999999|-0.214481956|1|0.490768328|0.0293772029999999|0.482473457|-0.073335635|-0.080093659|0.292255386|0.013727656|-39.44800181|6.761192037000001|13.51923899|-0.033372358|-19.42906425|3.330045338|0.832461695|-1.201404885|-17.789707500000002|45.11883447|-16.43666742|42.88070889|-591.7200271|5.548106463|0.837568182|82.51653675|-291.4359638|19.74465314|0.0115138339999999|710.807513|0.0|0.0|0.0|3.26|0.11|17.0|-6.36|4.49|1.0|0.0|0.0|2.0|-3.92|309.31|0.0|3.91|0.0001199999999999|3.68e-05|0.0114|3.59|0.0|4.33e-07|0.000134|4511.0|4.2257|-1057.494456|856.55|0.2213|274.85|407.99|0.54061|-1057.3808390000002|0.1006|-0.17375|1863.0|-0.2134|1.9873|343.0|6.4647|6.4647
12aw_a36|0.0|1|3.28940051|0.0|7.412764017000001|1.297044239|0.0|-0.135690414|5.351858133|-0.115864198|2|0.043383838|0.066435701|0.0|-0.4478724979999999|-0.006877664|10.96021804|1|-0.004358975|-0.098027247|-0.250781298|-0.4191703539999999|1|0.653741315|-0.056676035|0.632625562|-0.088516379|-0.114701005|0.373775982|0.023038651|-73.52224315|14.76755422|54.50894809|-0.041292362|-47.12705211|9.4658605|0.749052287|-2.06461809|-36.36860892|87.37742985|-26.46800754|71.5057033|-1323.400377|7.545677222999999|0.898338973|160.8550748|-848.2869380000001|35.33532702|0.02161528|1766.7663510000002|0.0|0.0|2.0|4.73|0.14|17.0|-7.12|3.55|1.0|0.0|0.0|5.0|-3.99|417.41|0.0|2.44|0.000102|4.81e-05|0.0201|2.88|0.0|7.599999999999999e-08|3.17e-05|5.2313|3.8763|-1431.404673|1120.43|0.4088|237.0|507.71|0.69109|-1431.180191|0.3892|-0.15688|4.8181|-0.21201|6.5278|9.0|8.0458|8.0458
10_a3|0.0|0|0.0|0.0|6.823286122000001|0.605017375|0.0|0.190318474|4.727387819|-0.1152010919999999|3|0.034166667|0.017396832|1.684975382|-0.381954986|-0.008037672|10.31162304|1|-0.005959152|-0.0495219879999999|-0.0947326669999999|-0.616256033|3|0.8947911009999999|0.078405316|0.834020779|-0.1007256719999999|-0.0989320009999999|0.518341632|0.014615264|-45.8148076|6.768239856|248.0820067|-0.0359752729999999|-21.21655855|3.134330682|0.7066293240000001|-1.187184014|-21.60122201|56.68388955|-16.65993003|53.41368558|-549.7776912|5.031169383|0.701266803|135.8581743|-254.5987025|23.57661855|0.023470578|778.0284121000001|1.0|1.0|1.0|3.02|0.0|21.0|-6.51|3.79|0.0|0.0|0.0|2.0|-4.3|305.36|0.0|2.52|5.07e-05|0.000145|0.0443|2.43|0.0|3.06e-07|9.35e-05|5375.0|3.4217|-1288.190838|830.63|0.2124|230.67|323.26|0.68995|-1288.050987|0.0463|-0.15011|6.7458|-0.21249|9.3381|7943.0|5.1|5.1
7s_a46|0.0|0|0.0|0.218897825|7.727094485|1.160371307|2.117265684|-0.0778653109999999|5.533389489|-0.076841616|1|0.044509804|-0.210750635|0.0|-0.240797051|0.0060802|10.94651358|1|0.005577925|0.012197837|0.018964141|-0.3638523629999999|1|0.778692012|-0.030371026|0.768056188|-0.096723151|-0.083011849|0.249893305|0.008871171|-41.72189594|4.458665639|166.3052939|-0.031623562|-20.9694955|2.240932895|0.8198874559999999|-1.3281895890000002|-24.43308641|47.36217237|-15.894055599999998|53.07188519|-667.5503351|5.565371272|0.7662292690000001|90.5248694|-335.5119279|19.38565529|0.01122216|814.1975221|1.0|1.0|1.0|3.08|0.26|17.0|-6.08|3.65|0.0|0.0|0.0|2.0|-4.07|305.37|0.0|3.12|8.590000000000001e-05|5.76e-05|0.0176|3.32|0.0|8.39e-07|0.000256|5.2972|4293.0|-974.8067569|916.7|0.4164|234.06|446.63|0.69976|-974.615216|0.1186|-0.17923|2.4286|-0.19947|3.6655|1985.0|5.7022|5.7022
47o_a18|0.0|0|0.0|0.0|7.03438793|1.251177005|0.0|0.052875948|4.844187086|-0.055408687|0|0.037484277|-0.006238734|0.0|-0.4339284229999999|-0.00046896|10.94702017|0|0.000787517|-0.103458566|-0.156998637|-0.490807196|0|0.7452092359999999|-0.066242713|0.733228144|-0.077288013|-0.088436375|0.261785105|0.008692675|-64.2280736|6.313168526|77.37089184|-0.034545459|-46.6464782|4.585021184|0.872753077|-2.210909375|-40.76618466|70.23090572|-25.08909125|62.44459815|-1605.70184|9.808930716|0.972958142|92.41474142|-1166.161955|28.74706708|0.008265369|1839.812293|1.0|1.0|3.0|4.17|0.25|18.0|-9.37|3.69|3.0|1.0|0.0|9.0|-5.66|454.56|0.0|2.76|2.19e-06|8.38e-06|0.00381|4.16|0.0|4.26e-10|1.93e-07|3.22|3.22|-1455.574672|1352.29|0.5065|385.04|706.49|0.69248|-1455.162559|0.5065|-0.13203|2.2316|-0.18223|2.8284|47.0|7.3279|7.3279
8d_a32|0.0|1|3.474433107|0.0|7.765993078999999|0.609420756|0.0|0.143684876|5.733341277|-0.089662873|0|0.0388738739999999|0.062782795|2.146260246|-0.519620595|-0.006974711|10.31100269|3|-0.005162219|0.001558357|0.002805572|-0.629535754|0|0.825020753|-0.11492754|0.789198712|-0.109612139|-0.109968322|0.261692269|0.01593079|-69.11005922|10.01177286|321.2496412|-0.03346862|-43.43251025|6.291941176|0.708567136|-1.539556512|-43.2918338|81.54594837|-21.03349629|78.89798692|-967.5408291|8.106843676|0.887243042|183.1522214|-608.0551435|29.684549600000004|0.019788058|1365.489282|0.0|1.0|2.0|3.5|0.26|19.0|-7.26|6.42|1.0|0.0|1.0|7.0|-6.08|397.52|1.0|3.57|8.41e-07|4.36e-05|0.0173|3.17|0.0|5.51e-08|2.19e-05|3.5588|3.5588|-1880.773727|111.16|0.3018|348.39|540.98|0.7026100000000001|-1880.540067|0.3018|-0.14765|1.0269|-0.20115|1873.0|8.0|8.0809|8.0809
14b_a50|0.0|0|0.0|0.0|7.934155233999999|1.267593742|4.240438135|-0.092558007|5.82008293|0.0228205129999999|2|0.030219907|-0.068176984|2.115127752|-0.255822608|0.010215823|10.94501788|2|0.011249462|-0.1786649189999999|-0.280243276|-0.306633966|1|0.74726683|-0.076752616|0.71456262|-0.050362464|-0.076674952|0.7031402240000001|0.022423099|-50.27694576|14.70317076|25.31245624|-0.025558317|-32.9673668|9.64109526|0.637281054|-1.533499045|-21.65397937|64.58491917|-16.75898192|47.72661339|-1005.538915|6.3538844910000005|0.8030515570000001|237.8403928|-659.347336|26.29763086|0.021820402|1577.857852|1.0|1.0|0.0|4.64|0.35|20.0|-6.86|3.72|2.0|0.0|0.0|7.0|-4.6|441.52|0.0|3.6|2.51e-05|1.6800000000000002e-05|0.0074099999999999|3.51|0.0|1.3900000000000001e-07|6.12e-05|5.2834|4.0775|-1431.068494|1253.87|0.1637|234.67|533.25|0.64303|-1430.72987|0.1373|-0.16874|5.3711|-0.1936|6.7927|6.58|5.1818|5.1818
13m_a6|0.0|1|3.415695704|0.0|6.842683282|1.429020166|0.0|0.031719435|4.727387819|-0.135152403|2|0.0446875|0.021526267|1.617900191|-0.628720289|-0.0093684169999999|10.9505335|1|-0.00687003|-0.068956229|-0.118693789|-0.568024162|2|0.870730542|-0.031564227|0.82642394|-0.0989137669999999|-0.107644789|0.429009107|0.01858251|-75.05944278|12.95736535|91.22689385|-0.0378750189999999|-52.33806464|9.035018118|0.7362989999999999|-2.045251|-48.09294654|89.65257305|-26.40980394|81.92876874|-1426.129413|8.435961541000001|0.926594475|183.8755989|-994.4232282|35.8683143|0.020928405|1936.888972|1.0|1.0|3.0|3.59|0.08|27.0|-9.67|4.19|1.0|0.0|0.0|6.0|-4.64|435.48|0.0|2.67|2.27e-05|5.24e-05|0.0228|2.43|0.0|2.1499999999999998e-10|9.35e-08|3.9127|3.3359|-1423.762467|1231.54|275.0|316.88|546.69|0.64753|-1423.448957|0.1924|-0.13817|4.2913|-0.20954|6.5243|0.01|8.0|8.0
12ax_a36|0.0|1|3.429529478|0.0|7.412764017000001|1.280791885|0.0|-0.0943348109999999|5.351858133|-0.040458296|2|0.043383838|0.075802407|0.0|-0.414810497|-0.001012333|10.958822|1|-0.00097037|-0.101451485|-0.1716508239999999|-0.440372791|1|0.884841888|-0.056676035|0.771220556|-0.073739612|-0.107815607|0.375647684|0.019128091|-72.11700812|12.79462904|36.17982162|-0.038813619|-48.23849712|8.558226304|0.7648530440000001|-1.940680931|-32.99232962|84.58859134|-25.96212292|62.11847297|-1298.106146|7.563197245|0.955040697|157.28794140000002|-868.2929481000001|33.94393618|0.018645135|1697.196809|0.0|0.0|2.0|4.74|0.14|17.0|-7.76|3.99|2.0|0.0|0.0|5.0|-5.08|450.32|0.0|2.82|8.27e-06|6.55e-06|0.00295|3.93|0.0|1.74e-08|7.83e-06|5.2372|3.8889|-2152.130959|1182.31|0.5236|236.74|552.0|0.69348|-2151.910753|0.4167|-0.15728|4.5001|-0.21324|6.0402|12.0|7.9208|7.9208
7_a27|0.0|0|0.0|0.0|6.842683282|1.40247849|3.330197625|0.112935885|4.727387819|-0.050197188|2|0.049625|-0.133453335|1.280380317|-0.288487667|0.010291744|10.93773474|1|0.010596392|-0.19575909|-0.323631281|-0.500327496|2|0.6413629129999999|-0.08694032|0.62067794|-0.060745542|-0.084531496|0.358145768|0.015099075|-47.44936449|8.475438874|10.66993367|-0.0300556429999999|-26.6343589|4.757447929|0.763564713|-1.352503929|-19.13983132|55.55559276|-16.87088515|42.57323098|-759.1898319000001|6.446345598|0.875167537|132.7162621|-426.1497425|22.09489892|0.014441323|994.2704516|0.0|1.0|0.0|3.24|0.2|21.0|-6.61|3.32|0.0|0.0|0.0|3.0|-4.06|345.4|0.0|3.14|8.66e-05|5.2e-05|18.0|3.02|0.0|2.43e-07|8.4e-05|4.1205|4.1205|-1122.455548|1016.96|0.4179|300.9|505.5|0.61278|-1122.249324|0.4179|-0.16734|4.2487|-0.2162099999999999|6.3813|1.0|9.0|9.0
13b_a50|0.0|0|0.0|0.0|7.934155233999999|1.267593379|4.253030728|-0.067327798|5.82008293|0.010464577|2|0.032833333|-0.0204949039999999|2.117002752|-0.263615417|0.010435712|10.94500743|2|0.011379776|-0.173463805|-0.269353185|-0.319215353|1|0.749187803|-0.097736369|0.71935296|-0.051509874|-0.080785633|0.435064196|0.019899348|-57.74541064|14.22401427|104.0753113|-0.026928544|-41.27630533|10.16729727|0.700410304|-1.696498291|-26.31826007|70.09526468|-19.24847021|51.04317051|-1212.6536230000002|9.514897025|0.7609056040000001|214.1461224|-866.8024118999999|27.48170624|0.017277404|1731.347493|1.0|1.0|0.0|4.78|0.37|20.0|-7.23|4.24|2.0|0.0|0.0|7.0|-5.02|455.55|0.0|3.99|9.65e-06|7.92e-06|0.00361|3.91|0.0|5.87e-08|2.68e-05|4.2315|4.1161|-1470.401544|1339.39|0.1589|293.0|617.26|0.63872|-1470.039226|0.1553|-0.1701599999999999|5.5271|-0.19622|7.1645|1.83|5.7375|5.7375
12ac_a36|0.0|1|3.4419617660000004|0.0|7.412764017000001|1.297043188|0.0|-0.050997272|5.351858133|-0.073735973|2|0.042560386|0.03586247|0.0|-0.450737917|0.000584134|10.95345846|1|0.0018565629999999|-0.098698552|-0.166354116|-0.433636165|1|0.8058720979999999|-0.020272679|0.770400825|-0.080202334|-0.104391657|0.4712820929999999|0.021508835|-72.4798052|14.93372351|118.0445703|-0.036062573|-50.32319912|10.36858115|0.7316461470000001|-1.98344149|-38.66245764|86.51036063|-25.03847816|70.61872461|-1377.116299|8.126831024|0.801074136|186.3198219|-956.1407834|34.22211444|0.020208014|1882.216294|0.0|0.0|2.0|4.86|0.17|17.0|-6.89|3.16|1.0|0.0|0.0|6.0|-3.81|423.47|0.0|1.84|0.000154|0.000112|0.0476|2.36|0.0|1.29e-07|5.4600000000000006e-05|3.8843|3.8594|-1385.606133|1200.61|0.3302|319.2|554.84|0.56357|-1385.3211789999998|0.0249|-0.15675|4.0208|-0.20949|5.4387|13.0|7.8861|7.8861
19_a31|0.0|1|3.2411335510000003|0.0|7.401841579|0.61013725|0.0|0.062492295|5.351858133|-0.086654127|0|0.0427124179999999|-0.044625452|0.0|-0.46087445|-0.005956522|10.31169935|2|-0.0038998559999999|-0.081398052|-0.1751017789999999|-0.615878515|0|0.656654981|-0.138769819|0.6427749970000001|-0.0909201569999999|-0.113333675|0.279690511|0.014675044|-66.3863707|8.596058678|75.32978176|-0.036060715|-38.88650245|5.035230173|0.776211804|-1.586671445|-31.1960848|75.31824576|-21.12293613|61.85348014|-929.4091898|7.0760696020000005|0.805382437|131.0862475|-544.4110343|27.21285095|0.0152483439999999|1197.365442|1.0|1.0|2.0|3.44|0.28|16.0|-7.39|5.8|1.0|0.0|0.0|7.0|-4.67|358.43|0.0|3.47|2.14e-05|0.0001199999999999|0.0431|2.93|0.0|4.08e-08|1.46e-05|5.0344|3.9477|-1489.532192|1028.58|0.3205|246.28|537.66|0.7005600000000001|-1489.323855|0.2271|-0.16367|1.7076|-0.20675|2.4209|1.8|5.7447|5.7447
19a_a38|0.0|1|3.3685352889999995|0.0|7.412764017000001|1.297044508|0.0|-0.084389038|5.351858133|-0.082283951|2|0.043848238|0.054257043|0.0|-0.431265985|-0.002526241|10.96083376|1|-0.000673716|-0.101303149|-0.217394466|-0.4342819429999999|1|0.724208473|-0.133130383|0.698414933|-0.08593151|-0.108300308|0.298938581|0.022142322|-64.73159672|13.23456869|137.2318698|-0.038988111|-38.69037594|7.910363161|0.744796537|-1.949405536|-30.69910427|77.20795279999999|-23.30337482|64.59623135|-1165.168741|6.923156054|0.872060139|152.5362948|-696.4267669|31.28824271|0.020873781|1564.412135|1.0|1.0|3.0|4.83|0.14|17.0|-6.86|3.13|1.0|0.0|0.0|5.0|-4.14|401.44|0.0|2.68|7.209999999999999e-05|6.77e-05|0.0272|2.78|0.0|1.4e-07|5.610000000000001e-05|3.9212|3.6504|-1332.186327|1092.25|0.2668|316.19|466.55|0.68835|-1331.94466|0.0721|-0.15108|4.7986|-0.20379|6.0223|0.01|8.0106|8.0106
14ad_a23|0.0|0|0.0|0.0|7.423568444|1.197962774|3.3437482860000003|-0.1101542319999999|5.351858133|-0.028065075|2|0.0444129979999999|0.118047355|0.735584095|-0.4663820279999999|0.008996289|10.31321689|2|0.009675528|-0.143336826|-0.253318853|-0.376350719|2|0.7763406840000001|-0.050707765|0.7317531540000001|-0.059168372|-0.085840335|0.224009311|0.033831691|-61.35364811|24.18091285|52.63180108|-0.029653934|-43.85199724|17.28310144|0.575880959|-1.630966366|-30.226481300000003|85.20135045|-21.19489662|66.47100256|-1165.7193140000002|8.661363236|0.8866211979999999|303.1354708|-833.1879476|36.80430179|0.033365494|2024.236598|0.0|1.0|1.0|3.73|0.12|26.0|-7.6|3.48|2.0|1.0|0.0|7.0|-5.8|471.53|0.0|3.39|1.6e-06|8.22e-06|0.0038799999999999|3.52|0.0|2.49e-08|1.17e-05|3.3867|3.3867|-1858.957788|1287.26|0.4106|366.09|618.01|0.6956600000000001|-1858.668058|0.4106|-0.13734|5.2331|-0.20659|6.7584|4.0|8.3595|8.3595
