molecula|NaaNH|n9FaHRing|SssssC|NaasN|SRW09|nAHRing|BCUTs-1|SaasN|AATSC1c|AATSC1s|n6HRing|JGI4|SaaaC|ATSC1c|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aRing|n5aHRing|AATSC1pe|AATSC7i|AATSC1i|MATS1c|n6aHRing|BIC2|MATS8s|MATS8d|GATS1pe|RASA|FNSA3|FNSA5|PBF|FPSA3|PNSA3|PNSA5|RPSA|TPSA_x|WNSA5|RPCS|FNSA2|WNSA3|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|PNSA2|MOMI-Z|FPSA1|GeomDiameter|DPSA1|Mor01p|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Brenk|Molar refractivity|Veber filter|Log S (Ali)|Heavy atom count|Log Kp (cm/s)|Molecular Mass|BBB|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Total Energy (gas phase) (Hartree)|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50
16e_a32|1|1|0.0|0|7.765993078999999|0|0.609420752|0.0|-0.0154404319999999|-0.06951854|0|0.040982906|2.080236877|-0.772021601|-0.0048042729999999|-0.070351839|10.31100268|-0.01320745|3|3|-0.002310082|-0.079817994|-0.219947482|-0.698621582|0|0.86370575|0.096017785|-0.022651598|0.7619492790000001|0.7903051590000001|-0.087117996|-0.117338144|0.504569498|0.024145309|-55.957388|-75.36830928|0.209694841|134.6906051|-48.41036206|39.27920316|-1.760072163|-35.94239328|-24.05371573|71.46633549|0.458956284|2710.157931|507.6266039|-1130.524639|3376.1299740000004|0.297773438|12.15001203|-259.78720209999994|573.3529948|1.0|1.0|1.0|2.0|0.26|-7.38|6.03|0.0|111.95|1.0|-6.59|28.0|-6.15|413.52|0.0|1.0|-4.75|2.58e-07|0.000107|1.7899999999999998e-05|3.76|0.0|0.0|1.73e-05|-0.0505899999999999|3.6214|4.59|-1955.965644|677.82|342.37|0.2858|0.7022|0.7022|-1955.766505|-0.14991|-1955.827194|3.9389|7.0|8.1367
5g_a40|0|0|0.0|1|8.149890544|0|0.604913142|1.534673091|-0.016033575|-0.190406197|0|0.044946237|0.64025463|-0.5611751220000001|-0.012794054|0.122088541|10.31198315|-0.091116241|2|2|-0.012008571|-0.104356485|0.137067086|-0.4748772539999999|0|0.818555255|0.006643696|-0.1312278909999999|0.7733200179999999|0.67772744|-0.153687065|-0.14338431|0.245639795|0.024937196|-72.93994279|-68.05025116|0.32227256|152.9506864|-32.29667648|0.0|-1.577227413|-34.61732609|-23.39227384|84.77514603|0.488538966|2054.810452|321.64971460000004|-748.5527627|593.8133184|0.254650681|12.10939827|-232.8857705|266.8102663|0.0|1.0|0.0|2.0|0.21|-2.89|2.69|1.0|78.2|0.0|-4.24|21.0|-6.6|301.32|0.0|1.0|-3.37|5.78e-05|0.0174|0.000426|2.17|0.0|0.0|391.0|-0.0540299999999999|3.48|4.02|-1328.015099|489.04|356.27|261.0|0.6563|0.6563|-1327.9345529999998|-0.14505|-1327.982732|6.7957|123.0|6.9101
12bf_a36|1|0|0.0|0|7.412764017000001|2|1.297043948|0.0|-0.00832865|-0.119979424|2|0.044197531|0.0|-0.4497470879999999|-0.006877664|-0.096665166|10.96022305|-0.0206090089999999|1|1|-0.004358975|0.359635716|-0.250781298|-0.433281391|1|0.836170906|-0.0480253509999999|-0.033696875|0.632625562|0.6791406640000001|-0.090461753|-0.110255801|0.356652646|0.0217611939999999|-58.26326838|-71.01192632|0.320859336|206.6543367|-45.73631152|0.0|-1.874348624|-37.52534442|-24.14405495|72.27889645|0.474826911|2902.591295|437.4108773|-1207.2027480000002|2522.341812|0.294529031|14.37031118|-264.6734075|593.6088758|0.0|1.0|0.0|2.0|0.14|-7.12|3.55|0.0|123.67|0.0|-3.99|31.0|-6.8|417.41|1.0|0.0|-4.32|0.000102|0.0424|4.81e-05|2.88|0.0|0.0|3.17e-05|-0.0571299999999999|5.2319|3.66|-1431.380702|670.85|320.04|0.4518|0.40663|0.69292|-1431.187555|-0.15677|-1431.246893|7.5932|6.0|8.2218
12o_a36|1|0|0.0|0|7.412764017000001|2|1.297042837|0.0|-0.0100574069999999|-0.079716275|2|0.040770975|0.0|-0.613501857|-0.00233752|-0.059733192|10.96036596|-0.010904454|1|1|-0.000472698|0.065221584|-0.213993335|-0.5110239679999999|1|0.799869816|0.141570244|-0.01854899|0.817582774|0.7592112809999999|-0.082048664|-0.10624773|0.514457955|0.023402195|-59.0895896|-76.51720886|0.2407887189999999|173.4105814|-55.10596064|112.1259723|-2.018706878|-42.554984000000005|-25.50573629|75.94332024|0.469699889|3009.981519|546.7667677000001|-1453.826968|2778.220342|0.333537155|13.80895167|-239.7655413|757.7532208|0.0|1.0|0.0|3.0|0.17|-6.93|2.38|0.0|138.06|0.0|-3.54|33.0|-7.66|438.48|0.0|0.0|-3.64|0.000292|128.0|0.000227|1.85|0.0|0.0|5.18e-05|-0.05456|5.1927|4.5|-1440.926241|728.07|320.16|0.4075|0.36719|0.67273|-1440.671057|-0.15695|-1440.734965|6.6471|0.04|7.3979
6e_a40|0|0|0.0|1|8.421342866|1|0.604892975|1.75595616|-0.0148450439999999|-0.074872854|0|0.039160494|0.744550501|-0.69771706|-0.0026177839999999|0.103594243|10.30179954|-0.205140551|2|2|-0.002992481|-0.276969278|-0.037027769|-0.6319354389999999|0|0.8361555479999999|-0.011405885|-0.289988439|0.648802794|0.74620476|-0.107312598|-0.1164147119999999|0.376602018|0.015875595|-70.52033811|-76.50178121|0.25379524|166.7812216|-50.27304895|35.33106374|-2.095464821|-46.34235117|-32.02400144|80.95296505|0.441911406|3075.060648|490.3675161000001|-1377.032062|3854.417113|0.133008824|12.49434084|-482.3355765|587.7345677999999|1.0|0.0|1.0|1.0|0.21|-4.63|5.02|2.0|125.15|1.0|-7.76|30.0|-6.09|476.98|0.0|1.0|-5.58|1.74e-08|8.31e-06|2.6e-06|4.4|1.0|0.0|0.0112|-0.09682|2.9549|8.35|-2831.156883|671.95|419.59|0.3625|0.67187|0.67187|-2830.986514|-0.1195799999999999|-2831.048968|11.5248|18.0|7.7447
4e_a49|0|0|0.0|1|7.535296702|1|1.343847746|2.085628989|-0.006602016|-0.074495823|2|0.036555556|1.713107022|-0.3631108529999999|-1.8100000000000003e-05|-0.053787795|10.92777282|0.018857363|1|1|0.000660956|-0.130491035|-0.060391347|-0.403194204|2|0.803344301|0.0063958109999999|0.032396301|0.731643066|0.757062331|-0.09422276|-0.087866673|0.433385455|0.017142176|-57.79309816|-53.89448633|0.242937669|149.0098632|-33.05708028|60.11195021|-1.493733437|-35.44835874|-17.96482878|68.30753733|0.471635821|2675.626006|464.3567821|-916.2062675|1647.641653|0.349671525|15.01788083|-184.4129453|620.5697596|1.0|1.0|1.0|2.0|0.22|-7.36|3.4|0.0|114.08|0.0|-3.28|30.0|-7.52|399.45|0.0|1.0|-3.52|0.000528|211.0|0.000305|1.71|0.0|0.0|1.74e-05|-0.06461|5.7301|3.34|-1313.158118|660.22|327.34|0.2273|0.4078199999999999|0.68043|-1312.924353|-0.1585099999999999|-1312.98289|4.8707|34.0|7.4685
3d_a49|0|0|0.0|1|7.535296702|1|0.406515615|2.089548665|-0.003398408|-0.3456333889999999|2|0.036335697|1.775376197|-0.173318804|-0.00918253|-0.068390038|10.35020259|0.017871379|1|1|-0.004253844|-0.149675594|-0.129666234|-0.202380888|2|0.808676284|0.01450704|0.029549308|0.846953747|0.733071652|-0.099295364|-0.094384452|0.464410121|0.009601398|-57.52001036|-54.67520803|0.266928348|154.6267696|-31.67236018|0.0|-1.698920144|-33.32030276|-20.93944137|63.08192694|0.486368221|2809.9605100000003|424.6551631|-984.1537446|1660.7054380000002|0.243377955|12.87442833|-297.31302830000004|549.3593871|0.0|1.0|1.0|3.0|0.15|-6.15|0.72|0.0|111.41|0.0|-5.19|28.0|-6.58|392.45|0.0|1.0|-4.44|6.42e-06|0.00252|3.6200000000000006e-05|2.98|0.0|0.0|0.000278|-0.05766|5.1844|4.02|-1594.552258|615.3|318.67|0.2899|0.3523699999999999|0.67215|-1594.380348|-0.16147|-1594.435881|2.3278|2.34|5.6308
8a_a32|1|1|0.0|0|7.773594467000001|0|0.609420757|0.0|-0.010151321|-0.056633919|0|0.04008547|2.059960334|-0.497414715|-0.003484915|-0.020716518|10.31100269|-0.128684642|3|3|-0.001662219|-0.050766252|-0.1534110109999999|-0.591393096|0|0.845443342|-0.184419911|-0.2166242669999999|0.7507116140000001|0.814553726|-0.083474428|-0.109412858|0.221908108|0.018321589|-52.34893512|-68.61558335|0.185446274|116.298071|-43.03057598|66.81560596|-1.641192863|-32.82934751|-22.37464674|63.83886888|0.480024324|2574.085885|510.8273411|-1029.23375|3312.822051|0.250915471|14.26997798|-312.4144752|557.1050635|1.0|1.0|1.0|2.0|0.26|-7.65|6.49|0.0|110.69|1.0|-6.82|27.0|-5.76|397.52|0.0|1.0|-4.99|1.5199999999999998e-07|6.03e-05|1.02e-05|4.17|0.0|0.0|8.86e-06|-0.06166|3562.0|4.98|-1880.732222|667.29|348.07|0.4315|0.70316|0.70316|-1880.536478|-0.1445|-1880.595748|7.6703|45.0|7.3468
12u_a30|0|0|0.0|0|7.412764017000001|2|0.604983445|0.0|-0.006935447|-0.027452346|2|0.043383838|0.0|-0.367578706|0.002431329|0.028815747|10.31162873|-0.0646674999999999|1|1|0.001805829|-0.15896471|-0.0857954809999999|-0.467189145|1|0.83236194|-0.055829439|-0.105767484|0.711738503|0.84944095|-0.0773921259999999|-0.097867106|0.477056017|0.015562896|-51.83732031|-65.55148142|0.15055905|100.8445957|-43.90644499|0.0|-1.859475018|-34.72068676|-25.41792137|62.26136323|0.443167712|3001.03926|568.9563615000001|-1245.478147|2608.6452440000003|0.189537132|14.01586754|-415.8966522|685.6665849999999|1.0|1.0|0.0|1.0|0.14|-7.8|5.11|0.0|137.3|0.0|-6.58|31.0|-5.52|467.37|0.0|1.0|-6.04|2.64e-07|0.000123|9.14e-07|5.12|0.0|0.0|7.39e-06|-0.0528299999999999|3.5003|5.08|-2494.927579|705.15|354.21|0.1502|0.6847|0.6847|-2494.736802|-0.1486299999999999|-2494.7995530000003|7.0553|34.0|7.4647
11b_a31|1|0|0.0|0|7.765993078999999|1|0.610137403|0.0|-0.01950528|-0.172248605|0|0.043380952|0.0|-0.838727032|-0.014385937|-0.1488994619999999|10.31169957|-0.046362952|2|2|-0.010716217|-0.129901143|-0.16780872|-0.564706551|0|0.834596039|0.067031897|-0.074254978|0.7943850720000001|0.545458754|-0.143839236|-0.148709304|0.26165445|0.037758271|-80.0942166|-82.80602396|0.454541246|253.1028809|-46.10900197|87.78853803|-1.784511651|-44.59898223|-24.84180719|101.1192111|0.473305522|2410.572158|303.7286124|-993.6722875|1756.711832|0.330276165|12.96936635|-189.0151528|397.3137532|1.0|1.0|1.0|2.0|0.24|-5.45|4.67|0.0|92.51|0.0|-4.74|25.0|-6.73|357.38|0.0|1.0|-3.75|1.82e-05|0.00649|0.000178|2.46|0.0|0.0|0.00128|-0.03574|3.8437|4.07|-1520.0430279999998|589.56|322.57|0.2634|0.70073|0.70073|-1519.909742|-0.15936|-1519.967224|4.7518|0.53|6.2757
12w_a36|1|0|-4.750262163|0|7.412764017000001|2|1.24014105|0.0|-0.015825416|-0.297354748|2|0.041555556|0.0|-0.917874106|-0.011700732|-0.041402825|10.96020797|-0.010726574|1|1|-0.007897954|0.115646674|-0.3344729369999999|-0.604676196|1|0.828393514|-0.098657593|-0.016393443|0.624142499|0.828363244|-0.086826396|-0.111267166|0.532980165|0.021104445|-62.34080876|-79.88912835|0.171636756|123.23411609999998|-57.35989379|0.780959767|-2.225343322|-44.76031023|-29.58856606|77.49366829|0.4672300679999999|3230.870697|594.7596206000001|-1597.782567|2602.5207|0.29463721|15.701847400000002|-294.8983941|672.4630346|1.0|1.0|0.0|2.0|0.17|-7.14|3.31|0.0|130.43|0.0|-5.2|34.0|-6.4|465.43|0.0|0.0|-5.07|6.26e-06|0.00291|8.6e-06|3.86|0.0|0.0|3.37e-05|-0.05326|3.8881|4.86|-1645.169951|712.88|318.88|0.4508|0.69466|0.69466|-1644.953222|-0.15708|-1645.017691|7.0746|23.0|7.6383
14a_a3|0|0|0.0|0|6.823286122000001|0|0.6050202020000001|0.0|-0.009312773|-0.1160619169999999|3|0.043464052|1.772745969|-0.363198151|-0.00603969|-0.039177314|10.3116301|-0.172643335|1|1|-0.004161699|-0.267665193|-0.094863591|-0.582572884|3|0.7574238740000001|0.164994144|-0.287221775|0.8255789570000001|0.790894937|-0.091731577|-0.094609848|0.21389849|0.0140376889999999|-45.12132248|-46.53709886|0.209105063|102.8554977|-22.89086827|83.70773843|-1.324537874|-22.1944701|-18.09776067|52.02624107|0.481997259|2160.698862|389.0288018|-651.519384|1186.412113|0.239123122|10.24853699|-256.6424807|358.3503513|1.0|1.0|1.0|1.0|0.06|-6.89|4.28|0.0|93.25|0.0|-4.45|23.0|-6.42|319.38|0.0|1.0|-3.99|3.54e-05|0.0113|0.000103|2.58|0.0|0.0|4.08e-05|-0.06736|3.2363|2.44|-1327.485188|528.91|383.1|0.4524|0.69708|0.69708|-1327.354384|-0.1321|-1327.403067|4.6689|0.03|7.5229
3b_a32|1|1|0.0|0|7.758333467000001|0|0.609420808|0.0|-0.007388108|-0.064476472|0|0.042528736|2.21541916|-0.265971895|-0.001282231|-0.1113575119999999|10.31100281|0.10614163|3|3|0.00020567|-0.078754696|-0.151445075|-0.536470812|0|0.800396027|0.094335058|0.167519182|0.7725667079999999|0.8407393809999999|-0.073068133|-0.100355499|0.2719741|0.014636992|-35.8437493|-49.22963237|0.159260619|78.12568166|-24.14971513|0.0|-1.103910485|-17.58323784|-16.40987746|43.023961|0.460751087|2092.213643|412.4267349|-541.5259561|1084.520517|0.2358716619999999|10.69254007|-259.1375886|323.0421997|1.0|1.0|1.0|1.0|0.13|-6.5|6.25|0.0|88.24|0.0|-5.73|21.0|-5.57|312.41|0.0|1.0|-4.65|1.86e-06|0.0005809999999999|2.23e-05|3.71|0.0|0.0|9.97e-05|-0.05396|3.5545|2.45|-1594.095192|524.46|348.81|0.2905|0.70257|0.70257|-1594.0008779999998|-0.1474099999999999|-1594.049677|5.7777|6.0|8.2366
7e_a8|1|0|0.0|1|7.05012252|0|1.394799915|1.3496955309999998|-0.006027596|-0.052939815|0|0.043758865|0.0|-0.289324602|0.0024398329999999|-0.11032771|10.94332434|-0.0446343779999999|1|1|0.002669179|-0.075638618|0.07125309|-0.341022848|0|0.732001738|-0.023521398|-0.072307692|0.577394732|0.8291560379999999|-0.08608941|-0.0886889709999999|0.286669793|0.0215993429999999|-51.4880895|-53.04282692|0.170843962|102.177831|-31.72369068|63.5628736|-1.6850904519999998|-30.79383811|-22.39586026|64.40615805|0.4742828629999999|2605.914474|495.8990914|-1007.813711|2032.501296|0.223998448|14.654025199999998|-330.14031780000005|519.5762494|1.0|0.0|0.0|1.0|0.04|-8.29|5.16|0.0|108.43|0.0|-5.75|29.0|-5.43|385.39|0.0|1.0|-5.41|1.78e-06|0.000686|3.87e-06|4.54|0.0|0.0|1.95e-06|-0.0697|3.8142|6.32|-1300.467069|622.23|383.1|0.3461|0.6998300000000001|0.70177|-1300.271093|-0.13577|-1300.327213|11.4436|35.1|4.4547
19a_a38|1|0|0.0|0|7.412764017000001|2|1.297044508|0.0|-0.007986407|-0.082283951|2|0.043848238|0.0|-0.431265985|-0.002526241|-0.122385526|10.96083376|-0.077535135|1|1|-0.000673716|0.116434494|-0.217394466|-0.4342819429999999|1|0.819222745|0.031696119|-0.133130383|0.698414933|0.747152898|-0.08593151|-0.108300308|0.298938581|0.022142322|-51.36166266|-64.73159672|0.252847102|151.1278869|-38.69037594|0.0|-1.949405536|-30.69910427|-23.30337482|64.59623135|0.465829126|2774.129458|446.57675660000007|-1165.168741|2304.055966|0.255203463|12.96056449|-292.6320538|595.8790650000001|1.0|1.0|1.0|3.0|0.14|-6.86|3.13|0.0|125.69|0.0|-4.14|30.0|-6.77|401.44|0.0|1.0|-4.17|7.209999999999999e-05|29.0|6.77e-05|2.78|0.0|0.0|5.610000000000001e-05|-0.05271|3.9212|3.41|-1332.1529369999998|628.65|339.65|0.2668|0.6329100000000001|0.68835|-1331.94466|-0.15108|-1332.002093|6.0223|0.01|8.0106
12q_a36|1|0|0.0|0|7.412764017000001|2|1.29701394|0.0|-0.00761082|-0.043678703|2|0.042804233|0.0|-0.410984299|0.0005016269999999|-0.0651906459999999|10.9598352|-0.0433009009999999|1|1|0.0010871589999999|0.1161527719999999|-0.177407665|-0.441747876|1|0.828371596|-0.017640538|-0.074349074|0.8065052890000001|0.82911927|-0.07607684|-0.1060430969999999|0.324924033|0.018562763|-49.18227989|-68.5549152|0.17088073|110.4712541|-44.31949385|0.0|-1.908775752|-31.79544084|-24.67976947|61.18276554|0.486620426|2786.514757|536.0103834|-1233.988474|2380.245597|0.231307611|14.69971555|-347.4093916|629.5017194000001|0.0|1.0|0.0|2.0|0.14|-7.18|3.35|0.0|128.76|0.0|-4.44|30.0|-6.49|415.88|1.0|1.0|-4.59|3.64e-05|0.0151|2.55e-05|3.31|0.0|0.0|2.77e-05|-0.05602|5.2375|3.79|-1692.5102989999998|683.51|320.77|0.4239|0.39919|0.6863199999999999|-1692.3116350000005|-0.1566|-1692.370918|6.4226|6.0|8.2218
14k_a23|0|1|0.0|2|7.423568444|0|1.1979621459999998|3.358995671|-0.005866159|-0.024758731|2|0.046283951|0.74561778|-0.299174093|0.010682694|-0.055500851|10.31321813|-0.055708465|2|2|0.009263715|0.082632648|-0.13187015|-0.463402169|2|0.800643488|0.140087361|-0.091426449|0.659570836|0.922397728|-0.0562483359999999|-0.079899943|0.226547411|0.018829201|-37.43135588|-53.17069631|0.077602272|51.64167457|-35.38329134|80.31548917|-1.597998852|-24.9092952|-22.62582822|49.96154892|0.486654314|2955.4566170000003|613.8243395|-1063.413926|2174.886074|0.216437606|15.99703938|-377.4022725|633.3278634|1.0|0.0|1.0|1.0|0.05|-7.99|4.0|1.0|125.29|0.0|-6.13|31.0|-6.03|445.93|0.0|0.0|-5.55|7.49e-07|0.000334|2.83e-06|4.21|0.0|0.0|4.55e-06|-0.07933|3.6421|4.1|-2089.501786|691.9|340.42|0.4694|0.63765|0.63765|-2089.293765|-0.14784|-2089.354026|8.3627|4.0|8.4123
4g_a46|0|0|0.171759574|1|7.825245291|1|1.134637064|2.156712018|-0.001702489|-0.010706405|2|0.046415344|0.0|-0.088529411|0.011488768|-0.055084605|10.96333695|-0.138341481|1|1|0.010608122|-0.144064904|-0.121452903|-0.2455749539999999|2|0.74106323|-0.200628401|-0.193115055|0.635494818|0.946829733|-0.056893316|-0.070153728|0.318162858|0.00801562|-32.64186634|-40.24987057|0.053170267|30.50581108|-23.0928866|72.82863401|-1.192613373|-18.72788427|-13.96424081|37.24073329|0.448462961|2242.010126|543.2323468999999|-684.2477996|2285.43285|0.1731389069999999|10.60062169|-375.0653627|568.1534007|1.0|1.0|1.0|0.0|0.38|-7.8|5.19|1.0|106.55|0.0|-5.38|26.0|-5.18|366.89|1.0|1.0|-5.38|4.22e-06|0.00155|4.16e-06|4.73|0.0|0.0|5.75e-06|-0.03985|4.4163|4.65|-1493.132001|615.33|280.74|0.1294|0.6983199999999999|0.6983199999999999|-1492.923098|-0.18602|-1492.979142|3.7113|2745.0|5.5615
6f_a40|0|0|0.0|1|8.421342866|1|0.604893424|1.750582483|-0.01691341|-0.156988665|0|0.038309179|0.737582436|-0.8287570679999999|-0.009302776|0.075227997|10.30179966|-0.190617284|2|2|-0.008368734|-0.233222505|0.092206207|-0.628934821|0|0.836826225|-0.032826285|-0.268802228|0.742681934|0.655786513|-0.134203859|-0.130571562|0.363785804|0.015998475|-86.21963207|-83.88605319|0.344213487|221.1408856|-53.89282175|40.01876255|-2.350288117|-55.39203581|-33.55442128|96.49789556|0.410805404|3021.330686|421.31181889999993|-1509.948957|3072.581297|0.137191276|11.87042702|-466.1748926|593.503189|1.0|0.0|1.0|2.0|0.21|-3.67|3.66|3.0|124.54|1.0|-6.95|30.0|-6.9|457.55|0.0|0.0|-4.64|1.13e-07|5.18e-05|2.3e-05|3.09|1.0|0.0|0.0967|-0.08982|3.5741|6.96|-2426.924155|668.95|482.43|0.2362|0.66642|0.69911|-2426.725129|-0.1131799999999999|-2426.787111|8.7269|42.0|7.3768
12t_a30|0|0|0.0|0|7.412764017000001|2|0.60498454|0.0|-0.007755575|-0.097216874|2|0.044197531|0.0|-0.411045472|-0.002544958|-0.0682882559999999|10.31162892|-0.04950715|1|1|-0.001131023|-0.158448053|-0.145315868|-0.464720444|1|0.83236194|-0.003937967|-0.080971844|0.591758164|0.696413582|-0.090535776|-0.1011561919999999|0.408290036|0.018862708|-58.89093185|-65.79920855|0.303586418|197.4742794|-42.80050261|0.0|-1.82081145|-38.30686627|-24.17113783|71.1605835|0.445760296|2976.648597|452.99711|-1184.385754|2479.787504|0.254294117|14.358001500000002|-319.6492937|616.2856203|1.0|1.0|0.0|1.0|0.14|-7.16|4.67|0.0|127.19|0.0|-5.49|31.0|-6.06|434.46|0.0|0.0|-5.17|3.24e-06|0.00141|6.71e-06|4.07|0.0|0.0|3e-05|-0.05542|5.0693|4.32|-1774.208418|677.85|349.67|0.2094|0.33647|0.6842600000000001|-1774.0165149999998|-0.15029|-1774.077985|3.2145|9.0|8.0496
A8301_a51|0|0|0.0|1|6.86171134|0|1.197963627|1.700610355|-0.00449765|-0.028789626|2|0.039058957|1.987294898|-0.242873103|0.00740124|-0.012770742|10.31321735|-0.1227504419999999|1|1|0.007083041|0.135886548|-0.0618359079999999|-0.4354420879999999|2|0.6959300979999999|-0.013846396|-0.21474885|0.7234449559999999|0.934739895|-0.055295165|-0.0780376929999999|0.339244706|0.008152073|-35.90764428|-50.67621589|0.065260105|42.37868986|-32.90818536|78.46116212|-1.6387915469999998|-23.3177516|-21.28401067|41.20144811|0.4799553379999999|2799.106729|607.0025787000001|-1064.200534|2461.663545|0.145040365|13.24988678|-461.0082758|690.8826121000001|1.0|1.0|1.0|1.0|0.04|-9.38|5.5|1.0|129.04|0.0|-6.6|31.0|-5.31|421.52|0.0|1.0|-5.93|2.5e-07|0.000105|1.17e-06|5.02|0.0|0.0|1.74e-07||||||||||||||12.0|7.9208
9g_a40|0|0|0.0|1|7.515889085|0|0.604992427|1.849105962|-0.0054957819999999|-0.0220464379999999|0|0.043730159|0.895670535|-0.225327061|0.011921308|0.139758613|10.31197177|-0.145879501|2|2|0.0115573539999999|0.133954053|-0.062672355|-0.383703998|0|0.764275277|-0.384131901|-0.242405063|0.665414608|0.90454157|-0.063539055|-0.079033043|0.002717414|0.021367335|-33.47455057|-41.63731423|0.09545843|50.29077056|-21.93596333|64.08637519|-1.185495647|-17.63553984|-16.43578193|44.73159432|0.476386801|2169.234651|476.5434822|-624.5597134|349.4421673|0.259759794|15.62271835|-253.1335385|384.6422631|0.0|1.0|1.0|1.0|0.06|-6.43|2.91|0.0|87.53|0.0|-2.49|23.0|-7.17|302.33|1.0|0.0|-3.09|0.00323|977.0|0.0008179999999999|1.37|0.0|0.0|0.000113|-0.0624|3.0778|3.83|-1332.476347|559.04|402.84|0.3563|0.70233|0.70233|-1332.31775|-0.12765|-1332.369643|5063.0|3548.0|5.45
3j_a32|1|1|0.0|0|8.234564993|0|0.609420782|0.0|-0.006580847|-0.017889768|0|0.037373737|2.248764828|-0.269814716|-0.000202965|-0.086191775|10.31100276|-0.052622352|3|3|0.001173363|-0.055211759|-0.097980957|-0.528541012|0|0.824282683|-0.020129489|-0.084553991|0.7557114|0.865101945|-0.070289671|-0.095013178|0.27811778|0.013773753|-37.33051857|-50.46105839|0.134898055|71.64373163|-26.79963418|0.0|-1.140158136|-19.82606536|-16.36574867|44.64569478|0.4482615029999999|2282.569698|459.4516326|-605.5327007000001|1778.1826620000002|0.251226|10.69497519|-264.245436|398.2788055|1.0|1.0|1.0|1.0|0.24|-6.69|6.68|0.0|95.74|0.0|-5.92|23.0|-5.6|338.45|0.0|1.0|-4.8|1.21e-06|0.0004089999999999|1.58e-05|3.89|0.0|0.0|6.86e-05|-0.05361|3.4982|3.02|-1671.479105|564.55|354.42|0.3005|0.7028|0.7028|-1671.351322|-0.14498|-1671.402462|5.9266|8.0|8.0969
15_a47|1|1|0.0|0|6.605297921|0|1.304329657|0.0|-0.00516949|-0.072588375|2|0.042285714|1.56205245|-0.21194909|-0.0026314909999999|0.086682657|10.9497222|0.0506476009999999|1|1|-0.002377481|-0.299654464|-0.017562097|-0.332654104|2|0.830688568|-0.131424138|0.081171071|0.614613723|0.791753677|-0.084413593|-0.0904066519999999|0.429825305|0.016669157|-45.1562696|-48.36220049|0.208246323|111.3994409|-25.87091101|0.0|-1.265693121|-24.15592798|-17.81765281|54.07328082|0.477646539|2327.320914|423.5412927|-677.0708068|869.1027727|0.288369895|13.37174753|-226.4191275|383.4213189|0.0|1.0|1.0|2.0|0.06|-8.49|4.69|0.0|96.6|0.0|-4.89|25.0|-5.76|353.78|0.0|1.0|-4.85|1.29e-05|0.00455|1.41e-05|3.8|0.0|0.0|1.14e-06|-0.0591799999999999|4.3312|3.33|-1527.376145|552.16|305.43|0.2828|0.67203|0.68008|-1527.265523|-0.16762|-1527.316555|3.7709|16.0|7.8
12e_a36|1|0|0.0|0|7.412764017000001|2|1.29704412|0.0|-0.007100632|-0.043085717|2|0.040899471|0.0|-0.404736007|0.002951176|-0.0586405829999999|10.95346131|-0.084051264|1|1|0.003962098|0.244642918|-0.1763783589999999|-0.43688276|1|0.7975411790000001|-0.010494913|-0.144846626|0.856274847|0.838086387|-0.07049439|-0.100988761|0.4347714629999999|0.019063245|-44.83739063|-64.2330904|0.161913613|102.9838531|-40.85494129999999|5.735288795|-1.918786459|-28.51846223|-23.02695694|56.96241436|0.466721981|2709.877204|533.058116|-1220.428718|2309.239105|0.238923581|12.69013737|-332.11111980000004|662.0530478999999|0.0|1.0|0.0|2.0|0.17|-6.97|3.24|0.0|128.72|0.0|-4.16|30.0|-6.55|395.46|1.0|0.0|-4.3|6.929999999999999e-05|0.0274|5.05e-05|3.04|0.0|0.0|4.270000000000001e-05|-0.04962|3.8364|3.48|-1272.23645|673.57|337.84|0.4537|0.6814600000000001|0.70007|-1271.999945|-0.15189|-1272.0579810000002|8735.0|14.0|7.8539
