molecula|NaaNH|n9FaHRing|SssssC|NaasN|SRW09|nAHRing|BCUTs-1|SaasN|AATSC1c|AATSC1s|n6HRing|JGI4|SaaaC|ATSC1c|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aRing|n5aHRing|AATSC1pe|AATSC7i|AATSC1i|MATS1c|n6aHRing|BIC2|MATS8s|MATS8d|GATS1pe|RASA|FNSA3|FNSA5|PBF|FPSA3|PNSA3|PNSA5|RPSA|TPSA_x|WNSA5|RPCS|FNSA2|WNSA3|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|PNSA2|MOMI-Z|FPSA1|GeomDiameter|DPSA1|Mor01p|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Brenk|Molar refractivity|Veber filter|Log S (Ali)|Heavy atom count|Log Kp (cm/s)|Molecular Mass|BBB|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Total Energy (gas phase) (Hartree)|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50
2_a27|0|0|0.0|2|6.605297921|0|1.402655014|3.250529415|-0.0065894809999999|-0.0609613559999999|2|0.0427777779999999|1.267636369|-0.276758209|0.009338889|0.11675125|10.93783218|0.017751479|1|1|0.00988756|-0.337316432|-0.361571905|-0.475677812|2|0.796022385|0.137868605|0.027777778|0.60904903|0.8468699609999999|-0.058444848|-0.081513931|0.408120957|0.019809599|-29.42169804|-41.03489597|0.153130039|77.08713259|-20.65736087|53.58106492|-1.141195033|-14.81116546|-14.73047548|39.39404027|0.4424192289999999|2210.487938|426.3224749|-574.4885436000001|1270.627585|0.331537817|9.527176544|-169.6109632|373.9912084|1.0|0.0|1.0|0.0|0.11|-5.84|2.43|0.0|92.58|0.0|-3.19|24.0|-6.69|317.34|1.0|1.0|-3.7|0.000644|204.0|0.0002009999999999|2.18|0.0|0.0|0.0004599999999999|-0.04933|4.1624|4.32|-1043.7984|538.57|297.87|0.3217|0.55857|0.55857|-1043.665151|-0.16769|-1043.715364|6.8854|13.0|7.8861
13k_a6|1|0|0.0|0|7.412764017000001|1|1.42421381|0.0|-0.014257799|-0.132667824|1|0.04162037|0.0|-0.8554679409999999|-0.009326562|0.0809333929999999|10.95129637|-0.072504783|1|1|-0.006280295|0.08217847|-0.073210645|-0.5627624379999999|1|0.7908110340000001|0.1373649019999999|-0.123105035|0.827754203|0.641032542|-0.11937574|-0.127178105|0.212093198|0.0296987679999999|-82.8774254|-88.29427104|0.3589674579999999|249.215618|-61.29890279999999|113.5526088|-2.543562101|-57.53822059|-31.53366823|103.4959988|0.426031882|2966.890288|445.0412356000001|-1765.8854210000002|3332.974951|0.202868306|14.58291125|-412.5714301|741.5222707|1.0|1.0|1.0|3.0|0.16|-8.89|4.55|0.0|124.98|0.0|-5.49|33.0|-6.59|441.48|0.0|1.0|-4.77|3.26e-06|0.00144|1.7100000000000002e-05|3.39|0.0|0.0|5.7e-07|-0.04851|5112.0|5.41|-1465.83213|731.25|349.49|0.3971|0.4547|0.70536|-1465.557346|-0.14589|-1465.621288|10.5079|46.0|7.3372
1m_a5|1|0|0.0|0|6.605297921|0|1.3047206409999998|0.0|-0.002410445|-0.005518104|2|0.026339869|0.0|-0.096417794|0.006422789|-0.10797859|10.94856032|-0.011848312|1|1|0.00520748|-0.118494698|0.07132816|-0.2274929269999999|2|0.7824502320000001|0.077347244|-0.022280685|0.63664685|0.8823955520000001|-0.070959368|-0.071478865|0.429612762|0.009030414|-37.380714700000006|-37.65438054|0.117604448|61.95289543|-19.83596661|0.235629561|-1.072182971|-19.69180207|-15.26528941|42.13785007|0.482646195|2183.167528|464.8375158|-564.8157081|841.0375686000001|0.26152627|13.35855701|-251.2513491|383.4128238|0.0|1.0|1.0|1.0|0.0|-8.63|5.11|0.0|95.5|0.0|-4.52|24.0|-5.71|332.79|1.0|1.0|-4.74|2.99e-05|0.00996|1.82e-05|3.69|0.0|0.0|7.82e-07|-0.0507699999999999|4.6678|3.48|-1410.88022|553.42|281.89|0.5497|0.4527899999999999|0.45426|-1410.783167|-0.1778|-1410.833395|2.4582|43.0|7.3665
47d_a18|0|0|0.0|0|7.03438793|1|1.251175994|0.0|-0.006087337|-0.041876322|0|0.032916667|0.0|-0.480899596|0.003376831|-0.07722825|10.94702255|0.016324953|0|0|0.005144085|0.104380139|-0.406388629|-0.417659275|0|0.7430748709999999|-0.002494715|0.027971797|0.741366815|0.836999127|-0.06394156|-0.087315963|0.445704576|0.015270278|-52.14267013|-71.20388424|0.163000873|132.9229494|-58.06490563|58.93717545|-2.182899066|-42.52098397|-23.42233034|64.59518279|0.481311892|3304.705347|682.5509007|-1780.097106|1947.023498|0.30185619|19.16475647|-323.1621908|1255.618298|0.0|1.0|1.0|2.0|0.32|-8.83|2.81|2.0|159.67|1.0|-5.74|39.0|-6.57|527.66|0.0|0.0|-5.28|1.83e-06|0.000968|5.23e-06|4.16|1.0|1.0|7.790000000000001e-07|-0.04561|3.1079|8.08|-1704.0327519999998|875.6|398.94|0.5820000000000001|0.69905|0.69905|-1703.545539|-0.12844|-1703.622959|4.2225|8.0|8.0969
30_a47|0|1|0.0|1|6.842683282|0|1.304327883|1.435022468|-0.0092264759999999|-0.184735553|2|0.038387534|1.192095911|-0.415191425|-0.0098410169999999|-0.008774855|10.95005723|0.0467853809999999|1|1|-0.008325552|0.029343834|-0.079370393|-0.4370608039999999|2|0.8485444809999999|-0.1340278869999999|0.074217097|0.651797437|0.67896733|-0.108232368|-0.107296835|0.384732322|0.022747897|-64.94243028|-64.38108459|0.32103267|192.6285289|-38.63044093|76.90733636|-1.609452527|-38.96726396|-22.9932445|78.59180109|0.4680850139999999|2626.927627|407.3992771|-965.7162688|1558.731067|0.320552431|12.94704346|-215.3470619|457.1122177|1.0|1.0|1.0|2.0|0.05|-7.24|2.71|0.0|104.25|0.0|-4.22|28.0|-6.95|396.81|0.0|1.0|-4.1|6.05e-05|24.0|7.94e-05|2.5|0.0|0.0|2.28e-05|-0.0564299999999999|3.7159|3.89|-1696.078047|615.85|333.66|0.3566|0.6944899999999999|0.6944899999999999|-1695.931037|-0.1517|-1695.9887|3.6487|13.0|7.9
31_a47|0|1|0.0|1|6.842683282|0|1.304326813|1.441825189|-0.00869363|-0.171198936|2|0.042906977|1.198626524|-0.417294247|-0.007525849|0.074881792|10.9497221|0.001073537|1|1|-0.006265667|-0.188419195|-0.076351692|-0.441642572|2|0.856640117|-0.1978980839999999|0.001622323|0.6463892179999999|0.696020038|-0.10715233|-0.1056956209999999|0.486720182|0.021401336|-66.4670426|-65.56344002|0.303979962|188.5600536|-40.66927863|81.01707367|-1.691129939|-41.22978713|-23.31144534|79.74238158|0.4741051329999999|2689.159869|431.7441681|-1049.01504|1322.82831|0.29335997|15.6194341|-256.3593656|513.2159236|1.0|1.0|1.0|2.0|0.1|-7.62|3.23|0.0|109.21|0.0|-4.59|29.0|-6.78|410.83|0.0|1.0|-4.39|2.56e-05|0.0105|4.03e-05|2.86|0.0|0.0|9.95e-06|-0.0532|3.9744|4.2|-1735.400941|642.11|340.91|0.3264|0.68276|0.69894|-1735.225703|-0.15143|-1735.284957|8.6244|16.0|7.8
11e_a5|1|0|0.0|0|7.139660336|1|1.338814635|0.0|-0.003208975|0.038643235|2|0.020943152|0.0|-0.192538515|0.008268901|-0.16669151|10.9487795|-0.010236262|1|1|0.008721244|-0.127225457|-0.147721258|-0.234433859|2|0.775794895|-0.048843135|-0.02059071|0.747366251|0.876758791|-0.062865536|-0.0790189759999999|0.372098505|0.0120552589999999|-41.64560703|-52.34653881|0.123241209|81.64179149|-34.67724171|0.0|-1.580379517|-27.58835281|-18.69519243|49.63167715|0.483563144|2721.416353|580.8135016|-1046.930776|960.0428704|0.27836484|18.17739133|-293.6467698|735.3048881|1.0|1.0|1.0|1.0|0.24|-8.95|5.03|0.0|125.71|0.0|-4.65|31.0|-6.28|411.5|1.0|0.0|-4.72|2.23e-05|0.00919|1.9e-05|3.56|0.0|0.0|4.64e-07|-0.03808|4.4179|2.91|-1316.512503|717.76|302.14|0.5347|0.66478|0.6505|-1316.239803|-0.16751|-1316.301553|2.8694|0.04|7.3979
9o_a24|1|0|0.0|0|6.605297921|1|1.294229152|0.0|-0.007052095|-0.044044637|3|0.028472222|0.0|-0.387865233|0.0012214139999999|-0.097596429|10.94506726|-0.000236595|1|1|0.002019902|-0.145366976|0.00294424|-0.38043264|2|0.785672769|-0.0062180169999999|-0.000453155|0.7086274779999999|0.770273808|-0.088586421|-0.08834189|0.6253256110000001|0.018492771|-51.29122728|-51.14964436|0.229726192|133.0106596|-29.61546471|44.8382925|-1.678495905|-29.69744072|-19.05574986|61.99847688|0.4861134689999999|2892.333138|445.9858336|-971.8432428|1906.512273|0.331953623|11.83284872|-194.5965258|663.2688909|1.0|1.0|1.0|2.0|0.04|-7.91|3.75|0.0|120.73|0.0|-4.49|32.0|-6.83|421.45|0.0|0.0|-4.4|3.2500000000000004e-05|0.0137|3.9500000000000005e-05|2.88|0.0|0.0|5.23e-06|-0.04527|5.8802|4.41|-1388.094657|611.03|290.75|0.1409|0.41688|0.65292|-1387.887227|-0.17826|-1387.945865|5.9089|446.0|6.3507
12g_a31|1|0|0.0|0|7.765993078999999|1|0.6101363000000001|0.0|-0.01500347|-0.1044685569999999|0|0.0388738739999999|0.0|-0.7501734859999999|-0.008464411|-0.0733026079999999|10.31169877|-0.082116813|2|2|-0.0054114869999999|0.074878295|-0.081426376|-0.57758443|0|0.819234772|-0.076150332|-0.1386819869999999|0.7983388929999999|0.58271093|-0.1284353869999999|-0.131126805|0.325789284|0.030961426|-78.87508829|-80.52794936|0.41728907|256.26669530000004|-49.45404266|548.1594997999999|-1.835775276|-48.43898314|-23.98704875|97.88920296|0.470244801|2514.363249|357.8560168|-1127.391291|1859.940155|0.311351131|15.28679013|-231.70711040000003|524.0230338|1.0|1.0|1.0|2.0|0.32|-6.45|5.19|0.0|103.26|0.0|-4.92|27.0|-6.86|384.45|0.0|1.0|-3.79|1.19e-05|0.00457|0.0001629999999999|2.52|0.0|0.0|0.000136|-0.03324|3.8349|4.17|-1578.800869|664.44|323.3|265.0|0.70068|0.70068|-1578.605452|-0.15917|-1578.66792|2.4038|0.11|6.9586
43_a18|0|0|0.0|0|7.03438793|2|1.251175234|0.0|-0.005099385|-0.01369899|1|0.033734062|0.0|-0.397752066|0.002712865|0.031746165|10.94702053|-0.032429984|0|0|0.003801459|-0.079184068|-0.2093696189999999|-0.460675034|0|0.713379703|-0.023109314|-0.0579590709999999|0.712848727|0.852344887|-0.070166168|-0.0822489459999999|0.3439906129999999|0.006890688|-54.49271386|-63.87648583|0.147655113|114.6724699|-49.60799696|21.60709738|-2.302970476|-42.32033664|-24.16948112|59.84418608|0.481954273|3172.923606|661.9512957999999|-1788.541603|1579.614523|0.125626651|19.33108376|-581.4944803999999|1228.492038|0.0|1.0|1.0|2.0|0.34|-9.6|4.5|1.0|160.76|0.0|-6.45|38.0|-5.78|508.65|0.0|0.0|-5.96|3.55e-07|0.00018|1.09e-06|5.1|0.0|1.0|1.28e-07|-0.04949|3.2233|8.79|-1611.598032|843.1|384.65|0.5429|0.6926800000000001|0.6926800000000001|-1611.126246|-0.13196|-1611.198355|3.6943|625.0|6.2041
12a_a5|1|0|0.0|0|7.139660336|1|1.338814635|0.0|-0.00166971|0.043132749|2|0.023108466|0.0|-0.09350376|0.00873078|-0.114419442|10.94553751|-0.032601907|1|1|0.008649556|-0.006024869|-0.093973419|-0.175245466|2|0.779533861|0.1121034509999999|-0.063558439|0.741588813|0.894590896|-0.058605038|-0.067680123|0.337539208|0.0081891369999999|-36.01436435|-41.59124655|0.105409104|64.77671525|-25.55893402|0.0|-1.353602454|-22.13179066|-15.99663329|41.04680832|0.457755771|2524.410428|549.7500455|-831.8249311000001|899.5599904|0.253214907|16.12184989|-303.31208710000004|650.3600841|1.0|1.0|1.0|1.0|0.21|-8.83|5.12|0.0|119.38|0.0|-4.27|29.0|-6.23|381.47|1.0|0.0|-4.59|5.37e-05|0.0205|2.56e-05|3.38|0.0|0.0|5.660000000000001e-07|-0.04076|4.6865|2.91|-1201.990542|667.31|297.97|0.4794|0.50831|0.67169|-1201.750315|-0.17152|-1201.8082029999998|3.9457|19.0|7.7212
18b_a30|0|0|0.0|0|7.412764017000001|2|0.604987149|0.0|-0.006947027|0.0075638519999999|2|0.041767677|0.0|-0.375139476|0.003099827|0.016709918|10.31163838|-0.051413084|1|1|0.0036417359999999|-0.072825879|-0.090115975|-0.45633339|1|0.822401103|0.022695194|-0.089945913|0.760234689|0.869340364|-0.078751666|-0.09536285|0.413791511|0.019880184|-52.09100293|-63.07862164|0.130659636|86.42600053|-41.72392601|0.0|-1.811894154|-34.45606603|-23.96987622|65.24093056|0.424912258|2915.383182|575.0330633|-1198.493811|3057.267112|0.240284312|13.0644231|-343.5825913|666.0036144999999|1.0|1.0|0.0|1.0|0.13|-6.7|3.87|0.0|131.99|0.0|-5.49|31.0|-6.33|423.49|0.0|0.0|-4.8|3.23e-06|0.00137|1.57e-05|3.59|0.0|0.0|8.47e-05|-0.06142|3.5256|3.64|-1667.995173|697.37|351.66|0.3576|0.67715|0.67715|-1667.788575|-0.14385|-1667.849173|6.5037|25.0|7.6003
6e_a31|1|0|0.0|0|7.773594467000001|1|0.61015618|0.0|-0.016012184|-0.178758575|0|0.037803618|0.0|-0.784597028|-0.011483229|-0.008757878|10.31165994|-0.0462850729999999|2|2|-0.008439437|0.225356759|-0.004825446|-0.579941248|0|0.78240875|-0.071378445|-0.072882794|0.795570315|0.623340994|-0.122985602|-0.130898441|0.177030306|0.032627586|-74.99224589|-79.81721349|0.376659006|229.6732654|-48.66969791|99.0823033|-2.0943750530000003|-45.72760428|-28.37945369|94.88738762|0.4782688439999999|2776.836977|380.0911673|-1277.075416|2188.417358|0.239502096|14.40145519|-317.6847132|536.6368656000001|1.0|1.0|1.0|2.0|0.1|-7.33|5.19|0.0|109.69|0.0|-5.63|29.0|-6.5|404.44|0.0|1.0|-4.66|2.34e-06|0.000947|2.18e-05|3.2|0.0|0.0|1.89e-05|-0.05426|3.3083|4.31|-1652.63264|634.34|374.76|0.5103|0.70391|0.70391|-1652.445002|-0.13418|-1652.503557|8.3583|0.37|6.4318
14l_a23|0|1|0.0|2|7.423568444|0|1.1979636809999998|3.402752757|-0.005344736|-0.026530366|2|0.046283951|0.758109562|-0.288615723|0.01269616|-0.060692376|10.313217800000002|-0.061788679|2|2|0.01180744|0.07815878|-0.136106024|-0.448622017|2|0.778602826|0.156652778|-0.1010279259999999|0.6906097959999999|0.921267667|-0.053549434|-0.078204688|0.215920645|0.018669073|-35.3275485|-51.59307331|0.078732333|51.94117061|-34.03690099|81.90812552|-1.642298442|-23.306234600000003|-21.66909079|47.64388017|0.492922575|2879.181064|607.777253|-1083.45454|2176.038061|0.210373806|15.78926563|-382.1434717|666.0036144999999|1.0|1.0|1.0|1.0|0.09|-7.78|3.88|1.0|125.25|0.0|-5.85|31.0|-6.1|425.51|0.0|0.0|-5.25|1.43e-06|0.000608|5.61e-06|3.94|0.0|0.0|7.03e-06|-0.07191|3.6274|3.79|-1669.224647|694.65|341.8|0.4239|0.67242|0.67242|-1668.983787|-0.14639|-1669.04569|8.2422|7.0|8.1798
41_a47|0|1|0.0|1|6.842683282|0|1.420292383|1.840145925|-0.004083905|-0.072088843|3|0.042537538|1.601942802|-0.187859623|0.003530307|0.024881402|10.98214139|0.075316535|1|1|0.0047106|-0.178132441|-0.317014709|-0.276217719|3|0.8417952740000001|0.08640454|0.123676975|0.609110565|0.823168463|-0.061101947|-0.0899793719999999|0.245948366|0.018348892|-34.50740631|-50.81597048|0.1768315369999999|99.86584673|-28.69838714|0.0|-1.259711209|-19.48810377|-16.54473457|44.86996758|0.447046066|2374.594252|464.8854878|-711.4235867000001|1073.170368|0.346852185|12.96444871|-172.98086630000003|439.9906467|1.0|1.0|1.0|1.0|0.16|-7.47|3.34|0.0|99.09|0.0|-3.57|26.0|-6.66|348.38|1.0|1.0|-3.9|0.000267|0.0929|0.000125|2.49|0.0|0.0|1.17e-05|-0.05053|4.0167|2.41|-1162.462261|603.1|333.8|0.2849|0.6779|0.68638|-1162.288187|-0.15208|-1162.342476|6.8546|0.01|8.0
9_a27|1|0|0.0|1|6.842683282|0|1.391067068|1.830911754|-0.0073742819999999|-0.050617284|2|0.042847222|1.233610009|-0.331842668|0.00611794|-0.051160217|10.93740461|-0.0447599329999999|1|1|0.00651856|-0.2559122789999999|-0.171520296|-0.541535578|2|0.8214321609999999|0.017503266|-0.071974951|0.654138816|0.7988644709999999|-0.078270599|-0.088404481|0.36853691|0.019589991|-40.3551562|-45.58003501|0.2011355289999999|103.702486|-23.50038785|65.12542467|-1.414471696|-20.80651808|-17.36382286|50.45546414|0.466349763|2256.4955670000004|411.8826346|-729.2805601|1463.168883|0.210719846|9.442988795|-298.297086|424.8821143|1.0|0.0|1.0|1.0|0.16|-7.06|3.85|0.0|97.46|0.0|-4.06|25.0|-6.33|331.37|1.0|1.0|-4.08|8.66e-05|0.0287|8.28e-05|2.8|0.0|0.0|2.88e-05|-0.0471|5.5421|4.67|-1083.118736|549.64|297.52|0.1982|0.35593|0.59444|-1082.965434|-0.1716|-1083.017359|4.0436|2.0|8699.0
13a_a30|0|0|0.0|0|7.412764017000001|2|0.604984129|0.0|-0.011002918|-0.118776867|2|0.042560386|0.0|-0.627166322|-0.003436924|0.0317047379999999|10.31162842|-0.0351777|1|1|-0.002215642|-0.065043716|0.006103754|-0.5640209589999999|1|0.8303425640000001|0.019603815|-0.058608635|0.802578397|0.6963945559999999|-0.109682335|-0.113507021|0.478381813|0.01856512|-74.02777574|-76.60916637|0.303605444|204.9120824|-51.70573895|102.6479456|-2.27014041|-49.96348386|-28.90911938|86.55791128|0.4661332179999999|3002.811441|470.0167988|-1532.183327|2520.165025|0.2001375339999999|15.1104742|-404.771677|713.7769663|0.0|1.0|0.0|2.0|0.13|-6.19|3.04|0.0|135.37|0.0|-5.01|32.0|-7.05|441.51|0.0|0.0|-4.3|9.68e-06|0.00427|5e-05|2.74|0.0|0.0|0.000288|-0.0555|5.0535|4.54|-1744.4457100000002|721.66|351.35|0.1788|0.26119|0.6845600000000001|-1744.217986|-0.14953|-1744.281248|1.4855|14.0|7.8665
13m_a6|1|0|0.0|0|6.842683282|0|1.429020166|0.0|-0.010840005|-0.135152403|2|0.0446875|1.617900191|-0.628720289|-0.0093684169999999|0.054340057|10.9505335|-0.018628955|1|1|-0.00687003|0.037052986|-0.118693789|-0.568024162|2|0.7767360059999999|0.156982046|-0.031564227|0.82642394|0.715612461|-0.0989137669999999|-0.107644789|0.429009107|0.01858251|-68.97140339|-75.05944278|0.2843875389999999|198.3000783|-52.33806464|95.67846949|-2.045251|-48.09294654|-26.40980394|81.92876874|0.48094941|2951.567781|498.9881336|-1426.129413|2574.030011|0.263701|16.2526769|-329.5370141|724.3873672999999|1.0|1.0|1.0|3.0|0.08|-9.67|4.19|0.0|127.2|0.0|-4.64|33.0|-7.23|435.48|0.0|1.0|-4.28|2.27e-05|0.00987|5.24e-05|2.43|0.0|0.0|9.35e-08|-0.07137|3.9127|4.27|-1423.712909|726.28|371.67|275.0|0.66475|0.64753|-1423.448957|-0.13817|-1423.511471|6.5243|0.01|8.0
8g_a12|1|1|0.0|0|6.580639137|1|1.28383574|0.0|-0.0084227909999999|-0.029907264|2|0.038347953|1.714060666|-0.40429396|0.005898773|-0.094550033|10.95472263|-0.040257632|1|1|0.005405355|-0.068810076|0.122649613|-0.532504083|1|0.7475224290000001|-0.04981165|-0.070405398|0.7714487940000001|0.8576253690000001|-0.076856227|-0.1045061519999999|0.274352085|0.008910823|-42.39297373|-57.6443411|0.142374631|78.53214058|-31.79592789|0.0|-1.881110729|-23.38345638|-23.58177591|47.30807670000001|0.463772637|2506.427441|473.055878|-1037.59814|1356.883205|0.09833304|12.83559677|-443.109365|480.0590283|1.0|1.0|1.0|2.0|0.1|-8.0|3.31|0.0|109.93|0.0|-4.38|27.0|-6.28|353.38|0.0|0.0|-4.34|4.15e-05|0.0146|4.61e-05|3.06|0.0|0.0|3.53e-06|-0.06432|4.2057|3.68|-1154.281986|590.93|332.31|0.3786|462.0|0.55027|-1154.121362|-0.1520099999999999|-1154.173831|4.2131|3715.0|5.43
12s_a36|1|0|0.0|0|7.412764017000001|2|1.297044029|0.0|-0.007059109|-0.045035034|2|0.042804233|0.0|-0.4023692|0.002951176|0.0056370119999999|10.95352614|-0.050363149|1|1|0.003962098|0.063448144|-0.1763783589999999|-0.434472457|1|0.8060798779999999|-0.118671653|-0.086791463|0.856274847|0.8303378090000001|-0.07216709|-0.1000534719999999|0.4314309979999999|0.019457471|-46.58030248|-64.57958827|0.169662191|109.5085883|-41.6829437|10.23927133|-1.901015959|-30.06529118|-23.15117315|59.13914165|0.4604765839999999|2710.355028|535.942162|-1227.012177|2294.468358|0.245801617|13.98635088|-328.1450742|662.0530478999999|0.0|1.0|0.0|2.0|0.17|-6.97|3.24|0.0|128.72|0.0|-4.16|30.0|-6.55|395.46|1.0|0.0|-4.3|6.929999999999999e-05|0.0274|5.05e-05|3.04|0.0|0.0|4.270000000000001e-05|-0.04908|3.8751|3.48|-1272.236664|683.24|329.71|0.4501|0.6843600000000001|0.6928|-1272.00109|-0.15559|-1272.061111|8.7738|9.0|8.0458
16b_a23|0|1|0.0|2|7.423568444|1|1.197960988|3.418247774|-0.005139233|-0.013240238|3|0.037664609|0.754232958|-0.3237716519999999|0.0116350769999999|-0.068280331|10.31321583|-0.05237763|2|2|0.011266252|0.099244509|-0.224300431|-0.401493392|2|0.7740962779999999|0.14319927|-0.09063701|0.711576167|0.928579764|-0.050637391|-0.07920267|0.2256448969999999|0.018614978|-37.52431601|-58.69232154|0.071420236|52.92522904|-43.49333918|100.0262487|-1.821661419|-27.80700713|-23.2745413|51.31875369|0.4870072789999999|3370.826124|688.1144512|-1349.923395|2256.698672|0.261023|18.46592377|-354.1828792|896.9989312000001|1.0|1.0|0.0|1.0|0.07|-7.33|3.02|1.0|146.03|0.0|-6.19|36.0|-6.3|489.57|0.0|0.0|-5.67|6.41e-07|0.000314|2.16e-06|4.21|0.0|0.0|2.26e-05|-0.07352|1.6041|4.24|-1877.615701|772.84|772.92|0.3456|0.95419|0.95419|-1877.270284|-0.13741|-1877.335869|14.8849|96.0|7.0191
25d_a34|0|0|0.0|1|7.412764017000001|1|1.433689841|1.940324546|-0.015046463|-0.089654563|1|0.041037037|0.0|-0.8576484190000001|-0.005017781|-0.1266965|10.95957635|0.00670464|1|1|-0.001685762|-0.263924686|-0.342090037|-0.605891389|1|0.7498681140000001|0.14554928|0.011919831|0.778903495|0.674282353|-0.100582621|-0.124111479|0.631894475|0.0292772039999999|-66.52770588|-82.09024497|0.325717647|215.4372954|-54.29641443|69.64131956|-2.358118108|-44.00298587|-29.42857839|85.89233572|0.478308897|2939.671168|445.9861716|-1559.714654|2564.887803|0.2227964039999999|13.29135354|-366.6979266|673.8038326000001|1.0|1.0|1.0|2.0|0.12|-8.08|3.05|0.0|119.81|0.0|-4.61|32.0|-6.74|427.46|0.0|1.0|-4.48|2.44e-05|0.0104|3.3e-05|3.05|0.0|0.0|3.53e-06|-0.03521|4.2732|6.05|-1426.468726|706.21|290.15|0.2106|0.6764600000000001|0.6764600000000001|-1426.243341|-0.1771299999999999|-1426.307095|8.0068|0.95|6.0223
7l_a46|0|0|0.256706467|1|7.727094485|1|1.160371354|2.1525548|-0.00090473|0.017668261|2|0.04006734|0.0|-0.038903382|0.013150047|-0.074511843|10.9642261|0.050638298|1|1|0.0125870169999999|-0.331246137|-0.143129469|-0.1082221709999999|2|0.7746144629999999|-0.1237456669999999|0.076724694|0.6539666829999999|0.907148114|-0.0565894359999999|-0.06289606|0.253138137|0.011594057|-27.30136533|-30.34397256|0.092851886|44.79605077|-14.63933792|51.39110437|-0.880544835|-13.17144326|-10.620390400000002|32.8948756|0.46327253|1920.310099|437.65027010000006|-424.8156159|1246.417766|0.32532919|9.825660656|-168.5385796|375.721552|0.0|1.0|1.0|0.0|0.28|-6.29|3.59|0.0|86.96|0.0|-3.18|22.0|-6.22|290.36|1.0|1.0|-3.72|0.000668|0.1939999999999999|0.0001889999999999|2.61|0.0|0.0|0.000151|-0.03324|4.5464|2.42|-915.5830363|517.29|272.71|0.2024|0.68834|0.68834|-915.446686|-0.18993|-915.493986|3.9009|1.94|5.7122
34_a47|0|1|0.0|1|6.842683282|0|1.40499556|1.883479676|-0.004157676|-0.064842466|3|0.03522792|1.741433543|-0.191253079|0.003530307|-0.043634386|10.98214103|0.078153957|1|1|0.0047106|-0.208989427|-0.317014709|-0.2829549719999999|3|0.833786184|0.046668352|0.128336294|0.609110565|0.8260556609999999|-0.061957581|-0.090141168|0.437215023|0.019723558|-34.3104683|-49.91779281|0.1739443389999999|96.32577107|-27.64315244|0.0|-1.261976347|-19.00022922|-16.25230464|45.23285281|0.45489212|2371.236125|457.4477611|-698.8490993|918.6458674|0.346006784|12.96364153|-170.55473480000003|439.9906467|1.0|1.0|1.0|1.0|0.16|-7.47|3.34|0.0|99.09|0.0|-3.57|26.0|-6.66|348.38|1.0|1.0|-3.9|0.000267|0.0929|0.000125|2.49|0.0|0.0|1.17e-05|-0.0545|4.2077|2.41|-1162.450678|585.79|318.79|0.2309|0.6602399999999999|0.69314|-1162.283641|-0.16086|-1162.33788|6.2235|2.0|8.7
18_a15|0|0|0.0|0|0.0|0|1.435689019|0.0|-0.006149666|-0.090130715|2|0.037948718|0.0|-0.319782642|-0.001044324|-0.066226471|10.95986315|0.002685285|0|0|0.000539978|-0.190640601|-0.145790726|-0.431836192|2|0.7162974740000001|-0.0374132629999999|0.004699248|0.645117465|0.8362289070000001|-0.067562078|-0.090730185|0.819442071|0.007146033|-41.31992544|-55.48918283|0.163771093|100.159876|-33.93632895|1.833724661|-1.723873519|-25.27062952|-21.51621375|45.69032922|0.415796832|2541.440611|511.4247108|-1054.294474|2510.854462|0.132569119|10.2545953|-449.4301265|590.2470602999999|0.0|1.0|1.0|1.0|0.08|-9.98|5.68|0.0|113.42|0.0|-6.16|29.0|-4.8|385.43|0.0|1.0|-5.93|6.86e-07|0.000265|1.18e-06|5.42|0.0|0.0|4.01e-08|-0.03581|4543.0|5.65|-1265.770242|650.53|324.29|0.2686|0.6074|0.70427|-1265.556558|-0.1579|-1265.614679|6.5864|129.0|6.8894
