molecula|SddssS|SssssC|NaasN|SRW09|nAHRing|nARing|BCUTs-1|SRW07|AATSC1s|n6HRing|JGI4|SaaaC|ATSC1c|AATSC1are|BCUTi-1|AATSC8d|n5aHRing|AATSC1pe|MATS1i|AATSC1i|MATS1c|n6aHRing|GATS1are|BIC2|MATS8s|SIC2|GATS1pe|nFaHRing|FNSA5|FPSA3|RNCS|TPSA_x|FNSA4|WNSA5|RPCS|FNSA1|FNSA2|WNSA3|PNSA4|DPSA3|GeomPetitjeanIndex|PNSA2|WNSA4|FPSA1|GeomRadius|GRAV|FPSA5|DPSA2|Mor01p|PPSA5|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Fraction Csp3|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|BBB|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|Dipole (gas phase)|E solv. Water  (Hartree)|Dipole (water)|IC50|pIC50
12_a1|0.0|0.0|0|7.423568444|1|1|1.430936075|5.351858133|-0.02164054|1|0.036382114|0.0|-0.516204114|-0.0038943009999999|10.94945122|-0.051772288|1|-0.001416381|-0.104622651|-0.173618873|-0.487073772|1|0.8016064479999999|0.749817035|-0.045776997|0.817998205|0.7534284040000001|0|-0.104724018|0.033770552|133.6600817|136.3310784|-0.039894864|-35.28166588|477.1158679|0.724666653|-1.675584287|-32.50125347|-23.15625812|75.59644237|0.46449367|-972.562841|-13.44063462|0.275333347|7.679719277999999|5468.378562|0.024485753|1342.083063|473.040639|14.21231622|1.0|1.0|1.0|1.0|3.29|0.05|4.87|4.41|83.82|1.67|2.0|103.47|0.0|1.0|3.0|-4.98|28.0|5.0|-6.02|0.0|-4.75|1.04e-05|0.00379|1.77e-05|0.00649|6.28e-09|2.3e-06|-1216.12881|-1216.099134|0.5867|332.04|482.51|0.69763|0.2821|7.7454|0.0296752|10.1801|2.95|5.5302
10_a1|0.0|0.0|0|6.86171134|0|0|1.435871163|4.727387819|-0.23385288|1|0.037578348|0.0|-0.621976404|-0.012672753|10.94957578|0.010430299|1|-0.0106277489999999|-0.019835038|-0.042643966|-0.623957903|1|0.674381582|0.7227844929999999|-0.0369911079999999|0.783467165|0.658433571|0|-0.10949971|0.014751098|212.8090837|186.6625065|-0.045402319|-35.02707638|64.49041745|0.8340962559999999|-1.861495069|-37.31383317|-25.67872721|74.31719486|0.459673515|-1052.827816|-14.52342192|0.165903744|7.376231317999999|5192.858899|0.015427326|1262.237791|433.2550452|8.725415617000001|1.0|0.0|1.0|2.0|3.0|0.0|4.86|5.06|78.87|2.78|2.0|99.61|0.0|1.0|4.0|-4.98|27.0|5.0|-5.91|0.0|-4.73|1.04e-05|0.00372|1.87e-05|0.00673|9.53e-09|3.42e-06|-1223.159954|-1223.125689|0.6754|363.94|464.77|0.70345|0.6754|5.3861|0.03426532|7807.0|1.5|5.8239
11a_a5|0.0|0.0|0|6.605297921|0|1|1.212363224|4.59511985|0.052217882|2|0.021060606|0.0|-0.185262487|0.007993132|10.94877942|-0.02394636|1|0.007955512|0.003975818|0.006120569|-0.254944026|2|0.7505403709999999|0.73344478|-0.037220974|0.773417838|0.7410766209999999|0|-0.071517578|0.011860803|61.32301293|76.14130253|-0.026223112|-36.51058972|14.47576249|0.740865275|-1.573386716|-32.96141947|-18.73644762|54.60662289|0.466436596|-1124.186857|-13.38721623|0.259134725|9.740948724|5756.783268|0.014482324|1517.39715|835.912531|10.34763929|1.0|0.0|1.0|1.0|3.53|0.3|6.38|6.55|63.69|3.05|2.0|128.51|0.0|1.0|7.0|-7.25|32.0|4.0|-4.54|0.0|-6.4|5.63e-08|2.39e-05|3.95e-07|0.000167|1.18e-10|5.019999999999999e-08|-1339.8362619999998|-1339.802852|0.5473|281.57|578.8|0.65363|0.1838|2.8611|0.03340977|3.6525|81.0|7.0915
18_a10|0.0|0.0|1|7.78113851|2|2|1.243178376|5.733341277|0.0307177839999999|2|0.035770975|2.026949641|-0.1859075939999999|0.009941402|10.92966688|-0.0280813039999999|1|0.010573165|-0.091730492|-0.143149563|-0.220292492|2|0.7155022459999999|0.785539083|0.048377088|0.832812971|0.6886547670000001|1|-0.076052353|0.019095409|40.99617452|72.64119073|-0.024889861|-30.63863373|123.3621791|0.641615544|-1.368942347|-23.18149476|-15.79795381|48.64284759|0.4670293179999999|-868.8874593|-10.02718922|0.358384456|7.204851347999999|6213.631543|0.020666062|1354.218219|713.2632062000001|13.11704755|1.0|1.0|1.0|0.0|4.07|0.32|4.65|4.66|62.06|2.14|1.0|119.81|0.0|1.0|5.0|-4.48|31.0|5.0|-6.34|1.0|-4.77|3.34e-05|0.0138|1.7100000000000002e-05|0.00705|1.32e-08|5.44e-06|-1336.433782|-1336.404041|0.2962|214.93|504.61|0.6866300000000001|0.1637|4.7596|0.02974086|5.9029|0.13|6.8861
19a_a38|0.0|0.0|0|7.412764017000001|2|2|1.297044508|5.351858133|-0.082283951|2|0.043848238|0.0|-0.431265985|-0.002526241|10.96083376|-0.077535135|1|-0.000673716|-0.101303149|-0.217394466|-0.4342819429999999|1|0.724208473|0.819222745|0.031696119|0.8741648479999999|0.698414933|0|-0.108300308|0.022142322|137.2318698|151.1278869|-0.038988111|-38.69037594|0.0|0.744796537|-1.949405536|-30.69910427|-23.30337482|64.59623135|0.465829126|-1165.168741|-13.92853534|0.255203463|6.923156054|6115.030149|0.020873781|1564.412135|595.8790650000001|12.47635608|1.0|1.0|1.0|3.0|4.83|0.14|3.13|2.55|81.23|2.4|1.0|125.69|0.0|1.0|5.0|-4.14|30.0|4.0|-6.77|0.0|-4.17|7.209999999999999e-05|29.0|6.77e-05|0.0272|1.4e-07|5.610000000000001e-05|-1332.186327|-1332.1529369999998|0.2668|316.19|466.55|0.68835|0.0721|4.7986|0.03338983|6.0223|0.01|8.0106
6e_a40|0.0|0.0|1|8.421342866|1|2|0.604892975|6.401917197|-0.074872854|0|0.039160494|0.744550501|-0.69771706|-0.0026177839999999|10.30179954|-0.205140551|2|-0.002992481|-0.020200684|-0.037027769|-0.6319354389999999|0|0.685858263|0.8361555479999999|-0.011405885|0.8988141140000001|0.648802794|1|-0.1164147119999999|0.015875595|185.1473293|166.7812216|-0.04873174|-50.27304895|35.33106374|0.866991176|-2.095464821|-46.34235117|-32.02400144|80.95296505|0.441911406|-1377.032062|-21.04453212|0.133008824|6.972949117000001|7585.605268000001|0.012858969|1588.2884390000002|587.7345677999999|8.450255075|0.0|1.0|0.0|1.0|3.98|0.21|5.02|3.72|173.43|2.12|2.0|125.15|1.0|2.0|5.0|-7.76|30.0|5.0|-6.09|0.0|-5.58|1.74e-08|8.31e-06|2.6e-06|0.00124|2.35e-05|0.0112|-2831.191706|-2831.156883|0.3625|419.59|537.07|0.67187|0.3625|8.3311|0.03482243|11.5248|18.0|7.7447
12h_a40|0.0|0.0|1|7.515889085|0|0|0.60499064|5.4161004020000005|-0.107711573|0|0.041915709|0.803557099|-0.289603712|-0.000134504|10.31197256|-0.21893421|2|-0.002126898|0.127299624|0.224167029|-0.556229094|0|0.809398262|0.7769829840000001|0.116873629|0.845904643|0.6948809659999999|1|-0.091448888|0.0117142839999999|208.6717565|84.86252967|-0.038796498|-25.56004046|59.68939644|0.844008584|-1.280284432|-26.67382585|-20.51086984|56.64687411|0.4958138139999999|-676.8587047999999|-10.84365353|0.155991416|7.989299324|5087.343024|0.012453938|801.957134|350.9435025|6.584127851|0.0|1.0|1.0|1.0|3.19|0.0|4.59|5.02|84.45|3.76|2.0|96.16|0.0|1.0|2.0|-6.25|23.0|2.0|-5.13|0.0|-5.58|5.58e-07|0.0002009999999999|2.61e-06|0.000942|1.44e-07|5.2e-05|-2153.207198|-2153.186757|0.3985|298.7|435.95|0.7041|0.3693|2.5573|0.02044063|3.5425|823.0|6.0846
3l_a32|0.0|0.0|0|7.773594467000001|0|1|0.609420748|5.733341277|0.0043645509999999|0|0.035643275|2.259257465|-0.270019992|0.0016954029999999|10.31100268|-0.107818594|3|0.002942329|-0.04980249|-0.087213805|-0.524711546|0|0.820540279|0.751853889|-0.136589369|0.7973741999999999|0.776480242|1|-0.088417589|0.012244965|61.72183119|66.55229892|-0.028831823|-29.90181954|0.0|0.788236719|-1.326263838|-23.43792428|-16.76685351|47.42414825|0.453630671|-771.2752615|-9.750593329|0.211763281|6.414825717|5429.531532999999|0.011493763|978.4817724|565.7000781|6.6840809960000005|0.0|1.0|1.0|1.0|3.58|0.35|7.34|6.17|110.94|2.64|2.0|110.16|0.0|1.0|3.0|-7.6|26.0|3.0|-4.71|0.0|-6.01|2.52e-08|9.59e-06|9.7e-07|0.0003689999999999|3.16e-08|1.2e-05|-1789.475625|-1789.4501510000002|0.2876|351.04|468.81|0.70282|0.2876|3.3955|0.02547484|5.7721|12.0|7.9208
13b_a5|0.0|0.0|0|7.153833802|1|1|1.338814635|5.209486153|0.011339656|2|0.02468599|0.0|-0.251535058|0.0064510459999999|10.94530329|-0.017963913|1|0.0066003869999999|-0.055701188|-0.091464693|-0.357011244|2|0.6700114770000001|0.765309977|0.03431921|0.8184221559999999|0.653356347|0|-0.074710354|0.0138892369999999|14.41650822|108.9128108|-0.02636836|-31.23446039|46.77748445|0.654076389|-1.344786367|-29.05440446|-17.04942469|53.91565742|0.455921715|-869.5206594|-11.0239272|0.345923611|8.427551282000001|5678.380299|0.021552174|1329.387016|638.8437454|13.93534415|1.0|1.0|1.0|1.0|2.97|0.17|4.64|4.06|74.77|1.96|1.0|119.8|0.0|1.0|5.0|-4.24|30.0|4.0|-6.58|1.0|-4.43|5.69e-05|0.0225|3.75e-05|0.0148|4.36e-09|1.72e-06|-1276.066049|-1276.030896|0.5528|265.31|503.93|0.57482|0.3064|3.5881|0.035153|4.7964|0.11|6.9586
12g_a30|0.0|0.0|0|7.412764017000001|2|2|0.6049842529999999|5.351858133|0.024086432|2|0.039951691|0.0|-0.574592016|0.001371944|10.31162838|-0.049719762|1|0.0026474159999999|-0.084317059|-0.152855196|-0.539112991|1|0.817497287|0.826316772|-0.0430471959999999|0.886776351|0.770326886|0|-0.10344931|0.027436565|133.2169768|146.623137|-0.040568357|-47.51931027|237.7754135|0.7743107290000001|-2.068986201|-39.593913|-27.49531395|77.01461557|0.459011202|-1402.261011|-18.63502363|0.225689271|8.694447089|6688.137428|0.019453222|1810.9797|683.7405759|13.18447384|0.0|1.0|1.0|1.0|4.67|0.13|3.4|2.48|114.67|2.06|2.0|133.52|0.0|1.0|6.0|-6.0|32.0|6.0|-6.22|0.0|-5.01|1.01e-06|0.000444|9.71e-06|0.00427|3.7600000000000003e-07|0.000165|-1743.214798|-1743.174676|0.2449|244.53|577.31|0.68366|0.1613|3875.0|0.04012224|5.3027|9.0|8.0334
11_a4|0.0|0.0|1|7.535296702|1|1|0.626711769|5.4161004020000005|0.032861655|2|0.03617284|2.216390726|-0.056016567|0.011277653|10.33765061|-0.0043410079999999|1|0.010782511|-0.0278843589999999|-0.046906237|-0.145254541|2|0.6575743310000001|0.820318166|-0.163623353|0.875868891|0.647727179|1|-0.06530408|0.009336075|12.88007087|40.38918044|-0.023620625|-21.81135655|59.55648883|0.7560913159999999|-1.110169356|-18.12338426|-13.65094004|36.75497433|0.480360734|-641.5941818|-7.889214068999999|0.243908684|6.850305797000001|5425.1341090000005|0.011937709|848.5670554999999|575.2252237|6.89909579|1.0|1.0|1.0|0.0|3.31|0.23|4.97|5.22|68.9|3.15|2.0|111.64|0.0|1.0|4.0|-5.14|27.0|3.0|-5.74|0.0|-4.97|7.27e-06|0.00271|1.06e-05|0.00395|8.89e-09|3.31e-06|-1467.463842|-1467.440475|151.0|252.67|479.99|0.65942|0.0403|4187.0|0.02336674|5.3012|0.11|6.9586
3a_a12|0.0|0.0|0|0.0|1|1|1.28383802|0.0|-0.042445446|2|0.032544803|0.0|-0.322200517|-0.0025830939999999|10.95455336|-0.0161799839999999|0|-0.001011111|-0.072889493|-0.1213636769999999|-0.5274624179999999|1|0.943290857|0.7038021990000001|-0.021522321|0.759068438|0.8847197109999999|0|-0.090803706|0.009433302|71.11710277|62.63745781|-0.034924502|-21.73969523|0.0|0.781050096|-1.362055589|-17.05063286|-17.08854808|39.46272532|0.462077145|-666.453375|-8.361421244|0.2189499039999999|5.924949067000001|4230.717811|0.015909241|853.2786545|381.0058252|7.784386645|1.0|1.0|0.0|1.0|3.84|0.05|3.43|2.49|37.28|3.09|0.0|97.52|0.0|1.0|3.0|-3.6|23.0|3.0|-5.88|1.0|-4.06|0.00025|0.0745|8.8e-05|0.0263|3.13e-08|9.33e-06|-951.3711872|-951.3480023|0.3201|292.86|383.08|0.66895|128.0|1.3824|0.023184956|1.9332|194.0|6.7122
12i _a30|0.0|0.0|0|7.412764017000001|2|2|0.604984133|5.351858133|-0.030422458|2|0.043848238|0.0|-0.366470081|0.00372838|10.31162888|-0.072247675|1|0.003603419|-0.051371057|-0.090173435|-0.469854551|1|0.8264832879999999|0.831176513|-0.029080032|0.888213143|0.7463962120000001|0|-0.096489393|0.015808432|84.78576301|102.235113|-0.037414255|-41.13938837|0.0|0.806299097|-1.833298476|-32.64875738|-24.43015511|60.32320054|0.479900127|-1197.077601|-15.95200773|0.193700903|8.097008872|6362.153853|0.014680721|1484.657003|652.8825454|9.585980094|0.0|1.0|1.0|1.0|4.62|0.14|4.47|3.27|81.65|3.31|2.0|132.29|0.0|1.0|5.0|-5.93|30.0|4.0|-5.75|0.0|-5.44|1.19e-06|0.0005139999999999|3.61e-06|0.00156|6.03e-08|2.61e-05|-2035.373964|-2035.339603|0.2384|246.2|542.74|0.68497|0.1577|2.5397|0.03436093|3.0033|16.0|7.8013
23_a10|0.0|0.0|1|7.535296702|1|1|1.34383709|5.4161004020000005|0.012558932|2|0.036666667|1.981673861|-0.17741132|0.010305237|10.92966139|-0.0253481679999999|1|0.010662507|-0.130679|-0.207994181|-0.233801237|2|0.7338945809999999|0.754150918|-0.149057824|0.800727358|0.706648116|1|-0.072395864|0.009615852|72.17779806|60.05816353|-0.02685653|-36.32074126|53.00900704|0.7611996520000001|-1.6651048819999998|-24.91121732|-19.02262196|41.98112956|0.485561757|-1179.402562|-13.47382337|0.238800348|8.755988318|7034.375112000001|0.013394095|1549.399766|930.6293092|9.487107794|1.0|1.0|1.0|0.0|3.8|0.21|5.11|5.81|56.07|2.99|2.0|139.11|0.0|1.0|6.0|-5.38|35.0|5.0|-5.93|0.0|-5.7|4.19e-06|0.00193|2e-06|0.000923|1.44e-10|6.66e-08|-1470.1960279999998|-1470.166163|0.2089|325.98|606.18|0.67647|0.2089|3.8115|0.02986448|4.8954|0.75|6.1249
9_a1|0.0|0.0|0|6.86171134|0|0|1.432397289|4.727387819|-0.1075163359999999|1|0.037578348|0.0|-0.282769361|-0.00314411|10.94877277|0.016589221|1|-0.0018191779999999|-0.044035724|-0.093062585|-0.483335578|1|0.582499378|0.737794643|-0.053460262|0.7964939409999999|0.572272366|0|-0.085722429|0.011266799|63.73880199|141.093898|-0.031896718|-28.49439431|0.0|0.7816897429999999|-1.371558857|-26.88743664|-18.38986221|53.13133578|0.452572261|-790.7640749|-10.60256533|0.2183102569999999|7.61577077|5063.330971|0.014186995|1011.608611|472.9447227|8.17942725|1.0|1.0|1.0|1.0|2.78|0.05|5.86|5.57|58.64|2.74|2.0|102.84|0.0|1.0|4.0|-4.68|27.0|4.0|-5.81|0.0|-4.79|2.07e-05|0.00739|1.62e-05|0.0057799999999999|1.04e-09|3.7100000000000003e-07|-1187.226314|-1187.193365|0.5409|370.88|487.19|0.70296|0.5409|4.1623|0.03294951|6.4447|6.0|5.2218
15b_a50|0.0|0.0|2|7.934155233999999|1|1|1.353059441|5.82008293|-0.05484142|1|0.032843915|2.018777006|-0.22696498|0.004641091|10.94501702|-0.124047802|2|0.005203263|-0.131737048|-0.2185722769999999|-0.310946931|1|0.79846758|0.8259784720000001|0.000882622|0.8833003970000001|0.764606364|1|-0.080700307|0.020083792|274.85729960000003|102.3838797|-0.028069672|-26.37622116|0.0|0.639017342|-1.291204916|-26.98929785|-16.04745006|58.69070955|0.478989976|-738.1827030000001|-9.174337796|0.3609826579999999|6.89125222|5205.2135960000005|0.024313507|1155.184146|510.3677388|13.90004811|1.0|1.0|1.0|1.0|3.56|0.19|2.71|3.26|68.76|1.66|1.0|105.46|0.0|2.0|5.0|-3.18|27.0|4.0|-6.98|1.0|-3.6|0.000654|0.2339999999999999|0.000249|0.0891|1.92e-06|0.000687|-1160.4989460000002|-1160.463663|0.1796|305.67|475.99|0.65917|0.1796|6.9054|0.03528279|9.3788|79.0|7.1024
12u_a30|0.0|0.0|0|7.412764017000001|2|2|0.604983445|5.351858133|-0.027452346|2|0.043383838|0.0|-0.367578706|0.002431329|10.31162873|-0.0646674999999999|1|0.001805829|-0.0493878409999999|-0.0857954809999999|-0.467189145|1|0.8149999040000001|0.83236194|-0.055829439|0.889479916|0.711738503|0|-0.097867106|0.015562896|78.15130994|100.8445957|-0.03794847|-43.90644499|0.0|0.810462868|-1.859475018|-34.72068676|-25.41792137|62.26136323|0.443167712|-1245.478147|-17.02494806|0.189537132|7.804487592999999|7133.515802|0.014495402|1536.749179|685.6665849999999|9.709034401|0.0|1.0|1.0|1.0|4.63|0.14|5.11|3.92|81.65|3.79|2.0|137.3|0.0|1.0|5.0|-6.58|31.0|4.0|-5.52|0.0|-6.04|2.64e-07|0.000123|9.14e-07|0.0004269999999999|1.58e-08|7.39e-06|-2494.962309|-2494.927579|0.1502|354.21|559.16|0.6847|0.1502|5.3020000000000005|0.03472994|7.0553|34.0|7.4647
1o_a5|0.0|0.0|0|6.605297921|0|0|1.427566509|4.59511985|0.033105871|2|0.025987654|0.0|-0.1079910069999999|0.0057302559999999|10.94518594|-0.008511304|1|0.0051989459999999|0.038275248|0.06759341|-0.231165601|2|0.670787375|0.78144982|-0.003561205|0.85693939|0.650008224|0|-0.072886362|0.01325562|167.3051756|62.16682117|-0.028770932|-21.04383087|1.01402588|0.699913551|-1.093295425|-22.90899675|-15.45942012|49.75766514|0.470590799|-587.4579645|-8.306775343|0.300086449|7.522366517000001|4572.818263|0.020380352|839.3293197999999|393.5487205|10.95092849|1.0|1.0|1.0|1.0|2.81|0.0|4.48|4.07|78.25|1.23|0.0|95.2|0.0|1.0|3.0|-4.08|25.0|4.0|-6.3|0.0|-4.08|8.329999999999999e-05|0.0269|8.340000000000001e-05|27.0|7.85e-09|2.54e-06|-1043.577386|-1043.536121|0.3966|275.45|443.88|0.5492100000000001|0.0071|4.7435|0.04126499|5.4919|35.0|7.4559
8f_a12|0.0|0.0|0|6.580639137|1|1|0.609895166|4.59511985|-0.062406088|2|0.038347953|2.177023629|-0.3981937339999999|-0.002596875|10.31134658|-0.024023866|1|-0.00094279|-0.070713228|-0.125424286|-0.560548116|1|0.902669729|0.7475224290000001|-0.13747286|0.80546986|0.8409290840000001|1|-0.098932601|0.013287637|83.13642146|73.97552223|-0.03822396|-31.9483307|0.0|0.8381234340000001|-1.6818542230000002|-23.45595611|-21.72151161|48.82707007|0.460344828|-955.746511|-12.34367323|0.161876566|7.016225129|5481.952981|0.012030968|1140.340995|524.0516742|6.836832748|1.0|1.0|1.0|1.0|4.09|0.1|4.99|3.41|78.41|3.1|2.0|115.66|0.0|1.0|3.0|-5.7|27.0|4.0|-5.47|1.0|-5.24|1.99e-06|0.000735|5.72e-06|0.00211|3.79e-09|1.4e-06|-1481.146454|-1481.115891|312.0|297.01|441.97|0.65098|0.2466|0.9092|0.03056355|1.4701|646.0|6.1898
14m_a23|0.0|-4.405643132|2|7.423568444|0|0|1.197955072|5.351858133|-0.272389934|2|0.0431917209999999|0.665608656|-0.482182526|0.001027627|10.3132176|-0.050626415|2|0.001951778|-0.07256543|-0.226146643|-0.527662006|2|0.560094237|0.798384929|0.0266555739999999|0.8581143859999999|0.5415996160000001|1|-0.089285878|0.017992415|47.23604193|51.59888942|-0.039285786|-43.19105542|0.0|0.7958339090000001|-1.964289314|-35.21393496|-27.32379205|63.1440955|0.476833897|-1366.189602|-19.00406438|0.204166091|8.595073462|7588.823133|0.017997351|1716.6767920000002|658.8108151|12.51739962|0.0|1.0|1.0|1.0|3.51|0.09|4.42|6.19|105.02|3.82|2.0|125.29|0.0|1.0|6.0|-6.38|34.0|7.0|-6.06|0.0|-5.79|4.1200000000000004e-07|0.000198|1.61e-06|0.000773|5.94e-09|2.85e-06|-1966.968005|-1966.945041|0.3335|337.15|572.31|0.65552|0.3335|6.1522|0.02296475|8.5477|3.0|8.5171
18c_a22|0.0|0.0|1|6.842683282|0|0|1.194229067|4.727387819|0.013131848|2|0.038137255|1.642882533|-0.213698903|0.005449965|10.31286086|0.006275578|1|0.005597023|-0.078828791|-0.143402172|-0.305378181|2|0.7290394929999999|0.7669483559999999|-0.032031791|0.8287956870000001|0.6922232890000001|1|-0.076388478|0.019843706|30.63947336|47.68404831|-0.028825841|-36.55965924|15.22791009|0.682690024|-1.52776956|-27.73804808|-19.94201893|53.82294919|0.4777430589999999|-1056.927003|-13.79609783|0.317309976|7.332936064|7101.057047|0.0215181079999999|1548.179944|779.8043336000001|14.88645273|1.0|1.0|1.0|1.0|3.56|0.08|5.36|4.98|124.4|1.47|1.0|136.36|0.0|1.0|6.0|-5.8|34.0|5.0|-6.63|0.0|-5.1|1.6e-06|0.000739|7.98e-06|0.0036799999999999|3.4299999999999995e-10|1.58e-07|-1783.562578|-1783.5397829999995|0.2996|219.25|583.88|0.60449|0.0817|1.2938|0.02279458|1.0733|26.0|7585.0
13d_a6|0.0|0.0|0|7.412764017000001|1|1|1.424214188|5.351858133|-0.0122495089999999|1|0.041728395|0.0|-0.607917822|-0.003346018|10.95129636|-0.10528143|1|-0.000899678|-0.106686991|-0.174259072|-0.49314765|1|0.845481322|0.786837131|-0.027209556|0.841971795|0.7995080809999999|0|-0.110731261|0.030793771|156.67194009999997|143.9350986|-0.039696112|-51.34295409|564.780402|0.769432845|-2.103893962|-42.92734103|-27.03045032|84.01035117|0.4128711229999999|-1432.613867|-18.40596467|0.230567155|9.086171078|6185.117192000001|0.018542644|1861.908905|692.8471883999999|12.62632467|1.0|1.0|1.0|2.0|3.64|0.16|5.38|4.57|95.85|1.5|2.0|121.6|0.0|1.0|6.0|-5.95|32.0|5.0|-5.88|0.0|-5.27|1.11e-06|0.000471|5.42e-06|0.00229|3.96e-10|1.68e-07|-1389.403308|-1389.374844|0.7905|255.64|598.06|0.7007399999999999|0.2513|11.0994|0.02846332|14.0012|0.36|6.4437
14o_a23|0.0|-4.758526534|2|7.423568444|0|0|1.197958066|5.351858133|-0.301504331|2|0.046090147|0.6669152279999999|-0.807407518|-0.002390707|10.3132174|-0.049105045|2|-0.0004039459999999|-0.0962526|-0.2952674819999999|-0.653629157|2|0.598213287|0.802854174|0.000891427|0.861597051|0.575188253|1|-0.094138958|0.018054548|110.3941788|68.19627862|-0.042454824|-47.58321438|0.8929505459999999|0.800301554|-2.165196042|-36.61307972|-30.18347529|64.33441296|0.48945652|-1539.35724|-21.45909668|0.199698446|9.016411722|7967.617129|0.019295686|1923.471511|676.4530574|13.71836682|0.0|1.0|0.0|1.0|3.55|0.09|3.97|6.18|114.25|3.04|2.0|126.97|0.0|1.0|7.0|-6.89|35.0|8.0|-5.94|0.0|-6.0|1.29e-07|6.38e-05|1e-06|0.0004969999999999|1.12e-08|5.57e-06|-2042.184285|-2042.161288|385.0|335.19|582.89|0.58581|385.0|5.9294|0.02299729|8.3591|3.0|8.4815
12d_a30|0.0|0.0|0|7.412764017000001|2|2|0.604984421|5.351858133|-0.033312179|2|0.042804233|0.0|-0.354778373|0.005613018|10.31162861|-0.075816941|1|0.005965451|-0.053644471|-0.09353607|-0.4562256979999999|1|0.8414737059999999|0.8017873000000001|-0.0430927579999999|0.8532172109999999|0.7991060659999999|0|-0.094239701|0.015567102|85.1932288|101.4221952|-0.036246039|-39.33285959|0.0|0.8143892140000001|-1.884794029|-30.81433963|-23.41646662|57.75411196|0.4572733479999999|-1217.656264|-15.12802292|0.185610786|7.557073995|6120.329513000001|0.013424098|1495.177298|686.039456|8.672532296|0.0|1.0|1.0|1.0|4.75|0.17|4.35|2.93|81.65|3.04|2.0|132.24|0.0|1.0|5.0|-5.66|30.0|4.0|-5.81|0.0|-5.15|2.21e-06|0.0009119999999999|7.05e-06|0.00291|9.75e-08|4.02e-05|-1615.095823|-1615.063947|149.0|356.06|545.94|0.68608|149.0|4434.0|0.03187624|4.8843|11.0|7.9508
19i_a38|0.0|0.0|0|7.412764017000001|2|2|1.297043925|5.351858133|-0.115864198|2|0.043197531|0.0|-0.4561702689999999|-0.006877664|10.96052467|-0.053762162|1|-0.004358975|-0.098027247|-0.250781298|-0.430016467|1|0.653741315|0.836170906|-0.040954326|0.892249657|0.632625562|0|-0.113250303|0.022576308|137.7658863|154.953787|-0.040770109|-42.53502816|10.71501217|0.7419238420000001|-2.038505453|-31.35232957|-24.98593175|64.99417804|0.444551315|-1249.2965869999998|-15.31261014|0.258076158|6.690507557999999|6744.7785650000005|0.022159015|1683.860952|593.6088758|13.5801364|1.0|1.0|1.0|3.0|4.8|0.14|3.55|3.11|81.23|2.78|1.0|125.65|0.0|1.0|5.0|-4.25|31.0|5.0|-6.81|0.0|-4.33|5.68e-05|0.0238|4.67e-05|0.0196|7.599999999999999e-08|3.19e-05|-1431.415351|-1431.384243|0.2156|217.36|457.26|0.69267|0.1886|6.6636|0.03110827|8.6365|13.0|7.9031
12ab_a30|0.0|0.0|0|7.412764017000001|2|2|0.604983638|5.351858133|-0.030346359|2|0.043854875|0.0|-0.520212725|0.003529389|10.31162784|0.01563558|1|0.005111479|-0.12254489|-0.207153446|-0.384942092|1|0.8397577820000001|0.809127478|0.078325164|0.855880335|0.794193541|0|-0.1008879709999999|0.031588146|119.79740259999998|140.93076580000002|-0.031859359|-49.97135112|0.0|0.603952976|-1.815983471|-40.9825333|-22.42218278|80.46280277|0.461207954|-1278.064418|-15.78042667|0.3960470239999999|8.44310703|6918.884105|0.030534507|2116.165447|792.3440337000001|21.48976996|0.0|1.0|1.0|1.0|4.87|0.21|3.94|2.63|100.11|2.2|2.0|140.26|0.0|1.0|7.0|-5.61|33.0|6.0|-6.39|0.0|-5.0|2.47e-06|0.00113|9.94e-06|0.00456|1.47e-07|6.720000000000001e-05|-1804.824495|-1804.79081|0.1957|258.2|613.7|0.68324|0.1511|6.9089|0.03368522|7.4968|17.0|7.7825
