molecula|SddssS|SssssC|NaasN|SRW09|nAHRing|nARing|BCUTs-1|SRW07|AATSC1s|n6HRing|JGI4|SaaaC|ATSC1c|AATSC1are|BCUTi-1|AATSC8d|n5aHRing|AATSC1pe|MATS1i|AATSC1i|MATS1c|n6aHRing|GATS1are|BIC2|MATS8s|SIC2|GATS1pe|nFaHRing|FNSA5|FPSA3|RNCS|TPSA_x|FNSA4|WNSA5|RPCS|FNSA1|FNSA2|WNSA3|PNSA4|DPSA3|GeomPetitjeanIndex|PNSA2|WNSA4|FPSA1|GeomRadius|GRAV|FPSA5|DPSA2|Mor01p|PPSA5|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Fraction Csp3|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|BBB|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|Dipole (gas phase)|E solv. Water  (Hartree)|Dipole (water)|IC50|pIC50
17b_a50|0.0|0.0|2|7.934155233999999|1|1|1.348984601|5.82008293|0.013050204|1|0.032052154|2.206759705|-0.144000296|0.012409091|10.94500663|-0.15040528|2|0.012686493|-0.2252068689999999|-0.357011777|-0.237489143|1|0.7715057479999999|0.7621727979999999|-0.1585336269999999|0.799772151|0.748900413|1|-0.07555585|0.0128994089999999|9.9094658|47.42733742|-0.02681014|-36.59177249|86.9549829|0.803386523|-1.662228695|-23.14256283|-18.65764227|42.23167946|0.4835366239999999|-1156.773821|-12.98417734|0.1966134769999999|8.324966952|6059.076348|0.010169967|1439.872076|862.3868512|7.077456382|1.0|1.0|1.0|0.0|4.17|0.35|4.18|4.92|51.77|2.71|3.0|131.39|0.0|1.0|8.0|-4.75|32.0|4.0|-6.09|1.0|-4.91|1.7899999999999998e-05|0.00763|1.22e-05|0.0052|2.87e-08|1.22e-05|-1337.1910779999998|-1337.164673|0.1817|292.09|647.75|0.66195|0.1758|6.3333|0.02640483|8.4096|122.0|6.9136
12ae_a36|-3.3501500230000003|0.0|0|7.412764017000001|2|2|0.299253957|5.351858133|-0.351827031|2|0.041555556|0.0|-0.611759277|-0.006862238|10.31810353|0.006615826|1|-0.001160331|-0.15024383|-0.261631709|-0.513686975|1|0.8183043390000001|0.831101086|-0.0931249669999999|0.8837136859999999|0.750657639|0|-0.105648609|0.023873046|96.60079598|211.4077529|-0.036430555|-58.64180087|19.97715962|0.6849975640000001|-2.11297219|-47.65297933|-27.14173115|81.74750345|0.465246185|-1574.220407|-20.22131065|0.315002436|8.676756505|7331.209763|0.025570256|2298.140152|805.2286932|19.05051961|0.0|0.0|1.0|3.0|5.03|0.17|1.28|2.15|123.75|0.84|1.0|142.02|0.0|1.0|7.0|-3.85|34.0|6.0|-8.03|0.0|-3.72|0.0001409999999999|0.0668|0.0001889999999999|0.0897|1.36e-07|6.45e-05|-1876.203168|-1876.152311|0.4832|236.84|615.71|0.68591|0.3366|6.7458|0.0508577|8.9297|15.0|7.8239
11f_a5|0.0|0.0|0|6.605297921|1|1|1.370797007|4.59511985|0.022233547|3|0.021060606|0.0|-0.227966183|0.00722997|10.94877949|-0.0080939669999999|1|0.008309782|-0.128153787|-0.203228986|-0.230681941|2|0.785419245|0.756843253|-0.008110526|0.800575032|0.750555185|0|-0.074612137|0.0221464629999999|70.39517801|106.23633909999998|-0.022252743|-36.14073513|13.29510896|0.5109475960000001|-1.268406334|-33.11311829|-15.48735657|62.99140465|0.463183664|-882.7793242999999|-10.77881574|0.489052404|9.683662007|5969.213977|0.030351311|1727.7296760000002|753.9168511|21.12375879|1.0|1.0|1.0|1.0|3.35|0.24|4.61|3.53|76.16|1.03|1.0|126.79|0.0|1.0|7.0|-3.95|32.0|6.0|-6.99|1.0|-4.26|0.000112|0.0477|5.479999999999999e-05|0.0234|2.12e-09|9.06e-07|-1391.7602960000002|-1391.722248|0.5834|278.47|579.1|0.64937|0.1834|2.1313|0.03804804|2.9697|12.0|7.9208
12be_a36|0.0|0.0|0|7.412764017000001|2|2|1.297042758|5.351858133|-0.0419484829999999|2|0.043854875|0.0|-0.580823835|0.000482522|10.95957887|0.00430921|1|0.002872872|-0.176729938|-0.289604649|-0.3825349939999999|1|0.884226781|0.812921349|0.132962547|0.858971809|0.8350231859999999|0|-0.108962668|0.033763464|63.31681179|140.1361326|-0.031937334|-52.44976141|0.0|0.5660743979999999|-1.852365352|-37.57129686|-22.15805062|77.57811183|0.4564615729999999|-1285.166936|-15.37320593|0.433925602|8.773114043|6592.168374|0.034632557|2270.314539|766.4854363|24.02799032|0.0|0.0|1.0|2.0|4.96|0.21|2.83|1.9|87.66|1.42|1.0|136.74|0.0|1.0|7.0|-4.11|33.0|6.0|-7.13|0.0|-4.15|7.75e-05|0.0342|7.13e-05|0.0315|1.6100000000000005e-07|7.11e-05|-1462.0007349999998|-1461.968283|0.7034|237.59|594.44|0.70465|0.0018|7.7861|0.03245204|10.3044|44.0|7.3565
12y_a30|0.0|0.0|0|7.412764017000001|2|2|0.604984019|5.351858133|-0.037335306|2|0.044197531|0.0|-0.353814891|0.00604028|10.31162818|-0.058184644|1|0.006346396|-0.053700437|-0.0922059569999999|-0.4579359229999999|1|0.842068099|0.768409873|-0.05346283|0.8146529229999999|0.803183654|0|-0.091248521|0.0149823289999999|85.17057711|101.4221952|-0.034840345|-41.1215369|0.0|0.820108145|-1.91621895|-31.95309886|-23.38859815|57.65603256|0.445723724|-1286.372898|-15.70095045|0.179891855|8.067590558|6301.067405|0.012362508|1568.540572|754.3941655|8.299049218|0.0|1.0|1.0|1.0|4.86|0.21|4.87|3.23|81.65|3.25|2.0|137.21|0.0|1.0|5.0|-6.04|31.0|4.0|-5.64|0.0|-5.46|9.14e-07|0.00039|3.48e-06|0.00148|4.12e-08|1.76e-05|-1654.41361|-1654.382468|0.2173|238.56|585.59|0.6864399999999999|0.1489|4.7043|0.0311422|5.1209|22.0|7.6576
14_a4|0.0|0.0|1|7.535296702|1|1|1.399909181|5.4161004020000005|-0.04986736|1|0.0409444439999999|0.0|-0.069682036|0.009588001|10.94612798|0.117232935|1|0.008943549|-0.016862096|-0.039321879|-0.199315317|1|0.507307223|0.77505994|0.158051825|0.843811017|0.500893739|0|-0.071074269|0.013047382|12.12963775|67.73740575|-0.03015272|-14.69670456|85.72299913|0.768457211|-0.995039765|-13.60128622|-13.71135194|35.84371234|0.40126838|-452.4746139|-6.23496557|0.231542789|5.304461808|3944.638539|0.015779688|588.8091192|280.2639278|7.175500282000001|0.0|0.0|1.0|0.0|3.14|0.06|3.59|4.09|30.71|2.82|0.0|80.09|0.0|2.0|2.0|-3.4|21.0|3.0|-5.8|1.0|-3.97|0.000396|0.11|0.000106|0.0295|1.95e-06|0.000539|-918.9507745|-918.9304744|0.1864|274.1|353.16|0.55975|0.1067|2.3797|0.020300099|3.3312|1.32|5.8794
12bd_a36|0.0|0.0|0|7.412764017000001|2|2|1.297043358|5.351858133|-0.045630197|2|0.04625323|0.0|-0.4017244129999999|0.003676818|10.94639828|-0.0288761339999999|1|0.0045625|-0.101854847|-0.169994208|-0.436345273|1|0.902377067|0.78699829|-0.011529973|0.833398429|0.857993338|0|-0.099460046|0.0177487689999999|83.92365468|110.578217|-0.035521445|-43.33557909|0.0|0.78244124|-1.989200921|-30.9716039|-23.44707102|58.63647911|0.475272043|-1313.035977|-15.47699253|0.21755876|8.050812711|5957.939097|0.015363883|1678.127264|729.1873176|10.14142465|0.0|0.0|1.0|2.0|4.95|0.21|3.76|2.5|69.2|2.45|1.0|133.68|0.0|1.0|5.0|-4.54|31.0|4.0|-6.38|1.0|-4.6|2.8600000000000004e-05|0.0117|2.5e-05|0.0102|4.55e-08|1.86e-05|-1311.591775|-1311.560669|0.4467|319.66|568.94|0.7044100000000001|0.0058|5.7533|0.03110617|7.6908|17.0|7.7696
13l_a6|0.0|0.0|0|7.412764017000001|1|1|1.4242139390000002|5.351858133|-0.132667824|1|0.0408037829999999|0.0|-0.858070925|-0.009326562|10.95129637|-0.086595185|1|-0.006280295|-0.045794891|-0.073210645|-0.564860904|1|0.8694295409999999|0.7908110340000001|-0.058931734|0.84018367|0.827754203|0|-0.126521431|0.030012523|182.8275745|248.6104661|-0.0451862259999999|-61.3913735|118.3485042|0.793671137|-2.53042863|-57.29112645|-31.47586631|103.1523329|0.4257335779999999|-1762.648513|-21.92549054|0.206328863|8.810095892|6462.086665999999|0.018273048|2220.880201|741.5222707|12.72865798|1.0|1.0|1.0|3.0|3.64|0.16|4.55|3.8|115.15|1.39|1.0|124.98|0.0|1.0|7.0|-5.49|33.0|5.0|-6.59|0.0|-4.77|3.26e-06|0.00144|1.7100000000000002e-05|0.0075599999999999|1.29e-09|5.7e-07|-1465.865882|-1465.834958|0.3115|338.07|578.91|0.70515|0.0165|7.2582|0.03092407|8.9893|385.0|6.4145
12aa_a30|0.0|0.0|0|7.412764017000001|2|2|0.604983643|5.351858133|-0.028524865|2|0.043854875|0.0|-0.539735362|0.003529389|10.31162784|-0.007369513|1|0.005111479|-0.12254489|-0.207153446|-0.394520145|1|0.8397577820000001|0.809127478|0.024991407|0.855880335|0.794193541|0|-0.101368383|0.030906491|55.0567406|130.84205079999998|-0.033789461|-49.44198469|0.0|0.630759573|-1.925999268|-38.06478415|-23.59814969|76.08850600000001|0.4659424379999999|-1345.094532|-16.48066156|0.369240427|8.65813938|6944.511023|0.029670025|2132.499591|792.3440337000001|20.72118575|0.0|1.0|1.0|1.0|4.86|0.21|3.94|2.63|100.11|2.2|2.0|140.26|0.0|1.0|7.0|-5.61|33.0|6.0|-6.39|0.0|-5.0|2.47e-06|0.00113|9.94e-06|0.00456|1.47e-07|6.720000000000001e-05|-1804.818818|-1804.784381|0.1667|238.78|605.07|0.68642|0.1506|5.8962|0.03443621|6.4878|8.0|8.1135
12d_a31|0.0|0.0|0|7.765993078999999|1|1|0.61013528|5.733341277|-0.043220149|0|0.0359583329999999|0.0|-0.697102094|-0.002456634|10.31169788|-0.032270224|2|0.000127275|-0.134504227|-0.214049412|-0.550805937|0|0.8066174070000001|0.8343242820000001|-0.00658148|0.873955169|0.771222772|0|-0.11498416|0.0296918329999999|157.30671669999998|208.9297871|-0.032542687|-57.85220856|557.514503|0.6383648510000001|-1.724762406|-47.23018217|-23.08311261|87.64629597|0.389382761|-1223.404968|-16.37326657|0.361635149|9.445278138|5753.290126|0.02571268|1916.466682|647.1500428999999|18.23846616|1.0|1.0|1.0|2.0|3.76|0.38|6.04|4.09|117.37|1.31|2.0|112.97|0.0|1.0|9.0|-5.61|29.0|5.0|-6.36|0.0|-4.39|2.48e-06|0.0010199999999999|4.06e-05|0.0167|2.3500000000000002e-08|9.69e-06|-1657.471849|-1657.428467|0.2566|322.23|626.33|0.7006600000000001|0.2566|2.4186|0.04338158|3.3585|0.51|6.2924
16a_a23|0.0|0.0|2|7.423568444|1|1|1.197962324|5.351858133|-0.013055633|3|0.046283951|0.759926978|-0.302174246|0.012426121|10.31321796|-0.071458049|2|0.01226642|-0.181609054|-0.335065967|-0.380779155|2|0.765869487|0.8323974470000001|0.154144584|0.890165467|0.7199622309999999|1|-0.07288672|0.021379172|9.922436905|42.07919382|-0.025724725|-30.39361398|91.92609822|0.585920722|-1.311960953|-17.13669862|-16.6118386|40.34319246|0.49525751|-847.2037686000001|-10.72715788|0.414079278|8.024409307|6552.801739|0.02809646|1445.935835|668.3493171|18.14339594|0.0|0.0|1.0|1.0|3.94|0.14|2.03|2.52|108.26|2.04|1.0|125.79|0.0|2.0|5.0|-4.58|31.0|4.0|-7.02|0.0|-4.31|2.6e-05|0.0111|4.86e-05|0.0208|5.38e-06|0.0023|-1685.913359|-1685.8794469999998|0.2066|763.49|555.21|0.96307|0.2066|11.6254|0.03391189|18.4446|39.0|7.4037
4m_a46|0.0|0.16407746|1|7.825245291|1|1|1.134637002|5.587248657999999|0.051308728|1|0.041865079|0.0|-0.0329557579999999|0.011122528|10.94319657|0.007901235|1|0.010359417|-0.017992096|-0.029022201|-0.098201489|1|0.615482006|0.747676221|-0.099662698|0.7975218959999999|0.626578283|0|-0.0672468|0.010905551|6.161736337000001|26.89046601|-0.0224155999999999|-18.67596877|35.77391986|0.733236381|-1.008702005|-18.69640205|-11.81288911|41.22460182|0.463006576|-531.5800101|-6.225322922999999|0.266763619|5.329061873000001|4750.325312|0.012232753|724.9776792|486.9589609|6.446588969|0.0|1.0|1.0|0.0|3.59|0.29|4.25|4.63|54.5|2.5|1.0|98.69|0.0|1.0|2.0|-4.52|25.0|3.0|-5.68|1.0|-4.57|2.99e-05|0.00981|2.68e-05|0.0088|1.31e-07|4.31e-05|-1031.138426|-1031.109224|0.2465|205.21|468.63|0.68505|0.1557|3.9226|0.02920209|5.2326|1288.0|5.8901
16_a20|0.0|0.0|0|6.842683282|0|0|1.401259527|4.727387819|0.00695144|2|0.0388043479999999|2.013871268|-0.254072625|8.23e-05|10.93301779|-0.062750442|1|0.001157852|-0.070208458|-0.117308016|-0.458484451|2|0.7582110409999999|0.7478675859999999|-0.085041518|0.809440795|0.724665638|1|-0.077793092|0.011604018|69.28224942|55.92018945|-0.029561375|-33.67420774|3.46788153|0.780108103|-1.47806874|-28.6288015|-19.44924762|51.14820251|0.464473378|-972.4623811|-12.79619894|0.219891897|8.166385503999999|5896.394536|0.013439632|1246.573875|664.4562602999999|8.84230625|1.0|1.0|1.0|1.0|3.5|0.08|6.38|5.46|78.25|2.2|2.0|121.69|0.0|0.0|4.0|-6.06|31.0|4.0|-5.42|0.0|-5.66|8.68e-07|0.000349|2.17e-06|0.0008699999999999|3.0500000000000005e-11|1.22e-08|-1275.900951|-1275.8670960000002|0.3431|207.2|554.41|0.69524|0.1958|4.7315|0.03385502|6.5609|26.0|7585.0
18b_a30|0.0|0.0|0|7.412764017000001|2|2|0.604987149|5.351858133|0.0075638519999999|2|0.041767677|0.0|-0.375139476|0.003099827|10.31163838|-0.051413084|1|0.0036417359999999|-0.049287858|-0.090115975|-0.45633339|1|0.80330079|0.822401103|0.022695194|0.8839272779999999|0.760234689|0|-0.09536285|0.019880184|77.65678625|86.42600053|-0.036237883|-41.72392601|0.0|0.759715688|-1.811894154|-34.45606603|-23.96987622|65.24093056|0.424912258|-1198.493811|-15.85509189|0.240284312|7.513189589|6387.715069|0.0184861069999999|1577.555697|666.0036144999999|12.22780277|0.0|1.0|1.0|1.0|4.78|0.13|3.87|2.49|105.44|2.17|2.0|131.99|0.0|1.0|5.0|-5.49|31.0|5.0|-6.33|0.0|-4.8|3.23e-06|0.00137|1.57e-05|0.0066599999999999|2e-07|8.47e-05|-1668.034279|-1667.995173|0.3576|351.66|563.55|0.67715|0.3576|4.8198|0.03910602|6.5037|25.0|7.6003
2_a33|0.0|0.0|0|7.765993078999999|0|0|0.609420748|5.733341277|-0.064926835|0|0.039958333|2.112255684|-0.476784502|-0.002514803|10.31100266|-0.05997501|3|-0.000810928|-0.083752249|-0.148024156|-0.593915758|0|0.787714775|0.833090592|-0.0212158239999999|0.8799816220000001|0.753434785|1|-0.104047115|0.018451635|103.5201191|110.28338390000002|-0.031851158|-38.84811555|44.34034244|0.702597735|-1.56070672|-30.02592687|-19.46234551|60.41371259|0.4699986339999999|-953.6549298|-11.89228027|0.297402265|6.152818143999999|6067.635829|0.019430318|1357.327077|618.9134881|11.8727102|0.0|1.0|1.0|2.0|3.57|0.3|6.7|4.63|140.04|1.33|2.0|115.28|1.0|1.0|7.0|-6.35|28.0|4.0|-6.17|0.0|-4.78|4.44e-07|0.000183|1.6800000000000002e-05|0.0069|2.13e-08|8.78e-06|-1920.079174|-1920.049452|0.2911|341.74|525.38|0.70205|0.2911|4.2519|0.02972182|5539.0|6.0|8.2596
11d_a5|0.0|0.0|0|6.605297921|0|0|1.388848584|4.59511985|0.001099755|2|0.0228184279999999|0.0|-0.185566552|0.008307337|10.94877952|0.01948342|1|0.008809179|-0.12451554|-0.200646773|-0.22897714|2|0.786587307|0.783891527|-0.018747485|0.831190148|0.755793189|0|-0.0847408619999999|0.012828514|61.45330587|82.02685783|-0.029333375|-34.21147402|0.0|0.712305422|-1.525335513|-25.44574968|-18.63809379|48.19862797|0.49396568|-969.1808771|-11.84243331|0.287694578|8.920296087|5283.02167|0.018119737|1360.625438|631.9206508|11.51307533|1.0|1.0|1.0|1.0|3.13|0.17|4.41|4.14|66.93|1.42|1.0|114.29|0.0|1.0|7.0|-4.14|29.0|5.0|-6.47|1.0|-4.29|7.2e-05|0.0278|5.14e-05|0.0198|2.31e-09|8.909999999999999e-07|-1239.127458|-1239.093739|507.0|280.66|594.45|0.6533399999999999|0.2068|2.8731|0.03371838|3.7008|15.0|7.8239
27_a47|0.0|0.0|1|6.842683282|1|1|1.216250059|4.727387819|0.006768957|3|0.0304347829999999|1.807806182|-0.207000956|0.001861676|10.95005714|0.013336016|1|0.002350172|-0.077485193|-0.157688306|-0.280944221|2|0.6636125860000001|0.804224077|0.0436226579999999|0.8517043879999999|0.634406338|1|-0.079484997|0.016506051|20.73428323|98.27436776|-0.028494622|-32.56705871|3.180329084|0.700732763|-1.510214943|-25.8313393|-18.2393594|50.9207639|0.475450742|-966.6860481|-11.67498331|0.299267237|7.083168776|6433.288104|0.018969968|1379.535965|682.9868225|12.14264461|1.0|0.0|1.0|2.0|3.37|0.26|4.18|5.07|67.66|3.11|2.0|125.17|0.0|1.0|5.0|-4.81|31.0|5.0|-6.34|0.0|-5.05|1.5399999999999998e-05|0.00674|8.89e-06|0.0038799999999999|1.5e-09|6.55e-07|-1778.1049670000002|-1778.078632|0.4007|251.19|517.82|0.69381|0.1839|4.0365|0.02633483|5.2214|2512.0|5.6
12_a15|0.0|0.0|0|0.0|0|0|1.435689014|0.0|-0.0455566929999999|2|0.034285714|0.0|-0.370766171|0.001740635|10.95973444|-0.01062828|0|0.0034254209999999|-0.120626133|-0.184255041|-0.380490701|2|0.8310685940000001|0.723852961|0.049877871|0.769289315|0.7933685340000001|0|-0.094209248|0.015018226|72.18361893|66.16793071|-0.031995594|-38.40979933|4.192089814|0.746489397|-1.695766456|-24.90456371|-20.42981445|48.59303169|0.476419838|-1082.780166|-13.04483751|0.253510603|5.448223888999999|5897.820841|0.016453962|1450.496376|673.7288405|10.50617745|1.0|0.0|1.0|1.0|3.56|0.12|5.32|6.3|56.27|2.87|2.0|119.95|0.0|1.0|6.0|-6.22|30.0|4.0|-4.97|0.0|-5.83|5.99e-07|0.0002379999999999|1.47e-06|0.000584|1.51e-10|5.99e-08|-1281.087109|-1281.060163|0.1374|276.63|585.26|0.70444|0.0093|4.3338|0.02694613|6.0547|4.0|8.3979
12a_a30|0.0|0.0|0|7.412764017000001|2|2|0.604984824|5.351858133|-0.02919335|2|0.040166667|0.0|-0.3557214489999999|0.005050384|10.31162903|-0.094932667|1|0.005458948|-0.053309522|-0.094526372|-0.454270252|1|0.8421237309999999|0.7885597609999999|-0.031179517|0.842671963|0.7961424690000001|0|-0.097138462|0.016292604|85.47365107|101.5505506|-0.037665934|-37.34272719|0.0|0.805190202|-1.845630786|-29.59731695|-23.35372432|57.83766054|0.469799116|-1144.332492|-14.47983299|0.194809798|7.362386058999999|5936.682602000001|0.014884556|1421.195251|620.9195447000001|9.228758655|0.0|1.0|1.0|1.0|4.65|0.14|3.84|2.62|81.65|2.82|2.0|127.28|0.0|1.0|5.0|-5.28|29.0|4.0|-5.98|0.0|-4.85|5.23e-06|0.00208|1.4e-05|0.0056|2.3100000000000002e-07|9.21e-05|-1575.7783980000002|-1575.745502|0.1866|245.76|507.17|0.68599|0.1511|4.1875|0.03289568|4.7368|11.0|7.9469
19_a31|0.0|0.0|0|7.401841579|0|0|0.61013725|5.351858133|-0.086654127|0|0.0427124179999999|0.0|-0.46087445|-0.005956522|10.31169935|-0.081641954|2|-0.0038998559999999|-0.081398052|-0.1751017789999999|-0.615878515|0|0.656654981|0.8558149140000001|0.019858798|0.902130276|0.6427749970000001|0|-0.113333675|0.014675044|75.32978176|157.414423|-0.036060715|-38.88650245|67.42915967|0.776211804|-1.586671445|-31.1960848|-21.12293613|61.85348014|0.446100738|-929.4091898|-12.37297805|0.223788196|7.0760696020000005|4917.329034|0.0152483439999999|1197.365442|460.3754405|8.931875058|1.0|1.0|1.0|2.0|3.44|0.28|5.8|4.33|98.91|1.68|1.0|97.25|0.0|1.0|7.0|-4.67|25.0|4.0|-6.41|0.0|-3.92|2.14e-05|0.0076799999999999|0.0001199999999999|0.0431|4.08e-08|1.46e-05|-1489.532192|-1489.4951640000002|0.3205|246.28|537.66|0.7005600000000001|0.2271|1.7076|0.03702801|2.4209|1.8|5.7447
12ah_a36|0.0|0.0|0|7.412764017000001|2|2|1.297013411|5.351858133|-0.043678703|2|0.043848238|0.0|-0.41302559|0.0005016269999999|10.95983779|-0.050147748|1|0.0010871589999999|-0.103922055|-0.177407665|-0.444563583|1|0.8941919290000001|0.835013502|0.011674455|0.8910146309999999|0.8065052890000001|0|-0.1059368909999999|0.0184777819999999|82.70705743|110.8777131|-0.038137281|-44.23111357|0.0|0.768906425|-1.906864035|-31.66734951|-24.6427998|60.9481085|0.468162246|-1232.13999|-15.92320089|0.231093575|8.26712637|6015.129321|0.017909528|1602.457659|629.5017194000001|11.57242717|0.0|0.0|1.0|2.0|4.73|0.14|3.35|2.54|69.2|2.51|1.0|128.76|0.0|1.0|5.0|-4.44|30.0|4.0|-6.49|1.0|-4.59|3.64e-05|0.0151|2.55e-05|0.0106|6.65e-08|2.77e-05|-1692.545871|-1692.512868|0.6729|237.25|532.36|0.6970000000000001|0.0485|5.4979|0.03300341|7.6265|11.0|7.9586
9i_a40|0.0|0.0|1|7.515889085|0|0|0.604992808|5.4161004020000005|-0.105556952|0|0.045555556|0.891973262|-0.279092262|0.004532692|10.31197226|-0.1788455119999999|2|0.004019925|0.105172175|0.187399127|-0.542471361|0|0.831946443|0.762774506|-0.154977678|0.824009442|0.7947633409999999|1|-0.088485615|0.011010661|213.7117392|85.16517222|-0.036869006|-22.46593254|62.68854553|0.8590224540000001|-1.327284222|-23.58195819|-18.57750214|52.34891159|0.477626156|-668.7900768999999|-9.360805225|0.140977546|7.700852478|4201.058793|0.010372658|778.5478408|351.4600612|5.226560183|1.0|1.0|1.0|1.0|3.25|0.06|3.84|4.02|84.45|2.99|1.0|91.11|0.0|1.0|2.0|-5.32|22.0|2.0|-5.44|0.0|-4.71|4.79e-06|0.00147|1.97e-05|0.00603|9.31e-07|0.000285|-1273.334714|-1273.31399|0.5012|284.3|417.75|0.70339|0.3362|2.0895|0.02072395|2.7887|1.25|5.9031
5e_a40|0.0|0.0|1|8.149890544|0|1|0.604912776|6.167516491000001|0.0601021459999999|0|0.044526749|0.7768055559999999|-0.162528785|0.009890343|10.31198323|0.029272031|2|0.008306061|0.005996234|0.010397494|-0.391074665|0|0.535506399|0.8092726020000001|-0.402340487|0.877722972|0.5087199929999999|1|-0.089724264|0.019851304|170.7311133|64.47400829|-0.035889706|-20.29110082|51.7148695|0.8223594679999999|-1.076691165|-17.38723451|-17.06741495|46.00255248|0.47779156|-512.0224486000001|-8.116440327000001|0.177640532|6.533857846|4158.984115|0.012921086|622.6260756|264.9899736|6.144645946|0.0|1.0|0.0|0.0|3.03|0.21|4.3|3.74|75.5|2.37|1.0|79.16|0.0|2.0|3.0|-4.78|20.0|3.0|-5.66|1.0|-4.25|1.66e-05|0.00505|5.56e-05|0.0169|2.23e-05|0.00678|-1637.197299|-1637.180703|0.5262|333.85|390.33|0.69675|0.5262|7.87|0.01659566|10282.0|25.0|7.6021
7_a4|0.0|0.0|1|7.535296702|1|1|1.343865525|5.4161004020000005|-0.003297033|2|0.037694444|2.048170299|-0.076100699|0.008409909|10.92992954|0.04206117|1|0.008242591|-0.042220092|-0.094000778|-0.174410426|2|0.527072036|0.8046449179999999|0.022270259|0.87010589|0.518356619|1|-0.071288428|0.01470626|14.01468959|87.67070691|-0.026733161|-18.06277106|79.08210981|0.7179916670000001|-1.06932642|-16.47508541|-13.45652664|40.13253521|0.437317462|-538.2610657|-6.773539148999999|0.282008333|5.512905888|5022.496714|0.016800137|749.6759227000001|407.1471338|8.456594282000001|1.0|0.0|1.0|0.0|3.05|0.15|4.42|4.67|43.6|2.82|0.0|95.07|0.0|1.0|2.0|-3.81|25.0|4.0|-6.03|1.0|-4.41|0.000156|0.0514|3.92e-05|13.0|3.49e-08|1.15e-05|-1089.870249|-1089.847072|0.0697|307.05|365.73|0.59702|0.0697|3.9832|0.02317758|4926.0|151.0|6821.0
8j_a46|0.0|0.214753401|1|7.727094485|1|1|1.160371125|5.533389489|-0.008523199|2|0.043903904|0.0|-0.081366324|0.011852046|10.96391738|-0.053618988|1|0.0108603019999999|-0.084266433|-0.133413527|-0.229679821|2|0.645146311|0.789844634|-0.223292257|0.837678812|0.6109926379999999|0|-0.068971544|0.008672342|7.723448142|35.10521457|-0.02566383|-19.90219786|64.83187221|0.822112519|-1.103544698|-15.7861518|-13.78596018|34.04593326|0.427798746|-592.7962878|-7.405468973|0.177887481|5.617748211|4759.107832|0.008843828|721.0646647000001|453.1959065|4.750680627|0.0|1.0|1.0|0.0|3.23|0.32|4.71|4.55|43.6|2.62|1.0|96.94|0.0|1.0|2.0|-4.59|24.0|3.0|-5.55|1.0|-4.83|2.59e-05|0.00878|1.47e-05|0.00497|5.46e-08|1.85e-05|-1414.53151|-1414.50743|0.1728|249.79|493.89|0.70121|0.1427|5.2361|0.02408052|6.4463|1228.0|5.9108
19f_a38|0.0|0.0|0|7.412764017000001|2|2|1.297044434|5.351858133|-0.084341564|2|0.041808786|0.0|-0.4228801179999999|-0.002526241|10.96083376|-0.054832432|1|-0.000673716|-0.101303149|-0.217394466|-0.4288343429999999|1|0.724208473|0.819222745|-0.075025988|0.8741648479999999|0.698414933|0|-0.111307609|0.02107583|125.7493111|159.14822980000002|-0.037844587|-45.42524686|12.14075726|0.734437553|-1.892229356|-34.81887413|-24.1763087|67.96791709|0.453960261|-1208.815435|-15.44458393|0.265562447|6.164440995|6115.273372|0.020733452|1645.906354|595.8790650000001|13.24517938|1.0|1.0|1.0|3.0|4.82|0.14|3.13|2.55|81.23|2.4|1.0|125.69|0.0|1.0|5.0|-4.14|30.0|4.0|-6.77|0.0|-4.17|7.209999999999999e-05|29.0|6.77e-05|0.0272|1.4e-07|5.610000000000001e-05|-1332.190216|-1332.160846|0.3205|233.07|495.68|0.7056100000000001|0.0019|5.3152|0.02936908|7.1655|73.0|7.1397
