molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SssssC|BCUTs-1|SaasN|MATS2c|AATSC1c|AATSC1s|n6HRing|JGI4|MATS7i|SaaaC|ATSC1c|AATSC1are|MATS8i|BCUTi-1|n5aHRing|AATSC1pe|AATSC1i|MATS1c|GATS1are|BIC2|MATS8s|MATS8d|GATS1pe|nFaHRing|RASA|FNSA3|FNSA5|FPSA3|PNSA3|PPSA3|RPSA|TPSA_x|FNSA1|FNSA2|DPSA5|GeomPetitjeanIndex|GRAVp|TASA|PNSA2|MOMI-Z|WNSA4|GeomRadius|GeomDiameter|GRAV|WNSA2|DPSA4|DPSA1|Mor01p|CYP2C19 inhibitor|CYP2C9 inhibitor|P-gp substrate|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log Po/w WLOGP|TPSA_y|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|E solv. Water  (Hartree)|Gibbs Free Energy|pIC50|pIC50
14ae_a23|0.0|0|1|1|0.0|1.1979624290000002|3.338149829|-0.033049777|-0.007539122|-0.029948314|2|0.042903564|0.026913008|0.7338690390000001|-0.4448081789999999|0.008996289|-0.0174992419999999|10.31321689|2|0.009675528|-0.253318853|-0.363230717|0.7763406840000001|0.7830067820000001|0.107765697|0.0469453379999999|0.7317531540000001|1|0.872362051|-0.065169397|-0.087074783|0.03467374|-46.69131269|24.84237243|0.127637949|91.4475768|0.53040766|-1.480271319|87.09501229|0.479058976|3212.850883|625.0131414|-1060.556252|2575.36078|-13.81539807|8.123993885|15.59484379|7308.981869|-759.846894|36.35475577|-43.57178809|770.8206617000001|0.0|1.0|1.0|1.0|3.76|0.12|26.0|4.03|123.48|133.27|0.0|1.0|7.0|34.0|6.0|-6.68|471.53|0.0|0.0|3.44|-5.08|1.6e-06|0.000753|8.22e-06|0.0|0.0|2.49e-08|3.6036|2.99|3.6036|-1858.952529|751.57|1285.52|0.3205|344.06|-1858.675325|0.3205|-0.14537|7.0211|0.01449323|-1858.7404850000005|8.6038|8.6038
12f_a40|0.0|0|0|0|0.0|0.604990261|1.768354671|-0.03356339|-0.006206277|-0.015621373|0|0.040501792|0.070099257|0.807254372|-0.235838511|0.008525796|0.108909202|10.31197207|2|0.006841832|-0.054891771|-0.397377446|0.679527138|0.777316288|-0.160218113|-0.271493213|0.605644757|1|0.909993912|-0.067004323|-0.082198664|0.021549915|-37.02024147|11.90644165|0.090006088|49.72883796|0.7314440520000001|-1.150781297|56.53158029|0.490421149|2383.68369|502.7764322|-635.8127312999999|628.5604981|-10.03685385|8.404802652999999|16.49362536|5326.217734000001|-351.2898849|24.83590915|-255.7481174|384.1423925|1.0|1.0|0.0|0.0|3.61|0.06|20.0|5.44|67.66|98.25|0.0|1.0|3.0|24.0|3.0|-4.76|376.26|0.0|0.0|4.76|-5.99|2.66e-07|0.0001|1.02e-06|0.0|0.0|4.81e-08|4.3313|4.77|2.8374|-2212.348599|572.63|951.55|0.4348|286.25|-2212.222254|0.3858|-0.11765|3.2818|0.01077929|-2212.275094|6.4202|6.4202
17c_a50|0.0|0|1|1|0.0|1.347835869|4.349159921|-0.212075666|-0.002676029|0.024219848|2|0.031870748|0.021572081|2.193763306|-0.1766179239999999|0.01130519|-0.144763835|10.94500663|2|0.012222674|-0.373205592|-0.2256811219999999|0.762883243|0.774994313|-0.139943634|-0.212611846|0.728169863|1|0.89719894|-0.051905615|-0.073693343|0.021675174|-35.70979598|14.91199042|0.10280106|70.72462009999998|0.569750429|-1.32648017|66.7258111|0.49503436|2951.495914|617.2509739|-912.5859825|2014.72331|-10.29240792|8.310163601000001|16.45688922|6438.380804|-627.8368834|26.25785813|-95.97318605|849.1345426000001|0.0|1.0|1.0|0.0|3.61|0.35|20.0|3.53|61.0|134.28|0.0|1.0|6.0|33.0|5.0|-6.96|440.54|0.0|1.0|3.1|-4.43|0.000158|0.0698|3.75e-05|0.0|0.0|1.6100000000000005e-07|4.2397|2.74|4.0432|-1411.157813|746.5|1289.05|0.1814|292.44|-1410.838844|0.1801|-0.16697|6.3989|0.02957871|-1410.902767|7.1612|7.1612
3a_a32|0.0|1|1|1|0.0|0.6094208210000001|0.0|-0.0505635059999999|-0.007588088|-0.045659995|0|0.03382716|-0.014365682|2.211368234|-0.250406908|-0.002794182|0.102212031|10.31100283|3|-0.001223394|-0.1568626659999999|-0.491457345|0.84134255|0.844272053|-0.045516432|0.215012723|0.7757299320000001|1|0.817070968|-0.080607266|-0.0970820759999999|0.0224684379999999|-37.30101542|10.39727075|0.182929032|84.65041685|0.6723099029999999|-0.970820756|55.87310101|0.461044711|2028.93875|378.0996237|-449.2473442|812.930125|-6.929640892|5.755284924|10.67859439|4249.04624|-207.8892268|22.27382254|-159.4728294|278.73805810000005|0.0|1.0|1.0|1.0|2.21|0.07|19.0|4.12|110.94|83.28|0.0|1.0|2.0|20.0|3.0|-5.77|298.39|0.0|0.0|3.32|-4.35|4.83e-06|0.00144|4.51e-05|0.0|0.0|7.66e-07|3.6308|2.17|3.6308|-1554.768725|492.91|801.12|0.2719|341.48|-1554.7020630000002|0.2719|-0.15058|3.6178|0.02744024|-1554.748543|8.5686|8.5686
14e_a23|0.0|0|1|1|-4.45581912|1.197957573|3.052208981|0.059967018|-0.008865361|-0.272389934|2|0.044241453|0.023369734|0.650989437|-0.4787294729999999|0.001027627|0.021081733|10.3132176|2|0.001951778|-0.226146643|-0.5232404310000001|0.560094237|0.791790895|0.133270225|-0.014216155|0.5415996160000001|1|0.925392058|-0.073376247|-0.089453046|0.018022127|-51.07141556|12.5437807|0.074607942|51.92870134|0.796525872|-1.96796702|74.75779594|0.49543439|3255.313968|644.0923882999999|-1369.74655|2428.874279|-19.06744972|8.020794334|15.89643482|7663.17288|-953.3724859|34.39302091|-412.7765217|658.8108151|0.0|1.0|1.0|1.0|3.62|0.09|26.0|6.19|105.02|125.29|0.0|1.0|6.0|34.0|7.0|-6.06|479.48|1.0|0.0|4.5|-5.79|4.1200000000000004e-07|0.000198|1.61e-06|0.0|0.0|5.94e-09|3.7033|4.2|3.7033|-1966.943431|706.39|1209.58|0.3178|334.8|-1966.720803|0.3178|-153.0|3.7696|0.02250947|-1966.785007|8.5214|8.5214
11e_a5|0.0|1|0|0|0.0|1.338814635|0.0|-0.2114441819999999|-0.003208975|0.038643235|2|0.020943152|-0.07965|0.0|-0.192538515|0.008268901|-0.16669151|10.9487795|1|0.008721244|-0.147721258|-0.234433859|0.77509232|0.775794895|-0.048843135|-0.02059071|0.747366251|0|0.876758791|-0.062865536|-0.0790189759999999|0.0120552589999999|-41.64560703|7.986070113999999|0.123241209|81.64179149|0.72163516|-1.580379517|63.5644542|0.483563144|2721.416353|580.8135016|-1046.930776|960.0428704|-12.38472918|9.387474824|18.17739133|5675.693973|-693.5448342|25.90670947|-293.6467698|735.3048881|0.0|1.0|1.0|1.0|3.43|0.24|23.0|4.29|66.93|125.71|0.0|1.0|7.0|31.0|5.0|-6.28|411.5|0.0|1.0|3.63|-4.72|2.23e-05|0.00919|1.9e-05|0.0|0.0|1.13e-09|4.4179|2.91|4.1036|-1316.512503|717.76|1220.1|0.5347|280.64|-1316.239803|0.2125|-0.16751|2.3124|0.03460011|-1316.301553|7.3979|7.3979
14f_a23|0.0|0|1|1|0.0|1.197963246|3.366063739|-0.002304087|-0.006791105|-0.027380305|2|0.04255787|0.056215377|0.745818086|-0.373510774|0.010561248|-0.0555907109999999|10.3132176|2|0.010508236|-0.199540201|-0.399688849|0.756252127|0.796412133|0.070514687|-0.06885759|0.71381683|1|0.894162392|-0.059927056|-0.084419703|0.027134452|-40.51498423|18.34483401|0.105837608|71.55380685|0.665778294|-1.603974359|74.08536976|0.478733036|3014.916135|604.5178506|-1084.401604|2322.5224120000003|-14.37516058|8.124287407|15.58565565|6768.918745|-733.1331894|31.93672236|-224.1560124|683.7405759|0.0|1.0|1.0|1.0|3.61|0.09|26.0|4.03|114.25|126.78|0.0|1.0|6.0|32.0|5.0|-6.47|441.51|0.0|0.0|3.46|-5.02|2.32e-06|0.0010199999999999|9.57e-06|0.0|0.0|3.11e-08|5.8184|3.23|3.5753|-1744.429532|711.98|1210.19|0.2462|213.09|-1744.182678|0.1699|-0.1458|6.3534|0.02255331|-1744.2443850000002|8.6459|8.6459
12o_a36|0.0|1|0|0|0.0|1.297042837|0.0|0.01340619|-0.0100574069999999|-0.079716275|2|0.040770975|0.03842353|0.0|-0.613501857|-0.00233752|-0.059733192|10.96036596|1|-0.000472698|-0.213993335|-0.5110239679999999|0.859938421|0.799869816|0.141570244|-0.01854899|0.817582774|0|0.7592112809999999|-0.082048664|-0.10624773|0.023402195|-59.0895896|16.85373064|0.2407887189999999|173.4105814|0.666462845|-2.018706878|95.66406176|0.469699889|3009.981519|546.7667677000001|-1453.826968|2778.220342|-18.36865355|7.322888607|13.80895167|6622.134304|-1047.013252|38.27030489|-239.7655413|757.7532208|0.0|0.0|1.0|3.0|0.0|0.17|17.0|1.65|98.3|138.06|0.0|1.0|7.0|33.0|5.0|-7.66|438.48|0.0|0.0|1.47|-3.64|0.000292|128.0|0.000227|0.0|0.0|1.1800000000000001e-07|5.1927|4.5|3.8726|-1440.926241|728.07|1240.51|0.4075|238.77|-1440.671057|0.2888|-0.15695|4.9237|0.04371335|-1440.734965|7.3979|7.3979
13k_a6|0.0|1|0|0|0.0|1.42421381|0.0|0.031525207|-0.014257799|-0.132667824|1|0.04162037|0.051404465|0.0|-0.8554679409999999|-0.009326562|0.0809333929999999|10.95129637|1|-0.006280295|-0.073210645|-0.5627624379999999|0.8694295409999999|0.7908110340000001|0.1373649019999999|-0.123105035|0.827754203|0|0.641032542|-0.11937574|-0.127178105|0.0296987679999999|-82.8774254|20.6185734|0.3589674579999999|249.215618|0.7971316940000001|-2.543562101|100.7779947|0.426031882|2966.890288|445.0412356000001|-1765.8854210000002|3332.974951|-21.89246528|8.370126134|14.58291125|6492.211639|-1225.9780560000002|39.55891914|-412.5714301|741.5222707|1.0|1.0|1.0|3.0|2.8|0.16|23.0|3.8|115.15|124.98|0.0|1.0|7.0|33.0|5.0|-6.59|441.48|0.0|0.0|3.18|-4.77|3.26e-06|0.00144|1.7100000000000002e-05|0.0|0.0|1.29e-09|5112.0|5.41|3.5476|-1465.83213|731.25|1246.69|0.3971|242.53|-1465.557346|0.0137|-0.14589|8.1639|0.0308324|-1465.621288|7.3372|7.3372
20b_a10|0.0|0|0|0|0.0|1.343837209|2.103422978|0.048567614|-0.007463406|-0.073703704|2|0.035818182|-0.030238422|1.854149459|-0.447804373|0.001965496|-0.042013549|10.92966143|1|0.002637529|0.031942481|-0.450145946|0.725009545|0.761071345|0.052265135|-0.022843761|0.6980623109999999|1|0.75259177|-0.094975935|-0.088479815|0.013038163|-60.68950774|8.331370518|0.24740823|158.09355980000004|0.7616213270000001|-1.85807612|67.46831286|0.454087415|3085.433676|480.905232|-1187.308396|2257.777328|-13.79433873|7.554743755|13.838742600000002|7173.225184999999|-758.6886304|28.34404003|-334.3514234|769.1246171|1.0|1.0|1.0|1.0|3.15|0.11|27.0|5.0|95.92|129.73|0.0|1.0|5.0|34.0|5.0|-6.53|447.49|0.0|0.0|3.66|-5.09|6.05e-06|0.00271|8.13e-06|0.0|0.0|1.1699999999999999e-09|5.9354|4.88|3.9013|-1465.587932|687.84|1218.74|0.2782|208.89|-1465.333983|0.1382|-0.16388|5725.0|0.03930765|-1465.395231|5.9586|5.9586
12aa_a36|0.0|1|0|0|0.0|1.297043479|0.0|0.033952382|-0.011588438|-0.135770278|2|0.042560386|0.03597264|0.0|-0.672129428|-0.006653538|0.010538281|10.95446449|1|-0.004569485|-0.090926893|-0.53315493|0.892815402|0.833911317|0.156337925|-0.023185884|0.849217847|0|0.688945241|-0.1066659309999999|-0.117270578|0.023617545|-72.94175494|16.1504726|0.3110547589999999|212.7097172|0.731335741|-2.228140982|96.18613736|0.44829258|2928.7759760000004|471.12395210000005|-1523.677823|2418.848273|-19.29522587|8.05947774|14.60824604|6438.603019|-1041.942197|38.58180913|-316.3903377|689.2886595|0.0|0.0|1.0|3.0|0.0|0.13|17.0|0.98|112.29|131.85|0.0|1.0|6.0|32.0|5.0|-7.79|424.46|0.0|0.0|1.15|-3.45|0.000304|129.0|0.000359|0.0|0.0|7.19e-07|3.8899|3.88|3.8899|-1401.617177|701.99|1183.76|0.4446|318.73|-1401.389257|0.4446|-0.15718|3.5904|0.04550032|-1401.45065|8.0458|8.0458
12bd_a36|0.0|1|0|0|0.0|1.297043358|0.0|-0.051990612|-0.006695407|-0.045630197|2|0.04625323|0.025649557|0.0|-0.4017244129999999|0.003676818|-0.030990165|10.94639828|1|0.0045625|-0.169994208|-0.436345273|0.902377067|0.78699829|-0.011529973|-0.047786573|0.857993338|0|0.832478093|-0.071083327|-0.099460046|0.0177487689999999|-46.92083391|11.7156452|0.167521907|110.578217|0.78244124|-1.989200921|75.7932235|0.475272043|2772.776922|549.5039111000001|-1313.035977|2403.371086|-15.47699253|8.050812711|15.34283166|5957.939097|-866.7115819|29.96655829|-372.868829|729.1873176|1.0|0.0|1.0|2.0|0.0|0.21|17.0|2.5|69.2|133.68|0.0|1.0|5.0|31.0|4.0|-6.38|409.49|0.0|1.0|2.42|-4.6|2.8600000000000004e-05|0.0117|2.5e-05|0.0|0.0|4.55e-08|3.8786|3.79|3544.0|-1311.560669|706.26|1200.23|0.4467|319.66|-1311.291779|0.0058|-0.1459|5.7533|0.03110617|-1311.352257|7.7696|7.7696
15b_a10|0.0|0|0|0|0.0|1.3438370730000002|2.145379897|-0.197213588|-0.002413027|0.024214591|2|0.033219955|-0.111812184|2.0455289690000003|-0.149607679|0.011484257|-0.082365722|10.92966694|1|0.011928706|-0.27395395|-0.195505087|0.744213612|0.791078367|-0.058258414|-0.104250125|0.7199249390000001|1|0.921918974|-0.046334564|-0.07358373|0.015973068|-31.76194123|10.94939968|0.078081026|53.52386591|0.670236374|-1.398090862|62.53159836|0.414077981|2716.468606|631.9674549|-958.3791518|2603.829652|-11.32690674|6.6940006620000005|11.42472965|6105.426726|-656.9605906|24.65365821|-233.3911134|766.4127559|0.0|1.0|1.0|0.0|3.89|0.32|21.0|4.44|56.07|123.73|0.0|1.0|7.0|31.0|5.0|-6.34|413.51|0.0|1.0|3.66|-4.64|4.46e-05|0.0185|2.28e-05|0.0|0.0|6.609999999999999e-09|5.7620000000000005|2.74|3.7625|-1317.736865|721.17|1231.3|0.3575|215.17|-1317.429772|0.1595|-0.15579|4.7752|0.02977516|-1317.4913390000002|7.0706|7.0706
14a_a10|0.0|0|0|0|0.0|1.3438495730000002|2.156210368|-0.2090476269999999|-0.002047597|0.0437538159999999|3|0.035660377|0.027446544|2.070512208|-0.147427016|0.011509975|-0.045759336|10.92970798|1|0.012272222|-0.344811314|-0.168193178|0.76857495|0.7348225290000001|-0.011977878|-0.007680215|0.740051323|1|0.911549451|-0.044416218|-0.070610745|0.0135610389999999|-32.23041637|9.840503082|0.088450549|64.18371923|0.542015878|-1.270993412|67.14248252|0.469029865|3075.550631|661.4615097|-922.2903058|1774.8853399999998|-9.988888957|10.0292632|18.88856367|6754.660977|-669.2555601|25.39690722|-60.97724212|1003.968547|0.0|1.0|1.0|0.0|4.4|0.39|21.0|3.36|59.31|146.76|0.0|1.0|7.0|35.0|6.0|-6.82|468.59|0.0|1.0|3.43|-4.8|6.159999999999999e-05|0.0288|1.58e-05|0.0|0.0|6.55e-09|5.5808|2.25|3802.0|-1489.803158|800.01|1380.89|0.2835|222.16|-1489.42155|0.0005|0.2422099999999999|3.1205|-0.14757681|-1489.487381|7.1308|7.1308
19_a20|0.0|1|0|0|0.0|1.4009239059999998|0.0|0.071176085|-0.0096278259999999|-0.130949446|3|0.0396875|0.103271147|1.622562232|-0.539158264|-0.006620594|0.077469518|10.94899558|1|-0.004654742|-0.083481481|-0.5838248970000001|0.811128636|0.7619768840000001|-0.143992458|-0.105118869|0.7741509329999999|1|0.754452534|-0.091725453|-0.099685049|0.013643765|-60.26825633|8.964643162|0.245547466|161.33709|0.796070588|-1.993700989|75.98477124|0.483310517|2849.084477|495.7134289|-1309.962269|1818.518838|-16.55214209|7.950138729|15.38668579|6325.747732|-860.7113887|31.64490997|-389.0666676|684.5377542|1.0|1.0|1.0|2.0|2.49|0.08|27.0|4.08|110.44|122.86|0.0|1.0|5.0|32.0|5.0|-6.8|420.47|0.0|0.0|3.16|-4.57|1.29e-05|0.00541|2.6600000000000003e-05|0.0|0.0|2.34e-10|3.3616|5.01|3.3616|-1368.378274|687.79|1190.68|0.2998|368.83|-1368.129074|0.2998|-0.13903|4.2507|0.03487615|-1368.190746|5585.0|5585.0
4i_a46|0.0|0|0|0|0.19654443|1.1346370959999998|2.184105962|-0.167244168|-0.002360192|-0.018872727|1|0.049498645|-0.088884176|0.0|-0.127450387|0.012211602|-0.160741899|10.94638684|1|0.011931187|-0.091288438|-0.22302552|0.7204791309999999|0.749522825|-0.0656636|-0.17856753|0.7172344890000001|0|0.940780437|-0.058565229|-0.075208437|0.015663081|-33.08099617|8.847405392999999|0.0592195629999999|33.45060163|0.763831778|-1.278543436|49.04951810000001|0.406629719|2200.19132|531.4066842|-722.1945751000001|2253.484644|-7.998762108999999|6.218233741000001|10.47951666|4893.587424|-407.9368676|18.53900079|-298.0546045|579.2365607|1.0|1.0|1.0|0.0|3.5|0.36|17.0|5.07|39.94|105.43|0.0|1.0|3.0|26.0|3.0|-5.31|347.45|0.0|1.0|4.16|-5.04|1.16e-05|0.00403|9.13e-06|0.0|0.0|5.04e-08|5.3987|4.46|4.4232|-1092.70435|611.74|1058.5|0.2805|229.66|-1092.473422|0.1421|-0.18438|2.8538|0.02614355|-1092.528145|6.2132|6.2132
12s_a36|0.0|1|0|0|0.0|1.297044029|0.0|-0.057853364|-0.007059109|-0.045035034|2|0.042804233|0.037454164|0.0|-0.4023692|0.002951176|0.0056370119999999|10.95352614|1|0.003962098|-0.1763783589999999|-0.434472457|0.90414347|0.8060798779999999|-0.118671653|-0.086791463|0.856274847|0|0.8303378090000001|-0.07216709|-0.1000534719999999|0.019457471|-46.58030248|12.55883918|0.169662191|109.5085883|0.754198383|-1.901015959|76.34126108|0.4604765839999999|2710.355028|535.942162|-1227.012177|2294.468358|-14.94294208|7.545963801|13.98635088|5890.905249|-791.9759303|30.69639722|-328.1450742|662.0530478999999|1.0|0.0|1.0|2.0|0.0|0.17|17.0|2.19|69.2|128.72|0.0|1.0|5.0|30.0|4.0|-6.55|395.46|0.0|1.0|2.14|-4.3|6.929999999999999e-05|0.0274|5.05e-05|0.0|0.0|1.08e-07|3.8751|3.48|3.7604|-1272.236664|683.24|1150.67|0.4501|319.95|-1272.00109|0.0002|-0.15559|6.6068|0.03416928|-1272.061111|8.0458|8.0458
3d_a32|0.0|1|1|1|0.0|0.609420786|0.0|0.0181036519999999|-0.006420365|-0.034290847|0|0.041161616|-0.0620110029999999|2.230648962|-0.269655316|0.000655875|-0.113314811|10.31100276|3|0.002004382|-0.1395294259999999|-0.539652902|0.8315372|0.8444218509999999|-0.069007775|-0.100251236|0.77923808|1|0.892845502|-0.06869526|-0.093187219|0.014419776|-37.19367587|7.807299836|0.107154498|58.01666174|0.720540286|-1.118246623|59.15151032|0.427813496|2213.978384|483.4133562|-605.4522892000001|1855.167124|-8.405385739|6.15119195|10.75032687|4752.534658|-327.8100438|21.54552351|-238.8142619|421.3548777|1.0|1.0|1.0|1.0|3.11|0.24|19.0|5.07|110.94|97.86|0.0|1.0|4.0|23.0|3.0|-5.18|340.47|0.0|0.0|4.32|-5.13|2.81e-07|9.58e-05|7.36e-06|0.0|0.0|5.13e-08|3.5105|3.42|3.5105|-1672.733979|569.29|959.11|0.5031|353.18|-1672.585902|0.5031|-0.14189|3.2094|0.02457348|-1672.638515|8.0915|8.0915
10_a4|0.0|0|0|0|0.0|1.343863662|2.146166934|-0.180140166|-0.002959121|0.005483539|2|0.038699764|0.00941601|2.149387791|-0.159792527|0.01107733|-0.122141977|10.92992762|1|0.011142889|-0.132895939|-0.241683916|0.6990620390000001|0.810105167|-0.120059574|-0.150288496|0.6799081490000001|1|0.921653019|-0.051015897|-0.079432495|0.014582852|-29.52653193|8.440134933|0.078346981|45.34497624|0.744529685|-1.350352423|54.09964719|0.4858700179999999|2480.063587|533.4262268|-781.5450965|2064.276654|-9.046715915|5.759414166|11.20225306|5598.949417|-452.3357957|20.99433004|-283.0534799|594.7358385|1.0|1.0|1.0|0.0|3.38|0.26|21.0|4.81|52.83|111.38|0.0|1.0|4.0|28.0|4.0|-5.83|370.45|0.0|1.0|3.9|-4.85|2.21e-05|0.00818|1.4e-05|0.0|0.0|8.51e-09|4.9674|3.34|3.6465|-1183.790554|619.99|1083.65|0.1792|249.6|-1183.54701|0.0176|-0.15561|1.4517|0.02232068|-1183.602045|7.0555|7.0555
8b_a50|0.0|1|1|1|0.0|1.398299046|2.021915391|-0.115740384|-0.0045301379999999|-0.009597908|1|0.035718954|-0.096039086|1.98971238|-0.1812055289999999|0.006841944|-0.009441452|10.945024|2|0.007057361|-0.116174481|-0.332085641|0.753629415|0.809463375|-0.027207307|-0.031953774|0.71043578|1|0.845349082|-0.072629787|-0.078068703|0.021513107|-34.79187329|10.30543157|0.154650918|74.08248511|0.6717097959999999|-1.092961836|49.02840043|0.428882006|2143.807599|404.9478761|-523.561903|1401.458274|-6.966723542|5.292277178|9.26652151|4446.001554|-250.8020475|21.65129387|-164.5084115|339.5806858|1.0|0.0|1.0|1.0|1.69|0.06|20.0|3.41|59.39|89.78|0.0|2.0|2.0|23.0|3.0|-6.32|299.33|0.0|1.0|2.51|-3.81|0.000359|108.0|0.000154|0.0|0.0|1.16e-06|4.5256|2.11|4.1804|-967.3160428|515.81|857.53|0.1717|273.96|-967.212701|121.0|-0.1724099999999999|3.8213|0.036701907|-967.258772|7.1675|7.1675
12d_a30|0.0|0|0|0|0.0|0.604984421|0.0|0.041181359|-0.006335328|-0.033312179|2|0.042804233|-0.092984185|0.0|-0.354778373|0.005613018|0.036688757|10.31162861|1|0.005965451|-0.09353607|-0.4562256979999999|0.8414737059999999|0.8017873000000001|-0.0430927579999999|-0.130412856|0.7991060659999999|0|0.843009925|-0.073829724|-0.094239701|0.015567102|-47.69710881|10.05700314|0.156990075|101.4221952|0.8143892140000001|-1.884794029|69.55534551|0.4572733479999999|2784.836855|544.6198897999999|-1217.656264|2323.480646|-15.12802292|7.557073995|13.92427286|6120.329513000001|-786.6571918999999|28.75340957|-406.2173266|686.039456|1.0|1.0|1.0|1.0|0.0|0.17|17.0|2.93|81.65|132.24|0.0|1.0|5.0|30.0|4.0|-5.81|412.51|0.0|0.0|2.91|-5.15|2.21e-06|0.0009119999999999|7.05e-06|0.0|0.0|9.75e-08|3.4821|4.14|3.4821|-1615.063947|695.57|1176.22|149.0|356.06|-1614.831682|149.0|-0.1479099999999999|4434.0|0.03187624|-1614.894406|7.9508|7.9508
4_a27|0.0|0|0|0|0.0|1.4008954130000002|3.294369174|0.082486268|-0.006181204|-0.058641975|2|0.0456410259999999|-0.273119343|1.274166982|-0.278154179|0.00991794|0.13397347|10.93736915|1|0.010329671|-0.341622797|-0.480852615|0.639413469|0.7853766809999999|-0.07759915|-0.024800302|0.614205449|1|0.852604338|-0.057748369|-0.078787867|0.0201467639999999|-29.89961815|10.43112657|0.1473956619999999|76.31512503|0.682485674|-1.181818|51.33640873|0.444169714|2273.715366|441.4418013|-611.8944548999999|1213.060761|-7.543156957000001|6.01592535|10.82331334|4988.6278600000005|-316.8125922|21.34684457|-188.9664429|424.8821143|0.0|1.0|0.0|0.0|3.08|0.16|21.0|2.8|65.6|97.55|0.0|1.0|2.0|25.0|4.0|-6.51|331.37|0.0|1.0|2.8|-3.99|0.000266|0.0882|0.000102|0.0|0.0|6.04e-07|5.5485|4.63|4.1288|-1083.119531|555.75|946.77|0.2002|223.46|-1082.963712|0.1741|-0.17034|2.7371|0.01877181|-1083.01571|8.3979|8.3979
25b_a34|0.0|0|0|0|0.0|1.290860233|1.94553288|0.133975789|-0.015658012|-0.0929479709999999|1|0.04037037|-0.150946163|0.0|-0.861190687|-0.00378755|-0.112970844|10.95957635|1|-0.000223677|-0.435821207|-0.623853334|0.832166825|0.7969500890000001|0.08214612|-0.101529052|0.787858064|0|0.656573108|-0.1030760719999999|-0.137924163|0.030138301|-64.37123451|18.82143547|0.343426892|214.470853|0.76274549|-2.206786613|98.0416108|0.419904835|2611.55928|410.0313565|-1378.143115|2671.608537|-16.55102732|6.383564979|11.00434095|5786.015654|-860.6534206|34.74652105|-328.1702779|595.8522372|0.0|1.0|1.0|2.0|3.39|0.29|17.0|3.03|90.3|108.21|0.0|1.0|7.0|29.0|5.0|-7.07|393.44|0.0|0.0|2.58|-3.69|0.00015|59.0|0.000202|0.0|0.0|3.8100000000000004e-07|4.2253|5.06|4.2253|-1313.361559|668.48|1136.16|0.2259|293.43|-1313.132261|0.2259|-0.17564|7.0586|0.02655501|-1313.194808|5.6819|5.6819
14i_a23|0.0|0|1|1|0.0|1.197963212|3.2692375460000003|0.142566578|-0.010148243|-0.130330047|2|0.0432555559999999|0.040408197|0.7151570629999999|-0.558153376|0.002243702|-0.018541856|10.31321758|2|0.002496501|-0.033435987|-0.569707595|0.77007911|0.8025091329999999|0.158023239|-0.04255066|0.7333675390000001|1|0.777952733|-0.0889593869999999|-0.096562208|0.0214262489999999|-60.8283953|14.65077903|0.222047267|151.83084580000002|0.7780956840000001|-2.027806362|79.20815775|0.478050606|3097.406945|531.9462982|-1386.567643|2447.1741030000003|-18.59026006|8.107659819|15.53342127|7030.347905|-948.103263|34.94120504|-380.3109456|693.3423458|0.0|1.0|1.0|2.0|2.64|0.04|26.0|3.12|148.11|128.38|1.0|1.0|6.0|33.0|5.0|-7.33|454.51|1.0|0.0|2.61|-4.39|6.11e-06|0.00278|4.03e-05|0.0|0.0|1.11e-07|3.6931|4.64|3.6931|-1798.608335|715.68|1224.02|0.3639|335.72|-1798.371346|0.3639|-0.1509599999999999|5.9563|0.03394466|-1798.434186|8.4622|8.4622
