molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SssssC|BCUTs-1|SaasN|MATS2c|AATSC1c|AATSC1s|n6HRing|JGI4|MATS7i|SaaaC|ATSC1c|AATSC1are|MATS8i|BCUTi-1|n5aHRing|AATSC1pe|AATSC1i|MATS1c|GATS1are|BIC2|MATS8s|MATS8d|GATS1pe|nFaHRing|RASA|FNSA3|FNSA5|FPSA3|PNSA3|PPSA3|RPSA|TPSA_x|FNSA1|FNSA2|DPSA5|GeomPetitjeanIndex|GRAVp|TASA|PNSA2|MOMI-Z|WNSA4|GeomRadius|GeomDiameter|GRAV|WNSA2|DPSA4|DPSA1|Mor01p|CYP2C19 inhibitor|CYP2C9 inhibitor|P-gp substrate|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log Po/w WLOGP|TPSA_y|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|E solv. Water  (Hartree)|Gibbs Free Energy|pIC50|pIC50
8a_a12|0.0|0|0|0|0.0|1.283813597|0.0|0.082323047|-0.00771093|-0.052287869|3|0.0420317459999999|-0.205012437|0.0|-0.362413703|-0.001510006|-0.050603335|10.95472846|0|0.000249868|-0.226106307|-0.5385001079999999|0.913877696|0.763500863|-0.1261547959999999|-0.146966854|0.862306783|0|0.892656426|-0.05926895|-0.093050281|0.010336879|-30.69873711|5.354053791|0.107343574|55.59930083|0.791430726|-1.4888045019999998|55.45388635|0.46777503|2212.38965|462.3571879|-771.1359521|2093.2274030000003|-9.077610683|5.113243051|9.607296424|4806.044707999999|-399.41487|22.14447395|-301.89687089999995|464.1781753|1.0|1.0|0.0|1.0|3.06|0.15|18.0|2.5|50.17|105.24|0.0|1.0|3.0|25.0|4.0|-6.04|327.38|0.0|1.0|3.1|-4.21|0.000125|0.0408|6.19e-05|0.0|0.0|1.28e-08|3.9091|3.41|3.9091|-1046.0210880000002|556.3|952.71|0.2486|317.17|-1045.851982|0.2486|-0.15696|3.6588|0.02180654|-1045.902509|6.7011|6.7011
10_a15|0.0|0|0|0|0.0|1.4356889780000002|0.0|-0.137104477|-0.006872984|-0.0435725659999999|2|0.037209302|-0.0869138469999999|0.0|-0.384887119|0.001740635|-0.077096984|10.95972828|0|0.0034254209999999|-0.184255041|-0.391156537|0.8310685940000001|0.713794823|0.0107135269999999|0.018211609|0.7933685340000001|0|0.933136945|-0.052826735|-0.101494566|0.010485777|-30.73805622|6.101312009|0.066863055|38.90530741|0.8301726490000001|-1.928396745|65.80736417|0.449323734|2605.82709|542.9602292000001|-1122.067607|2305.991259|-12.31872585|5.555044294|10.08767698|6204.37804|-652.8924702|25.50202895|-384.2321709|673.7288405|1.0|1.0|1.0|1.0|3.64|0.12|24.0|6.3|56.27|119.95|0.0|1.0|6.0|30.0|4.0|-4.97|397.47|1.0|0.0|4.69|-5.83|5.99e-07|0.0002379999999999|1.47e-06|0.0|0.0|1.51e-10|4.4682|5.16|3.6448|-1281.061184|631.2|1136.48|0.1412|277.48|-1280.804272|0.0042|-0.15377|1.6654|0.02738146|-1280.862627|8.1549|8.1549
19i_a38|0.0|1|0|0|0.0|1.297043925|0.0|-0.125335237|-0.008447598|-0.115864198|2|0.043197531|0.08414367|0.0|-0.4561702689999999|-0.006877664|-0.074033381|10.96052467|1|-0.004358975|-0.250781298|-0.430016467|0.653741315|0.836170906|-0.040954326|-0.087904124|0.632625562|0|0.747158407|-0.08347616|-0.113250303|0.022576308|-51.15830416|13.83587388|0.252841593|154.953787|0.7419238420000001|-2.038505453|82.98550237|0.444551315|2896.470706|457.89548719999993|-1249.2965869999998|2335.0953870000003|-15.31261014|6.690507557999999|12.04523072|6744.7785650000005|-765.6305068|33.67721904|-296.5257022|593.6088758|1.0|1.0|1.0|3.0|2.88|0.14|17.0|3.11|81.23|125.65|0.0|1.0|5.0|31.0|5.0|-6.81|419.43|0.0|0.0|3.04|-4.33|5.68e-05|0.0238|4.67e-05|0.0|0.0|7.599999999999999e-08|5.7041|3.66|3.6129|-1431.384243|641.31|1101.03|0.2156|217.36|-1431.181148|0.1886|-0.14872|6.6636|0.03110827|-1431.239177|7.9031|7.9031
25_a12|0.0|0|0|0|0.0|1.404967476|0.0|0.00700113|-0.004103693|-0.045725323|2|0.038787879|-0.089297664|2.050456822|-0.180562493|0.000864238|-0.025245046|10.93676625|0|0.001783739|-0.0861945369999999|-0.4288076329999999|0.8472746290000001|0.638255008|-0.2430098439999999|-0.208172827|0.806844014|1|0.947937175|-0.054734834|-0.080147596|0.004952762|-28.517955|2.580489093|0.052062825|27.12578432|0.917298637|-1.362509125|44.42528172|0.448858246|2067.69985|493.8944271000001|-709.8947922|1907.027255|-9.021208163|5.34703037|9.70173342|4329.321091|-369.8695347|18.87554002|-434.8420476|430.4348528|1.0|0.0|1.0|1.0|3.43|0.05|22.0|5.35|37.81|99.48|0.0|1.0|3.0|24.0|2.0|-4.82|311.38|0.0|1.0|4.29|-5.25|5.19e-06|0.00162|5.63e-06|0.0|0.0|1.6399999999999995e-09|4.2653|4.73|3.4532|-974.6328337|560.14|945.73|0.4483|290.68|-974.458128|0.1897|-0.14303|1.2494|0.024123749|-974.508059|7.6576|7.6576
3m_a32|0.0|1|1|1|0.0|0.609420748|0.0|0.013867955|-0.006290106|-0.017268778|0|0.03962963|-0.0370712179999999|2.175099216|-0.3082152019999999|-0.000514191|-0.084132138|10.31100268|3|0.000822186|-0.086806406|-0.49476131|0.6943636479999999|0.817967125|-0.0067207069999999|-0.126422018|0.6672533589999999|1|0.798023273|-0.084626325|-0.09390309|0.013428623|-50.60363458|8.029854976000001|0.201976727|120.7751424|0.674468222|-1.220740175|67.1606709|0.4687361229999999|2588.590536|477.1904954|-729.9606772999999|2363.601309|-9.699808932|7.0752395770000005|13.31775015|5724.714257|-436.4914018999999|24.05057475|-208.6520032|554.9424306|1.0|1.0|1.0|1.0|2.93|0.3|19.0|5.35|128.01|110.36|0.0|1.0|3.0|27.0|4.0|-6.17|394.51|0.0|0.0|4.12|-4.86|1.14e-06|0.000449|1.39e-05|0.0|0.0|4.190000000000001e-08|3.5749|5.1|3.5749|-1863.46877|641.52|1073.31|0.2952|346.82|-1863.279862|0.2952|-0.14835|5082.0|0.0339106999999999|-1863.337677|7.6383|7.6383
1c_a5|0.0|1|0|0|0.0|1.424607938|0.0|-0.268536978|-0.001983746|-0.006491037|2|0.0248765429999999|-0.080321049|0.0|-0.085301064|0.008031558|-0.228971551|10.9433337|1|0.007357977|0.0578378779999999|-0.20172074|0.71274658|0.7595197290000001|0.128385959|-0.109439124|0.6977404359999999|0|0.88631419|-0.068062282|-0.070346332|0.008349498|-34.82350689|4.27195187|0.11368581|58.16640976|0.753027268|-1.12554131|43.86175561|0.476413155|2105.8969850000003|453.4753671|-575.8739559999999|873.709445|-7.366029352999999|6.063350238|11.580409800000002|4387.398857|-294.64117410000006|19.11862892|-258.918642|409.0289917|1.0|0.0|1.0|1.0|2.09|0.05|23.0|4.51|54.46|95.45|0.0|1.0|3.0|24.0|3.0|-5.77|312.37|0.0|1.0|3.43|-4.45|5.5700000000000005e-05|0.0174|3.5600000000000005e-05|0.0|0.0|3.87e-09|4.8783|3.17|4.5088|-990.5931502|556.84|929.31|271.0|254.15|-990.467026|0.1076|-0.18719|1.7105|0.029157178|-990.516371|5.4|5.4
8_a10|0.0|0|0|0|0.0|1.3430438530000002|2.071128354|-0.075368755|-0.00560152|-0.012055162|2|0.035828092|-0.000315856|1.546251312|-0.296880569|0.0087730469999999|-0.15615298|10.92578782|1|0.009056935|-0.132343104|-0.368590322|0.6357042860000001|0.809386132|-0.015871527|-0.167376069|0.616731847|1|0.874843982|-0.059655303|-0.086233061|0.015758182|-32.63117642|8.619652859|0.125156018|68.45976606|0.722649449|-1.465962037|56.7864899|0.431797417|2612.274447|478.5356341|-801.8744912000001|1899.542278|-8.951462413|6.112185271|10.75705296|6289.86818|-438.6216583|22.64553798|-243.5764486|583.7217118|0.0|1.0|1.0|0.0|3.27|0.22|21.0|4.2|69.9|111.36|0.0|1.0|4.0|29.0|5.0|-6.25|384.43|0.0|1.0|3.55|-4.62|3.05e-05|0.0117|2.4100000000000003e-05|0.0|0.0|2.49e-08|4.6964|4.58|3684.0|-1257.819281|594.63|1047.58|0.1596|264.0|-1257.59269|0.0916|-0.15556|1.2052|0.02243902|-1257.648047|6279.0|6279.0
8c_a12|0.0|0|0|0|0.0|1.283851303|0.0|0.1948786139999999|-0.0104125509999999|-0.055163114|3|0.038787879|-0.106633503|0.0|-0.447739674|-0.004211843|-0.036504737|10.95472932|0|-0.00160589|-0.370782022|-0.606245231|0.905486734|0.782864175|-0.10899871|-0.130288596|0.845077891|0|0.840397446|-0.067004282|-0.101988384|0.019604202|-34.19075142|10.00357546|0.159602554|81.4415307|0.764449832|-1.529825767|61.66383178|0.472503372|2190.852814|428.8355831|-780.6350769|1245.6132289999998|-9.958505349|5.670223821|10.74930819|4610.945152|-398.3402139|25.52931025|-269.8853937|390.0159026|0.0|0.0|0.0|1.0|2.24|0.11|18.0|1.59|63.06|98.07|0.0|1.0|3.0|24.0|5.0|-6.44|314.34|0.0|1.0|2.23|-3.72|0.000339|107.0|0.0001899999999999|0.0|0.0|7.24e-08|4.3598|2.76|3.8341|-1022.750382|551.66|909.19|466.0|284.38|-1022.613451|0.1355|-0.15571|1.7305|0.02263772|-1022.663298|7.3979|7.3979
12az_a36|0.0|1|0|0|0.0|1.297042831|0.0|-0.196183836|-0.009570959|-0.040156368|2|0.040566449|0.078817323|0.0|-0.593399474|0.000482522|-0.024018255|10.95957115|1|0.002872872|-0.289604649|-0.387734368|0.884226781|0.812921349|-0.061924322|-0.021825174|0.8350231859999999|0|0.819163613|-0.071762413|-0.10786263|0.034771534|-50.28669997|24.36575918|0.180836387|126.71905359999998|0.583865006|-1.941527339|99.82512582|0.462897841|3039.528467|574.0196415|-1360.503334|2455.7577530000003|-16.43719536|8.449849817|15.73229538|6700.839465|-953.3573311|40.17530387|-117.53490990000002|766.4854363|1.0|0.0|1.0|2.0|0.0|0.21|17.0|1.9|87.66|136.74|0.0|1.0|7.0|33.0|6.0|-7.13|441.49|0.0|0.0|1.75|-4.15|7.75e-05|0.0342|7.13e-05|0.0|0.0|1.6100000000000005e-07|3.8863|2.68|3.6095|-1461.962459|737.12|1252.18|0.4383|319.03|-1461.686269|0.0146|-0.14879|6.3778|0.02800521|-1461.750394|7.2366|7.2366
14g_a23|0.0|0|1|1|-4.794439428|1.197957711|3.0793867980000003|0.180361525|-0.014609495|-0.301504331|2|0.0422736629999999|0.058422864|0.653317181|-0.803522236|-0.002390707|-0.031968899|10.3132174|2|-0.0004039459999999|-0.2952674819999999|-0.648987099|0.598213287|0.796412133|0.010202051|-0.044895912|0.575188253|1|0.907334473|-0.072819606|-0.096288005|0.018341721|-51.82254036|13.05300369|0.092665527|65.94601775|0.780315815|-2.118336119|83.15907597|0.461846955|3400.464046|645.7104105000001|-1507.527516|2531.8503170000004|-21.03611074|8.788027188|16.32997765|8005.353973|-1072.841648|37.88128151|-398.9771038|676.4530574|0.0|1.0|0.0|1.0|3.79|0.09|26.0|6.18|114.25|126.97|0.0|1.0|7.0|35.0|8.0|-5.94|495.48|1.0|0.0|4.35|-6.0|1.29e-07|6.38e-05|1e-06|0.0|0.0|1.12e-08|3.7042|5.17|3.7042|-2042.161409|730.13|1233.48|0.3478|334.71|-2041.934312|0.3478|-0.1519|7.2913|0.0221162|-2042.000034|8.0|8.0
3_a27|0.0|0|0|0|0.0|1.402697639|3.127072625|0.124551908|-0.00648099|-0.096132106|2|0.040512821|-0.172132163|1.177265999|-0.27868256|0.009082086|0.042659548|10.93782973|1|0.00955169|-0.341338963|-0.479874452|0.640545265|0.810053853|0.136381755|0.038685745|0.610158103|1|0.862115922|-0.06145119|-0.086153958|0.019234305|-31.82136336|9.960129259|0.137884078|71.40072181|0.733853752|-1.292309364|54.32114618|0.44566003|2294.213272|446.4308003|-669.1985248999999|1043.697725|-8.663302268999999|6.457886343999999|11.64968556|4960.583812|-346.53209080000005|22.79740761|-242.1936891|401.7540197|1.0|1.0|0.0|0.0|3.11|0.05|21.0|2.94|65.6|97.71|0.0|2.0|3.0|25.0|4.0|-6.41|329.36|0.0|1.0|2.74|-3.99|0.0002|0.0658|0.000103|0.0|0.0|1.29e-06|5.5045|4.92|3962.0|-1081.88481|547.92|931.06|0.2305|225.24|-1081.744053|0.2208|-0.16457|2.7811|0.02032437|-1081.794829|8.3979|8.3979
1l_a5|0.0|1|0|0|0.0|1.270375394|0.0|-0.244609612|-0.00183668|-0.0052651969999999|2|0.025672515|-0.111303801|0.0|-0.089997343|0.008244856|-0.019865028|10.94421389|1|0.007613233|0.043915678|-0.21108114|0.7245669790000001|0.7656671279999999|-0.174469948|-0.091849662|0.71872376|0|0.890289002|-0.068685233|-0.067755283|0.0078543119999999|-38.79937717|4.43679678|0.109710998|61.974288|0.769406114|-1.219595099|45.64819758|0.47265823|2227.730859|502.9124512|-688.9330988|903.1631908|-8.460199385|7.401206343999999|14.03493287|4665.793689|-389.1691717|19.46541135|-304.3678822|518.5792364|1.0|0.0|1.0|1.0|2.67|0.14|23.0|5.32|54.46|105.07|0.0|1.0|4.0|26.0|3.0|-5.4|340.42|0.0|1.0|4.06|-4.98|9.06e-06|0.00308|1.04e-05|0.0|0.0|1.4800000000000003e-09|4.6403|3.89|4.3664|-1069.229786|609.85|1033.47|0.4921|267.19|-1069.047151|187.0|-0.1779|2.1987|0.03182983|-1069.101032|7.4949|7.4949
17_a12|0.0|0|0|0|0.0|0.610029543|0.0|0.132275232|-0.00864055|-0.058347964|3|0.035816993|-0.210594127|0.0|-0.38018419|-0.002523977|-0.072956553|10.31157659|1|-0.000651751|-0.202276514|-0.559137213|0.918713011|0.8198617429999999|-0.043392747|-0.11976662|0.859088647|0|0.858119365|-0.069570363|-0.096209886|0.011226177|-36.25249721|5.849860887999999|0.141880635|73.93273708|0.786701219|-1.443148294|57.97616997|0.466056241|2246.161353|447.1583691000001|-752.0117408|1470.257187|-9.557722681|5.669161963|10.61752641|4866.339908|-391.8666299|23.31475957|-298.7949107|431.5987143|1.0|1.0|0.0|1.0|2.97|0.17|17.0|2.56|78.41|103.12|0.0|1.0|3.0|24.0|4.0|-6.07|333.41|0.0|1.0|3.14|-4.24|3.1e-05|0.0103|5.7100000000000006e-05|0.0|0.0|6.97e-08|4.4014|2.87|3.7723|-1366.776169|560.09|933.62|0.2213|281.69|-1366.638303|148.0|-0.15459|2128.0|0.02800938|-1366.689546|7.7959|7.7959
3d_a12|0.0|0|0|0|0.0|1.28383852|0.0|0.092417272|-0.008186708|-0.053022041|3|0.038787879|-0.166233441|0.0|-0.360215148|-0.00259095|-0.002185753|10.95472859|0|-0.000643935|-0.237203828|-0.532019854|0.91670178|0.7697403429999999|-0.097468573|-0.108208213|0.8605417409999999|0|0.8547246829999999|-0.066850425|-0.0958414059999999|0.011128076|-34.34601551|5.717316796|0.145275317|74.63869204|0.77428353|-1.437621096|57.52228251|0.472404561|2148.979792|439.1353855|-738.6124526000001|1205.356874|-9.255608086|5.786006004|10.96674758|4509.417998|-379.4799315|23.26659057|-281.8395348|410.9162081|1.0|1.0|0.0|1.0|2.71|0.11|18.0|2.19|50.17|100.28|0.0|1.0|3.0|24.0|4.0|-6.22|313.36|0.0|1.0|2.67|-3.91|0.000302|0.0945|0.000123|0.0|0.0|3.08e-08|4.2114|3.1|3.7719|-1006.704001|548.21|918.3|0.3336|294.4|-1006.556654|0.1583|-0.15387|2.2068|0.02399772|-1006.606666|7.6021|7.6021
12j_a30|0.0|0|0|0|0.0|0.604984421|0.0|0.04148877|-0.006336585|-0.033312179|2|0.043848238|-0.02473642|0.0|-0.354848778|0.005613018|0.0074730759999999|10.31162861|1|0.005965451|-0.09353607|-0.456342646|0.8414737059999999|0.795446883|0.0060012969999999|-0.130412856|0.7991060659999999|0|0.842199041|-0.073909106|-0.094132698|0.015613498|-47.76354083|10.09017681|0.157800959|101.9784021|0.8134611009999999|-1.882653966|69.55167701|0.476658597|2784.7999170000003|544.2686362000001|-1216.65955|2258.891981|-15.12043521|8.067697897|15.41574553|6105.3402670000005|-786.2626307999999|28.76265258|-405.1466163|686.039456|1.0|1.0|1.0|1.0|0.0|0.17|17.0|2.93|81.65|132.24|0.0|1.0|5.0|30.0|4.0|-5.81|412.51|0.0|0.0|2.91|-5.15|2.21e-06|0.0009119999999999|7.05e-06|0.0|0.0|9.75e-08|5.1971|4.14|3.4788|-1615.064152|695.8|1175.75|0.2163|238.56|-1614.831741|0.1516|-0.14772|4.6727|0.03201935|-1614.894278|8058.0|8058.0
12l_a36|0.0|1|0|0|0.0|1.297044247|0.0|-0.0944961519999999|-0.0076430169999999|-0.008712073|2|0.039061728|0.128666217|0.0|-0.4203659179999999|-0.000143196|-0.05158636|10.95423322|1|0.001194592|-0.175397741|-0.428857427|0.8707354620000001|0.8174432229999999|-0.041707369|-0.079106537|0.8212311840000001|0|0.84381923|-0.079972189|-0.107815735|0.0220227089999999|-52.05361632|14.33450402|0.15618077|101.6575135|0.7379583590000001|-1.940683231|83.76912404|0.4619814279999999|2843.514589|549.2389652|-1263.1838810000002|2385.788754|-16.12160667|7.471134223|13.88638723|6121.6555530000005|-822.2019402000001|33.56329135|-309.7725155|642.3830552000001|1.0|1.0|1.0|2.0|0.0|0.13|17.0|1.76|92.99|128.47|0.0|1.0|5.0|31.0|5.0|-6.68|406.44|0.0|0.0|1.77|-4.29|2.72e-05|0.0111|5.08e-05|0.0|0.0|2.21e-07|3.8619|2.98|3.8619|-1325.15957|686.83|1155.07|0.4524|321.05|-1324.954011|0.4524|-0.15869|5392.0|0.03508404|-1325.0137550000002|7699.0|7699.0
9a_a40|0.0|0|0|0|0.0|0.604993021|1.865740741|-0.028285975|-0.003680068|-0.020455825|0|0.0397333329999999|0.168990628|0.921628874|-0.136162501|0.01310675|0.157704751|10.31197235|2|0.011966382|0.016958188|-0.449508498|0.624889926|0.690568477|-0.394662853|-0.2990540869999999|0.61091688|1|0.937600185|-0.060029933|-0.072887601|0.011033601|-29.02567082|5.334966331|0.062399815|30.17155594|0.868476591|-1.093314022|39.45618424|0.493941591|1971.148912|453.3484005|-528.6391483|336.39741360000005|-7.51786994|6.749223592000001|13.33684703|3991.317015|-255.607578|17.90285474|-356.33157|323.79254|1.0|1.0|0.0|0.0|3.28|0.06|20.0|4.43|58.43|86.7|0.0|1.0|2.0|21.0|2.0|-4.85|291.37|0.0|1.0|4.08|-5.08|3.24e-06|0.000944|8.33e-06|0.0|0.0|4.02e-07|4.7066|4.07|3.3192|-1217.9449|515.96|847.69|0.4746|263.42|-1217.825264|0.3483|-0.13808|3.8656|0.01109672|-1217.873686|6.6696|6.6696
5g_a40|0.0|0|0|0|0.0|0.604913142|1.534673091|0.0094595959999999|-0.016033575|-0.190406197|0|0.044946237|-0.0602779129999999|0.64025463|-0.5611751220000001|-0.012794054|0.122088541|10.31198315|2|-0.012008571|0.137067086|-0.4748772539999999|0.795454476|0.818555255|0.006643696|-0.1312278909999999|0.7733200179999999|1|0.67772744|-0.153687065|-0.14338431|0.024937196|-72.93994279|11.83520323|0.32227256|152.9506864|0.745349319|-1.577227413|80.22859145|0.488538966|2054.810452|321.64971460000004|-748.5527627|593.8133184|-11.10198254|6.193485364|12.10939827|4358.890754999999|-355.2634413|31.38430965|-232.8857705|266.8102663|0.0|0.0|1.0|2.0|1.96|0.21|14.0|2.5|115.96|78.2|0.0|3.0|3.0|21.0|5.0|-6.6|301.32|0.0|0.0|2.01|-3.37|5.78e-05|0.0174|0.000426|0.0|0.0|0.0013|3.48|4.02|3.48|-1328.015099|489.04|800.98|261.0|356.27|-1327.9345529999998|261.0|-0.14505|4.9132|0.04070345|-1327.982732|6.9101|6.9101
33_a47|0.0|0|1|1|0.0|1.409403453|1.758479676|-0.229935275|-0.004263267|-0.085712613|3|0.034691358|-0.11544858|1.688794654|-0.183320497|0.002212256|-0.033554816|10.98214099|1|0.003634698|-0.338113214|-0.270498605|0.63155995|0.82821379|0.065468525|0.1186944519999999|0.607650682|1|0.8197001309999999|-0.060080724|-0.083739854|0.022346992|-32.1568697|11.96072985|0.1802998689999999|96.50148984|0.57681348|-1.088618103|60.65229445|0.4607629339999999|2311.28828|438.726241|-582.6585971|787.797733|-7.79637597|6.979305126|12.94292541|4889.09585|-311.85503880000005|25.25333652|-82.22540944|388.178924|0.0|1.0|1.0|1.0|2.76|0.11|21.0|4.04|68.52|94.28|0.0|1.0|3.0|25.0|5.0|-6.78|334.35|0.0|1.0|2.69|-3.72|0.000546|183.0|0.000192|0.0|0.0|8.339999999999999e-08|4.1869|2.06|4.1869|-1123.135036|566.29|934.34|0.2566|296.13|-1122.992964|0.2566|-0.15985|4.5647|0.02924367|-1123.04547|8.4|8.4
15_a15|0.0|0|0|0|0.0|1.435688991|0.0|-0.132759299|-0.006378587|-0.031457366|3|0.029814815|-0.063032481|0.0|-0.395472407|0.001806571|0.000676845|10.95980315|0|0.003766915|-0.272482143|-0.3597407929999999|0.843715005|0.724319314|0.007958332|0.003774415|0.796300317|0|0.8972060479999999|-0.061884697|-0.091075463|0.020649569|-41.11675625|13.71976186|0.102793952|68.29723829999999|0.702544178|-1.821509261|73.99578515|0.435723718|3027.719888|596.1118717|-1210.227347|2868.890383|-13.86355301|6.673906339|11.8273735|7039.747576999999|-804.0860746000001|29.700607300000005|-269.1443943|830.7967967000001|1.0|1.0|0.0|1.0|4.34|0.07|24.0|6.69|59.51|138.24|0.0|1.0|6.0|34.0|4.0|-5.26|448.52|1.0|0.0|4.64|-6.1|4.77e-07|0.000214|7.970000000000001e-07|0.0|0.0|1.27e-09|3.6968|5.04|2582.0|-1450.725355|700.82|1265.55|0.4459|335.38|-1450.398033|0.0066|-0.10964|1.6365|0.02849263|-1450.462493|6.9626|6.9626
9a_a31|0.0|1|0|0|0.0|0.6101356720000001|0.0|-0.009086485|-0.01391798|-0.093457477|0|0.036891534|-0.05057805|0.0|-0.723734943|-0.006189303|0.03406986|10.31169772|2|-0.0033853629999999|-0.15653721|-0.542342338|0.8058046320000001|0.782715368|0.045292529|-0.001313433|0.76226755|0|0.691768132|-0.100906991|-0.122626525|0.033245595|-64.75697831|21.33533299|0.308231868|197.8075471|0.737758755|-2.0846509230000003|94.03540892|0.484502446|2855.751316|443.941629|-1337.8230119999998|1955.13855|-17.886392|7.812278516|15.15483138|6273.506211999999|-858.5468158|37.77835579999999|-305.16297060000005|597.3075924999999|1.0|1.0|1.0|2.0|2.78|0.14|22.0|4.02|117.37|113.64|0.0|1.0|6.0|30.0|5.0|-6.39|418.47|0.0|0.0|3.47|-4.77|2.42e-06|0.00101|1.7100000000000002e-05|0.0|0.0|7.35e-09|3.7892|5.27|3.7892|-1691.9137670000002|680.72|1145.99|0.7028|327.21|-1691.716118|0.7028|-0.15757|5.0244|0.03885662|-1691.7777600000002|6.8239|6.8239
14aa_a23|0.0|0|1|1|0.0|1.19796312|3.4143268310000003|0.066582026|-0.005050361|-0.026892547|2|0.046678487|0.031136154|0.758549568|-0.287870566|0.013012022|-0.029037128|10.313217300000002|2|0.012103325|-0.13397874|-0.4506138879999999|0.725358161|0.75434493|0.055269665|-0.070471939|0.693959193|1|0.924108042|-0.052155763|-0.076107469|0.018016316|-35.51947393|12.26959478|0.075891958|51.68445972|0.796659447|-1.6743643259999998|61.21989213|0.4930525229999999|2941.302235|629.3423691|-1140.287028|2263.821505|-14.65218978|8.000512184|15.78173785|6651.23042|-776.5660584|27.00633206|-404.0660854|733.3886349999999|0.0|1.0|1.0|1.0|3.68|0.12|26.0|4.63|105.02|130.22|0.0|1.0|5.0|32.0|4.0|-5.92|439.54|0.0|0.0|4.1|-5.55|5.9e-07|0.000259|2.81e-06|0.0|0.0|6.9799999999999995e-09|3.5934|4.1|3.5934|-1708.5422620000002|715.57|1231.11|0.4157|345.03|-1708.276011|0.4157|-0.1449|5.8286|0.02033777|-1708.338059|8451.0|8451.0
12b_a36 (EW-7197)|0.0|1|0|0|0.0|1.2970445309999998|0.0|-0.104514139|-0.008137593|-0.082283951|2|0.040899471|0.027495626|0.0|-0.439429998|-0.002526241|-0.098032695|10.96052467|1|-0.000673716|-0.217394466|-0.442656599|0.724208473|0.819222745|-0.001567914|-0.097861598|0.698414933|0|0.7635183720000001|-0.081357853|-0.10866747|0.021439664|-50.90136206|13.41367899|0.236481628|147.9542111|0.746747352|-1.956014468|80.95733534|0.45988432|2772.832013|477.6935927|-1223.776156|2338.370858|-15.31305729|6.764872303|12.52485821|6096.459089|-765.6528642999999|32.77617664|-308.7538779|595.8790650000001||||||||||||||||||||||||||||3.8475|3.41|3.7725|-1332.147999|659.48|1104.61|0.4491|322.25|-1331.9479310000002|0.0197|-0.15571|5432.0|0.03202977|-1332.005651|8.1549|8.1549
6b_a40|0.0|0|0|0|0.0|0.604892326|1.710647518|0.135693438|-0.014861289|-0.069975812|0|0.039863946|-0.137534783|0.6899826|-0.698480566|-0.003851208|0.0986825569999999|10.30179924|2|-0.004728928|-0.033583055|-0.630957955|0.691778838|0.842573207|0.003163118|-0.307881994|0.6462648870000001|1|0.753431574|-0.107699967|-0.118488624|0.014588568|-72.13527644|9.771129787|0.246568426|165.1465831|0.878140798|-2.132795227|87.29061302|0.442509019|3214.047452|504.6333458|-1428.503435|4049.386572|-22.2507658|6.976123351|12.51342818|8482.600495|-956.7829293|37.83107469|-506.5422338|618.8882797|1.0|1.0|0.0|1.0|3.36|0.21|14.0|4.38|173.43|130.16|1.0|2.0|5.0|31.0|5.0|-5.85|511.42|1.0|0.0|4.21|-6.18|3.86e-09|1.98e-06|6.55e-07|1.0|1.0|6.21e-06|3.1026|8.98|3.1026|-3290.745084|687.2|1183.07|0.4962|399.62|-3290.583786|0.4962|-0.1237099999999999|8193.0|0.03026498|-3290.648012|7.5229|7.5229
4m_a46|0.0|0|0|0|0.16407746|1.134637002|2.12888511|-0.245599013|-0.000686578|0.051308728|1|0.041865079|-0.302054595|0.0|-0.0329557579999999|0.011122528|-0.142061192|10.94319657|1|0.010359417|-0.029022201|-0.098201489|0.615482006|0.747676221|-0.099662698|0.011235955|0.626578283|0|0.948973877|-0.067320375|-0.0672468|0.010905551|-35.4774406|5.74716122|0.051026123|26.89046601|0.733236381|-1.008702005|41.88525631|0.463006576|2133.331634|500.1036387|-531.5800101|1639.260563|-6.225322922999999|5.329061873000001|9.923886653|4750.325312|-280.1395315|16.11061509|-245.828396|486.9589609|1.0|1.0|1.0|0.0|2.9|0.29|17.0|4.63|54.5|98.69|0.0|1.0|2.0|25.0|3.0|-5.68|328.41|0.0|1.0|3.59|-4.57|2.99e-05|0.00981|2.68e-05|0.0|0.0|1.31e-07|6.0419|3.45|4.3476|-1031.109224|558.63|975.72|0.2465|205.21|-1030.929791|0.1557|-0.18308|3.9226|0.02920209|-1030.980844|5.8901|5.8901
