molecula|SddssS|n9FaHRing|SaaNH|NaasN|SRW09|nAHRing|nARing|BCUTs-1|MATS2c|AATSC1s|n6HRing|JGI4|MATS7i|AATSC1are|BCUTi-1|AATSC8d|n5aRing|n5aHRing|AATSC1pe|AATSC7i|MATS1i|MATS1c|n6aHRing|GATS1are|BIC2|MATS8d|SIC2|GATS1pe|RASA|FNSA5|PBF|PNSA3|PPSA3|RPSA|TPSA_x|WNSA5|RPCS|FNSA1|DPSA3|GeomPetitjeanIndex|GRAVp|MOMI-Z|FPSA1|GeomRadius|PPSA1|WNSA2|DPSA4|FPSA5|DPSA1|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP3A4 inhibitor|Synthetic Accessibility|Log Po/w iLOGP|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|BBB|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|pIC50
16a_a32|0.0|1|3.357452523|0|7.765993078999999|0|0|0.6094207620000001|0.205693867|-0.0848387459999999|0|0.03995614|-0.053745649|-0.008098765|10.31100271|-0.058518519|3|3|-0.005552127|-0.0999399409999999|-0.107321286|-0.707456102|0|0.859696525|0.8567078770000001|-0.098258706|0.909908319|0.81143469|0.756542831|-0.119471489|0.283324612|-56.2527503|12.86051026|0.2434571689999999|151.5123947|-46.27170107|66.13699638|0.6968200370000001|69.11326055|0.450892763|2615.514164|2992.60858|0.303179963|7.183246604|188.6800971|-647.803815|33.19592405|0.023475264|-244.9767673|532.685565|14.6095244|1.0|0.0|1.0|3.53|2.66|19.0|-7.3|3.79|152.07|0.88|1.0|0.0|108.86|1.0|1.0|7.0|-5.49|4.0|0.0|1.0|-4.04|9.14e-05|0.0364|2.65|0.0|0.0|5.04e-08|-0.0567299999999999|3.6314|3.6314|-1896.81177|664.67|341.42|341.42|535.63|0.70245|0.70245|-1896.589348|1.3736|-0.20718|0.04088655|-1896.649286|1.8274|7.9586
47l_a18|0.0|0|0.0|0|7.03438793|1|1|1.251176792|0.0340353029999999|-0.0603838109999999|0|0.035308642|-0.0057783619999999|-0.00046896|10.94702063|-0.056270425|0|0|0.000787517|-0.008768679|-0.103458566|-0.4925232479999999|0|0.7452092359999999|0.7435044540000001|-0.0973326269999999|0.781148177|0.733228144|0.803473313|-0.083884237|0.2820044969999999|-57.15119372|6.543729374|0.196526687|139.7861865|-42.43906517|51.44279524|0.796109347|63.6949231|0.4897655489999999|2852.093627|1427.032023|0.203890653|9.423637134|145.02405359999997|-1018.537564|28.10487315|0.012890098|-421.235376|931.8364349|9.168513486|1.0|1.0|1.0|4.17|0.0|18.0|-9.37|3.19|85.29|2.94|3.0|1.0|139.63|0.0|1.0|9.0|-5.26|3.0|0.0|0.0|-4.84|1.4499999999999998e-05|0.0066099999999999|3.78|0.0|0.0|4.26e-10|-0.0520399999999999|3.2026|3.2026|-1455.5758039999998|764.74|387.13|387.13|667.5|0.69291|0.69291|-1455.165122|2.4594|-0.18344|0.02606651|-1455.233431|3.3864|7.4949
GW6604_a52|0.0|0|2.944144148|0|6.605297921|0|0|1.427583999|-0.277102285|-0.005328809|2|0.021346801|-0.0778992459999999|0.007746755|10.94914378|-0.028376521|1|1|0.0070554269999999|-0.131886693|0.039867344|-0.201462112|2|0.709088617|0.693399445|-0.057466653|0.7550228990000001|0.689009112|0.87346455|-0.072069252|0.38374044|-35.51891876|4.459510077|0.12653545|62.55188751|-17.61190876|0.2386028039999999|0.73529506|39.97842884|0.4597869779999999|2044.612273|799.8313017999999|0.26470494|6.2973559020000005|130.8549791|-264.17863140000003|19.64292268|0.01768964|-232.6328342|359.1060668|8.744745933999999|1.0|1.0|1.0|2.68|1.76|23.0|-8.03|4.2|54.46|1.91|0.0|0.0|90.49|0.0|1.0|3.0|-3.87|3.0|1.0|1.0|-4.16|6.929999999999999e-05|0.0207|3.06|0.0|0.0|9.31e-09|||||||||||||||||6.9706
12ak_a36|0.0|0|3.501132553|0|7.412764017000001|2|2|1.270373882|-0.052930979|-0.0407717229999999|2|0.041728395|0.12041792|0.0042553209999999|10.95268014|-0.015708652|1|1|0.005035022|0.198260132|-0.099596099|-0.439326642|1|0.901715152|0.815627016|-0.0265703679999999|0.860939187|0.860667615|0.848705143|-0.091761476|0.537460657|-49.87483724|14.3700664|0.151294857|109.0807368|-47.69888026|25.9007405|0.737439195|64.24490364|0.423822657|2830.816014|2735.7986920000003|0.262560805|7.98672125|189.3013851|-1001.676485|31.93194362|0.018055095|-342.3783571000001|799.5563855|13.01738243|1.0|0.0|1.0|5.05|0.0|17.0|-7.38|3.01|69.2|2.66|2.0|0.0|138.33|0.0|1.0|6.0|-4.95|4.0|1.0|1.0|-4.86|1.39e-05|0.00589|3.8|0.0|0.0|4.2e-08|-0.04929|3.8734|3.6895|-1350.900117|730.3|336.05|320.09|584.05|0.69463|0.7034699999999999|-1350.57563|6.3682|-0.20204|0.03471045|-1350.637958|8.5394|7.3372
9_a3|0.0|0|0.0|0|6.823286122000001|0|0|0.605017128|0.187952252|-0.100592457|1|0.034166667|-0.126542538|-0.004918099|10.31162238|0.023606557|1|1|-0.003863265|-0.216450234|0.083014843|-0.614170287|1|0.923357627|0.6729843740000001|0.042154567|0.7327715159999999|0.865283439|0.84649775|-0.083555008|0.506753484|-44.74600478|3.469130065|0.15350225|72.17854599|-18.47392835|72.50764604|0.886859678|48.21513485|0.413418346|2017.0704920000005|1383.145159|0.1131403219999999|5.004834198999999|53.19989715|-295.5828535|20.25176593|0.008976383|-363.8118546|349.6957191|4.220799781|1.0|1.0|1.0|3.1|2.44|21.0|-7.26|4.62|80.04|2.42|1.0|0.0|92.69|0.0|1.0|2.0|-5.53|2.0|0.0|1.0|-4.9|1.25e-05|0.00379|4.14|0.0|0.0|5.5e-08|-0.03999|5.8185|3.7356|-1256.087705|512.44|331.9|213.09|350.27|0.3639699999999999|0.6724600000000001|-1255.9558029999998|2.0863|-0.19833|0.0242342|-1256.002529|2.6661|4.96
37_a18|0.0|0|0.0|0|7.03438793|2|2|1.251176176|-0.0013530679999999|-0.018808538|1|0.036746032|-0.018268775|0.002300582|10.94702064|-0.011713125|0|0|0.003512954|-0.0276034839999999|-0.1483628609999999|-0.44541772|0|0.7100921609999999|0.725028151|-0.020149364|0.761336899|0.699483099|0.831783747|-0.074857954|0.385121249|-50.09028298|6.653112344|0.168216253|123.0060763|-40.02719655|60.1335413|0.7648766029999999|56.74339533|0.488368082|3055.795406|1571.7484060000002|0.2351233969999999|9.460456975|171.9311063|-1040.70711|27.36337253|0.0142451319999999|-387.3755475|1056.535856|10.41657856|0.0|1.0|1.0|4.31|0.0|18.0|-8.82|3.3|76.5|3.33|2.0|1.0|151.14|0.0|1.0|7.0|-5.68|3.0|1.0|0.0|-5.47|3.35e-06|0.00161|4.36|0.0|0.0|1.51e-09|-0.04925|3.2127|3.2127|-1532.997117|794.5|385.91|385.91|673.45|0.69305|0.69305|-1532.553949|2.2872|-0.18119|0.02274574|-1532.622404|3.0375|7.4559
12u_a36|0.0|0|3.508898495|0|7.412764017000001|2|2|1.270259304|-0.054501792|-0.0407717229999999|2|0.042560386|0.033763276|0.0042553209999999|10.95266014|-0.010669561|1|1|0.005035022|0.055588998|-0.099596099|-0.438988314|1|0.901715152|0.8101678720000001|-0.018047007|0.855176759|0.860667615|0.842227829|-0.0969881059999999|0.3765068079999999|-50.53295452|12.27663887|0.157772171|109.8080843|-46.98143813|5.944854912|0.77938748|62.80959338|0.486156325|2831.106839|2455.7556010000003|0.22061252|7.65672775|153.5444314|-986.6102007|30.82735404|0.015171583|-388.9026034|799.5563855|10.55929252|1.0|0.0|1.0|5.05|0.0|17.0|-7.38|3.01|69.2|2.66|2.0|0.0|138.33|0.0|1.0|6.0|-4.95|4.0|1.0|1.0|-4.86|1.39e-05|0.00589|3.8|0.0|0.0|4.2e-08|-53.0|3.8847|3675.0|-1350.8981130000002|739.12|337.37|319.16|590.18|0.69258|0.70272|-1350.575382|5.8702|-0.20409|0.03260752|-1350.638138|7.8877|7.7959
11g_a5|0.0|0|2.9590700880000003|1|7.139660336|0|0|1.388236041|-0.204002571|0.009272269|2|0.020943152|-0.083337229|0.00599982|10.94877951|-0.007175378|2|2|0.006964153|-0.14133011|-0.137739838|-0.267507083|2|0.777565622|0.814159231|-0.01453517|0.8737292720000001|0.73551511|0.837943738|-0.076326887|0.396049407|-44.19305139|15.25675|0.1620562619999999|106.4990972|-32.96383785|0.0|0.543581314|59.4498014|0.485790997|2823.738452|935.4227938|0.456418686|9.342496899|299.94631180000005|-560.3852433999999|30.75897687|0.03204398|-57.28097817|648.1198739|21.05845771|1.0|1.0|1.0|3.17|2.34|28.0|-9.04|4.48|81.51|1.06|1.0|0.0|118.35|0.0|1.0|7.0|-4.12|5.0|0.0|0.0|-4.31|4.88e-05|0.0199|2.75|0.0|0.0|9.229999999999999e-10|-0.04322|4.5106|4.2083|-1330.189793|693.48|294.62|274.87|542.13|0.56924|0.63081|-1329.927772|3.2282|-0.2146199999999999|0.04557484|-1329.988893|4314.0|7.5229
5_a27|0.0|0|0.0|2|6.823286122000001|0|0|1.4026035369999998|0.126882432|-0.068518519|2|0.048947368|-0.149034787|0.00991794|10.93772408|-0.013448351|1|1|0.010329671|-0.250776983|-0.2030237389999999|-0.4982037479999999|2|0.639413469|0.760083119|-0.020087122|0.8149212259999999|0.614205449|0.8531787759999999|-0.085078576|0.333977277|-29.50048722|8.936508815|0.146821224|77.37301579999999|-23.6277072|56.35994804|0.741481472|38.43699603|0.439066197|2273.906133|1254.531539|0.258518528|6.160679036|136.2361487|-354.41560810000004|21.59546513|0.016479312|-254.5156507|424.8821143|8.684398894|0.0|0.0|1.0|3.07|3.11|21.0|-6.22|2.8|65.6|2.66|0.0|0.0|97.55|0.0|1.0|2.0|-3.61|4.0|1.0|1.0|-4.01|9.78e-05|0.0324|2.58|0.0|0.0|6.04e-07|-0.04554|4.0989|4.0989|-1083.143246|566.68|302.48|302.48|463.87|0.64548|0.64548|-1082.967639|2.3781|-0.21506|0.01903872|-1083.019748|3.5632|8.5229
9c_a31|0.0|0|3.410619646|0|7.765993078999999|1|1|0.610135804|0.031715924|-0.055520387|0|0.03482906|-0.0384827639999999|-0.003618466|10.311698300000002|-0.062737615|2|2|-0.000813398|-0.062065125|-0.138799714|-0.546598398|0|0.8083148840000001|0.842823186|-0.108617754|0.8856644770000001|0.770283733|0.6746901059999999|-0.128097622|0.287455956|-65.84728287|19.30758668|0.325309894|207.3144829|-52.02424796|552.8237349999999|0.670716706|85.15486955|0.4558841429999999|2592.448925|2242.189942|0.329283294|8.188627935|209.8466636|-728.3394714|34.07943198|0.024456662|-217.5897278|583.9691392000001|15.58581614|1.0|1.0|1.0|3.66|3.09|16.0|-7.24|3.7|117.37|1.08|2.0|0.0|108.16|0.0|1.0|8.0|-5.23|5.0|0.0|1.0|-4.16|6.94e-05|0.0277|3.1|0.0|0.0|5.79e-08|-0.03249|3849.0|3849.0|-1618.157698|691.3|322.12|322.12|588.58|0.7007399999999999|0.7007399999999999|-1617.892493|1.3617|-0.19224|0.04177078|-1617.9568470000002|2.2323|6.3768
14m_a23|0.0|1|0.0|2|7.423568444|0|0|1.197955072|0.05521348|-0.272389934|2|0.0431917209999999|0.028217372|0.001027627|10.3132176|-0.050626415|2|2|0.001951778|0.0879380709999999|-0.07256543|-0.527662006|2|0.560094237|0.798384929|-0.072906704|0.8581143859999999|0.5415996160000001|0.9258118|-0.089285878|0.268552591|-50.63012925|12.51396625|0.0741882|51.59888942|-43.19105542|0.0|0.7958339090000001|63.1440955|0.476833897|3255.247038|2263.262957|0.204166091|8.595073462|142.0002583|-950.2032192|34.33353583|0.017997351|-411.5129154|658.8108151|12.51739962|1.0|0.0|1.0|3.51|3.17|26.0|-8.23|6.19|105.02|3.82|2.0|1.0|125.29|0.0|1.0|6.0|-6.38|7.0|0.0|0.0|-5.79|1.61e-06|0.000773|4.46|0.0|0.0|5.94e-09|-0.08347|3.6774|3.6774|-1966.968005|707.56|337.15|337.15|572.31|0.65552|0.65552|-1966.721362|6.1522|-0.23555|0.02296475|-1966.785519|8.5477|8.5171
13g_a6|0.0|0|3.457632039|0|6.842683282|0|0|1.424099171|-0.0961994219999999|0.004767264|2|0.043020833|0.03536788|-0.002407131|10.95053423|-0.080022038|1|1|-0.000644109|0.061423911|-0.12414699|-0.46487852|2|0.836982172|0.774238891|-0.144664763|0.832753533|0.789769968|0.871972049|-0.091949419|0.2141642839999999|-51.67543048|12.28038897|0.128027951|89.14285747|-44.57717132|0.0|0.7357333540000001|63.95581946|0.444443571|2929.039254|3916.754765|0.264266646|7.968172425|184.0026638|-846.9662551000001|30.61752948|0.017929016|-328.2712049|744.1359788|12.48355309|1.0|1.0|1.0|3.61|2.34|27.0|-10.57|4.79|103.17|1.13|2.0|0.0|128.63|0.0|0.0|6.0|-5.56|5.0|0.0|1.0|-5.06|8.8e-06|0.0038|3.7|0.0|0.0|2.67e-11|-0.07536|5.9869|3.2472|-1386.611265|739.55|381.82|207.09|592.49|0.38325|0.7034100000000001|-1386.3020800000002|10.1708|-0.20806|0.03802398|-1386.364067|13.3225|6.9245
12bd_a36|0.0|0|3.497517322|0|7.412764017000001|2|2|1.297043358|-0.051990612|-0.045630197|2|0.04625323|0.025649557|0.003676818|10.94639828|-0.0288761339999999|1|1|0.0045625|0.042808724|-0.101854847|-0.436345273|1|0.902377067|0.78699829|-0.047786573|0.833398429|0.857993338|0.832478093|-0.099460046|0.279020022|-46.92083391|11.7156452|0.167521907|110.578217|-43.33557909|0.0|0.78244124|58.63647911|0.475272043|2772.776922|2403.371086|0.21755876|8.050812711|143.6066496|-866.7115819|29.96655829|0.015363883|-372.868829|729.1873176|10.14142465|1.0|0.0|0.0|4.95|0.0|17.0|-7.34|2.5|69.2|2.45|1.0|0.0|133.68|0.0|1.0|5.0|-4.54|4.0|1.0|1.0|-4.6|2.5e-05|0.0102|3.41|0.0|0.0|4.55e-08|-0.05236|3.8786|3544.0|-1311.591775|706.26|349.84|319.66|568.94|0.69411|0.7044100000000001|-1311.291779|5.7533|-0.19826|0.03110617|-1311.352257|7.6908|7.7696
12z_a36|0.0|0|3.435113772|0|7.412764017000001|2|2|1.297044126|-0.065211069|-0.010732275|2|0.041767677|0.037307819|-0.000143196|10.95429182|-0.030529442|1|1|0.001194592|0.066366917|-0.098598933|-0.433580807|1|0.8707354620000001|0.826316772|-0.0533649729999999|0.886776351|0.8212311840000001|0.834790405|-0.102674964|0.492335362|-54.11489962|15.50078625|0.165209595|109.572766|-45.16471514|15.59091678|0.712682362|69.61568586|0.4577848329999999|2841.692299|2451.657399|0.287317638|8.016303367999999|190.5590792|-812.9648725|33.72393432|0.0225782039999999|-282.1167226|642.3830552000001|14.97465267|1.0|0.0|0.0|4.76|0.0|17.0|-6.66|1.76|92.99|1.38|1.0|0.0|128.47|0.0|1.0|5.0|-3.99|5.0|0.0|0.0|-3.95|0.000113|0.0458|2.4|0.0|0.0|2.21e-07|-0.05642|3.8969|3.8969|-1325.195958|686.33|318.16|318.16|539.36|0.69397|0.69397|-1324.951498|4814.0|-0.2139199999999999|0.03845474|-1325.010808|6.5892|8301.0
12b_a50|0.0|1|0.0|2|7.927685046000001|1|1|1.397986833|-0.19841119|-0.0016330379999999|1|0.034845679|-0.08032584|0.01164808|10.94501743|-0.115659308|2|2|0.011790103|-0.139522815|-0.168032508|-0.246831987|1|0.699597776|0.804535572|-0.189976035|0.8718949979999999|0.660148928|0.925916085|-0.066155918|0.24516882|-22.92589265|10.80329197|0.074083915|37.24447201|-16.72031641|86.49656508|0.5731907470000001|33.72918462|0.430791247|2224.116359|1446.231761|0.4268092529999999|5.7232816060000005|214.5713436|-234.0844297|20.82911679|0.027586169|-73.59089223|388.171611|13.86849326|1.0|1.0|1.0|3.31|2.45|20.0|-5.49|3.42|48.53|2.02|0.0|0.0|94.69|0.0|2.0|2.0|-3.16|3.0|1.0|1.0|-3.84|0.000144|45.0|2.5|0.0|0.0|3.22e-06|-0.02974|4.7089|3.9305|-1006.664619|539.15|315.44|263.3|401.64|0.6016199999999999|0.6581|-1006.501585|4.0567|-0.19425|0.02307802|-1006.550688|5.6617|5.3242
6a_a31|0.0|0|3.3855253210000003|0|7.703007682000001|1|1|0.610184884|0.038376178|-0.181987023|0|0.0357275129999999|0.08881108|-0.013930701|10.31170939|-0.026103465|2|2|-0.010591881|0.1533239019999999|0.0006473469999999|-0.568500407|0|0.848282918|0.784022685|-0.0436046509999999|0.848080284|0.803505125|0.57216168|-0.126430958|0.259133072|-77.60012959|20.08876284|0.42783832|251.216265|-43.59027182|98.49408082|0.6927462990000001|97.68889243|0.478330896|2713.694431|1671.917893|0.307253701|7.516549303|180.411907|-653.8540772999999|38.27271371|0.031153284|-226.3518866|479.200937|18.29245122|1.0|1.0|1.0|3.42|2.51|22.0|-6.96|3.69|131.36|1.13|1.0|0.0|104.73|0.0|1.0|4.0|-5.22|5.0|0.0|1.0|-4.34|4.55e-05|0.0178|2.8|0.0|0.0|1.11e-07|-0.05563|3.5428|3.5428|-1613.34153|607.79|349.96|349.96|447.66|0.70416|0.70416|-1613.1416|7.7514|-0.19843|0.04606915|-1613.198178|11.2387|5.9586
9_a47|0.0|0|0.0|0|0.0|0|0|1.3818994059999998|0.00410268|-0.1789147139999999|2|0.037492877|-0.043270202|-0.009607222|10.93671087|0.045804989|0|0|-0.007880155|-0.091848897|-0.021556658|-0.4477815529999999|2|0.7033922579999999|0.792070785|0.075092937|0.853035126|0.689770023|0.805149969|-0.0969292319999999|0.492394184|-44.13640712|4.991260197|0.194850031|101.9336202|-26.52703503|0.0|0.790651977|49.12766732|0.482896681|2292.652212|1333.091472|0.209348023|5.653392499|109.5180831|-424.4325604|24.43189048|0.015793737|-304.1026787|442.7664664|8.262317504|1.0|1.0|1.0|2.87|2.78|22.0|-8.47|5.61|58.04|2.99|1.0|0.0|101.46|0.0|1.0|3.0|-5.37|4.0|0.0|1.0|-5.2|6.3e-06|0.00218|4.43|0.0|0.0|3.4000000000000003e-09|-0.05037|5.7429|3.7183|-1149.090086|566.1|333.44|215.89|406.35|0.3885099999999999|0.69084|-1148.896866|2.2966|-0.20488|0.03463008|-1148.949486|3.4815|7.6
6_a3|0.0|0|0.0|0|6.823286122000001|0|0|0.605016564|0.155665791|-0.106234254|2|0.038650794|-0.025021661|-0.007540435|10.3116226|0.032782484|1|1|-0.006696449|-0.0445675709999999|0.020589494|-0.594308852|2|0.881253042|0.790667152|0.055002252|0.8632654590000001|0.773152968|0.783322023|-0.098669224|0.556539611|-52.01903278|5.449560482000001|0.216677977|108.118071|-24.56680878|77.06094911|0.80281499|57.46859326|0.387883362|2196.107822|1899.385061|0.19718501|5.498222293|98.39146166|-319.3685142|23.4484528|0.0150025189999999|-302.19751|353.7528308|7.485963593999999|1.0|1.0|1.0|3.05|2.65|21.0|-7.48|4.66|92.93|2.11|1.0|0.0|95.5|0.0|1.0|2.0|-5.44|3.0|0.0|1.0|-4.87|1.34e-05|0.00455|3.79|0.0|0.0|3.28e-08|-0.06529|5.8279|3.3963|-1731.735113|524.88|365.05|212.74|366.93|0.3369|0.69323|-1731.602363|2.8131|-0.21179|0.03079258|-1731.6508010000002|3.7185|5.7501
17b_a25|0.0|0|0.0|1|6.842683282|0|0|1.3732004619999998|0.001256821|-0.002108117|2|0.042843137|-0.026412432|0.005120507|10.93106294|0.016982601|1|1|0.005244553|-0.044260194|-0.044156525|-0.366585181|2|0.653180996|0.780221059|0.029728702|0.838260077|0.636746066|0.882170399|-0.079392561|0.410780725|-51.71860811|12.04068508|0.1178296009999999|89.34443096|-45.64634114|87.61586206|0.724866184|63.75929319|0.476276266|3100.8813760000003|2514.295488|0.275133816|9.700133933|208.6205329|-958.573164|30.59704545|0.0175785369999999|-341.0100868|832.226697|13.32894629|1.0|1.0|1.0|3.56|3.25|27.0|-10.04|5.18|96.49|2.0|2.0|0.0|135.78|0.0|0.0|7.0|-5.32|5.0|0.0|1.0|-5.07|8.59e-06|0.00394|3.61|0.0|0.0|9.08e-11|-0.05531|5.4236|3961.0|-1483.873254|781.08|313.02|228.6|654.18|0.31395|0.6594800000000001|-1483.563965|3.5074|-0.21939|0.04272963|-1483.630939|5.2142|6.9957
12n_a36|-3.404662145|0|3.400581499|0|7.412764017000001|2|2|0.299253841|0.039596635|-0.350034917|2|0.0438779959999999|0.027627601|-0.006862238|10.31810354|-0.000273044|1|1|-0.001160331|0.048110172|-0.15024383|-0.5181211520000001|1|0.8183043390000001|0.81793955|-0.000421339|0.869718963|0.750657639|0.720111143|-0.115872034|0.239018516|-60.42525197|14.28426215|0.279888857|189.4391835|-53.08197085|26.74179417|0.741751453|74.70951411|0.454498749|3482.18259|3465.537153|0.258248547|6.863551112000001|174.79221719999998|-1061.639417|36.45914091|0.021232665|-327.25274110000004|805.2286932|14.3710571|0.0|0.0|0.0|5.03|0.0|17.0|-6.87|2.15|123.75|0.84|1.0|0.0|142.02|0.0|1.0|7.0|-3.85|6.0|0.0|0.0|-3.72|0.0001889999999999|0.0897|1.64|0.0|0.0|1.36e-07|-0.05056|5.3573|3.6382|-1876.201464|714.14|340.78|231.43|566.87|0.32172|0.7046600000000001|-1875.89723|10.8395|-0.19984|0.03261661|-1875.961945|14.3562|7.8239
7l_a46|0.0|0|0.0|1|7.727094485|1|1|1.160371354|-0.2644255789999999|0.017668261|2|0.04006734|-0.203375108|0.013150047|10.9642261|0.050638298|1|1|0.0125870169999999|-0.331246137|-0.087877164|-0.1082221709999999|2|0.659888413|0.7746144629999999|0.076724694|0.825629852|0.6539666829999999|0.907148114|-0.06289606|0.253138137|-27.30136533|5.5935102720000005|0.092851886|44.79605077|-14.63933792|51.39110437|0.67467081|32.8948756|0.46327253|1920.310099|1246.417766|0.32532919|5.273701985|156.9538706|-204.9507309|15.74158869|0.016330867|-168.5385796|375.721552|7.878766604|1.0|1.0|1.0|3.04|2.64|17.0|-6.29|3.59|43.6|1.89|0.0|0.0|86.96|0.0|1.0|2.0|-3.18|3.0|1.0|1.0|-3.72|0.0001889999999999|0.0548|2.61|0.0|0.0|5.19e-07|-0.03324|4.5464|4.5464|-915.6081232|517.29|272.71|272.71|414.82|0.68834|0.68834|-915.446686|3.3119|-0.2231699999999999|0.025086919|-915.493986|3.9009|5.7122
14_a1|0.0|0|3.3674017380000003|0|7.423568444|1|1|1.430935835|0.043282217|-0.175408303|1|0.035620155|0.1008839219999999|-0.011639964|10.94959842|-0.0492229479999999|1|1|-0.008385698|0.164429684|-0.020716495|-0.567791164|1|0.838928085|0.7462411859999999|-0.083341531|0.805877431|0.795744863|0.593170871|-0.122581374|0.206941175|-74.96297518|19.5711254|0.406829129|240.9270705|-42.99041175|104.2594419|0.753357398|94.53410059|0.47517581|2678.985809|1876.042189|0.246642602|7.46120838|146.0634832|-730.8369997000001|36.40268318|0.0243658979999999|-300.0800645|513.4628663999999|14.42965582|1.0|1.0|1.0|3.25|2.35|23.0|-7.69|3.63|103.12|1.54|1.0|0.0|106.85|0.0|1.0|4.0|-4.52|5.0|0.0|1.0|-4.25|5.660000000000001e-05|0.0218|2.7|0.0|0.0|2.03e-08|-0.05962|3.8344|3.3061|-1292.588129|621.08|375.01|323.35|464.08|0.6572600000000001|0.69894|-1292.359534|4.1207|-0.19322|0.03490867|-1292.415211|5.3099|7.0269
16b_a23|0.0|1|0.0|2|7.423568444|1|1|1.197960988|0.031073244|-0.013240238|3|0.037664609|0.054655144|0.0116350769999999|10.31321583|-0.05237763|2|2|0.011266252|0.099244509|-0.123524943|-0.401493392|2|0.75524548|0.7740962779999999|-0.09063701|0.830577373|0.711576167|0.928579764|-0.07920267|0.2256448969999999|-37.52431601|13.79443768|0.071420236|52.92522904|-43.49333918|100.0262487|0.738977|51.31875369|0.4870072789999999|3370.826124|2256.698672|0.261023|9.472884487|193.4284005|-1000.346801|31.49562341|0.018384316|-354.1828792|896.9989312000001|13.6235075|1.0|0.0|0.0|4.19|0.0|26.0|-7.33|4.1|108.26|3.14|2.0|1.0|146.03|0.0|1.0|6.0|-6.19|4.0|0.0|0.0|-5.67|2.16e-06|0.00106|4.21|0.0|0.0|4.6200000000000003e-08|-0.07352|1.6041|1.6041|-1877.655481|772.84|772.92|772.92|607.92|0.95419|0.95419|-1877.270284|9.2317|-0.21093|0.03978022|-1877.335869|14.8849|7.0191
47d_a18|0.0|0|0.0|0|7.03438793|1|1|1.251175994|-0.017398129|-0.041876322|0|0.032916667|0.069914568|0.003376831|10.94702255|0.016324953|0|0|0.005144085|0.104380139|-0.272202025|-0.417659275|0|0.7640994990000001|0.7430748709999999|0.027971797|0.773981237|0.741366815|0.836999127|-0.087315963|0.445704576|-52.14267013|12.45251265|0.163000873|132.9229494|-58.06490563|58.93717545|0.69814381|64.59518279|0.481311892|3304.705347|1947.023498|0.30185619|9.940531282|246.1558296|-1451.622641|33.54943497|0.018506261|-323.1621908|1255.618298|15.0913716|1.0|1.0|1.0|4.73|0.0|18.0|-8.83|3.21|88.97|2.6|3.0|2.0|159.67|1.0|1.0|12.0|-5.74|4.0|0.0|0.0|-5.28|5.23e-06|0.00276|4.16|1.0|1.0|1.4800000000000003e-09|-0.04561|3.1079|3.1079|-1704.061013|875.6|398.94|398.94|817.06|0.69905|0.69905|-1703.545539|3.7605|-0.17405|0.02826074|-1703.622959|4.2225|8.0969
35_a18|0.0|0|0.0|0|7.03438793|2|2|1.251175948|0.068150325|-0.020425504|1|0.03531746|-0.069149293|-7.44e-05|10.94702087|-0.0098863069999999|0|0|0.00113101|-0.104482176|-0.078001173|-0.5009599889999999|0|0.737701788|0.737094825|-0.017913121|0.774007861|0.7277482059999999|0.800765945|-0.084219749|0.3888901179999999|-60.302584200000005|6.525195505|0.199234055|146.8343246|-45.74482543|74.92670772|0.874573807|66.82777970000001|0.465531336|3038.429834|1761.858479|0.125426193|9.184536969|92.43836482|-1235.110287|28.17969862|0.007954001|-552.1173777|1056.535856|5.862051629|1.0|1.0|1.0|4.3|0.0|18.0|-9.55|3.35|85.29|3.33|3.0|1.0|151.05|0.0|1.0|8.0|-6.06|3.0|0.0|1.0|-5.53|2.96e-06|0.0014199999999999|4.55|0.0|0.0|2.81e-10|-0.04879|3.2146|3.2146|-1533.002975|796.47|385.69|385.69|657.07|0.69279|0.69279|-1532.557542|2.0432|-0.18079|0.02600607|-1532.627182|2.7788|7.6198
