molecula|SddssS|n9FaHRing|SaaNH|NaasN|SRW09|nAHRing|nARing|BCUTs-1|MATS2c|AATSC1s|n6HRing|JGI4|MATS7i|AATSC1are|BCUTi-1|AATSC8d|n5aRing|n5aHRing|AATSC1pe|AATSC7i|MATS1i|MATS1c|n6aHRing|GATS1are|BIC2|MATS8d|SIC2|GATS1pe|RASA|FNSA5|PBF|PNSA3|PPSA3|RPSA|TPSA_x|WNSA5|RPCS|FNSA1|DPSA3|GeomPetitjeanIndex|GRAVp|MOMI-Z|FPSA1|GeomRadius|PPSA1|WNSA2|DPSA4|FPSA5|DPSA1|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP3A4 inhibitor|Synthetic Accessibility|Log Po/w iLOGP|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|BBB|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|pIC50
8d_a12|0.0|1|2.976279182|0|6.580639137|1|1|1.283835213|0.057525383|-0.048642535|2|0.038347953|0.0276482139999999|0.000925796|10.94458983|-0.046326855|1|1|0.001575111|0.0479437859999999|0.00930483|-0.484923957|1|0.8857286320000001|0.751098108|-0.080872311|0.8078610759999999|0.8405406040000001|0.858710112|-0.103548595|0.266886187|-43.27410838|6.309558958999999|0.141289888|78.55353315|-32.00762818|0.0|0.8338637040000001|49.58366734|0.465113852|2466.513191|1288.818257|0.166136296|6.93584319|92.36749461|-544.129679|26.08195789|0.012525773|-371.2392138|503.2240425|6.964006932|1.0|1.0|1.0|4.06|2.23|21.0|-8.37|2.67|65.96|2.83|2.0|0.0|112.14|0.0|1.0|3.0|-4.58|4.0|1.0|1.0|-4.61|2.43e-05|0.0085799999999999|3.51|0.0|0.0|4.23e-09|-0.05488|4.2383|3.7397|-1138.296407|600.2|331.53|292.53|433.32|0.6661|0.4997399999999999|-1138.086709|2.1281|-0.20794|0.04004678|-1138.139635|3.0277|7.6021
4R4l_a46|0.0|0|0.0|1|7.825245291|1|1|1.134637095|-0.058870177|-0.075241716|1|0.049498645|-0.067419714|0.0066560469999999|10.94631401|-0.161358058|1|1|0.006162668|-0.1012114369999999|0.0071939419999999|-0.3888343979999999|1|0.7940662409999999|0.726535412|-0.229089688|0.762625193|0.7936534740000001|0.896653672|-0.084697739|0.208818132|-49.12015477|3.844966512|0.103346328|56.0891211|-24.94818681|0.0|0.8782984840000001|52.96512128|0.4568839389999999|2165.83681|1766.0974600000002|0.121701516|5.669819400000001|66.05102684|-449.0673625|18.4720714|0.006401537|-410.6276419|579.2365607|3.474304058|1.0|1.0|1.0|3.92|3.24|17.0|-7.0|5.02|50.94|3.06|1.0|0.0|105.77|0.0|1.0|3.0|-5.28|3.0|1.0|1.0|-5.11|7.78e-06|0.0027|4.49|0.0|0.0|9.980000000000001e-08|-0.0212699999999999|4.6497|4.1152|-1092.75416|584.44|301.29|266.65|498.78|0.40548|0.67823|-1092.4898449999998|2.1973|-0.19602|0.02589231|-1092.544322|2.3035|6.8633
1d_a5|0.0|0|2.79978458|0|6.605297921|0|0|1.217311475|-0.133500214|-0.308010841|2|0.030074074|-0.118028278|-0.0012491689999999|10.94437658|-0.010183824|1|1|-0.000700145|-0.389011185|0.001493879|-0.38633065|2|0.525406088|0.7595197290000001|-0.015804188|0.821309592|0.513260607|0.8965037640000001|-0.086213657|0.6271150670000001|-47.76176205|4.288788702|0.1034962359999999|55.92018945|-25.16889922|0.0|0.770504115|52.05055075|0.471074204|2481.822293|1172.890724|0.229495885|6.116537519|123.9992274|-427.8712868|25.69414151|0.018980039|-292.3128788|403.396385|10.25512997|1.0|1.0|1.0|2.92|2.19|23.0|-8.88|6.37|54.46|2.73|2.0|0.0|95.49|0.0|1.0|4.0|-4.79|6.0|0.0|1.0|-4.97|1.0800000000000002e-05|0.00396|3.95|0.0|0.0|1.3300000000000002e-09|-0.04528|4.8725|4.6112|-1288.340378|567.04|268.88|254.46|414.59|0.41781|0.5764600000000001|-1288.201219|3.7798|-0.23519|0.03392008|-1288.253849|5.3765|5.03
4R4k_a46|0.0|0|0.0|1|7.825245291|1|1|1.134637098|-0.050636784|-0.088084767|1|0.0510113959999999|-0.104665424|0.006550513|10.94631314|-0.1032662209999999|1|1|0.006050983|-0.158788415|0.008544799|-0.3860697829999999|1|0.78837943|0.7477594870000001|-0.141706595|0.787615341|0.784722915|0.890625164|-0.085931818|0.237621572|-47.73036108|4.194771739|0.109374836|58.20005971|-24.33134018|0.0|0.866681099|51.92513282|0.465590034|2105.035168|1767.850427|0.133318901|5.522208638|70.94107067|-413.632783|18.68565706|0.007248925|-390.2334878|519.5743695|3.857266463|1.0|1.0|1.0|3.8|3.12|17.0|-6.61|4.77|50.94|2.84|1.0|0.0|100.96|0.0|1.0|2.0|-4.82|3.0|1.0|1.0|-4.83|1.4800000000000002e-05|0.0049299999999999|4.05|0.0|0.0|2.48e-07|-0.02045|5.2965|4.1392|-1053.439174|565.94|299.53|234.09|490.83|0.54119|0.68404|-1053.202129|1.8559|-0.19529|0.0257622|-1053.254911|1.9753|7.0132
8e_a12|0.0|1|0.0|1|6.803505258|1|1|1.283834633|0.050021617|-0.049397555|2|0.037430556|0.0661362779999999|0.005196034|10.94458094|-0.0309579439999999|1|1|0.005744805|0.112673977|-0.079913108|-0.448676455|1|0.83954453|0.761892879|-0.051240735|0.815412281|0.797199175|0.939627917|-0.087795345|0.001151979|-29.79080011|8.884082475|0.060372083|34.57040021|-28.78776717|0.0|0.7112578709999999|38.67488258|0.45384745|2548.979738|2112.908299|0.2887421289999999|6.446557205|165.34017769999997|-489.392042|25.03342862|0.019545275|-241.94192880000003|561.9859171|11.19206011|1.0|1.0|1.0|4.11|3.01|21.0|-7.93|2.68|55.1|3.05|2.0|0.0|117.04|0.0|1.0|3.0|-4.37|4.0|1.0|1.0|-4.69|2.03e-05|0.00744|3.53|0.0|0.0|1.19e-08|-0.05739|5.247999999999999|3.3044|-1177.619013|612.59|375.21|236.25|481.04|0.38889|0.6954899999999999|-1177.380602|1.0295|-0.19338|0.02580783|-1177.436953|1.9327|6.2306
9g_a24|0.0|0|2.931798469|1|7.273092596000001|0|0|1.427608366|-0.318471716|0.001126633|2|0.0279797979999999|-0.162313932|0.0144065739999999|10.96318169|-0.02471184|2|2|0.013119312|-0.292600863|-0.0273623029999999|-0.079421802|2|0.683676657|0.7931626959999999|-0.045107345|0.859302479|0.657503038|0.8671367529999999|-0.065668047|0.383340003|-32.080056199999994|9.283063574|0.132863247|65.73938109|-16.07665151|0.0|0.4819264479999999|41.36311977|0.427531635|2123.257348|1196.910121|0.518073552|6.124370267000001|256.3375151|-192.9198181|21.8662148|0.033884884|17.88521849|341.3207334|16.76589519|0.0|1.0|1.0|2.8|1.78|22.0|-6.43|2.93|72.28|0.64|0.0|0.0|87.53|0.0|1.0|3.0|-2.49|4.0|1.0|0.0|-3.09|0.0008179999999999|247.0|1.37|0.0|0.0|3.720000000000001e-07|-0.03585|5.2521|4.2802|-984.5891383|524.03|289.67|236.07|400.47|0.4227399999999999|0.64993|-984.447764|2.9691|-0.21391|0.032630457|-984.497752|4.4131|7.1675
16_a20|0.0|0|3.485659565|0|6.842683282|0|0|1.401259527|-0.014660441|0.00695144|2|0.0388043479999999|0.126359252|8.23e-05|10.93301779|-0.062750442|1|1|0.001157852|0.211127741|-0.070208458|-0.458484451|2|0.7582110409999999|0.7478675859999999|-0.10978034|0.809440795|0.724665638|0.915005572|-0.077793092|0.382481746|-43.51359744|7.634605066000001|0.084994428|55.92018945|-33.67420774|3.46788153|0.780108103|51.14820251|0.464473378|2722.728332|2161.751186|0.219891897|8.166385503999999|144.672972|-639.8099471|24.9314775|0.013439632|-368.5817657|664.4562602999999|8.84230625|0.0|1.0|1.0|3.5|3.13|27.0|-10.52|5.46|78.25|2.2|2.0|0.0|121.69|0.0|0.0|4.0|-6.06|4.0|0.0|1.0|-5.66|2.17e-06|0.0008699999999999|4.69|0.0|0.0|3.0500000000000005e-11|-0.05909|5.9837|3.5704|-1275.900951|686.59|347.26|207.2|554.41|0.32553|0.69524|-1275.636924|4.7315|-0.20722|0.03385502|-1275.6960869999998|6.5609|7585.0
8g_a8|0.0|0|3.073183107|1|7.535296702|1|1|1.39137364|-0.000475415|-0.222784884|0|0.0438779959999999|0.000966222|-0.009140059|10.94318883|-0.03728368|1|1|-0.007047583|0.001970629|0.0794962979999999|-0.508072694|0|0.6784762320000001|0.734188081|-0.0571942009999999|0.790058057|0.656457444|0.533935495|-0.129695841|0.298992226|-83.78686741|19.06725815|0.466064505|285.5736014|-48.6934008|67.54104396|0.8330608209999999|102.8541256|0.479218966|2889.141422|2148.49832|0.166939179|7.440878437999999|102.2893227|-925.1746152|38.56355928|0.017636126|-408.1554248|551.1746801|10.80625499|0.0|0.0|0.0|3.31|2.96|23.0|-7.4|3.89|99.34|3.01|2.0|0.0|111.38|0.0|1.0|4.0|-5.3|5.0|0.0|0.0|-4.94|1.16e-05|0.00483|3.53|0.0|0.0|4.01e-08|-0.05849|3.7495|3.7495|-1450.9549470000002|635.27|330.67|330.67|489.97|0.69221|0.69221|-1450.728709|6.0697|-0.21391|0.04147516|-1450.787398|7.5762|5.3768
11a_a50|0.0|1|0.0|2|7.927685046000001|1|1|1.397733996|-0.156121881|-0.014702942|1|0.038040936|-0.04339705|0.011959339|10.94500606|-0.129547471|2|2|0.012037198|-0.0739260509999999|-0.162848233|-0.267331063|1|0.701976536|0.792574879|-0.200986578|0.8535780190000001|0.667956827|0.917127112|-0.071180382|0.2931724189999999|-25.48858279|9.774322692|0.0828728879999999|43.81199235|-19.89396594|67.28055926|0.6543614329999999|35.26290548|0.463749257|2286.226222|1550.320581|0.345638567|5.965221997|182.7270002|-298.409489|20.53832944|0.020887781|-163.21096210000002|439.9973344|11.04263807|0.0|0.0|1.0|3.44|2.8|20.0|-5.87|3.73|48.53|2.25|0.0|0.0|99.65|0.0|2.0|2.0|-3.58|3.0|1.0|1.0|-4.16|6.97e-05|0.0228|2.9|0.0|0.0|1.35e-06|-0.03284|4.0636|4.0636|-1045.978598|574.01|305.11|305.11|437.9|0.65485|0.65485|-1045.794689|5.4342|-0.2005299999999999|0.02431947|-1045.84627|7.5619|7.2291
17a_a22|0.0|0|0.0|1|6.842683282|0|0|1.2689202|-0.0422459529999999|-0.092107225|2|0.043274232|-0.054347074|0.00220634|10.94643739|-0.005724389|1|1|0.0027615779999999|-0.089641194|-0.076790454|-0.3626566539999999|2|0.830653242|0.7562495659999999|-0.010355535|0.805071997|0.7994946709999999|0.8594770140000001|-0.08790445|0.345497724|-49.30541729|9.597299109|0.140522986|96.01444244|-41.03828927|0.0|0.710958975|58.9027164|0.485943988|2910.035347|1934.881271|0.289041025|8.549622191000001|197.4916253|-820.7657853999999|29.64221498|0.01931764|-288.28178110000005|784.2697099|13.19906822|1.0|1.0|1.0|4.02|-3.24|27.0|-9.13|4.93|68.52|2.01|2.0|1.0|128.29|0.0|1.0|7.0|-4.75|5.0|1.0|0.0|-4.96|1.09e-05|0.00473|3.62|0.0|0.0|7.41e-10|-0.15124|4.8502|1.3971|-1408.300966|731.19|887.46|255.63|577.52|0.46268|0.71303|-1407.8711|3.0156|-0.21338|0.02170866|-1407.935792|2268.0|7.0862
12k_a30|0.0|0|0.0|0|7.412764017000001|2|2|0.604984231|-0.001755273|-0.029595542|2|0.042739018|-0.13882907|0.0043261129999999|10.31162844|-0.038714845|1|1|0.0053380919999999|-0.240110949|-0.089279071|-0.4186541|1|0.838579475|0.830875659|-0.067714819|0.883029843|0.7933543279999999|0.815083558|-0.098188266|0.340031035|-52.35426525|16.01752015|0.184916442|122.5057244|-43.09444587|0.0|0.7081361979999999|68.37178540000001|0.47195436|2920.279667|2277.687222|0.291863802|8.416930701|193.3575303|-818.7944715|32.93073182|0.0226150579999999|-275.77726980000006|704.0353382000001|14.9823028|1.0|0.0|1.0|4.72|0.0|17.0|-6.74|2.63|90.88|2.51|2.0|0.0|133.77|0.0|1.0|6.0|-5.44|5.0|0.0|0.0|-4.93|1.19e-05|0.0050799999999999|3.84|0.0|0.0|1.84e-07|-0.05055|5.1958|3.4715|-1690.302721|710.82|357.15|238.62|564.62|0.39318|0.6864899999999999|-1690.031103|4.9516|-0.19798|0.03357755|-1690.094082|5.0736|7.6144
13i_a6|0.0|0|3.399318783|0|7.412764017000001|1|1|1.430639411|0.0359494989999999|-0.154502515|1|0.042560386|0.035242754|-0.011017781|10.95129557|-0.032549318|1|1|-0.007703306|0.057038772|-0.045418125|-0.560601136|1|0.8744720490000001|0.7771558909999999|-0.054229558|0.8287956870000001|0.830577798|0.624046118|-0.129526268|0.221116773|-80.75190740000001|20.90143854|0.375953882|252.0312146|-58.20996912|116.5456632|0.783597763|101.6533459|0.429711323|2906.257489|2880.134143|0.216402237|8.294136887|145.07130039999998|-1105.989413|39.72483975|0.019989461|-380.2354072|673.8038326000001|13.40049533|1.0|1.0|1.0|3.59|2.7|23.0|-8.5|3.54|115.15|1.18|1.0|0.0|120.17|0.0|1.0|6.0|-5.03|5.0|0.0|1.0|-4.48|3.28e-05|14.0|2.95|0.0|0.0|3.18e-09|-0.0481399999999999|3.6668|3.5614|-1426.549926|703.43|348.14|338.12|553.67|0.7004600000000001|0.70517|-1426.269916|7.8342|-0.19454|0.03191957|-1426.332492|10.1375|7.6778
25_a47|0.0|1|0.0|1|6.86171134|0|0|1.30432753|0.037667531|-0.1084905069999999|2|0.043695652|-0.055724653|-0.003963349|10.94972207|0.002716049|1|1|-0.00269275|-0.120903298|-0.108691353|-0.545763902|2|0.6553889970000001|0.8462332770000001|0.004104478|0.906449648|0.622598899|0.786958319|-0.08797211|0.574771479|-44.52300552|12.27779881|0.213041681|129.3338553|-32.42203672|51.5831002|0.6238742279999999|56.80080434|0.4760601829999999|2704.5905190000003|1514.111398|0.376125772|6.951055196|228.3393366|-518.7525876|30.43708613|0.029261935|-150.4037281|513.2159236|17.76440561|0.0|1.0|1.0|3.26|3.27|21.0|-8.01|4.95|84.73|3.08|2.0|0.0|109.7|0.0|1.0|5.0|-4.99|5.0|0.0|1.0|-4.82|1.52e-05|0.00626|3.53|0.0|0.0|9.79e-09|-0.06331|4.8002|3.9878|-1735.414386|626.55|310.91|258.29|491.7|0.53663|0.68761|-1735.2218059999998|3.8832|-0.22919|0.0285712999999999|-1735.279715|5.1625|7.8
5b_a49|0.0|0|0.0|1|7.853604813|2|2|1.343848745|0.1108916119999999|0.006327273|2|0.034466231|-0.072128552|0.005836378|10.9297646|0.059834711|1|1|0.006696215|-0.12209302|-0.13632743|-0.515894968|2|0.6981815290000001|0.7843021|0.099724518|0.839963111|0.666573331|0.7969332440000001|-0.076494119|0.615864196|-41.03213895|11.94347454|0.203066756|119.3565117|-26.42668087|69.07083505|0.608694741|52.97561349|0.475192312|2764.188493|1956.050085|0.3913052589999999|6.270195553|229.9974239|-449.2535747|25.1139312|0.025332565|-127.7749783|612.7019937000001|14.88971719|0.0|1.0|1.0|3.34|2.9|21.0|-7.24|2.87|75.94|2.07|1.0|0.0|122.26|0.0|1.0|3.0|-3.3|4.0|1.0|1.0|-3.93|0.000118|0.0468|2.08|0.0|0.0|5.79e-08|-0.04453|5.1653|3.9209|-1292.139616|633.92|316.21|240.03|451.32|0.39241|0.65269|-1291.873941|4.3767|-0.20701|0.03937634|-1291.929428|6.1996|7.5528
12at_a36|0.0|0|3.4361495580000003|0|7.412764017000001|2|2|1.297042863|-0.04229234|-0.073048351|2|0.039952719|0.054794728|-0.001148437|10.95446888|-0.037590959|1|1|0.000906224|0.091520225|-0.136151085|-0.48127276|1|0.817851296|0.8384626709999999|-0.063825255|0.890810337|0.7767870459999999|0.751856692|-0.110637955|0.301423347|-58.66704838|20.43891035|0.248143308|171.8311073|-53.05210062|80.75773169|0.6744421970000001|79.10595873|0.49342323|3041.832389|2388.600265|0.325557803|8.837213274|225.4381077|-1007.989912|38.54110857|0.027424543|-241.591008|735.3783268|18.99059683|1.0|0.0|0.0|4.9|0.0|17.0|-6.62|1.67|95.5|1.89|1.0|0.0|135.03|0.0|1.0|7.0|-4.18|6.0|0.0|0.0|-4.08|8.36e-05|0.0367|2.53|0.0|0.0|2.42e-07|-0.05703|4.7133|3.8408|-1460.833958|733.29|322.81|263.05|589.75|0.42968|0.6802600000000001|-1460.549244|6.4676|-0.2131|0.03651452|-1460.61293|8.9532|7.1079
12ar_a36|0.0|0|3.46014932|0|7.412764017000001|2|2|1.297042582|-0.064363806|0.000258844|2|0.040839506|0.083451772|0.000939229|10.95407427|-0.036002609|1|1|0.002112069|0.145909555|-0.096853381|-0.4194638229999999|1|0.86559137|0.8371588959999999|-0.064014394|0.89459881|0.8196353679999999|0.8365428659999999|-0.098732471|0.317338373|-54.80317647|15.19305207|0.163457134|110.9204982|-45.46486105|0.0|0.705591187|69.99622854|0.4743067589999999|2902.67985|2404.999137|0.294408813|8.770514183|199.7830951|-863.83236|33.4098581|0.0223636779999999|-279.0245523|708.5476357999999|15.17578458|1.0|0.0|0.0|4.86|0.0|17.0|-7.05|1.95|92.99|1.59|1.0|0.0|133.27|0.0|1.0|6.0|-3.92|5.0|0.0|0.0|-3.91|0.000122|0.0515|2.33|0.0|0.0|8.95e-08|-0.0566|5225.0|3.8489|-1364.511244|717.19|322.13|237.29|580.53|0.41433|0.67174|-1364.235126|6.4688|-0.21291|0.04327285|-1364.2977050000002|8.7322|7.6021
6_a47|0.0|0|0.0|0|0.0|0|0|1.304328257|0.011739916|-0.1738997619999999|2|0.042276423|-0.14404966|-0.010708889|10.93671042|0.0402365489999999|0|0|-0.0094242819999999|-0.302730533|-0.020576777|-0.459934519|2|0.701994505|0.786041178|0.062425042|0.84654143|0.672308592|0.8419184120000001|-0.096689626|0.446564415|-43.43026699|5.323543706000001|0.158081588|85.6917678|-28.411587800000003|0.0|0.7943908059999999|48.75381069|0.4059072379999999|2431.668154|1577.98246|0.205609194|6.480620646|111.4552019|-454.5854048000001|25.13472712|0.0154005|-319.1626428|469.7495559|8.348196185|1.0|1.0|1.0|2.82|2.91|22.0|-9.06|6.27|58.04|3.48|2.0|0.0|106.47|0.0|1.0|3.0|-6.02|4.0|0.0|1.0|-5.79|1.63e-06|0.000619|5.06|0.0|0.0|8.71e-10|-0.05354|5.5188|3.7196|-1608.684886|576.56|333.32|224.66|422.9|0.30468|0.69305|-1608.50108|3.2606|-0.20794|0.03288085|-1608.554019|4.2153|7.9
19f_a38|0.0|0|3.3320764830000003|0|7.412764017000001|2|2|1.297044434|-0.036714749|-0.084341564|2|0.041808786|-0.008118156|-0.002526241|10.96083376|-0.054832432|1|1|-0.000673716|-0.017421394|-0.101303149|-0.4288343429999999|1|0.724208473|0.819222745|-0.094149094|0.8741648479999999|0.698414933|0.750875987|-0.111307609|0.488059925|-54.50401599|13.4639011|0.249124013|159.14822980000002|-45.42524686|12.14075726|0.734437553|67.96791709|0.453960261|2776.145209|2846.860803|0.265562447|6.164440995|169.6496169|-772.2291966|32.91812709|0.020733452|-299.5321167|595.8790650000001|13.24517938|1.0|1.0|1.0|4.82|2.48|17.0|-6.86|2.55|81.23|2.4|1.0|0.0|125.69|0.0|1.0|5.0|-4.14|4.0|0.0|1.0|-4.17|6.77e-05|0.0272|2.78|0.0|0.0|1.4e-07|-0.05735|5.3197|3.4422|-1332.190216|653.22|360.19|233.07|495.68|0.38086|0.7056100000000001|-1331.945195|5.3152|-0.20104|0.02936908|-1332.004601|7.1655|7.1397
8g_a12|0.0|1|2.897921027|0|6.580639137|1|1|1.28383574|0.10205033|-0.029907264|2|0.038347953|-0.038463841|0.005898773|10.95472263|-0.040257632|1|1|0.005405355|-0.068810076|0.068559367|-0.532504083|1|0.804158158|0.7475224290000001|-0.070405398|0.80546986|0.7714487940000001|0.8576253690000001|-0.1045061519999999|0.274352085|-42.39297373|4.915102972|0.142374631|78.53214058|-31.79592789|0.0|0.90166696|47.30807670000001|0.463772637|2506.427441|1356.883205|0.09833304|6.882798206|54.23932676|-572.326702|26.15353224|0.007890315|-443.109365|480.0590283|4.352203029|0.0|1.0|1.0|4.07|2.51|21.0|-8.0|2.07|78.85|2.89|1.0|0.0|109.93|0.0|1.0|3.0|-4.38|5.0|0.0|0.0|-4.34|4.61e-05|0.0163|3.06|0.0|0.0|9.98e-09|-0.06432|4.2057|3731.0|-1154.321531|590.93|332.31|294.8|418.41|462.0|0.55027|-1154.121362|2.9986|-0.21633|0.03954539|-1154.173831|4.2131|5.43
3g_a32|0.0|1|3.542426304|0|7.78113851|0|0|0.60942078|0.015803466|-0.072619634|0|0.05052381|-0.058985916|0.001276735|10.31100273|-0.125170068|3|3|0.002565215|-0.105402305|-0.074808287|-0.563371932|0|0.833981748|0.755211939|-0.1719626169999999|0.802214256|0.786074011|0.887695945|-0.098311343|0.273439311|-38.9071564|6.647498326|0.112304055|62.23099889|-30.18744099|0.0|0.8007401590000001|45.55465473|0.447358137|2271.746759|1886.244271|0.199259841|5.917878616|110.4157723|-392.4367329|21.05801434|0.01096673|-333.29803589999995|475.3634141|6.076989555|1.0|0.0|1.0|3.43|3.44|19.0|-7.29|5.42|110.94|2.18|2.0|0.0|102.55|0.0|1.0|3.0|-7.09|3.0|0.0|1.0|-5.59|2.58e-06|0.000915|5.02|0.0|0.0|5.08e-08|-0.0535|3.5456|3.5456|-1712.060085|593.24|349.68|349.68|495.4|0.70275|0.70275|-1711.865318|3.3082|-0.20065|0.02384763|-1711.919273|5.5816|7.8539
47f_a18|0.0|0|0.0|0|7.03438793|1|1|1.251175676|-0.005500039|-0.034211867|0|0.031179487|-0.048472184|0.0036509859999999|10.94702253|-0.008224928|0|0|0.00531392|-0.071877686|-0.264839041|-0.4138670829999999|0|0.765824398|0.750610215|-0.014370598|0.780474694|0.745431271|0.838156881|-0.084851044|0.375218907|-54.18475173|11.75478965|0.161843119|137.3980967|-61.15474298|58.84834254|0.726550657|65.93954138|0.483843526|3367.7324700000004|2343.062749|0.273449343|10.55465562|232.14715330000004|-1651.17806|33.88554232|0.016581683|-384.6642262|1347.416568|14.07716085|1.0|1.0|1.0|4.87|0.0|18.0|-9.22|3.6|88.97|2.79|3.0|2.0|164.47|1.0|1.0|13.0|-6.11|4.0|0.0|0.0|-5.52|3.01e-06|0.00163|4.52|1.0|1.0|6.04e-10|-0.04439|3.0964|3.0964|-1743.375413|908.66|400.42|400.42|874.24|0.6984600000000001|0.6984600000000001|-1741.724929|3.8532|-0.1724099999999999|0.02902413|-1741.802171|4.4861|8.0458
7_a4|0.0|0|0.0|1|7.535296702|1|1|1.343865525|-0.237954652|-0.003297033|2|0.037694444|-0.07290303|0.008409909|10.92992954|0.04206117|1|1|0.008242591|-0.162314698|-0.042220092|-0.174410426|2|0.527072036|0.8046449179999999|0.0707653759999999|0.87010589|0.518356619|0.825830607|-0.071288428|0.470973822|-32.72992462|7.402610584|0.174169393|87.67070691|-18.06277106|79.08210981|0.7179916670000001|40.13253521|0.437317462|2286.169166|1915.566579|0.282008333|5.512905888|141.9530115|-270.9415659|18.74189807|0.016800137|-219.4585767|407.1471338|8.456594282000001|1.0|1.0|1.0|3.05|2.7|21.0|-7.46|4.67|43.6|2.82|0.0|0.0|95.07|0.0|1.0|2.0|-3.81|4.0|1.0|1.0|-4.41|3.92e-05|13.0|3.22|0.0|0.0|3.49e-08|-0.05217|4.0379|4.0379|-1089.870249|538.92|307.05|307.05|365.73|0.59702|0.59702|-1089705.0|3.9832|-0.2219199999999999|0.02317758|-1089.753885|4926.0|6821.0
3d_a32|0.0|1|3.503398526|0|7.765993078999999|0|0|0.609420786|0.0181036519999999|-0.034290847|0|0.041161616|-0.0620110029999999|0.000655875|10.31100276|-0.0602430179999999|3|3|0.002004382|-0.1131110759999999|-0.076494363|-0.539652902|0|0.8315372|0.8444218509999999|-0.100251236|0.90169022|0.77923808|0.892845502|-0.093187219|0.2214902789999999|-37.19367587|7.807299836|0.107154498|58.01666174|-27.31750365|0.0|0.720540286|45.000975700000005|0.427813496|2213.978384|1855.167124|0.2794597139999999|6.15119195|151.30787800000002|-327.8100438|21.54552351|0.0160633|-238.8142619|421.3548777|8.697152881000001|1.0|1.0|1.0|3.34|3.11|19.0|-7.29|5.07|110.94|1.94|1.0|0.0|97.86|0.0|1.0|4.0|-6.55|3.0|0.0|1.0|-5.13|7.36e-06|0.00251|4.5|0.0|0.0|5.13e-08|-0.05482|3.5105|3.5105|-1672.758552|569.29|353.18|353.18|465.41|0.7035100000000001|0.7035100000000001|-1672.585902|3.2094|-0.19671|0.02457348|-1672.638515|5.1728|8.0915
12o_a30|0.0|0|0.0|0|7.412764017000001|2|2|0.604984133|0.036331447|-0.028326022|2|0.040899471|-0.089996613|0.00372838|10.31162888|-0.087019298|1|1|0.003603419|-0.157974241|-0.051371057|-0.465857798|1|0.8264832879999999|0.815003426|-0.149451598|0.870930234|0.7463962120000001|0.844344883|-0.0975052409999999|0.402022325|-49.48891079|9.948252054|0.1556551169999999|100.1600333|-40.37291185|0.0|0.8131344979999999|59.43716284|0.46964626|2860.371518|2476.50603|0.186865502|7.400912529|120.2431068|-767.0853252|29.91948755|0.0141914589999999|-402.9878652|652.8825454|9.131836103|1.0|0.0|0.0|4.63|0.0|17.0|-7.22|3.27|81.65|3.31|2.0|0.0|132.29|0.0|1.0|5.0|-5.93|4.0|0.0|1.0|-5.44|3.61e-06|0.00156|4.49|0.0|0.0|6.03e-08|-0.05085|5.1935|3.4817|-2035.37262|687.92|356.1|238.73|528.25|0.3493699999999999|0.6854399999999999|-2035.139147|5559.0|-0.19873|0.03392126|-2035.199757|6.8632|7.8097
3a_a32|0.0|1|3.226454082|0|7.678326357|0|0|0.6094208210000001|-0.0505635059999999|-0.045659995|0|0.03382716|-0.014365682|-0.002794182|10.31100283|0.125185185|3|3|-0.001223394|-0.028290955|-0.079652285|-0.491457345|0|0.84134255|0.844272053|0.215012723|0.921812162|0.7757299320000001|0.817070968|-0.0970820759999999|0.30031978|-37.30101542|10.39727075|0.182929032|84.65041685|-20.78892268|0.0|0.6723099029999999|47.69828617|0.461044711|2028.93875|812.930125|0.327690097|5.755284924|151.63860559999998|-207.8892268|22.27382254|0.0236593529999999|-159.4728294|278.73805810000005|10.9483666|0.0|1.0|1.0|2.96|2.21|19.0|-6.12|4.12|110.94|1.19|0.0|0.0|83.28|0.0|1.0|2.0|-5.32|3.0|0.0|1.0|-4.35|4.51e-05|0.0134|3.31|0.0|0.0|7.66e-07|-0.0558|3.6308|3.6308|-1554.796165|492.91|341.48|341.48|355.48|0.70229|0.70229|-1554.7020630000002|3.6178|-0.20638|0.02744024|-1554.748543|5.7916|8.5686
