molecula|SddssS|NaaNH|SssssC|NaasN|SRW09|nAHRing|nARing|SaasN|MATS2c|SRW07|JGI4|MATS7i|SaaaC|ATSC1c|AATSC8d|AATSC1pe|AATSC7i|MATS1i|AATSC1i|MATS1c|GATS1are|BIC2|MATS8s|MATS8d|GATS1pe|nFaHRing|FNSA3|FPSA3|PNSA5|RNCS|RPSA|TPSA_x|WNSA5|RPCS|FNSA1|WNSA3|DPSA5|PNSA4|DPSA3|GRAVp|PNSA2|WNSA2|DPSA4|FPSA5|DPSA1|DPSA2|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Leadlikeness|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Molecular Mass|BBB|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mol/l)|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Dipole (water)|pIC50
8c_a31|0.0|1|0.0|0|7.765993078999999|1|1|0.0|-0.012583838|5.733341277|0.03995098|-0.106461724|0.0|-0.574140137|-0.1029580369999999|-0.004832959|-0.178276512|-0.053983462|-0.09039853|-0.513257014|0.922486359|0.847752299|0.006000201|-0.1759864119999999|0.87237334|0|-0.1170607269999999|0.029669107|-70.64275621|133.3100368|0.3739272389999999|206.2599245|-38.96685783|477.2277896000001|0.72308253|-35.61776956|82.77037329|-21.86561502|80.93682766|2251.08563|-918.3558307|-506.5691518|30.23944586|0.021986076|-246.1066271|1270.056726|1.0|1.0|1.0|2.0|-6.13|3.13|114.29|0.0|0.0|93.45|0.0|1.0|5.0|24.0|5.0|342.42|0.0|1.0|-3.63|3.79e-05|0.000237|0.0|0.0|7.45e-07|-0.03222|3.8492|3.8492|981.89|322.11|0.2597|0.7005|0.7005|-1425.968408|-0.19207|0.03744829|5.1815|6.0915
7e_a8|0.0|1|0.0|1|7.05012252|0|0|1.3496955309999998|-0.150447714|4.844187086|0.043758865|-0.03633378|0.0|-0.289324602|-0.0446343779999999|0.002669179|-0.075638618|0.034227147|0.07125309|-0.341022848|0.5897105770000001|0.732001738|-0.023521398|-0.072307692|0.577394732|0|-0.08608941|0.0215993429999999|-53.04282692|86.03149870000001|0.170843962|102.177831|-31.72369068|63.5628736|0.776001552|-30.79383811|64.23177694|-22.39586026|64.40615805|2605.914474|-1007.813711|-602.7501229|28.86058693|0.018708212|-330.14031780000005|1298.726412|1.0|0.0|0.0|1.0|-8.29|4.94|70.81|2.0|0.0|108.43|0.0|1.0|4.0|29.0|4.0|385.39|0.0|1.0|-5.41|1.78e-06|3.87e-06|0.0|0.0|5.07e-09|-0.0697|3.8142|3.2363|1060.05|383.1|0.3461|0.6998300000000001|0.70177|-1300.271093|-0.2054699999999999|0.02845071|11.4436|4.4547
13b_a30|0.0|0|0.0|0|7.412764017000001|2|2|0.0|0.112353041|5.351858133|0.041728395|-0.035340334|0.0|-0.627919307|-0.0463169629999999|-0.002215642|-0.062905093|0.003429114|0.006103754|-0.564815317|0.841060094|0.836520136|-0.045844862|-0.0771674659999999|0.802578397|0|-0.109962789|0.018555474|-76.67161447|385.2420923|0.305898198|206.54056530000005|-51.76819834|105.341977|0.800290866|-50.13056864|88.26741491|-28.93268471|86.77473353|3002.926824|-1533.432289|-1035.363967|36.15271139|0.017174033|-405.5090587|1916.093704|1.0|0.0|0.0|2.0|-6.19|1.72|124.74|1.0|0.0|135.37|0.0|1.0|6.0|32.0|5.0|441.51|0.0|0.0|-4.3|9.68e-06|5e-05|0.0|0.0|6.520000000000001e-07|-0.05434|5.0501|3.5056|1210.94|353.68|0.2783|0.32563|0.6862699999999999|-1744.2179010000002|-0.20313|0.0455651|5.3762|7.5901
8b_a32|0.0|1|0.0|0|7.765993078999999|0|0|0.0|0.113639567|5.733341277|0.03995614|-0.008128765|2.123714284|-0.458752924|-0.0684566009999999|-0.001662219|-0.014634534|-0.0852122769999999|-0.1534110109999999|-0.577864293|0.788133615|0.845443342|0.060636167|-0.1152380009999999|0.7507116140000001|1|-0.0850068559999999|0.016711528|-68.4085006|102.4297669|0.211781902|132.9495116|-42.94454179|68.21751748|0.669149204|-33.50038167|81.73293254|-19.33283713|63.85535908|2573.703546|-889.3105078|-558.2790432999999|28.89166873|0.021225152|-212.3722924|1329.016762|1.0|1.0|1.0|2.0|-7.65|4.19|140.04|1.0|0.0|110.47|1.0|1.0|7.0|27.0|4.0|397.52|0.0|1.0|-4.39|1.47e-06|4.06e-05|0.0|0.0|2.23e-08|-0.05404|3.5442|3.5442|1114.24|349.82|0.2943|0.70285|0.70285|-1880.539698|-0.20121|0.03602276|1.2797|7.9208
19_a47|0.0|0|0.0|1|6.842683282|0|0|1.445775615|-0.038804671|4.727387819|0.032764858|0.027033021|1.174354482|-0.4380552029999999|0.0604168609999999|-0.010153352|0.074201869|-0.046265509|-0.126992366|-0.439165562|0.635684951|0.823945134|-0.024256505|0.095841135|0.614975047|1|-0.105205489|0.026805875|-57.87554797|335.10989930000005|0.360357109|199.6541807|-32.06567824|66.13355777|0.637832605|-32.2945343|76.13237258|-20.66983856|73.14028211|2612.978054|-868.1332196000001|-480.9851737|32.40636867|0.03295186|-152.7310283|1361.067484|0.0|1.0|1.0|2.0|-6.92|3.84|98.72|1.0|0.0|99.2|0.0|1.0|5.0|28.0|6.0|380.35|0.0|1.0|-3.66|0.000214|0.000217|0.0|0.0|1.2099999999999998e-07|-0.05326|3.8423|3.8423|974.59|322.68|0.3243|0.68924|0.68924|-1335.580357|-0.2117099999999999|0.03178118|6.3247|7.3
12s_a30|0.0|0|0.0|0|7.412764017000001|2|2|0.0|-0.00019297|5.351858133|0.04625323|-0.0601024909999999|0.0|-0.403952011|-0.04950715|-0.001131023|-0.1597740919999999|-0.0546637159999999|-0.145315868|-0.446807335|0.609043558|0.83236194|0.006789196|-0.080971844|0.591758164|0|-0.090733404|0.019324097|-67.11451776|89.91581294|0.2932862089999999|189.9114627|-43.45862792|0.0|0.790481833|-38.04400919|78.38074776|-26.02399668|71.26547471|2977.11642|-1275.175837|-825.7139305|32.92168852|0.017398791|-376.1910929|1613.162737|1.0|0.0|0.0|1.0|-7.16|3.74|81.65|2.0|0.0|127.19|0.0|1.0|5.0|31.0|6.0|434.46|0.0|0.0|-5.17|3.24e-06|6.71e-06|0.0|0.0|6.900000000000002e-08|-0.0551|5.0438|3.5348|1140.1|350.75|0.2148|0.43338|0.68458|-1774.01033|-0.20495|0.03401064|3.9579|8129.0
14c_a22|0.0|0|0.0|1|6.842683282|0|0|1.596256692|-0.134137693|4.727387819|0.038137255|-0.026986769|1.568396937|-0.298463715|0.006275578|0.004362505|-0.047249795|-0.0917078119999999|-0.160566657|-0.364626967|0.667111824|0.773044788|-0.096749121|0.010828071|0.639264982|1|-0.067475189|0.024569649|-57.64986681|36.22825261|0.133423541|96.05497587|-41.50359456|78.22334636|0.66168729|-34.9718749|75.5139152|-21.75466672|66.26540251|3079.4894480000003|-1152.997336|-830.0718911|32.87756477|0.024813755|-232.8055235|1742.5109329999998|0.0|1.0|1.0|1.0|-9.28|4.18|109.38|1.0|0.0|128.77|0.0|1.0|6.0|34.0|6.0|445.48|0.0|0.0|-4.62|1.39e-05|2.4e-05|0.0|0.0|5.269999999999997e-10|-0.07399|5.7361|3.6741|1241.55|337.45|0.5079|0.3078|0.69113|-1460.324494|-0.22807|0.03150011|9.04|6.8153
3a_a49|0.0|0|0.0|1|7.535296702|1|1|2.09865947|-0.05210989|5.4161004020000005|0.0355787039999999|-0.044367345|1.819785|-0.337858497|0.00497674|0.000521532|-0.074886415|0.002357097|0.003978478|-0.421478185|0.775818577|0.8145214209999999|0.012813604|0.008391259|0.7476073409999999|1|-0.094437035|0.016205613|-51.82200998|107.4001347|0.27109473|158.77029040000002|-30.35026007|59.40691577|0.689774813|-32.39206742|64.2037853|-17.97906469|64.79936082|2599.121578|-880.9741697000001|-515.9544212000001|26.06512204|0.021141449|-222.2883651|1277.19098|0.0|1.0|1.0|2.0|-7.19|2.81|98.72|1.0|0.0|112.14|0.0|1.0|5.0|29.0|5.0|384.43|0.0|1.0|-3.3|0.000878|0.000503|0.0|0.0|6.52e-08|-0.05732|5.1647|3874.0|1082.21|320.04|0.3467|0.53794|0.66614|-1253.756918|-0.2171|0.03833529|4.2593|7.1938
6g_a40|0.0|0|0.0|1|8.421342866|1|2|1.628664494|0.102683335|6.401917197|0.039863946|-0.120745388|0.607999575|-1.09669629|-0.251161616|-0.018182514|-0.221674172|0.0312035079999999|0.05728593|-0.588058458|0.8316888240000001|0.832499949|0.075283207|-0.340429901|0.808096413|1|-0.164941808|0.017750905|-101.5916383|328.78166810000005|0.3946532929999999|256.5226419|-66.03405036|47.36081569|0.824204189|-69.68682788|114.7475987|-38.37906336|118.7493383|3142.74733|-1727.0578510000005|-1122.578856|46.56499428|0.020240097|-421.4621621|2095.424743|0.0|0.0|1.0|3.0|-2.87|2.48|213.89|1.0|2.0|124.18|1.0|3.0|5.0|31.0|7.0|474.53|0.0|0.0|-4.71|6.049999999999999e-08|1.93e-05|1.0|0.0|0.0013599999999999|-0.08622|3.3197|2.8135|1144.59|440.68|0.4971|0.58454|0.5794199999999999|-2521.8114530000003|-0.20479|0.03363483|8.9454|7.3279
7f_a8|0.0|1|0.0|1|7.05012252|0|0|1.2793830309999998|-0.139912829|4.844187086|0.044814815|0.034392285|0.0|-0.234880498|0.0260356679999999|0.00084936|0.09329746|0.052081992|0.141285105|-0.381574707|0.515235986|0.7051689170000001|-0.048917705|0.041366689|0.507325475|0|-0.091890536|0.0138113419999999|-50.01741803|53.09327646|0.229770733|130.7330978|-28.45850692|55.49953831|0.880922225|-29.74763659|55.85651025|-23.17880348|60.14140162|2534.956113|-950.3309426|-540.7116315000001|26.31197491|0.010262531|-433.4681077|1078.790971|1.0|0.0|0.0|1.0|-8.46|5.49|61.58|2.0|0.0|101.89|0.0|1.0|3.0|28.0|4.0|373.35|0.0|1.0|-5.5|2.09e-06|3.16e-06|0.0|1.0|3.5e-09|-0.07492|3.8187|3.4810000000000003|991.61|356.17|0.3536|0.7024199999999999|0.6987399999999999|-1285.017838|-0.21998|0.02809022|11.6137|4.4479
12at_a36|0.0|1|0.0|0|7.412764017000001|2|2|0.0|-0.04229234|5.351858133|0.039952719|0.054794728|0.0|-0.653190113|-0.037590959|0.000906224|0.091520225|-0.136151085|-0.227404687|-0.48127276|0.817851296|0.8384626709999999|-0.08859337|-0.063825255|0.7767870459999999|0|-0.084721769|0.029516069|-76.61315774|95.16663336|0.248143308|171.8311073|-53.05210062|80.75773169|0.6744421970000001|-40.6250081|95.60375457|-25.99374995|79.10595873|3041.832389|-1455.649997|-1007.989912|38.54110857|0.027424543|-241.591008|2158.30208|1.0|0.0|0.0|2.0|-6.62|1.67|95.5|1.0|0.0|135.03|0.0|1.0|7.0|33.0|6.0|439.47|0.0|0.0|-4.08|6.579999999999999e-05|8.36e-05|0.0|0.0|2.42e-07|-0.05703|4.7133|3.8408|1238.61|322.81|0.4765|0.42968|0.6802600000000001|-1460.549244|-0.2131|0.03651452|8.9532|7.1079
5_a4|0.0|0|0.0|1|7.535296702|1|1|2.166832955|-0.196773454|5.4161004020000005|0.035994832|0.012532807|2.189593648|-0.0607990979999999|-0.134215501|0.0111310589999999|0.0202481919999999|-0.0471580309999999|-0.076189222|-0.164263889|0.655087104|0.767615203|-0.165454845|-0.229773463|0.650346601|1|-0.050732198|0.008047242|-36.64215945|13.96974087|0.056851498|30.54859623|-19.68930579|46.53110402|0.807351587|-14.64813624|41.76764149|-13.54166762|31.58455727|2282.291204|-622.9167106000001|-334.71819839999995|16.77294978|0.009538616|-330.3047347|771.5556899000001|1.0|1.0|1.0|0.0|-7.96|4.67|43.6|1.0|0.0|104.89|0.0|1.0|3.0|26.0|3.0|340.42|1.0|1.0|-4.84|2.72e-05|1.4499999999999998e-05|0.0|0.0|1.09e-08|-0.04892|4.8582|4.0239|1013.0|308.12|0.1106|0.60407|0.6019899999999999|-1069.051141|-0.21857|0.02251645|3.1619|7.1487
14a_a25|0.0|0|0.0|1|6.842683282|0|0|1.667057351|-0.092005241|4.727387819|0.038167849|0.051906412|1.975771616|-0.255585831|-0.019985937|0.006158124|0.085350921|-0.0469914379999999|-0.077269115|-0.365062041|0.6716839040000001|0.7385460309999999|-0.085643386|-0.035531959|0.653818362|1|-0.069657015|0.012870836|-55.27820709|107.22698590000002|0.149573695|98.18816423|-36.28756839|58.18995584|0.8067529940000001|-30.017374100000005|63.96772039|-21.90268583|54.17569023|2844.993903|-1160.842349|-762.0389362000001|27.14918443|0.01323706|-402.7381076|1438.906775|1.0|1.0|1.0|1.0|-9.59|4.92|72.7|2.0|0.0|126.26|0.0|1.0|6.0|32.0|4.0|419.48|0.0|1.0|-5.29|4.03e-06|5.13e-06|0.0|0.0|2.58e-10|-0.05083|5.3631|3.9479|1202.13|314.05|0.3529|0.42461|0.6714|-1352.024616|-0.2143|0.03250632|4.1656|6684.0
12_a4|-3.2834578760000004|0|0.0|1|7.535296702|1|1|2.070952433|-0.1494133309999999|5.4161004020000005|0.0381179139999999|-0.0334644329999999|1.587386096|-0.113938738|0.028152112|0.009024784|-0.055590089|-0.051501982|-0.085553511|-0.220286906|0.5687812560000001|0.8157155359999999|-0.036425699|0.04172421|0.531333552|1|-0.070256284|0.01168879|-44.33087544|15.80191019|0.194761903|115.5823166|-26.30835499|7.519189887|0.717772573|-24.74343259|53.59101661|-15.38009964|48.6306683|2927.48584|-753.6248824|-447.2420348|21.42753878|0.015603795|-258.476202|1049.9494|1.0|0.0|1.0|0.0|-7.84|4.98|86.12|1.0|0.0|113.02|0.0|1.0|4.0|29.0|5.0|404.48|0.0|1.0|-4.33|6.57e-05|4.64e-05|0.0|0.0|1.45e-08|-0.06898|4.8592|3.8083|1101.33|325.57|0.1194|0.63967|0.68825|-1617.57796|-0.2312199999999999|0.03555871|10.1971|5032.0
47k_a18|0.0|0|0.0|0|7.03438793|1|1|0.0|0.029145635|4.844187086|0.033777778|-0.017736343|0.0|-0.5135996820000001|-0.008576013|0.00493127|-0.026672956|-0.279965025|-0.421027889|-0.451417954|0.762665453|0.721697829|0.022512501|-0.014398731|0.737517943|0|-0.065324278|0.015080484|-69.77479556|20.66242736|0.169064596|133.5242222|-55.10689702|58.77865447|0.7153044209999999|-40.74641317|84.23875372|-23.89547793|63.50225571|3245.964586|-1744.369889|-1377.672426|33.40602576|0.018313855|-340.0872332|2438.639881|1.0|1.0|1.0|2.0|-8.44|3.17|88.97|3.0|2.0|154.86|1.0|1.0|11.0|38.0|4.0|513.63|0.0|0.0|-5.33|1.44e-06|4.65e-06|1.0|1.0|3.6099999999999997e-09|-0.04359|3.0948|3.0948|1492.36|400.63|0.5920000000000001|0.69823|0.69823|-1664.2657390000002|-0.17135|0.02802749|5.2253|7.5376
3_a20 (SB-525334)|0.0|1|-0.08980269|0|6.880384082000001|0|0|0.0|-0.048050965|4.727387819|0.0526353279999999|0.001821898|1.728260385|-0.274640708|-0.119584218|0.0033523629999999|0.002992397|-0.169090412|-0.277724429|-0.500412918|0.818922083|0.7186587|0.087932573|-0.17447922|0.7835436240000001|1|-0.061128029|0.0123308269999999|-51.80299691|43.70154849|0.1243352319999999|70.23182172|-29.26136697|0.0|0.784910502|-19.50382741|58.45718743|-16.53287135|41.49386505|2243.481559|-777.0449536|-438.9205046|21.06338405|0.0117802769999999|-321.8682802|989.9790502999998|1.0|1.0|1.0|1.0|-8.39|4.69|67.35|1.0|0.0|104.59|0.0|1.0|3.0|26.0|4.0|343.42|1.0|1.0|-4.73|1.42e-05|1.88e-05|0.0|0.0|4.07e-09|-0.0671399999999999|4.9821|3.1728|1030.31|390.77|367.0|0.49443|0.70168|-1086.329436|-0.20131|0.02096048|4.8164|6.7905
15_a4|0.0|0|0.0|1|7.535296702|1|1|1.956386054|-0.159419214|5.4161004020000005|0.044357639|0.0432718859999999|0.0|-0.077474847|0.022446689|0.00918585|0.097046535|-0.017259078|-0.038707204|-0.226703465|0.5118792910000001|0.772721853|0.095534883|0.036363636|0.509447294|0|-0.062151785|0.010893057|-35.36161572|12.70877085|0.132283624|63.43714456|-16.95780525|86.01453643|0.8438913020000001|-14.29317436|40.03406565|-14.73400655|35.02894809|1973.978183|-530.4242358|-254.3670787|17.45960235|0.009743323|-329.8289177|628.5456843999999|1.0|0.0|0.0|0.0|-6.09|4.4|30.71|0.0|0.0|85.06|0.0|1.0|2.0|22.0|3.0|291.32|1.0|1.0|-4.28|0.000152|5.19e-05|0.0|0.0|8.070000000000001e-07|-0.03539|4.5048|4.2148|848.47|294.16|0.1996|0.4778699999999999|0.56413|-958.147682|-0.2091199999999999|0.018092091|3.0091|6757.0
12b_a50|0.0|0|0.0|2|7.927685046000001|1|1|4.058595679|-0.19841119|5.82008293|0.034845679|-0.08032584|2.112397566|-0.125985651|-0.115659308|0.011790103|-0.139522815|-0.168032508|-0.291865836|-0.246831987|0.699597776|0.804535572|0.009081884|-0.189976035|0.660148928|1|-0.045602469|0.0214891|-33.25880166|8.07905572|0.074083915|37.24447201|-16.72031641|86.49656508|0.5731907470000001|-11.52561607|47.12729492|-11.93905701|33.72918462|2224.116359|-465.6232233|-234.0844297|20.82911679|0.027586169|-73.59089223|812.3355548|1.0|1.0|1.0|0.0|-5.49|3.42|48.53|0.0|0.0|94.69|0.0|2.0|2.0|24.0|3.0|313.36|1.0|1.0|-3.84|0.000685|0.000144|0.0|0.0|3.22e-06|-0.02974|4.7089|3.9305|909.8|315.44|0.2425|0.6016199999999999|0.6581|-1006.501585|-0.19425|0.02307802|5.6617|5.3242
9s_a24|0.0|1|0.0|0|6.605297921|1|1|0.0|-0.222173285|4.59511985|0.023585859|-0.050919714|0.0|-0.190782186|0.013901071|0.007695726|-0.0897306019999999|-0.204128966|-0.359715589|-0.248704391|0.799076569|0.773544454|0.030228027|0.0256742079999999|0.748077475|0|-0.049825449|0.016792118|-39.48555839|33.24649431|0.116650168|72.43525688|-24.51900941|0.695462853|0.445160769|-19.21235005|61.19761205|-12.08741583|41.36694069|2747.809842|-592.2833757999999|-367.7851412|27.15292246|0.03496522|68.10609672|1330.4932|0.0|1.0|1.0|1.0|-8.11|4.29|77.21|1.0|0.0|115.67|0.0|1.0|4.0|30.0|4.0|393.44|0.0|0.0|-4.06|0.000434|8.71e-05|0.0|0.0|7.73e-09|-0.03597|3.0726|2.6707|1121.42|464.24|0.5112|0.69475|0.6907300000000001|-1270.738032|-0.14462|0.03640642|7.0312|7.4949
8b_a50|0.0|1|0.0|1|7.860570786|1|1|2.021915391|-0.115740384|5.777652323|0.035718954|-0.096039086|1.98971238|-0.1812055289999999|-0.0180233089999999|0.007057361|-0.170496134|-0.065440141|-0.116174481|-0.332085641|0.753629415|0.809463375|-0.027207307|-0.031953774|0.71043578|1|-0.072629787|0.021513107|-37.39727879|131.417573|0.154650918|74.08248511|-17.91443197|0.0|0.6717097959999999|-16.66636363|49.02840043|-14.54338619|45.09730487|2143.807599|-523.561903|-250.8020475|21.65129387|0.024280552|-164.5084115|779.4465792000001|1.0|1.0|1.0|1.0|-5.94|3.41|59.39|0.0|0.0|89.78|0.0|2.0|2.0|23.0|3.0|299.33|1.0|1.0|-3.81|0.000359|0.000154|0.0|0.0|1.16e-06|-0.02903|4.5256|4.1804|857.53|296.58|0.1717|0.5533|0.59283|-967.212701|-0.20144|0.036701907|5.8205|7.1675
15c_a10|0.0|0|0.0|1|7.535296702|2|2|2.154210861|-0.236118846|5.4161004020000005|0.034807692|-0.06400528|2.063253638|-0.153072705|0.0123939039999999|0.012271987|-0.101214571|-0.226679901|-0.35845963|-0.1742732839999999|0.7655272009999999|0.7351096359999999|-0.03167553|0.022187689|0.733973277|1|-0.046967376|0.014703076|-50.32840842|65.41494073|0.095541483|66.28884934|-34.91899195|136.2098503|0.528228415|-22.60962187|66.5866765|-13.36848349|42.7883594|3012.018586|-855.5829431|-593.6228632|25.30814911|0.023432886|-39.17102961|1619.721543|0.0|1.0|1.0|0.0|-7.79|2.97|59.31|1.0|0.0|141.96|0.0|1.0|6.0|34.0|6.0|454.57|1.0|0.0|-4.57|0.0001419999999999|2.68e-05|0.0|0.0|1.6100000000000002e-08|-0.04724|5.5913|3.6709|1318.35|337.75|0.3939999999999999|-0.26999|0.70511|-1450.139335|-0.19463|-0.25919486|4.8283|7.0
12e_a36|0.0|1|0.0|0|7.412764017000001|2|2|0.0|-0.064019914|5.351858133|0.040899471|0.144415507|0.0|-0.404736007|-0.084051264|0.003962098|0.244642918|-0.104118159|-0.1763783589999999|-0.43688276|0.90414347|0.7975411790000001|-0.010494913|-0.144846626|0.856274847|0|-0.07049439|0.019063245|-64.2330904|65.27404529|0.161913613|102.9838531|-40.85494129999999|5.735288795|0.7610764190000001|-28.51846223|75.50154216|-23.02695694|56.96241436|2709.877204|-1220.428718|-776.2438847|30.25577504|0.017716522|-332.11111980000004|1603.556077|1.0|0.0|0.0|2.0|-6.97|2.19|69.2|1.0|0.0|128.72|0.0|1.0|5.0|30.0|4.0|395.46|1.0|0.0|-4.3|6.929999999999999e-05|5.05e-05|0.0|0.0|1.08e-07|-0.04962|3.8364|3.6699|1142.19|337.84|0.4537|0.6814600000000001|0.70007|-1271.999945|-0.20151|0.03037051|8735.0|7.8539
4r_a46|0.0|0|-0.03033057|1|7.832410927000001|1|1|2.051582577|-0.173617329|5.587248657999999|0.044728682|-0.15196733|0.0|-0.141309389|-0.048758575|0.0061041|-0.237647432|-0.055572881|-0.086905208|-0.246070691|0.7794598220000001|0.810646641|-0.077483502|-0.070397185|0.76719475|0|-0.079297367|0.011446215|-43.14814202|176.18445569999997|0.152180218|80.72661483|-22.88867429|0.0|0.7146312779999999|-22.31391864|51.22472631|-13.77068362|48.13649426|2137.47734|-647.2221302999999|-343.3301143|19.26963463|0.015225417|-227.7097083|905.6728276|0.0|1.0|1.0|1.0|-6.25|3.43|63.83|0.0|0.0|97.9|0.0|1.0|3.0|25.0|4.0|334.41|1.0|0.0|-3.55|0.00081|0.000279|0.0|0.0|5.64e-07|-0.03073|4.5209|4.5209|986.04|274.25|0.1404|0.69085|0.69085|-1069.231407|-0.2207199999999999|0.02826942|3.5979|5.8499
1n_a5|0.0|1|0.0|0|6.605297921|0|0|0.0|-0.1387762669999999|4.59511985|0.024388889|0.002508727|0.0|-0.3365350029999999|-0.047910067|0.004754079|0.004115733|-0.00966135|-0.015850084|-0.393928416|0.6805709409999999|0.77828693|-0.013686011|-0.087019366|0.656280207|0|-0.082180848|0.023129277|-47.04056285|63.58796786|0.214789986|123.2912732|-27.00168194|55.29041202|0.627751746|-27.07741706|63.57058627|-17.50346525|60.44890447|2437.279452|-752.6490056|-432.02691110000006|27.88278228|0.028797525|-146.6611704|1198.959638|1.0|1.0|1.0|1.0|-8.07|3.99|80.76|1.0|0.0|101.77|0.0|1.0|5.0|27.0|5.0|356.38|0.0|1.0|-4.18|5.41e-05|6.56e-05|0.0|0.0|8.43e-09|-0.06186|4.3838|4.3838|1017.23|282.82|0.3789|0.44786|0.44786|-1179.018429|-0.23278|0.03956123|0.7104|7.5686
11a_a31|0.0|1|0.0|0|7.773594467000001|1|1|0.0|-0.045290366|5.733341277|0.044949495|-0.087576474|0.0|-0.8792402579999999|-0.019865299|-0.017433557|-0.149933348|-0.1068420919999999|-0.1829166189999999|-0.563537536|0.861302755|0.8433024170000001|0.022073976|-0.030335912|0.819138461|0|-0.151872243|0.041435152|-81.26889906|258.8577775|0.513245044|259.0291941|-41.01552988|71.03772901|0.735254945|-38.68354874|97.23036756|-28.68314085|97.560141|2288.9694010000003|-975.2267888|-492.1863586|39.01114987|0.031626337|-237.4612264|1326.379096|0.0|0.0|1.0|2.0|-4.65|2.94|125.57|0.0|0.0|83.12|0.0|2.0|3.0|23.0|6.0|329.33|0.0|1.0|-3.79|1.5399999999999998e-05|0.000161|0.0|0.0|2.22e-05|-0.05074|3.8042|3.8042|860.74|325.92|0.2797|0.69222|0.69222|-1441.327731|-0.20589|0.04099365|8.9667|6.7212
7l_a46|0.0|0|0.256706467|1|7.727094485|1|1|2.1525548|-0.2644255789999999|5.533389489|0.04006734|-0.203375108|0.0|-0.038903382|0.050638298|0.0125870169999999|-0.331246137|-0.087877164|-0.143129469|-0.1082221709999999|0.659888413|0.7746144629999999|-0.1237456669999999|0.076724694|0.6539666829999999|0|-0.0565894359999999|0.011594057|-30.34397256|8.13531199|0.092851886|44.79605077|-14.63933792|51.39110437|0.67467081|-13.17144326|38.22273917|-10.620390400000002|32.8948756|1920.310099|-424.8156159|-204.9507309|15.74158869|0.016330867|-168.5385796|629.6635476|1.0|1.0|1.0|0.0|-6.29|3.59|43.6|0.0|0.0|86.96|0.0|1.0|2.0|22.0|3.0|290.36|1.0|1.0|-3.72|0.000668|0.0001889999999999|0.0|0.0|5.19e-07|-0.03324|4.5464|4.5464|879.87|272.71|0.2024|0.68834|0.68834|-915.446686|-0.2231699999999999|0.025086919|3.9009|5.7122
7b_a10|0.0|0|0.0|0|7.535296702|2|2|0.0|-0.170920618|5.4161004020000005|0.037804233|-0.060829392|2.079721225|-0.07459988|0.039221939|0.010068964|-0.0982988509999999|-0.051052176|-0.082499103|-0.1874708719999999|0.624866343|0.764865564|-0.108464916|0.065705128|0.586354126|1|-0.0590666679999999|0.009734392|-37.45675757|13.37827368|0.07558334|39.29815915|-19.47494818|56.22969776|0.781045839|-15.96741933|43.9185573|-14.26924098|35.77183831|2290.380138|-599.3081212000001|-311.5991709|18.26940272|0.012428175|-292.2491701|767.3149142000001|1.0|0.0|0.0|0.0|-6.99|3.03|41.38|1.0|1.0|105.44|0.0|1.0|2.0|25.0|3.0|346.81|1.0|1.0|-5.28|5.29e-06|5.25e-06|0.0|0.0|1.0200000000000001e-07|-0.05377|6.0231|3.6426|951.55|340.37|0.1488|0.4195399999999999|0.66228|-1450.075119|-0.21225|0.02946054|5.6147|4.7033
8e_a8|0.0|1|0.0|1|7.05012252|0|0|1.311619189|-0.018155171|4.844187086|0.0427891159999999|-0.000766016|0.0|-0.539547088|-0.051339286|-0.004224671|-0.0015448089999999|0.090898585|0.183313231|-0.475941912|0.650073857|0.7233950809999999|0.02023118|-0.079493088|0.636205913|0|-0.115572516|0.0211004739999999|-64.32539698|106.0087621|0.338509724|206.4920729|-39.238709|76.40535608|0.803307236|-43.00500847|75.57562034|-26.80224874|83.37098475|2692.975753|-1286.50794|-784.77418|33.36487904|0.0184428869999999|-370.0368722|1601.514194|0.0|0.0|0.0|2.0|-7.78|4.17|90.11|2.0|0.0|111.81|0.0|1.0|5.0|30.0|4.0|403.41|0.0|0.0|-4.9|5.34e-06|1.25e-05|0.0|0.0|1.6399999999999998e-08|-0.06253|4.6303|3.2737|1090.07|378.73|0.3731|0.50055|0.7013|-1376.708067|-0.19972|0.03298991|7.7951|4.7014
