molecula|SddssS|NaaNH|SssssC|NaasN|SRW09|nAHRing|nARing|SaasN|MATS2c|SRW07|JGI4|MATS7i|SaaaC|ATSC1c|AATSC8d|AATSC1pe|AATSC7i|MATS1i|AATSC1i|MATS1c|GATS1are|BIC2|MATS8s|MATS8d|GATS1pe|nFaHRing|FNSA3|FPSA3|PNSA5|RNCS|RPSA|TPSA_x|WNSA5|RPCS|FNSA1|WNSA3|DPSA5|PNSA4|DPSA3|GRAVp|PNSA2|WNSA2|DPSA4|FPSA5|DPSA1|DPSA2|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Leadlikeness|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Molecular Mass|BBB|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mol/l)|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Dipole (water)|pIC50
16_a4|0.0|0|0.0|1|7.535296702|1|1|1.843196334|-0.219944434|5.4161004020000005|0.04501634|0.007101649|0.0|-0.089168424|0.019290123|0.006466406|0.020218035|-0.018051608|-0.0513920109999999|-0.214481956|0.490768328|0.774455255|-0.0894138519999999|0.0293772029999999|0.482473457|0|-0.073335635|0.013727656|-39.44800181|13.51923899|0.210153891|103.5057102|-19.42906425|74.430775|0.832461695|-17.789707500000002|45.11883447|-16.43666742|42.88070889|2101.6948030000003|-591.7200271|-291.4359638|19.74465314|0.0115138339999999|-327.4903335|710.807513|1.0|0.0|0.0|0.0|-6.36|4.96|30.71|1.0|0.0|85.02|0.0|1.0|2.0|23.0|4.0|309.31|1.0|1.0|-4.43|0.0001199999999999|3.68e-05|0.0|0.0|4.33e-07|-0.03965|4511.0|4.2257|856.55|293.41|0.2213|0.51149|0.54061|-1057.3808390000002|-0.2134|0.01638524|1.9873|6.4647
3b_a49|0.0|0|0.0|1|7.535296702|1|1|2.104186262|-0.003115526|5.4161004020000005|0.034155556|-0.090939066|1.844602991|-0.322592863|0.00361222|0.001356445|-0.151131362|0.000511959|0.000850823|-0.405529602|0.7745859279999999|0.794997634|0.021506499|0.006213385|0.749565191|1|-0.0883601469999999|0.013576151|-51.77986692|325.6896751|0.250895642|153.4719941|-31.67356498|81.60358988|0.656865946|-33.06194987|64.91785551|-16.92803342|62.35407961|2660.339607|-880.2577376|-538.4506046|25.77091035|0.021477952|-191.9087104|1340.087338|1.0|1.0|1.0|2.0|-7.58|3.2|98.72|1.0|0.0|116.94|0.0|1.0|6.0|30.0|5.0|398.46|0.0|1.0|-3.59|0.000293|0.000256|0.0|0.0|2.64e-08|-0.06115|4.6669|3.8418|1132.92|322.72|0.1978|0.5798|0.6632|-1293.048179|-0.21985|0.0368692|3.1637|7.6021
4m_a46|0.0|0|0.16407746|1|7.825245291|1|1|2.12888511|-0.245599013|5.587248657999999|0.041865079|-0.302054595|0.0|-0.0329557579999999|0.007901235|0.010359417|-0.487230027|-0.017992096|-0.029022201|-0.098201489|0.615482006|0.747676221|-0.099662698|0.011235955|0.626578283|0|-0.067320375|0.010905551|-35.43866734|6.161736337000001|0.051026123|26.89046601|-18.67596877|35.77391986|0.733236381|-18.69640205|41.88525631|-11.81288911|41.22460182|2133.331634|-531.5800101|-280.1395315|16.11061509|0.012232753|-245.828396|724.9776792|1.0|0.0|1.0|0.0|-6.88|4.63|54.5|1.0|0.0|98.69|0.0|1.0|2.0|25.0|3.0|328.41|1.0|1.0|-4.57|2.99e-05|2.68e-05|0.0|0.0|1.31e-07|-0.04808|6.0419|4.3476|975.72|285.18|0.2465|0.38389|0.68505|-1030.929791|-0.23116|0.02920209|5.2326|5.8901
4S4l_a46|0.0|0|0.171853072|1|7.825245291|1|1|2.155247543|-0.058870177|5.587248657999999|0.049498645|-0.067419714|0.0|-0.255755434|-0.161358058|0.006162668|-0.1012114369999999|0.0071939419999999|0.010799648|-0.3888343979999999|0.7940662409999999|0.726535412|-0.001318857|-0.229089688|0.7936534740000001|0|-0.090807851|0.007140583|-46.10883478|178.19783940000002|0.105217893|57.30330315|-25.11158939|0.0|0.877939134|-26.93416438|49.6055056|-16.27370639|53.34424204|2166.052483|-829.959026|-452.0086091|18.5362581|0.006420439|-411.6630752|945.3491632|1.0|1.0|1.0|1.0|-7.0|5.02|50.94|1.0|0.0|105.77|0.0|1.0|3.0|26.0|3.0|347.45|1.0|1.0|-5.11|5.25e-06|7.78e-06|0.0|0.0|9.980000000000001e-08|-0.02015|5.2929|4.1414|1040.96|299.38|0.2586|0.57885|0.6763600000000001|-1092.489558|-0.19647|0.02696794|2.8473|6.5834
9d_a31|0.0|1|0.0|0|7.765993078999999|1|1|0.0|0.036844743|5.733341277|0.0359583329999999|-0.057650507|0.0|-0.696763933|-0.021171445|0.000127275|-0.091744753|-0.134504227|-0.214049412|-0.550392027|0.8066174070000001|0.8343242820000001|-0.030275712|-0.0375445629999999|0.771222772|0|-0.098210975|0.029032453|-81.53295088|154.8767865|0.305664196|208.401866|-55.58917047|560.5224416|0.6636195229999999|-45.65350116|97.84665015|-23.07536346|86.75457645|2654.377004|-1222.994263|-833.8375571|34.77197803|0.023927395|-223.1115993|1842.914835|1.0|1.0|1.0|2.0|-7.63|4.09|117.37|2.0|0.0|112.97|0.0|1.0|9.0|29.0|5.0|412.51|0.0|1.0|-4.39|2.48e-06|4.06e-05|0.0|0.0|2.3500000000000002e-08|-0.03457|3.8478|3.8478|1202.79|322.22|0.2611|0.7006899999999999|0.7006899999999999|-1657.1791449999998|-0.19426|0.04331056|3.5077|6.2218
36_a18|0.0|0|0.0|0|7.03438793|2|2|0.0|0.050448408|4.844187086|0.036625514|-0.05224259|0.0|-0.442092758|0.003321395|0.000825855|-0.079553246|-0.079721028|-0.12139648|-0.493920601|0.7343989059999999|0.741135729|-0.010091893|0.0059061|0.721836103|0|-0.07777765|0.009440278|-56.82615305|110.8288932|0.195706133|139.3536816|-40.46339026|83.34177364|0.812056067|-39.43509046|65.59412783|-22.73046122|62.10402945|2979.013751|-1477.479979|-1052.048147|27.99124609|0.0123136069999999|-444.4026478999999|1819.430996|1.0|1.0|1.0|3.0|-9.16|2.96|85.29|2.0|1.0|146.24|0.0|1.0|7.0|35.0|3.0|466.57|0.0|1.0|-5.28|2.09e-06|5.19e-06|0.0|0.0|6.87e-10|-0.04991|3.1908|3.1908|1350.57|388.57|0.4674|0.69372|0.69372|-1493.266344|-0.18124|0.02564498|2.7547|7.4949
13_a47|0.0|1|0.0|0|6.605297921|0|0|0.0|-0.174238791|4.59511985|0.036632997|-0.047120094|1.5940801480000002|-0.20197533|0.038682232|-0.000211465|-0.108780879|-0.0101047869999999|-0.0233277889999999|-0.316563793|0.6427334020000001|0.794037882|0.030290722|0.065869272|0.626280497|1|-0.081148294|0.017736598|-45.39284663|63.12660940000001|0.2183244369999999|112.453046|-23.38063458|0.0|0.688261242|-21.52866736|57.38622954|-16.72368034|50.9329486|2190.316257|-635.4998528|-327.3288841|24.29844849|0.023284817|-193.936606|923.3410426|1.0|1.0|1.0|2.0|-7.9|4.63|66.49|0.0|0.0|91.59|0.0|1.0|3.0|24.0|4.0|319.34|1.0|1.0|-4.27|5.79e-05|5.41e-05|0.0|0.0|1.26e-08|-0.05465|4.0302|4.0302|895.21|307.63|0.3382|0.67466|0.67466|-1067.665127|-0.22065|0.03639189|4.8308|7.8
15b_a10|0.0|0|0.0|1|7.535296702|1|1|2.145379897|-0.197213588|5.4161004020000005|0.033219955|-0.111812184|2.0455289690000003|-0.149607679|-0.058911857|0.011928706|-0.175869992|-0.174170642|-0.27395395|-0.195505087|0.744213612|0.791078367|-0.058258414|-0.104250125|0.7199249390000001|1|-0.046334564|0.015973068|-50.44100799|43.96642219|0.078081026|53.52386591|-34.57687319|118.6253241|0.670236374|-21.77253505|62.53159836|-16.52377848|42.7113409|2716.468606|-958.3791518|-656.9605906|24.65365821|0.017637846|-233.3911134|1429.912176|0.0|1.0|1.0|0.0|-8.18|4.44|56.07|1.0|0.0|123.73|0.0|1.0|7.0|31.0|5.0|413.51|1.0|0.0|-4.64|4.46e-05|2.28e-05|0.0|0.0|6.609999999999999e-09|-0.04734|5.7620000000000005|3.7625|1231.3|329.52|0.3575|0.46711|0.68906|-1317.429772|-0.20313|0.02977516|6.1384|7.0706
27b_a34|0.0|0|0.0|1|7.412764017000001|1|1|2.013418486|-0.056026127|5.351858133|0.042739018|-0.106245942|0.0|-0.549928192|-0.027175221|0.001228116|-0.175834895|-0.194619338|-0.322091086|-0.463926296|0.820914556|0.7722228729999999|0.00102838|-0.047542374|0.770240631|0|-0.08757938|0.031021066|-72.21552354|150.83624440000003|0.2165682119999999|142.58786569999998|-47.54648562|540.9533124|0.712312759|-37.9644911|87.24055613|-24.553278|78.08618045|2835.31543|-1227.6639|-808.2902556|34.46979951|0.022820627|-279.5721769|1723.489976|1.0|1.0|1.0|1.0|-8.19|4.11|84.99|2.0|0.0|116.33|0.0|1.0|5.0|31.0|5.0|409.44|0.0|1.0|-4.96|5.92e-06|1.1e-05|0.0|0.0|6.53e-09|-0.04121|4.8168|4.0935|1174.68|302.88|0.3621|0.47412|0.70001|-1349.811401|-0.20649|0.03640275|15.2147|6.1871
8d_a12|0.0|1|0.0|0|6.580639137|1|1|0.0|0.057525383|4.59511985|0.038347953|0.0276482139999999|2.075171777|-0.376778003|-0.046326855|0.001575111|0.0479437859999999|0.00930483|0.016135176|-0.484923957|0.8857286320000001|0.751098108|-0.091036025|-0.080872311|0.8405406040000001|1|-0.077834742|0.011348654|-57.57034769|90.34024296|0.141289888|78.55353315|-32.00762818|0.0|0.8338637040000001|-24.05928792|64.53435462|-21.74879802|49.58366734|2466.513191|-978.6959108|-544.129679|26.08195789|0.012525773|-371.2392138|1173.6881050000002|1.0|1.0|1.0|2.0|-8.37|2.67|65.96|2.0|0.0|112.14|0.0|1.0|3.0|27.0|4.0|352.39|1.0|1.0|-4.61|2.64e-05|2.43e-05|0.0|0.0|4.23e-09|-0.05488|4.2383|3.7397|1007.85|331.53|0.2871|0.6661|0.4997399999999999|-1138.086709|-0.20794|0.04004678|3.0277|7.6021
12ab_a30|0.0|0|0.0|0|7.412764017000001|2|2|0.0|-0.026189286|5.351858133|0.043854875|0.018023992|0.0|-0.520212725|0.01563558|0.005111479|0.03046828|-0.12254489|-0.207153446|-0.384942092|0.8397577820000001|0.809127478|0.078325164|0.026596859|0.794193541|0|-0.082740301|0.031588146|-71.0035788|119.79740259999998|0.200246511|140.93076580000002|-49.97135112|0.0|0.603952976|-40.9825333|92.49334877|-22.42218278|80.46280277|3118.431712|-1278.064418|-899.4843201|37.1257096|0.030534507|-146.321375|2116.165447|1.0|0.0|1.0|1.0|-6.83|2.63|100.11|2.0|0.0|140.26|0.0|1.0|7.0|33.0|6.0|458.54|0.0|0.0|-5.0|2.47e-06|9.94e-06|0.0|0.0|1.47e-07|-49.0|4.8018|3.4919|1275.19|355.06|0.1957|0.46561|0.68324|-1804.523449|-0.19672|0.03368522|7.4968|7.7825
19_a4|-3.21497177|0|0.0|1|7.535296702|1|1|1.943606348|-0.121320311|5.4161004020000005|0.040511696|-0.052325802|0.0|-0.105763614|-0.136621315|0.009687676|-0.086166959|-0.0255403279999999|-0.042058265|-0.245630631|0.55269662|0.774746438|0.152550043|-0.190513834|0.514505012|0|-0.070677568|0.013022539|-41.82665583|15.411502800000004|0.1792349369999999|98.66465411|-23.02459887|13.25878373|0.764880253|-21.41704046|49.73882261|-15.93396412|46.07495776|2558.336814|-669.2264932|-368.3935819|20.83197214|0.0143733|-291.6208078|874.9428297000001|1.0|0.0|1.0|0.0|-6.09|4.32|73.23|1.0|0.0|98.19|0.0|1.0|3.0|25.0|4.0|351.42|1.0|1.0|-3.97|0.000156|0.000106|0.0|0.0|8.070000000000001e-07|-0.05294|4.1858|4.1858|983.4|296.2|0.3806|0.67535|0.67535|-1446.760398|-0.22298|0.02985188|7.1079|4.71
12ak_a36|0.0|1|0.0|0|7.412764017000001|2|2|0.0|-0.052930979|5.351858133|0.041728395|0.12041792|0.0|-0.407322296|-0.015708652|0.005035022|0.198260132|-0.099596099|-0.163978382|-0.439326642|0.901715152|0.815627016|0.051506104|-0.0265703679999999|0.860667615|0|-0.069176342|0.019931266|-66.15829243|113.186508|0.151294857|109.0807368|-47.69888026|25.9007405|0.737439195|-35.95881638|79.17567486|-23.5478668|64.24490364|2830.816014|-1389.324141|-1001.676485|31.93194362|0.018055095|-342.3783571000001|1883.984673|1.0|0.0|1.0|2.0|-7.38|3.01|69.2|2.0|0.0|138.33|0.0|1.0|6.0|32.0|4.0|423.51|1.0|1.0|-4.86|1.13e-05|1.39e-05|0.0|0.0|4.2e-08|-0.04929|3.8734|3.6895|1247.89|336.05|0.4514|0.69463|0.7034699999999999|-1350.57563|-0.20204|0.03471045|8.5394|7.3372
LY364947_a10|0.0|1|0.0|0|6.605297921|0|0|0.0|-0.278922508|4.59511985|0.0273958329999999|0.0938628109999999|2.084955541|-0.084940213|-0.006198347|0.006909045|0.1625645369999999|0.04209715|0.072909639|-0.204644982|0.706034038|0.711607778|-0.072740964|-0.012096774|0.681525895|1|-0.076999385|0.009678082|-33.26705198|144.7228349|0.156895451|69.31194102|-14.69643595|0.0|0.7234846559999999|-15.02735938|41.53157099|-13.10520229|38.29163558|1896.845282|-432.4716757000001|-191.05366730000003|18.1140017|0.018707677|-197.4583104|597.7620559999999|1.0|1.0|1.0|1.0|-7.2|3.69|54.46|0.0|0.0|82.56|0.0|1.0|2.0|21.0|3.0|272.3|1.0|1.0|-3.86|0.00029|0.000137|0.0|0.0|6.31e-08|||||||||||||7.2291
5g_a40|0.0|0|0.0|1|8.149890544|0|1|1.534673091|0.0094595959999999|6.167516491000001|0.044946237|-0.0602779129999999|0.64025463|-0.5611751220000001|-0.091116241|-0.012008571|-0.104356485|0.07917206|0.137067086|-0.4748772539999999|0.795454476|0.818555255|0.006643696|-0.1312278909999999|0.7733200179999999|1|-0.153687065|0.024937196|-68.05025116|216.425542|0.32227256|152.9506864|-32.29667648|0.0|0.745349319|-34.61732609|80.22859145|-23.39227384|84.77514603|2054.810452|-748.5527627|-355.2634413|31.38430965|0.025660198|-232.8857705|1004.297909|0.0|0.0|0.0|2.0|-2.89|2.5|115.96|0.0|1.0|78.2|0.0|3.0|3.0|21.0|5.0|301.32|0.0|1.0|-3.37|5.78e-05|0.000426|0.0|0.0|0.0013|-0.0540299999999999|3.48|3.48|800.98|356.27|261.0|0.6563|0.6563|-1327.9345529999998|-0.19908|0.04070345|6.7957|6.9101
12g_a30|0.0|0|0.0|0|7.412764017000001|2|2|0.0|0.096186205|5.351858133|0.039951691|-0.037395048|0.0|-0.574592016|-0.049719762|0.0026474159999999|-0.067792064|-0.084317059|-0.152855196|-0.539112991|0.817497287|0.826316772|-0.0430471959999999|-0.0885760969999999|0.770326886|0|-0.086195758|0.027436565|-70.11305057|133.2169768|0.216337219|146.623137|-47.51931027|237.7754135|0.7743107290000001|-39.593913|83.29752441|-27.49531395|77.01461557|3058.2873170000003|-1402.261011|-950.3862054|35.50940589|0.019453222|-371.8296813|1810.9797|1.0|0.0|0.0|1.0|-6.42|2.48|114.67|2.0|1.0|133.52|0.0|1.0|6.0|32.0|6.0|439.49|0.0|0.0|-5.01|1.01e-06|9.71e-06|0.0|0.0|3.7600000000000003e-07|-0.0576|5.0703|3.5592|1206.02|348.35|0.2449|0.26238|0.68366|-1742.965961|-0.2083699999999999|0.04012224|5.3027|8.0334
14ae_a23|0.0|0|0.0|2|7.423568444|0|0|3.338149829|-0.033049777|5.351858133|0.042903564|0.026913008|0.7338690390000001|-0.4448081789999999|0.0289586779999999|0.009675528|0.047563299|-0.143336826|-0.253318853|-0.363230717|0.7763406840000001|0.7830067820000001|0.107765697|0.0469453379999999|0.7317531540000001|1|-0.065169397|0.03467374|-62.38566188|111.4422142|0.127637949|91.4475768|-44.69687612|110.5716332|0.53040766|-33.45249142|87.09501229|-19.28284095|71.53368511|3212.850883|-1060.556252|-759.846894|36.35475577|0.034488074|-43.57178809|1999.511567|0.0|0.0|1.0|1.0|-7.6|4.03|123.48|2.0|1.0|133.27|0.0|1.0|7.0|34.0|6.0|471.53|0.0|0.0|-5.08|1.6e-06|8.22e-06|0.0|0.0|2.49e-08|-0.07122|3.6036|3.6036|1285.52|344.06|0.3205|0.58144|0.58144|-1858.675325|-0.21659|0.01449323|9.5944|8.6038
12f_a40|0.0|0|0.0|1|7.515889085|0|0|1.768354671|-0.03356339|5.4161004020000005|0.040501792|0.070099257|0.807254372|-0.235838511|-0.172869148|0.006841832|0.115814835|-0.033224348|-0.054891771|-0.397377446|0.679527138|0.777316288|-0.160218113|-0.271493213|0.605644757|1|-0.067004323|0.021549915|-45.41519509|62.72992556|0.090006088|49.72883796|-25.09213464|61.55859085|0.7314440520000001|-20.45387851|56.53158029|-18.16607804|48.92668311|2383.68369|-635.8127312999999|-351.2898849|24.83590915|0.0201199619999999|-255.7481174|869.2568204|1.0|0.0|0.0|0.0|-7.32|5.44|67.66|2.0|0.0|98.25|0.0|1.0|3.0|24.0|3.0|376.26|0.0|1.0|-5.99|2.66e-07|1.02e-06|0.0|0.0|4.81e-08|-0.07761|4.3313|2.8374|951.55|436.97|0.4348|0.6679999999999999|0.7029|-2212.222254|-0.19526|0.01077929|4.8562|6.4202
4_a18 (SD-208)|0.0|0|0.0|0|0.0|2|2|0.0|0.055002235|0.0|0.040864198|-0.020226647|0.0|-0.498304229|-0.056245435|-0.015153358|-0.047745689|-0.15379315|-0.3630339729999999|-0.564165402|0.773173718|0.83508768|-0.058455902|-0.098971722|0.721664823|0|-0.077885485|0.0211761979999999|-51.27494074|103.6318511|0.22090326|113.7529353|-26.40375252|0.0|0.602029021|-20.652731600000003|69.63488061|-18.01551972|51.01127638|2395.526727|-666.5742296|-343.2487827|29.9246699|0.035654206|-105.0785813|1107.212786|0.0|1.0|1.0|1.0|-8.15|4.44|76.48|1.0|0.0|92.87|0.0|1.0|3.0|25.0|6.0|352.75|0.0|1.0|-4.38|5.12e-05|4.14e-05|0.0|0.0|7.06e-09|-0.09992|5.1755|3.2777|895.83|378.26|0.2761|0.4646|0.69028|-1542.15786|-0.2358|0.0199445|5.2085|7.0969
18c_a22|0.0|0|0.0|1|6.842683282|0|0|1.804590026|-0.191807441|4.727387819|0.038137255|-0.044828537|1.642882533|-0.213698903|0.006275578|0.005597023|-0.081550274|-0.078828791|-0.143402172|-0.305378181|0.7290394929999999|0.7669483559999999|-0.032031791|0.010828071|0.6922232890000001|1|-0.057956428|0.019843706|-52.84635017|30.63947336|0.068926461|47.68404831|-36.55965924|15.22791009|0.682690024|-27.73804808|67.73280290000001|-19.94201893|53.82294919|3090.601885|-1056.927003|-731.1931848999999|29.21094233|0.0215181079999999|-252.7737494|1548.179944|1.0|1.0|1.0|1.0|-9.46|4.98|124.4|1.0|1.0|136.36|0.0|1.0|6.0|34.0|5.0|461.54|0.0|1.0|-5.1|1.6e-06|7.98e-06|0.0|0.0|3.4299999999999995e-10|-0.07207|5655.0|3.7222|1249.84|333.1|0.2996|0.4609|0.60449|-1783.277296|-0.22365|0.02279458|1.0733|7585.0
12e_a40|0.0|0|0.0|1|7.515889085|0|0|1.6315143930000002|0.061944605|5.4161004020000005|0.04020202|0.174870826|0.665270062|-0.556620974|-0.192362496|-0.014780739|0.292184471|0.103406816|0.172778196|-0.520457262|0.889386453|0.788800541|0.047011204|-0.279310345|0.8096582170000001|1|-0.132226452|0.015096495|-66.68049019|206.0119599|0.220121216|119.4966772|-36.19867792|0.0|0.790818822|-38.96782748|78.14505956|-26.26807189|79.97685498|2391.0322170000004|-866.8463724999999|-470.5828129|33.21629575|0.021118537|-315.75223450000004|1096.13776|1.0|0.0|0.0|2.0|-6.04|4.84|98.89|2.0|0.0|95.8|0.0|1.0|2.0|24.0|4.0|378.23|0.0|1.0|-5.64|2.98e-07|2.27e-06|0.0|0.0|9.14e-07|-0.07296|4.3236|3.0253|918.38|409.82|0.4494|0.6826|0.70157|-2248.154966|-0.19912|0.03272669|3.7268|5.9318
6_a1|0.0|0|0.0|1|7.535296702|1|1|2.325221088|-0.092471477|5.4161004020000005|0.039635417|-0.114683042|0.0|-0.230035376|-0.0538497079999999|0.006851583|-0.180874123|-0.230322048|-0.3632559589999999|-0.353456514|0.781885145|0.798346291|0.13761072|-0.095907969|0.741035199|0|-0.057199415|0.021009352|-37.41011914|64.63457366|0.121740384|58.82435931|-18.076387|95.13138767|0.576759436|-13.35477777|49.61122373|-11.51080589|37.79009463|1956.144556|-448.9214297|-216.916644|19.95772445|0.025250885|-74.17956941|778.3512535|1.0|1.0|1.0|0.0|-6.02|3.57|39.94|0.0|0.0|86.31|0.0|1.0|3.0|22.0|3.0|291.35|1.0|1.0|-3.68|0.0007599999999999|0.00021|0.0|0.0|9.51e-07|-0.02214|4.0635|4.0635|875.29|305.12|0.3399|0.69818|0.69818|-935.330989|-0.1899799999999999|0.027384499|8.0033|5.2924
12b_a40|0.0|0|0.0|1|7.515889085|0|0|1.713497417|0.084915315|5.4161004020000005|0.04020202|0.1744506639999999|0.747253086|-0.158107422|-0.1537981269999999|0.004452418|0.279216571|0.023952313|0.038336814|-0.513870527|0.58925219|0.7137941109999999|0.026452642|-0.227384615|0.522580798|1|-0.065048707|0.010845303|-42.67442006|80.72126798|0.044352844|25.26281742|-24.3068084|48.17000329|0.856829717|-21.10373336|48.54667776|-19.27231874|43.22826564|2462.878448|-597.4418808999999|-340.29531769999994|22.49258909|0.010309671|-406.4913617|697.2702616|0.0|0.0|0.0|0.0|-8.39|6.74|58.43|2.0|0.0|101.78|0.0|1.0|2.0|24.0|2.0|415.12|0.0|1.0|-7.11|1.95e-08|7.82e-08|0.0|1.0|4.08e-09|-0.08279|3407.0|3407.0|960.94|363.91|306.0|0.69476|0.69476|-3016.927883|-0.22546|0.01251873|6.3131|7.3979
12k_a36|0.0|1|0.0|0|7.412764017000001|2|2|0.0|-0.076124222|5.351858133|0.039061728|0.096315593|0.0|-0.413145744|-0.058284869|0.003724542|0.163804836|-0.095253274|-0.1619981409999999|-0.4373676689999999|0.90500247|0.811903388|-0.09344781|-0.102077284|0.856135378|0|-0.075717305|0.018067063|-67.14870046|46.79001927|0.157229536|103.5614526|-44.22843899|0.0|0.7806817009999999|-32.84907515|78.24529096|-24.86988906|61.7723974|2792.202559|-1342.974009|-884.5687799000001|31.85663123|0.016847116|-369.7499256|1720.258086|1.0|0.0|0.0|2.0|-7.01|2.42|69.2|1.0|0.0|133.84|0.0|1.0|6.0|31.0|4.0|407.47|1.0|0.0|-4.55|2.6e-05|2.82e-05|0.0|0.0|9.66e-08|-0.0497|5053.0|3.6631|1186.08|338.46|0.3116|0.5249199999999999|0.70031|-1310.072976|-0.20023|0.03274587|7.3988|7.8539
3l_a32|0.0|1|0.0|0|7.773594467000001|0|1|0.0|-0.003342759|5.733341277|0.035643275|-0.039331295|2.259257465|-0.270019992|-0.107818594|0.002942329|-0.068876714|-0.04980249|-0.087213805|-0.524711546|0.820540279|0.751853889|-0.136589369|-0.184582641|0.776480242|1|-0.069304303|0.012244965|-51.41835077|61.72183119|0.114441512|66.55229892|-29.90181954|0.0|0.788236719|-23.43792428|58.10243176|-16.76685351|47.42414825|2453.759435|-771.2752615|-448.5272931|21.27134288|0.011493763|-335.2422712|978.4817724|1.0|0.0|1.0|1.0|-7.5|6.17|110.94|2.0|0.0|110.16|0.0|1.0|3.0|26.0|3.0|380.53|0.0|1.0|-6.01|2.52e-08|9.7e-07|0.0|0.0|3.16e-08|-0.0529799999999999|3.5319|3.5319|1062.47|351.04|0.2876|0.70282|0.70282|-1789.242839|-0.19962|0.02547484|5.7721|7.9208
17b_a50|0.0|0|0.0|2|7.934155233999999|1|1|4.35392516|-0.145258626|5.82008293|0.032052154|0.035558152|2.206759705|-0.144000296|-0.15040528|0.012686493|0.05636897|-0.2252068689999999|-0.357011777|-0.237489143|0.7715057479999999|0.7621727979999999|-0.1585336269999999|-0.257646121|0.748900413|1|-0.047785496|0.0128994089999999|-52.58062823|9.9094658|0.068150817|47.42733742|-36.59177249|86.9549829|0.803386523|-23.14256283|59.65808461|-18.65764227|42.23167946|2765.537065|-1156.773821|-805.0189948|23.22374317|0.010169967|-422.2639022|1439.872076|1.0|1.0|1.0|0.0|-7.54|4.92|51.77|3.0|0.0|131.39|0.0|1.0|8.0|32.0|4.0|426.56|1.0|0.0|-4.91|1.7899999999999998e-05|1.22e-05|0.0|0.0|2.87e-08|-0.0318|4.2447|4.0418|1300.3|306.75|0.1817|0.6269899999999999|0.66195|-1336.833957|-0.19879|0.02640483|8.4096|6.9136
3_a47|0.0|0|0.0|0|0.0|0|0|0.0|0.013076203|0.0|0.03308642|-0.013350303|1.416887578|-0.367098851|0.013073797|-0.007967014|-0.021029826|-0.015388793|-0.024240921|-0.457330633|0.900251233|0.720319618|0.104873188|0.022804181|0.815682427|1|-0.083129079|0.008609292|-49.71258151|98.29790989|0.145272519|76.18000386|-26.06896797|1.139378223|0.7849694909999999|-22.85956767|58.22383723|-19.12022366|48.10703|2243.894237|-745.6887227000001|-391.0345195|24.35791949|0.016230658|-298.8724505|949.95886|1.0|1.0|1.0|2.0|-8.42|5.4|58.04|1.0|0.0|101.55|0.0|1.0|3.0|25.0|3.0|347.8|1.0|1.0|-5.35|2.86e-06|4.49e-06|0.0|0.0|3.829999999999999e-09|-0.05717|5.6998|3.7284|941.44|332.54|0.2342|0.52977|0.69138|-1469.969304|-0.2119|0.03619487|5.3274|6.5
1f_a5|0.0|1|-4.398485453999999|0|6.605297921|0|0|0.0|-0.139907335|4.59511985|0.029105691|-0.118028278|0.0|-0.277594656|-0.000625|-0.000700145|-0.389011185|0.001493879|0.004923698|-0.401165734|0.525406088|0.771487328|-0.060528915|-0.000969932|0.513260607|0|-0.091412569|0.008403353|-46.77243802|201.7057715|0.111926552|62.42799372|-26.08772825|0.21377016|0.757522389|-28.43795894|57.83835135|-19.87828616|55.67318607|2482.949545|-795.1314464|-443.4913802|26.24118632|0.01983997|-287.2706403|1049.647453|1.0|1.0|1.0|1.0|-8.88|6.37|54.46|2.0|0.0|95.49|0.0|1.0|4.0|27.0|6.0|366.34|0.0|1.0|-4.97|1.6100000000000002e-05|1.0800000000000002e-05|0.0|0.0|1.3300000000000002e-09|-0.05346|4.7485|4.5758|958.06|270.96|0.6959|0.47267|0.42446|-1288.209882|-0.2357|0.03370206|4.9879|6.6198
