molecula|NaaNH|n9FaHRing|n9FaRing|SaaNH|SssssC|SRW09|nAHRing|BCUTs-1|SaasN|MATS2c|AATSC1c|SRW07|AATSC1s|n6HRing|JGI4|MATS7i|SaaaC|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aRing|n5aHRing|AATSC1pe|MATS1i|MATS1c|GATS1are|MATS8s|SIC2|nFaHRing|RASA|FNSA3|FPSA3|PNSA3|PPSA3|RNCS|RPSA|FNSA4|WNSA5|RPCS|FNSA1|WNSA3|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|MOMI-Z|WNSA4|GRAV|FPSA5|DPSA1|DPSA2|Mor01p|PPSA5|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Leadlikeness|Brenk|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Log Kp (cm/s)|BBB|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Log Po/w XLOGP3|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Area (grid)|Volume|Approximated area|Contribuition (max. transition)|Zero Point Energy|E solv. Water  (Hartree)|Dipole (water)|IC50|pIC50
12ap_a36|1|0|0|3.4417292610000003|0.0|7.412764017000001|2|1.2970441659999998|0.0|-0.06398791|-0.007719624|5.351858133|-0.010732275|2|0.042739018|0.066185994|0.0|-0.000143196|-0.105824575|10.95430638|-0.042675894|1|1|0.001194592|-0.098598933|-0.436880644|0.8707354620000001|-0.025198947|0.893689741|0|0.830587483|-0.082622504|0.0217479329999999|-54.21070432|14.26936622|82.56761031|0.1694125169999999|-0.037473093|-45.7078307|0.0|0.737851886|-35.56900768|83.16347311|-24.58703954|68.48007054|0.464588|2843.18721|2328.307856|-16.13217554|6003.481614|0.020575639|-312.1212186|1699.445432|642.3830552000001|13.50019441|0.0|2.0|0.13|-6.66|2.75|1.76|92.99|1.0|0.0|5.0|-3.99|31.0|-7.08|0.0|1.66|0.000101|0.0412|2.4|2.21e-07|8.97e-05|4.9124|2.98|3.8801|691.41|1160.79|553.28|0.59563|-1324.95298|0.04039655|9.6512|32.0|7.4949
9_a27|1|0|0|2.627701427|0.0|6.842683282|0|1.391067068|1.830911754|0.164227115|-0.0073742819999999|4.727387819|-0.050617284|2|0.042847222|-0.152086653|1.233610009|0.00611794|-0.051160217|10.93740461|-0.0447599329999999|1|1|0.00651856|-0.101933162|-0.541535578|0.677253824|0.017503266|0.8806964490000001|1|0.7988644709999999|-0.078270599|0.019589991|-40.3551562|10.10030794|128.27738490000002|0.2011355289999999|-0.033677898|-23.50038785|65.12542467|0.7892801540000001|-20.80651808|53.0685473|-17.36382286|50.45546414|0.466349763|2256.4955670000004|1463.168883|-8.952528705|4962.727436|0.014524299|-298.297086|923.9818797|424.8821143|7.488512291|1.0|1.0|0.16|-7.06|3.85|3.04|76.46|0.0|0.0|3.0|-4.06|25.0|-6.33|1.0|2.99|8.66e-05|0.0287|2.8|8.69e-08|2.88e-05|5.5421|4.67|4.1673|549.64|945.35|425.08|0.35593|-1082.965434|0.02461151|4.0436|2.0|8699.0
12f_a30|0|0|0|0.0|-4.734662095|7.412764017000001|2|0.60498366|0.0|0.156569208|-0.015345198|5.351858133|-0.274237737|2|0.041555556|0.1468972409999999|0.0|-0.00695299|-0.008663584|10.31162828|-0.046588557|1|1|-0.004395528|-0.077457998|-0.6394697460000001|0.613786308|-0.043091382|0.876441789|0|0.8357464459999999|-0.090450992|0.01570263|-63.81176255|11.07796031|101.2862703|0.164253554|-0.0452183279999999|-54.21787616|1.45550709|0.815175332|-45.01820228|89.21786458|-31.90082427|74.88972286|0.472521727|3305.792133|2712.844784|-22.5055335|7634.176316|0.01752821|-444.7025522|2074.08593|696.6414817000001|12.36587885|0.0|1.0|0.17|-7.18|4.43|4.78|90.88|2.0|0.0|7.0|-6.7|34.0|-5.66|0.0|3.42|1.99e-07|9.63e-05|5.05|6.61e-08|3.19e-05|5.0587|5.52|3.5298|729.87|1225.63|574.31|0.32483|-1987.782125|0.03400408|4.6865|19.0|7.7144
16_a4|0|0|0|0.0|0.0|7.535296702|1|1.398650725|1.843196334|-0.219944434|-0.00228637|5.4161004020000005|-0.095499301|1|0.04501634|0.007101649|0.0|0.0067511459999999|-0.148022089|10.94592242|0.019290123|1|1|0.006466406|-0.018051608|-0.214481956|0.490768328|-0.0894138519999999|0.8366279120000001|0|0.7898461090000001|-0.073335635|0.013727656|-36.11951685|6.761192037000001|13.51923899|0.210153891|-0.033372358|-19.42906425|74.430775|0.832461695|-17.789707500000002|45.11883447|-16.43666742|42.88070889|0.455802506|2101.6948030000003|1522.164774|-8.095443438|4520.2597670000005|0.0115138339999999|-327.4903335|710.807513|322.8922084|5.67083266|0.0|0.0|0.11|-6.36|4.49|4.96|30.71|1.0|0.0|2.0|-3.92|23.0|-5.64|1.0|3.91|0.0001199999999999|0.0371|3.59|4.33e-07|0.000134|4511.0|4.05|4.2257|515.68|856.55|407.99|0.51149|-1057.3808390000002|0.01638524|1.9873|343.0|6.4647
4b_a46|0|0|0|0.0|0.206072846|7.825245291|1|1.1346370890000002|2.189591837|-0.155670183|-0.00113356|5.587248657999999|-0.022119857|2|0.047736111|-0.082722572|0.0|0.012332859|-0.135121207|10.96200942|-0.111103941|1|1|0.011806162|-0.079238184|-0.16915334|0.6901151990000001|-0.263387881|0.768651645|0|0.935245062|-0.0524080009999999|0.007568202|-28.58477842|4.127907383|7.986637869|0.064754938|-0.0229342729999999|-20.89467173|56.7922535|0.8104680259999999|-15.59093155|42.65239101|-12.50898928|32.7126858|0.428987199|2105.172229|1750.333702|-6.822749952000001|4681.895329999999|0.007963679|-338.6757579|756.2796491|538.4165208|4.343611349|1.0|0.0|0.38|-7.2|4.69|4.77|43.6|1.0|0.0|2.0|-4.35|25.0|-5.67|1.0|3.76|4.49e-05|0.0149|3.74|6.38e-08|2.12e-05|4.5515|3.98|4.5515|588.79|1020.9|508.79|0.68682|-1033.3243619999998|0.02176759|3.7571|548.0|6.2612
34_a47|0|1|1|0.0|0.0|6.842683282|0|1.40499556|1.883479676|-0.210257395|-0.004157676|4.727387819|-0.064842466|3|0.03522792|-0.094313757|1.741433543|0.003530307|-0.043634386|10.98214103|0.078153957|1|1|0.0047106|-0.1430639269999999|-0.2829549719999999|0.62974551|0.046668352|0.89234354|1|0.8260556609999999|-0.061957581|0.019723558|-34.3104683|10.92238452|31.17423189|0.1739443389999999|-0.029348287|-27.64315244|0.0|0.653993216|-19.00022922|62.66739933|-16.25230464|45.23285281|0.45489212|2371.236125|918.6458674|-9.000096143|5105.274301|0.023023142|-170.55473480000003|1068.587688|439.9906467|12.74960652|1.0|1.0|0.16|-7.47|3.34|4.52|68.52|0.0|0.0|4.0|-3.57|26.0|-6.66|1.0|3.02|0.000267|0.0929|2.49|3.36e-08|1.17e-05|4.2077|2.41|3.8892|585.79|980.02|436.88|0.6602399999999999|-1162.283641|0.03084502|6.2235|2.0|8.7
12b_a30|0|0|0|0.0|0.0|7.412764017000001|2|0.604984682|0.0|0.047132642|-0.007353271|5.351858133|-0.06631353|2|0.042804233|-0.074391852|0.0|0.001139238|-0.037209579|10.31162898|-0.072247675|1|1|0.002064369|-0.0541804029999999|-0.468842459|0.669561738|-0.009146339|0.880943609|0|0.764737577|-0.08354129|0.017341789|-53.05077947|11.01246349|86.84905288|0.235262423|-0.038448551|-39.98560202|0.0|0.798520682|-33.68855323|73.02913136|-24.41577808|64.06324295|0.4676268939999999|2849.095245|2347.979099|-15.50462119|6275.380072|0.01584525|-379.1359902|1498.236868|618.6004214|10.06212472|0.0|1.0|0.14|-6.9|4.25|3.18|81.65|2.0|0.0|5.0|-5.39|30.0|-6.02|0.0|2.92|4.12e-06|0.00171|3.97|1.26e-07|5.260000000000001e-05|5.0567|4.07|3.5207|673.18|1130.68|516.78|0.3159099999999999|-1674.7778119999998|0.03351603|4.5545|7.0|8.1543
12aq_a36|1|0|0|3.427017327|0.0|7.412764017000001|2|1.297043497|0.0|0.0332421529999999|-0.0116333169999999|5.351858133|-0.135770278|2|0.041728395|0.076517478|0.0|-0.006653538|-0.1031859869999999|10.95447882|-0.028591187|1|1|-0.004569485|-0.052743904|-0.5356623070000001|0.892815402|-0.0606936879999999|0.89459881|0|0.681470612|-0.1093001919999999|0.021389734|-73.0277723|14.29132551|86.6958382|0.318529388|-0.042953452|-54.49698711|112.415579|0.7619767479999999|-48.79273723|95.39676382|-28.69889692|87.31909781|0.426481765|2932.54604|2906.024504|-19.17486584|6296.75201|0.020701483|-350.0740123|2033.842158|689.2886595|13.83147784|0.0|3.0|0.13|-6.14|1.92|0.98|112.29|1.0|0.0|6.0|-3.52|32.0|-7.79|0.0|1.15|0.000304|129.0|1.55|7.19e-07|0.000305|3.9049|3.88|3.3759|703.04|1190.22|534.96|0.6933199999999999|-1401.391057|0.03228003|8671.0|55.0|7.2596
26_a47|0|1|1|0.0|0.0|6.86171134|0|1.304328272|1.06819297|0.11828578|-0.012090143|4.727387819|-0.200192886|2|0.045681818|-0.110530752|0.956774672|-0.0098410169999999|-0.046771537|10.94972213|0.0081426509999999|1|1|-0.008325552|-0.035472095|-0.5899218279999999|0.6850994429999999|-0.11288313|0.910081385|1|0.7104381999999999|-0.098127284|0.020884606|-57.01987795|12.13564316|9.608109253|0.2895618|-0.038735145|-34.3326642|60.07342336|0.717639177|-33.13315474|73.39007585|-22.50824805|69.15552111|0.474969855|2625.572598|1341.904566|-13.07911017|5994.406615|0.024619511|-252.9318822|1317.300461|457.1122177|14.3059247|1.0|2.0|0.05|-7.22|2.84|4.68|98.72|1.0|0.0|4.0|-4.86|28.0|-6.51|0.0|3.18|1.3699999999999998e-05|0.00545|3.12|5.97e-08|2.37e-05|4.7963|4.37|3992.0|592.84|1006.59|443.78|0.50921|-1695.9387359999998|0.02111593|4.8242|13.0|7.9
11_a27|1|0|0|2.680511093|0.0|7.535296702|1|1.1606177359999998|0.0|0.100091619|-0.0067474069999999|5.4161004020000005|-0.003527607|2|0.042533875|-0.080272515|1.3706083080000002|0.004538653|-0.0864111069999999|10.93910312|-0.027287578|0|0|0.005111147|-0.041662169|-0.488734846|0.734834532|-0.0357410779999999|0.8629676709999999|1|0.7645505|-0.079921166|0.016171515|-42.27430065|8.553922917000001|143.3238715|0.2354494999999999|-0.034296948|-26.52978026|72.60399149|0.8088958709999999|-22.36099135|56.8702158|-18.14137056|50.82822357|0.4528656239999999|2339.465471|1646.903525|-9.595877966|5186.240841|0.012694323|-326.780942|1054.084273|504.209846|6.714661907000001|0.0|1.0|0.35|-6.09|2.72|1.67|61.88|0.0|0.0|2.0|-3.68|26.0|-6.47|1.0|2.04|0.000207|0.0716|2.73|8.2e-07|0.000283|3.3426|4.54|2.4836|571.4|974.29|415.32|0.6125|-1122.190727|0.0226944|4.2894|5.0|8301.0
19_a4|0|0|0|0.0|0.0|7.535296702|1|0.29641517|1.943606348|-0.121320311|-0.0023503029999999|5.4161004020000005|-0.3929802189999999|1|0.040511696|-0.052325802|0.0|0.006243904|-0.211341677|10.30966825|-0.136621315|1|1|0.009687676|-0.0255403279999999|-0.245630631|0.55269662|0.152550043|0.834377354|0|0.820765063|-0.070677568|0.013022539|-38.9063534|7.168604362000001|15.411502800000004|0.1792349369999999|-0.028945757|-23.02459887|13.25878373|0.764880253|-21.41704046|49.73882261|-15.93396412|46.07495776|0.460486754|2558.336814|1697.595595|-8.771275759|5232.561157|0.0143733|-291.6208078|874.9428297000001|450.6848883|7.912166787999999|1.0|0.0|0.16|-6.09|2.97|4.32|73.23|1.0|0.0|3.0|-3.81|25.0|-6.58|1.0|2.92|0.000156|0.0547|2.62|8.070000000000001e-07|0.0002839999999999|4.1858|6.67|4.1858|583.39|983.4|500.34|0.67535|-1446.760398|0.02985188|7.1079|19.5|4.71
12b_a32|1|1|1|3.477905329|0.0|7.765993078999999|0|0.609420757|0.0|0.115940697|-0.009432679|5.733341277|-0.055500132|0|0.0388738739999999|-0.044307211|2.153718992|-0.003484915|-0.031446256|10.31100269|-0.053480599|3|3|-0.001662219|-0.0852122769999999|-0.584995111|0.788133615|-0.0533240309999999|0.8887585240000001|1|0.782593|-0.081450418|0.016282332|-50.88975159|10.17310723|90.57560878|0.217407|-0.027561517|-38.07076621|65.29222164|0.60420609|-31.79562339|76.65746734|-17.22027667|61.06285882|0.430631506|2573.006963|3148.185476|-10.75912958|5653.268811|0.025166975|-130.2147289|1311.0306890000002|557.1050635|15.72418067|1.0|2.0|0.26|-7.65|6.49|4.19|140.04|1.0|0.0|7.0|-5.9|27.0|-6.4|0.0|3.59|1.27e-06|0.000505|3.28|2.23e-08|8.86e-06|3.5703|4.12|3.5703|663.89|1109.93|541.49|0.70258|-1880.537231|0.0385132|4.1080000000000005|26.0|7585.0
8d_a8|1|0|0|3.190160226|0.0|7.05012252|0|1.395657339|1.41693287|-0.12349902|-0.0111144189999999|4.844187086|-0.155313194|1|0.042323232|0.071729931|0.0|-0.00267541|-0.077977198|10.94649761|-0.117111249|1|1|-0.001038264|0.016471091|-0.4385133129999999|0.76211539|0.0780635059999999|0.804372443|0|0.6932924890000001|-0.1072746469999999|0.028038295|-69.95878302|18.28507531|57.93693239|0.306707511|-0.03820405|-43.86958028|92.49576602|0.675359878|-45.62337399|86.29065071|-24.91463687|88.24385833|0.483207744|2863.968296|2093.380666|-16.2479927|6596.888351|0.029166961|-228.7206541|1992.108851|682.0472537|19.02113117|1.0|2.0|0.12|-7.62|3.93|3.32|112.23|1.0|0.0|6.0|-4.91|32.0|-6.87|0.0|3.0|1.24e-05|0.00533|2.89|2.38e-08|1.03e-05|4.6765|6.22|3.2963|690.78|1185.65|572.21|0.62361|-1447.2928029999998|0.03604461|7.5674|18.61|4.7303
3_a4|0|0|0|0.0|0.0|7.535296702|1|1.343866299|2.147369615|-0.241609351|-0.001141383|5.4161004020000005|0.03287721|2|0.033760684|-0.07806942|2.180369373|0.011825591|-0.010537082|10.92992985|0.050638298|1|1|0.011276682|-0.048796855|-0.133874898|0.637819558|-0.0862461019999999|0.8367373309999999|1|0.919804716|-0.052578183|0.010568144|-25.5405205|5.133610255|12.23442244|0.080195284|-0.024645574|-15.5080075|40.30885999|0.7196876640000001|-12.40663231|39.38579676|-11.97190059|30.67413075|0.430553837|2159.04913|1602.411021|-5.815502811|4677.30755|0.015358792|-213.4321476|665.3942366|409.0289917|7.460728516|1.0|0.0|0.15|-7.19|4.02|4.11|43.6|0.0|0.0|2.0|-3.7|24.0|-5.99|1.0|3.31|0.000198|0.0617|3.12|6.49e-08|2.03e-05|4.9088|2.66|4.0639|535.44|905.23|350.36|0.58445|-990.467184|0.024645265|3205.0|104.0|6983.0
13a_a30|0|0|0|0.0|0.0|7.412764017000001|2|0.604984129|0.0|0.113424769|-0.011002918|5.351858133|-0.118776867|2|0.042560386|-0.036541822|0.0|-0.003436924|0.0317047379999999|10.31162842|-0.0351777|1|1|-0.002215642|0.003429114|-0.5640209589999999|0.841060094|0.019603815|0.885516463|0|0.6963945559999999|-0.109682335|0.01856512|-74.02777574|12.53013554|381.9643801|0.303605444|-0.042832838|-51.70573895|102.6479456|0.799862466|-49.96348386|88.22659517|-28.90911938|86.55791128|0.4661332179999999|3002.811441|2520.165025|-19.5115996|6675.344631|0.017212819|-404.771677|1915.558478|713.7769663|11.6174288|0.0|2.0|0.13|-6.19|3.04|1.72|124.74|1.0|0.0|6.0|-5.01|32.0|-7.05|0.0|1.91|9.68e-06|0.00427|2.74|6.520000000000001e-07|0.000288|5.0535|4.54|3.5288|721.66|1211.54|541.59|0.26119|-1744.217986|0.04590378|1.4855|14.0|7.8665
35_a18|0|0|0|0.0|0.0|7.03438793|2|1.251175948|0.0|0.068150325|-0.00622005|4.844187086|-0.020425504|1|0.03531746|-0.069149293|0.0|-7.44e-05|0.027469086|10.94702087|-0.0098863069999999|0|0|0.00113101|-0.078001173|-0.5009599889999999|0.737701788|-0.032017257|0.774007861|0|0.800765945|-0.081822342|0.008853796|-60.302584200000005|6.525195505|118.7214377|0.199234055|-0.033440195|-45.74482543|74.92670772|0.874573807|-44.44264921|67.9315105|-24.64522632|66.82777970000001|0.465531336|3038.429834|1761.858479|-18.16338657|6995.248058|0.007954001|-552.1173777|1916.219506|1056.535856|5.862051629|1.0|3.0|0.3|-9.55|4.13|3.35|85.29|3.0|1.0|8.0|-6.06|36.0|-6.0|0.0|3.07|8.629999999999999e-07|0.000415|4.55|2.81e-10|1.35e-07|3.2146|8.09|3.2146|796.47|1400.62|657.07|0.69279|-1532.557542|0.02600607|2.7788|24.0|7.6198
12r_a30|0|0|0|0.0|0.0|7.412764017000001|2|0.604984545|0.0|-0.015167821|-0.007553813|5.351858133|-0.093024002|2|0.043383838|-0.093079817|0.0|-0.002544958|-0.0682882559999999|10.31162892|-0.0646674999999999|1|1|-0.001131023|-0.0546637159999999|-0.44083509|0.609043558|-0.007140234|0.889479916|0|0.72072745|-0.090229387|0.019137908|-58.32042638|12.36992712|90.4724548|0.27927255|-0.040404659|-45.9515743|0.0|0.790065337|-37.69583567|82.06195604|-26.11584816|70.6903535|0.464481911|2976.944611|2433.580273|-16.88017015|6735.090739|0.016970201|-374.9717191|1619.709789|616.2856203|10.96881384|0.0|1.0|0.14|-7.16|4.67|3.74|81.65|2.0|0.0|5.0|-5.49|31.0|-6.06|0.0|3.21|3.24e-06|0.00141|4.07|6.900000000000002e-08|3e-05|5067.0|4.32|3.5111|679.64|1141.54|516.03|0.32409|-1774.009422|0.03388131|6.5511|29.0|7.5317
5b_a50|0|1|1|0.0|0.0|7.927685046000001|1|1.397278957|4.190114953|-0.253064589|-0.00141071|5.82008293|-0.003549558|1|0.034845679|-0.052494624|2.473508677|0.012641727|-0.137595558|10.9325725|-0.113846154|2|2|0.012290091|-0.1052449509999999|-0.140506919|0.693611382|0.019856551|0.855527513|1|0.958606481|-0.041157676|0.012204641|-20.90908698|6.200250541|6.656963127999999|0.041393519|-0.02140774|-15.78596849|60.5565203|0.5887490470000001|-10.62231784|42.76068675|-10.87564575|27.10933752|0.4462435279999999|2183.545404|1452.442728|-5.525088972000001|4577.809819|0.023005632|-90.17329003|738.8985723999999|409.0289917|11.68741316|1.0|0.0|0.1|-5.86|3.15|4.02|35.64|0.0|0.0|2.0|-3.48|24.0|-6.03|1.0|3.11|0.000335|105.0|3.06|1.37e-06|0.0004269999999999|5.6332|2.81|4.0222|547.35|922.49|411.9|0.4270899999999999|-990.43875|0.02651535|6.1284|12.23|4.9126
7_a47|0|0|0|0.0|0.0|0.0|0|1.304326965|0.0|0.00763426|-0.008206422|0.0|-0.143650735|2|0.04030303|-0.128433676|1.303301032|-0.0091074509999999|-0.085507035|10.93671034|-0.0781924059999999|0|0|-0.00794321|-0.021071408|-0.46105149|0.6995252890000001|-0.04402021|0.8755534909999999|1|0.8473227320000001|-0.081264417|0.008915606|-45.82735481|5.027768049|103.5602725|0.152677268|-0.036250645|-30.51603217|0.0|0.816979353|-25.84337052|61.47335819|-20.44278719|50.85512286|0.405265781|2491.885862|1968.695833|-11.52827882|5958.904826|0.0130514639999999|-357.5076454|1126.008167|526.6144628999999|7.36009799|1.0|2.0|0.09|-9.45|5.63|6.52|58.04|2.0|0.0|4.0|-6.47|28.0|-4.8|0.0|4.89|3.41e-07|0.000134|5.49|3.52e-10|1.3900000000000001e-07|3.7203|5.08|3.7203|604.84|1043.33|455.81|0.69314|-1647.7863539999998|0.03348545|4.4255|25.0|7.6
5g_a40|0|0|0|0.0|0.0|8.149890544|0|0.604913142|1.534673091|0.0094595959999999|-0.016033575|6.167516491000001|-0.190406197|0|0.044946237|-0.0602779129999999|0.64025463|-0.012794054|0.122088541|10.31198315|-0.091116241|2|2|-0.012008571|0.07917206|-0.4748772539999999|0.795454476|0.006643696|0.882781953|1|0.67772744|-0.153687065|0.024937196|-72.93994279|11.83520323|216.425542|0.32227256|-0.049288357|-32.29667648|0.0|0.745349319|-34.61732609|80.22859145|-23.39227384|84.77514603|0.488538966|2054.810452|593.8133184|-11.10198254|4358.890754999999|0.025660198|-232.8857705|1004.297909|266.8102663|12.1783403|0.0|2.0|0.21|-2.89|2.69|2.5|115.96|0.0|1.0|3.0|-4.24|21.0|-6.6|0.0|2.01|5.78e-05|0.0174|2.17|0.0013|391.0|3.48|4.02|3.48|489.04|800.98|367.19|0.6563|-1327.9345529999998|0.04070345|6.7957|123.0|6.9101
8b_a12|0|0|0|0.0|0.0|0.0|1|1.283836078|0.0|0.190292199|-0.012630509|0.0|-0.1676879319999999|2|0.03977208|0.028584223|0.0|-0.010117477|-0.036536396|10.95438057|-0.1090955359999999|0|0|-0.007926474|0.003898807|-0.659952678|0.89481633|-0.010950243|0.792160599|0|0.740926309|-0.1053827859999999|0.011257065|-60.97837482|6.513753986|319.0086845|0.259073691|-0.045608374|-39.02494133|76.80174559999999|0.888936354|-35.28434152|72.85978933|-26.39069094|67.49212879999999|0.480938153|2388.888334|1437.536303|-15.27062922|5217.318476|0.009361504|-450.1059006|1365.645333|510.3677388|5.416912474|1.0|2.0|0.1|-7.45|3.11|1.9|80.37|1.0|0.0|4.0|-4.1|27.0|-6.51|0.0|2.51|7.890000000000001e-05|28.0|2.76|3.56e-08|1.26e-05|4.2263|5.11|3.7446|611.93|1020.47|460.08|0.53425|-1159.188228|0.03936706|6.1286|263.0|6.58
14ab_a23|0|1|1|0.0|0.0|7.423568444|0|1.197962873|3.4171257980000003|0.065530542|-0.0050415|5.351858133|-0.028841865|2|0.04314059|0.021287386|0.7586471459999999|0.013012022|0.010803172|10.313217300000002|-0.03821899|2|2|0.012103325|-0.074579388|-0.449699921|0.725358161|-0.085303124|0.8072028240000001|1|0.92422233|-0.051974369|0.017974612|-35.59605095|12.31039874|40.23721489|0.07577767|-0.031648261|-35.76253038|82.79560776|0.797837067|-24.37891748|61.60741239|-21.67516705|47.90644969|0.4695727329999999|2941.47118|2332.352369|-14.84482393|6654.62616|0.013710439|-407.9635285|1439.872753|733.3886349999999|9.389964491|1.0|1.0|0.12|-8.16|4.4|4.63|105.02|2.0|1.0|5.0|-6.23|32.0|-5.92|0.0|4.12|5.9e-07|0.000259|4.31|6.9799999999999995e-09|3.07e-06|3.6587|4.1|3.6587|719.66|1238.27|595.23|0.66532|-1708.277193|0.02013145|8.4721|4.0|8.4012
3d_a32|1|1|1|3.503398526|0.0|7.765993078999999|0|0.609420786|0.0|0.0181036519999999|-0.006420365|5.733341277|-0.034290847|0|0.041161616|-0.0620110029999999|2.230648962|0.000655875|-0.113314811|10.31100276|-0.0602430179999999|3|3|0.002004382|-0.076494363|-0.539652902|0.8315372|-0.069007775|0.90169022|1|0.892845502|-0.06869526|0.014419776|-37.19367587|7.807299836|62.43434632|0.107154498|-0.02867299|-27.31750365|0.0|0.720540286|-20.13777259|59.15151032|-15.52441767|45.000975700000005|0.427813496|2213.978384|1855.167124|-8.405385739|4752.534658|0.0160633|-238.8142619|840.275417|421.3548777|8.697152881000001|1.0|1.0|0.24|-7.29|6.97|5.07|110.94|1.0|0.0|4.0|-6.55|23.0|-5.18|0.0|4.32|2.81e-07|9.58e-05|4.5|5.13e-08|1.75e-05|3.5105|3.42|3.5105|569.29|959.11|465.41|0.7035100000000001|-1672.585902|0.02457348|5.1728|8.0|8.0915
13b_a30|0|0|0|0.0|0.0|7.412764017000001|2|0.604984129|0.0|0.112353041|-0.011016128|5.351858133|-0.118776867|2|0.041728395|-0.035340334|0.0|-0.003436924|0.042845487|10.31162842|-0.0463169629999999|1|1|-0.002215642|0.003429114|-0.564815317|0.841060094|-0.045844862|0.892104517|0|0.694101802|-0.109962789|0.018555474|-74.24619275|12.52854078|385.2420923|0.305898198|-0.042850934|-51.76819834|105.341977|0.800290866|-50.13056864|88.26741491|-28.93268471|86.77473353|0.454574838|3002.926824|2319.48655|-19.53516918|6627.406474|0.017174033|-405.5090587|1916.093704|713.7769663|11.59580043|0.0|2.0|0.13|-6.19|3.04|1.72|124.74|1.0|0.0|6.0|-5.01|32.0|-7.05|0.0|1.91|9.68e-06|0.00427|2.74|6.520000000000001e-07|0.000288|5.0501|4.54|3.5056|721.48|1210.94|544.04|0.32563|-1744.2179010000002|0.0455651|5.3762|26.0|7.5901
14v_a23|0|1|1|0.0|-4.844615416|7.423568444|0|1.1979575059999998|3.004639728|0.135774541|-0.014768546|5.351858133|-0.299484129|2|0.047323232|0.055572317|0.636416435|-0.002390707|0.017156562|10.3132174|-0.015149431|2|2|-0.0004039459999999|-0.0962526|-0.650246427|0.598213287|0.132882353|0.845160857|1|0.916605275|-0.067342061|0.019811827|-44.4776373|13.08518422|78.86310829|0.083394725|-0.042752869|-41.35406587|0.912757854|0.788328659|-29.37629463|76.42257099|-28.23713101|57.56282152|0.457213347|3399.4261450000004|2679.111279|-18.64987284|8458.789829000001|0.020908947|-380.8667976|1826.768144|676.4530574|13.80980223|1.0|1.0|0.09|-7.95|3.97|6.18|114.25|2.0|1.0|7.0|-6.89|35.0|-5.94|0.0|4.28|1.29e-07|6.38e-05|4.76|1.12e-08|5.57e-06|3694.0|5.17|3694.0|679.5|1206.02|533.44|0.6017100000000001|-2041.93452|0.02053833|6.3758|4.0|8.4001
3a_a12|0|0|0|0.0|0.0|0.0|1|1.28383802|0.0|0.13714555|-0.007671441|0.0|-0.042445446|2|0.032544803|-0.1231529169999999|0.0|-0.0025830939999999|-0.062973953|10.95455336|-0.0161799839999999|0|0|-0.001011111|-0.072889493|-0.5274624179999999|0.943290857|-0.021522321|0.759068438|0|0.871985494|-0.07121814|0.009433302|-34.84701355|4.615711776|71.11710277|0.128014506|-0.034924502|-21.73969523|0.0|0.781050096|-17.05063286|52.21461165|-17.08854808|39.46272532|0.462077145|2045.857684|1050.730179|-8.361421244|4230.717811|0.015909241|-275.0354486|853.2786545|381.0058252|7.784386645|1.0|1.0|0.05|-7.5|3.43|2.49|37.28|0.0|0.0|3.0|-3.6|23.0|-5.88|1.0|2.98|0.00025|0.0745|3.15|3.13e-08|9.33e-06|4.2336|3.33|3.7304|528.84|875.71|383.08|-0.34688|-951.217594|0.023184956|1.9332|194.0|6.7122
1e_a5|1|0|0|2.953259375|0.0|6.605297921|0|1.427503886|0.0|-0.260066152|-0.001975193|4.59511985|-0.009075016|2|0.027873016|-0.080321049|0.0|0.008031558|-0.1197834419999999|10.94440038|-0.040441176|1|1|0.007357977|0.034752304|-0.201027861|0.71274658|0.045376705|0.834250802|0|0.8805795|-0.06795194|0.008587563|-35.30075748|4.461204261000001|159.537038|0.1194205|-0.0278901329999999|-18.81719677|0.0|0.7473936259999999|-18.33860051|44.38364879|-14.48881117|39.76196174|0.482579989|2107.092939|827.4861275000001|-7.526878708|4342.827698|0.0157106539999999|-257.0399733|775.4313476|409.0289917|8.161620868|1.0|1.0|0.05|-8.41|4.99|4.51|54.46|0.0|0.0|3.0|-4.25|24.0|-5.77|1.0|3.44|5.5700000000000005e-05|0.0174|3.43|3.87e-09|1.21e-06|4746.0|3.17|4.4292|560.58|935.47|427.87|0.56258|-990.471803|0.0313740589999999|3.0386|191.0|6719.0
