molecula|SddssS|n9FaRing|SssssC|NaasN|nAHRing|nARing|BCUTs-1|SaasN|AATSC1c|SRW07|AATSC1s|ATSC1c|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aHRing|AATSC7i|MATS1i|MATS1c|n6aHRing|GATS1are|BIC2|MATS8s|MATS8d|SIC2|GATS1pe|nFaHRing|RASA|FNSA3|FNSA5|FPSA3|PNSA3|PNSA5|PPSA3|RPSA|FNSA4|WNSA5|WNSA3|DPSA5|PNSA4|GeomPetitjeanIndex|TASA|PNSA2|MOMI-Z|WNSA4|FPSA1|GeomDiameter|GRAV|WNSA2|FPSA5|DPSA1|DPSA2|Mor01p|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP3A4 inhibitor|Synthetic Accessibility|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w MLOGP|Brenk|Molar refractivity|Veber filter|Num. of Rotatable bonds|Heavy atom count|Log Kp (cm/s)|Molecular Mass|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
4_a4|0.0|0|0.0|1|1|1|1.343865392|2.156628874|-0.001234337|5.4161004020000005|0.0159331539999999|-0.058013858|0.011760626|-0.110597574|10.92992837|-0.037623601|1|-0.035166634|-0.048056862|-0.157959343|2|0.646069495|0.77276149|-0.168712277|-0.063012715|0.8306695270000001|0.636572383|1|0.933276024|-0.049768752|-0.06873731|0.008570112|-25.64211031|-35.41518716|4.4155367960000005|0.0667239759999999|-0.0255766729999999|-18.24679326|-13.21145879|40.86951119|-13.17774406|0.398500394|480.8472306|-566.6429946000001|1883.42405|-6.78950447|0.2062820269999999|8.855289118|4878.070704|-291.9486922|0.010586293|-302.661743|713.9097433|462.1867149|1.0|1.0|1.0|3.15|0.19|-7.57|4.52|2.66|0.0|100.08|0.0|2.0|25.0|-5.79|326.39|1.0|-4.57|7.59e-05|0.0248|2.69e-05|0.0|2.71e-08|8.85e-06|-0.04865|5.382000000000001|3.24|4.0261|-1029.960398|-1029.93716|566.84|307.95|230.37|0.55032|0.6010800000000001|67.0|2.6814|-0.21831|0.02323788|-1029.813844|3.1195|78.0|7.1079|7.1079
19a_a22|0.0|0|0.0|1|0|0|1.422917238|1.572240489|-0.009145283|4.727387819|-0.144269652|-0.548716971|-0.002607064|-0.011513343|10.9464374|0.016501913|1|-0.03516233|-0.035723406|-0.496053375|2|0.72808001|0.777600172|-0.155892259|0.0271939039999999|0.834033833|0.699744887|1|0.744354735|-0.090145161|-0.09370213|0.024839714|-67.26339083|-69.91748544|18.53458775|0.255645265|-0.035138299|-52.17015658|-50.18975739|89.23486638|-26.21905704|0.4347718229999999|555.4133255|-1468.267194|2607.322873|-19.56380872|0.315293811|15.30120355|7095.27723|-1095.573288|0.025888799|-275.6435167|2144.375527|781.8210659|1.0|1.0|1.0|3.61|0.08|-8.76|3.08|0.98|0.0|132.15|0.0|7.0|35.0|-7.67|463.49|0.0|-4.11|4.16e-05|0.0193|7.69e-05|0.0|1.73e-09|8e-07|-0.06398|5.0397|5.69|3.5809|-1537.071348|-1537.0241640000002|740.07|346.24|246.01|0.34556|0.66605|0.0623|4.5288|-0.21478|0.04718381|-1536.823574|6.5658|48.0|7.3188|7.3188
16_a20|0.0|0|0.0|0|0|0|1.401259527|0.0|-0.004705049|4.727387819|0.00695144|-0.254072625|8.23e-05|-0.061975089|10.93301779|-0.062750442|1|0.211127741|-0.070208458|-0.458484451|2|0.7582110409999999|0.7478675859999999|-0.085041518|-0.10978034|0.809440795|0.724665638|1|0.915005572|-0.066137353|-0.077793092|0.011604018|-43.51359744|-51.18223058|7.634605066000001|0.084994428|-0.029561375|-33.67420774|-28.6288015|60.02453683|-19.44924762|0.464473378|602.0075202|-972.4623811|2161.751186|-12.79619894|0.219891897|15.24926152|5896.394536|-639.8099471|0.013439632|-368.5817657|1246.573875|664.4562602999999|0.0|1.0|1.0|3.5|0.08|-10.52|6.38|2.2|0.0|121.69|0.0|4.0|31.0|-5.42|401.46|1.0|-5.66|8.68e-07|0.000349|2.17e-06|0.0|3.0500000000000005e-11|1.22e-08|-0.05909|5.9837|4.45|3.5704|-1275.900951|-1275.8670960000002|686.59|347.26|207.2|0.32553|0.69524|0.1958|4.7315|-0.20722|0.03385502|-1275.6960869999998|6.5609|26.0|7585.0|7585.0
2_a33|0.0|1|0.0|0|0|0|0.609420748|0.0|-0.009168933|5.733341277|-0.064926835|-0.476784502|-0.002514803|0.070526947|10.31100266|-0.05997501|3|-0.0881938509999999|-0.083752249|-0.593915758|0|0.787714775|0.833090592|-0.0212158239999999|-0.096644295|0.8799816220000001|0.753434785|1|0.8195154109999999|-0.0804186|-0.104047115|0.018451635|-49.13901703|-63.57699532|11.27469555|0.1804845889999999|-0.031851158|-38.84811555|-30.02592687|75.44970552|-19.46234551|0.4699986339999999|500.7570617|-953.6549298|3245.244678|-11.89228027|0.297402265|11.60906093|6067.635829|-582.7217333|0.019430318|-247.5908207|1357.327077|618.9134881|1.0|0.0|1.0|3.57|0.3|-7.67|6.7|1.33|0.0|115.28|1.0|7.0|28.0|-6.17|411.54|1.0|-4.78|4.44e-07|0.000183|1.6800000000000002e-05|0.0|2.13e-08|8.78e-06|-0.04967|3.6281|5.11|3.6281|-1920.079174|-1920.049452|655.74|341.74|341.74|0.70205|0.70205|0.2911|4.2519|-0.19979|0.02972182|-1919.890628|5539.0|6.0|8.2596|8.2596
11e_a5|0.0|0|0.0|0|1|1|1.338814635|0.0|-0.003208975|5.209486153|0.038643235|-0.192538515|0.008268901|-0.16669151|10.9487795|-0.010236262|1|-0.127225457|-0.0924814769999999|-0.234433859|2|0.77509232|0.775794895|-0.048843135|-0.02059071|0.8215345|0.747366251|0|0.876758791|-0.062865536|-0.0790189759999999|0.0120552589999999|-41.64560703|-52.34653881|7.986070113999999|0.123241209|-0.0282210629999999|-34.67724171|-27.58835281|63.5644542|-18.69519243|0.483563144|580.8135016|-1046.930776|960.0428704|-12.38472918|0.27836484|18.17739133|5675.693973|-693.5448342|0.016933845|-293.6467698|1450.77573|735.3048881|0.0|1.0|1.0|3.22|0.24|-8.95|5.03|1.83|0.0|125.71|0.0|7.0|31.0|-6.28|411.5|0.0|-4.72|2.23e-05|0.00919|1.9e-05|0.0|1.13e-09|4.64e-07|-0.03808|4.4179|2.91|4.1036|-1316.547103|-1316.512503|717.76|302.14|280.64|0.66478|0.6505|0.2125|2.3124|-0.20559|0.03460011|-1316.301553|2.8694|0.04|7.3979|7.3979
12o_a36|0.0|0|0.0|0|2|2|1.297042837|0.0|-0.0100574069999999|5.351858133|-0.079716275|-0.613501857|-0.00233752|-0.059733192|10.96036596|-0.010904454|1|0.065221584|-0.126068378|-0.5110239679999999|1|0.859938421|0.799869816|0.141570244|-0.01854899|0.848816593|0.817582774|0|0.7592112809999999|-0.082048664|-0.10624773|0.023402195|-59.0895896|-76.51720886|16.85373064|0.2407887189999999|-0.03541591|-55.10596064|-42.554984000000005|95.66406176|-25.50573629|0.469699889|546.7667677000001|-1453.826968|2778.220342|-18.36865355|0.333537155|13.80895167|6622.134304|-1047.013252|0.026586303|-239.7655413|2181.407379|757.7532208|0.0|0.0|0.0|4.97|0.17|-6.93|2.38|1.49|0.0|138.06|0.0|7.0|33.0|-7.66|438.48|0.0|-3.64|0.000292|128.0|0.000227|0.0|1.1800000000000001e-07|5.18e-05|-0.05456|5.1927|4.5|3.8726|-1440.969954|-1440.926241|728.07|320.16|238.77|0.36719|0.67273|0.2888|4.9237|-0.21151|0.04371335|-1440.734965|6.6471|0.04|7.3979|7.3979
12s_a30|0.0|0|0.0|0|2|2|0.604984545|0.0|-0.007621736|5.351858133|-0.095120438|-0.403952011|-0.002544958|-0.035768573|10.31162892|-0.04950715|1|-0.1597740919999999|-0.0546637159999999|-0.446807335|1|0.609043558|0.83236194|0.006789196|-0.080971844|0.889479916|0.591758164|0|0.706713791|-0.090733404|-0.103647048|0.019324097|-58.75255278|-67.11451776|12.51292194|0.2932862089999999|-0.040189672|-43.45862792|-38.04400919|78.38074776|-26.02399668|0.467381416|457.6180044|-1275.175837|2368.4646620000003|-16.8513047|0.209518167|15.14544373|6639.7334200000005|-825.7139305|0.017398791|-376.1910929|1613.162737|616.2856203|1.0|0.0|0.0|4.63|0.14|-7.16|4.67|3.58|0.0|127.19|0.0|5.0|31.0|-6.06|434.46|0.0|-5.17|3.24e-06|0.00141|6.71e-06|0.0|6.900000000000002e-08|3e-05|-0.0551|5.0438|4.32|3.5348|-1774.236634|-1774.202623|677.35|350.75|245.81|0.43338|0.68458|0.1576|3.0335|-0.20495|0.03401064|-1774.072418|3.9579|7.0|8129.0|8129.0
47k_a18|0.0|0|0.0|0|1|1|1.25117623|0.0|-0.0067578909999999|4.844187086|-0.0605329409999999|-0.5135996820000001|0.003047962|-0.02822032|10.94702256|-0.008576013|0|-0.026672956|-0.279965025|-0.451417954|0|0.762665453|0.721697829|0.022512501|-0.014398731|0.753132457|0.737517943|0|0.8309354040000001|-0.065324278|-0.088346874|0.015080484|-51.59195677|-69.77479556|11.91029894|0.169064596|-0.030255779|-55.10689702|-40.74641317|84.23875372|-23.89547793|0.467246896|656.2580564|-1744.369889|2009.418849|-18.87222501|0.284695579|18.35217454|7575.637462000001|-1377.672426|0.018313855|-340.0872332|2438.639881|1167.054827|1.0|1.0|1.0|4.66|0.3|-8.44|2.39|2.82|2.0|154.86|1.0|11.0|38.0|-6.41|513.63|0.0|-5.33|1.44e-06|0.000742|4.65e-06|1.0|3.6099999999999997e-09|1.85e-06|-0.04359|3.0948|8.45|3.0948|-1664.756029|-1664.728002|842.29|400.63|400.63|0.69823|0.69823|0.5920000000000001|4.1818|-0.17135|0.02802749|-1664.341238|5.2253|29.0|7.5376|7.5376
12af_a36|0.0|0|0.0|0|2|2|1.29704271|0.0|-0.00989889|5.351858133|-0.081537769|-0.6038322939999999|-0.00233752|-0.074383486|10.96037047|0.00146554|1|0.154914099|-0.126068378|-0.505160213|1|0.859938421|0.813346624|-0.062279009|0.002492952|0.8631180940000001|0.817582774|0|0.755275519|-0.082549457|-0.1054605669999999|0.021921402|-57.32748365|-73.23838519|15.22358698|0.244724481|-0.035153522|-50.86129548|-39.81177462|91.25505794|-24.41279506|0.448767097|524.5103537|-1391.529319|3082.869129|-16.95376516|0.329759081|15.59375751|6499.41155|-966.3646141|0.0259433429999999|-236.4517911|2076.162883|757.7532208|0.0|0.0|0.0|4.98|0.17|-6.93|2.38|1.49|0.0|138.06|0.0|7.0|33.0|-7.66|438.48|0.0|-3.64|0.000292|128.0|0.000227|0.0|1.1800000000000001e-07|5.18e-05|-0.05882|5.2352|4.5|3.2299|-1440.982935|-1440.954069|737.4|383.86|236.83|0.50179|0.70508|0.0035|6.9003|-0.19246|0.02886569|-1440.740243|9.4631|15.0|7.8239|7.8239
12a_a40|0.0|0|0.0|1|0|0|0.604990853|1.784989449|-0.00431394|5.4161004020000005|-0.012791297|-0.14667395|0.01039129|0.100414476|10.31197265|-0.226763788|2|0.298197213|0.018655637|-0.4764003679999999|0|0.58630452|0.718281767|0.023863832|-0.375724138|0.7867243829999999|0.525051106|1|0.940879765|-0.064340227|-0.074840643|0.011766311|-32.81611621|-38.17175304|6.001293955|0.059120235|-0.033799|-19.46913691|-16.73754566|43.65970865|-17.23885621|0.476055146|479.8867095|-534.4045424999999|600.1247016|-8.792513441|0.14863036|14.43505064|4873.458436|-272.5679167|0.010759845|-358.4254366|627.699788|323.26151960000004|1.0|0.0|0.0|3.2|0.0|-7.21|5.33|4.34|0.0|91.76|0.0|2.0|22.0|-4.56|346.23|1.0|-5.95|3.86e-07|0.000134|1.13e-06|1.0|6.15e-08|2.13e-05|-0.08015|3.0966|5.01|3.0966|-2097.826771|-2097.8163050000003|530.55|400.39|400.39|0.6998800000000001|0.6998800000000001|0.3701|2491.0|-0.2091|0.0104658999999999|-2097.779499|3.8054|1778.0|5.7501|5.7501
13d_a6|0.0|0|0.0|0|1|1|1.424214188|0.0|-0.010665225|5.351858133|-0.0122495089999999|-0.607917822|-0.003346018|-0.042531782|10.95129636|-0.10528143|1|0.126028544|-0.106686991|-0.49314765|1|0.845481322|0.786837131|-0.027209556|-0.187174391|0.841971795|0.7995080809999999|0|0.78862121|-0.092581323|-0.110731261|0.030793771|-63.04181168|-75.40072983|20.96853949|0.21137879|-0.039696112|-51.34295409|-42.92734103|88.02705449|-27.03045032|0.4128711229999999|536.999346|-1432.613867|3075.022992|-18.40596467|0.230567155|15.47559904|6185.117192000001|-975.5161277|0.018542644|-366.9322097|1861.908905|692.8471883999999|1.0|1.0|1.0|3.64|0.16|-9.4|5.38|1.5|0.0|121.6|0.0|6.0|32.0|-5.88|423.47|1.0|-5.27|1.11e-06|0.000471|5.42e-06|0.0|3.96e-10|1.68e-07|-0.05252|4.85|4.5|3.6298|-1389.403308|-1389.374844|723.61|341.57|255.64|0.58381|0.7007399999999999|0.2513|11.0994|-0.20146|0.02846332|-1389.188211|14.0012|0.36|6.4437|6.4437
12_a4|-3.2834578760000004|0|0.0|1|1|1|0.295190368|2.070952433|-0.0021497879999999|5.4161004020000005|-0.271149771|-0.113938738|0.005795666|-0.093414896|10.31168324|0.028152112|1|-0.055590089|-0.051501982|-0.220286906|2|0.5687812560000001|0.8157155359999999|-0.036425699|0.04172421|0.8749408470000001|0.531333552|1|0.805238097|-0.070256284|-0.074699711|0.01168879|-41.69390404|-44.33087544|6.936764267999999|0.194761903|-0.025916226|-26.30835499|-24.74343259|53.59101661|-15.38009964|0.470780296|477.8721263000001|-753.6248824|1962.933988|-9.127388465|0.282227427|11.7599245|6390.233612|-447.2420348|0.015603795|-258.476202|1049.9494|608.4548423|1.0|0.0|1.0|3.41|0.23|-7.84|3.69|2.17|0.0|113.02|0.0|4.0|29.0|-6.84|404.48|1.0|-4.33|6.57e-05|0.0266|4.64e-05|0.0|1.45e-08|5.85e-06|-0.06898|4.8592|6.12|3.8083|-1617.861623|-1617.826064|640.67|325.57|255.16|0.63967|0.68825|0.0464|7.8701|-0.2312199999999999|0.03555871|-1617.634733|10.1971|9.29|5032.0|5032.0
12g_a40|0.0|0|0.0|1|0|0|0.604990688|1.687211672|-0.01011728|5.4161004020000005|-0.129331216|-0.354104815|-0.001011175|0.075327376|10.31197254|-0.211162861|2|0.280045216|0.063401514|-0.512657141|0|0.777835705|0.769016155|0.020185301|-0.326139923|0.8396782220000001|0.6941475490000001|1|0.8702014570000001|-0.0951493559999999|-0.099521372|0.012706769|-49.94706785|-52.24208444|6.670206427999999|0.129798543|-0.0435406|-27.42361099|-26.21888031|59.29860462|-22.85591194|0.465725912|456.7977427|-731.3891821000001|681.6778419|-11.99782981|0.147968773|14.39849078|5211.675486|-383.9305539|0.013442698|-369.5858437|858.4065454|335.7078145|1.0|0.0|0.0|3.24|0.0|-6.63|4.83|3.76|0.0|93.78|0.0|2.0|23.0|-4.91|362.23|1.0|-5.79|3.43e-07|0.000124|1.62e-06|0.0|2.37e-07|8.57e-05|-0.07424|4.0224|4.84|3.1577|-2173.044757|-2173.0224510000003|540.25|392.64|308.23|0.67055|0.6988|0.2682|1.9175|-0.20615|0.02230594|-2172.988604|2.7075|724.0|6.1403|6.1403
14aa_a23|0.0|1|0.0|2|0|0|1.19796312|3.4143268310000003|-0.005050361|5.351858133|-0.026892547|-0.287870566|0.013012022|-0.029037128|10.313217300000002|-0.044957534|2|0.055934795|-0.074579388|-0.4506138879999999|2|0.725358161|0.75434493|0.055269665|-0.070471939|0.8072028240000001|0.693959193|1|0.924108042|-0.052155763|-0.076107469|0.018016316|-35.51947393|-51.83122853|12.26959478|0.075891958|-0.03159178|-35.2984572|-24.18971469|61.21989213|-21.51484958|0.4930525229999999|629.3423691|-1140.287028|2263.821505|-14.65218978|0.203340553|15.78173785|6651.23042|-776.5660584|0.013786041|-404.0660854|1431.335599|733.3886349999999|0.0|0.0|1.0|3.63|0.12|-8.16|4.4|3.45|1.0|130.22|0.0|5.0|32.0|-5.92|439.54|0.0|-5.55|5.9e-07|0.000259|2.81e-06|0.0|6.9799999999999995e-09|3.07e-06|-0.0708299999999999|3.5934|4.1|3.5934|-1708.5626|-1708.5422620000002|715.57|345.03|345.03|0.6805899999999999|0.6805899999999999|0.4157|5.8286|-0.21573|0.02033777|-1708.338059|8.3532|4.0|8451.0|8451.0
47d_a18|0.0|0|0.0|0|1|1|1.251175994|0.0|-0.006087337|4.844187086|-0.041876322|-0.480899596|0.003376831|-0.07722825|10.94702255|0.016324953|0|0.104380139|-0.272202025|-0.417659275|0|0.7640994990000001|0.7430748709999999|-0.002494715|0.027971797|0.773981237|0.741366815|0|0.836999127|-0.06394156|-0.087315963|0.015270278|-52.14267013|-71.20388424|12.45251265|0.163000873|-0.028722356|-58.06490563|-42.52098397|86.29525584|-23.42233034|0.481311892|682.5509007|-1780.097106|1947.023498|-19.1002979|0.30185619|19.16475647|7780.945962999999|-1451.622641|0.018506261|-323.1621908|2549.757058|1255.618298|1.0|1.0|1.0|4.73|0.32|-8.83|2.81|2.6|2.0|159.67|1.0|12.0|39.0|-6.57|527.66|0.0|-5.28|1.83e-06|0.000968|5.23e-06|1.0|1.4800000000000003e-09|7.790000000000001e-07|-0.04561|3.1079|8.08|3.1079|-1704.061013|-1704.0327519999998|875.6|398.94|398.94|0.69905|0.69905|0.5820000000000001|3.7605|-0.17405|0.02826074|-1703.622959|4.2225|8.0|8.0969|8.0969
12as_a36|0.0|0|0.0|0|2|2|1.297043209|0.0|-0.007672841|5.351858133|-0.073735973|-0.452697599|0.000584134|-0.114290948|10.95347588|-0.025398105|1|0.162571317|-0.098698552|-0.4358775279999999|1|0.8058720979999999|0.817372883|-0.0389138329999999|-0.04244711|0.869455765|0.770400825|0|0.77043791|-0.082748367|-0.109492809|0.019229943|-55.75872553|-73.78005999|12.95780416|0.22956209|-0.037824788|-49.71556877|-37.57216725|85.53474971|-25.48765709|0.454761514|519.1478419|-1401.82114|2365.632846|-17.17446921|0.231874606|16.08155469|6224.698969|-944.5958066|0.017444469|-361.3444194|1824.98997|716.9974499|1.0|0.0|0.0|4.86|0.17|-6.89|3.16|1.59|0.0|133.95|0.0|6.0|32.0|-7.21|423.47|0.0|-3.95|0.000154|0.0653|0.000112|0.0|1.29e-07|5.4600000000000006e-05|-0.05789|4.5202|4.84|3851.0|-1385.601917|-1385.5651710000002|712.04|321.96|274.29|0.53815|0.68211|0.2402|4.8580000000000005|-0.21419|0.03674596|-1385.384524|6.8556|59.0|7.2291|7.2291
25d_a34|0.0|0|0.0|1|1|1|1.433689841|1.940324546|-0.015046463|5.351858133|-0.089654563|-0.8576484190000001|-0.005017781|-0.1266965|10.95957635|0.00670464|1|-0.263924686|-0.211368416|-0.605891389|1|0.8265507809999999|0.7498681140000001|0.14554928|0.011919831|0.799694715|0.778903495|0|0.674282353|-0.100582621|-0.124111479|0.0292772039999999|-66.52770588|-82.09024497|19.36462983|0.325717647|-0.044492794|-54.29641443|-44.00298587|95.24066462|-29.42857839|0.478308897|445.9861716|-1559.714654|2564.887803|-19.46475234|0.2227964039999999|13.29135354|6513.063805|-1031.631874|0.019881997|-366.6979266|2006.828923|673.8038326000001|1.0|1.0|1.0|3.58|0.12|-8.08|3.05|2.26|0.0|119.81|0.0|7.0|32.0|-6.74|427.46|1.0|-4.48|2.44e-05|0.0104|3.3e-05|0.0|8.26e-09|3.53e-06|-0.03521|4.2732|6.05|4.2732|-1426.496796|-1426.468726|706.21|290.15|290.15|0.6764600000000001|0.6764600000000001|0.2106|6.1995|-0.21234|0.02807001|-1426.307095|8.0068|0.95|6.0223|6.0223
19_a3|0.0|0|0.0|0|0|0|1.4316666480000002|0.0|-0.003417504|4.59511985|-0.030657|-0.129865138|0.006821053|0.156485495|10.96959256|0.036226415|1|-0.015805561|-0.037291767|-0.270506095|3|0.718266758|0.758995484|-0.0150769919999999|0.064690027|0.8264237520000001|0.687139108|1|0.853017902|-0.067674689|-0.087730634|0.0116401719999999|-31.50932639|-40.8473715|5.419662458|0.146982098|-0.032585664|-19.01853079|-14.67073822|48.55416845|-15.17188084|0.476813896|397.1650228|-531.0158295|869.7868956|-7.064025721|0.24201815|10.21110415|4138.413977|-247.2409002|0.016552404|-240.2326308|700.5653624|314.0966684|1.0|1.0|1.0|2.81|0.06|-7.21|3.9|1.18|0.0|85.32|0.0|2.0|22.0|-6.5|287.32|1.0|-3.58|0.000578|166.0|0.000266|0.0|6.18e-08|1.7800000000000002e-05|-0.05757|3945.0|2.43|3945.0|-929.2818523|-929.2608626|499.93|314.28|314.28|0.67351|0.67351|0.3006|2191.0|-0.2206|0.020989746|-929.193831|2.8758|23.0|7.6383|7.6383
34_a20|0.0|0|0.0|1|0|0|1.416932073|1.877209467|-0.0057643419999999|4.727387819|-0.104520106|-0.328567476|0.003085806|-0.046356705|10.93244905|-0.054458882|1|0.327535029|0.0346782989999999|-0.4478820739999999|2|0.7071284179999999|0.74801464|-0.101401966|-0.090732503|0.80310139|0.690530489|1|0.7966571459999999|-0.0851907119999999|-0.085459595|0.0130295999999999|-57.31821177|-57.49912174|8.766605631000001|0.203342854|-0.032248904|-38.68669181|-38.56497154|67.53437417|-21.69778179|0.462785432|536.0086996|-1149.982435|2319.742032|-14.59875162|0.223585914|14.7802149|6211.26199|-773.7338361000001|0.01491516|-371.9551262|1481.145765|712.1606951|1.0|1.0|1.0|3.43|0.08|-9.18|4.5|2.47|0.0|125.0|0.0|5.0|32.0|-6.28|419.48|1.0|-5.02|7.27e-06|0.00305|9.51e-06|0.0|6.64e-10|2.780000000000001e-07|-0.05181|5.4132|4.97|3.8699|-1352.31921|-1352.2836220000002|711.19|320.38|229.04|0.38519|0.68845|0.0766|3.8519|-0.21284|0.03558836|-1352.102407|5.4994|61.0|7.2147|7.2147
1o_a5|0.0|0|0.0|0|0|0|1.427566509|0.0|-0.002633927|4.59511985|0.033105871|-0.1079910069999999|0.0057302559999999|-0.102739602|10.94518594|-0.008511304|1|-0.05876042|0.038275248|-0.231165601|2|0.670787375|0.78144982|-0.003561205|-0.016408975|0.85693939|0.650008224|0|0.88430372|-0.079346457|-0.072886362|0.01325562|-42.63505279|-39.1638643|7.122612351|0.11569628|-0.028770932|-21.04383087|-22.90899675|50.11479279|-15.45942012|0.470590799|475.1609233|-587.4579645|833.537568|-8.306775343|0.300086449|14.20898333|4572.818263|-315.657463|0.020380352|-214.8381946|839.3293197999999|393.5487205|1.0|1.0|1.0|2.81|0.0|-8.11|4.48|1.23|0.0|95.2|0.0|3.0|25.0|-6.3|323.35|1.0|-4.08|8.329999999999999e-05|0.0269|8.340000000000001e-05|0.0|7.85e-09|2.54e-06|-0.07037|4.5011|2.66|4.1692|-1043.577386|-1043.536121|561.04|297.38|275.45|0.4988899999999999|0.5492100000000001|0.0071|4.7435|-0.23973|0.04126499|-1043.472984|5.4919|35.0|7.4559|7.4559
43_a18|0.0|0|0.0|0|2|2|1.251175234|0.0|-0.005099385|4.844187086|-0.01369899|-0.397752066|0.002712865|0.031746165|10.94702053|-0.032429984|0|-0.079184068|-0.140532044|-0.460675034|0|0.718255592|0.713379703|-0.023109314|-0.0579590709999999|0.7458234990000001|0.712848727|0|0.852344887|-0.070166168|-0.0822489459999999|0.006890688|-54.49271386|-63.87648583|5.35147222|0.147655113|-0.0311212229999999|-49.60799696|-42.32033664|69.46280937|-24.16948112|0.481954273|661.9512957999999|-1788.541603|1579.614523|-18.77059344|0.125626651|19.33108376|7428.282915000001|-1389.023915|0.007193089|-581.4944803999999|2045.512486|1228.492038|0.0|1.0|1.0|4.54|0.34|-9.6|4.5|3.7|1.0|160.76|0.0|9.0|38.0|-5.78|508.65|0.0|-5.96|3.55e-07|0.00018|1.09e-06|1.0|2.52e-10|1.28e-07|-0.04949|3.2233|8.79|3.2233|-1611.621186|-1611.598032|843.1|384.65|384.65|0.6926800000000001|0.6926800000000001|0.5429|3.0482|-0.18145|0.02315412|-1611.198355|3.6943|625.0|6.2041|6.2041
11f_a5|0.0|0|0.0|0|1|1|1.370797007|0.0|-0.0037371509999999|4.59511985|0.022233547|-0.227966183|0.00722997|-0.178881726|10.94877949|-0.0080939669999999|1|-0.1323098|-0.128153787|-0.230681941|2|0.785419245|0.756843253|-0.008110526|-0.016518403|0.800575032|0.750555185|0|0.847356138|-0.068361657|-0.074612137|0.0221464629999999|-47.57801621|-51.92819555|15.41338844|0.152643862|-0.022252743|-36.14073513|-33.11311829|73.05195434|-15.48735657|0.463183664|589.7388387999999|-882.7793242999999|1125.122028|-10.77881574|0.489052404|18.03905985|5969.213977|-614.3924972|0.030351311|-15.23851001|1727.7296760000002|753.9168511|0.0|1.0|1.0|3.35|0.24|-8.67|4.61|1.03|0.0|126.79|0.0|7.0|32.0|-6.99|427.5|0.0|-4.26|0.000112|0.0477|5.479999999999999e-05|0.0|2.12e-09|9.06e-07|-0.03862|4.4523|2.25|4.1356|-1391.7602960000002|-1391.722248|729.96|299.8|278.47|0.6593600000000001|0.64937|0.1834|2.1313|-0.20772|0.03804804|-1391.50739|2.9697|12.0|7.9208|7.9208
6f_a40|0.0|0|0.0|1|1|2|0.604893424|1.750582483|-0.01691341|6.401917197|-0.156988665|-0.8287570679999999|-0.009302776|0.075227997|10.30179966|-0.190617284|2|-0.233222505|0.048543494|-0.628934821|0|0.7710013309999999|0.836826225|-0.032826285|-0.268802228|0.896373207|0.742681934|1|0.655786513|-0.134203859|-0.130571562|0.015998475|-86.21963207|-83.88605319|10.2782635|0.344213487|-0.052228625|-53.89282175|-55.39203581|92.77827871|-33.55442128|0.410805404|421.31181889999993|-1509.948957|3072.581297|-21.5571287|0.137191276|11.87042702|7328.308886|-970.0707913999998|0.013841059|-466.1748926|1750.039046|593.503189|1.0|0.0|1.0|4.05|0.21|-3.67|3.66|1.1|3.0|124.54|1.0|5.0|30.0|-6.9|457.55|0.0|-4.64|1.13e-07|5.18e-05|2.3e-05|0.0|0.0002109999999999|0.0967|-0.08982|3.5741|6.96|2.57|-2426.972609|-2426.924155|668.95|482.43|346.89|0.66642|0.69911|0.0158|6.2384|-203.0|0.04845403|-2426.787111|8.7269|42.0|7.3768|7.3768
