molecula|SddssS|n9FaRing|SssssC|NaasN|nAHRing|nARing|BCUTs-1|SaasN|AATSC1c|SRW07|AATSC1s|ATSC1c|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aHRing|AATSC7i|MATS1i|MATS1c|n6aHRing|GATS1are|BIC2|MATS8s|MATS8d|SIC2|GATS1pe|nFaHRing|RASA|FNSA3|FNSA5|FPSA3|PNSA3|PNSA5|PPSA3|RPSA|FNSA4|WNSA5|WNSA3|DPSA5|PNSA4|GeomPetitjeanIndex|TASA|PNSA2|MOMI-Z|WNSA4|FPSA1|GeomDiameter|GRAV|WNSA2|FPSA5|DPSA1|DPSA2|Mor01p|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP3A4 inhibitor|Synthetic Accessibility|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w MLOGP|Brenk|Molar refractivity|Veber filter|Num. of Rotatable bonds|Heavy atom count|Log Kp (cm/s)|Molecular Mass|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
11_a47|0.0|0|0.0|0|0|0|1.381898438|0.0|-0.007767503|0.0|-0.156077888|-0.427212659|-0.007419345|0.081235787|10.93671007|0.046339015|0|-0.120383371|-0.038723054|-0.451384505|3|0.702719047|0.715054643|-0.058523885|0.07716247|0.770028429|0.686454722|1|0.796863393|-0.08164597|-0.096486559|0.008462682|-50.01659041|-59.10798423|5.184267117|0.203136607|-0.035945973|-36.20974614|-30.64032829|66.9895812|-22.02062158|0.4686568239999999|488.1611434|-1123.0517|2201.328597|-13.48990542|0.183391205|11.22841564|6736.717611|-687.9851765999999|0.0128657439999999|-387.9111844|1375.2628029999998|670.2339441|1.0|1.0|1.0|3.28|0.04|-10.55|5.58|3.0|0.0|124.7|0.0|4.0|32.0|-5.28|422.45|1.0|-6.03|5.110000000000001e-07|0.000216|9.32e-07|0.0|2.81e-11|1.19e-08|-0.05094|3.7253|4.84|3.7253|-1396.184699|-1396.145101|654.49|332.82|332.82|0.6915399999999999|0.6915399999999999|0.2321|2.9142|-0.20554|0.03959805|-1395.980918|4.6111|0.04|7.4|7.4
12g_a36|0.0|0|0.0|0|2|2|1.2678464|0.0|-0.006495469|5.351858133|-0.039008054|-0.409214521|0.0042553209999999|0.078155467|10.95259306|-0.0521750109999999|1|0.130052038|-0.099596099|-0.44093902|1|0.901715152|0.8026482070000001|-0.19532883|-0.088251318|0.847239339|0.860667615|0|0.854238488|-0.069292341|-0.097067302|0.017738779|-47.63457647|-66.72829531|12.19441007|0.1457615119999999|-0.034549379|-45.87193951|-32.74608471|77.14470618|-23.75074918|0.473274545|587.240781|-1401.294202|2476.712654|-16.3273005|0.2202546819999999|13.83075477|6223.658545|-963.3107298|0.015152386|-384.6182564|1797.1178149999998|799.5563855|1.0|0.0|1.0|5.06|0.24|-7.38|3.85|2.66|0.0|138.33|0.0|6.0|32.0|-6.19|423.51|1.0|-4.86|1.13e-05|0.0047799999999999|1.39e-05|0.0|4.2e-08|1.7800000000000002e-05|-0.0505199999999999|5.2092|4.21|3714.0|-1350.887005|-1350.861445|724.32|333.83|238.01|0.38165|0.70097|45.0|5.912000000000001|-0.20288|0.0255597|-1350.633209|7.8537|14.0|7.8539|7.8539
A8301_a51|0.0|0|0.0|1|0|0|1.197963627|1.700610355|-0.00449765|4.727387819|-0.028789626|-0.242873103|0.00740124|-0.012770742|10.31321735|-0.1227504419999999|1|0.135886548|-0.0357324579999999|-0.4354420879999999|2|0.7595189840000001|0.6959300979999999|-0.013846396|-0.21474885|0.750630149|0.7234449559999999|1|0.934739895|-0.055295165|-0.0780376929999999|0.008152073|-35.90764428|-50.67621589|5.293803823|0.065260105|-0.032775831|-32.90818536|-23.3177516|56.90163721|-21.28401067|0.4799553379999999|607.0025787000001|-1064.200534|2461.663545|-13.82143785|0.145040365|13.24988678|6401.6494600000005|-691.0718926|0.009586697|-461.0082758|1244.737752|690.8826121000001|1.0|1.0|1.0|3.49|0.04|-9.38|5.5|3.35|1.0|129.04|0.0|5.0|31.0|-5.31|421.52|1.0|-5.93|2.5e-07|0.000105|1.17e-06|0.0|4.12e-10|1.74e-07||||||||||||||||||12.0|7.9208|7.9208
22_a20|0.0|0|0.0|1|0|0|1.4170330269999998|1.915285809|-0.00147607|4.727387819|0.023539095|-0.079707783|0.009265667|-0.066832578|10.93106272|-0.038668966|1|0.155407313|-0.036258691|-0.177976478|2|0.616352201|0.7478675859999999|-0.044184455|-0.067650395|0.809440795|0.607038752|1|0.946515026|-0.059893667|-0.067797027|0.0122876139999999|-39.00017609|-44.14650378|8.001165067999999|0.053484974|-0.027118811|-28.7463017|-25.39523478|52.90592556|-17.65860151|0.477376285|616.3298149|-882.9300756000001|2396.806062|-11.49852068|0.22936173|14.17638345|5924.626340999999|-574.9260339|0.01345209|-352.4559681|1145.712729|664.4562602999999|1.0|1.0|1.0|3.36|0.08|-9.69|5.33|2.61|0.0|121.62|0.0|4.0|31.0|-5.58|401.46|1.0|-5.53|2.48e-06|0.000997|2.98e-06|0.0|2.04e-10|8.199999999999999e-08|-0.0568|5.5591|4.07|3.9732|-1275.84854|-1275.816275|694.15|312.05|223.03|0.38233|0.66063|0.0015|4.8308|-0.21856|0.03226475|-1275.657902|6141.0|231.0|6.6364|6.6364
13_a47|0.0|1|0.0|0|0|0|1.417757826|0.0|-0.0049262279999999|4.59511985|-0.0777650159999999|-0.20197533|-0.00105415|0.003874205|10.9452934|0.038682232|1|-0.108780879|-0.0101047869999999|-0.316563793|2|0.6427334020000001|0.794037882|0.030290722|0.065869272|0.8582665429999999|0.626280497|1|0.781675563|-0.081148294|-0.088128939|0.017736598|-41.79730418|-45.39284663|9.13564442|0.2183244369999999|-0.032468557|-23.38063458|-21.52866736|57.38622954|-16.72368034|0.472007922|402.6200617|-635.4998528|669.2729199|-8.613918003|0.311738758|13.33103985|4542.479565|-327.3288841|0.023284817|-193.936606|923.3410426|359.12161539999994|1.0|1.0|1.0|2.9|0.06|-7.9|4.06|2.34|0.0|91.59|0.0|3.0|24.0|-6.0|319.34|1.0|-4.27|5.79e-05|0.0185|5.41e-05|0.0|1.26e-08|4.04e-06|-0.05465|4.0302|2.7|4.0302|-1067.820961|-1067.78457|542.62|307.63|307.63|0.67466|0.67466|0.3382|3.5455|-0.22065|0.03639189|-1067.71601|4.8308|16.0|7.8|7.8
8d_a8|0.0|0|0.0|1|0|0|1.395657339|1.41693287|-0.0111144189999999|4.844187086|-0.155313194|-0.633521883|-0.00267541|-0.077977198|10.94649761|-0.117111249|1|0.111668404|0.016471091|-0.4385133129999999|1|0.76211539|0.757805416|0.0780635059999999|-0.179357354|0.804372443|0.734212688|0|0.6932924890000001|-0.1072746469999999|-0.103150936|0.028038295|-69.95878302|-67.26951954|18.28507531|0.306707511|-0.03820405|-43.86958028|-45.62337399|86.29065071|-24.91463687|0.483207744|452.1282556|-1345.390391|2093.380666|-16.2479927|0.324640122|14.52777156|6596.888351|-877.3916055999999|0.029166961|-228.7206541|1992.108851|682.0472537|0.0|0.0|1.0|3.61|0.12|-7.62|3.93|1.92|0.0|121.1|0.0|6.0|32.0|-6.87|430.46|0.0|-4.47|1.24e-05|0.00533|3.4200000000000005e-05|0.0|2.38e-08|1.03e-05|-0.0600299999999999|4.6765|6.22|3.2963|-1447.595474|-1447.559429|690.78|376.13|265.12|0.62361|0.70165|0.1879|6.0111|-0.19757|0.03604461|-1447.354662|7.5674|18.61|4.7303|4.7303
15c_a22|0.0|0|0.0|1|0|0|1.42291727|1.596256692|-0.005236206|4.727387819|-0.018518519|-0.298463715|0.003784292|-0.023927419|10.9464374|0.006275578|1|-0.047249795|-0.0917078119999999|-0.364626967|2|0.667111824|0.773044788|-0.096749121|0.010828071|0.8353837409999999|0.639264982|1|0.8665852140000001|-0.067475429|-0.080088202|0.024561528|-48.58045253|-57.66130245|17.68362419|0.133414786|-0.0302219629999999|-41.51455167|-34.97658951|75.52188549|-21.75898206|0.462157867|623.9175171|-1153.226049|2092.620825|-15.66586856|0.338224886|16.03890406|6882.442370999999|-830.2910335|0.0248073129999999|-232.9472639|1742.625289|731.8178649|0.0|1.0|1.0|3.49|0.08|-9.28|3.9|1.08|0.0|128.77|0.0|6.0|34.0|-6.96|445.48|0.0|-4.62|1.39e-05|0.00618|2.4e-05|0.0|5.269999999999997e-10|2.35e-07|-0.07399|5.7361|4.79|3674.0|-1460.602657|-1460.571156|715.42|337.46|216.15|0.30831|0.69113|0.0694|7.382000000000001|-0.22807|0.03150096|-1460.387718|9.0393|737.0|6.1325|6.1325
12d_a40|0.0|0|0.0|1|0|0|0.60499064|1.753432382|-0.008004393|5.4161004020000005|-0.107711573|-0.288158151|-0.000134504|0.087954209|10.31197256|-0.166080871|2|0.3683138529999999|0.127299624|-0.552689736|0|0.809398262|0.7769829840000001|-0.0065648919999999|-0.254735308|0.845904643|0.6948809659999999|1|0.840431415|-0.095675903|-0.091630294|0.01171131|-50.68561427|-48.54239742|6.204226377|0.159568585|-0.038873458|-25.71599691|-26.85139526|55.13932669|-20.59374436|0.470893531|445.2300015|-679.5935638999999|643.5166227999999|-10.90981687|0.155716451|14.88744155|5101.479206|-360.0239567|0.01245259|-364.7778083|804.9352200000001|350.9435025|1.0|0.0|1.0|3.23|0.0|-6.84|4.59|3.76|1.0|96.16|0.0|2.0|23.0|-5.13|361.25|1.0|-5.58|5.58e-07|0.0002009999999999|2.61e-06|0.0|1.44e-07|5.2e-05|-0.07765|4.3959|4.14|2.7962|-2153.197255|-2153.180821|552.57|443.4|282.05|0.55983|0.70435|115.0|1.2683|-0.19369|0.0164339|-2153.123107|1.9961|19.0|7.7212|7.7212
47s_a18|0.0|0|0.0|0|1|1|1.251176205|0.0|-0.0054038509999999|4.844187086|-0.045792331|-0.394481152|0.002573931|0.0134295589999999|10.94702059|-0.031515152|0|-0.040169986|-0.168728915|-0.46304239|0|0.724028067|0.712629555|0.0109557919999999|-0.0540701129999999|0.745196689|0.716761234|0|0.84543779|-0.070258863|-0.08106112|0.008446541|-53.18668656|-61.36410696|6.394119331000001|0.15456221|-0.030108416|-46.45326408|-40.26287221|69.29837549|-22.79238258|0.4740142|640.0051571|-1595.466781|1529.863965|-17.25406952|0.179529145|18.65422248|6968.705069|-1207.784866|0.010481057|-485.1995077|1944.574596|1093.725912|1.0|1.0|1.0|4.41|0.3|-9.42|4.06|3.33|1.0|149.34|0.0|10.0|36.0|-5.96|482.62|0.0|-5.45|1.12e-06|0.000539|3.53e-06|0.0|3.8199999999999997e-10|1.84e-07|-0.0491399999999999|3218.0|8.41|3218.0|-1534.196027|-1534.174077|809.4|385.29|385.29|0.6926800000000001|0.6926800000000001|0.5203|2.3134|-0.18109|0.02195039|-1533.809351|2.9991|616.0|6.2104|6.2104
5d_a40|0.0|0|0.0|1|0|1|0.6049133329999999|1.601200869|-0.005662681|6.167516491000001|0.0418378229999999|-0.1868684619999999|0.007200253|0.2078052269999999|10.31198333|0.029272031|2|-0.259985037|-0.0038660009999999|-0.399968083|0|0.496945486|0.8092726020000001|0.145024458|0.0451110059999999|0.877722972|0.483934049|1|0.754010052|-0.086193996|-0.094277694|0.022027556|-39.55506228|-43.26473143|10.10860823|0.245989948|-0.0377110779999999|-19.85450535|-18.15211073|49.97858532|-17.30589257|0.479931934|346.0207917|-519.1767771000001|511.3769101|-7.94180214|0.188819426|12.09256826|4051.712713|-238.2540642|0.014630084|-285.606135|640.0261471|243.4287716|1.0|0.0|0.0|3.02|0.21|-4.32|4.08|2.25|1.0|74.11|0.0|3.0|20.0|-5.94|287.31|1.0|-3.82|5.9e-05|17.0|0.000152|0.0|4.7600000000000005e-05|0.0137|-0.06796|3.7374|4.61|3.7374|-1276.833831|-1276.817151|473.48|331.74|331.74|0.69613|0.69613|0.4493|7.0422|-0.2164699999999999|0.01667985|-1276.797751|9.2439|19.0|7.7212|7.7212
6b_a40|0.0|0|0.0|1|1|2|0.604892326|1.710647518|-0.014861289|6.401917197|-0.069975812|-0.698480566|-0.003851208|0.0986825569999999|10.30179924|-0.226457281|2|-0.248560671|-0.018582337|-0.630957955|0|0.691778838|0.842573207|0.003163118|-0.307881994|0.90571269|0.6462648870000001|1|0.753431574|-0.107699967|-0.118488624|0.014588568|-72.13527644|-79.36130196|9.771129787|0.246568426|-0.049599889|-53.15460718|-48.31476032|87.29061302|-33.22101012|0.442509019|504.6333458|-1428.503435|4049.386572|-22.2507658|0.1218592019999999|12.51342818|8482.600495|-956.7829293|0.011838681|-506.5422338|1626.736212|618.8882797|1.0|0.0|1.0|4.02|0.21|-5.21|5.67|2.61|2.0|130.16|1.0|5.0|31.0|-5.85|511.42|1.0|-6.18|3.86e-09|1.98e-06|6.55e-07|1.0|6.21e-06|0.00318|-0.09533|3.1026|8.98|3.1026|-3290.775349|-3290.745084|687.2|399.62|399.62|0.69429|0.69429|0.4962|8193.0|-0.21904|0.03026498|-3290.648012|11.3203|0.03|7.5229|7.5229
15_a3|0.0|0|0.0|0|1|1|0.619596467|0.0|-0.006742751|4.727387819|-0.092127078|-0.289938297|-0.006419472|0.126641951|10.33806279|0.021805556|0|-0.325227172|-0.022386155|-0.505519936|3|0.968837995|0.813015336|-0.103599654|0.036380489|0.866559772|0.911346861|1|0.7789088340000001|-0.092342351|-0.107619999|0.007901554|-47.26593592|-55.08588323|4.04445331|0.221091166|-0.037667|-28.19600959|-24.19332693|60.30684851|-19.28005913|0.461565365|398.6887321|-771.2023653|1433.713715|-9.868603355|0.149672503|9.975434973|4617.470007|-394.7441342|0.010200078|-358.6340772|906.9474625|402.781061|1.0|1.0|1.0|4.12|0.24|-5.78|2.21|0.96|0.0|94.29|0.0|2.0|23.0|-7.35|321.4|0.0|-3.02|0.0017|547.0|0.000951|0.0|1.66e-06|0.000535|-0.06319|6.0077|2.33|3.7072|-1328.688126|-1328.665275|553.81|334.44|206.37|0.2843199999999999|0.67902|0.0173|1.9539|-0.22079|0.0228507|-1328.581677|2.3271|25.0|7.6021|7.6021
40_a47|0.0|1|0.0|1|0|0|1.420389717|1.715145925|-0.004181351|4.727387819|-0.0934645509999999|-0.179798097|0.002212256|-0.038143308|10.98214138|0.056362705|1|-0.130213023|-0.147591116|-0.2636225|3|0.63155995|0.836942961|0.018609507|0.090270598|0.900790582|0.607650682|1|0.812233678|-0.060416547|-0.083237511|0.02047837|-32.5926343|-44.90375373|11.04737121|0.1877663219999999|-0.027052191|-24.22401965|-17.58259718|60.97203959|-14.59371996|0.4574577489999999|438.171933|-583.7487984|868.5333132000001|-7.872806386000001|0.426343267|12.98034048|4862.524893|-314.91225539999994|0.029785575|-79.47051169|1017.592517|388.178924|0.0|1.0|1.0|3.07|0.11|-7.08|2.96|1.52|0.0|94.28|0.0|3.0|25.0|-6.78|334.35|1.0|-3.72|0.000546|183.0|0.000192|0.0|8.339999999999999e-08|2.79e-05|-0.05086|4.0176|2.06|3.7236|-1123.174467|-1123.144637|571.5|332.97|308.6|0.67615|0.68492|0.2612|4.7542|-0.20317|0.02983032|-1123.049869|6.5995|4.0|8.4|8.4
12av_a36|0.0|0|0.0|0|2|2|1.297042752|0.0|-0.009925128|5.351858133|-0.081537769|-0.605432791|-0.00233752|-0.021036176|10.96037173|-0.039627578|1|0.1168328169999999|-0.126068378|-0.507136551|1|0.859938421|0.8076780109999999|-0.018133027|-0.067408377|0.8571025990000001|0.817582774|0|0.752447733|-0.082283524|-0.105593135|0.021666882|-57.31621925|-73.55299094|15.09249582|0.247552267|-0.035197712|-51.2347934|-39.92474833|91.5101903|-24.51766365|0.491188387|524.1323793|-1397.506828|2354.591519|-17.07826447|0.328083083|17.64042914|6460.1184140000005|-973.4610746|0.025779468|-239.5042702|2079.880404|757.7532208|0.0|0.0|0.0|4.96|0.17|-6.93|2.38|1.49|0.0|138.06|0.0|7.0|33.0|-7.66|438.48|0.0|-3.64|0.000292|128.0|0.000227|0.0|1.1800000000000001e-07|5.18e-05|-0.05307|4.8408|4.5|3.4402|-1440.988179|-1440.945099|733.21|360.39|256.12|0.43212|0.70455|0.0027|4.7666|-0.19429|0.04308001|-1440.738332|6.1075|39.0|7.4089|7.4089
11_a4|0.0|0|0.0|1|1|1|0.626711769|2.159635561|-0.001098364|5.4161004020000005|0.032861655|-0.056016567|0.011277653|-0.073554945|10.33765061|-0.0043410079999999|1|-0.030003079|-0.0278843589999999|-0.145254541|2|0.6575743310000001|0.820318166|-0.163623353|-0.007574475|0.875868891|0.647727179|1|0.930113409|-0.054262142|-0.06530408|0.009336075|-31.35942689|-37.74083422|5.395547437|0.069886591|-0.023620625|-21.81135655|-18.12338426|44.63993001|-13.65094004|0.480360734|537.5354202000001|-641.5941818|1640.559148|-7.889214068999999|0.243908684|13.18281017|5425.1341090000005|-370.7930613|0.011937709|-296.0029432|848.5670554999999|575.2252237|1.0|1.0|1.0|3.31|0.23|-8.05|4.97|3.15|0.0|111.64|0.0|4.0|27.0|-5.74|372.49|1.0|-4.97|7.27e-06|0.00271|1.06e-05|0.0|8.89e-09|3.31e-06|-0.05582|4907.0|3.2|3.78|-1467.463842|-1467.440475|630.04|328.0|252.67|0.4444|0.65942|0.0403|4187.0|-0.2146699999999999|0.02336674|-1467.255521|5.3012|0.11|6.9586|6.9586
1n_a5|0.0|0|0.0|0|0|0|1.427557749|0.0|-0.007315978|4.59511985|-0.0533837329999999|-0.3365350029999999|0.004367323|-0.150600424|10.94528897|-0.047910067|1|0.004115733|-0.00966135|-0.393928416|2|0.6805709409999999|0.77828693|-0.013686011|-0.087019366|0.8402078140000001|0.656280207|0|0.785210014|-0.082180848|-0.081950989|0.023129277|-47.1725036|-47.04056285|13.27640087|0.214789986|-0.030493391|-27.00168194|-27.07741706|63.57058627|-17.50346525|0.483868192|450.71720610000006|-752.6490056|889.4388375|-10.04713747|0.372248254|15.27080096|5101.31614|-432.02691110000006|0.028797525|-146.6611704|1198.959638|467.1194103|1.0|1.0|1.0|2.88|0.05|-8.07|4.41|1.72|0.0|101.77|0.0|5.0|27.0|-6.41|356.38|1.0|-4.18|5.41e-05|0.0193|6.56e-05|0.0|8.43e-09|3.01e-06|-0.06186|4.3838|4.19|4.3838|-1179.209088|-1179.169527|607.15|282.82|282.82|0.44786|0.44786|0.3789|0.6234|-0.23278|0.03956123|-1179.073189|0.7104|27.0|7.5686|7.5686
12b_a50|0.0|1|0.0|2|1|1|1.397986833|4.058595679|-0.002929899|5.82008293|-0.0016330379999999|-0.125985651|0.01164808|-0.101728189|10.94501743|-0.115659308|2|-0.139522815|-0.168032508|-0.246831987|1|0.699597776|0.804535572|0.009081884|-0.189976035|0.8718949979999999|0.660148928|1|0.925916085|-0.045602469|-0.066155918|0.0214891|-22.92589265|-33.25880166|10.80329197|0.074083915|-0.0237482779999999|-16.72031641|-11.52561607|47.12729492|-11.93905701|0.430791247|465.4891075000001|-465.6232233|1446.231761|-6.002164865|0.4268092529999999|10.05480253|4672.843578|-234.0844297|0.027586169|-73.59089223|812.3355548|388.171611|1.0|1.0|1.0|3.31|0.11|-5.49|2.59|2.02|0.0|94.69|0.0|2.0|24.0|-6.44|313.36|1.0|-3.84|0.000685|215.0|0.000144|0.0|3.22e-06|0.00101|-0.02974|4.7089|2.47|3.9305|-1006.664619|-1006.641541|539.15|315.44|263.3|0.6016199999999999|0.6581|0.0777|4.0567|-0.19425|0.02307802|-1006.550688|5.6617|4.74|5.3242|5.3242
14y_a23|0.0|1|0.0|2|0|0|1.197960595|3.3149940630000003|-0.005875443|5.351858133|-0.022719307|-0.2996475999999999|0.009174505|-0.051539811|10.31321795|-0.031435038|2|0.07646106|-0.069023218|-0.4598871539999999|2|0.719722236|0.802520527|0.137426346|-0.049318182|0.8668730109999999|0.64069202|1|0.925252932|-0.057809342|-0.080613242|0.018804822|-39.9727336|-55.74067298|13.00274534|0.074747068|-0.034303507|-38.54233552|-27.63946733|67.16839951|-23.71943531|0.486730407|639.7735629|-1114.8134599999998|2336.815247|-16.40099384|0.21677451|16.00209862|7320.809595999999|-770.8467102999999|0.016527|-391.6770747|1423.362076|665.6233736|0.0|0.0|1.0|3.41|0.05|-8.57|4.64|3.99|1.0|130.3|0.0|5.0|32.0|-5.8|480.37|0.0|-6.13|1.7e-07|8.18e-05|7.37e-07|0.0|2.6899999999999996e-09|1.29e-06|-0.08374|3.6413|4.73|3.6413|-2549.104894|-2549.091817|713.1|340.49|340.49|0.61338|0.61338|444.0|4.8799|-0.2331599999999999|0.01307741|-2548.953933|6.5205|4.0|8.4225|8.4225
16_a15|-3.726252327|0|0.0|0|0|0|0.300207157|0.0|-0.008593957|0.0|-0.463771194|-0.4898555739999999|-0.009769916|-0.109386268|10.31928197|-0.011969556|0|-0.006331105|-0.046871961|-0.528097878|2|0.787100127|0.729432583|0.080837546|-0.018331526|0.77948108|0.72660548|0|0.723597405|-0.08870471|-0.101500719|0.0070920509999999|-60.63825695|-69.38556779999999|4.848103252|0.276402595|-0.039472502|-47.4317527|-41.45211893|76.07332645|-26.98327637|0.419910645|494.6488764|-1457.096924|3014.308422|-18.44568161|0.131539493|11.720499900000002|6931.531554000001|-996.0668068|0.009783192|-503.7568532|1677.792959|728.353441|1.0|1.0|1.0|3.59|0.08|-9.21|3.37|1.72|0.0|124.45|0.0|6.0|32.0|-6.27|446.52|1.0|-5.21|9.89e-07|0.000442|6.14e-06|0.0|6.1e-10|2.72e-07|-0.04082|4.1731|8.26|4.1295|-1770.509465|-1770.448668|716.79|300.24|297.1|0.6541100000000001|0.66615|0.1409|8.0361|-0.20953|0.06079704|-1770.281427|11.7447|21.0|7.6778|7.6778
25_a47|0.0|1|0.0|1|0|0|1.30432753|1.234859637|-0.010144825|4.727387819|-0.1084905069999999|-0.486951604|-0.003963349|-0.035030495|10.94972207|0.002716049|1|-0.120903298|-0.108691353|-0.545763902|2|0.6553889970000001|0.8462332770000001|-0.077710529|0.004104478|0.906449648|0.622598899|1|0.786958319|-0.073339312|-0.08797211|0.020224271|-44.52300552|-53.40631957|12.27779881|0.213041681|-0.031278972|-32.42203672|-27.0291331|71.17072517|-18.98891362|0.4760601829999999|477.748546|-854.5011131000001|1514.111398|-11.52783528|0.376125772|13.26689626|6236.813862|-518.7525876|0.029261935|-150.4037281|1369.668876|513.2159236|0.0|1.0|1.0|3.26|0.1|-8.01|3.29|3.08|0.0|109.7|0.0|5.0|29.0|-6.3|410.83|1.0|-4.82|1.01e-05|0.00417|1.52e-05|0.0|9.79e-09|4.02e-06|-0.06331|4.8002|4.78|3.9878|-1735.414386|-1735.385814|626.55|310.91|258.29|0.53663|0.68761|0.0702|3.8832|-0.22919|0.0285712999999999|-1735.279715|5.1625|16.0|7.8|7.8
7c_a8|0.0|0|0.0|1|0|0|1.400027586|1.4416758790000002|-0.007509694|4.844187086|-0.025233184|-0.382994379|0.00325576|-0.0450662909999999|10.94670214|-0.118915929|1|0.079425146|-0.047874|-0.328286221|1|0.718994164|0.740795639|0.0092411059999999|-0.196826366|0.795846675|0.6881348629999999|0|0.848923958|-0.080277893|-0.089778346|0.0306012339999999|-50.34151168|-56.2991566|19.18974586|0.151076042|-0.03366688|-35.30467154|-31.56868845|76.40286308|-21.11218373|0.492823119|532.3522286|-1013.384819|2162.326414|-13.23925183|0.373097855|15.18314943|6013.168519|-635.4840877|0.032058696|-159.15828340000002|1616.4960130000002|572.8089095|0.0|1.0|1.0|3.44|0.09|-7.76|4.22|1.82|0.0|112.76|0.0|5.0|30.0|-6.34|398.41|0.0|-4.67|1e-05|0.00399|2.14e-05|0.0|1.73e-08|6.91e-06|-0.07472|4.6061|5.01|3.1406|-1331.8206369999998|-1331.793312|662.05|394.78|269.17|0.62361|0.70321|0.1779|12.0073|-0.20658|0.02732536|-1331.625743|15.7056|18.59|4.7307|4.7307
4b_a49|0.0|0|0.0|1|1|1|1.343847828|2.075628989|-0.0074627159999999|5.4161004020000005|-0.077626337|-0.402986655|0.001769804|-0.033486358|10.92776533|0.02907541|1|-0.10158752|-0.0563571629999999|-0.390006034|2|0.720824193|0.798826417|0.005818676|0.049923437|0.852400617|0.6967593559999999|1|0.7581492670000001|-0.091725536|-0.090284437|0.0241270029999999|-56.45224362|-55.5653235|14.84890147|0.241850733|-0.030696709|-34.19753462|-34.74338731|71.2971749|-18.89220999|0.477868186|466.6010051|-944.6104994|1701.832352|-11.62716177|0.354669161|14.53457293|6025.790417|-581.3580885|0.02556165|-178.8869784|1463.761596|600.3287567000001|1.0|1.0|1.0|3.37|0.22|-7.05|3.71|1.66|0.0|112.36|0.0|6.0|30.0|-7.12|400.43|1.0|-3.88|0.000155|62.0|0.000132|0.0|8.91e-08|3.570000000000001e-05|-0.06731|4.6422|3.56|3.7413|-1333.063439|-1333.026419|664.86|331.39|267.08|0.4151899999999999|0.68242|0.0615|1.8265|-0.22366|0.03702033|-1332.8586269999998|2.2306|79.0|7.1024|7.1024
12_a47|0.0|1|0.0|0|0|0|1.304330736|0.0|-0.005522244|4.59511985|-0.078935336|-0.209845277|-0.0047488359999999|-0.018573056|10.95005729|0.0295267039999999|1|0.003417588|-0.006318684|-0.326846977|2|0.6505449670000001|0.8288334490000001|0.055943216|0.050943962|0.90246604|0.618808977|1|0.7840710409999999|-0.084846808|-0.091853238|0.018014416|-44.18983348|-47.83891561|9.382250925|0.2159289589999999|-0.034116917|-24.91541818|-23.01490672|61.09751253|-17.76874008|0.4792593739999999|408.3591283|-621.9059029|702.3796319|-9.25429818|0.319276179|13.52358352|4816.005822|-323.9004363|0.025457205|-188.2488142|913.5950352|335.1175012|1.0|1.0|1.0|2.73|0.0|-8.11|4.19|2.6|0.0|91.63|0.0|3.0|24.0|-5.94|339.75|1.0|-4.56|3.11e-05|0.0106|2.77e-05|0.0|7.69e-09|2.61e-06|-0.0623|4.2907|3.01|3.9538|-1488.101254|-1488.064043|537.79|313.58|288.96|0.66387|0.68557|0.2241|2.1019|-0.2256|0.03721125|-1488.024564|3.5884|6.0|8.2|8.2
