molecula|NaaNH|n9FaHRing|n9FaRing|SaaNH|SssssC|NaasN|SRW09|nAHRing|nARing|BCUTs-1|SaasN|MATS2c|SRW07|n6HRing|ATSC1c|AATSC1are|MATS8i|n5aRing|AATSC1pe|MATS1i|AATSC1i|MATS1c|MATS8d|SIC2|GATS1pe|nFaHRing|FNSA3|FNSA5|PNSA3|PNSA5|RPSA|TPSA_x|WNSA5|RPCS|FNSA2|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|PNSA2|MOMI-Z|FPSA1|GeomRadius|GeomDiameter|PPSA1|WNSA2|DPSA4|DPSA1|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w MLOGP|Leadlikeness|Log S (Ali)|Heavy atom count|Molecular Mass|Egan filter|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Lowest Unoccupied Molecular Orbital Energy|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|IC50|pIC50|pIC50
3l_a32|1|1|1|3.672194822|0.0|0|7.773594467000001|0|1|0.609420748|0.0|-0.003342759|5.733341277|0|-0.270019992|0.0016954029999999|-0.09393062|3|0.002942329|-0.04980249|-0.087213805|-0.524711546|-0.184582641|0.7973741999999999|0.776480242|1|-0.069304303|-0.088417589|-40.30321333|-51.41835077|0.114441512|66.55229892|-29.90181954|0.0|-1.326263838|58.10243176|-16.76685351|47.42414825|0.453630671|2453.759435|514.9875423000001|-771.2752615|2415.340446|0.211763281|6.414825717|11.74082324|123.148785|-448.5272931|21.27134288|-335.2422712|565.7000781|6.6840809960000005|1.0|0.0|1.0|1.0|1.0|1.0|3.58|0.35|-7.5|7.34|2.64|2.0|-7.6|26.0|380.53|1.0|5.04|2.52e-08|9.7e-07|5.51|0.0|0.0|3.16e-08|-0.0529799999999999|4.21|3.5319|-1789.475625|-1789.4501510000002|629.26|1062.47|351.04|0.2876|351.04|468.81|0.70282|0.70282|0.2876|-0.14664|3.3955|-0.19962|0.02547484|-1789.298086|12.0|7.9208|7.9208
11_a47|0|0|0|0.0|0.0|0|0.0|0|0|1.381898438|0.0|0.035230036|0.0|3|-0.427212659|-0.007419345|0.081235787|0|-0.00580273|-0.038723054|-0.079543257|-0.451384505|0.07716247|0.770028429|0.686454722|1|-0.08164597|-0.096486559|-50.01659041|-59.10798423|0.203136607|124.4421556|-36.20974614|1.882633323|-1.833244617|66.9895812|-22.02062158|55.20085753|0.4686568239999999|2842.168734|488.1611434|-1123.0517|2201.328597|0.183391205|5.966142027|11.22841564|112.34605729999998|-687.9851765999999|26.96593732|-387.9111844|670.2339441|7.881596968999999|1.0|1.0|0.0|1.0|1.0|2.0|3.28|0.04|-10.55|5.58|3.0|2.0|-6.29|32.0|422.45|1.0|4.69|5.110000000000001e-07|9.32e-07|5.06|0.0|0.0|2.81e-11|-0.05094|4.84|3.7253|-1396.184699|-1396.145101|654.49|1146.42|332.82|0.2321|332.82|549.52|0.6915399999999999|0.6915399999999999|0.2321|-0.1546|2.9142|-0.20554|0.03959805|-1395.980918|0.04|7.4|7.4
19h_a38|1|0|0|3.2723542610000003|0.0|0|7.412764017000001|2|2|1.297044177|0.0|-0.088176988|5.351858133|2|-0.420209249|-0.002526241|-0.043452674|1|-0.000673716|-0.101303149|-0.217394466|-0.420225236|-0.121374121|0.8741648479999999|0.698414933|0|-0.082211319|-0.109986804|-48.43313101|-64.79649453|0.225371198|132.7728693|-38.17354026|0.0|-1.979762478|76.70128100000001|-23.32673803|60.94327866|0.47459722|2774.611523|456.3568442|-1166.336902|1839.424968|0.24620669|6.820483788|12.98143834|145.047677|-687.1237247|30.94580137|-299.0343596|595.8790650000001|11.90478646|1.0|1.0|1.0|1.0|1.0|3.0|4.8|0.14|-6.86|3.13|2.4|1.0|-4.14|30.0|401.44|0.0|2.66|7.209999999999999e-05|6.77e-05|2.78|0.0|0.0|1.4e-07|-0.05708|3.41|3.5358|-1332.187847|-1332.1538779999998|626.65|1092.17|350.65|0.2355|331.65|452.01|0.68472|0.69012|88.0|-0.1467099999999999|6.9749|-0.20379|0.03396934|-1331.999352|9.0|8.0348|8.0348
12p_a30|0|0|0|0.0|0.0|0|7.412764017000001|2|2|0.604984421|0.0|0.038440292|5.351858133|2|-0.3550576729999999|0.005613018|0.000321545|1|0.005965451|-0.053644471|-0.09353607|-0.456474815|-0.2210072669999999|0.8371763179999999|0.7991060659999999|0|-0.074356395|-0.094870978|-47.54197452|-60.65858419|0.156618406|100.1386407|-38.78387161|0.0|-1.897419563|68.98315679|-23.33022469|57.20168999|0.469983155|2783.628159|539.2411292|-1213.171684|2326.5244390000003|0.180044528|7.392482526|13.94763694|115.116829|-775.6774321|28.4530386|-409.146112|686.039456|8.3245726|1.0|0.0|1.0|1.0|0.0|1.0|4.76|0.17|-7.01|4.35|3.04|2.0|-5.66|30.0|412.51|0.0|2.91|2.21e-06|7.05e-06|4.23|0.0|0.0|9.75e-08|-0.05169|4.14|3.4955|-1615.094336|-1615.0623480000002|685.08|1167.16|354.69|0.1768|238.79|526.91|0.33929|0.68561|0.1527|-0.14823|4.0456|-0.19992|0.03198743|-1614.890598|17.0|7.7721|7.7721
13d_a5 (GW788388)|1|0|0|2.945204608|0.0|0|6.605297921|1|1|1.236844097|0.0|-0.0959854909999999|4.59511985|3|-0.33442223|0.002956745|-0.086484275|1|0.003668464|-0.010147323|-0.016337128|-0.3706975529999999|0.047169811|0.834800344|0.71006207|0|-0.086824482|-0.0844793|-57.42492153|-55.87383979|0.2258962769999999|149.40573999999998|-36.95444874|44.69922692|-1.605106706|70.45205183|-19.30187193|67.0626077|0.488398052|2834.036315|511.985152|-1061.602956|1377.863026|0.330817879|8.077599766|15.788837|218.7999323|-702.1345259999999|28.84397435|-223.7910275|723.0631751|14.57821204|0.0|1.0|1.0|1.0|1.0|2.0|3.21|0.2|-8.84|4.56|1.37|1.0|-4.35|32.0|425.48|0.0|3.11|4.429999999999999e-05|4.5e-05|2.75|0.0|0.0|1.45e-09|-0.05542|3.81|4.1706|-1390.589662|-1390.548362|707.09|1206.73|297.28|0.5251|269.0|532.01|0.42515|0.48848|0.1549|-0.17299|2.4867|-0.22841|0.04130059|-1390.355751|18.0|7.7447|7.7447
12w_a36|1|0|0|3.3131307480000003|-4.750262163|0|7.412764017000001|2|2|1.24014105|0.0|0.081390556|5.351858133|2|-0.917874106|-0.011700732|-0.041402825|1|-0.007897954|-0.1187503719999999|-0.3344729369999999|-0.604676196|-0.016393443|0.8792981679999999|0.624142499|0|-0.086826396|-0.111267166|-62.34080876|-79.88912835|0.171636756|123.23411609999998|-57.35989379|0.780959767|-2.225343322|99.51883498|-29.58856606|77.49366829|0.4672300679999999|3230.870697|594.7596206000001|-1597.782567|2602.5207|0.29463721|8.365472166|15.701847400000002|211.5476713|-1147.197876|41.94801097|-294.8983941|672.4630346|19.62970663|1.0|0.0|1.0|1.0|0.0|2.0|4.82|0.17|-7.14|3.31|2.04|2.0|-5.2|34.0|465.43|0.0|2.65|6.26e-06|8.6e-06|3.86|0.0|0.0|7.24e-08|-0.05326|4.86|3.8881|-1645.202839|-1645.169951|712.88|1198.72|318.88|0.4508|318.88|552.55|0.69466|0.69466|0.4508|-0.15708|5043.0|-0.21034|0.0328886|-1645.017691|23.0|7.6383|7.6383
4_a38 (LY-2157299)|0|0|0|0.0|0.0|1|7.535296702|1|1|1.343847059|2.0959524330000003|0.050460026|5.4161004020000005|2|-0.325515636|0.002865697|-0.159241692|1|0.003107816|0.028964355|0.0481706809999999|-0.463575124|-0.032369326|0.868207983|0.6848692759999999|1|-0.092570349|-0.089446059|-52.90108631|-51.11565158|0.2456862269999999|140.40206619999998|-29.21101111|71.22674185|-1.520583011|58.99645489|-18.48863993|60.00582329|0.487041509|2501.945802|431.0669496|-868.9660769|1686.693134|0.213882939|6.54753874|12.76426621|122.2274724|-496.5871888|23.51893991|-327.0140711|542.7276591|7.880803302999999|0.0|1.0|1.0|1.0|1.0|1.0|3.27|0.18|-7.13|3.69|1.84|1.0|-3.85|28.0|369.42|0.0|2.81|0.0001409999999999|0.000102|2.39|0.0|0.0|7.45e-08|-0.06|3.95|3.78|-1198.683473|-1198.64695|617.61|1048.31|327.69|0.2|266.68|449.44|0.4|0.68|0.06|-0.16|5.9043|-0.22|0.03652312|-1198.49738|69.0|7.1586|7.1586
47t_a18|0|0|0|0.0|0.0|0|7.03438793|1|1|1.25117758|0.0|0.1115820769999999|4.844187086|0|-0.756664598|-0.006573438|-0.011641394|0|-0.004985656|-0.068787175|-0.104274108|-0.600890268|-0.074774521|0.796935152|0.688453085|0|-0.119202068|-0.103295568|-79.78154029|-69.13537385|0.32796681|219.5070758|-46.27207168|78.43695402|-2.272502492|80.00407742|-27.16032544|89.19655162|0.49779009|2872.533415|449.789539|-1520.978225|1326.524873|0.195468477|8.780037801|17.48280476|130.8263901|-1017.985577|33.75918118|-407.6438346000001|747.6927426|10.86870356|0.0|0.0|0.0|1.0|0.0|3.0|3.86|0.15|-7.51|2.6|1.64|2.0|-5.58|33.0|441.48|0.0|2.15|2.65e-06|1.7100000000000002e-05|3.57|0.0|0.0|3.09e-08|-0.06822|9.4|3.1164|-1470.873743|-1470.836067|703.76|1218.95|397.84|0.5502|397.84|601.36|0.6895100000000001|0.6895100000000001|0.5502|-0.12692|7.7656|-0.19514|0.03767603|-1470.593659|782.0|6.1068|6.1068
12o_a30|0|0|0|0.0|0.0|0|7.412764017000001|2|2|0.604984133|0.0|0.036331447|5.351858133|2|-0.364378536|0.00372838|0.019094532|1|0.003603419|-0.051371057|-0.090173435|-0.465857798|-0.149451598|0.870930234|0.7463962120000001|0|-0.076908942|-0.0975052409999999|-49.48891079|-62.74209511|0.1556551169999999|100.1600333|-40.37291185|0.0|-1.852599578|71.87393121|-24.32856749|59.43716284|0.46964626|2860.371518|543.3140456|-1192.099807|2476.50603|0.186865502|7.400912529|13.95467208|120.2431068|-767.0853252|29.91948755|-402.9878652|652.8825454|9.131836103|1.0|0.0|1.0|1.0|0.0|1.0|4.63|0.14|-7.22|4.47|3.31|2.0|-5.93|30.0|432.93|0.0|3.11|1.19e-06|3.61e-06|4.49|0.0|0.0|6.03e-08|-0.05085|4.45|3.4817|-2035.37262|-2035.338699|687.92|1162.63|356.1|0.1967|238.73|528.25|0.3493699999999999|0.6854399999999999|149.0|-0.1478799999999999|5559.0|-0.19873|0.03392126|-2035.199757|16.0|7.8097|7.8097
18_a47|1|1|1|2.969619451|0.0|0|6.605297921|0|0|1.414391819|0.0|-0.141396999|4.59511985|3|-0.2342475789999999|0.0008454789999999|0.018164141|1|0.0015586929999999|-0.02470455|-0.053119347|-0.322800033|-0.027351545|0.851462739|0.630969651|1|-0.078937385|-0.084415066|-49.44908758|-52.88049505|0.222175975|139.1786571|-33.12615721|3.684585007|-1.5194711930000002|63.72933669|-19.03697822|58.68383399|0.432077184|2800.3745940000003|487.2556678|-951.8489108|2184.962887|0.267251553|7.018342267|12.35791568|167.41554630000002|-596.2708299|25.98023687|-291.6032324|628.5247532999999|10.84884165|1.0|1.0|0.0|1.0|1.0|2.0|3.47|0.08|-10.36|5.53|2.63|2.0|-5.5|31.0|410.45|1.0|4.16|3.13e-06|4.29e-06|4.13|0.0|0.0|4.34e-11|-0.04964|3.32|4.2222|-1354.221126|-1354.180815|652.12|1130.76|293.65|0.4335|290.58|487.81|0.4659|0.63359|0.0516|-0.17349|3.4464|-0.22313|0.04031146|-1354.037606|3.0|8.6|8.6
21_a47|0|1|1|0.0|0.0|1|6.86171134|0|0|1.408713027|1.2247108|0.072733799|4.727387819|2|-0.511216716|-0.006808306|-0.004063946|1|-0.004332497|-0.1049885469999999|-0.277479519|-0.5406500129999999|0.0927058819999999|0.8856299320000001|0.591185263|1|-0.082614966|-0.095249919|-46.63227351|-53.76411184|0.29417845|166.049938|-30.34731959|47.95893876|-1.5239986980000002|70.10126935|-19.11612865|59.46768095|0.463113582|2691.697803|398.4031618|-860.2257893999999|1402.202743|0.355154704|7.071346534|13.17102891|200.4681737|-485.55711339999993|29.64451905|-163.5167523|482.9384172|16.33715751|0.0|1.0|1.0|1.0|1.0|2.0|3.29|0.1|-7.7|2.94|2.97|1.0|-4.44|29.0|394.38|0.0|3.43|3.6e-05|4.84e-05|3.0|0.0|0.0|1.98e-08|-0.06339|4.43|3917.0|-1375.061089|-1375.028093|583.37|1014.33|316.53|0.2249|316.53|441.93|0.68296|0.68296|0.2249|-0.16158|3.6767|-0.2249699999999999|0.03299607|-1374.914223|5.0|8.3|8.3
8b_a50|1|1|1|3.1324050960000003|0.0|1|7.860570786|1|1|1.398299046|2.021915391|-0.115740384|5.777652323|1|-0.1812055289999999|0.006841944|-0.009441452|2|0.007057361|-0.065440141|-0.116174481|-0.332085641|-0.031953774|0.8836675340000001|0.71043578|1|-0.072629787|-0.078068703|-34.79187329|-37.39727879|0.154650918|74.08248511|-17.91443197|0.0|-1.092961836|49.02840043|-14.54338619|45.09730487|0.428882006|2143.807599|404.9478761|-523.561903|1401.458274|0.328290204|5.292277178|9.26652151|157.2609748|-250.8020475|21.65129387|-164.5084115|339.5806858|11.63112165|1.0|1.0|0.0|1.0|1.0|1.0|3.21|0.06|-5.94|3.14|1.79|0.0|-3.44|23.0|299.33|0.0|2.51|0.000359|0.000154|2.55|0.0|0.0|1.16e-06|-0.02903|2.11|4.1804|-967.3527447|-967.3160428|515.81|857.53|296.58|0.1717|273.96|353.17|0.5533|0.59283|121.0|-0.1724099999999999|3.8213|-0.20144|0.036701907|-967.258772|68.0|7.1675|7.1675
18_a20|1|0|0|3.463603867|0.0|0|6.842683282|0|0|1.400923654|0.0|0.1160337319999999|4.727387819|2|-0.5039851160000001|-0.005614194|-0.011236836|1|-0.004071701|0.001996439|0.003282792|-0.597167441|-0.090732503|0.8162774979999999|0.778639593|1|-0.0927760219999999|-0.095227339|-61.73239771|-63.36348363|0.23863824|158.7879106|-42.1615378|82.70867776|-1.904546783|72.31812218|-23.91074854|68.92770059|0.483668611|2809.844943|506.6038164|-1267.269673|1822.210286|0.1890889589999999|8.011174137000001|15.51556677|125.81822920000002|-843.230756|29.4862782|-413.7552685|712.1606951|8.954638548|1.0|1.0|1.0|1.0|1.0|2.0|3.48|0.08|-10.0|5.54|2.06|2.0|-5.59|32.0|419.48|0.0|3.78|2.54e-06|6.91e-06|3.85|0.0|0.0|9.93e-11|-0.05604|5.35|3.5355|-1352.364724|-1352.32685|703.24|1204.88|350.69|0.2991|207.41|531.11|0.31154|0.6953699999999999|0.2011|-0.14685|5.3978|-0.20289|0.03787435|-1352.135304|34.0|7.4685|7.4685
12b_a40|0|0|0|0.0|0.0|1|7.515889085|0|0|0.604989475|1.713497417|0.084915315|5.4161004020000005|0|-0.158107422|0.00779293|0.107454819|2|0.004452418|0.023952313|0.038336814|-0.513870527|-0.227384615|0.7818091140000001|0.522580798|1|-0.065048707|-0.074921647|-37.05091872|-42.67442006|0.044352844|25.26281742|-24.3068084|48.17000329|-1.048903063|48.54667776|-19.27231874|43.22826564|0.494842289|2462.878448|544.3244990000001|-597.4418808999999|860.5059425000001|0.143170283|8.132984007000001|16.09989085|81.54797734|-340.29531769999994|22.49258909|-406.4913617|370.3261123|5.872257692000001|0.0|0.0|1.0|1.0|0.0|0.0|3.26|0.0|-8.39|6.58|5.07|2.0|-7.71|24.0|415.12|1.0|5.79|1.95e-08|7.82e-08|6.68|0.0|1.0|4.08e-09|-0.08279|6.27|3407.0|-3016.999329|-3016.9868100000003|576.38|960.94|363.91|306.0|363.91|490.5|0.69476|0.69476|306.0|-0.14267|4.5528|-0.22546|0.01251873|-3016.980996|0.04|7.3979|7.3979
14o_a23|0|1|1|0.0|-4.758526534|2|7.423568444|0|0|1.197958066|3.133942289|0.18835477|5.351858133|2|-0.807407518|-0.002390707|-0.029012777|2|-0.0004039459999999|-0.0962526|-0.2952674819999999|-0.653629157|-0.072078004|0.861597051|0.575188253|1|-0.072435569|-0.094138958|-51.49843925|-66.92857564|0.0959220569999999|68.19627862|-47.58321438|0.8929505459999999|-2.165196042|80.64694246|-30.18347529|64.33441296|0.48945652|3399.6213840000005|642.7588542000001|-1539.35724|2297.392496|0.199698446|9.016411722|17.66041891|141.97663490000002|-1094.413931|37.71512766|-427.001863|676.4530574|13.71836682|0.0|0.0|1.0|0.0|1.0|1.0|3.55|0.09|-7.95|3.97|3.04|2.0|-6.89|35.0|495.48|1.0|4.31|1.29e-07|1e-06|4.76|0.0|0.0|1.12e-08|-0.08059|5.17|3.6989|-2042.184285|-2042.161288|729.11|1236.72|335.19|385.0|335.19|582.89|0.58581|0.58581|385.0|-0.1517|5.9294|-0.23229|0.02299729|-2042.000938|3.0|8.4815|8.4815
EW7203_a60|0|0|0|0.0|0.0|0|7.412764017000001|2|2|0.604984431|0.0|0.025672274|5.351858133|2|-0.377182982|0.003099827|0.03824498|1|0.0036417359999999|-0.049287858|-0.090115975|-0.458129101|-0.089945913|0.8839272779999999|0.760234689|0|-0.076068195|-0.096226348|-49.19385637|-62.23028092|0.113924842|73.67602619|-40.24477665|0.0|-1.828300603|73.82739839|-23.64750675|62.22940284|0.497298165|2913.880231|573.0312689|-1182.375337|1660.077477|0.233162923|8.310125852|16.53092404|150.7881632|-764.6507562999999|30.83771958|-345.1309687|666.0036144999999|11.59711747|1.0|0.0|1.0|1.0|1.0|2.0|4.75|0.13|-6.7|3.87|2.17|2.0|-5.74|31.0|425.51|0.0|3.09|1.81e-06|1.53e-05|3.59|0.0|0.0|2e-07|-0.06188|3.64|3.5192|-1668.025575|-1667.993536|678.83|1166.44|352.3|0.2385|247.15|546.85|0.40883|0.69857|0.0448|-0.1446599999999999|1.7676|-0.20654|0.03203878|-1667.848192|9.0|8.0334|8.0334
8c_a32|1|1|1|3.46252244|0.0|0|7.765993078999999|0|0|0.609420757|0.0|0.080016722|5.733341277|0|-0.459589251|-0.003484915|-0.026048985|3|-0.001662219|-0.0852122769999999|-0.1534110109999999|-0.578242111|-0.11492754|0.8966299409999999|0.7507116140000001|1|-0.076876481|-0.097480366|-46.47597924|-58.93213925|0.198252488|119.85432240000002|-35.6276568|78.19443734|-1.267244762|74.36515033|-16.654735000000002|56.29419869|0.447542891|2571.62241|484.6996147|-766.1178102000001|3038.837633|0.399315117|7.079719717000001|12.81496717|241.4075262|-463.1595384|27.72624296|-121.7388847|557.1050635|15.43301109|1.0|1.0|1.0|1.0|1.0|2.0|3.46|0.26|-7.65|6.49|1.1|1.0|-5.82|27.0|397.52|1.0|3.56|1.5e-06|4.11e-05|3.21|0.0|0.0|2.23e-08|-0.04161|4.28|3.5673|-1880.764533|-1880.733377|646.97|1090.0|347.56|0.3272|347.56|516.78|0.70135|0.70135|0.3272|-0.14712|8.4922|-0.18873|0.03115673|-1880.597039|37.0|7.4318|7.4318
12aq_a36|1|0|0|3.427017327|0.0|0|7.412764017000001|2|2|1.297043497|0.0|0.0332421529999999|5.351858133|2|-0.674732412|-0.006653538|-0.1031859869999999|1|-0.004569485|-0.052743904|-0.090926893|-0.5356623070000001|-0.047695595|0.89459881|0.849217847|0|-0.1093001919999999|-0.122078233|-73.0277723|-81.56528598|0.318529388|212.8220574|-54.49698711|112.415579|-2.319486422|95.39676382|-28.69889692|87.31909781|0.426481765|2932.54604|455.31741460000006|-1549.740434|2906.024504|0.238023252|8.596645087999999|14.98931431|159.03272990000002|-1035.442755|37.66374367|-350.0740123|689.2886595|13.83147784|0.0|0.0|0.0|1.0|0.0|3.0|4.83|0.13|-6.14|1.92|1.28|1.0|-3.52|32.0|424.46|0.0|1.15|0.000304|0.000359|1.55|0.0|0.0|7.19e-07|-0.06059|3.88|3.3759|-1401.669694|-1401.637414|703.04|1190.22|367.26|0.4988|317.51|534.96|0.6933199999999999|0.7058300000000001|0.0059|-0.13908|6.7649|-0.19967|0.03228003|-1401.452487|55.0|7.2596|7.2596
9i_a40|0|0|0|0.0|0.0|1|7.515889085|0|0|0.604992808|1.841293462|0.074116257|5.4161004020000005|0|-0.279092262|0.004532692|0.201624407|2|0.004019925|0.105172175|0.187399127|-0.542471361|-0.28972973|0.824009442|0.7947633409999999|1|-0.092881258|-0.088485615|-46.80087537|-44.58600513|0.169019238|85.16517222|-22.46593254|62.68854553|-1.327284222|49.81256531|-18.57750214|52.34891159|0.477626156|2056.370683|418.7133986|-668.7900768999999|335.9672843|0.140977546|7.700852478|14.74203307|71.03556427|-336.98898810000003|21.62632891|-361.8074422|351.4600612|5.226560183|1.0|1.0|1.0|1.0|1.0|1.0|3.25|0.06|-6.03|3.84|2.99|1.0|-5.32|22.0|306.38|0.0|3.52|4.79e-06|1.97e-05|3.85|0.0|0.0|9.31e-07|-0.05989|3.2|2.8936|-1273.334714|-1273.31399|534.44|883.84|428.48|0.5012|284.3|417.75|0.56118|0.70339|0.3362|-0.11967|2.0895|-0.17956|0.02072395|-1273.217301|1.25|5.9031|5.9031
35_a18|0|0|0|0.0|0.0|0|7.03438793|2|2|1.251175948|0.0|0.068150325|4.844187086|1|-0.44784362|-7.44e-05|0.027469086|0|0.00113101|-0.078001173|-0.117857059|-0.5009599889999999|-0.017913121|0.774007861|0.7277482059999999|0|-0.081822342|-0.084219749|-60.302584200000005|-62.06945887|0.199234055|146.8343246|-45.74482543|74.92670772|-2.273933228|67.9315105|-24.64522632|66.82777970000001|0.465531336|3038.429834|590.1597827|-1675.875389|1761.858479|0.125426193|9.184536969|17.18442554|92.43836482|-1235.110287|28.17969862|-552.1173777|1056.535856|5.862051629|1.0|1.0|0.0|1.0|1.0|3.0|4.3|0.3|-9.55|4.13|3.33|3.0|-6.06|36.0|480.6|0.0|3.07|8.629999999999999e-07|2.96e-06|4.55|0.0|0.0|2.81e-10|-0.04879|8.09|3.2146|-1533.002975|-1532.976969|796.47|1400.62|385.69|0.4981|385.69|657.07|0.69279|0.69279|0.4981|-132.0|2.0432|-0.18079|0.02600607|-1532.627182|24.0|7.6198|7.6198
19j_a38|1|0|0|3.235947106|0.0|0|7.412764017000001|2|2|1.29704352|0.0|-0.089207643|5.351858133|2|-0.438688445|-0.004442319|0.003554228|1|-0.002443797|-0.09493054|-0.20848518|-0.42133715|-0.060360554|0.908721232|0.6885713729999999|0|-0.0844479869999999|-0.108006563|-57.80349365|-73.92901683|0.192823617|131.9851314|-50.60340201|29.18585028|-1.944118135|90.05233553|-26.09259418|74.95583121|0.408533267|2969.234865|552.5012068|-1330.722303|3109.238056|0.285630155|7.506210369|12.69084117|195.5099392|-910.8612362|36.5253298|-293.4664598|640.025745|16.123318700000002|1.0|0.0|1.0|1.0|1.0|3.0|4.81|0.13|-6.92|3.17|1.76|1.0|-4.35|32.0|426.45|0.0|2.44|4.46e-05|7.55e-05|2.5|0.0|0.0|1.2099999999999998e-07|-0.06447|3.23|3.6886|-1424.426858|-1424.390074|686.26|1163.3|336.13|354.0|205.41|533.97|0.30419|0.69435|0.2625|-0.15182|10.8124|-0.21629|0.03678378|-1424.24494|8.0|8.1146|8.1146
12at_a36|1|0|0|3.4361495580000003|0.0|0|7.412764017000001|2|2|1.297042863|0.0|-0.04229234|5.351858133|2|-0.653190113|-0.001148437|-0.076129505|1|0.000906224|-0.136151085|-0.227404687|-0.48127276|-0.063825255|0.890810337|0.7767870459999999|0|-0.084721769|-0.110637955|-58.66704838|-76.61315774|0.248143308|171.8311073|-53.05210062|80.75773169|-2.102121151|95.60375457|-25.99374995|79.10595873|0.49342323|3041.832389|520.6361161|-1455.649997|2388.600265|0.325557803|8.837213274|17.44496351|225.4381077|-1007.989912|38.54110857|-241.591008|735.3783268|18.99059683|1.0|0.0|0.0|1.0|0.0|2.0|4.9|0.17|-6.62|2.7|1.89|1.0|-4.18|33.0|439.47|0.0|1.76|6.579999999999999e-05|8.36e-05|2.53|0.0|0.0|2.42e-07|-0.05703|4.5|3.8408|-1460.833958|-1460.797444|733.29|1238.61|322.81|0.4765|263.05|589.75|0.42968|0.6802600000000001|0.2076|-0.15607|6.4676|-0.2131|0.03651452|-1460.61293|78.0|7.1079|7.1079
9_a1|1|0|0|3.358585365|0.0|0|6.86171134|0|0|1.432397289|0.0|0.020428974|4.727387819|1|-0.282769361|-0.00314411|-0.079063236|1|-0.0018191779999999|-0.044035724|-0.093062585|-0.483335578|0.02778394|0.7964939409999999|0.572272366|0|-0.080888063|-0.085722429|-46.63553015|-49.42275468|0.244723542|141.093898|-28.49439431|0.0|-1.371558857|57.60218193|-18.38986221|53.13133578|0.452572261|2387.143654|435.4501351|-790.7640749|1739.0376789999998|0.2183102569999999|7.61577077|13.91191974|125.865476|-455.910309|23.52578164|-324.81308110000003|472.9447227|8.17942725|1.0|1.0|1.0|1.0|1.0|1.0|2.78|0.05|-8.98|5.86|2.74|2.0|-4.68|27.0|357.38|0.0|4.12|2.07e-05|1.62e-05|3.76|0.0|0.0|1.04e-09|-0.07602|5.6|3343.0|-1187.226314|-1187.193365|600.6|1007.04|370.88|0.5409|370.88|487.19|0.70296|0.70296|0.5409|-0.13413|4.1623|-0.21015|0.03294951|-1187.065335|6.0|5.2218|5.2218
12h_a40|0|0|0|0.0|0.0|1|7.515889085|0|0|0.60499064|1.760542171|0.104392974|5.4161004020000005|0|-0.289603712|-0.000134504|0.189869851|2|-0.002126898|0.127299624|0.224167029|-0.556229094|-0.335801908|0.845904643|0.6948809659999999|1|-0.0954337969999999|-0.091448888|-50.45378559|-48.34705035|0.160518251|84.86252967|-25.56004046|59.68939644|-1.280284432|54.9311782|-20.51086984|56.64687411|0.4958138139999999|2270.834041|443.8158546|-676.8587047999999|603.6697997|0.155991416|7.989299324|15.84593062|82.46928995|-357.8405665|24.30173133|-363.7398044|350.9435025|6.584127851|1.0|0.0|1.0|1.0|1.0|1.0|3.19|0.0|-6.84|4.59|3.76|2.0|-6.25|23.0|361.25|0.0|4.22|5.58e-07|2.61e-06|4.75|0.0|0.0|1.44e-07|-0.07512|4.14|2.6436|-2153.207198|-2153.186757|548.82|910.77|469.0|0.3985|298.7|435.95|0.6503899999999999|0.7041|0.3693|-0.1092|2.5573|-0.18432|0.02044063|-2153.123274|823.0|6.0846|6.0846
