molecula|NaaNH|n9FaHRing|n9FaRing|SaaNH|SssssC|NaasN|SRW09|nAHRing|nARing|BCUTs-1|SaasN|MATS2c|SRW07|n6HRing|ATSC1c|AATSC1are|MATS8i|n5aRing|AATSC1pe|MATS1i|AATSC1i|MATS1c|MATS8d|SIC2|GATS1pe|nFaHRing|FNSA3|FNSA5|PNSA3|PNSA5|RPSA|TPSA_x|WNSA5|RPCS|FNSA2|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|PNSA2|MOMI-Z|FPSA1|GeomRadius|GeomDiameter|PPSA1|WNSA2|DPSA4|DPSA1|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w MLOGP|Leadlikeness|Log S (Ali)|Heavy atom count|Molecular Mass|Egan filter|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Lowest Unoccupied Molecular Orbital Energy|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|IC50|pIC50|pIC50
2_a27|0|0|0|0.0|0.0|2|6.605297921|0|0|1.402655014|3.250529415|0.09890645|4.59511985|2|-0.276758209|0.009338889|0.11675125|1|0.00988756|-0.21066171|-0.361571905|-0.475677812|0.027777778|0.8585302370000001|0.60904903|1|-0.058444848|-0.081513931|-29.42169804|-41.03489597|0.153130039|77.08713259|-20.65736087|53.58106492|-1.141195033|52.43208086|-14.73047548|39.39404027|0.4424192289999999|2210.487938|426.3224749|-574.4885436000001|1270.627585|0.331537817|5.312170441|9.527176544|166.89932209999998|-289.2030522|22.03636323|-169.6109632|373.9912084|11.39718489|0.0|0.0|1.0|0.0|1.0|0.0|2.9|0.11|-5.84|2.43|2.42|0.0|-3.19|24.0|317.34|0.0|2.52|0.000644|0.0002009999999999|2.18|0.0|0.0|1.45e-06|-0.04933|4.32|4.1624|-1043.821085|-1043.7984|538.57|906.48|297.87|0.3217|297.87|420.7|0.55857|0.55857|0.3217|-0.16769|4.7049|-0.21702|0.02268519|-1043.715364|13.0|7.8861|7.8861
3k_a32|1|1|1|3.644417045|0.0|0|7.97831097|0|1|0.609420759|0.0|-0.001009768|5.973809612|0|-0.270019022|0.001221534|-0.0902541999999999|3|0.002509816|-0.050938823|-0.090775221|-0.5265375529999999|-0.129124455|0.8306695270000001|0.7681279190000001|1|-0.0711378679999999|-0.090839907|-40.10830541|-51.21653025|0.122251759|68.92687468|-28.87643819|0.0|-1.271758703|58.16707081|-16.67514938|47.07915023|0.472646737|2392.3436100000004|494.8840288|-717.0314235000001|1970.06814|0.21942773|6.153598893|11.6688363|123.7157466|-404.2701347|21.36272325|-316.3794102|506.658189|6.9505405620000005|1.0|1.0|1.0|1.0|1.0|1.0|3.47|0.32|-7.23|7.12|2.41|2.0|-7.04|25.0|366.5|0.0|4.75|9.16e-08|2.47e-06|4.97|0.0|0.0|5.86e-08|-0.05321|3.81|3.5363|-1750.164914|-1750.1383649999998|611.65|1022.89|350.6|0.3082|350.6|452.36|0.70268|0.70268|0.3082|-0.14667|3.2233|-0.19988|0.02654958|-1750.0122420000002|9.0|8.0605|8.0605
12b_a30|0|0|0|0.0|0.0|0|7.412764017000001|2|2|0.604984682|0.0|0.047132642|5.351858133|2|-0.3897233479999999|0.001139238|-0.037209579|1|0.002064369|-0.0541804029999999|-0.120380857|-0.468842459|-0.1240820219999999|0.880943609|0.64876559|0|-0.08354129|-0.09915679|-53.05077947|-62.96700664|0.235262423|149.39744040000002|-39.98560202|0.0|-1.883979001|73.02913136|-24.41577808|64.06324295|0.4676268939999999|2849.095245|485.6272203|-1196.373126|2347.979099|0.201479318|7.393647884|13.88809428|127.9443353|-759.7264385|30.57626261|-379.1359902|618.6004214|10.06212472|1.0|0.0|1.0|1.0|0.0|1.0|4.63|0.14|-6.9|4.25|3.2|2.0|-5.39|30.0|416.47|0.0|2.92|4.12e-06|9.71e-06|3.97|0.0|0.0|1.26e-07|-0.05351|4.07|3.5207|-1675.0107779999998|-1674.977262|673.18|1130.68|352.16|0.2079|245.19|516.78|0.3159099999999999|0.68496|0.1525|-0.1493799999999999|3.7327|-0.20289|0.03351603|-1674.838225|7.0|8.1543|8.1543
11g_a5|1|0|0|2.9590700880000003|0.0|1|7.139660336|0|0|1.388236041|1.984996534|-0.204002571|5.209486153|2|-0.252634073|0.00599982|-0.137618073|2|0.006964153|-0.137739838|-0.233590516|-0.267507083|-0.01453517|0.8737292720000001|0.73551511|0|-0.067247149|-0.076326887|-44.19305139|-50.16001519|0.1620562619999999|106.4990972|-32.96383785|0.0|-1.297557078|71.21847290000001|-16.72000506|59.4498014|0.485790997|2823.738452|550.6745046|-852.7202582999998|935.4227938|0.456418686|9.342496899|18.16867625|299.94631180000005|-560.3852433999999|30.75897687|-57.28097817|648.1198739|21.05845771|1.0|1.0|1.0|1.0|1.0|1.0|3.17|0.08|-9.04|4.17|1.06|1.0|-4.12|31.0|408.46|0.0|2.96|7.65e-05|4.88e-05|2.75|0.0|0.0|9.229999999999999e-10|-0.04322|2.3|4.2083|-1330.189793|-1330.144218|693.48|1180.25|294.62|0.4609|274.87|542.13|0.56924|0.63081|0.2403|-0.1714|3.2282|-0.2146199999999999|0.04557484|-1329.988893|0.03|7.5229|7.5229
18_a4|0|0|0|0.0|0.0|1|7.535296702|1|1|1.3998285519999998|1.904090136|-0.181683336|5.4161004020000005|1|-0.181355303|0.000379379|-0.200683549|1|0.00042|0.006968314|0.015390457|-0.319213511|-0.105846349|0.8547339420000001|0.615655659|0|-0.094231531|-0.085817825|-46.48874223|-42.33787448|0.224403961|110.7087804|-20.88721799|0.0|-1.287267373|50.98777224|-17.16400317|55.21809494|0.405586004|2069.649003|382.6371479|-635.0681172000001|1573.744396|0.2305616919999999|6.133421395|10.31843368|113.7466718|-313.3082699|22.30718562|-265.85258480000005|337.0066459|8.649897756|0.0|1.0|0.0|1.0|0.0|1.0|3.32|0.11|-5.53|3.46|2.2|0.0|-2.95|23.0|307.32|0.0|2.78|0.00113|0.000312|2.24|0.0|0.0|2.96e-06|-0.03538|3.02|4.2045|-1033.480025|-1033.454769|523.81|870.74|294.88|0.2083|274.59|404.27|0.52475|0.57777|0.1|-0.17345|2.7878|-0.20883|0.02525528|-1033.398285|2.62|5.5817|5.5817
12ak_a36|1|0|0|3.501132553|0.0|0|7.412764017000001|2|2|1.270373882|0.0|-0.052930979|5.351858133|2|-0.407322296|0.0042553209999999|-0.116440196|1|0.005035022|-0.099596099|-0.163978382|-0.439326642|-0.0265703679999999|0.860939187|0.860667615|0|-0.069176342|-0.091761476|-49.87483724|-66.15829243|0.151294857|109.0807368|-47.69888026|25.9007405|-1.926990997|79.17567486|-23.5478668|64.24490364|0.423822657|2830.816014|611.9003905000001|-1389.324141|2735.7986920000003|0.262560805|7.98672125|13.86156772|189.3013851|-1001.676485|31.93194362|-342.3783571000001|799.5563855|13.01738243|1.0|0.0|1.0|1.0|1.0|2.0|5.05|0.24|-7.38|3.85|2.66|2.0|-4.95|32.0|423.51|0.0|2.66|1.13e-05|1.39e-05|3.8|0.0|0.0|4.2e-08|-0.04929|4.21|3.6895|-1350.900117|-1350.865407|730.3|1247.89|336.05|0.4514|320.09|584.05|0.69463|0.7034699999999999|0.0001|-0.15275|6.3682|-0.20204|0.03471045|-1350.637958|46.0|7.3372|7.3372
9i_a24|1|0|0|2.9199957480000003|0.0|1|7.153833802|0|0|1.4281889280000002|1.865102513|-0.113620183|5.209486153|2|-0.190487553|0.004814196|-0.087363979|2|0.005891639|-0.1818753839999999|-0.336939175|-0.32068769|-0.0106944439999999|0.898194715|0.73094562|0|-0.064657333|-0.069812876|-30.56504777|-33.00219474|0.173910636|82.21166337|-15.60091656|1.634015079|-0.837754515|51.05832236|-11.64783344|42.43894111|0.468272544|2061.729154|390.5119445|-396.0263368|761.9885477000001|0.500761711|5.946747117|11.18382556|236.7218826|-187.2109987|23.33121014|0.720157264|295.8603625|18.05612763|1.0|1.0|0.0|1.0|1.0|1.0|2.76|0.0|-6.05|2.42|0.67|0.0|-2.6|22.0|288.31|0.0|1.73|0.00248|0.000791|1.48|0.0|0.0|8.95e-07|-0.0473899999999999|1.13|4.1459|-945.286637|-945.2626532|501.48|825.7|299.06|0.2373|268.3|363.15|0.58977|0.6755800000000001|0.0029|-0.17204|7.1135|-0.21943|0.0239838|-945.222448|88.0|7.0555|7.0555
4f_a49|0|0|0|0.0|0.0|1|7.535296702|1|1|1.343848013|2.066693174|0.010266272|5.4161004020000005|2|-0.418450768|0.001532832|-0.064058097|1|0.001714014|-0.015845165|-0.025995042|-0.46436755|0.114367229|0.8557769120000001|0.670594896|1|-0.102926696|-0.089955514|-55.88123394|-48.83888562|0.262938196|142.7551002|-26.51573683|59.72286429999999|-1.439288231|60.18871783|-18.1726086|64.88887164|0.437355335|2458.261097|400.1675422|-781.4221699|1629.651745|0.2816937089999999|6.302023735|11.20071713|152.9378926|-424.2517893|25.29924744|-237.0468572|467.1194103|11.34983222|0.0|1.0|1.0|1.0|0.0|1.0|3.07|0.14|-6.54|3.42|2.03|1.0|-3.99|27.0|356.38|0.0|2.85|0.000102|8.120000000000001e-05|2.64|0.0|0.0|2.92e-07|-0.06954|4.07|3.7098|-1179.23587|-1179.201105|575.01|982.46|334.21|0.2368|268.08|411.94|0.39584|0.68474|0.0579999999999999|-0.15517|1.7833|-0.22471|0.03476467|-1179.080799|0.04|7.3979|7.3979
5d_a40|0|0|0|0.0|0.0|1|8.149890544|0|1|0.6049133329999999|1.601200869|-0.071479892|6.167516491000001|0|-0.1868684619999999|0.007200253|0.2078052269999999|2|0.006642869|-0.0038660009999999|-0.009744685|-0.399968083|0.0451110059999999|0.877722972|0.483934049|1|-0.086193996|-0.094277694|-39.55506228|-43.26473143|0.245989948|112.88660690000002|-19.85450535|53.85026982|-1.131332331|49.97858532|-17.30589257|49.66367051|0.479931934|1974.583878|346.0207917|-519.1767771000001|511.3769101|0.188819426|6.288958592999999|12.09256826|86.65063178|-238.2540642|21.3342049|-285.606135|243.4287716|6.713853887999999|1.0|0.0|1.0|0.0|0.0|0.0|3.02|0.21|-4.32|4.08|2.25|0.0|-4.23|20.0|287.31|0.0|3.1|5.9e-05|0.000152|2.98|0.0|0.0|4.7600000000000005e-05|-0.06796|4.61|3.7374|-1276.833831|-1276.817151|473.48|765.69|331.74|0.4493|331.74|365.74|0.69613|0.69613|0.4493|-0.14851|7.0422|-0.2164699999999999|0.01667985|-1276.797751|19.0|7.7212|7.7212
8h_a8|1|0|0|2.975382653|0.0|1|7.05012252|0|0|1.3918396709999998|1.241306689|0.038482973|4.844187086|0|-0.485274006|-0.007796225|-0.085125857|1|-0.007036544|0.09830823|0.254819201|-0.53822084|0.010682683|0.751162751|0.56916135|0|-0.122706004|-0.11302328|-72.14530885|-66.4523265|0.397594866|233.7669182|-39.07081527|53.78973456|-2.147442322|70.94463092|-28.69532281|78.73029948|0.451435543|2623.688756|354.18563860000006|-1262.594204|2019.780061|0.081684095|7.453557203|13.58738632|48.02637252|-742.3454901|31.2477685|-491.8998117|485.8626377000001|4.492304417|0.0|0.0|0.0|0.0|0.0|2.0|3.11|0.0|-7.95|4.69|4.11|2.0|-5.21|29.0|391.37|0.0|4.01|6.11e-06|1.01e-05|3.82|0.0|0.0|1.13e-08|-0.06344|7.71|3.7327|-1361.651799|-1361.618499|608.39|1029.51|332.16|0.3011|258.25|480.09|0.56196|0.69844|272.0|-0.15475|3.4779|-0.21819|0.03330037|-1361.5113789999998|11.59|4.9359|4.9359
4e_a46|0|0|0|0.0|0.092094405|1|7.825245291|1|1|0.300205548|2.12386814|0.1369980459999999|5.587248657999999|2|-0.4017151029999999|-0.001404912|-0.058626723|1|0.002688298|-0.030065705|-0.049530834|-0.514537262|-0.076733489|0.8146060740000001|0.69063113|0|-0.0835371459999999|-0.084780904|-63.39469142|-64.33855433|0.246284959|186.9007941|-48.825259|20.27041189|-1.949960781|73.87174786|-23.48867857|71.49283399|0.4753010039999999|3411.457836|571.9794684|-1479.78675|3129.575458|0.204892146|7.906917146|15.06943449|155.48860530000002|-1122.980957|29.54149986|-447.9030518999999|942.2127953|9.533193534|1.0|0.0|0.0|1.0|1.0|2.0|4.5|0.27|-8.81|3.05|2.06|2.0|-6.08|35.0|488.6|1.0|3.5|8.29e-07|3.92e-06|3.78|0.0|0.0|1.56e-09|-0.03893|8.03|4.1773|-1884.613031|-1884.564974|757.1|1343.97|296.81|0.4814|292.1|655.69|0.5745600000000001|0.56481|0.3109|-0.17112|1.9941|-0.21005|0.04805633|-1884.324182|154.0|6.8125|6.8125
13i_a6|1|0|0|3.399318783|0.0|0|7.412764017000001|1|1|1.430639411|0.0|0.0359494989999999|5.351858133|1|-0.852681372|-0.011017781|0.034304189|1|-0.007703306|-0.045418125|-0.073507141|-0.560601136|-0.054229558|0.8287956870000001|0.830577798|0|-0.120457274|-0.129526268|-80.75190740000001|-86.83156133|0.375953882|252.0312146|-58.20996912|116.5456632|-2.460999087|100.2320567|-31.12829557|101.6533459|0.429711323|2906.257489|418.3467934|-1649.799665|2880.134143|0.216402237|8.294136887|14.54375165|145.07130039999998|-1105.989413|39.72483975|-380.2354072|673.8038326000001|13.40049533|1.0|1.0|1.0|1.0|1.0|3.0|3.59|0.12|-8.5|4.16|1.18|1.0|-5.03|32.0|427.46|0.0|2.91|9.32e-06|3.28e-05|2.95|0.0|0.0|3.18e-09|-0.0481399999999999|4.94|3.5614|-1426.549926|-1426.518007|703.43|1196.21|348.14|0.2903|338.12|553.67|0.7004600000000001|0.70517|19.0|-0.1464|7.8342|-0.19454|0.03191957|-1426.332492|21.0|7.6778|7.6778
12a_a36|1|0|0|3.4715209280000003|0.0|0|7.412764017000001|2|2|1.297044783|0.0|-0.0632801509999999|5.351858133|2|-0.403468978|0.002039107|-0.070252245|1|0.003199301|-0.1063550619999999|-0.183140926|-0.432975237|-0.119322074|0.846614758|0.855821486|0|-0.076154312|-0.104828755|-46.76212019|-64.36949846|0.179315373|110.1075804|-39.52572284|5.277117996|-1.886917597|76.09903547|-23.17301945|58.79461567|0.470444928|2647.835699|503.9367075|-1158.650972|2258.5909920000004|0.244684566|6.600635115|12.464492300000002|150.24716030000002|-711.4630111|30.67992313|-313.5499672|598.1535763999999|11.72953701|1.0|0.0|0.0|1.0|0.0|2.0|4.75|0.14|-6.59|2.72|2.02|1.0|-3.79|29.0|381.43|0.0|1.86|0.000164|0.000101|2.68|0.0|0.0|2.56e-07|-0.04946|3.16|3.6682|-1232.951968|-1232.916523|653.94|1096.31|338.0|0.4435|323.35|481.98|0.67869|0.6997|0.0012|-0.1519299999999999|6.3637|-0.20139|0.03544528|-1232.764108|13.0|7.8861|7.8861
12h_a36|1|0|0|3.468184524|0.0|0|7.412764017000001|2|2|1.297043828|0.0|-0.128701804|5.351858133|2|-0.503153567|0.00127667|-0.003014954|1|0.003077071|-0.1430106119999999|-0.239932418|-0.410826531|-0.089459459|0.87043328|0.84179881|0|-0.073572836|-0.10720355|-48.17643878|-70.19826261|0.180385475|118.1187282|-45.96672487|1.413982241|-1.929663894|87.85958486|-23.39942087|66.44902736|0.464544951|2845.467486|536.6941285|-1263.568727|2391.856014|0.3347454589999999|7.428908584|13.87400978|219.1956304|-827.4010477|35.1736357|-216.42159590000003|679.7230552999999|17.66132225|1.0|0.0|0.0|1.0|0.0|2.0|4.8|0.17|-6.69|2.77|1.72|1.0|-3.95|31.0|411.46|0.0|1.81|0.000113|8.499999999999999e-05|2.65|1.0|0.0|2.03e-07|-0.05013|2.92|3.4554|-1347.481013|-1347.451759|697.29|1177.89|358.81|0.5756|238.44|535.67|0.34589|0.7014600000000001|0.0056|-0.14247|6754.0|-0.1926|0.02925492|-1347.260478|14.0|7.8539|7.8539
17a_a6|1|0|0|3.3685510360000004|0.0|0|7.412764017000001|1|1|1.424257628|0.0|0.101940358|5.351858133|1|-0.686067347|-0.00460563|0.078798543|1|-0.00194781|-0.10896749|-0.180339002|-0.5624663560000001|-0.106323149|0.8299950709999999|0.8013954109999999|0|-0.096082495|-0.109388399|-63.02857512|-71.75703418|0.2469173469999999|161.9738174|-47.07146289|554.1936506|-2.078379577|84.75077935|-27.26767299|83.46070738|0.483320982|2816.084228|494.010135|-1363.383649|2217.333474|0.22806502|8.337470517|16.13665395|149.60699319999998|-894.3577948999999|35.323795000000004|-356.769966|627.4287311|12.99374518|1.0|1.0|1.0|1.0|1.0|2.0|3.52|0.12|-9.01|4.98|1.7|2.0|-5.81|31.0|409.44|0.0|3.59|1.56e-06|6.69e-06|4.09|0.0|0.0|9.77e-10|-0.05753|4.04|2.9753|-1350.102634|-1350.078838|696.96|1167.16|416.71|0.3933|350.03|574.02|0.69627|0.7024|0.0101|-0.12425|4.1627|-0.18178|0.02379552|-1349.892285|24.0|7.6198|7.6198
16d_a32|1|1|1|3.311658163|0.0|0|7.765993078999999|0|0|0.609420775|0.0|0.170838661|5.733341277|0|-0.7589895790000001|-0.00839148|-0.134892903|3|-0.005427254|-0.128753933|-0.239509216|-0.68301199|-0.0847953219999999|0.916850163|0.7689748270000001|1|-0.091212351|-0.11491796|-53.23914436|-67.07571683|0.244506926|142.7146582|-39.15098916|48.61700321|-1.493933474|86.50964771|-21.26791022|71.91900971|0.4429631189999999|2588.214866|440.9688416|-871.9843187999999|3152.666302|0.384250302|6.221435089|11.16880283|224.2805611|-508.962859|34.53986301|-135.1223777|457.7130665|19.43393087|1.0|0.0|1.0|1.0|1.0|2.0|3.35|0.18|-6.59|5.26|0.65|1.0|-5.65|26.0|385.46|1.0|3.12|2.22e-06|6.659999999999999e-05|2.86|0.0|0.0|2.55e-07|-0.05068|3.78|3.6271|-1877.360551|-1877.332369|621.59|1023.44|341.83|0.2915|341.83|489.97|0.70217|0.70217|0.2915|-0.15009|3.2048|-0.20077|0.02818209|-1877.241687|8.0|8.1135|8.1135
47p_a18|0|0|0|0.0|0.0|0|7.03438793|1|1|1.25117677|0.0|-0.001819106|4.844187086|0|-0.3775970529999999|0.00235332|-0.015960677|0|0.003537135|-0.1736074389999999|-0.261349889|-0.441700685|-0.082977829|0.7611910209999999|0.710266593|0|-0.06909945|-0.082580968|-51.14496913|-61.12351185|0.1670454519999999|123.6411353|-45.24146169|48.48855261|-2.0645242|69.19354871|-22.80728054|57.05881288|0.488811071|2933.069245|616.5234972999999|-1528.087796|1367.4309119999998|0.181540558|9.923659881|19.41290064|134.3699001|-1131.036542|27.86610962|-471.4248324|1011.163774|8.070036862|1.0|1.0|0.0|1.0|1.0|2.0|4.29|0.28|-9.03|3.65|3.13|3.0|-5.67|35.0|468.59|0.0|2.9|2.13e-06|5.34e-06|4.35|0.0|0.0|9.35e-10|-0.05628|7.98|3.2036|-1493.759811|-1493.731375|795.43|1391.71|387.01|595.0|387.01|732.84|0.6937800000000001|0.6937800000000001|595.0|-0.13118|3.6452|-0.18746|0.02843634|-1493.407248|64.0|7.1938|7.1938
12j_a36|1|0|0|3.502198129|0.0|0|7.412764017000001|2|2|0.6293514410000001|0.0|-0.084183025|5.351858133|2|-0.41101009|0.00285431|0.039869055|1|0.003710345|-0.07550872|-0.133106642|-0.436310965|-0.089459459|0.87043328|0.855081905|0|-0.069970795|-0.105480639|-46.2113679|-69.66341599|0.147413708|97.35760604|-46.00836307|2.098786266|-2.004132137|80.59149538|-24.51120192|58.20533756|0.457280037|2881.20453|563.0803357000001|-1323.6049039999998|2536.987511|0.224187058|7.483427579|13.78874575|148.06163930000002|-874.1588982999999|31.59421634|-364.314663|725.9470896|10.92807939|1.0|0.0|1.0|1.0|1.0|2.0|4.86|0.17|-7.05|3.33|2.51|1.0|-4.85|31.0|427.52|0.0|2.33|1.4300000000000002e-05|3.09e-05|3.19|0.0|0.0|8.95e-08|-0.05098|3.37|3.7807|-1670.448063|-1670.420129|694.28|1198.96|327.94|0.4981|238.1|536.01|0.37116|0.69967|98.0|-0.15495|6.4451|-0.20593|0.02793415|-1670.245584|0.01|8.0|8.0
6e_a40|0|0|0|0.0|0.0|1|8.421342866|1|2|0.604892975|1.75595616|0.128035402|6.401917197|0|-0.69771706|-0.0026177839999999|0.103594243|2|-0.002992481|-0.020200684|-0.037027769|-0.6319354389999999|-0.289988439|0.8988141140000001|0.648802794|1|-0.107312598|-0.1164147119999999|-70.52033811|-76.50178121|0.25379524|166.7812216|-50.27304895|35.33106374|-2.095464821|84.95203628|-32.02400144|80.95296505|0.441911406|3075.060648|490.3675161000001|-1377.032062|3854.417113|0.133008824|6.972949117000001|12.49434084|87.40658058|-904.9148811|36.93694043|-482.3355765|587.7345677999999|8.450255075|1.0|0.0|1.0|0.0|1.0|1.0|3.98|0.21|-4.63|5.02|2.12|2.0|-7.76|30.0|476.98|1.0|3.68|1.74e-08|2.6e-06|4.4|1.0|0.0|2.35e-05|-0.09682|8.35|2.9549|-2831.191706|-2831.156883|671.95|1149.77|419.59|0.3625|419.59|537.07|0.67187|0.67187|0.3625|-0.1195799999999999|8.3311|-0.2164|0.03482243|-2831.048968|18.0|7.7447|7.7447
9g_a40|0|0|0|0.0|0.0|1|7.515889085|0|0|0.604992427|1.849105962|-0.058811055|5.4161004020000005|0|-0.225327061|0.011921308|0.139758613|2|0.0115573539999999|-0.037217966|-0.062672355|-0.383703998|-0.242405063|0.821935848|0.665414608|1|-0.063539055|-0.079033043|-33.47455057|-41.63731423|0.09545843|50.29077056|-21.93596333|64.08637519|-1.185495647|51.16627179|-16.43578193|44.73159432|0.476386801|2169.234651|476.5434822|-624.5597134|349.4421673|0.259759794|8.180261533|15.62271835|136.8503571|-329.0394499|22.20330888|-253.1335385|384.6422631|9.528957565|0.0|1.0|0.0|1.0|1.0|1.0|2.8|0.06|-6.43|2.91|0.64|0.0|-2.49|23.0|302.33|0.0|1.93|0.00323|0.0008179999999999|1.37|0.0|0.0|3.720000000000001e-07|-0.0624|3.83|3.0778|-1332.487689|-1332.476347|559.04|923.42|402.84|0.3563|402.84|469.6|0.70233|0.70233|0.3563|-0.12765|3.4787|-0.19005|0.01134289|-1332.369643|3548.0|5.45|5.45
3i_a32|1|1|1|2.417426304|-4.547725143|0|7.78113851|0|0|0.6094207970000001|0.0|-0.157360524|5.733341277|0|-0.4449120629999999|-0.0131506889999999|-0.26785886|3|-0.0106761939999999|-0.054335108|-0.212967423|-0.537667101|0.030060554|0.902293804|0.54844677|1|-0.093279684|-0.1132851459999999|-49.17963359|-59.72706743|0.106172013|55.97682661|-31.48976464|0.201037767|-1.472706897|71.27609889|-23.52884474|57.24454122|0.422644726|2471.4299920000003|471.2508776000001|-776.4518766|2141.3084710000003|0.22927653|5.826629089|10.09193014|120.8809386|-409.3669403|30.52825775|-285.465827|318.0257595|11.54903146|1.0|0.0|1.0|1.0|1.0|1.0|3.1|0.13|-6.96|6.76|2.09|2.0|-6.27|24.0|366.38|1.0|4.37|5.37e-07|6.85e-06|4.23|0.0|0.0|1.0900000000000001e-07|-0.06518|3.38|3642.0|-1891.833327|-1891.811327|530.5|876.0|340.43|0.4765|340.43|418.24|0.70322|0.70322|0.4765|-0.1476|2494.0|-0.21278|0.02199999|-1891.790935|6.0|8.2366|8.2366
5a_a40|0|0|0|0.0|0.0|1|8.149890544|0|1|0.604913477|1.688148148|-0.116583806|6.167516491000001|0|-0.152120625|0.011345707|0.180125135|2|0.010425818|0.004130836|0.007301856|-0.363338726|-0.0395444479999999|0.820901326|0.5263598389999999|1|-0.078132307|-0.090991462|-34.5789643|-40.27003217|0.146821673|64.97877226|-17.82228195|52.43850484|-1.091897544|46.06507254|-16.10801287|43.71412865|0.4889874279999999|1847.672595|377.5905776|-483.24038600000006|508.8362301|0.177534728|5.507689573|10.7779923|78.57142892|-213.8673835|19.58503709|-285.426492|244.8873477|5.795040371|1.0|0.0|1.0|0.0|1.0|0.0|3.04|0.21|-4.05|3.68|1.85|0.0|-4.13|19.0|269.32|0.0|2.8|7.49e-05|0.000213|2.88|0.0|0.0|8.950000000000001e-05|-0.0657799999999999|4.36|3.7921|-1177.598691|-1177.5835470000002|466.79|757.45|326.96|0.4461|326.96|353.51|0.69499|0.69499|0.4461|-0.15066|5.7163|-0.21644|0.01514427|-1177.555706|81.0|7.0915|7.0915
3t_a32|1|1|1|3.4477303|0.0|0|7.765993078999999|0|0|0.609420752|0.0|0.028840888|5.733341277|0|-0.304466646|9.83e-05|0.012069208|3|0.00139283|-0.070331512|-0.122301673|-0.496165036|-0.146047869|0.870628579|0.687253845|1|-0.080203824|-0.0974995|-50.65701113|-61.58101978|0.171323757|108.2086749|-38.89478416|0.0|-1.267493496|72.43498782|-17.03304802|59.65287508|0.481726305|2530.60497|523.3947687|-800.5532571|2241.507646|0.315525518|8.107111779|15.64252992|199.2870037|-505.632194|24.88485469|-233.0294362|582.0730423|10.85396804|1.0|1.0|1.0|1.0|1.0|1.0|3.58|0.3|-8.01|7.65|1.74|2.0|-6.48|27.0|396.53|0.0|4.46|3.28e-07|1.16e-05|4.09|0.0|0.0|9.86e-09|-0.05507|5.5|3.5487|-1864.708995|-1864.678788|677.16|1129.24|349.38|0.2906|349.38|575.45|0.70286|0.70286|0.2906|-0.14739|1.2641|-0.20246|0.03020622|-1864.534478|9.0|8.0458|8.0458
12g_a36|1|0|0|3.5202147110000004|0.0|0|7.412764017000001|2|2|1.2678464|0.0|-0.063344124|5.351858133|2|-0.409214521|0.0042553209999999|0.078155467|1|0.005035022|-0.099596099|-0.163978382|-0.44093902|-0.088251318|0.847239339|0.860667615|0|-0.069292341|-0.097067302|-47.63457647|-66.72829531|0.1457615119999999|100.2028184|-45.87193951|5.097410387|-2.038413337|77.14470618|-23.75074918|59.82898654|0.473274545|2829.45056|587.240781|-1401.294202|2476.712654|0.2202546819999999|7.285010602000001|13.83075477|151.41267150000002|-963.3107298|30.45962398|-384.6182564|799.5563855|10.41641087|1.0|0.0|1.0|1.0|1.0|2.0|5.06|0.24|-7.38|3.85|2.66|2.0|-4.95|32.0|423.51|0.0|2.66|1.13e-05|1.39e-05|3.8|0.0|0.0|4.2e-08|-0.0505199999999999|4.21|3714.0|-1350.887005|-1350.861445|724.32|1241.66|333.83|0.4393|238.01|657.02|0.38165|0.70097|45.0|-0.15236|5.912000000000001|-0.20288|0.0255597|-1350.633209|14.0|7.8539|7.8539
