molecula|SddssS|n9FaHRing|n9FaRing|SaaNH|SssssC|NaasN|nAHRing|BCUTs-1|SaasN|AATSC1c|MATS7i|AATSC1are|MATS8i|BCUTi-1|AATSC1pe|AATSC7i|AATSC1i|MATS1c|n6aHRing|GATS1are|BIC2|GATS1pe|RASA|FNSA3|FNSA5|PBF|PNSA5|RNCS|TPSA_x|FNSA4|WPSA3|RPCS|FNSA2|WNSA3|DPSA3|GRAVp|TASA|PNSA2|GeomDiameter|GRAV|PPSA1|DPSA4|FPSA5|DPSA1|PPSA5|CYP2C19 inhibitor|Synthetic Accessibility|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Log Kp (cm/s)|BBB|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|PAINS|Lipinski|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Area (grid)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
17a_a22|0.0|0|0|0.0|0.0|1|0|1.2689202|1.866510299|-0.005149751|-0.054347074|0.00220634|-0.094996254|10.94643739|0.0027615779999999|-0.089641194|-0.126659773|-0.3626566539999999|2|0.830653242|0.7562495659999999|0.7994946709999999|0.8594770140000001|-0.072161482|-0.08790445|0.345497724|-60.0620365|286.3611391|96.01444244|-0.030843667|6.55749888|0.0|-1.758088991|-33.68866751|58.9027164|2910.035347|587.2505892999999|-1201.24073|16.63169381|6343.687177000001|197.4916253|29.64221498|0.01931764|-288.28178110000005|13.19906822|1.0|4.02|27.0|-9.13|3.93|4.93|68.52|2.01|2.0|1.0|7.0|-4.75|33.0|-6.39|1.0|0.0|-4.96|0.0078099999999999|1.09e-05|3.62|0.0|0.0|-0.15124|4.8502|5.13|1.3971|-1408.279257|731.19|185.0|255.63|577.52|0.71303|-1407.8711|0.0085|-0.06214|3.0156|-0.21338|0.02170866|-1407.935792|2268.0|82.0|7.0862|7.0862
4r_a46|0.0|0|0|0.0|-0.03033057|1|1|1.13129629|2.051582577|-0.002826188|-0.15196733|0.006236535|-0.1129698999999999|10.96363493|0.0061041|-0.237647432|-0.086905208|-0.246070691|2|0.7794598220000001|0.810646641|0.76719475|0.8478197820000001|-0.079297367|-0.081339886|0.261414008|-43.14814202|176.18445569999997|80.72661483|-0.0259595379999999|3.220912917|0.0|-1.220098292|-22.31391864|48.13649426|2137.47734|449.7405899|-647.2221302999999|10.69131411|4775.760774|151.3787482|19.26963463|0.015225417|-227.7097083|8.076584289|0.0|3.82|17.0|-6.25|3.56|3.43|63.83|1.52|0.0|1.0|3.0|-3.09|25.0|-6.83|1.0|0.0|-3.55|271.0|0.000279|2.12|0.0|0.0|-0.03073|4.5209|2.3|4.5209|-1069.419677|571.75|0.1404|274.25|467.85|0.69085|-1069.231407|0.1404|-0.18999|2.6630000000000003|-0.2207199999999999|0.02826942|-1069.284137|3.5979|1413.0|5.8499|5.8499
14h_a23|0.0|1|1|0.0|0.0|2|0|1.197963488|3.309480899|-0.005921293|0.0316908439999999|0.009895793|-0.024318144|10.31321773|0.009266617|0.060820238|-0.131709531|-0.4460845129999999|2|0.708395022|0.79263722|0.669357479|0.923430574|-0.063825076|-0.081058742|0.223157991|-54.6468131|41.34207782|51.620282|-0.033774476|9.990985411|86.83095818|-1.621174834|-29.00823506|57.84834575|3010.418229|622.5428245|-1092.936262|15.0735214|6722.809649|166.45047749999998|30.23434844|0.018981866|-341.2621515|12.79687369|0.0|3.47|26.0|-7.47|3.4|3.89|128.81|2.39|1.0|1.0|5.0|-5.68|32.0|-6.62|0.0|0.0|-4.9|0.0009109999999999|1.27e-05|3.3|0.0|0.0|-0.08532|4.0506|3.29|3.6689|-1722.148272|699.86|0.3424|306.09|569.53|0.69933|-1721.9314420000003|0.2727|-0.15209|9.7146|-0.2374099999999999|0.02796857|-1721.99264|13.4823|5.0|8.3468|8.3468
4b_a49|0.0|0|0|0.0|0.0|1|1|1.343847828|2.075628989|-0.0074627159999999|-0.064060521|0.001769804|-0.033486358|10.92776533|0.002557204|-0.10158752|-0.089371493|-0.390006034|2|0.720824193|0.798826417|0.6967593559999999|0.7581492670000001|-0.091725536|-0.090284437|0.438784865|-55.5653235|41.97072627|148.84640819999998|-0.030696709|9.138717999|64.87087098|-1.534835437|-34.74338731|71.30114509|2708.998101|466.6010051|-944.6104994|14.53457293|6025.790417|218.2802175|29.27523192|0.02556165|-178.8869784|15.73185141|1.0|3.37|21.0|-7.05|3.71|3.26|90.13|1.66|1.0|1.0|6.0|-3.81|30.0|-7.12|0.0|1.0|-3.88|62.0|0.000132|2.28|0.0|0.0|-0.06731|4.6422|3.56|3.7413|-1333.026419|664.86|0.2856|267.08|509.78|0.68242|-1332.800229|0.0615|-0.15635|1.8265|-0.22366|0.03702033|-1332.8586269999998|2.2306|79.0|7.1024|7.1024
12a_a30|0.0|0|0|0.0|0.0|0|2|0.604984824|0.0|-0.006711725|-0.096804291|0.005050384|0.009586623|10.31162903|0.005458948|-0.171649606|-0.094526372|-0.454270252|1|0.8421237309999999|0.7885597609999999|0.7961424690000001|0.836214716|-0.07699057|-0.097138462|0.337975309|-60.22802588|85.47365107|101.5505506|-0.037665934|6.263330101|0.0|-1.845630786|-29.59731695|57.83766054|2722.217443|518.4718832|-1144.332492|13.88603128|5936.682602000001|120.786445|29.00398472|0.014884556|-378.4495438|9.228758655|1.0|4.65|17.0|-6.64|3.84|2.62|81.65|2.82|2.0|1.0|5.0|-5.28|29.0|-5.98|0.0|0.0|-4.85|0.00208|1.4e-05|3.87|0.0|0.0|-0.05184|5045.0|3.82|3.4885|-1575.745502|668.81|0.1866|245.76|507.17|0.68599|-1575.538241|0.1511|-0.1481|4.1875|-0.19994|0.03289568|-1575.597759|4.7368|11.0|7.9469|7.9469
8e_a8|0.0|0|0|3.01599663|0.0|1|0|1.394799502|1.311619189|-0.010579355|-0.000766016|-0.005310149|-0.102167262|10.94332438|-0.004224671|-0.0015448089999999|0.183313231|-0.475941912|0|0.650073857|0.7233950809999999|0.636205913|0.661490276|-0.115572516|-0.105450888|0.280304418|-64.32539698|106.0087621|206.4920729|-0.04393787|7.851573274|76.40535608|-2.109017754|-43.00500847|83.37098475|2692.975753|403.5112981|-1286.50794|14.52755918|6095.6213210000005|119.9832494|33.36487904|0.0184428869999999|-370.0368722|11.25022336|0.0|3.2|23.0|-7.78|4.33|4.17|90.11|3.4|2.0|1.0|5.0|-5.27|30.0|-6.14|0.0|0.0|-4.9|0.00215|1.25e-05|3.69|0.0|0.0|-0.06253|4.6303|7.22|3.2737|-1376.924308|639.38|0.3731|267.77|526.86|0.7013|-1376.708067|0.1671|-0.13719|6.1505|-0.19972|0.03298991|-1376.766245|7.7951|19.89|4.7014|4.7014
14z_a23|0.0|1|1|0.0|0.0|2|0|1.197960872|3.305974434|-0.005892861|0.038811869|0.009174505|-0.0438568409999999|10.31321795|0.007229683|0.0708381429999999|-0.125978901|-0.46459002|2|0.719722236|0.802520527|0.64069202|0.925301102|-0.0582387179999999|-0.079754981|0.228957475|-55.54823244|40.18308023|52.02674091|-0.03393829|8.895469235|79.960755|-1.595099623|-28.25118461|53.33438253|3094.698027|644.4593172|-1110.964649|14.91419434|7285.13008|149.3235124|30.08835522|0.01612263|-397.8390333|11.22918692|0.0|3.42|26.0|-8.57|4.64|5.32|105.02|3.99|2.0|1.0|5.0|-6.77|32.0|-5.8|0.0|0.0|-6.13|8.18e-05|7.37e-07|4.83|0.0|0.0|-0.08503|4032.0|4.73|3.6632|-2549.0953670000004|715.41|0.3201|307.5|586.28|0.69913|-2548.895003|0.2917|-0.15195|5.9301|-0.23698|0.01238131|-2548.957384|7.9877|5.0|8.2941|8.2941
47l_a18|0.0|0|0|0.0|0.0|0|1|1.251176792|0.0|-0.006400878|-0.0057783619999999|-0.00046896|-0.010426981|10.94702063|0.000787517|-0.008768679|-0.156998637|-0.4925232479999999|0|0.7452092359999999|0.7435044540000001|0.733228144|0.803473313|-0.08034939|-0.083884237|0.2820044969999999|-59.6654726|11.54768766|139.7861865|-0.031456589|4.654446622|51.44279524|-2.0132216990000003|-40.65070014|63.6949231|2852.093627|571.4972966|-1431.971342|18.46922943|6572.90106|145.02405359999997|28.10487315|0.012890098|-421.235376|9.168513486|1.0|4.17|18.0|-9.37|3.69|3.19|85.29|2.94|3.0|1.0|9.0|-5.26|34.0|-6.39|0.0|0.0|-4.84|0.00247|1.4499999999999998e-05|3.78|0.0|0.0|-0.0520399999999999|3.2026|7.71|3.2026|-1455.5497369999998|764.74|0.5019|387.13|667.5|0.69291|-1455.165122|0.5019|-0.1314|2.4594|-0.18344|0.02606651|-1455.233431|3.3864|32.0|7.4949|7.4949
8d_a32|0.0|1|1|3.474433107|0.0|0|0|0.609420756|0.0|-0.010604502|0.062782795|-0.006974711|-0.044765977|10.31100269|-0.005162219|0.113030335|0.002805572|-0.629535754|0|0.825020753|0.825978584|0.789198712|0.7107041559999999|-0.109612139|-0.109968322|0.261692269|-69.11005922|321.2496412|181.8092016|-0.03346862|6.291941176|89.20994250000001|-1.539556512|-43.2918338|78.89798692|2556.198518|446.6450457|-967.5408291|15.29958432|5523.492436|183.1522214|29.684549600000004|0.019788058|-262.14980440000005|12.43588915|1.0|3.5|19.0|-7.26|6.42|4.32|154.03|1.1|1.0|1.0|7.0|-6.08|27.0|-6.47|0.0|1.0|-4.36|0.000334|4.36e-05|3.17|0.0|0.0|-0.0535|3.5588|4.26|3.5588|-1880.733071|671.71|0.3018|348.39|540.98|0.7026100000000001|-1880.540067|0.3018|-0.14765|1.0269|-0.20115|0.04065536|-1880.602038|1873.0|8.0|8.0809|8.0809
13d_a5 (GW788388)|0.0|0|0|2.945204608|0.0|0|1|1.236844097|0.0|-0.005668173|-0.092509033|0.002956745|-0.086484275|10.94530363|0.003668464|-0.14893897|-0.016337128|-0.3706975529999999|2|0.7333482170000001|0.78479342|0.71006207|0.774103723|-0.086824482|-0.0844793|0.54169129|-55.87383979|151.3669372|149.40573999999998|-0.0291837579999999|6.374277851|44.69922692|-1.605106706|-37.98032007|67.0626077|2834.036315|511.985152|-1061.602956|15.788837|6122.792779|218.7999323|28.84397435|0.022041749|-223.7910275|14.57821204|0.0|3.21|23.0|-8.84|4.56|4.11|92.79|1.37|1.0|1.0|6.0|-4.35|32.0|-6.94|0.0|1.0|-4.35|0.0189|4.5e-05|2.75|0.0|0.0|-0.05542|4.6091|3.81|4.1706|-1390.548362|707.09|0.5251|269.0|532.01|0.48848|-1390.294368|0.1549|-0.17299|2.4867|-0.22841|0.04130059|-1390.355751|3355.0|18.0|7.7447|7.7447
21b_a23|0.0|1|1|0.0|0.0|2|0|1.197963051|3.351726269|-0.005936474|0.057405955|0.01055698|-0.103470358|10.31321725|0.009872313|0.107996329|-0.130528352|-0.481470603|2|0.7038407329999999|0.7717839409999999|0.668547062|0.930728719|-0.0596425779999999|-0.083105261|0.224930782|-58.25915868|41.6766724|48.56114386|-0.034219814|7.117014296|86.65837165|-1.745210489|-29.31080756|51.9633947|3074.083057|652.4673795|-1223.442332|16.20152864|6919.229053|131.5587155|29.53101081|0.013439264|-437.9110924|9.421307298|0.0|3.59|26.0|-7.84|3.92|4.2|128.81|2.6|2.0|1.0|5.0|-6.1|33.0|-6.42|0.0|0.0|-5.22|0.000361|6.06e-06|3.7|0.0|0.0|-0.08401|4.0023|3.57|3.6237|-1761.4722969999998|735.65|0.2607|309.79|611.6|0.70139|-1761.230923|0.2333|-0.15033|9.5312|-0.23434|0.02657688|-1761.294175|13.2567|85.0|7.0691|7.0691
8d_a8|0.0|0|0|3.190160226|0.0|1|0|1.395657339|1.41693287|-0.0111144189999999|0.071729931|-0.00267541|-0.077977198|10.94649761|-0.001038264|0.111668404|0.025642021|-0.4385133129999999|1|0.76211539|0.757805416|0.734212688|0.6932924890000001|-0.1072746469999999|-0.103150936|0.377028311|-67.26951954|57.93693239|200.0182229|-0.03820405|11.92454747|92.49576602|-2.063018716|-45.62337399|88.24385833|2863.968296|452.1282556|-1345.390391|14.52777156|6596.888351|211.7129122|36.89090464|0.029166961|-228.7206541|19.02113117|0.0|3.61|23.0|-7.62|3.93|3.32|112.23|1.92|1.0|1.0|6.0|-4.91|32.0|-6.87|0.0|0.0|-4.47|0.00533|3.4200000000000005e-05|2.89|0.0|0.0|-0.0600299999999999|4.6765|6.22|3.2963|-1447.559429|690.78|0.3|265.12|572.21|0.70165|-1447.2928029999998|0.1879|-0.13754|6.0111|-0.19757|0.03604461|-1447.354662|7.5674|18.61|4.7303|4.7303
13b_a30|0.0|0|0|0.0|0.0|0|2|0.604984129|0.0|-0.011016128|-0.035340334|-0.003436924|0.042845487|10.31162842|-0.002215642|-0.062905093|0.006103754|-0.564815317|1|0.841060094|0.836520136|0.802578397|0.694101802|-0.109962789|-0.113554975|0.3529073379999999|-76.67161447|385.2420923|206.54056530000005|-0.042850934|8.459192992|105.341977|-2.271099499|-50.13056864|86.77473353|3002.926824|468.6532296|-1533.432289|16.1428924|6627.406474|134.8423681|36.15271139|0.017174033|-405.5090587|11.59580043|1.0|4.76|17.0|-6.19|3.04|1.72|124.74|2.06|1.0|1.0|6.0|-5.01|32.0|-7.05|0.0|0.0|-4.3|0.00427|5e-05|2.74|0.0|0.0|-0.05434|5.0501|4.54|3.5056|-1744.446479|721.48|0.2783|245.51|544.04|0.6862699999999999|-1744.2179010000002|0.1415|-0.14879|3.8495|-0.20313|0.0455651|-1744.281763|5.3762|26.0|7.5901|7.5901
18_a4|0.0|0|0|0.0|0.0|1|1|1.3998285519999998|1.904090136|-0.004533883|0.049240675|0.000379379|-0.200683549|10.94611841|0.00042|0.108754635|0.015390457|-0.319213511|1|0.624748358|0.793041267|0.615655659|0.7755960390000001|-0.094231531|-0.085817825|0.269470313|-42.33787448|203.5264327|110.7087804|-0.03479101|4.306590617|0.0|-1.287267373|-22.93503169|55.21809494|2069.649003|382.6371479|-635.0681172000001|10.31843368|4381.693113|113.7466718|22.30718562|0.0175331289999999|-265.85258480000005|8.649897756|0.0|3.32|17.0|-5.53|3.46|3.43|50.94|2.2|0.0|2.0|3.0|-2.95|23.0|-6.58|1.0|1.0|-3.51|349.0|0.000312|2.24|0.0|0.0|-0.03538|4.5152|3.02|4.2045|-1033.454769|523.81|0.2083|274.59|404.27|0.57777|-1033.349218|0.1|-0.17345|2.7878|-0.20883|0.02525528|-1033.398285|3498.0|2.62|5.5817|5.5817
4e_a46|-3.742323661|0|0|0.0|0.092094405|1|1|0.300205548|2.12386814|-0.005995748|-0.08224348|-0.001404912|-0.058626723|10.31928077|0.002688298|-0.135489528|-0.049530834|-0.514537262|2|0.738134189|0.77019676|0.69063113|0.753715041|-0.0835371459999999|-0.084780904|0.68427144|-64.33855433|105.0139519|186.9007941|-0.030951758|6.145520557|20.27041189|-1.949960781|-48.10898007|71.49283399|3411.457836|571.9794684|-1479.78675|15.06943449|7615.063066|155.48860530000002|29.54149986|0.0125621839999999|-447.9030518999999|9.533193534|1.0|4.5|23.0|-8.81|3.05|5.93|124.17|2.06|2.0|1.0|5.0|-6.08|35.0|-6.6|0.0|0.0|-5.41|0.000405|3.92e-06|3.78|0.0|0.0|-0.03893|4.2446|8.03|4.1773|-1884.564974|757.1|0.4814|292.1|655.69|0.56481|-1884.255802|0.3109|-0.17112|1.9941|-0.21005|0.04805633|-1884.324182|3.2466|154.0|6.8125|6.8125
12an_a36|0.0|0|0|3.489959714|0.0|0|2|0.6294007110000001|0.0|-0.0070293469999999|0.0966393909999999|0.00285431|-0.131674913|10.33556631|0.003710345|0.170355752|-0.133106642|-0.434819796|1|0.906423012|0.8344566859999999|0.855081905|0.836440154|-0.073519599|-0.105145528|0.270501913|-71.0446809|82.43567331|110.5140393|-0.036995649|7.903608682000001|0.0|-1.997765039|-33.56484523|61.37296195|2881.978785|565.1654879|-1349.848937|15.82907093|6162.848939|146.2760938|31.9040205|0.015771136|-383.1273396|10.65623343|1.0|4.85|17.0|-7.05|3.33|2.61|94.5|2.51|1.0|1.0|6.0|-4.85|31.0|-6.64|0.0|0.0|-4.51|0.0061|3.09e-05|3.19|0.0|0.0|-0.05561|5.1771|3.37|3.7872|-1670.417726|718.98|0.6702|239.49|571.76|0.69094|-1670.182102|0.0644|-0.15474|4.3963|-0.21035|0.0345115999999999|-1670.244686|6.2182|0.04|7.3979|7.3979
7f_a10|0.0|0|0|0.0|-4.8022906380000006|1|1|1.240141822|1.924772416|-0.011104817|-0.104120245|0.00189949|-0.000498274|10.92948443|0.0030999659999999|-0.309622111|-0.172751862|-0.5846516820000001|2|0.5371733989999999|0.796084921|0.5209683970000001|0.931773786|-0.064238302|-0.095196098|0.7359022890000001|-53.02456669|15.96885516|38.0022453|-0.03645808|2.474090768|0.3440879|-1.713529756|-19.93012491|40.22275023|2803.359424|519.0013298|-954.4422004|10.23679556|7070.755931000001|99.26552746|24.71113795|0.012813716|-358.4725202|7.137285626000001|1.0|3.37|21.0|-8.13|5.07|6.57|52.83|2.64|2.0|1.0|4.0|-5.54|30.0|-5.47|0.0|0.0|-5.6|0.00119|2.52e-06|4.7|0.0|0.0|-0.0613|5.7757|4.93|3.6256|-1442.200124|597.28|348.0|214.67|426.07|0.6833600000000001|-1442.001311|0.0191|-0.15627|2.2631|-0.2175699999999999|0.01616879|-1442.058773|3.2524|141.0|6.8508|6.8508
14i_a23|0.0|1|1|0.0|0.0|2|0|1.197963212|3.2692375460000003|-0.010148243|0.040408197|0.002243702|-0.018541856|10.31321758|0.002496501|0.075401108|-0.033435987|-0.569707595|2|0.77007911|0.8025091329999999|0.7333675390000001|0.777952733|-0.0889593869999999|-0.096562208|0.266320368|-66.02703063|324.811841|151.83084580000002|-0.039760909|10.01786784|93.48624142|-2.027806362|-41.59306642|75.47917433|3097.406945|531.9462982|-1386.567643|15.53342127|7030.347905|151.7330992|34.94120504|0.019276934|-380.3109456|13.18112713|0.0|3.56|26.0|-6.96|2.57|3.12|148.11|2.28|1.0|1.0|6.0|-5.21|33.0|-7.33|0.0|0.0|-4.39|0.00278|4.03e-05|2.46|0.0|0.0|-0.08025|3.6931|4.64|3.6931|-1798.608335|715.68|0.3639|335.72|580.74|0.55606|-1798.371346|0.3639|-0.1509599999999999|5.9563|-0.23121|0.03394466|-1798.434186|8.3755|3.0|8.4622|8.4622
9_a15|0.0|0|0|0.0|0.0|0|0|1.419941378|0.0|-0.009923019|0.096418279|1.7800000000000002e-05|0.05688176|10.95880687|0.003160815|0.140072812|-0.295062413|-0.344978312|1|0.85357243|0.7059441040000001|0.8105478740000001|0.846156316|-0.073701648|-0.11668349|0.416635119|-65.07462414|105.5304352|85.79894134|-0.028575549|10.09761131|54.69975317|-1.400201879|-22.92354152|59.20930631|2392.3164920000004|471.903131|-780.8954896|10.00547485|5375.400861|271.83655510000006|31.09118831|0.03598612|-14.02896218|20.06953345|1.0|3.16|18.0|-7.57|3.9|4.95|61.84|1.96|2.0|1.0|7.0|-5.25|27.0|-5.52|1.0|1.0|-4.81|0.00206|1.53e-05|4.24|0.0|0.0|-0.0258899999999999|4.3447|3.36|3.7487|-1223.687392|588.55|0.2693|285.37|507.33|0.70552|-1223.463757|0.0115|-0.1565099999999999|1.4625|-0.1824|0.01773342|-1223.522216|2188.0|107.0|6.9706|6.9706
4_a4|0.0|0|0|0.0|0.0|1|1|1.343865392|2.156628874|-0.001234337|-0.0214610589999999|0.011760626|-0.110597574|10.92992837|0.0112367389999999|-0.035166634|-0.078747188|-0.157959343|2|0.646069495|0.77276149|0.636572383|0.933276024|-0.049768752|-0.06873731|0.456474074|-35.41518716|13.70182982|34.37786704|-0.0255766729999999|2.274995377|42.42341622|-1.099796957|-13.21145879|30.05764711|2221.6122010000004|480.8472306|-566.6429946000001|8.855289118|4878.070704|106.2816773|16.60255217|0.010586293|-302.661743|5.454324025|1.0|3.15|21.0|-7.57|4.52|4.41|43.6|2.66|1.0|1.0|2.0|-4.12|25.0|-5.79|1.0|1.0|-4.57|0.0248|2.69e-05|3.52|0.0|0.0|-0.04865|5.382000000000001|3.24|4.0261|-1029.93716|566.84|0.1106|230.37|394.06|0.6010800000000001|-1029.763465|67.0|-0.1696599999999999|2.6814|-0.21831|0.02323788|-1029.813844|3.1195|78.0|7.1079|7.1079
17a_a50|0.0|1|1|0.0|0.0|2|1|1.349854788|4.319202937|-0.002225436|-0.109740063|0.012510153|-0.0979202769999999|10.94500663|0.012893333|-0.178162528|-0.3891730779999999|-0.220088198|1|0.762224122|0.784570118|0.732114362|0.92300665|-0.045404408|-0.078525868|0.4062532579999999|-51.14229199|10.03717565|50.14419437|-0.0280449529999999|5.847033234|84.34722313|-1.570517366|-19.25896309|38.54872522|2644.4486420000003|601.1353533|-1022.84584|15.76161018|5718.782531|136.82673369999998|23.12299308|0.011602876|-377.6260803|7.556715901|1.0|3.95|20.0|-6.76|3.39|4.14|51.77|2.3|1.0|1.0|6.0|-3.99|30.0|-6.44|1.0|0.0|-4.44|0.0408|3.61e-05|3.23|0.0|0.0|-0.03196|4.2478|3.08|4.0477|-1258.540058|705.96|0.1817|291.88|616.93|0.66046|-1258.260865|0.1754|-0.16724|6.2113|-0.1992|0.02594911|-1258.322582|8.2991|85.0|7.0706|7.0706
3c_a32|0.0|1|1|3.452148526|0.0|0|0|0.6094207970000001|0.0|-0.006923974|-0.0522536959999999|-0.00017094|-0.113334836|10.31100278|0.00124359|-0.097512832|-0.145525719|-0.5427297289999999|0|0.831186295|0.839409251|0.774363061|0.888766719|-0.0679200029999999|-0.0943910459999999|0.216289509|-48.52416391|59.72163595|57.18235134|-0.0288417079999999|3.995552912|0.0|-1.038301506|-17.94949454|42.68833949|2152.627425|456.8935699|-533.7658031000001|9.717148607|4598.027604999999|157.331845|21.36577928|0.018316536|-199.4122311|9.416090047|1.0|3.22|19.0|-6.89|6.61|4.68|110.94|1.7|1.0|1.0|3.0|-6.18|22.0|-5.35|0.0|1.0|-4.91|0.000217|1.22e-05|4.14|0.0|0.0|-0.05487|3.5169|3.02|3.5169|-1633.419633|544.22|0.5017|352.54|425.74|0.7034600000000001|-1633.297494|0.5017|-0.14219|3123.0|-0.1970599999999999|0.02415856|-1633.348356|5.0659|9.0|8.0458|8.0458
18a_a25|0.0|0|0|0.0|0.0|1|0|1.194229606|1.875390684|-0.0029953159999999|0.062229409|0.007643634|-0.018419483|10.31286118|0.007325341|0.106305991|-0.06333068|-0.2936794219999999|2|0.761417363|0.7385460309999999|0.7291583840000001|0.931628386|-0.055926422|-0.078181889|0.341320954|-51.83514755|75.74077952|45.33086513|-0.03097773|4.188358905|0.0|-1.641819678|-24.58404782|43.39683067|2857.88027|617.676232|-1088.538099|14.59524518|6523.923911999999|121.2825364|25.136651|0.011486699|-420.4420243|7.615762647|1.0|3.5|27.0|-9.78|5.89|5.72|87.72|2.88|2.0|1.0|6.0|-6.33|32.0|-5.58|0.0|1.0|-5.77|0.000202|1.71e-06|4.76|0.0|0.0|-0.05591|5.4965|4.51|3.1711|-1675.2501519999998|694.17|0.3234|225.57|556.26|0.5274399999999999|-1674.982248|0.0027|-0.15732|3.1313|-0.21323|0.02456497|-1675.04368|4.3839|94.0|7.0269|7.0269
15b_a10|0.0|0|0|0.0|0.0|1|1|1.3438370730000002|2.145379897|-0.002413027|-0.111812184|0.011484257|-0.082365722|10.92966694|0.011928706|-0.175869992|-0.27395395|-0.195505087|2|0.744213612|0.791078367|0.7199249390000001|0.921918974|-0.046334564|-0.07358373|0.697099355|-50.44100799|43.96642219|53.52386591|-0.024105015|7.505718446|118.6253241|-1.398090862|-21.77253505|42.7113409|2716.468606|631.9674549|-958.3791518|11.42472965|6105.426726|226.0501037|24.65365821|0.017637846|-233.3911134|12.09059037|0.0|3.61|21.0|-8.18|4.34|4.44|56.07|2.14|1.0|1.0|7.0|-4.35|31.0|-6.34|1.0|0.0|-4.64|0.0185|2.28e-05|3.49|0.0|0.0|-0.04734|5.7620000000000005|2.74|3.7625|-1317.736865|721.17|0.3575|215.17|587.53|0.68906|-1317.429772|0.1595|-0.15579|4.7752|-0.20313|0.02977516|-1317.4913390000002|6.1384|85.0|7.0706|7.0706
AKLKII_a46|0.0|0|0|2.917217813|0.0|0|0|1.4316666480000002|0.0|-0.003417504|-0.008897473|0.006821053|0.156485495|10.96959256|0.006731579|-0.015805561|-0.066245471|-0.270506095|3|0.718266758|0.758995484|0.687139108|0.837641394|-0.071827497|-0.089369278|0.271156366|-42.37969553|160.85204040000002|76.99187522|-0.033194303|2.335284369|0.0|-1.161800612|-16.15213359|38.98582025|2000.353437|397.2168972|-550.9360419|11.22955511|4110.764451|108.05343229999998|20.38625028|0.015584114|-258.10190780000005|7.390123534|1.0|2.81|21.0|-7.21|3.9|3.39|67.35|1.18|0.0|1.0|2.0|-3.24|22.0|-6.5|1.0|1.0|-3.58|166.0|0.000266|2.19|0.0|0.0|||||||||||||||||||181.0|6.7423|6.7423
12g_a40|0.0|0|0|0.0|0.0|1|0|0.604990688|1.687211672|-0.01011728|0.167050952|-0.001011175|0.075327376|10.31197254|-0.003205145|0.280045216|0.106286677|-0.512657141|0|0.777835705|0.769016155|0.6941475490000001|0.8702014570000001|-0.0951493559999999|-0.099521372|0.289122732|-52.24208444|130.7472028|68.1355805|-0.0435406|3.501413627|0.0|-1.393299206|-26.21888031|56.61727428|2287.970776|456.7977427|-731.3891821000001|14.39849078|5211.675486|77.67373972|26.82520454|0.013442698|-369.5858437|7.056520179|1.0|3.24|20.0|-6.63|4.83|5.14|78.66|3.76|2.0|1.0|2.0|-6.46|23.0|-4.91|0.0|1.0|-5.79|0.000124|1.62e-06|5.07|0.0|0.0|-0.07424|4.0224|4.84|3.1577|-2173.0224510000003|540.25|0.3539|308.23|429.31|0.6988|-2172.9382|0.2682|-0.13191|1.9175|-0.20615|0.02230594|-2172.988604|2.7075|724.0|6.1403|6.1403
15a_a50|0.0|1|1|0.0|0.0|2|1|1.3530592819999998|4.126145086|-0.004429392|-0.0446629609999999|0.005366038|-0.15010386|10.94500663|0.005828749|-0.072976638|-0.209259615|-0.325638639|1|0.797917311|0.821868651|0.76745052|0.837789896|-0.0783960279999999|-0.084501726|0.4349386739999999|-50.56454577|275.287923|97.06405493|-0.029316925|6.450390922|0.0|-1.436529349|-28.07082095|57.69065967|2503.770258|501.3207109|-859.5972780999999|14.65582885|5401.219537|176.277812|24.86892274|0.018747341|-245.8291419|11.21812301|0.0|3.7|20.0|-6.09|3.23|3.57|68.76|1.87|1.0|1.0|5.0|-3.6|28.0|-6.78|1.0|1.0|-3.92|0.0933|0.0001189999999999|2.51|0.0|0.0|-0.03255|4.0408|2.66|4.0408|-1199.784983|644.4|0.1767|306.83|519.38|0.66132|-1199.572081|0.1767|-0.16693|6.6307|-0.19948|0.03314629|-1199.629702|9.0948|41.0|7.3872|7.3872
