molecula|SddssS|n9FaHRing|n9FaRing|SaaNH|SssssC|NaasN|nAHRing|BCUTs-1|SaasN|AATSC1c|MATS7i|AATSC1are|MATS8i|BCUTi-1|AATSC1pe|AATSC7i|AATSC1i|MATS1c|n6aHRing|GATS1are|BIC2|GATS1pe|RASA|FNSA3|FNSA5|PBF|PNSA5|RNCS|TPSA_x|FNSA4|WPSA3|RPCS|FNSA2|WNSA3|DPSA3|GRAVp|TASA|PNSA2|GeomDiameter|GRAV|PPSA1|DPSA4|FPSA5|DPSA1|PPSA5|CYP2C19 inhibitor|Synthetic Accessibility|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Log Kp (cm/s)|BBB|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|PAINS|Lipinski|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Area (grid)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
6b_a31|0.0|0|0|3.404988662|0.0|0|1|0.610136262|0.0|-0.016070861|0.11647286|-0.011483229|-0.032090772|10.31169819|-0.008439437|0.1978523089999999|-0.004825446|-0.57983695|0|0.838789705|0.78240875|0.795570315|0.627853074|-0.12081047|-0.1284626569999999|0.146652651|-78.37648097|159.79549319999998|227.0509355|-0.045675611|12.28107483|101.4993391|-2.055402513|-44.96993859|93.83704414|2776.92804|383.0600707|-1254.023695|14.46878435|6099.567787|155.0167518|37.35947255|0.024142162|-300.0775025|14.72939894|1.0|3.55|22.0|-7.33|5.19|4.0|131.36|1.36|1.0|1.0|4.0|-5.63|29.0|-6.5|0.0|1.0|-4.66|0.000947|2.18e-05|3.2|0.0|0.0|-0.05835|3.2949|4.61|3.2949|-1652.635711|637.06|0.4967|376.29|492.36|0.7013199999999999|-1652.44739|0.4967|-0.13345|5.9085|-0.1918|0.03623358|-1652.505041|8.8379|54.0|7.2676|7.2676
9r_a24|0.0|0|0|2.950959457|0.0|0|0|1.353642494|0.0|-0.004640179|-0.17821765|0.007861194|0.064425793|10.96129392|0.008722018|-0.29065818|-0.2920573039999999|-0.3018627239999999|3|0.786430472|0.7958149290000001|0.7526889940000001|0.8417158379999999|-0.0618978309999999|-0.082022572|0.32720212|-54.99020696|71.31566881|106.1180928|-0.025821921|6.992734796000001|89.36724924|-1.394383716|-27.82142546|51.92828155|2644.462265|564.3096436000001|-934.8335183|18.36822555|5501.824326|257.9706516|28.13932796|0.02357068|-154.486433|15.80243761|1.0|3.53|23.0|-8.66|4.23|3.93|79.82|1.02|2.0|1.0|8.0|-4.02|30.0|-6.83|0.0|0.0|-4.06|0.0383|8.77e-05|2.69|0.0|0.0|-0.04313|4.4722|1.82|4.2877|-1294.451958|713.25|0.3398|277.23|616.11|0.6204|-1294.201456|0.0029|-0.1676099999999999|1.9698|-0.21074|0.03426339|-1294.263358|3.0322|11.0|7.9586|7.9586
12q_a30|0.0|0|0|0.0|-4.76444841|0|2|0.60498366|0.0|-0.015322396|-0.016509571|-0.00695299|0.004165554|10.31162828|-0.004395528|-0.0483777279999999|-0.226973911|-0.636798458|1|0.613786308|0.816138015|0.593245722|0.845745827|-0.087348134|-0.115589613|0.596557166|-78.7683329|82.72757145|105.1162273|-0.045799658|6.868090132000001|0.732186841|-2.427381881|-40.56199584|69.60189582|3305.289025|576.3319634|-1654.134991|13.96052394|7990.060758|122.2240555|38.03137394|0.016579022|-437.0000797|11.29774462|1.0|4.73|17.0|-7.18|4.43|4.78|90.88|2.82|2.0|1.0|7.0|-6.7|34.0|-5.66|0.0|0.0|-5.92|9.63e-05|1.2e-06|5.05|0.0|0.0|-0.05105|5.0573|5.52|3.4834|-1987.999444|713.16|0.1817|245.16|537.96|0.68516|-1987.781386|0.1515|-0.14792|5.5755|-0.19897|0.03408298|-1987.847256|6.821000000000001|36.0|7.4449|7.4449
15b_a50|0.0|1|1|0.0|0.0|2|1|1.353059441|4.112770601|-0.0045393|-0.103807905|0.004641091|-0.06083723|10.94501702|0.005203263|-0.17223348|-0.2185722769999999|-0.310946931|1|0.79846758|0.8259784720000001|0.764606364|0.8209134840000001|-0.082576068|-0.080700307|0.447220762|-46.13641893|274.85729960000003|102.3838797|-0.028069672|6.564219549|0.0|-1.291204916|-26.98929785|58.69070955|2441.264256|469.3167805|-738.1827030000001|13.22671714|5205.2135960000005|206.3740238|25.11269883|0.024313507|-158.95261259999998|13.90004811|1.0|3.56|20.0|-5.72|2.71|3.26|68.76|1.66|1.0|2.0|5.0|-3.18|27.0|-6.98|1.0|1.0|-3.6|0.2339999999999999|0.000249|2.11|0.0|0.0|-0.0333399999999999|4.0561|2.08|4.0561|-1160.463663|613.37|0.1796|305.67|475.99|0.65917|-1160.275856|0.1796|-0.16737|6.9054|-0.20071|0.03528279|-1160.330621|9.3788|79.0|7.1024|7.1024
4i_a46|0.0|0|0|0.0|0.19654443|1|1|1.1346370959999998|2.184105962|-0.002360192|-0.088884176|0.012211602|-0.160741899|10.94638684|0.011931187|-0.133434195|-0.091288438|-0.22302552|1|0.7204791309999999|0.749522825|0.7172344890000001|0.940780437|-0.058565229|-0.075208437|0.263514985|-42.48203383|67.51603424|33.45060163|-0.025069479|4.997521397|70.55661087|-1.278543436|-18.68604171|41.92840157|2200.19132|531.4066842|-722.1945751000001|10.47951666|4893.587424|133.40134070000002|18.53900079|0.011626803|-298.0546045|6.567484272000001|1.0|3.88|17.0|-7.3|4.79|5.07|39.94|3.06|1.0|1.0|3.0|-4.94|26.0|-5.31|1.0|1.0|-5.04|0.00403|9.13e-06|4.38|0.0|0.0|-0.01646|5.3987|4.46|4.4232|-1092.70435|611.74|0.2805|229.66|546.24|0.69035|-1092.473422|0.1421|-0.18438|2.8538|-0.20084|0.02614355|-1092.528145|3.8696|612.0|6.2132|6.2132
11_a47|0.0|0|0|0.0|0.0|0|0|1.381898438|0.0|-0.007767503|-0.0586047379999999|-0.007419345|0.081235787|10.93671007|-0.00580273|-0.120383371|-0.079543257|-0.451384505|3|0.702719047|0.715054643|0.686454722|0.796863393|-0.08164597|-0.096486559|0.572646116|-59.10798423|119.4035378|124.4421556|-0.035945973|3.175899139|1.882633323|-1.833244617|-30.64032829|55.20085753|2842.168734|488.1611434|-1123.0517|11.22841564|6736.717611|112.34605729999998|26.96593732|0.0128657439999999|-387.9111844|7.881596968999999|1.0|3.28|28.0|-10.55|5.58|6.68|70.93|3.0|2.0|0.0|4.0|-6.29|32.0|-5.28|0.0|1.0|-6.03|0.000216|9.32e-07|5.06|0.0|0.0|-0.05094|3.7253|4.84|3.7253|-1396.145101|654.49|0.2321|332.82|549.52|0.6915399999999999|-1395.922861|0.2321|-0.1546|2.9142|-0.20554|0.03959805|-1395.980918|4.6111|0.04|7.4|7.4
12ac_a36|0.0|0|0|3.4419617660000004|0.0|0|2|1.297043188|0.0|-0.007639626|0.03586247|0.000584134|-0.046730704|10.95345846|0.0018565629999999|0.060445359|-0.166354116|-0.433636165|1|0.8058720979999999|0.811459853|0.770400825|0.779673368|-0.080202334|-0.104391657|0.4712820929999999|-72.4798052|118.0445703|152.9742102|-0.036062573|10.36858115|20.70356046|-1.98344149|-38.66245764|70.61872461|2902.588755|541.3322795|-1377.116299|14.63702516|6378.288017|186.3198219|34.22211444|0.020208014|-321.66684580000003|14.03055543|1.0|4.86|17.0|-6.89|3.16|2.09|86.27|1.59|1.0|1.0|6.0|-3.81|32.0|-7.21|0.0|0.0|-3.95|0.0653|0.000112|2.36|0.0|0.0|-0.0527399999999999|3.8843|4.84|3.8594|-1385.566143|711.77|0.3302|319.2|554.84|0.56357|-1385.3211789999998|0.0249|-0.15675|4.0208|-0.20949|0.03998989|-1385.382927|5.4387|13.0|7.8861|7.8861
41_a47|0.0|1|1|0.0|0.0|1|0|1.420292383|1.840145925|-0.004083905|-0.080388467|0.003530307|0.024881402|10.98214139|0.0047106|-0.178132441|-0.317014709|-0.276217719|3|0.62974551|0.8417952740000001|0.609110565|0.823168463|-0.061101947|-0.0899793719999999|0.245948366|-50.81597048|54.15850042|99.86584673|-0.02929561|5.852270304|0.0|-1.259711209|-19.48810377|44.86996758|2374.594252|464.8854878|-711.4235867000001|12.96444871|5042.636398|195.8852341|25.33076615|0.023067788|-172.98086630000003|13.02756406|1.0|3.18|21.0|-7.47|3.34|4.52|68.52|1.75|0.0|1.0|4.0|-3.57|26.0|-6.66|1.0|1.0|-3.9|0.0929|0.000125|2.49|0.0|0.0|-0.05053|4.0167|2.41|3.7144|-1162.462261|603.1|0.2849|308.67|471.9|0.68638|-1162.288187|0.2504|-0.15208|4.9162|-0.2026099999999999|0.02982752|-1162.342476|6.8546|0.01|8.0|8.0
19h_a38|0.0|0|0|3.2723542610000003|0.0|0|2|1.297044177|0.0|-0.007781653|0.14165187|-0.002526241|-0.043452674|10.96083376|-0.000673716|0.303981987|-0.217394466|-0.420225236|1|0.724208473|0.819222745|0.698414933|0.7746288020000001|-0.082211319|-0.109986804|0.3263113569999999|-64.79649453|136.81322659999998|132.7728693|-0.03959525|7.370099699|0.0|-1.979762478|-28.533396600000003|60.94327866|2774.611523|456.3568442|-1166.336902|12.98143834|6253.901215|145.047677|30.94580137|0.020207411|-299.0343596|11.90478646|1.0|4.8|17.0|-6.86|3.13|2.55|81.23|2.4|1.0|1.0|5.0|-4.14|30.0|-6.77|0.0|1.0|-4.17|29.0|6.77e-05|2.78|0.0|0.0|-0.05708|3.7384|3.41|3.5358|-1332.1538779999998|626.65|0.2355|331.65|452.01|0.69012|-1331.941646|88.0|-0.1467099999999999|6.9749|-0.20379|0.03396934|-1331.999352|9.0777|9.0|8.0348|8.0348
12al_a36|0.0|0|0|3.469383582|0.0|0|2|1.297043737|0.0|-0.008463062|0.1030147719999999|0.00127667|-0.074215038|10.96020817|0.003077071|0.172830414|-0.239932418|-0.404703593|1|0.8913597320000001|0.8344566859999999|0.84179881|0.801179217|-0.077842923|-0.105915949|0.2689491989999999|-69.69632923|114.2305891|130.8308989|-0.035305316|11.65999569|0.0|-1.906487074|-33.70669917|68.94274882|2843.740855|527.2034213000001|-1254.533926|16.15533063|6049.668466|216.4375922|34.61874732|0.025956027|-225.1591357|17.07995636|1.0|4.81|17.0|-6.69|2.77|1.89|78.43|1.72|1.0|1.0|6.0|-3.95|31.0|-6.93|0.0|0.0|-4.07|0.0464|8.499999999999999e-05|2.65|1.0|0.0|-0.04998|3878.0|2.92|3.5511|-1347.445127|702.95|0.4466|319.71|554.23|0.70417|-1347.196501|0.0095|-0.14558|6.4473|-0.1955599999999999|0.03469224|-1347.257936|8.1781|48.0|7.3188|7.3188
47r_a18|0.0|0|0|0.0|0.0|0|1|0.403924645|0.0|-0.0058631659999999|0.041686585|-0.005176133|-0.02952923|10.35082951|-0.0001597829999999|0.0646283159999999|-0.362261236|-0.360670551|0|0.806477847|0.7698681909999999|0.7554975009999999|0.769578222|-0.083915825|-0.087091542|0.26560995|-65.12700692|13.30156885|172.30927739999998|-0.031669652|8.669825595|60.66168882|-2.090197013|-46.92606587|74.34599189|3389.050097|575.4901675|-1563.048166|19.40516312|7727.455993|233.2574532|34.41856352|0.0225607039999999|-281.2845386|16.87088158|1.0|4.55|18.0|-7.46|0.43|3.76|111.03|2.23|3.0|1.0|9.0|-6.65|36.0|-6.12|0.0|0.0|-5.64|0.0001139999999999|2.31e-06|4.59|0.0|1.0|-0.0522799999999999|3.1705|9.2|3.1705|-1964.813473|790.57|0.6007|391.06|729.75|0.69545|-1964.443758|0.6007|-0.13021|2.3873|-0.18249|0.02805567|-1964.516246|3.2001|231.0|6.6364|6.6364
13p_a6|0.0|0|0|3.449535594|0.0|0|0|1.424099253|0.0|-0.010395243|0.072850973|-0.008008339|-0.014153926|10.95053423|-0.005708558|0.123575608|-0.116250572|-0.573014008|2|0.865935935|0.784414352|0.8244206940000001|0.7265205579999999|-0.099405155|-0.107371897|0.196002517|-76.17631587|80.30786544|194.0233618|-0.03767435|8.708451561|107.5669533|-2.14743793|-50.03427239|82.79893305|3016.078786|515.4389679999999|-1523.526317|14.91957306|6590.216479|170.2302215|35.16646396|0.018322293|-369.0018868|12.99897644|1.0|3.64|27.0|-10.06|4.58|4.01|122.47|1.01|1.0|0.0|7.0|-5.09|34.0|-7.01|0.0|1.0|-4.55|0.00365|2.79e-05|2.86|0.0|0.0|-0.0746|4.7973|4.73|2.9837|-1463.0432449999998|752.82|0.4132|258.45|573.39|0.7056600000000001|-1462.740542|0.0029|-0.12251|9.0546|-0.1971099999999999|0.03807447|-1462.804694|12163.0|92.0|7.0362|7.0362
18_a15|0.0|0|0|0.0|0.0|0|0|1.435689019|0.0|-0.006149666|-0.094812415|-0.001044324|-0.066226471|10.95986315|0.000539978|-0.190640601|-0.145790726|-0.431836192|2|0.660075777|0.7162974740000001|0.645117465|0.8362289070000001|-0.067562078|-0.090730185|0.819442071|-55.48918283|40.37881101|100.159876|-0.035181092|2.672871589|1.833724661|-1.723873519|-25.27062952|45.69032922|2541.440611|511.4247108|-1054.294474|10.2545953|5705.360332|81.07723009|24.80452821|0.008781964|-449.4301265|5.370913621000001|1.0|3.37|24.0|-9.98|5.68|6.86|47.04|3.6|2.0|1.0|5.0|-6.16|29.0|-4.8|0.0|1.0|-5.93|0.000265|1.18e-06|5.42|0.0|0.0|-0.03581|4543.0|5.65|3.8232|-1265.770242|650.53|0.2686|272.91|535.02|0.70427|-1265.556558|0.0066|-0.1579|4.2476|-0.19371|0.03989594|-1265.614679|6.5864|129.0|6.8894|6.8894
1e_a5|0.0|0|0|2.953259375|0.0|0|0|1.427503886|0.0|-0.001975193|-0.080321049|0.008031558|-0.1197834419999999|10.94440038|0.007357977|-0.133677441|0.0578378779999999|-0.201027861|2|0.71274658|0.771487328|0.6977404359999999|0.8805795|-0.06795194|-0.069725333|0.373935381|-36.22202792|159.537038|62.03846573|-0.0278901329999999|2.317577542|0.0|-1.115605324|-18.33860051|39.76196174|2107.092939|457.4574833|-579.5524467|12.39753333|4342.827698|131.2279879|19.38578369|0.0157106539999999|-257.0399733|8.161620868|1.0|2.83|23.0|-8.41|4.99|4.51|54.46|2.13|0.0|1.0|3.0|-4.25|24.0|-5.77|1.0|1.0|-4.45|0.0174|3.5600000000000005e-05|3.43|0.0|0.0|-0.04186|4746.0|3.17|4.4292|-990.6006645|560.58|0.5156|261.24|427.87|0.51802|-990.471803|0.1355|-0.18105|1916.0|-0.22291|0.0313740589999999|-990.522307|3.0386|191.0|6719.0|6719.0
3p_a32|0.0|1|1|3.456037415|0.0|0|1|0.609420752|0.0|-0.008735261|-0.050639647|-0.000971341|-0.111150118|10.31100269|0.000920756|-0.092884784|-0.26891009|-0.53666614|0|0.737842269|0.8599558070000001|0.6956696440000001|0.8195708759999999|-0.070907174|-0.098773656|0.366898545|-58.13283248|40.28175307|106.1908248|-0.029183126|7.365688817|57.82331968|-1.28405753|-24.56127372|54.24719019|2650.4178850000003|482.3550967|-755.7268222|10.69458635|5960.446219|223.6663527|27.70403125|0.025390655|-141.21321609999998|14.94356622|1.0|3.38|19.0|-6.79|6.06|3.71|131.25|1.1|1.0|1.0|4.0|-5.11|27.0|-6.8|0.0|1.0|-4.25|0.00308|5.629999999999999e-05|2.7|0.0|0.0|-0.04963|3.6436|4.26|3.6436|-1879.527843|626.32|0.3083|340.28|471.04|0.7017100000000001|-1879.350471|0.3083|-0.15055|4.3094|-0.20018|0.02642856|-1879.406962|5.4496|26.0|7585.0|7585.0
15a_a22|0.0|0|0|0.0|0.0|1|0|1.4229176680000002|1.646649187|-0.0050042229999999|0.021482585|0.005288335|-0.057308195|10.9464374|0.005757758|0.036467904|-0.165471815|-0.360663314|2|0.6819423609999999|0.7392451729999999|0.655865336|0.86664032|-0.061755825|-0.081705465|0.410151945|-55.4621036|96.58317516|90.52525878|-0.031425179|9.799599501|65.53409434|-1.634109304|-28.45564196|56.35672103|2884.815511|588.2800507999999|-1109.242072|14.6895113|6322.278103000001|201.7850124|30.3550786|0.0216014629999999|-275.2352849|14.66318798|1.0|3.42|27.0|-9.21|3.87|4.31|85.59|1.73|1.0|1.0|6.0|-4.65|32.0|-6.61|0.0|1.0|-4.68|0.00945|2.1e-05|3.18|0.0|0.0|-0.0600399999999999|5.0577|4.98|3.6496|-1368.321775|696.57|312.0|245.14|541.27|0.69076|-1368.0755869999998|0.0955|-0.15281|5.2588|-0.21285|0.03153544|-1368.1368730000002|6.8666|143.0|6.8447|6.8447
4_a18 (SD-208)|0.0|0|0|0.0|0.0|0|2|1.304335262|0.0|-0.012457606|-0.020226647|-0.018723101|-0.009648044|10.95382003|-0.015153358|-0.047745689|-0.3630339729999999|-0.564165402|1|0.773173718|0.83508768|0.721664823|0.77909674|-0.077885485|-0.099573708|0.115284206|-51.27494074|103.6318511|113.7529353|-0.034985357|5.615248385|0.0|-1.2944582059999998|-20.652731600000003|51.01127638|2395.526727|401.1916387|-666.5742296|11.42979655|5348.394288|204.9329964|29.9246699|0.035654206|-105.0785813|18.35993987|0.0|2.77|22.0|-8.15|3.54|4.44|76.48|2.02|1.0|1.0|3.0|-4.29|25.0|-6.31|0.0|1.0|-4.38|18.0|4.14e-05|3.02|0.0|0.0|-0.09992|5.1755|2.58|3.2777|-1542.276332|537.47|0.2761|239.56|396.17|0.69028|-1542.15786|0.2316|-0.13588|3.4629|-0.2358|0.0199445|-1542.207472|5.2085|0.08|7.0969|7.0969
16j_a32|0.0|1|1|3.359912013|-0.082980188|0|0|0.609420735|0.0|-0.0139074189999999|-0.0667943999999999|-0.002456725|-0.135618491|10.31100263|-0.00030659|-0.11512706|-0.202656848|-0.704356423|0|0.79965447|0.798237393|0.762429418|0.8259884120000001|-0.07651119|-0.106897203|0.509776381|-76.45058155|34.66998636|124.4493461|-0.034287782|11.90023573|45.81893652|-1.817252458|-39.13396528|71.35869023|2830.682695|590.7291534|-1299.659886|13.20372234|6507.757122|214.7033741|35.04175088|0.021655546|-285.7717513|15.48758085|1.0|3.86|19.0|-7.77|6.49|5.24|149.27|1.57|3.0|1.0|8.0|-7.45|30.0|-5.73|0.0|0.0|-5.41|1.57e-05|3.89e-06|4.59|0.0|0.0|-0.05016|3629.0|5.5|3629.0|-2034.593521|729.78|0.2907|341.65|631.34|0.70207|-2034.344833|0.2907|-0.15012|3.4656|-0.2002799999999999|0.0283671|-2034.408854|4.0992|9.0|8.0315|8.0315
12ao_a36|0.0|0|0|3.477902101|0.0|0|2|1.297043885|0.0|-0.007081548|0.0895536619999999|0.002782748|-0.113963585|10.94919858|0.003724542|0.1523047569999999|-0.1619981409999999|-0.435820128|1|0.90500247|0.82626942|0.856135378|0.832582759|-0.077866573|-0.1019516769999999|0.264688501|-67.45579866|85.17634667|110.7707502|-0.03775988|7.785557064|0.0|-2.039033535|-34.08795068|63.28698809|2794.663089|550.8740683|-1349.115973|16.33039817|5943.227395|144.1736112|31.9443643|0.016708791|-373.2975961|11.05528527|1.0|4.87|17.0|-7.01|3.62|2.42|69.2|2.38|1.0|1.0|6.0|-4.58|31.0|-6.34|1.0|0.0|-4.55|0.0106|2.82e-05|3.45|0.0|0.0|-0.05455|4.6597|3.83|3.4743|-1310.328652|701.9|0.6249|266.08|548.59|0.7045|-1310.077853|0.0033|-0.14207|5.4691|-0.19662|0.03244719|-1310.138396|7.447999999999999|0.03|7.5229|7.5229
4R4k_a46|0.0|0|0|0.0|0.173180233|1|1|1.134637098|2.145043462|-0.0049602|-0.104665424|0.006550513|-0.1149361969999999|10.94631314|0.006050983|-0.158788415|0.012963356|-0.3860697829999999|1|0.78837943|0.7477594870000001|0.784722915|0.890625164|-0.089699228|-0.085931818|0.237621572|-45.72566346|173.3171354|58.20005971|-0.030434186|2.232103603|0.0|-1.4608409080000002|-25.39807111|51.92513282|2105.035168|473.9155694|-777.3362788|10.33328154|4711.736397|70.94107067|18.68565706|0.007248925|-390.2334878|3.857266463|1.0|3.8|17.0|-6.61|4.26|4.77|50.94|2.84|1.0|1.0|2.0|-4.82|25.0|-5.46|1.0|1.0|-4.83|5.0|1.4800000000000002e-05|4.05|0.0|0.0|-0.02045|5.2965|4.52|4.1392|-1053.413412|565.94|0.2896|234.09|490.83|0.68404|-1053.202129|0.1008|-0.17484|1.8559|-0.19529|0.0257622|-1053.254911|1.9753|97.0|7.0132|7.0132
4b_a46|0.0|0|0|0.0|0.206072846|1|1|1.1346370890000002|2.189591837|-0.00113356|-0.082722572|0.012332859|-0.135121207|10.96200942|0.011806162|-0.128843936|-0.123416853|-0.16915334|2|0.6901151990000001|0.7306307590000001|0.69830739|0.935245062|-0.0524080009999999|-0.070236212|0.27128814|-38.30877966|7.986637869|35.31914031|-0.0229342729999999|2.251475261|56.7922535|-1.123779397|-15.59093155|32.7126858|2105.172229|510.1086157|-612.9404746|10.09436488|4681.895329999999|103.3759991|15.43427855|0.007963679|-338.6757579|4.343611349|1.0|3.9|17.0|-7.2|4.69|4.77|43.6|2.58|1.0|1.0|2.0|-4.35|25.0|-5.67|1.0|1.0|-4.63|0.0149|2.35e-05|3.74|0.0|0.0|-0.02729|4.5515|3.98|4.5515|-1033.535029|588.79|0.1784|272.4|508.79|0.68682|-1033.3243619999998|0.1784|-0.19082|3127.0|-0.21811|0.02176759|-1033.378455|3.7571|548.0|6.2612|6.2612
14c_a23|0.0|1|1|0.0|0.0|2|0|1.197962449|3.349976042|-0.005822256|0.04174584|0.010682694|-0.047853455|10.31321813|0.009263715|0.077009731|-0.13187015|-0.4589840189999999|2|0.722187957|0.793551289|0.659570836|0.922935039|-0.0567889659999999|-0.0800086929999999|0.2273163289999999|-53.17009158|38.43627129|51.21382308|-0.034046252|8.321492112|81.41541733|-1.600173862|-25.07982076|50.26125234|2955.304496|613.3401089|-1063.401832|14.49533577|6755.962581999999|143.9373772|28.88097191|0.016385474|-376.6791777|10.88903141|0.0|3.4|26.0|-7.99|4.0|4.67|105.02|3.51|2.0|1.0|5.0|-6.13|31.0|-6.03|0.0|0.0|-5.55|0.000334|2.83e-06|4.21|0.0|0.0|-0.0795299999999999|3.7031|4.1|3.7031|-2089.501598|693.64|356.0|334.81|549.86|0.56781|-2089.293299|356.0|-0.15143|7.2704|-0.23096|0.02236136|-2089.354057|10.369000000000002|2.0|8.6253|8.6253
1i_a5|0.0|0|0|2.843224727|-4.358943904|0|0|1.219028472|0.0|-0.006494891|0.018196138|-0.0012491689999999|-0.174016111|10.94550053|-0.000700145|0.059972925|0.004923698|-0.403861432|2|0.525406088|0.780175595|0.513260607|0.8876055620000001|-0.091178745|-0.084018635|0.4729402929999999|-46.82694838|201.1526326|62.64191946|-0.03570792|2.575548983|0.213644964|-1.428316788|-28.32266298|55.43870932|2482.831286|494.6981114|-796.0581225|13.79450888|5432.586961|134.0627959|26.20475553|0.0196689|-289.21443910000005|10.96226516|1.0|2.83|23.0|-8.88|5.48|6.37|54.46|2.73|2.0|1.0|4.0|-4.79|27.0|-5.73|0.0|1.0|-4.97|0.00589|1.0800000000000002e-05|3.95|0.0|0.0|-0.05729|4.7243|3.58|4.3799|-1288.322373|569.42|0.7585|262.44|443.05|0.50107|-1288.210207|0.0207|-0.17945|2.6336|-0.23674|0.03383899|-1288.264271|2.8939|24.0|7.6198|7.6198
23_a10|0.0|0|0|0.0|0.0|1|1|1.34383709|2.140123457|-0.00264793|-0.031558374|0.010305237|-0.000458688|10.92966139|0.010662507|-0.0502296329999999|-0.207994181|-0.233801237|2|0.7338945809999999|0.754150918|0.706648116|0.915208645|-0.049653973|-0.072395864|0.535680357|-51.27837225|72.17779806|60.05816353|-0.02685653|4.824237957|53.00900704|-1.6651048819999998|-24.91121732|41.98112956|3103.831885|648.2471057|-1179.402562|17.02048484|7034.375112000001|169.14354509999998|24.9903188|0.013394095|-370.018179|9.487107794|1.0|3.8|27.0|-9.84|5.11|5.81|56.07|2.99|2.0|1.0|6.0|-5.38|35.0|-5.93|0.0|1.0|-5.7|0.00193|2e-06|4.48|0.0|0.0|-53.0|3.8034|3.9|3.8034|-1470.166163|768.3|0.2089|325.98|606.18|0.67647|-1469.838069|0.2089|-0.15858|3.8115|-0.21158|0.02986448|-1469.902562|4.8954|0.75|6.1249|6.1249
38_a18|0.0|0|0|0.0|0.0|0|2|1.251175383|0.0|-0.00575311|-0.066676644|0.000520558|-0.020056674|10.94702086|0.001602741|-0.0993372269999999|-0.11123356|-0.498932552|0|0.745084567|0.719168079|0.7400818459999999|0.8310704529999999|-0.076974444|-0.082256123|0.423402315|-65.45657441|100.7046282|134.4282836|-0.0322355079999999|5.3122971560000005|74.46052717|-2.385427574|-48.74349112|67.92930461|3162.36475|661.3370874|-1898.240658|20.5922319|7261.130718|94.75345803|29.11918324|0.007165119|-606.2584549|5.701753365|1.0|4.53|18.0|-10.33|4.94|4.13|85.29|3.7|3.0|0.0|10.0|-6.98|38.0|-5.55|0.0|1.0|-6.11|5.36e-05|7.85e-07|5.43|0.0|1.0|-0.0483699999999999|3.2241|8.95|3.2241|-1611.60375|861.93|0.5147|384.55|734.93|0.69235|-1611.133158|0.5147|-0.13229|1.9877|-0.18066|0.02653109|-1611.206669|2.7244|91.0|7041.0|7041.0
3_a47|0.0|0|0|0.0|0.0|0|0|1.304465159|0.0|-0.008740449|-0.013350303|-0.008828261|0.103847816|10.93671092|-0.007967014|-0.021029826|-0.024240921|-0.457330633|2|0.900251233|0.720319618|0.815682427|0.854727481|-0.083129079|-0.0948001|0.4661246329999999|-49.71258151|98.29790989|76.18000386|-0.036461577|2.367459086|1.139378223|-1.422001494|-22.85956767|48.10703|2243.894237|448.2137648|-745.6887227000001|10.84023999|5022.029588|112.7606591|24.35791949|0.016230658|-298.8724505|8.511255722000001|1.0|2.59|22.0|-8.42|4.32|5.4|58.04|2.88|1.0|1.0|3.0|-5.54|25.0|-5.16|1.0|1.0|-5.35|0.000995|4.49e-06|4.6|0.0|0.0|-0.05717|5.6998|4.12|3.7284|-1470.101469|556.65|0.2342|217.52|402.58|0.69138|-1469.969304|0.2182|-0.15473|4.0226|-0.2119|0.03619487|-1470.0192869999998|5.3274|316.0|6.5|6.5
3g_a32|0.0|1|1|3.542426304|-0.047725143|0|0|0.60942078|0.0|-0.006258272|-0.058985916|0.001276735|-0.1154223269999999|10.31100273|0.002565215|-0.105402305|-0.133675401|-0.563371932|0|0.833981748|0.755211939|0.786074011|0.887695945|-0.070213101|-0.098311343|0.273439311|-54.47722347|42.56199385|62.23099889|-0.030429702|3.683575459|0.0|-1.278047464|-21.55960626|45.55465473|2271.746759|491.89858160000006|-708.2039051|10.70834299|5058.622432|110.4157723|21.05801434|0.01096673|-333.29803589999995|6.076989555|1.0|3.43|19.0|-7.29|7.02|5.42|110.94|2.18|2.0|1.0|3.0|-7.09|24.0|-4.9|0.0|1.0|-5.59|2.88e-05|2.58e-06|5.02|0.0|0.0|-0.0535|3.5456|4.13|3.5456|-1712.036238|593.24|0.2859|349.68|495.4|0.70275|-1711.865318|0.2859|-0.14715|3.3082|-0.20065|0.02384763|-1711.919273|5.5816|14.0|7.8539|7.8539
