molecula|n9FaHRing|SaaNH|SssssC|NaasN|SRW09|nAHRing|nARing|SaasN|MATS2c|AATSC1c|SRW07|JGI4|MATS7i|BCUTi-1|n5aRing|n5aHRing|AATSC7i|MATS1c|n6aHRing|GATS1are|BIC2|SIC2|RASA|FNSA3|FNSA5|PBF|PNSA3|PNSA5|PPSA3|RNCS|RPSA|WPSA3|RPCS|FNSA1|FNSA2|DPSA5|GeomPetitjeanIndex|GRAVp|TASA|WNSA4|FPSA1|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|WNSA2|DPSA4|FPSA5|DPSA2|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Log Po/w iLOGP|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Leadlikeness|Molar refractivity|Veber filter|Num. of Rotatable bonds|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|BBB|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Area (grid)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Oscillator Force (HOMO-LUMO transition)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|IC50|pIC50|pIC50
5f_a40|0|0.0|0.0|1|8.149890544|0|1|1.656591081|-0.004886759|-0.008387329|6.167516491000001|0.042936508|-0.085493191|10.31198329|2|2|-0.155235986|-0.4644854879999999|0|0.7039183109999999|0.811339477|875.0|0.7414714309999999|-0.113521559|-0.10969397|0.0528268609999999|-52.44868801|-50.68028366|9.349692674|222.1847349|0.258528569|4.319700326|63.48466425|0.814393685|-1.316327637|57.61052946|0.484099946|1932.388838|342.5710869|-8.780648419|0.185606315|5.780627322000001|11.20493646|0.938359946|3963.475837|85.75294257|-280.9807494|23.33651|0.015000038|746.7683199|0.0|0.0|1.0|1.0|2.05|-3.69|2.68|101.52|0.0|78.56|0.0|3.0|-3.97|3.0|-6.47|284.34|0.0|1.0|-3.31|0.000108|0.0307|0.000491|0.14|2.2|0.0|0.0|0.0587|3.0611|-1232.959261|487.57|0.2747|325.97|361.03|0.0415|5.5961|-0.19284|0.02389588|112.0|6.9508|6.9508
8g_a12|1|2.897921027|0.0|0|6.580639137|1|1|0.0|0.10205033|-0.0084227909999999|4.59511985|0.038347953|-0.038463841|10.95472263|1|1|-0.068810076|-0.532504083|1|0.804158158|0.7475224290000001|0.80546986|0.8576253690000001|-0.076856227|-0.1045061519999999|0.274352085|-42.39297373|-57.6443411|4.915102972|84.95000993|0.142374631|2.7111119089999995|0.0|0.90166696|-1.881110729|61.99654413|0.463772637|2506.427441|473.055878|-13.00742505|0.09833304|6.882798206|12.83559677|0.864880588|5327.736626|54.23932676|-572.326702|26.15353224|0.007890315|1150.7554189999998|1.0|1.0|1.0|1.0|2.51|-8.0|2.07|78.85|1.0|109.93|0.0|3.0|-4.38|5.0|-6.28|353.38|0.0|0.0|-4.34|4.15e-05|0.0146|4.61e-05|0.0163|3.06|0.0|0.0|3.53e-06|3731.0|-1154.281986|590.93|0.3786|294.8|418.41|0.1601|2.9986|-0.21633|0.03954539|3715.0|5.43|5.43
17a_a10|0|0.0|0.0|1|7.535296702|2|2|2.118111229|-0.218519541|-0.004333189|5.4161004020000005|0.036545455|-0.082914437|10.92970797|1|1|-0.132166258|-0.275154041|2|0.7019075779999999|0.76281504|0.8044827790000001|0.8538249840000001|-0.055423599|-0.082689376|0.463842217|-39.18491085|-58.46202420000001|14.20303963|51.96456548|0.146175016|10.04165819|87.61514901|0.564726042|-1.488408763|76.48633670000001|0.4918223679999999|3154.628148|603.6608262999999|-11.80945728|0.4352739579999999|8.621193279|16.96492079|0.967815851|7078.918870999999|307.7420338|-743.9958084|29.57794442|0.0254938|1863.410498|1.0|1.0|1.0|1.0|3.66|-7.32|2.5|76.38|1.0|142.16|0.0|6.0|-3.68|6.0|-7.43|468.55|1.0|0.0|-4.32|0.00021|0.0986|4.74e-05|0.0222|2.43|0.0|0.0|2.22e-05|3.9887|-1524.52012|767.6|0.2142|224.26|603.73|0.0867|4.1012|-0.21203|0.03725238|49.0|7.3098|7.3098
14g_a23|1|0.0|-4.794439428|2|7.423568444|0|0|3.0793867980000003|0.180361525|-0.014609495|5.351858133|0.0422736629999999|0.058422864|10.3132174|2|2|0.179219801|-0.648987099|2|0.598213287|0.796412133|0.854683662|0.907334473|-0.072819606|-0.096288005|0.297855753|-51.82254036|-68.52397802|13.05300369|95.64648102|0.092665527|9.289253982|1.5679977319999998|0.780315815|-2.118336119|83.15907597|0.461846955|3400.464046|645.7104105000001|-21.03611074|0.219684185|8.788027188|16.32997765|0.8582074559999999|8005.353973|156.3396622|-1072.841648|37.88128151|0.020564836|1931.945357|0.0|1.0|0.0|1.0|3.79|-7.95|6.18|114.25|2.0|126.97|0.0|7.0|-6.89|8.0|-5.94|495.48|0.0|0.0|-6.0|1.29e-07|6.38e-05|1e-06|0.0004969999999999|4.76|0.0|0.0|5.57e-06|3.7042|-2042.161409|730.13|0.3478|334.71|583.38|0.3478|7.2913|-0.23201|0.0221162|0.01|8.0|8.0
8j_a46|0|0.0|0.214753401|1|7.727094485|1|1|2.1279894180000003|-0.13040237|-0.0017688329999999|5.533389489|0.043903904|-0.129276363|10.96391738|1|1|-0.204674804|-0.229679821|2|0.645146311|0.789844634|0.837678812|0.934648421|-0.054707287|-0.068971544|0.308052557|-29.38737046|-37.04976799|4.658562801|7.723448142|0.065351579|2.5024620580000003|64.83187221|0.822112519|-1.103544698|41.80044861|0.427798746|2121.846387|502.0694817|-7.405468973|0.177887481|5.617748211|9.817783823|0.747636856|4759.107832|95.55665364|-318.43516580000005|16.76894569|0.008843828|721.0646647000001|0.0|1.0|1.0|1.0|3.25|-7.26|4.55|43.6|1.0|96.94|0.0|2.0|-4.59|3.0|-5.55|338.83|1.0|1.0|-4.83|2.59e-05|0.00878|1.47e-05|0.00497|3.97|0.0|0.0|1.85e-05|4.4107|-1414.50743|576.48|0.1728|249.79|493.89|0.1427|5.2361|-0.22599|0.02408052|1228.0|5.9108|5.9108
12ao_a36|0|3.477902101|0.0|0|7.412764017000001|2|2|0.0|-0.058597382|-0.007081548|5.351858133|0.042739018|0.0895536619999999|10.94919858|1|1|0.1523047569999999|-0.435820128|1|0.90500247|0.82626942|0.8800240009999999|0.832582759|-0.077866573|-0.1019516769999999|0.264688501|-51.52001456|-67.45579866|11.76697353|85.17634667|0.167417241|7.785557064|0.0|0.7820981779999999|-2.039033535|78.51108393|0.462968912|2794.663089|550.8740683|-16.53028876|0.217901822|8.769931502999999|16.33039817|0.8620895909999999|5943.227395|144.1736112|-892.6355932|31.9443643|0.016708791|1724.9956719999998|0.0|0.0|1.0|0.0|0.0|-7.01|2.42|69.2|1.0|133.84|0.0|6.0|-4.58|4.0|-6.34|407.47|1.0|0.0|-4.55|2.6e-05|0.0106|2.82e-05|0.0115|3.45|0.0|0.0|3.94e-05|3.4743|-1310.328652|701.9|0.6249|266.08|548.59|0.0033|5.4691|-0.19662|0.03244719|0.03|7.5229|7.5229
16c_a32|1|3.329674745|0.0|0|7.765993078999999|0|0|0.0|0.191088217|-0.01639019|5.733341277|0.03995614|-0.03152033|10.31100271|3|3|-0.057356214|-0.697601261|0|0.809370315|0.8607827790000001|0.915639476|0.773043206|-0.088841599|-0.119988297|0.367322508|-53.00702241|-71.59058881|15.38819548|102.2022233|0.226956794|9.181311842|37.0285246|0.6846367059999999|-1.679836163|86.97970500000001|0.463897164|2649.168528|461.2334662|-13.59090376|0.3153632939999999|6.313526111|11.77670717|0.8653137670000001|5979.891916|188.1603823|-597.9997655000001|33.27140293|0.02579269|1463.941729|0.0|1.0|1.0|1.0|3.08|-6.99|4.21|149.27|1.0|107.14|1.0|7.0|-6.04|5.0|-6.44|399.49|0.0|1.0|-4.41|9.17e-07|0.000366|3.89e-05|0.0155|3.23|0.0|0.0|4.13e-05|3.6264|-1916.651132|639.66|0.2955|341.89|508.43|0.2955|4.0551|-0.20047|0.02806787|5.0|8.3468|8.3468
17c_a50|1|0.0|0.0|2|7.934155233999999|2|2|4.349159921|-0.212075666|-0.002676029|5.82008293|0.031870748|0.021572081|10.94500663|2|2|0.034485992|-0.2256811219999999|1|0.762883243|0.774994313|0.816442883|0.89719894|-0.051905615|-0.073693343|0.446454378|-35.70979598|-50.69922125|14.91199042|133.46240020000002|0.10280106|10.25908547|94.15397246|0.569750429|-1.32648017|66.7258111|0.49503436|2951.495914|617.2509739|-10.29240792|0.430249571|8.310163601000001|16.45688922|0.98033276|6438.380804|296.00120400000003|-627.8368834|26.25785813|0.0232952879999999|1601.729346|1.0|1.0|1.0|1.0|3.61|-6.79|3.53|61.0|1.0|134.28|0.0|6.0|-3.8|5.0|-6.96|440.54|1.0|0.0|-4.43|0.000158|0.0698|3.75e-05|0.0165|2.86|0.0|0.0|7.08e-05|4.0432|-1411.157813|746.5|0.1814|292.44|596.23|0.1801|6.3989|-0.19818|0.02957871|69.0|7.1612|7.1612
34_a20|0|0.0|0.0|1|6.842683282|0|0|1.877209467|0.0305860929999999|-0.0057643419999999|4.727387819|0.0396875|0.199191385|10.93244905|1|1|0.327535029|-0.4478820739999999|2|0.7071284179999999|0.74801464|0.80310139|0.7966571459999999|-0.0851907119999999|-0.085459595|0.408491116|-57.31821177|-57.49912174|8.766605631000001|297.5548445|0.203342854|5.898367836|80.66541842|0.776414086|-1.709191893|67.53437417|0.462785432|2825.042137|536.0086996|-14.59875162|0.223585914|7.940146766|14.7802149|0.8614536140000001|6211.26199|150.43359099999998|-773.7338361000001|27.94614651|0.01491516|1481.145765|1.0|1.0|1.0|1.0|2.92|-9.18|4.62|86.69|2.0|125.0|0.0|5.0|-5.14|4.0|-6.28|419.48|0.0|1.0|-5.02|7.27e-06|0.00305|9.51e-06|0.00399|3.63|0.0|0.0|2.780000000000001e-07|3.8699|-1352.2836220000002|711.19|0.4388|229.04|544.93|0.0766|3.8519|-0.21284|0.03558836|61.0|7.2147|7.2147
6b_a40|0|0.0|0.0|1|8.421342866|1|2|1.710647518|0.135693438|-0.014861289|6.401917197|0.039863946|-0.137534783|10.30179924|2|2|-0.248560671|-0.630957955|0|0.691778838|0.842573207|0.90571269|0.753431574|-0.107699967|-0.118488624|0.417254814|-72.13527644|-79.36130196|9.771129787|176.8246355|0.246568426|6.544506614|34.43877986|0.878140798|-2.132795227|87.29061302|0.442509019|3214.047452|504.6333458|-22.2507658|0.1218592019999999|6.976123351|12.51342818|0.793750992|8482.600495|81.61884754|-956.7829293|37.83107469|0.011838681|1626.736212|0.0|1.0|0.0|1.0|3.36|-5.21|4.38|173.43|2.0|130.16|1.0|5.0|-8.41|5.0|-5.85|511.42|0.0|1.0|-6.18|3.86e-09|1.98e-06|6.55e-07|0.000335|5.03|1.0|1.0|0.00318|3.1026|-3290.745084|687.2|0.4962|399.62|552.01|0.4962|8193.0|-0.21904|0.03026498|0.03|7.5229|7.5229
7_a27|0|0.0|0.0|2|6.842683282|0|0|3.330197625|0.112935885|-0.00601016|4.727387819|0.049625|-0.133453335|10.93773474|1|1|-0.220626658|-0.500327496|2|0.6413629129999999|0.801251575|0.8546689820000001|0.85111414|-0.060745542|-0.084531496|0.358145768|-34.09779211|-47.44936449|8.475438874|10.66993367|0.14888586|4.757447929|60.73467304|0.763564713|-1.352503929|55.55559276|0.466714317|2334.058688|477.7488532|-9.469994277|0.236435287|6.446345598|12.087978|0.875167537|5082.120742|132.7162621|-426.1497425|22.09489892|0.014441323|994.2704516|0.0|1.0|0.0|1.0|3.41|-6.61|3.05|65.6|0.0|102.36|0.0|3.0|-4.06|4.0|-6.26|345.4|1.0|1.0|-4.28|8.66e-05|0.0299|5.2e-05|18.0|3.02|0.0|0.0|8.4e-05|4.1205|-1122.433757|606.74|0.4179|300.9|505.5|0.4179|4.2487|-0.2162099999999999|0.02179141|1.0|9.0|9.0
12c_a30|0|0.0|0.0|0|7.412764017000001|2|2|0.0|0.045997203|-0.006900253|5.351858133|0.042804233|-0.0983590219999999|10.31162888|1|1|-0.172653074|-0.468696709|1|0.8264832879999999|0.824373792|0.880943609|0.8439327120000001|-0.076777688|-0.096482247|0.39541773|-50.12643041|-62.99109515|10.36785909|82.07537640000001|0.156067288|6.768942632999999|0.0|0.8061287690000001|-1.833162702|72.5855533|0.452966315|2860.640481|550.9847369|-15.946612|0.193871231|7.652098812999999|13.9883503|0.828040991|6403.739746|126.574178|-781.3839879|30.29927658|0.014695647|1484.664552|0.0|1.0|1.0|0.0|0.0|-7.22|3.27|81.65|2.0|132.29|0.0|5.0|-5.93|4.0|-5.75|432.93|0.0|1.0|-5.44|1.19e-06|0.0005139999999999|3.61e-06|0.00156|4.49|0.0|0.0|2.61e-05|3.5286|-2035.339256|695.96|0.2155|245.12|541.39|0.1568|3.7377|-0.2038599999999999|0.03433522|0.01|7.9914|7.9914
6_a27|0|2.6137160880000003|0.0|1|6.823286122000001|0|0|1.7996617540000002|0.1718757239999999|-0.007874167|4.727387819|0.042942943|-0.237047381|10.93737136|1|1|-0.406859288|-0.541168953|2|0.678057835|0.787663648|0.849515128|0.785047616|-0.0786267609999999|-0.090025109|0.344065059|-38.92545695|-44.56839492|10.17466399|125.8234721|0.214952384|5.03713293|61.10118428|0.774820398|-1.35037664|52.66373343|0.47262982|2196.1151210000003|388.6505938|-8.486272674|0.2251796019999999|5.010042219|9.500048379|0.896201262|4761.820508|111.4788253|-330.96463430000006|22.12343713|0.01635203|862.8140479|0.0|0.0|0.0|0.0|2.49|-6.67|2.79|76.46|0.0|92.65|0.0|2.0|-3.62|4.0|-6.55|317.34|1.0|1.0|-3.82|0.000242|0.0768|0.000153|0.0485|2.37|0.0|0.0|6.86e-05|4.1391|-1043.806618|526.9|0.1915|223.61|401.49|163.0|2.7521|-218.0|0.02494141|1.0|9.0|9.0
9_a3|0|0.0|0.0|0|6.823286122000001|0|0|0.0|0.187952252|-0.007847313|4.727387819|0.034166667|-0.126542538|10.31162238|1|1|-0.216450234|-0.614170287|1|0.923357627|0.6729843740000001|0.7327715159999999|0.84649775|-0.095161413|-0.083555008|0.506753484|-44.74600478|-39.28853824|3.469130065|223.4501605|0.15350225|1.6312253680000002|72.50764604|0.886859678|-1.336880133|43.50933802|0.413418346|2017.0704920000005|398.0331029|-8.445224386|0.1131403219999999|5.004834198999999|8.532203772|0.704792493|4430.929894|53.19989715|-295.5828535|20.25176593|0.008976383|708.8118076000001|1.0|1.0|1.0|1.0|2.44|-7.26|4.62|80.04|1.0|92.69|0.0|2.0|-5.53|2.0|-5.21|303.38|0.0|1.0|-4.9|2.96e-06|0.000899|1.25e-05|0.00379|4.14|0.0|0.0|1.67e-05|3.7356|-1256.0634710000002|512.44|0.2069|213.09|350.27|0.1127|2.0863|-0.19833|0.0242342|10965.0|4.96|4.96
3d_a49|0|0.0|0.0|1|7.535296702|1|1|2.089548665|-0.0960135969999999|-0.003398408|5.4161004020000005|0.036335697|-0.087308534|10.35020259|1|1|-0.149675594|-0.202380888|2|0.914407252|0.808676284|0.863438637|0.733071652|-0.099295364|-0.094384452|0.464410121|-57.52001036|-54.67520803|5.561916586000001|137.78978830000003|0.266928348|3.221917789|0.0|0.756622045|-1.698920144|65.59130031|0.486368221|2809.9605100000003|424.6551631|-12.12984007|0.243377955|6.612715522999999|12.87442833|0.946920034|6018.145364|140.9844521|-570.1024832|27.67490257|0.018844179|1300.720421|0.0|0.0|1.0|1.0|0.0|-6.15|4.46|121.39|1.0|111.41|0.0|4.0|-5.19|5.0|-6.58|392.45|0.0|1.0|-4.44|6.42e-06|0.00252|3.6200000000000006e-05|0.0142|2.98|0.0|0.0|0.000278|3.8907|-1594.552258|615.3|0.2899|239.15|455.47|0.0931|2184.0|-0.21913|0.04373784|2.34|5.6308|5.6308
8a_a31|0|3.28085223|0.0|0|7.765993078999999|1|1|0.0|-0.039027368|-0.015034136|5.733341277|0.043817204|-0.1480271209999999|10.31170053|2|2|-0.258538098|-0.520051508|0|0.938325481|0.837862749|0.895174844|0.594139864|-0.122293189|-0.136459435|0.272259026|-60.46233433|-67.46619355|18.56711239|131.2406629|0.405860136|9.179668678|465.4559302|0.666437359|-1.501053781|82.32407724|0.4512945479999999|2128.209198|293.7455749|-10.19199103|0.333562641|5.83708559|10.63792161|0.822471411|4538.505909|164.9149565|-366.9116769|30.93264504|0.030052065|1113.575221|1.0|0.0|1.0|1.0|2.05|-5.33|2.54|114.29|0.0|83.83|0.0|3.0|-3.57|5.0|-7.11|314.36|0.0|1.0|-3.11|0.000269|0.0846|0.000773|243.0|1.56|0.0|0.0|0.00145|3.8097|-1347.507102|538.75|0.2604|325.45|396.15|0.2604|3.7141|-0.18869|0.03432763|0.79|6.1024|6.1024
1b_a5|0|2.881451247|0.0|0|6.605297921|0|0|0.0|-0.250420203|-0.00279809|4.59511985|0.0248765429999999|-0.095857885|10.94890233|1|1|-0.220946861|-0.231956531|2|0.567806811|0.759794937|0.827319059|0.808828623|-0.07823203|-0.077221824|0.341795323|-39.38248661|-38.87394276|5.438378717999999|168.30518769999998|0.191171377|2.737713392|0.769931305|0.7324812509999999|-1.158327367|48.55415504|0.474445758|2171.716467|407.1693177|-7.933533473|0.267518749|6.11909445|11.64312636|0.90275317|4577.125071|134.6705884|-293.5407385|21.51550842|0.019229427|796.0738116|1.0|0.0|1.0|1.0|1.81|-8.3|4.76|54.46|0.0|90.44|0.0|3.0|-3.97|4.0|-5.99|316.33|1.0|1.0|-4.3|0.000106|0.0336|4.970000000000001e-05|0.0157|3.16|0.0|0.0|1.58e-06|4.6481|-1050.506509|536.59|0.3101|258.89|388.58|87.0|2891.0|-0.23055|0.03246637|59.0|7.2291|7.2291
6_a4|0|0.0|0.0|1|7.535296702|1|1|2.170234316|-0.19701009|-0.001221193|5.4161004020000005|0.035283951|0.042096749|10.92992785|1|1|0.0671397079999999|-0.1738111839999999|2|0.664591856|0.76089528|0.810030118|0.945545838|-0.052396457|-0.0670158929999999|0.417868437|-29.18838891|-37.33240845|4.324187697|14.1731579|0.054454162|2.408866521|45.93422613|0.814470803|-1.206286076|42.27020924|0.423084148|2342.371538|526.7333132|-7.639600225|0.1855291969999999|5.758624844|9.981741408|0.733355042|5256.215815|103.3523757|-374.340411|16.83786074|0.008863911|825.0551765|1.0|1.0|1.0|1.0|3.45|-7.99|5.23|43.6|2.0|109.7|0.0|3.0|-4.91|3.0|-5.42|354.45|1.0|1.0|-5.11|1.24e-05|0.0043799999999999|7.74e-06|0.00274|4.28|0.0|0.0|3.67e-06|4.0354|-1108.563418|613.83|0.1235|254.51|453.87|0.0772|2.8026|-0.2182599999999999|0.02244097|1.3|5.8861|5.8861
10_a32|1|3.294952523|0.0|0|7.765993078999999|0|0|0.0|0.153272514|-0.016404762|5.733341277|0.03995614|-0.020186906|10.31100271|3|3|-0.03673326|-0.690879647|0|0.809370315|0.8607827790000001|0.915639476|0.7622839570000001|-0.088310158|-0.1223816869999999|0.266552538|-54.55170955|-75.59866726|15.91131724|57.97512956|0.237716043|9.828875607|52.24660367|0.6946347429999999|-1.7133436169999998|91.10767604|0.449853016|2649.882742|470.8845962|-14.85891856|0.305365257|7.079344111|12.86809583|0.81769605|5842.926058|188.6328503|-653.7924168|34.62844557|0.025106509|1523.651605|0.0|1.0|1.0|1.0|3.12|-6.99|4.21|149.27|1.0|107.14|1.0|7.0|-6.04|5.0|-6.44|399.49|0.0|1.0|-4.41|9.17e-07|0.000366|3.89e-05|0.0155|3.23|0.0|0.0|4.13e-05|3.6441|-1916.631761|654.7|0.2983|340.24|533.89|0.2983|2.4919|-0.2052199999999999|0.03701539|7.0|8.1427|8.1427
4p_a46|0|0.0|0.122217892|1|7.825245291|1|1|2.102855253|-0.060700883|-0.004413243|5.587248657999999|0.046533816|-0.164311513|10.93681929|1|1|-0.251219946|-0.369670745|0|0.7471162309999999|0.747019097|0.7911509609999999|0.905966489|-0.0997229069999999|-0.083274013|0.3352802039999999|-56.55658053|-47.22779946|4.195717966|175.10295019999998|0.094033511|2.379548177|0.0|0.87420565|-1.498932241|51.05047787|0.423511708|2257.769185|513.8073925|-9.642472876|0.12579435|5.828038618|10.10955243|0.734640605|5167.091582|71.34266847|-482.1236438|19.44852199|0.006740305|972.4260993|0.0|1.0|1.0|0.0|3.2|-7.05|5.25|61.84|2.0|107.89|0.0|2.0|-5.8|3.0|-5.09|357.45|1.0|1.0|-5.4|1.59e-06|0.000567|4.03e-06|0.00144|4.77|0.0|0.0|3.2e-05|3.9958|-1129.618646|598.19|0.2363|226.26|537.47|0.0763|3.6961|-0.20749|0.03979459|341.0|6.4672|6.4672
19a_a22|0|0.0|0.0|1|6.842683282|0|0|1.572240489|-0.000989685|-0.009145283|4.727387819|0.0389622639999999|-0.020553065|10.9464374|1|1|-0.03516233|-0.496053375|2|0.72808001|0.777600172|0.834033833|0.744354735|-0.090145161|-0.09370213|0.51561501|-67.26339083|-69.91748544|18.53458775|373.8201781|0.255645265|13.82990734|106.645364|0.684706189|-1.967744721|89.23486638|0.4347718229999999|3167.140147|555.4133255|-19.56380872|0.315293811|8.648671382|15.30120355|0.76919701|7095.27723|235.2620007|-1095.573288|38.29242013|0.025888799|2144.375527|1.0|1.0|1.0|1.0|2.27|-8.76|3.41|128.68|1.0|132.15|0.0|7.0|-4.38|6.0|-7.67|463.49|0.0|0.0|-4.11|4.16e-05|0.0193|7.69e-05|0.0356|2.05|0.0|0.0|8e-07|3.5809|-1537.0241640000002|740.07|0.2218|246.01|567.03|0.0623|4.5288|-0.21478|0.04718381|48.0|7.3188|7.3188
14b_a3|0|0.0|0.0|0|6.823286122000001|0|0|0.0|0.143500839|-0.009130444|4.727387819|0.039799383|-0.1551678719999999|10.31162234|1|1|-0.288944272|-0.575695827|3|0.882394075|0.7809478329999999|0.848135222|0.786476513|-0.090994113|-0.100993354|0.379746504|-44.49789848|-49.38772279|6.273415527999999|252.49572540000003|0.2135234869999999|3.067822725|82.79166784|0.766915433|-1.312913604|57.87172082|0.487615651|2160.565755|384.6023764|-8.721397057|0.233084567|4.989782639|9.738358819|0.951659927|4803.535505|113.9829058|-313.9702941|23.25478753|0.017348996|837.1723509999999|1.0|1.0|1.0|1.0|2.5|-6.89|3.71|105.82|0.0|93.25|0.0|2.0|-4.45|4.0|-6.42|319.38|0.0|1.0|-3.99|3.54e-05|0.0113|0.000103|0.0327|2.58|0.0|0.0|4.08e-05|3.0724|-1327.4859310000002|524.27|0.2276|403.54|368.39|0.2276|2.8743|-0.19618|0.02844675|0.38|6.4202|6.4202
12d_a40|0|0.0|0.0|1|7.515889085|0|0|1.753432382|0.1028826769999999|-0.008004393|5.4161004020000005|0.043185185|0.209157499|10.31197256|2|2|0.3683138529999999|-0.552689736|0|0.809398262|0.7769829840000001|0.845904643|0.840431415|-0.095675903|-0.091630294|0.0913543|-50.68561427|-48.54239742|6.204226377|207.39648|0.159568585|3.286773518|60.80168183|0.844283549|-1.282824111|55.13932669|0.470893531|2270.596857|445.2300015|-10.90981687|0.155716451|7.877041626|14.88744155|0.8899787840000001|5101.479206|82.49291335|-360.0239567|24.39197636|0.01245259|804.9352200000001|0.0|1.0|1.0|1.0|2.94|-6.84|5.02|84.45|2.0|96.16|0.0|2.0|-6.25|2.0|-5.13|361.25|0.0|1.0|-5.58|5.58e-07|0.0002009999999999|2.61e-06|0.000942|4.75|0.0|0.0|5.2e-05|2.7962|-2153.180821|552.57|0.2584|282.05|435.41|115.0|1.2683|-0.19369|0.0164339|19.0|7.7212|7.7212
14_a4|0|0.0|0.0|1|7.535296702|1|1|1.947126795|-0.2248919089999999|-0.001935612|5.4161004020000005|0.0409444439999999|-0.0135414919999999|10.94612798|1|1|-0.031578333|-0.199315317|1|0.507307223|0.77505994|0.843811017|0.8510382459999999|-0.065776751|-0.071074269|0.218112446|-29.91067393|-32.31961528|5.933038407000001|12.12963775|0.148961754|2.697931638|85.72299913|0.768457211|-0.995039765|39.49511556|0.40126838|1911.448021|386.9927769|-6.23496557|0.231542789|5.304461808|8.859498364|0.6701974079999999|3944.638539|105.2894945|-205.7538638|17.84270058|0.015779688|588.8091192|0.0|0.0|1.0|0.0|2.39|-5.71|4.09|30.71|0.0|80.09|0.0|2.0|-3.4|3.0|-5.8|277.3|1.0|1.0|-3.97|0.000396|0.11|0.000106|0.0295|3.09|0.0|0.0|0.000539|4.2312|-918.9304744|475.32|0.1864|274.1|353.16|0.1067|2.3797|-0.2102|0.020300099|1.32|5.8794|5.8794
13b_a5|0|2.948625157|0.0|0|7.153833802|1|1|0.0|-0.142746146|-0.004573365|5.209486153|0.02468599|-0.006314305|10.94530329|1|1|-0.010368468|-0.357011244|2|0.6700114770000001|0.765309977|0.8184221559999999|0.831557236|-0.0694958329999999|-0.074710354|0.468748106|-44.93506461|-48.3067033|8.980592802|14.41650822|0.168442764|5.806729729|46.77748445|0.654076389|-1.344786367|62.24204745|0.455921715|2661.597781|537.6736515|-11.0239272|0.345923611|8.427551282000001|15.48959317|0.837970799|5678.380299|223.6695238|-562.2202871000001|26.06641209|0.021552174|1329.387016|1.0|1.0|1.0|1.0|2.64|-8.36|4.06|74.77|1.0|119.8|0.0|5.0|-4.24|4.0|-6.58|395.46|1.0|1.0|-4.43|5.69e-05|0.0225|3.75e-05|0.0148|3.01|0.0|0.0|1.72e-06|4.1793|-1276.030896|672.43|0.5528|265.31|503.93|0.3064|3.5881|-0.22451|0.035153|0.11|6.9586|6.9586
12bf_a36|0|3.31325137|0.0|0|7.412764017000001|2|2|0.0|-0.024689509|-0.00832865|5.351858133|0.044197531|0.140577067|10.96022305|1|1|0.359635716|-0.433281391|1|0.653741315|0.836170906|0.892249657|0.6791406640000001|-0.090461753|-0.110255801|0.356652646|-58.26326838|-71.01192632|14.01562806|87.14111344|0.320859336|9.026978489|0.0|0.7054709690000001|-1.874348624|86.28460578|0.474826911|2902.591295|437.4108773|-15.55034592|0.294529031|7.546900716000001|14.37031118|0.904134124|6271.550446|189.6959033|-777.5172959|34.22402339|0.02371294|1711.2011699999998|0.0|0.0|1.0|0.0|0.0|-7.12|3.0|69.2|1.0|123.67|0.0|5.0|-3.99|6.0|-6.8|417.41|1.0|0.0|-4.32|0.000102|0.0424|4.81e-05|0.0201|2.88|0.0|0.0|3.17e-05|3874.0|-1431.380702|670.85|0.4518|236.98|517.66|0.4006|5.4787|-0.2139|0.03299488|6.0|8.2218|8.2218
6e_a31|0|3.402951625|0.0|0|7.773594467000001|1|1|0.0|0.06650322|-0.016012184|5.733341277|0.037803618|0.132664341|10.31165994|2|2|0.225356759|-0.579941248|0|0.838789705|0.78240875|0.841537966|0.623340994|-0.122985602|-0.130898441|0.177030306|-74.99224589|-79.81721349|19.89514173|159.9587946|0.376659006|12.13134981|99.0823033|0.7604979040000001|-2.0943750530000003|93.68572477|0.4782688439999999|2776.836977|380.0911673|-17.30478148|0.239502096|7.513687859|14.40145519|0.916695963|6053.812282|146.03985980000002|-778.7151665|37.31693873|0.022744048|1679.262243|1.0|1.0|1.0|1.0|2.62|-7.33|4.0|131.36|1.0|109.69|0.0|4.0|-5.63|5.0|-6.5|404.44|0.0|1.0|-4.66|2.34e-06|0.000947|2.18e-05|0.00883|3.2|0.0|0.0|1.89e-05|3.3083|-1652.63264|634.34|0.5103|374.76|490.75|0.5103|5.8193|-0.18844|0.03676794|0.37|6.4318|6.4318
