molecula|n9FaHRing|SaaNH|SssssC|NaasN|SRW09|nAHRing|nARing|SaasN|MATS2c|AATSC1c|SRW07|JGI4|MATS7i|BCUTi-1|n5aRing|n5aHRing|AATSC7i|MATS1c|n6aHRing|GATS1are|BIC2|SIC2|RASA|FNSA3|FNSA5|PBF|PNSA3|PNSA5|PPSA3|RNCS|RPSA|WPSA3|RPCS|FNSA1|FNSA2|DPSA5|GeomPetitjeanIndex|GRAVp|TASA|WNSA4|FPSA1|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|WNSA2|DPSA4|FPSA5|DPSA2|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Log Po/w iLOGP|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Leadlikeness|Molar refractivity|Veber filter|Num. of Rotatable bonds|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|BBB|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Area (grid)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Oscillator Force (HOMO-LUMO transition)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|IC50|pIC50|pIC50
12a_a5|0|2.981252568|0.0|0|7.139660336|1|1|0.0|-0.256282289|-0.00166971|5.209486153|0.023108466|-0.0036987359999999|10.94553751|1|1|-0.006024869|-0.175245466|2|0.762866363|0.779533861|0.829536345|0.894590896|-0.058605038|-0.067680123|0.337539208|-36.01436435|-41.59124655|5.032443973|13.74268646|0.105409104|3.0925714930000003|0.0|0.746785093|-1.353602454|50.40529807|0.457755771|2524.410428|549.7500455|-9.830359239|0.253214907|8.741980056000001|16.12184989|0.844187448|5294.775577|155.6073368|-511.1786804|21.42066499|0.014342828|1113.8745800000002|1.0|1.0|1.0|1.0|2.96|-8.83|4.26|57.7|1.0|119.38|0.0|5.0|-4.27|4.0|-6.23|381.47|1.0|0.0|-4.59|5.37e-05|0.0205|2.56e-05|0.00977|3.38|0.0|0.0|5.660000000000001e-07|4.1610000000000005|-1201.990542|667.31|0.4794|264.55|508.81|0.0296|2.5642|-0.21228|0.03567816|19.0|7.7212|7.7212
6f_a40|0|0.0|0.0|1|8.421342866|1|2|1.750582483|0.134099184|-0.01691341|6.401917197|0.038309179|-0.122783873|10.30179966|2|2|-0.233222505|-0.628934821|0|0.7710013309999999|0.836826225|0.896373207|0.655786513|-0.134203859|-0.130571562|0.363785804|-86.21963207|-83.88605319|10.2782635|207.7174501|0.344213487|6.6032981820000005|40.01876255|0.8628087240000001|-2.350288117|92.77827871|0.410805404|3021.330686|421.31181889999993|-21.5571287|0.137191276|6.993991456|11.87042702|0.69723213|7328.308886|88.13890599|-970.0707913999998|38.88975659|0.013841059|1750.039046|0.0|1.0|0.0|1.0|2.53|-3.67|2.66|199.45|1.0|124.54|1.0|5.0|-6.95|5.0|-6.9|457.55|0.0|0.0|-4.64|1.13e-07|5.18e-05|2.3e-05|0.0105|3.09|1.0|0.0|0.0967|2.57|-2426.924155|668.95|0.2362|346.89|507.64|0.0158|6.2384|-203.0|0.04845403|42.0|7.3768|7.3768
27a_a34|0|0.0|0.0|1|7.412764017000001|1|1|1.963136117|0.0257175079999999|-0.012620846|5.351858133|0.0408037829999999|-0.082271189|10.319282|1|1|-0.13716603|-0.53047808|1|0.8186389829999999|0.779284547|0.832753533|0.600964267|-0.106669294|-0.123191967|0.4305370679999999|-74.78290605|-86.36649751|18.62986903|176.4623026|0.3990357329999999|13.06088842|22.69787432|0.764921711|-2.340647376|100.7752505|0.436895447|3394.470264|421.319507|-21.30433911|0.235078289|8.960143164|15.91204178|0.7758691440000001|7104.26596|164.80691819999998|-1150.434312|39.72721867|0.020552444|2145.269808|1.0|1.0|1.0|1.0|2.58|-7.61|3.97|129.74|1.0|122.61|0.0|6.0|-4.96|7.0|-7.29|463.51|0.0|0.0|-4.47|1.09e-05|0.00504|3.43e-05|0.0159|2.59|0.0|0.0|1.13e-05|4.1228|-1861.695683|737.7|0.2896|247.91|598.18|0.0203|10.8591|-0.20615|0.04629882|0.24|6.6198|6.6198
13b_a30|0|0.0|0.0|0|7.412764017000001|2|2|0.0|0.112353041|-0.011016128|5.351858133|0.041728395|-0.035340334|10.31162842|1|1|-0.062905093|-0.564815317|1|0.841060094|0.836520136|0.892104517|0.694101802|-0.109962789|-0.113554975|0.3529073379999999|-74.24619275|-76.67161447|12.52854078|385.2420923|0.305898198|8.459192992|105.341977|0.800290866|-2.271099499|88.26741491|0.454574838|3002.926824|468.6532296|-19.53516918|0.1997091339999999|8.804739699999999|16.1428924|0.8334321|6627.406474|134.8423681|-1035.363967|36.15271139|0.017174033|1916.093704|0.0|0.0|1.0|0.0|0.0|-6.19|1.72|124.74|1.0|135.37|0.0|6.0|-5.01|5.0|-7.05|441.51|0.0|0.0|-4.3|9.68e-06|0.00427|5e-05|0.0221|2.74|0.0|0.0|0.000288|3.5056|-1744.446479|721.48|0.2783|245.51|544.04|0.1415|3.8495|-0.20313|0.0455651|26.0|7.5901|7.5901
21_a4|0|0.0|0.0|1|7.535296702|1|1|2.026698554|-0.164057585|-0.003068098|5.4161004020000005|0.042924837|0.019346682|10.94593332|1|1|0.030586117|-0.228430899|1|0.6952936|0.777866961|0.833191212|0.932146735|-0.0571545999999999|-0.076470465|0.239652988|-28.99048719|-38.7880598|10.23237244|63.37635587|0.067853265|5.190159022|66.03320922|0.7231676229999999|-1.147056976|47.69702403|0.401240904|2045.488184|472.812128|-7.377915035|0.276832377|5.961506745|9.956436217|0.670120767|4277.396118|140.4174905|-295.1166014|20.11362507|0.017563978|804.5450027|1.0|1.0|1.0|1.0|2.92|-5.94|3.85|39.94|0.0|91.59|0.0|3.0|-3.88|3.0|-5.76|303.36|1.0|1.0|-4.19|0.000133|0.0403|6.51e-05|0.0197|3.36|0.0|0.0|0.000352|4.0245|-973.5481197|549.71|0.2016|240.17|446.0|0.1457|2.0282|-0.19588|0.020181098|121.0|6.9172|6.9172
22_a20|0|0.0|0.0|1|6.842683282|0|0|1.915285809|-0.238401323|-0.00147607|4.727387819|0.0388043479999999|0.09301076|10.93106272|1|1|0.155407313|-0.177976478|2|0.616352201|0.7478675859999999|0.809440795|0.946515026|-0.059893667|-0.067797027|0.425968568|-39.00017609|-44.14650378|8.001165067999999|9.022387025|0.053484974|5.21001405|54.71081293|0.77063827|-1.3559405430000002|52.90592556|0.477376285|2738.108259|616.3298149|-11.49852068|0.22936173|7.408914181|14.17638345|0.913422548|5924.626340999999|149.350479|-574.9260339|22.91425458|0.01345209|1145.712729|1.0|1.0|1.0|1.0|3.41|-9.69|5.39|67.39|2.0|121.62|0.0|4.0|-5.6|4.0|-5.58|401.46|0.0|1.0|-5.53|2.48e-06|0.000997|2.98e-06|0.0012|4.47|0.0|0.0|8.199999999999999e-08|3.9732|-1275.816275|694.15|0.2636|223.03|563.43|0.0015|4.8308|-0.21856|0.03226475|231.0|6.6364|6.6364
11_a4|0|0.0|0.0|1|7.535296702|1|1|2.159635561|-0.20567828|-0.001098364|5.4161004020000005|0.03617284|-0.017835936|10.33765061|1|1|-0.030003079|-0.145254541|2|0.6575743310000001|0.820318166|0.875868891|0.930113409|-0.054262142|-0.06530408|0.4523305489999999|-31.35942689|-37.74083422|5.395547437|12.88007087|0.069886591|3.118219598|59.55648883|0.7560913159999999|-1.110169356|44.63993001|0.480360734|2452.527871|537.5354202000001|-7.889214068999999|0.243908684|6.850305797000001|13.18281017|0.924411925|5425.1341090000005|140.96082869999998|-370.7930613|18.0546182|0.011937709|848.5670554999999|1.0|1.0|1.0|1.0|3.49|-8.05|5.22|68.9|2.0|111.64|0.0|4.0|-5.14|3.0|-5.74|372.49|0.0|1.0|-4.97|7.27e-06|0.00271|1.06e-05|0.00395|3.99|0.0|0.0|3.31e-06|3.78|-1467.440475|630.04|151.0|252.67|479.99|0.0403|4187.0|-0.2146699999999999|0.02336674|0.11|6.9586|6.9586
8_a20 (IN-1130)|0|3.443195704|0.0|0|6.842683282|0|0|0.0|0.063195236|-0.009430196|4.727387819|0.0396875|0.1728459339999999|10.94899447|1|1|0.293415753|-0.573278819|2|0.811128636|0.760688473|0.817914963|0.7274271309999999|-0.09623672|-0.097790028|0.354945501|-63.72828772|-64.75689362|10.46873389|336.574332|0.272572869|6.93243166|89.35267123|0.7481063720000001|-1.858010535|77.31081766|0.4824986429999999|2849.395895|481.70475260000006|-15.66851008|0.251893628|8.005662608|15.46983888|0.932362084|6291.586155|166.8048285|-814.7625241000001|31.628086|0.018957805|1644.660472|1.0|1.0|1.0|1.0|2.43|-9.63|4.08|110.44|1.0|122.86|0.0|5.0|-4.85|5.0|-6.83|420.47|0.0|1.0|-4.55|1.42e-05|0.00596|2.82e-05|0.0119|2.87|0.0|0.0|9.86e-08|3.2329|-1368.372708|696.06|0.3782|248.98|517.94|0.1361|3803.0|-0.20636|0.04004011|36.0|7.4437|7.4437
12aq_a36|0|3.427017327|0.0|0|7.412764017000001|2|2|0.0|0.0332421529999999|-0.0116333169999999|5.351858133|0.041728395|0.076517478|10.95447882|1|1|0.131910912|-0.5356623070000001|1|0.892815402|0.839953955|0.89459881|0.681470612|-0.1093001919999999|-0.122078233|0.162384515|-73.0277723|-81.56528598|14.29132551|86.6958382|0.318529388|9.548598682|112.415579|0.7619767479999999|-2.319486422|95.39676382|0.426481765|2932.54604|455.31741460000006|-19.17486584|0.238023252|8.596645087999999|14.98931431|0.743623723|6296.75201|159.03272990000002|-1035.442755|37.66374367|0.020701483|2033.842158|0.0|0.0|1.0|0.0|0.0|-6.14|0.98|112.29|1.0|131.85|0.0|6.0|-3.52|5.0|-7.79|424.46|0.0|0.0|-3.45|0.000304|129.0|0.000359|152.0|1.55|0.0|0.0|0.000305|3.3759|-1401.637414|703.04|0.4988|317.51|534.96|0.0059|6.7649|-0.19967|0.03228003|55.0|7.2596|7.2596
12af_a36|0|3.448611715|0.0|0|7.412764017000001|2|2|0.0|0.04293386|-0.00989889|5.351858133|0.039953704|0.091263447|10.96037047|1|1|0.154914099|-0.505160213|1|0.859938421|0.813346624|0.8631180940000001|0.755275519|-0.082549457|-0.1054605669999999|0.154396546|-57.32748365|-73.23838519|15.22358698|89.56100543|0.244724481|10.57220682|127.6527374|0.6702409189999999|-2.003750775|91.25505794|0.448767097|3013.98446|524.5103537|-16.95376516|0.329759081|8.59579222|15.59375751|0.8141152220000001|6499.41155|229.0052411|-966.3646141|36.42391023|0.0259433429999999|2076.162883|0.0|0.0|1.0|0.0|0.0|-6.93|1.65|98.3|1.0|138.06|0.0|7.0|-3.54|5.0|-7.66|438.48|0.0|0.0|-3.64|0.000292|128.0|0.000227|0.0997|1.85|0.0|0.0|5.18e-05|3.2299|-1440.954069|737.4|427.0|236.83|589.48|0.0035|6.9003|-0.19246|0.02886569|15.0|7.8239|7.8239
12bd_a36|0|3.497517322|0.0|0|7.412764017000001|2|2|0.0|-0.051990612|-0.006695407|5.351858133|0.04625323|0.025649557|10.94639828|1|1|0.042808724|-0.436345273|1|0.902377067|0.78699829|0.833398429|0.832478093|-0.071083327|-0.099460046|0.279020022|-46.92083391|-65.65179884|11.7156452|83.92365468|0.167521907|7.733288012999999|0.0|0.78244124|-1.989200921|75.7932235|0.475272043|2772.776922|549.5039111000001|-15.47699253|0.21755876|8.050812711|15.34283166|0.905749421|5957.939097|143.6066496|-866.7115819|29.96655829|0.015363883|1678.127264|0.0|0.0|1.0|0.0|0.0|-7.34|2.5|69.2|1.0|133.68|0.0|5.0|-4.54|4.0|-6.38|409.49|1.0|1.0|-4.6|2.8600000000000004e-05|0.0117|2.5e-05|0.0102|3.41|0.0|0.0|1.86e-05|3544.0|-1311.560669|706.26|0.4467|319.66|568.94|0.0058|5.7533|-0.19826|0.03110617|17.0|7.7696|7.7696
3c_a49|0|0.0|0.0|1|7.535296702|1|1|2.108416128|0.034009672|-0.004876919|5.4161004020000005|0.036335697|-0.04696024|10.92976555|1|1|-0.0780996759999999|-0.384874446|2|0.666785606|0.802792677|0.8605470759999999|0.7963363840000001|-0.071786669|-0.074135885|0.501887054|-41.0524769|-42.3959176|8.477406111|89.34479838|0.203663616|4.8479546860000005|77.29181095|0.637222556|-1.186174159|54.85343388|0.4791465279999999|2521.794855|455.3990518|-8.253567879|0.362777444|6.567311051|12.60874968|0.919925763|5544.351498|207.4607002|-387.9176903|22.64931248|0.021783913|1064.517686|1.0|1.0|1.0|1.0|2.67|-7.54|3.87|72.7|1.0|109.43|0.0|4.0|-3.45|4.0|-6.93|369.42|1.0|1.0|-3.86|0.0003509999999999|0.13|0.000137|0.0505|2.29|0.0|0.0|1.07e-05|3842.0|-1198.634822|613.33|0.4321|240.36|456.22|0.0729|3.6122|-0.21913|0.03394942|87.0|7.0605|7.0605
8a_a12|0|0.0|0.0|0|0.0|1|1|0.0|0.082323047|-0.00771093|0.0|0.0420317459999999|-0.205012437|10.95472846|0|0|-0.3422915179999999|-0.5385001079999999|2|0.913877696|0.763500863|0.8157289759999999|0.892656426|-0.05926895|-0.093050281|0.221703535|-30.69873711|-48.195997|5.354053791|46.32568673|0.107343574|2.773166902|0.0|0.791430726|-1.4888045019999998|55.45388635|0.46777503|2212.38965|462.3571879|-9.077610683|0.208569274|5.113243051|9.607296424|0.878904705|4806.044707999999|108.02980890000002|-399.41487|22.14447395|0.014012546|974.3568539|1.0|1.0|0.0|1.0|3.06|-7.89|2.5|50.17|0.0|105.24|0.0|3.0|-3.9|4.0|-6.04|327.38|1.0|1.0|-4.21|0.000125|0.0408|6.19e-05|0.0203|3.18|0.0|0.0|4.2e-06|3.9091|-1046.0210880000002|556.3|0.2486|317.17|424.14|0.2486|3.6588|-0.2194199999999999|0.02180654|199.0|6.7011|6.7011
1_a15|0|0.0|0.0|0|0.0|0|0|0.0|-0.22215316|-0.0084598019999999|0.0|0.0381893|0.06459652|10.95880609|0|0|0.096086011|-0.34192045|2|0.836466114|0.705825714|0.74357498|0.875723465|-0.068077117|-0.1117462069999999|0.7100707390000001|-44.01415991|-72.24770503|16.94887506|121.3844816|0.124276535|10.95802135|63.14412039|0.605927517|-1.899685524|90.40184737|0.437969049|3000.975833|566.1848585|-13.01770443|0.394072483|6.580146251|11.7078005|0.77926144|7284.337537|254.7811976|-794.0799704|33.22939752|0.0280791829999999|2026.993248|1.0|1.0|1.0|1.0|4.18|-10.02|6.32|74.73|3.0|132.94|0.0|8.0|-6.55|6.0|-5.38|457.52|0.0|0.0|-5.97|2.830000000000001e-07|0.00013|1.08e-06|0.000495|5.23|0.0|0.0|4.36e-08|3.2188|-1510.117336|697.35|0.2464|282.85|598.34|0.0061|1.2218|-0.17792|0.01894559|44.0|7.3565|7.3565
14b_a50|1|0.0|0.0|2|7.934155233999999|2|2|4.240438135|-0.092558007|-0.003935732|5.82008293|0.030219907|-0.068176984|10.94501788|2|2|-0.106938404|-0.306633966|1|0.74726683|0.7887047979999999|0.831689551|0.904076348|-0.050362464|-0.076674952|0.7031402240000001|-33.02344264|-50.27694576|14.70317076|25.31245624|0.095923652|9.64109526|192.8987555|0.637281054|-1.533499045|64.58491917|0.445384689|2967.872393|592.81677|-10.98912227|0.362718946|6.3538844910000005|11.45638132|0.8030515570000001|6737.145102|237.8403928|-659.347336|26.29763086|0.021820402|1577.857852|1.0|1.0|1.0|1.0|3.64|-6.86|4.81|66.99|2.0|128.39|0.0|7.0|-4.6|5.0|-6.5|441.52|1.0|0.0|-4.78|2.51e-05|0.0111|1.6800000000000002e-05|0.0074099999999999|3.51|0.0|0.0|6.12e-05|4.0775|-1431.037684|718.64|0.1637|234.67|533.25|0.1373|5.3711|-0.1936|0.03081037|6.58|5.1818|5.1818
9d_a40|0|0.0|0.0|1|7.515889085|0|0|1.839557351|0.007834411|-0.003961493|5.4161004020000005|0.045555556|0.153818743|10.3119722|2|2|0.259969752|-0.4887998529999999|0|0.601831605|0.7572844040000001|0.8221990920000001|0.941627612|-0.060319196|-0.071656839|0.002088915|-31.08478865|-36.92750973|5.539796446|108.1468558|0.058372388|2.854868966|50.47044708|0.8664205709999999|-1.074852592|41.42218692|0.467275972|2109.570685|485.2567189|-8.395657932|0.133579429|8.023385851|15.06105494|0.87714454|4401.742338|68.83858806|-285.4523697|18.80327978|0.0087217999999999|639.3115126|0.0|1.0|0.0|0.0|3.63|-7.0|5.09|58.43|1.0|91.71|0.0|2.0|-6.13|2.0|-4.62|325.82|1.0|1.0|-5.65|7.37e-07|0.0002399999999999|2.23e-06|0.000727|5.16|0.0|0.0|3.3e-05|3.3464|-1677.540538|542.19|0.4888|269.1|446.84|0.4025|6.2032|-0.20781|0.01113991|107.0|6.9706|6.9706
4d_a49|0|0.0|0.0|1|7.535296702|1|1|2.097463308|-0.06085453|-0.006135653|5.4161004020000005|0.036555556|-0.090862681|10.92777282|1|1|-0.151004418|-0.417231241|2|0.7745859279999999|0.783870915|0.834151595|0.752634646|-0.089942837|-0.085966608|0.410804214|-55.40321178|-52.95392476|8.392883773|85.21839288|0.2473653539999999|5.16986937|57.16412513|0.654728051|-1.461432343|66.51766234|0.470013152|2658.242991|463.6097566000001|-10.66380249|0.3452719489999999|7.998287218|15.09148245|0.8868392740000001|5915.214567|212.6814716|-554.5177292999999|26.44129877|0.022019681|1374.947536|1.0|1.0|1.0|1.0|2.68|-7.58|2.8|98.72|1.0|115.63|0.0|6.0|-3.13|5.0|-7.7|398.46|0.0|1.0|-3.35|0.000743|296.0|0.0004509999999999|0.18|1.45|0.0|0.0|1.05e-05|3.8047|-1293.29417|668.09|0.2549|215.82|495.7|0.0879|4.3005|-0.2219699999999999|0.0395418|18.0|7.7447|7.7447
13l_a6|0|3.433158672|0.0|0|7.412764017000001|1|1|0.0|0.03093879|-0.0143011819999999|5.351858133|0.0408037829999999|0.090187973|10.95129637|1|1|0.144180269|-0.564860904|1|0.8694295409999999|0.7908110340000001|0.84018367|0.643098986|-0.118071236|-0.126521431|0.210844002|-82.24617981|-88.13242567|20.90615311|182.8275745|0.3569010139999999|14.56282911|118.3485042|0.793671137|-2.53042863|100.8610837|0.4257335779999999|2967.923804|447.9705372|-21.92549054|0.206328863|8.810095892|15.34147837|0.7413520309999999|6462.086665999999|143.7247666|-1227.82747|39.65857501|0.018273048|2220.880201|1.0|1.0|1.0|1.0|2.22|-8.89|3.8|115.15|1.0|124.98|0.0|7.0|-5.49|5.0|-6.59|441.48|0.0|1.0|-4.77|3.26e-06|0.00144|1.7100000000000002e-05|0.0075599999999999|3.39|0.0|0.0|5.7e-07|3.5499|-1465.834958|735.52|0.3115|338.07|578.91|0.0165|7.2582|-0.19447|0.03092407|385.0|6.4145|6.4145
14a_a3|0|0.0|0.0|0|6.823286122000001|0|0|0.0|0.111575338|-0.009312773|4.727387819|0.043464052|-0.143740653|10.3116301|1|1|-0.267665193|-0.582572884|3|0.882394075|0.7574238740000001|0.822587422|0.790894937|-0.091731577|-0.094609848|0.21389849|-45.12132248|-46.53709886|6.904918591|256.5548327|0.209105063|3.396421044|83.70773843|0.7608768779999999|-1.324537874|55.84414456|0.481997259|2160.698862|389.0288018|-8.902004327|0.239123122|5.308770254|10.24853699|0.930491715|4716.423352000001|117.6209094|-320.4721558|23.78539971|0.0189212089999999|856.2743893999999|1.0|1.0|1.0|1.0|2.2|-6.89|3.71|105.82|0.0|93.25|0.0|2.0|-4.45|4.0|-6.42|319.38|0.0|1.0|-3.99|3.54e-05|0.0113|0.000103|0.0327|2.58|0.0|0.0|4.08e-05|3.2363|-1327.485188|528.91|0.4524|383.1|373.85|0.4524|3.5358|-0.19946|0.02860456|0.03|7.5229|7.5229
4n_a46|0|0.0|0.126268818|1|7.825245291|1|1|2.093595994|-0.061148449|-0.004696854|5.587248657999999|0.045335917|-0.2264394139999999|10.94021058|1|1|-0.349865095|-0.369211845|0|0.741742667|0.722331115|0.7681452190000001|0.903145407|-0.103381106|-0.085838139|0.371438024|-56.80797266|-47.16810275|4.629240193|172.8490949|0.096854593|2.543769935|0.0|0.863203663|-1.459248362|51.4039205|0.428896538|2195.786424|496.2788787|-9.374920341|0.136796337|5.666371466|9.921794991|0.750996215|4955.374473|75.1696593|-440.621256|19.76451658|0.0077084869999999|928.9322794|0.0|1.0|1.0|1.0|2.84|-6.67|4.94|61.84|1.0|102.92|0.0|2.0|-5.43|3.0|-5.26|343.42|1.0|1.0|-5.1|3.75e-06|0.00129|7.95e-06|0.00273|4.41|0.0|0.0|7.340000000000001e-05|3953.0|-1090.302556|578.83|253.0|215.82|502.02|0.0711|6.2318|-0.20685|0.04131598|5194.0|5.2845|5.2845
12b_a50|1|0.0|0.0|2|7.927685046000001|1|1|4.058595679|-0.19841119|-0.002929899|5.82008293|0.034845679|-0.08032584|10.94501743|2|2|-0.139522815|-0.246831987|1|0.699597776|0.804535572|0.8718949979999999|0.925916085|-0.045602469|-0.066155918|0.24516882|-22.92589265|-33.25880166|10.80329197|8.07905572|0.074083915|5.43117764|86.49656508|0.5731907470000001|-0.926182858|47.12729492|0.430791247|2224.116359|465.4891075000001|-6.002164865|0.4268092529999999|5.7232816060000005|10.05480253|0.756824707|4672.843578|214.5713436|-234.0844297|20.82911679|0.027586169|812.3355548|1.0|0.0|1.0|1.0|2.45|-5.49|3.42|48.53|0.0|94.69|0.0|2.0|-3.16|3.0|-6.44|313.36|1.0|1.0|-3.84|0.000685|215.0|0.000144|45.0|2.5|0.0|0.0|0.00101|3.9305|-1006.641541|539.15|0.2425|263.3|401.64|0.0777|4.0567|-0.19425|0.02307802|4.74|5.3242|5.3242
4b_a49|0|0.0|0.0|1|7.535296702|1|1|2.075628989|-0.109946885|-0.0074627159999999|5.4161004020000005|0.036555556|-0.064060521|10.92776533|1|1|-0.10158752|-0.390006034|2|0.720824193|0.798826417|0.852400617|0.7581492670000001|-0.091725536|-0.090284437|0.438784865|-56.45224362|-55.5653235|14.84890147|41.97072627|0.241850733|9.138717999|64.87087098|0.645330839|-1.534835437|71.2971749|0.477868186|2708.998101|466.6010051|-11.62716177|0.354669161|7.588962922|14.53457293|0.915225186|6025.790417|218.2802175|-581.3580885|29.27523192|0.02556165|1463.761596|1.0|1.0|1.0|1.0|3.1|-7.05|3.26|90.13|1.0|112.36|0.0|6.0|-3.81|6.0|-7.12|400.43|0.0|1.0|-3.88|0.000155|62.0|0.000132|0.0527|2.28|0.0|0.0|3.570000000000001e-05|3.7413|-1333.026419|664.86|0.2856|267.08|509.78|0.0615|1.8265|-0.22366|0.03702033|79.0|7.1024|7.1024
3d_a12|0|0.0|0.0|0|0.0|1|1|0.0|0.092417272|-0.008186708|0.0|0.038787879|-0.166233441|10.95472859|0|0|-0.282667477|-0.532019854|2|0.91670178|0.7697403429999999|0.82682708|0.8547246829999999|-0.066850425|-0.0958414059999999|0.2443206489999999|-34.34601551|-49.24083018|5.717316796|74.39425719|0.145275317|2.9374091630000003|0.0|0.77428353|-1.437621096|57.52228251|0.472404561|2148.979792|439.1353855|-9.255608086|0.22571647|5.786006004|10.96674758|0.89539167|4509.417998|115.96727140000002|-379.4799315|23.26659057|0.01611886|953.9302134|1.0|1.0|0.0|1.0|2.71|-7.51|2.19|50.17|0.0|100.28|0.0|3.0|-3.52|4.0|-6.22|313.36|1.0|1.0|-3.91|0.000302|0.0945|0.000123|0.0385|2.81|0.0|0.0|9.64e-06|3.7719|-1006.704001|548.21|0.3336|294.4|411.35|0.1583|2.2068|-0.22229|0.02399772|25.0|7.6021|7.6021
16a_a32|1|3.357452523|0.0|0|7.765993078999999|0|0|0.0|0.205693867|-0.014399612|5.733341277|0.03995614|-0.053745649|10.31100271|3|3|-0.0999399409999999|-0.707456102|0|0.859696525|0.8567078770000001|0.909908319|0.756542831|-0.090389538|-0.119471489|0.283324612|-56.2527503|-74.35152328|12.86051026|92.00611646|0.2434571689999999|8.003570876|66.13699638|0.6968200370000001|-1.6726008419999998|88.96104768|0.450892763|2615.514164|470.82456669999993|-14.39564033|0.303179963|7.183246604|13.08168264|0.8211379000000001|5746.082161|188.6800971|-647.803815|33.19592405|0.023475264|1493.816582|0.0|1.0|1.0|1.0|2.66|-7.3|3.79|152.07|1.0|108.86|1.0|7.0|-5.49|4.0|-6.85|398.51|0.0|1.0|-4.04|3.2e-06|0.00128|9.14e-05|0.0364|2.65|0.0|0.0|2.01e-05|3.6314|-1896.770883|664.67|0.2859|341.42|535.63|0.2859|1.3736|-0.20718|0.04088655|11.0|7.9586|7.9586
12r_a30|0|0.0|0.0|0|7.412764017000001|2|2|0.0|-0.015167821|-0.007553813|5.351858133|0.043383838|-0.093079817|10.31162892|1|1|-0.247439715|-0.44083509|1|0.609043558|0.83236194|0.889479916|0.72072745|-0.090229387|-0.109990462|0.451652492|-58.32042638|-71.0931422|12.36992712|90.4724548|0.27927255|7.995393191000001|0.0|0.790065337|-1.979828309|82.06195604|0.464481911|2976.944611|465.8474777|-16.88017015|0.209934663|7.467190577999999|13.94386247|0.867350555|6735.090739|135.6928105|-827.1283373|33.05530181|0.016970201|1619.709789|0.0|1.0|1.0|0.0|0.0|-7.16|3.74|81.65|2.0|127.19|0.0|5.0|-5.49|6.0|-6.06|434.46|0.0|0.0|-5.17|3.24e-06|0.00141|6.71e-06|0.00291|4.07|0.0|0.0|3e-05|3.5111|-1774.2026670000002|679.64|0.1908|244.69|516.03|0.1522|5.2021|-0.20138|0.03388131|29.0|7.5317|7.5317
12a_a30|0|0.0|0.0|0|7.412764017000001|2|2|0.0|0.033691224|-0.006711725|5.351858133|0.040166667|-0.096804291|10.31162903|1|1|-0.171649606|-0.454270252|1|0.8421237309999999|0.7885597609999999|0.842671963|0.836214716|-0.07699057|-0.097138462|0.337975309|-47.73588073|-60.22802588|10.10177981|85.47365107|0.163785284|6.263330101|0.0|0.805190202|-1.845630786|69.45678454|0.469799116|2722.217443|518.4718832|-14.47983299|0.194809798|7.362386058999999|13.88603128|0.88607758|5936.682602000001|120.786445|-709.5118166|29.00398472|0.014884556|1421.195251|0.0|1.0|1.0|0.0|0.0|-6.64|2.62|81.65|2.0|127.28|0.0|5.0|-5.28|4.0|-5.98|398.48|0.0|0.0|-4.85|5.23e-06|0.00208|1.4e-05|0.0056|3.87|0.0|0.0|9.21e-05|3.4885|-1575.745502|668.81|0.1866|245.76|507.17|0.1511|4.1875|-0.19994|0.03289568|11.0|7.9469|7.9469
47j_a18|0|0.0|0.0|0|7.03438793|1|1|0.0|0.070097424|-0.007807275|4.844187086|0.033563218|-0.048528478|10.94702285|0|0|-0.073551529|-0.48833504|0|0.783538352|0.7444236670000001|0.77844379|0.80651845|-0.073041469|-0.094744194|0.476575952|-56.816779|-73.69868165|12.42035127|95.57657747|0.19348155|9.661420661|99.50526447|0.764425062|-2.368604851|86.31641604|0.481373558|3172.831382|627.366638|-20.47428768|0.235574938|9.597380968|18.50538303|0.928170101|7316.123159000001|183.246715|-1433.2001369999998|34.43235841|0.016220875|2410.265089|1.0|0.0|1.0|1.0|0.0|-8.79|2.82|97.76|3.0|149.96|1.0|11.0|-5.83|4.0|-6.46|499.6|0.0|0.0|-5.14|1.49e-06|0.000743|7.32e-06|0.00366|4.07|1.0|0.0|8.159999999999999e-07|3.1054|-1625.413107|839.37|0.5439|399.25|776.31|0.5439|4.1619|-0.17273|0.03246539|35.0|7.4559|7.4559
