molecula|NaaNH|n9FaHRing|n9FaRing|SaaNH|SssssC|SRW09|nAHRing|nARing|MATS2c|SRW07|AATSC1s|n6HRing|JGI4|MATS7i|SaaaC|ATSC1c|AATSC1are|MATS8i|AATSC8d|AATSC7i|AATSC1i|GATS1are|MATS8d|SIC2|nFaHRing|RASA|FNSA3|FNSA5|PBF|FPSA3|PNSA5|RNCS|RPSA|TPSA_x|WPSA3|FNSA1|DPSA5|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|PNSA2|MOMI-Z|GeomRadius|PPSA1|WNSA2|DPSA1|DPSA2|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Molecular Mass|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Solubility [Log S (SILICOS-IT)] (mol/l)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Volume|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|pIC50
12o_a36|1|0|0|3.444418304|0.0|7.412764017000001|2|2|0.01340619|5.351858133|-0.079716275|2|0.040770975|0.03842353|0.0|-0.613501857|-0.00233752|-0.059733192|-0.010904454|0.065221584|-0.213993335|0.859938421|-0.01854899|0.848816593|0|0.7592112809999999|-0.082048664|-0.10624773|0.514457955|0.023402195|-76.51720886|55.47133795|0.2407887189999999|173.4105814|12.13767506|0.666462845|95.66406176|75.94332024|0.469699889|3009.981519|546.7667677000001|-1453.826968|2778.220342|7.322888607|240.2059039|-1047.013252|-239.7655413|2181.407379|19.1468529|0.0|0.0|1.0|0.0|3.0|4.97|0.17|17.0|-6.93|2.38|1.65|98.3|1.49|0.0|138.06|0.0|1.0|7.0|-3.54|33.0|5.0|438.48|0.0|1.47|-3.64|128.0|0.000227|0.0997|1.85|1.1800000000000001e-07|-0.05456|5.1927|3.8726|-1440.926241|1240.51|0.4075|238.77|560.88|0.36719|0.67273|-1440.671057|0.2888|-0.21151|0.04371335|7.3979
14l_a23|0|1|1|0.0|0.0|7.423568444|0|0|0.060717916|5.351858133|-0.026530366|2|0.046283951|0.042748013|0.758109562|-0.288615723|0.01269616|-0.060692376|-0.061788679|0.07815878|-0.136106024|0.725800261|-0.1010279259999999|0.836852328|1|0.921267667|-0.053549434|-0.078204688|0.215920645|0.018669073|-51.59307331|40.34135162|0.078732333|51.94117061|8.125310915|0.7896261940000001|61.54673359|47.64388017|0.492922575|2879.181064|607.777253|-1083.45454|2176.038061|8.006380163|138.7874759|-714.7749208|-382.1434717|1372.110688|9.953660282|0.0|0.0|1.0|1.0|1.0|3.51|0.09|26.0|-7.78|3.88|4.33|105.02|3.24|1.0|125.25|0.0|1.0|5.0|-5.85|31.0|4.0|425.51|0.0|3.78|-5.25|0.000608|5.61e-06|0.0023899999999999|3.94|1.65e-08|-0.07191|3.6274|3.6274|-1669.224647|1185.79|0.4239|341.8|560.51|0.67242|0.67242|-1668.983787|0.4239|-0.2183|0.01168219|8.1798
21_a10|0|0|0|0.0|0.0|7.535296702|1|1|0.036507898|5.4161004020000005|-0.085463279|2|0.035818182|-0.032405474|1.817620533|-0.549176498|0.001533145|-0.023060773|-0.003554514|-0.051564917|-0.03765494|0.7135035209999999|-0.005970601|0.81962595|1|0.7747854129999999|-0.091053776|-0.084654798|0.8663152820000001|0.018892889|-59.80834512|240.7558768|0.225214587|159.11338909999998|9.430154402|0.704106635|75.80259699|77.676969|0.391384102|3104.255496|547.3834282|-1255.975247|2701.142106|8.388036625|209.0477207|-887.342515|-288.401376|1783.785559|15.99425187|1.0|1.0|1.0|0.0|1.0|3.5|0.11|27.0|-8.71|4.47|5.6|90.13|2.81|0.0|128.59|0.0|1.0|5.0|-5.77|34.0|6.0|448.47|0.0|4.04|-5.51|0.0007599999999999|3.12e-06|0.0014|4.17|1.94e-09|-0.06082|5.9596|3.8599|-1485.461532|1225.01|0.2574|208.04|517.44|0.4226399999999999|0.68165|-1485.216871|0.1489|-0.2226|0.03802869|5.3188
12ah_a36|1|0|0|3.456839001|0.0|7.412764017000001|2|2|-0.050415481|5.351858133|-0.043678703|2|0.043848238|0.078459408|0.0|-0.41302559|0.0005016269999999|-0.083956827|-0.050147748|0.133939811|-0.177407665|0.8941919290000001|-0.0861053359999999|0.8910146309999999|0|0.828405275|-0.0758457179999999|-0.1059368909999999|0.271553945|0.0184777819999999|-68.45222166|82.70705743|0.171594725|110.8777131|7.714903458999999|0.768906425|80.02464883|60.9481085|0.468162246|2786.56479|535.2826672|-1232.13999|2334.380591|8.26712637|149.3235124|-796.1600443|-347.5133554|1602.457659|11.57242717|1.0|0.0|1.0|0.0|2.0|4.73|0.14|17.0|-7.18|3.35|2.54|69.2|2.51|0.0|128.76|0.0|1.0|5.0|-4.44|30.0|4.0|415.88|1.0|2.34|-4.59|0.0151|2.55e-05|0.0106|3.31|6.65e-08|-0.05637|5.2259|3.7792|-1692.512868|1148.39|0.6729|237.25|532.36|0.40051|0.6970000000000001|-1692.3109559999998|0.0485|-0.2107099999999999|0.03300341|7.9586
18_a3|1|0|0|2.897754472|0.0|6.605297921|0|0|-0.256375952|4.59511985|-0.021283637|3|0.034712644|0.08269134|1.742872103|-0.122072724|0.0057881999999999|0.042606196|-0.025890816|0.150826737|-0.064953613|0.7226687409999999|-0.051083228|0.784960175|1|0.8419576209999999|-0.069839069|-0.0846755|0.217881538|0.013796397|-37.67445366|160.9514039|0.158042379|70.31739201|2.73114076|0.682492203|48.19055867|37.21171433|0.483376636|1938.093995|374.610053|-452.0934439|703.8534116000001|5.293627315|141.2679329|-201.1487809|-162.3915791|662.4155441|10.51610501|0.0|1.0|1.0|1.0|1.0|2.62|0.0|21.0|-6.83|3.42|3.08|67.35|0.93|0.0|80.35|0.0|1.0|2.0|-2.82|21.0|4.0|273.29|1.0|2.21|-3.27|411.0|0.000537|147.0|1.79|1.49e-07|-0.05769|3.9765|3.9765|-889.9402005000001|784.04|0.3326|311.79|330.54|0.6671699999999999|0.6671699999999999|-889.850598|0.3326|-0.2218|0.02173162|7.5229
1i_a5|1|0|0|2.843224727|-4.358943904|6.605297921|0|0|-0.145964178|4.59511985|-0.31059482|2|0.0253888889999999|0.018196138|0.0|-0.279280326|-0.0012491689999999|-0.174016111|-0.003198529|0.059972925|0.004923698|0.525406088|-0.00496377|0.8436458929999999|0|0.8876055620000001|-0.091178745|-0.084018635|0.4729402929999999|0.008291428|-46.82694838|201.1526326|0.112394438|62.64191946|2.575548983|0.759459597|57.78921354|55.43870932|0.4697279689999999|2482.831286|494.6981114|-796.0581225|942.1618767|7.314842247|134.0627959|-443.6750585|-289.21443910000005|1048.190221|10.96226516|1.0|1.0|1.0|1.0|1.0|2.83|0.05|23.0|-8.88|5.48|6.37|54.46|2.73|0.0|95.49|0.0|1.0|4.0|-4.79|27.0|6.0|366.34|1.0|4.12|-4.97|0.00589|1.0800000000000002e-05|0.00396|3.95|1.3300000000000002e-09|-0.05729|4.7243|4.3799|-1288.322373|957.58|0.7585|262.44|443.05|0.4571199999999999|0.50107|-1288.210207|0.0207|-0.23674|0.03383899|7.6198
12w_a36|1|0|0|3.3131307480000003|-4.750262163|7.412764017000001|2|2|0.081390556|5.351858133|-0.297354748|2|0.041555556|0.041058884|0.0|-0.917874106|-0.011700732|-0.041402825|-0.010726574|0.115646674|-0.3344729369999999|0.647732719|-0.016393443|0.8792981679999999|0|0.828363244|-0.086826396|-0.111267166|0.532980165|0.021104445|-79.88912835|112.947763|0.171636756|123.23411609999998|10.87965823|0.70536279|99.51883498|77.49366829|0.4672300679999999|3230.870697|594.7596206000001|-1597.782567|2602.5207|8.365472166|211.5476713|-1147.197876|-294.8983941|2265.1925920000003|19.62970663|1.0|0.0|1.0|0.0|2.0|4.82|0.17|17.0|-7.14|3.31|4.04|78.43|2.04|0.0|130.43|0.0|1.0|7.0|-5.2|34.0|8.0|465.43|0.0|2.65|-5.07|0.00291|8.6e-06|4.0|3.86|7.24e-08|-0.05326|3.8881|3.8881|-1645.169951|1198.72|0.4508|318.88|552.55|0.69466|0.69466|-1644.953222|0.4508|-0.21034|0.0328886|7.6383
13e_a6|1|0|0|3.433539068|0.0|6.842683282|0|0|-0.089778965|4.727387819|-0.008507023|2|0.044021739|0.018376555|1.643912856|-0.378539035|-0.003356527|0.0266218529999999|-0.037793156|0.032420935|-0.223618825|0.841211811|-0.067328767|0.827254552|1|0.861676601|-0.074242826|-0.093298845|0.175643236|0.0183790889999999|-62.36320497|66.59852278|0.138323399|92.4587065|8.211609879|0.722530518|75.42629799|61.91072885|0.4442079679999999|2868.489025|575.965487|-1122.537689|3457.565879|7.973429837999999|185.4673146|-750.3313497|-297.4895642|1553.619759|13.06309302|1.0|1.0|1.0|1.0|2.0|3.51|0.08|27.0|-10.18|5.01|4.53|103.17|0.92|0.0|123.82|0.0|0.0|5.0|-5.11|32.0|5.0|417.47|1.0|3.31|-4.78|0.00323|1.65e-05|0.00688|3.27|6.59e-11|-0.07534|5.9885|3.2475|-1347.25954|1202.5|0.8312|207.04|567.24|0.38609|0.7034199999999999|-1347.014564|0.0104|-0.20804|0.03809808|7.9208
16e_a32|1|1|1|3.343660084|0.0|7.765993078999999|0|0|0.180914799|5.733341277|-0.06951854|0|0.040982906|-0.04474426|2.080236877|-0.772021601|-0.0048042729999999|-0.070351839|-0.01320745|-0.079817994|-0.219947482|0.804503712|-0.022651598|0.91471624|1|0.7903051590000001|-0.087117996|-0.117338144|0.504569498|0.024145309|-75.36830928|105.4021155|0.209694841|134.6906051|9.961663868|0.702226562|90.34923861|71.46633549|0.458956284|2710.157931|507.6266039|-1130.524639|3376.1299740000004|6.573687662|191.2650034|-726.1554308999999|-259.78720209999994|1609.914378|14.98092934|1.0|0.0|1.0|1.0|2.0|3.64|0.26|19.0|-7.38|6.03|4.6|149.27|1.12|0.0|111.95|1.0|1.0|8.0|-6.59|28.0|5.0|413.52|1.0|3.77|-4.75|0.000107|1.7899999999999998e-05|0.0074099999999999|3.76|4.18e-08|-0.0505899999999999|3.6214|3.6214|-1955.965644|1130.95|0.2858|342.37|552.79|0.7022|0.7022|-1955.766505|0.2858|-0.2005|0.02792775|8.1367
12an_a36|1|0|0|3.489959714|0.0|7.412764017000001|2|2|-0.05423417|5.351858133|-0.046532211|2|0.042739018|0.0966393909999999|0.0|-0.407702102|0.00285431|-0.131674913|-0.031635802|0.170355752|-0.133106642|0.906423012|-0.055405405|0.885733922|0|0.836440154|-0.073519599|-0.105145528|0.270501913|0.0173118669999999|-71.0446809|82.43567331|0.163559846|110.5140393|7.903608682000001|0.783512615|81.70091433|61.37296195|0.44576647|2881.978785|565.1654879|-1349.848937|2399.367452|8.773001855|146.2760938|-912.0652916|-383.1273396|1722.817107|10.65623343|1.0|0.0|1.0|1.0|2.0|4.85|0.17|17.0|-7.05|3.33|2.61|94.5|2.51|0.0|135.47|0.0|1.0|6.0|-4.85|31.0|4.0|427.52|0.0|2.33|-4.51|0.0061|3.09e-05|0.0132|3.19|8.95e-08|-0.05561|5.1771|3.7872|-1670.417726|1215.98|0.6702|239.49|571.76|0.44822|0.69094|-1670.182102|0.0644|-0.21035|0.0345115999999999|7.3979
12f_a30|0|0|0|0.0|-4.734662095|7.412764017000001|2|2|0.156569208|5.351858133|-0.274237737|2|0.041555556|0.1468972409999999|0.0|-0.874676289|-0.00695299|-0.008663584|-0.046588557|0.4304505939999999|-0.226973911|0.613786308|-0.071123509|0.876441789|0|0.8357464459999999|-0.090450992|-0.108935062|0.56363596|0.01570263|-76.85198573|101.2862703|0.164253554|115.8783181|7.815328055|0.815175332|89.21786458|74.88972286|0.472521727|3305.792133|589.6060704|-1690.743686|2712.844784|8.366190175|130.3909181|-1192.793275|-444.7025522|2074.08593|12.36587885|1.0|0.0|1.0|0.0|1.0|4.73|0.17|17.0|-7.18|4.43|4.78|90.88|2.82|0.0|133.96|0.0|1.0|7.0|-6.7|34.0|8.0|482.48|0.0|3.42|-5.92|9.63e-05|1.2e-06|0.000579|5.05|6.61e-08|-0.05464|5.0587|3.5298|-1987.998635|1225.63|0.2166|245.09|574.31|0.32483|0.68471|-1987.782125|0.1596|-0.20422|0.03400408|7.7144
12be_a36|1|0|0|3.466734143|0.0|7.412764017000001|2|2|-0.148313814|5.351858133|-0.0419484829999999|2|0.043854875|0.118420241|0.0|-0.580823835|0.000482522|-0.08981965|0.00430921|0.19405344|-0.289604649|0.884226781|0.00734728|0.858971809|0|0.798015877|-0.0780531429999999|-0.108962668|0.330453338|0.033763464|-75.59805505|63.31681179|0.201984123|140.1361326|16.25222352|0.5660743979999999|99.62604537|77.57811183|0.4564615729999999|3039.9167260000004|553.6616295|-1285.166936|2552.721046|8.773114043|301.05661160000005|-891.645944|-91.68453892|2270.314539|24.02799032|1.0|0.0|1.0|1.0|2.0|4.96|0.21|17.0|-6.79|2.83|1.9|87.66|1.42|0.0|136.74|0.0|1.0|7.0|-4.11|33.0|6.0|441.49|0.0|1.75|-4.15|0.0342|7.13e-05|0.0315|2.62|1.6100000000000005e-07|-0.0518799999999999|5.2184|3.3487|-1461.968283|1256.67|0.7034|237.59|594.44|0.40844|0.70465|-1461.68274|0.0018|-0.18969|0.03245204|7.3565
27b_a34|0|0|0|0.0|0.0|7.412764017000001|1|1|-0.056026127|5.351858133|-0.016803292|1|0.042739018|-0.106245942|0.0|-0.549928192|-0.001438963|-0.029622037|-0.027175221|-0.175834895|-0.322091086|0.820914556|-0.047542374|0.8299950709999999|0|0.783431788|-0.08757938|-0.109683855|0.3307451819999999|0.031021066|-72.21552354|150.83624440000003|0.2165682119999999|142.58786569999998|13.44721755|0.712312759|87.24055613|78.08618045|0.4072752529999999|2835.31543|515.8091561000001|-1227.6639|2431.595232|9.124440695|189.4124225|-808.2902556|-279.5721769|1723.489976|15.02503259|1.0|1.0|1.0|1.0|1.0|3.54|0.12|23.0|-8.19|3.94|4.11|84.99|1.83|0.0|116.33|0.0|1.0|5.0|-5.23|31.0|5.0|409.44|1.0|3.46|-4.96|0.00243|1.1e-05|0.00449|3.75|6.53e-09|-0.04121|4.8168|4.0935|-1350.018975|1174.68|0.3621|257.4|577.39|0.47412|0.70001|-1349.811401|0.0252|-0.20649|0.03640275|6.1871
13_a1|1|0|0|3.409865599|0.0|7.423568444|1|1|-0.046530797|5.351858133|-0.144782061|1|0.036382114|0.1129747169999999|0.0|-0.597786194|-0.008672236|-0.0594321759999999|-0.084271845|0.1769162319999999|-0.120034915|0.87703849|-0.150485437|0.825117597|0|0.6794604670000001|-0.111667908|-0.10668313|0.207843387|0.033737733|-62.04288975|148.7311076|0.320539533|186.4137189|11.41059871|0.7082629840000001|77.55889436|84.56244352|0.477212829|2555.623166|395.1486144|-1054.729126|1786.445642|7.493979856|169.6632599|-613.3907313999999|-242.2358135|1489.177255|15.51600461|1.0|1.0|1.0|1.0|2.0|3.35|0.09|23.0|-7.94|4.75|3.87|80.26|1.74|0.0|104.88|0.0|1.0|4.0|-4.29|28.0|5.0|371.39|1.0|3.23|-4.34|0.0192|4.58e-05|17.0|2.94|1.14e-08|-0.04962|4.0783|3.4483|-1238.367298|1035.04|0.5339|304.01|472.52|0.65363|0.69782|-1238.174491|0.3535|-0.18883|0.0284695999999999|6585.0
12aa_a30|0|0|0|0.0|0.0|7.412764017000001|2|2|-0.101407312|5.351858133|-0.028524865|2|0.043854875|-0.014017531|0.0|-0.539735362|0.003529389|0.059360681|-0.007369513|-0.023695642|-0.207153446|0.8397577820000001|-0.012535889|0.855880335|0|0.8126513129999999|-0.078042288|-0.101368383|0.418522684|0.030906491|-70.79444906|55.0567406|0.1873486869999999|130.84205079999998|15.0745057|0.630759573|91.51563481|76.08850600000001|0.4659424379999999|3115.249471|567.5458219999999|-1345.094532|2455.130164|8.65813938|257.8730361|-939.3977091|-182.6418006|2132.499591|20.72118575|1.0|0.0|1.0|1.0|1.0|4.86|0.21|17.0|-6.83|3.94|2.63|100.11|2.2|0.0|140.26|0.0|1.0|7.0|-5.61|33.0|6.0|458.54|0.0|2.52|-5.0|0.00113|9.94e-06|0.00456|3.81|1.47e-07|-0.04966|5.1925|3.4642|-1804.784381|1275.73|0.1667|238.78|605.07|0.30341|0.68642|-1804.516348|0.1506|-0.19687|0.03443621|8.1135
13m_a6|1|0|0|3.415695704|0.0|6.842683282|0|0|0.031719435|4.727387819|-0.135152403|2|0.0446875|0.021526267|1.617900191|-0.628720289|-0.0093684169999999|0.054340057|-0.018628955|0.037052986|-0.118693789|0.870730542|-0.031564227|0.832753533|1|0.715612461|-0.0989137669999999|-0.107644789|0.429009107|0.01858251|-75.05944278|91.22689385|0.2843875389999999|198.3000783|9.035018118|0.7362989999999999|89.65257305|81.92876874|0.48094941|2951.567781|498.9881336|-1426.129413|2574.030011|8.435961541000001|183.8755989|-994.4232282|-329.5370141|1936.888972|14.59313027|1.0|1.0|1.0|1.0|3.0|3.59|0.08|27.0|-9.67|4.19|3.76|122.47|0.81|0.0|127.2|0.0|1.0|6.0|-4.64|33.0|5.0|435.48|1.0|2.67|-4.28|0.00987|5.24e-05|0.0228|2.43|2.1499999999999998e-10|-0.07137|3.9127|3.3359|-1423.712909|1231.54|275.0|316.88|546.69|0.66475|0.64753|-1423.448957|0.1924|-0.20954|0.04955777|8.0
13j_a6|1|0|0|3.409065702|0.0|7.412764017000001|1|1|0.0353600779999999|5.351858133|-0.154502515|1|0.041728395|0.07522656|0.0|-0.855284356|-0.011017781|-0.0951246069999999|-0.047513534|0.121750719|-0.073507141|0.8744720490000001|-0.079161042|0.8353837409999999|0|0.6229641429999999|-0.120219472|-0.129511589|0.205764388|0.03111288|-86.54032868|180.6709018|0.377035857|251.937353|13.89184843|0.7841668409999999|99.85109065|101.1210779|0.433600896|2907.3053210000003|416.2679342|-1644.266245|2634.320708|8.741405506|144.22085800000002|-1098.707398|-379.7635712|2096.832152|13.31076198|1.0|1.0|1.0|1.0|3.0|3.56|0.12|23.0|-8.5|4.16|3.54|115.15|1.18|0.0|120.17|0.0|1.0|6.0|-5.03|32.0|5.0|427.46|1.0|2.82|-4.48|0.00398|3.28e-05|14.0|2.95|3.18e-09|-0.0488899999999999|3.6504|3.5599|-1426.520775|1196.6|0.2857|339.64|555.0|0.69993|0.7045100000000001|-1426.272674|0.0259|-0.19491|0.03242949|6.5817
5a_a50|0|1|1|0.0|0.0|7.927685046000001|1|1|-0.203248487|5.82008293|-0.017108794|1|0.038040936|0.017227585|2.475383677|-0.06986407|0.012640587|-0.256097122|-0.130929632|0.028229556|-0.168135655|0.699970832|-0.203436041|0.847812674|1|0.969892876|-0.038932964|-0.065209836|0.2814514|0.010185297|-34.7974024|6.819160781|0.030107124|16.06582337|2.900288114|0.66527517|44.17662122|26.21058426|0.4528093929999999|2246.106104|517.556163|-521.9610361|1605.985157|5.892775027000001|178.61652859999998|-278.5298849|-176.38892919999998|784.5791628|9.379218813|1.0|0.0|1.0|1.0|0.0|3.5|0.14|20.0|-6.24|3.66|4.33|35.64|2.62|0.0|101.86|0.0|1.0|2.0|-3.89|25.0|2.0|326.39|1.0|3.47|-4.5|42.0|3.14e-05|0.0102|3.46|5.7e-07|-0.02487|5.6146|4.0159|-1029.905844|976.41|0.2735|220.82|455.34|0.39948|0.6725399999999999|-1029.734933|0.1156|-0.19146|0.02452028|5.3872
47d_a18|0|0|0|0.0|0.0|7.03438793|1|1|-0.017398129|4.844187086|-0.041876322|0|0.032916667|0.069914568|0.0|-0.480899596|0.003376831|-0.07722825|0.016324953|0.104380139|-0.406388629|0.7640994990000001|0.027971797|0.773981237|0|0.836999127|-0.06394156|-0.087315963|0.445704576|0.015270278|-71.20388424|64.92967228|0.163000873|132.9229494|10.15469843|0.69814381|86.29525584|64.59518279|0.481311892|3304.705347|682.5509007|-1780.097106|1947.023498|9.940531282|246.1558296|-1451.622641|-323.1621908|2549.757058|15.0913716|1.0|1.0|1.0|1.0|2.0|4.73|0.32|18.0|-8.83|2.81|3.21|88.97|2.6|2.0|159.67|1.0|1.0|12.0|-5.74|39.0|4.0|527.66|0.0|2.56|-5.28|0.000968|5.23e-06|0.00276|4.16|1.4800000000000003e-09|-0.04561|3.1079|3.1079|-1704.0327519999998|1544.09|0.5820000000000001|398.94|817.06|0.69905|0.69905|-1703.545539|0.5820000000000001|-0.17405|0.02826074|8.0969
GW6604_a52|1|0|0|2.944144148|0.0|6.605297921|0|0|-0.277102285|4.59511985|-0.005328809|2|0.021346801|-0.0778992459999999|0.0|-0.085995143|0.007746755|-0.118272803|-0.028376521|-0.131886693|0.067497086|0.709088617|-0.057466653|0.7550228990000001|0|0.87346455|-0.071850787|-0.072069252|0.38374044|0.009021088|-35.62691523|157.2481263|0.12653545|62.55188751|2.204526664|0.73529506|44.37166117|39.97842884|0.4597869779999999|2044.612273|431.7909048|-534.4037285|799.8313017999999|6.2973559020000005|130.8549791|-264.17863140000003|-232.6328342|726.7881391|8.744745933999999|1.0|1.0|1.0|1.0|1.0|2.68|0.0|23.0|-8.03|4.49|4.2|54.46|1.91|0.0|90.49|0.0|1.0|3.0|-3.87|23.0|3.0|298.34|1.0|3.08|-4.16|0.0402|6.929999999999999e-05|0.0207|3.06|9.31e-09|||||||||||||||6.9706
12f_a36|1|0|0|3.50900085|0.0|7.412764017000001|2|2|-0.066269699|5.351858133|-0.032343041|2|0.039061728|0.10938259|0.0|-0.40641518|0.003676818|0.012286423|-0.06756661|0.182557897|-0.169994208|0.902377067|-0.1188384119999999|0.8700396090000001|0|0.8435569079999999|-0.071035495|-0.100276611|0.3416917479999999|0.01784834|-66.16123807|43.53853176|0.156443092|103.2191714|7.769727312|0.7803018709999999|76.51015325|58.64442871|0.464240353|2770.818472|556.5681681|-1323.224761|2380.393255|7.416874811|144.9540437|-873.0469447999999|-369.879252|1695.785708|10.34891518|1.0|0.0|1.0|0.0|2.0|4.94|0.21|17.0|-7.36|3.62|2.45|69.2|2.45|0.0|133.52|0.0|1.0|6.0|-4.61|31.0|4.0|409.49|0.0|2.4|-4.57|0.0102|2.6600000000000003e-05|0.0109|3.47|4.38e-08|-0.05035|5.2106|3.6545|-1311.550167|1195.77|0.4374|237.95|545.55|0.37095|0.70126|-1311.285102|0.0231|-0.20046|0.02879265|7.9586
12d_a31|1|0|0|3.441384322|0.0|7.765993078999999|1|1|0.039097757|5.733341277|-0.043220149|0|0.0359583329999999|-0.042401695|0.0|-0.697102094|-0.002456634|-0.085780934|-0.032270224|-0.067477864|-0.214049412|0.8066174070000001|-0.057226679|0.873955169|0|0.7054497479999999|-0.0938723509999999|-0.11498416|0.3996192999999999|0.0296918329999999|-81.56033123|157.30671669999998|0.294550252|208.9297871|14.93891054|0.6383648510000001|99.79879739|87.64629597|0.389382761|2653.867767|500.3881827|-1223.404968|2434.226776|9.445278138|256.5143096|-867.7831284|-196.2893506|1916.466682|18.23846616|1.0|1.0|1.0|1.0|2.0|3.76|0.38|16.0|-7.63|6.04|4.09|117.37|1.31|0.0|112.97|0.0|1.0|9.0|-5.61|29.0|5.0|412.51|1.0|3.76|-4.39|0.0010199999999999|4.06e-05|0.0167|3.46|2.3500000000000002e-08|-0.03128|3.8477|3.8477|-1657.428467|1201.63|0.2566|322.23|626.33|0.7006600000000001|0.7006600000000001|-1657.1792779999998|0.2566|-0.19096|0.04338158|6.2924
3n_a32|1|1|1|3.616639267|0.0|7.773594467000001|1|1|-0.0376583329999999|5.733341277|-0.01504795|1|0.035643275|-0.056907012|2.22272854|-0.295303659|0.000609539|-0.1006122119999999|-0.0711168609999999|-0.100681119|-0.153506065|0.810658423|-0.121627423|0.868826775|1|0.840041782|-0.074507943|-0.092745182|0.287402381|0.01889769|-53.32184118|121.6040686|0.159958218|91.96452611|6.246493173999999|0.648933114|65.41881458|53.70155314|0.456693072|2526.071154|482.963897|-693.1839353999999|2426.73803|6.369579712999999|201.8383309|-398.5311469|-171.25176130000003|1068.190111|12.0969734|1.0|0.0|1.0|1.0|1.0|3.51|0.32|19.0|-6.96|6.71|5.01|120.17|1.58|0.0|106.44|0.0|1.0|3.0|-5.96|26.0|4.0|382.5|1.0|4.07|-4.91|0.000424|1.23e-05|0.0047|3.74|1.1e-07|-0.05535|3.5459|3.5459|-1825.349557|1036.75|0.2839|349.65|464.67|0.7028399999999999|0.7028399999999999|-1825.163542|0.2839|-0.20256|0.02901944|7.6778
12v_a36|1|0|0|3.468871488|0.0|7.412764017000001|2|2|-0.077763989|5.351858133|-0.04314418|2|0.041767677|0.073329354|0.0|-0.487854327|0.00127667|-0.086194201|-0.023932402|0.123026459|-0.239932418|0.8913597320000001|-0.041914045|0.8792981679999999|0|0.802291339|-0.078158778|-0.105200486|0.334379501|0.027145269|-69.20675352|113.7463918|0.197708661|130.0637965|11.74777471|0.6276553979999999|88.07013157|69.27488156|0.461799225|2846.057239|527.7920397|-1176.51481|2328.221818|8.456596706000001|244.9490697|-773.9771341000001|-167.9576969|1874.459798|18.86337805|1.0|0.0|1.0|0.0|2.0|4.82|0.17|17.0|-6.69|2.77|1.89|78.43|1.72|0.0|130.24|0.0|1.0|6.0|-3.95|31.0|5.0|411.46|0.0|1.81|-4.07|0.0464|8.499999999999999e-05|35.0|2.65|2.03e-07|-0.05219|3.8847|3.7035|-1347.442792|1150.38|0.4247|319.16|502.83|0.69298|0.7016100000000001|-1347.2000369999998|0.0223|-0.20404|0.03275089|7.8539
12b_a32|1|1|1|3.477905329|0.0|7.765993078999999|0|0|0.115940697|5.733341277|-0.055500132|0|0.0388738739999999|-0.044307211|2.153718992|-0.462201267|-0.003484915|-0.031446256|-0.053480599|-0.079768013|-0.1534110109999999|0.788133615|-0.090027803|0.8887585240000001|1|0.782593|-0.081450418|-0.097525366|0.2996018789999999|0.016282332|-60.93328667|90.57560878|0.217407|135.83463989999998|6.356098747000001|0.60420609|76.65746734|61.06285882|0.430631506|2573.006963|488.9595947|-792.1327267000001|3148.185476|7.076348793999999|247.2897528|-494.9199607|-130.2147289|1311.0306890000002|15.72418067|1.0|1.0|1.0|1.0|2.0|3.47|0.26|19.0|-7.65|6.49|4.19|140.04|1.1|0.0|110.47|1.0|1.0|7.0|-5.9|27.0|4.0|397.52|1.0|3.59|-4.43|0.000505|3.72e-05|0.0148|3.28|2.23e-08|-0.05173|3.5703|3.5703|-1880.732075|1109.93|0.2865|347.27|541.49|0.70258|0.70258|-1880.537231|0.2865|-0.19976|0.0385132|7585.0
