molecula|NaaNH|n9FaHRing|n9FaRing|SaaNH|SssssC|SRW09|nAHRing|nARing|MATS2c|SRW07|AATSC1s|n6HRing|JGI4|MATS7i|SaaaC|ATSC1c|AATSC1are|MATS8i|AATSC8d|AATSC7i|AATSC1i|GATS1are|MATS8d|SIC2|nFaHRing|RASA|FNSA3|FNSA5|PBF|FPSA3|PNSA5|RNCS|RPSA|TPSA_x|WPSA3|FNSA1|DPSA5|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|PNSA2|MOMI-Z|GeomRadius|PPSA1|WNSA2|DPSA1|DPSA2|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Molecular Mass|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Solubility [Log S (SILICOS-IT)] (mol/l)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Volume|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|pIC50
14a_a10|0|0|0|0.0|0.0|7.535296702|2|2|-0.2090476269999999|5.4161004020000005|0.0437538159999999|3|0.035660377|0.027446544|2.070512208|-0.147427016|0.011509975|-0.045759336|-0.00421565|0.042968756|-0.344811314|0.76857495|-0.007680215|0.770129205|1|0.911549451|-0.044416218|-0.070610745|0.43555903|0.0135610389999999|-51.23835032|67.52851799|0.088450549|64.18371923|7.140714112|0.542015878|67.14248252|42.07091945|0.469029865|3075.550631|661.4615097|-922.2903058|1774.8853399999998|10.0292632|332.3339934|-669.2555601|-60.97724212|1701.592784|15.9041322|0.0|1.0|1.0|1.0|0.0|3.98|0.39|21.0|-8.18|4.16|3.36|59.31|1.94|0.0|146.76|0.0|1.0|7.0|-4.21|35.0|6.0|468.59|0.0|3.43|-4.8|0.0288|1.58e-05|0.00743|3.29|6.55e-09|-46.0|5.5808|3802.0|-1489.803158|1380.89|0.2835|222.16|645.26|0.34245|0.7047100000000001|-1489.42155|0.0005|0.19621|-0.14757681|7.1308
15_a15|0|0|0|0.0|0.0|0.0|1|1|-0.132759299|0.0|-0.031457366|3|0.029814815|-0.063032481|0.0|-0.395472407|0.001806571|0.000676845|0.0020555079999999|-0.098862691|-0.272482143|0.843715005|0.003774415|0.7725348679999999|0|0.8972060479999999|-0.061884697|-0.091075463|0.7028760070000001|0.020649569|-60.51136736|142.8140301|0.102793952|68.29723829999999|9.115534766|0.702544178|73.99578515|54.83651811|0.435723718|3027.719888|596.1118717|-1210.227347|2868.890383|6.673906339|197.6323578|-804.0860746000001|-269.1443943|1722.635223|13.48441779|1.0|1.0|0.0|0.0|1.0|4.04|0.07|24.0|-8.9|4.33|6.69|59.51|2.52|0.0|138.24|0.0|1.0|6.0|-6.32|34.0|4.0|448.52|0.0|4.64|-6.1|0.000214|7.970000000000001e-07|0.000357|5.32|1.27e-09|-0.03786|3.6968|2582.0|-1450.725355|1265.55|0.4459|335.38|573.46|0.67524|0.70572|-1450.398033|0.0066|-0.1475|0.02849263|6.9626
15b_a50|0|1|1|0.0|0.0|7.934155233999999|1|1|-0.144363623|5.82008293|-0.05484142|1|0.032843915|-0.103807905|2.018777006|-0.22696498|0.004641091|-0.06083723|-0.124047802|-0.17223348|-0.2185722769999999|0.79846758|-0.216393362|0.8833003970000001|1|0.8209134840000001|-0.082576068|-0.080700307|0.447220762|0.020083792|-46.13641893|274.85729960000003|0.179086516|102.3838797|6.564219549|0.639017342|60.03646705|58.69070955|0.478989976|2441.264256|469.3167805|-738.1827030000001|1692.3273379999998|6.89125222|206.3740238|-422.0195386|-158.95261259999998|1155.184146|13.90004811|1.0|1.0|1.0|1.0|1.0|3.56|0.19|20.0|-5.72|2.71|3.26|68.76|1.66|0.0|105.46|0.0|2.0|5.0|-3.18|27.0|4.0|357.41|1.0|2.37|-3.6|0.2339999999999999|0.000249|0.0891|2.11|1.92e-06|-0.0333399999999999|4.0561|4.0561|-1160.463663|1035.3|0.1796|305.67|475.99|0.65917|0.65917|-1160.275856|0.1796|-0.20071|0.03528279|7.1024
8c_a32|1|1|1|3.46252244|0.0|7.765993078999999|0|0|0.080016722|5.733341277|-0.04699673|0|0.036711712|-0.026467635|2.143746338|-0.459589251|-0.003484915|-0.026048985|-0.0682721729999999|-0.047650724|-0.1534110109999999|0.788133615|-0.11492754|0.8966299409999999|1|0.801747512|-0.076876481|-0.097480366|0.263222951|0.016240436|-58.93213925|126.6561213|0.198252488|119.85432240000002|5.935643221|0.600684883|74.36515033|56.29419869|0.447542891|2571.62241|484.6996147|-766.1178102000001|3038.837633|7.079719717000001|241.4075262|-463.1595384|-121.7388847|1275.407176|15.43301109|1.0|1.0|1.0|1.0|2.0|3.46|0.26|19.0|-7.65|6.49|4.19|140.04|1.1|0.0|110.47|1.0|1.0|7.0|-5.82|27.0|4.0|397.52|1.0|3.56|-4.39|0.000597|4.11e-05|0.0164|3.21|2.23e-08|-0.04161|3.5673|3.5673|-1880.733377|1090.0|0.3272|347.56|516.78|0.70135|0.70135|-1880.537558|0.3272|-0.18873|0.03115673|7.4318
25b_a34|0|0|0|0.0|0.0|7.412764017000001|1|1|0.133975789|5.351858133|-0.0929479709999999|1|0.04037037|-0.150946163|0.0|-0.861190687|-0.00378755|-0.112970844|-0.061390533|-0.2360985169999999|-0.435821207|0.832166825|-0.101529052|0.83883012|0|0.656573108|-0.1030760719999999|-0.137924163|0.5020264870000001|0.030138301|-86.13394472|165.2408865|0.343426892|214.470853|11.75402804|0.76274549|98.0416108|83.19266998|0.419904835|2611.55928|410.0313565|-1378.143115|2671.608537|6.383564979|148.1659658|-860.6534206|-328.1702779|1806.819095|11.90766609|0.0|1.0|1.0|1.0|2.0|3.53|0.29|17.0|-6.42|2.63|3.03|90.3|1.56|0.0|108.21|0.0|1.0|7.0|-3.82|29.0|5.0|393.44|0.0|2.58|-3.69|59.0|0.000202|0.0796|2.29|3.8100000000000004e-07|-0.03539|4.2253|4.2253|-1313.361559|1136.16|0.2259|293.43|562.84|0.6925600000000001|0.6925600000000001|-1313.132261|0.2259|-0.21103|0.02655501|5.6819
20a_a10|0|0|0|0.0|0.0|7.535296702|1|1|-0.0774974029999999|5.4161004020000005|0.049376168|2|0.036415094|-0.035536682|1.896409603|-0.197323337|0.008214031|-0.010695558|0.011011878|-0.058994157|-0.081587712|0.661219642|0.019448804|0.817646497|1|0.913681336|-0.066386563|-0.072821454|0.591835899|0.013618456|-47.37850712|66.52185003|0.086318664|56.1599532|5.764636687|0.733451892|58.1398225|52.05222074|0.452402751|2998.608651|594.4519837|-947.5701424|2021.669282|8.419180593|173.41938059999998|-616.5004457|-303.7731758|1291.932235|10.76131538|1.0|0.0|1.0|1.0|0.0|3.48|0.11|27.0|-9.44|5.06|5.77|76.62|2.53|0.0|126.35|0.0|1.0|4.0|-5.68|33.0|5.0|429.47|1.0|4.27|-5.59|0.000888|2.56e-06|0.0011|4.36|3.61e-10|-0.06611|4.7841|3.8312|-1389.1321289999998|1200.92|0.2738|259.16|524.02|0.50193|0.6864600000000001|-1388.897416|107.0|-0.2274199999999999|0.03217287|5.9208
16b_a32|1|1|1|3.2902303|0.0|7.765993078999999|0|0|0.0873104119999999|5.733341277|-0.3723824429999999|0|0.041958333|-0.012739425|2.033356859|-0.423467596|-0.008277865|-0.018753196|-0.0657820279999999|-0.023602065|-0.222700615|0.745820612|-0.098450203|0.907055332|1|0.7465375040000001|-0.088716278|-0.1083060409999999|0.559199331|0.015808858|-69.39772428|53.96132589|0.253462496|162.40756509999997|6.490611388|0.7476362679999999|80.37824892|66.97508778|0.414997448|3037.795494|478.3482386|-1040.965864|3264.235184|6.466656381|161.7035261|-667.0049190000001|-317.3487516|1392.342653|10.98052464|1.0|0.0|1.0|1.0|2.0|3.71|0.28|19.0|-7.6|5.4|4.88|165.49|0.41|0.0|114.43|1.0|1.0|7.0|-6.28|28.0|6.0|433.57|1.0|3.26|-4.55|0.000225|2.84e-05|0.0123|3.14|2.54e-08|-0.05946|3.6211|3.6211|-2315.951437|1137.73|0.2849|342.39|567.01|0.70233|0.70233|-2315.757928|0.2849|-0.2094099999999999|0.03900066|7.7696
14ac_a23|0|1|1|0.0|-9.994971573|7.423568444|0|0|0.0763230759999999|5.351858133|-0.4422550999999999|2|0.048351548|0.016532702|0.544211741|-0.66443411|-0.0066006519999999|0.0518788009999999|0.043387326|0.068237909|-0.287952039|0.5562570379999999|0.054652466|0.834426845|1|0.931143634|-0.0883661019999999|-0.097100967|0.300389872|0.016832361|-73.32014595|57.45545019|0.068856366|51.99287907|9.597200637|0.8077820920000001|87.75911516|79.43449928|0.489147172|3695.344378|703.0989434999999|-1759.6835030000002|3417.45156|8.122941134|145.1421706|-1328.722623|-464.8074813999999|2178.41361|14.43896921|1.0|0.0|1.0|1.0|1.0|3.69|0.12|26.0|-9.03|5.52|8.36|105.02|4.6|1.0|130.29|0.0|1.0|7.0|-7.31|38.0|10.0|547.48|0.0|5.43|-6.65|2.69e-05|2.24e-07|0.000123|5.35|9.25e-10|-0.08813|4.0014|3.6325|-2303.9786940000004|1285.58|0.3209|309.85|627.76|0.6408|0.69962|-2303.749331|0.2391|-0.23868|0.02262555|8.3851
4S4k_a46|0|0|0|0.0|0.173180233|7.825245291|1|1|-0.050636784|5.587248657999999|-0.088084767|1|0.0510113959999999|-0.104665424|0.0|-0.252970193|0.006550513|-0.1149361969999999|-0.1032662209999999|-0.158788415|0.012963356|0.78837943|-0.141706595|0.787615341|0|0.891734458|-0.089589915|-0.0860536609999999|0.199356973|0.007749296|-45.61628327|172.7607401|0.1082655419999999|57.39060501|2.177526049|0.8679099640000001|49.42345536|51.59865384|0.461984953|2105.538282|472.7005375|-775.4768155|1729.18312|5.523352655|70.01975807|-411.0733912|-390.0516264|893.4991504000001|3.807172093|1.0|1.0|1.0|1.0|1.0|3.8|0.33|17.0|-6.61|4.26|4.77|50.94|2.84|0.0|100.96|0.0|1.0|2.0|-4.82|25.0|3.0|333.43|1.0|3.79|-4.83|5.0|1.4800000000000002e-05|0.0049299999999999|4.05|2.48e-07|-0.02074|5.2854|4.0774|-1053.415665|997.07|0.2623|234.58|487.43|0.5716|0.67893|-1053.202208|0.0654|-0.1947|0.02628818|6.7055
15d_a10|0|0|0|0.0|0.0|7.535296702|2|2|-0.233802395|5.4161004020000005|0.0370874879999999|3|0.031742919|-0.059217023|2.04092658|-0.184039927|0.010215823|-0.140487312|0.007032164|-0.092884337|-0.280243276|0.74726683|0.0131101969999999|0.7857977740000001|1|0.87609771|-0.057588609|-0.070612242|0.565801561|0.02281891|-47.58559595|67.59624856|0.12390229|83.49776405|10.36301002|0.471900166|66.95020436|54.18663419|0.473858537|2967.522813|590.402322|-761.3695352999999|2036.192049|8.429169102000001|355.8865234|-513.0869954|37.87296065|1613.412305|19.36460841|0.0|1.0|1.0|1.0|0.0|3.71|0.35|21.0|-7.82|4.14|3.44|65.3|1.54|0.0|131.43|0.0|1.0|6.0|-3.78|33.0|6.0|441.52|0.0|3.18|-4.38|0.0739|4.1200000000000005e-05|0.0182|2.75|1.5e-08|-0.05002|5.6004|3.8591|-1431.051425|1266.87|312.0|221.39|565.91|0.3685|0.6814100000000001|-1430.733658|0.0856|-0.20918|-0.23696253|7.1612
47p_a18|0|0|0|0.0|0.0|7.03438793|1|1|-0.001819106|4.844187086|-0.04760181|0|0.037575758|0.025217016|0.0|-0.3775970529999999|0.00235332|-0.015960677|-0.049428094|0.037961877|-0.261349889|0.72025564|-0.082977829|0.7611910209999999|0|0.832954548|-0.06909945|-0.082580968|0.278332428|0.007989903|-61.12351185|10.25627035|0.1670454519999999|123.6411353|4.377217987|0.818459442|69.19354871|57.05881288|0.488811071|2933.069245|616.5234972999999|-1528.087796|1367.4309119999998|9.923659881|134.3699001|-1131.036542|-471.4248324|1867.029344|8.070036862|1.0|1.0|1.0|1.0|2.0|4.29|0.28|18.0|-9.03|3.65|3.34|76.5|3.13|1.0|144.53|0.0|1.0|9.0|-5.67|35.0|3.0|468.59|0.0|2.9|-5.27|0.000998|5.34e-06|0.0025|4.35|9.35e-10|-0.05628|3.2036|3.2036|-1493.731375|1391.71|595.0|387.01|732.84|0.6937800000000001|0.6937800000000001|-1493.338659|595.0|-0.18746|0.02843634|7.1938
12n_a30|0|0|0|0.0|0.0|7.412764017000001|2|2|0.0304762079999999|5.351858133|-0.064217094|2|0.040899471|-0.1144447669999999|0.0|-0.387485343|0.001139238|-0.037209579|-0.087019298|-0.254279374|-0.120380857|0.669561738|-0.149451598|0.870930234|0|0.7781502140000001|-0.083120674|-0.10528124|0.390449649|0.017064818|-66.48079820000001|85.87072848|0.221849786|140.0890685|6.804436105|0.799403208|76.16725916|63.2630417|0.4701566479999999|2848.910641|491.3700419|-1196.654368|2349.172094|7.385790169|126.6686716|-755.6383024|-378.1217671|1496.934657|9.686460958|1.0|0.0|1.0|0.0|1.0|4.66|0.14|17.0|-6.9|4.25|3.18|81.65|3.2|0.0|127.24|0.0|1.0|5.0|-5.39|30.0|5.0|416.47|0.0|2.92|-5.01|0.00171|9.71e-06|0.00405|3.97|1.26e-07|-0.05076|5.1999|3.4859|-1674.978015|1131.65|0.1826|238.43|506.94|0.27009|0.6854|-1674.777231|0.1489|-0.19876|0.0334036|7983.0
18b_a30|0|0|0|0.0|0.0|7.412764017000001|2|2|0.036563014|5.351858133|0.0075638519999999|2|0.041767677|-0.039831247|0.0|-0.375139476|0.003099827|0.016709918|-0.051413084|-0.072825879|-0.090115975|0.80330079|-0.089945913|0.8839272779999999|0|0.869340364|-0.078751666|-0.09536285|0.413791511|0.019880184|-63.07862164|77.65678625|0.130659636|86.42600053|8.698138813|0.759715688|75.30642440000001|65.24093056|0.424912258|2915.383182|575.0330633|-1198.493811|3057.267112|7.513189589|158.9382363|-792.7545943|-343.5825913|1577.555697|12.22780277|1.0|0.0|1.0|0.0|1.0|4.78|0.13|17.0|-6.7|3.87|2.49|105.44|2.17|0.0|131.99|0.0|1.0|5.0|-5.49|31.0|5.0|423.49|0.0|2.42|-4.8|0.00137|1.57e-05|0.0066599999999999|3.59|2e-07|-0.06142|3.5256|3.5256|-1667.995173|1178.08|0.3576|351.66|563.55|0.67715|0.67715|-1667.788575|0.3576|-0.2052699999999999|0.03910602|7.6003
12aa_a36|1|0|0|3.4172704080000003|0.0|7.412764017000001|2|2|0.033952382|5.351858133|-0.135770278|2|0.042560386|0.03597264|0.0|-0.672129428|-0.006653538|0.010538281|-0.013898809|0.0620143779999999|-0.090926893|0.892815402|-0.023185884|0.888163057|0|0.688945241|-0.1066659309999999|-0.117270578|0.4679233379999999|0.023617545|-80.19356964|132.3194611|0.3110547589999999|212.7097172|11.04423694|0.731335741|96.18613736|89.09222754|0.44829258|2928.7759760000004|471.12395210000005|-1523.677823|2418.848273|8.05947774|183.7216658|-1041.942197|-316.3903377|2083.417693|15.99256772|0.0|0.0|1.0|0.0|3.0|4.83|0.13|17.0|-6.14|1.92|0.98|112.29|1.28|0.0|131.85|0.0|1.0|6.0|-3.52|32.0|5.0|424.46|0.0|1.15|-3.45|129.0|0.000359|152.0|1.55|7.19e-07|-0.05111|3.8899|3.8899|-1401.617177|1183.76|0.4446|318.73|520.19|0.6931|0.6931|-1401.389257|0.4446|-0.20829|0.04550032|8.0458
17a_a6|1|0|0|3.3685510360000004|0.0|7.412764017000001|1|1|0.101940358|5.351858133|-0.0265090529999999|1|0.041767677|0.04129257|0.0|-0.686067347|-0.00460563|0.078798543|-0.060774312|0.068338372|-0.180339002|0.850080948|-0.106323149|0.8299950709999999|0|0.753082653|-0.096082495|-0.109388399|0.350977745|0.031147305|-71.75703418|157.13173490000003|0.2469173469999999|161.9738174|13.40315088|0.77193498|84.75077935|83.46070738|0.483320982|2816.084228|494.010135|-1363.383649|2217.333474|8.337470517|149.60699319999998|-894.3577948999999|-356.769966|1766.18975|12.99374518|1.0|1.0|1.0|1.0|2.0|3.52|0.12|23.0|-9.01|4.98|4.32|95.85|1.7|0.0|116.79|0.0|1.0|5.0|-5.81|31.0|5.0|409.44|1.0|3.59|-5.17|0.000637|6.69e-06|0.00274|4.09|9.77e-10|-0.05753|3.5421|2.9753|-1350.078838|1167.16|0.3933|350.03|574.02|0.69627|0.7024|-1349.830672|0.0101|-0.18178|0.02379552|7.6198
6b_a40|0|0|0|0.0|0.0|8.421342866|1|2|0.135693438|6.401917197|-0.069975812|0|0.039863946|-0.137534783|0.6899826|-0.698480566|-0.003851208|0.0986825569999999|-0.226457281|-0.248560671|-0.033583055|0.691778838|-0.307881994|0.90571269|1|0.753431574|-0.107699967|-0.118488624|0.417254814|0.014588568|-79.36130196|176.8246355|0.246568426|165.1465831|6.544506614|0.878140798|87.29061302|81.90640622|0.442509019|3214.047452|504.6333458|-1428.503435|4049.386572|6.976123351|81.61884754|-956.7829293|-506.5422338|1626.736212|7.929311055|1.0|0.0|0.0|1.0|1.0|4.02|0.21|14.0|-5.21|5.67|4.38|173.43|2.61|2.0|130.16|1.0|2.0|5.0|-8.41|31.0|5.0|511.42|1.0|4.21|-6.18|1.98e-06|6.55e-07|0.000335|5.03|6.21e-06|-0.09533|3.1026|3.1026|-3290.745084|1183.07|0.4962|399.62|552.01|0.69429|0.69429|-3290.583786|0.4962|-0.21904|0.03026498|7.5229
26_a20|0|0|0|0.0|0.0|6.842683282|0|0|-0.000846851|4.727387819|-0.104520106|2|0.0396875|0.1516835819999999|2.01129617|-0.3297182369999999|0.003085806|-0.054222344|-0.033102079|0.249416844|0.057022334|0.7071284179999999|-0.055150498|0.8096894440000001|1|0.79337253|-0.0862808009999999|-0.082729415|0.423153994|0.012753218|-55.81998701|299.8332395|0.20662747|139.417676|5.806030949|0.7848887259999999|65.85953426|66.82118688|0.472355054|2825.254798|535.3119506|-1172.219727|2534.075607|7.598632688999999|145.1419493|-790.9313788|-384.4457279|1493.485239|10.03954725|1.0|1.0|1.0|1.0|1.0|3.42|0.08|27.0|-9.18|4.5|4.62|86.69|2.47|0.0|125.0|0.0|1.0|5.0|-5.14|32.0|4.0|419.48|1.0|3.66|-5.02|0.00305|9.51e-06|0.00399|3.63|6.64e-10|-0.05097|4.8421|3.8894|-1352.277633|1211.34|0.2081|256.05|543.96|0.50878|0.68167|-1352.036122|0.0814|-0.21226|0.03774288|6.8827
8b_a31|1|0|0|3.37710223|0.0|7.765993078999999|1|1|-0.01883655|5.733341277|-0.12841288|0|0.041161616|-0.130371116|0.0|-0.57242407|-0.010300564|-0.211457443|-0.069423138|-0.222667869|-0.092604362|0.928940547|-0.1155280009999999|0.8956498159999999|0|0.6076192260000001|-0.120703408|-0.132574249|0.281200674|0.03234629|-69.24221375|129.8921115|0.392380774|204.9365822|8.823644775|0.703469355|82.21438954|79.93633765|0.479278|2189.617009|317.3534883|-830.906565|1587.743824|6.142377144|154.8750114|-433.9742484|-212.5400476|1181.155311|12.97217579|0.0|1.0|1.0|1.0|2.0|3.4|0.25|16.0|-5.73|4.52|2.74|114.29|0.61|0.0|88.64|0.0|2.0|4.0|-4.05|23.0|5.0|328.39|1.0|2.52|-3.4|0.0294|0.000399|131.0|2.02|1.86e-06|-0.0325|3.8582|3.8582|-1386.815519|927.61|0.2643|321.36|439.96|0.70036|0.70036|-1386.681003|0.2643|-0.19265|0.03659821|5.6576
22_a4|0|0|0|0.0|0.0|7.535296702|1|1|-0.043165663|5.4161004020000005|-0.115883451|1|0.044357639|0.004808337|0.0|-0.257448045|0.004765062|-0.2078428719999999|-0.023072107|0.00771584|0.034720243|0.774689758|-0.037423832|0.8404413829999999|0|0.8612031509999999|-0.09491995|-0.089955967|0.242642229|0.010702353|-43.23011833|162.9809584|0.138796849|66.70156956|2.47167963|0.8444670409999999|48.65880447|50.75888571|0.4359219589999999|1950.173729|413.8681986|-648.451775|1477.437886|5.495481464|74.7444381|-311.62631919999995|-331.080892|767.88287|5.428686137000001|1.0|1.0|1.0|0.0|1.0|3.3|0.11|17.0|-5.24|3.19|3.54|50.94|2.09|0.0|87.12|0.0|2.0|2.0|-3.77|22.0|3.0|289.33|1.0|2.81|-3.98|0.0497|0.000104|0.0301|3.03|5.77e-06|-0.03046|4.468999999999999|4.0537|-934.240411|860.77|0.1675|277.43|400.29|628.0|0.65771|-934.12356|0.1293|-198.0|0.030263407|7.3279
11a_a50|0|1|1|0.0|0.0|7.927685046000001|1|1|-0.156121881|5.82008293|-0.014702942|1|0.038040936|-0.04339705|2.114272566|-0.134056065|0.011959339|-0.108592708|-0.129547471|-0.0739260509999999|-0.277408878|0.701976536|-0.200986578|0.8535780190000001|1|0.917127112|-0.048213112|-0.071180382|0.2931724189999999|0.01848869|-37.63057389|7.53108119|0.0828728879999999|43.81199235|5.167341939|0.6543614329999999|48.67321197|35.26290548|0.463749257|2286.226222|484.8529701000001|-564.4586084|1550.320581|5.965221997|182.7270002|-298.409489|-163.21096210000002|862.6098364|11.04263807|0.0|0.0|1.0|1.0|0.0|3.44|0.15|20.0|-5.87|3.09|3.73|48.53|2.25|0.0|99.65|0.0|2.0|2.0|-3.58|25.0|3.0|327.38|1.0|2.95|-4.16|0.0862|6.97e-05|0.0228|2.9|1.35e-06|-0.03284|4.0636|4.0636|-1045.954278|963.2|0.1761|305.11|437.9|0.65485|0.65485|-1045.794689|0.1761|-0.2005299999999999|0.02431947|7.2291
4_a47|0|0|0|0.0|0.0|0.0|0|0|0.004633887|0.0|-0.121159855|2|0.038479532|-0.158636969|1.42341819|-0.3692130839999999|-0.007295208|0.0687047279999999|0.011775922|-0.247195952|-0.027355932|0.893350891|0.019305509|0.84420422|1|0.874200878|-0.07804769|-0.092556319|0.444849947|0.007772995|-50.35610033|96.20929041|0.1257991219999999|68.44214684|2.300808176|0.806604393|57.78603076|46.69151766|0.402148382|2306.463316|475.6168721|-805.6976052|1528.797085|6.468023748999999|105.2186243|-438.3470487|-333.62177030000004|998.8757964|7.429930428|1.0|1.0|1.0|1.0|2.0|2.75|0.05|22.0|-8.79|4.83|5.71|58.04|3.1|0.0|106.52|0.0|1.0|3.0|-5.92|26.0|3.0|361.82|1.0|4.32|-5.64|0.0004379999999999|2.31e-06|0.0008359999999999|4.96|1.61e-09|-0.05606|5.7708|3.73|-1509.4201369999998|988.42|0.2304|214.85|432.89|0.45947|0.69157|-1509.262887|0.2221|-0.21076|0.03342033|7.5
IN1166_a11|1|0|0|3.433539068|0.0|6.842683282|0|0|-0.089778965|4.727387819|-0.008507023|2|0.044021739|0.018376555|1.643912856|-0.378539035|-0.003356527|0.0266218529999999|-0.037793156|0.032420935|-0.223618825|0.841211811|-0.067328767|0.827254552|1|0.863273559|-0.073965061|-0.0896538619999999|0.551933595|0.0200246639999999|-61.90325275|112.0066065|0.136726441|94.40543077|9.546719887|0.694302821|76.76995134|64.89703387|0.463497159|2865.055175|596.0640225999999|-1114.258549|2953.475057|6.777827685|211.0745642|-769.3614916|-268.3203251|1604.859603|14.86669859|1.0|1.0|1.0|1.0|2.0|3.51|0.08|27.0|-10.18|5.01|4.53|103.17|0.92|0.0|123.82|0.0|0.0|5.0|-5.11|32.0|5.0|417.47|1.0|3.31|-4.78|0.00323|1.65e-05|0.00688|3.27|6.59e-11|-0.07275|4.9857|3.2827|-1347.256659|1198.36|0.3425|248.68|554.63|0.4358399999999999|0.6998300000000001|-1347.012407|0.1239|-0.21098|0.04189898|7.9318
12x_a36|1|0|0|3.494913155|0.0|7.412764017000001|2|2|-0.058295476|5.351858133|-0.046532211|2|0.041767677|0.021670322|0.0|-0.40650598|0.00285431|-0.054184069|-0.023932402|0.038200407|-0.133106642|0.906423012|-0.041914045|0.8792981679999999|0|0.836402835|-0.0737521679999999|-0.104368092|0.3403819629999999|0.017625524|-70.20305027|81.81168174|0.163597165|110.0434027|7.974776509|0.7768535409999999|81.1499815|61.46507585|0.458792701|2884.428214|562.6051882|-1333.8579550000002|2391.802689|8.770758009|150.09915149999998|-897.2176739|-372.4502879|1717.000548|10.94693123|1.0|0.0|1.0|1.0|2.0|4.87|0.17|17.0|-7.05|3.33|2.61|94.5|2.51|0.0|135.47|0.0|1.0|6.0|-4.85|31.0|4.0|427.52|0.0|2.33|-4.51|0.0061|3.09e-05|0.0132|3.19|8.95e-08|-0.05311|3.8776|3.7364|-1670.419519|1209.23|0.3901|319.74|569.01|0.6853600000000001|0.68112|-1670.182026|0.0199|-0.2048199999999999|0.03331471|8.1549
14q_a23|0|1|1|0.0|0.0|7.423568444|0|0|0.141057047|5.351858133|-0.130330047|2|0.044138322|0.064903564|0.720966302|-0.5608967029999999|0.002243702|-0.058543701|-0.056324491|0.121109106|-0.033435987|0.77007911|-0.089657283|0.871119857|1|0.773194598|-0.08960718|-0.096370719|0.227948491|0.02158178|-66.16349731|350.836102|0.226805402|155.7136729|10.17264683|0.777340899|79.42966327|76.3369885|0.472004985|3097.399651|530.8381985000001|-1389.433443|2213.1193780000003|8.732265278|152.86702240000002|-953.9181308|-380.8178266000001|1787.418422|13.26616596|0.0|0.0|1.0|0.0|2.0|3.52|0.04|26.0|-6.96|2.57|3.12|148.11|2.28|1.0|128.38|1.0|1.0|6.0|-5.21|33.0|5.0|454.51|0.0|2.62|-4.39|0.00278|4.03e-05|0.0183|2.46|1.11e-07|-0.08159|3.6431|3.6431|-1798.6108739999995|1222.17|0.4943|340.33|554.59|0.5949|0.5949|-1798.3704079999998|0.4943|-0.23013|0.03458552|7.8069
33_a20|0|0|0|0.0|0.0|6.842683282|0|0|-0.188733405|4.727387819|0.023539095|2|0.0388043479999999|0.148855442|2.0219022580000003|-0.078557022|0.009265667|-0.061975089|-0.062750442|0.248715569|-0.060582944|0.616352201|-0.10978034|0.802353442|1|0.9493896|-0.058927252|-0.069838312|0.399354817|0.012738882|-45.72654913|8.680600701|0.0506104|33.13709773|5.46110745|0.759356182|54.60811436|46.92331405|0.465855239|2737.8873550000003|621.611679|-868.8044333999999|2274.654579|8.062843544|157.56124519999997|-568.84864|-339.6262863|1144.132956|8.881565237|1.0|0.0|1.0|1.0|0.0|3.39|0.08|27.0|-9.69|5.33|5.39|67.39|2.61|0.0|121.62|0.0|1.0|4.0|-5.6|31.0|4.0|401.46|1.0|4.28|-5.53|0.000997|2.98e-06|0.0012|4.47|2.04e-10|-0.0582899999999999|5443.0|3.8867|-1275.823229|1174.95|0.6157|227.79|563.98|0.27375|0.6129|-1275.602977|0.0463|-0.21788|0.02957286|7.4685
