molecula|n9FaHRing|SaaNH|SssssC|NaasN|nAHRing|nARing|BCUTs-1|SaasN|AATSC1c|SRW07|AATSC1s|n6HRing|MATS7i|MATS8i|BCUTi-1|AATSC1pe|AATSC1i|MATS1c|GATS1are|BIC2|MATS8d|SIC2|FNSA3|FPSA3|PNSA5|PPSA3|RNCS|TPSA_x|RPCS|FNSA1|WNSA3|DPSA5|PNSA4|GeomPetitjeanIndex|GRAVp|MOMI-Z|WNSA4|FPSA1|GeomDiameter|GeomShapeIndex|PPSA1|DPSA4|DPSA1|DPSA2|Mor01p|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Class [Log S (SILICOS-IT)]|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Area (grid)|Volume|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|Dipole (water)|pIC50
14ad_a23|1|0.0|0.0|2|0|0|1.197962774|3.3437482860000003|-0.00790478|5.351858133|-0.028065075|2|0.118047355|-0.05348283|10.31321689|0.009675528|-0.253318853|-0.376350719|0.7763406840000001|0.7830067820000001|-0.050707765|0.8356326820000001|-0.059168372|0.033831691|-61.35364811|24.18091285|52.63180108|80.67170209999999|114.237062|0.575880959|-30.226481300000003|85.20135045|-21.19489662|0.46995189|3209.330728|2339.533586|-15.14887177|0.424119041|16.34071148|0.8866211979999999|303.1354708|36.80430179|-108.4705382|2024.236598|770.8206617000001|0.0|0.0|1.0|1.0|3.73|-7.6|3.48|4.03|123.48|2.42|2.0|1.0|6.0|-6.68|471.53|0.0|0.0|0.0|3.39|-5.08|0.000753|8.22e-06|0.0038799999999999|3.52|0.0|1.17e-05|-0.06925|3.3867|3.3867|-1858.957788|747.83|1287.26|0.4106|366.09|618.01|0.6956600000000001|0.4106|-0.13734|-0.20659|6.7584|8.3595
12bd_a36|0|3.497517322|0.0|0|2|2|1.297043358|0.0|-0.006695407|5.351858133|-0.045630197|2|0.025649557|-0.030990165|10.94639828|0.0045625|-0.169994208|-0.436345273|0.902377067|0.78699829|-0.047786573|0.833398429|-0.071083327|0.0177487689999999|-65.65179884|11.7156452|83.92365468|110.578217|0.0|0.78244124|-30.9716039|75.7932235|-23.44707102|0.475272043|2772.776922|2403.371086|-15.47699253|0.21755876|15.34283166|0.905749421|143.6066496|29.96655829|-372.868829|1678.127264|729.1873176|1.0|0.0|0.0|2.0|4.95|-7.34|3.76|2.5|69.2|2.45|1.0|1.0|4.0|-6.38|409.49|0.0|1.0|1.0|2.42|-4.6|0.0117|2.5e-05|0.0102|3.41|0.0|1.86e-05|-0.05236|3.8786|3544.0|-1311.591775|706.26|1200.23|0.4467|319.66|568.94|0.69411|0.0058|-0.1459|-0.19826|7.6908|7.7696
12v_a30|0|0.0|0.0|0|2|2|0.604983445|0.0|-0.006974714|5.351858133|-0.029548782|2|-0.099831334|0.020607357|10.31162873|0.001805829|-0.0857954809999999|-0.471153275|0.8149999040000001|0.83236194|-0.080971844|0.889479916|-0.077138874|0.015823709|-65.72041011|10.70556236|82.09302037|101.4008026|0.0|0.806069067|-35.30820865|75.73440678|-25.48342433|0.478535287|3001.758432|2483.120571|-17.2408622|0.193930933|15.56114504|0.917675298|131.2043645|31.6144427|-414.1432908000001|1549.107692|685.6665849999999|1.0|0.0|0.0|1.0|4.62|-7.8|5.11|3.92|81.65|3.79|2.0|1.0|4.0|-5.52|467.37|0.0|0.0|1.0|3.59|-6.04|0.000123|9.14e-07|0.0004269999999999|5.12|0.0|7.39e-06|-0.0563|3.5507|3.5507|-2494.963646|715.58|1209.1|0.1601|349.18|573.82|0.68405|0.1601|-0.1505099999999999|-0.20681|4105.0|7.6596
33_a20|0|0.0|0.0|1|0|0|1.4175014119999998|1.915285809|-0.00145476|4.727387819|0.023539095|2|0.148855442|-0.061975089|10.93244905|0.008780074|-0.060582944|-0.1771816269999999|0.616352201|0.74131936|-0.10978034|0.802353442|-0.058927252|0.012738882|-45.72654913|8.340767701|8.680600701|33.13709773|64.93395624|0.759356182|-25.26187502|54.60811436|-17.37608867|0.465855239|2737.8873550000003|2274.654579|-11.3769728|0.240643818|15.094865900000002|0.8721516570000001|157.56124519999997|22.88265911|-339.6262863|1144.132956|664.4562602999999|1.0|0.0|1.0|0.0|3.39|-9.69|5.33|5.39|67.39|2.61|2.0|1.0|4.0|-5.58|401.46|0.0|0.0|1.0|4.28|-5.53|0.000997|2.98e-06|0.0012|4.47|0.0|8.199999999999999e-08|-0.0582899999999999|5443.0|3.8867|-1275.852801|689.51|1174.95|0.6157|227.79|563.98|0.27375|0.0463|-0.15959|-0.21788|5.0369|7.4685
12ax_a36|0|3.429529478|0.0|0|2|2|1.280791885|0.0|-0.007681676|5.351858133|-0.040458296|2|0.075802407|-0.057017299|10.958822|-0.00097037|-0.1716508239999999|-0.440372791|0.884841888|0.836170906|-0.056676035|0.892249657|-0.073739612|0.019128091|-72.11700812|12.79462904|36.17982162|102.4490387|1.236876307|0.7648530440000001|-32.99232962|84.58859134|-25.96212292|0.488501696|2926.929456|2471.295987|-17.36585896|0.235146956|14.78635841|0.955040697|157.28794140000002|33.94393618|-354.3162187|1697.196809|661.6709012|1.0|0.0|0.0|2.0|4.74|-7.76|3.99|3.19|69.2|2.99|2.0|1.0|4.0|-6.26|450.32|0.0|1.0|1.0|2.82|-5.18|0.00372|6.55e-06|0.00295|3.93|0.0|7.83e-06|-0.05596|5.2372|3.8889|-2152.130959|699.67|1182.31|0.5236|236.74|552.0|0.39564|0.4167|-0.15728|-0.21324|6.0402|7.9208
13_a1|0|3.409865599|0.0|0|1|1|1.430073963|0.0|-0.012199718|5.351858133|-0.144782061|1|0.1129747169999999|-0.0594321759999999|10.94989555|-0.005924486|-0.120034915|-0.485427571|0.87703849|0.76714213|-0.150485437|0.825117597|-0.111667908|0.033737733|-62.04288975|19.62059449|148.7311076|186.4137189|528.3795274|0.7082629840000001|-37.76773325|77.55889436|-23.43842502|0.477212829|2555.623166|1786.445642|-13.63090514|0.291737016|14.33466671|0.912824292|169.6632599|33.09282789|-242.2358135|1489.177255|505.2124255|1.0|1.0|1.0|2.0|3.35|-7.94|4.75|3.87|80.26|1.74|1.0|1.0|5.0|-6.48|371.39|0.0|0.0|1.0|3.23|-4.34|0.0192|4.58e-05|17.0|2.94|0.0|4.24e-06|-0.04962|4.0783|3.4483|-1238.395767|613.52|1035.04|0.5339|304.01|472.52|0.65363|0.3535|-0.13921|-0.18883|3.9446|6585.0
10_a15|0|0.0|0.0|0|0|0|1.4356889780000002|0.0|-0.006872984|0.0|-0.0435725659999999|2|-0.0869138469999999|-0.077096984|10.95972828|0.0034254209999999|-0.184255041|-0.391156537|0.8310685940000001|0.713794823|0.018211609|0.7585998270000001|-0.052826735|0.010485777|-59.05618983|6.101312009|6.497096666|38.90530741|0.0|0.8301726490000001|-17.88541558|65.80736417|-21.17108692|0.449323734|2605.82709|2305.991259|-12.31872585|0.169827351|10.08767698|0.815948972|98.81668286|25.50202895|-384.2321709|1351.607534|673.7288405|1.0|1.0|1.0|1.0|3.58|-9.82|5.32|6.3|56.27|2.87|2.0|1.0|4.0|-4.97|397.47|1.0|0.0|1.0|4.69|-5.83|0.0002379999999999|1.47e-06|0.000584|5.29|0.0|5.99e-08|-0.03581|4.4682|3.6448|-1281.088565|631.2|1136.48|0.1412|277.48|487.16|0.66799|0.0042|-0.15377|-0.18958|3.1460000000000004|8.1549
16f_a32|1|3.354832924|0.0|0|0|0|0.609420741|0.0|-0.014558301|5.733341277|-0.054907428|0|0.008658653|-0.081644236|10.31100265|-0.001202032|-0.211019184|-0.697693907|0.801401734|0.852938445|-0.000510986|0.899839182|-0.08168632|0.024434011|-76.92280867|16.90955989|89.03402347|133.3750236|47.24868477|0.69473708|-39.12230215|92.82839829|-24.61529877|0.384656622|2772.212354|3414.006186|-17.03501995|0.30526292|14.28728752|0.625108901|211.2572338|35.43109972|-269.5356315|1771.554986|636.0251562999999|1.0|1.0|1.0|2.0|3.76|-7.77|6.42|4.99|149.27|1.34|3.0|1.0|5.0|-5.99|427.54|1.0|0.0|1.0|4.05|-4.97|4.79e-05|1.07e-05|0.00457|4.11|0.0|7.26e-06|-0.04997|3.6272|3.6272|-1995.307736|722.06|1191.55|0.2931|341.82|603.12|0.70204|0.2931|-0.15003|-0.2|4.2764|8041.0
6a_a40|0|0.0|0.0|1|1|2|0.604893625|1.78213955|-0.014623575|6.401917197|-0.077397672|0|-0.146542353|0.104332675|10.30179985|-0.001171195|-0.040435852|-0.620787469|0.682273668|0.801647855|-0.340539542|0.861720535|-0.109047987|0.016399125|-73.33687786|10.24294396|185.06174|166.2999483|36.84483305|0.8678518190000001|-42.542782200000005|81.37714586|-30.69915817|0.41480944|2936.1501780000003|2536.88262|-19.17478857|0.132148181|11.8691482|0.708845065|82.54016015|35.37373259|-459.522754|1521.070502|557.4018948|1.0|0.0|1.0|1.0|3.99|-4.05|4.38|3.07|173.43|1.62|2.0|2.0|5.0|-6.32|442.53|1.0|0.0|1.0|3.17|-4.99|3.47e-05|1.03e-05|0.00457|3.77|0.0|0.0396|-0.0926|2.9836|2.9836|-2371.579899|649.48|1103.4|0.4015|415.55|497.78|0.6782699999999999|0.4015|-0.11995|-0.21255|9.3893|7.3979
11d_a5|0|2.9590700880000003|0.0|0|0|0|1.388848584|0.0|-0.003373937|4.59511985|0.001099755|2|-0.125546291|-0.138265707|10.94877952|0.008809179|-0.200646773|-0.22897714|0.786587307|0.783891527|0.036918829|0.831190148|-0.063028408|0.012828514|-53.84338206|8.151092424|61.45330587|82.02685783|0.0|0.712305422|-25.44574968|65.35645739|-18.63809379|0.49396568|2540.78984|900.3825317|-11.84243331|0.287694578|17.62784804|0.976150552|182.7978704|26.16587381|-269.7929124|1360.625438|631.9206508|1.0|1.0|1.0|1.0|3.13|-8.64|4.41|4.14|66.93|1.42|1.0|1.0|5.0|-6.47|385.46|0.0|1.0|1.0|3.28|-4.29|0.0278|5.14e-05|0.0198|3.07|0.0|8.909999999999999e-07|-0.03767|4.4175|4107.0|-1239.127458|682.09|1154.67|507.0|280.66|594.45|0.66686|0.2068|-0.16762|-0.20529|3.7008|7.8239
7a_a8|0|3.1730222510000003|0.0|1|1|1|1.4000287219999998|1.4494883790000002|-0.010269971|5.4161004020000005|-0.0407248439999999|1|-0.017706371|0.004607684|10.94671402|0.002028046|-0.032195997|-0.412963751|0.7168594159999999|0.764224152|-0.032562221|0.831914523|-0.102174163|0.035405618|-59.83546383|20.79408196|145.3710976|165.38046830000002|71.85980901|0.733884399|-35.24327197|75.4573633|-25.04740346|0.477611327|2715.360649|1702.719465|-14.71059634|0.266115601|14.73814865|0.914283468|156.2924154|34.12990316|-274.7254012|1467.585836|488.0169522|0.0|0.0|1.0|1.0|3.34|-7.27|3.96|3.49|92.93|2.01|1.0|1.0|5.0|-6.33|382.37|0.0|0.0|1.0|3.15|-4.64|0.00522|2.29e-05|0.00874|3.24|0.0|2.05e-05|-0.07616|4.5808|3.0704|-1291.313963|605.72|1031.61|315.0|270.66|494.48|0.61257|0.1575|-0.12889|-0.20505|12.8748|4.6068
12g_a40|0|0.0|0.0|1|0|0|0.604990688|1.687211672|-0.01011728|5.4161004020000005|-0.129331216|0|0.167050952|0.075327376|10.31197254|-0.003205145|0.106286677|-0.512657141|0.777835705|0.769016155|-0.326139923|0.8396782220000001|-0.0951493559999999|0.012706769|-52.24208444|6.670206427999999|130.7472028|68.1355805|0.0|0.852031227|-26.21888031|59.29860462|-22.85591194|0.465725912|2287.970776|681.6778419|-11.99782981|0.147968773|14.39849078|0.871698484|77.67373972|26.82520454|-369.5858437|858.4065454|335.7078145|1.0|0.0|0.0|1.0|3.24|-6.63|4.83|5.14|78.66|3.76|2.0|1.0|3.0|-4.91|362.23|0.0|0.0|1.0|4.4|-5.79|0.000124|1.62e-06|0.000586|5.07|0.0|8.57e-05|-0.07424|4.0224|3.1577|-2173.044757|540.25|896.63|0.3539|308.23|429.31|0.67055|0.2682|-0.13191|-0.20615|2.7075|6.1403
18d_a30|0|0.0|0.0|0|2|2|0.6049874|0.0|-0.0072724869999999|5.351858133|-0.064217094|2|-0.071608958|-0.053728319|10.31163881|0.002064369|-0.120380857|-0.4624430539999999|0.669561738|0.815003426|-0.149451598|0.870930234|-0.07812727|0.017843227|-65.3088221|11.29282624|78.23108693|124.5022473|0.0|0.783284395|-31.29400567|75.80070349|-23.99099587|0.443774287|2848.574353|2894.162522|-15.18369704|0.216715605|12.69833771|0.797831306|137.15746130000002|30.62871675|-358.5765637|1500.807121|618.6004214|1.0|0.0|0.0|1.0|4.75|-6.9|4.25|3.18|81.65|3.2|2.0|1.0|5.0|-6.02|416.47|0.0|0.0|0.0|2.92|-5.01|0.00171|9.71e-06|0.00405|3.97|0.0|5.260000000000001e-05|-0.05506|5.0125|3.4682|-1675.020297|669.66|1129.46|0.3856|247.35|508.7|0.4325|0.3788|-0.14167|-0.19673|6.2946|7.6737
4r_a46|0|0.0|-0.03033057|1|1|1|1.13129629|2.051582577|-0.002826188|5.587248657999999|-0.074041799|2|-0.15196733|-0.1129698999999999|10.96363493|0.0061041|-0.086905208|-0.246070691|0.7794598220000001|0.810646641|-0.070397185|0.8549242340000001|-0.079297367|0.011446215|-43.14814202|6.071841742999999|176.18445569999997|80.72661483|0.0|0.7146312779999999|-22.31391864|51.22472631|-13.77068362|0.456487948|2137.47734|1451.6122289999998|-7.304896049|0.285368722|10.69131411|0.839885604|151.3787482|19.26963463|-227.7097083|905.6728276|496.0386301|0.0|1.0|1.0|1.0|3.82|-6.25|3.56|3.43|63.83|1.52|0.0|1.0|4.0|-6.83|334.41|0.0|1.0|0.0|2.7|-3.55|271.0|0.000279|0.0933|2.12|0.0|0.000188|-0.03073|4.5209|4.5209|-1069.447946|571.75|986.04|0.1404|274.25|467.85|0.69085|0.1404|-0.18999|-0.2207199999999999|3.5979|5.8499
9c_a31|0|3.410619646|0.0|0|1|1|0.610135804|0.0|-0.013082561|5.733341277|-0.055520387|0|-0.0384827639999999|-0.1047269419999999|10.311698300000002|-0.000813398|-0.223856622|-0.546598398|0.8083148840000001|0.842823186|-0.108617754|0.8856644770000001|-0.103325018|0.030296721|-81.63444414|19.30758668|153.5739377|207.3144829|552.8237349999999|0.670716706|-41.96335759|97.22026028|-22.85764436|0.4558841429999999|2592.448925|2242.189942|-14.56678943|0.329283294|15.04941978|0.837843885|209.8466636|34.07943198|-217.5897278|1703.9715989999995|583.9691392000001|1.0|1.0|1.0|2.0|3.66|-7.24|5.64|3.7|117.37|1.08|2.0|1.0|5.0|-6.53|398.48|0.0|0.0|1.0|3.32|-4.16|0.00233|6.94e-05|0.0277|3.1|0.0|2.31e-05|-0.03249|3849.0|3849.0|-1618.157698|691.3|1147.93|0.2554|322.12|588.58|0.7007399999999999|0.2554|-0.15975|-0.19224|2.2323|6.3768
13_a12|0|0.0|0.0|0|0|0|1.508548782|0.0|-0.0069874069999999|0.0|-0.0619247109999999|2|-0.21832579|-0.083760082|10.96083169|0.002279068|-0.281096572|-0.595629719|0.845823047|0.6809340620000001|0.039235452|0.7300173240000001|-0.058167326|0.008188151|-45.33566159|4.01385817|64.74666684|48.98899535|66.2289548|0.8829921740000001|-13.97756285|48.99243638|-17.15403411|0.466560112|1812.788134|664.9830294|-8.408963103|0.117007826|11.36787272|0.874625469|57.35761558|19.42716439|-375.4880089|718.8050825|327.9594923|1.0|1.0|1.0|1.0|2.7|-7.14|3.63|3.9|50.7|2.42|1.0|1.0|3.0|-5.49|276.34|0.0|1.0|1.0|3.22|-4.2|0.0152|6.3e-05|0.0174|3.51|0.0|2.01e-05|-0.04445|4.5363|3.9329|-876.3661620999999|532.86|867.79|0.6528|273.31|437.91|0.6622399999999999|0.0155|-0.16458|-0.20903|1.5686|7.0315
GW6604_a52|0|2.944144148|0.0|0|0|0|1.427583999|0.0|-0.002149879|4.59511985|-0.005328809|2|-0.0778992459999999|-0.118272803|10.94914378|0.0070554269999999|0.067497086|-0.201462112|0.709088617|0.693399445|-0.057466653|0.7550228990000001|-0.071850787|0.009021088|-35.62691523|4.459510077|157.2481263|62.55188751|0.2386028039999999|0.73529506|-17.55852148|44.37166117|-14.44334401|0.4597869779999999|2044.612273|799.8313017999999|-7.13996301|0.26470494|11.6571716|0.851121611|130.8549791|19.64292268|-232.6328342|726.7881391|359.1060668|1.0|1.0|1.0|1.0|2.68|-8.03|4.49|4.2|54.46|1.91|0.0|1.0|3.0|-5.95|298.34|0.0|1.0|1.0|3.08|-4.16|0.0402|6.929999999999999e-05|0.0207|3.06|0.0|2.78e-06|||||||||||||||6.9706
6_a27|0|2.6137160880000003|0.0|1|0|0|1.404458667|1.7996617540000002|-0.007874167|4.727387819|-0.072298665|2|-0.237047381|0.075248207|10.93737136|0.0058042269999999|-0.179319226|-0.541168953|0.678057835|0.787663648|0.1272522519999999|0.849515128|-0.0786267609999999|0.020552125|-44.56839492|10.17466399|125.8234721|106.4156743|61.10118428|0.774820398|-19.27068071|52.66373343|-17.14169035|0.47262982|2196.1151210000003|1193.992326|-8.486272674|0.2251796019999999|9.500048379|0.896201262|111.4788253|22.12343713|-272.1086175|862.8140479|373.9912084|0.0|0.0|0.0|1.0|3.0|-6.67|3.48|2.79|76.46|2.42|0.0|1.0|4.0|-6.55|317.34|0.0|1.0|1.0|2.71|-3.82|0.0768|0.000153|0.0485|2.37|0.0|6.86e-05|-0.04793|5.5447|4.1391|-1043.831559|526.9|896.68|0.1915|223.61|401.49|0.3366099999999999|163.0|-0.17007|-218.0|4.0597|9.0
13g_a6|0|3.457632039|0.0|0|0|0|1.424099171|0.0|-0.006574579|4.727387819|0.004767264|2|0.03536788|0.073394284|10.95053423|-0.000644109|-0.215607882|-0.46487852|0.836982172|0.774238891|-0.144664763|0.832753533|-0.074216821|0.017637229|-64.02222283|12.28038897|68.57626488|89.14285747|0.0|0.7357333540000001|-35.98038956|76.50577593|-22.52633766|0.444443571|2929.039254|3916.754765|-15.68456028|0.264266646|14.34268783|0.7999971709999999|184.0026638|30.61752948|-328.2712049|1653.346592|744.1359788|1.0|1.0|1.0|2.0|3.61|-10.57|5.41|4.79|103.17|1.13|2.0|0.0|5.0|-6.31|431.49|0.0|0.0|1.0|3.47|-5.06|0.0012|8.8e-06|0.0038|3.7|0.0|1.15e-08|-0.07536|5.9869|3.2472|-1386.611265|739.55|1253.71|0.8442|207.09|592.49|0.38325|0.0105|-0.1327|-0.20806|13.3225|6.9245
6_a4|0|0.0|0.0|1|1|1|1.271761557|2.170234316|-0.001221193|5.4161004020000005|0.010164572|2|0.042096749|0.0032928379999999|10.92992785|0.01098094|-0.073630392|-0.1738111839999999|0.664591856|0.76089528|-0.340860215|0.810030118|-0.052396457|0.0077624059999999|-37.33240845|4.324187697|14.1731579|30.33467048|45.93422613|0.814470803|-16.25991695|42.27020924|-13.71394596|0.423084148|2342.371538|1968.0178670000005|-7.639600225|0.1855291969999999|9.981741408|0.733355042|103.3523757|16.83786074|-350.36323230000005|825.0551765|578.2065561000001|0.0|1.0|1.0|0.0|3.38|-7.99|5.1|5.23|43.6|3.09|2.0|1.0|3.0|-5.42|354.45|0.0|1.0|1.0|4.23|-5.11|0.0043799999999999|7.74e-06|0.00274|4.28|0.0|3.67e-06|-0.04867|4.8714|4.0354|-1108.585859|613.83|1057.7|0.1235|254.51|453.87|0.60542|0.0772|-0.16959|-0.2182599999999999|3.2192|5.8861
8_a15|0|0.0|0.0|0|0|0|1.419941362|0.0|-0.009853404|0.0|-0.044406425|1|0.155304204|-0.010146469|10.95880707|0.003160815|-0.295062413|-0.342749125|0.85357243|0.7059441040000001|-0.025923166|0.742680335|-0.071552706|0.0336657729999999|-69.07571287|19.65860939|104.8781037|85.31489861|55.99586988|0.519427411|-24.39801408|89.80283608|-16.91650111|0.389723411|2393.276181|1919.535904|-9.878130237|0.480572589|9.984825987|0.638601279|280.62296039999995|32.56759415|-22.68867482|1595.8121130000002|532.0914339999999|1.0|1.0|1.0|1.0|3.14|-7.57|3.9|4.95|61.84|1.96|2.0|1.0|5.0|-5.52|366.41|0.0|1.0|1.0|3.76|-4.81|0.00206|1.53e-05|0.00562|4.24|0.0|9.86e-06|-0.02723|4.4346|3.7426|-1223.704913|598.84|1050.15|251.0|279.58|538.51|0.5128|0.0155|-0.1558|-0.18303|1.4589|6.9666
14_a15|0|0.0|0.0|0|0|0|1.43568901|0.0|-0.006678826|0.0|-0.0455566929999999|2|-0.033982971|-0.053931584|10.9597359|0.0034254209999999|-0.184255041|-0.3848940629999999|0.8310685940000001|0.719993769|-0.028227917|0.7651878809999999|-0.063809873|0.014672137|-58.79722871|9.403293601|92.51564418|72.36402409|2.923143027|0.770309725|-26.20964538|68.59458198|-21.0782518|0.406717767|2612.691478|2731.841165|-13.50893838|0.229690275|10.18067005|0.685538423|147.2072638|27.36334635|-346.4801021|1450.257357|673.7288405|1.0|1.0|1.0|1.0|3.56|-9.82|5.32|6.3|56.27|2.87|2.0|1.0|4.0|-4.97|397.47|1.0|0.0|1.0|4.7|-5.83|0.0002379999999999|1.47e-06|0.000584|5.29|0.0|5.99e-08|-0.0338199999999999|4.4518|3.6209|-1281.105795|689.8|1177.14|0.3131|278.5|584.18|0.65079|0.0054|-0.14997|-0.18379|5.0894|7.5229
12ae_a36|0|3.412870974|0.0|0|2|2|0.299253957|0.0|-0.009867085|5.351858133|-0.351827031|2|0.087069205|-0.083959343|10.31810353|-0.001160331|-0.261631709|-0.513686975|0.8183043390000001|0.831101086|0.010209009|0.8837136859999999|-0.085851235|0.023873046|-78.71102033|17.78605328|96.60079598|211.4077529|19.97715962|0.6849975640000001|-47.65297933|97.76153993|-27.14173115|0.465246185|3486.122819|2634.745208|-20.22131065|0.315002436|16.22570287|0.870019385|234.6851816|39.62310606|-275.6561988|2298.140152|805.2286932|0.0|0.0|0.0|3.0|5.03|-6.87|1.28|2.15|123.75|0.84|1.0|1.0|6.0|-8.03|474.54|0.0|0.0|0.0|1.18|-3.72|0.0668|0.0001889999999999|0.0897|1.64|0.0|6.45e-05|-0.0548899999999999|5235.0|3.8664|-1876.203168|754.15|1281.69|0.4832|236.84|615.71|0.40141|0.3366|-0.1566|-0.21149|8.9297|7.8239
20a_a10|0|0.0|0.0|1|1|1|1.343837243|2.113798134|-0.0034618129999999|5.4161004020000005|0.049376168|2|-0.035536682|-0.010695558|10.9296614|0.008297595|-0.081587712|-0.281099208|0.661219642|0.755429696|0.019448804|0.817646497|-0.066386563|0.013618456|-47.37850712|8.860330345|66.52185003|56.1599532|47.01787447|0.733451892|-28.10115947|58.1398225|-18.22250274|0.452402751|2998.608651|2021.669282|-11.8557778|0.266548108|15.37476788|0.826159649|173.41938059999998|24.84485067|-303.7731758|1291.932235|719.5272609|1.0|0.0|1.0|0.0|3.48|-9.44|5.06|5.77|76.62|2.53|2.0|1.0|5.0|-5.82|429.47|0.0|0.0|1.0|4.27|-5.59|0.000888|2.56e-06|0.0011|4.36|0.0|1.55e-07|-0.06611|4.7841|3.8312|-1389.164302|696.63|1200.92|0.2738|259.16|524.02|0.50193|107.0|-0.1613099999999999|-0.2274199999999999|3.2116|5.9208
11_a1|0|3.3361517380000003|0.0|0|1|1|1.430935838|0.0|-0.018080197|5.351858133|-0.196819043|1|0.08043435|-0.05257082|10.94957487|-0.009578125|-0.117419838|-0.563650254|0.823460272|0.747358374|-0.075188762|0.8086124090000001|-0.131972845|0.034974992|-74.35738693|20.62225192|274.39137789999995|238.4902806|84.40380304|0.751878145|-45.88191258|89.80732824|-28.7289904|0.47723847|2697.640232|1885.148133|-16.93943154|0.248121855|14.2257294|0.912918113|146.29971719999998|38.20963621|-297.0290662|1681.223993|495.0560271000001|1.0|1.0|1.0|2.0|3.25|-7.47|4.28|4.23|97.33|1.95|1.0|1.0|6.0|-6.27|385.37|0.0|0.0|1.0|3.22|-4.66|0.00327|2.17e-05|0.00838|3.35|0.0|1.29e-05|-0.06546|3.7383|3.1924|-1312.462371|614.86|1036.18|0.5573|331.66|471.76|0.68162|0.3201|-0.12916|-0.19462|7.1743|6.7696
4c_a46|0|0.0|0.139403726|1|1|1|1.134637091|2.137504882|-0.005085922|5.587248657999999|-0.048990529|1|-0.111750026|-0.051150771|10.94298307|0.010040825|-0.083788154|-0.421467037|0.649753668|0.726862617|-0.0976963169999999|0.761921603|-0.063644365|0.013924723|-55.2981278|8.799732282999999|35.22734468|69.02325225|53.13410852|0.840753785|-25.41708422|60.67664538|-18.76186479|0.450883931|2455.604167|2487.942529|-11.85656505|0.159246215|13.06174141|0.8211086059999999|100.6356847|22.31552819|-430.6788754|1249.669579|696.2528933|1.0|0.0|1.0|0.0|4.09|-7.62|5.11|5.24|57.01|3.4|2.0|1.0|4.0|-5.39|389.49|0.0|1.0|0.0|4.44|-5.28|0.00109|5.3e-06|0.00207|4.63|0.0|9.32e-06|-0.04381|5.4579|4.1026|-1245.4159619999998|683.75|1176.07|0.2296|227.16|617.56|0.42391|0.2083|-0.17085|-0.21466|5.4491|5.6972
12h_a36|0|3.468184524|0.0|0|2|2|1.297043828|0.0|-0.0086750619999999|5.351858133|-0.041228471|2|0.059920602|-0.003014954|10.96020037|0.003077071|-0.239932418|-0.410826531|0.8913597320000001|0.820041835|-0.089459459|0.87043328|-0.073572836|0.027905055|-70.19826261|18.27258858|82.11195464|118.1187282|1.413982241|0.665254541|-31.5465515|87.85958486|-23.39942087|0.464544951|2845.467486|2391.856014|-15.32224162|0.3347454589999999|13.87400978|0.8675704009999999|219.1956304|35.1736357|-216.42159590000003|1899.376328|679.7230552999999|1.0|0.0|0.0|2.0|4.8|-6.69|2.77|1.89|78.43|1.72|1.0|1.0|5.0|-6.93|411.46|0.0|0.0|0.0|1.81|-4.07|0.0464|8.499999999999999e-05|35.0|2.65|0.0|8.340000000000001e-05|-0.05013|5.1998|3.4554|-1347.481013|697.29|1177.89|0.5756|238.44|535.67|0.34589|0.0056|-0.14247|-0.1926|8.7377|7.8539
4_a38 (LY-2157299)|0|0.0|0.0|1|1|1|1.343847059|2.0959524330000003|-0.00638266|5.4161004020000005|-0.080432741|2|-0.0501467259999999|-0.159241692|10.9277672|0.003107816|0.0481706809999999|-0.463575124|0.702976795|0.8099394329999999|-0.032369326|0.868207983|-0.092570349|0.01243241|-51.11565158|7.104736984|260.7739337|140.40206619999998|71.22674185|0.7861170609999999|-30.23133173|58.99645489|-18.48863993|0.487041509|2501.945802|1686.693134|-10.56568487|0.213882939|12.76426621|0.949475478|122.2274724|23.51893991|-327.0140711|1105.390176|542.7276591|0.0|1.0|1.0|1.0|3.27|-7.13|3.69|3.51|86.69|1.84|1.0|1.0|4.0|-6.86|369.42|0.0|0.0|1.0|2.81|-3.99|52.0|0.000102|0.0375|2.39|0.0|2.75e-05|-0.06|4.65|3.78|-1198.683473|617.61|1048.31|0.2|266.68|449.44|0.4|0.06|-0.16|-0.22|7.6529|7.1586
