molecula|SddssS|n9FaHRing|n9FaRing|SaaNH|SssssC|NaasN|nAHRing|nARing|BCUTs-1|SaasN|AATSC1c|AATSC1s|ATSC1c|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aRing|n5aHRing|AATSC1pe|AATSC7i|MATS1i|AATSC1i|MATS1c|GATS1are|MATS8s|FPSA3|PNSA5|PPSA3|RPSA|TPSA_x|FNSA4|WPSA3|FNSA1|WNSA3|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|PNSA2|WNSA4|FPSA1|GeomRadius|GeomDiameter|GeomShapeIndex|PPSA1|WNSA2|DPSA4|FPSA5|DPSA1|DPSA2|PPSA5|CYP2D6 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Veber filter|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Molecular Mass|BBB|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|Dipole (gas phase)|E solv. Water  (Hartree)|Dipole (water)|IC50|pIC50|pIC50
12aa_a30|0.0|0|0|0.0|0.0|0|2|2|0.604983643|0.0|-0.008848121|-0.028524865|-0.539735362|0.003529389|0.059360681|10.31162784|-0.007369513|1|1|0.005111479|-0.023695642|-0.12254489|-0.207153446|-0.394520145|0.8397577820000001|0.024991407|0.030906491|-70.79444906|21.58471858|0.1873486869999999|130.84205079999998|-0.033789461|15.0745057|0.630759573|-38.06478415|-23.59814969|76.08850600000001|0.4659424379999999|3115.249471|567.5458219999999|-1345.094532|-16.48066156|0.369240427|8.65813938|16.21199661|0.872457337|257.8730361|-939.3977091|37.41227352|0.029670025|-182.6418006|2132.499591|20.72118575|0.0|1.0|4.86|0.0|-6.83|3.94|2.63|2.2|2.0|0.0|140.26|0.0|7.0|-5.61|33.0|458.54|0.0|0.0|-5.0|0.00113|0.0|0.0|6.720000000000001e-05|-0.04966|3.34|3.4642|-1804.784381|748.78|357.9|0.1667|238.78|605.07|0.30341|0.68642|0.1506|5.8962|0.03443621|6.4878|8.0|8.1135|8.1135
1b_a5|0.0|0|0|2.881451247|0.0|0|0|0|1.4258024619999998|0.0|-0.00279809|-0.061874543|-0.111923619|0.003886035|0.001241264|10.94890233|-0.028797464|1|1|0.003708988|-0.220946861|0.019611905|0.045204303|-0.231956531|0.567806811|0.122747292|0.010803163|-38.87394276|5.438378717999999|0.191171377|96.23685048|-0.031306145|2.737713392|0.7324812509999999|-19.82538668|-15.75970652|44.82086533|0.474445758|2171.716467|407.1693177|-583.1091414|-7.933533473|0.267518749|6.11909445|11.64312636|0.90275317|134.6705884|-293.5407385|21.51550842|0.019229427|-234.0649914|796.0738116|9.680212283|1.0|1.0|2.75|1.81|-8.3|4.88|4.76|2.29|0.0|0.0|90.44|0.0|3.0|-3.97|24.0|316.33|1.0|1.0|-4.3|0.0336|0.0|0.0|1.58e-06|-0.04135|3.1|4.6481|-1050.506509|536.59|266.74|0.3101|258.89|388.58|0.5153800000000001|0.43728|87.0|2891.0|0.03246637|4.3687|59.0|7.2291|7.2291
4r_a46|0.0|0|0|0.0|-0.03033057|1|1|1|1.13129629|2.051582577|-0.002826188|-0.074041799|-0.141309389|0.006236535|-0.1129698999999999|10.96363493|-0.048758575|1|1|0.0061041|-0.237647432|-0.055572881|-0.086905208|-0.246070691|0.7794598220000001|-0.077483502|0.011446215|-43.14814202|6.071841742999999|0.152180218|80.72661483|-0.0259595379999999|3.220912917|0.7146312779999999|-22.31391864|-13.77068362|48.13649426|0.456487948|2137.47734|449.7405899|-647.2221302999999|-7.304896049|0.285368722|5.81085807|10.69131411|0.839885604|151.3787482|-343.3301143|19.26963463|0.015225417|-227.7097083|905.6728276|8.076584289|1.0|1.0|3.82|2.89|-6.25|3.56|3.43|1.52|0.0|0.0|97.9|0.0|3.0|-3.09|25.0|334.41|1.0|0.0|-3.55|271.0|0.0|0.0|0.000188|-0.03073|2.3|4.5209|-1069.419677|571.75|274.25|0.1404|274.25|467.85|0.69085|0.69085|0.1404|2.6630000000000003|0.02826942|3.5979|1413.0|5.8499|5.8499
12x_a30|0.0|0|0|0.0|0.0|0|2|2|0.604984021|0.0|-0.006008579|-0.0335688279999999|-0.3545061539999999|0.00604028|0.027312213|10.31162819|-0.1066694919999999|1|1|0.006346396|-0.104089964|-0.053700437|-0.0922059569999999|-0.458718546|0.842068099|-0.062251445|0.014757946|-60.57208434|9.745611551|0.151155723|99.81775209|-0.035022402|6.435648079|0.824674971|-31.35848986|-23.12752311|57.2323071|0.4490846539999999|2845.417984|560.5459455|-1272.013771|-15.27257668|0.175325029|7.794822643|14.14885734|0.815160907|115.7782842|-839.9917174000001|28.04441012|0.012044556|-428.8071293|1542.442557|7.953787804|0.0|1.0|4.86|0.0|-7.38|4.87|3.23|3.25|2.0|0.0|137.21|0.0|5.0|-6.04|31.0|426.54|0.0|0.0|-5.46|0.00039|0.0|0.0|1.76e-05|-0.05093|4.45|3.4831|-1654.3784|703.75|355.95|0.1517|355.95|558.65|0.68589|0.68589|0.1517|4.3702|0.03136007|4.8197|22.0|7.6556|7.6556
3_a3|0.0|0|0|0.0|0.0|0|0|0|0.605000514|0.0|-0.010040064|-0.114647585|-0.3413621639999999|-0.007818326|0.0483259979999999|10.31154314|0.069435247|2|2|-0.006362643|-0.030486489|0.041786524|0.081380229|-0.599804962|0.913546349|-0.082619043|0.012617742|-45.05306124|5.753894372|0.246193521|112.2682304|-0.035057023|2.623868963|0.7000038270000001|-22.30683222|-15.98657012|54.67064981|0.415122657|2092.406045|343.74795510000007|-495.58367360000005|-7.290134722999999|0.299996173|5.025797436|8.592908408|0.709760196|136.8031103|-225.9941764|22.83783244|0.023287455|-182.4099648|707.9728057|10.6194566|1.0|1.0|3.11|2.39|-6.15|5.0|4.07|1.41|0.0|0.0|88.36|0.0|2.0|-5.48|21.0|310.4|0.0|1.0|-4.39|0.00103|0.0|0.0|0.000218|-0.0637|1.92|3.3475|-1592.873593|491.26|370.38|0.2383|212.09|316.65|0.29441|0.69206|0.0851|2.1507|0.03099295|2.8045|1175.0|5.93|5.93
6_a1|0.0|0|0|0.0|0.0|1|1|1|1.3488280769999998|2.325221088|-0.005477033|0.021203156|-0.230035376|0.005054086|-0.00983397|10.95180041|-0.0538497079999999|1|1|0.006851583|-0.180874123|-0.230322048|-0.3632559589999999|-0.353456514|0.781885145|0.13761072|0.021009352|-37.41011914|10.15161645|0.121740384|58.82435931|-0.0238222729999999|4.905211525|0.576759436|-13.35477777|-11.51080589|37.79009463|0.4218263379999999|1956.144556|424.3707604|-448.9214297|-5.56196523|0.423240564|5.555887839|9.609375529|0.7295841470000001|204.5077752|-216.916644|19.95772445|0.025250885|-74.17956941|778.3512535|12.20110458|1.0|0.0|2.94|2.54|-6.02|3.61|3.57|1.75|0.0|0.0|86.31|0.0|3.0|-3.12|22.0|291.35|1.0|1.0|-3.68|221.0|0.0|0.0|0.000277|-0.02214|2.81|4.0635|-935.4750982|527.41|305.12|0.3399|305.12|405.23|0.69818|0.69818|0.3399|5.8386|0.027384499|8.0033|5.1|5.2924|5.2924
12al_a36|0.0|0|0|3.469383582|0.0|0|2|2|1.297043737|0.0|-0.008463062|-0.04314418|-0.4908576189999999|0.00127667|-0.074215038|10.96020817|-0.031635802|1|1|0.003077071|0.172830414|-0.1430106119999999|-0.239932418|-0.404703593|0.8913597320000001|0.125005134|0.026927826|-69.69632923|17.71943397|0.198820783|130.8308989|-0.035305316|11.65999569|0.671084645|-33.70669917|-23.23210974|68.94274882|0.456856406|2843.740855|527.2034213000001|-1254.533926|-15.28752554|0.328915355|8.774664332|16.15533063|0.841133748|216.4375922|-825.5263792000001|34.61874732|0.025956027|-225.1591357|1869.412355|17.07995636|0.0|2.0|4.81|0.0|-6.69|2.77|1.89|1.72|1.0|0.0|130.24|0.0|6.0|-3.95|31.0|411.46|0.0|0.0|-4.07|0.0464|1.0|0.0|8.340000000000001e-05|-0.04998|2.92|3.5511|-1347.445127|702.95|349.14|0.4466|319.71|554.23|0.6945399999999999|0.70417|0.0095|6.4473|0.03469224|8.1781|48.0|7.3188|7.3188
1k_a5|0.0|0|0|2.9020229360000003|0.0|0|0|0|1.427567903|0.0|-0.0030192829999999|-0.064652321|-0.120771321|0.003886035|-0.145151027|10.9489659|-0.011848312|1|1|0.003708988|-0.220946861|0.019611905|0.045204303|-0.254495542|0.567806811|-0.011552666|0.010892351|-38.00629774|5.571869083999999|0.216307319|110.6497654|-0.0301207529999999|2.850231839|0.724954458|-20.67084672|-15.40795854|45.98095096|0.48165588|2171.394196|400.8898627|-570.0944662|-7.881781385|0.275045542|6.710535795|12.9461019|0.929220303|140.69669409999997|-291.6259112|21.25369168|0.019219352|-230.14624|786.3865923|9.83146028|1.0|1.0|2.71|2.02|-8.3|4.88|4.76|2.29|0.0|0.0|90.44|0.0|3.0|-3.97|24.0|316.33|1.0|1.0|-4.3|0.0336|0.0|0.0|1.58e-06|-0.04516|3.1|4.4063|-1050.51717|533.8|281.38|0.6242|262.56|398.63|0.53086|0.5282|0.1239|1.5911|0.03133456|2.3036|48.0|7.3188|7.3188
21_a47|0.0|1|1|0.0|0.0|1|0|0|1.408713027|1.2247108|-0.010650348|-0.13650463|-0.511216716|-0.006808306|-0.004063946|10.95058272|0.057225853|1|1|-0.004332497|-0.090969103|-0.1049885469999999|-0.277479519|-0.5406500129999999|0.612295986|-0.080213904|0.022739546|-53.76411184|12.83540744|0.29417845|166.049938|-0.033866638|7.244985517000001|0.6448452960000001|-26.32173133|-19.11612865|59.46768095|0.463113582|2691.697803|398.4031618|-860.2257893999999|-10.79015808|0.355154704|7.071346534|13.17102891|0.862591353|200.4681737|-485.55711339999993|29.64451905|0.028943339|-163.5167523|1334.003357|16.33715751|1.0|2.0|3.29|3.32|-7.7|2.94|4.93|2.97|1.0|0.0|104.49|0.0|6.0|-4.44|29.0|394.38|0.0|1.0|-4.32|0.0142|0.0|0.0|7.8e-06|-0.06339|4.43|3917.0|-1375.028093|583.37|316.53|0.2249|316.53|441.93|0.68296|0.68296|0.2249|3.6767|0.03299607|4.9172|5.0|8.3|8.3
13p_a6|0.0|0|0|3.449535594|0.0|0|0|0|1.424099253|0.0|-0.010395243|-0.1144898999999999|-0.634109842|-0.008008339|-0.014153926|10.95053423|-0.072853186|1|1|-0.005708558|0.123575608|-0.068532678|-0.116250572|-0.573014008|0.865935935|-0.059663359|0.01730144|-76.17631587|12.27472016|0.273479442|194.0233618|-0.03767435|8.708451561|0.76005742|-50.03427239|-26.72853188|82.79893305|0.412828992|3016.078786|515.4389679999999|-1523.526317|-18.9628865|0.23994258|8.760340755|14.91957306|0.703081362|170.2302215|-1080.8845310000002|35.16646396|0.018322293|-369.0018868|2004.488446|12.99897644|1.0|3.0|3.64|2.34|-10.06|4.58|4.01|1.01|1.0|0.0|132.01|0.0|7.0|-5.09|34.0|449.51|0.0|1.0|-4.55|0.00365|0.0|0.0|3.92e-08|-0.0746|4.73|2.9837|-1463.0432449999998|752.82|415.53|0.4132|258.45|573.39|0.47508|0.7056600000000001|0.0029|9.0546|0.03807447|12163.0|92.0|7.0362|7.0362
12g_a30|0.0|0|0|0.0|0.0|0|2|2|0.6049842529999999|0.0|-0.010447128|0.024086432|-0.574592016|0.001371944|0.007330206|10.31162838|-0.049719762|1|1|0.0026474159999999|-0.067792064|-0.084317059|-0.152855196|-0.539112991|0.817497287|-0.0430471959999999|0.027436565|-70.11305057|18.59520651|0.216337219|146.623137|-0.040568357|12.60295167|0.7743107290000001|-39.593913|-27.49531395|77.01461557|0.459011202|3058.2873170000003|531.1295763|-1402.261011|-18.63502363|0.225689271|8.694447089|16.07139949|0.8484671109999999|152.961516|-950.3862054|35.50940589|0.019453222|-371.8296813|1810.9797|13.18447384|0.0|1.0|4.67|0.0|-6.42|3.4|2.48|2.06|2.0|1.0|133.52|0.0|6.0|-6.0|32.0|439.49|0.0|0.0|-5.01|0.000444|0.0|0.0|0.000165|-0.0576|3.88|3.5592|-1743.174676|717.55|348.35|0.2449|244.53|577.31|0.26238|0.68366|0.1613|3875.0|0.04012224|5.3027|9.0|8.0334|8.0334
4_a38 (LY-2157299)|0.0|0|0|0.0|0.0|1|1|1|1.343847059|2.0959524330000003|-0.00638266|-0.080432741|-0.325515636|0.002865697|-0.159241692|10.9277672|-0.020954339|1|1|0.003107816|-0.083399128|0.028964355|0.0481706809999999|-0.463575124|0.702976795|-0.041794304|0.01243241|-51.11565158|7.104736984|0.2456862269999999|140.40206619999998|-0.03235283|4.060137052|0.7861170609999999|-30.23133173|-18.48863993|60.00582329|0.487041509|2501.945802|431.0669496|-868.9660769|-10.56568487|0.213882939|6.54753874|12.76426621|0.949475478|122.2274724|-496.5871888|23.51893991|0.01379043|-327.0140711|1105.390176|7.880803302999999|1.0|1.0|3.27|2.6|-7.13|3.69|3.51|1.84|1.0|0.0|108.18|0.0|3.0|-3.85|28.0|369.42|0.0|1.0|-3.99|52.0|0.0|0.0|2.75e-05|-0.06|3.95|3.78|-1198.64695|617.61|327.69|0.2|266.68|449.44|0.4|0.68|0.06|5.9043|0.03652312|7.6529|69.0|7.1586|7.1586
12o_a30|0.0|0|0|0.0|0.0|0|2|2|0.604984133|0.0|-0.0068750669999999|-0.028326022|-0.364378536|0.00372838|0.019094532|10.31162888|-0.087019298|1|1|0.003603419|-0.157974241|-0.051371057|-0.090173435|-0.465857798|0.8264832879999999|-0.054392357|0.015460222|-62.74209511|9.948252054|0.1556551169999999|100.1600333|-0.037808155|6.401442327000001|0.8131344979999999|-31.84483128|-24.32856749|59.43716284|0.46964626|2860.371518|543.3140456|-1192.099807|-15.65480256|0.186865502|7.400912529|13.95467208|0.885533983|120.2431068|-767.0853252|29.91948755|0.0141914589999999|-402.9878652|1466.05489|9.131836103|0.0|1.0|4.63|0.0|-7.22|4.47|3.27|3.31|2.0|0.0|132.29|0.0|5.0|-5.93|30.0|432.93|0.0|1.0|-5.44|0.0005139999999999|0.0|0.0|2.61e-05|-0.05085|4.45|3.4817|-2035.338699|687.92|356.1|0.1967|238.73|528.25|0.3493699999999999|0.6854399999999999|149.0|5559.0|0.03392126|6.8632|16.0|7.8097|7.8097
12m_a30|0.0|0|0|0.0|0.0|0|2|2|0.6049842529999999|0.0|-0.01047558|0.024086432|-0.57615692|0.001371944|0.0488832779999999|10.31162838|-0.0547272029999999|1|1|0.0026474159999999|-0.236661357|-0.084317059|-0.152855196|-0.5409445629999999|0.817497287|-0.036924662|0.027352277|-70.1324196|18.55926485|0.216739951|147.06395700000002|-0.0405332439999999|12.59296644|0.773732767|-39.32844052|-27.50290965|76.52074257|0.44976016|3058.3084710000003|531.4632661|-1402.648392|-18.66147291|0.226267233|9.025816604|16.40342255|0.8173893040000001|153.52847759999997|-951.7351184|35.54574762|0.019500715|-371.4702679|1812.833129|13.2317657|0.0|1.0|4.66|0.0|-6.42|3.4|2.48|2.06|2.0|1.0|133.52|0.0|6.0|-6.0|32.0|439.49|0.0|0.0|-5.01|0.000444|0.0|0.0|0.000165|-57.0|3.88|3.5496|-1743.174906|714.92|349.29|255.0|244.95|578.87|0.33392|0.68404|0.1615|3.6891|0.04041755|5.1279|31.0|7.5114|7.5114
12b_a40|0.0|0|0|0.0|0.0|1|0|0|0.604989475|1.713497417|-0.004650218|-0.011794908|-0.158107422|0.00779293|0.107454819|10.31197236|-0.1537981269999999|2|2|0.004452418|0.279216571|0.023952313|0.038336814|-0.513870527|0.58925219|0.026452642|0.010845303|-42.67442006|6.17734692|0.044352844|25.26281742|-0.0338355829999999|3.518538455|0.856829717|-21.10373336|-19.27231874|43.22826564|0.494842289|2462.878448|544.3244990000001|-597.4418808999999|-10.97726831|0.143170283|8.132984007000001|16.09989085|0.979579799|81.54797734|-340.29531769999994|22.49258909|0.010309671|-406.4913617|697.2702616|5.872257692000001|0.0|0.0|3.26|3.87|-8.39|6.58|6.74|5.07|2.0|0.0|101.78|0.0|2.0|-7.71|24.0|415.12|0.0|1.0|-7.11|8.09e-06|0.0|1.0|1.7e-06|-0.08279|6.27|3407.0|-3016.9868100000003|576.38|363.91|306.0|363.91|490.5|0.69476|0.69476|306.0|4.5528|0.01251873|6.3131|0.04|7.3979|7.3979
5_a47|0.0|0|0|0.0|0.0|0|0|0|1.304329328|0.0|-0.009295857|-0.188550227|-0.390426|-0.012670377|-0.002627182|10.9367109|0.045246333|0|0|-0.011237954|0.0083528919999999|-0.019811664|-0.0428873159999999|-0.454659897|0.7063295709999999|0.065981732|0.009936558|-52.90420509|5.246458665|0.192042245|101.3974575|-0.038537768|2.770107005|0.781571204|-24.46654029|-20.34777119|51.58499074|0.4736061789999999|2368.870941|426.5981263000001|-793.5630764|-10.74353333|0.218428796|5.861037845|11.13432113|0.8997183470000001|115.3294396|-418.9977997|26.03444329|0.017501741|-297.3367046|1015.343288|9.240842159|1.0|2.0|2.67|2.79|-8.68|4.73|5.96|3.26|2.0|0.0|101.51|0.0|3.0|-5.65|26.0|365.79|0.0|1.0|-5.5|0.000824|0.0|0.0|7.590000000000001e-07|-0.05535|4.37|3.7083|-1569.333281|561.61|334.35|0.2108|334.35|401.16|0.69291|0.69291|0.2108|2.9121|0.03591467|3.8816|0.02|7.7|7.7
8b_a31|0.0|0|0|3.37710223|0.0|0|1|1|0.610137861|0.0|-0.013629145|-0.12841288|-0.57242407|-0.010300564|-0.211457443|10.31170011|-0.069423138|2|2|-0.006785954|-0.222667869|-0.05421947|-0.092604362|-0.510259793|0.928940547|-0.058494079|0.03234629|-69.24221375|16.89414614|0.392380774|204.9365822|-0.040792077|8.823644775|0.703469355|-32.92631065|-21.30529654|79.93633765|0.479278|2189.617009|317.3534883|-830.906565|-11.12754483|0.296530645|6.142377144|11.79588561|0.920410507|154.8750114|-433.9742484|30.28603362|0.02483711|-212.5400476|1181.155311|12.97217579|1.0|2.0|3.4|2.71|-5.73|4.52|2.74|0.61|0.0|0.0|88.64|0.0|4.0|-4.05|23.0|328.39|0.0|1.0|-3.4|0.0294|0.0|0.0|0.00061|-0.0325|1.77|3.8582|-1386.815519|566.18|321.36|0.2643|321.36|439.96|0.70036|0.70036|0.2643|3.6945|0.03659821|5.6001|2.2|5.6576|5.6576
16a_a10|0.0|0|0|0.0|0.0|1|1|1|1.325756911|2.041062372|-0.00230615|0.023926176|-0.152205915|0.011207938|0.014886502|10.92947902|-0.0048530629999999|1|1|0.011558506|-0.133979603|-0.162508526|-0.254024476|-0.1948324069999999|0.748039584|-0.068377262|0.013872737|-53.28817038|9.606840334|0.083851314|58.06685151|-0.026063936|6.652715932|0.7270593190000001|-25.21250404|-18.049219|46.01490333|0.4629532229999999|2862.681038|634.4309626|-1119.0515779999998|-12.4990447|0.272940681|8.531706024|15.88633689|0.862035195|189.0108247|-774.9407716|24.82496066|0.014796066|-314.4761648|1539.147561|10.24624348|1.0|0.0|4.11|4.46|-8.5|4.73|5.19|2.47|3.0|0.0|133.66|0.0|9.0|-5.22|33.0|439.55|1.0|1.0|-5.17|0.00264|0.0|0.0|1.4e-06|-0.04647|3.46|3.8718|-1395.13019|760.0|320.22|0.3843|221.33|629.65|332.0|0.6852199999999999|0.0841|3.8323|0.02819643|4.6574|47.0|7.3279|7.3279
3_a20 (SB-525334)|0.0|0|0|3.502142227|-0.08980269|0|0|0|1.183765089|0.0|-0.005492814|-0.053897691|-0.274640708|0.001924142|-0.175513234|10.95053359|-0.119584218|1|1|0.0033523629999999|0.002992397|-0.169090412|-0.277724429|-0.500412918|0.818922083|0.087932573|0.0123308269999999|-51.80299691|6.965173618|0.1243352319999999|70.23182172|-0.029269046|3.934338039|0.784910502|-19.50382741|-16.53287135|41.49386505|0.457398769|2243.481559|494.6267525|-777.0449536|-9.33873414|0.215089498|5.943823875|10.9543133|0.8429740729999999|121.495147|-438.9205046|21.06338405|0.0117802769999999|-321.8682802|989.9790502999998|6.654190521|1.0|1.0|3.37|2.82|-8.39|5.2|4.69|1.69|1.0|0.0|104.59|0.0|3.0|-4.85|26.0|343.42|1.0|1.0|-4.73|0.00489|0.0|0.0|1.4e-06|-0.0671399999999999|3.9|3.1728|-1086.56485|605.71|390.77|367.0|248.86|498.74|0.49443|0.70168|0.1171|3.7291|0.02096048|4.8164|162.0|6.7905|6.7905
13f_a6|0.0|0|0|3.440154557|0.0|0|0|0|1.429020649|0.0|-0.006930367|-0.008507023|-0.381170169|-0.003356527|-0.071478789|10.95053349|-0.049928822|1|1|-0.001446486|0.079490516|-0.126749697|-0.223618825|-0.466314952|0.841211811|-0.028317736|0.018554018|-62.41821579999999|12.46087045|0.136777507|91.85971442|-0.032802223|8.368715213|0.720711855|-33.08535238|-22.02995852|61.72438096|0.401838426|2869.925064|579.7398537|-1123.527884|-14.79531062|0.279288145|9.050440345|15.13042752|0.6717890999999999|187.5697972|-754.5608419|30.56694343|0.0196449239999999|-296.4599736|1558.914115|13.19352214|1.0|2.0|3.56|2.21|-10.18|5.01|4.53|0.92|1.0|0.0|123.82|0.0|5.0|-5.11|32.0|417.47|0.0|1.0|-4.78|0.00323|0.0|0.0|2.75e-08|-0.07786|3.36|3139.0|-1347.266914|711.29|394.98|901.0|256.1|568.41|0.49643|0.70541|0.0048|10.8469|0.03437105|13.9612|42.0|7.3768|7.3768
14i_a23|0.0|1|1|0.0|0.0|2|0|0|1.197963212|3.2692375460000003|-0.010148243|-0.130330047|-0.558153376|0.002243702|-0.018541856|10.31321758|-0.026731172|2|2|0.002496501|0.075401108|-0.017918675|-0.033435987|-0.569707595|0.77007911|0.158023239|0.0214262489999999|-66.02703063|14.65077903|0.222047267|151.83084580000002|-0.039760909|10.01786784|0.7780956840000001|-41.59306642|-27.18760085|75.47917433|0.478050606|3097.406945|531.9462982|-1386.567643|-18.59026006|0.221904316|8.107659819|15.53342127|0.915894552|151.7330992|-948.103263|34.94120504|0.019276934|-380.3109456|1782.001457|13.18112713|0.0|2.0|3.56|2.64|-6.96|2.57|3.12|2.28|1.0|1.0|128.38|1.0|6.0|-5.21|33.0|454.51|0.0|0.0|-4.39|0.00278|0.0|0.0|5.03e-05|-0.08025|4.64|3.6931|-1798.608335|715.68|335.72|0.3639|335.72|580.74|0.55606|0.55606|0.3639|5.9563|0.03394466|8.3755|3.0|8.4622|8.4622
13m_a6|0.0|0|0|3.415695704|0.0|0|0|0|1.429020166|0.0|-0.010840005|-0.135152403|-0.628720289|-0.0093684169999999|0.054340057|10.9505335|-0.018628955|1|1|-0.00687003|0.037052986|-0.068956229|-0.118693789|-0.568024162|0.870730542|0.156982046|0.01858251|-75.05944278|12.95736535|0.2843875389999999|198.3000783|-0.0378750189999999|9.035018118|0.7362989999999999|-48.09294654|-26.40980394|81.92876874|0.48094941|2951.567781|498.9881336|-1426.129413|-18.41524497|0.263701|8.435961541000001|16.2526769|0.926594475|183.8755989|-994.4232282|35.8683143|0.020928405|-329.5370141|1936.888972|14.59313027|1.0|3.0|3.59|2.18|-9.67|4.19|3.76|0.81|1.0|0.0|127.2|0.0|6.0|-4.64|33.0|435.48|0.0|1.0|-4.28|0.00987|0.0|0.0|9.35e-08|-0.07137|4.27|3.3359|-1423.712909|726.28|371.67|275.0|316.88|546.69|0.66475|0.64753|0.1924|4.2913|0.04955777|6.5243|0.01|8.0|8.0
15a_a50|0.0|1|1|0.0|0.0|2|1|1|1.3530592819999998|4.126145086|-0.004429392|-0.06317118|-0.234757789|0.005366038|-0.15010386|10.94500663|-0.125205943|2|2|0.005828749|-0.072976638|-0.128070491|-0.209259615|-0.325638639|0.797917311|-0.051676609|0.018014615|-50.56454577|10.77967103|0.162210104|97.06405493|-0.029316925|6.450390922|0.705410595|-28.07082095|-17.54280159|57.69065967|0.4476230879999999|2503.770258|501.3207109|-859.5972780999999|-10.49734522|0.294589405|8.095541483|14.65582885|0.8103580690000001|176.277812|-514.369916|24.86892274|0.018747341|-245.8291419|1218.577214|11.21812301|1.0|1.0|3.7|2.63|-6.09|3.23|3.57|1.87|1.0|0.0|110.43|0.0|5.0|-3.6|28.0|371.44|1.0|1.0|-3.92|0.0933|0.0|0.0|0.0003|-0.03255|2.66|4.0408|-1199.784983|644.4|306.83|0.1767|306.83|519.38|0.66132|0.66132|0.1767|6.6307|0.03314629|9.0948|41.0|7.3872|7.3872
30_a47|0.0|1|1|0.0|0.0|1|0|0|1.304327883|1.435022468|-0.0092264759999999|-0.184735553|-0.415191425|-0.0098410169999999|-0.008774855|10.95005723|0.0467853809999999|1|1|-0.008325552|0.029343834|-0.035472095|-0.079370393|-0.4370608039999999|0.6850994429999999|-0.1340278869999999|0.022747897|-64.38108459|13.64937081|0.32103267|192.6285289|-0.0383202979999999|8.190002019|0.679447569|-38.96726396|-22.9932445|78.59180109|0.4680850139999999|2626.927627|407.3992771|-965.7162688|-13.79658605|0.320552431|6.886726437999999|12.94704346|0.879999675|192.3403721|-579.456614|33.84108731|0.028122734|-215.3470619|1421.325667|16.87442216|1.0|2.0|3.03|2.12|-7.24|2.71|3.93|1.78|1.0|0.0|104.25|0.0|5.0|-4.22|28.0|396.81|0.0|1.0|-4.1|24.0|0.0|0.0|2.28e-05|-0.0564299999999999|3.89|3.7159|-1696.078047|615.85|333.66|0.3566|333.66|478.04|0.6944899999999999|0.6944899999999999|0.3566|2.7493|0.0420327|3.6487|13.0|7.9|7.9
17f_a50|0.0|1|1|0.0|0.0|2|1|1|1.349854916|4.305828452|-0.002205848|0.022892513|-0.125733326|0.012475826|-0.028989535|10.94501702|-0.132773563|2|2|0.0129274519999999|-0.275290802|-0.247590736|-0.407467272|-0.204651539|0.758335704|-0.132153434|0.016414675|-46.03121141|10.09339793|0.088541266|54.44410182|-0.026836447|6.206439227000001|0.721122105|-17.89709978|-16.50175503|39.19906437|0.472769049|2582.272632|560.4567739|-874.5930167000001|-10.14694362|0.278877895|7.200480876|13.65716648|0.896702|171.48226169999998|-537.7880119|22.88344084|0.01617809|-271.9363523|1212.822364|9.947921993|1.0|0.0|3.81|2.97|-6.38|2.87|3.83|2.09|1.0|0.0|116.81|0.0|6.0|-3.58|29.0|384.48|1.0|1.0|-4.12|102.0|0.0|0.0|0.00016|-0.0336399999999999|2.5|4.0664|-1219.220465|653.63|304.9|0.1708|304.9|564.52|0.6573899999999999|0.6573899999999999|0.1708|6.1931|0.0276719|8.312999999999999|398.0|6.4001|6.4001
