molecula|SddssS|n9FaHRing|n9FaRing|SaaNH|SssssC|NaasN|nAHRing|nARing|BCUTs-1|SaasN|AATSC1c|AATSC1s|ATSC1c|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aRing|n5aHRing|AATSC1pe|AATSC7i|MATS1i|AATSC1i|MATS1c|GATS1are|MATS8s|FPSA3|PNSA5|PPSA3|RPSA|TPSA_x|FNSA4|WPSA3|FNSA1|WNSA3|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|PNSA2|WNSA4|FPSA1|GeomRadius|GeomDiameter|GeomShapeIndex|PPSA1|WNSA2|DPSA4|FPSA5|DPSA1|DPSA2|PPSA5|CYP2D6 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Veber filter|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Molecular Mass|BBB|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|Dipole (gas phase)|E solv. Water  (Hartree)|Dipole (water)|IC50|pIC50|pIC50
3b_a12|0.0|0|0|0.0|0.0|0|1|1|1.283824445|0.0|-0.007916598|-0.043495794|-0.332497127|-0.004028952|-0.065558712|10.9540388|-0.003968827|0|0|-0.003019113|-0.19952566|-0.071149325|-0.116772665|-0.547002361|0.914614654|-0.008328578|0.0103611969999999|-46.11064215|5.401901357000001|0.096795301|50.46508298|-0.034016616|2.816328871|0.7688221909999999|-17.50314491|-17.73486237|38.97406803|0.390744506|2186.64676|470.8937285|-691.6596323|-9.246226764|0.2311778089999999|6.6333156660000006|10.88757628|0.64134753|120.5265876|-360.6028438|23.06757345|0.0166212889999999|-280.3056362|899.6353646|8.665655511|1.0|1.0|3.82|2.98|-8.1|4.05|3.14|3.99|1.0|0.0|102.53|0.0|3.0|-4.26|24.0|332.79|1.0|1.0|-4.64|0.0184|0.0|0.0|2.63e-06|-0.07091|3.96|3.7741|-1410.947421|548.05|328.51|0.5013|294.55|426.66|0.53738|0.6654800000000001|0.2418|5.9551|0.02444371|8.5678|49.0|7.3098|7.3098
12z_a36|0.0|0|0|3.435113772|0.0|0|2|2|1.297044126|0.0|-0.007671785|-0.010732275|-0.421948174|-0.000143196|-0.010881947|10.95429182|-0.030529442|1|1|0.001194592|0.066366917|-0.098598933|-0.175397741|-0.433580807|0.8707354620000001|0.103551178|0.023371488|-68.09761735|15.50078625|0.165209595|109.572766|-0.036238222|10.28066212|0.712682362|-35.89088901|-24.03445318|69.61568586|0.4577848329999999|2841.692299|553.6621150000001|-1225.757112|-15.940487699999998|0.287317638|8.016303367999999|14.78435842|0.844286292|190.5590792|-812.9648725|33.72393432|0.0225782039999999|-282.1167226|1719.920651|14.97465267|0.0|2.0|4.76|0.0|-6.66|2.75|1.76|1.38|1.0|0.0|128.47|0.0|5.0|-3.99|31.0|406.44|0.0|0.0|-3.95|0.0412|0.0|0.0|8.97e-05|-0.05642|2.98|3.8969|-1325.157504|686.33|318.16|0.4423|318.16|539.36|0.69397|0.69397|0.4423|4814.0|0.03845474|6.5892|5.0|8301.0|8301.0
41_a18|0.0|0|0|0.0|0.0|0|2|2|1.251176562|0.0|-0.007587553|-0.059936864|-0.500778516|-0.0034878|0.022493846|10.9470117|0.0212700929999999|0|0|-0.002136837|-0.137860739|-0.005930813|-0.0091068809999999|-0.5421253970000001|0.759941674|-0.032217299|0.009550224|-61.10986894|6.547189171|0.2650611539999999|181.7135945|-0.037381065|4.488448275|0.903239484|-47.95199341|-25.62671923|76.49358329|0.487248278|2899.29167|503.8398786|-1588.856592|-17.56848637|0.0967605159999999|8.787657952|17.13823195|0.950261611|66.33450764|-1089.246155|28.37200951|0.006896617|-552.8844577000001|1759.064589|4.727999916|1.0|3.0|4.07|0.0|-8.38|3.26|2.7|2.94|2.0|1.0|141.34|0.0|6.0|-5.56|34.0|452.55|0.0|1.0|-5.02|0.00125|0.0|0.0|1.89e-06|-0.04956|7.34|3.2123|-1454.3467460000002|736.59|385.97|482.0|385.97|576.83|0.69308|0.69308|482.0|2.0934|0.0280471999999999|2721.0|369.0|6433.0|6433.0
14v_a23|0.0|1|1|0.0|-4.844615416|2|0|0|1.1979575059999998|3.004639728|-0.014768546|-0.299484129|-0.8122700340000001|-0.002390707|0.017156562|10.3132174|-0.015149431|2|2|-0.0004039459999999|0.170475376|-0.0962526|-0.2952674819999999|-0.650246427|0.598213287|0.132882353|0.019811827|-62.61276875|13.08518422|0.083394725|55.07999434|-0.042752869|8.64241561|0.788328659|-29.37629463|-28.23713101|57.56282152|0.457213347|3399.4261450000004|605.3933675|-1440.093681|-18.64987284|0.211671341|7.743452839|14.26610767|0.84234449|139.8032821|-951.143515|35.81898321|0.020908947|-380.8667976|1826.768144|13.80980223|0.0|1.0|3.62|3.46|-7.95|3.97|6.18|3.04|2.0|1.0|126.97|0.0|7.0|-6.89|35.0|495.48|0.0|0.0|-6.0|6.38e-05|0.0|0.0|5.57e-06|-0.07843|5.17|3694.0|-2042.161744|679.5|335.64|348.0|335.64|533.44|0.6017100000000001|0.6017100000000001|348.0|4.5506|0.02053833|6.3758|4.0|8.4001|8.4001
10_a27|0.0|0|0|0.0|0.0|2|0|0|1.400533489|3.383341915|-0.006285923|-0.044164147|-0.282866526|0.00991794|0.034318674|10.93783185|-0.000903965|1|1|0.010329671|-0.309727442|-0.2030237389999999|-0.341622797|-0.487435299|0.639413469|0.129719095|0.017676458|-46.27574168|9.399794974|0.147337847|78.34972221|-0.031079371|4.998521009|0.7453606909999999|-17.33405307|-16.5270506|41.99674607|0.477162521|2270.538352|453.4194305|-694.1361252|-8.788575695|0.254639309|6.761146212000001|12.9316403|0.912640238|135.40932969999997|-369.1201792|22.1732254|0.01651645|-260.9504933|931.2754667000002|8.782938574|0.0|0.0|3.01|3.15|-6.24|2.81|2.97|2.25|0.0|0.0|97.39|0.0|3.0|-3.57|25.0|331.37|1.0|1.0|-3.92|0.0882|0.0|0.0|0.000192|-0.0498|4.66|4.1495|-1083.1151289999998|573.31|298.79|0.4452|298.79|450.26|0.63894|0.63894|0.4452|4.6684|0.0227416|6.9456|69.0|7.1612|7.1612
1a_a18 (SB-431542)|0.0|0|0|3.3674017380000003|0.0|0|1|1|1.430935835|0.0|-0.015636898|-0.175408303|-0.766207981|-0.011639964|-0.029658865|10.94959842|-0.0492229479999999|1|1|-0.008385698|0.164429684|-0.020716495|-0.033765606|-0.567791164|0.838928085|-0.08530265|0.033020439|-72.69619778|19.58668728|0.405958714|240.8019609|-0.0462988229999999|11.61820782|0.7531996609999999|-44.47680367|-27.46300805|94.56841061|0.472443977|2678.82389|352.3666367|-1235.8353619999998|-16.29019397|0.2468003389999999|7.52384981|14.26170773|0.895533283|146.3942108|-733.0587287000001|36.46179023|0.02438148|-300.3801761|1640.78056|14.4623285|1.0|2.0|3.25|2.35|-7.69|4.04|3.63|1.54|1.0|0.0|106.85|0.0|4.0|-4.52|29.0|384.39|0.0|1.0|-4.25|0.0116|0.0|0.0|7.81e-06|-0.05971|4.57|3295.0|-1292.553086|620.23|376.27|0.5767|324.5|464.08|0.55409|0.69868|0.3347|5.9926|0.03494548|8.8609|125.0|6.9031|6.9031
1g_a5|0.0|0|0|2.942391606|0.0|0|0|0|1.4275159730000002|0.0|-0.003919036|-0.010620031|-0.172437603|0.00683534|-0.132678208|10.94875199|-0.0353243789999999|1|1|0.006957291|-0.019057802|-0.010807075|-0.0178558139999999|-0.242737126|0.74740095|0.030722968|0.020418692|-39.8807456|10.9506874|0.134079034|71.90752413|-0.027205531|5.8729303|0.61393343|-20.16505667|-14.59051668|48.55052611|0.4713154089999999|2243.103668|464.3994751|-598.211184|-7.824996219|0.38606657|7.312498266|13.83149499|0.891486942|207.0502037|-320.82484500000004|23.76563316|0.02697793|-122.2065919|974.3909596|14.46845291|1.0|1.0|2.79|2.12|-8.14|4.5|4.21|1.57|0.0|0.0|96.98|0.0|4.0|-4.03|25.0|328.37|1.0|1.0|-4.2|0.0304|0.0|0.0|2.36e-06|-0.0393|2.61|4.1733|-1065.818889|572.15|297.09|0.1769|259.26|448.93|0.4386899999999999|0.66164|0.0504|3.4883|0.02730461|5.2707|115.0|6.9393|6.9393
12b_a32|0.0|1|1|3.477905329|0.0|0|0|0|0.609420757|0.0|-0.009432679|-0.055500132|-0.462201267|-0.003484915|-0.031446256|10.31100269|-0.053480599|3|3|-0.001662219|-0.079768013|-0.0852122769999999|-0.1534110109999999|-0.584995111|0.788133615|-0.0533240309999999|0.016282332|-60.93328667|10.17310723|0.217407|135.83463989999998|-0.027561517|6.356098747000001|0.60420609|-31.79562339|-17.22027667|61.06285882|0.430631506|2573.006963|488.9595947|-792.1327267000001|-10.75912958|0.39579391|7.076348793999999|12.42841652|0.756331814|247.2897528|-494.9199607|28.50066715|0.025166975|-130.2147289|1311.0306890000002|15.72418067|1.0|2.0|3.47|2.9|-7.65|6.49|4.19|1.1|1.0|0.0|110.47|1.0|7.0|-5.9|27.0|397.52|0.0|1.0|-4.43|0.000505|0.0|0.0|8.86e-06|-0.05173|4.12|3.5703|-1880.732075|663.89|347.27|0.2865|347.27|541.49|0.70258|0.70258|0.2865|3208.0|0.0385132|4.1080000000000005|26.0|7585.0|7585.0
12bg_a36|0.0|0|0|3.434779148|0.0|0|2|2|1.29692796|0.0|-0.0076819|-0.044573523|-0.414822602|-0.001012333|-0.060117593|10.95885259|-0.0206090089999999|1|1|-0.00097037|0.097928606|-0.101451485|-0.1716508239999999|-0.4459167329999999|0.884841888|-0.023460562|0.019606406|-70.42534258|13.44952052|0.159389648|109.3374477|-0.036959207|9.22604612|0.747867728|-35.49918495|-25.35312333|65.19942617|0.46245521|2925.402039|576.6383913|-1267.656166|-17.39163005|0.252132272|7.549463377|14.04434294|0.860310096|172.9566471|-869.5815023|33.900544700000005|0.01946912|-340.0625449|1695.0272350000002|13.35534589|0.0|2.0|4.75|0.0|-7.76|3.99|3.19|2.99|2.0|0.0|133.77|0.0|5.0|-5.08|31.0|450.32|1.0|1.0|-5.18|0.00372|0.0|0.0|7.83e-06|-0.0542299999999999|4.42|3.8944|-2152.104584|703.94|318.36|0.4409|318.36|554.7|0.69395|0.69395|0.4409|6.6844|0.03334656|9.3601|15.0|7.8239|7.8239
15b_a50|0.0|1|1|0.0|0.0|2|1|1|1.353059441|4.112770601|-0.0045393|-0.05484142|-0.22696498|0.004641091|-0.06083723|10.94501702|-0.124047802|2|2|0.005203263|-0.17223348|-0.131737048|-0.2185722769999999|-0.310946931|0.79846758|0.000882622|0.020083792|-46.13641893|11.48191704|0.179086516|102.3838797|-0.028069672|6.564219549|0.639017342|-26.98929785|-16.04745006|58.69070955|0.478989976|2441.264256|469.3167805|-738.1827030000001|-9.174337796|0.3609826579999999|6.89125222|13.22671714|0.919348867|206.3740238|-422.0195386|25.11269883|0.024313507|-158.95261259999998|1155.184146|13.90004811|1.0|1.0|3.56|2.11|-5.72|2.71|3.26|1.66|1.0|0.0|105.46|0.0|5.0|-3.18|27.0|357.41|1.0|1.0|-3.6|0.2339999999999999|0.0|0.0|0.000687|-0.0333399999999999|2.08|4.0561|-1160.463663|613.37|305.67|0.1796|305.67|475.99|0.65917|0.65917|0.1796|6.9054|0.03528279|9.3788|79.0|7.1024|7.1024
25_a12|0.0|0|0|0.0|0.0|0|0|0|1.404967476|0.0|-0.004103693|-0.045725323|-0.180562493|0.000864238|-0.025245046|10.93676625|-0.11195017|0|0|0.001783739|-0.141917694|-0.0542354559999999|-0.0861945369999999|-0.4288076329999999|0.8472746290000001|-0.2430098439999999|0.004952762|-41.75851719|2.580489093|0.052062825|27.12578432|-0.03323193|1.3444869730000002|0.917298637|-14.85843094|-17.31450713|31.09844409|0.448858246|2067.69985|493.8944271000001|-709.8947922|-9.021208163|0.082701363|5.34703037|9.70173342|0.814415245|43.08908189|-369.8695347|18.87554002|0.005118351|-434.8420476|773.8971409|2.666764531|1.0|1.0|2.81|3.43|-8.78|4.7|5.35|3.2|1.0|0.0|99.48|0.0|3.0|-5.28|24.0|311.38|1.0|1.0|-5.25|0.00162|0.0|0.0|5.12e-07|-0.05352|4.73|3.4532|-974.6328337|560.14|359.04|0.4483|290.68|442.64|0.63284|0.69029|0.1897|1.2494|0.024123749|2.2482|22.0|7.6576|7.6576
20a_a10|0.0|0|0|0.0|0.0|1|1|1|1.343837243|2.113798134|-0.0034618129999999|0.049376168|-0.197323337|0.008214031|-0.010695558|10.9296614|0.011011878|1|1|0.008297595|-0.058994157|-0.049146504|-0.081587712|-0.281099208|0.661219642|0.036092601|0.013618456|-47.37850712|8.860330345|0.086318664|56.1599532|-0.028008251|5.764636687|0.733451892|-28.10115947|-18.22250274|52.05222074|0.452402751|2998.608651|594.4519837|-947.5701424|-11.8557778|0.266548108|8.419180593|15.37476788|0.826159649|173.41938059999998|-616.5004457|24.84485067|0.016540298|-303.7731758|1291.932235|10.76131538|0.0|0.0|3.48|3.63|-9.44|5.06|5.77|2.53|2.0|0.0|126.35|0.0|4.0|-5.68|33.0|429.47|0.0|1.0|-5.59|0.000888|0.0|0.0|1.55e-07|-0.06611|3.98|3.8312|-1389.1321289999998|696.63|323.62|0.2738|259.16|524.02|0.50193|0.6864600000000001|107.0|2.9429|0.03217287|3.2116|1.2|5.9208|5.9208
4_a3|0.0|0|0|0.0|0.0|0|0|0|0.60501714|0.0|-0.008561428|-0.161259999|-0.325334256|-0.008407895|0.057349653|10.31162267|0.0248526079999999|1|1|-0.007022144|-0.208888686|0.053425134|0.127253753|-0.607238634|0.640351067|-0.028924747|0.008006786|-46.9200748|3.806447632|0.25946603|123.350856|-0.039478171|1.809595554|0.866976271|-24.93884341|-18.76802992|56.26480013|0.415852758|2142.972568|352.05186289999995|-656.8810472|-8.922372453|0.133023729|5.05182773|8.648209506|0.711897153|63.23984222|-312.2830359|21.6476858|0.0100954959999999|-348.9230345|757.6690029|4.799426464|1.0|1.0|2.94|2.6|-7.53|5.3|5.17|3.07|1.0|0.0|92.65|0.0|2.0|-5.69|23.0|321.37|0.0|1.0|-5.09|0.00065|0.0|0.0|9.48e-06|-0.0584299999999999|3.53|3.4771|-1355.303098|504.29|356.58|0.1776|208.93|338.33|0.3809|0.6896|119.0|2.3542|0.02921941|3.1409|1259.0|5.9|5.9
2_a3|0.0|0|0|0.0|0.0|0|0|0|0.605017347|0.0|-0.008422099|-0.09743592|-0.311617665|-0.006049098|0.09933632|10.31162302|0.036301827|1|1|-0.0045709459999999|-0.18746945|0.017902469|0.032450556|-0.568019422|0.899733837|-0.192034735|0.011938463|-44.07280196|5.601853871|0.249793422|117.2099151|-0.033150466|2.628543258|0.727984269|-23.02532673|-15.55510657|54.67257594|0.458202525|2056.399995|352.0174726|-528.8736235|-7.298882022000001|0.272015731|4.88513521|9.016533738|0.845708123|127.637231|-248.1619888|21.36736636|0.019143348|-213.9529255|726.4904564|8.982583312000001|1.0|1.0|2.97|2.22|-6.89|4.34|4.01|1.6|0.0|0.0|90.49|0.0|2.0|-4.75|22.0|304.37|0.0|1.0|-4.27|0.0054|0.0|0.0|3.9500000000000005e-05|-0.06423|1.97|3.3354|-1272.114086|503.34|371.73|0.1824|227.92|340.69|0.37284|0.69543|0.0962|4.0121|0.02925101|5.4999|3981.0|5.4|5.4
4S4k_a46|0.0|0|0|0.0|0.173180233|1|1|1|1.134637098|2.145043462|-0.0049602|-0.088084767|-0.252970193|0.006550513|-0.1149361969999999|10.94631314|-0.1032662209999999|1|1|0.006050983|-0.158788415|0.008544799|0.012963356|-0.3860697829999999|0.78837943|-0.003017362|0.007749296|-45.61628327|4.1078333030000005|0.1082655419999999|57.39060501|-0.030477338|2.177526049|0.8679099640000001|-25.17446332|-16.15576699|51.59865384|0.461984953|2105.538282|472.7005375|-775.4768155|-8.564028983|0.132090036|5.523352655|10.26616763|0.858684076|70.01975807|-411.0733912|18.61456563|0.007182108|-390.0516264|893.4991504000001|3.807172093|1.0|1.0|3.8|3.03|-6.61|4.26|4.77|2.84|1.0|0.0|100.96|0.0|2.0|-4.82|25.0|333.43|1.0|1.0|-4.83|5.0|0.0|0.0|8.28e-05|-0.02074|4.52|4.0774|-1053.415665|566.82|304.07|0.2623|234.58|487.43|0.5716|0.67893|0.0654|2.2655|0.02628818|2.5693|197.0|6.7055|6.7055
A7701_a51|0.0|0|0|2.9690728930000003|0.0|0|0|0|1.390164251|0.0|-0.002377784|-0.0162614089999999|-0.0927335619999999|0.008062393|0.058290286|10.93031118|-0.0299823629999999|1|1|0.00740235|0.119725261|0.036217274|0.061434294|-0.22798944|0.7078647990000001|0.00552665|0.007404204|-36.09660744|3.420720075|0.134885227|62.31656919|-0.030384547|1.580362387|0.799046392|-15.23632002|-14.03756956|36.39998243|0.420350923|1959.582581|399.6804233|-505.3525041|-6.485314917999999|0.200953608|5.137516673|8.863149921|0.7251817340000001|92.83996262|-233.4713371|17.56790307|0.012504214|-276.3170672|632.4445105000001|5.776909381|1.0|1.0|2.66|2.05|-7.58|4.46|4.0|1.98|0.0|0.0|87.52|0.0|2.0|-3.95|22.0|286.33|1.0|1.0|-4.17|0.0319|0.0|0.0|7.5e-06||||||||||||||||25.0|7.6021|7.6021
18d_a30|0.0|0|0|0.0|0.0|0|2|2|0.6049874|0.0|-0.0072724869999999|-0.064217094|-0.385441836|0.001139238|-0.053728319|10.31163881|-0.087019298|1|1|0.002064369|-0.159104532|-0.0541804029999999|-0.120380857|-0.4624430539999999|0.669561738|-0.001699165|0.017843227|-65.3088221|11.29282624|0.196719738|124.5022473|-0.037906966|7.147133584|0.783284395|-31.29400567|-23.99099587|60.73891035|0.443774287|2848.574353|508.389239|-1175.558798|-15.18369704|0.216715605|7.063141946|12.69833771|0.797831306|137.15746130000002|-744.0011548|30.62871675|0.016577694|-358.5765637|1500.807121|10.49188139|0.0|1.0|4.75|0.0|-6.9|4.25|3.18|3.2|2.0|0.0|127.24|0.0|5.0|-5.39|30.0|416.47|0.0|0.0|-5.01|0.00171|0.0|0.0|5.260000000000001e-05|-0.05506|4.07|3.4682|-1674.987709|669.66|357.49|0.3856|247.35|508.7|0.4325|0.69017|0.3788|5.0115|0.03258724|6.2946|21.0|7.6737|7.6737
8g_a12|0.0|1|1|2.897921027|0.0|0|1|1|1.28383574|0.0|-0.0084227909999999|-0.029907264|-0.40429396|0.005898773|-0.094550033|10.95472263|-0.040257632|1|1|0.005405355|-0.068810076|0.068559367|0.122649613|-0.532504083|0.804158158|-0.04981165|0.008910823|-57.6443411|4.915102972|0.142374631|78.53214058|-0.042752517|2.7111119089999995|0.90166696|-23.38345638|-23.58177591|47.30807670000001|0.463772637|2506.427441|473.055878|-1037.59814|-13.00742505|0.09833304|6.882798206|12.83559677|0.864880588|54.23932676|-572.326702|26.15353224|0.007890315|-443.109365|1150.7554189999998|4.352203029|1.0|2.0|4.07|2.51|-8.0|3.31|2.07|2.89|1.0|0.0|109.93|0.0|3.0|-4.38|27.0|353.38|0.0|0.0|-4.34|0.0146|0.0|0.0|3.53e-06|-0.06432|3.68|3731.0|-1154.281986|590.93|332.31|0.3786|294.8|418.41|462.0|0.55027|0.1601|2.9986|0.03954539|4.2131|3715.0|5.43|5.43
27c_a34|0.0|0|0|0.0|0.0|1|1|1|1.4335249819999998|1.996958431|-0.014036512|-0.1450543259999999|-0.80008116|-0.008017781|-0.028344637|10.95447877|-0.014364543|1|1|-0.004694534|-0.132026575|-0.128393271|-0.2077985889999999|-0.543350914|0.850511415|-0.0360159139999999|0.0304948179999999|-84.73908278|20.51361454|0.368934647|248.17931940000005|-0.042782312|13.79934071|0.7381974290000001|-51.69246989|-28.77931113|97.35782216|0.424716257|2921.328444|424.51250080000005|-1525.30349|-19.35960719|0.261802571|8.808655321|15.31184469|0.738272657|176.1124482|-1026.059181|38.98592708|0.022975949|-320.4669239|2066.254135|15.45573273|1.0|2.0|3.55|3.11|-7.67|3.11|3.34|1.71|1.0|0.0|119.71|0.0|6.0|-4.75|32.0|427.46|0.0|1.0|-4.45|0.00759|0.0|0.0|9.1e-06|-0.03792|5.23|3.9186|-1426.482676|709.72|316.4|0.2385|289.89|558.04|0.68683|0.70336|0.0093|7.6204|0.03913684|9.6148|0.8|6.0969|6.0969
14_a15|0.0|0|0|0.0|0.0|0|0|0|1.43568901|0.0|-0.006678826|-0.0455566929999999|-0.374014235|0.001740635|-0.053931584|10.9597359|-0.015736888|0|0|0.0034254209999999|-0.051908601|-0.120626133|-0.184255041|-0.3848940629999999|0.8310685940000001|-0.021648026|0.014672137|-58.79722871|9.403293601|0.112910954|72.36402409|-0.032888795|6.026520371|0.770309725|-26.20964538|-21.0782518|50.29869851|0.406717767|2612.691478|568.5306056|-1117.1473460000002|-13.50893838|0.229690275|6.040010666000001|10.18067005|0.685538423|147.2072638|-715.9737342999999|27.36334635|0.015286995|-346.4801021|1450.257357|9.797353271|1.0|1.0|3.56|3.72|-9.82|5.32|6.3|2.87|2.0|0.0|119.95|0.0|6.0|-6.22|30.0|397.47|0.0|1.0|-5.83|0.0002379999999999|0.0|0.0|5.99e-08|-0.0338199999999999|5.16|3.6209|-1281.0669369999998|689.8|342.41|0.3131|278.5|584.18|0.65079|0.7055899999999999|0.0054|3.3596|0.03885834|5.0894|0.03|7.5229|7.5229
1_a15|0.0|0|0|0.0|0.0|0|0|0|1.419940974|0.0|-0.0084598019999999|-0.043374667|-0.541427319|0.001244652|-0.068297833|10.95880609|-0.000905902|0|0|0.003816011|0.096086011|-0.1816819589999999|-0.270248221|-0.34192045|0.836466114|0.101406325|0.026214985|-72.24770503|16.94887506|0.124276535|80.34898605|-0.031142386|10.95802135|0.605927517|-28.45664402|-20.13460632|60.96303497|0.437969049|3000.975833|566.1848585|-1228.210985|-13.01770443|0.394072483|6.580146251|11.7078005|0.77926144|254.7811976|-794.0799704|33.22939752|0.0280791829999999|-136.9714493|2026.993248|18.15414234|1.0|1.0|3.91|4.18|-10.02|5.46|6.32|2.2|3.0|0.0|132.94|0.0|8.0|-6.55|34.0|457.52|0.0|0.0|-5.97|0.00013|0.0|0.0|4.36e-08|-0.04142|4.68|3.2188|-1510.117336|697.35|385.18|0.2464|282.85|598.34|0.64662|0.70553|0.0061|1.2218|0.01894559|2.3261|44.0|7.3565|7.3565
37_a18|0.0|0|0|0.0|0.0|0|2|2|1.251176176|0.0|-0.005351023|-0.018808538|-0.385273662|0.002300582|-0.034593342|10.94702064|-0.011713125|0|0|0.003512954|-0.0276034839999999|-0.1483628609999999|-0.224171123|-0.44541772|0.7100921609999999|0.020848396|0.009098426|-54.7389628|6.653112344|0.168216253|123.0060763|-0.0286221589999999|4.865006968|0.7648766029999999|-36.62790634|-20.92960342|56.74339533|0.488368082|3055.795406|608.2316837999999|-1423.213033|-15.30451633|0.2351233969999999|9.460456975|18.49074823|0.954530133|171.9311063|-1040.70711|27.36337253|0.0142451319999999|-387.3755475|1860.709332|10.41657856|1.0|2.0|4.31|0.0|-8.82|3.68|3.3|3.33|2.0|1.0|151.14|0.0|7.0|-5.68|36.0|480.6|1.0|0.0|-5.47|0.000999|0.0|0.0|7.27e-07|-0.04925|8.11|3.2127|-1532.974371|794.5|385.91|499.0|385.91|673.45|0.69305|0.69305|499.0|2.2872|0.02274574|3.0375|35.0|7.4559|7.4559
15b_a10|0.0|0|0|0.0|0.0|1|1|1|1.3438370730000002|2.145379897|-0.002413027|0.024214591|-0.149607679|0.011484257|-0.082365722|10.92966694|-0.058911857|1|1|0.011928706|-0.175869992|-0.174170642|-0.27395395|-0.195505087|0.744213612|-0.058258414|0.015973068|-50.44100799|10.94939968|0.078081026|53.52386591|-0.024105015|7.505718446|0.670236374|-21.77253505|-16.52377848|42.7113409|0.414077981|2716.468606|631.9674549|-958.3791518|-11.32690674|0.329763626|6.6940006620000005|11.42472965|0.706711759|226.0501037|-656.9605906|24.65365821|0.017637846|-233.3911134|1429.912176|12.09059037|1.0|0.0|3.61|3.89|-8.18|4.34|4.44|2.14|1.0|0.0|123.73|0.0|7.0|-4.35|31.0|413.51|1.0|0.0|-4.64|0.0185|0.0|0.0|2.73e-06|-0.04734|2.74|3.7625|-1317.736865|721.17|329.52|0.3575|215.17|587.53|0.46711|0.68906|0.1595|4.7752|0.02977516|6.1384|85.0|7.0706|7.0706
14a_a5|0.0|0|0|2.948727373|0.0|0|1|1|1.226142247|0.0|-0.0053665219999999|-0.005002101|-0.316624785|0.002956745|-0.086229994|10.9488747|0.024793388|1|1|0.003668464|-0.213526163|-0.010147323|-0.016337128|-0.36152442|0.7333482170000001|0.144729708|0.0173669719999999|-53.20786056|11.74431806|0.209074444|141.38542919999998|-0.0271808479999999|7.942029745|0.629783335|-36.98479273|-18.38089729|66.43577392|0.470085022|2836.468636|534.8590069|-1010.949351|-12.42997952|0.370216665|8.424031251|15.89694877|0.88709518|250.3569601|-683.6488737000001|29.18606491|0.024411136|-175.53051609999997|1605.23357|16.50789498|1.0|2.0|3.24|2.41|-8.84|4.56|4.38|1.37|1.0|0.0|123.0|0.0|6.0|-4.15|32.0|425.48|0.0|1.0|-4.22|0.0304|0.0|0.0|6.16e-07|-0.0507699999999999|4.3|4.1501|-1390.546425|692.8|298.75|0.5853|298.75|508.64|0.65789|0.65789|0.5853|2.7115|0.04629687|2.8163|112.0|6.9508|6.9508
47t_a18|0.0|0|0|0.0|0.0|0|1|1|1.25117758|0.0|-0.0128248239999999|-0.161517185|-0.756664598|-0.006573438|-0.011641394|10.94702032|-0.04785474|0|0|-0.004985656|0.027313444|-0.068787175|-0.104274108|-0.600890268|0.704602886|0.005590928|0.014067024|-69.13537385|9.415011332|0.32796681|219.5070758|-0.040580402|6.301435212|0.804531523|-53.39751484|-27.16032544|89.19655162|0.49779009|2872.533415|449.789539|-1520.978225|-18.17831387|0.195468477|8.780037801|17.48280476|0.991199259|130.8263901|-1017.985577|33.75918118|0.016238994|-407.6438346000001|1890.514146|10.86870356|0.0|3.0|3.86|0.0|-7.51|2.6|2.93|1.64|2.0|1.0|129.21|0.0|7.0|-5.58|33.0|441.48|0.0|0.0|-4.77|0.00117|0.0|0.0|1.36e-05|-0.06822|9.4|3.1164|-1470.836067|703.76|397.84|0.5502|397.84|601.36|0.6895100000000001|0.6895100000000001|0.5502|7.7656|0.03767603|9.6938|782.0|6.1068|6.1068
