molecula|n9FaHRing|n9FaRing|SaaNH|nAHRing|nARing|BCUTs-1|SaasN|MATS2c|AATSC1c|SRW07|AATSC1s|JGI4|MATS7i|ATSC1c|BCUTi-1|AATSC8d|n5aRing|n5aHRing|AATSC1pe|MATS1i|AATSC1i|MATS1c|n6aHRing|MATS8s|GATS1pe|nFaHRing|FNSA3|FNSA5|FPSA3|PNSA3|PPSA3|RNCS|TPSA_x|FNSA4|WNSA5|FNSA1|PNSA4|DPSA3|GeomPetitjeanIndex|TASA|PNSA2|MOMI-Z|GeomRadius|GeomDiameter|DPSA4|FPSA5|DPSA2|Mor01p|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|Egan filter|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Area (grid)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|IC50|pIC50|pIC50
5_a47|0|0|0.0|0|0|1.304329328|0.0|0.019688132|-0.009295857|0.0|-0.188550227|0.037492877|0.003858593|-0.390426|10.9367109|0.045246333|0|0|-0.011237954|-0.019811664|-0.0428873159999999|-0.454659897|2|0.065981732|0.675164258|1|-0.087763105|-0.1001981959999999|0.009936558|-46.33853208|5.246458665|104.9032216|101.3974575|-0.038537768|-27.93318665|0.781571204|-20.34777119|51.58499074|0.4736061789999999|426.5981263000001|-793.5630764|1349.003107|5.861037845|11.13432113|26.03444329|0.017501741|1015.343288|416.1194472|1.0|1.0|0.0|2.0|2.67|22.0|-8.68|5.96|58.04|3.26|1.0|3.0|-5.65|26.0|4.0|-5.19|365.79|1.0|1.0|4.29|0.000824|3.18e-06|0.00116|0.0|2.07e-09|7.590000000000001e-07|4.37|3.7083|561.61|334.35|0.69291|0.69291|-1569.20723|2.9121|-0.20954|0.03591467|-1569.258939|0.02|7.7|7.7
18c_a22|0|0|0.0|0|0|1.194229067|1.804590026|-0.191807441|-0.003749104|4.727387819|0.013131848|0.038137255|-0.044828537|-0.213698903|10.31286086|0.006275578|1|1|0.005597023|-0.078828791|-0.143402172|-0.305378181|2|-0.032031791|0.6922232890000001|1|-0.057956428|-0.076388478|0.019843706|-40.094865000000006|13.72808419|30.63947336|47.68404831|-0.028825841|-36.55965924|0.682690024|-19.94201893|53.82294919|0.4777430589999999|644.1264387|-1056.927003|2574.178324|7.332936064|14.04085897|29.21094233|0.0215181079999999|1548.179944|779.8043336000001|1.0|1.0|1.0|1.0|3.56|27.0|-9.46|4.98|124.4|1.47|1.0|6.0|-5.8|34.0|5.0|-6.63|461.54|0.0|1.0|3.72|0.000739|7.98e-06|0.0036799999999999|0.0|3.4299999999999995e-10|1.58e-07|3.5|3.7222|707.08|219.25|0.4609|0.60449|-1783.277296|1.2938|-0.22365|0.02279458|-1783.340519|26.0|7585.0|7585.0
14ae_a23|1|1|0.0|0|0|1.1979624290000002|3.338149829|-0.033049777|-0.007539122|5.351858133|-0.029948314|0.042903564|0.026913008|-0.4448081789999999|10.31321689|0.0289586779999999|2|2|0.009675528|-0.143336826|-0.253318853|-0.363230717|2|0.107765697|0.7317531540000001|1|-0.065169397|-0.087074783|0.03467374|-46.69131269|24.84237243|111.4422142|91.4475768|-0.0269140239999999|-44.69687612|0.53040766|-19.28284095|71.53368511|0.479058976|625.0131414|-1060.556252|2575.36078|8.123993885|15.59484379|36.35475577|0.034488074|1999.511567|770.8206617000001|0.0|0.0|1.0|1.0|3.74|26.0|-7.6|4.03|123.48|2.42|1.0|7.0|-5.8|34.0|6.0|-6.68|471.53|0.0|0.0|3.44|0.000753|8.22e-06|0.0038799999999999|0.0|2.49e-08|1.17e-05|2.99|3.6036|751.57|344.06|0.58144|0.58144|-1858.675325|7.0211|-0.21659|0.01449323|-1858.7404850000005|2.0|8.6038|8.6038
7f_a10|0|0|0.0|1|1|1.240141822|1.924772416|0.103083789|-0.011104817|5.4161004020000005|-0.2347037789999999|0.037386831|-0.104120245|-0.5663456689999999|10.92948443|-0.0971900919999999|1|1|0.0030999659999999|-0.058093287|-0.172751862|-0.5846516820000001|2|-0.009545801|0.5209683970000001|1|-0.064238302|-0.095196098|0.00797443|-35.78096407|4.441786155|15.96885516|38.0022453|-0.03645808|-29.53487321|0.8217865520000001|-20.30728086|40.22275023|0.402568457|519.0013298|-954.4422004|2375.702381|6.115784565|10.23679556|24.71113795|0.012813716|1161.423484|527.8079877|1.0|0.0|1.0|0.0|3.37|21.0|-8.13|6.57|52.83|2.64|1.0|4.0|-5.54|30.0|7.0|-5.47|410.39|1.0|0.0|4.39|0.00119|2.52e-06|0.00103|0.0|7.38e-09|3.03e-06|4.93|3.6256|597.28|214.67|0.34467|0.6833600000000001|-1442.001311|2.2631|-0.2175699999999999|0.01616879|-1442.058773|141.0|6.8508|6.8508
10_a47|0|0|0.0|0|0|1.381868067|0.0|-0.003570214|-0.008013899|0.0|-0.166367455|0.042276423|-0.169242585|-0.384667159|10.93671036|0.007193585|0|0|-0.0065562469999999|-0.021926603|-0.045289209|-0.45272733|2|-0.138304661|0.6913602740000001|1|-0.076311525|-0.0936757959999999|0.00951788|-40.80144983|5.088920549|103.41137940000002|84.97451737|-0.035388634|-26.77924406|0.801882632|-18.9212254|45.89037038|0.411647394|449.6950454|-851.455143|1567.859561|6.277122171|10.66897998|23.5960035|0.014051737|1061.820157|498.0016816|1.0|1.0|0.0|2.0|3.02|22.0|-8.85|5.92|58.04|3.21|1.0|3.0|-5.75|27.0|4.0|-5.08|359.4|1.0|1.0|4.41|0.000638|3.18e-06|0.00114|0.0|1.4199999999999999e-09|5.110000000000001e-07|4.37|3.7236|579.86|214.9|0.53909|0.69212|-1188.1907199999998|1.9281|-0.20309|0.03158831|-1188.244739|13.0|7.9|7.9
12g_a40|0|0|0.0|0|0|0.604990688|1.687211672|0.037440516|-0.01011728|5.4161004020000005|-0.129331216|0.036630824|0.167050952|-0.354104815|10.31197254|-0.211162861|2|2|-0.003205145|0.063401514|0.106286677|-0.512657141|0|0.020185301|0.6941475490000001|1|-0.0951493559999999|-0.099521372|0.012706769|-49.94706785|6.670206427999999|130.7472028|68.1355805|-0.0435406|-27.42361099|0.852031227|-22.85591194|56.61727428|0.465725912|456.7977427|-731.3891821000001|681.6778419|7.692740528|14.39849078|26.82520454|0.013442698|858.4065454|335.7078145|1.0|0.0|1.0|1.0|3.24|20.0|-6.63|5.14|78.66|3.76|1.0|2.0|-6.46|23.0|3.0|-4.91|362.23|0.0|1.0|4.4|0.000124|1.62e-06|0.000586|0.0|2.37e-07|8.57e-05|4.84|3.1577|540.25|308.23|0.67055|0.6988|-2172.9382|1.9175|-0.20615|0.02230594|-2172.988604|724.0|6.1403|6.1403
1f_a5|0|0|2.824395738|0|0|1.218960329|0.0|-0.139907335|-0.00645569|4.59511985|-0.31059482|0.029105691|-0.118028278|-0.277594656|10.94527671|-0.000625|1|1|-0.000700145|0.001493879|0.004923698|-0.401165734|2|-0.060528915|0.513260607|0|-0.091412569|-0.083857856|0.008403353|-50.98614411|4.687041957|201.7057715|62.42799372|-0.035639589|-26.08772825|0.757522389|-19.87828616|55.67318607|0.4670794829999999|495.3305784|-795.1314464|979.2285994|7.117418022000001|13.35549635|26.24118632|0.01983997|1049.647453|403.396385|1.0|1.0|0.0|1.0|2.9|23.0|-8.88|6.37|54.46|2.73|1.0|4.0|-4.79|27.0|6.0|-5.73|366.34|1.0|1.0|4.23|0.00589|1.0800000000000002e-05|0.00396|0.0|1.3300000000000002e-09|4.86e-07|3.58|4.5758|577.11|261.1|0.47267|0.42446|-1288.209882|3.7852|-0.2357|0.03370206|-1288.263745|0.24|6.6198|6.6198
5b_a50|1|1|0.0|1|1|1.397278957|4.190114953|-0.253064589|-0.00141071|5.82008293|-0.003549558|0.034845679|-0.052494624|-0.062071259|10.9325725|-0.113846154|2|2|0.012290091|-0.1052449509999999|-0.175158017|-0.140506919|1|0.019856551|0.6642694929999999|1|-0.041157676|-0.061164973|0.012204641|-20.90908698|6.200250541|6.656963127999999|21.02890062|-0.02140774|-15.78596849|0.5887490470000001|-10.87564575|27.10933752|0.4462435279999999|486.9950914|-435.0258302|1452.442728|5.543302677000001|10.01036188|18.47246431|0.023005632|738.8985723999999|409.0289917|1.0|1.0|0.0|0.0|3.37|20.0|-5.86|4.02|35.64|2.4|2.0|2.0|-3.48|24.0|2.0|-6.03|312.37|0.0|1.0|3.11|105.0|6.47e-05|0.0202|0.0|1.37e-06|0.0004269999999999|2.81|4.0222|547.35|220.09|0.4270899999999999|0.66968|-990.43875|4.4181|-0.19252|0.02651535|-990.487545|12.23|4.9126|4.9126
8h_a8|0|0|2.975382653|0|0|1.3918396709999998|1.241306689|0.038482973|-0.010324979|4.844187086|-0.249095464|0.046205674|0.008138299|-0.485274006|10.94341368|0.007079485|1|1|-0.007036544|0.09830823|0.254819201|-0.53822084|0|0.111824921|0.56916135|0|-0.122706004|-0.11302328|0.0111998669999999|-72.14530885|6.58499063|316.4918269|233.7669182|-0.048805507|-39.07081527|0.918315905|-28.69532281|78.73029948|0.451435543|354.18563860000006|-1262.594204|2019.780061|7.453557203|13.58738632|31.2477685|0.00764059|1374.901814|485.8626377000001|0.0|0.0|0.0|2.0|3.11|23.0|-7.95|4.72|80.88|4.11|1.0|4.0|-5.21|29.0|4.0|-5.98|391.37|0.0|0.0|4.01|0.0023899999999999|1.01e-05|0.00395|0.0|1.13e-08|4.43e-06|7.71|3.7327|608.39|258.25|0.56196|0.69844|-1361.455676|3.4779|-0.21819|0.03330037|-1361.5113789999998|11.59|4.9359|4.9359
2_a27|0|0|0.0|0|0|1.402655014|3.250529415|0.09890645|-0.0065894809999999|4.59511985|-0.0609613559999999|0.0427777779999999|-0.196529806|-0.276758209|10.93783218|0.017751479|1|1|0.00988756|-0.21066171|-0.361571905|-0.475677812|2|0.137868605|0.60904903|1|-0.058444848|-0.081513931|0.019809599|-29.42169804|9.972342226|9.194894069|77.08713259|-0.029261411|-20.65736087|0.6684621829999999|-14.73047548|39.39404027|0.4424192289999999|426.3224749|-574.4885436000001|1270.627585|5.312170441|9.527176544|22.03636323|0.022639983|859.4181658|373.9912084|0.0|0.0|1.0|0.0|2.9|21.0|-5.84|2.49|65.6|2.42|2.0|2.0|-3.19|24.0|4.0|-6.69|317.34|0.0|1.0|2.52|204.0|0.0002009999999999|0.0638|0.0|1.45e-06|0.0004599999999999|4.32|4.1624|538.57|297.87|0.55857|0.55857|-1043.665151|4.7049|-0.21702|0.02268519|-1043.715364|13.0|7.8861|7.8861
20b_a10|0|0|0.0|1|1|1.343837209|2.103422978|0.048567614|-0.007463406|5.4161004020000005|-0.073703704|0.035818182|-0.030238422|-0.447804373|10.92966143|-0.013623188|1|1|0.002637529|0.019531637|0.031942481|-0.450145946|2|0.052265135|0.6980623109999999|1|-0.094975935|-0.088479815|0.013038163|-60.68950774|8.331370518|81.39248686|158.09355980000004|-0.033783202|-36.12803002|0.7616213270000001|-21.58742537|69.02087825|0.454087415|480.905232|-1187.308396|2257.777328|7.554743755|13.838742600000002|28.34404003|0.0171045989999999|1558.922202|769.1246171|1.0|1.0|1.0|1.0|3.54|27.0|-8.93|5.0|95.92|2.41|1.0|5.0|-5.22|34.0|5.0|-6.53|447.49|0.0|1.0|3.66|0.00271|8.13e-06|0.00364|0.0|1.1699999999999999e-09|5.26e-07|4.88|3.9013|687.84|208.89|0.3246|669.0|-1465.333983|5725.0|-0.2217199999999999|0.03930765|-1465.395231|1.1|5.9586|5.9586
13k_a6|0|0|3.423411754|1|1|1.42421381|0.0|0.031525207|-0.014257799|5.351858133|-0.132667824|0.04162037|0.051404465|-0.8554679409999999|10.95129637|-0.072504783|1|1|-0.006280295|-0.045794891|-0.073210645|-0.5627624379999999|1|0.1373649019999999|0.827754203|0|-0.11937574|-0.127178105|0.0296987679999999|-82.8774254|20.6185734|183.1261118|249.215618|-0.045420752|-61.29890279999999|0.7971316940000001|-31.53366823|103.4959988|0.426031882|445.0412356000001|-1765.8854210000002|3332.974951|8.370126134|14.58291125|39.55891914|0.017981419|2215.299472|741.5222707|1.0|1.0|1.0|3.0|3.68|23.0|-8.89|3.8|115.15|1.39|1.0|7.0|-5.49|33.0|5.0|-6.59|441.48|0.0|1.0|3.18|0.00144|1.7100000000000002e-05|0.0075599999999999|0.0|1.29e-09|5.7e-07|5.41|3.5476|731.25|242.53|0.4547|0.70536|-1465.557346|8.1639|-0.1944|0.0308324|-1465.621288|46.0|7.3372|7.3372
12l_a30|0|0|0.0|2|2|0.60498366|0.0|0.157020295|-0.015371073|5.351858133|-0.274237737|0.044036281|-0.102468864|-0.876151158|10.31162828|-0.02588969|1|1|-0.004395528|-0.077457998|-0.226973911|-0.640870513|1|-0.045411075|0.593245722|0|-0.0905026719999999|-0.109810463|0.0154211289999999|-63.31694493|10.78883933|103.5499036|115.9404641|-0.045581702|-53.74781658|0.8218150790000001|-31.88960104|74.10578426|0.462727396|583.6736326|-1690.148855|2394.793539|9.258542907|17.23248653|38.8038646|0.016896687|2056.604824|696.6414817000001|1.0|0.0|1.0|1.0|4.72|17.0|-7.18|4.78|90.88|2.82|1.0|7.0|-6.7|34.0|8.0|-5.66|482.48|0.0|0.0|3.42|9.63e-05|1.2e-06|0.000579|0.0|6.61e-08|3.19e-05|5.52|3.5245|729.17|245.74|0.39486|0.68488|-1987.782294|2.5031|-0.20397|0.03406276|-1987.848331|61.0|7.2154|7.2154
14l_a23|1|1|0.0|0|0|1.1979636809999998|3.402752757|0.060717916|-0.005344736|5.351858133|-0.026530366|0.046283951|0.042748013|-0.288615723|10.313217800000002|-0.061788679|2|2|0.01180744|-0.074441567|-0.136106024|-0.448622017|2|0.156652778|0.6906097959999999|1|-0.053549434|-0.078204688|0.018669073|-35.3275485|12.31633167|40.34135162|51.94117061|-0.0328459689999999|-34.03690099|0.7896261940000001|-21.66909079|47.64388017|0.492922575|607.777253|-1083.45454|2176.038061|8.006380163|15.78926563|27.44221375|0.01508774|1372.110688|666.0036144999999|0.0|0.0|1.0|1.0|3.51|26.0|-7.78|4.33|105.02|3.24|1.0|5.0|-5.85|31.0|4.0|-6.1|425.51|0.0|0.0|3.78|0.000608|5.61e-06|0.0023899999999999|0.0|1.65e-08|7.03e-06|3.79|3.6274|694.65|341.8|0.67242|0.67242|-1668.983787|6.0563|-0.2183|0.01168219|-1669.04569|7.0|8.1798|8.1798
19_a31|0|0|3.2411335510000003|0|0|0.61013725|0.0|0.062492295|-0.01001901|5.351858133|-0.086654127|0.0427124179999999|-0.044625452|-0.46087445|10.31169935|-0.081641954|2|2|-0.0038998559999999|-0.081398052|-0.1751017789999999|-0.615878515|0|0.019858798|0.6427749970000001|0|-0.0909201569999999|-0.113333675|0.014675044|-53.25742146|8.596058678|75.32978176|157.414423|-0.036060715|-38.88650245|0.776211804|-21.12293613|61.85348014|0.446100738|428.3459076|-929.4091898|1992.2502|7.0760696020000005|12.77501178|27.21285095|0.0152483439999999|1197.365442|460.3754405|1.0|1.0|1.0|2.0|3.44|16.0|-7.39|4.33|98.91|1.68|1.0|7.0|-4.67|25.0|4.0|-6.41|358.43|0.0|1.0|3.47|0.0076799999999999|0.0001199999999999|0.0431|0.0|4.08e-08|1.46e-05|5.24|3.9477|625.93|246.28|0.5385300000000001|0.7005600000000001|-1489.323855|1.7076|-0.20675|0.03702801|-1489.382077|1.8|5.7447|5.7447
25b_a34|0|0|0.0|1|1|1.290860233|1.94553288|0.133975789|-0.015658012|5.351858133|-0.0929479709999999|0.04037037|-0.150946163|-0.861190687|10.95957635|-0.061390533|1|1|-0.000223677|-0.278635968|-0.435821207|-0.623853334|1|0.08214612|0.787858064|0|-0.1030760719999999|-0.137924163|0.030138301|-64.37123451|18.82143547|165.2408865|214.470853|-0.042438204|-53.79083879|0.76274549|-26.50275222|83.19266998|0.419904835|410.0313565|-1378.143115|2671.608537|6.383564979|11.00434095|34.74652105|0.019067452|1806.819095|595.8522372|0.0|1.0|1.0|2.0|3.53|17.0|-6.42|3.03|90.3|1.56|1.0|7.0|-3.82|29.0|5.0|-7.07|393.44|0.0|0.0|2.58|59.0|0.000202|0.0796|0.0|3.8100000000000004e-07|0.00015|5.06|4.2253|668.48|293.43|0.6925600000000001|0.6925600000000001|-1313.132261|7.0586|-0.21103|0.02655501|-1313.194808|2.08|5.6819|5.6819
19h_a38|0|0|3.2723542610000003|2|2|1.297044177|0.0|-0.088176988|-0.007781653|5.351858133|-0.082283951|0.042622739|0.14165187|-0.420209249|10.96083376|-0.070688288|1|1|-0.000673716|-0.101303149|-0.217394466|-0.420225236|1|-0.054149342|0.698414933|0|-0.082211319|-0.109986804|0.021234963|-48.43313101|12.51014765|136.81322659999998|132.7728693|-0.03959525|-38.17354026|0.75379331|-23.32673803|60.94327866|0.47459722|456.3568442|-1166.336902|1839.424968|6.820483788|12.98143834|30.94580137|0.020207411|1547.290068|595.8790650000001|1.0|1.0|1.0|3.0|4.8|17.0|-6.86|2.55|81.23|2.4|1.0|5.0|-4.14|30.0|4.0|-6.77|401.44|0.0|1.0|2.66|29.0|6.77e-05|0.0272|0.0|1.4e-07|5.610000000000001e-05|3.41|3.5358|626.65|331.65|0.68472|0.69012|-1331.941646|6.9749|-0.20379|0.03396934|-1331.999352|9.0|8.0348|8.0348
12h_a36|0|0|3.468184524|2|2|1.297043828|0.0|-0.128701804|-0.0086750619999999|5.351858133|-0.041228471|0.039061728|0.059920602|-0.503153567|10.96020037|-0.051080247|1|1|0.003077071|-0.1430106119999999|-0.239932418|-0.410826531|1|-0.10861416|0.84179881|0|-0.073572836|-0.10720355|0.027905055|-48.17643878|18.27258858|82.11195464|118.1187282|-0.035734517|-45.96672487|0.665254541|-23.39942087|66.44902736|0.464544951|536.6941285|-1263.568727|2391.856014|7.428908584|13.87400978|35.1736357|0.026971557|1899.376328|679.7230552999999|1.0|0.0|0.0|2.0|4.8|17.0|-6.69|1.89|78.43|1.72|1.0|6.0|-3.95|31.0|5.0|-6.93|411.46|0.0|0.0|1.81|0.0464|8.499999999999999e-05|35.0|0.0|2.03e-07|8.340000000000001e-05|2.92|3.4554|697.29|238.44|0.34589|0.7014600000000001|-1347.199963|6754.0|-0.1926|0.02925492|-1347.260478|14.0|7.8539|7.8539
4f_a46|0|0|0.0|1|1|1.134637108|2.190536659|-0.2265364489999999|-0.001035775|5.587248657999999|-0.001868546|0.045958333|-0.099507167|-0.053860324|10.96352592|-0.115631645|1|1|0.011806162|-0.079238184|-0.123416853|-0.150189733|2|-0.2076648489999999|0.69830739|0|-0.055836642|-0.0674830959999999|0.008734825|-30.29079362|4.738551282|7.730129301|35.27635517|-0.022035297|-19.85993046|0.759842275|-11.95391778|35.0293449|0.424708366|507.213176|-585.7419712999999|1563.375755|5.654067072999999|9.828175385|15.73210412|0.010341277|770.8731021000001|538.4165208|1.0|1.0|1.0|0.0|3.88|17.0|-7.21|4.71|43.6|2.58|1.0|3.0|-4.38|25.0|3.0|-5.65|332.44|0.0|1.0|3.76|0.0139|2.62e-05|0.00872|0.0|6.12e-08|2.04e-05|3.87|4548.0|591.51|272.61|0.69208|0.69208|-1033.315821|3.2783|-0.2202599999999999|0.02238723|-1033.36869|183.0|6.7375|6.7375
14a_a10|0|0|0.0|2|2|1.3438495730000002|2.156210368|-0.2090476269999999|-0.002047597|5.4161004020000005|0.0437538159999999|0.035660377|0.027446544|-0.147427016|10.92970798|-0.00421565|1|1|0.012272222|-0.220250238|-0.344811314|-0.168193178|2|-0.011977878|0.740051323|1|-0.044416218|-0.070610745|0.0135610389999999|-32.23041637|9.840503082|67.52851799|64.18371923|-0.018970051|-37.18086445|0.542015878|-13.76552695|42.07091945|0.469029865|661.4615097|-922.2903058|1774.8853399999998|10.0292632|18.88856367|25.39690722|0.0219172279999999|1701.592784|1003.968547|0.0|1.0|1.0|0.0|3.98|21.0|-8.18|3.36|59.31|1.94|1.0|7.0|-4.21|35.0|6.0|-6.82|468.59|0.0|0.0|3.43|0.0288|1.58e-05|0.00743|0.0|6.55e-09|3.07e-06|2.25|3802.0|800.01|222.16|0.34245|0.7047100000000001|-1489.42155|3.1205|0.19621|-0.14757681|-1489.487381|74.0|7.1308|7.1308
8d_a8|0|0|3.190160226|0|0|1.395657339|1.41693287|-0.12349902|-0.0111144189999999|4.844187086|-0.155313194|0.042323232|0.071729931|-0.633521883|10.94649761|-0.117111249|1|1|-0.001038264|0.016471091|0.025642021|-0.4385133129999999|1|0.0780635059999999|0.734212688|0|-0.1072746469999999|-0.103150936|0.028038295|-69.95878302|18.28507531|57.93693239|200.0182229|-0.03820405|-43.86958028|0.675359878|-24.91463687|88.24385833|0.483207744|452.1282556|-1345.390391|2093.380666|7.507839835|14.52777156|36.89090464|0.029166961|1992.108851|682.0472537|0.0|0.0|1.0|2.0|3.61|23.0|-7.62|3.32|112.23|1.92|1.0|6.0|-4.91|32.0|5.0|-6.87|430.46|0.0|0.0|3.0|0.00533|3.4200000000000005e-05|0.0147|0.0|2.38e-08|1.03e-05|6.22|3.2963|690.78|265.12|0.62361|0.70165|-1447.2928029999998|6.0111|-0.19757|0.03604461|-1447.354662|18.61|4.7303|4.7303
12z_a30|0|0|0.0|2|2|0.604983642|0.0|-0.1155022219999999|-0.008819424|5.351858133|-0.026703371|0.040566449|0.034848862|-0.537984876|10.31162784|-0.045463448|1|1|0.005111479|-0.12254489|-0.207153446|-0.39205163|1|-0.02232319|0.794193541|0|-0.071429418|-0.107776943|0.030875938|-49.68145417|21.47520633|54.40462246|116.2094523|-0.034034824|-52.13870496|0.630839856|-23.67231332|71.1566605|0.48740649|579.3226647000001|-1349.321859|2435.831516|8.071510779|15.74641625|37.52507564|0.029109145|2138.929312|792.3440337000001|1.0|0.0|1.0|1.0|4.86|17.0|-6.83|2.63|100.11|2.2|1.0|7.0|-5.61|33.0|6.0|-6.39|458.54|0.0|0.0|2.52|0.00113|9.94e-06|0.00456|0.0|1.47e-07|6.720000000000001e-05|3.34|3.4438|739.33|257.96|0.5513100000000001|0.6853199999999999|-1804.51674|7.0446|-0.19279|0.02895763|-1804.581882|44.0|7.3615|7.3615
1d_a5|0|0|2.79978458|0|0|1.217311475|0.0|-0.133500214|-0.006252818|4.59511985|-0.308010841|0.030074074|-0.118028278|-0.2688711589999999|10.94437658|-0.010183824|1|1|-0.000700145|0.001493879|0.004923698|-0.38633065|2|-0.058872605|0.513260607|0|-0.088396743|-0.086213657|0.007937625|-47.76176205|4.288788702|204.4506579|55.92018945|-0.036640804|-25.16889922|0.770504115|-19.79744178|52.05055075|0.471074204|484.3911442|-791.897671|1172.890724|6.116537519|11.5640749|25.69414151|0.018980039|1027.76566|403.396385|1.0|1.0|0.0|1.0|2.92|23.0|-8.88|6.37|54.46|2.73|1.0|4.0|-4.79|27.0|6.0|-5.73|366.34|1.0|1.0|4.15|0.00589|1.0800000000000002e-05|0.00396|0.0|1.3300000000000002e-09|4.86e-07|3.58|4.6112|567.04|254.46|0.41781|0.5764600000000001|-1288.201219|3.7798|-0.23519|0.03392008|-1288.253849|9333.0|5.03|5.03
9i_a24|0|0|2.9199957480000003|0|0|1.4281889280000002|1.865102513|-0.113620183|-0.005148312|5.209486153|2.01e-05|0.023854167|-0.076024544|-0.190487553|10.96661275|-0.00532872|2|2|0.005891639|-0.1818753839999999|-0.336939175|-0.32068769|2|0.139004845|0.73094562|0|-0.064657333|-0.069812876|0.025118046|-30.56504777|11.87389334|10.13249376|82.21166337|-0.024639839|-15.60091656|0.499238289|-11.64783344|42.43894111|0.468272544|390.5119445|-396.0263368|761.9885477000001|5.946747117|11.18382556|23.33121014|0.038195951|793.2611447|295.8603625|1.0|1.0|0.0|1.0|2.76|22.0|-6.05|2.72|72.28|0.67|1.0|3.0|-2.6|22.0|4.0|-7.01|288.31|0.0|0.0|1.73|716.0|0.000791|228.0|0.0|8.95e-07|0.000258|1.13|4.1459|501.48|268.3|0.58977|0.6755800000000001|-945.174716|7.1135|-0.21943|0.0239838|-945.222448|88.0|7.0555|7.0555
12ba_a36|0|0|3.389685532|2|2|1.297043659|0.0|-0.090865777|-0.0075620109999999|5.351858133|0.026411489|0.040566449|0.087201747|-0.423472625|10.9478512|-0.011949092|1|1|-0.000621302|-0.091676619|-0.168084618|-0.410941182|1|0.041478447|0.796093405|0|-0.083210415|-0.108410153|0.0246090489999999|-56.0578808|16.57882744|100.798163|101.229662|-0.037526591|-49.20258616|0.7068957840000001|-25.28122447|72.63670824|0.49229954|572.4586103999999|-1314.6236720000002|2492.5731100000003|7.409667253999999|14.59456478|35.76372225|0.023797439|1859.713557|688.1986357999999|1.0|0.0|1.0|2.0|4.8|17.0|-6.72|1.63|116.78|0.74|1.0|5.0|-4.77|33.0|6.0|-7.04|431.45|0.0|0.0|1.57|0.0072599999999999|5.65e-05|0.0244|0.0|1.91e-07|8.240000000000001e-05|2.79|3.0114|687.23|236.13|0.3989999999999999|0.70432|-1417.187763|3.1996|-0.21033|0.02839417|-1417.249741|21.0|7.6778|7.6778
9h_a40|0|0|0.0|0|0|0.604992856|1.7679629630000002|0.014753178|-0.009041931|5.4161004020000005|-0.126968715|0.039444444|0.157606277|-0.343593366|10.31197223|-185.0|2|2|0.003099029|0.048470175|0.08305063|-0.503000695|0|-0.160855189|0.7528137909999999|1|-0.09201708|-0.095803029|0.012390387|-46.04148264|6.199629554|132.6583116|67.89350333|-0.041058441|-23.98506758|0.863884935|-20.54391962|52.2411122|0.482124665|432.46450360000006|-719.0371868|418.2915223|6.922257828999999|13.366649|23.78085181|0.011321157|832.3298135|336.23227030000004|1.0|1.0|1.0|0.0|3.3|20.0|-6.51|4.44|67.66|3.22|1.0|3.0|-5.65|23.0|3.0|-5.06|321.4|0.0|1.0|4.06|0.000716|7.6e-06|0.00244|0.0|3.09e-07|9.93e-05|3.9|3.3675|526.38|292.61|0.64952|0.69809|-1293.033723|2.1413|-0.20038|0.02291279|-1293.083512|3.98|5.4001|5.4001
27c_a34|0|0|0.0|1|1|1.4335249819999998|1.996958431|0.02583752|-0.014036512|5.351858133|-0.1450543259999999|0.041728395|-0.08157574|-0.80008116|10.95447877|-0.014364543|1|1|-0.004694534|-0.128393271|-0.2077985889999999|-0.543350914|1|-0.0360159139999999|0.804740647|0|-0.114233896|-0.12597014|0.0304948179999999|-76.84420762|20.51361454|176.7076265|248.17931940000005|-0.042782312|-57.00328784|0.7381974290000001|-28.77931113|97.35782216|0.424716257|424.51250080000005|-1525.30349|2477.818875|8.808655321|15.31184469|38.98592708|0.022975949|2066.254135|673.8038326000001|1.0|1.0|1.0|2.0|3.55|23.0|-7.67|3.34|104.29|1.71|1.0|6.0|-4.75|32.0|5.0|-6.85|427.46|0.0|1.0|2.83|0.00759|3.52e-05|0.0151|0.0|2.13e-08|9.1e-06|5.23|3.9186|709.72|289.89|0.68683|0.70336|-1426.246896|7.6204|-0.19682|0.03913684|-1426.31053|0.8|6.0969|6.0969
