molecula|SddssS|NaaNH|SssssC|NaasN|SRW09|SaasN|MATS2c|n6HRing|JGI4|MATS7i|SaaaC|ATSC1c|AATSC1are|MATS8i|AATSC8d|n5aRing|AATSC1pe|AATSC7i|AATSC1i|MATS1c|n6aHRing|GATS1are|BIC2|MATS8s|MATS8d|SIC2|GATS1pe|RASA|FNSA3|FNSA5|PNSA5|RNCS|RPSA|TPSA_x|WNSA5|WPSA3|FNSA1|FNSA2|WNSA3|DPSA5|DPSA3|TASA|PNSA2|MOMI-Z|WNSA4|FPSA1|GeomRadius|GeomDiameter|GeomShapeIndex|PPSA1|WNSA2|DPSA4|FPSA5|DPSA1|DPSA2|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log Po/w MLOGP|Veber filter|Log S (Ali)|Heavy atom count|Molecular Mass|Egan filter|Consensus Log P|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|E solv. Water  (Hartree)|Dipole (water)|IC50|pIC50|pIC50
34_a20|0.0|0|0.0|1|6.842683282|1.877209467|0.0305860929999999|2|0.0396875|0.199191385|1.991704333|-0.328567476|0.003085806|-0.046356705|-0.054458882|1|0.003149352|0.327535029|0.057022334|-0.4478820739999999|2|0.7071284179999999|0.74801464|-0.101401966|-0.090732503|0.80310139|0.690530489|0.7966571459999999|-0.0851907119999999|-0.085459595|-57.49912174|297.5548445|0.203342854|136.81360859999998|-38.68669181|5.898367836|0.776414086|-1.709191893|-38.56497154|67.53437417|66.0848174|536.0086996|-1149.982435|2319.742032|-14.59875162|0.223585914|7.940146766|14.7802149|0.8614536140000001|150.43359099999998|-773.7338361000001|27.94614651|0.01491516|-371.9551262|1481.145765|10.03525243|1.0|1.0|3.43|2.92|0.08|27.0|2.47|0.0|-5.14|32.0|419.48|0.0|3.63|9.51e-06|0.00399|0.0|2.780000000000001e-07|-0.05181|5.4132|4.97|3.8699|-1352.2836220000002|0.4388|229.04|0.38519|0.68845|-1352.041015|0.0766|0.03558836|5.4994|61.0|7.2147|7.2147
14a_a25|0.0|0|0.0|1|6.842683282|1.667057351|-0.092005241|2|0.038167849|0.051906412|1.975771616|-0.255585831|0.006085806|-0.046802062|-0.019985937|1|0.006158124|0.085350921|-0.077269115|-0.365062041|2|0.6716839040000001|0.7385460309999999|-0.085643386|-0.035531959|0.792935475|0.653818362|0.850426305|-0.069657015|-0.084207356|-55.27820709|107.22698590000002|0.149573695|98.18816423|-36.28756839|5.546443318|0.8067529940000001|-1.76835447|-30.017374100000005|63.96772039|54.17569023|558.2652611000001|-1160.842349|2142.5112510000004|-14.37809314|0.193247006|7.39139255|14.55676745|0.969421506|126.8576588|-762.0389362000001|27.14918443|0.01323706|-402.7381076|1438.906775|8.689513304|1.0|1.0|3.43|3.06|0.08|27.0|2.47|0.0|-5.39|32.0|419.48|0.0|3.81|5.13e-06|0.00215|0.0|1.08e-07|-0.05083|5.3631|5.79|3.9479|-1352.265931|0.3529|231.18|0.42461|0.6714|-1352.024616|0.1756|0.03250632|4.1656|207.0|6684.0|6684.0
12e_a31|0.0|1|0.0|0|7.765993078999999|0.0|0.052663358|0|0.037098765|0.0113193469999999|0.0|-0.70267073|-0.002475146|-0.107630327|-0.015755876|2|-0.000231353|0.01824365|-0.142921555|-0.543945776|0|0.7968154940000001|0.7761616020000001|-0.039273975|-0.028502695|0.82100963|0.76012894|0.721526766|-0.0939597569999999|-0.1099563869999999|-79.96257188|166.1479229|0.2784732339999999|202.5115275|-58.15044546|14.09603901|0.725120432|-2.089171358|-49.6906263|95.1187282|87.71292755|524.7092721|-1519.288866|1899.851187|-19.38348182|0.274879568|10.24381236|19.50674899|0.904247004|199.8981394|-1104.858464|36.75829484|0.020841203|-327.4245209|2095.222806|15.15615632|1.0|1.0|3.87|3.72|0.24|22.0|2.21|0.0|-6.66|33.0|460.55|0.0|4.5|3.83e-06|0.00176|0.0|2.27e-07|-0.03445|5.3264|6.33|3.8391|-1809.85374|0.3831|232.77|0.55114|0.7006600000000001|-1809.581226|0.2627|0.04614662|3.4818|0.17|6.7696|6.7696
11c_a5|0.0|1|0.0|0|6.605297921|0.0|-0.2117133739999999|2|0.027388889|-0.0859098|0.0|-0.224938556|0.005090155|-0.059682527|-0.023856811|1|0.005383056|-0.138950411|-0.018887528|-0.269653478|2|0.679183645|0.8020105409999999|0.030085871|-0.044126759|0.86113162|0.658307423|0.80472351|-0.078909483|-0.0873419269999999|-53.12487972|31.61751609|0.19527649|118.7750305|-32.31269264|6.604499968|0.707039635|-1.484812761|-29.19305715|66.02857181|58.854300300000006|489.4652669|-903.1229552|926.234805|-11.94164728|0.292960365|8.88462927|16.09582374|0.811648325|178.1902995|-549.3157749|27.76804404|0.021214793|-251.8596984|1277.330026|12.90369209|1.0|1.0|2.96|2.14|0.09|23.0|1.13|0.0|-4.13|28.0|370.4|0.0|3.0|7.950000000000001e-05|0.0294|0.0|1.26e-06|-0.04315|4.5035|4.53|4.2087|-1218.454079|0.5327|275.3|0.60118|0.6267699999999999|-1218.278135|0.2186|0.03798847|3.3827|25.0|7.6021|7.6021
2_a1|0.0|0|0.0|1|7.535296702|2.233384354|-0.049975995|1|0.0409444439999999|-0.1056298369999999|0.0|-0.175623923|0.001576763|-0.0619710709999999|0.101798469|1|0.003205156|-0.237981258|-0.326716897|-0.422863867|1|0.571324013|0.795932678|0.079586368|0.1766333219999999|0.8571146190000001|0.5574897879999999|0.808210065|-0.0622285999999999|-0.077270452|-35.17029414|6.281701359|0.191789935|87.29479691|-16.00805425|2.337413146|0.6944040029999999|-0.927245426|-12.89184641|43.24570924|33.45925305|367.8635872|-422.0435297|1378.496713|-5.488475744|0.305595997|5.2823820260000005|8.779158091000001|0.6619695520000001|139.0945801|-192.096651|17.36508791|0.017741989|-176.9692239|607.7780769999999|8.075415099999999|1.0|1.0|2.91|2.69|0.18|17.0|2.49|0.0|-3.06|21.0|279.31|0.0|3.21|0.000167|0.0466|0.0|0.000185|-0.02966|4.0877|3.31|4.0877|-920.184721|0.2991|303.31|0.7007899999999999|0.7007899999999999|-920.078239|0.2991|0.024658671|5.2754|5.8|5.2366|5.2366
13c_a5|0.0|1|0.0|0|6.605297921|0.0|-0.2071929139999999|3|0.024822695|-0.010689086|0.0|-0.284610951|0.005288472|-0.098760742|-0.018055556|1|0.006110714|-0.017427549|-0.150963534|-0.324868153|2|0.705487111|0.770478689|0.003545487|-0.033833834|0.822789227|0.6775573359999999|0.80019672|-0.077308234|-0.076591149|-50.50012762|158.67712230000004|0.19980328|131.7396496|-33.29709668|10.06137448|0.551328235|-1.302049531|-33.60884086|70.46156718|66.23254483|527.6071331999999|-858.5021696|1235.709541|-10.8855893|0.448671765|8.492261628|15.90846721|0.873289814|295.8302846|-566.0506435|29.94524142|0.0302745689999999|-67.68621352|1557.152554|19.96143955|0.0|1.0|3.13|2.58|0.17|23.0|1.16|0.0|-3.55|31.0|411.46|0.0|2.68|0.000109|0.0446|0.0|3.36e-06|-0.05615|4706.0|3.99|4.2145|-1351.2369640000002|509.0|263.46|0.41594|0.51479|-1351.008469|0.1666|0.03747691|2.9732|123.0|6.9101|6.9101
12h_a40|0.0|0|0.0|1|7.515889085|1.760542171|0.104392974|0|0.041915709|0.208938531|0.803557099|-0.289603712|-0.000134504|0.189869851|-0.21893421|2|-0.002126898|0.367928263|0.224167029|-0.556229094|0|0.809398262|0.7769829840000001|0.116873629|-0.335801908|0.845904643|0.6948809659999999|0.839481749|-0.0954337969999999|-0.091448888|-48.34705035|208.6717565|0.160518251|84.86252967|-25.56004046|3.274152035|0.844008584|-1.280284432|-26.67382585|54.9311782|56.64687411|443.8158546|-676.8587047999999|603.6697997|-10.84365353|0.155991416|7.989299324|15.84593062|0.983394285|82.46928995|-357.8405665|24.30173133|0.012453938|-363.7398044|801.957134|6.584127851|1.0|0.0|3.19|3.0|0.0|20.0|3.76|0.0|-6.25|23.0|361.25|0.0|4.22|2.61e-06|0.000942|0.0|5.2e-05|-0.07512|4.1508|4.14|2.6436|-2153.186757|0.3985|298.7|0.6503899999999999|0.7041|-2153.072091|0.3693|0.02044063|3.5425|823.0|6.0846|6.0846
12e_a40|0.0|0|0.0|1|7.515889085|1.6315143930000002|0.061944605|0|0.04020202|0.174870826|0.665270062|-0.556620974|-0.013162335|0.130516751|-0.192362496|2|-0.014780739|0.292184471|0.172778196|-0.520457262|0|0.889386453|0.788800541|0.047011204|-0.279310345|0.858770467|0.8096582170000001|0.7798787840000001|-0.132226452|-0.122830115|-66.68049019|206.0119599|0.220121216|119.4966772|-36.19867792|4.4490161310000005|0.790818822|-1.596791495|-38.96782748|78.14505956|79.97685498|423.3709264|-866.8463724999999|694.2415706|-14.26008524|0.209181178|8.014314957|15.75963228|0.966435355|113.5576846|-470.5828129|33.21629575|0.021118537|-315.75223450000004|1096.13776|11.46456937|1.0|0.0|3.27|3.05|0.0|20.0|2.93|0.0|-6.53|24.0|378.23|0.0|3.98|2.27e-06|0.00086|0.0|0.000346|-0.07296|4.3236|4.66|3.0253|-2248.244231|0.4494|286.76|0.6826|0.70157|-2248.154966|284.0|0.03272669|3.7268|1.17|5.9318|5.9318
18a_a25|0.0|0|0.0|1|6.842683282|1.875390684|-0.151473962|2|0.038167849|0.062229409|2.050257213|-0.170732995|0.007643634|-0.018419483|-0.019985937|1|0.007325341|0.106305991|-0.06333068|-0.2936794219999999|2|0.761417363|0.7385460309999999|-0.039007784|-0.035531959|0.792935475|0.7291583840000001|0.931628386|-0.055926422|-0.078181889|-51.83514755|75.74077952|0.068371614|45.33086513|-34.36707071|4.188358905|0.817072039|-1.641819678|-24.58404782|59.45091020000001|43.39683067|617.676232|-1088.538099|2331.966135|-13.61714122|0.182927961|7.39539242|14.59524518|0.973559258|121.2825364|-721.7084848|25.136651|0.011486699|-420.4420243|1332.242503|7.615762647|1.0|1.0|3.5|3.43|0.08|27.0|2.88|0.0|-6.33|32.0|435.54|0.0|4.53|1.71e-06|0.000744|0.0|7.28e-08|-0.05591|5.4965|4.51|3.1711|-1675.2501519999998|0.3234|225.57|0.2834|0.5274399999999999|-1674.982248|0.0027|0.02456497|4.3839|94.0|7.0269|7.0269
3e_a32|0.0|1|0.0|0|7.773594467000001|0.0|0.015619823|0|0.044949495|-0.057366352|2.220794149|-0.275255791|0.000655875|-0.114649277|-0.080731823|3|0.002004382|-0.1046390059999999|-0.1395294259999999|-0.551661318|0|0.8315372|0.8046468659999999|-0.061561535|-0.12378337|0.85921771|0.77923808|0.8681696109999999|-0.073411249|-0.100056595|-53.92151824|47.09895162|0.131830389|71.04473954|-29.05885545|3.608094688|0.7752553659999999|-1.200679139|-21.32040233|60.86894767|46.25723848|467.865447|-647.0582188|1732.3689949999998|-8.941186293|0.224744634|5.863649531|10.68709999|0.822602107|121.1171726|-348.70626539999995|21.40099522|0.012891628|-296.6758413|834.6388134|6.94742943|1.0|1.0|3.33|3.04|0.24|19.0|1.94|0.0|-6.52|23.0|340.47|0.0|4.3|6.6e-06|0.00225|0.0|4.13e-05|-0.0534399999999999|3.5589|3.52|3.5589|-1672.722302|0.2914|348.38|0.7025399999999999|0.7025399999999999|-1672.576776|0.2914|0.02588637|5.6928|8.0|8.0862|8.0862
LY364947_a10|0.0|1|0.0|0|6.605297921|0.0|-0.278922508|2|0.0273958329999999|0.0938628109999999|2.084955541|-0.084940213|0.007575|0.010202602|-0.006198347|1|0.006909045|0.1625645369999999|0.072909639|-0.204644982|2|0.706034038|0.711607778|-0.072740964|-0.012096774|0.7792035190000001|0.681525895|0.8431045490000001|-0.076999385|-0.075303751|-33.26705198|144.7228349|0.156895451|69.31194102|-14.69643595|1.88879448|0.7234846559999999|-0.978948758|-15.02735938|41.53157099|38.29163558|372.4595738|-432.4716757000001|839.5356408|-5.78950507|0.276515344|4.702575386|9.161732895|0.948237326|122.1566022|-191.05366730000003|18.1140017|0.018707677|-197.4583104|597.7620559999999|8.264519015|1.0|1.0|2.46|1.88|0.0|21.0|1.74|0.0|-3.54|21.0|272.3|0.0|2.8|0.000137|0.0374|0.0|1.7199999999999998e-05||||||||||||||59.0|7.2291|7.2291
1_a15|0.0|0|0.0|0|0.0|0.0|-0.22215316|2|0.0381893|0.06459652|0.0|-0.541427319|0.001244652|-0.068297833|-0.000905902|0|0.003816011|0.096086011|-0.270248221|-0.34192045|2|0.836466114|0.705825714|0.101406325|-0.001544849|0.74357498|0.795437721|0.875723465|-0.068077117|-0.1117462069999999|-72.24770503|121.3844816|0.124276535|80.34898605|-46.71058649|10.95802135|0.605927517|-1.899685524|-28.45664402|90.40184737|60.96303497|566.1848585|-1228.210985|2855.495631|-13.01770443|0.394072483|6.580146251|11.7078005|0.77926144|254.7811976|-794.0799704|33.22939752|0.0280791829999999|-136.9714493|2026.993248|18.15414234|1.0|1.0|3.91|4.18|0.19|24.0|2.2|0.0|-6.55|34.0|457.52|1.0|4.68|1.08e-06|0.000495|0.0|4.36e-08|-0.04142|4.3834|4.68|3.2188|-1510.117336|0.2464|282.85|0.64662|0.70553|-1509.785098|0.0061|0.01894559|2.3261|44.0|7.3565|7.3565
13b_a30|0.0|0|0.0|0|7.412764017000001|0.0|0.112353041|2|0.041728395|-0.035340334|0.0|-0.627919307|-0.003436924|0.042845487|-0.0463169629999999|1|-0.002215642|-0.062905093|0.006103754|-0.564815317|1|0.841060094|0.836520136|-0.045844862|-0.0771674659999999|0.892104517|0.802578397|0.694101802|-0.109962789|-0.113554975|-76.67161447|385.2420923|0.305898198|206.54056530000005|-51.76819834|8.459192992|0.800290866|-2.271099499|-50.13056864|88.26741491|86.77473353|468.6532296|-1533.432289|2319.48655|-19.53516918|0.1997091339999999|8.804739699999999|16.1428924|0.8334321|134.8423681|-1035.363967|36.15271139|0.017174033|-405.5090587|1916.093704|11.59580043|1.0|0.0|4.76|0.0|0.13|17.0|2.06|0.0|-5.01|32.0|441.51|0.0|1.91|5e-05|0.0221|0.0|0.000288|-0.05434|5.0501|4.54|3.5056|-1744.446479|0.2783|245.51|0.32563|0.6862699999999999|-1744.2179010000002|0.1415|0.0455651|5.3762|26.0|7.5901|7.5901
16g_a32|0.0|1|0.0|0|7.765993078999999|0.0|0.1739995319999999|0|0.03898374|-0.049658216|2.084553994|-0.771439265|-0.002456725|-0.029193403|0.004735761|3|-0.00030659|-0.085591073|-0.202656848|-0.696926204|0|0.79965447|0.83902731|-0.026098259|0.008494733|0.8821580379999999|0.762429418|0.8206422409999999|-0.078387439|-0.105500574|-77.75914881|90.88837862|0.1793577589999999|132.1955522|-57.31234426|13.01585399|0.6863323440000001|-1.79350976|-42.58335004|94.54074206|75.43482709|604.8539801|-1321.90553|3497.469035|-18.38320476|0.313667656|9.3963701|15.58880229|0.65902387|231.1885989|-974.3098525|36.34043182|0.02276861|-274.67233460000006|1926.042887|16.78159325|1.0|1.0|3.87|3.42|0.33|19.0|1.57|1.0|-7.51|30.0|441.57|1.0|4.37|4.83e-06|0.00213|0.0|3.04e-06|-0.05|3.6161|5.38|3.6161|-2034.593036|0.2879|342.86|0.70222|0.70222|-2034.342619|0.2879|0.02895494|4.3204|11.0|7.9586|7.9586
